en_ar_GOOGLE	MatConf
وستظل اللجنة تركز على رصد وتعزيز تنفيذ الدول الأعضاء للقرار 1373 (2001) وعلى اتخاذ تدابير عملية لتعزيز قدرة الدول على مكافحة الإرهاب، بما في ذلك التدابير الرامية إلى تيسير المساعدة التقنية.	0
129 - لدى معظم الدول أحكام كافية للمساعدة القانونية المتبادلة وتسليم المجرمين. وجميعها لديها إجراءات معمول بها لتبادل المعلومات.	0
وعثرت اللجنة على أدلة تشير إلى أن القبائل العربية بدأت في الاستقرار في المناطق التي كان يسكنها النازحون في السابق، مما منع عودة النازحين في نهاية المطاف.	1
وعلى الرغم من تطبيق هذا الحظر من خلال ضوابط صارمة على الحدود، لا يزال المواطنون يخاطرون بالفرار، خاصة إلى الصين.	1
ولكن الآن فإن ما أنجزته أفغانستان يتآكل إلى حد كبير بسبب التحديات الخطيرة التي تواجه أمن البلاد واستقرارها.	0
وفي معظم الحالات، ذكر الضحايا أن الجنجويد هم مرتكبو أعمال العنف الجنسي؛ ولكن يُزعم أن عدة حوادث تتعلق بجنود حكوميين يعملون جنباً إلى جنب مع الجنجويد.	1
يلاحظ أن الغالبية العظمى من المشردين داخليا وغيرهم من الفئات الضعيفة في حالات النزاع المسلح هم من المدنيين، وبالتالي يحق لهم التمتع بالحماية الممنوحة للمدنيين بموجب القانون الإنساني الدولي الحالي.	1
30 - وبشكل عام، كان موقف السلطات الحكومية تجاه اللجنة متعاونا.	0
وتظهر الهجمات المتكررة التي يشنها الإرهابيون المرتبطون بحركة الطالبان وتنظيم القاعدة في أفغانستان أن انتهاكات حظر الأسلحة لا تزال مستمرة على الرغم من برنامج نزع السلاح الذي تنفذه الحكومة.	1
&quot;ويكرر مجلس الأمن دعمه لإنشاء فريق أساسي لمواصلة تعبئة المجتمع الدولي، وزيادة التشاور بين أصحاب المصلحة الرئيسيين لتعزيز تنسيق وفعالية المساعدة المقدمة إلى هايتي، والمساهمة في تحديد خطة عمل استراتيجية إنمائية طويلة الأجل تهدف إلى تعزيز السلام والاستقرار الدائمين في ذلك البلد.	0
ومع ذلك، وبما أن الجريمة لم تكن من عمل أفراد بل من عمل مجموعة متطورة، يبدو إلى حد كبير أن الاحتيال والفساد وغسل الأموال يمكن أن تكون أيضا دوافع للأفراد للمشاركة في العملية.	1
وفي حين لم يتم بعد تحديد العدد الدقيق للنازحين وعدد القرى المدمرة، فإن النزوح الجماعي وتدمير القرى حقائق لا جدال فيها.	1
4 - تلاحظ مع القلق العلاقة الوثيقة بين الإرهاب الدولي والجريمة المنظمة عبر الوطنية، والمخدرات غير المشروعة، وغسل الأموال، والاتجار غير المشروع بالأسلحة، والنقل غير القانوني للمواد النووية والكيميائية والبيولوجية وغيرها من المواد التي يحتمل أن تكون مميتة، وتؤكد في هذا الصدد ضرورة تعزيز تنسيق الجهود على المستويات الوطنية ودون الإقليمية والإقليمية والدولية من أجل تعزيز الاستجابة العالمية لهذا التحدي والتهديد الخطير للأمن الدولي؛	0
ونظراً لحجم وضخامة الأحداث المتعلقة بالنزاع في دارفور، فإن إثبات الحقائق وجمع عناصر الإثبات ذات المصداقية لتحديد هوية الجناة المشتبه بهم هي مهام صعبة، لا ينبغي الاستخفاف بها.	0
وعندما وقع الهجوم، ركضت النساء إلى الوادي، حيث حاصرهن الجيش.	0
وفي سان بيدرو، أفادت التقارير أن عمدة المدينة قد بدأ في تدمير مدن الصفيح الأخرى.	1
النظر في تطبيق تدابير مستهدفة ومتدرجة ضد أطراف النزاع المسلح المسؤولة عن عرقلة إيصال المساعدات الإنسانية في انتهاك للقانون الإنساني الدولي، بما في ذلك من خلال المشاركة في الهجمات ضد الجهات الفاعلة الإنسانية والأصول الإنسانية.	1
52 - وفيما يتعلق بنزع السلاح، ستواصل عملية الأمم المتحدة في كوت ديفوار دعم التنفيذ المعجل لتجميع القوات، تمشيا مع الاتفاق التكميلي الثالث.	0
ومع ذلك، تعرض المعتقلون لأعمال عنف جسيمة تهدد حياتهم وشخصهم.	1
9. يشيد بالسلطات اللبنانية للقرارات الشجاعة التي اتخذتها بالفعل فيما يتعلق بالتحقيق، بما في ذلك بناء على توصية اللجنة، ولا سيما اعتقال وتوجيه الاتهام لمسؤولين أمنيين لبنانيين سابقين يشتبه في تورطهم في هذا العمل الإرهابي، ويشجع اللبنانيين وعلى السلطات مواصلة جهودها بنفس التصميم من أجل الوصول إلى جذور هذه الجريمة؛	1
وحفاظاً على سيادة الدول واستقلالها، وحفاظاً على الأمن والسلم والاستقرار الدوليين، تدعو سورية الأمم المتحدة وهيئاتها المعنية بمكافحة الإرهاب وتمويله، بما فيها مجلس الأمن ولجنته الفرعية المتخصصة، إلى: وكذلك مجلس حقوق الإنسان، لحرمان الإرهابيين ومن يدعمهم من أي غطاء لممارساتهم التدميرية.	0
وأضاف بالمثل أن إحدى المهام الأساسية للرئيس هي العمل كصانع للتوافق وتعزيز مناخ التعاون داخل لجنته لتمكينها من المضي قدمًا.	0
السجل: أمر تحقيق صادر عن قاضي التحقيق الأول لدى المحكمة العسكرية في بيروت رقم 23/2005 بتاريخ 14 شباط 2005.	0
وقد شجعت الدعوات المتكررة من قبل الجماعات للحصول على التبرعات، وادعاءاتها بعدم القدرة على شن هجمات بسبب نقص الأموال، على زيادة التركيز على إضافة الممولين إلى القائمة.	0
وكثيراً ما تؤدي حوادث العبوات الناسفة إلى سقوط عدد كبير من الضحايا المدنيين، وتدمير البنية التحتية على نطاق واسع، والاضطراب الاقتصادي لمجتمعات بأكملها&quot;.	1
وقد تم إنشاؤها استجابة للادعاءات المتعلقة بانتهاكات القانون الدولي لحقوق الإنسان والقانون الإنساني الدولي في سياقات النزاع وكذلك في حالات ارتفاع مستويات العنف، والتي ترتبط في كثير من الأحيان، ولكن ليس حصريًا، بالعمليات الانتخابية أو السياسية، والتي تنطوي على انتهاكات خطيرة لقانون حقوق الإنسان.	0
&quot;ويظل مجلس الأمن يشعر بقلق بالغ إزاء العواقب الإنسانية والسياسية والاقتصادية المدمرة التي تترتب على الصراعات المسلحة؛ ويشدد على الضرورات السياسية والأخلاقية الأهم لمنع اندلاع الصراعات المسلحة والأزمات الإنسانية وتصاعدها، وما يعود ذلك من فوائد على السلام والتنمية والرخاء. العلاقات الودية بين جميع الدول.	1
واقتناعا منه أيضا بأن التسوية السياسية للصراع من المرجح أن تؤدي إلى تعزيز النضال ضد آفة الإرهاب والأنشطة ذات الصلة، الموجودة دائما في المنطقة، وأن تساعد في القضاء عليها؛	1
وكما تظهر هذه القائمة الجزئية، فإن الاتجاه نحو زيادة لجوء المجتمع الدولي إلى لجان التحقيق وبعثات تقصي الحقائق في سياق جهود المساءلة واضح.	0
:: 21 حزيران/يونيه 2005، قُتل زعيم الحزب الشيوعي اللبناني السابق جورج حاوي عندما انفجرت سيارته بالقرب من منزله في وطى المصيطبة.	0
وكما كان متوقعا، أدى قدوم الصيف إلى زيادة مستوى نشاط القوات المسلحة المعارضة.	1
وقد استفادت اللجنة من تقرير لجنة الخبراء المعنية باستعراض محاكمة مرتكبي الانتهاكات الجسيمة لحقوق الإنسان في تيمور - ليشتي (تيمور الشرقية آنذاك) في عام 1999 (انظر S/2005/48). ولاحظ هذا التقييم بقلق تفسير المدعي العام بأن مساءلته أمام الرئيس بموجب الدستور تقتضي منه اتباع سياسة الأخير فيما يتعلق بالملاحقات القضائية.	0
كما أن الحالة الاقتصادية المتدهورة بسرعة، والتي تفاقمت بسبب الصراع المستمر، هي أيضاً مدعاة للقلق.	1
33 - تضاءل التهديد الذي يشكله أفراد القوات المسلحة السابقة خلال الفترة المشمولة بالتقرير، عقب وفاة رافيكس ريميسينت، الذي نصب نفسه زعيما، في 9 نيسان/أبريل (انظر S/2005/313، الفقرة 16).	1
تم سجن العديد من السودانيين أو ذهبوا إلى المنفى بعد الانقلاب.	1
قام القائد دا كروز بنزع سلاح الأعضاء الشرقيين في UPF لإتاحة هذه الأسلحة.	0
ومع ذلك، يتعين اتخاذ المزيد من الخطوات لتجريم التصنيع والحيازة والاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة، فضلا عن المتفجرات.	1
المواد التوجيهية متاحة للمساعدة في تنفيذ الممارسات الفعالة. ومن الجدير بالذكر في هذا الصدد ورقة فرقة العمل المعنية بالإجراءات المالية بشأن أفضل الممارسات في مجال غسل الأموال بشأن كشف ومنع النقل غير المشروع عبر الحدود للنقد والأدوات القابلة للتداول لحاملها، والمبادئ التوجيهية للإنفاذ الصادرة عن منظمة الجمارك العالمية بشأن مكافحة غسل الأموال وتمويل الإرهاب.	0
حاء - منع الاستغلال والاعتداء الجنسيين من جانب موظفي الأمم المتحدة والأفراد المرتبطين بها وشركاء الأمم المتحدة والتصدي لهما؛	0
وإذ يشدد على أهمية بناء قدرات قوات الأمن التابعة للحكومة... وفي هذا الصدد، يؤكد من جديد أهمية إعادة تشكيل قوات الأمن [الوطنية] وتدريبها وتجهيزها والاحتفاظ بها، وهو أمر حيوي بالنسبة لـ الاستقرار والأمن على المدى الطويل في [البلد المتأثر]، وإذ يعرب عن دعمه لبرامج بناء القدرات [الدولية] الجارية، ويشدد على أهمية زيادة الدعم المنسق وفي الوقت المناسب والمستدام من المجتمع الدولي،	0
وعلى وجه الخصوص، يتم تشجيع الدول على تعزيز الأمن المادي وإدارة المخزونات، وتدمير الفائض والمتقادم من الأسلحة الصغيرة والأسلحة الخفيفة، وضمان وضع علامات على جميع الأسلحة الصغيرة والأسلحة الخفيفة وقت تصنيعها واستيرادها، وتعزيز الرقابة على الصادرات والحدود ومراقبة الوساطة. أنشطة.	0
&quot;ويلاحظ مجلس الأمن الأثر الضار لانتشار الأسلحة، ولا سيما الأسلحة الصغيرة، على أمن المدنيين، بمن فيهم اللاجئون وغيرهم من الفئات السكانية الضعيفة.	1
وفي وقت لاحق، صادرت القوات المسلحة الحكومية أسلحة القرويين.	1
(د) التماس الدعم، عند الاقتضاء، من بعثات الأمم المتحدة لحفظ السلام والبعثات الأخرى ذات الصلة، فضلا عن أفرقة الأمم المتحدة القطرية واللجنة الدولية للصليب الأحمر، وعند الاقتضاء، الأعضاء الآخرين في الحركة الدولية للصليب الأحمر والهلال الأحمر , بشأن التدريب والتوعية بشأن القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين;	0
وأشار أيضاً إلى أن آلية التحقق ألغت العديد من المهام بسبب المقاومة التي أبدتها قوات جنوب السودان.	1
ويدين مجلس الأمن جميع انتهاكات القانون الدولي، بما في ذلك القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين، المرتكبة ضد المدنيين في حالات النزاع المسلح.	0
وفي عرض إضافي للعداء، احتفلت حماس بالذكرى السابعة والعشرين لتأسيسها من خلال استعراض 2000 من مقاتليها المسلحين والصواريخ المحمولة على شاحنات عبر غزة.	1
&quot;ويدين مجلس الأمن بشدة استهداف المقاتلين المتعمد للمدنيين في الصراعات المسلحة، ويطالب جميع المعنيين بوضع حد لهذه الانتهاكات للقانون الإنساني الدولي والقانون الدولي لحقوق الإنسان.	0
وبالمثل، تحتاج الجماعات المدرجة في القائمة إلى أن تكون قادرة على استخدام القوة لدعم أهدافها، وفي المناطق التي تنشط فيها بشكل أكبر، يبدو أنه لا يوجد نقص في الأسلحة والمتفجرات.	1
 صلاح سليمان عياش، 33 عاماً، سائق لدى منظمة الحياة الطبية في ريف دمشق، قُتل على يد قوات النظام أثناء محاولته دخول زبدين في 27 تشرين الثاني/نوفمبر 2014.	1
وحتى 13 تشرين الأول/أكتوبر 2014، كان القراصنة الصوماليون لا يزالون 37 بحاراً محتجزين كرهائن.	1
إن التحديات الاجتماعية والاقتصادية التي تواجه أفغانستان كبيرة.	0
وليس من المستغرب إذن أن يرى العديد من الدول الأعضاء أن الإنترنت مسألة رئيسية في مكافحة انتشار الإرهاب المرتبط بتنظيم القاعدة والتهديد الذي يمثله.	1
69 - وبينما تتواصل محادثات السلام بين الأطراف المالية في الجزائر العاصمة بتيسير من فريق الوساطة الذي تقوده الجزائر، أدعو جميع الأطراف إلى التفاوض بحسن نية من أجل التوصل إلى اتفاق سلام شامل وقابل للتنفيذ ومستدام يعالج الأسباب الجذرية للصراع. صراع.	0
30. أعادت القوات المسلحة السودانية نشر جميع قواتها من جنوب السودان، في حين ظلت نسبة إعادة انتشار الجيش الشعبي لتحرير السودان الخاضعة للمراقبة والتحقق منها عند 34.8 في المائة من القوام المعلن البالغ 59.168 فردًا.	1
(أ) في 14 تشرين الأول/أكتوبر 2002، تعرض رئيسا تحرير صحيفتين قريبتين من الجبهة الشعبية الإيفوارية (Notre Voie وL&#39;Actuel) للهجوم. وتعرض رئيس تحرير صحيفة &quot;Le Nouveau Réveil&quot; وأعضاء فريقه لاعتداء جسدي؛	1
وقام الفريق العامل بتيسير مؤتمر دولي بشأن الاستراتيجيات الوطنية والإقليمية لمكافحة الإرهاب وشارك في رئاسته، حيث حدد المشاركون مجموعة من المبادئ التي يتعين على الدول الأعضاء والمنظمات الإقليمية مراعاتها عند وضع استراتيجيات كل منها.	0
ومن الواضح أن هذا الحكم لا ينطبق في هذه الحالة لأن الجرائم وقعت في السودان ويُزعم أن مواطنين سودانيين ارتكبوها.	1
وتثبت الأدلة أن ستة من جنود قوات الدفاع يشتبه بشكل معقول في ارتكابهم جرائم قتل.	0
&quot;ويسلم مجلس الأمن بأهمية دور المرأة في منع نشوب الصراعات وحلها وفي بناء السلام، ويؤكد الدور الرئيسي الذي تضطلع به الحكومات الوطنية المتضررة من الصراعات المسلحة في تعزيز مشاركة المرأة في منع نشوب الصراعات وحلها وفي بناء السلام في إطار الأمم المتحدة. إطار جدول أعمال المرأة والسلام والأمن، بما في ذلك من خلال استشارة المنظمات النسائية ذات الصلة منذ المراحل الأولى للتخطيط وتحديد الأولويات.	0
وكان من المأمول أن يتم إتاحة القرار 1521 (2003) والقرار 1532 (2004)، اللذين يدعوان إلى تجميد الأصول، لعملية وطنية لتعويض الضحايا، حيث أن ولاية المحكمة لا تشمل تعويض الضحايا.	0
وتلقت اللجنة أدلة موثوقة على استخدام طائرات الهليكوبتر من طراز Mi-8، وطائرات الهليكوبتر من طراز Mi-24، وطائرات الأنتونوف خلال الهجمات الجوية على القرى.	1
57 - ظلت المصلحة الذاتية للمعارضين لتشكيل حكومة حسنة النية ثابتة، وقد كشف فريق الرصد في تقاريره السابقة عن هذه المشكلة المركزية في الصومال. ولا تزال المشكلة قائمة، والموضوع الأكثر وضوحا في هذا التقرير هو الاتجاه المستمر لتصعيد العنف المحتمل في نمط حماية المصالح الخاصة الراسخة.	0
ولم يتم تقييم أي تغيير كبير في الوضع الأمني العام، على الرغم من أنه من المتوقع حدوث ارتفاع بطيء ومطرد في الحوادث المرتبطة بالجريمة.	1
واضطر ضباط وحدة الاستجابة السريعة الشرقية إلى الاحتماء في مبنى إدارة المنطقة. ثم أحاط الجمهور بالمبنى. وبدأ الحشد المسلح بالسكاكين والعصي والمناجل والحجارة في إطلاق تهديدات بالقتل ضد ضباط وحدة الاستجابة السريعة الشرقية.	1
تلاحظ أن هناك حاجة إلى اتخاذ مجموعة من التدابير من جانب المجتمع الدولي لتقاسم العبء الذي تتحمله الدول الأفريقية المضيفة للاجئين ودعم جهودها الرامية إلى ضمان الأمن والطابع المدني والإنساني لمخيمات اللاجئين ومستوطناتهم، بما في ذلك في مجالات إنفاذ القانون، نزع سلاح العناصر المسلحة، والحد من تدفق الأسلحة إلى مخيمات اللاجئين ومستوطناتهم، وفصل اللاجئين عن الأشخاص الآخرين غير المؤهلين للحصول على الحماية الدولية الممنوحة للاجئين أو الذين لا يحتاجون إلى حماية دولية، وتسريح المقاتلين السابقين وإعادة إدماجهم.	0
أجرى أعضاء المجلس تبادلا عاما للآراء بشأن عدد من القضايا، وهي الحالة في الضفة الغربية وقطاع غزة، بما في ذلك الحاجة الملحة إلى إعادة بناء وإصلاح البنية التحتية للسلطة الفلسطينية من خلال الدعم القوي من المانحين، والحالة عبر الخط الأزرق والجهود الدبلوماسية المختلفة الجارية، بما في ذلك الاستعدادات لعقد مؤتمر دولي حول الشرق الأوسط.	0
وأبلغ الرئيس لحود والعماد غزالي بالانفجار وقت وقوعه [شهادة شاهد].	1
ويساورنا القلق أيضا إزاء عودة ظهور حالات الكوليرا، على الرغم من أن معدل الوفيات يبدو أنه يتضاءل ببطء.	0
وأقترح أيضًا على مجلس الأمن أن يأذن للأمين العام بتقديم أي مساعدة يعتبرها ضرورية للجنة الثلاثية التي أنشأتها حكومات هندوراس والسلفادور ونيكاراغوا الشقيقة، لتمكين التفاوض بشأن نظام السيادة المشتركة وعمله في استئناف العمل في خليج فونسيكا بهدف تحقيق التنمية الاجتماعية والاقتصادية والبيئية الشاملة للخليج.	0
وقد تم احتجازها هي ووالد السيد أبو عدس، تيسير، بشكل غير قانوني لمدة 10 أيام تقريبًا.	1
هناك أدلة دامغة تشير إلى أن عمليات القتل هذه كانت في معظمها غير مبررة وغير ضرورية للتعامل مع المتظاهرين.	1
ويبلغ تمثيل الأقليات حاليا في دائرة شرطة كوسوفو 17 في المائة، وتمثل الإناث 22 في المائة.	0
3 - وكما طلب مجلس الأمن في قراره 1787 (2007)، سيوصي المدير التنفيذي، في غضون 60 يوما من اتخاذ ذلك القرار وبالتشاور مع اللجنة، بإدخال تغييرات على الخطة التنظيمية للمديرية التنفيذية المشار إليها في الفقرة 4 من قرار المجلس 1535 (2004).	0
وكانت الانتهاكات من قبيل الهجمات المتعمدة على المدنيين، والهجمات العشوائية على المدنيين والأهداف المدنية، أو الهجمات على القرى التي تختبئ أو تؤوي المتمردين، والتي تسببت في ضرر غير متناسب للمدنيين، أو عمليات الإعدام الجماعية، فضلا عن التهجير القسري للمدنيين من منازلهم، واسعة النطاق ومنهجية وتصل إلى حد الجرائم ضد الإنسانية.	1
وأوصت اللجنة الوطنية بتشكيل لجان تحقيق قضائية تعنى بالادعاءات التالية: حالات الإعدام خارج نطاق القانون؛ استيلاء المجموعات العربية على قريتين تابعتين لقبيلة الفور في محلية كاس؛ وحوادث قتل وحرق لبعض الجرحى في مستشفيات قرى برام ومليط وكلبس.	1
ويجري تبادل المعلومات المتعلقة بعمليات إزالة الألغام المغربية بشكل مستمر مع مركز تنسيق الأعمال المتعلقة بالألغام.	0
17. لإنجاز المهمة الرابعة، رأت اللجنة أنه من الضروري إجراء تقييم أولي لمدى قدرة نظام العدالة الجنائية السوداني وراغبته في ملاحقة وتقديم المسؤولين المزعومين عن الجرائم الدولية المرتكبة في دارفور للمحاكمة، و ثم النظر في مختلف الآليات الدولية القائمة المتاحة.	0
وفي الوقت نفسه، وعلى الرغم من الوعود التي تحملها عملية التحول الديمقراطي، لا ينبغي للمرء أن ينسى أنها مرحلة مسؤولة للغاية في تاريخ الشرق الأوسط وتتطلب أعلى درجات اليقظة والعمل الشاق من أجل استبعاد الحسابات الخاطئة. وعدم القدرة على التنبؤ بمستقبل المنطقة.	0
ومن المؤسف أن مثل هذه التحذيرات لم يتم الالتفات إليها.	0
وفي حين انخفض التأثير العملياتي للقيادة الأساسية لتنظيم القاعدة بمقتل أسامة بن لادن والعديد من القادة الرئيسيين الآخرين، فإن شبكات تنظيم القاعدة لا تزال تتطور إلى ظواهر أكثر تعقيدا، مع وجود مجموعة متنوعة دوليا من المؤيدين والمقاتلين النشطين.	1
وأشارت أيضا إلى السوابق الهامة التي أرساها المجلس، ولا سيما إنشاء لجان التحقيق في البوسنة ورواندا ودارفور، التي مهدت الطريق أمام المحكمة الدولية ليوغوسلافيا السابقة والمحكمة الجنائية الدولية لرواندا، وإحالة المجلس للقضية. الوضع في دارفور إلى المحكمة الجنائية الدولية	0
64 - ويشكل استمرار الهجمات غير المتكافئة على حفظة السلام التابعين للأمم المتحدة، فضلا عن الاغتيالات المستهدفة واختطاف المدنيين، تطورات مثيرة للقلق.	1
61 - ويتباين بدرجة كبيرة مدى تواجد مؤسسات الدولة والشرطة والجيش الوطني وعملها في هذه المجالات.	1
[S] يدين بشدة استمرار أشكال التمييز والعنف ضد النساء والفتيات، ولا سيما العنف الذي يهدف إلى منع الفتيات من الالتحاق بالمدارس ...	0
إذ يشير إلى قراره 2133 (2014) وإلى نشر المنتدى العالمي لمكافحة الإرهاب &quot;مذكرة الجزائر بشأن الممارسات الجيدة بشأن منع الاختطاف للحصول على فدية على يد الإرهابيين وإنكار فوائده&quot;، ويدين بشدة حوادث الاختطاف واحتجاز الرهائن المرتكبة من قبل الجماعات الإرهابية لأي غرض، بما في ذلك بهدف جمع الأموال أو الحصول على تنازلات سياسية، وإذ يعرب عن تصميمه على منع عمليات الاختطاف واحتجاز الرهائن التي ترتكبها الجماعات الإرهابية وتأمين إطلاق سراح الرهائن بشكل آمن دون دفع فدية أو تنازلات سياسية، وفقا مع القانون الدولي المعمول به، وإذ يهيب بجميع الدول الأعضاء أن تمنع الإرهابيين من الاستفادة بشكل مباشر أو غير مباشر من دفع الفدية أو من الامتيازات السياسية، وأن تكفل إطلاق سراح الرهائن بشكل آمن، ويؤكد من جديد ضرورة تعاون جميع الدول الأعضاء بشكل وثيق أثناء حوادث الاختطاف والاختطاف عمليات احتجاز الرهائن التي ترتكبها الجماعات الإرهابية،	0
ومع ذلك، فمن المشكوك فيه أن تكون وحدات القوات المسلحة لجمهورية الكونغو الديمقراطية المنتشرة في المقاطعة قادرة على فرض سيطرة فعالة ومستدامة على كاتانغا بأكملها والحد بشكل كبير من قدرة الماي ماي على مضايقة السكان المحليين واستغلال الموارد الطبيعية بشكل غير قانوني.	1
كما أنها تدعم الأنشطة الأخرى المتعلقة بتنفيذ هدف فريق الاتصال المتمثل في التصدي للقرصنة بجميع جوانبها.	0
لكننا نشعر بالقلق من أن العنف قد يؤدي إلى بقاء جزء من السكان بعيدا عن مراكز الاقتراع في الجنوب وفي أماكن أخرى.	0
126 - تود اللجنة التأكيد على أنه إذا ثبت أن الحكومة استخدمت الميليشيات &quot;كأسلوب من أساليب الحرب&quot;، حتى في الحالات التي يكون فيها الجنجويد قد تصرفوا دون دليل على دعم الحكومة، فإن المسؤولين الحكوميين قد يتحملون المسؤولية الجنائية عن الجرائم المشتركة. مشروع إجرامي للانخراط في هجمات عشوائية ضد المدنيين وقتل المدنيين.	1
وتتحمل البلاد المخالفات الفظيعة للحرب.	1
وتمثل إعادة التجنيد انتهاكًا خطيرًا في حد ذاته، ولكنها أيضًا تقوض بشدة قدرة البرامج على العمل، وقدرة الأطفال على الثقة في إعادة تأهيلهم دون مضايقة.	1
19 - وقد يسَّر البرنامج الوطني لإعادة الإدماج والتأهيل المجتمعي، الذي من المتوقع أن يستوعب مجموعة من المقاتلين السابقين يبلغ عددها 000 6 مقاتل، عملية تسجيل أفراد القوات الجديدة وتحديد سماتهم.	0
ويدين الاتحاد الأوروبي هذا العنف الذي يرتكبه الماويون، والذي سبب معاناة ومشقة كبيرة للشعب النيبالي.	0
يُعاقب الجاني بالسجن لمدة تتراوح بين ثمانية وخمسة عشر عامًا مع مصادرة الممتلكات حسبما تراه المحكمة مناسبًا، أو بعقوبة استثنائية، إذا تسبب الفعل الموصوف في الفقرة 1 في ضرر جسدي خطير.	1
وفي إحدى الحوادث التي وقعت في كورشا - قرية تورغو، في وقت مبكر من الصباح، في وقت ما من أغسطس/آب 2003، هاجم مئات من عرب الجنجويد القرية. وكانوا يرتدون الزي العسكري الأخضر ويمتطون الخيول والجمال. حاصروا القرية وبدأوا بإطلاق النار على الرجال والفتيان.	1
5 - عززت زيارتي الأخيرة لمنطقة الساحل إيماني بأهمية النظر إلى السلام والأمن والتنمية وحقوق الإنسان بطريقة مترابطة.	0
واستخدمت خلال الهجوم مروحيتان حربيتان وطائرة أنتونوف، ربما لأغراض الاستطلاع.	1
وسيطرت قوات المعارضة - التابعة لمحمد إبراهيم حبسادي - على بيدوا في 26 أو 27 آذار/مارس أو حوالي ذلك التاريخ، بعد أن هزمت ميليشيات الرئيس يوسف والشيخ مادوبي.	1
إلا أن سبب إنشائها يمكن وصفه بـ &quot;التتبع السريع&quot; وليس بالنفعية، لا سيما في ضوء ما تفيد به التقارير من أن سماع تهمة عقوبتها الإعدام قد لا يستغرق أكثر من ساعة واحدة.	1
65. وصل الرائد رينادو و11 من رجاله إلى المنطقة من آيلو ذلك الصباح. وكانوا مع مدنيين و10 من ضباط الشرطة الاحتياطية مسلحين ببنادق آلية.	1
 حظر العنف ضد الحياة والأشخاص، ولا سيما القتل والتشويه والمعاملة القاسية والتعذيب. الاختفاء القسري؛ والاعتداء على الكرامة الشخصية؛ والاغتصاب، والاستعباد الجنسي، والدعارة القسرية، والحمل القسري، والتعقيم القسري، وأي شكل آخر من أشكال العنف الجنسي.	0
36 - وحتى 7 نيسان/أبريل، تم نشر 182 1 من أفراد الشرطة في عملية الأمم المتحدة في كوت ديفوار، مقابل الحد الأقصى المأذون به وهو 200 1 فرد، منهم 434 ضابطا و 748 فردا منتشرين في ست وحدات شرطة مشكلة.	1
وبحسب ما ورد قُتل شخص واحد على الأقل وأصيب 20 آخرون خلال الاشتباكات بين شرطة مكافحة الشغب والمتظاهرين، والتي عطلت أيضًا عمليات المحاكم المتنقلة.	1
5 - وبينما كان الماويون يستعدون لنقل قواتهم إلى مواقع التجميع، انخرطوا في حملة تجنيد بلغت ذروتها في تشرين الثاني/نوفمبر 2006.	1
o في 5 تشرين الثاني/نوفمبر 2014، استهدفت قوات النظام مدرسة حضرما الابتدائية في ريف دمشق، مما أدى إلى إصابة طفل.	1
2 - وباعتبار جمهورية كرواتيا رئيسة لجنة مكافحة الإرهاب التابعة لمجلس الأمن وأحد أوائل الداعمين للتحالف العالمي لمكافحة الإرهاب، فإنها تدين بشدة الإرهاب الدولي بجميع أشكاله ومظاهره، وتضع في اعتبارها خطر الإرهاب الدولي. إن تقارب الإرهاب مع تهديدات أخرى للسلم والأمن الدوليين - مثل انتشار أسلحة الدمار الشامل، والجريمة المنظمة العابرة للحدود الوطنية والإرهاب الإلكتروني - يحث على تعاون عالمي أقوى في قمع هذه الآفة الحديثة.	0
76 - وقد أقرت جميع أطراف النزاع - حكومة السودان وجيش تحرير السودان وحركة العدل والمساواة - بأن هذا صراع داخلي مسلح.	1
50 - خلال الفترة المشمولة بالتقرير، نُشرت الأصول الجوية للبعثة المتكاملة مؤقتا في كيدال لإجراء عمليات استطلاع ومراقبة لتحركات الجماعات المسلحة، ولا سيما في وادي تيلمسي (منطقة غاو).	0
وفي أعقاب اجتماعه في 8 أيلول/سبتمبر 2010، اعتمد الفريق العامل استنتاجاته بشأن الأطفال والنزاع المسلح في كولومبيا (انظر S/AC.51/2010/3).	0
&quot;ويحث مجلس الأمن الدول والمنظمات الدولية، فضلا عن القطاع الخاص، على تبادل الأدلة والمعلومات والاستخبارات، حسب الاقتضاء، لأغراض إنفاذ قانون مكافحة القرصنة، بما في ذلك ضمان الملاحقة القضائية الفعالة للقراصنة المشتبه فيهم وسجن المدانين منهم. ويشجع المبادرات الحالية والمستقبلية في هذا الصدد.	0
وقد لاحظ الفريق أن تنظيم القاعدة وحركة الطالبان ومن يرتبط بهما سيستخدمون أي متفجرات متاحة، على سبيل المثال المتفجرات العسكرية في مناطق النزاع، أو المكونات الضرورية لصنع جهاز متفجر، مثل نترات الأمونيوم، في أماكن أخرى (S/ 2007/132، الفقرة 90).	1
213. لعبد العال أيضًا صلات ملحوظة بمخزن أسلحة كبير تم اكتشافه في جنوب بيروت في يوليو 2005. وقد داهمت قوى الأمن الداخلي مخزن الأسلحة هذا في 26 يوليو 2005 وتم اعتقال خمسة أشخاص على صلة وثيقة بميليشيا المرابطون السابقة.	1
وفيما يتعلق بالجرائم العرقية، فإن آلية إنفاذ القانون ضعيفة أيضًا.	1
