en_ar_TRANSFORMERS	VerCoop
وإذ يرحب بإنشاء مكتب أمين المظالم عملا بالقرار 1904 (2009) وبالدور الذي يضطلع به منذ إنشائه، وإذ يلاحظ الدور الهام الذي يضطلع به أمين المظالم في تحسين الإنصاف والشفافية، وإذ يشير إلى التزام مجلس الأمن الراسخ بكفالة تمكين مكتب أمين المظالم من مواصلة الاضطلاع بدوره بفعالية، وفقا لولايته، وإذ يشير أيضا إلى البيان الرئاسي لمجلس الأمن (S/PRST/2011/5) المؤرخ 28 شباط/فبراير 2011،	1
ويجب أن تتناول هذه السياسات جميع الركائز الأربع لجدول أعمال المرأة والسلام والأمن (المشاركة، ومنع نشوب الصراعات، والحماية، والإغاثة والإنعاش) بما يكفل إشراك اللاجئات والمشردات داخليا في جميع جهود الحماية والوقاية والمشاركة والإغاثة والإنعاش.	1
وستظل اللجنة تركز على تعزيز توافق الآراء داخل المجتمع الدولي بشأن أهمية مكافحة الإرهاب، واتخاذ تدابير عملية ترمي إلى تعزيز قدرة الدول على مكافحة الإرهاب؛ والمساعدة في تحديد ومعالجة المشاكل التي تواجهها الدول في تنفيذ قرار المجلس 1373 (2001)؛ والمساهمة في عملية زيادة عدد الدول الأطراف في الاتفاقيات والبروتوكولات الدولية ذات الصلة بمكافحة الإرهاب.	1
وفي أيلول/سبتمبر 2005، اعتمدت المنظمة الدولية للشرطة الجنائية (الإنتربول)، في دورتها الرابعة والسبعين، القرار AG-2005-RES-05 بشأن التعاون بين الأمم المتحدة والمنظمة الدولية للشرطة الجنائية (الإنتربول)، الذي ينشئ إشعارا خاصا للأفراد المدرجين في القائمة الموحدة يمكن للمنظمة الدولية للشرطة الجنائية أن تصدره بناء على طلب اللجنة، ويخطر الدول بأن بعض الأفراد هم المستهدفون بالجزاءات التي تفرضها الأمم المتحدة.	0
”ويقر مجلس الأمن بالدور الهام للمساعي الحميدة التي يبذلها الأمين العام، ويشجع الأمين العام على مواصلة استخدام الوساطة قدر الإمكان للمساعدة في تسوية النزاعات بالوسائل السلمية، والعمل بالتنسيق مع المنظمات الإقليمية ودون الإقليمية المعنية وعن كثب في هذا الصدد، حسب الاقتضاء.	1
وتؤكد جنوب أفريقيا أنه بالنظر إلى ضخامة تلك التحديات، يلزم وضع استراتيجية شاملة تشمل الأمن والجهود الإنسانية والحكم الرشيد والتنمية الاجتماعية - الاقتصادية.	0
كما سُمي بعض المسؤولين الحكوميين، فضلا عن أفراد قوات الميليشيات، على أنهم قد يكونون مسؤولين عن الأعمال الإجرامية المشتركة لارتكاب جرائم دولية.	0
40 - يرحب بإحاطات دورية تقدمها حكومة أفغانستان بشأن محتوى القائمة، وكذلك بشأن أثر الجزاءات المحددة الأهداف على ردع الأخطار التي تهدد السلام والاستقرار والأمن في أفغانستان، ودعم المصالحة التي تقودها أفغانستان؛	1
وقد وضع برنامج الأمم المتحدة الإنمائي وشركاؤه المنفذون ترتيبات لتوفير خدمات إعادة الإدماج لعدد إضافي من المقاتلين السابقين يبلغ 219 7 مقاتلا، بمجرد تسريحهم.	0
وإذ يدين أيضا بأشد العبارات التحريض على الأعمال الإرهابية ورفض المحاولات الرامية إلى تبرير أو تمجيد (تمجيد) الأعمال الإرهابية التي قد تحرض على مزيد من الأعمال الإرهابية،	0
وقد تم بوضوح تحديد بقايا الصواريخ التي أطلقت من الطائرات العمودية.	0
واندلعت أيضا اشتباكات خطيرة بين فصائل مسلحة في مخيم عين الحلوة للاجئين الفلسطينيين، وأصيبت مدرسة تابعة لوكالة الأمم المتحدة لإغاثة وتشغيل اللاجئين الفلسطينيين في الشرق الأدنى، وألحقت أضرارا مادية.	0
وللأسف، هناك أيضا أمثلة عديدة يمكن لآليات تقصي الحقائق أن تسهم فيها في إثبات الحقيقة وضمان المساءلة ومنع وقوع المزيد من انتهاكات حقوق الإنسان، ولكن المجلس لم يتخذ إجراءات فعالة بسبب اعتبارات سياسية.	0
27 - وفي مناسبات عديدة، أبرز أعضاء اللجنة المهام التكميلية للجنة، واللجنة المنشأة عملا بالقرار 1373 (2001) بشأن مكافحة الإرهاب، واللجنة المنشأة عملا بالقرار 1540 (2004) في مجال مكافحة الإرهاب الدولي، والحاجة إلى تنسيق الأنشطة وتبادل المعلومات فيما بينها.	1
يدعو جميع الأطراف المعنية إلى كفالة أن تتضمن جميع عمليات السلام واتفاقات السلام والتخطيط للإنعاش والتعمير بعد انتهاء الصراع... تدابير محددة لحماية المدنيين، بما في ذلك إعادة إرساء سيادة القانون.	1
وقد وقعت هذه التجاوزات بين آب/أغسطس 2002 وكانون الثاني/يناير 2003.	0
وقد يكون هؤلاء الأفراد مسؤولين، بموجب مبدأ العمل الإجرامي المشترك، عن جرائم الحرب المرتكبة أثناء الهجمات، أي قتل المدنيين وتدمير الأعيان المدنية والنهب.	0
ونظروا في نهج شاملة لمعالجة العوامل المؤدية إلى انتشار التطرف والإرهاب في المنطقة، وأفضل السبل التي يمكن بها لكيانات الأمم المتحدة أن تساعد في التصدي لهذه الظاهرة وأثرها على السلام والأمن والاستقرار.	1
ولم تتمكن الشبكة السورية لحقوق الإنسان من جمع معلومات عن الوفيات في المناطق التي قطعها النظام.	0
وستظل اللجنة تركز على رصد وتعزيز تنفيذ الدول الأعضاء للقرار 1373 (2001) وعلى اتخاذ تدابير عملية لتعزيز قدرة الدول على مكافحة الإرهاب، بما في ذلك التدابير الرامية إلى تيسير المساعدة التقنية.	1
7 - تلاحظ أن وسائل التمويل أو الدعم هذه تشمل، على سبيل المثال لا الحصر، استخدام العائدات المتأتية من الجريمة، بما في ذلك زراعة المخدرات وسلائفها وإنتاجها والاتجار بها على نحو غير مشروع؛	0
واستمرت المحادثة من 5 دقائق إلى 10 دقائق واستمر خلالها إطلاق النار.	0
ونتيجة لذلك، تحسنت الحالة الأمنية في ميتروفيتشا تحسنا كبيرا، وكذلك الحال بالنسبة لتوفير الخدمات القضائية وخدمات الاحتجاز، إلا أنه لم يحرز سوى تقدم ضئيل، أو لم يحرز أي تقدم على الإطلاق، في عودة المشردين من صرب كوسوفو وألبان كوسوفو إلى ديارهم على جانبي نهر إيبار.	0
وأكدت السلطة من جديد التزامها الراسخ بقيم التضامن والمبادئ المقدسة للديمقراطية والسلام والحكم الرشيد من أجل منطقة مستقرة ومتكاملة للغاية.	1
ومن المتوقع أن توفر مناقشة الجمعية العامة للمسألة زخما إضافيا هاما لإنشاء نظام عالمي فعال لمواجهة التهديدات والتحديات الجديدة، لما فيه مصلحة جميع أعضاء المجتمع الدولي.	1
(أ) وضع نهج أكثر تكاملا وآليات أكثر فعالية لضمان التعاون وتبادل المعلومات الاستخبارية على نحو قوي فيما بين وكالات مكافحة الإرهاب ذات الصلة، على الصعيدين الوطني والدولي؛	1
65 - وكان الرائد رينادو و 11 من رجاله قد وصلوا إلى المنطقة من آيليو صباح ذلك اليوم، وكانا مع مدنيين و 10 من ضباط الاتحاد المسلحين ببنادق آلية.	0
٩٦ - وأبلغ العميد رواق اللجنة بأنه على علم بأنه لا يوجد قانون محدد يسمح بتسليح " الاحتياطيين " وذكر أن وزير الدفاع أذن له بذلك بعد أن قدم الاقتراح.	0
ويمكن أن يؤدي استخدام المكونات العسكرية لأداء مهام حيوية إلى زيادة موثوقية نظم بأكملها، مثل استخدام المتفجرات العسكرية وأجهزة التفجير في الأجهزة المتفجرة المرتجلة.	0
وفيما يتعلق بمناقشة التغيير الإجرائي، يوافق الفريق على أن أي إصلاح ينبغي أن يعزز الطابع القانوني للنظام الذي سعى المجلس إلى إرسائه على مدى السنوات الأخيرة، وذلك مثلا بإضافة معايير ”مرتبطة“ على النحو المبين في القرار 1617 (2005) وإدخال موجزات سردية لأسباب الإدراج في القائمة وآليات الاستعراض الواردة في القرار 1822 (2008).	1
61 - ويتفاوت إلى حد كبير مدى وجود مؤسسات الدولة والشرطة والجيش الوطني وعملهما في هذه المجالات.	0
”ويؤكد مجلس الأمن من جديد كذلك ضرورة مكافحة الأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية بجميع الوسائل، وفقا لميثاق الأمم المتحدة، ويذكِّر المجلس الدول بأنه يجب عليها أن تكفل امتثال أي تدابير تتخذها لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان والقانون الدولي للاجئين والقانون الإنساني الدولي.	1
وفي كثير من الحالات، اختُطفت نساء ورجال أو اختُطفوا، وكثير منها لم يكن له أي أثر.	0
" ويعرب مجلس الأمن عن بالغ قلقه إزاء عواقب أزمة اللاجئين الناجمة عن الصراع في سوريا، التي لها أثر مزعزع للاستقرار على المنطقة بأسرها.	0
بيد أن عدم التدخل بنشاط لاستعادة الاستقرار في ذلك البلد يهدد بالفعل فعالية المجتمع الدولي بالإضافة إلى تقدير مبالغ هائلة من الموارد.	0
يطلب إلى جميع الأطراف أن تتعاون تعاوناً كاملاً مع لجنة التحقيق الدولية المستقلة التي أنشأها مجلس حقوق الإنسان [التاريخ] للتحقيق في الوقائع والظروف المحيطة بادعاءات ارتكاب انتهاكات وانتهاكات خطيرة لحقوق الإنسان في [البلد المتضرر]...، ويطلب إلى الأمين العام أن يحيل هذا التقرير إلى مجلس الأمن وغيره من الهيئات الدولية ذات الصلة.	1
وأرحب بالخطوات التي اتخذها الاتحاد الأفريقي وبلدان المنطقة المتضررة من جيش الرب للمقاومة من أجل وضع استراتيجية منسقة بشكل أفضل للتعامل مع الجماعة المسلحة وتحسين حماية المدنيين.	1
وإذا حاول السكان مغادرة الغوطة الشرقية المحاصرة، فإن قناصة النظام السوري يستهدفونهم مباشرة، مما يؤدي كل شهر إلى عشرات القتلى من المدنيين.	0
(د) مواصلة الحوار وتبادل المعلومات مع جهات الاتصال أو المنسقين المعينين بشأن المسائل المتصلة بإسهاماتهم في تنفيذ القرار 1540 (2004)؛	1
وإذ يكرر تأكيد التزام الدول الأعضاء بمنع حركة الإرهابيين أو الجماعات الإرهابية، وفقا للقانون الدولي المنطبق، بوسائل منها فرض ضوابط فعالة على الحدود،	0
”ويقر مجلس الأمن بما أعرب عنه ممثلو المنظمتين من عزم على التعاون عبر جدول أعمال واسع النطاق يحظى باهتمام مشترك، وصياغة استجابات مشتركة كافية، حسب الاقتضاء، للأزمات الإنسانية، وتعزيز حقوق الإنسان، وحرية التعبير، والأمن الغذائي، وحماية البيئة، ومكافحة الإرهاب والاتجار غير المشروع بالمخدرات والأسلحة، مع التأكيد مجددا على ضرورة كفالة أن تحترم جميع جهود الأمم المتحدة الرامية إلى استعادة السلام والأمن سيادة القانون وتعززها أيضا.	1
2- يؤكد من جديد أهمية تنفيذ [برامج العدالة الوطنية] تنفيذاً كاملاً ومتسلسلاً وفي الوقت المناسب ومنسقاً من جانب جميع المؤسسات [الوطنية] ذات الصلة وغيرها من الجهات الفاعلة بغية التعجيل بإنشاء نظام عدالة نزيه وشفاف، والقضاء على الإفلات من العقاب، والمساهمة في تأكيد سيادة القانون في جميع أنحاء البلد؛	1
19 - تشدد في هذا الصدد على أهمية الجهود التي تبذلها الدول الأعضاء لإيجاد سبل بديلة غير عنيفة لمنع نشوب الصراعات وحلها من جانب الأفراد المتضررين والمجتمعات المحلية المتضررة للحد من خطر التطرف في الإرهاب، وأهمية الجهود الرامية إلى تشجيع البدائل السلمية للسرد العنيف الذي يتبناه المقاتلون الإرهابيون الأجانب، وتؤكد الدور الذي يمكن أن يؤديه التثقيف في مكافحة الروايات الإرهابية؛	0
10 - يشجع جميع الدول الأعضاء على أن تقدم إلى اللجنة المنشأة بموجب الفقرة 30 أدناه (”اللجنة“) أسماء الأفراد والجماعات والمؤسسات والكيانات المشاركين، بأي وسيلة، في تمويل أو دعم الأعمال أو الأنشطة المبينة في الفقرة 3 أعلاه، لإدراجها في القائمة؛	1
17 - شهدت الأشهر الماضية إصدار مختلف التقارير والتوصيات المؤثرة المتصلة بالجزاءات المفروضة على الإرهاب، بما في ذلك خطاب الأمين العام بمناسبة الذكرى السنوية للهجمات الإرهابية التي وقعت في مدريد في 11 آذار/مارس 2004، وتقريره اللاحق المعنون ”في جو من الحرية أفسح: صوب تحقيق التنمية والأمن وحقوق الإنسان للجميع“ (A/59/2005 و Add.1-3).	1
ويستثمر العديد من الدول أيضا في البرامج الاجتماعية لتحسين فهم ومنع التطرف واحتمال تجنيد الإرهابيين، وقد أصبحت جميعها تشارك، إلى حد ما، في الحوار المتعلق بمكافحة الإرهاب.	1
15 - تسلم بالدور الهام الذي تؤديه المساعي الحميدة التي يبذلها الأمين العام في أفريقيا، وتشجع الأمين العام على مواصلة استخدام الوساطة قدر الإمكان للمساعدة في تسوية الصراعات بالوسائل السلمية، بالعمل بالتنسيق مع الاتحاد الأفريقي والمنظمات دون الإقليمية الأخرى في هذا الصدد وعن كثب معها، حسب الاقتضاء؛	1
وأنشأت ثلاث دول إطارا قانونيا يتناول متطلبات الأمن البحري ونفذت جزئيا المعايير الإلزامية الدولية لأمن الموانئ والسفن وفقا للمدونة الدولية لأمن السفن والمرافق المرفئية.	1
3 - وبناء على طلب مجلس الأمن في قراره 1787 (2007)، سيقوم المدير التنفيذي، في غضون 60 يوما من اتخاذ ذلك القرار وبالتشاور مع اللجنة، بالتوصية بإدخال تغييرات على الخطة التنظيمية للمديرية التنفيذية المشار إليها في الفقرة 4 من قرار المجلس 1535 (2004).	1
إدانة أعمال العنف الجنسي المرتكبة في سياق النزاعات المسلحة والمرتبطة بها والدعوة إلى وقفها فورا.	0
وفيما يلي مناقشة لمفاهيم التخطيط للجريمة، والأمر بها، والتحريض عليها، والمساعدة عليها، والتحريض عليها.	0
وأكد المجلس أن إصلاح قطاعي الدفاع والأمن، ومكافحة الإفلات من العقاب، ومكافحة الاتجار غير المشروع بالمخدرات، لا تزال قطاعات ذات أولوية لتوطيد السلام في غينيا - بيساو، وحث القوات المسلحة لغينيا - بيساو على احترام سيادة المدنيين ومراقبتهم.	1
وأعرب عن عميق امتناني لممثلي الخاص بالنيابة، ديفيد غريسلي، ولنائب ممثلي الخاص، أرنالد أكودجينو، وكذلك لجميع موظفي الأمم المتحدة المدنيين والأفراد النظاميين في مالي، على عملهم الدؤوب المتواصل في ظل ظروف بالغة الصعوبة لاستعادة السلام والاستقرار الدائمين في البلد.	1
وأبلغ الرئيس المجلس بأن فريق الرصد قدم، خلال مشاورات اللجنة، موجزا عن النتائج التي توصل إليها فيما يتعلق باسترداد الأصول الصومالية في الخارج، وناقش مسألة حظر القوات البحرية الدولية للفحم والأسلحة في أعالي البحار وداخل المياه الإقليمية للصومال.	1
9 - وبلغ عدد الأفراد العاملين في فيلق حماية كوسوفو 029 3 فردا عاملا، بمن فيهم 157 من الأقليات، في نهاية آب/أغسطس.	0
ويشدد المجلس على أن جميع المسؤولين عن انتهاكات القانون الدولي، بما في ذلك القانون الإنساني وقانون حقوق الإنسان، فضلا عن الذين أمروا بارتكاب تلك الأعمال، سيخضعون للمساءلة.	0
بيد أنه تجدر الإشارة إلى أنه بينما كان من المفترض رسمياً أن يظل الجيش "الطبقة الثالثة"، مع القيام بدور دفاعي في الغالب، بعد الشرطة والدرك، فإن المروحيات، فضلاً عن وحدات أخرى كالبحرية، قد أُبلغ على نطاق واسع عن نشرها.	0
ولكن في حين أن الطريقة بسيطة نسبيا، فإن المتفجرات الناتجة عن ذلك هي، خلافا للمتفجرات العسكرية، غير مستقرة وغير موثوقة.	0
(ب) اتخاذ خطوات لتقديم أوسع نطاق ممكن من المساعدة في قضايا الإرهاب إلى دول أخرى ولإقامة الجسور بين مختلف النظم القانونية؛	1
38 - يشجع جميع الدول الأعضاء، ولا سيما الدول التي تقترح الإدراج في القائمة ودول الإقامة أو الجنسية، على أن تقدم إلى اللجنة معلومات إضافية عن هوية الأفراد والجماعات والمؤسسات والكيانات المدرجة أسماؤهم في القائمة وغيرها من المعلومات، مشفوعة بالوثائق الداعمة، بما في ذلك آخر المستجدات المتعلقة بالمركز التشغيلي للكيانات والجماعات والمؤسسات المدرجة أسماؤها في القائمة، وحركة الأفراد المدرجة أسماؤهم في القائمة أو سجنهم أو وفاتهم، وغير ذلك من الأحداث الهامة، متى توافرت تلك المعلومات؛	1
وقد طلبت السلطات المعنية أن يُنقل الموعد النهائي، وهو 31 تشرين الأول/أكتوبر 2005، لتقديم حكومة العراق طلبا رسميا بإدخال تعديلات، إلى 31 كانون الأول/ديسمبر 2005 من أجل المراعاة التامة لمشاكل الاتصال بين السلطات المختصة والموردين من أجل تمديد تاريخ الشحن وصلاحية خطابات الاعتماد.	1
ولن يعتمد الاستثمار والتكامل على المركز فحسب، بل أيضا على كوسوفو مستقرة ويمكن التنبؤ بها، حيث تُحترم سيادة القانون.	0
وقد قدمت الحكومة الأسترالية، التي تتولى حاليا رئاسة ترتيب واسينار، مبادرة للحد من التهديد باستخدام هذه النظم إلى المنتدى الإقليمي لرابطة أمم جنوب شرق آسيا.	1
وتنص الفقرة 2 من المادة 21 من مرفق قرار مجلس الأمن 1757 (2007) على أنه إذا لم تكتمل أنشطة المحكمة الخاصة بحلول نهاية ولايتها الحالية، "يمدد الاتفاق لفترة (فترات) أخرى يحددها الأمين العام بالتشاور مع حكومة [لبنان] ومجلس الأمن".	1
172 - حركة/جيش تحرير السودان وحركة العدل والمساواة، شأنهما شأن جميع المتمردين الذين بلغوا عتبة معينة من التنظيم والاستقرار والسيطرة الفعلية على الأراضي، يمتلكون شخصية قانونية دولية، ومن ثم فإنهم ملزمون بقواعد القانون الدولي العرفي ذات الصلة بالنزاعات المسلحة الداخلية المشار إليها أعلاه، وربما ينطبق ذلك أيضا على الحركة الوطنية للإصلاح والتنمية.	1
22 - وفي 25 آب/أغسطس، نُشر في غوما بيان يُنسب إلى الجنرال لوران نكوندا، وهو أحد الجناة الرئيسيين لأزمة بوكافو في أيار/مايو 2004، هدد فيه بإسقاط الحكومة الانتقالية.	1
101 - ومنذ تشرين الثاني/نوفمبر 2004، تسعى حكومة كوت ديفوار إلى إصلاح القوات المسلحة لكوت ديفوار وصيانتها وإعادة بنائها كبيان سياسي يفيد بأن القوة الجوية توفر للحكومة ميزة عسكرية لا تتمتع بها القوات الجديدة.	0
24 - وقد أُنجز استعراض منتصف المدة لاستراتيجية الرؤية المشتركة في أيلول/سبتمبر 2011، عقب مشاورات مع الحكومة، وأبرز الاستعراض مساهمة الأمم المتحدة في تنفيذ برنامج الحكومة للتغيير، وقدم اتجاها نحو نهج برنامجي من شأنه أن يتيح مزيدا من التآزر والمرونة في تدخلات الأمم المتحدة.	1
:: استكشاف وتنفيذ سبل أكثر فعالية للحصول على المعلومات الناقصة	1
يقرر اعتماد الإعلان المرفق بشأن الجهد العالمي لمكافحة الإرهاب.	1
118 - وتوصي اللجنة بإجراء مزيد من التحقيق لتحديد أي من الرجال التالية أسماؤهم من رجال الرائد رينادو كان موجودا في فاطو آهي: مويسيس راموس، بلاسيدو ريبيرو غونسالفيس، ديوليندو باروس، أنطونيو سافيو، فيلومينو سواريس مينيزيس، فرانسيسكو دي أوغستو، غيلسون خوسيه أنطونيو دا سيلفا، خوانينهو ماريا غوتيريس، جواكيم باريتو، خوسيه غوميس، ناتالينو بورجيس بيريرا، أندريه دا كوستا بينتو مارتينهو ألميدا، ألبيليو دا كوستا دي خيسوس، فرانسيسكو شيمينيس ألفيس، فيلسبرتو غارسيا، داريو دا سيلفا ليونغ، نيلسون غالوشو، نيكسون غالوشو.	1
وتتولى المديرية التنفيذية أيضا قيادة مبادرة عالمية مدتها ثلاث سنوات، باسم الفريق العامل المعني بمعالجة تمويل الإرهاب التابع لفرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب وبدعم من عدة دول ومنظمات مانحة، من أجل التوصل إلى فهم مشترك للممارسات السليمة لمكافحة تمويل الإرهاب من خلال هذا القطاع.	0
وأقر أحد المتكلمين بأن عمل المجلس قد تغير تغيرا هائلا على مدى السنوات الخمس عشرة الماضية، ولاحظ أن الاتجاه كان نحو مزيد من الانفتاح.	1
وهذا أمر هام لأن المجلس، بأعماله، ينشئ التزامات بموجب القانون الدولي وبالتالي ينبغي أن يكون قادرا على إنفاذها.	0
(د) القادة السياسيون والعسكريون العاملون في جمهورية الكونغو الديمقراطية وتجنيد الأطفال أو استخدامهم في النزاعات المسلحة في انتهاك للقانون الدولي الساري؛	0
7 - وتواصل قوة كوسوفو عملياتها لمنع العنف العرقي وحماية المواقع التراثية، وتظل يقظة لردع التهديدات المحتملة الموجهة ضد المنظمات الدولية والقواعد العسكرية.	0
وأُدلي ببيانات افتتاحية باسم وزارة الخارجية الاتحادية لألمانيا، ورئيس اللجنة المنشأة عملا بالقرار 1540 (2004)، ومكتب شؤون نزع السلاح التابع للأمانة العامة للأمم المتحدة، والمفوضية الأوروبية، ووزارة خارجية الولايات المتحدة، والمكتب الاتحادي للشؤون الاقتصادية ومراقبة الصادرات.	1
إن المحاولات الفاشلة التي قام بها أيمن محمد ربيع الظواهري للتوسط في النزاعات الداخلية بين تنظيم القاعدة وجبهة النصرة (المنتسب إلى تنظيم القاعدة في العراق) فضلا عن استمرار الاقتتال الداخلي داخل حركة الشباب تشير إلى حدود سلطة الظواهري.	0
وأحرقت جميع المنازل في القرية ودفنت جثث الضحايا في مقابر جماعية بالقرب من القرية.	0
جلسة مجلس الأمن المواضيعية بشأن مكافحة الإرهاب	1
وفرض المجلس أيضا على الأفراد والكيانات الذين حددت اللجنة أسماءهم حظرا على توريد أو بيع أو نقل الأسلحة والمعدات العسكرية وما يتصل بها من تدريب، وعلى المساعدة المالية وغيرها من أشكال المساعدة.	1
والتقى أيضاً أثناء وجوده هناك بممثلي جبهة تحرير أوغادين والجبهة الشعبية لتحرير السودان، وكان بعضهم من قادة الميليشيات الذين وصلوا إلى دوساماريب بطائرة من الدولة المعنية في نيسان/أبريل 2005.	1
وأعرب أعضاء المجلس عن قلقهم إزاء التقارير التي تفيد بشن القوات المسلحة الكونغولية هجوما في المقاطعة الاستوائية، ودعوا إلى وضع حد فوري للقتال، وإلى ممارسة جميع الأطراف ضبط النفس.	0
”ويدرك مجلس الأمن ضرورة مواصلة استكشاف سبل تبادل الخبرات والدروس المستفادة في المجالات المشمولة بالقرار 1540 (2004)، مع المنظمات والترتيبات الدولية والإقليمية ودون الإقليمية، وتوافر البرامج التي قد تيسر تنفيذ القرار والمجالات التي تستطيع فيها تقديم المساعدة، بوسائل منها تعيين جهة اتصال أو منسق لتنفيذ القرار 1540 (2004).	1
:: بتاريخ 5 تشرين الثاني/نوفمبر 2014 قامت الطائرات الحربية النظامية بتنفيذ 5 غارات جوية استهدفت بلدة الكنصفرة في إدلب.	0
ولكن، بما أن الجريمة ليست من عمل الأفراد وإنما من عمل مجموعة متطورة، يبدو جدا أن الاحتيال والفساد وغسل الأموال كان يمكن أن تكون أيضا دوافع للأفراد للمشاركة في العملية.	0
ومن الأهمية بمكان أن يُنظر رسمياً في قضايا العنف المنزلي والاعتداء الجنسي وفقاً للقانون الجنائي الجديد.	0
45 - تؤكد اللجنة من جديد مسؤوليتها عن إدراج تنفيذ قرار المجلس 1624 (2005) في حوارها مع الدول الأعضاء والمساعدة على بناء القدرات في هذا الصدد، بما في ذلك من خلال نشر أفضل الممارسات القانونية وتشجيع تبادل المعلومات.	1
11 - تشدد على أن للمنظمات الدولية والإقليمية المتخصصة دورا هاما تؤديه في بناء فهم للتهديد الإرهابي وفي تيسير التعاون الدولي في ميدان مكافحة الإرهاب، ولا سيما من خلال تقديم المساعدة التقنية والمساعدة ذات الصلة، حسب الطلب.	1
وفي أيلول/سبتمبر 2005، وبعد ضغط عام ودولي شديد، حوكم ثلاثة من ضباط الجيش النيبالي عسكريا وحكم عليهم بالسجن لمدة ستة أشهر لعدم اتباعهم الإجراءات السليمة عند التصرف في جثة ماينا سونوار.	0
"يسلم مجلس الأمن بالحاجة إلى الرصد المنتظم للتقدم المحرز في حماية المدنيين في الصراعات المسلحة والإبلاغ عنه.	1
وفي القرار 1820 (2008)، يشجع المجلس الأمين العام على أن يضع، بالتشاور مع المنظمات النسائية والمنظمات التي تقودها المرأة، آليات فعالة لحماية النساء والفتيات في مخيمات اللاجئين والمشردين داخليا وحولها، ولا سيما من العنف الجنسي وغيره من أشكال العنف القائم على نوع الجنس.	1
:: تقديم من يمولون الأعمال الإرهابية أو يدبرون أو يدعمون أو يساندون أو ييسرون أو يرتكبونها إلى العدالة، ولا سيما مع مراعاة مبدأ "التسليم أو المقاضاة" وفقا للقانون الدولي، بما في ذلك قانون حقوق الإنسان	0
وبناء على ذلك، وبالتشاور مع لجنة مجلس الأمن المنشأة عملا بالقرار 1718 (2006)، أود أن أبلغكم بأنني عينت السيد جورج لوبيز (الولايات المتحدة الأمريكية، الخبير في الشؤون المالية) والسيد تاخيرو ياماموتو (اليابان، الخبير في المسائل النووية)، للعمل في فريق الخبراء والاضطلاع بالمهام المحددة في الفقرة 26 من القرار.	0
وفي صباح يوم 12 آذار/مارس 2012، قامت جماعات إرهابية بارتكاب مجزرة مروعة أخرى في بعض مناطق مدينة حمص، أسفرت عن مقتل حوالي 45 مدنيا، ناهيك عن الفظائع التي ارتكبتها تلك الجماعات في مناطق أخرى من سورية.	0
ويجوز لأمين المظالم أن يجري حوارا مع هذه الدول لتحديد ما يلي:	1
ويفرض اتفاق الجزائر على الطرفين، في الفقرة 1 من المادة 1، "الامتناع عن استخدام القوة أو التهديد باستخدامها".	1
وإذ تكرر تأكيد التزام الدول الأعضاء بمنع ووقف تمويل الأعمال الإرهابية وتجريم قيام رعاياها أو في أراضيها عمدا، بأي وسيلة، بصورة مباشرة أو غير مباشرة، بتوفير الأموال أو جمعها، بنية استخدام تلك الأموال، أو مع العلم بأنها ستستخدم، للقيام بأعمال إرهابية،	1
وتتألف الأمانة من محققين جنائيين، ومراقبين لحقوق الإنسان، ومستشارين قانونيين، ومستشار سياسي، وخبير في إصلاح القطاع العسكري، وخبير في إصلاح قطاع الشرطة، وموظف لإدارة البيانات، وموظفي أمن، وموظفي دعم إداري آخرين.	0
113 - ورغم هذه المبادرات، لا تزال الجهود الإقليمية الرامية إلى مكافحة الإرهاب تواجه تحديات كبيرة.	0
وعلى الرغم من أن القوات الحكومية لم تشارك في معظم الحوادث في التدمير، فإن اشتراكها في الهجمات التي تم فيها التدمير ووجودها في مكان التدمير يكفي لجعلها مسؤولة مسؤولية مشتركة عن التدمير.	0
ومعظم الدول لا تملك سوى قدرة ضئيلة على تجميد الأموال والأصول المرتبطة بالإرهاب، رغم أن بعض الدول أحرزت تقدما في هذا المجال.	0
ودعت عدة وفود حكومة مالي إلى التحقيق في انتهاكات حقوق الإنسان، معربة عن قلقها إزاء الإفراج عن مرتكبي الجرائم الخطيرة ضد حقوق الإنسان.	1
64 - وعلى الرغم من التحسن الذي طرأ مؤخرا على الحالة الأمنية ونجاح العمليات الأمنية المشتركة الواسعة النطاق، لا يزال هناك الكثير مما ينبغي عمله لمواصلة الضغط على الجماعات المسلحة غير المشروعة.	0
ويرحب مجلس الأمن باعتزام الأمين العام زيارة منطقة الساحل، في وقت لاحق من هذا العام، مع رئيس مجموعة البنك الدولي، ويتطلع إلى تقديم إحاطة إلى مجلس الأمن عقب هذه الزيارة.	1
دعوة أطراف النـزاع المسلح إلى حماية بعثات الأمم المتحدة لحفظ السلام وغيرها من البعثات ذات الصلة التي يأذن بها مجلس الأمن، فضلاً عن المنظمات الإنسانية، من آثار الألغام والمتفجرات من مخلفات الحرب، وإتاحة المعلومات عن مواقع الألغام والمتفجرات من مخلفات الحرب التي تكون على علم بها في الإقليم الذي تعمل فيه أو ستشتغل فيه البعثة/المنظمات.	1
