en_ar_DEEP	MatCoop
إلا أن سبب إنشائها يمكن وصفه بـ "التتبع السريع" وليس بالنفعية، لا سيما في ضوء ما تفيد به التقارير من أن سماع تهمة عقوبتها الإعدام قد لا يستغرق أكثر من ساعة واحدة.	0
وأعربوا عن قلقهم إزاء غياب الحركات المسلحة الرئيسية عن المفاوضات حتى الآن، وحثوا على الاستمرار في التواصل مع الحكومة والحركات غير الموقعة من أجل زيادة شمولية عملية السلام.	1
27. في 2 تشرين الثاني/نوفمبر، أبلغ 16 شخصاً من أصل 20 شخصاً ألقي القبض عليهم خلال عملية لقوات الدفاع والأمن المالية في بولكيسي (منطقة موبتي)، وهي منطقة خاضعة لسيطرة المجلس الأعلى لوحدة أزواد، بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي عن تعرضهم للضرب المبرح أثناء الاستجواب.	0
أظهر التحقيق المبكر نمطاً لم يزعم أحد أن لديه أدنى دليل على أن شيئاً ما كان يحدث حول السيد الحريري يمكن أن يهدد حياته.	1
148. إن تنفيذ تدابير مراقبة الحدود أمر أساسي للتطبيق العملي لاستراتيجيات الدول لمكافحة الإرهاب.	1
10 - وفي 7 أيلول/سبتمبر، عقد الفريق العامل الرفيع المستوى المشترك بين حكومة تشاد والأمم المتحدة اجتماعه الثالث لتقييم الوضع على أرض الواقع فيما يتعلق بحماية المدنيين وتنفيذ التدابير التي اعتمدتها الحكومة لتنفيذ المهام. المنصوص عليها في الفقرة 2 من القرار 1923 (2010).	1
في جلسة مجلس الأمن 5903، المعقودة في 2 حزيران/يونيه 2008، فيما يتصل بنظر المجلس في البند المعنون "التهديدات التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية"، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:	0
وبعد أن أكد أعضاء المجلس من جديد إدانتهم لهذا الهجوم القاتل على اللاجئين العزل، أعربوا عن توقعهم أن يتلقوا تقريرا نهائيا عن التحقيق في القريب العاجل.	0
ولذلك، فإن دور المجلس في تقديم التعويضات لضحايا انتهاكات القانون الدولي يمكن أن يكون عملياً وفعالاً.	1
ويتعين على الدول التأكد من أن تشريعاتها وتوجيهاتها تتسم بالمرونة والقوة الكافية لتغطية التهديدات الجديدة والحفاظ على وظيفتها الوقائية.	1
وفي كثير من الأحيان، فإن الضحايا الذين يمثلهم محامون هم وحدهم الذين يحصلون على مستوى مرض من التعويض.	1
ويجوز للمعتقل أن يستأنف هذا القرار أمام القاضي. ومع ذلك، لا توجد ضمانات للوصول الفوري إلى محام.	1
ورغم أن الأطراف الإيفوارية لم ترد رسميا على مقترحات الميسر، فقد شكلت المقترحات الأساس للمناقشة التي أجراها الفريق العامل الذي يقوم بوضع إطار لإعادة توحيد القوات المسلحة.	1
3 - طوال الفترة المشمولة بالتقرير، ركز المنسق الرفيع المستوى، السفير غينادي تاراسوف، أنشطته على مهمة بناء الثقة والتعاون بين الكويت والعراق بهدف تعزيز مشاركتهما العملية في البحث عن الأشخاص المفقودين والممتلكات وتشجيع ولتحقيق تقدم ملموس وهام نحو تنفيذ أهداف الفقرة 14 من قرار مجلس الأمن 1284 (1999).	1
24 - ونظمت اللجنة، بمساعدة مديريتها التنفيذية، عددا من المناسبات الخاصة مع الدول الأعضاء والمنظمات الدولية والإقليمية بشأن القضايا ذات الاهتمام المشترك والراهن، بما في ذلك مكافحة الإرهاب من خلال استخدام تكنولوجيات الاتصالات والمعلومات الجديدة.	1
"ويكرر مجلس الأمن الإعراب عن قلقه البالغ إزاء تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة وغيرهما من الكيانات الإرهابية المرتبطة بتنظيم القاعدة والأثر السلبي لوجودها وأيديولوجيتها المتطرفة العنيفة وأعمالها على المدنيين. استقرار العراق وسوريا والمنطقة، بما في ذلك التأثير الإنساني المدمر على السكان المدنيين والذي أدى إلى نزوح ملايين الأشخاص، وأعمال العنف التي تثير التوترات الطائفية.	0
ثم قام أربعة جنود بممارسة الجنس معها مهبليًا، واحدًا تلو الآخر.	0
وأعدت الحكومة وفريق الأمم المتحدة القطري، بمساهمة من البنك الدولي، كتيبا عن الأهداف يبين الوضع الحالي لتيمور - ليشتي ويحدد الآثار المترتبة على السياسة العامة لتحقيق الأهداف والمؤشرات.	1
كما دعمت تطوير قدرات إنفاذ القانون البحري وأطلقت صندوقًا جديدًا للأمن البحري في غرب ووسط أفريقيا لهذا الغرض.	1
وقد وضعت الدول آليات إقليمية لضمان بناء القدرات القانونية والمؤسسية المتماسكة في مجال مراقبة النظم المالية، وإنفاذ القانون، ومراقبة الحدود، وضمان التعاون، والاهتمام بحقوق الإنسان، وعدم ازدواجية الأنشطة.	1
13. وتتكون المجموعة الأخيرة من المجندين الجدد الذين أصبحوا أو في طريقهم إلى التطرف بسبب الأحداث العالمية أو من قبل المتطرفين في مجتمعاتهم الذين تم إغراءهم بالفعل برسالة تنظيم القاعدة، أو حتى من خلال المواقع الإرهابية وغرف الدردشة على شبكة الإنترنت. إنترنت.	0
35 - تقترح المديرية التنفيذية ثلاثة تعديلات طفيفة على تنظيمها وممارساتها التنفيذية لتعكس بشكل أفضل أولوياتها المتغيرة وأنشطتها الجديدة المقترحة.	0
9 - وفيما يتعلق بالاتفاقين العسكريين رقم 2 ورقم 3، واصل الطرفان تقديم مستوى عال من التعاون مع البعثة في مجال وضع العلامات على الألغام والذخائر غير المنفجرة والتخلص منها.	1
ومع ذلك، وبما أن خلايا تنظيم القاعدة التي لم يتم اكتشافها من قبل قد استخدمت في العديد من الحالات مثل هذه المتفجرات لإحداث آثار مدمرة، فقد اعتمدت عدة دول أساليب للحد من الوصول إلى السلائف الحرجة.	0
وقد أعد المركز استراتيجية خروج لمعالجة نقل المسؤوليات، بما في ذلك مواصلة إزالة أي تهديد متبقي، والتوعية بالألغام ومساعدة الضحايا، إلى الإدارات المختصة في JIAS.	1
86 - وقد قامت سبع دول بوضع استراتيجيات لمكافحة الإرهاب والمؤسسات اللازمة لتنفيذها.	1
33 - اعتمدت جميع دول الجنوب الأفريقي بعض التدابير التشريعية وغيرها من التدابير ذات الصلة لمكافحة الإرهاب.	1
التعاون في تطوير وتنفيذ سياسة فيروس نقص المناعة البشرية/الإيدز التي تراعي الفوارق بين الجنسين في مجالات مثل التدريب، ومدونات قواعد السلوك، واختبار فيروس نقص المناعة البشرية، والتعاون المدني والعسكري، ومعلومات الموارد ومواد أفضل الممارسات؛ دمج سياسة فيروس نقص المناعة البشرية/الإيدز داخل إدارة عمليات حفظ السلام وتعزيز قدرات عمليات حفظ السلام (بما في ذلك قوات حفظ السلام المستقبلية) لمعالجة فيروس نقص المناعة البشرية/الإيدز.	1
ولا تأخذ هذه الأرقام في الاعتبار التورط المحتمل للجماعات أو الأفراد المدرجين في القائمة في الهجمات التي أعلنت الجماعات غير المدرجة في القائمة مسؤوليتها عنها، على سبيل المثال حركة طالبان في باكستان أو حركة الشباب في الصومال.	0
وقد استهدفوا مواقع جغرافية مختلفة للعمليات العسكرية، وخططوا لانتزاعها من المعارضة. وتشمل هذه المواقع بيدوا وماركا ومقديشو.	0
90 - تؤكد الفقرة 4 من القرار 1624 (2005) أنه "يجب على الدول أن تكفل امتثال أي تدابير تتخذها لتنفيذ الفقرات 1 و 2 و 3 من هذا القرار لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان، وقانون اللاجئين". والقانون الإنساني".	0
وسيواصل رصد تطورات الحالة الأمنية على طول الحدود بين جمهورية أفريقيا الوسطى والكاميرون وتشاد، وكذلك بين السودان وجمهورية الكونغو الديمقراطية، من أجل منع انتشار حالات الصراع الخطير أو الأزمات الإنسانية. من بلد إلى آخر.	1
لقد أثبتت شبكة الإنترنت أنها أداة إرهابية قيمة بسبب التحديات التقنية والقانونية الكبيرة التي تنطوي عليها مراقبة وتنظيم محتواها.	1
كما وقعت 51 اتفاقية مع وحدات الاستخبارات المالية في الدول الأجنبية لتبادل المعلومات حول المعاملات المرتبطة بتمويل الإرهاب.	1
10 - وفي 24 تموز/يوليه 2008، أجرت اللجنة تبادلا للآراء مع الممثل الخاص للأمين العام في الصومال، السيد أحمدو ولد عبد الله، فيما يتعلق بطلب المجلس الوارد في الفقرتين 6 و 7 من القرار 1814 (2008). .	0
:: التفكير في الحالات التي تشكل فيها الحالة تهديدا للسلم والأمن الدوليين مما يستدعي الإحالة إلى المحكمة الجنائية الدولية	1
24 - كانت فترة إدارة الأمم المتحدة الانتقالية في تيمور الشرقية فترة تغييرات كبيرة.	1
34 - ولا يزال وجود الجماعات الفلسطينية المسلحة خارج المخيمات يشكل تحديا لقدرة لبنان على ممارسة سيادته الكاملة على أراضيه.	0
24 - في 13 آذار/مارس، عقب اتخاذ مجلس الأمن القرار 2136 (2014) في 30 كانون الثاني/يناير، عيّن الأمين العام ستة أفراد للعمل في فريق الخبراء، حتى 1 شباط/فبراير 2015، من ذوي الخبرة في مجال الأسلحة والجماعات المسلحة. والجمارك/الطيران، والمالية، والموارد الطبيعية، والقضايا الإقليمية (انظر S/2014/183).	1
ومع مراعاة أن هاتين الميليشيتين تحتفظان بعلاقات إقليمية وثيقة، أتوقع أن تتصرف حكومة الجمهورية العربية السورية بشكل بناء في هذه العملية.	1
ودعا بعض الأعضاء المجلس إلى تقديم مساهمة أقوى في الجهود الرامية إلى إعادة الطرفين إلى المفاوضات الرامية إلى التوصل إلى حل الدولتين، وقالوا إن المستوطنات الإسرائيلية تقوض احتمالات السلام.	0
13 - وفي حين من المعروف أن معظم دول المنطقة دون الإقليمية قد أنشأت وحدات لإنفاذ قانون مكافحة الإرهاب، فإن ثلاث دول فقط هي التي أنشأت الهياكل المؤسسية الملائمة وأنشأت التنسيق المشترك بين الوكالات اللازم للتعامل مع قضايا مكافحة الإرهاب.	1
وتعليماتها لأتباعها هي الهجوم حيثما استطاعوا، ومتى استطاعوا.	0
علاوة على ذلك، لا يمكن بأي حال من الأحوال تفسير أسلوب ونمط الرحلات الجوية التي سبقت الهجمات على أنها إشارات تحذيرية، حيث من الواضح أنها كانت جزءًا من الهجوم.	0
كان هناك حوالي طائرتين أو ثلاث طائرات بيضاء وخضراء، حلقت على ارتفاع منخفض للغاية. وكانت طائرة بيضاء واحدة تهاجم.	0
وتلقت اللجنة أيضاً تقارير موثوقة بشأن مقتل شرطي آخر على يد الحشد في المنطقة ذاتها.	0
وفي هذا الصدد، يتعين على الحكومة الانتقالية أن تظهر التزامها بالعمل بشكل وثيق مع شركائها الدوليين لإنشاء آلية لضمان الإدارة السليمة والشفافة والخاضعة للمساءلة للمالية العامة والتصدي للفساد بشكل فعال.	1
ومنذ وصول القوات الفرنسية، لم تحدث أي عمليات إعدام بإجراءات موجزة لأفراد الدرك في بواكي.	0
وكما هو مبين أعلاه، هناك تقارير موثوقة ومتكررة تشير إلى أن هذه الغارات زادت بشكل كبير في ليلة 23 مارس/آذار، بل وأكثر خلال الليالي التي تلت ذلك.	0
وذكرت أن مخيمات النازحين داخليا تستخدم الآن كأماكن لشن هجمات ضد الحكومة.	0
"ويدعو مجلس الأمن بوروندي إلى منع تقديم أي دعم من أراضيها إلى الجماعات المسلحة في جمهورية الكونغو الديمقراطية.	0
126 - تود اللجنة التأكيد على أنه إذا ثبت أن الحكومة استخدمت الميليشيات "كأسلوب من أساليب الحرب"، حتى في الحالات التي يكون فيها الجنجويد قد تصرفوا دون دليل على دعم الحكومة، فإن المسؤولين الحكوميين قد يتحملون المسؤولية الجنائية عن الجرائم المشتركة. مشروع إجرامي للانخراط في هجمات عشوائية ضد المدنيين وقتل المدنيين.	0
وفي أعقاب المعركة، حصل فريق الرصد على حاويتين معدنيتين للذخيرة وصور لحاويات ذخيرة أخرى زعمت مصادر فريق الرصد أن الدولة المعنية قدمتها.	1
44 - وفيما يتعلق بإعادة توحيد القوتين، أبلغ رئيسا أركان قوات الدفاع والأمن والقوى الجديدة بعثة التقييم بأنهما وضعا مقترحا لجيش انتقالي موحد يتكون من وحدات مختلطة مسؤولة عن إعادة توحيد القوتين. لتوفير الأمن للعملية الانتخابية.	1
ومع ذلك، ففي بورت أو برنس، أدى الارتفاع الملحوظ في أعمال العنف والإجرام، بما في ذلك عمليات الاختطاف، إلى إثارة قلق عام خطير في شهري مايو/أيار ويونيو/حزيران.	0
"ويطلب مجلس الأمن إلى الأمين العام أن يعزز التعاون بين الأمم المتحدة والدول الأعضاء في الجماعة الاقتصادية والنقدية لوسط أفريقيا بهدف تيسير وتعزيز المبادرات الرامية إلى معالجة انعدام الأمن عبر الحدود في المنطقة دون الإقليمية وتحقيق الاستقرار وضع حد لانتهاكات الجماعات المسلحة للسلامة الإقليمية لجمهورية أفريقيا الوسطى.	1
إن عمل منظمات مثل اليونسكو وبرنامج الأمم المتحدة الإنمائي وتحالف الأمم المتحدة للحضارات، التي تركز على منع نشوب الصراعات، وبناء ثقافة السلام، والقضاء على الفقر، وتعزيز التنمية المستدامة والإدماج الاجتماعي من خلال التعليم والثقافة والاتصال في أفريقيا، أصبح بالغ الأهمية.	1
وإذ تضع في اعتبارها مسؤوليتها الأساسية بموجب ميثاق الأمم المتحدة عن صون السلام والأمن الدوليين، وإذ تؤكد أهمية اتخاذ التدابير الرامية إلى منع نشوب الصراعات وحلها،	1
ومع ذلك، لا يزال يشار إلى هذه القوات العسكرية الروسية باسم قوات حفظ السلام أو "الخوذ الزرقاء"، باعتبارها الحل الشامل للصراع في المنطقة في شكل عملية سلام تقودها الأمم المتحدة.	1
وتدرك الدول الثلاث نظام العقوبات وتتخذ خطوات لتحسين التنفيذ، لكنها لم تدرك بشكل كامل بعد كيف يمكن للنظام أن يساعدها في استجابتها الوطنية والإقليمية للتهديد.	1
ولم يتم تقييم أي تغيير كبير في الوضع الأمني ​​العام، على الرغم من أنه من المتوقع حدوث ارتفاع بطيء ومطرد في الحوادث المرتبطة بالجريمة.	0
ويذكّر هذا الإعلان العالم بأنه ينبغي معاملة ضحايا الجريمة بتعاطف واحترام، وينص على حقهم في الحصول على العدالة والمعاملة العادلة والحصول على الجبر في شكل رد الحقوق والتعويض وغير ذلك من المساعدات عن الأضرار التي لحقت بهم.	1
وكما هي الحال مع مسألة الروابط بين الاتجار بالمخدرات والإرهاب، فقد أدرجت قضية القرصنة على جدول أعمال المجلس من خلال حالات الصراع القائمة بالفعل، مع برزت الأوضاع الأفريقية - وأبرزها الصومال وخليج غينيا - بشكل بارز.	0
6 - يقرر، من أجل مساعدة اللجنة في الاضطلاع بولايتها، أن ينشئ لمدة 18 شهرا فريقا للدعم التحليلي ورصد الجزاءات يكون مقره في نيويورك (يشار إليه فيما بعد باسم "فريق الرصد") تحت التوجيه للجنة المسؤوليات المنصوص عليها في مرفق هذا القرار؛	1
وإذ يلاحظ مع القلق التهديد المستمر الذي يشكله تنظيم القاعدة وغيره من الأفراد والجماعات والمؤسسات والكيانات المرتبطة به على السلام والأمن الدوليين، وإذ يؤكد من جديد عزمه على التصدي لجميع جوانب هذا التهديد، وينظر في مداولات اللجنة المنشأة عملا بالقرار 1267 بشأن التوصية المتعلقة بـ: فريق الرصد المنشأة بموجب القرار 1267 في تقريره الحادي عشر المقدم إلى اللجنة المنشأة عملاً بالقرار 1267 أن الدول الأعضاء تعامل عناصر طالبان المدرجة في القائمة والأفراد والكيانات المدرجة في القائمة التابعة لتنظيم القاعدة والجماعات المنتسبة إليه بشكل مختلف،	0
يكرر أهمية التنفيذ الكامل والمتسلسل وفي الوقت المناسب والمنسق لـ [برامج العدالة الوطنية] من قبل جميع المؤسسات [الوطنية] ذات الصلة والجهات الفاعلة الأخرى بهدف التعجيل بإنشاء نظام عدالة عادل وشفاف، والقضاء على الإفلات من العقاب والمساهمة في تأكيد سيادة القانون في جميع أنحاء البلاد؛	0
43 - وفي مشاورات غير رسمية أجريت في 2 أيار/مايو، استمع أعضاء المجلس إلى تقرير مؤقت آخر من المستشار الخاص للأمين العام، ألفارو دي سوتو، المعني بقبرص، بشأن المحادثات المباشرة الجارية بين زعيمي القبارصة اليونانيين والقبارصة الأتراك. منذ كانون الثاني/يناير عملا باتفاقهما المؤرخ في 4 كانون الأول/ديسمبر 2001.	0
ويلاحظ مجلس الأمن مع التقدير الخطوات الأولية التي اتخذتها حكومة رواندا بسرعة لمعالجة هذه الحالة، ويشجع حكومة رواندا على مواصلة التعاون مع الأمم المتحدة والمنظمات الدولية ذات الصلة لضمان تسريح هؤلاء المقاتلين بشكل دائم والتعامل معهم. وفقاً للقانون الدولي ذي الصلة، مع إيلاء اهتمام خاص للأطفال والنساء بينهم.	0
وفي هذا السياق، أشير إلى أنه، بالإضافة إلى المساهمة الحاسمة في مكافحة الحصانة في حد ذاتها، فإن إنشاء المجلس للمحاكم المخصصة كان له أيضا تأثير حافز على المستوى الوطني: فقد حفز وجود المحكمة الجنائية الدولية ليوغوسلافيا السابقة وعملها وإنشاء محاكم وطنية لجرائم الحرب في البوسنة والهرسك، وكرواتيا، وصربيا؛ وأدى حكم المحكمة الجنائية الدولية لرواندا إلى ممارسة ضغوط كبيرة لإصلاح نظام العدالة الرواندي.	1
(د) منع من يمولون الأعمال الإرهابية أو يخططون لها أو يسهلونها أو يرتكبونها من استخدام أراضيهم لتلك الأغراض ضد دول أخرى أو مواطنيها؛	0
بناء على توصية لجنة التحقيق الدولية بشأن كوت ديفوار هذا العام، أنشأ مجلس حقوق الإنسان ولاية خبير مستقل معني بالحالة في كوت ديفوار يتولى مسؤولية مساعدة الحكومة والجهات الفاعلة الأخرى ذات الصلة في التنفيذ من توصيات اللجنة.	1
ولا تستطيع أي دولة مكافحة الإرهاب بمفردها، لأن الطبيعة العابرة للحدود الوطنية للتهديد الإرهابي تتطلب التعاون والتنسيق مع الدول الأخرى.	0
وبدلا من ذلك، ينبغي للدول أن تضع إطارا قانونيا واضحا وكاملا ومتسقا يحدد الأعمال الإرهابية باعتبارها جرائم جنائية خطيرة، ويعاقب على هذه الأعمال وفقا لخطورتها، ويحدد الولاية القضائية، ويساعد المحاكم على تقديم الإرهابيين إلى العدالة.	1
وقد قدم الذين عادوا شهادات موثوقة عن وجود العديد من المفقودين في أماكن احتجاز غير رسمية وسرية تديرها الأجهزة الأمنية في مواقع مختلفة في إقليم دارفور.	0
خلال هذه الفترة، تم تعزيز قاعدة دعم اللجنة وتم تركيب برامج حاسوبية جديدة، مما جعل قاعدة البيانات أكثر تشغيلية.	1
22 - والمجلس عازم على تكثيف الضغط على الجماعات المسلحة الأجنبية الموجودة في الجزء الشرقي من جمهورية الكونغو الديمقراطية، بالتزامن مع المبادرات الجاري اتخاذها في إطار العملية الثلاثية.	1
"ويشير مجلس الأمن إلى التزامات جميع الدول بكفالة احترام القانون الإنساني الدولي، بما في ذلك اتفاقيات جنيف الأربع، ويؤكد مرة أخرى مسؤولية الدول عن الامتثال لالتزاماتها بإنهاء الإفلات من العقاب ومحاكمة المسؤولين عن جرائم الحرب والإبادة الجماعية أو جرائم ضد الإنسانية أو غيرها من الانتهاكات الجسيمة للقانون الإنساني الدولي.	1
فبدلاً من الشعار الشهير لكأس العالم 2014، حيث تمسك ثلاث أيادٍ منتصرة بالكرة الأرضية، وتشكل معًا الكأس المرموقة، يُظهر رسم كاريكاتيري للسلطة الفلسطينية "كأسًا" لثلاثة أيادي تحمل ثلاثة أشخاص رافعين أيديهم للأعلى في حالة استسلام.	0
وقد تم إنشاء السجن لتوفير ظروف احتجاز إنسانية وآمنة بما يتماشى مع المعايير الدولية لحقوق الإنسان.	1
وكما يوضح تقرير الأمين العام (S/2004/634)، فإن معالجة هذه المشكلة تشكل تحدياً هائلاً.	0
وإذ يرحب باعتماد الجمعية العامة لاستراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب (A/60/288) في 8 أيلول/سبتمبر 2006 وإنشاء فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب لضمان التنسيق والاتساق الشاملين في مكافحة الإرهاب. -جهود الإرهاب التي تبذلها منظومة الأمم المتحدة،	1
وفي سياق إعادة صياغة القانون الجنائي الموضوعي، اقترحت الحكومة جعل الكيانات القانونية مسؤولة جنائيا عن عدد من الجرائم، بما في ذلك الجرائم الإرهابية والجرائم المرتبطة بالإرهاب، مثل غسل الأموال وتمويل الإرهاب.	1
ورحب الممثل الخاص بالجهود التي تبذلها حكومة جمهورية الكونغو الديمقراطية لحماية الأطفال، ولا سيما التوقيع في 4 تشرين الأول/أكتوبر 2012 على خطة العمل لإنهاء ومنع تجنيد واستخدام الأطفال والعنف الجنسي وغيره من الانتهاكات الجسيمة ضد الأطفال. على أيدي القوات المسلحة وقوات الأمن الوطنية، ومشاركة الحكومة في حملة "أطفال، لا جنود"، وتعيين مستشار رئاسي في 14 تموز/يوليه 2014 معني بالعنف الجنسي وتجنيد الأطفال.	0
وفي هذا السياق، أشير أيضا إلى أن الرئيس عباس قد أشار إلى طلب السلطة الفلسطينية إنشاء بعثة دبلوماسية فلسطينية في بيروت، الأمر الذي من شأنه أن يسهم في إضفاء الطابع الرسمي على العلاقات بين الشعبين اللبناني والفلسطيني.	1
(أ) أن تصبح، على سبيل الاستعجال، طرفا في جميع الاتفاقيات والبروتوكولات الدولية ذات الصلة المتعلقة بالإرهاب، ولا سيما الاتفاقية الدولية لقمع تمويل الإرهاب لعام 1999، وأن تدعم جميع المبادرات الدولية المتخذة لتحقيق هذا الهدف، و والاستفادة الكاملة من مصادر المساعدة والتوجيه التي أصبحت متاحة الآن؛	0
ويقدم الفريق تقريرا عن التقدم الذي أحرزه المجتمع الدولي في تقييد حركة الإرهابيين ومؤيديهم، بما في ذلك المبادرة المشتركة الأخيرة للإنتربول ومجلس الأمن، والتي أسفرت عن نشرة دولية مكتملة بالهوية والأوصاف والصور الفوتوغرافية وبصمات الأصابع. للأشخاص المدرجين في القائمة الموحدة.	1
ومع ذلك، من بين جميع تدابير الشفافية المتعلقة بأنظمة الأسلحة، فإن التدابير المتعلقة بالأسلحة الصغيرة هي الأقل تطورا.	0
يؤكد من جديد أن جميع أطراف النزاع ملزمون بالامتثال لالتزاماتهم بموجب القانون الإنساني الدولي، ولا سيما اتفاقيات جنيف المؤرخة 12 أغسطس 1949، وأن الأشخاص الذين يرتكبون أو يأمرون بارتكاب انتهاكات جسيمة للاتفاقيات مسؤولون بشكل فردي عن مثل هذه الخروقات.	0
7 - يشدد على أهمية ضمان استمرار اللجنة في العمل بفعالية أثناء دمج هيكل دعم اللجنة في المديرية التنفيذية للجنة مكافحة الإرهاب، ويقرر في هذا الصدد أن تواصل اللجنة العمل بهيكل دعمها الحالي إلى أن تتشاور اللجنة. يقرر، مع الأمين العام، أن المديرية التنفيذية لمكافحة الإرهاب أصبحت جاهزة للعمل؛	0
وعلى الرغم من أن الخلايا المحلية معروفة بتورطها في أنشطة إجرامية صغيرة، مثل الاحتيال على بطاقات الائتمان أو بيع المخدرات، وتشير تقارير مكتب الأمم المتحدة المعني بالمخدرات والجريمة إلى أن الجماعات المتواجدة على جانبي الحدود بين أفغانستان وباكستان، فإن جمهورية إيران الإسلامية تقوم إيران وأوزبكستان بتحصيل رسوم العبور من ناقلي المخدرات، مما يفيد حركة طالبان، إلا أنه لا يوجد حتى الآن سوى القليل من الأدلة الثابتة على تورط الإرهابيين على نطاق واسع في تهريب المخدرات أو غيرها من الجرائم المنظمة.	0
على سبيل المثال، استخدمت بعثة الأمم المتحدة لتقصي الحقائق بشأن النزاع في غزة، على نحو فريد، جلسات الاستماع العامة كجزء من منهجيتها التحقيقية لضمان عملية شاملة، وإعطاء صوت للضحايا حيث لم يتم الاستماع إليهم، ودعم حقوقهم في الحصول على الحقيقة والعدالة.	1
العمل مع المنظمات النسائية والحكومات الوطنية لدعم عمليات الإصلاح الدستوري والانتخابي والتشريعي في مرحلة ما بعد الصراع؛ بناء القدرة المؤسسية للآليات الوطنية المعنية بالمرأة في مناطق ما بعد الصراع.	1
وفيما يتعلق بقوات الدفاع، هناك مرسوم بقانون ينص على هيكل القوات المسلحة، ولكن القوانين التي تحكم الانضباط العسكري والعمل العسكري هي قوانين إدارة الأمم المتحدة الانتقالية في تيمور الشرقية.	1
ثانياً، تؤدي المعلومات المحدودة إلى خلق الإحباط والسخط بين الأشخاص المسؤولين عن التحقق من القائمة، الذين يعتمد عليهم التنفيذ الفعال في معظم الأحيان، مما يزيد من خطر عدم اكتشاف الأسماء المدرجة واحتمال تطبيق التدابير على أهداف غير مقصودة.	0
وفي بعض المناسبات، قُتلوا أثناء مغامرتهم بالخروج من المخيم، إما للعودة إلى قريتهم أو لأي سبب آخر.	0
وقد بلور التقرير الأخير للأمين العام (S/2012/376)، مثل التقريرين السابقين (S/2009/277 وS/2010/579)، النقاش حول خمسة تحديات أساسية حددها: تعزيز امتثال أطراف النزاع مع القانون الدولي؛ وتعزيز امتثال الجماعات المسلحة من غير الدول؛ وتعزيز الحماية التي توفرها بعثات الأمم المتحدة لحفظ السلام وغيرها من البعثات ذات الصلة؛ وتحسين وصول المساعدات الإنسانية؛ وتعزيز المساءلة عن الانتهاكات.	1
يقرر أن تكون ولاية [البعثة] على النحو التالي: ... '5` مساعدة سلطات ... [البلد المتأثر] في وضع وتنفيذ برامج لنزع السلاح والتسريح وإعادة الإدماج للجنود السابقين المقاتلين وتفكيك الميليشيات وجماعات الدفاع عن النفس، بما يتفق مع أهداف المصالحة ومع مراعاة الاحتياجات الخاصة للأطفال المسرحين؛	1
وتتعاون مجموعة الأمم المتحدة الإنمائية مع اللجان التنفيذية دعما للهدف الأوسع المتمثل في بناء السلام ووضع السياسات والمبادئ التوجيهية والإجراءات لتحسين عمل شبكة أفرقة الأمم المتحدة القطرية.	1
:: تقديم معلومات، عند الطلب، إلى الدول الأعضاء والمنظمات الدولية لمساعدتها على تقديم عروض أكثر فعالية للمساعدة، أو طلبات المساعدة، عند الاقتضاء، على التوالي، لتنفيذ الالتزامات بموجب القرارات 1540 (2004) و 1673 (2006) و 1810 (2008) )، باستخدام المصفوفة كأداة مرجعية لتسهيل المساعدة التقنية	1
"ويؤكد مجلس الأمن من جديد أنه يجب على الدول الأعضاء أن تكفل امتثال أي تدابير تتخذها لمكافحة الإرهاب لميثاق الأمم المتحدة وجميع التزاماتها الأخرى بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان، والقانون الدولي للاجئين، والقانون الإنساني الدولي.	0
ونطلب من جميع الجماعات المسلحة الموقعة على اتفاق واغادوغو أن تنأى بنفسها عن الجماعات الإرهابية.	0
وكما هو مبين في بيان سياستها الصادر في آذار/مارس 2003، فإن "حركة/جيش تحرير السودان هي حركة وطنية تهدف مع غيرها من الجماعات السياسية ذات التفكير المماثل إلى معالجة وحل المشاكل الأساسية في كل السودان.	1
ووفقا لمصادر رسمية أردنية، فإن السترات الناسفة صنعها تنظيم القاعدة في العراق باستخدام متفجرات وقنابل يدوية مأخوذة من مخازن الجيش العراقي السابقة وتم تهريبها إلى الأردن.	0
16 - أنشئ موقع مستقل على شبكة الإنترنت لمكتب أمين المظالم (http://www.un.org/en/sc/ombudsperson/). ويقدم الموقع الإلكتروني معلومات أساسية عن عمليات المكتب، بما في ذلك وصف لإجراءات النظر في طلبات الرفع من القائمة وتوجيهات عامة بشأن محتوى الطلبات المقدمة إلى أمين المظالم.	1
(ب) دعوة أطراف النزاع المسلح إلى الامتثال للالتزامات المنطبقة عليها بموجب القانون الإنساني الدولي فيما يتصل باحترام وحماية العاملين في المجال الإنساني والشحنات المستخدمة في عمليات الإغاثة الإنسانية،	1
