en_ar_GOOGLE	MatCoop
51 - وما زلت ملتزما التزاما راسخا بتنفيذ القرار 1559 (2004) من أجل السلام والاستقرار الإقليميين، في وقت صعب ومليء بالتحديات بشكل خاص.	1
إذ يشير إلى قراراته بشأن تجنيد الأطفال واستخدامهم في النزاعات المسلحة،	0
ولئن كان من دواعي سرورنا أن نلاحظ أنه تم تسجيل نحو 10 ملايين ناخب أفغاني، إلا أننا لا نزال نشعر بالقلق إزاء عدم إجراء تسجيل كاف في الأجزاء الجنوبية والجنوبية الشرقية من أفغانستان، ويرجع ذلك أساسا إلى الشواغل الأمنية.	0
- المطالبة بالوقف الفوري والكامل لجميع أطراف النزاع المسلح لجميع أعمال العنف الجنسي ضد المدنيين، تماشياً مع القرارات 1325 (2000)، 1820 (2008)، 1888 (2009)، و1889 (2009)؛ تجنيد الأطفال واستخدامهم بما يتماشى مع القرارين 1612 (2005) و 1882 (2009)؛ والهجمات العشوائية على المدنيين بما يتماشى مع القرار 1894 (2009)،	0
إن مقياس النجاح في المحكمة المختلطة يجب أن يكون الإرث الذي ستخلفه للأشخاص الأكثر تضرراً من الجرائم، في هذه القضية في سيراليون.	1
134. نجحت العينات التي تم جمعها من مسرح الجريمة وإجراء المزيد من فحوصات الطب الشرعي في التعرف على شاحنة ميتسوبيشي كانتر.	1
190 - جميع الدول أطراف في اتفاقية تمويل الإرهاب، وقد أصدرت جميعها تشريعات لمكافحة غسل الأموال ومكافحة تمويل الإرهاب وأنشأت وحدات استخبارات مالية أعضاء في مجموعة إيغمونت.	1
وفي معظم الحالات، نجحت السفن - من خلال اليقظة والوعي بالحالة والاستجابة الحازمة وفقا لأفضل الممارسات الإدارية للحماية من القرصنة المتمركزة في الصومال - في منع المهاجمين من الصعود إلى متنها.	1
:: استخدام الصندوق الاستئماني لأنشطة نزع السلاح على الصعيدين العالمي والإقليمي للمضي قدماً في المشاريع والأنشطة على الفور	1
وقد تزايدت الضغوط السياسية على بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو بشكل كبير، مع محاولات تحدي دورها بموجب القرار 1244 (1999) والإطار الدستوري.	0
ومن بين الدول الأربع التي تمت زيارتها، لم تعتمد دولتان بعد مشاريع قوانين مكافحة الإرهاب التي يجري إعدادها منذ عدة سنوات.	1
ويرى وفد توغو أن كل هذه القضايا تتطلب اتخاذ إجراءات سريعة لمنع منطقة الساحل من الانزلاق إلى حالة انعدام الأمن التام، الأمر الذي سيضر بشدة بتنميتها.	0
وسيدعم الاحتياطي أيضا وحدات الشرطة المشكلة المنتشرة في المنطقة.	1
29 - ركزت شرطة البعثة على الأنشطة الرامية إلى ضمان أن يكون لدى جميع المتدربين في شرطة البعثة ودائرة شرطة كوسوفو معرفة عملية بالمعايير الدولية لحقوق الإنسان المتعلقة بإنفاذ القانون.	1
هناك حاجة إلى تنفيذ أكثر فعالية للقرار 1624 (2005)، الذي يشجع الحوار والتفاهم بين الأديان والثقافات من أجل مكافحة التحريض على الأعمال الإرهابية بدافع التطرف والتعصب.	0
29. تنتشر كتيبة ثانية في مدينة كامينا الجنوبية لحماية المطار. توفير بيئة آمنة للعملية الانتخابية داخل منطقة عملياتها؛ مراقبة وتشجيع الماي ماي في الجنوب على المشاركة في عملية الدمج أو نزع السلاح والتسريح وإعادة الإدماج؛ وتقديم الدعم والتوجيه للقوات المسلحة لجمهورية الكونغو الديمقراطية، وتحديدا في كامينا.	1
ومن ثم، كما هو الحال في الفئة السابقة، فإن أي جريمة يرتكبونها لا تنطوي على المسؤولية الجنائية لمرتكبها فحسب، بل تشمل أيضًا مسؤولية سلطاتهم العليا في السودان إذا أمروا بارتكاب هذه الجرائم أو خططوا لها أو فشلوا في منعها أو قمعها ( المسؤولية العليا).	0
27 - ويشكل تقديم بدائل مستدامة للمقاتلين السابقين جزءا أساسيا من تحييد الجماعات المسلحة.	1
&quot;ويدعو مجلس الأمن حكومة الوحدة الوطنية والانتقال إلى البدء فورا في العمل مع اللجنة الدولية لدعم العملية الانتقالية ومع بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية لإنشاء آليات للتنسيق الوثيق من أجل التعجيل بإصلاح القطاع الأمني، واعتماد عملية التشريعات الأساسية والتحضيرات الانتخابية.	1
ومع ذلك، ظل الوضع محفوفاً بالمخاطر بالنسبة لكثيرين آخرين، مع تصاعد خطورة الهجمات ذات الدوافع العرقية - إن لم يكن تواترها.	0
ومع ذلك، لا يزال العراق يواجه قوى إرهاب تضم عناصر أجنبية تقوم بهجمات مروعة وأعمال إرهابية في محاولة لإحباط التنمية السياسية والاقتصادية في العراق.	0
وتم إلقاء القبض على ثلاثة على الأقل من أعضاء طالبان الـ 142 المدرجين في القائمة، على الرغم من أن التهم المحددة الموجهة إليهم لا تزال غير واضحة.	1
وقد قام ضابط الأسلحة على متن السفينة الأمريكية بمصادرة الأسلحة وتم تسليمها بعد ذلك إلى السلطات اليمنية.	0
(د) بمساهمة من الفريق العامل التابع للجنة المعني بالمساعدة وفريقها العامل المعني بالتعاون مع المنظمات الدولية، بما في ذلك لجنتي مجلس الأمن المنشأتين عملا بالقرارين 1267 (1999) و 1373 (2001)، مواصلة التنظيم والمشاركة، حيثما كان ذلك مناسبا، في أنشطة التوعية على المستويات الدولية والإقليمية ودون الإقليمية؛ الاستعداد للتأكيد على برامج المساعدة والمشاركة فيها، وتعزيز تبادل الخبرات والدروس المستفادة والممارسات الفعالة، والاستعداد لتسهيل عروض المساعدة أو طلباتها؛	1
ونتيجة لذلك، أشار المراقبون إلى الحاجة إلى تدريب المحامين والموظفين القضائيين وموظفي إنفاذ القانون، فضلا عن أهمية وضع ضمانات موثوقة للاستقلال عن الضغوط والترهيب التي يمكن أن يمارسها أفراد العشائر والطوائف العرقية.	1
6 - وفي المرحلة الثانية من عملية التسجيل التي أجريت في الفترة من حزيران/يونيه 2007 إلى كانون الأول/ديسمبر 2007، قامت أفرقة الأمم المتحدة بالتحقق من أعمار وتاريخ تجنيد جميع الأفراد في المعسكرات.	1
يقرر أن تتولى [البعثة] الولاية التالية في [البلد المتضرر]، بالتنسيق مع فريق الأمم المتحدة القطري ... أمن وحماية المدنيين (ج) الاتصال بـ ... حكومة [البلد المتضرر ] ومفوضية الأمم المتحدة لشؤون اللاجئين (UNHCR) لدعم جهودهما الرامية إلى نقل مخيمات اللاجئين القريبة من الحدود، وتزويد المفوضية، على أساس التوافر واسترداد التكاليف، بالمساعدة اللوجستية هذا الغرض؛ ... (هـ) دعم مبادرات السلطات الوطنية والمحلية في [البلد المتأثر] لحل التوترات المحلية وتعزيز جهود المصالحة المحلية، من أجل تحسين البيئة الملائمة لعودة المشردين داخليا.	1
&quot;ويحيط مجلس الأمن علما بافتتاح مركز الامتياز الدولي لمكافحة التطرف العنيف في أبو ظبي في 14 كانون الأول/ديسمبر 2012.	1
(د) مواصلة الحوار وتبادل المعلومات مع جهات الاتصال أو المنسقين المعينين بشأن المسائل المتعلقة بمساهماتهم في تنفيذ القرار 1540 (2004)؛	0
وفي الإعلان، التزمت الدول الموقعة بوضع حد لتجنيد الأطفال واستخدامهم من قبل الجماعات والقوات المسلحة.	1
وبالنسبة لمنطقة الساحل، وضع مكتب الأمم المتحدة المعني بالمخدرات والجريمة دليلين عمليين لمساعدة مسؤولي العدالة الجنائية على التصدي للأنشطة الإرهابية.	1
10 - يطلب كذلك إلى الفريق العامل المنشأ بموجب الفقرة 9 أن ينظر في إمكانية إنشاء صندوق دولي لتعويض ضحايا الأعمال الإرهابية وأسرهم، والذي يمكن تمويله من خلال المساهمات الطوعية، والتي يمكن أن تتكون من جزء من الأصول المصادرة من المنظمات الإرهابية. وأعضائها والجهات الراعية لها، ورفع توصياتها إلى المجلس.	1
[جيم] يدعو أطراف النزاع المسلح إلى اتخاذ جميع الاحتياطات الممكنة لحماية السكان المدنيين، بما في ذلك الأطفال، من آثار الألغام الأرضية وغيرها من مخلفات الحرب من المتفجرات، ويشجع، في هذا الصدد، المجتمع الدولي على دعم الجهود التي تبذلها البلدان لإزالة الألغام الألغام الأرضية وغيرها من مخلفات الحرب من المتفجرات وتقديم المساعدة للرعاية وإعادة التأهيل وإعادة الإدماج الاقتصادي والاجتماعي للضحايا، بما في ذلك الأشخاص ذوو الإعاقة؛	1
الشطب 25 - يوعز إلى اللجنة بأن تقوم على وجه السرعة بإزالة الأفراد والكيانات، على أساس كل حالة على حدة، ممن لم يعودوا يستوفون معايير الإدراج المبينة في الفقرة 2 أعلاه، ويطلب إلى اللجنة أن تولي الاعتبار الواجب لطلبات شطب الأفراد الذين تصالحوا ، وفقا للبيان الصادر عن مؤتمر كابول في 20 يوليو 2010 بشأن حوار جميع أولئك الذين ينبذون العنف، وألا تكون لهم أي صلة بالمنظمات الإرهابية الدولية، بما في ذلك تنظيم القاعدة، وأن يحترموا الدستور، بما في ذلك أحكامه المتعلقة بحقوق الإنسان، ولا سيما حقوق المرأة، ونحن على استعداد للمشاركة في بناء أفغانستان ينعم بالسلام، وكما هو مبين بمزيد من التفصيل في مبادئ ونتائج مؤتمر بون الذي انعقد في 5 كانون الأول/ديسمبر 2011 بدعم من حكومة أفغانستان والمجتمع الدولي؛	1
56 - اتخذت جميع الدول، باستثناء دولة واحدة، بعض الخطوات لإنشاء إطار قانوني شامل لمكافحة الإرهاب يتضمن الجرائم المتصلة بالإرهاب.	1
54 - تم إنشاء مقر البعثة المتكاملة لبعثة الأمم المتحدة لتحقيق الاستقرار في هايتي بالكامل في 27 حزيران/يونيه.	1
وأي تحسين في الإجراءات القانونية الواجبة يقلل من مخاطر اتخاذ قرار سلبي قد يؤدي إلى تعقيد التنفيذ.	1
61 - وتتمثل حماية المدنيين في شرق تشاد في ما هو أكثر من مجرد ضمان الأمن الجسدي للاجئين والمشردين والعاملين في المجال الإنساني، وتوفير الدعم اللوجستي والهياكل الصلبة للمفرزة الأمنية المتكاملة.	1
58 - وفي ظل عدم وجود مرفق طبي للإحالة في باماكو، اتخذت البعثة المتكاملة إجراءات فورية لضمان إتاحة القدرات الطبية المؤقتة المناسبة لموظفي الأمم المتحدة مع إنشاء عيادة من المستوى الثاني تابعة للأمم المتحدة لتحل محل الخدمات التي كانت تقدمها في السابق عيادة باستور.	1
76 - وتواصلت الجهود لتجنيد أفراد من طوائف الأقليات في فيلق حماية كوسوفو.	1
30 - وتشمل المخاطر المحتملة التي قد تعترض جلب الأطراف غير الموقعة إلى طاولة المفاوضات إصرار الأطراف على فرض شروط مسبقة غير واقعية للمفاوضات. وهناك خطر آخر يتمثل في تعنت الأطراف تجاه المفاوضات وأثناء المفاوضات. ويمكن التخفيف من حدة هذه المخاطر من خلال اتخاذ مواقف موحدة في صفوف المجتمع الدولي فيما يتعلق بعملية السلام والحفاظ على حوار وثيق مع الأطراف. وهناك خطر آخر يتمثل في إنشاء مبادرات موازية لعملية السلام من قبل الشركاء الإقليميين و/أو الدوليين، مما يؤدي إلى تقويض هذا العنصر من الإطار.	0
في قضية زوران كوبريسكيتش وآخرين، عرّفت الدائرة الابتدائية للمحكمة الدولية ليوغوسلافيا السابقة الاضطهاد بأنه الحرمان الجسيم أو الصارخ، على أسس تمييزية، لحق أساسي منصوص عليه في القانون العرفي الدولي أو قانون المعاهدات، والذي يصل إلى نفس المستوى من الخطورة وغيرها من الأفعال المحظورة في المادة 5.	0
لكي تتمكن الدول من القيام بدوريات كافية على السواحل الشاسعة، يتعين عليها التعاون من خلال تبادل المعلومات والمراقبة بين خفر السواحل والقوات البحرية وإدارات الجمارك.	0
36 - خلال الفترة المشمولة بالتقرير، واصلت البعثة جهودها الرامية إلى تعميم الوعي بفيروس نقص المناعة البشرية/الإيدز.	1
وأوصى الاجتماع أيضا بالإسراع بتجميع المقاتلين، والبدء في نزع سلاح الميليشيات وحلها على وجه السرعة، وبأن تكفل الحكومة التمويل المناسب لعمليات التجميع ولإعادة إدماج المقاتلين السابقين.	1
إنشاء نظام موحد لإدارة ورصد حالات العنف المبني على النوع الاجتماعي؛ وضع قائمة مرجعية لكبار المديرين؛ تقرير عن الالتزامات الخمسة للمفوض السامي تجاه اللاجئات	1
تم ذكر أعضاء الجماعات المتمردة كمشتبه بهم في المشاركة في مشروع إجرامي مشترك لارتكاب جرائم دولية، وربما مسؤولين عن الفشل المتعمد في منع أو قمع ارتكاب الجرائم التي يرتكبها المتمردون.	0
اتخذ مجلس الأمن القرار 1894 (2009) بشأن حماية المدنيين في النزاعات المسلحة، الذي دعا فيه إلى إعطاء الأولوية لأنشطة حماية المدنيين المقررة في القرارات المتعلقة بتخصيص الموارد والقدرات، وطلب وضع مفهوم تنفيذي ومهمة - التخطيط والتدريب على نطاق واسع بشأن حماية المدنيين.	0
5 - خلال المشاورات غير الرسمية التي عقدت في 5 أيار/مايو، اجتمعت اللجنة بفريق الخبراء المنشأ حديثا.	0
ولم ينفذ عدد من الدول بعد إجراءات تحديد أصول الإرهابيين وتجميدها دون تأخير.	0
وأحث الحكومة على ضمان وصول موظفي الأمم المتحدة إلى جميع أماكن الاحتجاز في دارفور.	1
ومع ذلك، لا يزال يشار إلى هذه القوات العسكرية الروسية باسم قوات حفظ السلام أو &quot;الخوذ الزرقاء&quot;، باعتبارها الحل الشامل للصراع في المنطقة في شكل عملية سلام تقودها الأمم المتحدة.	1
كما تم تنظيم حملة توعية عامة بشأن العنف الجنسي والعنف القائم على نوع الجنس وحقوق الطفل في الفترة من 11 إلى 19 آب/أغسطس في مواقع النازحين داخليا في منطقة دار سيلا.	0
كما ناقش الرئيس عباس ورئيس الوزراء السنيورة إقامة حوار لبناني فلسطيني حول الرفاه الاجتماعي والاقتصادي والأمن وتمثيل اللاجئين الفلسطينيين في لبنان.	0
60 - ويتطلب دعم استعادة الحد الأدنى من سلطة الدولة المستدامة وتوسيع نطاقها ليشمل المناطق المحررة من الجماعات المسلحة التزاما معززا من جانب الحكومة بنشر إدارة الدولة، بما في ذلك أفراد الشرطة والقضاء والسجون وتزويدهم بالموارد اللازمة.	1
وفي هذا الصدد، يتعين على الحكومة الانتقالية أن تظهر التزامها بالعمل بشكل وثيق مع شركائها الدوليين لإنشاء آلية لضمان الإدارة السليمة والشفافة والخاضعة للمساءلة للمالية العامة والتصدي للفساد بشكل فعال.	1
ويساورنا القلق بشكل خاص إزاء الانتشار غير المنضبط للأسلحة في ليبيا وخارج حدودها نتيجة للصراع.	0
وقد اتخذت دول عديدة تدابير لمكافحة الهجرة غير الشرعية والاتجار بالأسلحة والمتفجرات، ولكن يلزم التنفيذ على نطاق أوسع وأكثر اتساقا في معظم المناطق.	1
وترد العناصر الرئيسية لبيان القائم بالأعمال، وكذلك تبادل الآراء بين أعضاء الفريق العامل، في الموجز الوارد في الاستنتاجات ذات الصلة (S/AC.51/2014/2).	0
وفي مذكرة، أشار ثيو فان بوفن، المقرر الخاص السابق للجنة الفرعية لمنع التمييز وحماية الأقليات، إلى هذا الحكم باعتباره أكثر تفصيلاً وتحديدًا فيما يتعلق بحق الضحايا في الحصول على التعويضات مقارنة بأي حق من حقوق الإنسان الدولية السابقة. معاهدة.	1
11 - يشير إلى أن المساءلة عن هذه الجرائم الخطيرة يجب ضمانها من خلال اتخاذ تدابير على المستوى الوطني، ومن خلال تعزيز التعاون الدولي دعما للآليات الوطنية، ويوجه الانتباه إلى المجموعة الكاملة من آليات العدالة والمصالحة التي يتعين النظر فيها، بما في ذلك الآليات الوطنية والدولية. والمحاكم الجنائية &quot;المختلطة&quot;، ولجان الحقيقة والمصالحة، فضلاً عن برامج التعويضات الوطنية للضحايا والإصلاحات المؤسسية؛ ويؤكد دور مجلس الأمن في إنهاء الإفلات من العقاب؛	1
وبالإضافة إلى ذلك، فقد تم تحقيق تقدم كبير في عملية تعيين 19 وظيفة خبراء مدنيين ضمن عنصر الشرطة التابع للبعثة من أجل زيادة تعزيز تركيزها على بناء المهارات والتطوير المؤسسي.	1
ويذكّر الفريق الدول بأنه على الرغم من الاقتراحات المخالفة التي قدمها الفريق الرفيع المستوى المعني بالتهديدات والتحديات والتغيير (A/59/565، الفقرة 152) وغيره، فإن اللجنة وضعت منذ فترة طويلة معايير للإدراج في القائمة وحذفها. -قائمة.	0
وتظل هذه الأسلحة سلاحًا خطيرًا ومتعدد الاستخدامات، كما أنها السبب الرئيسي وراء سقوط ضحايا من المدنيين في العديد من الهجمات الإرهابية التي تشنها الجماعات المنتسبة إلى تنظيم القاعدة.	0
إنشاء وحدة الشؤون الجنسانية والتنمية في المقر الرئيسي وشبكة لمراكز تنسيق الشؤون الجنسانية على المستويين القطري والإقليمي.	1
ويغطي التقرير التطورات منذ تقريري السابق عن بعثة الأمم المتحدة في جمهورية أفريقيا الوسطى وتشاد، المؤرخ 30 تموز/يوليه 2010 (S/2010/409)، بشأن الوضع الأمني والإنساني في شرق تشاد وشمال شرق جمهورية أفريقيا الوسطى؛ التقدم المحرز نحو إنجاز المهام والمعايير المنصوص عليها في الفقرتين 2 و 3 من قرار مجلس الأمن 1923 (2010)؛ وتنفيذ ولاية بعثة الأمم المتحدة في جمهورية أفريقيا الوسطى وتشاد، بما في ذلك الاستعدادات لانسحابها.	1
أفاد المنسق الخاص أن الهدوء العام في جنوب لبنان مستمر، على الرغم من وقوع بعض الحوادث الأمنية خلال الفترة المشمولة بالتقرير، بما في ذلك إطلاق صواريخ باتجاه إسرائيل من جنوب لبنان خلال النزاع المتعلق بغزة في شهري تموز/يوليه وآب/أغسطس، وحادثين أمنيين خطيرين في منطقة مزارع شبعا (القطاع الشرقي).	0
وتشير أحدث المعلومات المتاحة إلى مقتل 35 مشرداً داخلياً وجرح 10 آخرين في أعمال العنف، واضطر أكثر من 000 4 مشرد داخلي وقروي إلى الفرار.	0
وإذ نؤكد من جديد التزام الدول الأعضاء بأن تقوم دون تأخير بتجميد الأموال والأصول المالية الأخرى أو الموارد الاقتصادية للأشخاص الذين يرتكبون أو يحاولون ارتكاب أعمال إرهابية أو يشاركون في ارتكاب أعمال إرهابية أو يسهلون ارتكابها؛ والكيانات المملوكة أو الخاضعة لسيطرة هؤلاء الأشخاص بشكل مباشر أو غير مباشر؛ والأشخاص والكيانات التي تعمل نيابة عن هؤلاء الأشخاص والكيانات أو بتوجيه منهم، بما في ذلك الأموال المستمدة أو المتولدة من الممتلكات المملوكة أو الخاضعة لسيطرة هؤلاء الأشخاص والأشخاص والكيانات المرتبطين بهم بشكل مباشر أو غير مباشر،	0
وإذ لا يزال يساوره بالغ القلق إزاء التهديد الذي يشكله الإرهاب واحتمال قيام جهات فاعلة من غير الدول بحيازة الأسلحة النووية والكيميائية والبيولوجية ووسائل إيصالها أو تطويرها أو الاتجار بها أو استخدامها،	0
وتوجهت البعثة إلى دالوا برا، برفقة وحدة عسكرية إيفوارية.	1
وعلى هذا الأساس، أود الموافقة على الطلب الباكستاني وأعتزم إنشاء لجنة تحقيق مكونة من ثلاثة أعضاء.	0
كما وقعت 51 اتفاقية مع وحدات الاستخبارات المالية في الدول الأجنبية لتبادل المعلومات حول المعاملات المرتبطة بتمويل الإرهاب.	1
وواصلت البعثة تقديم المساعدة التقنية في مراجعة ملفات السجناء لتحديد حالات الحبس الاحتياطي لفترة طويلة لعرضها على السلطات القضائية، بهدف الحد من الاكتظاظ في السجون.	1
وإذ يرحب بالتقدم المستمر الذي تحرزه بوروندي نحو السلام والاستقرار والتنمية، ويشدد على ضرورة قيام منظومة الأمم المتحدة والمجتمع الدولي، بما في ذلك المؤسسات المالية الدولية وشركاء بوروندي في التنمية، بمواصلة دعمهم لتوطيد السلام والتنمية الطويلة الأجل في بوروندي,	1
كذلك، وعلى الرغم من أن الوضع الأمني العام ظل هادئا وسلميا منذ تولي تيمور - ليشتي رسميا المسؤولية الكاملة عن الأمن في 20 أيار/مايو، فإن التهريب والتجارة غير المشروعة وعبور الحدود ينبغي أن ينظر إليها على أنها مدعاة للقلق، وكذلك التوترات المتعلقة بمكافحة الإرهاب. المظاهرات التي شهدتها ديلي في يوليو الماضي.	0
ويقر مجلس الأمن بأن حقوق الإنسان للنساء والفتيات معرضة للخطر بشكل خاص أثناء النزاعات المسلحة وحالات ما بعد النزاع، ويلاحظ أن أعضاء المجتمع المدني العاملين في مجال قضايا حقوق الإنسان للمرأة قد يتم استهدافهم في عدد من هذه الحالات.	0
59 - وفي إطار جهودها المتواصلة لزيادة بناء القدرات المحلية وحرصا على توفير التكاليف، اقترحت البعثة تحويل ثماني وظائف دولية وأربع وظائف لمتطوعي الأمم المتحدة إلى وظائف وطنية في سنة الميزانية 2008-2009. ويوصى أيضا بإنشاء وحدة حفظ تتألف من موظف دولي وآخر وطني من فئة الخدمات العامة.	1
34 - ويجب استكمال برنامج نزع السلاح والتسريح وإعادة الإدماج، بما في ذلك إعادة الإدماج الفعال للمقاتلين السابقين.	1
ولا يزال التقدم فيما يتعلق بطلب الرئيس كابيلا من البعثة المساعدة في تدريب وتجهيز وتحصين 20 وحدة من الشرطة، أو تجهيز ثلاث كتائب من الشرطة العسكرية، محدودا بسبب الافتقار إلى الدعم التكميلي من جانب الجهات المانحة لتوفير المعدات الأساسية اللازمة (انظر S/ 2010/164).	1
وإذ نلاحظ مع القلق أن الإرهاب لا يزال يشكل تهديدا خطيرا للسلم والأمن الدوليين، وللتمتع بحقوق الإنسان، وللتنمية الاجتماعية والاقتصادية لجميع الدول الأعضاء، ويقوض الاستقرار والرخاء العالميين، وأن هذا التهديد أصبح أكثر انتشارا، مع وجود وإذ يعرب عن تصميمه على مكافحة هذا التهديد، وإذ يؤكد ضرورة ضمان بقاء مكافحة الإرهاب أولوية في جدول الأعمال الدولي،	0
17 - وسيواصل مكتب الإعلام والإدارة تعزيز وتحديث الموقع الشبكي للجنة وزيادة عدد الوصلات الإلكترونية المتاحة للمواقع الإلكترونية للأمم المتحدة والكيانات الأخرى المكلفة بولايات في مجال مكافحة الإرهاب.	1
وفي جميع هذه المواقع، أُبلغ الفريق بأنه لم تكن هناك أي محاولة للتجنيد في الآونة الأخيرة، ولكن إذا اندلع الصراع مرة أخرى في كوت ديفوار، فإن هذا قد يتغير.	1
ولذلك، ينبغي للبلدان المساهمة بقوات عسكرية وقوات شرطة أن تضمن، بما في ذلك من خلال الشهادات الذاتية، أن الأفراد الذين يتم نشرهم قد تلقوا تدريباً مسبقاً على حماية المدنيين قبل النشر.	1
وقد لاحظنا مع القلق تقييم الأمين العام بأن العديد من العوامل التي غذت أزمة عام 2006 لا تزال موجودة في المجتمع، مما يجعله عرضة لعدم الاستقرار.	0
ويكرر المجلس إدانته الشديدة لهذه الممارسات ويدعو جميع أطراف النزاع المسلح إلى ضمان الحماية الكاملة والفعالة للمرأة، ويشدد على ضرورة وضع حد لإفلات المسؤولين عن العنف الجنساني من العقاب.	0
تم تسليم جميع الأدلة الملموسة التي تم العثور عليها في الموقع لاحقًا إلى قوى الأمن الداخلي (اللواء هشام أعور) وعلى حد علم العميد عازار كانت هناك بعض الشظايا المعدنية ومسدس.	1
تقع محطة الفاكهة بجوار المحطة العسكرية فقط في جزء معزول من الميناء البحري، وهذا هو سبب تفريغ المعدات العسكرية هناك.	0
وفي حين أبدى معظم أصحاب المصلحة الإيفواريين، بما في ذلك الرئيس غباغبو ورئيس الوزراء سورو، ردود فعل إيجابية بشأن عمليات المحاكم المتنقلة، فقد اشتكى حزب تجمع الجمهوريين المعارض من أن العديد من الإيفواريين لم يتمكنوا من الوصول إلى المحاكم المتنقلة، ولا سيما في الغرب بسبب وجود الميليشيات، حتى لو كانت خاملة.	0
وكما تظهر هذه القائمة الجزئية، فإن الاتجاه نحو زيادة لجوء المجتمع الدولي إلى لجان التحقيق وبعثات تقصي الحقائق في سياق جهود المساءلة واضح.	0
31 - وفيما يتعلق بالتنسيق الداخلي، أنشأت العديد من الدول الآسيوية وكالات أو هيئات مركزية مكلفة بتنسيق أنشطة مكافحة الإرهاب وتحليل المعلومات الاستخبارية ذات الصلة، بما في ذلك ما يتعلق بالتحريض.	1
ويشارك فريق الأمم المتحدة القطري حاليا في حوار لاستعراض خطة العمل، بما في ذلك 168 مشروعا، ولمواصلة إضفاء الطابع المؤسسي على التخطيط الإنمائي، بما في ذلك النهج المجتمعية مثل آلية المصالحة والتعايش السلمي وبرمجة الحد من الصراعات التي يقودها برنامج الأمم المتحدة الإنمائي.	0
وقد أنشأت المملكة المتحدة فرقة عمل للعدالة الجنائية، قامت بتدريب العاملين القضائيين على الاستماع إلى قضايا مكافحة المخدرات في كابول، حيث تم تقديم 65 قضية أدت إلى إدانة 15 شخصًا وإصدار أحكام تتراوح بين ثلاث إلى تسع سنوات.	0
وفي وقت لاحق، قام المتمردون بإلقاء القبض على قائد للقوات الجوية واحتجزوه لمدة ثلاثة أشهر تقريبًا.	0
(أ) الامتناع عن تقديم أي شكل من أشكال الدعم، الإيجابي أو السلبي، للكيانات أو الأشخاص المشاركين في الأعمال الإرهابية، بما في ذلك عن طريق قمع تجنيد أعضاء الجماعات الإرهابية والقضاء على إمداد الإرهابيين بالأسلحة؛	0
 التنسيق المنهجي بين العنصرين المدني والعسكري للبعثة وبين البعثة والجهات الفاعلة الإنسانية، من أجل تعزيز الخبرات في مجال حماية المدنيين.	1
40 - أبلغتني الحكومة اللبنانية بأنها اتخذت تدابير هامة لتقييد هذا التدفق للأسلحة والأشخاص وحرية حركة الأسلحة والعناصر المسلحة من وإلى مخيمات اللاجئين الفلسطينيين في لبنان في الأسابيع الأخيرة، ولا سيما منذ الحرب العالمية الثانية. نهاية سبتمبر 2005.	1
72 - وفي غضون ذلك، تم إحراز تقدم كبير في تدريب الشرطة الوطنية الكونغولية التي ستوفر الأمن للانتخابات.	1
ويجب تكثيف رصد وتحديد انتهاكات حظر الأسلحة، وتطبيق جزاءات محددة الهدف عند الضرورة، من أجل الحد من الآثار المدمرة المحتملة لتلك الديناميكية في السياق الصومالي.	0
21 - ونظرا للشواغل المذكورة أعلاه واستمرار وجود الميليشيات وأنشطتها في لبنان، فإن تحسين إدارة ومراقبة الحدود البرية للبنان أمر بالغ الأهمية لمنع التدفق غير القانوني للأسلحة إلى الجماعات المسلحة.	1
والتقى الفريق خلال زياراته بالهيئات الوطنية المسؤولة عن الإشراف على نظام الجزاءات والهيئات المشاركة في التعامل مع التهديد الذي تشكله حركة طالبان وتنظيم القاعدة على أرض الواقع.	0
68 - وإنني أرحب بالتقدم المحرز في إزالة الألغام والمتفجرات من مخلفات الحرب في الصحراء الغربية.	1
(ج) منع التوريد أو البيع أو النقل المباشر أو غير المباشر لهؤلاء الأفراد والجماعات والمؤسسات والكيانات من أراضيها أو من قبل رعاياها خارج أراضيها، أو باستخدام السفن أو الطائرات التي ترفع علمها، للأسلحة والأعتدة ذات الصلة بجميع أنواعها. بما في ذلك الأسلحة والذخائر، والمركبات والمعدات العسكرية، والمعدات شبه العسكرية، وقطع الغيار اللازمة لما سبق ذكره، والمشورة الفنية أو المساعدة أو التدريب المتعلقة بالأنشطة العسكرية؛ ويشير إلى أنه يتعين على جميع الدول تنفيذ التدابير فيما يتعلق بالأفراد والكيانات المدرجة أسماؤهم في القائمة؛	1
حاء - منع الاستغلال والاعتداء الجنسيين من جانب موظفي الأمم المتحدة والأفراد المرتبطين بها وشركاء الأمم المتحدة والتصدي لهما؛	1
وقد أعربت عن القلق العميق لهذا المجلس والأمين العام بشأن الزيادة الأخيرة في التوترات بين الشمال والجنوب، فضلا عن استمرار عدم إحراز تقدم بشأن أبيي وغيرها من قضايا ما بعد اتفاق السلام الشامل.	0
وقد اتخذت جميع الدول خطوات لتنظيم إنتاج وبيع ونقل الأسلحة والمتفجرات، رغم أن أربع دول فقط نفذت هذه التدابير بالكامل.	1
