en_ar_TRANSFORMERS	MatConf
ويساورنا قلق خاص إزاء الافتقار إلى التدريب لموظفي الخدمة المدنية من المستوى المتوسط وأوجه القصور الرئيسية التي لا تزال قائمة في المجال القضائي.	0
وفي ذلك السياق، ما زلنا نشعر بالقلق إزاء أضعف الفئات في تيمور - ليشتي: الفقراء والمشردون.	0
وأدى ذلك إلى أن يقرر مجلس الأمن، في قراره 1556 (2004)، أن الصراع في السودان يشكل تهديدا للسلام والأمن الدوليين والاستقرار في المنطقة، وأن يدعو الحكومة بموجب الفصل السابع من ميثاق الأمم المتحدة إلى الوفاء فورا بالالتزامات المتعهد بها في البيان المشترك.	0
إذ يعيد تأكيد قراره 1373 (2001) المؤرخ 28 أيلول/سبتمبر 2001، وإذ يكرر تأكيد دعمه للجهود الدولية الرامية إلى استئصال جذور الإرهاب، وفقا لميثاق الأمم المتحدة،	0
وفي الإطار المؤسسي الذي وضعه الاتحاد الأفريقي لمكافحة الإرهاب، أُسند دور رئيسي إلى المفوضية وإلى مجلس السلام والأمن في تنسيق الجهود المبذولة في جميع أنحاء القارة.	0
”ويدرك مجلس الأمن ضرورة مواصلة استكشاف سبل تبادل الخبرات والدروس المستفادة في المجالات المشمولة بالقرار 1540 (2004)، مع المنظمات والترتيبات الدولية والإقليمية ودون الإقليمية، وتوافر البرامج التي قد تيسر تنفيذ القرار والمجالات التي تستطيع فيها تقديم المساعدة، بوسائل منها تعيين جهة اتصال أو منسق لتنفيذ القرار 1540 (2004).	0
دراسة حالة إفرادية: الهجوم على مدرسة في الطويلة، شمال دارفور	1
وقد اتخذ ما مجموعه 12 دولة خطوات لتنظيم إنتاج الأسلحة والمتفجرات وبيعها ونقلها، على الرغم من أن دولتين فقط نفذتا هذه التدابير تنفيذا كاملا.	0
المبادئ التوجيهية بشأن مكافحة غسل الأموال وتمويل الإرهاب	1
وكثيراً ما تؤدي حوادث الأجهزة المتفجرة المرتجلة إلى وقوع عدد كبير من الضحايا المدنيين، وتدمير واسع النطاق للهياكل الأساسية، والتفكك الاقتصادي لمجتمعات محلية بأكملها".	1
أجهزة إنفاذ القانون: إنشاء وحدات لمكافحة الإرهاب	0
وبالإضافة إلى الأفراد الـ 12 المدرجين في القائمة والمسجلين على أنهم أموات، فإن الفريق على علم بسبعة أشخاص آخرين أُبلغ عن وفاتهم من قبل دولة إقامتهم أو جنسيتهم إما إلى اللجنة أو الفريق أو الإنتربول، و 13 آخرين أُبلغ عن وفاتهم في مصادر مفتوحة ولكن لم تُخطر اللجنة أو الفريق رسميا بعد.	1
يقر بما لانتشار الأسلحة، ولا سيما الأسلحة الصغيرة، من أثر ضار على أمن المدنيين من خلال تأجيج الصراع المسلح، ويشجع [البعثة] على مواصلة جهودها في تقديم المساعدة إلى حكومة [المنطقة المتضررة] فيما يتعلق بعملية نزع سلاح المدنيين، ولا سيما عن طريق تعزيز قدرة السلطات المحلية على ردع الصراعات بين القبائل ورصد مبادرات نزع سلاح المدنيين القسري سعيا إلى تفادي عمليات نزع السلاح التي يمكن أن تزيد من حدة انعدام الأمن في [المنطقة المتضررة].	0
ويبحث تقرير الفريق أسباب عدم اعتراف العديد من الدول حتى الآن بكامل إمكانات نظام الجزاءات.	0
وفي عام 2014، قامت الشعبة، استجابة للقرارين 2083 (2012) و 2161 (2014)، ولزيادة تعزيز تنفيذ السلطات الوطنية لنظم الجزاءات المفروضة على مجلس الأمن، بتوحيد شكل جميع قوائم الجزاءات الصادرة عن مجلس الأمن، ووضعت قائمة الجزاءات الموحدة لمجلس الأمن التابع للأمم المتحدة، التي تشمل الأسماء المدرجة في جميع قوائم الجزاءات الصادرة عن لجان الجزاءات التابعة للمجلس.	0
ويعتبر اشتراك القوات الحكومية في بعض الهجمات تطورا سلبيا للغاية.	1
١٨ - وعلى الرغم من أن هذه هي المرة الأولى التي تشرع فيها منظومة الأمم المتحدة في جهد تخطيطي بهذا الاتساع والتعقيد يغطي تقريبا جميع مجالات العمل الرئيسية في ميدان المرأة والسلم والأمن، فإن خطة العمل على نطاق المنظومة توفر ثروة من المعلومات عن الأنشطة التي تضطلع بها منظومة الأمم المتحدة لصالح المرأة في مناطق النزاع وما بعد النزاع.	0
والموارد الطبيعية للجنوب الأفريقي، والجريمة العابرة للحدود، وتوافر الأسلحة الصغيرة في سياق الصراعات السابقة، تجعل المنطقة دون الإقليمية عرضة لخطر الوقوع في براثن غسل الأموال والمجرمين الدوليين وتجار المخدرات والجماعات الإرهابية.	1
27 - وواصل الجيش الوطني الرواندي قصف مواقع قوات الدفاع الشعبية الأوغندية هذه وشن هجمات عقيمة عليها، ودمر محطة الطاقة في نهر تشوبو من قواعد تكتيكية أقامها في وسط مناطق مدنية مأهولة.	1
13 - وتبين التقارير التي تفيد باختطاف أطفال أثناء الهجمات الأخيرة على السكان المدنيين الثمن المريع الذي يدفعه أطفال دارفور في هذه الحرب الأهلية.	1
وخلال المشاورات غير الرسمية التي أجرتها اللجنة في 22 أيار/مايو، قدم منسق فريق الرصد عرضا شفويا عن التهديد الحالي للسلام والأمن الدوليين الذي يشكله تنظيم القاعدة والمنتسبون إليه.	0
وفي 20 تموز/يوليه، اجتمع المجلس في مناقشة مفتوحة (الجلسة 4174) للنظر في دوره في منع نشوب الصراعات المسلحة.	0
ومن المسائل الرئيسية التي يقر كلا الجانبين بأنها تتعلق بشطب أسماء الطالبان من القائمة الموحدة المنشأة عملا بالقرارين 1267 (1999) و 1333 (2000)، وهي مسألة تقع حصرا تحت سيطرة اللجنة.	0
33 - وفي 3 أيلول/سبتمبر، أبلغت حكومة الهند الأمم المتحدة بقرارها عدم تجديد عقد نشر ست طائرات هليكوبتر عسكرية للخدمات (Mi-17) إلى بعثة الأمم المتحدة في السودان بعد 31 تشرين الأول/أكتوبر.	1
وتؤدي المعلومات الخاطئة إلى تفاقم التمييز والوصم القائمين على الهوية، وتتسبب في العنف بين المجتمعات المحلية وداخلها.	1
”ويعرب مجلس الأمن عن قلقه البالغ لأن استمرار حالة عدم الاستقرار وزيادة الفراغ الأمني في جمهورية أفريقيا الوسطى لا يزال يؤثر سلبا على عمليات مكافحة جيش الرب للمقاومة ويسهم في تعزيز جيش الرب للمقاومة في البلد.	0
وقُتل ضابط من شرطة تيمور - ليشتي الوطنية وأصيب ضابطان بجروح.	1
ويُزعم أن جميع هذه الهجمات شملت عناصر من جيش الرب للمقاومة.	1
ونُفِّذت أعمال النهب بشكل رئيسي ضد القبائل الأفريقية واستهدفت عادة الممتلكات اللازمة لبقاء تلك القبائل وسبل عيشها.	1
وهي تشجع المجتمعات المحلية على الرصد الذاتي والتصدي للآراء الاستقطابية دون تدخل الحكومة كوسيلة أكثر استدامة لمنع التطرف داخل المجتمعات المحلية.	0
وفي حين لم يبلغ أي من القرويين عن أي حالات اغتصاب إلى فريق التحقيق التابع للعملية المختلطة، فإن القوات المسلحة السودانية وأفراد الاستخبارات العسكرية كانوا في الواقع موجودين في القرية أثناء التحقيق الذي أجرته العملية المختلطة.	0
غير أن مجلس الأمن واللجنة قد أدخلا تغييرات كثيرة على إجراءاتهما على مر السنين، مما أدى إلى تحسين الشفافية والاعتراف بمعايير الإنصاف الأساسية التي يمكن تطبيقها إذا كانت قراراتهما قضائية.	0
وسينظم اجتماعات مع فريق الرصد وخبراء لجنة مجلس الأمن المنشأة عملا بالقرار 1540 (2004) من أجل مناقشة المسائل ذات الاهتمام المشترك وكفالة التنسيق المناسب في عملنا.	0
كما تمت زيارة الهياكل الحكومية المعنية، مثل مركز الاحتجاز الرئيسي في أبيدجان ومراكز الشرطة.	1
في جلسة مجلس الأمن 5659، المعقودة في 12 نيسان/أبريل 2007، أدلى رئيس مجلس الأمن باسم المجلس بالبيان التالي فيما يتصل بنظر المجلس في البند المعنون "الأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية":	1
٢١٧ - وتشجع اللجنة، على سبيل المثال، على وضع برنامج وطني للجبر، وهذا لا يعادل مجرد التعويض النقدي، بل ينبغي النظر في مجموعة من التدابير الضرورية، بما في ذلك الاعتراف بالخطأ، والتعويض عن الضرر الذي يمكن تقييمه اقتصاديا، والإفصاح العام الكامل عن الأحداث المعنية )بما في ذلك من خلال نشر هذا التقرير(، ووضع برامج لإعادة التأهيل، والجزاءات الإدارية ضد الأشخاص داخل المؤسسات التي تتحمل المسؤولية.	0
وينبغي للدول أن تعتمد نهجاً شاملاً في عدم توفير الملاذ الآمن، حيث يلزم اتخاذ عدة تدابير مترابطة لضمان الفعالية، بما في ذلك التدابير التشريعية وتدابير إنفاذ القانون ومراقبة الحدود واللاجئين واللجوء.	0
وبالإضافة إلى إمكانية تحميل هؤلاء الأفراد، بموجب مبدأ العمل الإجرامي المشترك، المسؤولية عن الجرائم التي يرتكبها آخرون أثناء الهجمات، يشتبه في قيامهم بهجمات عشوائية ضد المدنيين، وهي جريمة حرب.	1
وتمكن خبراء الطب الشرعي التابعون للجنة من التحقق من أن بعض العسكريين دُفنوا في الخنادق الموجودة حول المخيم العسكري، وأن جميع المدنيين دُفنوا في مقابر متعددة في البلدة.	1
وإذ يشير إلى الحق في حرية التعبير الوارد في المادة 19 من الإعلان العالمي لحقوق الإنسان الذي اعتمدته الجمعية العامة في عام 1948 ("الإعلان العالمي")، وإذ يشير أيضاً إلى الحق في حرية التعبير الوارد في المادة 19 من العهد الدولي الخاص بالحقوق المدنية والسياسية الذي اعتمدته الجمعية العامة في عام 1966 ("العهد الدولي الخاص بالحقوق المدنية والسياسية")، وإلى أن أي قيود تفرض على هذا الحق لا تكون إلا على النحو المنصوص عليه في القانون واللازم للأسباب المبينة في الفقرة 3 من المادة 19 من العهد الدولي الخاص بالحقوق المدنية والسياسية،	0
ولكن، بما أن الجريمة ليست من عمل الأفراد وإنما من عمل مجموعة متطورة، يبدو جدا أن الاحتيال والفساد وغسل الأموال كان يمكن أن تكون أيضا دوافع للأفراد للمشاركة في العملية.	1
وجاء ذلك نتيجة لأولوية المضي قدما في إصلاح هيكل الشرطة، التي منحتها المفوضية الأوروبية للبوسنة والهرسك، بعد فشل البوسنة والهرسك في التوصل إلى اتفاق بشأن الانضمام إلى الاتحاد الأوروبي.	0
(هـ) الاجتماع الافتتاحي لفريق الاتصال الدولي المعني بليبيا، المقرر عقده في أديس أبابا في 3 كانون الأول/ديسمبر 2014، وأعربوا عن تأييدهم للجهود التي تبذلها البلدان المجاورة والممثل الخاص للأمين العام لليبيا لتهيئة الظروف المواتية للحوار بين جميع الأطراف الليبية، باستثناء الجماعات الإرهابية المعروفة.	0
وتقدم الفروع التالية وصفا للنتائج الوقائعية التي توصلت إليها اللجنة فيما يتعلق بأنماط الهجمات على المدنيين في ولايات دارفور الثلاث.	1
وتنشر صحف يومية مثل صحيفة Frathernité Matin وصحيفة Notre Voie القريبتين من الحزب السياسي الشعبي الإيفواري رسائل قومية وتحريض على الحرب الشاملة.	1
21 - وكانت هناك أيضا تقارير مستمرة تفيد بأن طائرات الهليكوبتر الإيفوارية متمركزة في غينيا وأن غينيا قد أعارت إحدى الطائرات العمودية التي دمرتها القوات الفرنسية في تشرين الثاني/نوفمبر 2004.	0
٣٩٢ - وعلى أساس المعلومات المتاحة للجنة، يبدو أن أعمال النهب التي قام بها الجنجويد أساسا في سياق الهجمات على القرى قد جرت على نطاق واسع وتغاضيت عنها حكومة السودان من خلال نشر ثقافة الإفلات من العقاب والدعم المباشر للجنجويد.	1
وتبرهن حركة الشباب على تحسن قدرتها على شن هجمات إرهابية معقدة، بما في ذلك في المنطقة الأوسع نطاقا، على نحو ما اتضح مؤخرا من الهجوم الذي شن في أيلول/سبتمبر 2013 في نيروبي على مركز مول وستغات.	1
وتعمل الدول غير الأعضاء في الاتحاد الأوروبي بشكل مستقل على وضع أطر تشريعية لمكافحة الإرهاب وإدراج الجرائم المنصوص عليها في الصكوك الدولية لمكافحة الإرهاب في قوانينها المحلية.	0
وقد أعربت آليات الأمم المتحدة لحقوق الإنسان، على سبيل المثال، عن قلقها إزاء الخطوات التي اتخذتها بعض الدول لتقليص أنشطة بعض الجماعات الدينية أو أعضائها، وفي بعض الحالات تجريمها.	0
بيد أن المسؤولية عن اتخاذ مزيد من الإجراءات تقع أيضا على عاتق الدول الأعضاء، بتقديم الأسماء، أو الإشارة إلى المشاكل، أو مناقشة إدخال مزيد من التحسينات على الإجراءات.	0
ويمكن للموارد الساكنة، على وجه الخصوص، التي يمكن للكوادر المقاتلة الوصول إليها مباشرة (بدلا من الوصول إليها من خلال تسلسلها القيادي)، أن تطيل أمد الصراع عن طريق خلق مشاكل انضباط تجعل من الصعب على القادة فرض تسوية على أتباعه.	1
وفي الآونة الأخيرة، نظمت المديرية التنفيذية بالاشتراك مع المركز حلقة عمل لمسؤولي الشرطة والجمارك والشؤون الخارجية من بلدان المنطقة دون الإقليمية بشأن مسألة مراقبة الحدود.	0
ويُلزم الإعلان الدول المشاركة بدعم البرامج المتعلقة بالحد من العنف المسلح من منظور التنمية وحقوق الإنسان.	0
وعرض المسؤولون وجهة نظر الحكومة وسياساتها فيما يتعلق بالنزاع في دارفور.	0
وفي حوالي الساعة 00/17، مرت سيارة بسرعة، وأطلق السيد كياك ورجاله النار، مما أدى إلى إصابة الكاهن الذي كان يقود السيارة.	1
التعاون في وضع وتنفيذ سياسة تراعي الفوارق بين الجنسين بشأن فيروس نقص المناعة البشرية/الإيدز في مجالات مثل التدريب، ومدونات قواعد السلوك، واختبار فيروس نقص المناعة البشرية، والتعاون المدني والعسكري، والمعلومات المرجعية، ومواد أفضل الممارسات؛ وإدماج سياسة بشأن فيروس نقص المناعة البشرية/الإيدز في إدارة عمليات حفظ السلام وتعزيز قدرات عمليات حفظ السلام (بما في ذلك حفظة السلام في المستقبل) على التصدي لفيروس نقص المناعة البشرية/الإيدز.	0
ويقع على عاتق المتمردين التزام مماثل فيما يتعلق بجميع الجرائم التي قد يرتكبونها، سواء تم تحديد هوية الجناة ومعاقبتهم أم لا.	1
317 - ولم تجد اللجنة أي معلومات أو أدلة تشير إلى أن الجماعات المتمردة مسؤولة عن التسبب في دمار واسع النطاق.	0
وقال الممثل الخاص للأمين العام إن الحالة الإنسانية في الصومال، بسبب المجاعة، رهيبة وتتسبب في وفيات وتشريد على نطاق واسع.	1
وفي الفترة من 14 إلى 18 تشرين الأول/أكتوبر، شارك مكتب الأمم المتحدة لغرب أفريقيا ومكتب الأمم المتحدة الإقليمي في وسط أفريقيا في حلقة عمل نظمها حوض بحيرة تشاد في ياوندي لوضع استراتيجية إقليمية لمكافحة الإرهاب، فضلا عن إجراء مناقشات بشأن فرقة العمل المشتركة المتعددة الجنسيات.	0
وتجدر الإشارة في هذا الصدد إلى ورقة فرقة العمل المعنية بالإجراءات المالية بشأن أفضل الممارسات في مجال غسل الأموال بشأن كشف ومنع النقل غير المشروع عبر الحدود للنقدية والصكوك القابلة للتداول لحاملها، والمبادئ التوجيهية لمنظمة الجمارك العالمية بشأن الإنفاذ في مجال مكافحة غسل الأموال وتمويل الإرهاب.	0
كما أدى غياب سلطة الدولة إلى إنشاء جماعات مجتمعية للدفاع عن النفس لحماية المجتمعات المحلية من الجماعات المسلحة، التي كثيرا ما أصبحت هي نفسها مصدرا للصراع.	1
x يجب على البلدان المساهمة بقوات وبأفراد شرطة أن تكفل توفير التدريب المناسب لزيادة وعي أفرادها المشاركين في بعثات الأمم المتحدة لحفظ السلام وغيرها من البعثات ذات الصلة التي يأذن بها مجلس الأمن لحماية المدنيين والاستجابة لشواغلهم المتعلقة بالحماية.	0
وأنشأت المملكة المتحدة فرقة عمل معنية بالعدالة الجنائية، قامت بتدريب العاملين في مجال القضاء على النظر في قضايا مكافحة المخدرات في كابل، حيث أُحيلت 65 قضية أدت إلى 15 إدانة وعقوبة تتراوح بين ثلاث وتسع سنوات.	1
وإذ يشدد على أهمية عمليات المعونة الإنسانية ويدين جميع أعمال العنف أو التهديد بالعنف ضد موظفي الأمم المتحدة والجهات الفاعلة في المجال الإنساني وأي تسييس للمساعدة الإنسانية من جانب الطالبان والجماعات أو الأفراد المرتبطين بهم،	0
(أ) فريق رصد في نيويورك يضم عددا يصل إلى خمسة خبراء، بمن فيهم رئيس، لرصد تنفيذ جميع التدابير المفروضة بموجب القرارين 1267 (1999) و 1333 (2000)، بما في ذلك في ميادين حظر الأسلحة ومكافحة الإرهاب والتشريعات ذات الصلة، وبالنظر إلى الصلة بين شراء الأسلحة وتمويل الإرهاب وغسل الأموال والمعاملات المالية والاتجار بالمخدرات؛	0
ويشدد المجلس على ضرورة قيام جميع الأطراف باحترام وصون أمن مخيمات اللاجئين والمشردين داخليا وطابعها المدني.	0
ومن المحزن أن نائب القائد وأحد الحراس قتلا في الهجوم، بينما أصيب القائد وأحد المشرفين بجروح.	1
ونشعر بالأسى بشكل خاص إزاء العدد المنخفض للغاية من اللاجئين العائدين، الذين هم أكثر المؤشرات فائدة لتقييم الحالة في المقاطعة.	0
وحتى في الحالات التي يوجد فيها أساس قانوني للتعاون فيما بين الدول في المسائل المتصلة بمكافحة الإرهاب، لا يزال تحقيق التعاون العملي يشكل تحديا، والأسباب هي ذات طابع تقني وسياسي على حد سواء.	0
▪ شن هجوم قد يتوقع منه أن يتسبب عرضاً في خسائر في الأرواح أو في إصابات بالمدنيين أو في إلحاق أضرار بأعيان مدنية أو في مزيج منه يكون مفرطاً بالقياس إلى الميزة العسكرية الملموسة والمباشرة المتوقعة؛	1
وعلى الرغم من أن الرئيس تصرف في حدود صلاحياته الدستورية، فقد ناقشت معه الشواغل من أن يؤدي العفو الصادر في 25 كانون الأول/ديسمبر 2009 إلى تفاقم تصورات الإفلات من العقاب.	0
وادعت اللجنة أن المتمردين قتلوا داخل المستشفى في بارام بعض الجنود فضلا عن 13 مدنيا.	1
يشرفني أن أحيل طيه التقرير الحادي عشر لفريق الدعم التحليلي ورصد الجزاءات المنشأ عملا بقرار مجلس الأمن 1526 (2004) والممدد بموجب القرار 1904 (2009).	0
(أ) مواصلة تعزيز تعاونها مع المنظمات الدولية والإقليمية ودون الإقليمية وإيجاد سبل للعمل مع تلك المنظمات على أساس كل حالة على حدة، بما يعكس التباين في قدرة كل منظمة وولايتها، بما في ذلك تبادل الآراء على مستوى العمل، وتقديم إحاطات إلى اللجنة ومنها، وتعزيز ترتيبات تبادل المعلومات؛	0
ويؤسفني هذه النتيجة المخيبة للآمال، التي تتناقض تناقضا حادا مع الإرادة والالتزام السياسيين الاستثنائيين للعتاد العسكري الذي أظهرته الدول الأعضاء فيما يتعلق بمكافحة القرصنة.	0
152 - وقد اجتذبت الحالة المذكورة أعلاه الاهتمام، ولكن الفريق لاحظ أمثلة أخرى غير مبلغ عنها، وهي أمثلة على استيراد مركبات للاستخدام العسكري.	1
96- ولاحظت اللجنة أن قانون قوات الأمن الوطني، بصيغته المعدلة في عام 2001، يمنح قوات الأمن سلطات واسعة النطاق، بما في ذلك سلطة الاحتجاز دون توجيه تهمة أو اللجوء إلى قاض لمدة تصل إلى تسعة أشهر.	0
10 - وسيقوم مكتب الأمم المتحدة لدعم بناء السلام في جمهورية أفريقيا الوسطى، إدراكا منه أنه لا يوجد بلد في المنطقة دون الإقليمية قادر على تنفيذ هذه التوصيات بمفرده، وبناء على طلبه وبالشراكة مع المنظمات دون الإقليمية والإقليمية، بتيسير التعاون بين هذه البلدان من أجل القضاء نهائيا على انعدام الأمن العابر للحدود الذي تتسبب فيه الجماعات المسلحة وتلك التي تقيم حواجز على الطرق.	0
وليس هناك ما هو أكثر إلحاحا في سيراليون من صون السلام والأمن والاستقرار في البلد.	0
وإذ تشير في هذا السياق إلى أن قتل أفراد مجموعة إثنية بنية تدمير هذه المجموعة، كليا أو جزئيا، يشكل جريمة يعاقب عليها القانون الدولي،	1
وبالإضافة إلى ذلك، سافر فريق الرصد مرتين إلى بلجيكا، مرة واحدة لحضور ندوة منظمة الطيران المدني الدولي ومرة أخرى للاجتماع بممثلي منظمة الجمارك العالمية، وكذلك إلى فرنسا لحضور اجتماع خبراء بشأن الجزاءات المالية المحددة الهدف نظمته فرقة العمل المعنية بالإجراءات المالية، ولحضور الاجتماع العام الثالث لفرقة العمل.	0
وتقوم البعثة بالتخطيط والإعداد للعمليات العسكرية ضد القوات الديمقراطية لتحرير رواندا، مع مراعاة الطبيعة المتناثرة للمجموعة وانغماسها في صفوف السكان المحليين.	1
ونحث حكومة هايتي على اتخاذ تدابير قوية لمنع هذا العنف وضمان تقديم مرتكبي تلك الأعمال إلى العدالة.	0
ويؤكد المجلس ضرورة تقديم الأفراد الذين يحرضون على العنف ضد المدنيين في حالات النزاع المسلح أو يتسببون فيه، أو ينتهكون القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان، إلى العدالة، بطريقة مناسبة.	0
ومنذ أن أُفيد عن استخدام طائرات من طراز SA-7 لمهاجمة طائرات ركاب إسرائيلية في كينيا المجاورة في تشرين الثاني/نوفمبر 2002، تثير هذه المعلومات القلق.	1
20 - خلص فريق الرصد خلال فترة الولاية الحالية إلى أن تدفقات الأسلحة من اليمن إلى الصومال لا تأتي من الجماعات الإجرامية (إلى سوق بكارا للأسلحة لتشتريها المعارضة) فحسب، بل أيضا من حكومة اليمن مباشرة إلى الحكومة الاتحادية الانتقالية.	0
48 - واصل مكتب الأمم المتحدة المشترك لحقوق الإنسان تقديم الدعم لإنشاء وتشغيل عيادات قانونية تعالج قضايا العنف الجنسي؛ وقد بدأت تسع من هذه العيادات، التي تديرها منظمات غير حكومية محلية، عملها منذ كانون الثاني/يناير، وفي 21 آذار/مارس، بدأ مكتب الأمم المتحدة المشترك لحقوق الإنسان وشرطة البعثة، بالشراكة مع بعثة الشرطة التابعة للاتحاد الأوروبي، تدريب المدربين لمدة شهرين على تقنيات التحقيق في جرائم العنف الجنسي في الكونغو السفلى لفائدة 50 من ضباط الشرطة القضائية.	0
77 - ويعتقد الفريق أنه ينبغي لجميع الدول، كحد أدنى، أن تكفل قيام تجار المعادن الثمينة والأحجار الكريمة باتخاذ تدابير لمنع غسل الأموال وتمويل الإرهاب بما يتفق مع متطلبات فرقة العمل المعنية بالإجراءات المالية.	0
والعامل الثالث هو ضعف وجود الشرطة، والعامل الرابع هو تدخل الجهات الفاعلة الأجنبية في الحالة في دارفور.	1
وخلص أعضاء اللجنة إلى أن هناك أسباباً معقولة لإثبات أن الجرائم ضد الإنسانية قد ارتُكبت ولا تزال تُرتكب في جمهورية كوريا الشعبية الديمقراطية كمسألة تتعلق بسياسة الدولة.	1
5 - وخلال الحرب الباردة، وجه الأمناء العامون للأمم المتحدة الانتباه إلى مسائل محددة تتعلق بالجريمة العابرة للحدود وتعقّد حالات الصراع المدرجة بالفعل في جدول أعمال مجلس الأمن.	1
وخلال الفترة قيد الاستعراض، اكتشفت البعثة ووسمت 260 لغما وقطعة من الذخائر غير المنفجرة، ورصدت تدمير 693 3 لغما وقطعة من الذخائر غير المنفجرة.	1
وإذ تؤكد أنه لا يمكن دحر الإرهاب إلا باتباع نهج مطرد وشامل ينطوي على المشاركة والتعاون النشطين من جانب جميع الدول والمنظمات الدولية والإقليمية لعرقلة التهديد الإرهابي وإضعافه وعزله وعجزه،	0
وفي العقد الذي انقضى منذ هجوم عام 2003 في بغداد، تضاعف عدد ضحايا العاملين في مجال تقديم المعونة إلى ثلاثة أضعاف، حيث بلغ أكثر من 100 حالة وفاة في السنة.	1
وكان من بينهم صبي يبلغ من العمر 15 عاما كان قد ألقي القبض عليه في نيالا، شمال دارفور، في تشرين الثاني/نوفمبر 2004 عندما كان عائدا من العمل إلى منزله.	1
أود أن أشير إلى الفقرة 4 من قرار مجلس الأمن 1956 (2010) الذي طلب فيه إلى حكومة العراق أن تقدم تقريرا خطيا إلى المجلس في موعد لا يتجاوز 1 أيار/مايو 2011 عن التقدم المحرز نحو الانتقال إلى آلية ما بعد صندوق التنمية، ويسرني أن أحيل إليكم طيه تقريرا من حكومة العراق يتضمن تدابير ترمي إلى القيام، بحلول 30 حزيران/يونيه 2011 على أقصى تقدير، بالانتقال الكامل والفعال إلى آلية ما بعد صندوق التنمية تمكن العراق من الوفاء بالمتطلبات المنصوص عليها في الفقرة 21 من قرار مجلس الأمن 1483 (2003) (انظر الضميمة).	0
وأخبروا اللجنة بأن الشرطة كانت مستهدفة بالفعل خلال الهجمات على القرى، ولكنهم ألقوا باللائمة أساسا على الجنجويد على هذه الأعمال.	1
وقُتل بعض جنود الحكومة بإجراءات موجزة.	1
ورحب القادة بالبيان الذي أدلى به رئيس مجلس الأمن في 14 تموز/يوليه 2005 وأعربوا عن تأييدهم لمبادرة ممثلي الخاص، غير أنهم استغلوا الفرصة أيضا للإعراب عن قلقهم من أن الرئيس يوسف ورئيس الوزراء جيدي قد يلجأان إلى مواجهة مسلحة معهم.	0
89- وهناك حالات اختفاء في جميع جوانب النزاع ولكن الأعداد غير معروفة.	1
وتشكيل الفريق - وهو فريق من الخبراء ذوي الخبرة في مجال مكافحة الإرهاب، والخبرة الدبلوماسية والتحليلية والقضائية والمالية والقانونية، يدعمه فريق رفيع المستوى من الموظفين الفنيين في الأمم المتحدة - يؤهل للقيام بذلك.	0
وهي توفر البنية التحتية والمرافق الصحية المحسنة، والدعم الطبي للنزلاء والموظفين، وبرامج التعليم والتدريب المهني في مجالات مثل البناء والخياطة والنجارة وصنع الطوب.	0
وأعرب أعضاء المجلس، وهم يؤكدون من جديد إدانتهم لهذا الهجوم القاتل على اللاجئين العزل، عن أملهم في أن يتلقوا تقريرا نهائيا عن التحقيق في القريب العاجل.	0
فالصوماليون المستنيرون جيدا وغيرهم ممن لديهم معرفة وثيقة بالتطورات في كلا الجانبين يقولون، فيما يتعلق باحتمال حدوث مواجهة عسكرية، إن المسألة ليست مسألة معرفة ما إذا كان ذلك أم لا، بل مسألة متى.	0
وتعرضوا أيضا لحرمان شديد من حريتهم وحرية تنقلهم داخل جمهورية كوريا الشعبية الديمقراطية، وحرمانهم من الحق في الاعتراف بهم كشخص أمام القانون، وحقهم في عدم التعرض للتعذيب وغيره من ضروب المعاملة القاسية أو اللاإنسانية أو المهينة.	1
:: الاجتماعات التشاورية التي عقدت مع العديد من الشركاء الذين اعترفوا بأهمية برنامج الاستثمار ذي الأولوية، وأعربوا عن التزامهم بدعم مجموعة البلدان الخمسة المطلة على الساحل فيما يتعلق بتمويل البرنامج وإنشاء الأمانة الدائمة، بما في ذلك البنك الدولي، ومصرف التنمية الأفريقي، والبنك الإسلامي للتنمية، والصناديق والمصارف العربية، والاتحاد الأوروبي، والأمم المتحدة، وقد أشاد هؤلاء الشركاء بطاقة مجموعة البلدان الخمسة الواقعة على الساحل والقيادة القوية لرؤساء الدول، كما يدل على ذلك نهجهم البارز في التعامل مع التحديات الرئيسية في منطقة الساحل، ولا سيما في مجالي الأمن والتنمية.	0
110 - ولا يزال بعض المراقبين غير مقتنعين بأهمية التهديد، بينما ينتقد آخرون إعطاء الأولوية للتهديدات الكيميائية والبيولوجية والإشعاعية والنووية على جوانب أخرى من الإرهاب أو أنواع التهديد.	0
8 - وسيكون المجلس يقظا بوجه خاص فيما يتعلق بمن قد يسعون إلى عرقلة العملية الانتقالية، ولا سيما أولئك الذين قد يتصرفون في انتهاك لحظر توريد الأسلحة في جمهورية الكونغو الديمقراطية أو يرفضون المشاركة في عمليات نزع السلاح والتسريح وإعادة الإدماج أو نزع السلاح والتسريح وإعادة الإدماج والإعادة إلى الوطن أو إعادة التوطين وإدماج القوات المسلحة لجمهورية الكونغو الديمقراطية.	0
