en_ar_TRANSFORMERS	VerConf
وعززت الدول أيضا تنفيذ تدابير مكافحة الإرهاب المطلوبة على المستوى المؤسسي.	0
2 - يهيب بالحكومة السورية أن تنفذ على نحو واضح التزاماتها كاملة، على النحو الذي وافقت عليه في التفاهم الأولي وعلى النحو المنصوص عليه في القرار 2042 (2012)، بما يلي: (أ) وقف تحركات القوات نحو المراكز السكانية، (ب) وقف جميع أشكال استخدام الأسلحة الثقيلة في تلك المراكز، (ج) الانسحاب الكامل من التجمعات العسكرية في المراكز السكانية وحولها، وكذلك سحب قواتها وأسلحتها الثقيلة من المراكز السكانية إلى ثكناتها أو أماكن انتشارها المؤقتة لتيسير وقف العنف بشكل مستمر؛	1
8 - ويساورنا قلق بالغ أيضا إزاء تفاقم آفة الإرهاب والتطرف العنيف في منطقة الساحل والصحراء، فضلا عن الصلات الوثيقة التي تقيمها الجماعات الإرهابية المسلحة مع الجريمة المنظمة عبر الوطنية، ولا سيما الاتجار بالمخدرات والبشر وغسل الأموال والاتجار غير المشروع بالأسلحة.	1
ولا تزال أوغندا تشعر بالقلق إزاء الحالة الإنسانية في دارفور.	1
ولم تضع دولة واحدة استراتيجية لمكافحة الإرهاب ولا الهياكل التنظيمية اللازمة.	1
4 - لا يزال الإرهاب يشكل تهديدا خطيرا للسلام والأمن في جميع أنحاء أفريقيا، وهو عامل دافع لعدد متزايد من حالات الصراع.	0
وفي الفترة من 3 إلى 8 تموز/يوليه، نظمت البعثة دورة تدريبية عن موضوع ”المرأة والقيادة“ للمرشحات المحتملات في الانتخابات المقبلة، وفي 25 آب/أغسطس، أطلقت البعثة، بالاشتراك مع منظمة غير حكومية محلية، برنامجا إذاعيا أسبوعيا بهدف زيادة وعي المرشحات والناخبات على حد سواء.	0
6 - وقد بدأ إبراز الصلة بين الجريمة العابرة للحدود والإرهاب في أعقاب تفجيرات تنظيم القاعدة للسفارتين الأمريكيتين في جمهورية تنزانيا المتحدة وكينيا في عام 1998.	0
وبالمثل، أعطتنا قيادة الوحدة، بموجب الأمر رقم 206/1735 المؤرخ 18 شباط/فبراير 2005، إذنا كتابيا من ذلك الحزب، المرجع 36/2005 المؤرخ 18 شباط/فبراير 2005، يتضمن أمرا بالإبقاء على السيارات من موكب الحريري داخل الثكنات، وتغطية تلك السيارات بالخيام ووضعها تحت الحراسة، وهو الأمر الذي تم.	0
1 - يقرر أن تتخذ جميع الدول التدابير التالية فيما يتعلق بالأفراد والكيانات الذين حددوا قبل هذا التاريخ بأنهم الطالبان، وسائر من يرتبط بهم من أفراد وجماعات ومؤسسات وكيانات، على النحو المحدد في الفرع ألف (”المرتبطون بالطالبان“) والفرع باء (”الكيانات وغيرها من الجماعات والتعهدات المرتبطة بالطالبان“) من القائمة الموحدة للجنة المنشأة عملا بالقرار 1267 (1999) و 1333 (2000) اعتبارا من تاريخ اتخاذ هذا القرار، وكذلك سائر الأفراد والجماعات والمؤسسات والكيانات المرتبطة بالطالبان في تهديد سلام أفغانستان واستقرارها وأمنها على النحو الذي حددته اللجنة المنشأة بموجب الفقرة 30 (يشار إليها فيما يلي بـ ”القائمة“):	1
وينبغي أن تترتب على عدم الامتثال للالتزامات المنصوص عليها في الميثاق عواقب بالنسبة لأي دولة عضو، وينبغي ألا يكون السودان استثناء.	1
ونحث إسرائيل على التقيد بالتزاماتها تجاه سكان الأراضي المحتلة.	1
28 - وبالنظر إلى الحالة السائدة، أعتقد أن البعثة لا تزال تؤدي دورا هاما في مجال تحقيق الاستقرار ورصد وقف إطلاق النار على أرض الواقع، وأود أن أوصي بتمديد ولايتها لفترة ستة أشهر أخرى حتى 30 نيسان/أبريل 2006.	0
ويجب رفع الحصار فورا حتى يتسنى للسكان المدنيين في غزة الحصول على المياه والعمل والتجارة والعلاج الطبي والتعليم - أساسا، على احتياجاتهم الأساسية.	1
ويساورنا القلق إزاء تزايد التمرد في بعض أجزاء أفغانستان.	1
ويتضح ذلك من الحوادث الأخيرة لسوء انضباط المفرزة، ولا سيما ادعاء مقتل مدني على يد قائد المفرزة في فرشانا في 22 آذار/مارس.	1
ولم يبلغ أي من شهود العيان عن إطلاق منشورات، أو عن توجيه تحذيرات على الراديو أو عن طريق رؤساء القبائل، أو عن تحليق طائرة منخفضة فوق القرى لتحذير المدنيين من هجوم وشيك.	1
ويعتقد أن هذه الميليشيات تعمل أساسا في إطار هيكل إداري قبلي.	0
15 - يعرب عن استعداده للنظر في مدى ملاءمة وجدوى إنشاء مناطق أمنية مؤقتة وممرات آمنة لحماية المدنيين وتقديم المساعدة في الحالات التي تنطوي على خطر الإبادة الجماعية والجرائم ضد الإنسانية وجرائم الحرب ضد السكان المدنيين؛	0
وإذ يرحب بالجهود التي تبذلها السلطات البوروندية لمكافحة الإفلات من العقاب، ولا سيما محاكمة وإدانة بعض مرتكبي مذبحة موينغا،	1
(ح) أن يقدم إلى المجلس، عن طريق اللجنة، إحاطة منتصف المدة في غضون 90 يوما من تاريخ إنشائه؛	0
وفي الوقت نفسه، توسعت حركة المقاومة السرية في جميع أنحاء البلد وأعيدت حركة شعبية، وفي 30 آب/أغسطس 1999، صوت 78 في المائة من السكان التيموريين لصالح التحرر من الإدارة الإندونيسية في المشاورة الشعبية التي ترعاها الأمم المتحدة.	0
وضع واستخدام ترتيبات فعالة للتحقيق في الانتهاكات الجسيمة للقانون الإنساني والجنائي والمقاضاة عليها، على الصعيد المحلي و/أو الدولي (منذ بداية العملية).	0
ويعتمد نجاح تدابير مكافحة الإرهاب إلى حد كبير على التنسيق الفعال لجهود المجتمع الدولي لقمع مختلف أشكال دعم الإرهاب، ولا سيما تمويله.	0
57 - وكانت المصلحة الذاتية لمن يعارضون إنشاء حكومة حسنة النية مصلحة ثابتة، وقد كشف فريق الرصد في تقاريره السابقة هذه المشكلة المركزية في الصومال، وتبقى المشكلة قائمة، وأبرز موضوع في هذا التقرير هو استمرار الاتجاه إلى تصعيد العنف المحتمل في نمط من حماية المصالح الخاصة الراسخة.	1
ونحث جميع الدول الأعضاء على اتخاذ خطوات فورية للامتثال للالتزام الوارد في القرار 2036 (2012) بحظر تجارة الفحم الصومالي، ولا سيما من جانب أكثر الأطراف نشاطا في هذه التجارة.	1
وفي هذا الصدد، نحيط علما بالبيانات التي أدلى بها الممثلون المنتخبون الرئيسيون لكوسوفو، الذين أدانوا على الفور الجريمة ودعوا إلى تقديم مرتكبيها إلى العدالة.	1
29- وصمم المكتب، بالتعاون مع جامعة سيشيل وخبراء من المركز، منهجاً دراسياً لموظفي الشرطة وخفر السواحل وغيرهم من موظفي إنفاذ القانون المشاركين في التحقيق في جرائم القرصنة والجرائم البحرية.	0
وشددنا على العواقب المأساوية التي خلفتها هذه الرسائل مؤخرا في أماكن أخرى من القارة.	1
ويذكّر الفريق الدول بأنه على الرغم من الاقتراحات التي قدمها الفريق الرفيع المستوى المعني بالتهديدات والتحديات والتغيير وغيره من الجهات، خلافا لذلك (A/59/565، الفقرة 152)، فإن اللجنة لديها منذ وقت طويل معايير للإدراج في القائمة والشطب منها على حد سواء.	1
33 - وخلال الفترة المشمولة بالتقرير، انخفض الخطر الذي شكله أفراد الجيش السابق خلال الفترة المشمولة بالتقرير، عقب وفاة الزعيم الذي أعلن نفسه في 9 نيسان/أبريل، رافيكس ريسيسانتين (انظر S/2005/313، الفقرة 16).	0
وترى اللجنة أن حالات التعذيب قد تصل بالتالي إلى حد جريمة ضد الإنسانية، وقد تنطوي أيضاً، بالنظر إلى الطابع التمييزي للهجمات، على جريمة الاضطهاد بوصفها جريمة ضد الإنسانية.	1
ويبدو أن هذه الأنشطة الإجرامية لها أثر ممتد بتغذية الإرهاب في أفريقيا والأنشطة الإجرامية التي تزدهر في مناطق أخرى من العالم.	1
في 14 نيسان/أبريل 2012، اتخذ مجلس الأمن القرار 2042 (2012)، الذي أحاط فيه علما بالتزام الحكومة السورية بتنفيذ اقتراح النقاط الست المقدم من المبعوث الخاص للأمم المتحدة، السيد عنان؛ ودعا إلى التنفيذ العاجل والشامل والفوري لجميع عناصر الاقتراح؛ وأهاب بجميع الأطراف في سورية، بما في ذلك المعارضة، أن توقف فورا جميع أشكال العنف المسلح بجميع أشكاله؛ وأعرب عن اعتزامه القيام فورا، بعد التشاور بين الأمين العام والحكومة السورية، بإنشاء بعثة إشراف تابعة للأمم المتحدة في سوريا لرصد وقف جميع الأطراف للعنف المسلح بجميع أشكاله.	1
وعلاوة على ذلك، هناك مخاوف من أن يؤدي الاتجار النشط بالأسلحة مقابل المخدرات من أفغانستان إلى تمويل الإرهاب في دول آسيا الوسطى المجاورة، من خلال أنشطة حاملي النقدية.	1
ودعا أعضاء المجلس إلى تسوية سلمية للصراع في المنطقة وأدانوا دعم الجماعات المسلحة والإرهابية.	1
وإذا أريد تجنب موجة جديدة من العنف، يجب على الطرفين والمجتمع الدولي أن يتصرفا بسرعة.	1
ونحن نشعر بقلق بالغ إزاء تلك اللائحة، إذ يمكن أن تكون لها عواقب بعيدة المدى.	1
11 - ومن الناحية النظرية، فإن أي واردات من الأسلحة الخفيفة يجب أن تمنحها الجماعة الاقتصادية لدول غرب أفريقيا استثناء في أبوجا.	0
ونقل الجنجويد أيضا عدة نساء أخريات من القرى المحيطة بطولة إلى هذا المخيم بعد اختطافهن عقب هجمات على قراهن.	0
وكما يُذكر، كانت حكومة إريتريا قد حثت مجلس الأمن، من خلال رسالته المؤرخة 28 شباط/فبراير 2012 (S/2012/126)، على تحمل مسؤولياته واتخاذ التدابير المناسبة ضد أعمال العدوان والاحتلال العديدة وغير المشروعة.	1
وفي منطقة الهيران في وسط الصومال، أدى القتال العنيف الذي نشب يومي 7 و 8 حزيران/يونيه بين عشيرة غالجيل وجاجيلي من عشيرة هواية على الأرض والمياه في الجانب الغربي من بليتوين إلى مقتل 36 شخصا وإصابة 70 شخصا.	0
ويحيط المجلس علما أيضا بولاية العملية المختلطة للاتحاد الأفريقي والأمم المتحدة في دارفور ومكتب الأمم المتحدة المتكامل لبناء السلام في جمهورية أفريقيا الوسطى المتمثلة في التعاون وتبادل المعلومات على وجه السرعة فيما يتعلق بالتهديد الإقليمي الذي يشكله جيش الرب للمقاومة.	0
غير أن الآليات الدولية لحقوق الإنسان أثارت عدداً من الشواغل بشأن الانتهاكات التي يُزعم أن هيئات إنفاذ القانون والاستخبارات ارتكبتها أثناء التحقيقات والاستجواب.	1
وأغتنم هذه الفرصة أيضا لأشدد على شواغلي فيما يتعلق بالتحديات القائمة في سياق الانتخابات الاتحادية وانتخابات الولاة المقرر إجراؤها في نيجيريا في شباط/فبراير 2015، ومخاطر العنف الخطيرة التي قد تقع إما بسبب هجمات بوكو حرام أو بسبب الاعتراض على نتائج الانتخابات.	1
645 - وقد قررت اللجنة حجب أسماء هؤلاء الأشخاص عن المجال العام، ويستند هذا القرار إلى ثلاثة أسباب رئيسية هي: (أ) أهمية مبدأ مراعاة الأصول القانونية واحترام حقوق المشتبه فيهم؛ (ب) عدم تخويل اللجنة صلاحيات التحقيق أو الملاحقة القضائية؛ (ج) الحاجة الماسة إلى ضمان حماية الشهود من أي مضايقة أو ترهيب محتملين.	0
إن حكومتي تعترف بالعديد من عبارات الإدانة والسخط التي تولدت عن هذا العمل الوحشي، ونقدر بشكل خاص رد فعل مجلس الأمن السريع على هذه الجريمة الشنيعة.	1
وفي إندونيسيا، يبدو أن الجماعة الإسلامية قد ابتعدت عن الأجهزة المتفجرة المرتجلة الكبيرة المحمولة على مركبات، والمؤلفة من متفجرات تجارية أو مرتجلة (كلور البوتاسيوم، ومسحوق الكبريت والألومنيوم بالاقتران مع محفز مثل TNT) على النحو المستخدم في تفجير بالي الأول في تشرين الأول/أكتوبر 2002، نحو نهج أكثر استهدافا يحمل فيه الأفراد قنابل أصغر حجما إلى المنطقة المستهدفة، كما لوحظ في هجمات بالي الثانية في تشرين الأول/أكتوبر 2005.	0
88 - وكان رئيس مجلس الأمن قد شجع جميع المتكلمين، في رسالته التي دعا فيها غير الأعضاء إلى المشاركة في الجلسة الختامية، على إجراء تقييمات صريحة ومركزة لدور المجلس في معالجة أي من المواضيع المذكورة أعلاه أو جميعها، بحيث يمكن أن تكون المداخلات بمثابة أدلة مفيدة لعمل المجلس في المستقبل.	0
وعندما يتم تحديد المركز، يتوقع من الاتحاد الأوروبي أن يؤدي دوراً أكثر بروزاً، لا سيما فيما يتعلق بالشرطة والعدالة وفي رصد ودعم عملية المعايير.	0
375- يحظر عدد من الصكوك الدولية لحقوق الإنسان استخدام التعذيب.	0
وستظل اللجنة تركز على رصد وتعزيز تنفيذ الدول الأعضاء للقرار 1373 (2001) وعلى اتخاذ تدابير عملية لتعزيز قدرة الدول على مكافحة الإرهاب، بما في ذلك التدابير الرامية إلى تيسير المساعدة التقنية.	0
وأُبلغ أيضا عن هروب جديد من عناصر المؤتمر الوطني للدفاع عن الشعب المدمجة السابقة، وكذلك عن رفض عناصر الجماعة المسلحة المدمجة قبول إعادة الانتشار.	0
وفي حين أن الوصول إلى قاعدة البيانات يقتصر في الوقت الحاضر على وكالات إنفاذ القانون، فمن الواضح أن هذه القاعدة ذات قيمة متزايدة نظراً لأن عدداً أكبر من البلدان يقدم معلومات.	0
وفي مصر، ما زلنا نحث على نقل السلطة سلميا وفي وقت مبكر إلى حكومة مدنية.	1
18 - تحيط علما ببدء نفاذ اتفاقية استخدام وتكديس وإنتاج ونقل الألغام المضادة للأفراد وتدمير تلك الألغام لعام 1997() والبروتوكول المعدل المتعلق بحظر أو تقييد استعمال الألغام والأفخاخ المتفجرة والأجهزة الأخرى (البروتوكول الثاني) المرفق باتفاقية حظر أو تقييد استعمال أسلحة تقليدية معينة يمكن اعتبارها مفرطة الضرر أو عشوائية الأثر لعام 1980()، وتشير إلى الأحكام ذات الصلة الواردة فيهما، وتلاحظ الأثر المفيد الذي سيكون لتنفيذهما على سلامة المدنيين؛	0
205 - وتتأهب دول المنطقة دون الإقليمية بشدة للتهديدات الإرهابية التي تواجهها، وقد استثمرت موارد هائلة في توسيع الأطر القانونية، وإنشاء مؤسسات مكافحة الإرهاب وتعزيزها، والجهود الرامية إلى تعزيز قدرات وكالات إنفاذ القانون والاستخبارات.	0
يدعو جميع الدول إلى اتخاذ خطوات عاجلة لتنفيذ القرار 1373 (2001) تنفيذا تاما ومساعدة بعضها بعضا في القيام بذلك، ويشدد على التزام الدول بعدم توفير الدعم المالي وجميع أشكال الدعم الأخرى وتوفير ملاذ آمن للإرهابيين ومن يدعمون الإرهاب،	1
ومن الواضح أن هذه الظروف تمثل أكبر عقبة أمام الاستقرار والتقدم في أفغانستان، وأنها، إذا سمح لها بالاستمرار، تهدد بإبطال التقدم المحرز على مدى ما يقرب من ثلاث سنوات.	1
10 - يكرر تأكيد أهمية قيام جميع الدول بتحديد إجراءات ملائمة، وإن اقتضى الأمر استحداثها، لتنفيذ جميع جوانب التدابير المبينة في الفقرة 1 أعلاه تنفيذا كاملا، ويحث بقوة جميع الدول الأعضاء على تنفيذ المعايير الدولية الشاملة الواردة في التوصيات الأربعين المنقحة الصادرة عن فرقة العمل المعنية بالإجراءات المالية بشأن مكافحة غسل الأموال وتمويل الإرهاب وانتشاره، ولا سيما التوصية 6 المتعلقة بالجزاءات المالية المحددة الأهداف المتصلة بالإرهاب وتمويل الإرهاب؛	1
18 - وناقش الفريق، في تقريره الرابع عشر، خطر الهجمات التي تشن على الحكومات الإقليمية والمجتمع الدولي من حركة الشباب (S/2013/467، الفقرة 10)، وهي جماعة القاعدة المنتسبة إلى شرق أفريقيا التي تتخذ من الصومال مقرا لها.	1
وإذا لم يتم وقف الأموال فورا، فإن هذا العمل سيهدد مكاسب بناء الدولة التي حققتها السلطة الفلسطينية، بما في ذلك زيادة الحكم الرشيد الذي يعود بالنفع على الشعب الفلسطيني وتطوير قوات الأمن التي تتمسك بالقانون والنظام في الضفة الغربية.	1
ولا جدال أيضا في أن أرمينيا، بوصفها السلطة القائمة بالاحتلال، تتحمل المسؤولية المباشرة عن ارتكاب تلك الجرائم.	1
وصرح لي أيضا الرئيس عباس بأن " النقل غير المشروع لكميات كبيرة من الأسلحة إلى مخيمات اللاجئين عن طريق مجموعات فلسطينية معينة يعرض لبنان للخطر ولا يساعد القضية الفلسطينية. "	1
ويحذر الأمين العام بطريقة لا لبس فيها من أن أيا من المعايير الثمانية لم يتحقق بالكامل حتى الآن.	1
وفي مكان ما بين الساعة 15/13 والساعة 30/13، أبلغه المقدم أحمد العسر بالانفجار وأن موكب السيد الحريري كان الهدف.	1
التهديد الذي يشكله تنظيم القاعدة وحركة الطالبان	1
(ب) منع دخول هؤلاء الأفراد إلى أراضيها أو عبورهم منها، شريطة ألا يكون في هذه الفقرة ما يلزم أي دولة برفض دخول رعاياها إلى أراضيها أو مطالبتهم بمغادرتها، وألا تسري هذه الفقرة عندما يكون الدخول أو المرور العابر ضروريا لتنفيذ عملية قضائية أو عندما تقرر اللجنة المنشأة عملا بالقرار 1267 (1999) (”اللجنة“) على أساس كل حالة على حدة فقط أن الدخول أو العبور مبرر؛	0
12 - يهيب بالدول الأعضاء أن تتحرك بقوة وعلى نحو حاسم لوقف تدفق الأموال وغيرها من الأصول المالية والموارد الاقتصادية إلى الأفراد والكيانات المدرجة أسماؤهم في قائمة الجزاءات المفروضة على تنظيم القاعدة، على النحو المطلوب في الفقرة 1 (أ)، مع مراعاة التوصيات ذات الصلة الصادرة عن فرقة العمل المعنية بالإجراءات المالية والمعايير الدولية الرامية إلى منع إساءة استخدام المنظمات التي لا تستهدف الربح ونظم التحويلات غير الرسمية/البديلة وحركة العملات المادية عبر الحدود، مع العمل في الوقت نفسه على التخفيف من أثر ذلك على الأنشطة المشروعة من خلال هذه الوسائط؛	0
" ويقر مجلس الأمن بأهمية المساعدة على منع نشوب صراعات في المستقبل من خلال معالجة أسبابها الجذرية بطريقة مشروعة وعادلة.	0
وفي حالة اتخاذ قرار بمقاضاة جميع الأفراد الذين حصلوا على أسلحة بسبب حيازتهم غير المشروعة، تحتفظ اللجنة بسجلات تحدد هوية هؤلاء الأشخاص.	1
يطالب بوقف العنف من جانب جميع الأطراف، والهجمات على المدنيين وأفراد حفظ السلام والعاملين في مجال تقديم المساعدة الإنسانية، وغير ذلك من انتهاكات حقوق الإنسان والقانون الإنساني الدولي...	1
شن الهجوم بشكل رئيسي من قبل الجيش وقام الشعب العربي بالسرقة	0
وتجد كوبا مرة أخرى أمام مجلس الأمن أن يشجب ويدين بشدة تواطؤ حكومة الولايات المتحدة ومسؤوليتها المطلقة عن إطلاق سراح هذا الفرد.	1
ويجب عدم السماح للإرهابيين وشركائهم باستغلال الثغرات الموجودة في القانون القائم وبالتالي التهرب من المسؤولية عن أعمالهم.	1
٥٠٥ - هل الإبادة الجماعية أخطر من غيرها من الجرائم الدولية؟ قيل على نطاق واسع إن الإبادة الجماعية هي أخطر الجرائم الدولية.	0
وإذ يكرر تأكيد التزام الدول الأعضاء بمنع حركة الإرهابيين أو الجماعات الإرهابية، وفقا للقانون الدولي المنطبق، بوسائل منها فرض ضوابط فعالة على الحدود،	1
وإذ يقرر أن الحالة في جمهورية الكونغو الديمقراطية لا تزال تشكل تهديدا للسلام والأمن الدوليين في المنطقة،	1
ويتطلب كل هذا كفاحا حازما جدا ضد الجهات الفاعلة غير الرسمية الراسخة، التي يشكل وجودها تهديدا وعقبة أمام ممارسة الدولة الأفغانية لسيادتها بالكامل.	1
وشدد العديد من أعضاء المجلس على أن التنفيذ الكامل للقرار 2118 (2013) لم يتحقق بعد، وأن المجلس بحاجة إلى مواصلة الرصد اليقظ للجهود الرامية إلى تحقيق القضاء على برنامج الجمهورية العربية السورية للأسلحة الكيميائية إلى أن يتم ذلك، فضلا عن القضاء على استخدام الأسلحة الكيميائية التي تنتهك أحكام القرار 2118 (2013).	1
وقد دأبت هيئات مكافحة الإرهاب التي عهد إليها المجلس بتنفيذ القرار 1373 (2001)، في العقد التالي، على معالجة الصلات المحتملة بين الإرهاب والجريمة المنظمة باعتبارها تقع ضمن اختصاصها.	0
(أ) مواصلة تذكير الدول الأعضاء بالتزامها بالتسليم أو المحاكمة وفقا للصكوك الدولية السارية لمكافحة الإرهاب التي هي طرف فيها، وتذكير الدول بالتزامها بكفالة عدم اعتبار الادعاءات بوجود بواعث سياسية سببا لرفض طلبات تسليم الإرهابيين المشتبه فيهم؛	1
2 - أُنشئت المديرية التنفيذية للجنة مكافحة الإرهاب لفترة أولية تنتهي في 31 كانون الأول/ديسمبر 2007 وتخضع لاستعراض شامل يجريه مجلس الأمن بحلول 31 كانون الأول/ديسمبر 2005.	0
تكرر طلبها إلى السلطات [الوطنية] أن تضع حدا للإفلات من العقاب، بما في ذلك عن طريق تقديم مرتكبي الانتهاكات الجسيمة لحقوق الإنسان والقانون الإنساني الدولي إلى العدالة دون تأخير، وأن تراعي عند اختيار المرشحين للمناصب الرسمية، بما في ذلك المناصب الرئيسية في القوات المسلحة والشرطة الوطنية وغيرها من دوائر الأمن، الإجراءات التي اتخذها المرشحون في الماضي فيما يتعلق باحترام القانون الإنساني الدولي وحقوق الإنسان.	1
وقد أسفرت عملية الاستعراض عن إقرار إدراج جميع الأفراد الذين، وإن لم يدرجوا في القائمة على هذا الأساس فقط، معروفين في المقام الأول بدورهم في توفير المبررات الإيديولوجية للعنف المتصل بتنظيم القاعدة للمجندين الجدد أو لجمهور أوسع، وذلك على الرغم من أن تدابير الجزاءات نفسها ليس لها أثر يذكر، إن وجد، على أداتهم الرئيسية: القدرة على الاتصال والإقناع عن طريق الإنترنت.	1
15 - قام تنظيم القاعدة في العراق (QE.J.115.04) مؤخرا بتغيير اسمه إلى تنظيم الدولة الإسلامية في العراق والشام (ISIL) لإضفاء الشرعية على عملياته في الجمهورية العربية السورية وللابتعاد عن العلامة التجارية لتنظيم القاعدة.	1
ويجري تقديم الدعم المنسق من البعثة وفريق الأمم المتحدة القطري في جميع جوانب تنفيذ القانون، بما في ذلك إلى وزير الدولة لتعزيز المساواة، الذي يقود عملية وضع خطة التنفيذ، وإلى المجتمع المدني، من أجل التوعية بالقانون.	0
ووقعت اشتباكات بين قوات المتمردين والقوات الفرنسية التي ترصد وقف إطلاق النار في نفس اليوم الذي كانت فيه البعثة في المنطقة، في دالوا، على بعد حوالي 50 كيلومترا.	1
(أ) تنفيذ التشريعات الوطنية المعتمدة لمكافحة الإرهاب، مع مراعاة المعايير الدولية لحقوق الإنسان؛	0
وقد حاولوا جاهدين عزل المدنيين عن الصراع، وكانت أهداف الحركة الوطنية لكوت ديفوار هي استعادة كرامة شعب كوت ديفوار.	0
وخلال الفترة المشمولة بالتقرير، وُضعت اللمسات الأخيرة على استعراض أولي لتقييم المخاطر في كوسوفو، وبدأت عملية تقييم المخاطر في جميع المناطق.	0
وفي الوقت نفسه، وعلى الرغم من الوعود التي قطعتها عملية الانتقال الديمقراطي، ينبغي ألا ننسى أنها مرحلة مسؤولة للغاية في تاريخ الشرق الأوسط تتطلب أعلى درجات اليقظة والعمل الشاق لاستبعاد الحسابات الخاطئة وعدم القدرة على التنبؤ بمستقبل المنطقة.	1
ويجب على قوات القوة الدولية للمساعدة الأمنية أن تضطلع على نحو كامل بولايتها المتمثلة في القضاء على التهديدات النابعة من أفغانستان.	1
والثاني هو أن ندعو مرة أخرى إلى اتخاذ إجراء عاجل وضروري من مجلس الأمن لوقف سفك الدماء في سوريا.	1
2 - وخلال الفترة المشمولة بالتقرير، استمر الجمود بين الطرفين بشأن كيفية التوصل إلى حل مقبول للطرفين يمكِّن شعب الصحراء الغربية من ممارسة حقه في تقرير المصير.	1
ويشدد المجلس على ضرورة تعزيز التنسيق عبر الحدود وتبادل المعلومات بين هذه البعثات، وكذلك فيما بين جميع الجهات الفاعلة الأخرى في المنطقة، من أجل تحسين توقع تحركات جيش الرب للمقاومة والتهديدات الوشيكة بالهجوم.	0
وعلى هذا النحو، تمثل مدينة كابل بيئة غنية بالأهداف المحتملة، ووقعت عدة هجمات ضد المرافق العسكرية والسفارات الغربية.	0
اتفق أعضاء هذا الوفد مع رئيس الوزراء على "بدء تنظيم الوجود الفلسطيني المسلح في المخيمات لضمان الأمن."	0
يطالب جميع الأطراف في النزاع المسلح بأن تتخذ على الفور التدابير المناسبة لحماية المدنيين، بمن فيهم النساء والأطفال، من جميع أشكال العنف الجنسي، بما في ذلك تدابير من قبيل، في جملة أمور، إنفاذ التدابير التأديبية العسكرية المناسبة والتقيد بمبدأ مسؤولية القيادة، وتدريب القوات على الحظر القاطع لجميع أشكال العنف الجنسي ضد المدنيين، وفك أكاذيب الأساطير التي تؤجج العنف الجنسي، وفرز المرشحين للجيش الوطني وقوات الأمن الوطنية لكفالة استبعاد المرتبطين بالانتهاكات الخطيرة للقانون الإنساني الدولي والقانون الدولي لحقوق الإنسان، بما في ذلك العنف الجنسي.	0
ولا يمكن للجنة أن توافق على موقف الحكومة الذي مفاده أن الإحصاءات التي تمثل عمل اللجان تشير إلى انخفاض كبير في معدل حدوث جريمة الاغتصاب عما أبلغت عنه مصادر مثل الأمم المتحدة والاتحاد الأفريقي والمنظمات الوطنية والدولية الأخرى.	1
7 - يؤكد كذلك أن الشروط الواردة في الفقرة 1 (أ) أعلاه تنطبق أيضا على دفع فدية إلى الأفراد أو الجماعات أو المؤسسات أو الكيانات المدرجة أسماؤهم في قائمة الجزاءات المفروضة على تنظيم القاعدة، بصرف النظر عن كيفية دفع الفدية أو الجهة التي دفعت الفدية؛	0
والقصد من تقييد حركتهم لا يمكن ولن يشكل حلا نهائيا للمشكلة.	0
ويساورنا القلق إزاء تدهور مستويات معيشة السكان نتيجة للصعوبات التي واجهها البلد في عام 2008، ولا سيما نتيجة لأزمة الغذاء العالمية والأضرار التي سببتها الأعاصير التي ضربت الجزيرة.	1
الإعراب عن القلق إزاء الأثر الضار لانتشار الأسلحة، ولا سيما الأسلحة الصغيرة، على أمن المدنيين من خلال تأجيج الصراع المسلح، والطلب إلى البعثة رصد وجود الأسلحة بين السكان المدنيين.	1
وسيتطلب ذلك تنقيح مفهوم العمليات بحيث يعكس قوة أكثر تنقلا وسرعة، قادرة على استباق الأزمات أو الاستجابة لها بسرعة، مع القضاء في الوقت نفسه على التكرار.	0
:: إجراء مزيد من الدراسة في المجالات التي كشف فيها الفحص الأولي للتقارير عن وجود ثغرات في المعلومات أو التنفيذ المتصل بجميع جوانب القرار، بما في ذلك جميع التدابير المطلوبة، بالنسبة لكل نوع من أنواع الأسلحة، أو لكل وسيلة من وسائل إيصالها، وبالنسبة للمواد المتصلة بها، بما في ذلك تعديل المصفوفات حيثما كان ذلك مفيدا	0
ويحث مجلس الأمن جميع الأطراف في الصراعات المسلحة، بما فيها الأطراف من غير الدول، على وضع حد لهذه الممارسات.	1
228- وقبل الشروع في عرض نتائج عملية تقصي الحقائق التي قامت بها اللجنة فضلاً عن التقييم القانوني لهذه الوقائع، يجدر تقديم بعض الحقائق بشأن كل من التشرد والتدمير، بغية إعطاء صورة واضحة لحجم الحالة وحجمها.	0
فبعض الدول، على سبيل المثال، إما مددت فترات التحقيق أو الاحتجاز السابق للمحاكمة المسموح بها أو فرضت قيوداً على إمكانية الاستعانة بمحام.	0
وأحث الجانب الأبخازي بوجه خاص على الوفاء بالتزاماته السابقة والسماح بفتح مكتب فرعي لحقوق الإنسان في غالي، والسماح بتدريس الشباب المحليين بلغتهم الجورجية الأصلية، وقبول نشر ضباط شرطة تابعين للبعثة في مقاطعة غالي.	0
89- وهناك حالات اختفاء في جميع جوانب النزاع ولكن الأعداد غير معروفة.	0
