en_ar_DEEPL	VerCoop
يعرب عن اعتزامه، عند الاقتضاء، دعوة أطراف النزاع إلى اتخاذ ترتيبات خاصة لتلبية احتياجات النساء والأطفال والفئات الضعيفة الأخرى من الحماية والمساعدة، بما في ذلك من خلال تعزيز "أيام التحصين" وغيرها من الفرص المتاحة لتقديم الخدمات الأساسية الضرورية بشكل آمن ودون عوائق.	1
ويبدو أن اللقاء الذي عُقد في دمشق بين السيد الحريري والرئيس الأسد في 26 آب/أغسطس 2004 قد أدى إلى حسم الصراع.	0
(و) تقديم أكبر قدر من المساعدة لبعضها البعض فيما يتصل بالتحقيقات الجنائية أو الإجراءات الجنائية المتعلقة بتمويل أو دعم الأعمال الإرهابية، بما في ذلك المساعدة في الحصول على الأدلة التي في حوزتها اللازمة للإجراءات;	0
هذا هو التقرير السابع لفريق الدعم التحليلي ورصد الجزاءات منذ إنشائه في آذار/مارس 2004؛ وبعض المواضيع مألوفة والقليل منها جديد تماماً.	1
(د) اعتماد نهج يركز على الضحايا ويستند إلى حقوق الإنسان إزاء الاتجار بالأشخاص، بما في ذلك منح الضحايا الحق في البقاء في البلد والحصول على الحماية القانونية والخدمات الأساسية، مثل العلاج الطبي والتعليم وفرص العمل المكافئة لتلك المتاحة لمواطنيها;	1
4. وفي الجزائر، لا يزال تنظيم القاعدة في بلاد المغرب الإسلامي (QE.T.14.01) يشكل تهديدا نشطا وخطيرا، ليس فقط للجزائر، بل أيضا لبلدان الساحل، ولا سيما موريتانيا، ومؤخرا لمالي.	0
21. وتتوخى الاستراتيجية المنقحة إعداد مقترحات أكثر استهدافا وتفصيلا وتطورا في مجال المساعدة التقنية، ومشاركة أكثر نشاطا من جانب المديرية التنفيذية مع الجهات المانحة الرئيسية، بهدف تحقيق فهم أفضل لأولوياتها وقدراتها.	0
هناك عدة عوامل تعمل ضدهم، ولكن إذا نجحوا في ذلك، فإن التهديد الإرهابي سيزداد أكثر فأكثر.	0
وتدرك اللجنة أيضًا الحاجة إلى معالجة مسألة توافر سبل الانتصاف للأشخاص الذين عانوا نتيجة لأحداث أبريل/نيسان ومايو/أيار.	1
12. يهيب باللجنة أن تقوم، بالتعاون مع اللجنة المنشأة عملا بالقرار 1373 ("لجنة مكافحة الإرهاب") بإبلاغ المجلس بالخطوات الإضافية المحددة التي يمكن أن تتخذها الدول لتنفيذ التدابير المبينة في الفقرة 1 أعلاه؛	1
وإذ يشدد على أن الحوار بين اللجنة المنشأة عملا بالقرار 1267 (1999) ("اللجنة") والدول الأعضاء أمر حيوي لتنفيذ التدابير تنفيذا كاملا،	1
(أ) أن تصبح طرفا، على وجه الاستعجال، في جميع الاتفاقيات والبروتوكولات الدولية ذات الصلة المتعلقة بالإرهاب، ولا سيما الاتفاقية الدولية لقمع تمويل الإرهاب لعام 1999، وأن تدعم جميع المبادرات الدولية المتخذة لتحقيق هذا الهدف، وأن تستفيد استفادة كاملة من مصادر المساعدة والتوجيه التي أصبحت متاحة الآن؛	1
33. في 3 أيلول/سبتمبر، أبلغت حكومة الهند الأمم المتحدة بقرارها عدم تجديد عقد نشر ست طائرات هليكوبتر عسكرية متعددة الأغراض (Mi-17) في بعثة الأمم المتحدة في السودان إلى ما بعد 31 تشرين الأول/أكتوبر.	0
على الرغم من القرار الذي اتخذه الحوار الوطني في عام 2006، والذي تم تأكيده في الاجتماعات اللاحقة للحوار الوطني، لم يتم إحراز أي تقدم فيما يتعلق بتفكيك القواعد العسكرية للجبهة الشعبية لتحرير فلسطين - القيادة العامة وفتح الانتفاضة التي تتخذ من دمشق مقراً لها.	1
2. مما يؤسف له أنه منذ تقديم تقريري السابق إلى المجلس، لم يحرز سوى تقدم محدود نحو تنفيذ أحكام اتفاق بريتوريا بشأن عملية السلام في كوت ديفوار (S/2005/270، المرفق الأول) المؤرخ 6 نيسان/أبريل 2005، واتسعت الفجوة الكبيرة بين مواقف الأطراف.	0
بدوره، اعتبر الممثل الخاص بانغورا أنه من أجل توفير حماية حقيقية للمدنيين، يجب إرساء المساءلة والوصول إلى العدالة، وكسر ثقافة الإنكار.	1
ونحن نعتقد اعتقاداً راسخاً بأن مثل هذه الزيارة ستسهم بشكل كبير في تنشيط عملية السلام وتمهيد الطريق أمام تطور إيجابي جديد في المنطقة التي مزقها الصراع.	1
ويشير ذلك إلى نجاح نظام العقوبات مما يدل على أن عددًا كبيرًا من عناصر طالبان قد غيروا سلوكهم على ما يبدو.	0
وفي حين أن اللجنة نظرت في جميع الأحداث ذات الصلة بالنزاع الحالي في دارفور، إلا أنها ركزت بشكل خاص على الحوادث التي وقعت منذ شباط/فبراير 2003، عندما ازدادت الأحداث بشكل ملحوظ من حيث حجمها وكثافتها واتساقها حتى منتصف كانون الثاني/يناير 2005، أي قبل أن يطلب من اللجنة تقديم تقريرها. 3. أساليب العمل	0
كما دعا المجلس حكومة السودان والجماعات المتمردة إلى العمل معا من أجل التوصل إلى حل سياسي في المفاوضات التي جرت في أبوجا تحت قيادة الاتحاد الأفريقي والرئيس النيجيري أولوسيغون أوباسانجو؛ وطلب إلى الأمين العام أن ينشئ على وجه السرعة لجنة تحقيق دولية من أجل التحقيق الفوري في التقارير التي تفيد بوقوع انتهاكات للقانون الإنساني وحقوق الإنسان في دارفور من جانب جميع الأطراف، وكذلك لتحديد ما إذا كانت قد وقعت أعمال إبادة جماعية أم لا; وأعلن أن على المجلس، في حالة عدم امتثال السودان امتثالا كاملا للقرارين 1556 (2004) و 1564 (2004) (بما في ذلك ما يقرره المجلس بعد التشاور مع الاتحاد الأفريقي، عدم التعاون الكامل مع توسيع وتعميم بعثة الرصد التابعة للاتحاد الأفريقي)، أن ينظر في اتخاذ تدابير إضافية على النحو المتوخى في المادة 41 من ميثاق الأمم المتحدة.	1
وإذ يشدد على استمرار إسهام التدابير المفروضة بموجب القرارين 1572 (2004) و 1643 (2005) في استقرار كوت ديفوار، ولا سيما في سياق الانتخابات الرئاسية المزمع إجراؤها، وإذ يؤكد أن هذه التدابير تهدف إلى دعم عملية السلام في كوت ديفوار،	0
ومع ذلك، ما زلت أشعر بقلق عميق من استمرار الأطراف، الحركات والميليشيات، في استخدام الأطفال كمقاتلين.	0
يشدد على الحاجة إلى استراتيجية شاملة لإصلاح قطاع الأمن [الوطني] تركز على إضفاء الطابع المهني على مؤسسات قطاع الأمن، بما في ذلك هيئات الرقابة، وتساعد على ضمان الاتساق والكفاءة وتجنب الازدواجية أو الثغرات، وتشجع في الوقت نفسه حكومة [البلد المعني] على الانخراط في شراكة استراتيجية جديدة مع [البعثة] في مجال إصلاح قطاع الأمن من أجل تحديد أولويات كل عنصر من عناصر قطاع الأمن والنهج الجديدة الممكنة لـ [البعثة] لدعم السلطات [الوطنية] في مجال إصلاح قطاع الأمن لبناء قدرات الجيش والشرطة والعدالة والمؤسسات الأمنية الأخرى من أجل توطيد سلطة الدولة [الوطنية]، ويطلب إلى الأمين العام أن يقدم تقريرا عن هذه الأولويات والنهج في مرفق لتقريره في [تاريخ التقرير];	1
وقد وقّع السودان على البروتوكول الاختياري لاتفاقية حقوق الطفل بشأن اشتراك الأطفال في النزاعات المسلحة، ولكنه لم يصادق عليه بعد.	1
وبحوزة القوات المسلحة التيمورية أيضًا بندقية من طراز مينيمي، وبندقية من عيار 38 خاص، وبندقية براوننج 9 ملم، وبندقيتين نصف آليتين من طراز G3، وبندقية من طراز M16 A1، وسلاح ناري من عيار 50 عيار M2، ولم يتم توضيح مصدرها.	0
وتشكل العواقب الإنسانية لاستمرار العنف في العراق مصدر قلق كبير لوفدي.	0
كما أثبتت اللجنة أيضاً أن القوات المسلحة الحكومية وجهاز أمن الدولة والمخابرات العسكرية مسؤولة عن حبس واحتجاز المدنيين بشكل غير قانوني.	0
(ج) منع توريد أو بيع أو نقل الأسلحة وما يتصل بها من أعتدة بجميع أنواعها، بما في ذلك الأسلحة والذخائر، والمركبات والمعدات العسكرية، والمعدات شبه العسكرية، وقطع الغيار اللازمة لما سبق ذكره، والمشورة الفنية أو المساعدة أو التدريب المتصل بالأنشطة العسكرية، إلى هؤلاء الأفراد والجماعات والمؤسسات والكيانات من أراضيها أو من جانب رعاياها خارج أراضيها، أو باستخدام السفن أو الطائرات التي ترفع أعلامها، بشكل مباشر أو غير مباشر، وتذكر بأن على جميع الدول تنفيذ التدابير فيما يتعلق بالأفراد والكيانات المدرجة أسماؤهم في القائمة;	0
13. يحث الدول الأعضاء على تعزيز الوعي بقائمة الجزاءات المفروضة على تنظيم القاعدة على أوسع نطاق ممكن، بما في ذلك لدى الوكالات المحلية المعنية والقطاع الخاص وعامة الجمهور لضمان التنفيذ الفعال للتدابير الواردة في الفقرة 1؛ ويشجع الدول الأعضاء على أن تحث الدول الأعضاء على أن تقوم سجلات الشركات والممتلكات وغيرها من السجلات العامة والخاصة ذات الصلة بفحص قواعد بياناتها المتاحة بانتظام، بما في ذلك على سبيل المثال لا الحصر تلك التي تتضمن معلومات عن الملكية القانونية و/أو ملكية الانتفاع، في ضوء قائمة الجزاءات المفروضة على تنظيم القاعدة؛	1
وقد رأت المحكمة الدولية ليوغوسلافيا السابقة في قضية فوروندزيجا (في الفقرة 144 والفقرات 153-157)، ومجلس اللوردات في قضية بينوشيه، وأكده أيضاً مقرر الأمم المتحدة الخاص المعني بالتعذيب، أن حظر التعذيب في القانون الدولي العرفي له هذا الطابع القانوني.	0
20. كرس المجتمع الدولي جهودا ضخمة لمحاولة حل مشكلة وجود الجماعات المسلحة في جمهورية الكونغو الديمقراطية.	0
وفي الصومال، ومنذ بداية عام 2007، تبنت حركة الشباب الصومالية العديد من التفجيرات والهجمات الانتحارية التي تتبع ممارسات الجماعات المرتبطة بتنظيم القاعدة في العراق أو أفغانستان، وهي غير مدرجة في القائمة.	0
40. وقد اتخذ القرار الذي أذن بإنشاء بعثة الأمم المتحدة للدعم في تيمور الشرقية بالإجماع بوصفه القرار 1410 (2002) في 17 أيار/مايو.	1
10. يعرب عن استعداده للاستجابة لحالات الصراع المسلح التي يستهدف فيها المدنيون أو تعوق فيها المساعدة الإنسانية المقدمة إلى المدنيين عمدا، بما في ذلك من خلال النظر في التدابير المناسبة المتاحة للمجلس وفقا لميثاق الأمم المتحدة، ويلاحظ، في هذا الصدد، التوصيات ذات الصلة الواردة في تقرير الأمين العام;	1
تؤكد من جديد أن جميع أطراف النزاع ملزمة بالامتثال لالتزاماتها بموجب القانون الإنساني الدولي ولا سيما اتفاقيات جنيف المؤرخة 12 آب/أغسطس 1949، وأن الأشخاص الذين يرتكبون أو يأمرون بارتكاب انتهاكات جسيمة للاتفاقيات يتحملون المسؤولية الفردية فيما يتعلق بهذه الانتهاكات.	1
تم تدمير أكشاك السوق بالكامل ونهب الماشية.	0
وقد شجع مجلس الأمن في قراره 1977 (2011) صراحة اللجنة المنشأة عملا بالقرار 1540 (2004) على أن تستفيد - ضمن مصادر أخرى - من خبرات القطاع الخاص ذات الصلة.	1
التشديد على أهمية إنهاء الإفلات من العقاب على انتهاكات القانون الدولي الإنساني وقانون حقوق الإنسان الساريين، كجزء من نهج شامل للسعي إلى تحقيق السلام المستدام والعدالة والحقيقة والمصالحة الوطنية.	0
o في 5 تشرين الثاني/نوفمبر 2014، استهدفت قوات النظام مدرسة حزرما الابتدائية في ريف دمشق، مما أدى إلى إصابة طفل بجروح.	0
وسيؤكد من جديد على سياسة عدم التسامح المطلق، وضرورة أن تتخذ الدول المساهمة بقوات الإجراءات التأديبية والقضائية اللازمة وضرورة الاهتمام الكامل بالضحايا.	1
يستمر العنصر العسكري في الخدمة في ظروف صعبة للغاية في الشمال.	0
27. وقد سلط أعضاء اللجنة الضوء في مناسبات عديدة على المهام المتكاملة للجنة واللجنة المنشأة عملا بالقرار 1373 (2001) بشأن مكافحة الإرهاب واللجنة المنشأة عملا بالقرار 1540 (2004) في مجال مكافحة الإرهاب الدولي، وعلى ضرورة تنسيق الأنشطة وتبادل المعلومات فيما بينها.	1
ويبدو أن السكان لا يتطلعون فقط إلى حكومات أكثر تعددية وتمثيلية بل يطالبون أيضًا بأن تولد حكومات أكثر تعددية وتمثيلية منافع ملموسة للمواطنين.	0
91. وفريق الرصد مكلف بدراسة الطبيعة المتغيرة للتهديد والإبلاغ عنها، بما في ذلك من خلال الحوار مع العلماء والهيئات الأكاديمية ذات الصلة.	1
10 - الإدراج في القائمة 10. يشجع جميع الدول الأعضاء على أن تقدم إلى اللجنة المنشأة بموجب الفقرة 30 أدناه ("اللجنة") أسماء الأفراد والجماعات والمؤسسات والكيانات المشاركين، بأي وسيلة، في تمويل أو دعم الأعمال أو الأنشطة المبينة في الفقرة 3 أعلاه، لإدراجها في القائمة؛	1
وأُشير أيضا إلى أنه نظرا لافتقار المحكمة الجنائية الدولية لآليات الإنفاذ، كان من المهم أن يظل المجلس منخرطا في الحالات التي أحالها إلى المحكمة وأن يتخذ تدابير لتعزيز تعاون الأطراف المعنية مع المحكمة.	1
6. يحث الدول وجميع الأطراف الأخرى في أي نزاع مسلح على أن تبذل قصارى جهدها لمنع انتهاكات القانون الإنساني الدولي ضد المدنيين، بمن فيهم الصحفيون والإعلاميون والأفراد المرتبطون بهم;	1
وستعقد اللجنة جلستها العامة السابعة عشرة في دبي، الإمارات العربية المتحدة، بالتوازي مع مؤتمر الإمارات العربية المتحدة الرابع لمكافحة القرصنة في الأسبوع الأخير من شهر أكتوبر 2014.	1
7. يشدد على أهمية كفالة استمرار اللجنة في العمل بفعالية خلال عملية دمج هيكل دعم اللجنة في المديرية التنفيذية للجنة مكافحة الإرهاب، ويقرر في هذا الصدد أن تواصل اللجنة العمل بهيكل الدعم الحالي إلى أن تقرر اللجنة، بالتشاور مع الأمين العام، أن تكون المديرية التنفيذية للجنة مكافحة الإرهاب جاهزة للعمل؛	1
إن سياستنا في المشاركة الاستباقية لها أهداف طويلة الأجل لإخراج المجتمع الأبخازي من العزلة، وتعريفهم بالقيم والمعتقدات الديمقراطية، والاعتراف بحقوق الإنسان الأساسية للمشردين داخليًا واللاجئين، وأولها الحق في العودة إلى ديارهم، بغض النظر عن انتمائهم العرقي، وتهيئة بيئة من الثقة والاحترام المتبادل.	0
وقد مكن إنشاء خلية التحليل المشتركة للبعثة البعثة من زيادة قدرتها على تحليل المعلومات وتبادلها في جميع أنحاء البعثة إلى حد كبير. ومع ذلك، ظلت البعثة تفتقر إلى إمكانية الحصول على معلومات استخبارية تكتيكية موثوقة.	0
وسينصب التركيز في الأجل القصير على مراقبة الحدود والموارد الطبيعية في إيتوري، وتقييد حركة عناصر القوات الديمقراطية المتحالفة/الجيش الوطني لتحرير أوغندا في كيفو الشمالية، والسيطرة على المناطق التي أخلتها القوات الديمقراطية لتحرير رواندا بعد العمليات المشتركة بين البعثة والقوات المسلحة لجمهورية الكونغو الديمقراطية، ومساعدة الشرطة الوطنية في توفير الأمن للسكان في كيفو الجنوبية.	0
وإذ يشدد على الدور المحوري للأمم المتحدة في مكافحة الإرهاب على الصعيد العالمي، وإذ يرحب باعتماد الجمعية العامة لاستراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب (A/60/288) المؤرخة 8 أيلول/سبتمبر 2006، وبإنشاء فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب لضمان التنسيق والاتساق الشاملين في جهود مكافحة الإرهاب التي تبذلها منظومة الأمم المتحدة،	1
ومن بين المتهمين الـ17 الذين وجهت إليهم تهمة الاعتداء على رئيس الوزراء، حُكم على 13 متهمًا بالسجن لمدة تسع سنوات وأربعة أشهر، بينما حُكم على متهم واحد بالسجن لمدة 10 سنوات وثمانية أشهر. وفي 14 يونيو، أيدت محكمة الاستئناف هذه الأحكام.	0
68. وينقسم المسؤولون حول فعالية مواد التدريب على الإرهاب عبر الإنترنت لأنه حتى التوجيه النظري الشامل والدقيق للغاية يتطلب بعض التدريب العملي أو التجريب للمساعدة في التغلب على العقبات التشغيلية.	0
يشدد على أهمية ضمان وصول المنظمات ذات الصلة، حسب الاقتضاء، إلى جميع السجون وأماكن الاحتجاز في [البلد المتضرر]، ويدعو إلى الاحترام الكامل للقانون الدولي ذي الصلة، بما في ذلك القانون الإنساني وقانون حقوق الإنسان ...	1
وكرر مشارك آخر التأكيد على ضرورة إيلاء الاعتبار الواجب للدول الأعضاء المشاركة مباشرة في النزاع أو المتأثرة به على وجه التحديد من خلال منحها فرصة للإدلاء ببيان رسمي.	1
واستشهدت إحدى الدول بخطة واسعة النطاق لمكافحة التطرف، تم اعتمادها في عام 2006، والتي تهدف إلى مكافحة التطرف مع حماية القيم الديمقراطية في الوقت نفسه.	1
(ج) قرر أن تواصل المديرية التنفيذية العمل كبعثة سياسية خاصة في إطار التوجيه السياسي للجنة للفترة المنتهية في 31 كانون الأول/ديسمبر 2010، وقرر كذلك إجراء استعراض مؤقت بحلول 30 حزيران/يونيه 2009، والنظر الشامل في عمل المديرية التنفيذية قبل انتهاء ولايتها;	0
"ويشدد مجلس الأمن على أهمية مساعدة الدول الأعضاء في تعزيز مشاركة المرأة مشاركة كاملة وعلى قدم المساواة في العمليات الانتخابية والإصلاح الدستوري في مرحلة ما بعد النزاع.	1
وهذا يتطلب موقفًا واضحًا، لا سيما - إذا جاز لي أن أتحدث بصراحة - من الولايات المتحدة الأمريكية.	0
208. وزودت اللجنة اللجنة بأرقام الخسائر التي وقعت في الأرواح والأسلحة المسروقة في الفترة من كانون الثاني/يناير 2003 إلى تشرين الثاني/نوفمبر 2004. وفيما يتعلق بالجيش، زُعم أن 937 قتيلاً و264 2 جريحاً و629 مفقوداً و934 قطعة سلاح سُرقت. وفيما يتعلق بالشرطة، زُعم أن 685 قتيلاً و500 جريحاً و62 مفقوداً و1247 قطعة سلاح تم نهبها. وفيما يتعلق بأجهزة الأمن والمخابرات، زُعم مقتل 64 شخصًا وإصابة شخص واحد بجروح وفقدان 26 شخصًا ونهب 91 قطعة سلاح.	0
واستجابة لذلك، أنشأت إدارة العدل التابعة لبعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو فريق عمل مشترك مع ركيزة بناء المؤسسات لدراسة التقرير ووضع سبل تنفيذ توصياته.	1
"ويؤكد مجلس الأمن من جديد كذلك ضرورة مكافحة الأخطار التي تهدد السلام والأمن الدوليين الناجمة عن الأعمال الإرهابية بجميع الوسائل، وفقا لميثاق الأمم المتحدة. ويذكّر المجلس الدول بأن عليها أن تكفل امتثال أي تدابير تتخذها لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان وقانون اللاجئين الدولي والقانون الإنساني الدولي.	1
وقد أعاقت بعض الجماعات المتمردة العمل الإنساني بشكل مباشر من خلال نهب السيارات والشاحنات والضغط على الموظفين الوطنيين في المنظمات الإنسانية أو حتى اختطافهم.	0
وقد أعربوا عن قلقهم إزاء غياب الحركات المسلحة الرئيسية حتى الآن عن المفاوضات، وحثوا على مواصلة المشاركة مع الحكومة والحركات غير الموقعة لزيادة شمولية عملية السلام.	0
ولم تقم أطراف عملية السلام حتى الآن بتوفير ترتيبات التسريح وبرامج إعادة الإدماج التي من شأنها أن تتيح للأطفال في تلك القوات حقوقهم في تدابير التعافي وإعادة الإدماج.	1
(ب) تلقي الطلبات المقدمة من الأفراد المدرجة أسماؤهم في القائمة للحصول على استثناءات من التدابير المبينة في الفقرة 1 (ب) من هذا القرار وإحالتها إلى اللجنة لتحدد، على أساس كل حالة على حدة، ما إذا كان الدخول أو العبور مبررا، ويوجه اللجنة إلى النظر في هذه الطلبات بالتشاور مع دول العبور والمقصد وأي دول أخرى ذات صلة, ويقرر كذلك ألا توافق اللجنة على الاستثناءات من التدابير الواردة في الفقرة 1 (ب) من هذا القرار إلا بموافقة دول العبور والمقصد، ويوجه كذلك اللجنة إلى أن تقوم، عن طريق مركز التنسيق، بإخطار هؤلاء الأفراد بقرار اللجنة;	1
حث البلدان المساهمة بقوات وأفراد شرطة على ضمان المساءلة الكاملة في حالات الاستغلال والانتهاك الجنسيين التي تشمل أفرادها وإبلاغ الأمين العام بالإجراءات المتخذة. إضافة: اختيار الصيغة المتفق عليها	1
228. وقبل الشروع في عرض نتائج تقصي الحقائق الذي قامت به اللجنة وكذلك التقييم القانوني لهذه الوقائع، يجدر تقديم بعض الحقائق عن كل من التشريد والتدمير، وذلك لإعطاء صورة واضحة عن حجم ونطاق الحالة.	0
لم تتخذ الحكومة الإجراءات الإدارية والتشريعية اللازمة لمكافحة الفساد في المؤسسات المؤقتة ومنعه.	0
وفي حين أن إصلاح قوات الأمن هو اختصاص سيادي، فإنني أشجع الحكومة على معالجة المشكلة الأساسية المتمثلة في تماسك الجيش الوطني، بما في ذلك من خلال بناء قوات مسلحة محترفة ومجهزة ومزودة بما يكفي من المعدات والإمدادات.	1
9 كانون الثاني/يناير 2006، قدم جنود القوات المسلحة للتحرير الوطني لتيمور - ليشتي/قوات الدفاع عن تيمور - ليشتي التماساً خطياً إلى العميد تاور ماتان رواك والرئيس غوسماو.	1
وتتمثل الميزة التي يتمتع بها الفريق في القدرة على العمل بشكل تعاوني مع الحكومات في جميع أنحاء العالم، وكذلك التواصل مع المتخصصين الخارجيين، من أجل بناء تقييم متكامل للتهديد الذي يشكله تنظيم القاعدة والمرتبطين به والنهوض بنظام جزاءات هادف وفعال وعادل.	0
وبالتالي فإن الغرض من هذه الضربات واضح: إبادة المعتدلين في سوريا والقضاء على قواتنا على الأرض.	0
(أ) تهديد عملية السلام والمصالحة الوطنية في كوت ديفوار، ولا سيما من خلال عرقلة تنفيذ عملية السلام، على النحو المشار إليه في اتفاق واغادوغو السياسي؛	0
(أ) التمييز بين المقاتلين والمدنيين، وحماية المدنيين، ولا سيما ضد العنف ضد الحياة والأشخاص، ولا سيما القتل (أعيد تأكيد هذه القاعدة في بعض الاتفاقات التي أبرمتها حكومة السودان مع المتمردين);	1
وتساهم هذه العمليات في تعزيز صورة البعثة فضلاً عن دعم خطة تنفيذ البعثة الخاصة بمكتب الممثل السامي وبناء قدرات السلطات المحلية ووكالات إنفاذ القانون.	0
يشرفني أن أحيل إليكم طيه تقرير لجنة مجلس الأمن المنشأة عملا بالقرار 1521 (2003) بشأن ليبريا، الذي يتضمن سردا لأنشطة اللجنة في الفترة من 1 كانون الثاني/يناير إلى 31 كانون الأول/ديسمبر 2014. ويقدم التقرير، الذي وافقت عليه اللجنة، وفقا لمذكرة رئيس مجلس الأمن المؤرخة 29 آذار/مارس 1995 (S/1995/234).	0
(ب) توصيات بالإجراءات التي يمكن اتخاذها لتعزيز الاستجابة للتهديد الذي يشكله هؤلاء المقاتلون الإرهابيون الأجانب;	1
