en_ar_DEEPL	VerConf
إن احترام حقوق الآخر - بما في ذلك الخصوم السياسيين - يجب أن يصبح الاختبار الرئيسي لكل من يطمح لقيادة البلاد نحو الاستقرار والوحدة والازدهار.	0
أُخذت الضحية من المجموعة وعصبت عيناها ودفعت على الأرض على ظهرها واغتصبت.	0
83. وفي ضوء ما ورد أعلاه، أوصي بتمديد ولاية البعثة لفترة أخرى مدتها 12 شهرا، مع الإبقاء على قوام القوات العسكرية ووحدات الشرطة التابعة للبعثة عند المستويات الحالية المأذون بها.	0
4. يهيب بالدول أن تتحرك بقوة وحزم لوقف تدفقات الأموال وغيرها من الأصول المالية والموارد الاقتصادية إلى الأفراد والكيانات المرتبطين بتنظيم القاعدة و/أو أسامة بن لادن و/أو حركة الطالبان مع مراعاة المدونات والمعايير الدولية لمكافحة تمويل الإرهاب، بما في ذلك تلك التي تهدف إلى منع إساءة استخدام المنظمات غير الربحية ونظم التحويلات غير الرسمية/البديلة، حسب الاقتضاء؛	0
"ويدعو مجلس الأمن جميع الأطراف في النزاعات المسلحة إلى الامتثال لالتزاماتها بموجب القانون الإنساني الدولي باحترام وحماية العاملين في المجال الطبي والامتناع عن مهاجمة العاملين في المجال الطبي، شريطة ألا تتخذ أي إجراء يؤثر سلباً على وضعهم كمدنيين، وعلى المرافق، وكذلك الامتناع عن استخدام البنية التحتية الطبية في القتال.	0
وقد تم إنشاؤها استجابةً لادعاءات بانتهاكات القانون الدولي لحقوق الإنسان والقانون الإنساني الدولي في سياقات النزاع وكذلك في حالات ارتفاع مستويات العنف، والتي غالباً ما تكون مرتبطة بالعمليات الانتخابية أو السياسية ولكن ليس حصرياً بها، والتي تنطوي على انتهاكات خطيرة لقانون حقوق الإنسان.	1
في إطار مشروع مكتب الأمم المتحدة المتكامل لبناء السلام في سيراليون للجهات الفاعلة من غير الدول، واصلت اللجنة القيام بدور رئيسي في تنفيذ برامج لبناء قدرات الأحزاب السياسية على التخفيف من حدة النزاعات وحلها، بما في ذلك أجنحتها النسائية والشبابية.	0
وإذ يقرر أن الحالة في جمهورية الكونغو الديمقراطية لا تزال تشكل تهديدا للسلام والأمن الدوليين في المنطقة،	1
وشدد الأمين العام المساعد، في معرض تقديمه للتقرير، على خطر تدهور الوضع الأمني في المنطقة على الرغم من الهدوء السائد فيها، ولا سيما نتيجة لقيام السلطات السودانية بإدراج أبيي كدائرة انتخابية للانتخابات الرئاسية لعام 2015.	1
(ج) التدابير التي تكفل حماية واحترام حقوق الإنسان للنساء والفتيات، لا سيما فيما يتعلق بالدستور والنظام الانتخابي والشرطة والقضاء.	0
وأشار أيضًا إلى الهجوم على قاعدة بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي (مينوسما) في كيدال في 7 أكتوبر/تشرين الأول.	0
وهاجموا المكتب المحلي لجهاز الأمن والمخابرات الوطني وأضرموا النار فيه، ثم شرعوا في إطلاق النار على مكتب الاتصالات السودانية.	0
ولا يزال المجتمع الدولي ملتزماً بمكافحة الإرهاب بجميع أشكاله ومظاهره، ولكن ينبغي أن يعزز جهوده لتحقيق التنفيذ الكامل للقرارات والصكوك الدولية ذات الصلة بمكافحة الإرهاب.	0
وإذ يشدد على الالتزام الواقع على عاتق جميع الدول الأعضاء بالتنفيذ الكامل للقرار 1373 (2001)، بما في ذلك ما يتعلق بحركة طالبان أو تنظيم القاعدة، وأي أفراد أو جماعات أو مؤسسات أو كيانات مرتبطة بتنظيم القاعدة أو أسامة بن لادن أو حركة طالبان شاركوا في تمويل أنشطة أو أعمال إرهابية أو التخطيط لها أو تيسير ارتكابها أو التجنيد لها أو الإعداد لها أو ارتكابها أو دعمها بأي شكل آخر، وكذلك تيسير تنفيذ الالتزامات المتعلقة بمكافحة الإرهاب وفقا لقرارات مجلس الأمن ذات الصلة،	1
وللأسف، ظل هذا الموقف على حاله دون تغيير، على الرغم من المحاولات العديدة التي قامت بها اللجنة.	1
يشدد على ضرورة محاسبة جميع المسؤولين عن انتهاكات وتجاوزات حقوق الإنسان، ويؤكد على ضرورة إجراء تحقيق شامل ومستقل ونزيه يتسق مع المعايير الدولية في الانتهاكات والتجاوزات المزعومة لحقوق الإنسان، لمنع الإفلات من العقاب وضمان المساءلة الكاملة;	1
11. يشجع في هذا الصدد حكومة بوروندي على أن تقوم، بالتعاون مع جميع الشركاء الدوليين، بوضع استراتيجية لنزع السلاح والتسريح وإعادة الإدماج، وإرساء الأسس اللازمة لإعادة الإدماج الاجتماعي والاقتصادي المستدام للجنود المسرحين والمقاتلين السابقين واللاجئين العائدين والمشردين وغيرهم من الفئات الضعيفة المتضررة من النزاع، ولا سيما النساء والأطفال، وفقا لقرارات مجلس الأمن 1325 (2000) و 1612 (2005) و 1674 (2006) و 1820 (2008)؛	0
ومع ذلك، فإن المعلومات المتوفرة لا تقدم صورة واضحة عن تنفيذ تدابير أمن الطيران أو الأمن البحري أو أمن الشحن، أو الضوابط الحدودية أو برامج الإنفاذ المعمول بها لضمان عدم وقوع الأسلحة الصغيرة في أيدي أفراد غير مصرح لهم.	1
ويشجع على مواصلة التعاون بين الدول الأعضاء، ومكتب تنسيق الشؤون الإنسانية، وإدارة الشؤون السياسية، وإدارة عمليات حفظ السلام، ومفوضية الأمم المتحدة لشؤون اللاجئين، ووكالة الأمم المتحدة لإغاثة وتشغيل اللاجئين الفلسطينيين في الشرق الأدنى، ومفوضية الأمم المتحدة لحقوق الإنسان، وبرنامج الأمم المتحدة الإنمائي، ووكالات ومكاتب الأمم المتحدة الأخرى ذات الصلة، مع مراعاة مضمون القرار 1325 بشأن المرأة والسلام والأمن والقرار 1379 بشأن الأطفال في النزاعات المسلحة؛ ويرحب بحلقات العمل الإقليمية ويشجع الدول الأعضاء على تقديم دعمها التشغيلي والمالي لها.	0
26. خلال الفترة المشمولة بالتقرير، وثقت البعثة عددا من الانتهاكات التي ارتكبتها قوات الدفاع والأمن المالية، بما في ذلك الاستخدام المفرط للقوة الذي أدى إلى عمليات قتل خارج نطاق القضاء. وفي 3 تشرين الأول/أكتوبر، في بلدة غاو، أطلق حراس السجن النار على محتجز أعزل كان يستسلم بعد محاولة فاشلة للهروب من السجن. وفي 16 نوفمبر/تشرين الثاني، في بلدة غاو أيضاً، أطلق جندي من القوات المسلحة المالية النار عشوائياً في مكان عام، مما أدى إلى مقتل رجل وإصابة خمسة آخرين.	0
"ويحث مجلس الأمن جمهورية كوريا الشعبية الديمقراطية على العودة فورا إلى المحادثات السداسية دون شروط مسبقة، وعلى العمل من أجل التنفيذ العاجل للبيان المشترك الصادر في 19 أيلول/سبتمبر 2005، ولا سيما التخلي عن جميع الأسلحة النووية والبرامج النووية القائمة.	0
ندين الهجمات الصاروخية الإرهابية المتكررة على الأهداف المدنية الإسرائيلية.	1
ويرى الفريق أن تهديد تنظيم القاعدة مستمر في التنوع، مع تطور مجموعة من الفروع المرتبطة ببعضها البعض بشكل فضفاض وصعود أفراد وخلايا متطرفة مستقلة تستند إلى أيديولوجية تنظيم القاعدة.	1
وفي قضية جيليسيتش، أشارت دائرة الاستئناف إلى أنه "فيما يتعلق بإثبات النية المحددة، يمكن، في غياب أدلة صريحة مباشرة، الاستدلال عليها من عدد من الوقائع والظروف، مثل السياق العام، أو ارتكاب أفعال أخرى مذنبة موجهة بشكل منهجي ضد نفس المجموعة، أو حجم الفظائع المرتكبة، أو الاستهداف المنهجي للضحايا بسبب انتمائهم إلى مجموعة معينة، أو تكرار الأفعال التدميرية والتمييزية".	0
وقدّم الأمين العام المساعد بالنيابة إحاطة عن التطورات السياسية في أوكرانيا، بما في ذلك إجراء الانتخابات البرلمانية في 26 تشرين الأول/أكتوبر والانتخابات التي أجراها المتمردون في دونيتسك ولوغانسك في 2 تشرين الثاني/نوفمبر، والتي شجبها الأمين العام والعديد من أعضاء المجتمع الدولي.	1
وقد أعاقت هذه الهجمات والاستفزازات في بعض الأحيان وصول المساعدات الإنسانية بشكل غير مباشر.	0
والواقع أن لجنة القرار 1540 تبدو في وضع جيد لتعزيز التعاون بين هذه الكيانات واستكشاف فرص التمويل.	0
:: في 26 نيسان/أبريل 2005، غادرت آخر القوات السورية لبنان منهيةً بذلك وجوداً عسكرياً استمر 29 عاماً.	0
2. أُنشئت المديرية التنفيذية للجنة مكافحة الإرهاب لفترة أولية تنتهي في 31 كانون الأول/ديسمبر 2007، وهي تخضع لاستعراض شامل من جانب مجلس الأمن بحلول 31 كانون الأول/ديسمبر 2005.	0
وفي حين أدانت كل من بريشتينا وبلغراد الحادث بشدة ودعتا إلى إلقاء القبض على الجناة، فقد ادعى كل طرف أن الطرف الآخر مسؤول عن إثارة الحادث.	1
لم تقبل الحكومة المجندين من جميع القبائل.	1
كما نشعر بالقلق إزاء معدل البطالة المرتفع للغاية وانتشار الفقر على نطاق واسع في البلاد.	1
وتضمن التقرير وصفًا قاتمًا للوضع في المنطقة الذي يتسم بمزيد من أعمال العنف والإرهاب.	0
وأبلغتني حكومة لبنان أيضا أن القوات المسلحة اللبنانية زادت من تواجدها وأقامت نقاط تفتيش جديدة وشددت الرقابة حول مواقع الجماعات الفلسطينية المسلحة التي تتخذ من الجمهورية العربية السورية مقرا لها في جنوب بيروت وفي سهل البقاع. وفي 7 تشرين الأول/أكتوبر، شن الجيش اللبناني غارات على مواقع للجماعات الفلسطينية المسلحة التي تتخذ من سوريا مقرا لها في سهل البقاع، حيث تم الاستيلاء على أسلحة.	0
التعاون مع القوات المالية وعملية برخان	0
لقد ورثت الحكومة الديمقراطية الجديدة في باكستان تحديات سياسية واقتصادية وأمنية هائلة.	1
ونتيجة لذلك، فقد تم تجاوز الخط الفاصل فيما يتعلق بالتهديدات الأمنية للعديد من البلدان داخل أفريقيا وخارجها، بما في ذلك أعضاء هذا المجلس، مما كشف عن نقاط ضعفها.	1
أدين بشدة أي استخدام للمواد الكيميائية السامة في النزاع السوري، من قبل أي طرف كان.	1
وضع مبادئ توجيهية جنسانية لنزع السلاح والتسريح وإعادة الدمج؛ وتوفير الترتيبات الأمنية لمواقع نزع السلاح داخل مناطق نزع السلاح والتسريح وإعادة الدمج، مع إيلاء اهتمام خاص لاحتياجات النساء؛ وتنظيم اجتماعات مع المقاتلات السابقات والمرتبطات بالقوات المقاتلة لتقييم الاحتياجات وآليات إعادة الدمج.	0
منع وإنهاء تجنيد الأطفال الجنود الأطفال في انتهاك للقانون الدولي.	0
وأعربت الممثلة الخاصة عن أسفها لأن حالة حقوق الإنسان لا تزال تتسم بالانتهاكات المستمرة، وحذرت من أن الوضع قد يزداد سوءاً مع اعتماد وتنفيذ مشروع قانون جديد للأمن.	1
4. يدعو جماعات المعارضة السورية المسلحة والعناصر المعنية إلى احترام الأحكام ذات الصلة من التفاهم الأولي;	0
في وادي حجام سرقوا أسلحة من الشرطة.	0
ولتحقيق عودة مستدامة ومجتمعات أقليات قابلة للاستمرار، ستكون هناك حاجة إلى عملية لامركزية أوسع نطاقاً.	0
يدين بأشد العبارات جميع أشكال العنف الجنسي وغيره من أشكال العنف المرتكبة ضد المدنيين في النزاعات المسلحة، ولا سيما النساء والأطفال، ويتعهد بكفالة أن تستخدم جميع عمليات دعم السلام جميع التدابير الممكنة لمنع هذا العنف ومعالجة أثره حيثما وقع.	1
كما شدد على خطر تصاعد النزاع مع استئناف فترة الهجرة والانتخابات وغياب الحوار.	1
وبالنسبة لوفد آخر، لا ينبغي الخلط بين الحماية الفعالة للمدنيين وتحييد الجماعات المسلحة من خلال الأنشطة العدوانية.	1
ولهذا السبب، وجه المتمردون هجماتهم ضد المنشآت الحكومية، وتجنبوا عمداً مهاجمة القبائل العربية.	0
ومما لا شك فيه أن جميع هذه التدابير قد ساعدت بلا شك في زيادة الوعي وتطوير الفهم المشترك ومواجهة خطر التحريض وتهديده.	0
وقد أدى غياب سلطة الدولة أيضًا إلى إنشاء مجموعات الدفاع الذاتي المجتمعية لحماية المجتمعات المحلية من الجماعات المسلحة، والتي غالبًا ما أصبحت هي نفسها مصدرًا للنزاع.	0
57. ما فتئت المصلحة الذاتية لمعارضي إقامة حكومة حسنة النية تشكل مشكلة ثابتة، وقد كشف فريق الرصد في تقاريره السابقة عن هذه المشكلة الرئيسية في الصومال. ولا تزال المشكلة قائمة، والموضوع الأكثر بروزا في هذا التقرير هو الاتجاه المستمر لتصاعد العنف المحتمل في نمط حماية المصالح الخاصة الراسخة.	1
وجاءت الزيارة إلى بواكيه بعد يوم واحد من الاشتباك بين المتمردين والقوة الفرنسية لمراقبة وقف إطلاق النار في دويكوي.	0
سيحتاج تنفيذ التغييرات في هيكل الشرطة في البوسنة والهرسك إلى دعم خبراء الشرطة الدوليين.	0
32. يرحب بالإحاطات الدورية المقدمة من حكومة أفغانستان بشأن محتوى القائمة، وكذلك بشأن أثر الجزاءات المحددة الهدف على ردع التهديدات التي يتعرض لها السلام والاستقرار والأمن في أفغانستان، ودعم المصالحة التي يقودها الأفغان;	0
ويبدو أن هذه الأنشطة الإجرامية لها تأثير مضاعف من خلال تغذية الإرهاب في أفريقيا والأنشطة الإجرامية التي تزدهر في مناطق أخرى من العالم.	1
لم يكن العمل في تلك البيئة مهمة سهلة، لكن قوة الأمم المتحدة لمراقبة فض الاشتباك تطورت كبعثة وعدلت عملياتها لمواجهة التحديات التي تفرضها بيئة الصراع الداخلي والاشتباكات التي ازدادت حدتها وشدتها في الآونة الأخيرة.	0
ونظراً لعداء هذه الجماعات الطويل الأمد للأمم المتحدة، فإن ذلك يشير إلى وجود خطر مستمر على أفراد البعثة.	1
وتدّعي السلطات الإسرائيلية بدورها أن عمليات التحليق هذه تتم لأسباب أمنية، متذرعةً بانتهاكات مزعومة لحظر الأسلحة المفروض بموجب القرار 1701 (2006).	1
وكان هذا ثالث صاروخ يطلق من غزة على إسرائيل منذ الصيف.	0
يحيط علما بوضع سياسة بذل العناية الواجبة في مراعاة حقوق الإنسان، ويشجع [البعثة] على تنفيذها بالكامل، ويطلب إلى الأمين العام أن يدرج التقدم المحرز في تنفيذ هذه السياسة في تقاريره إلى المجلس;	0
تختلف التهديدات الإرهابية التي تتعرض لها هذه المنطقة إلى حد ما من حيث المنشأ والطبيعة، ولكن آثارها متشابهة.	1
مشددا على أن تعزيز الحوار وتوسيع نطاق التفاهم بين الحضارات، في محاولة لمنع الاستهداف العشوائي للأديان والثقافات المختلفة، ومعالجة النزاعات الإقليمية التي لم تحل بعد وكامل نطاق القضايا العالمية، بما في ذلك قضايا التنمية، سيسهم في التعاون الدولي، وهو أمر ضروري في حد ذاته لمواصلة مكافحة الإرهاب على أوسع نطاق ممكن,	0
ولذلك فقد اقتصر الأمر على جمع معلومات موثوقة عن الأشخاص الذين قد يشتبه في مسؤوليتهم عن الجرائم في دارفور.	0
43. وسعياً إلى تحقيق هذه الأهداف، وثقت بعثة الأمم المتحدة لتحقيق الاستقرار في هايتي حالات واسعة النطاق من الاعتقالات غير القانونية وسوء المعاملة والاحتجاز المطول قبل المحاكمة.	1
وتدل إضافة هذه الأسماء على استمرار قلق اللجنة إزاء التهديد الذي تشكله حركة طالبان على السلم والأمن الدوليين.	1
(د) القادة السياسيون والعسكريون العاملون في جمهورية الكونغو الديمقراطية الذين يجندون الأطفال أو يستخدمونهم في النزاعات المسلحة في انتهاك للقانون الدولي الساري;	0
ومع اشتداد حدة القتال، عززت قوات الدفاع الوطني التيمورية مواقعها في التلال بإرسال سفينة تابعة للبحرية إلى خليج تيبار.	0
يدعو جميع الأطراف المعنية إلى كفالة أن تشمل جميع عمليات السلام واتفاقات السلام والتخطيط للإنعاش وإعادة الإعمار بعد انتهاء النزاع ... تدابير محددة لحماية المدنيين، بما في ذلك إعادة إرساء سيادة القانون.	0
هاجم حوالي 3,000 من الجنجويد الذين يمتطون الخيول والجمال القرية. وكان بعضهم في مركبات.	0
وبالإضافة إلى ذلك، في 29 تموز/يوليه، أصدرت بعثة مراقبي الأمم المتحدة في جورجيا تقريرا عن انتهاك لإنشاء مركز "ضرائب" أبخازي على بعد 50 مترا من نقطة تفتيش تابعة لقوة حفظ السلام التابعة لرابطة الدول المستقلة في انتهاك لبروتوكول غالي المؤرخ 12 أيار/مايو 2005 (انظر S/2005/453، الفقرة 4).	1
وقد تم التخلي عن المفهوم المتعدد الأعراق في كوسوفو وميتوهيا المقترح في التقرير، وهو ما يتجلى بشكل خاص في إنشاء النظام القضائي في كوسوفو وميتوهيا (الفقرة 57).	1
يمنع نقص الأراضي والوظائف، فضلاً عن انعدام الأمن، العديد من العائدين من الاستقرار في مجتمعاتهم الأصلية.	1
وقد طلب وزير الداخلية من القائد دا كروز تسليم 10 من البنادق و6000 طلقة ذخيرة و10 مخازن ذخيرة إلى راي لوس في ليكويكا.	0
دعونا نتحدث بصراحة: هذه الروايات الواردة من الصحافة ومنظمات حقوق الإنسان والمدنيين على الأرض تثير مخاوف كبيرة حول طبيعة وحجم النزاع.	1
في الجلسة 5303 لمجلس الأمن، المعقودة في 10 تشرين الثاني/نوفمبر 2005، فيما يتصل بنظر المجلس في البند المعنون "الأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية"، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:	0
وإذ يدين على وجه الخصوص أعمال العنف الجنسي التي ترتكبها [الميليشيات والجماعات المسلحة وعناصر القوات المسلحة وقوات الشرطة الوطنية] وغيرها من أجهزة الأمن والاستخبارات [، وإذ يشدد على الحاجة الملحة إلى أن تقوم [الدولة المتضررة]، بالتعاون مع [بعثة حفظ السلام] والجهات الفاعلة الأخرى ذات الصلة، بوضع حد لهذا العنف وتقديم مرتكبيه، وكذلك كبار القادة الذين يعملون تحت إمرتهم، إلى العدالة، وإذ يدعو الدول الأعضاء إلى تقديم المساعدة في هذا الصدد ومواصلة تقديم المساعدة الطبية والإنسانية وغيرها من أشكال المساعدة للضحايا.	1
كما تجدر الإشارة إلى أن نواباً لبنانيين كباراً آخرين، مثل رئيس الوزراء السابق نجيب ميقاتي، قد صرحوا بأنه "لا ينبغي أن يكون هناك أي سلاح لا داخل المخيمات ولا خارجها".	1
105. لم تبلغ أي دولة اللجنة عن أي محاولة لخرق حظر توريد الأسلحة، لكن الفريق لاحظ عدة حالات تعقّد فيها التنفيذ الفعال لحظر توريد الأسلحة بسبب عوامل مثل وجود كيانات مرتبطة بتنظيم القاعدة في منطقة ما بعد انتهاء النزاع أو في مناطق خارجة عن سيطرة الحكومة، كما هو الحال في الصومال وأفغانستان على سبيل المثال.	0
ومن ثم، كما في الفئة السابقة، فإن أي جريمة يرتكبها هؤلاء لا تنطوي على المسؤولية الجنائية لمرتكبها فحسب، بل أيضاً مسؤولية السلطات العليا في السودان إذا أمرت أو خططت لتلك الجرائم أو فشلت في منع أو قمع هذه الجرائم (مسؤولية الرؤساء).	0
C. حلّ الميليشيات اللبنانية وغير اللبنانية ونزع سلاحها	0
وقد تم الإعراب عن بعض المخاوف - آخرها من قبل العديد من المرشحين للرئاسة - بشأن عدالة التسجيل.	1
ومن بين هذه المخاوف، لا بد من تسليط الضوء على أحد هذه المخاوف، وهو تدهور الوضع الأمني في الأسابيع والأشهر الأخيرة.	1
(ت) تشجيع جميع الدول، بموجب الفقرة 8 من القرار 1977 (2011)، على أن تعد على أساس طوعي خطط عمل وطنية للتنفيذ، بمساعدة اللجنة المنشأة عملا بالقرار 1540 (2004)، حسب الاقتضاء، تحدد أولوياتها وخططها لتنفيذ الأحكام الرئيسية للقرار 1540 (2004)، وأن تقدم تلك الخطط إلى اللجنة؛	0
وإذ يقرر أن الوضع في الصومال لا يزال يشكل تهديداً للسلم والأمن الدوليين في المنطقة,	1
نحن نعتبر موقف أرمينيا تحدياً صريحاً لعملية تسوية النزاع وتهديداً خطيراً للسلام والأمن الدوليين والإقليميين.	1
وإذ يشدد على الالتزام الواقع على عاتق جميع الدول الأعضاء بالتنفيذ الكامل للقرار 1373 (2001)، بما في ذلك ما يتعلق بأي عضو من أعضاء حركة طالبان وتنظيم القاعدة، وأي أفراد وجماعات ومؤسسات وكيانات مرتبطة بحركة طالبان وتنظيم القاعدة، ممن شاركوا في تمويل أعمال إرهابية أو التخطيط لها أو تيسير ارتكابها أو الإعداد لها أو ارتكابها أو دعمها، وكذلك تيسير تنفيذ الالتزامات المتعلقة بمكافحة الإرهاب وفقا لقرارات مجلس الأمن ذات الصلة،	1
9. حث مجلس حقوق الإنسان، في قراره 22/13، حكومة جمهورية كوريا الشعبية الديمقراطية على التعاون الكامل مع اللجنة في تحقيقاتها، والسماح لأعضاء اللجنة بزيارة البلد دون قيود، وتزويدهم بجميع المعلومات اللازمة لتمكينهم من الاضطلاع بولايتهم.	1
وأعرب بعض أعضاء المجلس عن قلقهم إزاء عدم إحراز تقدم في التحقيقات في الجرائم التي ارتكبها المتمردون.	0
لقد أدنت هذه القيود المفروضة على حرية حركة قوات حفظ السلام التابعة للأمم المتحدة.	1
وعلى الرغم من الاهتمام المتزايد والتطورات الإيجابية التي حدثت مؤخراً في هذا المجال، إلا أن العديد من التحديات على أرض الواقع فيما يتعلق بالتنفيذ لا تزال قائمة، ولا سيما التحديات المتعلقة باستمرار عدم الوضوح المحيط بمفهوم حماية المدنيين وتفعيلها، وآليات التنسيق الداخلية والخارجية، والإنذار المبكر والاستجابة السريعة، ودعم قوات الأمن التابعة للحكومة المضيفة، وقدرات القوات وتوفير الموارد.	1
وحتى لو تم إبلاغ الشرطة عن هذه الحوادث، يبدو أن الجناة يتمتعون بالإفلات من العقاب، واستمرت الاعتداءات على النساء.	0
وغالباً ما يقع المدنيون في ظروف الحاجة الماسة حيث لم يتم إنشاء عملية لحفظ السلام. وقد تتطلب مثل هذه الحالات اهتماما عاجلا من المجلس.	0
"ويدين مجلس الأمن مقتل المدنيين الأبرياء وانتهاكات حقوق الإنسان في شرق جمهورية الكونغو الديمقراطية، ويدعو إلى إجراء تحقيق كامل في هذه الحوادث.	1
لم يحدث حتى الآن أي تحسن في الإصلاح الإداري على المستوى الوطني.	1
وفي الوقت نفسه، فإن العناصر الحاسمة الأخرى في عملية بناء المؤسسات هذه هي تعزيز سيادة القانون من خلال تعزيز كفاءة النظام القضائي ونزاهته وأدائه العام، وتعزيز مؤسسات إنفاذ القانون من أجل كبح الجريمة المنظمة والعنف العرقي وتقديم جميع المجرمين إلى العدالة.	1
"ويؤكد مجلس الأمن من جديد أن الإرهاب بجميع أشكاله ومظاهره يشكل واحدا من أخطر التهديدات للسلم والأمن، وأن أي أعمال إرهابية هي أعمال إجرامية وغير مبررة، بغض النظر عن دوافعها ومتى ارتكبت وأيا كان مرتكبها.	0
وقد أشارت الدول الأعضاء إلى أن المواقع التي تروج للإرهاب في بلد ما تكاد تكون موجودة في بلد آخر.	1
وعلمت اللجنة أن تحقيقاً إدارياً تجريه لجنة أنشأها والي جنوب دارفور نظراً لخطورة الاتهام وتبعاته التي تستلزم الإسراع في اتخاذ الإجراءات ذات الصلة.	0
وأشار الرئيس إلى القلق الدائم لدى بعض البلدان بشأن نطاق المنطقة شديدة الخطورة.	1
"يقر مجلس الأمن بأهمية المساعدة في منع نشوب النزاعات في المستقبل من خلال معالجة أسبابها الجذرية بطريقة مشروعة وعادلة.	0
وعلى وجه الخصوص، أود أن أؤكد، كما لاحظت في التقرير، أن حركة طالبان لا تزال تشكل تهديداً حقيقياً لإعادة إعمار البلاد واستقرارها، وأن احتواء هذه المنظمة أمر بالغ الأهمية.	1
ويعرب المجلس عن قلقه إزاء الدعم الخارجي الذي تتلقاه الجماعات المسلحة التشادية، على نحو ما أفاد به الأمين العام.	1
وقد أصدر المجلس بياناً صحفياً في 26 تموز/يوليو أدان فيه الهجوم الإرهابي الذي استهدف قوة الأمم المتحدة المؤقتة في لبنان (اليونيفيل)، والذي أصيب فيه ستة من جنود حفظ السلام التابعين للأمم المتحدة من فرنسا. مسائل مواضيعية ومسائل أخرى	1
وأعرب الأعضاء عن قلقهم إزاء الوضع الأمني وأكدوا على أنه ما لم تتم معالجته بسرعة وفعالية، فقد تتعثر عملية التطبيع، مما يقوض الجهود التي تبذلها السلطات لتحقيق الاستقرار في الدولة.	1
ويقر مجلس الأمن بأن حقوق الإنسان للنساء والفتيات معرضة للخطر بشكل خاص خلال النزاعات المسلحة وحالات ما بعد النزاع، ويلاحظ أن أعضاء المجتمع المدني العاملين في مجال حقوق الإنسان للمرأة قد يكونون مستهدفين في عدد من هذه الحالات.	1
وإذ يشير إلى أنه أيد الاتفاق الذي وقعته القوى السياسية الإيفوارية في لينا - ماركوسي في 24 كانون الثاني/يناير 2003 (S/2003/99) (اتفاق لينا - ماركوسي) الذي أقره مؤتمر رؤساء الدول المعني بكوت ديفوار، المعقود في باريس يومي 25 و 26 كانون الثاني/يناير 2003، والاتفاق الموقع في أكرا في 30 تموز/يوليه 2004 (اتفاق أكرا الثالث) والاتفاق الموقع في بريتوريا في 6 نيسان/أبريل 2005 (اتفاق بريتوريا)،	0
أما من الناحية الموضوعية، فقد عارضت الهيئات القضائية الوطنية المطالبين بواحدة أو أكثر من الحجج التالية: أولاً، الحق في الجبر كما هو موجود في القانون الدولي الإنساني ليس نافذاً بذاته، إذ لا يحق إلا للدول الأصلية للضحايا مباشرةً التمتع بهذا الحق؛ ثانياً، وجود اتفاقية سلام تحول دون تقديم مطالبات فردية.	1
:: 21 حزيران/يونيه 2005، مقتل القيادي السابق في الحزب الشيوعي اللبناني جورج حاوي في انفجار سيارته بالقرب من منزله في وطى المصيطبة.	1
ولذلك، فإننا نحث أعضاء المجلس ومجموعة الأصدقاء على أن ينظروا بإيجابية إلى توصيات الأمين العام هذه.	1
وقد سعت بعثة الأمم المتحدة في جمهورية أفريقيا الوسطى وتشاد لزيارة مواقع الهجمات ولكن القادة المحليين منعوها من الوصول إليها.	0
وذكرت الضحية أنها كانت تعرف 19 امرأة من النساء اللاتي تعرضن للاغتصاب ولكن كان هناك العديد من النساء الأخريات. وتعتقد أنهن كنّ حوالي 50 امرأة في المجموع.	0
7. يؤكد من جديد أن وضع حد للإفلات من العقاب أمر ضروري إذا ما أريد لمجتمع يمر بنزاع أو يتعافى من النزاع أن يتصالح مع الانتهاكات التي ارتكبت في الماضي ضد المدنيين المتضررين من النزاع المسلح وأن يمنع وقوع مثل هذه الانتهاكات في المستقبل، ويوجه الانتباه إلى المجموعة الكاملة من آليات العدالة والمصالحة التي ينبغي النظر فيها، بما في ذلك المحاكم الجنائية الوطنية والدولية و "المختلطة" والمحاكم الجنائية ولجان الحقيقة والمصالحة، ويشير إلى أن هذه الآليات لا يمكن أن تعزز المسؤولية الفردية عن الجرائم الخطيرة فحسب، بل يمكن أن تعزز أيضا السلام والحقيقة والمصالحة وحقوق الضحايا;	0
21. وأشارت الحكومة الكونغولية إلى أنها ستلتزم بالموعد النهائي المحدد في 2 كانون الثاني/يناير 2015.	1
إن أوغندا تعتز بالسلام وتعتقد أن عدم الاستقرار الحالي في منطقة البحيرات العظمى هو عامل مثبط للتنمية.	0
ليس من الضروري، ولكن قد يكون من الضروري إثبات أن الهجوم هو نتيجة وجود سياسة أو خطة.	0
بصرف النظر عن المواجهات المتفرقة بين المتظاهرين والشرطة، لم يتم الإبلاغ عن أي أعمال عنف.	0
75. دولة واحدة فقط من الدول الثماني في هذه المنطقة دون الإقليمية لديها تشريعات كافية تغطي جميع الجرائم الإرهابية ذات الصلة. واستحدثت أربع دول تشريعات تغطي بعض الجرائم الإرهابية فقط.	0
لدى معظمها تدابير كافية لقمع تجنيد الإرهابيين.	0
