en_ar_DEEPL	MatCoop
وفي أعقاب اعتماد قرار مجلس الأمن 2100 (2013) الذي أنشأ بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي مع دعم الحفاظ على التراث الثقافي كجزء من ولايتها، واصلت اليونسكو العمل مع شركاء الأمم المتحدة لدمج حماية التراث الثقافي في عملية حفظ السلام وجهود التعافي.	1
212. أدركت اللجنة أثناء التحقيق الذي أجرته أهمية نظام العدالة التقليدية في تيمور - ليشتي وكذلك مثال الشكل المعدل للعدالة التقليدية الذي توفره عملية المصالحة المجتمعية للجنة الاستقبال والحقيقة والمصالحة في الجرائم الجنائية "الأقل خطورة".	1
وقد بدأ المكتب بالفعل العمل على سبع قضايا على الأقل.	1
جمهورية أفريقيا الوسطى ووحدة الحراسة التابعة لها وفرقة العمل الإقليمية التابعة للاتحاد الأفريقي والقوات الفرنسية المنتشرة في جمهورية أفريقيا الوسطى (الفقرة 54 (أ)). 54 (أ)؛ والإمدادات من المعدات العسكرية غير الفتاكة المخصصة حصرا للاستخدام لأغراض إنسانية أو وقائية، وما يتصل بذلك من مساعدة تقنية أو تدريب (الفقرة 54 (ب)؛ والملابس الواقية، بما في ذلك السترات الواقية والخوذات العسكرية التي يصدّرها مؤقتا إلى جمهورية أفريقيا الوسطى موظفو الأمم المتحدة وممثلو وسائط الإعلام والعاملون في المجالين الإنساني والإنمائي والأفراد المرتبطون بهم لاستخدامهم الشخصي فقط (الفقرة 54 (ب))؛ والملابس الواقية التي يصدّرها مؤقتا إلى جمهورية أفريقيا الوسطى موظفو الأمم المتحدة وممثلو وسائط الإعلام والعاملون في المجالين الإنساني والإنمائي والأفراد المرتبطون بهم لاستخدامهم الشخصي فقط (الفقرة 54 (ج)). 54 (ج)؛ إمدادات الأسلحة الصغيرة وغيرها من المعدات ذات الصلة المخصصة حصرا لاستخدامها في الدوريات الدولية التي توفر الأمن في منطقة نهر سانغا المحمية الثلاثية للدفاع ضد الصيد غير المشروع وتهريب العاج والأسلحة وغير ذلك من الأنشطة المخالفة للقوانين الوطنية لجمهورية أفريقيا الوسطى أو للالتزامات القانونية الدولية لجمهورية أفريقيا الوسطى (الفقرة 54 (ج))؛ إمدادات الأسلحة الصغيرة والمعدات ذات الصلة المخصصة حصرا لاستخدامها في الدوريات الدولية التي توفر الأمن في منطقة نهر سانغا المحمية الثلاثية للدفاع ضد الصيد غير المشروع وتهريب العاج والأسلحة وغير ذلك من الأنشطة المخالفة للقوانين الوطنية لجمهورية أفريقيا الوسطى أو للالتزامات القانونية الدولية لجمهورية أفريقيا الوسطى (الفقرة 54 (د)؛ وتوريد الأسلحة والمعدات الفتاكة الأخرى ذات الصلة إلى قوات الأمن في جمهورية أفريقيا الوسطى، المخصصة حصرا لدعم عملية إصلاح قطاع الأمن في جمهورية أفريقيا الوسطى أو لاستخدامها في هذه العملية، على النحو الذي وافقت عليه اللجنة مسبقا (الفقرة 54 (د))؛ أو غير ذلك من الإمدادات من الأسلحة والمعدات الفتاكة ذات الصلة (الفقرة 54 (هـ)؛ أو غير ذلك من عمليات بيع أو توريد الأسلحة والأعتدة ذات الصلة، أو تقديم المساعدة أو الأفراد (الفقرة 54 (هـ)). 54 (f)).	1
وفي وقت لاحق من عام 2006، اعتمدت الجمعية العامة بالإجماع استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب بالإجماع، والتي كان لها أهمية كبيرة في إعادة تأكيد الالتزام الجماعي للمجتمع الدولي بمكافحة التهديد المشترك للإرهاب.	1
وسيتعين على اللجنة بدورها أن تواصل تعزيز شعور أوسع نطاقاً بملكية نظام الجزاءات وضمان أن يوفر دعماً حقيقياً للجهود الوطنية التي تبذلها الدول التي تسعى إلى التصدي للتهديد الذي يشكله تنظيم القاعدة وحركة طالبان.	0
ولذلك ينبغي للبلدان المساهمة بقوات وأفراد شرطة أن تضمن، بما في ذلك من خلال التصديق الذاتي، أن الأفراد الذين يتم نشرهم قد تلقوا تدريباً قبل النشر على حماية المدنيين.	1
ويذكّر المجلس الدول بضرورة ضمان امتثال أي تدابير تتخذها لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان وقانون اللاجئين والقانون الإنساني الدولي.	1
أولاً، لقد خلقوا حالة طوارئ إنسانية مستمرة تهدد السلام والاستقرار في هايتي.	0
:: في 26 نيسان/أبريل 2005، غادرت آخر القوات السورية لبنان منهيةً بذلك وجوداً عسكرياً استمر 29 عاماً.	1
كما كان تجديد السجون ومراكز الاحتجاز في كوسوفو، التي كانت في حالة سيئة للغاية، أولوية قصوى بالنسبة لإدارة العدل التابعة لبعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو.	1
"1 - أن هذه المساعدات قدمت إلى الحكومة الشرعية المنتخبة وبطلب من الحكومة الشرعية المنتخبة التي حظيت بتأييد دولي؛ "2 - أن الهدف منها هو تعزيز قدرات قوات الشرطة وتعزيز الأمن حتى يتمكن الرئيس من الانتقال إلى العاصمة مقديشو لأداء مهامه الرسمية. وهذا لا يمكن أن يحدث ما لم يتم نزع سلاح العصابات المسلحة لصالح الحكومة الشرعية؛ "3 - إن مهمة نزع سلاح تلك العصابات وتوطيد قبضة السلطة الشرعية شرط لا غنى عنه لمكافحة بؤر الإرهاب في الصومال. وهي تتفق مع السياسات التي تتبناها الدول في جميع أنحاء العالم في مكافحة الإرهاب وستكفل عدم ظهور طالبان جديدة في الصومال.	1
ضاعفت المعلومات المضللة من التمييز والوصم على أساس الهوية، وتسببت في العنف بين المجتمعات المحلية وداخلها.	0
وأخيرا، لا بد من معالجة مسألة الظروف التي يؤذن فيها لعملية حفظ السلام باستخدام القوة، بدءا من الدفاع عن النفس إلى إنفاذ السلام وحفظ السلام القوي، وكيفية ملاءمتها لتنفيذ ولاية العملية في حماية المدنيين.	0
يستمر التعاون في إدارة الحدود الإقليمية في التحسن، بما في ذلك من خلال إنشاء دوريات مشتركة وتبادل المعلومات والآليات الإقليمية لمراقبة الحدود والتعاون الجمركي.	1
يقرر أن تضطلع [البعثة] بالولاية التالية في [البلد المتضرر]، بالتنسيق مع فريق الأمم المتحدة القطري ... أمن المدنيين وحمايتهم (ج) الاتصال بـ ... حكومة [البلد المتضرر] ومفوضية الأمم المتحدة لشؤون اللاجئين دعما لجهودهما الرامية إلى نقل مخيمات اللاجئين القريبة من الحدود، وتقديم المساعدة اللوجستية لهذا الغرض إلى مفوضية الأمم المتحدة لشؤون اللاجئين، على أساس توافرها واسترداد تكاليفها، ... (هـ) دعم مبادرات السلطات الوطنية والمحلية في [البلد المتضرر] الرامية إلى حل التوترات المحلية وتعزيز جهود المصالحة المحلية، من أجل تحسين بيئة عودة المشردين داخليا.	1
ومع ذلك، استمر كلا الجانبين في الامتناع عن التعامل المباشر مع بعضهما البعض. واتخذت جميع الاتصالات المعروفة بين القوتين المسلحتين شكل اجتماعات ومراسلات خطية مع البعثة.	1
وحدها سيادة القانون، مدعومة بقوات عراقية مدربة تدريباً جيداً، ومدعومة ببنية تحتية واقتصاد مزدهرين ومدعومة بعملية انتخابية حرة ونزيهة، هي التي يمكنها هزيمة أولئك الذين يرغبون في زعزعة استقرار البلاد.	1
كما استمر العمل أيضًا على وضع إطار قانوني مؤقت، والذي من شأنه أن يحدد الحكم الذاتي الجوهري ويضع الأساس للانتخابات المركزية.	1
وأطلع الطرفان دوائرهما الانتخابية، بما في ذلك اللاجئون الماليون المقيمون في موريتانيا والنيجر، على محتوى الوثيقة.	0
86. ينبغي لدول المنطقة دون الإقليمية: (أ) مراجعة قوانينها الجنائية من أجل كفالة تجريم التجنيد للأعمال الإرهابية والجماعات الإرهابية بما فيه الكفاية؛	1
كما وقعت 3 إصابات في صفوف الناشطين الإعلاميين في نوفمبر/تشرين الثاني، جميعها على يد قوات النظام.	0
5. وأجرى المنسق ثلاث زيارات إلى المنطقة (في شباط/فبراير ونيسان/أبريل وأيار/مايو) تزامنت مع اجتماعات اللجنة الفرعية الفنية واللجنة الثلاثية. وفي 9 شباط/فبراير 2011، استقبله نائب رئيس مجلس الوزراء ووزير خارجية الكويت، الشيخ محمد الصباح السالم الصباح، الذي أشار إلى ضرورة ترجمة روح التعاون الناشئة بين العراق والكويت إلى خطوات عملية وموجهة نحو تحقيق نتائج من أجل حل المسائل العالقة، بما في ذلك ملفا المفقودين والممتلكات.	0
وتجري اللجنة أيضًا مراجعات دورية لأسماء الأفراد الذين تم الإبلاغ عن وفاتهم والكيانات التي تم الإبلاغ عن توقفها عن العمل.	1
وفي 2 أيار/مايو، قدم وكيل الأمين العام للشؤون القانونية والمستشار القانوني، نيكولاس ميشيل، إحاطة إلى المجلس عن رحلته الأخيرة إلى لبنان وحث الأعضاء على الاستجابة للحاجة إلى سد الثغرة والمساعدة في بدء نفاذ المحكمة الخاصة بلبنان.	0
وبالنسبة للمؤسسات المصرفية، فإن هذا الالتزام منصوص عليه أيضًا في لائحة البنك الوطني التشيكي رقم 1 الصادرة في 8 سبتمبر 2003.	1
"ويجدد مجلس الأمن نداءه إلى حكومة جمهورية أفريقيا الوسطى لإحياء الجهود الرامية إلى إصلاح مؤسسات قطاع الأمن، وهو عنصر حاسم في عملية بناء السلام في جمهورية أفريقيا الوسطى، وللتصدي للإفلات من العقاب على نطاق واسع، وتعزيز سيادة القانون وزيادة احترام حقوق الإنسان.	0
5. وأحرز تقدم كبير أيضا في إنشاء مجالس بلدية عاملة. ففي ١١ تشرين الثاني/نوفمبر، أدى أكثر من ٨٠٠ عضو من أعضاء المجالس الجديدة اليمين الدستورية.	1
95. يظهر هيكل وتنظيم أجهزة المخابرات السورية واللبنانية في لبنان وقت وقوع الانفجار، بما في ذلك بروتوكولات الإبلاغ، تأثيرا واسعا على الحياة اليومية في لبنان.	0
قالوا "لماذا تمكثون هنا أيها العبيد".	0
وفيما يلي سرد موجز لتلك التقارير، وهو يفيد في توضيح سياق تقصي الحقائق والتحقيقات التي أجرتها اللجنة. وفي الأقسام التي تلي هذا العرض العام، تُعرض الحوادث الفردية حسب نوع الانتهاك أو الجريمة الدولية التي تم تحديدها.	1
وتشمل الانتهاكات أنشطة مثل تعزيز الهياكل المادية في المناطق المحظورة التي حددها الاتفاق وفرض قيود على تحركات مراقبي الأمم المتحدة العسكريين.	0
في ذلك القرار، وعلى الرغم من أن أفراد قوات التحالف استبعدوا صراحةً من اختصاص لجنة الأمم المتحدة للتعويضات، إلا أنه سُمح بالتعويض عن مطالبات أسرى الحرب من قبل قوات التحالف عن الخسائر أو الإصابات الناتجة عن سوء المعاملة في انتهاك للقانون الدولي الإنساني.	1
في معظم الحالات، نجحت السفن - من خلال اليقظة والوعي الظرفي والاستجابة الحازمة وفقًا لأفضل الممارسات الإدارية للحماية من القرصنة في الصومال - في منع صعود المهاجمين على متن السفن.	1
في العديد من الحالات تميل الميليشيات التي تهاجم القرى "الأفريقية" إلى استخدام ألقاب مهينة، مثل "العبيد" أو "السود" أو النوبة أو الزرقاء، والتي قد توحي بتصور أن الضحايا ينتمون إلى مجموعة متميزة.	0
('3` تحسين قدرة السلطات [الوطنية] في [المنطقة المتأثرة بالعنف]، بما في ذلك الوكالات الوطنية لإنفاذ القانون والقضاء ونظام السجون على توفير الأمن اللازم للاجئين والمشردين داخليا والمدنيين والعاملين في المجال الإنساني مع احترام المعايير الدولية لحقوق الإنسان	1
3. ستواصل اللجنة اتباع نهج أكثر استراتيجية وشفافية في عملها وستسعى إلى إبراز عملها داخل الأمم المتحدة الأوسع نطاقا ومجتمع مكافحة الإرهاب.	1
421. إن دور الشرطة في النزاع الحالي غير واضح إلى حد بعيد.	0
من الصعب تحديد مقاييس نجاحها، كما أن المرونة الواضحة للمجموعات المستهدفة تثير تساؤلات حول تأثيرها وتسلط الضوء على أوجه القصور فيها.	0
إن محاولات الدول للتوصل إلى حل سلمي للنزاع هي عملية مستمرة.	1
وفي مصر، نواصل الحث على نقل سلمي ومبكر للسلطة إلى حكومة مدنية.	0
إن احترام حقوق الآخر - بما في ذلك الخصوم السياسيين - يجب أن يصبح الاختبار الرئيسي لكل من يطمح لقيادة البلاد نحو الاستقرار والوحدة والازدهار.	0
يناقش هذا التقرير جوانب مختلفة من قضية الأسلحة الصغيرة، مع التركيز على الأثر السلبي للأسلحة الصغيرة غير المشروعة على الأمن وحقوق الإنسان والتنمية الاجتماعية والاقتصادية، ولا سيما في مناطق الأزمات وحالات ما بعد النزاع.	0
كما أن عملية الأمم المتحدة في كوت ديفوار بصدد استقدام موظفين لوحدة سلوك الأفراد التابعة لها.	1
وصادق السودان أيضاً على اتفاقية منظمة العمل الدولية رقم 182 بشأن حظر أسوأ أشكال عمل الأطفال والإجراءات الفورية للقضاء عليها، والتي تحظر التجنيد القسري أو الإجباري للأطفال لاستخدامهم في النزاعات المسلحة.	1
ليس فريق الرصد على علم بوجود أي حالات لأفراد مدرجين في القائمة تم إيقافهم على الحدود منذ تقريره الأخير، ولم تتلق اللجنة أي تقارير في هذا الصدد.	1
إننا نشعر بقلق عميق إزاء استمرار العنف في الشرق الأوسط من قبل طرف ضد الطرف الآخر، على الرغم من تعبير المجتمع الدولي ومجلس الأمن عن استيائهما الواضح من هذه الحالة.	0
وفي الاجتماع الثلاثي الثالث بين أنغولا وجمهورية الكونغو الديمقراطية ومفوضية الأمم المتحدة لشؤون اللاجئين الذي عقد في لواندا يومي 28 و29 مارس/آذار، تم التوصل إلى اتفاق بشأن إنشاء فريق عمل لمناقشة عودة حوالي 80,000 لاجئ أنغولي يعيشون في جمهورية الكونغو الديمقراطية.	1
7. تهيب بجميع الدول أن تمتنع عن إجراء تفجيرات تجريبية نووية وأن توقع وتصدق على معاهدة الحظر الشامل للتجارب النووية، وبذلك تدخل المعاهدة حيز النفاذ في موعد مبكر;	0
كما أكد أعضاء المجلس على أهمية المشاركة الجادة للأطراف مع الإيقاد في جهود الوساطة التي تبذلها واحترام اتفاق وقف الأعمال العدائية من أجل عودة السلام والاستقرار في جنوب السودان في وقت مبكر.	1
(ج) التعاون، ولا سيما من خلال ترتيبات واتفاقات ثنائية ومتعددة الأطراف، لمنع وقمع الهجمات الإرهابية واتخاذ إجراءات ضد مرتكبي هذه الأعمال;	1
ورحب أعضاء المجلس بالبرامج التدريبية التي نظمها ممثل الأمين العام ومكتب الأمم المتحدة لدعم بناء السلام في جمهورية أفريقيا الوسطى لتعريف الشرطة والقوات المسلحة في جمهورية أفريقيا الوسطى بسبل تعزيز احترام حقوق الإنسان والقانون الإنساني الدولي.	0
ويواصل برنامج مكافحة الجريمة البحرية التابع لمكتب الأمم المتحدة المعني بالمخدرات والجريمة دعم دول المنطقة التي تلاحق القراصنة قضائياً، بما في ذلك كينيا وموريشيوس وسيشيل وجمهورية تنزانيا المتحدة.	0
كما أن زيادة التنسيق وقابلية التشغيل البيني بين تلك المنظمات، فضلاً عن وضع وتبادل الاستراتيجيات المشتركة والسياسات التشغيلية وأفضل الممارسات في إدارة الأزمات المدنية من شأنه أن يعزز الكفاءة والاتساق في إدارة الأزمات.	0
كما دعمت بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية، بناء على طلبها، الجهود التي يبذلها تحالف الوطنيين من أجل كونغو حرة وذات سيادة للاندماج في القوات المسلحة لجمهورية الكونغو الديمقراطية.	1
ويجري النظر في اتخاذ الترتيبات اللازمة لقيام برنامج الأمم المتحدة الإنمائي ومفوضية الأمم المتحدة لشؤون اللاجئين بإنشاء وإدارة صندوق استئماني خلف للمفرزة الأمنية المتكاملة إذا كانت هذه هي رغبة الحكومة والجهات المانحة المحتملة، إلى أن يتم ضمان الهياكل والقدرات الوطنية المطلوبة.	1
دعوة الأطراف ذات الصلة إلى وضع وتنفيذ خطط عمل ملموسة ومحددة زمنيا لوقف تجنيد الأطفال واستخدامهم، بالتعاون الوثيق مع بعثات الأمم المتحدة لحفظ السلام وأفرقة الأمم المتحدة القطرية والممثلة الخاصة للأمين العام المعنية بالأطفال والنزاع المسلح.	1
(ب) المشاركة بنشاط في فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب التي أنشئت لمساعدة الدول الأعضاء في تنفيذها للاستراتيجية العالمية.	1
يجب رفع الحصار فوراً من أجل السماح للسكان المدنيين في غزة بالحصول على المياه والتوظيف والتجارة والعلاج الطبي والتعليم، أي الحصول على احتياجاتهم الأساسية.	0
إن برامج سبل العيش البديلة التي تستهدف المجتمعات المحلية، والوصول إلى الأسواق، وبناء الطرق والبنية التحتية البحرية التي تعزز مصايد الأسماك والتجارة من خلال المساعدة الإنمائية، ستجعل المكاسب التي تحققت من خلال جهود مكافحة القرصنة أكثر استدامة.	1
وتنفذ تدابير لمنع تنقل الأشخاص عبر الحدود بصورة غير مشروعة في ثماني دول، وتسع دول ترصد وتراقب بفعالية استيراد وتصدير الأسلحة والمتفجرات.	1
ومع ذلك، فمن الواضح أيضا أن قيادة القوات المسلحة التيمورية لم تتخذ سوى خطوات محدودة للتحقق من مدى التهديد الذي كان قائما أو استخدام القنوات غير العسكرية لحل التهديد المتصور. وفي 25 أيار/مايو، لم تحاول القيادة العليا للقوات المسلحة التيمورية في 25 أيار/مايو الاتصال بمن هم في قيادة عمليات الشرطة الوطنية لتيمور - ليشتي أو إشراك رئيس الوزراء أو الرئيس في حل الوضع.	0
وإذ يؤكد من جديد أيضا حتمية مكافحة الإرهاب بجميع أشكاله ومظاهره بجميع الوسائل، وفقا لميثاق الأمم المتحدة، وإذ يشدد أيضا على أنه يجب على الدول أن تكفل امتثال أي تدابير تتخذها لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، وينبغي أن تتخذ هذه التدابير وفقا للقانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان وقانون اللاجئين والقانون الإنساني,	0
دعوة الدول إلى الامتثال لالتزاماتها بالتحقيق مع الأشخاص المشتبه في ارتكابهم جرائم إبادة جماعية أو جرائم حرب أو جرائم ضد الإنسانية أو غيرها من الانتهاكات الجسيمة للقانون الدولي، بما في ذلك القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين، والبحث عن الأشخاص المشتبه في ارتكابهم جرائم إبادة جماعية أو جرائم حرب أو جرائم ضد الإنسانية أو غيرها من الانتهاكات الجسيمة للقانون الدولي، بما في ذلك القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين، أو مقاضاتهم أو تسليمهم، بغض النظر عن وضعهم أو انتمائهم السياسي.	1
تحسن وصول المساعدات الإنسانية في دارفور بشكل كبير بسبب الرفع التدريجي للقيود المفروضة على إيصال المساعدات الإنسانية منذ الصيف الماضي.	1
وقد سنت جميع الدول قوانين لمراقبة تصنيع الأسلحة الصغيرة والذخائر وحيازتها واقتنائها وبيعها ونقلها ونقلها وتوريدها، ولكن هذه القوانين لا تتضمن أحكاماً واضحة بشأن السمسرة في الأسلحة أو نقل الأسلحة أو حظر الأسلحة الذي فرضه مجلس الأمن.	1
وإذ يحيط علما بطلب حكومة أفغانستان أن يدعم مجلس الأمن المصالحة الوطنية، بما في ذلك رفع الأسماء من قوائم جزاءات الأمم المتحدة لمن يتصالحون مع الحكومة الأفغانية، وبالتالي توقفوا عن المشاركة في أنشطة تهدد السلام والاستقرار والأمن في أفغانستان أو دعمها،	1
يمكن للمجلس أن يلعب دورًا هامًا في ضمان إنشاء برامج جبر الضرر من أجل تلبية احتياجات الضحايا.	1
18. وتدعو استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب إلى تعزيز الحوار والتسامح والتفاهم بين الحضارات والثقافات والشعوب والأديان وإلى وضع برامج تثقيفية وبرامج توعية عامة ذات صلة.	0
إنشاء نظم دعم العنف القائم على النوع الاجتماعي.	1
"ويعرب مجلس الأمن أيضا عن قلقه إزاء التوترات المتزايدة في منطقة إيتوري ويدعو جميع الأطراف إلى ضبط النفس.	0
وبالإضافة إلى ذلك، يجوز لمركز التنسيق المعني بشطب الأسماء من القائمة المنشأ بموجب قرار مجلس الأمن 1730 (2006)، قبول طلب الشطب من القائمة من أسرة الفرد المتوفى المدرج في القائمة أو من ممثله، وقد سهل ذلك على الورثة الشرعيين (غير المدرجين في القائمة) معالجة طلب الشطب من القائمة عندما لا تكون هناك دولة مستعدة للتصرف نيابة عنهم.	0
وفي حين لا يبدو أي من الطرفين مستعدًا للعودة إلى الحرب، إلا أن هناك نمطًا مقلقًا من التصعيد وزعزعة الاستقرار قد يؤدي إلى مواجهة واسعة النطاق ويعرض المزيد من أرواح المدنيين للخطر.	0
8. كما يساورنا قلق بالغ إزاء تفاقم آفة الإرهاب والتطرف العنيف في منطقة الساحل والصحراء، وكذلك إزاء الصلات الوثيقة التي تقيمها الجماعات الإرهابية المسلحة مع الجريمة المنظمة العابرة للحدود الوطنية، ولا سيما الاتجار بالمخدرات والبشر وغسل الأموال والاتجار غير المشروع بالأسلحة.	0
"ويدعو مجلس الأمن جميع الدول والمنظمة البحرية الدولية ومنظمة العمل الدولية وغيرها من المنظمات والوكالات الدولية ذات الصلة إلى اعتماد تدابير لمنع عمليات الاختطاف، أو التوصية باتخاذ تدابير لمنع عمليات الاختطاف، وتدابير لحماية مصالح ورفاه البحارة ضحايا القراصنة، سواء أثناء أسرهم من خلال توفير المساعدة الطبية وغيرها من المساعدات الإنسانية، وكذلك بعد إطلاق سراحهم من الأسر، بما في ذلك رعايتهم بعد الحادث وإعادة إدماجهم في المجتمع، ويحيط علما في هذا الصدد بالمقترحات المتعلقة ببرنامج دعم الرهائن الذي وضعه مكتب الأمم المتحدة السياسي للصومال ومكتب الأمم المتحدة المعني بالمخدرات والجريمة.	1
وهذا ما يجعل الخطاب غير المسؤول والتهديد الصادر عن القيادة الإيرانية أكثر إثارة للقلق.	0
إدارة المخاطر البيولوجية وقرار مجلس الأمن 1540 (2004)	1
ويحث مجلس الأمن حكومة جمهورية الكونغو الديمقراطية على الإسراع في التحقيق في عمليات الاغتصاب الجماعي التي ارتكبتها عناصر من القوات المسلحة لجمهورية الكونغو الديمقراطية في مينوفا في تشرين الثاني/نوفمبر 2012 وتقديم الجناة إلى العدالة.	0
وستُستخدم الأموال المتبقية لدعم تدابير التخفيف الإضافية، بما في ذلك التدريب السابق للنشر وإنشاء أنظمة المراقبة والإنذار، بما في ذلك فرق الكلاب البوليسية في مخيمات بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي.	1
:: النظر في الكيفية التي يؤثر بها العدد غير المسبوق من الأزمات العنيفة على التشرد وحقوق النساء والفتيات وحمايتهن، مع الإشارة على وجه الخصوص إلى الكيفية التي يسهم بها التهديد المستمر من التطرف العنيف في التشرد وفي الانتهاكات الجسيمة التي تتعرض لها النساء والفتيات	0
وسلط أعضاء اللجنة الضوء على أن التاريخ أظهر أن الدول التي ارتكبت مثل هذه الجرائم البشعة ضد شعوبها كانت مصدرًا دائمًا لعدم الاستقرار وانعدام الأمن لجيرانها.	0
3. يتعارض الإرهاب في جذوره مع القيم الأساسية للإنسانية المكرسة في ميثاق الأمم المتحدة والوثائق الأساسية لحقوق الإنسان.	0
في أعقاب توصية لجنة التحقيق الدولية بشأن كوت ديفوار هذا العام، أنشأ مجلس حقوق الإنسان ولاية خبير مستقل معني بالحالة في كوت ديفوار مكلف بمساعدة الحكومة والجهات الفاعلة الأخرى ذات الصلة في تنفيذ توصيات اللجنة.	1
واستناداً إلى الاستعراض الأولي الذي أجرته البعثة، تم إيفاد فريق لاستعراض ملاك الموظفين، ثم فريق تقييم إداري من إدارة عمليات حفظ السلام، لوضع الصيغة النهائية للتوصيات الرامية إلى إعادة تشكيل الهيكل المدني لدعم الأنشطة الحالية الصادر بها تكليف بشكل أفضل، وضمان تكامل أكبر بين العنصرين العسكري والمدني وتعزيز إدارة البعثة.	0
وقد أعدت الحكومة وفريق الأمم المتحدة القطري، بمساهمات من البنك الدولي، كتيباً عن الأهداف، يحدد موقف تيمور - ليشتي الحالي ويبين الآثار المترتبة على السياسات لتحقيق الغايات والمؤشرات.	1
94. وعلى الرغم من التقدم المحرز مؤخرا، فإن القيود اللوجستية والسياسية والأمنية ستجعل التسريح وإعادة الإدماج المخطط له لـ 000 180 مقاتل سابق بحلول نهاية فترة اتفاق السلام الشامل أمرا بالغ الصعوبة.	0
في أبريل 2004، ذهبت مجموعة مكونة من 40 امرأة نازحة لجمع الحطب خارج مكجر بغرب دارفور في أبريل 2004، وأفادت التقارير أن ستة مسلحين من الجنجويد هاجموا المجموعة.	0
560. ومن الضروري أن نضيف أن مفهوم مسؤولية الرؤساء ينطبق أيضا على المنازعات المسلحة الداخلية، على نحو ما ارتأته المحكمتان الدوليتان بحجية. والرأي القانوني للدول هو نفس الرأي.	0
44. ويمكن أن يتمثل حل جزئي في فرض قيود زمنية لتقديم الأسباب. ومن شأن ذلك أن يكون متسقا مع عملية أمينة المظالم بصفة عامة، التي تحكمها في جميع مراحلها مواعيد نهائية صارمة.	0
ونظر أعضاء المجلس أيضا في تقرير الأمين العام (S/2000/632)، الذي أشار إلى أن تقدما هاما قد أحرز على الجبهتين السياسية والعسكرية ولكن لا تزال هناك تحديات كثيرة تواجه حكومة غينيا - بيساو لاستعادة السلام الدائم والاستقرار والتنمية المستدامة.	1
والبعثة مقتنعة، من خلال المواد التي تلقتها والاجتماعات التي عقدتها، بأن النزاع كانت له تداعيات خطيرة على حقوق الإنسان.	0
33. وقد تضاءل التهديد الذي كان يشكله أفراد الجيش السابق خلال الفترة المشمولة بالتقرير، في أعقاب وفاة القائد الذي نصب نفسه زعيما رافيكس ريميسانتي في 9 نيسان/أبريل (انظر S/2005/313، الفقرة 16).	0
وأشارت هذه الدولة إلى أنها استخدمت وسائل الإعلام والبرامج الهادفة لتعزيز التسامح والحوار بين جميع الأديان والقوميات العرقية وأن العديد من الدول التي تتألف منها قد أنشأت لجاناً أو مجموعات مشتركة بين الأديان تضم مختلف الزعماء الدينيين لتعزيز التفاهم والتسامح.	1
"ويطلب مجلس الأمن إلى الأمين العام أن يعزز التعاون بين الأمم المتحدة والدول الأعضاء في الجماعة الاقتصادية والنقدية لوسط أفريقيا بهدف تيسير وتعزيز المبادرات الرامية إلى التصدي لانعدام الأمن عبر الحدود في المنطقة دون الإقليمية ووضع حد للانتهاكات التي ترتكبها الجماعات المسلحة لسلامة أراضي جمهورية أفريقيا الوسطى.	1
أولاً، حثت مجلس الأمن على إعطاء حقوق الإنسان مزيداً من الاعتراف والأهمية في قراراته وبياناته الرئاسية.	0
وتدرك اللجنة أن عدم تقديم التقارير قد يكون مؤشرا على "الإعياء العام في تقديم التقارير" الناجم عن عدد التقارير التي تعين على الدول الأعضاء تقديمها إلى اللجنة ولجنة مكافحة الإرهاب واللجنة المنشأة عملا بالقرار 1540 (2004) وهيئات الأمم المتحدة الأخرى.	1
إن أي اتجاهات نحو التطرف في المؤسسات التعليمية ستقع تحت سلطة وزارة التربية والتعليم.	1
('10` التشاور مع ممثلي القطاع الخاص المعنيين، بالتنسيق مع السلطات الوطنية، حسب الاقتضاء، لتعزيز الوعي بحظر السفر وحظر توريد الأسلحة وتعزيز الامتثال لهما؛	0
يحث جميع الجهات المعنية على النحو المنصوص عليه في القانون الإنساني الدولي، بما في ذلك اتفاقيات جنيف وقواعد لاهاي، على السماح بوصول موظفي المساعدة الإنسانية بشكل كامل ودون عوائق إلى المدنيين المحتاجين إلى المساعدة في حالات النزاع المسلح، وإتاحة جميع التسهيلات اللازمة لعملياتهم قدر الإمكان، وتعزيز سلامة وأمن وحرية تنقل موظفي المساعدة الإنسانية وموظفي الأمم المتحدة والأفراد المرتبطين بها وأصولها.	1
