en_ar_DEEP	VerCoop
في جلسة مجلس الأمن 6492، المعقودة في 28 شباط/فبراير 2011، فيما يتصل بنظر المجلس في البند المعنون "التهديدات التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية"، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:	1
وأشجع حكومة العراق على الإسراع باتخاذ المزيد من الخطوات العملية نحو الوفاء بالتزاماتها بموجب الفقرة 14 من قرار مجلس الأمن 1284 (1999).	1
183) المعلومات المقدمة في التقارير السابقة التي فحصتها اللجنة تستند بشكل رئيسي إلى روايات الشهود التي تم جمعها من خلال مقابلات مع النازحين واللاجئين.	1
45- ينبغي لحكومة نيبال أن تكفل اتخاذ تدابير الحماية الكافية للأطفال الضحايا والشهود والأطفال المتهمين بارتكاب جرائم في سياق النزاع، فضلاً عن إدراج مشاركة الأطفال في أي أنشطة للعدالة الانتقالية لضمان أن تجاربهم يتم سماع الصراع.	1
ومع ذلك فقد تمكن بن لادن من الاستفادة من وسائل الاتصالات الحديثة لجذب العديد من المسلمين باعتباره زعيماً روحياً يجعل العنف يبدو بطريقة ما مجيداً وواجباً بدلاً من الإرهاب الذي هو عليه في الواقع.	0
ويعرب المجلس عن قلقه إزاء جميع الانتهاكات والتجاوزات لحقوق الإنسان، ويدعو السلطات الليبية إلى التحقيق في جميع هذه الأعمال وتقديم مرتكبيها إلى العدالة، بما في ذلك تلك المرتكبة ضد الأطفال.	1
ويمثل قرار الاتحاد الأوروبي ببدء المفاوضات مع صربيا والجبل الأسود من أجل التوصل إلى اتفاق لتحقيق الاستقرار والانتساب علامة بارزة في هذا الصدد.	1
"ويعترف مجلس الأمن بالجهود التي تبذلها جامعة الدول العربية للمساهمة في المساعي الجماعية الرامية إلى تسوية الصراعات في الشرق الأوسط بالوسائل السلمية، فضلا عن تعزيز الاستجابات الدولية للتحولات التي تشهدها المنطقة، ويشجعها كذلك، ويؤكد من جديد في الوقت نفسه التزامه القوي بقرار مجلس الأمن. سيادة واستقلال ووحدة وسلامة أراضي دول المنطقة، ومقاصد ومبادئ الميثاق.	1
ونلاحظ أنه لا ينبغي الاستهانة بالتحديات المستمرة التي تواجه الشرطة في تيمور - ليشتي.	0
ولم تحدث العديد من عمليات القتل في الشوارع، بل في منازل المتظاهرين المحتملين أو حتى المدنيين الأبرياء الذين استهدفتهم قوات الأمن.	0
وفي مذكرة، أشار ثيو فان بوفن، المقرر الخاص السابق للجنة الفرعية لمنع التمييز وحماية الأقليات، إلى هذا الحكم باعتباره أكثر تفصيلاً وتحديدًا فيما يتعلق بحق الضحايا في الحصول على التعويضات مقارنة بأي حق من حقوق الإنسان الدولية السابقة. معاهدة.	0
يكرر أهمية الامتثال للأحكام ذات الصلة من القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين وتوفير التدريب المناسب في هذا القانون، بما في ذلك الأحكام المتعلقة بالأطفال ونوع الجنس، وكذلك في مهارات التفاوض والاتصالات والوعي الثقافي والتنسيق المدني العسكري. والحساسية في مجال الوقاية من فيروس نقص المناعة البشرية/الإيدز وغيره من الأمراض المعدية، للموظفين المشاركين في أنشطة صنع السلام وحفظ السلام وبناء السلام، ويطلب إلى الأمين العام نشر التوجيهات المناسبة وضمان حصول موظفي الأمم المتحدة هؤلاء على التدريب المناسب، و يحث الدول الأعضاء المعنية، حسب الضرورة والممكن، على نشر التعليمات المناسبة وضمان إدراج التدريب المناسب في برامجها للموظفين المشاركين في أنشطة مماثلة.	1
63 - ويظهر عدد وحجم الهجمات الإرهابية المنسوبة إلى تنظيم القاعدة أن الشبكة لا تزال تزدهر وتتمتع بإمكانية الوصول إلى الموارد المالية الكافية لدعم أنشطتها.	1
التماس تمويل من خارج الميزانية لإنشاء وظيفة مستشار للشؤون الجنسانية في المقر.	0
110- ومن المهم أيضاً إيلاء اهتمام خاص لتطوير التدريب المتخصص للمحققين والمدعين العامين والقضاة في مجالات مثل مكافحة استخدام الإنترنت لأغراض إرهابية؛ دعم ومساعدة ضحايا الأعمال الإرهابية؛ ومعالجة الإرهاب الكيميائي والبيولوجي والإشعاعي والنووي؛ ومكافحة الجرائم الإرهابية المتعلقة بالنقل؛ ومكافحة تمويل الإرهاب.	0
9 كانون الثاني/يناير 2006، قدم جنود القوات المسلحة لتحرير تيمور - ليشتي/القوات المسلحة لتيمور - ليشتي التماسًا مكتوبًا إلى العميد تور ماتان رواك والرئيس غوسماو.	1
وفي مناقشة دور الرئيس، أقر العديد من المشاركين بوجود "فخين" يجب تجنبهما: أولاً، متابعة جدول أعمال وطني لتوجيه المجلس نحو مصالح محددة؛ وثانيًا، افتراض أسلوب قيادة منطوي على الشكليات بشكل مفرط.	1
ويشمل ذلك تجنب استخدام المصطلحات التي تبدو وكأنها تقبل ادعاءات تنظيم القاعدة بوجود مبرر ديني لها؛ ويواصل الفريق القول بأن استخدام المعلقين والسياسيين غير المسلمين للمصطلحات الدينية عند وصف تنظيم القاعدة، مهما كان مناسبا أو شائعا أو حسن النية، يجعل من الصعب تقويض رسالتها وعزلها عن مجتمعها المستهدف.	0
وتؤكد حكومة العراق أنها تفي بالتزاماتها بموجب قرارات مجلس الأمن التابع للأمم المتحدة وتنتهج سياسات التعايش السلمي مع جيرانها بما يؤدي إلى تعزيز الأمن والاستقرار في المنطقة. وتتطلع حكومة العراق إلى اعتراف مجلس الأمن التابع للأمم المتحدة بأن تطورات إيجابية كبرى قد حدثت في العراق؛ وأن الوضع في العراق يختلف اختلافاً جوهرياً عن الوضع السائد وقت اعتماد قرار مجلس الأمن التابع للأمم المتحدة رقم 661 (1990)؛ وأن الوقت قد حان لكي يستعيد العراق مكانته القانونية والدولية التي كانت سائدة قبل اعتماد مجلس الأمن لذلك القرار والعقوبات اللاحقة التي فرضت عليه بموجب الفصل السابع من ميثاق الأمم المتحدة.	1
18 - وستواصل اللجنة، بمساهمة المديرية التنفيذية وبالتعاون الوثيق، حسب الاقتضاء، مع مكتب الدعم التابع لفرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، والكيانات ذات الصلة، وكذلك مع مقدمي المساعدة الثنائية والإقليمية الآخرين، القيام بما يلي: تقييم احتياجات المساعدة الفنية بهدف استكشاف سبل تسهيل تقديم المساعدة إلى الدول الأعضاء المعنية.	0
91. أعمال التعذيب محظورة بموجب العديد من الاتفاقيات، بما في ذلك المادة 7 من العهد الدولي الخاص بالحقوق المدنية والسياسية، والمادة 2 من اتفاقية مناهضة التعذيب وغيره من ضروب المعاملة أو العقوبة القاسية أو اللاإنسانية أو المهينة، والمادة 5 من الميثاق الأفريقي لحقوق الإنسان. وحقوق الشعوب.	0
في 20 تشرين الثاني/نوفمبر، ترأست وزيرة خارجية أستراليا، جولي بيشوب، جلسة إحاطة حول موضوع "عمليات حفظ السلام: دور الشرطة في حفظ السلام وبناء السلام بعد انتهاء النزاع". وكان هذا أول اجتماع مخصص للمجلس على الإطلاق لقضايا الشرطة.	1
وسيتم إحراز تقدم في الأبحاث وتحليل السياسات بشأن مجموعة من القضايا، بما في ذلك منع الصراعات وآليات الإنذار المبكر.	1
وأخيراً، شددت الجلسة على الحاجة إلى الانفتاح على إنشاء آليات مبتكرة والعمل على إنشاء أنظمة شاملة ومتداعمة تربط بين المحكمة الجنائية الدولية وأي محكمة مختلطة محتملة في المستقبل والهيئات الوطنية، فضلاً عن الملاحقات الجنائية وبرامج التعويضات.	1
"ويؤكد أنه لا ينبغي لأي محاولة لزعزعة استقرار لبنان أن تمنع إجراء انتخابات رئاسية حرة ونزيهة، دون تأخير، وفقا للقواعد الدستورية اللبنانية، دون أي تدخل أو نفوذ أجنبي، ومع الاحترام الكامل للمؤسسات الديمقراطية.	1
(ك) توفير التدريب العسكري، بما في ذلك في مجال حقوق الإنسان والقانون الإنساني الدولي وحماية الطفل ومنع العنف الجنساني، لمختلف أعضاء ووحدات الألوية المتكاملة التابعة للقوات المسلحة لجمهورية الكونغو الديمقراطية المنتشرة في الجزء الشرقي من جمهورية الكونغو الديمقراطية والكونغو، كجزء من الجهود الدولية الأوسع لدعم إصلاح قطاع الأمن؛	0
61 - وكما يدعو برنامج العمل الحالي للجنة، فقد تواصلت الجهود الرامية إلى المضي قدما نحو تقديم التقارير الشاملة على المستوى الثنائي، مع بعثات الدول التي لم تقدم بعد تقاريرها إلى اللجنة في نيويورك، وفي إطار الفرص الإقليمية المتاحة. وغيرها من الأحداث.	0
ومع ذلك، فإن المسؤولية عن اتخاذ المزيد من الإجراءات تقع أيضًا على عاتق الدول الأعضاء، من خلال طرح الأسماء، أو الإشارة إلى المشاكل، أو مناقشة إدخال المزيد من التحسينات على الإجراءات.	1
وأُعيد إطلاق البرنامج تحت اسم برنامج قطاع الأمن التابع للهيئة الحكومية الدولية المعنية بالتنمية في تشرين الأول/أكتوبر 2011، ويعتزم أن يكون أكثر نشاطا في هذا المجال، بما في ذلك من خلال عقد مؤتمرات بشأن اجتثاث التطرف وإشراك المجتمع المحلي في مكافحة الإرهاب.	1
وكما هي الحال مع مسألة الروابط بين الاتجار بالمخدرات والإرهاب، فقد أدرجت قضية القرصنة على جدول أعمال المجلس من خلال حالات الصراع القائمة بالفعل، مع برزت الأوضاع الأفريقية - وأبرزها الصومال وخليج غينيا - بشكل بارز.	0
التدابير التي تضمن حماية واحترام حقوق الإنسان للنساء والفتيات، لا سيما فيما يتعلق بالدستور والنظام الانتخابي والشرطة والقضاء.	0
وحلقت إحدى الطائرات فوق القرية فيما قصفت الأخرى القرية.	0
7) اتفاقية قمع الأعمال غير المشروعة ضد سلامة الطيران المدني، الموقعة في مونتريال في 23 سبتمبر 1971؛ والتصديق عليها في 10 أغسطس 1973، ودخلت حيز النفاذ في جمهورية تشيكوسلوفاكيا الاشتراكية في 9 سبتمبر 1973 و	0
ومع بدء عملية جمع الأسلحة، وصلت ست مركبات إضافية تابعة للأمم المتحدة تحمل ضباط شرطة الأمم المتحدة، بمن فيهم السيد مالك.	0
الأدلة المعروضة على اللجنة تثبت تورط عضو البرلمان لياندرو إسحاق في الحدث. ونتيجة لهذا الحادث، توفي أحد ضباط الشرطة الوطنية وأصيب جنديان من قوات الدفاع.	0
ويشجعها على مضاعفة جهودها من أجل توفير الأمن للسكان المدنيين على أراضيها، بما في ذلك الأجانب الذين يمنحونهم اللجوء.	1
وشدد أعضاء اللجنة على أن التاريخ أظهر أن الدول التي ارتكبت مثل هذه الجرائم الشنيعة ضد شعوبها كانت مصدرا دائما لعدم الاستقرار وانعدام الأمن لجيرانها.	0
ومن المثير للاهتمام ملاحظة أن بعض هذه الجماعات المسلحة ربما تحصل على أسلحتها من داخل جمهورية الكونغو الديمقراطية نفسها، كما أشار الأمين العام في تقريره التاسع عشر عن بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية (S/2005/603) إلى مجلس الأمن مجلس.	0
وإذا ثبت أن هذا الشخص مذنب، فمن واجبهم معاقبته وتوفير سبل انتصاف فعالة وجبر الضرر للضحايا.	0
توصي اللجنة بمحاكمة الأشخاص التالية أسماؤهم فيما يتعلق بحيازة واستخدام ونقل أسلحة الشرطة الوطنية لتيمور - ليشتي بشكل غير قانوني في 8 مايو و/أو 21 مايو: روجيريو لوباتو، أوسيبيو سالسينيا، أنطونيو دا كروز، فيسنتي دا كونسيساو، المعروف أيضًا باسم راي لوس، ماتيوس. دوس سانتوس بيريرا، المعروف أيضًا باسم موركات، ولياندرو لوباتو، المعروف أيضًا باسم جراي هارانا، وأنطونيو لورديس، المعروف أيضًا باسم 55 عامًا، وماركوس دا سيلفا بيداد، المعروف أيضًا باسم لاباداي، وفرانسيسكو وسانتا كروز.	0
وبدأ المشاركون في المنتدى عملية تحديد عناصر الاستراتيجية الوطنية بشأن مشاركة المرأة في حل النزاعات.	1
وكما ورد سابقًا، من المتوقع أن يتم الانتهاء من تدمير جميع مرافق إنتاج الأسلحة الكيميائية البالغ عددها 12 مرافق بحلول نهاية يونيو/حزيران 2015، مع احتمال حدوث تأخير طفيف.	0
إن التدابير التي اتخذتها لمواجهة التمرد في دارفور تمثل انتهاكا صارخا للقانون الدولي.	0
16 - ويبدو أن النمط الناشئ من بعثات الاستكشاف/التنقيب المشتركة في إطار اللجنة الفرعية التقنية يشكل نهجا واعدا لتسريع التقدم العملي على أرض الواقع.	0
وتعرض العديد من الأشخاص لأفظع أشكال المعاملة، وتم إعدام العديد منهم بإجراءات موجزة.	0
2 - يقرر أيضا أن تقوم جميع الدول، وفقا لإجراءاتها الوطنية، باعتماد وإنفاذ قوانين فعالة مناسبة تحظر على أي جهة من غير الدول صنع أسلحة نووية أو كيميائية أو بيولوجية أو احتيازها أو امتلاكها أو تطويرها أو نقلها أو تحويلها أو استخدامها. وسائل إيصالها، ولا سيما لأغراض إرهابية، وكذلك محاولة الانخراط في أي من الأنشطة المذكورة أعلاه، أو المشاركة فيها كشريك، أو مساعدتها أو تمويلها؛	1
وإذ تسلم بالحاجة إلى تعزيز تنسيق الجهود على المستويات الوطنية والإقليمية ودون الإقليمية والدولية، حسب الاقتضاء، من أجل تعزيز الاستجابة العالمية للتحدي والتهديد الخطيرين اللذين يشكلهما انتشار أسلحة الدمار الشامل وأسلحة الدمار الشامل التي يتعرض لها السلام والأمن الدوليان. وسائل التسليم،	1
وعلى الرغم من هذا التقدم، فقد أظهرت العديد من الزيارات وورش العمل التي أجرتها اللجنة في المنطقة أن التعاون الإقليمي في مسائل مكافحة الإرهاب يتطلب المزيد من التعزيز. 184. وينبغي لدول المنطقة الفرعية أن تقوم بما يلي:	0
(ص) جمع وتقييم ورصد والإبلاغ عن تنفيذ التدابير وتقديم توصيات بشأنها، بما في ذلك تنفيذ التدبير الوارد في الفقرة 1 (أ) من هذا القرار فيما يتعلق بمنع إساءة استخدام الإنترنت لأغراض إجرامية من جانب تنظيم القاعدة وغيرهم من الأفراد والجماعات والمؤسسات والكيانات المرتبطة بها؛ لمتابعة دراسات الحالة، حسب الاقتضاء؛ والتعمق في استكشاف أي قضايا أخرى ذات صلة وفقًا لتوجيهات اللجنة؛	0
12. ستعمل المديرية التنفيذية على تعزيز مشاركتها مع المنظمات الدولية والإقليمية ودون الإقليمية في جميع أنحاء العالم من أجل مساعدتها في إعداد و/أو تنفيذ خطط العمل ذات الصلة لمكافحة الإرهاب وإشراكها بشكل أكثر مباشرة في معالجة احتياجات الدول في مجال بناء القدرات، كما حددتها اللجنة من خلال تقييمات التنفيذ الأولية والزيارات القطرية.	1
ومن المجالات الأخرى التي ترى المديرية التنفيذية مجالا لمزيد من العمل فيها تعزيز إدماج نهج حقوق الإنسان في برامج مكافحة الإرهاب.	0
ويثير الوضع على الأرض القلق أيضاً من الناحية الإنسانية. ويؤكد الأمين العام أن العراق يعيش أزمة كبيرة، مبينا أن الوضع مستمر في التدهور.	0
5 - يلاحظ أن وسائل التمويل أو الدعم هذه تشمل، على سبيل المثال لا الحصر، استخدام العائدات المتأتية من الجريمة، بما في ذلك زراعة المخدرات وسلائفها وإنتاجها والاتجار بها بشكل غير مشروع؛	0
إلا أن المكتب يرى أنه لا ينبغي الانتظار حتى نهاية الإجراءات القضائية في المحكمة ليحصل ضحايا الجرائم التي تتم محاكمتها على المساعدة.	1
وتشجع المجتمعات المحلية على مراقبة نفسها ومواجهة وجهات النظر الاستقطابية دون تدخل الحكومة كطريقة أكثر استدامة لمنع التطرف داخل المجتمعات المحلية.	1
ويتطلع المجلس إلى النظر في التقرير السنوي للأمين العام عن تنفيذ قراره 1820 (2008).	1
كما أن زيادة التنسيق وقابلية التشغيل البيني بين تلك المنظمات، فضلاً عن تطوير وتقاسم الاستراتيجيات المشتركة والسياسات التشغيلية وأفضل الممارسات في إدارة الأزمات المدنية، من شأنها أن تعزز الكفاءة والتماسك في إدارة الأزمات.	1
ومع ذلك، يتعين اتخاذ المزيد من الخطوات لتجريم التصنيع والحيازة والاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة، فضلا عن المتفجرات.	0
"ويشدد مجلس الأمن على ضرورة تقديم مرتكبي هذا العمل الإرهابي المشين ومنظميه ومموليه ورعاةه إلى العدالة، ويحث جميع الدول، وفقا لالتزاماتها بموجب القانون الدولي والقرار 1373 (2001) وبما يتفق مع القرار 1624 ( 2005)، للتعاون بشكل فعال مع السلطات الجزائرية في هذا الصدد.	1
"ويعرب مجلس الأمن عن قلقه من احتمال استخدام الطائرات أو وسائل النقل الأخرى المغادرة من الأراضي التي يسيطر عليها تنظيم الدولة الإسلامية وجبهة النصرة لنقل الذهب أو غيره من الأصناف الثمينة والموارد الاقتصادية لبيعها في الأسواق الدولية، أو لنقل الأسلحة والأعتدة ليستخدمها تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة. ANF، ويلاحظ أن الأفراد أو الكيانات المشاركة في هذه الأنشطة قد يكونون مؤهلين لإدراجهم في القائمة من قبل اللجنة المنشأة عملاً بالقرار 1267/1989، ويعرب عن قلقه إزاء التقارير التي تفيد بأن العناصر ذات الأهمية الأثرية والتاريخية والثقافية والدينية يتم نقلها بشكل غير قانوني من الأراضي التي يسيطر عليها تنظيم الدولة الإسلامية؛ وجبهة النصرة التي قد تدر دخلا لهذه المجموعات، ويدعو الدول الأعضاء إلى اتخاذ التدابير المناسبة لمنع مثل هذا الاتجار غير المشروع، وفي هذا الصدد، يذكر جميع الدول بأنها مطالبة بضمان عدم وجود أموال أو أصول مالية أو موارد اقتصادية؛ وإتاحتها، بشكل مباشر أو غير مباشر، لصالح تنظيم داعش وجبهة النصرة وجميع الأفراد والجماعات والمؤسسات والكيانات الأخرى المرتبطة بتنظيم القاعدة؛ ويتطلع إلى أن تنظر لجنة تنظيم القاعدة بشكل شامل في التوصيات ذات الصلة المتعلقة بالتدابير الجديدة لتعطيل هذه الأنشطة الواردة في تقرير فريق الدعم التحليلي ورصد الجزاءات التابع لتنظيم القاعدة عملا بالقرار 2170، بهدف مواصلة تعطيل هذه الأنشطة. أنشطة تلك المجموعات.	0
وفي الفترة من 25 تشرين الثاني/نوفمبر إلى 10 كانون الأول/ديسمبر، انضمت ممثلتي الخاصة إلى حملتي السنوية المعنونة "متحدون لإنهاء العنف ضد المرأة"، مع التركيز بشكل خاص على البلدان التي تشهد صراعات.	1
لقد أرسى الزعيمان الأسس لاستمرار الحوار بين لبنان والفلسطينيين، وهو ما يمثل في رأيي خطوة هامة نحو التغلب بشكل نهائي على الماضي الصعب ونحو إعادة تأكيد سيادة لبنان واستقلاله السياسي.	1
يتجلى هذا الصراع على السلطة بطرق مختلفة ويهدف إلى مناشدة مختلف القوى الاجتماعية داخل المجتمع المدني والرأي العام من أجل الحصول على دعم أو تأثير شعبي إضافي.	0
ومن المرجح أن تشتد حدة النقاش السياسي، مع وجود العديد من التحديات المتعلقة بالانتخابات المعروضة بالفعل على المحاكم.	0
كان الاتجار بالمعادن والماس عبر الحدود في قلب ديناميكيات الصراع الإقليمي في كل من غرب أفريقيا ومنطقة البحيرات الكبرى لسنوات عديدة.	0
قام القائد العام للشرطة الوطنية بسحب أسلحة من مستودع الأسلحة الوطني التابع للشرطة الوطنية دون علم ضابط المستودع. في 23 مارس، تم إرسال 60 سلاحًا من طراز Steyr و50 صندوقًا من الذخيرة إلى مجمع URP في أليو. في 15 أبريل، تم إرسال 10 أسلحة وذخائر من طراز ستاير إلى مركز شرطة ليكيسا.	0
وخلال الجلسة نفسها، وعملا بالفقرة 41 من القرار 2093 (2013)، عرض منسق فريق الرصد تقييم الفريق للتقدم الذي أحرزته حكومة الصومال الاتحادية في إنشاء الهياكل الأساسية اللوجستية لإدارة الأسلحة ووضع إجراءات تحديد الأسلحة.	1
ويدعو المجلس هيئة الأمم المتحدة للمرأة إلى المساهمة بانتظام في عملها بشأن المرأة والسلام والأمن، ويشير إلى الدور القيم الذي ستلعبه في دعم أدوار المرأة في بناء السلام ومنع العنف الجنسي في حالات النزاع، بما في ذلك من خلال التنسيق والاتساق في السياسات والبرمجة. النساء والفتيات.	1
بناء على طلب الرئيس، أنشأت بعثة الأمم المتحدة للتصدي لحالات الطوارئ للإيبولا مكتبا صغيرا في باماكو، بدأ تشغيله في 26 تشرين الثاني/نوفمبر، تحت قيادة مدير أزمة الإيبولا لدعم الحكومة في احتواء تفشي الإيبولا والاستجابة لحالات الطوارئ. تعزيز جاهزيتها. وفي 13 ديسمبر/كانون الأول، خرج آخر مريض معروف بالإيبولا من المستشفى.	1
إن المعيار الذي يتم من خلاله قياس نجاح المحكمة الهجينة يجب أن يكون مدى إرثها بالنسبة للأشخاص الأكثر تضرراً من الجرائم، وفي هذه الحالة في سيراليون.	0
ومع ذلك، قاطع البرلمانيون من حزب الشعب السيراليوني وحزب الحركة الشعبية للتغيير الديمقراطي حفل الافتتاح الرسمي للبرلمان، احتجاجاً، من بين أمور أخرى، على الحظر الذي فرضته الشرطة على المواكب والمظاهرات السياسية في أعقاب أعمال العنف السياسي التي اندلعت في التاسع من سبتمبر/أيلول في بو.	0
ومن ثم فهي تهتم إلى حد كبير بجوانب السياقات الاجتماعية التي قد تؤدي إلى انتشار الإرهاب.	0
"ويؤكد مجلس الأمن من جديد أن الإرهاب بجميع أشكاله ومظاهره يشكل أحد أخطر التهديدات التي يتعرض لها السلام والأمن الدوليان، وأن أي أعمال إرهابية هي أعمال إجرامية وغير مبررة، بغض النظر عن دوافعها ومكان ارتكابها وزمانها وأيا كان مرتكبها.	1
71 - ورغم أن الأمر قد يستغرق بعض الوقت قبل أن تدخل معاهدة تجارة الأسلحة حيز النفاذ، فإنها يمكن أن تكون أداة مفيدة لمواصلة المضي قدما في تنفيذ نظام الجزاءات التي فرضتها اللجنة المنشأة عملا بالقرار 1267.	1
وفي ذلك الاجتماع، اتفق الطرفان على مزيد من التعاون في قضايا مسح السكك الحديدية وعودة اللاجئين والنازحين داخليا.	1
كما ستتناول التحقيق في الأعمال الإرهابية وملاحقة مرتكبيها بهدف تقديم الإرهابيين ومناصريهم إلى العدالة.	1
20 - وفي هذا الصدد، من المهم أن يشجع مجلس الأمن، في قراره 1963 (2010)، المديرية التنفيذية للجنة مكافحة الإرهاب على أن تناقش مع الدول الأعضاء، بموافقتها، إمكانية وضع خطة وطنية شاملة ومتكاملة لمكافحة الإرهاب. استراتيجيات الإرهاب التي تتضمن الاهتمام بالعوامل المؤدية إلى الأنشطة الإرهابية، وفقا لالتزاماتها بموجب القانون الدولي. ومن الأمور ذات الصلة أيضا تأكيد المجلس في قراره 1963 (2010) على الدور الذي يمكن أن تؤديه المنظمات الإقليمية ودون الإقليمية في مكافحة الإرهاب، ولا سيما من خلال تعزيز قدرات الدول الأعضاء على التنفيذ الكامل للقرار 1373 (2001) وتيسير عملية مكافحة الإرهاب. تقديم المساعدة التقنية.	1
(أ) تشجيع اعتماد الصكوك والتشريعات الدولية لمكافحة الإرهاب من أجل التنفيذ الكامل للصكوك الدولية لمكافحة الإرهاب في جميع أنحاء المنطقة دون الإقليمية؛	1
وقد تم اعتقال صحفيين بارزين بشكل تعسفي بسبب تحدثهم علناً عن قضايا حقوق الإنسان والدستور وسيادة القانون.	0
1 - يقرر أن تتخذ جميع الدول التدابير التالية فيما يتعلق بالأفراد والكيانات الذين تم تحديدهم قبل هذا التاريخ باسم حركة الطالبان، وغيرهم من الأفراد والجماعات والمؤسسات والكيانات المرتبطة بهم، على النحو المحدد في القسم ألف ("الأفراد المرتبطون بحركة طالبان"). طالبان") والقسم باء ("الكيانات والجماعات الأخرى والمؤسسات المرتبطة بحركة الطالبان") من القائمة الموحدة للجنة المنشأة عملا بالقرارين 1267 (1999) و 1333 (2000) اعتبارا من تاريخ اتخاذ هذا القرار، وكذلك الأفراد والجماعات والمؤسسات والكيانات الأخرى المرتبطة بحركة الطالبان والتي تشكل تهديداً للسلام والاستقرار والأمن في أفغانستان على النحو الذي حددته اللجنة المنشأة في الفقرة 30 (المعروفة فيما بعد باسم "القائمة"):	0
4 - وفي أعقاب اتخاذ القرار 1595 (2005)، جرت مشاورات مكثفة بشأن إنشاء اللجنة وملاك موظفيها ودعمها اللوجستي. في 26 مايو 2005، وصل فريق متقدم صغير برئاسة المفوض ديتليف ميليس إلى بيروت.	1
530 - ولجعل أي نقاش حول مرتكبي الجرائم مفهوما، لا بد من وجود أداتين قانونيتين: فئات الجرائم التي قد يكونون مسؤولين عنها، وتعداد مختلف أشكال المشاركة في الجرائم الدولية التي يشتبه في أن مختلف الأشخاص يتحملون مسؤوليتها عنها.	1
95- وبالنظر إلى النمط المستمر لانتهاكات حقوق الإنسان في كوت ديفوار على مدى السنوات الماضية، قد يرغب المجتمع الدولي أيضاً في النظر في الحاجة إلى إنشاء آلية مستقلة لحقوق الإنسان تابعة للجنة حقوق الإنسان التابعة للأمم المتحدة ( (مقرر خاص أو خبير مستقل مقيم في البلد)، يمكن تكليفه بمهمة تقديم التقارير، إلى الجمعية العامة أيضًا، عن التقدم المحرز في التنفيذ الفعال للمعايير الدولية لحقوق الإنسان، وترجمتها إلى ممارسات على المستوى الوطني، وكذلك في مجال إنهاء الإفلات من العقاب وضمان سيادة القانون في كوت ديفوار.	1
يطلب إلى الأمين العام أن يكفل قيام [ممثليه الخاصين للبلدان المجاورة] بتنسيق أنشطة [بعثاتهم]، وتبادل المعلومات العسكرية المتاحة لهم، ولا سيما فيما يتعلق بتحركات العناصر المسلحة عبر الحدود والاتجار بالأسلحة، وتجميع قواتهم. الموارد اللوجستية والإدارية، إلى الحد الذي لا يؤثر على القدرة على تنفيذ ولاية كل منهم، وذلك لتحقيق أقصى قدر من الكفاءة والفعالية من حيث التكلفة.	1
ووفقاً لمحكمة العدل الدولية، فإن أحكام المادة 3 المشتركة بين اتفاقيات جنيف تشكل الحد الأدنى من المعايير الواجب تطبيقها على أي نزاع مسلح وتعكس ما أطلقت عليه المحكمة في عام 1949 [في قضية قناة كورفو] "الاعتبارات الأولية للإنسانية".	0
24 - يحث الدول الأعضاء، استجابة للتقدم الواضح الذي أحرزته الأطراف في إعادة هيكلة مؤسساتها لإنفاذ القانون، على تكثيف جهودها لتوفير التدريب والمعدات وما يتصل بذلك من مساعدة للشرطة المحلية، على أساس التمويل الطوعي وبالتنسيق مع قوة الشرطة الدولية. القوات في البوسنة والهرسك؛	1
وكما تظهر هذه القائمة الجزئية، فإن الاتجاه نحو زيادة لجوء المجتمع الدولي إلى لجان التحقيق وبعثات تقصي الحقائق في سياق جهود المساءلة واضح.	1
61 - واستشرافا للمستقبل، أدعو طرفي عملية السلام - حكومة مالي والجماعات المسلحة الممثلة - إلى استغلال هذا التوقف في المفاوضات لإظهار القيادة السياسية والتوصل إلى الحلول التوفيقية اللازمة للتوصل إلى اتفاق في الجزائر العاصمة.	1
343. وأجرت اللجنة مقابلات مع العديد من شهود العيان الذين أكدوا أنه في أعقاب الهجمات المشتركة التي شنها جنود الحكومة والجنجويد في المنطقة، تم احتجاز ما يصل إلى 30 ألف شخص في كيلك، جنوب دارفور، لمدة 50 يوماً تقريباً.	0
وعندما بدأت القوات الدولية في اعتقال الأشخاص، عقد عدد قليل من موظفي القطاع القضائي جلسات استماع قبل المحاكمة وجلسات الاحتجاز.	0
وأعرب أعضاء المجلس أيضا عن توقعهم أن تجري السلطات الإثيوبية قريبا متابعة للاجتماع الذي سيعقد في لاهاي، بهدف تحديد طرائق التنفيذ السريع لقرار ترسيم الحدود.	1
(أ) يطلب من الاتحاد الأفريقي الإبقاء على قوات بعثة الاتحاد الأفريقي في الصومال بعد رحيل القوات الإثيوبية وتقديم المساعدة المبينة أدناه لدعم تعزيز البعثة؛	0
وفي هذا الصدد، نظمت المديرية، بالتعاون مع المركز الدولي لمكافحة الإرهاب، وبدعم من هولندا، ورشة العمل الثانية حول تنفيذ القرار 1624 (2005) في يوليو 2012 بالرباط.	0
