en_ar_DEEP	MatConf
وخلال هذه الاعتقالات، تعرض الضحايا في كثير من الأحيان لمعاملة سيئة للغاية، وسرقة ممتلكاتهم، وتخريب منازلهم، وفي بعض الحالات، تم إعدامهم دون محاكمة.	1
وما لم تعالج الحكومة هذه الأمور، فإنها يمكن أن تشكل تهديدات خطيرة لأمن واستقرار تيمور - ليشتي.	0
89 - ورغم أن دول المنطقة دون الإقليمية لديها التشريعات والمؤسسات اللازمة لمكافحة تهريب الأشخاص والأسلحة والمتفجرات، فإن التنفيذ العملي لتدابير رصد ومنع التحركات غير المشروعة عبر الحدود غير موجود.	1
وفي أواخر عام 2013، بدا أن هناك ارتفاعاً كبيراً في عدد عمليات الإعدام العلنية ذات الدوافع السياسية.	1
وفي حين أنه من المتوقع أن تعزز التدابير الموضحة في هذا التقرير قدرة البعثة على مراقبة الامتثال للاتفاق، إلا أنه تظل مسؤولية الأطراف ضمان عدم ارتكاب الانتهاكات من قبل قواتهم العسكرية/الأمنية.	0
ووُصف المهاجمون بأنهم كانوا يرتدون نفس الزي الخاكي الذي يرتديه الجنود الحكوميون، وكانوا مسلحين ببنادق كلاشينكوف من طراز G-3 وقذائف صاروخية.	1
يعاقب بالسجن لمدة تتراوح بين ثلاث وعشر سنوات مع مصادرة الممتلكات أي شخص يقوم، بهدف اختطاف طائرة إلى بلد أجنبي، بالسيطرة على هذه الطائرة أو، دون إذن، يستخدم طائرة عهد بها إليه.	1
94. وقد بدأت اللجنة والإنتربول للتو عملية إنشاء وإصدار الإشعارات بشأن كل فرد من الأفراد المعنيين المدرجين في قائمة الأمم المتحدة.	0
وفي هذا السياق، أشير إلى أنه، بالإضافة إلى المساهمة الحاسمة في مكافحة الحصانة في حد ذاتها، فإن إنشاء المجلس للمحاكم المخصصة كان له أيضا تأثير حافز على المستوى الوطني: فقد حفز وجود المحكمة الجنائية الدولية ليوغوسلافيا السابقة وعملها وإنشاء محاكم وطنية لجرائم الحرب في البوسنة والهرسك، وكرواتيا، وصربيا؛ وأدى حكم المحكمة الجنائية الدولية لرواندا إلى ممارسة ضغوط كبيرة لإصلاح نظام العدالة الرواندي.	0
وبمجرد تنفيذها، ستسهم هذه التدابير بشكل كبير في تعزيز قدرة الصومال على القيام بعمليات مكافحة القرصنة قبالة الساحل.	0
ولم ترد أنباء عن وقوع إصابات، لكن المروحية أصيبت بعدد من ثقوب الرصاص. ومرة أخرى، في 31 يناير/كانون الثاني 2005، تم إطلاق النار على دورية تابعة لبعثة الاتحاد الأفريقي في السودان كانت تحقق في انتهاكات وقف إطلاق النار في منطقة شنقل طوباي بالقرب من الحفر التي بدا أنها تؤكد مزاعم القصف.	1
على سبيل المثال، فإن التحديد الحساس للسكان هو عملية طويلة الأجل ستستمر إلى ما بعد الانتخابات، وكذلك إعادة إدماج المقاتلين السابقين، وإصلاح قطاع الأمن، ومعالجة قضايا حيازة الأراضي، وتعزيز الإدارة الاقتصادية السليمة، وحماية حقوق الإنسان، ومعالجة المشاكل. جراح النزاع ومعالجة الأسباب الجذرية للأزمة.	0
واعتقل النظام ما يقارب 47 شخصاً يعتقد أنهم تم تجنيدهم قسراً للانضمام إلى قوات النظام.	1
وفي سان بيدرو، أفادت التقارير أن عمدة المدينة قد بدأ في تدمير مدن الصفيح الأخرى.	1
وتلاحظ اللجنة أن نمطاً من أعمال النهب والاغتصاب التي يقوم بها الجنجويد قد ظهر بوضوح أثناء النزاع في دارفور، وهي حقيقة لا يمكن أن يتجاهلها أولئك الذين حددتهم اللجنة.	1
36 - في الجلسة الرسمية السابعة والأربعين، المعقودة في 20 حزيران/يونيه 2014، استمع الفريق العامل إلى إحاطة من المدعي العام للمحكمة الجنائية الدولية عن عمل المحكمة فيما يتعلق بالأطفال والنزاع المسلح.	0
50 - ويشكل الموقع الشبكي للجنة أداة لا غنى عنها للشفافية من أجل توعية الجمهور بالمسائل ذات الصلة بالقرار 1540 (2004).	0
وبالإضافة إلى إمكانية تحميلهم المسؤولية، بموجب مبدأ المشروع الإجرامي المشترك، عن الجرائم التي ارتكبها آخرون أثناء الهجمات، يشتبه في أن هؤلاء الأفراد نفذوا هجمات عشوائية ضد المدنيين، وهي جريمة حرب.	1
وقد تعقد هذا التمييز التقليدي في ظل نظام سونغبون في الآونة الأخيرة بسبب زيادة التسويق في جمهورية كوريا الشعبية الديمقراطية وتأثير المال، بما في ذلك العملات الأجنبية، على قدرة الناس على الحصول على حقوقهم الاقتصادية والاجتماعية والثقافية بشكل أكبر.	1
واستخدمت لهذا الغرض كمية لا تقل عن 1000 كيلوغرام من المتفجرات العسكرية.	1
وقد قدمت التقارير مجموعة متنوعة من التفسيرات لهذا التمييز، بما في ذلك أن قوات الدفاع الشعبي التابعة للحكومة، والتي تم تجنيد معظمها من داخل القبائل العربية، مدرجة في مصطلح الجنجويد كما هو شائع الاستخدام في سياق هذا الصراع.	1
11 - يشير إلى أن المساءلة عن هذه الجرائم الخطيرة يجب ضمانها من خلال اتخاذ تدابير على المستوى الوطني، ومن خلال تعزيز التعاون الدولي دعما للآليات الوطنية، ويوجه الانتباه إلى المجموعة الكاملة من آليات العدالة والمصالحة التي يتعين النظر فيها، بما في ذلك الآليات الوطنية والدولية. والمحاكم الجنائية "المختلطة"، ولجان الحقيقة والمصالحة، فضلاً عن برامج التعويضات الوطنية للضحايا والإصلاحات المؤسسية؛ ويؤكد دور مجلس الأمن في إنهاء الإفلات من العقاب؛	0
ويتعرض الأشخاص الذين يُقبض عليهم وهم يمارسون المسيحية لعقوبات شديدة في انتهاك للحق في حرية الدين وحظر التمييز الديني. ب. التمييز	1
وفي عام 2006، اختطف ما يزيد على 324 طفلاً في 136 حادثة اختطاف جماعي، مع اختطاف أكثر من 210 طفلاً في نوفمبر/تشرين الثاني 2006 والبقية في الفترة ما بين مايو/أيار وديسمبر/كانون الأول 2006.	1
وتشعر اللجنة بقلق خاص إزاء استمرار الهجمات على القرى وقتل المدنيين والاغتصاب والنهب والتشريد القسري خلال فترة ولاية اللجنة. وترى اللجنة أنه يجب اتخاذ الإجراءات العاجلة لوضع حد لهذه الانتهاكات.	1
وتقوم البعثة أيضا بإنشاء قواعد جديدة لدعم الاستفتاء لتقديم الدعم على مستوى المقاطعات في جنوب السودان.	0
وعلى الرغم من أن الخلايا المحلية معروفة بتورطها في أنشطة إجرامية صغيرة، مثل الاحتيال على بطاقات الائتمان أو بيع المخدرات، وتشير تقارير مكتب الأمم المتحدة المعني بالمخدرات والجريمة إلى أن الجماعات المتواجدة على جانبي الحدود بين أفغانستان وباكستان، فإن جمهورية إيران الإسلامية تقوم إيران وأوزبكستان بتحصيل رسوم العبور من ناقلي المخدرات، مما يفيد حركة طالبان، إلا أنه لا يوجد حتى الآن سوى القليل من الأدلة الثابتة على تورط الإرهابيين على نطاق واسع في تهريب المخدرات أو غيرها من الجرائم المنظمة.	1
كما اندلعت اشتباكات خطيرة بين الفصائل المسلحة في مخيم عين الحلوة للاجئين الفلسطينيين، وأصيبت مدرسة تابعة لوكالة الأمم المتحدة لإغاثة وتشغيل اللاجئين الفلسطينيين في الشرق الأدنى، مما تسبب في أضرار مادية.	1
(أ) تهديد عملية السلام والمصالحة الوطنية في كوت ديفوار، ولا سيما عن طريق عرقلة تنفيذ عملية السلام، على النحو المشار إليه في اتفاق واغادوغو السياسي؛	1
ولا تزال الحالة بين الطوائف العرقية في كوسوفو هادئة نسبيا، ولكنها غير مستقرة.	1
186. هناك روايات متسقة عن نمط متكرر من الهجمات على القرى والمستوطنات، والتي تنطوي في بعض الأحيان على هجمات جوية بواسطة طائرات الهليكوبتر الحربية أو الطائرات الثابتة الجناحين (أنتونوف وميج)، بما في ذلك القصف بالقنابل والقصف بالأسلحة الآلية.	1
76 - وقد اعترفت جميع أطراف النزاع - حكومة السودان وجيش تحرير السودان وحركة العدل والمساواة - بأن هذا صراع داخلي مسلح.	1
10 - يكرر تأكيد أهمية قيام جميع الدول بتحديد الإجراءات المناسبة، أو استحداثها إذا لزم الأمر، للتنفيذ الكامل لجميع جوانب التدابير الموصوفة في الفقرة 1 أعلاه، ويحث بقوة جميع الدول الأعضاء على تنفيذ المعايير الدولية الشاملة الواردة في خطة فرقة العمل المعنية بالإجراءات المالية ( قامت مجموعة العمل المالي (FATF) بمراجعة التوصيات الأربعين بشأن مكافحة غسل الأموال وتمويل الإرهاب وانتشار الأسلحة، ولا سيما التوصية رقم 6 بشأن العقوبات المالية المستهدفة المتعلقة بالإرهاب وتمويل الإرهاب؛	0
وخلال الهجمات التي شنتها القوات الحكومية والجنجويد في مارس/آذار 2004 على كورما، شمال دارفور، ورد أن أكثر من 20 امرأة وفتاة صغيرة قد تعرضن للاغتصاب.	1
إن احتمال شن القاعدة لهجمات دولية لا يزال قائما، ولكن في الوقت الحالي فإن تأثير أنشطة القاعدة في شبه الجزيرة العربية محسوس بشكل رئيسي في اليمن.	1
126 - تود اللجنة التأكيد على أنه إذا ثبت أن الحكومة استخدمت الميليشيات "كأسلوب من أساليب الحرب"، حتى في الحالات التي يكون فيها الجنجويد قد تصرفوا دون دليل على دعم الحكومة، فإن المسؤولين الحكوميين قد يتحملون المسؤولية الجنائية عن الجرائم المشتركة. مشروع إجرامي للانخراط في هجمات عشوائية ضد المدنيين وقتل المدنيين.	1
4 - وفي الجزائر، لا يزال تنظيم القاعدة في بلاد المغرب الإسلامي (QE.T.14.01) يشكل تهديدا نشطا وخطيرا، ليس للجزائر فحسب، بل أيضا لبلدان منطقة الساحل، ولا سيما موريتانيا، وأكثر من ذلك. مالي مؤخراً	1
15 - أكملت منظمة حلف شمال الأطلسي مهمتها العسكرية في البوسنة والهرسك بنجاح في 2 كانون الأول/ديسمبر في احتفال رسمي أقيم في معسكر بوتمير في سراييفو.	0
وترى هذه الدولة أن مثل هذا النشاط، في أشكاله المتطرفة، غالبا ما يؤدي إلى التطرف العنيف وفقدان الأرواح.	1
ولاحظ فريق الرصد أن المعارضة اشترت خلال هذه الفترة عددا من الأسلحة المضادة للطائرات والذخيرة من مطار بام.	1
كما تلقت اللجنة أيضاً العديد من الحوادث الإضافية التي شملت هجمات على مدنيين وتحققت منها، استناداً إلى المعلومات والأدلة التي تلقتها أثناء عملها.	1
32 - يطلب إلى الأمين العام أن يدرج في تقاريره المقدمة إلى المجلس عن الحالات الخاصة ببلدان معينة معلومات أكثر شمولا وتفصيلا فيما يتعلق بحماية المدنيين في الصراعات المسلحة، بما في ذلك الحوادث المتعلقة بالحماية والإجراءات التي تتخذها أطراف الصراع المسلح من أجل حماية المدنيين في الصراعات المسلحة. تنفيذ التزاماتها باحترام وحماية السكان المدنيين، بما في ذلك المعلومات الخاصة باحتياجات الحماية للاجئين والمشردين داخليًا والنساء والأطفال وغيرهم من الفئات الضعيفة؛	0
كما أنها تدعم الأنشطة الأخرى المتعلقة بتنفيذ هدف فريق الاتصال المتمثل في التصدي للقرصنة بجميع جوانبها.	0
(خ) التشاور مع ممثلي القطاع الخاص المعنيين، بالتنسيق مع السلطات الوطنية، حسب الاقتضاء، لتعزيز الوعي بحظر السفر وحظر توريد الأسلحة وتعزيز الامتثال لهما؛	0
"يدين مجلس الأمن بأشد العبارات الهجمات الإرهابية التي وقعت في الجزائر العاصمة في 11 كانون الأول/ديسمبر 2007 بالقرب من المحكمة العليا ومكاتب الأمم المتحدة، والتي تسببت في سقوط العديد من القتلى والجرحى، ويعرب عن تعاطفه العميق وتعازيه لضحايا هذا العمل الشنيع الإرهابيين وأسرهم، وإلى شعب وحكومة الجزائر.	0
في بعض الحالات، تضمنت الاستجابة الوطنية لاحتواء الفيروس الاستخدام المفرط للقوة أو فرض الحجر الصحي على المجتمعات التي لا تتمتع بمعايير الكرامة الإنسانية المعترف بها.	1
كانوا مسلحين وكانوا جميعاً يصوبون أسلحتهم نحونا.	1
61 - وتتمثل حماية المدنيين في شرق تشاد في ما هو أكثر من مجرد ضمان الأمن الجسدي للاجئين والمشردين والعاملين في المجال الإنساني، وتوفير الدعم اللوجستي والهياكل الصلبة للمفرزة الأمنية المتكاملة.	0
وقد استهدفوا مواقع جغرافية مختلفة للعمليات العسكرية، وخططوا لانتزاعها من المعارضة. وتشمل هذه المواقع بيدوا وماركا ومقديشو.	1
ويذكّر مجلس الأمن بمطالبته لجميع الأطراف في أي نزاع مسلح بالامتثال الكامل للالتزامات المنطبقة عليها بموجب القانون الدولي فيما يتصل بحماية المدنيين في النزاعات المسلحة، بما في ذلك الصحفيون والإعلاميون والموظفون المرتبطون بهم.	0
وهذا هو التقرير السابع الذي يصدره فريق الدعم التحليلي ورصد الجزاءات منذ إنشائه في مارس/آذار 2004؛ بعض المواضيع مألوفة والقليل منها جديد تمامًا.	0
وقد ارتكبت معظم هذه الجرائم بشكل فردي في سياق الفلتان الأمني ​​السائد.	1
341. وأفادت مصادر أخرى بأن النساء والفتيات تعرضن للاختطاف والاحتجاز لعدة أيام واغتصابهن مراراً وتكراراً على أيدي الجنجويد والجنود في القرى التي تعرضت للهجوم والمعسكرات والمخابئ العسكرية. وعلاوة على ذلك، وردت تقارير تفيد بأن التعذيب كان يُستخدم لمنع النساء من الفرار.	1
اعتبارًا من الموعد النهائي لهذا التقرير، تم بالفعل تدمير ما مجموعه 37% من النفايات السائلة DF، التي تم تسليمها بواسطة MV Cape Ray في 30 و31 أغسطس 2014.	1
ويدرك الفريق أن هناك قوانين وطنية ودولية تحد من تبادل المعلومات بين الدول، ولكن التعاون الدولي ضروري للتنفيذ الفعال لتجميد الأصول.	0
177. إن المحاكم والهياكل التي أنشئت بموجب الدستور لا تزال في طور النمو، ويظل النظام يعتمد بشكل كبير على الموظفين الدوليين الذين يؤدون وظائف خطية.	0
ودمرت الأكشاك في السوق بالكامل ونهبت الماشية.	1
وقال إن دور البعثة ينبغي أن يتمثل في مساعدة هايتي على استعادة المسؤولية عن أمنها، بدلا من أداء هذه المهمة بنفسها إلى أجل غير مسمى. وأكد من جديد أن القرار ينص على تقليص مسؤول للعنصر العسكري للبعثة مع مرور الوقت، استنادا إلى تقييم شامل للوضع الأمني.	0
وكرر أعضاء المجلس دعمهم للجهود التي يبذلها المبعوث الخاص لإشراك الطرفين بهدف التغلب على الجمود الحالي في عملية السلام. ودعوا الطرفين إلى استكشاف السبل الكفيلة بدفع عملية ترسيم الحدود إلى الأمام.	0
وفي 4 سبتمبر/أيلول، ورد أن جيش الرب للمقاومة هاجم قريتي بودو وناهوا في ولاية غرب الاستوائية، مما أسفر عن مقتل ثمانية أشخاص واختطاف طفلين، وقد هرب أحدهما فيما بعد.	1
وزعمت اللجنة أن بعض الجنود و13 مدنياً قتلوا في برام على يد المتمردين داخل المستشفى.	1
424. إن سيطرة الجنجويد على الشرطة هو اتجاه بدأ حتى قبل الأزمة الحالية، ويمكن اكتشافه من خلال المعلومات التي قدمتها الحكومة نفسها.	1
92 - توصي لجنة التحقيق الدول ومنظمات المجتمع المدني بتعزيز فرص الحوار والتواصل بين الشعوب في مجالات مثل الثقافة والعلوم والرياضة والحكم الرشيد والتنمية الاقتصادية التي توفر لمواطني جمهورية كوريا الشعبية الديمقراطية فرص لتبادل المعلومات والتعرض للتجارب خارج وطنهم.	0
(س) حظر العقوبات الجماعية؛	1
وقد حذفت اللجنة خمسة أسماء في كانون الثاني/يناير 2010 وخمسة آخرين في تموز/يوليه 2010، وقد توفي شخصان واعتبر الباقون متصالحين مع حكومة أفغانستان.	0
وتم فصل النساء والأطفال عن الرجال، واحتجازهم في منطقة حول المسجد، ثم أخذهم خاطفوهم في وقت لاحق ليتم اغتصابهم.	1
ورأت أيضًا أنه، نظرًا لأهمية مكافحة الإرهاب الدولي، فإن التجميد الاحترازي والمؤقت للأموال، مع السماح باستثناءات للنفقات الأساسية، لا يشكل تدخلاً تعسفيًا أو غير مناسب أو غير متناسب في الحق في الملكية.	1
o في 7 تشرين الثاني/نوفمبر 2014، أسقطت قوات النظام اسطوانة متفجرة على مستشفى الوليد في حي الوعر بحمص، مما أدى إلى إلحاق أضرار جسيمة بالمستشفى.	1
وبحسب مصادر رسمية أسترالية، فإن التدريب يشمل تقنيات صنع القنابل والتفجيرات الانتحارية.	1
ونحن ندين الهجمات الصاروخية الإرهابية المتكررة على أهداف مدنية إسرائيلية.	0
وتجدر الإشارة أيضًا إلى أنه على الرغم من هذه القاعدة السياسية الواسعة، فإن الغالبية العظمى من أعضاء حركتي التمرد جاءت من ثلاث قبائل أساسًا، وهي الفور والمساليت والزغاوة.	1
(ج) تحركات المعدات والإمدادات العسكرية إلى منطقة دارفور بموافقة مسبقة من اللجنة المنشأة بموجب الفقرة 3 (أ) من القرار 1591 (2005) بناء على طلب من حكومة السودان؛	0
188. وتشير روايات شهود العيان للعديد من الحوادث المنشورة في هذه التقارير إلى أن القوات المهاجمة كانت ترتدي الزي الرسمي، ولكنها تميز بين الزي الذي يرتديه الجيش النظامي والزي الذي يرتديه الجنجويد.	1
113. وفي ظل مناخ الرعب الذي خلقته فرق الموت، يخشى الممثلون السياسيون من عمليات اختطاف واعتقال مناضليهم.	1
134 - وناقش الفريق مجالات التعاون مع وحدة مكافحة الإرهاب التابعة لمنظمة الأمن والتعاون في أوروبا، والمكتب الإقليمي لآسيا الوسطى لرابطة الدول المستقلة، والهيكل الإقليمي لمكافحة الإرهاب التابع لمنظمة شنغهاي للتعاون، وبدأ اتصالات مع منظمات إقليمية أخرى، مثل المنظمة. والدول الأمريكية، التي أنشأت لجنة البلدان الأمريكية لمكافحة الإرهاب، والاتحاد الأفريقي، الذي أنشأ مركزا لمكافحة الإرهاب في الجزائر العاصمة.	0
وأخيرا، هناك حاجة ماسة إلى الزعامة الأفغانية للتعامل مع المخدرات.	0
في جلسة مجلس الأمن 5303، المعقودة في 10 تشرين الثاني/نوفمبر 2005، فيما يتصل بنظر المجلس في البند المعنون "التهديدات التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية"، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:	0
(هـ) الأفراد العاملون في جمهورية الكونغو الديمقراطية والذين يرتكبون انتهاكات خطيرة للقانون الدولي تنطوي على استهداف الأطفال أو النساء في حالات النزاع المسلح، بما في ذلك القتل والتشويه والعنف الجنسي والاختطاف والتشريد القسري؛	1
79- وتشير الأدلة المتاحة إلى أن الغالبية العظمى من الجثث التي لا تزال في المشارح في انتظار التشريح تظهر عليها آثار طلقات نارية.	1
34 - ولا يزال وجود الجماعات الفلسطينية المسلحة خارج المخيمات يشكل تحديا لقدرة لبنان على ممارسة سيادته الكاملة على أراضيه.	1
وحث جميع الدول والهيئات الدولية والمنظمات الإقليمية على تخصيص الموارد الكافية، بما في ذلك من خلال الشراكة الدولية، لمواجهة التهديد المستمر والمباشر الذي يشكله تنظيم القاعدة وأسامة بن لادن وحركة طالبان والأفراد والجماعات والمؤسسات والكيانات المرتبطة بهم. هم،	0
283) على أساس تحقيقاتها ونمط الهجمات الجوية التي أثبتتها، ترى اللجنة أن الجيش يتحمل المسؤولية عن عدد كبير جداً من الهجمات الجوية العشوائية التي أدت إلى مقتل العديد من المدنيين.	1
61 - ويتباين بدرجة كبيرة مدى تواجد مؤسسات الدولة والشرطة والجيش الوطني وعملها في هذه المجالات.	1
53 - وبدأت الأمم المتحدة التخطيط لعقد اجتماع تقني بشأن تنمية القدرات في جنوب السودان من أجل تنسيق نهجها.	0
إن كل دفعة فدية تشجع على المزيد من عمليات الاختطاف، مما يخلق حلقة مفرغة من التشجيع وكذلك التمويل لتنظيم القاعدة والجماعات التابعة له.	1
أدت الأنشطة الإرهابية التي تقوم بها جماعة بوكو حرام إلى فرار ما يقدر بنحو 45 ألف لاجئ ومهاجر نيجيري إلى الكاميرون وتشاد والنيجر، ومن بينهم متمردون مشتبه بهم.	1
وهذا على الرغم من الإدانة المتكررة لتلك الأعمال اللاإنسانية في قرارات المجلس 1820 (2008)، و1888 (2009)، و1960 (2010)، والتي أصبحت منارات الأمل لملايين النساء والفتيات الضحايا في جميع أنحاء العالم.	0
8 - رغم أن تنظيم القاعدة لم يتطور كتنظيم ولم يتمكن قادته الأساسيون من تركيز مؤيديهم على القضايا التنفيذية الرئيسية أو توجيههم نحو إجراءات محددة، فقد استمر تنظيم القاعدة كحركة في الازدهار، مستوحى من رسالة عامة مقاومة الظلم الفعلي أو المتصور.	1
وتعليماتها لأتباعها هي الهجوم حيثما استطاعوا، ومتى استطاعوا.	1
وتشمل هذه الحق في الحياة؛ حظر التعذيب أو العقوبة القاسية أو اللاإنسانية أو المهينة؛ حظر الرق وتجارة الرقيق والاستعباد؛ وحرية الفكر والضمير والدين.	0
28 - والمجلس عازم على النظر في فرض عقوبات فردية على من ينتهكون حظر الأسلحة المفروض على جمهورية الكونغو الديمقراطية.	1
مداهمات وتفتيش واعتقال دون أوامر قضائية	1
ويتم تبادل المعلومات المتعلقة بعمليات إزالة الألغام المغربية بشكل مستمر مع مركز تنسيق الإجراءات المتعلقة بالألغام.	0
وليس من المستغرب إذن أن يرى العديد من الدول الأعضاء أن الإنترنت مسألة رئيسية في مكافحة انتشار الإرهاب المرتبط بتنظيم القاعدة والتهديد الذي يمثله.	1
وقد اتخذت جميع الدول خطوات لتنظيم إنتاج وبيع ونقل الأسلحة والمتفجرات، رغم أن أربع دول فقط نفذت هذه التدابير بالكامل.	0
ويشير هذا إلى نجاح نظام العقوبات، مما يدل على أن عددا كبيرا من عناصر طالبان قد غيروا سلوكهم على ما يبدو.	1
96 - وأبلغ العميد رواك اللجنة بأنه على علم بعدم وجود قانون محدد يسمح بتسليح "جنود الاحتياط". وذكر أنه مفوض بذلك من قبل وزير الدفاع بعد أن قدم الاقتراح.	1
السجل: أمر تحقيق صادر عن قاضي التحقيق الأول لدى المحكمة العسكرية في بيروت رقم 23/2005 بتاريخ 14 شباط 2005.	0
يجب أن يكون هدف مجلس الأمن الآن هو طمأنة المحاكم بأن نظام الجزاءات المنشأ عملا بقرار مجلس الأمن 1267 (1999) (نظام الجزاءات 1267) عادل، وأن يعيد، بدعم متزايد من الدول الأعضاء، تأكيد هدفه الأصلي المتمثل في تخليص العالم من التهديد الإرهابي المتمثل في تنظيم القاعدة وحركة طالبان والمرتبطين بهما.	0
إلا أن النساء والأطفال كانوا أيضاً ضحايا لعمليات القتل خلال العديد من الهجمات.	1
وعندما يتم دفع فدية، قد تشارك شركات التأمين والشركات الخاصة ومكاتب الاستشارات في توفير الأموال أو تسهيل الدفع. وقد تضاعف حجم سوق التأمين ضد الاختطاف والفدية، الذي بلغت قيمته 250 مليون دولار في عام 2006، بحلول عام 2011.	0
وبينما أدانت كل من بريشتينا وبلغراد الحادث بشدة ودعوا إلى القبض على مرتكبيه، زعم كل جانب أن الطرف الآخر مسؤول عن إثارة الحادث.	0
وبناء على طلب المجلس في القرارين 2170 (2014) و2178 (2014)، تلقى المجلس أيضاً إحاطات من رؤساء لجنة مجلس الأمن المنشأة عملاً بالقرارين 1267 (1999) و1989 (2011) بشأن تنظيم القاعدة والأفراد والكيانات المرتبطة به ولجنة مجلس الأمن المنشأة عملاً بالقرار 1373 (2001) بشأن مكافحة الإرهاب.	0
29 - وبالتعاون مع جامعة سيشيل وخبراء من المركز، قام مكتب الأمم المتحدة المعني بالمخدرات والجريمة بتصميم منهج دراسي للشرطة وخفر السواحل وغيرهم من موظفي إنفاذ القانون المشاركين في التحقيق في القرصنة والجريمة البحرية.	0
6 - وفي الفقرة 19 من تقريري المؤرخ 30 آب/أغسطس 2004 (A/2004/703)، أشرت إلى أن "عملية نزع سلاح أفراد قوات الدفاع الشعبي قد بدأت. وقد شهدت بعثة التحقق المشتركة الثانية مراسم تسريح نحو 300 جندي في غرب دارفور."	1
يشرفني أن أحيل طيه المذكرة المفاهيمية المتعلقة بالإحاطة الإعلامية بشأن مكافحة الإرهاب التي ستعقد في مجلس الأمن في 27 أيلول/سبتمبر 2010 (انظر المرفق).	0
وفي جلسة عامة لقضاة الموضوع التسعة وخمسة قضاة الاستئناف، نوقشت مسألة تعويض ضحايا الأحداث المأساوية في رواندا باستفاضة.	0
كما قررنا إجراء مناقشتين مواضيعيتين بشأن منع نشوب الصراعات والأطفال في الصراعات المسلحة، في 20 و 26 تموز/يوليه على التوالي.	0
وبحسب الشبكة السورية لحقوق الإنسان، قتل النظام السوري في شهر نوفمبر/تشرين الثاني 6 ناشطين إعلاميين، بينهم شخص توفي تحت التعذيب في أحد مراكز الاحتجاز التابعة للنظام السوري، وأصاب 5 آخرين.	1
يدعو أطراف النزاع المسلح إلى تقديم وتنفيذ التزامات محددة ومرتبطة بإطار زمني لمكافحة العنف الجنسي، والتي ينبغي أن تشمل، من بين أمور أخرى، إصدار أوامر واضحة من خلال سلاسل القيادة تحظر العنف الجنسي وحظر العنف الجنسي في مدونات قواعد السلوك أو الأدلة الميدانية العسكرية أو ما يعادلها؛ ويدعو كذلك تلك الأطراف إلى تقديم وتنفيذ التزامات محددة بشأن التحقيق في الوقت المناسب في الانتهاكات المزعومة من أجل محاسبة الجناة؛	0
وقد أنشأت المملكة المتحدة فرقة عمل للعدالة الجنائية، قامت بتدريب العاملين القضائيين على الاستماع إلى قضايا مكافحة المخدرات في كابول، حيث تم تقديم 65 قضية أدت إلى إدانة 15 شخصًا وإصدار أحكام تتراوح بين ثلاث إلى تسع سنوات.	1
وما يميز هذه الفئة من الجرائم عن جرائم الحرب أنها لا تعنى بانتهاكات معزولة أو متفرقة، بل بالانتهاكات التي (أ) قد تحدث إما في وقت السلم أو في وقت النزاع المسلح، (ب) تشكل جزءاً من ممارسة واسعة النطاق أو منهجية للفظائع (أو الهجمات) المرتكبة ضد السكان المدنيين.	1
