en_ar_TRANSFORMERS	MatCoop
بيد أن زيادة شمولية عملية السلام فيما يتعلق بالأطراف المتحاربة لا تزال عنصرا هاما من عناصر التسوية الدائمة للصراع.	1
وأجرى المشاركون في البعثة المشتركة مشاورات مع جميع أصحاب المصلحة في بوركينا فاسو لوضع ترتيبات لنقل السلطة من الجيش إلى مرحلة انتقالية توافقية يقودها مدنيون تفضي إلى الانتخابات والعودة السريعة للنظام الدستوري.	0
وكان من المقرر الإفراج فورا عن المولودين قبل 25 أيار/مايو 1988 أو المجندين بعد 25 أيار/مايو 2006 وفقا لما يقتضيه اتفاق السلام الشامل.	1
وهناك أيضا ادعاءات واسعة الانتشار ومؤكدة بأن بعض أفراد الجنجويد قد أدمجوا في الشرطة.	0
وقد رفعت مؤسسة الحرمين (الولايات المتحدة الأمريكية) (QE.A.117.04) دعوى جديدة ضد الحكومة في محكمة المقاطعة الاتحادية في أوريغون، بالإضافة إلى دعوى سابقة لم يبت فيها بعد في الولايات المتحدة. وتزعم مؤسسة الحرمين أن قرار الولايات المتحدة بفرض جزاءات عليها كان تعسفياً وغير مدعوماً بأدلة مادية، كما انتهك حقوقها في الإجراءات القانونية الواجبة (بفشلها في شرح الأساس الوقائعي لعمل الحكومة وبالاعتماد على أدلة سرية لم تقدم إلى المنظمة)، وحقها في مكافحة التفتيش والمصادرة غير المعقولين (استناداً إلى تجميد أصولها)، وحقوقها في حرية التعبير وتكوين الجمعيات وحرية ممارسة شعائرها الدينية. كما تزعم مؤسسة الحرمين أن رفض الحكومة السماح لها باستخدام الأصول المجمدة لدفع أتعاب محاميها ينتهك حقوقها في الإجراءات القانونية الواجبة.	0
وشهدت البعثة تصاعدا تصاعديا في أعمال العنف، واستهدف المتطرفون حفظة السلام بشكل مباشر.	0
وإذ يلاحظ أن بعض الأطراف في الصراعات المسلحة قد استجابت لندائه إليها بأن تعد وتنفذ خطط عمل ملموسة ومحددة زمنيا لوقف تجنيد الأطفال واستخدامهم في انتهاك للقانون الدولي المنطبق؛	1
وإذ يساورها بالغ القلق من أن الجماعات الإرهابية المستفيدة من الجريمة المنظمة عبر الوطنية قد تسهم في تقويض الدول المتضررة، ولا سيما أمنها واستقرارها وحوكمتها وتنميتها الاجتماعية والاقتصادية،	0
وتهدف الاستراتيجية أيضا إلى توسيع دائرة المانحين بإدراج البلدان التي وُضعت فيها نُهج أو نُظم فعالة بشكل خاص لمكافحة الإرهاب.	1
التقدم المحرز في القضاء على برنامج الأسلحة الكيميائية السورية	1
ويتطلب كل هذا كفاحا حازما جدا ضد الجهات الفاعلة غير الرسمية الراسخة، التي يشكل وجودها تهديدا وعقبة أمام ممارسة الدولة الأفغانية لسيادتها بالكامل.	0
وتراجعت بشكل كبير الحوادث المتعلقة بالذخائر العنقودية التي أسقطتها منظمة حلف شمال الأطلسي نتيجة لتغيير في الاستراتيجية أدى إلى زيادة كبيرة في سرعة تطهير وحدات القنابل العنقودية التي يسهل الوصول إليها بسهولة.	0
وبالإضافة إلى الأفراد الـ 12 المدرجين في القائمة والمسجلين على أنهم أموات، فإن الفريق على علم بسبعة أشخاص آخرين أُبلغ عن وفاتهم من قبل دولة إقامتهم أو جنسيتهم إما إلى اللجنة أو الفريق أو الإنتربول، و 13 آخرين أُبلغ عن وفاتهم في مصادر مفتوحة ولكن لم تُخطر اللجنة أو الفريق رسميا بعد.	0
يطلب إلى الأمين العام أن يقدم إلى الدول الأعضاء مبادئ توجيهية ومواد تدريبية بشأن حماية المرأة وحقوقها واحتياجاتها الخاصة، وكذلك بشأن أهمية إشراك المرأة في جميع تدابير حفظ السلام وبناء السلام، ويدعو الدول الأعضاء إلى إدراج هذه العناصر وكذلك التدريب على التوعية بفيروس نقص المناعة البشرية/الإيدز في برامجها التدريبية الوطنية للأفراد العسكريين وأفراد الشرطة المدنية استعدادا للنشر، ويطلب كذلك إلى الأمين العام أن يكفل تلقي الأفراد المدنيين في عمليات حفظ السلام تدريبا مماثلا.	0
(ج) كيسانغاني كنت محاولة واضحة من جانب الجيش الوطني الرواندي وحلفائه في التجمع الكونغولي من أجل الديمقراطية (غوما) لوقف عملية التحقق التي وافقت عليها المنطقة لتحديد ما إذا كان التجمع الكونغولي من أجل الديمقراطية (كيسانغاني) قائماً مستقلاً عن التجمع الكونغولي من أجل الديمقراطية (غوما) بهياكل سياسية وعسكرية منفصلة، وبدعم سياسي/متابعة في الأراضي المحررة؛	0
ولم تكن متوقفة تماما في الصف، استنادا إلى كيفية تصرف قوة الانفجار على السيارة الحمراء، التي كانت على الأرجح متوقفة مباشرة أمام الميتسوبيشي.	0
84 - ووفقا لما ذكره قائد أقدم آخر، فإن معظم المجندين في قوات الدفاع الشعبي ينتمون ”إلى الأسلحة النارية، وهم أقوياء وملائمون“ ولكنهم ”يحتاجون إلى التدريب في مجال الانضباط“ وأشار إلى أن المجندين لا يعيدون دائما الأزياء العسكرية والأسلحة والذخائر بعد التسريح، وأن الأسلحة والذخائر توزع أحيانا عن طريق زعماء القبائل لضمان إعادتهم عند التسريح.	1
341 - وأفادت مصادر أخرى بأن النساء والفتيات اختطفن واحتجزن عدة أيام واغتصبهن الجنجويد والجنود مرارا وتكرارا في القرى التي تعرضت للهجوم والمعسكرات العسكرية والمخابئ، وعلاوة على ذلك، تفيد التقارير بأن التعذيب يستخدم لمنع النساء من الفرار.	0
وقام القائد دا كروز بنزع سلاح الأعضاء الشرقيين في الجبهة الوطنية الموحدة من أجل إتاحة هذه الأسلحة.	1
وقال إن دور بعثة الأمم المتحدة لتحقيق الاستقرار في هايتي ينبغي أن يتمثل في مساعدة هايتي على استعادة مسؤوليتها عن أمنها، بدلا من أداء تلك المهمة بنفسها إلى أجل غير مسمى، وأكد من جديد أن القرار ينص على إجراء تخفيض مسؤول للعنصر العسكري للبعثة على مر الزمن، استنادا إلى تقييم شامل للحالة الأمنية.	0
ويدعو الاتحاد الأوروبي الآن حكومة الوحدة الوطنية إلى المضي قدما بسرعة في الجوانب الأخرى لتنفيذ اتفاق السلام الشامل، بما في ذلك كخطوة أولى إنشاء لجنة التقييم والتقييم لرصد التقدم المحرز في هذه المسألة.	1
وعلاوة على ذلك، عندما يصبح استخدام العنف المسلح وسيلة مقيّدة لحل المظالم والصراعات الفردية والجماعية، تتآكل الآليات القانونية والسلمية لتسوية المنازعات ولا يمكن التمسك بسيادة القانون.	0
وحتى تاريخ نهاية هذا التقرير، كان قد تم تدمير ما مجموعه 37 في المائة من النفايات السائلة من الـ DF، التي سلمتها MV Cape Ray في 30 و 31 آب/أغسطس 2014.	0
٥٩٤ - وفي الوقت الذي أنشئ فيه هذا الالتزام الدولي لأول مرة، وحتى في عام ١٩٤٩، عندما صيغت اتفاقيات جنيف وتمت الموافقة عليها، كان من الواضح أنه يعتبر التزاما على كل دولة متعاقدة تجاه أي دولة متعاقدة أخرى معنية.	1
وأجاب بأن الحرب تزيل المتطلبات الرئيسية لسيادة القانون وأن إحدى المشاكل الخاصة التي صودفت هي عدم وجود قضاة في مواجهة جيوش متقدمة.	0
ومن وجهة نظر القانون الجنائي الدولي، لا شك أن هذه الانتهاكات للقانون الإنساني الدولي تشكل جرائم حرب واسعة النطاق.	0
ولذلك فقد اقتصرت على جمع معلومات موثوقة عن الأشخاص الذين قد يشتبه في أنهم مسؤولون عن جرائم في دارفور.	1
وفي أذربيجان، تم تركيب معدات للكشف عن الأسلحة والمراقبة في المعابر الحدودية الدولية.	1
وقد احتُجزت في المشرحة في بواكيه منذ أواخر كانون الأول/ديسمبر جثث خمسة أشخاص يُعتقد أنهم من مؤيدي السيد كوليبالي، وهم يحملون جروحاً بطلقات نارية وعلامات تعذيب، ريثما تُسفر التحقيقات الجنائية عن نتائج.	0
وإذ يعرب عن قلقه إزاء استمرار ورود تقارير عن انتهاكات حقوق الإنسان والقانون الإنساني الدولي، بما في ذلك الانتهاكات المرتكبة ضد النساء والأطفال، بما في ذلك التقارير المتعلقة بتزايد حوادث العنف الجنسي، ولا سيما تلك المنسوبة إلى الرجال المسلحين، وإذ يشدد على أهمية التحقيق في الانتهاكات والتجاوزات المزعومة التي ترتكبها جميع الأطراف، بصرف النظر عن مركزها أو انتماءاتها السياسية، بما في ذلك الانتهاكات التي وقعت خلال الأزمة [ذات الصلة]، بما في ذلك... وإذ يؤكد من جديد وجوب محاسبة المسؤولين عن هذه الانتهاكات، وإذ يلاحظ التزامات [الكيان ذو الصلة] في هذا الصدد،	0
ويؤكد المجلس من جديد أن وضع حد للإفلات من العقاب أمر أساسي إذا أريد لمجتمع يخوض صراعا أو يتعافى من الصراع أن يتماشى مع الانتهاكات التي ارتكبت في الماضي ضد المدنيين وأن يحول دون وقوع هذه الانتهاكات في المستقبل.	0
والعامل الثالث هو ضعف وجود الشرطة، والعامل الرابع هو تدخل الجهات الفاعلة الأجنبية في الحالة في دارفور.	0
218 - وأكدت حركة العدل والمساواة أن أنظمتها الداخلية تتضمن التزامات قوية باحترام القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان، وأنه لم يتم أو لن يتم مهاجمة أي أهداف مدنية.	1
100 - وقد تجاوزت دول المنطقة دون الإقليمية إلى حد بعيد نُهُج إنفاذ القانون لمواجهة التحدي الذي تمثله الجماعات الإرهابية.	1
وكما جاء في بيان السياسة العامة الصادر في آذار/مارس 2003، فإن "حركة/جيش تحرير السودان هي حركة وطنية تهدف، إلى جانب الجماعات السياسية المماثلة الأخرى، إلى معالجة وحل المشاكل الأساسية في السودان بأسره.	1
وتقوم البعثة بالتخطيط والإعداد للعمليات العسكرية ضد القوات الديمقراطية لتحرير رواندا، مع مراعاة الطبيعة المتناثرة للمجموعة وانغماسها في صفوف السكان المحليين.	0
30- وأشارت إحدى الدول إلى أنه في حين يكفل دستورها الحق في حرية التعبير، فإن هذا الحق يمكن أن يخضع لقيود معقولة، بما في ذلك في حالة الكلام الذي يعتبر تحريضاً.	0
في 6 تشرين الثاني/نوفمبر 2014، ألقت قوات النظام قذائف في مدرسة درع عزة في حلب، فأصابت 7 أشخاص بجروح ودمرت 3 فصول وطابقها الثاني بأكمله.	0
وإذ تؤكد أنه لا يمكن دحر الإرهاب إلا باتباع نهج مطرد وشامل ينطوي على المشاركة والتعاون النشطين من جانب جميع الدول والمنظمات الدولية والإقليمية لعرقلة التهديد الإرهابي وإضعافه وعزله وعجزه،	1
ويذكّر هذا الإعلان العالم بأنه ينبغي معاملة ضحايا الجريمة بالرحمة والاحترام، وينص على أنه يحق لهم الحصول على العدالة، والمعاملة العادلة، والانتصاف في شكل رد الحق، والتعويض، وغير ذلك من أشكال المساعدة فيما يتعلق بالإصابات التي لحقت بهم.	1
:: النظر في الكيفية التي يؤثر بها عدد الأزمات العنيفة الذي لم يسبق له مثيل في عدد الأزمات العنيفة على التشرد وحقوق النساء والفتيات وحقوقهن وحمايتهن، مع الإشارة بوجه خاص إلى الكيفية التي يسهم بها الخطر المستمر الناجم عن التطرف العنيف في التشريد وفي الانتهاكات الجسيمة التي تعاني منها النساء والفتيات	0
وعلاوة على ذلك، والأهم من ذلك، أن اللجنة جمعت مواد هامة عن مختلف الجهات المؤثرة من الأفراد والمؤسسات ومجموعات الأشخاص أو اللجان التي اضطلعت بدور هام في الصراع الدائر في دارفور، بما في ذلك التخطيط للهجمات والأمر بها والإذن بها والتشجيع عليها.	1
وأشارت أيضا إلى سوابق هامة وضعها المجلس، ولا سيما إنشاء لجان تحقيق بشأن البوسنة ورواندا ودارفور، مما مهد الطريق للمحكمة الدولية ليوغوسلافيا السابقة والمحكمة الجنائية الدولية لرواندا، وإحالة المجلس للحالة في دارفور إلى المحكمة الجنائية الدولية.	1
واستمر العمل أيضا في وضع إطار قانوني مؤقت يحدد قدرا كبيرا من الاستقلال الذاتي ويرسي الأساس للانتخابات المركزية.	1
(ب) تنفيذ جميع المسائل المعلقة المشار إليها في الفقرة 12 أعلاه، مع الإشارة في هذا الصدد إلى أن التنفيذ المتزامن لعملية تحديد الهوية وتجميع القوات، على النحو المنصوص عليه في البرنامج الوطني لنزع السلاح والتسريح وإعادة الإدماج والتأهيل الموقع في ياموسوكرو في 14 أيار/مايو 2005، من شأنه أن يعجل بتهيئة الظروف لإجراء انتخابات حرة ونزيهة ومفتوحة وشفافة؛	0
وبغية تيسير النظر على النحو الواجب، حسب الاقتضاء، في المسائل المتصلة بحماية المدنيين في مداولاته بشأن إنشاء عمليات حفظ السلام أو تغييرها أو إغلاقها، اقترح أعضاء المجلس صياغة مذكرة تتضمن قائمة بالمسائل ذات الصلة في هذا الصدد بالتعاون الوثيق مع المجلس.	0
وأدى ذلك إلى تفاقم التوترات بين الشرق والغرب والاختلالات القائمة داخل الشرطة الوطنية.	0
وذهبت البعثة إلى دالوا برا، يرافقها عنصر عسكري إيفواري.	1
حظر الحرمان التعسفي من الحرية؛ والعقاب البدني؛ والعقاب الجماعي؛ وإصدار الأحكام وتنفيذ عمليات الإعدام دون حكم سابق تصدره محكمة مشكلة تشكيلاً منتظماً، وتوفر جميع الضمانات القضائية المعترف عموماً بأنها لا غنى عنها.	0
وتتسم المنطقة بضعف وجود ونفوذ قوات المتمردين المعارضة، حتى وإن استخدمت هذه القوات طرق النقل وتعتمد على الملاجئ في مقاطعة فرح.	1
يدعو [الدولة المتأثرة إلى تيسير] الإغاثة الدولية من أجل الكارثة الإنسانية عن طريق وقف اختياري لجميع القيود التي قد تعوق تقديم المساعدة الإنسانية والوصول إلى السكان المتضررين.	1
40 - اتخذ القرار الذي يأذن بإنشاء بعثة الأمم المتحدة للدعم في تيمور الشرقية بالإجماع بوصفه القرار 1410 (2002) في 17 أيار/مايو.	0
وهم يتعرضون لضغوط ضد عناصر هامة من هذه الهوية، مثل لغتهم وثقافتهم وتراثهم الديني، فضلا عن بقائهم الاقتصادي.	0
ووكالات إنفاذ القوانين جيدة التنظيم وقد أنشأت وكالات ولجانا ووحدات خاصة لمكافحة الإرهاب.	1
269 - تمكنت اللجنة من الاطلاع على عدد كبير من التقارير الواردة من مختلف المصادر التي توثق عمليات القتل الواسعة النطاق للمدنيين في جميع أنحاء دارفور، من بداية عام 2003 وحتى وقت نشر هذا التقرير.	0
ويلاحظ جيدا الاهتمام بتنفيذ البيان المشترك المؤرخ 2 نيسان/أبريل 2009، المشار إليه في التقرير.	0
ونتيجة لذلك، ستخضع المعاملات المشبوهة بتمويل الأعمال الإرهابية لنفس نظام الإبلاغ والإيقاف الذي تخضع له المعاملات المشبوهة المتعلقة بغسل الأموال.	1
وبالإضافة إلى ذلك، ونظراً لكثرة حالات الزواج المختلط، فإنه لا يمكن تمييزهم في مظهرهم الخارجي الجسدي عن أفراد القبائل التي يُزعم أنها هاجمتهم.	0
حث الهيئات الإقليمية و/أو دون الإقليمية ذات الصلة على وضع وتنفيذ سياسات وأنشطة والدعوة لصالح المدنيين المتضررين من العنف الجنسي.	1
يشير إلى حظر التشريد القسري للمدنيين في حالات النزاع المسلح في ظروف تنتهك التزامات الأطراف بموجب القانون الإنساني الدولي.	0
29 - ويجري تعديل نشر شرطة البعثة لتعظيم الموارد الموجهة نحو العملية الانتخابية.	0
ولم يطرأ حتى الآن أي تحسن على الإصلاح الإداري على الصعيد الوطني.	0
حاء-1 مواصلة تطوير مدونات قواعد السلوك والإجراءات التأديبية وتنفيذها بالكامل لجميع فئات موظفي الأمم المتحدة والأفراد المرتبطين بها والشركاء لمنع الاستغلال الجنسي والتصدي له وتعزيز آليات الرصد والتحقيق في حالات سوء السلوك المزعوم ومعالجتها بفعالية.	1
:: تكفل اللجنة امتثال أي تدابير تتخذها الدول لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، ولا سيما قانون حقوق الإنسان وقانون اللاجئين والقانون الإنساني.	1
24 - ورتبت اللجنة، بمساعدة من مديريتها التنفيذية، عددا من المناسبات الخاصة مع الدول الأعضاء والمنظمات الدولية والإقليمية بشأن المسائل ذات الاهتمام المشترك والحالي، بما في ذلك المسائل المتعلقة بمكافحة الإرهاب من خلال استخدام تكنولوجيات الاتصالات والمعلومات الجديدة.	1
وستكون زيادة القدرات العسكرية وقدرات الشرطة المتاحة للبعثة إضافة إلى قدرات الشرطة الوطنية الهايتية و 600 3 مساعد محلي لشؤون أمن الانتخابات (انظر S/2005/313، الفقرة 10).	0
دعوة جميع الأطراف المعنية إلى كفالة إدماج حماية النساء والفتيات المتضررات من الصراعات المسلحة وحقوقهن ورفاههن على وجه التحديد في جميع عمليات السلام واتفاقات السلام وخطط وبرامج الإنعاش والتعمير بعد انتهاء الصراع.	0
”ويشير مجلس الأمن إلى التزامات جميع الدول بكفالة احترام القانون الإنساني الدولي، بما في ذلك اتفاقيات جنيف الأربع، ويؤكد مرة أخرى مسؤولية الدول عن الامتثال لالتزاماتها بوضع حد للإفلات من العقاب ومحاكمة المسؤولين عن جرائم الحرب أو الإبادة الجماعية أو الجرائم ضد الإنسانية أو غيرها من الانتهاكات الجسيمة للقانون الإنساني الدولي.	1
(أ) العمل بنشاط أكبر مع المنظمات الدولية والإقليمية العاملة في المنطقة (بما في ذلك منظمة معاهدة الأمن الجماعي، ومنظمة الأمن والتعاون في أوروبا، والهيكل الإقليمي لمكافحة الإرهاب التابع لمنظمة شنغهاي للتعاون، وكلية موظفي إدارة الحدود التابعة لمنظمة الأمن والتعاون في أوروبا في دوشانبي، طاجيكستان) من أجل التركيز على الأنشطة الموجهة نحو التغلب على أوجه القصور وتحسين تنفيذ القرار 1373 (2001)؛	1
إنشاء وسائط الإعلام والمنافذ الإعلامية المحلية والدولية وتقديم المساعدة إليها، دعما لعمليات السلام.	1
وأمرت اللجنة بدراسة تمويل أنشطة الجماعة الاقتصادية لدول غرب أفريقيا بغية ضمان إتاحة الموارد الكافية للمؤسسات.	0
وفي عشية المظاهرة أصدر القائد العام للشرطة الوطنية لتيمور - ليشتي مارتنز أمرا خطيا بشأن نشر قوات الشرطة الوطنية واستخدام القوة، بما في ذلك استخدام شرطة مقاطعة ديلي لدوريات راجلة، ووحدة الحماية المباشرة لحماية كبار الشخصيات في الدولة، ووحدة احتياطي الشرطة للدوريات في "المناطق الحرجة".	1
(ب) مواصلة الانتباه إلى تطور أحدث التقنيات، من أجل منع إساءة الاستخدام وكشف حالات تمويل الإرهاب من خلال أساليب دفع جديدة؛ ووضع القوانين والأنظمة المناسبة وتعزيز التعاون الدولي في التحقيق في الاشتباه في إساءة استخدام أساليب الدفع الجديدة لغرض تمويل الإرهاب ومقاضاة المسؤولين عن ذلك؛	1
ويُلزم الإعلان الدول المشاركة بدعم البرامج المتعلقة بالحد من العنف المسلح من منظور التنمية وحقوق الإنسان.	0
ومُوِّل جزء كبير من الجهد المكثف لتمكين الوحدات التابعة للبعثة المتكاملة من التصدي بشكل مستدام لخطر الألغام والأجهزة المتفجرة المرتجلة من خلال الصندوق الاستئماني للبعثة.	1
منع ووقف تجنيد الجنود الأطفال في انتهاك للقانون الدولي.	1
:: التوصية بخيارات ملموسة لتعزيز استخدام المجلس لأدوات مختلفة للحد من الآثار السلبية لمشاركة الإرهابيين في الجريمة العابرة للحدود على الجهود التي يبذلها لحل النزاعات ولدعم الدول في جهودها الرامية إلى تعزيز ضوابط الحدود والجهود الرامية إلى مكافحة الجريمة العابرة للحدود.	0
ومع اشتداد القتال، عززت القوات المسلحة التيمورية مواقعها في التلال بإرسال سفينة بحرية إلى خليج تيبار.	0
29 - وركزت شرطة بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو على الأنشطة الرامية إلى كفالة أن يكون لدى جميع متدربي شرطة البعثة ودائرة شرطة كوسوفو معرفة عملية بالمعايير الدولية لحقوق الإنسان لإنفاذ القانون.	1
إذ يعيد تأكيد قراره 1373 (2001) المؤرخ 28 أيلول/سبتمبر 2001، وإذ يكرر تأكيد دعمه للجهود الدولية الرامية إلى استئصال جذور الإرهاب، وفقا لميثاق الأمم المتحدة،	0
أولا، أنها خلقت حالة طوارئ إنسانية مستمرة تهدد السلام والاستقرار في هايتي.	0
وصل الضابط المسؤول عن مسرح الجريمة، الجنرال ناجي مولاب من قوة الأمن الداخلي، إلى مسرح الجريمة في الساعة 05/13 من يوم 14 شباط/فبراير 2005، وأصدر تقريرا مؤرخا 3 آذار/مارس 2005 عن فحص مسرح الجريمة الذي أجرته السلطات اللبنانية [المديرية العامة لقوى الأمن الداخلي، وحدة الشرطة في بيروت، المرجع رقم 95] جاء فيه ما يلي:	1
غير أنها لا تعرف عدد الأشخاص الذين أُفرج عنهم وعدد الأشخاص الذين لا يزالون قيد الاحتجاز.	1
ويقدم ما يقرب من نصف الطلبات أفراد بدون مستشار قانوني ويتخذ أمين المظالم الخطوات اللازمة لضمان عدم تعرض أي من مقدمي الطلبات للتحامل بسبب عدم وجود تمثيل قانوني له.	1
وعلى الرغم من المؤشرات التي تشير إلى تعزيز الآليات التأديبية الداخلية للشرطة الوطنية، كان التقدم بطيئا في تقديم أفراد دوائر الأمن المسؤولين عن الانتهاكات إلى العدالة عن طريق المحاكم.	1
وعلاوة على ذلك، فإن ما هو واضح بوضوح في كل هذا هو المحاولة الإريترية لحمل مجلس الأمن على القيام بمزاياه عن طريق احتجاز أفراد البعثة كرهائن.	0
42 - وفقا للتكليف الصادر بموجب القرار 2083 (2012)، قدم فريق الرصد تقارير إلى اللجنة في تموز/يوليه وكانون الأول/ديسمبر 2013، قدم فيها توصيات بشأن كيفية تحسين نظام الجزاءات وتعزيز أثر الجزاءات، مع تقييم للتهديد الذي يشكله تنظيم القاعدة والمنتسبون إليه، ومعلومات مستكملة عن أنشطة الفريق.	1
تعليماتها لأتباعها هي أن يهاجموا حيث يستطيعون ومتى يستطيعون	0
1 - تود حكومة الجمهورية العربية السورية أن تعرب عن تقديرها للجهود التي تبذلها إدارة عمليات حفظ السلام ومسؤولو قوة الأمم المتحدة لمراقبة فض الاشتباك في الجولان السوري المحتل من أجل الحفاظ على الأمن والسلام في منطقة عمليات القوة وفقا لولايتها، ومنذ إنشاء القوة في عام 1974، ما فتئت سورية تدعم وتسهل عملها وتحترم ولايتها، كما حافظت على علاقات وثيقة مع مسؤولي قوة الأمم المتحدة لمراقبة فض الاشتباك، وهيئة الأمم المتحدة لمراقبة الهدنة، وإدارة عمليات حفظ السلام، وقد أعرب الأمين العام في تقاريره السابقة عن تقديره الدائم لتعاون سورية وجهودها الدؤوبة لضمان سلامة قوات القوة واحترامها لولاية القوة.	0
21 - وأُحرز تقدم في برنامج التسجيل والفرز ومنح الشهادات للشرطة الوطنية، حيث حصل 944 2 ضابطا (من بينهم 565 امرأة)، أو 94 في المائة من الخدمة، على شهادة كاملة حتى 20 أيلول/سبتمبر.	1
وكل هذه الأعمال التحريضية على الكراهية والحرب تخلق توترا داخل المجتمع الإيفواري.	0
:: التنسيق المنتظم بين العنصرين المدني والعسكري للبعثة وبين البعثة والجهات الفاعلة في المجال الإنساني، من أجل تعزيز الخبرة في مجال حماية المدنيين.	1
وقد أعاقت بعض جماعات المتمردين مباشرة العمل الإنساني بنهب السيارات والشاحنات وممارسة الضغط، أو حتى اختطاف، على موظفي المنظمات الإنسانية الوطنيين.	0
وينبغي للمجلس أن يدمج بشكل عميق الممارسات الجيدة الناشئة فيما يتعلق بمكافحة التطرف العنيف في رده على التهديد الذي يشكله المقاتلون الإرهابيون الأجانب وأن يشجع على تخصيص الموارد لهذه الجهود.	1
13 - يـأذن للدول الأعضاء التي تتصرف بموجب الفقرة 10 أعلاه، وفقا للمرفق 1 - ألف من اتفاق السلام، بأن تتخذ جميع التدابير اللازمة لكفالة الامتثال للقواعد والإجراءات التي وضعها قائد قوة تحقيق الاستقرار والتي تنظم قيادة المجال الجوي فوق البوسنة والهرسك ومراقبته فيما يتعلق بجميع الحركة الجوية المدنية والعسكرية؛	1
144 - وفي حين تدرك اللجنة أن رئيس قوات الدفاع يواجه نزهة جماعية للأفراد وضرورة الحفاظ على انضباط القوة، فإنها تلاحظ وجود تباينات كبيرة بين الإجراء الذي اتخذه والإجراءات التي يقتضيها القانون، وأعلن رئيس قوات الدفاع في 16 آذار/مارس أن الملتمسين سيعتبرون مدنيين اعتبارا من 1 آذار/مارس، وأن المشورة القانونية قد طلبتها قوات الدفاع من المستشار القانوني لمجلس الوزراء المعين دوليا، ولم يكن هناك مستشار قانوني داخل القوات المسلحة أو الوزارة.	0
”ويرحب مجلس الأمن بالجهود الهامة المتواصلة التي يبذلها الاتحاد الأفريقي والمنظمات دون الإقليمية، بما يتسق مع قرارات مجلس الأمن ومقرراته، لتسوية الصراعات وتعزيز حقوق الإنسان والديمقراطية وسيادة القانون والنظام الدستوري في أفريقيا،	0
وتحسنت بشكل كبير إمكانية وصول المساعدات الإنسانية إلى دارفور بسبب الرفع التدريجي للقيود المفروضة على إيصال المساعدات الإنسانية منذ الصيف الماضي.	1
ودربت أيضا موظفي المصرف المركزي على مراقبة مكافحة غسل الأموال وتمويل الإرهاب على أساس المخاطر.	1
”ويقر مجلس الأمن بالحاجة إلى إيلاء اهتمام أكثر انتظاما لتنفيذ الالتزامات المتعلقة بالسلام والأمن للمرأة في عمله لكفالة تعزيز مشاركة المرأة في منع نشوب النزاعات وحلها وبناء السلام، ومواصلة إدماج المنظورات الجنسانية المناسبة في ولايات بعثات الأمم المتحدة لحفظ السلام ذات الصلة وفي المجالات المواضيعية الأخرى ذات الصلة المتعلقة بالسلام والأمن.	0
وأوضح خبراء الوكالة الدولية للطاقة الذرية للفريق أن احتمال حصول الإرهابيين بصورة غير مشروعة على جهاز عسكري أكبر بكثير من احتمال بناء جهازهم المرتجل.	0
