en_ar_DEEPL	MatConf
وقد صرّح لي الرئيس عباس أيضاً أن "نقل كميات كبيرة من الأسلحة بشكل غير قانوني إلى مخيمات اللاجئين عبر بعض المجموعات الفلسطينية يعرّض لبنان للخطر ولا يخدم القضية الفلسطينية".	0
:: 19 أيلول/سبتمبر 2005، مقتل شخص وجرح اثنين في انفجار صغير في مكتب الإعلام الكويتي في بيروت.	1
ويتألف إرهاب تنظيم القاعدة الآن من ثلاث مجموعات متميزة ولكنها مترابطة: أولا، القيادة القديمة التي أصبحت أسماؤها معروفة جيدا؛ وثانيا، المقاتلون الذين حضروا المعسكرات في أفغانستان وتخرجوا كإرهابيين متمرسين؛ وثالثا، جيل جديد ومتزايد من المؤيدين الذين ربما لم يغادروا أبدا البلدان التي يقيمون فيها ولكنهم اعتنقوا العناصر الأساسية لرسالة تنظيم القاعدة.	1
248. وأدى العديد من الهجمات البرية والجوية على القرى إلى قتل المدنيين بشكل عشوائي.	1
"ويلاحظ مجلس الأمن الأثر الضار لانتشار الأسلحة، ولا سيما الأسلحة الصغيرة، على أمن المدنيين، بمن فيهم اللاجئون وغيرهم من السكان المستضعفين.	1
ويدعو الأمين العام للأمم المتحدة إلى مواصلة مساعيه الحميدة واستكشاف المزيد من الآليات الدبلوماسية الرفيعة المستوى، عند الاقتضاء، لتيسير تعزيز الحوار بين الأطراف المعنية، بما في ذلك بشأن الأسباب الكامنة وراء النزاع.	0
وبدأ جنود آخرون بضرب النساء الأربع الأخريات، بمن فيهن الشاهدة.	1
استغلت الجماعة الحدود التي يسهل اختراقها بين نيجيريا والكاميرون واختطفت مواطنين أجانب في الكاميرون.	1
452. بموجب المادة 31 من قانون الأمن القومي، وبموجب أمر صادر عن المدير العام يمكن لرجل الأمن أن يقوم باعتقال شخص أو تفتيشه أو احتجازه والتحقيق معه. ولديه مهلة ثﻻثة أيام يقدم خﻻلها للشخص المعتقل أسباب اعتقاله واحتجازه.	1
لا تزال احتمالية شن هجمات دولية من قبل تنظيم القاعدة في شبه الجزيرة العربية قائمة، ولكن في الوقت الراهن، فإن تأثير أنشطة تنظيم القاعدة في شبه الجزيرة العربية محسوس بشكل رئيسي في اليمن.	1
5. وبينما كان الماويون يستعدون لنقل قواتهم إلى معسكرات التجميع، انخرطوا في حملة تجنيد بلغت ذروتها في تشرين الثاني/نوفمبر 2006.	1
وتبقى هذه الأسلحة متعددة الاستخدامات وخطيرة والسبب الرئيسي لسقوط ضحايا من المدنيين في العديد من الهجمات الإرهابية التي يشنها أتباع تنظيم القاعدة.	1
ويستخدم تنظيم القاعدة والجماعات التابعة له كلاً من المكونات العسكرية عندما يتمكنون من تأمينها والمكونات المدنية لصنع العبوات الناسفة.	1
وقد قام مراقبو الأسلحة التابعون لبعثة الأمم المتحدة في نيبال بتسجيل أسلحة الجيش الماوي والإشراف على تخزينها من أجل مراقبتها على مدار الساعة.	0
89. قوات الأمن الوطني هي قوات نظامية مهمتها الإشراف على الأمن الداخلي والخارجي للسودان، ورصد الأحداث ذات الصلة، وتحليل أهميتها ومخاطرها، والتوصية بتدابير الحماية.	1
وتبدو العلاقة بين تنظيم القاعدة وحركة طالبان وثيقة. ففي رسالته المسجلة بالفيديو في 19 أيلول/سبتمبر 2007، أشار الظواهري* مرة أخرى إلى الملا عمر (TI. O.4.01) بوصفه القائد الأعلى، وفي حين أن حركة طالبان تستطيع دائما تجنيد المزيد من جنود المشاة، فإنها تفتقر إلى القادة ذوي الخبرة ليحلوا محل الكثيرين الذين قتلوا، وقد تطلعت إلى تنظيم القاعدة ليس فقط للتدريب، ولكن أيضا لسد الثغرات.	1
وقد تنبهت دول المنطقة دون الإقليمية إلى مواطن ضعفها أمام الاتجار بالأسلحة، ووضعت أطرًا تشريعية لتجريم الاتجار غير المشروع ومراقبة إنتاج الأسلحة والمتفجرات وبيعها ونقلها.	0
وقد تعقّد هذا التمييز التقليدي في ظل نظام سونغبون في الآونة الأخيرة بسبب زيادة التسويق في جمهورية كوريا الشعبية الديمقراطية وتأثير المال، بما في ذلك العملة الأجنبية، على قدرة الناس على الحصول على قدر أكبر من حقوقهم الاقتصادية والاجتماعية والثقافية.	1
في بعض المناطق، هناك أدلة موثوقة على وجود مضايقات وتهديدات بإعادة تجنيد الأطفال الذين تم تسريحهم من الجماعات المسلحة، ولا يزال انعدام الأمن يعيق إعادة الإدماج.	1
وفي إحدى الحوادث التي وقعت في قرية كورشا - تورغو، في الصباح الباكر، في وقت ما من شهر آب/أغسطس 2003، هاجم مئات من عرب الجنجويد القرية. وكانوا يرتدون زي الجيش الأخضر ويركبون الخيول والجمال. وحاصروا القرية وبدأوا بإطلاق النار على الرجال والصبيان.	1
وبعبارة أخرى، فإن السكان الناجين من الهجمات على القرى لا يتم قتلهم بشكل مباشر في محاولة للقضاء على الجماعة، بل يتم إجبارهم على ترك منازلهم والعيش معًا في مناطق تختارها الحكومة.	1
ولدى إندوهادي "ممثل خاص" يتولى عمليات مزارع المخدرات نيابة عنه ويستخدم الميليشيا التابعة له لحراسة مزارع المخدرات الخاصة به.	1
وأرحب، على وجه الخصوص، بوضع الدول الأعضاء في المفوضية وبنن استراتيجية إقليمية لمكافحة الإرهاب، وأحث على مواصلة الجهود المشتركة للتصدي لتهديد جماعة بوكو حرام بطريقة تتفق مع المعايير الدولية لحقوق الإنسان.	0
لا تزال تيمور - ليشتي تواجه تحديات مهمة في الحد من الفقر وخلق فرص عمل، لا سيما بالنسبة إلى سكانها من الشباب.	0
إن عدم رغبتها في إنفاذ سيادة القانون وضمان احترام سيادة دولة عضو في الأمم المتحدة وسلامة أراضيها قد أضر بمصداقيتها وكذلك بسلطتها القانونية والأخلاقية.	0
86. كشفت نتائج التحقيق الأسترالي ما يلي: (أ) أن المجموعة كانت مسافرة إلى جدة في إطار رحلة حج دينية؛ (ب) لم يتم الكشف عن أي متفجرات عضوية أو غير عضوية شائعة أو بقايا ما بعد الانفجار في أي من العينات المأخوذة؛ (ج) لم يكن لأي شخص قابلته السلطات الأسترالية فيما يتعلق بهذا التحقيق أي ضلوع في اغتيال الحريري أو أي معرفة بأي ضلوع في اغتيال الحريري. خامسا - تحقيق اللجنة	0
ينبغي أن تكون الوقاية من التطرف والتطرف بين الشباب، على وجه الخصوص، مجالاً ذا أولوية للتدخل.	0
217. وستشجع اللجنة، على سبيل المثال، على وضع برنامج وطني للتعويضات. وهذا لا يعني مجرد التعويض النقدي. وبدلاً من ذلك، ينبغي النظر في مجموعة من التدابير اللازمة، بما في ذلك الاعتراف بالخطأ، والتعويض عن الأضرار التي يمكن تقييمها اقتصادياً، والكشف العلني الكامل عن الأحداث المعنية (بما في ذلك من خلال نشر هذا التقرير)، ووضع برامج لإعادة التأهيل، وفرض عقوبات إدارية على الأشخاص داخل المؤسسات التي تتحمل المسؤولية.	0
ويشدد على أهمية بناء قدرات شرطة وطنية فعالة ومهنية في هايتي.	1
قُتل مدنيان، وأصيب أربعة أشخاص بجروح من أسلحة نارية، وأصيب شخصان بجروح خطيرة أخرى.	1
الأجهزة المتفجرة المرتجلة والمتفجرات محلية الصنع، مثل نترات الأمونيوم ونترات اليوريا. السيارات المفخخة.	1
38. ونظرا للطابع الملح للحالة الراهنة، يجب أن تكون جهود المجتمع الدولي فورية ومنسقة وحازمة.	0
405. وحتى في الحالات التي لا تتقيد فيها الدولة قانوناً بأحكام معينة من العهد، فإن حظر الاحتجاز غير المعترف به أو أخذ الرهائن أو الاختطاف هو حظر مطلق.	0
وخلص أعضاء اللجنة إلى أن هناك أسباباً معقولة لإثبات أن جرائم ضد الإنسانية ارتُكبت وترتكب في جمهورية كوريا الشعبية الديمقراطية كمسألة سياسة دولة.	1
يُعتقد أن الإرهابيين في المنطقة يعتمدون في الغالب على الأسلحة التقليدية.	1
دعوة جميع الأطراف المعنية إلى تهيئة الظروف المواتية للسماح بالعودة الطوعية والآمنة والكريمة والمستدامة للاجئين والنازحين وإدماجهم محلياً أو إعادة توطينهم.	0
ومع ذلك، تجدر الإشارة إلى أنه في حين كان من المفترض رسمياً أن يبقى الجيش "الطبقة الثالثة"، مع دور دفاعي في الغالب، بعد الشرطة والدرك، فقد تم نشر طائرات الهليكوبتر، فضلاً عن وحدات أخرى مثل البحرية، حسبما أفادت التقارير على نطاق واسع.	1
إنشاء لجنة لتقصي الحقائق والمصالحة في كوت ديفوار، بدعم من الأمم المتحدة، مع مراعاة الدروس المستفادة وأفضل الممارسات التي ظهرت في هذا المجال في السنوات القليلة الماضية;	0
:: :: زيادة التعاون والتنسيق مع لجنة مكافحة الإرهاب ومديريتها التنفيذية واللجنة المنشأة عملا بالقرار 1540 (2004) وجميع الوكالات أو المنظمات الدولية التي تراكمت لديها خبرة وتجربة متخصصة في مجال مكافحة الإرهاب.	0
وقد أثار هذا العنصر الأخير بعض القلق بين خبراء حقوق الإنسان، بما في ذلك المقرر الخاص السابق المعني بتعزيز وحماية حقوق الإنسان والحريات الأساسية في سياق مكافحة الإرهاب، على أساس أنه قد يكون فضفاضاً في دعوة الدول إلى تجريم الدعوة غير المباشرة.	0
من المقرر إنشاء نظام يتم بموجبه إحالة ضحايا الاستغلال والانتهاك الجنسيين على أساس كل حالة على حدة إلى منظمة غير حكومية تقدم الدعم اللازم.	0
تم إرسال جنود آخرين من قوات الدفاع الوطني التيمورية إلى مبنى قوات الدفاع الوطني السابقة وطلب منهم الاستعداد.	1
ويتم مكافأتهم على الإبلاغ عن المواطنين المشتبه في ارتكابهم مثل هذه "الجرائم".	1
وقدمت حكومة السودان إلى اللجنة وثيقة تتضمن قائمة بالهجمات على قوافل المساعدات الإنسانية.	1
من جانبنا، نربط مسألة الشرعية مباشرةً بإجراء الانتخابات التي تجري التحضيرات لها في الهيئة المشتركة لإدارة الانتخابات.	0
5. يلاحظ أن وسائل التمويل أو الدعم هذه تشمل، على سبيل المثال لا الحصر، استخدام العائدات المتأتية من الجريمة، بما في ذلك زراعة المخدرات وسلائفها وإنتاجها والاتجار بها على نحو غير مشروع;	1
وفي الوقت الذي بذلت فيه الحكومة والحزب الشيوعي النيبالي الماوي جهودا لمعالجة مشكلة دفع أجور أفراد الحزب الشيوعي النيبالي غير المؤهلين، لم يكن هناك أي التزام بأموال أو برامج لتعافي الأطفال المتضررين من النزاع المسلح وإعادة إدماجهم، بمن فيهم العديد من الأطفال الذين تم الإفراج عنهم بشكل غير رسمي، ولم يكن هناك حماس كبير لعرض المساعدة المقدم من الأمم المتحدة.	0
وينص كل من القرار والاتفاقية على أنه لكي تكون جريمة تمويل الإرهاب قائمة، لا يلزم أن تكون الأموال المخصصة لتمويل العمل الإرهابي هي عائدات الجريمة، وأن العمل الإرهابي الذي كان من المفترض أن تموله الأموال لا يلزم أن يكون قد وقع بالفعل أو حتى أن يكون قد تم الشروع فيه.	1
وفي 12 تشرين الثاني/نوفمبر، اتخذ المجلس بالإجماع القرار 2184 (2014)، الذي جدد فيه المجلس الإذن للدول والمنظمات الإقليمية بمكافحة القرصنة قبالة سواحل الصومال لمدة 12 شهرا أخرى. وشدد القرار على ضرورة التصدي للقرصنة على نحو شامل، بما في ذلك معالجة أسبابها الكامنة وراءها؛ ودعا إلى الإفراج الفوري وغير المشروط عن جميع الرهائن الذين يحتجزهم القراصنة الصوماليون؛ وحث الدول على ضمان أن تراعي أنشطة مكافحة القرصنة ضرورة حماية النساء والفتيات، على وجه الخصوص، من الاستغلال.	0
يحث الأطراف الموقعة على [اتفاق السلام] على العمل من أجل التوصل إلى حل مستدام لعودة النازحين الطوعية وإعادة توطينهم وإعادة إدماجهم وتأمينهم، بما في ذلك معالجة مسائل حيازة الأراضي، بدعم من منظومة الأمم المتحدة، والوفاء في هذا الصدد بالتزاماتها وفقا لـ ... الاتفاق السياسي والتزاماتها بموجب القانون الدولي.	0
4. بموجب القرار 733 (1992)، فرض مجلس الأمن حظرا عاما وكاملا على توريد الأسلحة إلى الصومال، وبموجب القرار 751 (1992)، أنشأ المجلس لجنة للإشراف على تنفيذ الحظر.	1
تستند نتائج التقرير إلى مجموعة من الروايات المباشرة من الضحايا والشهود.	0
بالإضافة إلى ذلك، أظهرت الهجمات التي شنتها حركة الشباب والجماعات التابعة لها في أوغندا وكينيا مدى انتشارها وقدرتها على التجنيد في المجتمعات الصومالية في تلك البلدان.	1
10. وستولي اللجنة، بالتعاون الوثيق مع لجنتي مجلس الأمن المنشأتين عملا بالقرارين 1267 (1999) و 1540 (2004) ووفقا لولايتها، اهتماما خاصا للدول التي لا تتوفر بشأنها معلومات عن تنفيذ القرار 1373 (2001)، وستناقش أفضل السبل لمعالجة هذه المسألة.	0
"ويكرر مجلس الأمن أيضا دعوته إلى جميع الأطراف المدرجة في مرفقات تقرير الأمين العام عن الأطفال والنزاع المسلح إلى التصدي لجميع الانتهاكات والاعتداءات الأخرى المرتكبة ضد الأطفال والتعهد بالتزامات وتدابير محددة في هذا الصدد.	1
وقد قُتل ما مجموعه 103 أشخاص وأصيب 394 شخصاً في حوادث الألغام أو الذخائر غير المنفجرة منذ حزيران/يونيو 1999.	1
"ويكرر مجلس الأمن إدانته الشديدة لجميع انتهاكات القانون الدولي الساري المرتكبة ضد النساء والفتيات، بما في ذلك العنف الجنسي والعنف القائم على نوع الجنس والقتل والتشويه، في حالات النزاع المسلح وحالات ما بعد النزاع، ويحث جميع الأطراف على الوقف التام لهذه الأعمال على الفور.	0
9. وبلغ عدد الأفراد الذين يخدمون في فيلق حماية كوسوفو 029 3 فردا عاملا، من بينهم 157 فردا من الأقليات، في نهاية آب/أغسطس.	1
(أ) يقرر أن يؤذن لـ [بعثة حفظ السلام] باتخاذ الإجراءات اللازمة، في مناطق انتشار قواتها وحسبما تراه في حدود قدراتها من أجل: ...	1
في أمريكا الوسطى ومنطقة البحر الكاريبي، تدير عملية حوار سان خوسيه برامج حول الاندماج ومنع الإرهاب والتحريض.	0
لم ترسخ جميع الدول مبدأ التسليم أو المحاكمة في القانون المحلي وفقاً لأحكام الصكوك الدولية لمكافحة الإرهاب.	0
على الرغم من عدم احتضان حركة الشباب رسميا كجزء من تنظيم القاعدة، إلا أن أسامة بن لادن وأيمن الظواهري (QI.A.6.01) أعربا عن اهتمامهما الشديد بالتطورات في الصومال، مما جعلها إحدى نقاط تجمع المجندين من جميع أنحاء العالم للتجمع من أجل التدريب شبه العسكري والتلقين.	0
18. تحيط علما ببدء نفاذ اتفاقية حظر استعمال وتكديس وإنتاج ونقل الألغام المضادة للأفراد وتدمير تلك الألغام لعام 1997 والبروتوكول المعدل المتعلق بحظر أو تقييد استعمال الألغام, والأفخاخ المتفجرة والأجهزة الأخرى (البروتوكول الثاني) الملحق باتفاقية حظر أو تقييد استعمال أسلحة تقليدية معينة يمكن اعتبارها مفرطة الضرر أو عشوائية الأثر لعام 1980، وتشير إلى الأحكام ذات الصلة الواردة فيهما، وتلاحظ الأثر المفيد الذي سيترتب على تنفيذهما بالنسبة لسلامة المدنيين؛	0
يرقى القتل العمد لمقاتل محتجز إلى جريمة حرب.	1
(و) تقديم أكبر قدر من المساعدة لبعضها البعض فيما يتصل بالتحقيقات الجنائية أو الإجراءات الجنائية المتعلقة بتمويل أو دعم الأعمال الإرهابية، بما في ذلك المساعدة في الحصول على الأدلة التي في حوزتها اللازمة للإجراءات;	0
وإذ يدين جميع الهجمات ضد أفراد حفظ السلام التابعين للأمم المتحدة والعاملين في المجال الإنساني، بغض النظر عن مرتكبيها، وإذ يؤكد على ضرورة تقديم المسؤولين عن هذه الهجمات إلى العدالة.	0
هناك عدة عوامل تعمل ضدهم، ولكن إذا نجحوا في ذلك، فإن التهديد الإرهابي سيزداد أكثر فأكثر.	1
وسيحصل المقاتلون المسرحون على بدل إعاشة يبلغ حوالي 940 دولاراً أمريكياً، يُدفع 25 في المائة منه عند التسريح، و25 في المائة بعد 45 يوماً، والباقي بعد 90 يوماً.	0
دعوة أطراف النزاع المسلح إلى حماية بعثات الأمم المتحدة لحفظ السلام والبعثات الأخرى ذات الصلة التي يأذن بها مجلس الأمن، وكذلك المنظمات الإنسانية، من آثار الألغام والمتفجرات من مخلفات الحرب وإتاحة المعلومات عن مواقع الألغام والمتفجرات من مخلفات الحرب التي تكون على علم بها في الأراضي التي تعمل فيها البعثة/المنظمات أو التي ستعمل فيها.	0
كما أنه يركز على حظر وحجب مواقع الإنترنت التي تحتوي على مواد متطرفة وعلى تنظيم المشاكل في هذا المجال.	1
وإذ يرحب بجهود السلطات البوروندية لمكافحة الإفلات من العقاب، ولا سيما محاكمة وإدانة بعض مرتكبي مذبحة مويينغا,	0
وقد تتعلق هذه الإجراءات بـ (أ) التوعية والتوجيه في القطاع الخاص؛ (ب) الإشراف على المؤسسات الخيرية؛ (ج) إجراءات الإنفاذ لضمان امتثال المؤسسات الخيرية لمتطلبات مكافحة غسل الأموال وتمويل الإرهاب؛ (د) المشاركة الدولية. هاء - الأعمال التجارية والمهن غير المالية	0
"ويسلّم مجلس الأمن بأهمية دور المرأة في منع نشوب النزاعات وتسويتها وفي بناء السلام، ويؤكد على الدور الرئيسي للحكومات الوطنية المتضررة من النزاعات المسلحة في تعزيز مشاركة المرأة في منع نشوب النزاعات وتسويتها وفي بناء السلام في إطار جدول أعمال المرأة والسلام والأمن، بما في ذلك عن طريق التشاور مع المنظمات النسائية المعنية منذ المراحل الأولى للتخطيط وتحديد الأولويات.	0
169. وتثبت الأدلة المعروضة على اللجنة أن رئيس الوزراء الكثيري كان على علم بمزاعم نقل الأسلحة إلى المدنيين بحلول 21 أيار/مايو على الأقل.	0
ولهذا الغرض، تم استخدام كمية لا تقل عن 1000 كيلوغرام من المتفجرات العسكرية.	1
وقد أعاقت بعض الجماعات المتمردة العمل الإنساني بشكل مباشر من خلال نهب السيارات والشاحنات والضغط على الموظفين الوطنيين في المنظمات الإنسانية أو حتى اختطافهم.	1
وإذ يسلّم بأهمية العدالة الانتقالية في تعزيز المصالحة الدائمة بين جميع أفراد شعب بوروندي، وإذ يرحب بالتقدم المحرز في الأعمال التحضيرية للمشاورات الوطنية بشأن إنشاء آليات العدالة الانتقالية، بما في ذلك من خلال إنشاء لجنة متابعة فنية ومنتدى لممثلي المجتمع المدني،	0
يشير تقرير بعثة التقييم إلى القلق المتزايد بشأن الآثار الإنسانية والاقتصادية للأزمة على منطقة الساحل.	0
لم يتم توفير العلاج الطبي المناسب أو النظام الغذائي المناسب لبعض من كانوا يعانون من مشاكل صحية خطيرة.	1
(م) دراسة الطبيعة المتغيرة للتهديد الذي يشكله تنظيم القاعدة وحركة الطالبان وأفضل التدابير لمواجهته، بما في ذلك إقامة حوار مع العلماء والهيئات الأكاديمية ذات الصلة، بالتشاور مع اللجنة، وتقديم تقرير إلى اللجنة عن ذلك؛	0
- في 27 نوفمبر/تشرين الثاني 2014، قتلت قوات النظام السوري سائق سيارة الإسعاف صلاح عياش (أبو محمد) في زبدين في الغوطة الشرقية بينما كان في طريقه لإسعاف المصابين.	1
وقد تلقت اللجنة معلومات موثوقة تفيد بأن العديد من الأفراد قد تم اقتيادهم من قبل عناصر الاستخبارات العسكرية أو عناصر الأمن.	0
ويقبع حالياً ما لا يقل عن 70 عضواً رئيسياً في المؤتمر الشعبي رهن الاحتجاز دون تهمة أو محاكمة، وقد فرّ عدد منهم من السودان إلى المنفى.	1
125. ووفقا لما ذكره أحد الشهود، تلقى أفراد قوى الأمن الداخلي أوامر بإبقاء السيد الحريري تحت المراقبة في نهاية كانون الثاني/يناير وبداية شباط/فبراير 2005.	1
وتشارك في البعثة جميع الدول الأعضاء في الاتحاد الأوروبي الـ 25 الأعضاء في الاتحاد الأوروبي باستثناء دولة واحدة (420 ضابط شرطة) إلى جانب تسع دول مساهمة من خارج الاتحاد الأوروبي (52 ضابط شرطة).	0
19. واستهدفت الجماعات المتطرفة أيضا متعاقدين مدنيين يعملون لحساب البعثة. ففي 12 تشرين الأول/أكتوبر، أوقفت عناصر مسلحة شاحنة متعاقدة ودمرت حمولتها التي تحمل علامات واضحة، ولم يصب السائق بأذى. وفي 6 تشرين الثاني/نوفمبر، اصطدمت شاحنة متعاقد مدني بعبوة ناسفة على بعد 40 كيلومترا جنوب المسترات (منطقة غاو)، مما أدى إلى إصابة ثلاثة أشخاص بجروح. وفي 8 تشرين الثاني/نوفمبر، أوقفت عناصر مسلحة شاحنتين مدنيتين متعاقدتين مع بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي وقامت بسرقة السائقين وهددت بحرق الشاحنتين في حال واصلتا العمل مع البعثة.	1
يشير عدد من الحوادث التي وقعت خلال الفترة المشمولة بالتقرير إلى وقوع احتكاك بين قوة حفظ السلام التابعة لرابطة الدول المستقلة والجانب الجورجي، بما في ذلك احتجاز شاحنات من قوة حفظ السلام التابعة لرابطة الدول المستقلة (انظر الفقرة 17)، واحتجاز جندي من قوة حفظ السلام التابعة لرابطة الدول المستقلة بصورة مؤقتة، وتركيب عدادات الكهرباء في نقاط التفتيش التابعة لقوة حفظ السلام التابعة لرابطة الدول المستقلة، ومظاهرة احتجاج على وجود قوة حفظ السلام التابعة لرابطة الدول المستقلة في جورجيا.	1
في معظم الحالات، ذكر الضحايا اسم الجنجويد كمرتكبي العنف الجنسي؛ إلا أن العديد من الحوادث التي زُعم أن جنود الحكومة كانوا يتصرفون مع الجنجويد.	1
كما أطلقت بعض الدول والمنظمات الإقليمية مبادرات أخرى تتعلق بمراقبة الحدود، مثل نظم الإخطار أو التصاريح التي تتطلب من المسافرين تقديم معلومات عن هويتهم قبل سفرهم، أو أنشأت نظم معلومات جديدة خاصة بالتأشيرات، أو قواعد بيانات مشتركة.	0
وإذ يشير إلى اعتماد القرار 2122، وإذ يؤكد من جديد عزمه على زيادة اهتمامه بقضايا المرأة والسلام والأمن في جميع مجالات العمل المواضيعية ذات الصلة المدرجة في جدول أعماله، بما في ذلك الأخطار التي تهدد السلام والأمن الدوليين بسبب الأعمال الإرهابية،	0
وكان لدى اللجنة الوطنية دليل على أن القوات المسلحة قصفت بعض المناطق التي لجأ إليها بعض أعضاء المعارضة. ونتيجة لذلك القصف، قُتل بعض المدنيين.	1
(هـ) الأفراد الذين يعملون في جمهورية الكونغو الديمقراطية ويرتكبون انتهاكات جسيمة للقانون الدولي تنطوي على استهداف الأطفال أو النساء في حالات النزاع المسلح، بما في ذلك القتل والتشويه والعنف الجنسي والاختطاف والتشريد القسري;	1
177. وركزت تحقيقات اللجنة في دليل أبو عدس على السعي إلى تحديد مكان وجود السيد أبو عدس وتقييم احتمال أن يكون السيد أبو عدس هو بالفعل الانتحاري الذي ادعي أنه هو.	0
▪ التنسيق المنتظم، بين العنصرين المدني والعسكري للبعثة ومع الجهات الفاعلة في المجال الإنساني، من أجل تعزيز الخبرات في مجال حماية المدنيين.	0
17. وأعتقد أن مهمة الكشف عن مصير المفقودين من الكويتيين ورعايا البلدان الثالثة مهمة ملحة ولا ينبغي أن تتأثر بالعوامل والاعتبارات السياسية.	0
ب) إذا كان الرهينة شخصاً دون الثامنة عشرة من العمر,	1
في الصباح الباكر من يوم 11 يوليو/تموز، اقتحم مسلحون مجهولون منزل عبد القادر يحيى، وهو ناشط سلام مخضرم وعضو بارز في مركز البحوث والحوار، وقاموا باغتياله.	1
ونشير إلى أنه لا ينبغي التقليل من شأن التحديات المستمرة التي تواجه الشرطة في تيمور - ليشتي.	0
وفي الإحاطة التي قدمها وكيل الأمين العام غمباري إلى المجلس في كانون الأول/ديسمبر 2005 وحزيران/يونيو 2006، وصف وكيل الأمين العام الأوضاع الإنسانية وحقوق الإنسان الخطيرة في بورما، بما في ذلك احتجاز أكثر من 1100 سجين سياسي، فضلاً عن تدفق اللاجئين والمخدرات وفيروس نقص المناعة البشرية/الإيدز والأمراض الأخرى من بورما.	1
26. وتستخدم القوات الجديدة، على نطاق أصغر، الموارد الطبيعية الخاضعة لسيطرتها لتمويل أنشطتها العسكرية، وكذلك لتحقيق أرباح شخصية. ويمر الكاكاو المهرب إلى غانا وتوغو عبر الشمال، وتحصل وحدات الجبهة الوطنية على رسوم العبور على طول الطرق التي تسيطر عليها. وبالإضافة إلى القطن والماس، اللذين ستتم مناقشتهما أدناه، يساهم إنتاج الأخشاب والذهب وقصب السكر والبن في اقتصاد الجبهة الوطنية التي تستفيد منها القوات المسلحة.	1
احتجزت الفتيات لمدة ثلاثة أيام واغتصبن ثم أطلق سراحهن.	1
سيحتاج المجتمع الدولي إلى قوة للمضي قدمًا في عملية تحديد الوضع الراهن.	0
ومن خلال مجموعة من العوامل، بما في ذلك التمييز القائم على نوع الجنس في الحصول على الموارد والتعليم والتوظيف، وسوء الرعاية الصحية الإنجابية والاستبعاد من عمليات صنع القرار، تشكل اللاجئات والنازحات داخلياً إحدى أكثر الفئات ضعفاً في العالم.	1
وفي حين أن القادة في أفغانستان يحتفظون بجاذبيتهم الشخصية ومصداقيتهم التاريخية كمؤسسي تنظيم القاعدة، وهم الأفضل في التظاهر بأن هناك مبرر ديني للإرهاب، فإن تنظيم القاعدة في العراق، سواء كان على رأسه أبو مصعب الزرقاوي أو من خلفه، مع سيل هجماته التي تتصدر عناوين الأخبار، يتمتع بجاذبية أكبر لأولئك الذين يتوقون إلى العمل.	1
إذ يشير إلى قراراته بشأن تجنيد الأطفال واستخدامهم والنزاعات المسلحة,	1
كما واصل مركز كوسوفو للقانون، وهو معهد مستقل أنشأته ركيزة بناء المؤسسات، برنامجه للمنح الدراسية.	0
بالنسبة لنا، وبغض النظر عن التسميات التي أُعطيت والأساس المنطقي الذي تم تقديمه لتعيين مبعوث خاص، فإن هذا العمل لا يمكن أن يكون إلا بمثابة إنشاء "آلية جديدة".	0
إن تحليل التهديد الذي تشكله الجماعات الإرهابية في القارة الأفريقية يثير قلقًا كبيرًا؛ فهو يخلط بين التطرف السياسي والديني والأيديولوجي والجريمة المنظمة، سواء كان ذلك صوابًا أو خطأً.	0
143. ثانياً، يجب على الحكومة وقادة المتمردين أن يشددوا على الجهود المبذولة لمنع التجاوزات وحماية الأشخاص المعرضين للخطر وتقديم المسؤولين عن التجاوزات إلى العدالة.	0
