en_es_TRANSFORMERS	VerCoop
Justo ayer, el Primer Ministro de Georgia emitió un plan detallado de solución de conflictos en otra región separatista de Georgia, la región de Tskhinvali y la antigua Osetia del Sur.	1
Establecimiento urgente de una emisora de radio de las Naciones Unidas y mejora de las actividades de información, medios de comunicación, educación y capacitación de las Naciones Unidas en Côte d'Ivoire, especialmente en cuestiones relacionadas con los derechos humanos, a fin de fomentar un clima de respeto mutuo y tolerancia entre todos los grupos comunitarios del país;	0
50. El Relator Especial sobre la promoción y protección de los derechos humanos y las libertades fundamentales en la lucha contra el terrorismo realizó una visita oficial a Burkina Faso del 8 al 12 de abril de 2013, por invitación del Gobierno, para reunir información sobre la situación actual en Burkina Faso y así ayudar al Gobierno en su lucha contra el terrorismo, respetando al mismo tiempo los derechos humanos y promoviendo la aplicación de los instrumentos internacionales.	0
Tras la aprobación del Comité, la Dirección Ejecutiva dirigió en septiembre de 2008 una misión conjunta del Comité y el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo a Madagascar.	0
Es necesario seguir trabajando para concienciar a todos los Estados Miembros de que las sanciones de las Naciones Unidas son de apoyo, no punitivas; para prestar asistencia a los Estados Miembros que aplican sanciones de las Naciones Unidas; y para tener más en cuenta los derechos de las personas, entidades y Estados Miembros designados para adoptar medidas selectivas.	0
El 14 de abril de 2012, el Consejo de Seguridad aprobó la resolución 2042 (2012), en la que tomó nota del compromiso del Gobierno sirio de aplicar la propuesta de seis puntos del Enviado Especial de las Naciones Unidas, Sr. Annan; pidió la aplicación urgente, amplia e inmediata de todos los elementos de la propuesta; exhortó a todas las partes en Siria, incluida la oposición, a que pusieran fin de inmediato a toda forma de violencia armada en todas sus formas; y expresó su intención de establecer, inmediatamente después de celebrar consultas entre el Secretario General y el Gobierno sirio, una misión de supervisión de las Naciones Unidas en Siria para vigilar el cese de la violencia armada en todas sus formas por todas las partes.	0
El Consejo de Seguridad exhorta a los Estados de la Región a que sigan prestándose asistencia mutua, en la mayor medida posible, en la prevención, investigación, enjuiciamiento y castigo de los actos de tráfico de drogas y la delincuencia organizada transnacional conexa, y a que lleven ante la justicia a quienes financian, planifican, apoyan o cometen esos actos, de conformidad con el derecho internacional.	1
Es necesario aplicar más eficazmente la resolución 1624 (2005), que alienta el diálogo y la comprensión entre religiones y culturas a fin de combatir la incitación a actos terroristas motivados por el extremismo y la intolerancia.	1
El Consejo de Seguridad subraya que la estabilidad y la seguridad siguen siendo fundamentales para los esfuerzos de reconstrucción política y económica del Gobierno de Transición y la comunidad internacional.	1
6. Insta a los Estados y a todas las demás partes en un conflicto armado a que hagan todo lo posible por prevenir las violaciones del derecho internacional humanitario contra los civiles, incluidos los periodistas, los profesionales de los medios de comunicación y el personal asociado;	1
Toma nota de la elaboración de la política de diligencia debida en materia de derechos humanos, alienta a [la Misión] a que la siga aplicando plenamente y pide al Secretario General que incluya los progresos realizados en la aplicación de la política en sus informes al Consejo;	1
El seminario, celebrado en la Sede de las Naciones Unidas, permitió a los fiscales participantes identificar los problemas comunes en el enjuiciamiento de los delitos de terrorismo y compartir los éxitos en llevar eficazmente a los terroristas ante la justicia, respetando al mismo tiempo el estado de derecho y los derechos humanos.	0
El Consejo subraya la necesidad de que todas las partes respeten y mantengan la seguridad y el carácter civil de los campamentos de refugiados y desplazados internos.	1
460. En sus recomendaciones, la Comisión Nacional sugirió medidas administrativas y judiciales, en particular que se estudiaran las causas del conflicto y se rectificara la deficiencia administrativa, que era uno de los factores que agravaban el conflicto.	1
Aunque los combates habían cesado, las tensiones seguían siendo elevadas y no podía descartarse que se produjeran nuevos enfrentamientos.	0
El Consejo de Seguridad reitera su enérgica condena de todas las violaciones del derecho internacional aplicable cometidas contra las mujeres y las niñas en situaciones de conflicto armado y posteriores a un conflicto, incluidas las violaciones, otras formas de violencia sexual y basada en el género y los asesinatos y mutilaciones que contravienen el derecho internacional.	1
En su resolución 1521 (2003), el Consejo de Seguridad estableció también un comité para supervisar la aplicación de las medidas y un grupo de expertos para proporcionar al Comité información sobre la aplicación de las medidas y los progresos realizados en el cumplimiento de las condiciones para el levantamiento de las sanciones.	0
4. Exhorta a todos los Estados que no son partes en el Tratado sobre la no proliferación de las armas nucleares a que se adhieran al Tratado en calidad de Estados no poseedores de armas nucleares a fin de lograr su universalidad lo antes posible y, en espera de su adhesión al Tratado, a que se adhieran a sus disposiciones;	1
El Consejo de Seguridad observa con preocupación que las amenazas mencionadas pueden amenazar la seguridad de los países que figuran en su programa, incluidos los Estados que salen de un conflicto, y alienta a que se coordinen las medidas de las Naciones Unidas y las medidas de los Estados Miembros para combatir esas amenazas.	1
Estas desapariciones forzadas internacionales son únicas en su intensidad, escala y naturaleza.	0
Por consiguiente, las directrices se han remitido a la OIT para que las examine y adopte posibles medidas al respecto.	1
Creemos firmemente que esa visita contribuirá enormemente a la revitalización del proceso de paz y allanará el camino para un nuevo desarrollo positivo en la región asolada por el conflicto.	1
3. Decide también que todos los Estados deben adoptar y hacer cumplir medidas eficaces para establecer controles nacionales a fin de prevenir la proliferación de las armas nucleares, químicas o biológicas y sus sistemas vectores, incluso estableciendo controles apropiados de los materiales conexos, y, con tal fin, deben:	0
Como resultado del brote de ébola, las instituciones de seguridad guineanas desplazaron sus esfuerzos hacia la contención del brote.	0
Tengo el honor de informarle de que he recibido del Gobierno del Pakistán una solicitud de que establezca una comisión internacional en relación con el asesinato, el 27 de diciembre de 2007, de la ex Primera Ministra del Pakistán, Mohtarma Benazir Bhutto.	1
Además, entre el 23 y el 27 de abril, la MONUSCO puso en marcha la operación Easter Shield en la zona de Doruma, tras los informes de dos ataques del LRA en esa zona.	0
También celebró conversaciones con investigadores del Tribunal Especial para Sierra Leona y siguió reuniéndose con el Grupo de Expertos establecido en virtud de la resolución 1533 (2004) sobre el flujo de armas a la República Democrática del Congo.	1
72. Solicita al Comité que informe oralmente, por conducto de su Presidente, por lo menos una vez al año, al Consejo sobre el estado de la labor general del Comité y del Equipo de Vigilancia y, según proceda, junto con los informes de los Presidentes del Comité contra el Terrorismo y del Comité establecido en virtud de la resolución 1540 (2004), expresa su intención de celebrar consultas oficiosas por lo menos una vez al año sobre la labor del Comité, sobre la base de los informes presentados por el Presidente al Consejo, y pide además al Presidente que celebre reuniones informativas periódicas para todos los Estados Miembros interesados;	1
Reafirma que todas las partes en el conflicto están obligadas a cumplir las obligaciones que les incumben en virtud del derecho internacional humanitario y, en particular, de los Convenios de Ginebra de 12 de agosto de 1949, y que las personas que cometan u ordenen la comisión de violaciones graves de los Convenios son individualmente responsables de esas violaciones.	1
Se compromete a ambas partes a liberar y reintegrar de inmediato a los niños vinculados a las fuerzas armadas.	0
El movimiento Bakata Katanga ha desestabilizado gran parte de la provincia desde 2012, cuando, tras escapar de la cárcel, Kyunugu Mutanga Gédéon comenzó a obligar a las poblaciones locales, incluidos los niños, a unirse a sus filas o huir.	0
Sin embargo, muchos sólo han comenzado a desarrollar capacidades específicas de lucha contra el terrorismo.	0
k) Impartir capacitación militar, en particular en materia de derechos humanos, derecho internacional humanitario, protección de los niños y prevención de la violencia de género, a diversos miembros y unidades de las brigadas integradas de las FARDC desplegadas en la parte oriental de la República Democrática del Congo, como parte de los esfuerzos internacionales más amplios para apoyar la reforma del sector de la seguridad;	0
En un estudio de septiembre de 2005 sobre terroristas nacidos en el extranjero que habían operado en los Estados Unidos se llegó a la conclusión de que alrededor de dos tercios habían cometido fraude para entrar o permanecer en el país, y que más de un tercio posteriormente habían sido acusados de fraude en pasaportes o visados o de hacer declaraciones falsas a un funcionario de inmigración.	0
Además de servir de base para la labor de los mecanismos de presentación de informes sobre derechos humanos y de archivo seguro para la información proporcionada por los interesados pertinentes, la labor de esa estructura debería facilitar los esfuerzos de las Naciones Unidas por enjuiciar a los más responsables de los crímenes de lesa humanidad o rendir cuentas de cualquier otro modo;	0
De los 12 regímenes de sanciones del Consejo de Seguridad, 5 incluyen criterios relacionados con las violaciones de las normas internacionales de derechos humanos y del derecho internacional humanitario, en particular las violaciones de los derechos de los niños y las mujeres en situaciones de conflicto.	0
530. Para que todo debate sobre los autores sea inteligible, se necesitan dos instrumentos jurídicos: las categorías de delitos de los que pueden ser responsables y la enumeración de las diversas formas de participación en crímenes internacionales de los que se sospecha que son responsables las diversas personas.	1
9. Exhorta a todos los Estados a que cooperen plenamente con el Comité establecido en virtud del párrafo 6 supra en el cumplimiento de sus tareas, incluido el suministro de la información que necesite el Comité en cumplimiento de la presente resolución;	1
Según la jurisprudencia, en caso de duda también se debe determinar si a) se percibe a un grupo de personas y, de hecho, se las trata como pertenecientes a uno de los grupos protegidos, y además b) se consideran pertenecientes a uno de esos grupos.	0
Entre las diferentes posibilidades figuran un bombardero suicida, una explosión inalámbrica que utiliza frecuencias diferentes de las de los dispositivos de interferencia o las frecuencias de los dispositivos de interferencia, una explosión inalámbrica que utiliza los propios dispositivos de interferencia, una explosión inalámbrica que utiliza un teléfono satelital de Thuraya, la única compañía telefónica que trabaja en territorio libanés con enlaces por satélite, una explosión por cable utilizando un cable TNT o una explosión por cable utilizando otro tipo de cable instalado, como una línea telefónica como cable de conexión.	0
Ningún Estado aplica medidas adecuadas para proteger a las organizaciones sin fines de lucro de la financiación del terrorismo.	0
En el informe también se deberían determinar las contribuciones que podría hacer el Consejo a la aplicación efectiva del derecho humanitario vigente y se debería examinar si existen lagunas importantes en las normas jurídicas existentes, mediante el examen de los informes recientes a este respecto.	1
7. Exhorta a todos los Estados a que se abstengan de realizar una explosión de ensayo nuclear y a que firmen y ratifiquen el Tratado de prohibición completa de los ensayos nucleares (TPCE), con lo cual el tratado entrará en vigor lo antes posible;	1
El 30 de agosto de 2010, el SPLA estableció una Dependencia de Protección de la Infancia en Bilpham, Estado de Ecuatoria Central, en apoyo de la aplicación del plan de acción de las Naciones Unidas y el SPLA.	0
El derecho internacional también prohíbe los ataques indiscriminados contra civiles, es decir, cualquier ataque contra zonas o lugares en los que puedan encontrarse civiles y combatientes, que no estén dirigidos contra un objetivo militar específico, o que utilicen métodos o medios de combate que no puedan estar dirigidos contra un objetivo militar específico.	0
22. No se ha informado de asesinatos deliberados de niños cometidos por fuerzas armadas o grupos armados.	0
115. El embargo actual podría tener más efectos sobre los talibanes si tuviera esto en cuenta y si se impidiera a todos los agentes no estatales del Afganistán comprar armas, con las exenciones necesarias para fines humanitarios y de otra índole, según lo autorizado por el Gobierno del Afganistán o el Consejo de Seguridad.	0
El Gobierno de la República Árabe Siria subraya que está cumpliendo su deber de proteger a sus ciudadanos, desarmar a los terroristas y exigir responsabilidades a los autores, y sigue esforzándose por encontrar una solución política a la crisis en Siria cooperando con el Enviado Especial Kofi Annan y aprovechando los diversos logros democráticos que comenzaron en marzo del año pasado, entre ellos el levantamiento del estado de emergencia, la promulgación de leyes sobre el pluralismo político, las elecciones locales y la libertad de los medios de comunicación, las medidas para hacer frente a la situación económica de los ciudadanos, la promulgación de una nueva constitución y otras medidas para promover la vida política y fomentar el pluralismo y la democracia con miras al inicio de un proceso de reforma general.	0
53. La INTERPOL también está estableciendo el sistema electrónico de localización de armas de la INTERPOL para ayudar a los organismos nacionales encargados de hacer cumplir la ley a rastrear los movimientos y usos ilícitos de armas de fuego.	0
Indohaadde tiene un "representante especial" que maneja las operaciones de las granjas de drogas en su nombre y utiliza a su milicia para proteger sus granjas de drogas.	0
Incorporación de la perspectiva de género en las respuestas coordinadas para prevenir los conflictos armados y las emergencias humanitarias y responder a ellos.	0
La Federación de Rusia informó de que había adoptado medidas para proteger los buques y las instalaciones portuarias contra los ataques terroristas, como se establece en las disposiciones del Código PBIP relativas a la capacitación, la notificación y las señales en situaciones de emergencia.	0
En segundo lugar, la delincuencia transfronteriza debilita la capacidad del Estado, incluidas las capacidades militares y policiales.	1
El Consejo de Seguridad insta a la República Popular Democrática de Corea a que regrese inmediatamente a las conversaciones entre las seis partes sin condiciones previas y a que trabaje para la rápida aplicación de la Declaración Conjunta de 19 de septiembre de 2005, y en particular a que abandone todas las armas nucleares y los programas nucleares existentes.	1
598. A la luz de las observaciones anteriores y sobre la base del conjunto de leyes de derechos humanos antes mencionado, se justifica la propuesta de que, en la actualidad, cuando se comete una violación grave de los derechos humanos que también constituye un delito internacional, el derecho internacional consuetudinario no sólo prevé la responsabilidad penal de las personas que la han cometido, sino que también impone a los Estados de los que son nacionales los autores, o por los que actuaron como órganos de jure o de facto, la obligación de reparar (incluida la indemnización) los daños causados.	1
En la 6066a sesión del Consejo de Seguridad, celebrada el 14 de enero de 2009, en relación con el examen por el Consejo del tema titulado "Protección de los civiles en los conflictos armados", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	1
Más recientemente, hay indicios de que la caza furtiva transfronteriza de fauna y flora silvestres puede ser un factor en la dinámica de los conflictos en el África central, y hay pruebas de que el conflicto en Malí fue en parte el resultado del tráfico transfronterizo de armas resultante del conflicto en Libia.	0
Los miembros también expresaron su determinación de seguir colaborando con el Gobierno para consolidar los progresos logrados y garantizar un entorno estable para la gobernanza democrática, el crecimiento económico y la prestación de asistencia humanitaria.	1
La comunidad internacional sigue comprometida con la lucha contra el terrorismo en todas sus formas y manifestaciones, pero debe redoblar sus esfuerzos para lograr la plena aplicación de las resoluciones pertinentes y los instrumentos internacionales de lucha contra el terrorismo.	1
El establecimiento del grupo sobre la resolución 1624 (2005) y los aspectos de derechos humanos de la lucha contra el terrorismo permitirá, en primer lugar, que la Dirección Ejecutiva contribuya al examen por el Comité de la forma en que podría ayudar a los Estados Miembros a abordar cuestiones como la incitación al terrorismo y los diálogos interculturales planteados en la resolución 1624 (2005).	1
En la fecha límite del presente informe, ya se había destruido un total del 37% del efluente de DF, que fue entregado por el MV Cape Ray los días 30 y 31 de agosto de 2014.	0
Los miembros de esta delegación acordaron con el Primer Ministro "iniciar la organización de la presencia armada palestina en los campamentos para garantizar la seguridad".	1
Resaltando la importancia de desarmar, desmovilizar, reasentar o repatriar permanentemente, según proceda, y reintegrar a los grupos armados [nacionales] y extranjeros para la estabilización a largo plazo del [país afectado], así como la contribución de los asociados internacionales en esta esfera.	1
Se esperaba que la resolución 1521 (2003) y la resolución 1532 (2004), en las que se pedía la congelación de activos, se pusieran a disposición de un proceso nacional de indemnización a las víctimas, ya que el mandato de la Corte no incluía la indemnización a las víctimas.	1
Durante la reunión, las partes mantuvieron un amplio intercambio de opiniones sobre la aplicación de las resoluciones del Consejo de Seguridad y sobre el ejercicio del principio de libre determinación.	1
195. Reconociendo la importancia de la subregión como zona de " tránsito ", la mayoría de los Estados han promulgado leyes sobre el asilo, la circulación de viajeros y la prevención y represión de la circulación transfronteriza de terroristas.	0
La impunidad de esos oficiales de alto rango es inaceptable e impide que las comunidades que salen de un conflicto se recuperen de manera sostenible.	0
Se ha de crear un sistema en virtud del cual las víctimas de explotación y abuso sexuales se remitan caso por caso a una organización no gubernamental que preste el apoyo necesario.	0
El Consejo de Seguridad destaca la importancia de una respuesta internacional coordinada a las causas de los conflictos y reconoce la necesidad de elaborar estrategias eficaces a largo plazo y destaca la necesidad de que todos los órganos y organismos de las Naciones Unidas apliquen estrategias preventivas y adopten medidas en sus respectivas esferas de competencia para ayudar a los Estados Miembros y a las organizaciones regionales y subregionales a erradicar la pobreza, fortalecer la cooperación y la asistencia para el desarrollo y promover el respeto de los derechos humanos y las libertades fundamentales.	1
El Presidente informó al Consejo sobre las deliberaciones del Comité en su reunión celebrada el 3 de septiembre, que se centró en el informe de mitad de período del Grupo de Expertos establecido en virtud de la resolución 1874 (2009), publicado el 1 de agosto, y en la actualización por el Grupo de Expertos de su informe sobre incidentes, publicado también el 1 de agosto, sobre los lanzamientos de misiles balísticos por la República Popular Democrática de Corea en junio y julio de 2014.	1
Otro ha creado un grupo de trabajo interdepartamental sobre migración para aplicar medidas encaminadas a fomentar la integración, en particular en las esferas de los conocimientos lingüísticos y la capacitación en materia de empleo, promover el diálogo con los inmigrantes y vigilar la xenofobia, el racismo y el extremismo.	0
Cincuenta y cuatro Estados informaron de que contaban con salvaguardias para garantizar que las armas y municiones producidas dentro de su jurisdicción no pudieran desviarse hacia el uso de las personas sujetas a sanciones.	0
Reafirmando la necesidad de que todas las partes en los conflictos armados respeten los principios humanitarios de humanidad, neutralidad, imparcialidad e independencia a fin de garantizar la prestación de asistencia humanitaria, la seguridad de los civiles que reciben asistencia y la seguridad del personal humanitario y del personal de las Naciones Unidas y su personal asociado,	1
La mayoría de los Estados tienen poca capacidad para congelar fondos y activos relacionados con el terrorismo, aunque algunos Estados han hecho progresos en esta esfera.	0
Con el tiempo, y una vez que se consideren apropiadas las condiciones, esas fundaciones y empresas deberían aunar sus fuerzas con los gobiernos interesados para coordinar los esfuerzos encaminados a adoptar un plan coherente para el desarrollo del país, la creación de medios de vida para la población y el adelanto de la situación de los derechos humanos.	1
66. En un incidente ocurrido en Abobo, PK 18, seis jóvenes que vivían en el mismo barrio fueron sacados por la fuerza de su casa a las 11.00 horas del 25 de marzo por la policía y miembros enmascarados de unidades especiales o de las llamadas fuerzas paralelas.	0
Asimismo, añadió que una de las funciones primordiales del Presidente era actuar como creador de consenso y fomentar una atmósfera de colaboración dentro de su comité, a fin de que pudiera avanzar.	1
7. Pide al Representante Ejecutivo del Secretario General que facilite y promueva el diálogo entre los interesados nacionales e internacionales, en particular en el contexto de las próximas elecciones, y que, al mismo tiempo, siga apoyando sus esfuerzos por mantener la paz y la estabilidad;	1
El mayor y más mortífero de estos incidentes fue el ataque no provocado por milicias tribales contra el campamento de desplazados internos de Aro Sharow y las aldeas de Gosmino y Ardja en la zona de Kulbus, en Darfur occidental, cerca de la frontera con el Chad, que tuvo lugar el 28 de septiembre.	0
24. Encomienda a la Dirección Ejecutiva del Comité contra el Terrorismo que aumente la cooperación con los comités que tienen mandatos establecidos en virtud de las resoluciones 1267 (1999) y 1989 (2011), 1988 (2011), 1373 (2001) y 1540 (2004) y sus respectivos grupos de expertos;	1
El Consejo de Seguridad reitera su llamamiento al Gobierno de la República Centroafricana para que reactive los esfuerzos encaminados a reformar las instituciones del sector de la seguridad, que es un elemento crucial del proceso de consolidación de la paz en la República Centroafricana, y para hacer frente a la impunidad generalizada, promover el estado de derecho y aumentar el respeto de los derechos humanos.	1
Es necesario seguir investigando los efectos de las diferentes formas de comunicación en el riesgo y la amenaza de incitación y, por tanto, de los actos terroristas, pero cabe afirmar que la rápida evolución de la tecnología de las comunicaciones ha hecho que el riesgo de incitación en todo el mundo sea hoy mayor que en 2005.	1
En las consultas privadas que se celebraron a continuación, los miembros del Consejo subrayaron la importancia de proseguir los esfuerzos encaminados a promover la reforma del sector de la seguridad y el establecimiento de instituciones nacionales democráticas y eficaces.	1
4. Insta a la Dirección Ejecutiva del Comité contra el Terrorismo a que siga fortaleciendo su función de facilitación de asistencia técnica para la aplicación de la resolución 1373 (2001) con el fin de aumentar la capacidad de los Estados Miembros y las regiones en la lucha contra el terrorismo atendiendo a sus necesidades de lucha contra el terrorismo, en estrecha cooperación con el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, así como con los proveedores de asistencia bilateral y multilateral, y acoge con beneplácito el enfoque específico y regional de la Dirección Ejecutiva del Comité contra el Terrorismo para esta labor;	0
También nos preocupa la situación de quienes participan en la reconstrucción del país.	0
Habsade recibió apoyo financiero y militar de Atto, Muse Sudi, Sheik Yusuf Indohaadde y otros.	0
Una mayor aplicación de las normas será esencial para fomentar la confianza de los serbios de Kosovo y otras minorías durante un período de mayor tensión política, y también será esencial para lograr la confianza de la región y de la comunidad internacional.	1
19. La Liga de Jóvenes Comunistas parece haber absorbido a muchos miembros de las milicias disueltas del PCN-M y muchos niños reclutados durante la campaña de reclutamiento posterior a la cesación del fuego de 2006 no se unieron al ejército maoísta.	0
Ø Hacer un llamamiento para que las partes en los conflictos armados cumplan estrictamente las normas del derecho internacional humanitario y las normas de derechos humanos que prohíben la violación, la esclavitud sexual, la prostitución forzada, el embarazo forzado, la esterilización forzada o cualquier otra forma de violencia sexual.	1
Además, en la medida en que el proceso de sanciones tenga por objeto alentar un cambio de conducta, una descripción de los hechos que llevó a la supresión de la Lista podría orientar al Ombudsman en el contexto del diálogo con los peticionarios y proporcionar ejemplos para las personas y entidades incluidas en la Lista en general.	0
Esta es la esencia de las tradiciones humanitarias de Côte d'Ivoire: una sociedad con un fuerte espíritu democrático que anhela el imperio de la ley y el respeto de los derechos humanos para todos, sin discriminación por motivos de nacionalidad u origen.	1
Destaca que los programas eficaces de desarme, desmovilización y reintegración para los niños, basados en las mejores prácticas identificadas por el UNICEF y otros agentes pertinentes de protección de la infancia, son fundamentales para el bienestar de todos los niños que, en contravención del derecho internacional aplicable, han sido reclutados o utilizados por fuerzas y grupos armados, y son un factor crítico para la paz y la seguridad duraderas, e insta a los gobiernos nacionales y a los donantes a que velen por que esos programas basados en la comunidad reciban recursos y financiación oportunos, sostenidos y suficientes.	1
La UNODC organizará un taller nacional sobre cooperación internacional en asuntos penales relacionados con el terrorismo, la delincuencia organizada transnacional y la corrupción para Namibia en marzo de 2014.	1
Sin embargo, un hilo conductor que vinculaba prácticamente todas las zonas era la necesidad apremiante de asegurar recursos suficientes para las instituciones del Estado y las fuerzas de seguridad nacionales en términos de un número suficiente de personal debidamente capacitado y equipado, así como el apoyo logístico y la infraestructura adecuada para prestar servicios estatales.	1
El Consejo de Seguridad reconoce a la Comisión de Consolidación de la Paz, en su esfera de competencia, como foro para la coordinación en la esfera de la etapa posterior a los conflictos entre el sistema de las Naciones Unidas y las organizaciones regionales y subregionales, de conformidad con su resolución 1645 (2005) y la resolución 60/180 de la Asamblea General.	1
Entretanto, se están movilizando recursos con el apoyo de la ONUCI, el UNICEF y el Programa Mundial de Alimentos para rehabilitar y reintegrar a 511 niños soldados, incluidas 204 niñas, que han sido liberados y entregados al UNICEF por los dirigentes de las Forces nouvelles.	0
4. Además, de conformidad con la orientación normativa aprobada por el Comité el 25 de mayo de 2006, la Dirección Ejecutiva también debería seguir asesorando al Comité sobre cuestiones relacionadas con las normas internacionales de derechos humanos, el derecho de los refugiados y el derecho humanitario en relación con la determinación y aplicación de medidas eficaces para aplicar la resolución 1373 (2001), así como sobre formas de asegurar que las medidas que adopten los Estados Miembros para aplicar las disposiciones de la resolución 1624 (2005) se ajusten a las obligaciones que les incumben en virtud del derecho internacional, en particular las normas internacionales de derechos humanos, el derecho de los refugiados y el derecho humanitario.	1
Uganda sigue comprometida con el Acuerdo de Paz de Lusaka y los acuerdos posteriores porque las dos dimensiones del conflicto reciben una respuesta adecuada en el marco de Lusaka, es decir, la cuestión interna y las preocupaciones de seguridad de los vecinos.	1
Los Estados y muchos agentes internacionales acogieron con beneplácito la apertura del proceso de examen amplio e instaron al Comité 1540 a que siguiera aplicando este enfoque y redoblara sus ya útiles esfuerzos para lograr la transparencia y la inclusión.	1
Establecer mecanismos de rendición de cuentas judiciales y no judiciales en los países que salen de un conflicto, incluidos, según proceda, los delitos contra la mujer; apoyar el establecimiento de un grupo equilibrado en función del género de jueces o comisionados en los tribunales o comisiones de investigación.	0
Los mecanismos de derechos humanos de las Naciones Unidas han expresado su preocupación por las disposiciones especiales de lucha contra el terrorismo que restringen determinados derechos en algunos Estados, lo que a su vez puede dificultar la aplicación de los acuerdos internacionales sobre asistencia judicial recíproca y extradición.	0
Reafirmará la política de tolerancia cero, la necesidad de que los Estados que aportan contingentes adopten las medidas disciplinarias y judiciales necesarias y la necesidad de atender plenamente a las víctimas.	1
El Grupo de Supervisión ha determinado durante el período del mandato actual que las corrientes de armas desde el Yemen a Somalia procedían no sólo de grupos delictivos (a BAM para su compra por la oposición), sino también del Gobierno del Yemen directamente al Gobierno Federal de Transición.	0
Su participación en el terrorismo abarca una amplia gama de actividades: atentados con bombas, incluidos atentados suicidas con bombas, toma de rehenes con resultado de muerte, fabricación de bombas, operaciones de inteligencia terrorista, entrenamiento terrorista, falsificación de documentos y prestación de una amplia gama de apoyo financiero y material, incluida la financiación y el control de un sitio web utilizado para publicar declaraciones e imágenes relacionadas con Al-Qaida.	0
La reunión fue en gran medida una sesión de preguntas y respuestas, la troika que respondió a las intervenciones de los miembros del Grupo de Trabajo.	1
Esto es inaceptable y contradice incluso la prohibición declarada públicamente de las minas terrestres por las fuerzas antigubernamentales.	0
Pero también hubo preocupación porque, cada vez que ha habido un signo esperanzador en el Oriente Medio, se ha encontrado con el aumento de la violencia y la destrucción.	0
Tengo el honor de transmitir adjunto el undécimo informe del Equipo encargado de prestar apoyo analítico y vigilar la aplicación de las sanciones establecido en virtud de la resolución 1526 (2004) del Consejo de Seguridad y prorrogado en virtud de la resolución 1904 (2009).	0
Parece que se ha confiado mucho en la experiencia personal militar y policial de ciertas personas.	0
Condenamos el terrorismo en todas sus formas y manifestaciones, pues viola el derecho más fundamental de los seres humanos: el derecho a la vida.	0
Establecimiento de mecanismos de vigilancia de los medios de comunicación para garantizar la vigilancia, la presentación de informes y la documentación eficaces de cualquier incidente, origen o contenido que incite a los "medios de odio".	1
Reunión temática del Consejo de Seguridad sobre la lucha contra el terrorismo	1
A este respecto, se ha llegado a un acuerdo con las partes sobre la posibilidad de revisar los acuerdos militares a fin de responder mejor a las realidades sobre el terreno.	1
El Consejo de Seguridad recuerda las obligaciones de los Estados de respetar y garantizar el respeto del derecho internacional humanitario, incluidos los cuatro Convenios de Ginebra, y subraya su responsabilidad de poner fin a la impunidad y enjuiciar a los responsables de genocidio, crímenes de lesa humanidad y violaciones graves del derecho humanitario.	1
La base de operaciones de Bir Lahlou fue reforzada con observadores militares adicionales de la base de operaciones de Tifariti y mantuvo estrechos contactos con el Frente Polisario.	0
El Consejo de Seguridad pide al Secretario General que apoye los esfuerzos encaminados a movilizar los recursos necesarios para la aplicación de los resultados de la Cumbre de Yaundé y el fortalecimiento de la capacidad nacional y regional, en estrecha consulta con los Estados del Golfo de Guinea y las organizaciones regionales pertinentes y otras entidades de las Naciones Unidas.	1
La falta de participación en esas instituciones impedirá que se avance en cuestiones concretas de administración pública y no hará nada para mejorar la imagen internacional de Kosovo.	0
- El terrorismo sólo puede ser derrotado, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, mediante un enfoque integral y sostenido que incluya la participación y la colaboración activas de todos los Estados, organizaciones internacionales y regionales, y mediante la intensificación de los esfuerzos a nivel nacional.	1
El Consejo exige que se ponga fin de inmediato a todos los ataques del Ejército de Resistencia del Señor e insta al Ejército de Resistencia del Señor a que ponga en libertad a todos los secuestrados, desarmados y desmovilizados.	0
El Consejo apoya la idea de establecer una dependencia de asistencia sobre el estado de derecho dentro de la Secretaría y espera con interés recibir las propuestas de la Secretaría para la aplicación de las recomendaciones que figuran en el párrafo 65 del informe del Secretario General sobre el estado de derecho y la justicia de transición en las sociedades en situaciones de conflicto y posteriores a conflictos (S/2004/616).	1
El número y la magnitud de los ataques terroristas que se atribuyen a Al-Qaida demuestran que la red sigue prosperando y teniendo acceso a recursos financieros suficientes para apoyar sus actividades.	1
Condenar el tráfico ilícito de armas pequeñas y armas ligeras	0
13. Destaca la necesidad de velar por que todos los esfuerzos internacionales se orienten hacia el fortalecimiento de la MISCA y la movilización de los recursos necesarios a su favor, para que pueda cumplir eficazmente su mandato y allanar el camino para el posible despliegue de una operación de mantenimiento de la paz de las Naciones Unidas, de conformidad con las disposiciones pertinentes de la resolución 2127 (2013).	1
El Gobierno congoleño ha indicado que se mantendrá firme en el plazo del 2 de enero de 2015.	0
Si bien las acciones de Hezbolá son deplorables y, como he dicho, Israel tiene derecho a defenderse, hay que condenar el uso excesivo de la fuerza.	0
