en_es_DEEP	MatConf
Armas de fuego caseras. Cócteles molotov. Cohetes improvisados ​​fabricados en talleres metalúrgicos.	1
Se recomienda que el Comité mejore y, según proceda, institucionalice su cooperación con los mecanismos internacionales de no proliferación, otros órganos de las Naciones Unidas, el Grupo de los Ocho, organizaciones regionales y subregionales y zonas libres de armas nucleares, cuando corresponda, que podrían aportar valor añadido a la aplicación de la resolución 1540 (2004) ampliando las relaciones de trabajo formales e informales con ellos.	0
4. La nota propone que el Consejo de Seguridad inicie un proceso formal de "revisión estratégica" para considerar cómo la intersección del crimen transfronterizo y el terrorismo puede estar afectando sus esfuerzos de prevención y resolución de conflictos, particularmente en África, y para considerar las herramientas en a su disposición para reducir el espacio estratégico que la delincuencia transfronteriza ofrece a los grupos terroristas.	0
9. La situación de los defensores de los derechos humanos en todo el país es otro motivo más de grave preocupación. Muchos de ellos son objeto de acoso, detención arbitraria y detención injustificada.	1
En marzo de 2005 se produjeron allí descargas clandestinas de barcos con matrícula griega y panameña, sin declaración previa a la aduana ni a la policía.	1
En octubre de 1980, la FACI puso en servicio seis aviones ligeros de ataque y entrenamiento Dassault/Dornier Alpha Jet CI.	1
a) Garantizar la protección efectiva de los civiles, incluido el personal humanitario y los defensores de los derechos humanos, bajo amenaza inminente de violencia física, en particular la violencia proveniente de cualquiera de las partes involucradas en el conflicto;	0
El Consejo de Seguridad también reitera su apoyo al Representante Especial del Secretario General, Sr. Ahmedou Ould-Abdallah, por sus esfuerzos para hacer avanzar el proceso político en Somalia.	0
El Consejo exige que el Gobierno del Sudán se retire inmediatamente de la zona de Abyei.	0
Las fuerzas gubernamentales intervinieron tarde en el curso de los acontecimientos disparando desde el interior de su propio campamento, pero sus esfuerzos llegaron demasiado tarde y fueron inadecuados para salvar vidas o propiedades.	1
En primer lugar, si bien Sierra Leona es el miembro más avanzado de la Iniciativa de la Costa de África Occidental, el lento ritmo de progreso en otros lugares obstaculiza el intercambio de inteligencia y la alerta temprana.	0
b) La Asamblea General y el Consejo de Derechos Humanos deberían ampliar los mecanismos de vigilancia y presentación de informes específicos de cada país sobre la República Popular Democrática de Corea que son anteriores al establecimiento de la comisión; entre ellos se incluyen los informes periódicos del Secretario General y del Alto Comisionado de las Naciones Unidas para los Derechos Humanos, así como el mandato del Relator Especial sobre la situación de los derechos humanos en la República Popular Democrática de Corea.	0
La Comisión también confirmó que, tras el ataque a Tawila en febrero de 2004, los Janjaweed secuestraron a un grupo de unas 30 estudiantes y las retuvieron en un campamento donde fueron violadas repetidamente.	1
Reiteró la condena del Secretario General de cualquier uso de armas químicas por cualquier parte en el conflicto sirio y su llamado a que los perpetradores de tales actos sean llevados ante la justicia.	0
No era una tarea fácil operar en ese entorno, pero la FNUOS había evolucionado como misión y había ajustado sus operaciones para hacer frente a los desafíos que presentaba el entorno de conflictos internos y enfrentamientos que recientemente habían aumentado en intensidad y gravedad.	1
14. En general, disminuyó el número de operaciones militares de las FARDC apoyadas por la MONUSCO. Entre el 6 y el 15 de febrero, la MONUSCO apoyó la operación Mapema Mupya (Nuevo Amanecer) de las FARDC en la zona de Kanyabayonga, en Kivu del Norte, cuyo objetivo era disuadir las actividades de los grupos armados y mejorar la protección de los civiles.	1
Se cometieron violaciones y delitos de violencia sexual, pero no fueron lo suficientemente generalizados ni sistemáticos como para constituir un crimen de lesa humanidad.	1
25. Solicita a todos los Estados Miembros, pero en particular al Gobierno del Afganistán, que informen al Comité si tienen conocimiento de cualquier información que indique que una persona, grupo, empresa o entidad que ha sido suprimida de la lista debería ser considerada para su designación en virtud del párrafo 1 de esta resolución. , y solicita además que el Gobierno del Afganistán presente al Comité un informe anual sobre la situación de las personas presuntamente reconciliadas que han sido eliminadas de la lista por el Comité el año anterior;	0
16. En segundo lugar, la delincuencia transfronteriza debilita las capacidades del Estado, incluidas las militares y policiales.	0
159. Durante el conflicto armado de 2002-2003 en Côte d'Ivoire, se estimó que el número de liberianos que luchaban por el Gobierno de Côte d'Ivoire oscilaba entre 1.500 y 2.500, mientras que se pensaba que cerca de 1.000 habían luchado junto a los rebeldes de Côte d'Ivoire ( véase S/2004/972).	1
8 de mayo de 2006 Incidente de violencia en Gleno en el que se ataca a agentes de la PNTL oriental.	1
Junto con las 12 convenciones temáticas contra el terrorismo, y a falta de una definición universalmente aceptada de terrorismo, la Lista constituye tanto un símbolo de determinación internacional como una medida práctica para abordar el desafío global a la paz y la seguridad internacionales que plantea Al-Qaida. , los talibanes y sus asociados.	0
En otras palabras, las víctimas perciben a los agresores como personas pertenecientes a un grupo diferente y hostil.	1
"El Consejo de Seguridad reafirma la obligación de todos los Estados Miembros de solucionar controversias y conflictos de conformidad con la Carta de las Naciones Unidas, y exhorta a la comunidad internacional a que preste asistencia, según corresponda, a los esfuerzos iniciados por las organizaciones regionales y subregionales encaminados a la solución pacífica de controversias y la prevención y resolución de conflictos de conformidad con la Carta de las Naciones Unidas y las resoluciones pertinentes del Consejo de Seguridad.	0
Sin embargo, nos preocupa que hasta ahora la toma de decisiones clave se haya visto socavada por la falta de consenso político.	0
La región tiene una baja presencia e influencia de fuerzas militantes opositoras, incluso si estas fuerzas utilizan rutas de transporte y dependen de refugios en la provincia de Farah.	0
Creemos que Somalia se enfrenta a un desafío similar al de un corredor de maratón, ya que la redacción de la constitución debe finalizar antes del 20 de abril y su aprobación debe completarse el 22 de mayo.	0
"Alrededor de las 8 de la mañana del segundo día en el wadi, fui violada por primera vez.	1
Durante los siguientes días, los somalíes locales subieron a bordo un arma, que estaba montada en la cubierta superior del Alpha Serengeti.	1
46. ​​La Misión siguió coordinando el apoyo a la implementación de la estrategia nacional sobre violencia sexual y de género, en virtud de la cual se están ejecutando cinco programas en las áreas de prevención y protección, lucha contra la impunidad, asistencia multisectorial, reforma del sector de la seguridad y datos y cartografía. que se está aplicando en el distrito de Ituri y en Kivu del Sur.	0
552. De la exposición de las violaciones expuesta en la primera parte del presente informe se desprende que las fuerzas o milicias gubernamentales bajo control gubernamental perpetraron en gran escala violaciones graves de los derechos humanos y del derecho humanitario.	1
Bajo esa premisa, el mayor número de víctimas procedía de Abobo: el 63 por ciento de los muertos, el 35 por ciento de los heridos o torturados y el 40 por ciento de los desaparecidos. El segundo mayor número de víctimas fue el de Anyama, con el 10 por ciento de las muertes; Koumassi representaba el 13 por ciento de los heridos o torturados y el 35 por ciento de los desaparecidos eran de Anyama.	1
Si bien aún está por determinar el número exacto de personas desplazadas y el número de aldeas destruidas, el desplazamiento masivo y la destrucción de aldeas son hechos fuera de toda duda.	1
Algunos de ellos son sospechosos de haber cometido varios delitos simultáneamente.	1
Destacando que el terrorismo sólo puede derrotarse mediante un enfoque sostenido y amplio que implique la participación y colaboración activas de todos los Estados y las organizaciones internacionales y regionales para impedir, menoscabar, aislar e incapacitar la amenaza terrorista,	0
183. Los juicios penales por delitos punibles con más de cinco años de prisión están presididos por un colegio de jueces.	0
Lista de sanciones del Comité del Consejo de Seguridad establecido en virtud de la resolución 1718 (2006)	1
La mayoría de los Estados tienen poca capacidad para congelar sin demora fondos y activos vinculados al terrorismo.	1
6. En el párrafo 19 de mi informe de 30 de agosto de 2004 (A/2004/703), señalé que "ha comenzado el desarme de los miembros de las Fuerzas Populares de Defensa. La segunda misión de verificación conjunta observó una ceremonia de desmovilización de unos 300 soldados en Darfur occidental".	1
En el párrafo 8 de la misma resolución, el Consejo encomendó al Comité que designara a las personas y entidades que: a) participaran en actos que amenazaran la paz, la seguridad o la estabilidad de Somalia o prestaran apoyo a esos actos; b) hubieran actuado en violación del embargo general y completo de armas; y c) obstruyeran la entrega o el acceso de asistencia humanitaria a Somalia.	0
El Consejo destaca que todos los responsables de violaciones del derecho internacional, incluido el derecho humanitario y el de derechos humanos, así como quienes ordenaron esos actos, deberán rendir cuentas.	0
Según su declaración, estaba en su oficina cuando escuchó la explosión, pero pensó que el ruido era resultado de los aviones de combate israelíes que atravesaban la barrera del sonido.	1
"El Consejo de Seguridad reitera su pleno apoyo a la fuerza multinacional de la CEMAC y pide que continúe la reestructuración de las fuerzas de defensa y de seguridad de la República Centroafricana.	0
En Wadi Haggam robaron armas a la policía.	1
La campaña de desarme de julio tuvo como resultado la muerte de 4 jóvenes shilluk y la detención de 11, que hasta la fecha permanecen bajo custodia del SPLA, así como informes de saqueos de casas y ganado por parte del SPLA.	1
260. Para prevenir la movilidad terrorista transfronteriza también se requiere el uso de tecnología y equipos, como lectores y escáneres, en los puestos de control fronterizos para capturar datos de los viajeros en tiempo real y verificar esos datos con bases de datos penales y de alerta nacionales e internacionales.	0
20. Nigeria también fue testigo de una escalada de ataques y bombardeos, particularmente en los estados nororientales de Borno, Yobe y Adamawa.	1
Estas tropas están ligeramente armadas, tienen poca movilidad terrestre, carecen de capacidad aérea y reciben un apoyo logístico y financiero mínimo.	1
e) Permitir el establecimiento de periódicos y otros medios de comunicación independientes; permitir a los ciudadanos acceder libremente a Internet, las redes sociales, las comunicaciones internacionales, las emisiones y publicaciones extranjeras, incluida la cultura popular de otros países; y abolir la participación obligatoria en organizaciones de masas y sesiones de adoctrinamiento;	0
Expresaron preocupación por el uso generalizado de Internet por Al-Qaida y sus asociados, por la irresponsabilidad de algunos medios de comunicación en su cobertura de cuestiones delicadas y por el uso terrorista de teléfonos satelitales.	1
Proporcionó detalles sobre las violaciones y abusos cometidos contra niños en Yemen.	1
Reafirma la importancia de que el Gobierno de [el país afectado] continúe la revisión y reforma del sector de seguridad en [el país afectado], en particular la necesidad de delimitar entre las funciones y responsabilidades de [las fuerzas de seguridad nacionales del país afectado] , fortalecer los marcos legales y mejorar los mecanismos de supervisión civil y rendición de cuentas de ambas instituciones de seguridad, apoya los esfuerzos del RESG para promover la profesionalización del Sector de Seguridad y solicita [a la misión] que continúe apoyando al Gobierno de [el país afectado], como solicitado, en sus gestiones en el país;	0
Esferas de evaluación 25. Todos los Estados visitados han promulgado leyes que confieren a sus autoridades judiciales, fiscales y policiales las competencias necesarias para luchar contra el terrorismo.	0
La Comisión encontró pruebas que indicaban que las tribus árabes habían comenzado a establecerse en zonas anteriormente habitadas por los desplazados, impidiendo así aún más el eventual regreso de los desplazados.	1
Los saqueos se llevaron a cabo principalmente contra tribus africanas y generalmente apuntaban a bienes necesarios para la supervivencia y el sustento de esas tribus.	1
Autoría o coautoría de crímenes internacionales	1
El Sudán no tiene como objetivo a las Naciones Unidas. Es un Miembro fiel de la Organización que respeta las disposiciones de la Carta de las Naciones Unidas y aprecia sus esfuerzos por lograr la seguridad y la estabilidad y promover el desarrollo en el Sudán. Además, el Sudán se esfuerza arduamente por desarrollar esa relación de conformidad con la Carta y las resoluciones pertinentes de la Asamblea General y el Consejo de Seguridad.	0
o El 7 de noviembre de 2014, las fuerzas del régimen bombardearon cerca de la mezquita Tayba al-Qadim en Damasco Rural, hiriendo a 14 civiles que salían de la mezquita después de las oraciones del viernes.	1
Se identificaron claramente restos de cohetes disparados desde helicópteros.	1
412. El secuestro de personas durante los ataques de los Janjaweed y su detención en campamentos gestionados por los Janjaweed, con el apoyo y la complicidad de las fuerzas armadas del Gobierno, constituyen violaciones flagrantes de los derechos humanos y desapariciones forzadas.	1
La Alta Comisionada expresó su preocupación por la continuación de los abusos generalizados y la cultura de impunidad imperante en todo el país, particularmente en la zona de confianza, y la erosión del estado de derecho en el Gobierno y las zonas controladas por las Forces nouvelles.	0
Los guardias de Inteligencia Fronteriza están bajo el control directo de los oficiales de Inteligencia Militar en la división particular donde están desplegados y, por lo demás, caen bajo la cadena de mando regular de las fuerzas armadas.	0
Los ancianos del clan y las autoridades de Kenia intervinieron a mediados de agosto para ayudar a resolver la disputa.	0
Con este fin, el Departamento identificó varios puntos de referencia como cruciales para este proceso. Estos incluyeron el establecimiento de los tres comités de asamblea obligatorios: sobre política y finanzas, comunidades y mediación.	0
Un informe ampliamente citado de junio de 2005 del International Crisis Group según el cual un helicóptero destruido en Yamoussoukro por los franceses el 6 de noviembre de 2004 era guineano es incorrecto, como lo demostró la auditoría del Grupo.	0
27. Con el inicio de las lluvias ha habido una disminución general de la violencia entre tribus, en particular los robos de ganado y los conflictos por el agua y las zonas de pastoreo.	1
A partir de entonces, esos oficiales permanecieron bajo su mando y estaban armados con armas Steyr.	1
El extremismo fundamental con sus manifestaciones puede seguir existiendo en zonas del este.	1
117. Especialmente desde que la comunidad internacional tomó conciencia de las repercusiones de las acciones de los Janjaweed, las respuestas del Gobierno del Sudán al uso del término parecen haber tenido como objetivo negar la existencia de cualquier vínculo entre el Estado y los Janjaweed; y la mayoría de los funcionarios atribuyen habitualmente las acciones de los Janjaweed a "bandidos armados", "elementos incontrolados" o incluso al ELS y el JEM.	1
97. Se ha observado que en algunos casos, debido a la urgencia percibida y la particularidad de las amenazas terroristas, las investigaciones y respuestas antiterroristas llevadas a cabo por las fuerzas de seguridad y de orden público nacionales pueden haber estado desvinculadas de las consideraciones de derechos humanos en comparación con las situaciones normales de vigilancia policial penal, lo que ha dado lugar a importantes lagunas.	1
7. Confirma además que los requisitos del párrafo 1 a) supra se aplicarán también al pago de rescates a personas, grupos, empresas o entidades incluidos en la Lista de sanciones contra Al-Qaida, independientemente de cómo o quién pague el rescate;	1
El Comandante General de la PNTL retiró armas de la Armería Nacional de la PNTL sin el conocimiento del oficial de la armería. El 23 de marzo, se enviaron 60 armas Steyr y 50 cajas de municiones al recinto de la URP en Alieu. El 15 de abril, 10 armas y municiones Steyr fueron enviadas a la comisaría de policía de Liquiça.	1
El infractor será castigado con prisión de tres a diez años o con el decomiso de bienes,	1
De hecho, muchas de las leyes vigentes hoy en el Sudán contravienen las normas básicas de derechos humanos.	1
También hay denuncias generalizadas y confirmadas de que algunos miembros de los Janjaweed han sido incorporados a la policía.	1
Condenamos todos los actos y crímenes por motivos étnicos en Kosovo.	0
En ese momento, los reclutas quedan bajo el mando del ejército regular y normalmente visten el mismo uniforme que la unidad con la que luchan.	1
Turquía es plenamente consciente de las intenciones del Gobierno sirio que se pusieron en práctica mediante diversos medios de agresión y provocación, como atacar a civiles inocentes al otro lado de la frontera.	1
Las armas fueron confiscadas por el oficial de armas del buque estadounidense y posteriormente entregadas a las autoridades yemeníes.	1
Sin embargo, aumentar el carácter inclusivo del proceso de paz con respecto a las partes beligerantes sigue siendo un elemento importante para una solución duradera del conflicto.	0
44. Con respecto a la reunificación de las dos fuerzas, los Jefes de Estado Mayor de las fuerzas de defensa y seguridad y las Forces nouvelles informaron a la misión de evaluación de que habían elaborado una propuesta para un ejército de transición unificado, que estaría compuesto por unidades mixtas responsables para brindar seguridad al proceso electoral.	0
Los grupos técnicos, cada uno de los cuales incluye al menos un representante de cada cluster, se ocupan respectivamente de la asistencia técnica; financiación del terrorismo; seguridad fronteriza, tráfico de armas y aplicación de la ley; cuestiones legales generales; y las cuestiones planteadas por el Consejo de Seguridad en la resolución 1624 (2005), así como los aspectos de derechos humanos de la lucha contra el terrorismo en el contexto de la resolución 1373 (2001). Las dos unidades se ocupan del control de calidad y de las comunicaciones públicas y la divulgación, respectivamente.	0
"El Consejo de Seguridad recuerda que la justicia y el estado de derecho a nivel internacional son de importancia clave para promover y mantener la paz, la estabilidad y el desarrollo en el mundo.	0
:: Aprovechar el taller de la Dirección Ejecutiva y la OSCE para Asia Central que se celebrará en noviembre de 2010 sobre la resolución 1624 (2005) y luchar contra la incitación motivada por el extremismo, mediante iniciativas similares en otras regiones	0
Diarios como Fraternité Matin y Notre Voie, cercanos al partido político Frente Popular Marfileño, publican mensajes nacionalistas e incitaciones a la guerra total.	1
Exigir que los Estados tomen todas las medidas necesarias para procesar a los responsables de ataques contra periodistas, profesionales de los medios y personal asociado en violación del derecho internacional humanitario aplicable.	1
Los registros telefónicos muestran cuatro llamadas al oficial de inteligencia sirio Jamea Jamea, a las 11.42, 18.14, 20.23 y 20.26 horas. Según un testigo, Abdel-Al visitó la oficina de Jamea Jamea la noche de la explosión, a las 19.30 horas, y ambos hablaron sobre Abu Adass.	0
En el informe también se identifican tres enfoques específicos para mejorar la aplicación de las sanciones: :: Primero, disuadir del pago de rescates a Al-Qaida y sus afiliados para avanzar en la congelación de activos :: Segundo, utilizar datos biométricos y cambios en los criterios nacionales de pasajeros inadmisibles para promover la prohibición de viajar contra personas incluidas en la lista :: En tercer lugar, mejorar el análisis y las medidas para limitar la disponibilidad de componentes de los artefactos explosivos improvisados ​​utilizados por Al-Qaida y sus afiliados II. Panorama general A. Al-Qaida	1
121. Los combatientes del MPCI se han instalado en diversos edificios públicos.	1
d) Declarar y aplicar una moratoria inmediata sobre la imposición y ejecución de la pena de muerte, seguida sin demora indebida de la abolición de la pena de muerte tanto en la ley como en la práctica;	0
La eficacia de las unidades contra la delincuencia organizada transnacional de Malí sigue estando significativamente obstaculizada por las limitaciones de recursos, a pesar de la ubicación conjunta de una célula contra la delincuencia organizada transnacional de la Policía de las Naciones Unidas con sus homólogas de Malí.	1
Implementar políticas sobre igualdad de género y empoderamiento de mujeres y niñas.	0
Muchos de los presuntos crímenes documentados en Darfur han sido generalizados y sistemáticos. Cumplen todos los umbrales establecidos en el Estatuto.	1
27. La misión reiterará la disposición del Consejo a apoyar los esfuerzos de las autoridades de transición para combatir la impunidad en la República Democrática del Congo.	0
Sus primeras decisiones fueron nombrar al subdirector de la policía de Beirut, general Naji Mulaeb, como responsable de la escena y asignarle la tarea de retirar todos los cadáveres y heridos del lugar, extinguir los incendios y, posteriormente, retirar a todas las personas del lugar y cerrarlo [declaración del testigo].	0
De los 57 civiles asesinados, 5 eran niños (2 muertos bajo tortura) y 51 eran combatientes rebeldes.	1
A primera hora de la mañana del 11 de julio, hombres armados desconocidos irrumpieron en la casa de Abdul Qadir Yahya, un veterano activista por la paz y alto miembro del Centro de Investigación y Diálogo, y lo asesinaron.	1
79. La misión preguntó sobre los informes de que existía una fosa común en Bouaké con los restos de decenas de miembros de la gendarmería ejecutados.	1
4. En Argelia, la Organización Al-Qaida en el Magreb Islámico (QE.T.14.01) sigue planteando una amenaza activa y peligrosa, no sólo para Argelia sino también para los países del Sahel, en particular Mauritania y, más Recientemente, Malí.	1
El segundo es pedir una vez más que el Consejo de Seguridad adopte medidas urgentes y esenciales para detener el derramamiento de sangre en Siria.	0
Se informó de más secuestros de mujeres en la zona que rodea El Geneina, en Darfur occidental.	1
El ataque obligó a muchos civiles a buscar refugio fuera de la ciudad, las Fuerzas Armadas Sudanesas sufrieron decenas de bajas y el SLM/A se llevó grandes cantidades de armas, municiones, combustible y otros suministros. El 29 de septiembre se produjo otro ataque contra la propia ciudad de Tawilla, cuando la policía gubernamental y unidades de las Fuerzas Armadas Sudanesas entraron en la ciudad y, más tarde, en el campamento adyacente de Dali para desplazados internos, disparando contra civiles de forma indiscriminada y sin provocación.	1
c) Maltrato infligido a prisioneros de guerra eritreos;	1
Violaciones como los ataques deliberados contra civiles, los ataques indiscriminados contra civiles y bienes de carácter civil o los ataques a aldeas en las que se esconden o dan refugio a los rebeldes, que causaron daños desproporcionados a los civiles, o las ejecuciones en masa, así como el desplazamiento forzado de civiles de sus hogares, fueron generalizadas y sistemáticas y equivalían a crímenes contra la humanidad.	1
Por ejemplo, la dificultad de vigilar las fronteras en la región del Sahel-Sahara ha permitido a AQMI* y sus asociados moverse libremente, recaudar dinero del contrabando, adquirir armas y explosivos y entrenar a nuevos reclutas en relativa seguridad.	1
La tortura, la violación y otras crueldades arbitrarias a manos de guardias y compañeros de prisión son prácticas generalizadas y se cometen con impunidad.	1
"El Consejo de Seguridad sigue profundamente preocupado por las devastadoras consecuencias humanitarias, políticas y económicas de los conflictos armados; y destaca los imperativos políticos y morales primordiales de prevenir el estallido y la escalada de conflictos armados y crisis humanitarias, y los beneficios que ello reporta para la paz y el desarrollo y relaciones amistosas entre todos los Estados.	1
La entidad cotizada Fundación Al-Haramain (Estados Unidos de América) (QE.A.117.04) ha iniciado una nueva acción contra el Gobierno en el tribunal de distrito federal de Oregón, además de una acción anterior aún pendiente en los Estados Unidos. Al-Haramain sostiene que la decisión de los Estados Unidos de imponer sanciones en su contra fue arbitraria y no estaba respaldada por pruebas sustanciales, y también violó su derecho al debido proceso (al no explicar los fundamentos fácticos de la acción del Gobierno y basarse en pruebas clasificadas no proporcionadas a la organización), su derecho contra registros e incautaciones irrazonables (basados ​​en la congelación de sus activos) y sus derechos a la libertad de expresión, asociación y libre ejercicio de la religión. Al-Haramain también sostiene que la negativa del Gobierno a permitirle utilizar activos bloqueados para pagar a sus abogados violó sus derechos al debido proceso.	0
Consciente de la exigencia del pueblo libanés de que se identifique y se haga rendir cuentas a todos los responsables del atentado terrorista que mató al ex Primer Ministro libanés Rafiq Hariri y a otras personas,	1
No se evalúa ningún cambio significativo en la situación general de seguridad, aunque se proyecta un aumento lento y constante de los incidentes relacionados con la delincuencia.	1
Los atacantes causaron daños sustanciales a la puerta de entrada principal, una sección del muro perimetral externo de la prisión, alambre de púas en el muro perimetral y el único camión de transporte de prisioneros de la prisión.	1
Los miembros del Consejo de Seguridad también pidieron al Presidente del Consejo que transmitiera al Representante Permanente de la República Democrática del Congo su preocupación por la expulsión del Director de la Oficina Conjunta de Derechos Humanos de las Naciones Unidas y que pidiera al Gobierno que continuara participar en la lucha contra la impunidad y en la promoción del respeto de los derechos humanos y el Estado de derecho.	0
Al concluir el trabajo de todos los paneles de Comisionados de la UNCC en junio de 2005, se determinó que 1,55 millones de reclamaciones (de 2,69 millones) habían tenido éxito.	0
"El Consejo de Seguridad destaca la urgente necesidad de fortalecer las instituciones militares y policiales en Libia.	0
144. Los Estados tienen la responsabilidad, en virtud del derecho internacional de los derechos humanos, de garantizar la protección y preservación de los derechos humanos y las libertades fundamentales en todo momento, tanto en tiempos de guerra como de paz.	0
Estas desapariciones forzadas internacionales son únicas en su intensidad, escala y naturaleza.	1
Si bien la reforma de las fuerzas de seguridad es una prerrogativa soberana, aliento al Gobierno a abordar la cuestión subyacente de la cohesión del ejército nacional, incluso mediante la creación de unas FARDC profesionales y adecuadamente equipadas y abastecidas.	0
El informe fue presentado al Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes y personas y entidades asociadas el 22 de febrero de 2011, de conformidad con la resolución 1904 (2009) del Consejo de Seguridad, y actualmente está siendo examinado por el Comité.	0
Esta interpretación se justifica en principios básicos del derecho penal internacional, que establecen que la responsabilidad penal individual surge cuando una persona comete materialmente un delito, así como cuando incurre en otras formas o modalidades de conducta delictiva.	1
La Federación de Rusia informó que había introducido medidas para proteger los buques y las instalaciones portuarias contra ataques terroristas, según lo establecido en las disposiciones del Código PBIP relativas a la formación, notificación y señales en situaciones de emergencia.	0
3. Recuerda también que los equipos e instalaciones de los medios de comunicación constituyen bienes civiles y, a este respecto, no serán objeto de ataques ni de represalias, a menos que sean objetivos militares;	1
Debido a la falta de infraestructura en el país, podría ser necesario establecer un mecanismo para facilitar la administración y distribución de este apoyo.	0
Las actividades terroristas de Boko Haram han obligado a unos 45.000 refugiados nigerianos y migrantes retornados a Camerún, Chad y Níger, entre los cuales se encuentran presuntos insurgentes.	1
En consecuencia, no existen cifras exactas sobre el número de armas pequeñas y ligeras que actualmente circulan en todo el mundo.	1
Las zonas bajo asedio del régimen continúan sufriendo bombardeos diarios que resultan en masacres de civiles, sin cobertura ni atención de los medios.	1
Tanto la resolución como el Convenio establecen que para que exista el delito de financiación del terrorismo, los fondos destinados a financiar el acto terrorista no necesitan ser producto del delito, y que el acto terrorista que los fondos estaban destinados a financiar en realidad no necesita haber tenido lugar o incluso haber sido intentado.	1
La misión no recibió información precisa sobre el número de personas detenidas por las fuerzas de seguridad.	1
123. Cuando las milicias atacan conjuntamente con las fuerzas armadas, se puede considerar que actúan bajo el control efectivo del Gobierno, de conformidad con la noción de control establecida en 1999 en Tadić (Apelación), en los párrafos 98 a 145.	1
A la comisión le preocupa que sigan vigentes cuestiones estructurales, incluidas leyes y políticas que violan el derecho a una alimentación adecuada y a no padecer hambre, lo que podría conducir a la recurrencia de hambrunas masivas.	1
Citando un ejemplo, se informó a la Comisión de que, durante un ataque a Kutum, en Darfur septentrional, el 1º de agosto de 2003, los rebeldes atacaron el tribunal penal y las casas de los jueces y saquearon su contenido.	1
También se informó de nuevas deserciones de antiguos elementos integrados del CNDP, así como de negativas de elementos de grupos armados integrados a aceptar el redespliegue.	1
151. Otros, como el WGIG, si bien reconocen las ventajas de esas medidas para el cumplimiento de la ley, creen que la introducción de reglamentaciones obligatorias podría violar derechos humanos básicos.	0
Ordenar el establecimiento de mecanismos apropiados y adaptados localmente para la verdad y la reconciliación (por ejemplo, asistencia técnica, financiación y reintegración de civiles dentro de las comunidades).	0
El potencial de ataques internacionales por parte de AQAP persiste, pero por ahora el impacto de las actividades de AQAP se siente principalmente en Yemen.	1
89. Las fuerzas de seguridad nacional son fuerzas regulares cuya misión es supervisar la seguridad interna y externa del Sudán, monitorear los acontecimientos relevantes, analizar la importancia y los peligros de los mismos y recomendar medidas de protección.	1
Por lo tanto, al examinar la responsabilidad por las violaciones de derechos humanos perpetradas durante los acontecimientos del 25 y 26 de marzo, también habría que tener en cuenta las repercusiones del decreto presidencial del 22 de marzo y de las instrucciones dadas a los jefes de las fuerzas armadas nacionales. durante la reunión del 24 de marzo.	1
- Introducción de un mecanismo de gestión transparente y buena gobernanza para combatir el fraude y la corrupción.	0
Más importante aún, les insta a cumplir estrictamente el plazo para la celebración de elecciones democráticas en noviembre de 2015.	0
60. Sin embargo, los abusos contra los derechos de los niños, incluida la violencia sexual, siguen siendo motivo de grave preocupación en todo el país.	1
"El Consejo de Seguridad insta a los Gobiernos de la República Democrática del Congo y de Ruanda a que respondan sin más demora a los esfuerzos realizados por la MONUC en el marco de su mandato actual para establecer, lo antes posible, un mecanismo conjunto de verificación de su seguridad común, incluida la verificación de cruces -movimientos fronterizos.	0
Diferentes facciones de Jantantrik Terai Mukti Morcha, Madhesi Mukti Tigers y otros grupos armados se dedicaron a secuestros, asesinatos, extorsiones e intimidación.	1
Ordenar a las misiones de mantenimiento de la paz de las Naciones Unidas y otras misiones pertinentes autorizadas por el Consejo de Seguridad, cuando proceda y caso por caso, que contribuyan imparcialmente a la protección de la población civil, incluidas aquellas que se encuentran bajo amenaza inminente de violencia física, dentro de sus zonas de operación.	1
8. Principalmente en el este de Libia, los continuos esfuerzos de Ansar al-Shariaa (que no figura en la lista ni es idéntico a la filial Ansar al-Shari'a de AQAP) son motivo de preocupación. Existen contactos operativos entre Ansar al-Shariaa y afiliados de Al-Qaida en el Sahel, el Magreb, el Oriente Medio y el Asia meridional. Muchos combatientes extranjeros han estado viajando a campos de entrenamiento en Libia antes de dirigirse a otros lugares para luchar.	1
El Consejo reafirma que poner fin a la impunidad es esencial para que una sociedad en conflicto o en recuperación de un conflicto pueda superar los abusos pasados ​​cometidos contra civiles y prevenir abusos de ese tipo en el futuro.	0
Apoyo a los hospitales que tratan a víctimas de violación (atención médica y quirúrgica, asesoramiento voluntario y confidencial post violación y tratamiento de enfermedades de transmisión sexual).	0
15. Durante todo el período que abarca el informe, la situación de seguridad en Ituri siguió siendo tensa debido a que los restos de las milicias siguieron cometiendo violaciones de los derechos humanos contra la población local en zonas donde no estaban presentes la MONUC ni las FARDC.	1
Sin embargo, el régimen de sanciones no apunta explícitamente a este aspecto crucial de la capacidad militar, a pesar de que está ampliamente cubierto por las regulaciones existentes de control y exportación de armas adoptadas por los Estados miembros y las instituciones multilaterales.	1
Los funcionarios también señalaron que siguen estando disponibles armas pequeñas y ligeras, remanentes de conflictos anteriores en la región.	1
