en_es_DEEP	VerCoop
Les alienta a redoblar sus esfuerzos para garantizar la seguridad de las poblaciones civiles en su territorio, incluidos los extranjeros a quienes conceden refugio.	1
De hecho, el Fondo Fiduciario fue establecido por el Estatuto de Roma como encarnación del compromiso de los Estados partes con la función de justicia restaurativa del sistema, apoyando aquellas actividades que abordan los daños resultantes de los crímenes bajo la jurisdicción de la Corte.	1
a) Exhortar a las partes en un conflicto armado a que cumplan las obligaciones que les corresponden en virtud del derecho internacional humanitario y adopten todas las medidas necesarias para proteger a los civiles y facilitar el paso rápido y sin obstáculos de envíos, equipo y personal de socorro,	1
Anunció que el Secretario General había recibido la solicitud de admisión de Timor Oriental como Miembro de las Naciones Unidas y esperaba con interés que el Consejo la examinara.	1
Medidas iniciales 39. Para resolver un delito de esta magnitud se requiere una fuerte capacidad de gestión, funciones claras, coordinación y acceso a competencia, mano de obra, equipo y medios de asistencia suficientes.	1
Podría prever competencias mejoradas en ámbitos como la policía, la justicia, la educación, la cultura, los medios de comunicación y la economía. Podría permitir vínculos horizontales entre municipios de mayoría serbokosovar.	1
17. La MINURSO siguió disfrutando de buenas relaciones tanto con el Real Ejército de Marruecos como con las fuerzas armadas del Frente Polisario.	1
También mantuvo conversaciones con investigadores del Tribunal Especial para Sierra Leona y siguió reuniéndose con el Grupo de Expertos establecido en virtud de la resolución 1533 (2004) sobre el flujo de armas a la República Democrática del Congo.	1
Exhortando a la comunidad internacional, en particular a los países de la región y a los vecinos del Iraq, a que apoyen al pueblo iraquí en su búsqueda de la paz, la estabilidad, la seguridad, la democracia y la prosperidad, dando la bienvenida a las Conferencias Ampliadas de Vecinos celebradas en Sharm El-Sheikh, Estambul y Kuwait y su papel en el apoyo a los esfuerzos del Gobierno del Iraq por lograr la seguridad y la estabilidad en el Iraq, y los resultados positivos de los mismos en la paz y la seguridad regionales e internacionales, acogiendo con satisfacción también el hecho de que la Conferencia Ampliada de Vecinos, celebrada en Kuwait el 22 de abril 2008 aprobó los términos de referencia del mecanismo de apoyo, y observando que la implementación exitosa de esta resolución contribuirá a la estabilidad regional,	1
El teniente coronel Falur ordenó a los soldados que respondieran al fuego.	0
- se compromete a mejorar la coordinación con la Comisión de Consolidación de la Paz (PBC) y espera con interés la revisión de 2010 de la PBC y las recomendaciones sobre cómo puede seguir reforzándose su papel;	1
11. En primer lugar, las armas disponibles en BAM durante la primera parte del período del mandato se vieron afectadas por las actividades de vigilancia de las fuerzas navales extranjeras que operaban en el Golfo de Adén.	0
2. Exhorta a todos los Estados a que cooperen, entre otras cosas, para fortalecer la seguridad de sus fronteras internacionales, incluso combatiendo los documentos de viaje fraudulentos y, en la medida de lo posible, mejorando los procedimientos de detección de terroristas y de seguridad de los pasajeros con miras a impedir que los culpables de la conducta prevista en el párrafo 1 (a) entren en su territorio;	1
44. Según el Servicio de Actividades relativas a las Minas, "los artefactos explosivos improvisados ​​son un sistema de armas singularmente peligroso debido a su versatilidad, adaptabilidad y método de empleo.	0
La comunidad internacional necesitará fuerza para llevar adelante el proceso del estatuto.	1
"El Consejo de Seguridad apoya las conversaciones entre las seis partes y pide su pronta reanudación con miras a lograr la desnuclearización verificable de la península de Corea de manera pacífica y a mantener la paz y la estabilidad en la península de Corea y en el noreste de Asia.	1
Dijo que las fuerzas armadas de Costa de Marfil recibían periódicamente formación sobre el derecho internacional humanitario y que la protección de los civiles formaba parte del credo del ejército de Costa de Marfil.	1
Además, los menores no siempre están separados de los adultos y algunos presos todavía están sujetos a largos períodos de prisión preventiva, que a veces duran hasta 10 años.	0
(y) Consultar con representantes relevantes de organizaciones internacionales, incluida la Asociación de Transporte Aéreo Internacional (IATA), la Organización de Aviación Civil Internacional (OACI) y la Organización Mundial de Aduanas (OMA), para promover el conocimiento y mejorar el cumplimiento de, la prohibición de viajar y el embargo de armas;	1
El Movimiento Árabe de Azawad (MAA), la Coordinación de Movimientos y Fuerzas Patrióticas de Resistencia (CM-FPR) y la Coalición del Pueblo para Azawad (CPA), signatarios del Acuerdo Preliminar para las Elecciones Presidenciales y la Inclusión Las conversaciones de paz en Mali concluyeron el 18 de junio de 2013 en Uagadugú:	1
En la 6897ª sesión del Consejo de Seguridad, celebrada el 20 de diciembre de 2012, en relación con el examen por el Consejo del tema titulado "Consolidación de la paz después de los conflictos", el Presidente del Consejo formuló la siguiente declaración en nombre del Consejo:	1
e) El Comité concederá gran importancia a la coordinación con expertos de otros órganos subsidiarios del Consejo de Seguridad relacionados con la lucha contra el terrorismo al preparar visitas y simplificar la presentación de informes;	1
Como resultado del brote de ébola, las instituciones de seguridad guineanas reorientaron sus esfuerzos hacia la contención del brote.	0
Las partes informaron a la misión de que estaban convencidas de que el Acuerdo de Uagadugú había puesto fin al conflicto armado y de que la persistente crisis política sólo podría resolverse mediante la celebración de elecciones.	1
57. La FAO también está prestando apoyo técnico y jurídico al Gobierno Federal de Somalia para facilitar la adopción de un marco jurídico sólido para la pesca, incluido el establecimiento de una autoridad pesquera federal somalí, dependiente del Ministerio de Pesca y Recursos Marinos.	0
Además, el equipo de Darfur Occidental visitó los campamentos de refugiados en el Chad y el equipo de Darfur Meridional visitó el Centro de Detención de Seguridad Nacional en Nyala.	1
También se mencionó al Chad y Guinea en el contexto de la alerta temprana, donde el deterioro de la situación humanitaria tenía posibles consecuencias para la estabilidad regional.	0
Instar a los organismos regionales y/o subregionales pertinentes a desarrollar e implementar políticas, actividades y actividades de promoción en beneficio de los civiles afectados por conflictos armados.	1
530. Para que cualquier debate sobre los perpetradores sea inteligible, se necesitan dos herramientas jurídicas: las categorías de crímenes de los que pueden ser responsables y la enumeración de los diversos modos de participación en crímenes internacionales de los cuales se sospecha que las distintas personas son responsables.	1
184. La mayoría de los informes señalan una pauta de ataques indiscriminados contra civiles en aldeas y comunidades de los tres estados de Darfur que comenzaron a principios de 2003.	0
Estas tropas están ligeramente armadas, tienen poca movilidad terrestre, carecen de capacidad aérea y reciben un apoyo logístico y financiero mínimo.	0
Pidieron una acción más decisiva por parte de las Naciones Unidas en general sobre los factores que conducen al terrorismo, como la islamofobia.	1
Ella y el padre del Sr. Abu Adass, Tayssir, habían estado detenidos ilegalmente durante aproximadamente 10 días.	0
631. En particular, la Comisión concluye que en muchos casos las fuerzas y milicias gubernamentales bajo su control atacaron a civiles y destruyeron e incendiaron aldeas en Darfur, en contravención de los principios y normas pertinentes del derecho internacional humanitario.	0
El Consejo destacó que la reforma de los sectores de defensa y seguridad, la lucha contra la impunidad y la lucha contra el tráfico ilícito de drogas seguían siendo sectores prioritarios para la consolidación de la paz en Guinea-Bissau, e instó a las fuerzas armadas de Guinea-Bissau a respetar el gobierno y la supervisión civiles. .	1
Condenamos todos los actos de terrorismo perpetrados en el Afganistán, especialmente el más reciente ocurrido en la embajada de la India en Kabul, y expresamos nuestras condolencias a los gobiernos y pueblos de los países afectados y a los familiares de las víctimas.	0
16. Los afiliados de Al-Qaida, Tehrik-e Taliban Pakistan (TTP) (QE.T.132.11), Lashkar-e-Tayyiba y Harakat ul-Mujahidin (QE.H.8.01) siguen desempeñando un papel importante en la insurgencia en Afganistán.	0
La comunidad internacional debe asumir la responsabilidad de proteger a los civiles de Darfur y poner fin a la impunidad rampante que actualmente prevalece allí.	1
k) Establecer las directrices que sean necesarias para facilitar la implementación de las medidas antes impuestas;	0
Casi la mitad de las solicitudes son presentadas por personas sin asistencia letrada y el Defensor del Pueblo adopta medidas para garantizar que ningún peticionario resulte perjudicado por no tener representación legal.	0
"El Consejo de Seguridad observa que este año se cumple el decimoquinto aniversario del examen progresivo por parte del Consejo de Seguridad de la protección de los civiles en los conflictos armados como cuestión temática y reconoce la necesidad duradera de que el Consejo de Seguridad y los Estados Miembros fortalezcan aún más la protección de civiles en conflictos armados.	1
:: Utilizar el Fondo Fiduciario para actividades de desarme mundial y regional para avanzar con proyectos y actividades de inmediato	0
Tráfico de drogas y crimen organizado transnacional	0
8. Se recomienda que las Naciones Unidas adopten las siguientes medidas urgentes y específicas para facilitar la presencia continua y reforzada de la AMISOM en Somalia:	0
17. A lo largo de 2007 se registraron en el Afganistán más de 8.000 muertes en incidentes en los que participaron insurgentes (A/62/722-S/2008/159, párr. 17), frente a 6.000 muertos en todo tipo de violencia en 2006.	0
Subraya la importancia del acceso seguro y sin obstáculos del personal humanitario a los civiles en los conflictos armados, pide a las partes interesadas, incluidos los Estados vecinos, que cooperen plenamente con el Coordinador Humanitario de las Naciones Unidas y los organismos de las Naciones Unidas para proporcionar ese acceso, invita a los Estados y al Secretario -General que señale a su atención información sobre la denegación deliberada de dicho acceso en violación del derecho internacional, cuando dicha denegación pueda constituir una amenaza a la paz y la seguridad internacionales, y, en este sentido, expresa su voluntad de considerar dicha información y, cuando necesario, adoptar las medidas adecuadas.	1
Durante mi encuentro con las autoridades congoleñas al más alto nivel, incluido el Presidente Kabila, les planteé cuestiones relativas al debido proceso en los juicios y al uso de la pena de muerte.	1
La fuerza policial debe estar, y debe parecer, entrenada en un ambiente políticamente neutral.	0
Ambos Gobiernos son socios esenciales del Comité en su esfuerzo por lograr que el régimen sea más eficaz y esté más centrado en la lucha contra la amenaza, y ofrecieron muchas sugerencias útiles, además de proporcionar al Equipo información detallada sobre los acontecimientos recientes.	0
62. Se recomienda una mayor participación de las Naciones Unidas para abordar las causas profundas del conflicto, incluso apoyando iniciativas de gestión de recursos naturales y mecanismos de prevención y resolución de conflictos.	1
Crear un sistema estandarizado para la gestión y seguimiento de los casos de violencia de género; desarrollar una lista de verificación para los altos directivos; informe sobre los cinco compromisos del Alto Comisionado con las mujeres refugiadas.	0
28. La Organización Internacional para las Migraciones siguió apoyando el desarrollo del servicio de migración de la policía nacional mediante un amplio programa de creación de capacidad, proporcionando apoyo técnico jurídico para las revisiones de las leyes de inmigración y asilo y ayudando en la instalación de un servicio fronterizo. sistema de Información de Gestión.	0
A petición del Gobierno de Transición, el 25 de agosto mi Representante Especial transmitió al Presidente Kabila, en nombre del Comité Internacional de Apoyo a la Transición, un documento conceptual sobre el establecimiento de una cuarta comisión conjunta encargada de abordar cuestiones de buena gobernanza y administración económica.	1
Por lo tanto, cuando ningún Estado objeta o presenta una solicitud de exclusión de la lista o cuando la información presentada es insuficiente o contradictoria, el asunto podría remitirse a la Oficina.	1
243. A nivel mundial, las donaciones caritativas son un recurso financiero indispensable, en particular para muchos Estados en desarrollo y para los Estados que han sufrido grandes desastres.	0
Pide a todos los actores involucrados que, al negociar e implementar acuerdos de paz, adopten una perspectiva de género, incluyendo, entre otras cosas: (a) Las necesidades especiales de las mujeres y las niñas durante la repatriación y el reasentamiento y para la rehabilitación, la reintegración y la reconstrucción posterior al conflicto; b) Medidas que apoyen las iniciativas de paz de las mujeres locales y los procesos indígenas para la resolución de conflictos, y que involucren a las mujeres en todos los mecanismos de implementación de los acuerdos de paz; c) Medidas que garanticen la protección y el respeto de los derechos humanos de las mujeres y las niñas, en particular en lo que se refiere a la constitución, el sistema electoral, la policía y el poder judicial.	1
De hecho, ya es hora de que la comunidad internacional, y especialmente el Consejo de Seguridad, adopten medidas efectivas para contrarrestar las políticas y prácticas ilegales y criminales del régimen israelí y poner fin a su terrorismo de Estado contra el pueblo palestino y otros pueblos de la región.	0
Cuatro Estados han introducido específicamente medidas para la represión del reclutamiento de terroristas.	1
Sin embargo, persisten las preocupaciones en relación con los 2,3 millones de personas que siguen en crisis.	0
115. Dos agentes desarmados de la UIR oriental fueron atacados por miembros de la multitud que se manifestaba en Gleno el 8 de mayo, como se describe en los párrafos 61 a 63 supra.	0
Túnez y la Jamahiriya Árabe Libia ampliaron (en 2009 y 2010, respectivamente) las obligaciones de debida diligencia con los clientes, mantenimiento de registros y notificación de transacciones sospechosas a otras empresas y profesiones no financieras designadas, ampliando así el alcance de la lucha contra el blanqueo de dinero. y contrafinanciación de las obligaciones del terrorismo.	0
Destacando la necesidad de intensificar la lucha contra el terrorismo a nivel nacional y fortalecer, bajo los auspicios de las Naciones Unidas, una cooperación internacional eficaz en esta esfera sobre la base de los principios de la Carta de las Naciones Unidas y las normas del derecho internacional, incluido el respeto del derecho internacional humanitario y de los derechos humanos,	0
Reafirmando también sus resoluciones 1368 (2001), de 12 de septiembre de 2001, y 1373 (2001), de 28 de septiembre de 2001, y reiterando su apoyo a los esfuerzos internacionales para erradicar el terrorismo, de conformidad con la Carta de las Naciones Unidas,	1
El Equipo cree que una gran ventaja del Comité es que trabaja por consenso y que recurrir a los procedimientos de votación del Consejo de Seguridad a nivel del Comité socavaría una importante práctica de trabajo.	1
Destacando en este contexto la importancia de que el Gobierno [del país afectado] siga avanzando para poner fin a la impunidad y fortalecer las instituciones judiciales, el Estado de derecho y el respeto de los derechos humanos en [el país afectado], incluidos los de las mujeres y las niñas, y en el reconstrucción y reforma del sector penitenciario en [el país afectado].	1
Los avances en esta esfera permitirán que los centros de seguridad pública de la República Srpska y la administración de policía del Ministerio del Interior de la Federación de Bosnia y Herzegovina funcionen utilizando una metodología fiscal mejorada el próximo año.	0
El Consejo de Seguridad toma nota de la publicación del "Memorando de Rabat sobre buenas prácticas para una lucha eficaz contra el terrorismo en el sector de la justicia penal"; "Memorando de Roma sobre buenas prácticas para la rehabilitación y reintegración de delincuentes extremistas violentos"; y "Memorando de Argel sobre buenas prácticas para prevenir y negar los beneficios del secuestro para pedir rescate por terroristas".	0
El juicio contra el General Sanogo permanece en la fase previa al juicio; el asesinato de 16 predicadores en un campamento de las fuerzas armadas malienses en Diabaly en septiembre de 2012 sigue bajo investigación; Se está investigando la ejecución sumaria de tres tuaregs en Djébock (región de Gao) en febrero de 2014, y cuatro soldados de las fuerzas armadas malienses siguen detenidos.	0
Además, el Comité recibió y respondió a una notificación de embargo de armas en la que se invocaba el párrafo 13 a) de la resolución 2009 (2011), que no requería notificación al Comité en lo que se refería al material no letal que debía suministrarse al Gobierno de Libia.	1
18. En Beni, las autoridades locales y la sociedad civil han pedido una participación más activa de la Fuerza MONUSCO en operaciones militares contra las FDA, incluso mediante la realización de operaciones unilaterales.	1
11. Encarga al Comité que coopere con otros Comités de Sanciones pertinentes del Consejo de Seguridad, en particular el establecido en virtud de la resolución 1988 (2011); Listado	1
1. Condena en los términos más enérgicos todos los actos de terrorismo, independientemente de su motivación, cuándo y quién los haya cometido, como una de las amenazas más graves a la paz y la seguridad;	0
La policía respondió al fuego antes de regresar a toda velocidad a la sede de la PNTL.	0
32. Acoge con satisfacción las reuniones informativas periódicas del Gobierno del Afganistán sobre el contenido de la lista, así como sobre el impacto de las sanciones selectivas para disuadir las amenazas a la paz, la estabilidad y la seguridad del Afganistán y apoyar la reconciliación liderada por los afganos;	1
34. La Autoridad expresa su agradecimiento a la Unión Africana y las Naciones Unidas por su asistencia en los esfuerzos de la región por lograr una solución pacífica.	1
130. El viaje puso de relieve los problemas que afrontan los países en el proceso de establecimiento de marcos jurídicos e institucionales para luchar contra el terrorismo en un clima político, social y económico inestable.	1
En primer lugar, instó al Consejo de Seguridad a dar más reconocimiento y prominencia a los derechos humanos en sus resoluciones y declaraciones presidenciales.	1
Por lo tanto, el conflicto no se reduce simplemente a una situación de disturbios y tensiones internas, disturbios o actos de violencia aislados y esporádicos. Más bien, los requisitos de (a) existencia de grupos armados organizados que luchan contra las autoridades centrales, (b) control por parte de los rebeldes sobre parte del territorio y (c) combates prolongados, para que esta situación se considere un conflicto armado interno según el artículo 3 comunes a los Convenios de Ginebra.	0
La presión política sobre la UNMIK ha aumentado significativamente, con intentos de cuestionar su papel conforme a la resolución 1244 (1999) y el Marco Constitucional.	0
Acogiendo con beneplácito la adopción por la Asamblea General de la Estrategia global de las Naciones Unidas contra el terrorismo (A/60/288) de 8 de septiembre de 2006 y la creación del Grupo de Trabajo sobre la Ejecución de la Lucha contra el Terrorismo (CTITF) para asegurar la coordinación y coherencia generales en la lucha contra el terrorismo. -esfuerzos terroristas del sistema de las Naciones Unidas,	0
El Comité se esfuerza por garantizar que la lista consolidada sea dinámica y responda a la evolución de la amenaza que plantean Al-Qaida y los talibanes.	1
El Representante Especial Kobler informó al Consejo sobre varios ataques perpetrados por las Fuerzas Democráticas Aliadas que tuvieron lugar entre el 5 y el 18 de octubre, que causaron la muerte de más de 40 civiles y cientos de desplazados internos cerca de la ciudad de Beni, en la parte oriental de la República Democrática. República del Congo.	0
Al pedir un análisis más profundo de los objetivos compartidos por las comunidades de derechos humanos, desarrollo y seguridad, así como por el sistema de las Naciones Unidas y los Estados miembros, el Alto Comisionado destacó que las violaciones de los derechos humanos son a menudo una causa fundamental de los conflictos armados, como lo había sido Así ha sido el caso de Somalia y Bosnia y Herzegovina.	1
Ø Solicitar que los informes del Secretario General sobre situaciones específicas de cada país incluyan la violencia sexual como un aspecto específico del informe, incluyendo, en la medida de lo posible, datos desglosados ​​en cuanto a género y edad de las víctimas; y solicitar el desarrollo de estrategias y planes de acción específicos de la misión para prevenir y responder a la violencia sexual, como parte de una estrategia más amplia de protección de civiles.	0
El ataque obligó a muchos civiles a buscar refugio fuera de la ciudad, las Fuerzas Armadas Sudanesas sufrieron decenas de bajas y el SLM/A se llevó grandes cantidades de armas, municiones, combustible y otros suministros. El 29 de septiembre se produjo otro ataque contra la propia ciudad de Tawilla, cuando la policía gubernamental y unidades de las Fuerzas Armadas Sudanesas entraron en la ciudad y, más tarde, en el campamento adyacente de Dali para desplazados internos, disparando contra civiles de forma indiscriminada y sin provocación.	0
Apoyo a los hospitales que tratan a víctimas de violación (atención médica y quirúrgica, asesoramiento voluntario y confidencial post violación y tratamiento de enfermedades de transmisión sexual).	0
:: La existencia y la labor del TPIY estimularon el establecimiento de tribunales nacionales en Serbia, Bosnia y Croacia	1
El examen examinó 488 nombres de personas, grupos y entidades sujetos al régimen de sanciones contra Al-Qaida y los talibanes a fin de actualizar sus entradas o eliminarlos de la Lista cuando el Comité decidió que ya no era apropiado incluirlos.	0
Estoy dispuesto a trabajar estrechamente con el Consejo de Seguridad, colectivamente, y con las partes interesadas clave, individualmente, para poner fin a esta peligrosa crisis, concluir rápidamente el proceso de paz y restablecer actividades humanitarias vitales en Eritrea.	1
Las diferentes posibilidades incluyen un atacante suicida, una explosión inalámbrica usando frecuencias diferentes a las de los dispositivos de interferencia o usando las frecuencias de los dispositivos de interferencia, una explosión inalámbrica usando los propios dispositivos de interferencia, una explosión inalámbrica usando un teléfono satelital de Thuraya, el único teléfono empresa que trabaja en territorio libanés con enlaces por satélite, una explosión cableada utilizando un cable TNT o una explosión cableada utilizando otro tipo de cable instalado, como una línea telefónica, como cable de conexión.	0
Según informes, el 4 de septiembre el LRA atacó aldeas bodo y nahua en Ecuatoria Occidental, matando a ocho y secuestrando a dos niños, uno de los cuales escapó más tarde.	0
Que los resultados finales de seguimiento y evaluación recibidos del estudio de la costa petrolera de Arabia Saudita se tengan en cuenta cuando la Comisión supervise el uso de adjudicaciones para actividades de remediación ambiental, incluida la adjudicación para la reclamación de la Comisión No. 5000451.	1
Cuando son detenidos o repatriados por la fuerza, los funcionarios de la República Popular Democrática de Corea los someten sistemáticamente a persecución, tortura, detención arbitraria prolongada y, en algunos casos, violencia sexual, incluso durante registros corporales invasivos.	0
Creemos, sin embargo, que una retirada abrupta sería contraproducente y crearía un vacío sin precedentes, sobre todo teniendo en cuenta que aún no se han creado del todo las condiciones propicias para las esperadas inversiones a gran escala y el desarrollo sostenible.	0
21. También ha habido informes persistentes de que había helicópteros de Côte d'Ivoire estacionados en Guinea y de que Guinea había prestado uno de los helicópteros destruidos en noviembre de 2004 por las fuerzas francesas.	0
Mejorar la protección de los civiles en los conflictos armados es el núcleo de la labor del Consejo de Seguridad de las Naciones Unidas para el mantenimiento de la paz y la seguridad.	1
El general Guéi, ex jefe de la junta militar, y siete miembros de su séquito fueron ejecutados.	0
151. Otros, como el WGIG, si bien reconocen las ventajas de esas medidas para el cumplimiento de la ley, creen que la introducción de reglamentaciones obligatorias podría violar derechos humanos básicos.	0
"El Consejo de Seguridad renueva su llamamiento a los Estados para que pasen a ser partes lo antes posible en todos los convenios y protocolos internacionales pertinentes relacionados con el terrorismo y apliquen aquellos en los que son parte.	1
Reiteraron su llamado a todas las partes afganas a trabajar juntas por la paz y el establecimiento de un gobierno de base amplia, multiétnico y plenamente representativo.	1
La resolución establece obligaciones jurídicamente vinculantes para todos los Estados de adoptar y aplicar medidas apropiadas y eficaces contra la proliferación de armas nucleares, químicas y biológicas y sus sistemas vectores.	1
28. El Comité considerará, sobre la base de la propuesta de la Dirección Ejecutiva, una estrategia de comunicación destinada a promover la visibilidad del papel y las actividades del Comité y de la Dirección Ejecutiva en la lucha contra el terrorismo.	1
"El Consejo de Seguridad recuerda su resolución 1645 (2005) y reconoce el importante papel de la Comisión de Consolidación de la Paz en la promoción y apoyo de un enfoque integrado y coherente para la consolidación de la paz, incluida la promoción de una mayor coherencia y alineación de las políticas de los socios en torno a las estrategias y prioridades nacionales de consolidación de la paz. El Consejo reitera su apoyo a la labor de la Comisión y expresa su continua voluntad de hacer uso de su función de asesoramiento, promoción y movilización de recursos, incluso mediante asesoramiento específico sobre el compromiso internacional y nacional con los objetivos de consolidación de la paz a largo plazo en los países que figuran en la agenda de la Comisión. El Consejo destaca además el papel de la Comisión de Consolidación de la Paz en apoyo de una transición fluida de las misiones encomendadas en los países que figuran en su agenda, en particular mediante la movilización de apoyo internacional sostenido para satisfacer las necesidades críticas de capacidad nacional.	1
La policía lanzó gases lacrimógenos para dispersar a los partidarios de ambos partidos que lanzaban piedras en las calles.	0
25. El período de la UNTAET también fue testigo de la creación de muchas instituciones estatales modernas. Entre ellos se incluyen el Parlamento Nacional, el Consejo de Ministros, las estructuras de gobierno local, el servicio de policía y las fuerzas de defensa.	0
Decide por la presente establecer un tribunal internacional con el único propósito de procesar a los responsables de violaciones graves del derecho internacional humanitario cometidas en el territorio de [el Estado afectado] entre [fechas].	0
Por lo tanto, el papel del Consejo a la hora de proporcionar compensación a las víctimas de violaciones del derecho internacional puede ser viable y eficaz.	0
Consideraron enfoques holísticos para abordar los factores que conducen a la propagación del extremismo y el terrorismo en la región y cuál es la mejor manera en que las entidades de las Naciones Unidas pueden ayudar a abordar el fenómeno y sus efectos en la paz, la seguridad y la estabilidad.	1
Señalaron que Somalia seguiría necesitando una importante asistencia para el desarrollo de capacidades para garantizar que las bandas de piratas no pudieran volver a niveles máximos.	0
d) Declarar y aplicar una moratoria inmediata sobre la imposición y ejecución de la pena de muerte, seguida sin demora indebida de la abolición de la pena de muerte tanto en la ley como en la práctica;	0
2. Esta reunión se celebró en cumplimiento de la decisión de los dos Jefes de Estado, el Presidente de la República Argelina Democrática y Popular, Su Excelencia el Sr. Abdelaziz Bouteflika, y el Presidente de la República de Malí, Su Excelencia el Sr. Ibrahim Boubacar Keita, de establecer este mecanismo como herramienta estratégica para el seguimiento y la aplicación de todas las medidas que las partes consideren adecuadas para promover una solución pacífica y duradera de los problemas del norte de Malí.	1
También se acogió con beneplácito la celebración de la primera sesión abierta del Consejo de Paz y Seguridad sobre los niños afectados por los conflictos armados y su propuesta de nombrar un Enviado Especial de la Unión Africana para los niños en África.	1
Exige que todos los grupos armados, en particular los elementos [de grupos armados específicos] impidan el reclutamiento y la utilización de niños, exige además que todas las partes protejan y consideren víctimas a los niños que han sido liberados o separados de otras formas de las fuerzas y grupos armados, y enfatiza la necesidad de prestar especial atención a la protección, liberación y reintegración de todos los niños asociados con grupos armados;	0
"El Consejo alienta la cooperación internacional y regional para identificar el origen y la transferencia de armas pequeñas y ligeras a fin de impedir su desvío, incluso hacia Al-Qaida y otros grupos terroristas.	1
"El Consejo de Seguridad subraya que cualquier intento de desestabilizar el Chad por la fuerza es inaceptable.	0
"El Consejo de Seguridad condena las violaciones del derecho internacional humanitario y de los derechos humanos cometidas por miembros de las FARDC, incluidas las violaciones masivas cometidas en Minova el 24 de noviembre de 2012, y pide al gobierno de la República Democrática del Congo que detenga rápidamente, lleve ante la justicia y exigir responsabilidades a los responsables de tales violaciones, independientemente de su rango militar.	0
Como primer paso, pedí al Sr. van Walsum que estableciera contactos con las partes y los Estados vecinos para conocer sus opiniones sobre el camino a seguir.	0
Se presta especial atención al sector de la seguridad. También se examinan las acciones del Gobierno, el Presidente y la UNOTIL.	0
Exhorto a las autoridades libanesas a que hagan todo lo posible para arrestar a los responsables de este intento de asesinato y llevarlos ante la justicia.	1
▪ Las necesidades de las mujeres y las niñas durante la repatriación y el reasentamiento y para la rehabilitación, la reintegración y la reconstrucción posconflicto.	0
- se ha vuelto más fácil, en un mundo cada vez más globalizado, que los terroristas exploten tecnologías, comunicaciones y recursos sofisticados para sus objetivos criminales;	0
Condenamos enérgicamente los ataques criminales que el grupo terrorista Boko Haram continúa perpetrando en el norte de Nigeria y en los países vecinos.	0
10. La resolución 1373 (2001) del Consejo de Seguridad mantiene plenamente su actualidad y sigue siendo un documento clave de las Naciones Unidas en la esfera de la lucha contra el terrorismo.	1
Los días 3 y 7 de octubre. El Consejo emitió comunicados de prensa condenando los recientes ataques a la MINUSMA (SC/11587 y SC/11591).	0
En nombre de la República Checa, quisiera agradecer al CTC por todos los esfuerzos que realiza en la lucha contra el terrorismo internacional.	1
"El Consejo de Seguridad reconoce la intención expresada por representantes de ambas organizaciones de cooperar en una amplia agenda de interés mutuo, formulando respuestas conjuntas adecuadas, cuando corresponda, a las crisis humanitarias, promoviendo los derechos humanos, la libertad de expresión, la seguridad alimentaria, la protección del medio ambiente y la lucha contra el terrorismo y el tráfico ilícito de drogas y armas, al tiempo que reitera la necesidad de garantizar que todos los esfuerzos de las Naciones Unidas para restablecer la paz y la seguridad también respeten y promuevan el Estado de derecho.	1
La comunidad internacional ha investigado adecuadamente algunos casos destacados relacionados con la delincuencia organizada, incluido el tráfico de personas y de drogas, y los autores han comparecido ante la justicia.	0
El Grupo de las Naciones Unidas para el Desarrollo colabora con los Comités Ejecutivos en apoyo del objetivo más amplio de la consolidación de la paz y desarrolla políticas, directrices y procedimientos para mejorar el trabajo de la red de equipos de las Naciones Unidas en los países.	0
El Consejo de Seguridad acoge con satisfacción, a este respecto, la reunión inaugural del grupo de trabajo conjunto de las Naciones Unidas y la Unión Africana sobre paz y seguridad celebrada el 25 de septiembre de 2010 y alienta al grupo de trabajo a centrarse en cuestiones estratégicas y específicas de cada país en el continente de interés para ambas organizaciones.	1
97. Para concluir, quisiera expresar mi agradecimiento por el dedicado servicio de mi Representante Especial para el Sudán, Haile Menkerios, así como por todo el personal militar, policial y civil que presta servicios en la UNMIS.	1
El Convenio europeo para la represión del terrorismo, firmado el 13 de febrero de 1992, ratificado el 15 de abril de 1992, entró en vigor en la República Federativa Checoslovaca el 15 de julio de 1992.	0
Parece ser que la ONUCI dio permiso a la FACI para volar sus aviones Mi-24 supervivientes y un BAC 167 Strikemaster desde Yamoussoukro a la base aérea de Abidjan el 24 de enero de 2005 después de que el equipo de Observadores Militares de las Naciones Unidas (MILOB) de Yamoussoukro los hubiera inspeccionado en busca de armas.	0
▪ La prohibición de la violencia contra la vida y las personas, en particular el asesinato, la mutilación, los tratos crueles y la tortura; desapariciones forzadas; atentados a la dignidad personal; y violación, esclavitud sexual, prostitución forzada, embarazo forzado, esterilización forzada y cualquier otra forma de violencia sexual.	0
41. Como se describe con cierto detalle más adelante, todas las pruebas disponibles sugieren que los disparos iniciales que dieron inicio a las matanzas indiscriminadas en la mañana del 25 de marzo fueron el resultado de una acción coordinada de las fuerzas de seguridad.	0
El informe aprobado por el Comité Especial el 10 de marzo de 2000 (A/54/839) contiene una serie de recomendaciones que guardan relación con aspectos del informe del Secretario General sobre la protección de los civiles en los conflictos armados (S/1999/957). , y puede proporcionar la siguiente orientación.	1
