en_es_GOOGLE	VerCoop
Los efectivos de 1.435 efectivos en enero de 2006 se redujeron a 715 como resultado de los acontecimientos ocurridos en el primer semestre de 2006.	0
Aunque el mando de la PNTL no aprobó los ataques del 23 y 24 de mayo en los que participaron algunos oficiales de la PNTL, están relacionados con la ruptura de la cadena de mando, el faccionalismo existente y un historial previo de responsabilidad limitada.	0
16. Se creó un sitio web independiente para la Oficina del Defensor del Pueblo (http://www.un.org/en/sc/ombudsperson/). El sitio web proporciona información clave sobre las operaciones de la Oficina, incluida una descripción del procedimiento para considerar las solicitudes de exclusión de la lista e instrucciones generales sobre el contenido de las solicitudes presentadas al Ombudsman.	0
El Ombudsman podrá entablar un diálogo con estos Estados para determinar:	1
6. Solicita también al Comité establecido en virtud de la resolución 1267 (1999) que informe periódicamente al Consejo de Seguridad sobre la aplicación de esa resolución;	1
Facilitó una iniciativa con el Centro Africano para mejorar el uso de bases de datos internacionales por parte de los países del Sahel a fin de fortalecer la coordinación, el intercambio de información y la cooperación entre la policía y las autoridades fronterizas.	0
El Consejo insta a las partes en conflictos armados a cumplir las obligaciones que les corresponden en virtud del derecho internacional humanitario de respetar y proteger al personal humanitario y los envíos de socorro y a adoptar todas las medidas necesarias para facilitar el paso seguro, rápido y sin obstáculos de los envíos, equipos y suministros de socorro. personal.	0
Ordenar el establecimiento de mecanismos apropiados y adaptados localmente para la verdad y la reconciliación (por ejemplo, asistencia técnica, financiación y reintegración de civiles dentro de las comunidades).	0
Por lo tanto, le insto a que trabaje en pro de la aplicación del Capítulo VII de la Carta de las Naciones Unidas de conformidad con el Acuerdo de Argel que contó con su firma, ya que Etiopía mantiene y sigue manteniendo su posición intransigente desde hace casi dos años.	1
Además, Chile opina que el párrafo 2 de la parte dispositiva del proyecto de resolución contiene una condena de los ataques suicidas contra civiles únicamente.	0
Exhorta a todas las partes a cooperar plenamente con la comisión internacional independiente de investigación establecida por el Consejo de Derechos Humanos [fecha] para investigar los hechos y circunstancias que rodean las denuncias de graves abusos y violaciones de los derechos humanos cometidos en [el país afectado]. .., y solicita al Secretario General que transmita este informe al Consejo de Seguridad y a otros órganos internacionales pertinentes	1
La aldea de Nurei, cercana a la ciudad de Mornei, en Darfur occidental, fue atacada por los Janjaweed y las fuerzas gubernamentales en diciembre de 2003.	0
Todos los Estados han adoptado leyes y medidas para regular y vigilar la producción, venta y transferencia de armas y explosivos. Sin embargo, la información presentada no es suficiente para permitir una evaluación de la eficacia de su aplicación.	1
En una nota, Theo Van Boven, ex Relator Especial de la Subcomisión de Prevención de Discriminaciones y Protección a las Minorías, se refirió a esta disposición como más elaborada y específica sobre el derecho de las víctimas a obtener reparación que cualquier derecho internacional anterior. tratado.	0
Posteriormente, los fiscales neerlandeses trataron de prohibir y disolver la organización y liberar cualquier saldo acreedor de la cuenta bancaria de la organización al Estado, pero el tribunal dictaminó que el Gobierno no había demostrado que la sucursal neerlandesa de Al-Haramain, separada y aparte de la organización internacional, había apoyado el terrorismo. Los fiscales holandeses dijeron que planean apelar el fallo del tribunal, así como buscar más información sobre Al-Haramain y Al-Aqil en Estados Unidos.	0
El 11 de noviembre, por 14 votos a favor y 1 abstención, el Consejo aprobó la resolución 2183 (2014), en la que prorrogó el mandato de la fuerza multinacional de estabilización en Bosnia y Herzegovina (EUFOR Althea) por 12 meses más.	0
560. Es necesario agregar que la noción de responsabilidad superior también se aplica a los conflictos armados internos, como lo han sostenido con autoridad los Tribunales Internacionales. La opinión jurídica de los Estados es en el mismo sentido.	1
Excepto en los casos en que se sorprenda a una persona cometiendo un delito, los funcionarios encargados de hacer cumplir la ley deben presentar una orden judicial para arrestar o detener a una persona.	0
En la carta se señalaba que el Comité estaba considerando las recomendaciones contenidas en el informe con miras a mejorar las sanciones establecidas y su implementación.	1
El Consejo solicita a la MONUC que siga supervisando las denuncias de violencia extrajudicial y le informe.	1
9. El 25 de junio de 2008, el Comité celebró consultas oficiosas con el Grupo de Supervisión restablecido en virtud de la resolución 1811 (2008) y también examinó la solicitud del Consejo de Seguridad contenida en los párrafos 6 y 7 de la resolución 1814 (2008) de formular recomendaciones. sobre medidas específicas que el Consejo podría imponer a individuos y entidades que bloqueen el proceso de paz o violen el embargo de armas.	1
24. El Presidente, junto con los Presidentes de los Comités establecidos en virtud de las resoluciones 1373 (2001) y 1540 (2004), que también se ocupan de cuestiones de lucha contra el terrorismo, ofrecieron dos sesiones informativas conjuntas al Consejo de Seguridad en 2009. Las sesiones informativas se celebraron el 26 de mayo (véase S/PV.6128) y el 13 de noviembre (véase S/PV.6217).	1
Destacar en las resoluciones pertinentes la importancia de lograr soluciones duraderas para los refugiados y las personas desplazadas, incluido el retorno voluntario, seguro y digno, y de garantizar su plena participación en la planificación y gestión de estas soluciones.	1
Sin embargo, aún quedan muchos kilómetros por recorrer para lograr un cambio real y sostenido con respecto a los resultados sobre el terreno.	1
Se nos impidió incluso condenar la violencia y respaldar un plan pacífico desarrollado por los propios vecinos de Siria.	0
Tengo el honor de informarle que he recibido del Gobierno del Pakistán una solicitud para que establezca una comisión internacional en relación con el asesinato, el 27 de diciembre de 2007, del ex Primer Ministro del Pakistán, Mohtarma Benazir Bhutto.	1
La Oficina de Información y Administración supervisará las evaluaciones de fin de ciclo en el sistema electrónico de evaluación del desempeño (e-PAS) de todo el personal de la Dirección Ejecutiva y ayudará a todos los funcionarios que participan en la nueva iniciativa voluntaria de intercambio de redes para promover la movilidad a través de transferencias laterales de personal en grupos en red, como la red ocupacional política, de paz y seguridad.	0
Como señaló un tercer orador, sin una colaboración comprometida entre los miembros permanentes y electos, el Consejo se encontraría continuamente en un punto muerto, dado que las resoluciones requieren nueve votos para ser adoptadas.	1
Las disposiciones de amnistía excluyen la impunidad por la violencia de género.	0
28. El Comité considerará, sobre la base de la propuesta de la Dirección Ejecutiva, una estrategia de comunicación destinada a promover la visibilidad del papel y las actividades del Comité y de la Dirección Ejecutiva en la lucha contra el terrorismo.	1
Involucrar a las mujeres mediante la creación de comités de prevención de conflictos con equilibrio de género, incluidos representantes de la sociedad civil.	1
Toma nota de la elaboración de la política de debida diligencia en materia de derechos humanos, alienta [a la Misión] a implementarla plenamente y solicita al Secretario General que incluya los avances logrados en la implementación de la política en sus informes al Consejo;	1
En este sentido, el Consejo de Seguridad enfatiza que poner fin a la impunidad es esencial en los esfuerzos de una sociedad en conflicto y post-conflicto para llegar a un acuerdo con los graves crímenes del pasado bajo el derecho internacional, y para prevenir futuros crímenes graves bajo el derecho internacional.	1
Además, el Equipo de Vigilancia viajó dos veces a Bélgica, una para asistir a un simposio de la Organización de Aviación Civil Internacional y otra para reunirse con representantes de la Organización Mundial de Aduanas, así como a Francia para asistir a una reunión de expertos sobre sanciones financieras selectivas organizada por el Organismo Financiero Grupo de Trabajo de Acción y asistir a la tercera reunión plenaria del Grupo de Trabajo.	1
La visita a Bouaké se produjo un día después del enfrentamiento entre los rebeldes y la fuerza francesa de vigilancia del alto el fuego en Duékoué.	0
163. La aprobación del Estatuto de la Corte Penal Internacional, seguida del estatuto del Tribunal Especial para Sierra Leona, puede considerarse como la culminación de un proceso legislativo que en unos pocos años condujo a la cristalización de un conjunto de normas consuetudinarias que rigen los conflictos armados internos y a la penalización de violaciones graves de dichas normas, en el sentido de que de violaciones graves de esas normas puede derivarse responsabilidad penal individual.	0
26. En diciembre, la aparición de nuevos grupos rebeldes en el oeste del país dio lugar a nuevos desplazamientos de población hacia las fronteras con Liberia y Guinea.	0
Los miembros del Consejo mantuvieron un intercambio general sobre una serie de cuestiones, a saber, la situación en Cisjordania y la Franja de Gaza, incluida la urgente necesidad de reconstruir y reformar la infraestructura de la Autoridad Palestina mediante un fuerte apoyo de los donantes, la situación al otro lado de la Línea Azul y los diversos esfuerzos diplomáticos en curso, incluidos los preparativos para la convocatoria de una conferencia internacional sobre Oriente Medio.	1
&quot;El Consejo de Seguridad alienta la participación constante de las organizaciones regionales y subregionales pertinentes en el arreglo pacífico de controversias, según proceda, incluso mediante la prevención de conflictos, el fomento de la confianza y las iniciativas de mediación, y subraya la importancia de utilizar las capacidades existentes y potenciales de las organizaciones regionales y subregionales organizaciones subregionales a este respecto.	1
En la 6066ª sesión del Consejo de Seguridad, celebrada el 14 de enero de 2009, en relación con el examen por el Consejo del tema titulado &quot;Protección de los civiles en los conflictos armados&quot;, el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	1
A este respecto, el Consejo de Seguridad alienta a todos los Estados de la región a firmar y aplicar el Código de Conducta lo antes posible y les pide que adopten nuevas medidas eficaces a nivel nacional para combatir la piratería y el robo a mano armada en el mar en el Golfo de Guinea.	1
Tengo el honor de informarle que, como Presidente del Consejo de Seguridad durante el mes de agosto, el Reino Unido ha programado una reunión informativa para el 19 de agosto con motivo del Día Mundial de la Asistencia Humanitaria. La sesión informativa se centrará en la protección de los trabajadores humanitarios, en el marco del tema del programa sobre la protección de los civiles en los conflictos armados.	1
Se dice que muchas aldeas fueron atacadas más de una vez, hasta quedar completamente destruidas.	0
También recomienda que el Gobierno de Nepal se comprometa claramente con la reintegración de los niños asociados con fuerzas y grupos armados, y que mejore la protección jurídica de los niños penalizando el reclutamiento de niños y enjuiciando a los violadores de los derechos de los niños.	1
Recuerda que la protección de los civiles requiere una respuesta coordinada de todos los componentes pertinentes de la misión y alienta [a la misión] a mejorar la interacción, bajo la autoridad del Representante Especial del Secretario General, entre sus componentes civil y militar en todos los niveles y los actores humanitarios , con el fin de consolidar sus conocimientos sobre la protección de los civiles.	1
Además, los requisitos de mantenimiento de registros establecidos en el artículo 12 pueden ayudar al Comité y al Equipo de Vigilancia a identificar las fuentes de las armas utilizadas por Al-Qaida y sus asociados.	0
Las personas que son repatriadas por la fuerza desde China suelen ser sometidas a tortura, detención arbitraria, ejecución sumaria, aborto forzado y otras formas de violencia sexual.	0
Además, el Comité establecerá un calendario de reuniones que procure cumplir sus objetivos con eficacia y prontitud.	1
En nombre del Comité del Consejo de Seguridad establecido en virtud de la resolución 751 (1992) relativa a Somalia, y de conformidad con el párrafo 3 i) de la resolución 1587 (2005) del Consejo de Seguridad, tengo el honor de transmitir adjunto el informe del Grupo de Supervisión sobre Somalia (ver anexo).	1
Que los resultados finales de seguimiento y evaluación recibidos del estudio de la costa petrolera de Arabia Saudita se tengan en cuenta cuando la Comisión supervise el uso de adjudicaciones para actividades de remediación ambiental, incluida la adjudicación para la reclamación de la Comisión No. 5000451.	1
Un Estado señaló que había ampliado la base sobre la cual las organizaciones terroristas podían incluirse en su Código Penal para incluir a las organizaciones que propugnaban la comisión de un acto terrorista.	0
El Consejo apoya la idea de establecer una unidad de asistencia sobre el estado de derecho dentro de la Secretaría y espera recibir las propuestas de la Secretaría para la implementación de las recomendaciones establecidas en el párrafo 65 del informe del Secretario General sobre el estado de derecho y la justicia de transición en los conflictos. y las sociedades que salen de conflictos (S/2004/616).	1
En situaciones recientes, como las de Costa de Marfil y Libia, el Consejo acogió con agrado las comisiones de investigación establecidas por el Consejo de Derechos Humanos. Esto ha demostrado cómo las medidas concretas para mejorar la paz y la seguridad y la protección de los derechos humanos están estrechamente vinculadas.	1
Reafirma... su condena en los términos más enérgicos de todos los actos de violencia o abusos cometidos contra civiles en situaciones de conflicto armado en violación de las obligaciones internacionales aplicables con respecto, en particular, a (i) la tortura y otros tratos prohibidos, (ii) las violaciones de género. violencia basada en la violencia sexual, (iii) violencia contra los niños, (iv) el reclutamiento y uso de niños soldados, (v) la trata de personas, (vi) el desplazamiento forzado y (vii) la denegación intencional de asistencia humanitaria, y exige que todas las partes pongan fin a tales prácticas.	0
En las consultas privadas que siguieron, los miembros del Consejo destacaron la importancia de reanudar las negociaciones entre israelíes y palestinos y condenaron las acciones unilaterales, en particular la construcción de asentamientos en territorios ocupados, que socavaron los esfuerzos del Cuarteto por lograr una solución negociable del conflicto.	1
Despliegue de policía civil internacional calificada y bien capacitada como componente de las operaciones de mantenimiento de la paz, para mejorar la capacidad de las Naciones Unidas y ayudar al Estado anfitrión en la aplicación de la ley. (referencia publicitaria)	0
28. En vista de la situación imperante, creo que la MINURSO sigue desempeñando una importante función estabilizadora y de vigilancia del alto el fuego sobre el terreno y quisiera recomendar que su mandato se prorrogue por un nuevo período de seis meses, hasta el 30 de abril de 2006.	1
Cuando es posible, los gobiernos trabajan con sus territorios para alentarlos a redactar leyes nacionales apropiadas contra el terrorismo, pero en muchos casos es necesario mejorar esos marcos.	0
Estas resultaron útiles para promover la labor del Comité, aumentar la conciencia y la comprensión del régimen de sanciones, desarrollar ideas para mejorar la eficacia de las medidas y debatir las dificultades que enfrentan algunos Estados en la aplicación y lo que se podría hacer para ayudarlos. D. Reuniones con los servicios de seguridad e inteligencia	1
Utilizar un enfoque de evaluación participativa para garantizar que las mujeres y niñas retornadas y desplazadas internamente influyan en el establecimiento y el contenido de las estrategias y programas de reintegración; perfeccionar los puntos de referencia de reintegración sensibles al género en cuestiones como la reforma constitucional y los procesos electorales; desagregar indicadores por sexo.	1
El Grupo también visitó el puesto de control policial de Niangoloko e inspeccionó el &quot;registro de movimientos&quot;, pero no observó ninguna irregularidad; se habían confiscado algunas escopetas y pistolas artesanales.	1
Desarrollar un plan de acción departamental de género para integrar la perspectiva de género en sus actividades de prevención de conflictos, establecimiento de la paz y consolidación de la paz.	1
La UE también expresó su apoyo a la declaración de mi Representante Especial del 8 de septiembre, en la que subrayaba que no podía haber una solución militar a los problemas que afrontaban las instituciones federales de transición.	1
En la 6492ª sesión del Consejo de Seguridad, celebrada el 28 de febrero de 2011, en relación con el examen por el Consejo del tema titulado &quot;Amenazas a la paz y la seguridad internacionales causadas por actos terroristas&quot;, el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	1
El Gobierno del Líbano también me ha informado de que las Fuerzas Armadas Libanesas habían aumentado aún más su presencia, levantado nuevos puestos de control y reforzado los controles alrededor de las posiciones de los grupos armados palestinos con sede en la República Árabe Siria, al sur de Beirut y en el valle de Beqaa. El 7 de octubre, el ejército libanés llevó a cabo redadas contra puestos ocupados por grupos armados palestinos con sede en Siria en el valle de Beqaa, durante las cuales se incautaron armas.	1
El informe aprobado por el Comité Especial el 10 de marzo de 2000 (A/54/839) contiene una serie de recomendaciones relacionadas con aspectos del informe del Secretario General sobre la protección de los civiles en los conflictos armados (S/1999/957). y puede proporcionar la siguiente orientación.	1
Reafirmando su resolución 1373 (2001), de 28 de septiembre de 2001, y reiterando su apoyo a los esfuerzos internacionales para erradicar el terrorismo, de conformidad con la Carta de las Naciones Unidas,	1
En 1993, esa visión era, en el mejor de los casos, borrosa. En ese momento, era imposible definir objetivos finales que hubieran estado cerca de satisfacer las preocupaciones de ambos pueblos.	0
Retamos a cualquiera a decir que ahora hay un solo brote de violencia o batalla en cualquier parte del Sudán.	0
En algún momento entre las 13.15 y las 13.30 horas, el teniente coronel Ahmed Al-Assir le informó de la explosión y de que el objetivo había sido la caravana del Sr. Hariri.	0
Además, durante la visita del Equipo al Sudán, se proporcionó información oficial sobre grupos asociados con Al-Qaida que contrabandeaban armas a través de Eritrea hacia elementos de Al-Qaida en la Arabia Saudita.	1
13. Alienta a Interpol a intensificar sus esfuerzos con respecto a la amenaza de los combatientes terroristas extranjeros y a recomendar o establecer recursos adicionales para apoyar y alentar medidas nacionales, regionales e internacionales para monitorear y prevenir el tránsito de combatientes terroristas extranjeros, como la ampliación de la uso de avisos especiales de INTERPOL para incluir a los combatientes terroristas extranjeros;	1
7. La aprobación por el Parlamento de la ley electoral permitiría a la Comisión Electoral Independiente establecer el calendario electoral y proceder con la organización de las elecciones.	0
36. En Gambia, grupos de oposición protestaron contra las autoridades estatales por la falta de rendición de cuentas por presuntos abusos de los derechos humanos. El 4 de noviembre, el ex Jefe del Estado Mayor de la Defensa, general Lang Tamba, y seis personas coacusadas presentaron un recurso de apelación ante el Tribunal Supremo contra la sentencia de muerte por conspiración y traición, dictada por el Tribunal Superior en julio de 2010 y confirmado por el Tribunal de Apelaciones en octubre de 2012.	0
(a) garantizar la más amplia difusión posible de información sobre el derecho internacional humanitario, los derechos humanos y el derecho de los refugiados;	1
12. Observando los avances en la reforma del poder judicial, incluido el establecimiento del Tribunal Constitucional, la Cour de Cassation y el Consejo de Estado previsto en la Constitución, el Ministro de Justicia destacó la importancia de establecer tribunales en cada uno de los 145 territorios para restaurar efectivamente la autoridad del Estado y resolver disputas a nivel local.	0
Dieciocho personas detenidas en Bouaké en relación con los hechos fueron trasladadas a la prisión civil de Korhogo. En otro incidente, el 17 de enero, 11 personas, entre ellas dos nacionales franceses, presuntamente asociadas con el Sr. Coulibaly, fueron arrestadas en Abidján por planear un golpe de estado. El 30 de enero, el fiscal del tribunal militar de Abidján emitió una orden de detención internacional contra el Sr. Coulibaly, acusado de conspiración contra el Estado.	0
o El 16 de noviembre de 2014, las fuerzas del régimen lanzaron granadas de mortero contra la mezquita de Madera, en Rif Dimashq, hiriendo a cuatro civiles y dañando gravemente la mezquita.	0
&quot;El Consejo de Seguridad reconoce los importantes logros alcanzados en la lucha contra el terrorismo y también reconoce que persisten lagunas en la lucha general contra este flagelo, insta a todos los Estados miembros y al sistema de las Naciones Unidas a abordarlas y destaca la necesidad de garantizar que la lucha contra el terrorismo sigue siendo una prioridad en la agenda internacional.	1
Esto también serviría para promover la cooperación regional contra el terrorismo.	1
Decide que todos los Estados adoptarán las medidas necesarias para impedir la venta o el suministro a [el Estado afectado], por sus nacionales o desde sus territorios o utilizando buques o aeronaves de su pabellón, de armas y material conexo de todo tipo, incluidas armas y municiones. , vehículos y equipos militares, equipos paramilitares y repuestos de los mismos, originarios o no de sus territorios.	1
El Programa de Acción contiene sugerencias concretas para mejorar la legislación y los controles nacionales y la asistencia y cooperación internacionales. Exhorta a los Estados a abordar las necesidades especiales de los niños afectados por conflictos armados.	0
Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas, destacando a este respecto el importante papel que desempeñan las Naciones Unidas en la dirección y coordinación de este esfuerzo ,	1
13. Los Comisionados decidieron que, a fin de recomendar &quot;medidas para garantizar la rendición de cuentas por los crímenes y violaciones graves de los derechos humanos presuntamente cometidos durante el período antes mencionado, teniendo en cuenta que el Gobierno de Timor-Leste considera que el sistema de justicia interno, que que cuenta con la participación de jueces, fiscales y abogados defensores internacionales, debería ser la vía principal para la rendición de cuentas por estos presuntos crímenes y violaciones&quot;, necesitarían hacer una evaluación preliminar del sistema de justicia interno existente en Timor-Leste.	1
No podemos enviar el mensaje de que los terroristas serán inmunes y nos contentaremos con condenas rutinarias.	0
24. El Comité considerará la información de la Dirección Ejecutiva con respecto a su continuación prestando estrecha atención a la resolución 1624 (2005) en su diálogo con los Estados Miembros; su trabajo con los Estados miembros para desarrollar, de conformidad con sus obligaciones en virtud del derecho internacional, estrategias que incluyan la lucha contra la incitación a actos terroristas motivados por el extremismo violento y la intolerancia; y su facilitación de asistencia técnica para la implementación de la resolución 1624 (2005).	1
En primer lugar, instó al Consejo de Seguridad a dar más reconocimiento y prominencia a los derechos humanos en sus resoluciones y declaraciones presidenciales.	1
Durante 54 horas hubo discusiones exhaustivas y difíciles sobre la cuestión del equipo de investigación en el campo de refugiados de Jenin.	1
Durante estas detenciones, las víctimas fueron a menudo maltratadas, les robaron sus pertenencias, sus casas fueron destrozadas y, en algunos casos, fueron ejecutadas sumariamente.	0
Durante su última visita a Damasco, del 10 al 15 de diciembre de 2014, el Equipo de Evaluación de la Declaración continuó entrevistándose con las principales personas del programa sirio de armas químicas, celebró reuniones técnicas con la Autoridad Nacional de la República Árabe Siria y visitó dos sitios.	0
d) Con aportaciones del grupo de trabajo del Comité sobre asistencia y su grupo de trabajo sobre cooperación con organizaciones internacionales, incluidos los Comités del Consejo de Seguridad establecidos en virtud de las resoluciones 1267 (1999) y 1373 (2001), cuando proceda, siga organizando y participando en actividades de divulgación a nivel internacional, regional y subregional; estar preparado para enfatizar y participar en programas de asistencia, promover el intercambio de experiencias, lecciones aprendidas y prácticas efectivas y estar dispuesto a facilitar ofertas o solicitudes de asistencia;	0
Por lo tanto, se ocupa en gran medida de aspectos de los contextos sociales que pueden favorecer la propagación del terrorismo.	0
16. Durante el período que abarca el informe, en algunas ocasiones la FPNUL volvió a enfrentar restricciones a su libertad de circulación en su zona de operaciones, que en algunos casos han puesto en peligro la seguridad del personal de mantenimiento de la paz de las Naciones Unidas.	0
Señaló que 69 trabajadores humanitarios habían sido asesinados desde el inicio del conflicto y que la violencia sexual se había utilizado como forma de tortura, para herir, degradar, intimidar y como forma de castigo.	0
En conclusión, los desafíos que enfrenta el Afganistán son enormes, pero estamos logrando avances.	0
Según la Red Siria por los Derechos Humanos, en noviembre el régimen sirio mató a seis activistas de los medios de comunicación, incluido uno que murió bajo tortura en un centro de detención del régimen sirio, e hirió a otros cinco.	0
55. Para mejorar su apoyo logístico a los contingentes y la policía desplegados en los entornos más difíciles de Malí, la Misión ha asignado personal de apoyo civil para facilitar la planificación logística y la presentación de informes de algunas unidades militares desplegadas en Kidal y Tessalit.	0
Exige que todos los grupos armados, en particular los elementos [de grupos armados específicos] impidan el reclutamiento y la utilización de niños, exige además que todas las partes protejan y consideren víctimas a los niños que han sido liberados o separados de otras formas de las fuerzas y grupos armados, y enfatiza la necesidad de prestar especial atención a la protección, liberación y reintegración de todos los niños asociados con grupos armados;	0
Además, en la medida en que el proceso de sanciones tenga por objeto fomentar un cambio de conducta, una descripción de los hechos que llevaron a la exclusión de la lista podría guiar al Ombudsman en el contexto del diálogo con los peticionarios y proporcionar ejemplos para las personas y entidades incluidas en la lista en general.	0
h) Continuar intensificando los esfuerzos para crear conciencia entre los parlamentarios y otras autoridades de alto nivel;	1
&quot;El Consejo de Seguridad reitera la necesidad de aumentar la cooperación actual entre los comités con mandatos de lucha contra el terrorismo establecidos en virtud de las resoluciones 1267 (1999) y 1989 (2011), 1988 (2011), 1373 (2001) y 1540 (2004) y sus respectivos grupos. de expertos.	1
Además, defensores de derechos humanos han denunciado casos de robo, violencia y saqueos perpetrados por las fuerzas de seguridad y la población civil contra los habitantes de estos barrios.	0
594. En el momento en que se estableció por primera vez esta obligación internacional, y tal vez incluso en 1949, cuando se redactaron y aprobaron los Convenios de Ginebra, se concebía claramente como una obligación de cada Estado contratante hacia cualquier otro Estado contratante interesado.	0
La modificación de la Ley nº 61/1996 (Ley nº 284/2004, de 8 de abril de 2004, en vigor a partir del 1 de septiembre de 2004 - nueva Ley contra el blanqueo de capitales) prevé que la UAF podrá intercambiar información con autoridades extranjeras que tengan la misma competencia, ya sea en el ámbito determinado por un tratado internacional o sobre la base de la reciprocidad.	1
:: Informe al Comité después de cada reunión Cada grupo de trabajo estará presidido por un miembro del Comité, con el apoyo del personal de la Oficina de Asuntos de Desarme, el personal de expertos del Comité establecido en virtud de la resolución 1540 (2004) y su secretaría. , según sea necesario.	1
110. La capacitación es un precursor esencial para cualquier ataque exitoso, y es importante recordar que el embargo de armas incluye específicamente la capacitación (resolución 1617 (2005), párr. 1 c)).	0
Sin embargo, se necesitan medidas urgentes para revitalizar la Brigada y, al mismo tiempo, garantizar una contribución más activa de las brigadas marco tanto en lo que respecta a las operaciones para neutralizar a los grupos armados como para proteger a los civiles.	1
Estas recomendaciones sugieren que el Comité: (a) aliente a los Estados, antes de proponer una inclusión en la lista, y sin perjuicio de su derecho a continuar con su presentación, a considerar la posibilidad de ponerse en contacto con el Estado de residencia y/o ciudadanía de la persona designada propuesta; b) aclarar el procedimiento que debe seguirse en los casos en que un Estado congele por error sus activos a personas inocentes con un nombre similar al de una de las partes incluidas en la lista; (c) exigir que los Estados envíen peticiones de exclusión de la lista al Comité, incluso si objetan las peticiones particulares, para que el Comité pueda tomar la determinación final; (d) ampliar el número de Estados que pueden presentar peticiones de exclusión de la lista; (e) esforzarse por llegar a una decisión sobre las peticiones de exclusión de la lista dentro de un período definido, cuando sea posible, y notificar el resultado al Estado solicitante; f) aclarar que la exclusión de la lista está disponible, bajo ciertas condiciones, tanto para una parte que haya sido designada erróneamente como para aquellos que renuncien al terrorismo y demuestren, a satisfacción del Comité, que ya no están asociados con Al-Qaida o los talibanes; y g) permitir, en circunstancias apropiadas, la exclusión de personas fallecidas de la lista (S/2005/572, párrs. 28, 31, 55 a 57 y nota 26).	1
La presencia limitada del ACNUR en los campos y entre los refugiados es otro obstáculo que el país de asilo ha puesto al cumplimiento de su mandato por parte del ACNUR.	0
Ésta es la esencia de las tradiciones humanitarias de Côte d&#39;Ivoire: una sociedad con un fuerte espíritu democrático y que anhela el estado de derecho y el respeto de los derechos humanos para todos, sin discriminación por motivos de nacionalidad u origen.	1
87. Este control fragmentado del entorno marítimo somalí ha creado o promovido tres importantes generadores de ingresos para las administraciones locales: a) la exportación desde Somalia, entre otros productos, de grandes cantidades comerciales de carbón vegetal, b) el acceso extranjero irrestricto al medio marino somalí. recursos y pesquerías por parte de buques pesqueros extranjeros y (c) piratería generalizada. Carbón	0
Un total de 25 Estados han implementado plenamente controles sobre sus procesos de asilo para prevenir abusos por parte de personas que han cometido actos terroristas.	0
9. Pide a los Estados que aún no lo hayan hecho que consideren la posibilidad de ratificar los instrumentos del derecho internacional humanitario, de los derechos humanos y del derecho de los refugiados, y que adopten medidas legislativas, judiciales y administrativas apropiadas para cumplir sus obligaciones en virtud de esos instrumentos;	1
Añadió que se sentía alentado por la renovada determinación de los países de la subregión de trabajar juntos para hacer frente a esas amenazas.	1
Además, ha habido advertencias sobre células de Al-Qaida en Zambia, y tanto Sudáfrica como Zambia han extraditado a presuntos terroristas en el pasado.	0
Los niños han sido vistos con uniformes y portando armas dentro y alrededor de los campamentos rebeldes.	0
117. Los actos de terrorismo e incitación son manifestaciones complejas de conducta delictiva.	0
2. Decide también que todos los Estados, de conformidad con sus procedimientos nacionales, adoptarán y harán cumplir leyes apropiadas y eficaces que prohíban a cualquier actor no estatal fabricar, adquirir, poseer, desarrollar, transportar, transferir o utilizar armas nucleares, químicas o biológicas y sus medios vectores, en particular con fines terroristas, así como los intentos de realizar cualquiera de las actividades anteriores, participar en ellas como cómplice, ayudarlas o financiarlas;	1
En este sentido, el Consejo de Seguridad alienta a que se siga incorporando la protección de los niños en las actividades de promoción, las políticas, los programas y la planificación de misiones de esas organizaciones y acuerdos, así como la capacitación del personal y la inclusión del personal de protección de los niños en sus operaciones y establecimiento de mantenimiento de la paz y sobre el terreno. dentro de sus secretarías, de mecanismos de protección infantil, incluso mediante el nombramiento de puntos focales de protección infantil.	1
Esas reuniones proporcionan al Comité información inestimable tanto sobre la aplicación del régimen de sanciones como sobre la amenaza que plantean Al-Qaida y sus afiliados, y proporcionan un foro para que los funcionarios de inteligencia y seguridad de diferentes países interactúen entre sí y con las autoridades Equipo e intercambio de información.	0
Esperaban que esto permitiera realizar avances decisivos en las negociaciones cara a cara en el período anterior a la fecha prevista para el acuerdo en junio, respaldada nuevamente por el Consejo.	1
Esperamos profundizar nuestra relación con las Naciones Unidas en el próximo período.	1
Exhortando a los Estados a que cooperen plenamente con el Comité contra el Terrorismo (CTC) establecido en virtud de la resolución 1373 (2001), incluida la recientemente creada Dirección Ejecutiva del Comité contra el Terrorismo (CTED), el &quot;Comité de Sanciones contra Al-Qaida y los talibanes&quot; establecido en virtud de de conformidad con la resolución 1267 (1999) y su Equipo de Apoyo Analítico y Vigilancia de Sanciones, y el Comité establecido en virtud de la resolución 1540 (2004), y exhortando además a esos órganos a mejorar la cooperación entre sí,	1
A medida que los combates se intensificaron, las F-FDTL reforzaron sus posiciones en las colinas enviando un buque de la marina a la bahía de Tibar.	0
