en_es_DEEPL	MatCoop
La respuesta a esto, en mi opinión, no es que se deba gastar menos en tribunales mixtos, sino que se debe prestar más atención y financiación a los sistemas nacionales de justicia post-conflicto en su conjunto.	0
Se adoptaron declaraciones presidenciales sobre los niños y los conflictos armados (S/PRST/2002/12), Timor Oriental (S/PRST/2002/13), las elecciones en Sierra Leona (S/PRST/2002/14), la admisión de nuevos miembros (S/PRST/2002/15), Kosovo (S/PRST/2002/16), la República Democrática del Congo (S/PRST/2002/17) y la FNUOS (S/PRST/2002/18).	1
Cinco personas mueren y 10 resultan gravemente heridas.	0
27. Al final del período que abarca el informe, la dotación de policía de la UNMIK se acercaba a los 4.400 agentes procedentes de 53 países, lo que representaba más del 90% de la dotación total autorizada para la Misión.	0
A. Establecimiento del centro de mando integrado	1
(i) Ataques de las fuerzas armadas del Gobierno y de los Janjaweed 241. Sobre la base de su análisis de otras fuentes y de su propia labor de investigación, la Comisión determinó que los ataques contra aldeas de Darfur llevados a cabo por las fuerzas armadas del Gobierno del Sudán y los Janjaweed se produjeron a lo largo de todo el conflicto, con picos de intensidad durante determinados períodos.	0
Condenar y pedir el cese inmediato de todos los actos de violencia o abusos cometidos contra civiles en violación del derecho internacional humanitario y de las normas de derechos humanos aplicables.	0
Condenar y pedir el cese inmediato de los ataques dirigidos deliberadamente contra trabajadores humanitarios.	0
En su lugar, los Estados deben establecer un marco jurídico claro, completo y coherente que tipifique los actos terroristas como delitos graves, penalice dichos actos en función de su gravedad, establezca la jurisdicción y ayude a los tribunales a llevar a los terroristas ante la justicia.	1
Sin embargo, para garantizar la continuación de este amplio programa de acción contra las minas, se ha solicitado financiación adicional a los donantes para 2008.	1
Además, los líderes albanokosovares han percibido la victoria del Presidente Kostunica como una amenaza a sus aspiraciones de independencia para la provincia.	0
(b) Alentar a los Estados a que adopten medidas adecuadas para proteger a su sector sin ánimo de lucro de los abusos de la financiación del terrorismo;	0
La modificación de la Ley nº 61/1996 (Ley nº 284/2004 de 8 de abril de 2004, en vigor desde el 1 de septiembre de 2004 - nueva Ley contra el blanqueo de capitales) prevé que la UAF pueda intercambiar información con las autoridades extranjeras que tengan la misma competencia, ya sea en el ámbito determinado por un tratado internacional o sobre la base de la reciprocidad.	0
Malí y Níger son miembros del recién creado Centro Conjunto de Inteligencia subregional de Tamanrasset (Argelia).	1
El criterio para medir el éxito de un tribunal mixto debe ser su legado para las personas más afectadas por los crímenes, en este caso en Sierra Leona.	1
Sin embargo, muchos de ellos sólo han empezado a desarrollar capacidades específicas de lucha contra el terrorismo.	1
Junto con los 12 convenios temáticos contra el terrorismo, y a falta de una definición universalmente acordada de terrorismo, la Lista se erige a la vez en símbolo de la determinación internacional y en medida práctica para hacer frente al desafío global que Al-Qaida, los talibanes y sus asociados plantean a la paz y la seguridad internacionales.	0
Tras una minuciosa investigación, el Gobierno de Estados Unidos determinó que Ahmed Abu Khattalah era una figura clave en esos ataques armados.	1
54. Los datos anecdóticos sugieren que los fondos procedentes del pago de rescates y del tráfico de drogas se mueven a través de las fronteras mediante correos con dinero en efectivo.	0
Durante el periodo comprendido entre el 20 de octubre y el 10 de diciembre de 2014, helicópteros del régimen lanzaron un total de 1.125 bombas de barril, matando a 603 civiles, entre ellos 129 niños y 112 mujeres.	0
64. El hecho de que los Estados y el Comité estén interesados en mantener las listas de ideólogos a pesar de la falta de impacto parece ser un indicio de una tendencia más amplia en la lucha antiterrorista, que consiste en hacer coincidir el esfuerzo por capturar y detener a los terroristas con el esfuerzo por evitar que otros se conviertan en terroristas en primer lugar.	1
Deben realizarse esfuerzos desde el principio para garantizar la coordinación con los organismos encargados de hacer cumplir la ley y otras autoridades nacionales; desarrollar marcos jurídicos nacionales adecuados; y mejorar la capacidad de los sistemas judicial y de aplicación de la ley.	0
Muchos de los informes se refieren al secuestro de mujeres.	0
100. Se creó un programa de votantes con necesidades especiales para permitir que categorías especiales de votantes, como los confinados en casa por miedo, los hospitalizados, los discapacitados mentales, los ancianos y los presos, se inscribieran y votaran simultáneamente.	1
Al iniciarse el proceso de recogida de armas, llegaron otros seis vehículos de las Naciones Unidas en los que viajaban funcionarios de la UNPOL, entre ellos el Sr. Malik.	1
Mi proyecto de presupuesto para la MONUC correspondiente al período completo de 12 meses comprendido entre el 1º de julio de 2005 y el 30 de junio de 2006, incluidas las necesidades para el apoyo a las elecciones y el personal adicional de policía civil autorizado por el Consejo en su resolución 1621 (2005), se está preparando actualmente y se presentará en breve a la Asamblea General para que lo examine y adopte las medidas oportunas.	0
El derecho internacional también prohíbe los ataques indiscriminados contra civiles, es decir, cualquier ataque contra zonas o lugares en los que puedan encontrarse tanto civiles como combatientes, que no esté dirigido contra un objetivo militar específico, o que emplee métodos o medios de combate que no puedan dirigirse contra un objetivo militar específico.	0
(k) Proporcionar formación militar, incluso en el ámbito de los derechos humanos, el derecho internacional humanitario, la protección de la infancia y la prevención de la violencia de género, a diversos miembros y unidades de las brigadas integradas de las FARDC desplegadas en la parte oriental de la República Democrática del Congo, como parte de los esfuerzos internacionales más amplios para apoyar la reforma del sector de la seguridad;	1
La investigación inicial puso de manifiesto que nadie afirmaba tener la menor pista de que estuviera ocurriendo algo en torno al Sr. Hariri que pudiera poner en peligro su vida.	1
Exigir a los Estados que tomen todas las medidas necesarias para procesar a los responsables de ataques contra periodistas, profesionales de los medios de comunicación y personal asociado en violación del derecho internacional humanitario aplicable.	0
Los nacidos antes del 25 de mayo de 1988 o reclutados después del 25 de mayo de 2006 debían ser dados de baja inmediatamente, tal y como exigía el Acuerdo General de Paz.	1
En una nota, Theo Van Boven, antiguo Relator Especial de la Subcomisión de Prevención de Discriminaciones y Protección a las Minorías, se refirió a esta disposición como más elaborada y específica sobre el derecho de las víctimas a obtener reparación que cualquier otro tratado internacional de derechos humanos anterior.	1
"El Consejo de Seguridad reitera su condena, igualmente enérgica, de todas las violaciones del derecho internacional aplicable que impliquen el reclutamiento y la utilización de niños por las partes en conflictos armados, así como su nuevo reclutamiento, asesinato y mutilación, violación y otros actos de violencia sexual, secuestros, ataques contra escuelas u hospitales y denegación de acceso humanitario por las partes en conflictos armados.	0
215. Todos los Estados han introducido legislación que regula la producción, venta y transferencia de armas y explosivos.	1
Tales posiciones pueden considerarse una participación indirecta en el engaño a la opinión pública y un desconocimiento de la posición del Gobierno sirio en relación con los acontecimientos que tienen lugar en su propio territorio. Se trata de una incitación irresponsable a todo tipo de actos de violencia, dando cobertura internacional a actos terroristas internacionales emprendidos por grupos terroristas contra Siria, sus intereses y su pueblo.	0
29. Entretanto, los esfuerzos del componente de policía de la ONUCI por asesorar al Gobierno de Reconciliación Nacional sobre la reestructuración de las Fuerzas de Defensa y Seguridad de Côte d'Ivoire y ayudar a restablecer una presencia policial civil en todo el país se han visto obstaculizados por la actitud poco cooperativa de las autoridades locales, la ausencia de un plan global de reforma de las Fuerzas de Defensa y Seguridad de Côte d'Ivoire y la falta de acuerdo entre las partes de Côte d'Ivoire sobre el despliegue de agentes de la policía y la gendarmería de Côte d'Ivoire en el norte.	0
Sus competencias fueron redefinidas en marzo de 2006 por el reglamento 2006/50 de la UNMIK, que encomendaba a la Comisión para Kosovo la resolución de las reclamaciones directamente relacionadas con el conflicto armado que tuvo lugar entre el 27 de febrero de 1998 y el 20 de junio de 1999, o derivadas del mismo, respecto a bienes inmuebles privados, incluidos los agrícolas y comerciales.	1
El párrafo 2 del artículo 21 del anexo de la resolución 1757 (2007) del Consejo de Seguridad dispone que, si las actividades del Tribunal Especial no han concluido al término de su mandato actual, "el Acuerdo se prorrogará ... por otro período o períodos que determinará el Secretario General en consulta con el Gobierno [del Líbano] y el Consejo de Seguridad".	0
La Misión prosiguió sus actividades de sensibilización en el marco de la estrategia "UN Cares".	1
Tomando nota de la liberación por el Frente POLISARIO, el 18 de agosto de 2005, de los 404 prisioneros de guerra marroquíes restantes, de conformidad con el derecho internacional humanitario, y pidiendo a las partes que sigan cooperando con el Comité Internacional de la Cruz Roja para resolver la suerte de las personas en paradero desconocido desde el comienzo del conflicto,	1
Afirmó que la cooperación entre el gobierno y la sociedad civil es una parte esencial de los esfuerzos para evitar que las personas se conviertan en terroristas y señaló que está intensificando sus esfuerzos para identificar e investigar la incitación al odio en Internet.	1
Además, escuadrones de la muerte y milicias formadas por elementos autónomos siembran el terror y llevan a cabo ejecuciones y secuestros.	0
Como resultado, la situación de seguridad en Mitrovica ha mejorado significativamente, al igual que la prestación de servicios judiciales y de detención. Sin embargo, apenas se ha avanzado en el retorno de los desplazados serbokosovares y albanokosovares a sus hogares a ambos lados del río Ibar.	1
La composición del Equipo -un grupo de expertos con experiencia antiterrorista, diplomática, analítica, judicial, financiera y jurídica, apoyados por un equipo de alta calidad de personal profesional de las Naciones Unidas- se presta a ello.	1
161. Además, en 1995, en su sentencia en el asunto Tadić (apelación interlocutoria), la Sala de Apelaciones del Tribunal Internacional para la ex Yugoslavia sostuvo que el cuerpo principal del derecho internacional humanitario también se aplicaba a los conflictos internos como cuestión de derecho consuetudinario y que, además, las violaciones graves de dichas normas constituyen crímenes de guerra.	1
De acuerdo con esta política, en cuanto tuvo conocimiento de la presencia indeseable de los rebeldes ugandeses del Ejército de Resistencia del Señor (ERS), mi Gobierno no dudó en absoluto en darles un ultimátum para que abandonaran inmediatamente el territorio nacional.	0
"El Consejo de Seguridad subraya la urgente necesidad de reforzar las instituciones militares y policiales en Libia.	0
Estoy dispuesto a colaborar estrechamente con el Consejo de Seguridad, colectivamente, y con las principales partes interesadas, individualmente, para poner fin a esta peligrosa crisis, concluir el proceso de paz rápidamente y restablecer las actividades humanitarias vitales en Eritrea.	0
En primer lugar, aunque Sierra Leona es el miembro más avanzado de la Iniciativa para la Costa Occidental de África, la lentitud de los avances en otros lugares dificulta el intercambio de inteligencia y la alerta temprana.	0
11. Los criterios de inclusión en la lista del régimen de sanciones contra los talibanes se establecen en los párrafos 2 y 3 de la resolución 2160 (2014) y se refieren a la asociación con los talibanes por constituir una amenaza para la paz, la estabilidad y la seguridad de Afganistán.	0
94. A pesar de los recientes avances, las limitaciones logísticas, políticas y de seguridad harán que la desmovilización y reintegración prevista de 180.000 excombatientes para el final del período del Acuerdo General de Paz sea extremadamente difícil.	0
9. Pide a los Estados que aún no lo hayan hecho que consideren la posibilidad de ratificar los instrumentos del Derecho internacional humanitario, de los derechos humanos y de los refugiados, y que adopten las medidas legislativas, judiciales y administrativas adecuadas para cumplir las obligaciones que les incumben en virtud de dichos instrumentos;	0
4. La Unidad de Inteligencia Financiera empezó a funcionar a principios de los años noventa. Se creó en virtud de la legislación introducida para hacer frente al creciente problema del blanqueo de capitales por parte de grupos delictivos organizados, y modificada en 2002 para abordar la represión de la financiación del terrorismo. Los "comerciantes de efectivo" están obligados a identificar a sus clientes, mantener registros de la identificación de los clientes y de la actividad de la cuenta del cliente durante al menos siete años después del cierre de la cuenta, e informar a la UIF de las transacciones significativas en efectivo (superiores a 7.000 dólares), las transacciones sospechosas y las instrucciones de transferencia de fondos hacia o desde el país.	1
"El Consejo de Seguridad recuerda su determinación de mejorar la supervisión estratégica de las operaciones de mantenimiento de la paz, consciente de la importante función que desempeñan en la protección de los civiles, y reafirma su apoyo a los esfuerzos realizados por el Secretario General para examinar las operaciones de mantenimiento de la paz y mejorar la planificación y el apoyo, y reitera su aliento para profundizar en esos esfuerzos, en colaboración con los países que aportan contingentes y fuerzas de policía y otras partes interesadas.	1
Observamos que no deben subestimarse los retos persistentes a los que se enfrenta la policía en Timor Oriental.	0
Sufren presiones contra elementos importantes de esta identidad, como su lengua, su cultura y su patrimonio religioso, así como contra su supervivencia económica.	0
Me sigue preocupando que la combinación de desconfianza entre las partes y la continua presencia de milicias pueda provocar tensiones y una posible inseguridad e inestabilidad en Líbano y más allá.	0
Las interacciones con la sociedad civil pusieron de manifiesto que la población no comprendía claramente el mandato y la capacidad de la MONUSCO. Entre la población local existía la percepción de que sólo la brigada de intervención podía emprender acciones contundentes para proteger a los civiles, lo cual no es exacto.	0
La Federación Rusa informó de que había introducido medidas para proteger los buques y las instalaciones portuarias contra los atentados terroristas, como se establece en las disposiciones del Código PBIP relativas a la formación, la notificación y las señales en situaciones de emergencia.	1
77. El Equipo considera que, como mínimo, todos los Estados deben velar por que los comerciantes de metales y piedras preciosas adopten medidas para prevenir el blanqueo de dinero y la financiación del terrorismo que se ajusten a los requisitos del GAFI.	1
Mauricio introdujo un nuevo sistema de control fronterizo en 2009, en el que los datos de los pasajeros se registran en una base de datos inmediatamente después de su llegada o salida del aeropuerto internacional.	1
Los equipos de seguridad libaneses (policía y militares) trabajaron codo con codo con el equipo de seguridad de la Comisión para garantizar la seguridad del personal y de los locales.	1
2. Reitera que la responsabilidad primordial del éxito ulterior de la aplicación del Acuerdo de Paz recae en las propias autoridades de Bosnia y Herzegovina y que la voluntad permanente de la comunidad internacional y de los principales donantes de asumir la carga política, militar y económica de los esfuerzos de aplicación y reconstrucción vendrá determinada por el cumplimiento y la participación activa de todas las autoridades de Bosnia y Herzegovina en la aplicación del Acuerdo de Paz y en la reconstrucción de una sociedad civil, en particular en plena cooperación con el Tribunal Internacional para la ex Yugoslavia, en el fortalecimiento de las instituciones conjuntas y en la facilitación del regreso de los refugiados y de las personas desplazadas;	0
La Dirección Ejecutiva del Comité contra el Terrorismo, por ejemplo, ha trabajado intensamente con los Estados para reforzar su capacidad de gestión de fronteras para controlar los movimientos terroristas y su capacidad de justicia penal para hacer frente al blanqueo de capitales.	1
Dicha ayuda debe ir encaminada a establecer una autoridad trinacional que asuma la responsabilidad de supervisar y hacer cumplir las normas y reglamentos que se acuerden y establezcan para el bienestar de la población de más de un millón de habitantes que converge en el Golfo y para el desarrollo económico de los tres Estados ribereños, fomentando así el comercio marítimo internacional.	1
Además, y lo que es más importante, la Comisión ha reunido material sustancial sobre diversas personas, instituciones, grupos de personas o comités influyentes que han desempeñado un papel significativo en el conflicto de Darfur, incluida la planificación, ordenación, autorización y fomento de ataques.	1
También han estallado graves enfrentamientos entre facciones armadas en el campo de refugiados palestinos de Ain el-Hilweh, y una escuela del Organismo de Obras Públicas y Socorro de las Naciones Unidas para los Refugiados de Palestina en el Cercano Oriente ha sido alcanzada, causando daños materiales.	0
El General Moges concluyó su presentación advirtiendo de que, con la llegada de la estación seca, aumenta el riesgo de que se reanuden las hostilidades, y por ello UNISFA ha incrementado sus patrullas, pero subrayó que sin diálogo no será posible evitar que la situación se deteriore en algún momento.	0
Sudán también ha ratificado el Convenio 182 de la Organización Internacional del Trabajo sobre la prohibición de las peores formas de trabajo infantil y la acción inmediata para su eliminación, que prohíbe el reclutamiento forzoso u obligatorio de niños para utilizarlos en conflictos armados.	1
45. La Organización Internacional de Policía Criminal (INTERPOL) emprendió programas de creación de capacidad en materia de lucha antiterrorista para la región del Sahel y el Cuerno de África a fin de mejorar el intercambio de información entre organismos, reforzar su respuesta operativa integrada en la región y ampliar el uso de su red de comunicaciones seguras, sus bases de datos y sus servicios.	1
El Estado ha impuesto restricciones descaradamente discriminatorias a las mujeres en un intento de mantener el estereotipo de género de la mujer coreana pura e inocente.	0
El Consejo de Seguridad toma nota con reconocimiento de las medidas iniciales adoptadas rápidamente por el Gobierno de Rwanda para hacer frente a esta situación y alienta al Gobierno de Rwanda a que siga colaborando con las Naciones Unidas y las organizaciones internacionales pertinentes para garantizar que estos combatientes sean desmovilizados permanentemente y sean tratados de conformidad con el derecho internacional pertinente, prestando especial atención a los niños y las mujeres que se encuentran entre ellos.	0
24. En el párrafo 7 de su resolución 1535 (2004), el Consejo de Seguridad subrayó que, para garantizar que el Comité contra el Terrorismo siguiera funcionando eficazmente durante la consolidación de la estructura de apoyo del Comité en la Dirección Ejecutiva, el Comité seguiría funcionando con su actual estructura de apoyo hasta que el Comité, en consulta con el Secretario General, determinara que la Dirección Ejecutiva era operativa.	0
"El Consejo de Seguridad reconoce el apoyo prestado por agentes bilaterales y multilaterales, entre ellos la Unión Africana (UA), la Unión Europea (UE), la Organización de la Cooperación Islámica (OCI), la Liga de los Estados Árabes (LEA) y organizaciones subregionales como la Comunidad Económica de los Estados de África Occidental (CEDEAO), la Comunidad de Estados Sahelosaharianos (CENSAD), la Autoridad Intergubernamental para el Desarrollo (IGAD), la Unión del Magreb Árabe (UMA) a los esfuerzos destinados a combatir el terrorismo en África y pide a la comunidad internacional y al sistema de las Naciones Unidas que refuercen su cooperación con los organismos subregionales de lucha contra el terrorismo, como el Centro Africano de Estudios e Investigaciones sobre el Terrorismo (CAERT).	0
Se han destruido bombas de agua y pozos, se han destrozado utensilios para procesar alimentos, se han quemado y talado árboles y cultivos, tanto en las aldeas como en los wadis, que son una importante fuente de agua para la población rural.	0
La política sanitaria provisional de la UNMIK se modificó para tener en cuenta las recomendaciones de un grupo de trabajo compuesto por profesionales sanitarios locales e internacionales.	1
La prohibición de la privación arbitraria de libertad; de los castigos corporales; de los castigos colectivos; y de dictar sentencias y llevar a cabo ejecuciones sin previo juicio pronunciado por un tribunal regularmente constituido, que ofrezca todas las garantías judiciales generalmente reconocidas como indispensables.	0
Eso es inaceptable y debe ser condenado categóricamente, en particular por el Consejo de Seguridad, utilizando los medios que tiene a su disposición.	0
5. El Coordinador realizó tres visitas a la región (en febrero, abril y mayo) que coincidieron con las reuniones del Subcomité Técnico y de la Comisión Tripartita. El 9 de febrero de 2011, fue recibido por el Viceprimer Ministro y Ministro de Asuntos Exteriores de Kuwait, Jeque Mohammed Al-Sabah Al-Salem Al-Sabah, quien indicó que el incipiente espíritu de cooperación entre Iraq y Kuwait debía traducirse en medidas prácticas y orientadas a la obtención de resultados para la resolución de las cuestiones pendientes, incluidos los expedientes de las personas y bienes desaparecidos.	0
20. Decide que, al examinar las solicitudes de exclusión de las listas, el Comité contará con la asistencia de una Oficina del Ombudsman, que se establecerá por un período inicial de 18 meses a partir de la fecha de aprobación de la presente resolución, y pide al Secretario General que, en estrecha consulta con el Comité, nombre a una persona eminente, de alta consideración moral imparcialidad e integridad, con altas cualificaciones y experiencia en los ámbitos pertinentes, como el jurídico, los derechos humanos, la lucha contra el terrorismo y las sanciones, para que sea Defensor del Pueblo, con el mandato esbozado en el anexo II de la presente resolución, y decide además que el Defensor del Pueblo desempeñe estas tareas de manera independiente e imparcial y no solicite ni reciba instrucciones de ningún gobierno;	1
En opinión de mi delegación, para evitar nuevos brotes de violencia e inestabilidad en el norte de Kosovo, sigue siendo esencial que el proceso de reconciliación vaya acompañado de políticas encaminadas a garantizar la estabilidad socioeconómica de las comunidades de forma no discriminatoria.	0
Reconociendo que el fortalecimiento de las instituciones nacionales de derechos humanos y el respeto de los derechos humanos, las garantías procesales, la lucha contra la delincuencia y la violencia sexual y de género, y el fin de la impunidad son esenciales para garantizar el Estado de derecho y la seguridad en [el país afectado],	1
82. Las recomendaciones prioritarias son: (a) Promover la adopción por todos los Estados de marcos jurídicos antiterroristas amplios y coherentes que faciliten la aplicación de estrategias antiterroristas jurídicamente sólidas y coherentes;	1
Aunque la amenaza que representa Al Qaeda como organización terrorista mundial ha disminuido, persiste la que representan sus afiliados y sus ideas contagiosas.	0
58. El FN proporciona combatientes diariamente para asegurar la zona alrededor de los pozos de diamantes.	1
Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el Derecho internacional, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas, destacando a este respecto el importante papel que desempeñan las Naciones Unidas en la dirección y coordinación de este esfuerzo,	0
Tomar nota de la información de la secretaría con respecto a la auditoría realizada por la Oficina de Servicios de Supervisión Interna de los pagos de indemnizaciones, categoría D Reclamaciones tardías palestinas y actividades de liquidación, el texto propuesto de la sección sobre la Comisión de Indemnización que se incluirá en el informe anual de 2005 de la Oficina de Servicios de Supervisión Interna, la participación del coordinador designado por esa Oficina en el ejercicio que está llevando a cabo la secretaría para identificar las posibles reclamaciones duplicadas de las categorías A y C, la solicitud por parte de la Junta de Auditores de las Naciones Unidas de comentarios sobre su proyecto de observaciones con respecto a sus visitas a Jordania y Kuwait en relación con los pagos, la solicitud por parte de la Junta de comentarios en respuesta a su proyecto de informe sobre el estado de la aplicación de las recomendaciones derivadas de su auditoría de los estados financieros de la Comisión para el bienio 2002-2003, y las comunicaciones que la Comisión ha mantenido con el Comité de Investigación Independiente; solicitar a la Secretaría que facilite información actualizada sobre esta cuestión en una futura reunión informal del Consejo de Gobierno; y mantener esta cuestión en el orden del día del Consejo de Gobierno.	1
En todos estos lugares, se informó al Grupo de que no se había producido ningún intento de reclutamiento recientemente, pero que si el conflicto volvía a estallar en Costa de Marfil esto podría cambiar.	1
20. Por lo que respecta a la frontera de Líbano con la República Árabe Siria, sigue habiendo informes sobre transferencias ilegales de armas que, al parecer, se producen ahora en ambas direcciones. Varios Estados miembros han seguido expresando su profunda preocupación por la transferencia ilegal de armas a través de las fronteras terrestres.	0
La congelación de activos puede constreñir a los financiadores del terrorismo, limitando su acceso al sistema bancario formal y sus posibilidades de asociarse con entidades comerciales legítimas.	0
"El Consejo de Seguridad pide al Secretario General que refuerce la cooperación entre las Naciones Unidas y los Estados miembros de la Comunidad Económica y Monetaria del África Central (CEMAC) con miras a facilitar y fortalecer las iniciativas encaminadas a hacer frente a la inseguridad transfronteriza en la subregión y poner fin a las violaciones de la integridad territorial de la República Centroafricana cometidas por grupos armados.	1
Los Estados han avanzado mucho en el establecimiento de regímenes contra el blanqueo de dinero y la financiación del terrorismo, pero se requiere una mayor cooperación regional a nivel operativo.	1
Hacer un llamamiento a todas las partes implicadas para que creen las condiciones que permitan el retorno voluntario, seguro, digno y sostenible, la integración local o el reasentamiento de los refugiados y las personas desplazadas.	0
144. Los Estados son responsables, en virtud del derecho internacional de los derechos humanos, de garantizar la protección y preservación de los derechos humanos y las libertades fundamentales en todo momento, tanto en la guerra como en la paz.	1
Un enfoque más coordinado podría haber permitido un mayor uso de los recursos colectivos de la UNOTIL en la intervención. V. Medidas de rendición de cuentas	1
También recomienda que el gobierno de Nepal se comprometa claramente con la reintegración de los niños vinculados a fuerzas y grupos armados, y que mejore la protección legal de los niños, tipificando como delito el reclutamiento de menores y procesando a quienes violen los derechos de los niños.	0
6. Recuerda su decisión, contenida en la resolución 1373 (2001), de que todos los Estados miembros velen por que toda persona que participe en la financiación, planificación, preparación o comisión de actos de terrorismo o preste apoyo a actos de terrorismo sea llevada ante la justicia, y decide que todos los Estados velen por que sus leyes y reglamentos internos tipifiquen delitos penales graves suficientes para permitir el enjuiciamiento y la imposición de penas que reflejen debidamente la gravedad del delito:	0
485. Es decepcionante que los comités se limitaran al delito de violación y no tramitaran los casos en los que se denunciaron otras formas de abuso sexual, incluida la tentativa de violación.	0
En Ammán, el 9 de noviembre de 2005, terroristas suicidas atacaron tres hoteles, matando a 60 personas e hiriendo al menos a 115.	0
Azerbaiyán está profundamente preocupado por la continuación de las actividades ilegales de asentamiento en los territorios palestinos ocupados.	0
- Recopilar, evaluar, supervisar e informar sobre la aplicación de las medidas y formular recomendaciones al respecto; realizar estudios de casos, según proceda; y profundizar en cualquier otra cuestión pertinente que le indique el Comité;	1
Promover las cuestiones de género y la concienciación a nivel nacional y local mediante una red de puntos focales de género en las oficinas regionales y nacionales.	1
11. De conformidad con la resolución 1963 (2010), la Dirección Ejecutiva también ayudará al Comité a organizar una reunión especial abierta a todos los miembros y a otras partes interesadas para conmemorar el décimo aniversario de la aprobación de la resolución 1373 (2001) y del establecimiento del Comité.	1
57. Las pruebas establecen que, además del civil muerto en Rai Kotu, otros dos civiles murieron durante la noche.	0
Al suscribir esos acuerdos en nombre de sus respectivos "movimientos", los dirigentes de cada uno de ellos asumieron plena responsabilidad por la conducta o mala conducta de sus combatientes.	1
(b) La disolución y el desarme de todas las milicias libanesas y no libanesas;	1
Aún no se ha resuelto la cuestión del despliegue completo del componente de policía civil de la UNOMIG, encomendado por el Consejo de Seguridad.	1
(v) Alentar a todos los Estados, en virtud del párrafo 8 de la resolución 1977 (2011), a que preparen con carácter voluntario planes de acción nacionales de aplicación, con la asistencia del Comité establecido en virtud de la resolución 1540 (2004), según proceda, en los que se establezcan sus prioridades y planes para aplicar las disposiciones fundamentales de la resolución 1540 (2004), y a que presenten esos planes al Comité;	1
La mayoría dispone de medidas adecuadas para la represión del reclutamiento de terroristas.	1
La Comisión sabía que un comité establecido por el wali de Darfur meridional estaba llevando a cabo una investigación administrativa, habida cuenta de la gravedad de la acusación y de sus consecuencias, que exigen la aceleración de las medidas pertinentes.	1
Tayikistán creó el Departamento de Supervisión Financiera (su unidad de inteligencia financiera) en octubre de 2009 y preparó un nuevo proyecto de ley contra el blanqueo de dinero y la financiación del terrorismo en noviembre de 2010.	1
Del 1 de junio al 31 de agosto se recogieron o entregaron casi 500 armas ligeras, más de 189.000 cartuchos, 2.368 granadas de mano y minas y más de 255 kg de explosivos. Panorama	0
La Comisión ha podido establecer un relato detallado y preciso de los sucesos de abril y mayo, que causaron importantes pérdidas de vidas humanas, heridos y daños materiales generalizados.	1
Australia, Dinamarca, Estados Unidos, Francia, Noruega, Nueva Zelanda, Países Bajos y Reino Unido cuentan con departamentos, dependencias y/o territorios de ultramar, cada uno de los cuales tiene un grado diferente de autonomía y capacidad para determinar su propio marco legislativo en materia de lucha antiterrorista.	1
Se trata de una amenaza real, aunque en gran medida contenida gracias a una cuidadosa cooperación nacional, bilateral y multilateral.	1
La Ley nº 535/2004 de prevención y lucha contra el terrorismo fue promulgada por el Presidente de Rumanía con el Decreto nº. 994/2004, de 24 de noviembre de 2004, y entró en vigor tres días después.	1
177. La investigación de la Comisión sobre la pista de Abu Adass se centró en tratar de determinar el paradero del Sr. Abu Adass y evaluar la probabilidad de que el Sr. Abu Adass fuera realmente el terrorista suicida que supuestamente era.	1
Este es el séptimo informe del Equipo de Apoyo Analítico y Seguimiento de las Sanciones desde su creación en marzo de 2004; algunos de los temas son familiares y pocos son totalmente nuevos.	0
En las consultas a puerta cerrada que se celebraron a continuación, los miembros del Consejo subrayaron la importancia de redoblar los esfuerzos para avanzar en la reforma del sector de la seguridad y establecer instituciones nacionales democráticas y eficaces.	0
18. Toma nota de la entrada en vigor de la Convención sobre el empleo, almacenamiento, producción y transferencia de minas antipersonal y sobre su destrucción de 1997 y del Protocolo enmendado sobre prohibiciones o restricciones del empleo de minas, trampas explosivas y otros artefactos (Protocolo II) anexo a la Convención sobre prohibiciones o restricciones del empleo de ciertas armas convencionales que puedan considerarse excesivamente nocivas o de efectos indiscriminados de 1980, recuerda las disposiciones pertinentes que contienen y toma nota del efecto beneficioso que su aplicación tendrá para la seguridad de la población civil;	1
(c) Maltrato de prisioneros de guerra eritreos;	0
14. Observa la evolución del nexo entre el terrorismo y las tecnologías de la información y las comunicaciones, en particular Internet, y el uso de dichas tecnologías para cometer actos terroristas, y para facilitar dichos actos mediante su uso para incitar, reclutar, financiar o planificar actos terroristas, y encarga a la Dirección Ejecutiva del Comité contra el Terrorismo que siga ocupándose de esta cuestión, en consulta con los Estados miembros, las organizaciones internacionales, regionales y subregionales, el sector privado y la sociedad civil, y que asesore al Comité contra el Terrorismo sobre nuevos planteamientos;	1
El Coordinador Humanitario ha pedido ayuda humanitaria de emergencia para ayudar a las 20.000 familias a sobrevivir al invierno.	1
Acojo con satisfacción las medidas adoptadas por la Unión Africana y los países de la región afectados por el LRA para definir mejor una estrategia coordinada para hacer frente al grupo armado y mejorar la protección de los civiles.	0
El intercambio operativo de información se ve obstaculizado por la falta de capacidades institucionales y operativas y por problemas lingüísticos.	1
Otro testigo declaró que, al día siguiente del asesinato, Faysal Al-Rasheed había insistido en que el caso se había resuelto y que el autor era el Sr. Abu Adass, como terrorista suicida, y que el cadáver del Sr. Abu Adass seguía en el lugar del crimen.	0
