en_es_TRANSFORMERS	MatCoop
Justo ayer, el Primer Ministro de Georgia emitió un plan detallado de solución de conflictos en otra región separatista de Georgia, la región de Tskhinvali y la antigua Osetia del Sur.	0
Sin embargo, el Consejo de Seguridad y el Comité han introducido muchos cambios en sus procedimientos a lo largo de los años que mejoran la transparencia y reconocen las normas básicas de equidad que podrían aplicarse si sus decisiones fueran judiciales.	1
A fin de seguir reforzando la supervisión de la aplicación de las resoluciones 1373 (2001) y 1624 (2005) por los Estados Miembros, la Dirección Ejecutiva seguirá haciendo un balance de sus actividades de aplicación, utilizando los instrumentos de evaluación revisados del Comité (el panorama general de la evaluación de la aplicación y el estudio detallado de la aplicación); para determinar los problemas y las necesidades de todos los Estados Miembros y regiones; y para facilitar la prestación de asistencia técnica específica a ese respecto.	1
Estaban armados y todos nos apuntaban con sus armas.	0
A pesar de las recientes mejoras en la situación de seguridad y del éxito de las operaciones conjuntas de seguridad en gran escala, es necesario hacer más para mantener la presión sobre los grupos armados ilegales.	1
Se dice que los habitantes de esos barrios fueron agredidos y golpeados por las fuerzas de seguridad.	0
Dos de los cinco Estados de la subregión han promulgado leyes amplias que abarcan los delitos de terrorismo pertinentes, mientras que otros dos tienen proyectos de ley de lucha contra el terrorismo que se están examinando o están pendientes de aprobación.	1
o) Elaborar y aplicar, en estrecha consulta con las autoridades [nacionales]..., un programa plurianual conjunto de las Naciones Unidas de apoyo a la justicia a fin de desarrollar la cadena de justicia penal, la policía, el poder judicial y las prisiones en las zonas afectadas por conflictos y un apoyo programático estratégico a nivel central....	1
La prohibición de los movimientos transfronterizos ilegales es vital para combatir el terrorismo, el tráfico de drogas y el contrabando comercial.	0
8. Las organizaciones regionales y subregionales deberían colaborar con el Comité contra el Terrorismo y otras organizaciones internacionales para facilitar el intercambio de las mejores prácticas en la lucha contra el terrorismo y ayudar a sus miembros a cumplir su obligación de luchar contra el terrorismo;	0
El Consejo de Seguridad exhorta a todas las partes en los conflictos armados a que cumplan las obligaciones que les incumben en virtud del derecho internacional humanitario de respetar y proteger al personal médico y abstenerse de atacarlo, siempre que no adopten medidas que afecten negativamente a su condición de civiles ni a sus instalaciones, así como de utilizar la infraestructura médica en los combates.	0
El Consejo de Seguridad toma nota de la publicación del "Memorándum de Rabat sobre buenas prácticas para la eficacia en la lucha contra el terrorismo en el sector de la justicia penal"; "Memorándum de Roma sobre buenas prácticas para la rehabilitación y reintegración de los delincuentes extremistas violentos"; y "Memorándum de Argel sobre buenas prácticas para prevenir y negar los beneficios del secuestro de prisioneros por terroristas".	1
Si bien los efectos operacionales de los principales dirigentes de Al-Qaida han disminuido con la muerte de Osama bin Laden y otros dirigentes clave, las redes de Al-Qaida siguen evolucionando hacia fenómenos más complejos, con una diversidad internacional de partidarios y combatientes activos.	0
El marco se basa en la premisa de que el pueblo de Darfur y las partes en el conflicto deben dirigir el proceso de paz y su aplicación, con las Naciones Unidas, la Unión Africana y los asociados internacionales como facilitadores.	1
El grupo de avanzada de ese batallón y una compañía de las Fuerzas Especiales ya se han desplegado en Yamoussoukro y Abidján.	1
Antecedentes El año 2014 marca el decimoquinto aniversario de la participación del Consejo de Seguridad en la protección de los civiles en los conflictos armados.	0
En su resolución 2128 (2013), el Consejo de Seguridad modificó los requisitos de notificación relacionados con el embargo de armas, decidiendo que las autoridades de Liberia deberían tener la responsabilidad primordial de notificar al Comité, por lo menos con cinco días de antelación, el envío de todo suministro de armas mortíferas y material conexo, o cualquier prestación de asistencia, asesoramiento o capacitación relacionados con actividades militares u otras actividades del sector de la seguridad para el Gobierno de Liberia.	1
Algunos miembros del Consejo señalaron la importancia de la coordinación -- entre los comités de sanciones del Consejo, los grupos de expertos y los Estados Miembros, así como entre las entidades de las Naciones Unidas, las misiones sobre el terreno y los comandantes de las fuerzas -- para lograr la aplicación efectiva de las sanciones del Consejo.	0
El acceso humanitario a Darfur ha mejorado drásticamente debido al levantamiento gradual de las restricciones a la prestación de asistencia humanitaria desde el verano pasado.	1
La detección del movimiento ilegal transfronterizo de dinero en efectivo e instrumentos negociables al portador y la coordinación entre las dependencias de aduanas, inteligencia financiera y los funcionarios encargados de hacer cumplir la ley a este respecto son insuficientes o inexistentes.	1
El Comité acoge con beneplácito las actividades de la Dirección Ejecutiva del Comité contra el Terrorismo en esta esfera y alienta a la Dirección Ejecutiva a que las siga desarrollando, con la orientación del Comité, profundizando su marco analítico, incluso mediante la participación de la Dirección Ejecutiva en el grupo de trabajo sobre la protección de los derechos humanos en la lucha contra el terrorismo del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo.	0
En cada situación, se están restringiendo los derechos fundamentales -- a la propiedad y a la circulación -- y existe una buena posibilidad de que ello se deba a la continuación inadecuada de las sanciones del Consejo.	0
El padre de la familia declaró que, durante el intento de huir de su hogar, se habían encontrado con seis hombres árabes que violaron a su hija de 25 años delante de él, su esposa y los niños pequeños.	0
En 2009, la Federación de Rusia reforzó las sanciones penales por prestar asistencia o participar en actividades terroristas (incluido el reclutamiento) e introdujo un proyecto de ley para reforzar la responsabilidad penal por delitos relacionados con el terrorismo.	1
Cualquier tendencia hacia la radicalización en las instituciones educativas estaría bajo la autoridad del Ministerio de Educación.	1
Como se ha señalado anteriormente, el sistema judicial sudanés ha demostrado ser incapaz de garantizar la rendición de cuentas por los crímenes cometidos en Darfur y las autoridades no están dispuestas a hacerlo.	0
Promover las cuestiones de género y la sensibilización a nivel nacional y local mediante una red de coordinadores de cuestiones de género en las oficinas regionales y en los países.	1
También quisiera reiterar que los cuatro miembros de las F-FDTL condenados por homicidio involuntario en la muerte a tiros de ocho agentes de la PNTL en 2006, uno de los cuales fue indultado y tres de los cuales recibieron reducciones de la pena, todavía no han pagado la indemnización ordenada por el tribunal a las viudas de las víctimas.	0
Australia, Dinamarca, los Estados Unidos, Francia, Noruega, Nueva Zelandia, los Países Bajos y el Reino Unido tienen departamentos, dependencias o territorios de ultramar, cada uno de los cuales tiene un grado diferente de autonomía y capacidad para determinar su propio marco legislativo de lucha contra el terrorismo.	1
El Presidente, junto con los Presidentes del Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo y el Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), celebró dos reuniones informativas conjuntas con el Consejo en 2013.	0
Del 1o de junio al 31 de agosto, se recogieron o entregaron casi 500 armas pequeñas, más de 189.000 municiones, 2.368 granadas de mano y minas y más de 255 kg de explosivos.	0
El Grupo de las Naciones Unidas para el Desarrollo colabora con los Comités Ejecutivos en apoyo del objetivo más amplio de la consolidación de la paz y elabora políticas, directrices y procedimientos para mejorar la labor de la red de equipos de las Naciones Unidas en el país.	1
Los frecuentes ataques de los talibanes y los terroristas relacionados con Al-Qaida en el Afganistán demuestran que persisten las violaciones del embargo de armas a pesar del programa de desarme del Gobierno.	0
La política provisional de salud de la UNMIK se modificó para tener en cuenta las recomendaciones de un grupo de tareas integrado por profesionales de la salud locales e internacionales.	1
Sin embargo, esto no debe menoscabar la plena aplicación de la resolución 1559 (2004) y de todas las demás resoluciones del Consejo de Seguridad relativas al Líbano, que siguen siendo la mejor manera de garantizar la prosperidad y la estabilidad a largo plazo del Líbano como Estado democrático.	1
Subraya la importancia de fomentar la capacidad de una policía nacional eficaz y profesional en Haití.	0
El África oriental ha sido víctima del terrorismo en el pasado, y existe un alto nivel de amenaza terrorista debido a la continua inestabilidad política.	0
La base de operaciones de Bir Lahlou fue reforzada con observadores militares adicionales de la base de operaciones de Tifariti y mantuvo estrechos contactos con el Frente Polisario.	1
[R]eite su llamamiento a las partes en los conflictos armados [enumeradas en el informe pertinente del Secretario General] que aún no lo hayan hecho a que preparen y apliquen, sin más demora, planes de acción concretos con plazos precisos para poner fin al reclutamiento y la utilización de niños en violación del derecho internacional aplicable, y a que se ocupen de todas las violaciones y abusos cometidos contra los niños en estrecha cooperación con el [Representante Especial del Secretario General para la cuestión de los niños y los conflictos armados], así como con el UNICEF y los equipos de tareas de las Naciones Unidas en el país para la supervisión y la presentación de informes.	1
Los miembros orientales de la UPF habían sido desarmados por el Comandante da Cruz para poner estas armas a disposición.	1
La aprobación por el Parlamento de la ley electoral permitiría a la Comisión Electoral Independiente establecer el calendario electoral y proceder a la organización de las elecciones.	1
1. Condena el extremismo violento, que puede propiciar el terrorismo, la violencia sectaria y la comisión de actos terroristas por combatientes terroristas extranjeros, y exige que todos los combatientes terroristas extranjeros se desarmen y pongan fin a todos los actos terroristas y a la participación en conflictos armados;	0
Además, el equipo de Darfur occidental visitó campamentos de refugiados en el Chad y el equipo de Darfur meridional visitó el Centro de Detención de la Seguridad Nacional en Nyala.	0
Muchos de ellos han profundizado en las causas profundas de la violencia y las violaciones, desencadenando mecanismos de justicia de transición que abordan los derechos a la verdad, la justicia, los recursos y las reparaciones, y las garantías de no repetición, y, por lo tanto, han servido de base para los esfuerzos más sostenibles de consolidación de la paz y reconciliación y han ayudado a la solución política de los conflictos.	1
Las milicias progubernamentales han desempeñado un papel importante en las actividades de seguridad del Gobierno en Côte d'Ivoire, especialmente en el oeste del país.	1
En la mañana del 24 de mayo, ocho soldados de las F-FDTL que realizaban una patrulla de observación en las colinas fueron atacados y contenidos por un grupo de personas armadas desde una posición superior.	0
2. Decide que todos los Estados adopten las siguientes medidas con respecto a Osama bin Laden, los miembros de la organización Al-Qaida y los talibanes y otras personas, grupos, empresas y entidades asociados con ellos, a que se hace referencia en la lista establecida en virtud de las resoluciones 1267 (1999) y 1333 (2000), que será actualizada periódicamente por el Comité establecido en virtud de la resolución 1267 (1999), en adelante denominado "el Comité";	1
El 1o de septiembre, unos 3,3 millones de habitantes de Darfur necesitaban asistencia humanitaria, y las poblaciones residentes constituían el 45% de todas las personas afectadas en Darfur, entre ellas 1,8 millones de desplazados internos.	1
Del mismo modo, el Comité del Consejo de Seguridad establecido en virtud de la resolución 1518 (2003) mantiene una lista no vinculante y no exclusiva de "fondos y activos financieros" y "recursos económicos", sugiriendo que estos últimos incluyen: "[a]ssets de todo tipo, ya sean tangibles o intangibles, muebles o inmuebles, que no son fondos".	1
El Acuerdo de 12 de diciembre prevé también la liberación y repatriación anticipadas de los prisioneros de guerra y de todas las demás personas detenidas como resultado del conflicto armado.	1
2. Exhorta a todos los Estados a que cooperen, entre otras cosas, para reforzar la seguridad de sus fronteras internacionales, en particular combatiendo los documentos de viaje fraudulentos y, en la medida de lo posible, mejorando los procedimientos de detección de terroristas y de seguridad de los pasajeros con miras a impedir que los culpables de la conducta indicada en el apartado a) del párrafo 1 entren en su territorio;	0
Reafirmando su resolución 1540 (2004) y la necesidad de que todos los Estados apliquen plenamente las medidas que en ella figuran, y exhortando a todos los Estados Miembros y a las organizaciones internacionales y regionales a que cooperen activamente con el Comité establecido en virtud de esa resolución, incluso en el curso del examen amplio que se pide en la resolución 1810 (2008),	1
Subraya la necesidad de un compromiso sin reservas con el proceso de integración de las fuerzas armadas, en el espíritu del Acuerdo global e inclusivo.	0
El informe aprobado por el Comité Especial el 10 de marzo de 2000 (A/54/839) contiene varias recomendaciones que guardan relación con aspectos del informe del Secretario General sobre la protección de los civiles en los conflictos armados (S/1999/957), y puede proporcionar la siguiente orientación.	0
"El Consejo de Seguridad reconoce la necesidad de una vigilancia sistemática y la presentación de informes sobre los progresos realizados para proteger a los civiles en los conflictos armados.	0
Como se ha señalado anteriormente, se ha hecho evidente que las medidas de lucha contra el terrorismo son más eficaces cuando se aplican en el contexto de una estrategia amplia que incorpora la atención a los factores que contribuyen al extremismo, en particular velando por que se impida o disuada de hacerlo a quienes participan en el reclutamiento para grupos terroristas o incitan a actos terroristas.	1
Se trata de un avance esencial, ya que la responsabilidad de la aplicación se delega en el nivel en que se prestan los servicios de policía, lo que a su vez maximiza el principio de implicación local.	1
Es motivo de gran preocupación que la retórica se intensifique en ambas partes, la República del Sudán y la República de Sudán del Sur.	0
a) Los gastos básicos, incluidos los pagos de alimentos, alquileres o hipotecas, medicamentos y tratamiento médico, impuestos, primas de seguros y gastos de servicios públicos, o exclusivamente para el pago de honorarios profesionales razonables y el reembolso de los gastos relacionados con la prestación de servicios jurídicos, o los honorarios o cargos por servicios de tenencia o mantenimiento rutinarios de fondos congelados u otros activos financieros o recursos económicos, previa notificación por el Estado o los Estados pertinentes al Comité establecido en virtud de la resolución 1267 (1999) (en adelante "el Comité") de la intención de autorizar, cuando proceda, el acceso a esos fondos, activos o recursos, y a falta de una decisión negativa del Comité en un plazo de 48 horas a partir de dicha notificación;	1
1. Expresa su determinación de adoptar medidas apropiadas para seguir desarrollando la cooperación entre las Naciones Unidas y las organizaciones regionales y subregionales en el mantenimiento de la paz y la seguridad internacionales, de conformidad con el Capítulo VIII de la Carta de las Naciones Unidas, e invita a las organizaciones regionales y subregionales que tengan capacidad para la prevención de conflictos o el mantenimiento de la paz a que coloquen esa capacidad en el marco del Sistema de Acuerdos de Fuerzas de Reserva de las Naciones Unidas;	1
A este respecto, la Dirección organizó, en cooperación con el Centro Internacional de Lucha contra el Terrorismo y con el apoyo de los Países Bajos, su segundo seminario sobre la aplicación de la resolución 1624 (2005) en julio de 2012 en Rabat.	1
Señaló una serie de medidas que debían adoptar y aplicar los Estados Miembros y estableció el Comité contra el Terrorismo para supervisar la aplicación de esas medidas.	1
Preocupados por las actividades armadas y el bandidaje en [los países afectados] que amenazan la seguridad de la población civil, la realización de operaciones humanitarias en esas zonas y la estabilidad de esos países, y que dan lugar a graves violaciones de los derechos humanos y del derecho internacional humanitario.	0
A modo de ejemplo, la industria nuclear reaccionó ante el aumento del escrutinio y los temores de que los terroristas adquirieran armas de destrucción en masa después de los ataques del 11 de septiembre de 2001 y abordó proactivamente las preocupaciones relacionadas con la no proliferación.	0
17. Las exenciones a la prohibición de viajar permiten viajar cuando el Comité determina que esos viajes están justificados por razones humanitarias, incluidas las obligaciones religiosas, o cuando el Comité llega a la conclusión de que una exención promovería los objetivos de las resoluciones del Consejo en favor de la paz y la reconciliación nacional en Côte d'Ivoire y la estabilidad en la región.	1
Los miembros del Consejo también afirmaron la importancia de un compromiso significativo de las partes con la IGAD en sus esfuerzos de mediación y el respeto del acuerdo de cesación de las hostilidades en aras del pronto retorno de la paz y la estabilidad a Sudán del Sur.	1
Esta es una amenaza real, aunque en gran medida ha sido contenida por una cuidadosa cooperación nacional, bilateral y multilateral.	1
En informes recientes sobre ex combatientes que murieron de enfermedades y hambre en el campamento de Kotakoli se subraya la necesidad de que el Gobierno proporcione los recursos necesarios para hacer frente a las malas condiciones en los lugares previos al desarme, la desmovilización y la reintegración, incluso mediante la aportación de su contribución prometida de 10 millones de dólares al nuevo plan.	1
La resolución es el segundo cambio importante en la tramitación de los contratos de suministros humanitarios en el marco del programa desde la aprobación de la resolución 1284 (1999), que aumentó la cantidad de petróleo que el Iraq podía vender en el marco del programa y creó nuevos procedimientos de vía rápida para ciertos artículos humanitarios.	1
14. Informe de la Relatora Especial de la Comisión de Derechos Humanos sobre las ejecuciones extrajudiciales, sumarias o arbitrarias acerca de su misión al Sudán (E/CN.4/2005/7/Add.2)	0
Habida cuenta de la urgencia de la investigación, enviamos el telegrama No 2065, de fecha 14 de febrero de 2005, a los dirigentes de la unidad de policía regional y a los comandantes de la unidad de policía, en el que pedíamos que se realizaran todas las investigaciones necesarias dentro de las competencias de cada unidad con respecto a los cadáveres que se habían llevado a los hospitales de cada zona, a fin de que sus familiares pudieran identificarlos e informarme debidamente, lo que me permitió obtener la aprobación de las autoridades competentes para el regreso a sus familiares de esos cadáveres.	1
El Consejo de Seguridad reitera su apoyo al establecimiento de un Grupo Básico para mantener la movilización de la comunidad internacional, aumentar las consultas entre los principales interesados a fin de mejorar la coordinación y la eficacia de la asistencia a Haití y contribuir a la definición de una estrategia de desarrollo a largo plazo encaminada a promover la paz y la estabilidad duraderas en ese país.	0
9. La situación de los defensores de los derechos humanos en todo el país sigue siendo motivo de grave preocupación, y muchos de ellos son objeto de hostigamiento, detención arbitraria y detención injustificada.	0
b) Alentar a los Estados a que proporcionen a los funcionarios competentes la capacitación necesaria para aplicar el marco jurídico de lucha contra el terrorismo, por ejemplo, en esferas como la investigación, el enjuiciamiento, la condena y la extradición.	1
Su competencia fue redefinida en marzo de 2006 por el reglamento 2006/50 de la UNMIK, en el que se encomendó a la Comisión para Kosovo que resolviera las reclamaciones directamente relacionadas con el conflicto armado que se produjo entre el 27 de febrero de 1998 y el 20 de junio de 1999 con respecto a bienes inmuebles privados, incluidos los bienes agrícolas y comerciales.	1
También se refirió al ataque contra la base de la Misión Multidimensional Integrada de Estabilización de las Naciones Unidas en Malí (MINUSMA) en Kidal el 7 de octubre.	0
Sin embargo, nos preocupan los informes de que se han intensificado las tensiones entre los partidos gobernantes y los partidos de la oposición.	0
El soldado de las F-FDTL Francisco Amaral apareció en la intersección del Ministerio de Justicia. Su uniforme estaba parcialmente empapado de sangre.	0
Los Estados han avanzado mucho en el establecimiento de regímenes de lucha contra el blanqueo de dinero y la financiación del terrorismo, pero se requiere una mayor cooperación regional a nivel operacional.	1
Exhortó a los dirigentes somalíes a que intensificaran sus esfuerzos para aplicar la hoja de ruta y a que se atuvieran al plazo de transición de agosto de 2012.	1
Además, se sabía que el lugar del crimen había sido perturbado en varias ocasiones.	0
71. En sus actividades de localización, se debe exhortar a los Estados Miembros a que utilicen, según sea necesario, el sistema mundial de comunicaciones policiales "I-24/7" de la INTERPOL y el sistema electrónico de localización de armas de la INTERPOL.	0
Bralo, acusado por el Tribunal Internacional para la ex Yugoslavia de crímenes de guerra, se entregó el 10 de noviembre y fue trasladado a La Haya el 11 de noviembre de 2004.	1
d) Recabar, cuando proceda, el apoyo de las misiones de mantenimiento de la paz y otras misiones pertinentes de las Naciones Unidas, así como de los equipos de las Naciones Unidas en los países y del Comité Internacional de la Cruz Roja y, cuando proceda, de otros miembros del Movimiento Internacional de la Cruz Roja y de la Media Luna Roja, en materia de capacitación y sensibilización sobre el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados;	1
En la 5764a sesión del Consejo de Seguridad, celebrada el 22 de octubre de 2007, en relación con el examen por el Consejo del tema titulado "Amenazas a la paz y la seguridad internacionales causadas por actos terroristas", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	0
184. En la mayoría de los informes se observa una pauta de ataques indiscriminados contra civiles en las aldeas y comunidades de los tres estados de Darfur a principios de 2003.	0
Esperaron que ello permitiera avanzar de manera decisiva en las negociaciones cara a cara en el período anterior a la fecha prevista para el acuerdo de junio, que el Consejo hizo suya nuevamente.	0
Por supuesto, la rendición de cuentas no consiste únicamente en garantizar la responsabilidad penal individual por las violaciones, sino también en castigar a quienes han violado la ley, buscar justicia y reparación para las víctimas, evitar que se repitan las violaciones fomentando un cambio de leyes y políticas, y garantizar una paz y estabilidad duraderas asegurándose de que las víctimas tengan cierta apariencia de justicia por los males que han sufrido.	0
Significa que los secesionistas siguen haciendo caso omiso flagrante del derecho internacional, rechazando los principios universales de la Carta de las Naciones Unidas.	0
El Consejo espera con interés la reunión de seguimiento de la aplicación que se celebrará en Puerto Príncipe del 22 al 23 de septiembre, teniendo en cuenta las prioridades establecidas en el marco de cooperación provisional del Gobierno de Haití.	0
Entretanto, se están movilizando recursos con el apoyo de la ONUCI, el UNICEF y el Programa Mundial de Alimentos para rehabilitar y reintegrar a 511 niños soldados, incluidas 204 niñas, que han sido liberados y entregados al UNICEF por los dirigentes de las Forces nouvelles.	1
Después de haber llevado a cabo todos los análisis y discusiones de los hechos que hemos recopilado, llegamos a la conclusión de que lo más probable es que fuera una explosión sobre el terreno.	0
139. Las recomendaciones prioritarias son las siguientes: a) Alentar la adopción de medidas para mejorar la capacidad de congelar sin demora los fondos y activos vinculados al terrorismo en la mayoría de los Estados y proteger a su sector sin fines de lucro del uso indebido de la financiación del terrorismo;	0
El Consejo de Seguridad reconoce la importancia de ayudar a prevenir conflictos futuros abordando sus causas profundas de manera legítima y justa.	0
En este sentido, pedimos que se haga todo lo posible para garantizar que estas reuniones se celebren cada dos meses, según lo acordado, y que, en la medida de lo posible, los jefes de los servicios de inteligencia y seguridad participen personalmente en esas reuniones, e instamos a todos los interesados, incluidos el Centro Africano de Estudios e Investigaciones sobre el Terrorismo, la Dependencia de Fusión y Enlace del Sahel y el Comité de Servicios de Inteligencia y Seguridad de África, en estrecha cooperación con la Comisión de la Unión Africana, a que prosigan e intensifiquen sus esfuerzos para intercambiar opiniones y asistencia mutua, así como para aplicar los aspectos pendientes de las conclusiones operacionales de la reunión de los jefes de los servicios de inteligencia y seguridad.	0
La prisión se ha construido para proporcionar condiciones de detención humanas y seguras de conformidad con las normas internacionales de derechos humanos.	1
Me preocupa profundamente la última escalada entre Gaza e Israel.	0
También acordamos que las partes deberían restablecer un diálogo genuino y muy necesario y proceder, sin demora, al desmantelamiento de las milicias, el desarme, la desmovilización y la reintegración de los combatientes y la organización de elecciones libres, limpias y dignas de crédito.	0
En la 4679a sesión del Consejo de Seguridad, celebrada el 20 de diciembre de 2002, en la continuación del examen del tema titulado "Protección de los civiles en los conflictos armados", en su 4660a sesión, celebrada el 10 de diciembre de 2002, el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	0
30. Habida cuenta de que se ha suspendido la financiación multilateral, el Gobierno de Côte d'Ivoire depende del cultivo de cacao para mantener la solvencia y lograr pagar a sus funcionarios públicos, incluidos los militares, y el cacao desempeña un papel importante en la aportación de fondos para las actividades extrapresupuestarias y extrapresupuestarias de adquisición militar del Gobierno y, aunque la cuantía de los ingresos procedentes del cacao ha disminuido, el porcentaje de lo que se dispone sigue siendo elevado.	0
Los guardias de inteligencia de fronteras están bajo el control directo de los oficiales de inteligencia militar en la división en que están desplegados y, de otro modo, están bajo la cadena de mando regular de las fuerzas armadas.	1
El Consejo de Seguridad recuerda su determinación de mejorar la supervisión estratégica de las operaciones de mantenimiento de la paz teniendo presente la importante función que desempeñan las operaciones de mantenimiento de la paz para la protección de los civiles y reafirma su apoyo a los esfuerzos realizados por el Secretario General para examinar las operaciones de mantenimiento de la paz y mejorar la planificación y el apoyo, y reitera su aliento para profundizar esos esfuerzos, en colaboración con los países que aportan contingentes y fuerzas de policía y otros interesados pertinentes.	1
En cuanto a la reunificación de las dos fuerzas, los Jefes de Estado Mayor de las fuerzas de defensa y seguridad y las Forces nouvelles informaron a la misión de evaluación de que habían elaborado una propuesta de un ejército unificado de transición, integrado por unidades mixtas encargadas de garantizar la seguridad del proceso electoral.	1
Se avanzó en el programa de registro, selección y certificación de la policía nacional, con 2.944 agentes (de los cuales 565 son mujeres), es decir, el 94% del servicio, certificados en su totalidad al 20 de septiembre.	1
c) Cooperar, en particular mediante arreglos y acuerdos bilaterales y multilaterales, para prevenir y reprimir los ataques terroristas y adoptar medidas contra los autores de esos actos;	1
a) El 14 de octubre de 2002 fueron atacados los redactores en jefe de dos periódicos cercanos al Frente Popular ivoirien (Notre Voie y L'Actuel), el editor en jefe del periódico Le Nouveau Réveil y los miembros de su equipo;	0
408. Con respecto al derecho internacional humanitario, el artículo 3 común a los Convenios de Ginebra prohíbe los actos de violencia contra la vida y la persona, incluidos los tratos crueles y la tortura, la toma de rehenes y los atentados contra la dignidad personal, en particular los tratos humillantes y degradantes.	0
En otros casos, las misiones políticas especiales del Consejo han desempeñado un importante papel ayudando a los Estados a reducir el espacio estratégico que se ofrece a los grupos terroristas mediante su participación en la delincuencia transfronteriza.	1
Se están considerando disposiciones para que el PNUD y el ACNUR establezcan y administren un fondo fiduciario sucesor para el DIS, si así lo desean el Gobierno y los posibles donantes, hasta que se garanticen las estructuras y la capacidad nacionales necesarias.	1
La comisión ha autorizado al ACNUDH, en su calidad de secretaría residual de la comisión, a facilitar el acceso a los materiales existentes que figuran en la base de datos a las autoridades competentes que llevan a cabo investigaciones fidedignas con el fin de garantizar la rendición de cuentas por los delitos y otras violaciones cometidos, establecer la verdad sobre las violaciones cometidas o aplicar sanciones selectivas impuestas por las Naciones Unidas contra determinadas personas o instituciones.	1
En algunas ocasiones, han sido asesinados al aventurarse a salir del campamento, ya sea para regresar a su aldea o por cualquier otra razón.	0
Las personas que son repatriadas por la fuerza desde China suelen ser sometidas a torturas, detenciones arbitrarias, ejecuciones sumarias, abortos forzados y otras formas de violencia sexual.	0
A petición suya, la MONUSCO también apoyó los esfuerzos de la Alianza de Patriotas para el Congo Libre y Souverain por integrarse en las FARDC.	1
Estas desapariciones forzadas internacionales son únicas en su intensidad, escala y naturaleza.	0
Beyani también pidió al Consejo que no perdiera de vista el importante papel que las mujeres desplazadas internas podían desempeñar en la negociación de la paz, la garantía de sus derechos humanos y el logro del desarrollo en situaciones posteriores a conflictos.	0
Durante el período que abarca el informe, la MINUSMA documentó varias exacciones cometidas por las MDSF, incluido el uso excesivo de la fuerza que dio lugar a ejecuciones extrajudiciales; el 3 de octubre, en la ciudad de Gao, los guardias de la prisión dispararon contra un detenido desarmado que se entregaba tras un intento fallido de fuga de la prisión; el 16 de noviembre, también en la ciudad de Gao, un soldado de las fuerzas armadas malienses abrió fuego indiscriminadamente en un lugar público, lo que causó la muerte de un hombre y heridas a otros cinco.	0
Estos tres han aplicado el Programa de Acción sobre armas pequeñas, pero otros dos no han informado sobre el Programa de Acción y no parecen haber establecido un programa nacional de aplicación de la ley para combatir el contrabando de armas.	1
El 22 de septiembre, la UNOMIG y la fuerza de mantenimiento de la paz de la CEI realizaron una patrulla conjunta en el bajo valle de Kodori controlado por Abjasia e informaron de que la situación allí era tranquila.	1
En esta sección se examinará brevemente a los diversos grupos que participan activamente en el conflicto armado de Darfur.	0
Tres Estados han establecido un marco jurídico que aborda los requisitos de seguridad marítima y han aplicado parcialmente las normas internacionales obligatorias para la protección de los puertos y buques de conformidad con el Código PBIP.	0
El Equipo de Vigilancia ha examinado la aplicación del embargo de armas en relación con los métodos utilizados por Al-Qaida y los talibanes al organizar sus ataques.	1
Evidentemente, esta disposición no es aplicable en este caso, ya que los crímenes ocurrieron en el Sudán y presuntamente fueron cometidos por nacionales sudaneses.	0
