en_es_GOOGLE	MatConf
Sin embargo, el régimen de sanciones no apunta explícitamente a este aspecto crucial de la capacidad militar, a pesar de que está ampliamente cubierto por las regulaciones existentes de control y exportación de armas adoptadas por los Estados miembros y las instituciones multilaterales.	1
Este es un aspecto importante porque aumentó en gran medida el nivel de frustración y odio por parte de la población objetivo, incluidos los partidarios o supuestos partidarios de los partidos de oposición y los grupos comunitarios, con respecto a la policía y las fuerzas de seguridad.	0
59. Algunos Estados de esta región aplican la Estrategia de 2005 de la Unión Europea para combatir la radicalización y el reclutamiento para el terrorismo, cuyo objetivo es &quot;interrumpir las actividades de las redes y los individuos que atraen a la gente al terrorismo; asegurar que las voces de la opinión generalizada prevalezcan sobre las del extremismo&quot;. ; [y] promover aún más vigorosamente la seguridad, la justicia, la democracia y las oportunidades para todos&quot;.	0
&quot;El Consejo de Seguridad reafirma la importancia de la labor de los comités establecidos en virtud de las resoluciones 1267 (1999), 1373 (2001) y 1540 (2004) y continúa apoyándolos y orientándolos.	0
Reiteraron su llamado a todas las partes afganas a trabajar juntas por la paz y el establecimiento de un gobierno de base amplia, multiétnico y plenamente representativo.	0
El Representante Especial acogió con satisfacción los esfuerzos del Gobierno de la República Democrática del Congo para proteger a los niños, en particular la firma, el 4 de octubre de 2012, del plan de acción para poner fin y prevenir el reclutamiento y la utilización de niños, la violencia sexual y otras violaciones graves contra niños por parte de las fuerzas armadas y de seguridad nacionales, la participación del Gobierno en la campaña &quot;Niños, no soldados&quot; y el nombramiento, el 14 de julio de 2014, de un Asesor Presidencial sobre Violencia Sexual y Reclutamiento de Niños.	0
En términos generales, la política de atacar, matar y desplazar por la fuerza a miembros de algunas tribus no demuestra una intención específica de aniquilar, total o parcialmente, a un grupo distinguido por motivos raciales, étnicos, nacionales o religiosos.	0
La mezquita y las casas cercanas resultaron dañadas por el bombardeo.	1
Si bien la presión sobre los dirigentes de ambos grupos ha continuado, la situación en Irak y otras zonas de conflicto ha mantenido al terrorismo en el primer plano de la atención mundial y no ha habido escasez de nuevos reclutas.	1
Como se esperaba, la llegada del verano ha resultado en un mayor nivel de actividad de las fuerzas militantes opuestas.	1
El Secretario General Adjunto informó además que la violencia y los abusos de los derechos humanos continuaban a diario. Esto incluyó el uso de la tortura, el asesinato, la violación y la esclavización por parte del EIIL, castigos y ataques a servicios civiles por parte de grupos de oposición, incluidos grupos terroristas designados, y ataques aéreos, incluso con bombas de barril, por parte del Gobierno contra zonas civiles, campamentos de desplazados internos y instalaciones civiles.	1
59. La prohibición de viajar tiene un potencial particular contra los financistas de Al-Qaida y los talibanes, a quienes puede resultarles complicado utilizar una identidad falsa o evadir de otro modo las restricciones a sus movimientos.	1
Subrayando que los refugios que se ofrecen a los terroristas siguen siendo una preocupación importante y que todos los Estados miembros deben cooperar plenamente en la lucha contra el terrorismo para encontrar, negar refugio y llevar ante la justicia, sobre la base del principio de extraditar o procesar, cualquier persona que apoye, facilite, participe o intente participar en la financiación, planificación, preparación o comisión de actos terroristas o proporcione refugio seguro,	0
o El 15 de noviembre de 2014, helicópteros del régimen lanzaron una bomba de barril sobre la mezquita de Omar ibn al-Khattab en Alepo, causando graves daños a la mezquita.	1
&quot;El Consejo de Seguridad toma nota de la decisión de la cumbre de la Unión Africana celebrada en Sirte, en la que se pide al Consejo que imponga sanciones contra quienes, incluida Eritrea, prestan apoyo a los grupos armados que socavan la paz y la reconciliación en Somalia y la estabilidad regional.	1
El crimen organizado y la corrupción se han caracterizado como las mayores amenazas a la estabilidad de Kosovo y la sostenibilidad de sus instituciones.	1
Decide que todos los Estados Miembros congelarán sin demora todos los fondos, otros activos financieros y recursos económicos que se encuentren en sus territorios y que sean propiedad o estén controlados, directa o indirectamente, por las personas o entidades enumeradas en [el anexo de la resolución que impone sanciones] o [designado por el Comité de Sanciones e involucrado o cómplice en ordenar, controlar o dirigir de otro modo la comisión de abusos graves contra los derechos humanos contra personas en el [Estado afectado], incluso participando o cómplice en la planificación, orden, orden o realizar ataques, en violación del derecho internacional, incluidos bombardeos aéreos, contra poblaciones e instalaciones civiles; o por personas o entidades que actúen en su nombre o personas y entidades que actúen por cuenta de dichas personas o en su nombre o bajo su dirección], y decide además que todos los Estados miembros velarán por que se impida que cualquier fondo, activo financiero o recurso económico se haga disponibles por sus nacionales o por cualquier persona o entidad dentro de sus territorios, para o en beneficio de las personas o entidades enumeradas en [anexo de la resolución que impone sanciones] o personas designadas por el Comité.	1
3. Durante los últimos seis meses, la crisis cada vez más profunda en la República Árabe Siria ha seguido afectando al Líbano, aumentando la polarización política y la preocupación de que los disturbios en la República Árabe Siria puedan tener ramificaciones negativas para la estabilidad del Líbano.	1
Del 1 de junio al 31 de agosto, se recogieron o entregaron casi 500 armas pequeñas, más de 189.000 cartuchos de munición, 2.368 granadas de mano y minas y más de 255 kg de explosivos. panorama	1
Por lo tanto, no sorprende que muchos Estados Miembros consideren que Internet es una cuestión clave en la lucha contra la propagación del terrorismo relacionado con Al-Qaida y la amenaza que representa.	1
2. Generar confianza y mejorar la estabilidad dentro del Estado anfitrión promoviendo la verdad y la reconciliación mediante:	0
Observando con preocupación la naturaleza cambiante de la amenaza que representan Al-Qaida, Usama bin Laden y los talibanes, y otras personas, grupos, empresas y entidades asociados con ellos, en particular las formas en que se promueven las ideologías terroristas,	0
96. La subregión ha alcanzado un nivel razonable de ratificación de los instrumentos internacionales contra el terrorismo.	0
Queda por ver si puede unirse con los extremistas de Nigeria en una alianza eficaz.	1
Sobre la base de las conclusiones de la Comisión y de las investigaciones libanesas hasta la fecha y de las pruebas materiales y documentales reunidas y de las pistas seguidas hasta ahora, hay pruebas convergentes que apuntan a la participación tanto del Líbano como de Siria en este acto terrorista.	1
Por ejemplo, en el caso de genocidio, una persona que intenta asesinar a un conjunto de personas pertenecientes a un grupo protegido, con la intención específica de destruir el grupo (en su totalidad o en parte), puede estar motivada por el deseo de apropiarse de los bienes. pertenecer a ese grupo o conjunto de personas o por el impulso de vengarse de ataques anteriores por parte de miembros de ese grupo o por el deseo de complacer a sus superiores que desprecian a ese grupo.	1
Sus conclusiones tienen serias implicaciones para la rendición de cuentas de los funcionarios gubernamentales y sus recomendaciones deben ser consideradas cuidadosamente por el Consejo mientras determina qué enfoque debe adoptarse para finalmente poner fin a los abusos y la impunidad en Darfur.	0
Mientras tanto, el Gobierno de Transición de la República Democrática del Congo sigue considerando emitir órdenes de detención internacionales contra los líderes de los grupos armados de Ituri.	1
7. Observa que dichos medios de financiación o apoyo incluyen, entre otros, el uso de ingresos derivados del delito, incluido el cultivo, la producción y el tráfico ilícitos de estupefacientes y sus precursores;	1
Durante años han proseguido en Burundi, incluso con las Naciones Unidas, debates y negociaciones para garantizar la rendición de cuentas por crímenes tipificados en el derecho internacional.	0
69. Estos nuevos &quot;reclutas&quot; se convertirían en lo que la población civil y otras personas denominarían &quot;Janjaweed&quot;, término tradicional de Darfur que designa a un bandido armado o proscrito a caballo o en camello.	1
En la resolución, el Consejo afirmó que la autorización se aplica sólo con respecto a la situación en Somalia y que no afectará los derechos u obligaciones o responsabilidades de los Estados miembros según el derecho internacional, incluido cualquier derecho u obligación bajo la Convención de las Naciones Unidas sobre la Derecho del Mar, incluido el principio general de jurisdicción exclusiva de un Estado del pabellón sobre sus buques en alta mar, con respecto a cualquier otra situación, subrayó en particular que no se considerará que la resolución establece el derecho internacional consuetudinario y señaló que tal la autorización no se concedió hasta que se recibió la carta de 8 de octubre de 2014 en la que se transmitía la solicitud del Presidente de la República Federal de Somalia.	0
Durante los siguientes días, los somalíes locales subieron a bordo un arma, que estaba montada en la cubierta superior del Alpha Serengeti.	1
La policía respondió al fuego antes de regresar a toda velocidad a la sede de la PNTL.	1
Con excepción de un Estado, que ha proporcionado muy poca información pertinente, todos los Estados del Asia oriental son miembros de varias organizaciones o mecanismos regionales de cooperación internacional en la lucha contra el terrorismo y han tratado de fortalecer esas relaciones.	0
34. Decide revisar la implementación de las medidas descritas en esta resolución en dieciocho meses y hacer los ajustes necesarios para apoyar la paz y la estabilidad en Afganistán;	0
Diarios como Fraternité Matin y Notre Voie, cercanos al partido político Frente Popular Marfileño, publican mensajes nacionalistas e incitaciones a la guerra total.	1
El Representante Especial del Secretario General dijo que, debido a la hambruna, la situación humanitaria en Somalia era terrible y estaba provocando muertes y desplazamientos en escala masiva.	1
La tortura, la violación y otras crueldades arbitrarias a manos de guardias y compañeros de prisión son prácticas generalizadas y se cometen con impunidad.	1
La situación en Siria es una fuente de profunda y creciente preocupación para las Naciones Unidas.	0
Enver Hoxhaj, de Kosovo, dijo que la independencia de Kosovo era un hecho no negociable y que las instituciones de Kosovo estaban abiertas a todos aquellos que buscaban un cambio político por medios institucionales, incluidos los políticos serbios de Kosovo en el norte de Kosovo.	0
34. El Gobierno de Nepal ha logrado algunos avances en el cumplimiento de sus obligaciones en virtud del Acuerdo General de Paz de prever la rehabilitación de los niños anteriormente asociados con fuerzas y grupos armados.	0
52. El Estado también ha utilizado la inanición deliberada como medio de control y castigo en los centros de detención.	1
1. Los afiliados a Al-Qaida ganaron terreno en el norte de Malí en 2012, lo que desencadenó una crisis política y una intervención internacional.	1
a) Garantizar la protección de los civiles, incluido el personal humanitario, bajo amenaza inminente de violencia física;	0
En Wadi Haggam robaron armas a la policía.	1
La víctima, que ha sido violada 14 veces en el transcurso de una semana, proporcionó la siguiente información:	1
25. Solicita a todos los Estados Miembros, pero en particular al Gobierno del Afganistán, que informen al Comité si tienen conocimiento de cualquier información que indique que una persona, grupo, empresa o entidad que ha sido suprimida de la lista debería ser considerada para su designación en virtud del párrafo 1 de esta resolución. , y solicita además que el Gobierno del Afganistán presente al Comité un informe anual sobre la situación de las personas presuntamente reconciliadas que han sido eliminadas de la lista por el Comité el año anterior;	0
c) destruya o cause daños importantes a instalaciones públicas, sistemas de transporte o telecomunicaciones, incluidos sistemas de información, plataformas fijas en la plataforma continental, instalaciones de suministro de energía, instalaciones de suministro de agua, instalaciones médicas o cualquier otra importante, lugares o bienes públicos con el objetivo de poner en peligro vidas humanas, la seguridad de una instalación, sistema o lugar, o exponer la propiedad al riesgo de daños importantes,	1
36. En Gambia, grupos de oposición protestaron contra las autoridades estatales por la falta de rendición de cuentas por presuntos abusos de los derechos humanos. El 4 de noviembre, el ex Jefe del Estado Mayor de la Defensa, general Lang Tamba, y seis personas coacusadas presentaron un recurso de apelación ante el Tribunal Supremo contra la sentencia de muerte por conspiración y traición, dictada por el Tribunal Superior en julio de 2010 y confirmado por el Tribunal de Apelaciones en octubre de 2012.	1
Ø Considerar la posibilidad de aplicar medidas específicas y graduales contra las partes en conflictos armados que cometan violaciones graves contra los niños en situaciones de conflicto armado.	1
:: Relaciones con otras partes de las Naciones Unidas, incluidos el Secretario General y su Oficina, y los demás órganos subsidiarios del Consejo de Seguridad que operan en la esfera de la lucha contra el terrorismo	0
Si bien los dirigentes de Al-Qaida, limitados por la acción internacional, tal vez no puedan traducir su apoyo en violencia coordinada bajo su control, siguen atrayendo seguidores, algunos de los cuales están decididos a cometer actos terroristas en su nombre, sin necesidad de ver a sus acciones como parte de un programa político más amplio.	1
En Lerneb (región de Tombuctú), en septiembre, MAA (Plataforma) advirtió en varias reuniones públicas que castigaría a los miembros de la población local que proporcionaran información a la MINUSMA y a las fuerzas francesas. El 23 de septiembre se encontró el cuerpo de un hombre decapitado en la zona de Zouera, 80 kilómetros al norte de Tombuctú. Fue uno de los cinco hombres secuestrados el 16 de septiembre por AQMI y acusados por esa organización de colaboración con fuerzas internacionales, que desde entonces han desaparecido.	1
23. El 17 de octubre, el Jefe del Estado Mayor de la Defensa de Nigeria anunció que se había llegado a una cesación de las hostilidades con Boko Haram, tras conversaciones facilitadas por el Gobierno del Chad en Yamena. El 19 de octubre, el Gobierno del Chad afirmó que estaban en curso negociaciones sobre un acuerdo de alto el fuego y la liberación de las escolares secuestradas en Chibok. El 4 de noviembre, el Gobierno Federal de Nigeria anunció que no se había llegado a ningún acuerdo, aunque las conversaciones continuarían.	0
En determinadas zonas de Abidján había tanques, vehículos armados de transporte de tropas y lanzadores de cohetes.	1
La Comisión observa con preocupación la ausencia de un control sistemático de las armas y municiones de la PNTL.	0
El padre de familia afirmó que, durante el intento de huir de su casa, se habían topado con seis hombres árabes que violaron a su hija de 25 años delante de él, su esposa y sus hijos pequeños.	1
▪ Coordinación sistemática, entre los componentes civil y militar de la misión y con los actores humanitarios, para consolidar conocimientos sobre la protección de civiles.	0
Afirma su intención, al establecer y renovar regímenes de sanciones específicos para cada Estado, de tener en cuenta la idoneidad de medidas selectivas y graduadas contra las partes en situaciones de conflicto armado que cometen violaciones y otras formas de violencia sexual contra mujeres y niñas en situaciones de conflicto armado. .	1
a) Una amenaza al proceso de paz y reconciliación nacional en Côte d&#39;Ivoire, en particular al bloquear la aplicación del proceso de paz, tal como se menciona en el Acuerdo Político de Uagadugú;	1
:: 21 de junio de 2005, el ex dirigente del Partido Comunista Libanés George Hawi muere cuando su automóvil explota cerca de su casa en Wata Musaytbeh.	0
77. Todas las pruebas disponibles sugieren que los tiroteos iniciales de la mañana del 25 de marzo que provocaron la explosión fueron el resultado de una acción coordinada de las fuerzas de seguridad que tuvo como resultado la muerte de más de 100 civiles.	1
El derecho internacional también prohíbe los ataques indiscriminados contra civiles, es decir, cualquier ataque a zonas o lugares donde puedan encontrarse civiles y combatientes, que no esté dirigido a un objetivo militar específico, o que emplee métodos o medios de combate que no puedan dirigirse a un objetivo militar específico. objetivo militar específico.	1
Promover la seguridad y la estabilidad sigue siendo un desafío vital.	0
El Teniente General Ahmed recordó al Consejo que los comandantes de las fuerzas están al mando de más de 90.000 soldados de un total de 105.000 uniformados y que es probable que esta cifra aumente en el próximo período.	1
En el caso de África, el Consejo abordó la grave situación en la frontera entre Ruanda y la República Democrática del Congo, revisó el continuo estancamiento político entre Etiopía y Eritrea, evaluó la implementación del embargo de armas a Somalia y reforzó los esfuerzos para reactivar el estancado proceso político en Costa de Marfil.	0
9. Cambio operativo. Los ataques complejos y simultáneos con múltiples ataques, como lo ilustran los ataques de Arlit y Agadez en el Níger el 23 de mayo de 2013, demuestran que los afiliados locales de Al-Qaida están tratando de seguir las directrices básicas de Al-Qaida para incidentes &quot;espectaculares&quot;.	1
La propaganda, los ataques con cohetes, los artefactos explosivos improvisados y algún que otro atacante suicida pueden seguir siendo las principales armas utilizadas por las fuerzas militantes opuestas.	1
Al mismo tiempo, la Secretaría continúa explorando todas las opciones para reforzar y reforzar las capacidades operativas actuales de la Misión en el difícil entorno del norte de Malí.	0
La fuerza policial debe estar, y debe parecer, entrenada en un ambiente políticamente neutral.	1
&quot;El Consejo de Seguridad renueva su llamamiento al Gobierno de la República Centroafricana para que reactive los esfuerzos por reformar las instituciones del sector de seguridad, que es un elemento crucial del proceso de consolidación de la paz en la República Centroafricana, y para abordar la impunidad generalizada, promoviendo el Estado de derecho y un mayor respeto por los derechos humanos.	0
Varios Estados aún no han aplicado procedimientos para identificar y congelar los activos terroristas sin demora.	1
h) Continuar intensificando los esfuerzos para crear conciencia entre los parlamentarios y otras autoridades de alto nivel;	0
▪ Lanzar un ataque que pueda esperarse que cause incidentalmente pérdidas de vidas o lesiones a civiles o daños a bienes de carácter civil o una combinación de ambos, que sería excesivo en relación con la ventaja militar concreta y directa prevista;	1
26. Durante el período que abarca el informe, la MINUSMA documentó una serie de exacciones cometidas por las MDSF, incluido el uso excesivo de la fuerza que dio lugar a ejecuciones extrajudiciales. El 3 de octubre, en la ciudad de Gao, guardias penitenciarios dispararon contra un detenido desarmado que se estaba entregando tras un intento fallido de fuga de la prisión. El 16 de noviembre, también en la ciudad de Gao, un soldado de las fuerzas armadas malienses abrió fuego indiscriminadamente en un lugar público, lo que provocó la muerte de un hombre y heridas a otros cinco.	1
En muchos de los casos, mujeres y hombres fueron secuestrados o desaparecidos, muchos de ellos sin dejar rastro.	1
Este fue el caso de Jamal Suliman Mohamad Shayeb en la aldea de Halouf en relación con el asesinato de 24 personas, algunas de ellas mujeres y niños, el saqueo de propiedades y el incendio de la aldea.	1
El Comité de Derechos Humanos ha enunciado claramente este derecho en su Observación General 27. En varias ocasiones el Comité de Derechos Económicos, Sociales y Culturales ha declarado que los desalojos forzosos son prima facie incompatibles con los requisitos del Pacto de Derechos Económicos, Sociales y Culturales.	0
Ø Pedir un estricto cumplimiento por parte de las partes en un conflicto armado de las normas del derecho internacional humanitario y del derecho de los derechos humanos que prohíben la violación, la esclavitud sexual, la prostitución forzada, el embarazo forzado, la esterilización forzada o cualquier otra forma de violencia sexual.	0
Unas 20.000 personas se han quedado sin hogar en Abidján debido a la destrucción deliberada de barrios marginales.	1
Retener ese nivel de financiación paralizaría a cualquier gobierno, y mucho menos a una autoridad bajo ocupación. Si los fondos no se desbloquean de inmediato, esta acción amenazará los logros alcanzados por la Autoridad Palestina en materia de construcción del Estado, incluido el aumento de la buena gobernanza que beneficia al pueblo palestino y el desarrollo de las fuerzas de seguridad que mantienen la ley y el orden en Cisjordania.	0
Las redes terroristas forjadas en los conflictos actuales podrían representar una amenaza en las próximas décadas.	1
Las unidades de policía constituidas proporcionan capacidad de control de multitudes en caso de manifestaciones ilegales o rebeldes y protegen al personal, las instalaciones y los bienes de las Naciones Unidas dentro de sus respectivas zonas de responsabilidad.	0
También han sido objeto de graves privaciones de su libertad y de su libertad de circulación dentro de la República Popular Democrática de Corea, se les ha negado el derecho al reconocimiento de su personalidad ante la ley y el derecho a no ser sometidos a torturas ni a otras torturas crueles, inhumanas o trato degradante.	1
Confirmó que un helicóptero ruso había sido derribado y que una junta de investigación de las Naciones Unidas, que había estado en el país la semana anterior, presentaría un informe a principios de noviembre.	1
Para llevar a cabo su plan, pretenden unir varias milicias bajo su control y equiparlas y entrenarlas en Fer Fer (Etiopía) y Waajid (región de Bakool).	0
577. Los tribunales mixtos establecidos en otros conflictos han seguido dos modelos similares pero distintos.	0
35. Tras la puesta en marcha del Programa nacional de Estabilización y Reconstrucción de Zonas de Conflicto Armado (STAREC) en la zona oriental de la República Democrática del Congo, las Naciones Unidas aprobaron en 2008 la Estrategia Internacional de Apoyo a la Seguridad y la Estabilización. Proporciona el marco para proyectos de estabilización en el este de la República Democrática del Congo.	0
77. En esta sección se examinarán brevemente los diversos grupos que participan activamente en el conflicto armado de Darfur.	0
El ataque obligó a muchos civiles a buscar refugio fuera de la ciudad, las Fuerzas Armadas Sudanesas sufrieron decenas de bajas y el SLM/A se llevó grandes cantidades de armas, municiones, combustible y otros suministros. El 29 de septiembre se produjo otro ataque contra la propia ciudad de Tawilla, cuando la policía gubernamental y unidades de las Fuerzas Armadas Sudanesas entraron en la ciudad y, más tarde, en el campamento adyacente de Dali para desplazados internos, disparando contra civiles de forma indiscriminada y sin provocación.	1
Según los informes, durante los ataques los Janjaweed destruyeron utensilios, equipos para procesar alimentos, recipientes de agua y otros artículos domésticos esenciales para la supervivencia de los habitantes.	1
Siguiendo la recomendación de la Comisión Internacional de Investigación sobre Costa de Marfil este año, el Consejo de Derechos Humanos estableció el mandato de un experto independiente sobre la situación de Costa de Marfil con la responsabilidad de ayudar al Gobierno y otros actores relevantes en la implementación de las recomendaciones de la Comisión.	0
49. Está claro que, cuando la MINURCAT comience su retirada de Birao el 21 de octubre de 2010, las fuerzas nacionales de la República Centroafricana tal vez no estén inmediatamente en condiciones de desplegar y mantener tropas adicionales.	0
Identificación de los posibles autores de crímenes internacionales General	1
122. Se plantea una importante cuestión jurídica con respecto a las milicias antes mencionadas: ¿quién, además de los autores individuales, es penalmente responsable de los crímenes presuntamente cometidos por los Janjaweed?	1
4. Exhorta a los Estados a que adopten medidas enérgicas y decisivas para cortar las corrientes de fondos y otros activos financieros y recursos económicos a personas y entidades asociadas con la organización Al-Qaida, Usama bin Laden y/o los talibanes, teniendo en cuenta, según corresponda , códigos y normas internacionales para combatir la financiación del terrorismo, incluidos aquellos diseñados para prevenir el abuso de organizaciones sin fines de lucro y sistemas de remesas informales/alternativos;	0
Cada pago de rescate fomenta nuevos secuestros, creando un círculo vicioso de estímulo y financiación para AlQaida y sus afiliados.	1
Cuando son detenidos o repatriados por la fuerza, los funcionarios de la República Popular Democrática de Corea los someten sistemáticamente a persecución, tortura, detención arbitraria prolongada y, en algunos casos, a violencia sexual, incluso durante registros corporales invasivos.	1
En segundo lugar, la información limitada crea frustración y descontento entre las personas responsables de verificar la Lista, de quienes depende en gran medida su implementación efectiva, lo que aumenta el riesgo de que los nombres incluidos no sean detectados y que las medidas puedan aplicarse a objetivos no deseados.	1
Una operación similar llevada a cabo en Pristina el 18 de noviembre dio lugar a la detención de seis personas.	1
81. La capacidad de los comandantes para ejercer control, mantener conciencia de la situación y planificar y coordinar sus acciones vertical y horizontalmente a través de la estructura de mando es fundamental para cualquier operación militar o paramilitar. Dado que Al-Qaida, los talibanes y sus asociados participan en esa actividad, ellos también deben poseer los medios necesarios para hacerlo, incluido equipo de comunicaciones.	0
Solicita al Secretario General que desarrolle directrices y estrategias eficaces para mejorar la capacidad de las operaciones de mantenimiento de la paz pertinentes de las Naciones Unidas, de conformidad con sus mandatos, para proteger a los civiles, incluidas las mujeres y las niñas, de todas las formas de violencia sexual y que incluya sistemáticamente en sus informes escritos a al Consejo sobre situaciones de conflicto sus observaciones relativas a la protección de las mujeres y las niñas y sus recomendaciones al respecto.	0
Sin embargo, la información proporcionada por Shartai y Omdas que acompañaron a la Comisión Nacional, y las pruebas disponibles, indican que todas las partes fueron responsables, en las circunstancias del conflicto encarnizado, del incendio de las aldeas.	1
Esto también serviría para promover la cooperación regional contra el terrorismo.	0
c) Responsable de los obstáculos a la libertad de circulación de la ONUCI y de las fuerzas francesas que la apoyan;	0
b) Armas convencionales 113. Sobre la base de su análisis general, el Equipo también cree que el Consejo tal vez desee pedir a todos los Estados, en particular a los países exportadores de armas, que ejerzan el más alto grado de responsabilidad en las transacciones de armas pequeñas y ligeras. a 2. Territorio del embargo	0
Como resultado, las transacciones sospechosas de financiar actos terroristas se someterán al mismo sistema de notificación y suspensión que aquellas sospechosas de lavado de dinero.	0
Los intentos actuales del Consejo de Seguridad de culpar a Eritrea son injustificados, tanto jurídica como políticamente.	0
3. Los sistemas comerciales de doble uso se producen con fines civiles, pero también pueden utilizarse en ataques terroristas.	1
Al mismo tiempo, Alemania y la UE han condenado repetidamente en el pasado las atrocidades terroristas que han provocado la muerte de cientos de israelíes.	0
El secuestro de un sacerdote francés en Camerún por Boko Haram y Ansaru trabajando juntos en noviembre de 2013 demuestra la capacidad de estos dos grupos para actuar más allá de las fronteras de Nigeria.	1
Por lo tanto, el Registro se ha convertido en una herramienta directamente pertinente para la labor que el Consejo de Seguridad y la Asamblea General están realizando en materia de armas pequeñas y ligeras.	0
Sin embargo, instamos a que se hagan mayores esfuerzos para dar seguimiento a la información obtenida de los Estados Miembros como parte del esfuerzo contra el terrorismo.	0
Posteriormente, las fuerzas armadas del gobierno confiscaron las armas de los aldeanos.	1
Exige que los grupos armados rebeldes cesen inmediatamente la violencia y pide a todas las partes que reanuden el diálogo en el marco del acuerdo de Sirte de 25 de octubre de 2007.	1
Los movimientos, reconociendo el papel creíble y constructivo que Argelia ha desempeñado en los esfuerzos por promover y encontrar una salida definitiva a la crisis, han transmitido a Argelia su plena confianza en sus continuos esfuerzos con ese fin y en su mayor implicación en la búsqueda de la tan buscada solución definitiva del conflicto.	0
Solicitar el estricto cumplimiento por parte de las partes en conflictos armados del derecho internacional humanitario aplicable y de las normas de derechos humanos relativas a los niños afectados por conflictos armados.	0
Después de haber realizado todos los análisis y discusiones de los hechos que hemos recopilado, llegamos a la conclusión de que lo más probable es que se tratara de una explosión en la superficie.	1
La atención se centraría a corto plazo en el control de las fronteras y los recursos naturales en Ituri, la restricción del movimiento de elementos de las Fuerzas Democráticas Aliadas/Ejército Nacional para la Liberación de Uganda en Kivu del Norte, el control de las zonas desalojadas por las FDLR después de la reunión conjunta entre la MONUC y las FARDC. operaciones y asistencia a la policía nacional para garantizar la seguridad de la población de Kivu del Sur.	1
Aplicar su política de género para 2003-2007 estableciendo ocho compromisos reforzados con las mujeres para garantizar la seguridad alimentaria y la incorporación de la perspectiva de género en las actividades apoyadas por el PMA, los programas de seguridad alimentaria del PMA y sus asociados y los programas en apoyo de las operaciones de mantenimiento de la paz de las Naciones Unidas.	0
En conjunto, esos desafíos ejercen presión política sobre los gobiernos y tienen un impacto directo y peligroso en la paz, la seguridad y la estabilidad en los países afectados.	0
Como resultado de esta violación, la víctima quedó embarazada y luego dio a luz a un niño.	1
En la 6897ª sesión del Consejo de Seguridad, celebrada el 20 de diciembre de 2012, en relación con el examen por el Consejo del tema titulado &quot;Consolidación de la paz después de los conflictos&quot;, el Presidente del Consejo formuló la siguiente declaración en nombre del Consejo:	0
69. Cinco Estados de la subregión han promulgado leyes que permiten la extradición de terroristas y seis han establecido mecanismos eficaces de intercambio de información.	0
Las autoridades afganas y la comunidad internacional deben dejar claro que este comportamiento es inaceptable.	0
Acogiendo con beneplácito la inclusión de mujeres en misiones de mantenimiento de la paz en funciones civiles, militares y policiales, y reconociendo que las mujeres y los niños afectados por conflictos armados pueden sentirse más seguros trabajando y denunciando abusos a mujeres en misiones de mantenimiento de la paz, y que la presencia de mujeres en el personal de mantenimiento de la paz puede alentar que las mujeres locales participen en las fuerzas armadas y de seguridad nacionales, ayudando así a construir un sector de seguridad que sea accesible y receptivo para todos, especialmente las mujeres.	0
Los agentes armados respondieron que &quot;de todos modos eran todos iguales&quot; y comenzaron a destrozar la casa.	1
&quot;El Consejo de Seguridad reafirma su compromiso con la aplicación plena y efectiva de sus resoluciones sobre la protección de los civiles en los conflictos armados y recuerda declaraciones anteriores sobre la cuestión formuladas por su Presidente.	0
Los actos de algunos grupos árabes provocaron el desplazamiento forzado de esos grupos no árabes.	1
Los movimientos rebeldes también participaron en actos de saqueo, principalmente contra comisarías de policía para obtener armas; en algunas ocasiones los rebeldes también atacaron la propiedad privada.	1
9. El 25 de junio de 2008, el Comité celebró consultas oficiosas con el Grupo de Supervisión restablecido en virtud de la resolución 1811 (2008) y también examinó la solicitud del Consejo de Seguridad contenida en los párrafos 6 y 7 de la resolución 1814 (2008) de formular recomendaciones. sobre medidas específicas que el Consejo podría imponer a individuos y entidades que bloqueen el proceso de paz o violen el embargo de armas.	0
40. Durante el último mes y medio, las autoridades haitianas hicieron algunos intentos preliminares para abordar las cuestiones de administración de justicia y detención.	0
32. Solicita al Secretario General que incluya en sus informes al Consejo sobre situaciones específicas de países información más amplia y detallada sobre la protección de los civiles en los conflictos armados, incluidos incidentes relacionados con la protección y medidas adoptadas por las partes en conflictos armados para implementar sus obligaciones de respetar y proteger a la población civil, incluida información específica sobre las necesidades de protección de los refugiados, los desplazados internos, las mujeres, los niños y otros grupos vulnerables;	0
66. En un esfuerzo por contrarrestar el aumento de los delitos cometidos en el mar, la Organización Marítima de África Occidental y Central (MOWCA), con la asistencia de la OMI, está mejorando la cooperación entre los organismos encargados de hacer cumplir la ley mediante el establecimiento de una red de unidades de guardacostas.	0
La Comisión no pudo confirmar la afirmación del Gobierno de que soldados y civiles heridos habían muerto dentro del edificio del hospital.	0
También señalaron que la mayor disponibilidad de información sobre los efectos nocivos de la piratería había dado lugar a cambios positivos en los antiguos focos de piratería.	0
Estamos seriamente preocupados por la obstinada negativa de los dirigentes de grupos como el Movimiento por la Justicia y la Igualdad y el Movimiento de Liberación del Sudán a participar en las conversaciones.	0
47. No ha habido ningún cambio notable en el estado operacional y las capacidades de Hizbollah, que, según sus propios dirigentes, tiene más de 12.000 misiles a su disposición.	1
El Comité eliminó cinco nombres en enero de 2010 y cinco más en julio de 2010; dos personas murieron y se consideró que el resto se había reconciliado con el Gobierno de Afganistán.	0
