en_es_DEEPL	VerConf
Aunque Al-Shabaab no forma parte formalmente de Al-Qaeda, Usamah bin Ladin y Aiman al-Zawahiri (QI.A.6.01) han manifestado un gran interés por los acontecimientos en Somalia, convirtiéndola en uno de los puntos de reunión de reclutas de todo el mundo para recibir adiestramiento y adoctrinamiento paramilitar.	1
A. Reclutamiento y utilización de niños por las fuerzas armadas y los grupos armados El Equipo Especial de Nepal para la cuestión de los niños y los conflictos armados, establecido en virtud de la resolución 1612 (2005) del Consejo de Seguridad, supervisó el reclutamiento de niños por el ejército maoísta y las organizaciones afiliadas al PCN-Maoísta durante la campaña de reclutamiento posterior a la cesación del fuego que alcanzó su mayor intensidad en noviembre de 2006.	0
Encomendar a las misiones de mantenimiento de la paz de las Naciones Unidas y otras misiones pertinentes autorizadas por el Consejo de Seguridad que promuevan, en cooperación con los Estados pertinentes, el establecimiento de disposiciones eficaces para investigar y enjuiciar las violaciones del derecho internacional humanitario u otras violaciones graves de las normas de derechos humanos.	0
La Unión Europea está profundamente preocupada por el actual ciclo de violencia de represalia en Israel y los territorios ocupados.	1
El Consejo de Seguridad reconoce que los derechos humanos de las mujeres y las niñas corren especial peligro durante los conflictos armados y las situaciones posteriores a los conflictos, y observa que los miembros de la sociedad civil que trabajan en cuestiones relacionadas con los derechos humanos de las mujeres pueden ser blanco de ataques en varias de estas situaciones.	1
Pedir el estricto cumplimiento por las partes en un conflicto armado del derecho internacional humanitario aplicable, incluidas las prohibiciones de:	1
Azerbaiyán está profundamente preocupado por la continuación de las actividades ilegales de asentamiento en los territorios palestinos ocupados.	1
Los africanos han dejado muy clara su preocupación por la situación en Zimbabue.	1
24. Pide al Comité contra el Terrorismo que, en el marco de su mandato actual y con el apoyo de la Dirección Ejecutiva del Comité contra el Terrorismo, determine las principales deficiencias en la capacidad de los Estados Miembros para aplicar las resoluciones 1373 (2001) y 1624 (2005) del Consejo de Seguridad que puedan obstaculizar la capacidad de los Estados para detener la corriente de combatientes terroristas extranjeros, así como que determine las buenas prácticas para detener la corriente de combatientes terroristas extranjeros en la aplicación de las resoluciones 1373 (2001) y 1624 (2005), y facilitar la asistencia técnica, concretamente promoviendo el compromiso entre los proveedores de asistencia para el desarrollo de capacidades y los receptores, especialmente los de las regiones más afectadas, incluso mediante la elaboración, a petición de éstos, de estrategias globales de lucha contra el terrorismo que abarquen la lucha contra la radicalización violenta y el flujo de combatientes terroristas extranjeros, recordando las funciones de otros actores pertinentes, por ejemplo el Foro Mundial contra el Terrorismo;	0
Se han proferido algunas amenazas contra el personal del programa.	1
La interdicción de los movimientos transfronterizos ilegales es vital para la lucha contra el terrorismo, el narcotráfico y el contrabando comercial.	1
Determinar que la situación en la República Democrática del Congo sigue constituyendo una amenaza para la paz y la seguridad internacionales en la región,	1
Consciente de la importancia y urgencia que representa una cuestión tan amplia como la lucha contra el terrorismo, y con el fin de proporcionar al Comité contra el Terrorismo información adicional pertinente, el Gobierno de la República Checa ha facilitado como anexo independiente a su quinto informe la Ley núm. 61/1996 sobre algunas medidas contra la legalización del producto del delito y sobre la modificación y complementación de leyes conexas.	0
3. En los últimos seis meses, la agudización de la crisis en la República Árabe Siria ha seguido afectando a Líbano, aumentando la polarización política y la preocupación de que los disturbios en la República Árabe Siria puedan tener ramificaciones negativas para la estabilidad de Líbano.	0
El taller fue una oportunidad importante para explorar los medios de seguir facilitando la aplicación de la resolución, incluso en lo que respecta a la presentación universal de informes y a una aplicación más completa.	0
A este respecto, me gustaría subrayar una vez más que, a diferencia de otras situaciones bien conocidas que implican reivindicaciones territoriales infundadas e ilegítimas, incluidas aquellas bajo el pretexto inventado de la atención a grupos étnicos minoritarios, se ha reconocido el derecho a la autodeterminación y a la condición de Estado del pueblo de Palestina.	1
(a) Evaluar la evolución de los riesgos y amenazas;	1
Insta a los Estados y a todas las demás partes en un conflicto armado a que hagan todo lo posible por impedir las violaciones del derecho internacional humanitario contra la población civil, incluidos los periodistas, los profesionales de los medios de comunicación y el personal asociado.	1
Para otra delegación, la protección activa de los civiles no debe confundirse con la neutralización de los grupos armados mediante actividades agresivas.	1
El ataque fue llevado a cabo principalmente por los militares. El pueblo árabe se encargó de robar.	0
El Consejo de Seguridad condena todas las violaciones del derecho internacional, incluido el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, cometidas contra civiles en situaciones de conflicto armado.	1
También expresó que el fracaso del Parlamento libanés a la hora de elegir un nuevo Presidente había socavado la estabilidad del Líbano y su resistencia desde el comienzo del conflicto en la República Árabe Siria.	1
(n) Consultar con los servicios de inteligencia y seguridad de los Estados miembros, incluso a través de foros regionales, para facilitar el intercambio de información y reforzar la aplicación de las medidas;	0
Subrayando que la mejora del diálogo y la ampliación del entendimiento entre civilizaciones, en un esfuerzo por evitar que se atente indiscriminadamente contra diferentes religiones y culturas, y el tratamiento de los conflictos regionales no resueltos y de toda la gama de problemas mundiales, incluidos los de desarrollo, contribuirán a la cooperación internacional, que por sí misma es necesaria para sostener la lucha más amplia posible contra el terrorismo,	0
Lamentablemente, esta postura ha permanecido inalterada, a pesar de los numerosos intentos de compromiso de la Comisión.	1
En el sur de Darfur, según testigos, los rebeldes atacaron y saquearon una comisaría de policía y las oficinas del gobierno en Yassin en enero de 2004.	0
No obstante, me sigue preocupando profundamente que las partes, tanto los movimientos como las milicias, sigan utilizando a niños como combatientes.	1
No obstante, instamos a que se redoblen los esfuerzos de seguimiento de la información obtenida de los Estados miembros en el marco de la lucha contra el terrorismo.	1
A tal efecto, recuerdo que los dirigentes libaneses volvieron a convocar el Diálogo Nacional tras los sucesos de mayo de 2008, cuyo principal mandato era elaborar una estrategia de defensa nacional que abordara la cuestión crítica de las armas fuera del control del Estado.	0
40. Unos 8.490 excombatientes han recibido apoyo para su reintegración por parte del PNUD y sus socios ejecutores en el norte de Sudán.	0
Asesora en cuestiones de género de la Oficina de Apoyo Regional de ONUSIDA para África Oriental y Meridional, que proporciona asesoramiento político y técnico para integrar las cuestiones relativas a la mujer y el VIH/SIDA en los programas nacionales de lucha contra el SIDA.	0
"El Consejo de Seguridad recuerda que aún no se han ejecutado las órdenes de detención dictadas por la Corte Penal Internacional contra Joseph Kony, Okot Odhiambo y Dominic Ongwen, acusados, entre otras cosas, de crímenes de guerra y crímenes contra la humanidad, incluidos asesinatos, violaciones y el reclutamiento de niños mediante secuestros, y exhorta a todos los Estados a que cooperen con las autoridades ugandesas y con la Corte Penal Internacional para ejecutar dichas órdenes y llevar ante la justicia a los responsables de las atrocidades.	0
(e) La reunión inaugural del Grupo Internacional de Contacto sobre Libia, que se celebrará en Addis Abeba el 3 de diciembre de 2014. Apoyaron los esfuerzos emprendidos por los países vecinos y el Representante Especial del Secretario General para Libia para crear condiciones propicias al diálogo entre todas las partes libias, con excepción de los grupos terroristas conocidos.	0
En el párrafo 3 de esa resolución, el Consejo me pidió que restableciera, en consulta con el Comité establecido en virtud de la resolución 751 (1992) relativa a Somalia, en un plazo de 30 días a partir de la fecha de aprobación de la resolución, y por un período de seis meses, el Grupo de Supervisión a que se hace referencia en el párrafo 3 de la resolución 1558 (2004) para que cumpliera el mandato establecido en los apartados a) a i) del párrafo 3 de la resolución 1630 (2005).	0
Al igual que otros oradores que nos han precedido, y en consonancia con la declaración de la Alta Representante Ashton, condenamos el acto que provocó la muerte del Sr. Dzeković y heridas a varias personas más durante las protestas del 2 de julio en Mitrovica Norte.	1
Los actuales intentos del Consejo de Seguridad de culpar a Eritrea son injustificados, tanto desde el punto de vista jurídico como político.	1
A medida que avanzaban los trabajos de la Comisión se presentaron más testigos.	0
Condenar la incidencia de los secuestros y la toma de rehenes con el objetivo de recaudar fondos u obtener concesiones políticas, y expresar la necesidad de que se aborde esta cuestión,	1
Sin embargo, no intervenir activamente para restablecer la estabilidad en ese país ya está amenazando la eficacia de la comunidad internacional, además de costar ingentes cantidades de recursos.	1
Instamos a todos los Estados miembros a tomar medidas inmediatas para cumplir con la obligación contenida en la resolución 2036 (2012) de prohibir el comercio de carbón vegetal somalí, en particular por parte de los más activos en dicho comercio.	1
8. El Consejo se mantendrá especialmente vigilante con respecto a quienes pudieran tratar de obstruir el proceso de transición, en particular quienes pudieran actuar en violación del embargo de armas en la República Democrática del Congo o negarse a participar en los procesos de desarme, desmovilización y reintegración o desarme, desmovilización, reintegración y repatriación o reasentamiento y de integración de las fuerzas armadas de la República Democrática del Congo.	1
El Gobierno de Jordania subraya la necesidad de que el Gobierno israelí ponga fin plena e inmediatamente a sus actos de violencia y destrucción en la Franja de Gaza y en todo el territorio palestino ocupado, ponga fin a su política de destrucción deliberada de infraestructuras y viviendas palestinas y cese de inmediato sus actos de ejecución extrajudicial, la imposición de castigos colectivos y sus demás prácticas contra el pueblo palestino.	1
Desde entonces, se han producido dos acontecimientos importantes: el traslado, el 31 de octubre de 2009, de los ocho presos condenados hasta la fecha por el Tribunal a Ruanda, donde cumplirán sus penas, y el traspaso, el 16 de noviembre de 2009, de las instalaciones de detención del Tribunal al Gobierno de Sierra Leona.	0
69. El Sr. Soro dijo a la misión que les sorprendía que la comunidad internacional no hubiera previsto el conflicto que se avecinaba en Costa de Marfil, evidente desde la muerte del Presidente Félix Houphouët-Boigny.	1
También hace hincapié en la prohibición y el bloqueo de sitios de Internet que contengan material extremista y en la regulación de los problemas en este campo.	0
Preocupados por la ausencia hasta ahora de los principales movimientos armados en las negociaciones, han instado a seguir colaborando con el Gobierno y los movimientos no signatarios para aumentar el carácter inclusivo del proceso de paz.	0
56. Es alentador que se hayan logrado avances continuos en las cuatro esferas prioritarias del mandato de la UNMIT, incluidas las iniciativas de diálogo sobre cuestiones nacionales críticas, los nuevos progresos en la reasunción de las responsabilidades policiales primarias por la PNTL, la promulgación del conjunto de medidas legislativas sobre seguridad nacional, el Plan de Desarrollo Estratégico y el Plan Estratégico del Sector de la Justicia para Timor-Leste.	1
Condena enérgicamente a los talibanes por el lanzamiento en julio de 1999, sólo una semana después de la reunión del grupo "Seis más Dos" en Tashkent, de una nueva ofensiva, a pesar de las reiteradas peticiones del Consejo de que cesen los combates.	1
Destacados periodistas han sido detenidos arbitrariamente por denunciar cuestiones de derechos humanos, constitucionales y de Estado de derecho.	0
Por lo tanto, los órganos antiterroristas de las Naciones Unidas deberían abordar estas deficiencias con mayor seriedad y dedicación.	1
Unido al extremismo, y con profundas raíces en la vida política y social de la zona, el crimen organizado amenaza los cimientos mismos de los principios y valores que intentamos inculcar en las nuevas instituciones que allí se forman, haciendo así infructuosos nuestros esfuerzos.	1
:: Es necesaria una mayor coherencia en el establecimiento y los mandatos de los mecanismos de investigación.	0
Otro ha creado un grupo de trabajo interdepartamental sobre migración para aplicar medidas que fomenten la integración, entre otras cosas en materia de conocimientos lingüísticos y formación para el empleo, promover el diálogo con los inmigrantes y vigilar la xenofobia, el racismo y el extremismo.	0
Subraya la necesidad de un compromiso sin reservas con el proceso de integración de las fuerzas armadas, en el espíritu del Acuerdo Global e Integrador.	0
7. Señala que dichos medios de financiación o apoyo incluyen, entre otros, la utilización del producto del delito, incluidos el cultivo, la producción y el tráfico ilícitos de estupefacientes y sus precursores;	0
Cinco Estados disponen de medidas adecuadas para la represión del reclutamiento de terroristas, mientras que cuatro no tienen ninguna.	0
23. Pide al Comité que distribuya al Consejo una lista de los Estados que no hayan presentado antes del 31 de marzo de 2004 informes de conformidad con el párrafo 6 de la resolución 1455 (2003), incluido un resumen analítico de las razones aducidas por los Estados para no presentarlos;	0
Los habitantes de estos barrios habrían sido agredidos y golpeados por las fuerzas de seguridad.	0
Condeno enérgicamente cualquier uso de sustancias químicas tóxicas en el conflicto sirio, por cualquiera de las partes.	1
La furgoneta Mitsubishi Canter, que se utilizó como portadora de la bomba, entró en Líbano desde la República Árabe Siria a través de la frontera de la Bekaa y una "vía caliente" militar el 21 de enero de 2005 a las 13.20 horas. La conducía un coronel sirio de la décima división del ejército.	0
Los argumentos de la parte armenia son especialmente sorprendentes, ya que se formulan en el Consejo de Seguridad, que en 1993 adoptó una serie de cuatro resoluciones en las que condenaba el uso de la fuerza contra Azerbaiyán y la ocupación de sus territorios y exigía la retirada inmediata, total e incondicional de las fuerzas de ocupación armenias de todos los territorios ocupados de Azerbaiyán (resoluciones 822 (1993), 853 (1993), 874 (1993) y 884 (1993)).	1
El personal de servicio y el pueblo de la RPDC aplastarán el temerario tinglado de los derechos humanos de las fuerzas hostiles con las más duras contraacciones sin precedentes y defenderán con firmeza el régimen socialista, su vida y su alma.	0
La Red Siria de Derechos Humanos no pudo recabar información sobre las muertes en las zonas aisladas por el régimen.	1
Condené tales restricciones a la libertad de movimiento de las fuerzas de paz de las Naciones Unidas.	1
Expresando su preocupación por los continuos informes, incluidos los comunicados por el Secretario General en [informe pertinente], de abusos de los derechos humanos y violaciones del derecho internacional humanitario, incluso contra mujeres y niños, y los informes de un aumento de los incidentes de violencia sexual, en particular los atribuidos a hombres armados, subrayando la importancia de investigar esas presuntas violaciones y abusos .... cometidos por todas las partes, independientemente de su condición o afiliación política, reafirmando que los responsables de tales violaciones deben rendir cuentas y ser llevados ante la justicia independientemente de su afiliación política, respetando al mismo tiempo los derechos de los detenidos ..., instando al Gobierno a que aumente y agilice sus esfuerzos para combatir la impunidad,	1
"El Consejo de Seguridad expresa su grave preocupación tras los informes sobre la afluencia inusual y repentina de miles de misseriya a la ciudad de Abyei y sus alrededores, que podría forzar cambios significativos en la composición étnica de la zona.	1
Un Estado no ha establecido ni una estrategia antiterrorista ni las estructuras organizativas necesarias.	1
Significa que los secesionistas siguen despreciando descaradamente el derecho internacional, rechazando los principios universales de la Carta de las Naciones Unidas.	1
Aunque el Presidente actuó dentro de sus prerrogativas constitucionales, hablé con él sobre la preocupación de que los indultos emitidos el 25 de diciembre de 2009 pudieran exacerbar la percepción de impunidad.	1
El Consejo pide a los combatientes restantes del LRA que abandonen las filas del grupo y participen en el proceso de Desarme, Desmovilización, Repatriación, Reasentamiento y Reintegración (DDRRR).	0
217. La Comisión fomentaría, por ejemplo, el establecimiento de un programa nacional de reparaciones. Esto no equivaldría simplemente a una compensación monetaria. Por el contrario, debería considerarse la gama de medidas necesarias, incluido el reconocimiento de los actos ilícitos, la indemnización por daños económicamente evaluables, la plena divulgación pública de los hechos en cuestión (incluso mediante la difusión del presente informe), el establecimiento de programas de rehabilitación y la imposición de sanciones administrativas a las personas de las instituciones responsables.	0
También señala el creciente problema en Afganistán y en la zona fronteriza entre Afganistán y Pakistán, y una amenaza continua en el norte de África, sin que se haya reducido la actividad en otros lugares.	1
Los miembros del Consejo hicieron un llamamiento a todos los Estados de la región para que hagan todo lo posible por mejorar la situación, en particular tomando medidas para impedir que individuos y grupos armados utilicen sus territorios para preparar y cometer atentados contra los países vecinos.	0
Apoyar a los grupos temáticos de género en situaciones posteriores a conflictos, en colaboración con los asesores de género de las misiones de mantenimiento de la paz, los equipos de las Naciones Unidas en los países y otros organismos, fondos y programas.	0
El Equipo también siguió desempeñando un papel activo en el desarrollo de medidas para luchar contra la financiación del terrorismo mediante su participación en las reuniones plenarias del GAFI y en las reuniones de los órganos regionales de tipo GAFI.	0
Reafirmando que el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves para la paz y la seguridad internacionales y que todo acto de terrorismo es criminal e injustificable, independientemente de sus motivaciones, de cuándo y de quién lo cometa,	1
10. Destaca la necesidad urgente de aplicar plena e inmediatamente la presente resolución con respecto a los combatientes terroristas extranjeros, subraya la necesidad particular y urgente de aplicar la presente resolución con respecto a los combatientes terroristas extranjeros asociados con el EIIL, el FNA y otras células, afiliados, grupos escindidos o derivados de Al-Qaida, designados por el Comité, y expresa su disposición a considerar la posibilidad de designar, en virtud de la resolución 2161 (2014), a las personas asociadas con Al-Qaida que cometan los actos especificados en el párrafo 6 supra;	0
Según fuentes oficiales australianas, el entrenamiento incluye técnicas de fabricación de bombas y atentados suicidas.	0
Aunque quedan fuera del mandato de UNMISET, las recientes sentencias de un tribunal de apelación de Indonesia, que anulan cuatro condenas del Tribunal Ad Hoc de Derechos Humanos, inciden directamente en la cuestión más amplia de lograr la rendición de cuentas.	1
B. Preservación de la escena del crimen	0
5. El Consejo de Seguridad prorrogó la suspensión parcial del embargo de armas para el desarrollo de las fuerzas de seguridad del Gobierno Federal de Somalia en dos ocasiones: en la resolución 2142 (2014), por un periodo de seis meses, y en la resolución 2182 (2014), hasta el 30 de octubre de 2015.	0
Medidas que garanticen la protección y el respeto de los derechos humanos de las mujeres y las niñas, especialmente en lo relativo a la Constitución, el sistema electoral, la policía y el poder judicial.	0
Ningún Estado aplica medidas adecuadas para proteger a las organizaciones sin ánimo de lucro de la financiación del terrorismo.	1
La Comisión Nacional tenía pruebas de que las fuerzas armadas bombardearon ciertas zonas en las que se refugiaban algunos miembros de la oposición. Como consecuencia de ese bombardeo, murieron algunos civiles.	0
Evidentemente, la Comisión puede no estar en condiciones de cumplir estas tareas si no ha establecido previamente (a) si las violaciones equivalen a crímenes internacionales y, en caso afirmativo, (b) bajo qué categorías de crímenes se encuadran (crímenes de guerra, crímenes contra la humanidad, genocidio u otros crímenes).	1
El Grupo de Supervisión observa, sin embargo, que la falta de un gobierno central establecido en Somalia y la elevada amenaza actual de hostilidades generalizadas han retrasado gravemente, si no suspendido por el momento, los esfuerzos serios de creación de capacidad en todo el país.	1
5. El marco se basa en la premisa de que el pueblo de Darfur y las partes en conflicto deben liderar el proceso de paz y su aplicación, con las Naciones Unidas, la Unión Africana y los socios internacionales en un papel de facilitación.	0
18. Reitera que las misiones de mantenimiento de la paz y las misiones políticas especiales de las Naciones Unidas pueden, por mandato del Consejo, ayudar a los gobiernos anfitriones que lo soliciten a crear capacidad para cumplir los compromisos contraídos en virtud de los instrumentos mundiales y regionales existentes y hacer frente al tráfico ilícito de armas pequeñas y armas ligeras, entre otras cosas mediante programas de recogida de armas, desarme, desmovilización y reintegración, la mejora de la seguridad física y las prácticas de gestión de arsenales, el mantenimiento de registros y la capacidad de rastreo, el desarrollo de sistemas nacionales de control de las exportaciones y las importaciones, la mejora de la seguridad fronteriza y el fortalecimiento de las instituciones judiciales, la policía y otras capacidades de aplicación de la ley;	0
En este sentido, queremos ir más allá y decir que creemos que la única forma de mejorar la seguridad y la estabilidad en Somalia es capacitar a las fuerzas de seguridad somalíes para que sometan a los insurgentes más virulentos y permitan al Gobierno ampliar sus zonas de autoridad en la medida de lo posible si fracasan las negociaciones de paz.	1
Exigir a las partes en conflicto que actúen con moderación y cesen las acciones militares de todo tipo, incluidos los bombardeos aéreos,	1
44. Una solución parcial podría consistir en imponer plazos para la entrega de las razones. Esto sería coherente con el proceso del Defensor del Pueblo en general, que se rige en todo momento por plazos estrictos.	0
483. Los comités rechazaron demasiados casos por la razón de que su interrogatorio de las víctimas reveló que el delito denunciado no equivalía a violación, ya que no se había producido penetración, o que las denunciantes habían confundido el término árabe para la opresión con el término para la violación y habían presentado erróneamente denuncias de otras formas de abuso o violencia, como palizas.	1
La segunda es pedir una vez más una acción urgente y esencial del Consejo de Seguridad para detener el derramamiento de sangre en Siria.	1
26. El Comité ha seguido cooperando con la Organización Internacional de Policía Criminal (INTERPOL), entre otras cosas mediante la publicación de notificaciones especiales de INTERPOL y el Consejo de Seguridad de las Naciones Unidas destinadas a alertar a las autoridades nacionales competentes encargadas de hacer cumplir la ley responsables de la aplicación de sanciones a personas o entidades sujetas a medidas de sanción del Consejo (véanse párrs. 32 y 34 infra).	0
Reafirma su condena inequívoca de todos los actos, métodos y prácticas de terrorismo como criminales e injustificables, independientemente de su motivación, en todas sus formas y manifestaciones, dondequiera que se cometan y quienquiera que sea su autor,	1
En Egipto, seguimos instando a un traspaso de poderes pacífico y rápido a un gobierno civil.	1
73. El Departamento de Seguridad Civil y Preparación para Emergencias se estableció oficialmente el 9 de noviembre mediante el Reglamento Nº 2000/61 de la UNMIK.	0
Recordando el derecho a la libertad de expresión recogido en el artículo 19 de la Declaración Universal de Derechos Humanos adoptada por la Asamblea General en 1948 ("la Declaración Universal"), y recordando también el derecho a la libertad de expresión recogido en el artículo 19 del Pacto Internacional de Derechos Civiles y Políticos adoptado por la Asamblea General en 1966 ("el PIDCP") y que las restricciones al mismo sólo podrán ser las previstas por la ley que sean necesarias por las razones expuestas en el apartado 3 del artículo 19 del PIDCP,	0
El motivo fue el tenso ambiente político que se respiraba en ese momento: había mucha desconfianza hacia el poder judicial libanés y se criticaba la forma en que se estaba llevando a cabo la investigación.	0
La Comisión sabía que un comité establecido por el wali de Darfur meridional estaba llevando a cabo una investigación administrativa, habida cuenta de la gravedad de la acusación y de sus consecuencias, que exigen la aceleración de las medidas pertinentes.	0
El Comité reconoce que la no presentación de informes podría ser un signo de "fatiga informativa" general causada por el número de informes que los Estados miembros han tenido que presentar al Comité, al Comité contra el Terrorismo, al Comité establecido en virtud de la resolución 1540 (2004) y a otros órganos de las Naciones Unidas.	0
Varios candidatos presidenciales han expresado recientemente su preocupación por la equidad del registro.	1
No debe permitirse que los terroristas y sus cómplices aprovechen las lagunas de la legislación vigente y eludan así la responsabilidad de sus actos.	1
El Centro inició entonces, en julio, un curso sobre investigación de la violencia de género para la policía nacional, con un total de 40 policías nacionales (30 mujeres) formados hasta la fecha.	0
Pero ahora, lo que Afganistán ha logrado se está viendo enormemente corroído por graves desafíos a la seguridad y la estabilidad del país.	1
Insisten en tratar el caso como un delito menor de migración.	1
Esto reforzó las tensiones este-oeste y los desequilibrios existentes en la PNTL.	0
Les hacemos un llamamiento urgente para que incrementen su apoyo a las iniciativas colectivas que nuestros Estados adoptarán, en el marco del Proceso de Nuakchot, para hacer frente a la amenaza que el terrorismo, el extremismo violento y la delincuencia organizada transnacional representan para la paz y la seguridad internacionales.	1
38. Varios Estados de la región de Asia han apoyado activamente el desarrollo de contranarrativas, incluso para su uso en Internet, con el fin de cuestionar los defectos ideológicos y religiosos que sustentan las ideologías terroristas.	0
Aunque nos complace constatar que se han inscrito unos 10 millones de votantes afganos, nos sigue preocupando que no se hayan inscrito suficientes votantes en el sur y el sudeste de Afganistán, principalmente por motivos de seguridad.	1
25. Hace un llamamiento a todos los Estados para que gestionen de forma responsable y reduzcan al mínimo, en la medida en que sea técnica y económicamente viable, el uso de uranio altamente enriquecido para fines civiles, incluso trabajando para convertir los reactores de investigación y los procesos de producción de radioisótopos al uso de combustibles y blancos de uranio poco enriquecido;	0
Se han detectado casos de blanqueo de capitales y financiación del terrorismo que implican el uso de nuevos métodos de pago. Sin embargo, los Estados tienen dificultades para desarrollar una legislación y unos sistemas de regulación adecuados para estos métodos de pago, que evolucionan a un ritmo cada vez más rápido.	0
La comunidad internacional sigue comprometida con la lucha contra el terrorismo en todas sus formas y manifestaciones, pero debe redoblar sus esfuerzos para lograr la plena aplicación de las resoluciones pertinentes y de los instrumentos internacionales de lucha contra el terrorismo.	0
Más allá de la zona de responsabilidad de la MINURCAT, en el este de Chad, otros acontecimientos son también motivo de preocupación.	1
"El Consejo de Seguridad observa con preocupación que el terrorismo sigue planteando una grave amenaza para la paz y la seguridad internacionales, el disfrute de los derechos humanos y el desarrollo social y económico de los Estados, y socava la estabilidad y la prosperidad mundiales, que esta amenaza se ha hecho más difusa, con un aumento, en diversas regiones del mundo de actos terroristas, incluidos los motivados por la intolerancia y el extremismo, y reafirma su determinación de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, incluido el derecho internacional de los derechos humanos, el derecho de los refugiados y el derecho humanitario aplicables, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas.	1
En la 5303ª sesión del Consejo de Seguridad, celebrada el 10 de noviembre de 2005, en relación con el examen por el Consejo del tema titulado "Amenazas a la paz y la seguridad internacionales causadas por actos terroristas", el Presidente del Consejo de Seguridad hizo la siguiente declaración en nombre del Consejo:	0
Para ayudar a lograr la viabilidad financiera y la sostenibilidad de la policía local, la Misión de Policía de la Unión Europea ha avanzado en el desarrollo de la capacidad local en relación con las escalas salariales, la planificación presupuestaria de las unidades organizativas, la revisión de los costes de mantenimiento de los locales, la racionalización del uso del equipamiento policial, el control de los inventarios y las nóminas, y la ejecución y gestión general del presupuesto.	0
60. Como señalé anteriormente (véase S/2010/85, párr. 176), la reconfiguración de la policía de la UNMIT debe abordarse con cautela, teniendo en cuenta, entre otros factores, la necesidad de una presencia suficiente en todos los distritos y unidades para proporcionar la supervisión, el asesoramiento, la capacitación, la orientación y el apoyo necesarios para el fomento continuo de la capacidad y el desarrollo institucional de la policía nacional.	0
Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el Derecho internacional, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,	1
Repito hoy lo que dije el 31 de enero (véase S/PV.6710). Es inaceptable que se impida al Consejo asumir sus responsabilidades.	1
Algunos Estados aún no han abordado los problemas de derechos humanos (por ejemplo, los periodos excepcionales de detención policial y los límites al acceso a la asistencia letrada) relacionados con casos de terrorismo.	0
En los párrafos 1 y 2 de su resolución 2118 (2013), el Consejo de Seguridad determinó que el uso de armas químicas en cualquier lugar constituía una amenaza para la paz y la seguridad internacionales y condenó en los términos más enérgicos todo uso de armas químicas en la República Árabe Siria.	1
Recuerda que el [grupo de la oposición] tiene una responsabilidad particular en la protección de los repatriados y en facilitar el regreso de la población desplazada restante, y pide que se adopten nuevas medidas [por parte de los organismos de las Naciones Unidas] para crear condiciones que favorezcan el regreso de los refugiados y desplazados internos, ... para desarrollar sus capacidades y aumentar su autosuficiencia, respetando plenamente su derecho inalienable a regresar a sus hogares en condiciones seguras y dignas.	0
El Comité tratará de garantizar que haya un intercambio completo de informes nacionales, informes de visitas y otra información pertinente entre los respectivos Comités y grupos de expertos, incluso con respecto a las visitas a los Estados y otros viajes oficiales y asistencia técnica.	0
Así lo ponen de manifiesto los recientes incidentes de indisciplina del DIS, especialmente el presunto asesinato de un civil a manos de un comandante del DIS en Farchana el 22 de marzo.	1
El Presidente ha informado al Consejo de los debates del Comité en su reunión celebrada el 3 de septiembre, que se centraron en el informe de mitad de período del Grupo de Expertos establecido en virtud de la resolución 1874 (2009), publicado el 1 de agosto, y en la actualización por el Grupo de Expertos de su informe sobre incidentes, también publicado el 1 de agosto, relativo a los lanzamientos de misiles balísticos por la República Popular Democrática de Corea en junio y julio de 2014.	0
La reforma del sector de la seguridad sigue siendo uno de los principales retos para la paz y la estabilidad a largo plazo.	1
6. Subraya que está plenamente dispuesta a imponer medidas selectivas contra las personas que designe el Comité de conformidad con los párrafos 9, 11 y 14 de la resolución 1572 (2004) que se determine que son, entre otras cosas:	1
35. Decide, a fin de ayudar al Comité a cumplir su mandato, que el Equipo de Vigilancia 1267, establecido en virtud del párrafo 7 de la resolución 1526 (2004), preste también apoyo al Comité durante un período de treinta meses, con el mandato que figura en el anexo de la presente resolución, y pide al Secretario General que adopte las disposiciones necesarias a tal efecto;	0
