en_es_TRANSFORMERS	VerConf
Insta a los Estados y a todas las demás partes en un conflicto armado a que hagan todo lo posible por prevenir las violaciones del derecho internacional humanitario contra los civiles, incluidos los periodistas, los profesionales de los medios de comunicación y el personal asociado;	1
69. El Sr. Soro dijo a la misión que estaban sorprendidos de que la comunidad internacional no hubiera previsto el conflicto que se avecinaba en Côte d'Ivoire, que había sido evidente desde la muerte del Presidente Félix Houphouët-Boigny.	1
Además, el Comité determinó que la lista de artículos, materiales, equipo, bienes y tecnología relacionados con los programas de misiles balísticos que figuraba en el anexo del informe anterior del Comité (S/2014/253) sustituye a la lista anterior (véase S/2012/947) y estará sujeta a las medidas impuestas por el Consejo de Seguridad en los apartados a), b) y c) del párrafo 8 de la resolución 1718 (2006).	1
Con la excepción de un Estado, que ha proporcionado muy poca información pertinente, todos los Estados del Asia oriental son miembros de varias organizaciones o mecanismos regionales de cooperación internacional en la lucha contra el terrorismo y han tratado de fortalecer esas relaciones.	0
La amenaza de Al-Qaida y los talibanes	1
Los oficiales regulares de la PNTL sólo tenían sus armas.	0
Además, Chile considera que el párrafo 2 de la parte dispositiva del proyecto de resolución contiene una condena de los ataques suicidas contra civiles únicamente.	1
Los hombres que estaban en confinamiento en Kailek fueron llamados y fusilados delante de todos o, alternativamente, llevados y fusilados.	0
El Consejo de Seguridad reafirma el principio de no devolución de los refugiados, enunciado en los instrumentos pertinentes del derecho internacional, acoge con beneplácito los esfuerzos realizados recientemente por los países vecinos [el Estado afectado] para apoyar la repatriación voluntaria de los refugiados en condiciones de seguridad y dignidad, e insta a los Estados de acogida a que sigan proporcionando protección internacional a los refugiados que la necesiten y alienta a la comunidad internacional a que preste la asistencia necesaria a este respecto.	0
Entre ellos figuran el derecho a la vida; la prohibición de la tortura o los castigos crueles, inhumanos o degradantes; la prohibición de la esclavitud, la trata de esclavos y la servidumbre; y la libertad de pensamiento, conciencia y religión.	0
El Consejo también hizo hincapié en la necesidad urgente de que todas las partes observaran la cesación del fuego y adoptaran medidas inmediatas para poner fin a la violencia, y exhortó al Gobierno del Sudán a que respetara sus compromisos de asegurar que las milicias Janjaweed fueran neutralizadas y desarmadas.	0
87. La planificación de todas las operaciones militares está a cargo del Comité de Jefes de Estado Mayor Conjuntos en Jartum.	0
La estrategia también tiene por objeto ampliar el círculo de donantes mediante la inclusión de países en los que se han elaborado enfoques o sistemas de lucha contra el terrorismo especialmente eficaces.	0
A pesar de todo lo anterior, seguimos creyendo que no existe una solución militar; por el contrario, confiamos en que sea contraproducente.	1
Sin embargo, nos preocupa que la violencia pueda hacer que una parte de la población se mantenga alejada de los colegios electorales en el sur y en otros lugares.	1
El Consejo expresa su preocupación por el apoyo externo recibido por los grupos armados chadianos, según informó el Secretario General.	1
Aunque no ha surgido ningún caso real desde la presentación del último informe del Equipo, sigue preocupando que los grupos e individuos incluidos en la Lista sigan teniendo la ambición de organizar un ataque de esa índole, junto con una serie de informes de que todavía existe un suministro ilícito de materiales radiológicos, incluso en las zonas en que Al-Qaida y los talibanes están activos.	1
Al mismo tiempo, es imperativo que todas las partes interesadas somalíes, especialmente las instituciones federales de transición, cumplan sus promesas de resolver los enormes desafíos políticos, económicos y de seguridad que tienen ante sí.	1
También destacó el riesgo de que el conflicto se intensificara con la reanudación del período de migración, las elecciones y la ausencia de diálogo.	1
El Consejo de Seguridad apoya las conversaciones entre las seis partes y pide que se reanuden cuanto antes con miras a lograr la desnuclearización verificable de la península de Corea de manera pacífica y a mantener la paz y la estabilidad en la península de Corea y en el Asia nororiental.	0
En lugar del famoso logo de la Copa del Mundo 2014, en el que tres manos victoriosas sostienen el mundo, creando juntos el prestigioso trofeo, la caricatura de la Autoridad Palestina muestra un "trofeo" de tres manos sosteniendo a tres personas con las manos en alto en la rendición.	1
El incumplimiento de las obligaciones contraídas en virtud de la Carta debe tener consecuencias para cualquier Estado Miembro, y el Sudán no debe ser una excepción.	1
Por eso condenamos el terrorismo.	1
En marzo de 2004, en la aldea de Dobo en Darfur septentrional: "Empezaron a quemar todo y a robar nuestras pertenencias.	0
Una vez más tenemos que afirmar que la violencia que ha estallado en el distrito de Gali es consecuencia lógica de la situación cada vez más grave de violaciones manifiestas de los derechos de la población pacífica por parte del régimen abjasio, instigando el contrabando de armas y drogas.	0
1. Condena en los términos más enérgicos todos los actos de terrorismo, independientemente de su motivación, de cuándo y por quienquiera que sean cometidos, como una de las amenazas más graves a la paz y la seguridad;	1
Subraya que está plenamente dispuesto a imponer medidas selectivas contra las personas... que estén determinadas a ser, entre otras cosas:...	1
La propaganda, los ataques con cohetes, los artefactos explosivos improvisados y los atentados suicidas ocasionales pueden seguir siendo las principales armas utilizadas por las fuerzas militantes de la oposición.	0
Condenamos enérgicamente estas prácticas, que constituyen una violación flagrante del derecho internacional y de las normas humanitarias, por lo que instamos a la comunidad internacional, al Cuarteto y a todas las demás partes interesadas a que intervengan de inmediato y con decisión para instar a Israel a que ponga fin a estas acciones, que plantean una grave amenaza a la paz y la seguridad en el Oriente Medio; la violencia sólo engendra violencia; la región se verá atrapada en un círculo vicioso del que tendrá dificultades para salir de ella.	1
Para continuar esta lucha, es imperativo que la comunidad internacional contribuya de manera más seria y preste mayor atención a este importante aspecto de la lucha contra el terrorismo.	1
Lamentablemente, los actuales dirigentes palestinos han demostrado que son tan incapaces de ser un asociado en la paz como de ofrecer a su pueblo la reforma y el gobierno democrático.	1
En el marco del Foro Mundial contra el Terrorismo, el Equipo de Vigilancia participó en el Seminario sobre buenas prácticas proactivas de lucha contra el terrorismo para el sector de la justicia penal, celebrado en Abuja, y en la reunión del Grupo de Trabajo sobre el Sahel, celebrada en Orán (Argelia) en junio de 2013, con el objetivo de promover el régimen de sanciones y evaluar la amenaza en la región.	0
Se convino en que Somalia, la región y la comunidad internacional debían prestar mayor atención al fomento de la capacidad de lucha contra la piratería y aprovechar al máximo los logros alcanzados por las fuerzas navales.	0
Se corre el riesgo de que la atención se centre en el estatuto en detrimento de las normas.	1
160. Como se describe en los párrafos 89 a 94 supra, el Ministro del Interior ha armado a civiles, algunos de los cuales habrían participado posteriormente en la comisión de actos delictivos.	0
Reafirma que poner fin a la impunidad es esencial para que una sociedad en conflicto o que se recupera de un conflicto pueda hacer frente a los abusos cometidos en el pasado contra civiles afectados por un conflicto armado e impedir que en el futuro se cometan tales abusos	1
Otro Estado señaló que la responsabilidad principal de la prevención correspondía al ejército nacional y a su dirección de inteligencia y señaló que la presencia de campamentos de refugiados en su territorio planteaba un problema particular.	1
En ese sentido, consideramos que las acciones destructivas encaminadas a obtener beneficios políticos unilaterales deben ser condenadas categóricamente.	1
Enver Hoxhaj, de Kosovo, dijo que la independencia de Kosovo era un hecho no negociable y que las instituciones de Kosovo estaban abiertas a todos los que buscaban un cambio político por medios institucionales, incluidos los políticos serbios de Kosovo en el norte de Kosovo.	0
En cambio, los Estados deben establecer un marco jurídico claro, completo y coherente que tipifique los actos terroristas como delitos graves, los castigue según su gravedad, establezca su jurisdicción y ayude a los tribunales a llevar a los terroristas ante la justicia.	0
Expresar su preocupación por los efectos perjudiciales de la proliferación de armas, en particular armas pequeñas, en la seguridad de los civiles, alimentando los conflictos armados, y pedir a la misión que vigile la presencia de armas entre la población civil.	1
42. Antes de que las fuerzas de seguridad comenzaran a actuar, los que lograron salir a las calles vieron que nadie había comenzado a marchar ni se comportaba de manera amenazadora o provocadora.	0
g) La obligación de tomar precauciones para reducir al mínimo las pérdidas y los daños incidentales como resultado de los ataques, de manera que cada parte debe hacer todo lo posible para asegurar que los objetivos sean objetivos militares y elegir medios o métodos de combate que reduzcan al mínimo la pérdida de civiles;	0
El Consejo de Seguridad reitera su firme apoyo a la aprobación por la Asamblea General de la Estrategia global de las Naciones Unidas contra el terrorismo (A/60/288), de 8 de septiembre de 2006, y a la institucionalización del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, de conformidad con la resolución 64/235 de la Asamblea General, a fin de asegurar la coordinación y coherencia generales de las actividades de lucha contra el terrorismo del sistema de las Naciones Unidas, y la plena participación, en el marco de sus mandatos, de los órganos subsidiarios pertinentes del Consejo de Seguridad en la labor del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo y sus grupos de trabajo, y acoge con beneplácito la aprobación por la Asamblea General de la resolución 64/297.	0
La Red Siria de Derechos Humanos no pudo reunir información sobre las muertes ocurridas en zonas aisladas por el régimen.	1
En África occidental, la UNOWA ha desempeñado un papel destacado en apoyo de los esfuerzos por aplicar el Plan de Acción Regional de la Comunidad Económica de los Estados de África Occidental para hacer frente al creciente problema del tráfico ilícito de drogas, la delincuencia organizada y el uso indebido de drogas en África occidental.	1
En total, el equipo recopiló información sobre ataques contra 51 ciudades o aldeas y 11 casos de violaciones mediante entrevistas con 116 testigos oculares y 12 testigos circunstanciales.	0
Las consecuencias humanitarias de la continuación de la violencia en el Iraq son motivo de gran preocupación para mi delegación.	1
Ha descrito la situación en la escena del crimen como un caos.	0
Sin embargo, el sistema de justicia penal de al menos cinco Estados podría mejorarse a fin de llevar a los terroristas ante la justicia con mayor eficacia.	1
Condenar y pedir la cesación inmediata de los actos de violencia sexual cometidos en el contexto de los conflictos armados y asociados con ellos.	1
En su calidad de Presidente del Comité contra el Terrorismo del Consejo de Seguridad y uno de los primeros promotores de la Coalición Mundial contra el Terrorismo, la República de Croacia condena enérgicamente el terrorismo internacional en todas sus formas y manifestaciones y, teniendo presente el peligro del terrorismo que converge con otras amenazas a la paz y la seguridad internacionales -- como la proliferación de armas de destrucción en masa, la delincuencia organizada transnacional y el ciberterrorismo -- insta a que se intensifique aún más la cooperación mundial en la represión de este flagelo de los últimos días.	1
En esas condiciones, donde convergen profundas desigualdades y exclusión política, económica y social, emerge un proceso encaminado a transformar el orden imperante y busca cambios y alternativas económicas y políticas, permitiendo la participación y la apertura de nuevos espacios y medios de expresión, que implican, en definitiva, demandas de derechos fundamentales.	1
216. Sobre la base de las conclusiones de las investigaciones realizadas hasta la fecha por la Comisión y el Líbano y de las pruebas documentales reunidas y las pistas que se han seguido hasta ahora, hay pruebas convergentes que señalan la participación del Líbano y de Siria en este acto terrorista.	1
Toda la evidencia concreta encontrada en el sitio fue entregada más tarde a la ISF (General Hisham Aouar) y al conocimiento del General Azar había algunos fragmentos de metal y un arma.	0
Más allá de sus consecuencias inmediatas, el ataque contra Aro Sharow y las aldeas cercanas es motivo de grave preocupación porque puede indicar el comienzo de ataques deliberados contra las poblaciones de desplazados internos por parte de las milicias y la incapacidad, o la falta de voluntad, de las fuerzas gubernamentales para proporcionar una protección efectiva a los campamentos y aldeas donde residen los desplazados internos.	1
La Comisión ha transmitido y seguirá transmitiendo a las autoridades libanesas toda la información relacionada con cualquier asunto penal que vaya más allá del ámbito de la investigación de la Comisión.	0
Condenar y pedir la cesación inmediata de todos los actos de violencia o abusos cometidos contra civiles en violación del derecho internacional humanitario aplicable y las normas de derechos humanos.	1
En ese contexto, reiteramos nuestra afirmación reiterada de que la mayor amenaza para la investigación radica en el hecho de que ciertas partes dentro y fuera de nuestra región la están explotando para politizar conclusiones que no tienen relación alguna con la investigación y que no se basan en pruebas firmes.	1
Declaraciones como "el pueblo palestino no ama a sus hijos" o "el pueblo palestino envía a sus hijos a morir por su odio a Israel" son declaraciones llenas de racismo y que reflejan una especie de actitud que debe rechazarse descontroladamente, y estoy tratando de hacerlo ahora.	1
La conversación duró de 5 a 10 minutos, durante los cuales continuó el tiroteo.	0
El Consejo de Seguridad, subrayando que la paz y la seguridad en el mundo son indivisibles y teniendo en cuenta la interconexión y la interdependencia del mundo, reafirma que el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves para la paz y la seguridad internacionales y que todo acto de terrorismo es criminal e injustificable, independientemente de sus motivaciones, cuandoquiera y por quienquiera que sea cometido.	1
En junio de 2009, el Grupo de Acción Financiera sobre el blanqueo de capitales declaró que seis Estados de la subregión tenían deficiencias en la lucha contra el blanqueo de dinero y la financiación del terrorismo.	1
Instamos a todos los Estados Miembros a que adopten medidas inmediatas para cumplir la obligación que figura en la resolución 2036 (2012) de prohibir el comercio de carbón vegetal somalí, en particular por parte de los más activos en ese comercio.	1
La Oficina de Asuntos de Desarme se esforzó por sensibilizar a los posibles donantes en apoyo de los seminarios y cursos prácticos regionales organizados por la Oficina.	0
Además, se debía considerar que la obligación internacional se había cumplido en cualquier momento, tras la celebración de un tratado de paz, el Estado responsable había convenido en pagar al otro Estado o Estados reparaciones de guerra o indemnización por los daños causados a los nacionales del adversario, independientemente de si se había efectuado algún pago.	0
Al pedir un análisis más profundo de los objetivos compartidos por las comunidades de derechos humanos, desarrollo y seguridad, así como por el sistema de las Naciones Unidas y los Estados Miembros, la Alta Comisionada subrayó que las violaciones de los derechos humanos eran a menudo una de las causas fundamentales de los conflictos armados, como había sido el caso en Somalia y Bosnia y Herzegovina.	0
También condeno el imprudente desprecio de Hezbolá por los deseos del Gobierno elegido del Líbano y por los intereses del pueblo libanés y de la región en general.	1
Su instrucción a sus seguidores es atacar donde puedan, cuando puedan.	0
La terminal de frutas del puerto de Abidján es claramente un lugar estratégico para la descarga de bienes y equipo militares y requiere una mayor supervisión por parte de la ONUCI.	1
Sus tácticas son las tácticas clásicas del terror: forzar el cambio político mediante el asesinato y la intimidación. Al-Qaida es un movimiento Takfiri que afirma que sólo él abraza las verdaderas enseñanzas del Islam y justifica su violencia como un deber sagrado de defensa contra todos los que no están de acuerdo, que por lo tanto son infieles y pueden ser atacados.	0
Recordando la resolución 1373 (2001), de 28 de septiembre de 2001, por la que se estableció el Comité contra el Terrorismo, y recordando también sus demás resoluciones relativas a las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,	0
El Sr. Sidikou destacó que, incluso si Al-Shabaab había sufrido reveses militares, el grupo seguía conservando un número apreciable de sus combatientes y equipo, principalmente en las zonas rurales, y consideró que probablemente se había diseñado para mantener una lucha asimétrica prolongada.	0
531. La Comisión observa desde el principio que ha identificado a 10 altos funcionarios del Gobierno central, 17 funcionarios del Gobierno que operan a nivel local en Darfur, 14 miembros de los Janjaweed, 7 miembros de diversos grupos rebeldes y 3 oficiales de un ejército extranjero (que participaron a título individual en el conflicto) que son sospechosos de tener responsabilidad penal individual por los crímenes cometidos en Darfur.	1
530. Para que todo debate sobre los autores sea inteligible, se necesitan dos instrumentos jurídicos: las categorías de delitos de los que pueden ser responsables y la enumeración de las diversas formas de participación en crímenes internacionales de los que se sospecha que son responsables las diversas personas.	0
A ese respecto, otro participante, señalando el aumento de los costos de las operaciones de mantenimiento de la paz, lamentó la falta de conocimientos militares del Consejo.	1
Mediante visitas a países donantes, la Dirección Ejecutiva ha podido reunir información mucho más precisa sobre sus intereses regionales, su capacidad de asistencia técnica en la lucha contra el terrorismo y sus programas existentes.	0
Preocupada por el abandono sin fin y la angustia generalizada de las poblaciones de las regiones del norte de Malí, a las que algunos denominan Azawad (término reconocido en los acuerdos de paz anteriores), en ausencia de una solución definitiva del conflicto cuyos efectos devastadores persisten;	1
562. Hay otra razón más concreta por la que los dirigentes políticos y militares del Ejército de Liberación del Sudán y el Movimiento por la Justicia y la Igualdad no pueden negarse a aceptar la rendición de cuentas por cualquier delito cometido por sus tropas sobre el terreno si esos dirigentes se abstuvieron de prevenir o reprimir esos delitos.	1
Las autoridades francesas están sumamente preocupadas por el continuo deterioro de la situación en la parte septentrional de la Franja de Gaza durante la semana pasada.	1
Como usted sabe, el 12 de diciembre de 2000 fui testigo de la firma del acuerdo entre el Gobierno del Estado de Eritrea y el Gobierno de la República Democrática Federal de Etiopía, que tuvo lugar en Argel en una ceremonia oficial organizada por el Presidente Abdelaziz Bouteflika.	0
Acojo con beneplácito las medidas adoptadas por la Unión Africana y los países de la región afectados por el LRA para definir mejor una estrategia coordinada para tratar con el grupo armado y mejorar la protección de los civiles.	0
En la 5764a sesión del Consejo de Seguridad, celebrada el 22 de octubre de 2007, en relación con el examen por el Consejo del tema titulado "Amenazas a la paz y la seguridad internacionales causadas por actos terroristas", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	0
El Consejo de Seguridad recuerda su exigencia de que todas las partes en un conflicto armado cumplan plenamente las obligaciones que les incumben en virtud del derecho internacional en relación con la protección de los civiles en los conflictos armados, incluidos los periodistas, los profesionales de los medios de comunicación y el personal asociado.	1
Profundamente preocupada por la amenaza del terrorismo y el riesgo de que agentes no estatales*, como los que figuran en la lista de las Naciones Unidas establecida y mantenida por el Comité establecido en virtud de la resolución 1267 (1999) del Consejo de Seguridad y aquellos a quienes se aplica la resolución 1373 (2001), puedan adquirir, desarrollar, comercializar o utilizar armas nucleares, químicas y biológicas y sus sistemas vectores,	1
Además, los nombres mal identificados ponen en peligro la aplicación de las sanciones a las personas equivocadas.	1
Instamos a la Autoridad Palestina a que haga todo lo que esté a su alcance para poner fin a esos ataques.	1
Aunque la amenaza de las milicias ilegales en el oeste seguirá siendo baja, en comparación con la mayor parte del Afganistán, estas fuerzas siguen planteando el segundo mayor riesgo para la seguridad regional, detrás de las amenazas relacionadas con las drogas y las amenazas criminales.	0
El Pakistán está sumamente preocupado por la conclusión del informe de que los desafíos humanitarios y económicos que enfrenta la región del Sahel se han visto exacerbados por las consecuencias de la crisis libia.	1
c) Kisangani I fue un claro intento del EPR y sus aliados de la CCD (Goma) de poner fin al proceso de verificación sancionado por la región para determinar si la CCD Kisangani existía independientemente de la CCD (Goma) con estructuras políticas y militares separadas y apoyo político/seguimiento en los territorios liberados;	0
Subrayar la importancia de poner fin a la impunidad por las violaciones del derecho internacional humanitario aplicable y de las normas de derechos humanos como parte de un enfoque amplio de la búsqueda de la paz sostenible, la justicia, la verdad y la reconciliación nacional.	1
Se han incluido pocas personas que proporcionen equipo militar o adiestramiento a los grupos incluidos en la Lista y el Equipo recomienda que el Comité adopte medidas adicionales para aclarar el alcance del embargo de armas.	0
Sr. Le Luong Minh (Viet Nam) (habla en inglés): El terrorismo es una preocupación compartida por todos los Miembros de las Naciones Unidas y la comunidad internacional en general.	1
Durante el período que abarca el informe, ha persistido el estancamiento entre las partes en cuanto a la manera de lograr una solución mutuamente aceptable que permita al pueblo del Sáhara Occidental ejercer su derecho a la libre determinación.	1
6. Los conflictos armados contemporáneos son la principal causa de que las personas huyan de sus hogares y ahora son la causa más común de inseguridad alimentaria.	0
Observando la labor del Foro Mundial contra el Terrorismo, en particular su publicación de varios documentos marco y buenas prácticas, en particular en las esferas de la lucha contra el extremismo violento, la justicia penal, el secuestro para obtener rescates, la prestación de apoyo a las víctimas del terrorismo y la policía orientada a la comunidad, a fin de complementar la labor de las entidades pertinentes de las Naciones Unidas de lucha contra el terrorismo en esas esferas, y alentando a la Dirección Ejecutiva del Comité contra el Terrorismo a que prosiga su interacción con el GCTF, en su labor con los Estados Miembros para promover la plena aplicación de las resoluciones 1373 (2001) y 1624 (2005),	0
Aliento a las autoridades congoleñas a que hagan rendir cuentas a todos los responsables de las violaciones y saqueos en masa en Walikale en julio y agosto de 2010.	1
Creemos que la cuestión del fortalecimiento de la legitimidad del Gobierno es crucial, porque se establece una relación de causa y efecto entre esa legitimidad y la eliminación de la resistencia por parte de los actores y redes informales que caracterizan la naturaleza del poder en el Afganistán.	1
La violación y los delitos de violencia sexual se cometen, pero no son lo suficientemente generalizados ni sistemáticos como para constituir un crimen de lesa humanidad.	0
12. Pide en particular que la MONUC comparta información con el Grupo de Expertos, especialmente sobre el apoyo recibido por los grupos armados, el reclutamiento y la utilización de niños y los ataques contra mujeres y niños en situaciones de conflicto armado;	0
Esto requerirá una posición clara, en particular -- si se me permite hablar con franqueza -- de los Estados Unidos de América.	1
Exhorta a todas las partes interesadas a que cumplan las obligaciones internacionales que les incumben en relación con la protección de los niños afectados por los conflictos armados, así como los compromisos concretos que han contraído con el Representante Especial del Secretario General para la cuestión de los niños y los conflictos armados, el UNICEF y otros organismos de las Naciones Unidas, y a que cooperen plenamente con las misiones de mantenimiento de la paz de las Naciones Unidas y los equipos de las Naciones Unidas en los países... en el seguimiento y el cumplimiento de esos compromisos.	0
Un Estado citó el ejemplo de personas a las que se había denegado la entrada en el último decenio debido a la sospecha de su participación en actividades terroristas internacionales.	1
118. El terrorismo es un factor determinante en un número cada vez mayor de situaciones de conflicto, especialmente en la región del Sahel y el Magreb.	1
h) Participar activamente en todas las actividades pertinentes en el marco de la Estrategia global de las Naciones Unidas contra el terrorismo, incluido el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, establecido para asegurar la coordinación y coherencia generales de las actividades de lucha contra el terrorismo del sistema de las Naciones Unidas, en particular por conducto de sus grupos de trabajo pertinentes;	0
Al mismo tiempo, una vez en marcha, estos tribunales carecen de sus propios mecanismos de aplicación y necesitan el compromiso y el apoyo constantes del Consejo.	0
b) El libre acceso a todos los lugares y establecimientos pertinentes a la labor de la Comisión;	0
La Comisión determinó que, si bien todas las partes involucradas en el conflicto habían cometido crímenes contra la población civil, el Gobierno del Sudán y los Janjaweed eran responsables de la inmensa mayoría de los asesinatos de civiles cometidos durante el conflicto de Darfur.	1
Evidentemente, esto se debe a que los Estados en cuestión han rechazado sus medidas.	1
[Recalca la necesidad de aplicar el Programa de Acción de las Naciones Unidas para prevenir, combatir y eliminar el tráfico ilícito de armas pequeñas y ligeras en todos sus aspectos y el instrumento internacional para que los Estados puedan identificar y rastrear oportunamente las armas pequeñas y ligeras ilícitas, a fin de lograr progresos reales en la prevención, la lucha y la erradicación del tráfico ilícito de armas pequeñas y ligeras.	0
Reconociendo que la labor del Consejo había cambiado drásticamente en los últimos 15 años, un orador señaló que la tendencia había sido hacia una mayor apertura.	0
Así pues, su actividad abarca sólo un aspecto de lo que sería un proceso amplio de justicia después de los conflictos.	0
Según su declaración, estaba en su oficina cuando fue alertado sobre la explosión.	0
7. Observa con preocupación los informes de la ONUCI sobre la vigilancia de los medios de comunicación y los medios de comunicación a los que se hace referencia en ellos por incitar a la violencia y reanudar el conflicto interno, y destaca que sigue dispuesta a imponer sanciones contra quienes obstruyan el proceso electoral, en particular la acción de la Comisión Electoral Independiente y de todos los demás agentes involucrados, y la proclamación y certificación de los resultados de las elecciones presidenciales y parlamentarias;	1
Se cree que los pagos generados por la liberación de buques, cargamentos y tripulaciones incautados pueden utilizarse para financiar grupos o actividades terroristas.	1
El Consejo de Seguridad reitera su llamamiento a los Estados de la región para que intensifiquen su cooperación con miras a poner fin a las actividades de los grupos armados ilegales, y reafirma que todo recurso a la amenaza o al uso de la fuerza contra la integridad territorial de un Estado es contrario a la Carta de las Naciones Unidas.	0
Pero no se equivoquen; mi país está igualmente dispuesto a resistir incesantemente a la UDI mientras no aparezca ningún compromiso en el horizonte.	1
En el pasado, era común que las autoridades enviaran a familias enteras a campos de prisioneros políticos por delitos políticos cometidos por parientes cercanos (incluidos los antepasados, a la tercera generación) sobre la base del principio de culpabilidad por asociación.	0
Exhortar a las partes en los conflictos armados a que protejan a las misiones de mantenimiento de la paz y otras misiones pertinentes de las Naciones Unidas autorizadas por el Consejo de Seguridad, así como a las organizaciones humanitarias, de los efectos de las minas y los REG y a que faciliten información sobre la ubicación de las minas y los REG de que tengan conocimiento en el territorio en que la misión u organizaciones estén o vayan a estar operando.	0
La limitada presencia del ACNUR en los campamentos y entre los refugiados es otro obstáculo que el país de asilo ha puesto en el camino del cumplimiento por el ACNUR de su mandato.	1
Incluso si se denuncian incidentes a la policía u otros funcionarios del Gobierno, se adoptan pocas o ninguna medida para detener a los autores.	0
Recordando la aprobación de la resolución 2122 y reafirmando la intención de prestar más atención a las cuestiones relativas a la mujer, la paz y la seguridad en todas las esferas temáticas pertinentes de su programa, incluidas las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,	0
Los saqueos se realizaron principalmente contra tribus africanas y por lo general se destinaron a bienes necesarios para la supervivencia y los medios de subsistencia de esas tribus.	0
Ha capacitado a más de 20 organizaciones de derechos humanos en técnicas de vigilancia y se ha asociado con una organización no gubernamental nacional para facilitar la producción y difusión de material de sensibilización a más de 30.000 personas y organizaciones de la sociedad civil, con el apoyo financiero de la Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos y la Embajada del Canadá.	0
El establecimiento de programas periódicos sobre el terreno para la inspección de las entidades informantes, a fin de asegurar el cumplimiento de los requisitos relativos a la lucha contra el blanqueo de dinero y la financiación del terrorismo, plantea un problema importante a algunos Estados, ya que se trata de un ejercicio que requiere gran cantidad de recursos.	0
Creemos firmemente que esa visita contribuirá enormemente a la revitalización del proceso de paz y allanará el camino para un nuevo desarrollo positivo en la región asolada por el conflicto.	0
En segundo lugar, la delincuencia transfronteriza debilita la capacidad del Estado, incluidas las capacidades militares y policiales.	0
El Real Ejército de Marruecos también informó de que sus esfuerzos se habían visto obstaculizados por la escasez de recursos y la falta de información sobre las zonas contaminadas por minas.	1
Este feo incidente político fue enérgicamente condenado en un comunicado de prensa emitido inmediatamente después del incidente por la Oficina del Presidente Ernest Bai Koroma, y en muchos comunicados de prensa posteriores de otros grupos de interés político, incluidos el APC y los partidos del PMDC, la Comisión de Medios Independientes, la Comisión de Inscripción de Partidos Políticos (PPRC) y la Campaña por el Buen Gobierno.	1
La Comisión también ha establecido que las fuerzas armadas del Gobierno, el aparato de seguridad del Estado y los servicios de inteligencia militar son responsables del confinamiento y la detención ilegales de civiles.	1
Estas medidas resultaron útiles para promover la labor del Comité, aumentar la conciencia y la comprensión del régimen de sanciones, desarrollar ideas para mejorar la eficacia de las medidas y examinar las dificultades que enfrentan algunos Estados para aplicarlas y lo que podría hacerse para ayudarlos.	0
Varias delegaciones pidieron al Gobierno de Malí que investigara las violaciones de los derechos humanos y expresaron su preocupación por la liberación de los autores de delitos graves contra los derechos humanos.	0
En lo que respecta al desarme, la ONUCI seguirá apoyando la aplicación acelerada del acantonamiento de las fuerzas, de conformidad con el tercer acuerdo suplementario.	0
Además, también aumentó el temor a que se ocuparan propiedades minoritarias, y según informes de una comunidad croata en el municipio de Vitina y los romaníes que vivían en la ciudad de Gnjilane, los albaneses de Kosovo habían estado revisando las casas vacías y, en algunos casos, intimidando a los miembros de la comunidad.	1
Del 1o de junio al 31 de agosto, se recogieron o entregaron casi 500 armas pequeñas, más de 189.000 municiones, 2.368 granadas de mano y minas y más de 255 kg de explosivos.	0
Es importante que también se preste especial atención al desarrollo de capacitación especializada para investigadores, fiscales y jueces en esferas como la lucha contra el uso de Internet con fines terroristas; el apoyo y la asistencia a las víctimas de actos de terrorismo; la lucha contra el terrorismo químico, biológico, radiológico y nuclear; la lucha contra los delitos de terrorismo relacionados con el transporte; y la lucha contra la financiación del terrorismo.	0
18. Estas tendencias se manifiestan en varias situaciones contemporáneas de conflicto que figuran en el programa del Consejo.	1
El último informe del Secretario General (S/2012/376), al igual que los anteriores (S/2009/277 y S/2010/579), cristalizó el debate en torno a cinco retos fundamentales que identificó: mejorar el cumplimiento del derecho internacional por las partes en conflicto; mejorar el cumplimiento por los grupos armados no estatales; mejorar la protección de las misiones de mantenimiento de la paz de las Naciones Unidas y otras misiones pertinentes; mejorar el acceso humanitario; y mejorar la rendición de cuentas por las violaciones.	0
Por ejemplo, en 2009, Túnez enmendó la Ley No 2003-75 por la que se tipificaba como delito la incitación a la comisión de actos de terrorismo a fin de separar la incitación al odio y la "radicalización religiosa" de los delitos de terrorismo.	0
El Gobierno prestará un gran servicio a su sistema judicial si adopta medidas para derogar el decreto por el que se establecen los tribunales.	1
Esto es inaceptable y contradice incluso la prohibición declarada públicamente de las minas terrestres por las fuerzas antigubernamentales.	1
