en_es_DEEPL	VerCoop
El Departamento es responsable de la gestión y administración del Cuerpo de Protección de Kosovo (KPC), así como de la planificación, coordinación y ejecución de la respuesta de emergencia ante catástrofes naturales o de otro tipo.	0
El Secretario General y su Coordinador Especial para el Líbano han emitido declaraciones en las que condenan enérgicamente las acciones criminales de Fatah al-Islam como ataques contra la estabilidad y la soberanía del Líbano.	0
29. En colaboración con la Universidad de Seychelles y expertos del Centro, la ONUDD diseñó un plan de estudios para policías, guardacostas y otros funcionarios encargados de hacer cumplir la ley que participan en la investigación de la piratería y la delincuencia marítima.	0
La Unión Europea condena esta violencia de los maoístas, que ha causado sufrimientos y penurias considerables a la población nepalesa.	0
Reconociendo que el desarrollo, la seguridad y los derechos humanos se refuerzan mutuamente y son vitales para un enfoque eficaz y global de la lucha contra el terrorismo, y subrayando que un objetivo particular de las estrategias antiterroristas debe ser garantizar una paz y una seguridad sostenibles,	1
Los días 22 y 23 de julio se registraron de nuevo enfrentamientos en Elwak entre los mismos clanes, que se saldaron con 32 muertos y más de 60 heridos.	0
En la reunión del 21 de mayo se hizo referencia específica a la cuestión de las armas, tal como se describe en el apartado 93.	1
Continuaron los ataques contra civiles, incluidos actos de violencia sexual, por parte de grupos armados extranjeros y congoleños y de algunos elementos de las FARDC.	0
Sin embargo, nos sigue preocupando que se haga demasiado hincapié en las visitas a los países en desarrollo.	0
(c) Promover la adopción de controles nacionales más estrictos de armas y explosivos.	1
Los miembros expresaron su voluntad de estudiar, a su debido tiempo, informes actualizados sobre la planificación de una transición fluida hacia un marco de ayuda al desarrollo sostenible antes de que finalice el mandato de la UNOTIL en mayo de 2006.	1
Muchos sudaneses fueron encarcelados o se exiliaron tras el golpe.	0
Estas personas pueden ser responsables, en virtud de la doctrina de la empresa criminal conjunta, de crímenes de guerra cometidos durante los ataques, a saber, el asesinato de civiles, la destrucción de bienes de carácter civil y el saqueo.	0
S/RES/1318 (2000), op. VI Subraya la importancia de que todos los Estados miembros, y en particular los Estados que participan en la fabricación y comercialización de armas, restrinjan las transferencias de armas que puedan provocar o prolongar conflictos armados o agravar las tensiones o los conflictos armados existentes ...	1
Instar a los organismos regionales y/o subregionales pertinentes a que desarrollen y apliquen políticas, actividades y actividades de promoción en beneficio de los civiles afectados por conflictos armados.	1
Las fuerzas que componen la MNF seguirán comprometidas a actuar de forma coherente con sus obligaciones en virtud del derecho internacional, incluido el derecho de los conflictos armados.	1
183. Los procesos penales por delitos castigados con más de cinco años de prisión están presididos por un tribunal de jueces.	1
"El Consejo de Seguridad subraya que los refugios seguros proporcionados a los terroristas siguen siendo motivo de gran preocupación y recuerda que todos los Estados miembros deben cooperar plenamente en la lucha contra el terrorismo a fin de encontrar, denegar refugio y llevar ante la justicia, sobre la base del principio de extradición o enjuiciamiento, a toda persona que apoye, facilite, participe o intente participar en la financiación, planificación, preparación o comisión de actos terroristas o proporcione refugio seguro.	1
47. Insta encarecidamente a los Estados miembros a que faciliten toda la información pertinente al Defensor del Pueblo, incluida cualquier información confidencial pertinente, cuando proceda, alienta a los Estados miembros a que faciliten la información pertinente de manera oportuna, acoge con satisfacción los acuerdos nacionales celebrados por los Estados miembros con la Oficina del Defensor del Pueblo para facilitar el intercambio de información confidencial, alienta a los Estados miembros a que sigan cooperando a este respecto, incluso mediante la celebración de acuerdos con la Oficina del Defensor del Pueblo para el intercambio de dicha información, y confirma que el Defensor del Pueblo debe respetar las restricciones de confidencialidad que impongan a dicha información los Estados miembros que la faciliten;	1
El personal de servicio y el pueblo de la RPDC aplastarán el temerario tinglado de los derechos humanos de las fuerzas hostiles con las más duras contraacciones sin precedentes y defenderán con firmeza el régimen socialista, su vida y su alma.	0
6. La relación entre delincuencia transfronteriza y terrorismo empezó a ponerse de relieve tras los atentados de Al Qaeda contra las embajadas estadounidenses en la República Unida de Tanzania y Kenia en 1998.	0
Por este motivo, la Dirección Ejecutiva siempre plantea estas cuestiones en el transcurso de las visitas a los países, los talleres de vídeo y otros intercambios, y considera valioso para el futuro trabajar más intensamente con los Estados sobre los aspectos prácticos de estos enfoques.	1
Su implicación en el terrorismo abarca una amplia gama de actividades: atentados con explosivos, incluidos atentados suicidas con explosivos, toma de rehenes con resultado de muerte, fabricación de bombas, operaciones de inteligencia terrorista, adiestramiento de terroristas, falsificación de documentos y prestación de una serie de apoyos financieros y materiales, incluida la financiación y el control de un sitio web utilizado para publicar declaraciones e imágenes relacionadas con Al Qaeda.	0
Mi Gobierno agradece las numerosas expresiones de condena e indignación que ha generado esta atrocidad. Apreciamos especialmente la rápida reacción del Consejo de Seguridad ante este espantoso crimen.	0
11. También durante esas consultas oficiosas, dos representantes de la Misión de Estabilización de las Naciones Unidas en la República Democrática del Congo informaron al Comité por videoconferencia acerca del mandato de supervisión de sanciones de la Misión y, en particular, del rastreo y marcado de armas, atendiendo a una solicitud del Comité.	0
El Consejo de Seguridad reitera la necesidad de que todas las partes interesadas, incluidos los gobiernos y la comunidad de donantes, presten más atención a los efectos a largo plazo de los conflictos armados en los niños y a los impedimentos para su plena rehabilitación y reintegración en sus familias y comunidades, entre otras cosas, abordando la necesidad de prestarles una atención sanitaria adecuada, mejorando su intercambio de información sobre programas y mejores prácticas, y garantizando la disponibilidad de recursos suficientes, financiación y asistencia técnica para apoyar las estrategias o planes de acción nacionales en el ámbito de la protección y el bienestar de los niños, y programas basados en la comunidad, teniendo en cuenta los "Principios de París para proteger a los niños contra el reclutamiento ilícito por fuerzas o grupos armados", con vistas a garantizar la sostenibilidad a largo plazo y el éxito de su respuesta programática a la liberación, rehabilitación y reintegración de todos los niños vinculados a fuerzas y grupos armados.	1
"El Consejo de Seguridad reconoce la necesidad de supervisar e informar sistemáticamente sobre los avances para proteger a los civiles en los conflictos armados.	1
En cuanto al debate sobre el cambio de procedimiento, el Equipo está de acuerdo en que cualquier reforma debe promover el carácter más jurídico del régimen que el Consejo ha tratado de crear en los últimos años, por ejemplo mediante la adición de los criterios de "asociado con" establecidos en la resolución 1617 (2005) y la introducción de resúmenes narrativos de los motivos de inclusión en la lista y los mecanismos de revisión de la resolución 1822 (2008).	1
78. La fuerza armada sudanesa es una fuerza armada convencional con el mandato de proteger y mantener la seguridad interna.	1
Acogiendo con satisfacción la continua labor del Gobierno de Iraq en pro de un Iraq federal, democrático, pluralista y unificado, en el que se respeten plenamente los derechos humanos,	1
30. Dada la suspensión de la financiación multilateral, el Gobierno de Costa de Marfil depende del cultivo del cacao para mantener su solvencia y conseguir pagar a sus funcionarios, incluidos los militares. El cacao desempeña un papel importante en la provisión de fondos para las adquisiciones militares extrapresupuestarias y extrapresupuestarias del Gobierno y, aunque la cantidad de ingresos procedentes del cacao ha disminuido, el porcentaje extraído de lo disponible sigue siendo elevado.	0
Por lo tanto, se sugirió la elaboración de normas internacionales y quizás un papel más destacado del Comité.	1
(i) Ataques de las fuerzas armadas del Gobierno y de los Janjaweed 241. Sobre la base de su análisis de otras fuentes y de su propia labor de investigación, la Comisión determinó que los ataques contra aldeas de Darfur llevados a cabo por las fuerzas armadas del Gobierno del Sudán y los Janjaweed se produjeron a lo largo de todo el conflicto, con picos de intensidad durante determinados períodos.	0
16. Expresa su profunda solidaridad con las víctimas del terrorismo y sus familias, y anima a la Dirección Ejecutiva del Comité contra el Terrorismo a que tenga en cuenta el importante papel que las víctimas y las redes de supervivientes pueden desempeñar en la lucha contra el terrorismo, en estrecha cooperación con el Equipo Especial y sus Grupos de Trabajo pertinentes;	1
16. El 24 de marzo, el Consejo de Ministros aprobó la política nacional de comunicación social, que resume la posición del Gobierno sobre el desarrollo de los medios de comunicación.	1
66. La misión preguntó a los jefes militares del Gobierno si se había procesado a alguien por excesos.	1
El PNUD y sus asociados en la ejecución han tomado disposiciones para prestar servicios de reintegración a otros 7.219 excombatientes, una vez desmovilizados.	0
Algunos Estados aún no han abordado los problemas de derechos humanos (por ejemplo, los periodos excepcionales de detención policial y los límites al acceso a la asistencia letrada) relacionados con casos de terrorismo.	0
Contratación de un especialista en protección. Elaboración y distribución de un folleto sobre la Convención sobre los Derechos del Niño. G.2. Establecer y aplicar estrategias y programas de prevención y respuesta a la violencia de género en los conflictos armados. (presidido por la OCHA y la OMS)	0
:: Estrecha cooperación con los demás órganos subsidiarios pertinentes del Consejo, en particular los Comités del Consejo de Seguridad establecidos en virtud de las resoluciones 1267 (1999) y 1540 (2004), y sus expertos, incluso en materia de intercambio de información, visitas y asistencia técnica, según proceda.	1
El Sr. Bralo, acusado por el Tribunal Internacional para la ex Yugoslavia de crímenes de guerra, se entregó el 10 de noviembre y fue trasladado a La Haya el 11 de noviembre de 2004.	0
Los avances con respecto a la petición del Presidente Kabila de que la MONUSCO preste asistencia para la formación, el equipamiento y el acuartelamiento de 20 unidades de policía, o para el equipamiento de tres batallones de policía militar, siguen siendo limitados debido a la falta de apoyo complementario por parte de los donantes para proporcionar el equipamiento básico necesario (véase S/2010/164).	0
Los palestinos deben poner fin a la incitación pública a la violencia y hacer todo lo posible para impedir que los militantes ataquen a Israel y provoquen así su respuesta.	0
El Consejo de Seguridad reconoce a la Comisión de Consolidación de la Paz, en su ámbito de competencia, como foro de coordinación en materia de situaciones posteriores a conflictos entre el sistema de las Naciones Unidas y las organizaciones regionales y subregionales, de conformidad con su resolución 1645 (2005) y la resolución 60/180 de la Asamblea General.	1
Apoyar el llamamiento del Enviado para una aplicación inmediata y visible por parte del gobierno sirio de todos los elementos de la propuesta de seis puntos del Enviado en su totalidad para lograr un cese sostenido de la violencia armada en todas sus formas por todas las partes,	1
30. En su resolución 1963 (2010), el Consejo de Seguridad alentó a la Dirección Ejecutiva a colaborar con los Estados miembros en la elaboración de estrategias nacionales globales e integradas de lucha contra el terrorismo.	1
Integración de la perspectiva de género en el diseño y la realización de evaluaciones medioambientales post-conflicto.	0
Casi todos los Estados tipifican como delito el uso de sus territorios para cometer o preparar actos terroristas contra ciudadanos, instalaciones y representantes diplomáticos de otros Estados.	0
Apoyar la decisión de la República Democrática del Congo de trabajar para mejorar la transparencia de los ingresos en sus industrias extractivas,	1
Las mejoras requieren la aplicación de leyes -en particular la ley sobre la eliminación de la violencia contra las mujeres- que tipifiquen como delito y penalicen la violencia y las prácticas nocivas contra las mujeres y las niñas.	0
El terrorismo debe entenderse en primer lugar como un crimen, injustificable en cualquier circunstancia. Pero también es una manifestación de agravios, articulada de forma inhumana, aborrecible e inaceptable.	1
Estoy profundamente agradecido a mi Representante Especial en funciones, David Gressly, y a mi Representante Especial Adjunto, Arnauld Akodjénou, así como a todo el personal civil y uniformado de las Naciones Unidas en Malí, por su constante y ardua labor en condiciones muy difíciles para restablecer la paz y la estabilidad duraderas en el país.	1
El Equipo también ha mantenido conversaciones frecuentes con el grupo de expertos creado para apoyar al Comité establecido en virtud de la resolución 1540 (2004) a fin de garantizar que exista una sinergia adecuada entre la labor del Equipo sobre el embargo de armas y la labor de los expertos de la resolución 1540 (2004) sobre la no proliferación de armas de destrucción en masa a agentes no estatales.	1
Durante este periodo, llevó a cabo investigaciones en lugares específicos, como campos de desplazados internos y pueblos destruidos, así como con contactos del Ejército de Liberación del Sudán y funcionarios del Gobierno.	0
139. Este planteamiento en dos partes - la utilización de restricciones a escala de Schengen para excluir a las personas incluidas en la lista de fuera de la zona Schengen, al tiempo que se mantienen las restricciones nacionales para limitar la circulación de los extranjeros incluidos en la lista dentro de la zona - puede servir de modelo para otros Estados en regiones sin fronteras o sin visados establecidas o en desarrollo.	1
Toma nota de la elaboración de la política de diligencia debida en materia de derechos humanos, alienta [a la Misión] a aplicarla plenamente y pide al Secretario General que incluya los progresos realizados en la aplicación de la política en sus informes al Consejo;	1
Los miembros del Consejo acogieron con satisfacción los programas de formación organizados por el Representante del Secretario General y la BONUCA para familiarizar a la policía y las fuerzas armadas de la República Centroafricana con los medios para fomentar el respeto de los derechos humanos y el derecho internacional humanitario.	1
Por el patrón de daños está claro que fue una explosión de una carga de explosivos de gran potencia.	0
Les anima a redoblar sus esfuerzos para garantizar la seguridad de la población civil en su territorio, incluidos los extranjeros a los que conceden refugio.	1
También he tomado nota del reciente aumento de la presencia y el compromiso de las Fuerzas Armadas Libanesas en zonas donde hay grupos palestinos armados.	0
El Comité también revisa periódicamente los nombres de las personas declaradas fallecidas y de las entidades declaradas desaparecidas.	0
Encarga a la Comisión que examine la financiación de las actividades de la CEDEAO con vistas a garantizar que se pongan recursos suficientes a disposición de las instituciones.	0
El último informe del Secretario General (S/2012/376), al igual que los anteriores (S/2009/277 y S/2010/579), cristalizó el debate en torno a cinco retos fundamentales que identificó: mejorar el cumplimiento del derecho internacional por las partes en conflicto; mejorar el cumplimiento por los grupos armados no estatales; mejorar la protección por parte de las misiones de mantenimiento de la paz de las Naciones Unidas y otras misiones pertinentes; mejorar el acceso humanitario; y mejorar la rendición de cuentas por las violaciones.	0
La Red Siria de Derechos Humanos no pudo documentar plenamente estos casos, ya que están prohibidos y son perseguidos por las fuerzas del régimen y los grupos extremistas.	0
Tras una minuciosa investigación, el Gobierno de Estados Unidos determinó que Ahmed Abu Khattalah era una figura clave en esos ataques armados.	0
"El Consejo de Seguridad alienta a las organizaciones regionales y subregionales pertinentes a que sigan participando en el arreglo pacífico de controversias, según proceda, incluso mediante actividades de prevención de conflictos, fomento de la confianza y mediación, y subraya la importancia de utilizar las capacidades actuales y potenciales de las organizaciones regionales y subregionales a este respecto.	1
La cooperación en la gestión de las fronteras regionales sigue mejorando, entre otras cosas mediante el establecimiento de patrullas conjuntas, el intercambio de información y mecanismos regionales de control fronterizo y cooperación aduanera.	0
Todos estamos gravemente preocupados por el deterioro de la situación de seguridad en Costa de Marfil, como quizá haya podido comprobar el Consejo en mi declaración de hoy.	0
"El Consejo de Seguridad reconoce la importante labor de las entidades de las Naciones Unidas y otras organizaciones multilaterales en apoyo de los esfuerzos para prevenir y reprimir la financiación del terrorismo y de las organizaciones terroristas, en particular el Grupo de Acción Financiera Internacional, el Grupo contra el Blanqueo de Capitales de África Oriental y Meridional (ESAAMLG), el Grupo de Acción Intergubernamental contra el Blanqueo de Capitales en África Occidental (GIABA), y el Grupo de Acción Financiera Internacional de Oriente Medio y Norte de África para el fomento de la capacidad y la cooperación (MENAFATF).	1
La mayoría dispone de medidas adecuadas para la represión del reclutamiento de terroristas.	0
(x) Celebrar consultas con los representantes pertinentes del sector privado, en coordinación con las autoridades nacionales, según proceda, para fomentar el conocimiento y mejorar el cumplimiento de la prohibición de viajar y el embargo de armas;	1
Ningún Estado puede luchar solo contra el terrorismo, ya que el carácter transnacional de la amenaza terrorista exige la cooperación y la coordinación con otros Estados.	1
En dos de ellos no pudieron establecerse los motivos, mientras que el tercero se consideró de naturaleza delictiva.	0
Por lo tanto, en opinión de la Comisión, pueden constituir crímenes contra la humanidad.	0
Muy pocos Estados han actualizado exhaustivamente su marco jurídico para incluir leyes específicas contra el terrorismo.	0
85. A menos que se aborden las diferencias en el seno de las instituciones federales de transición, el estancamiento político actual podría agravar las divisiones y socavar las propias instituciones que el pueblo de Somalia desea tan ardientemente y que la comunidad internacional y las Naciones Unidas están dispuestas a apoyar.	0
Por último, debemos integrar la participación de las víctimas y la indemnización en los trabajos de estos tribunales en el futuro.	1
36. Alienta a todos los Estados miembros, en particular a los Estados proponentes y a los Estados de residencia o nacionalidad, a que presenten al Comité información adicional de identificación y de otro tipo, junto con documentación justificativa, sobre las personas, grupos, empresas y entidades incluidos en la Lista, incluida información actualizada sobre la situación operativa de las entidades, grupos y empresas incluidos en la Lista, el traslado, encarcelamiento o fallecimiento de las personas incluidas en la Lista y otros hechos significativos, a medida que se disponga de dicha información;	1
132. Mientras el Comité e Interpol determinan la mejor manera de avanzar, el Equipo espera que la base de datos de Interpol pueda proporcionar información adicional de identificación sobre las personas incluidas en la Lista consolidada.	0
"El Consejo de Seguridad subraya que las organizaciones regionales y subregionales desempeñan un papel importante en la lucha contra el tráfico ilícito de armas pequeñas y ligeras y la necesidad de tener en cuenta en los mandatos de las operaciones de mantenimiento de la paz, cuando proceda, los instrumentos regionales que permiten a los Estados identificar y rastrear las armas pequeñas y ligeras ilegales.	1
Tras la finalización de la misión sobre el terreno, el ACNUDH estableció una presencia de protección en Conakry después de la misión durante tres meses para prestar apoyo y asesoramiento a las personas que se enfrentaban a amenazas contra su seguridad y evitar represalias contra ellas.	0
Nos aflige especialmente el bajísimo número de retornos de refugiados, que son el indicador más útil para evaluar la situación en la provincia.	0
Estamos profundamente preocupados por el hecho de que la violencia en Oriente Medio siga siendo perpetrada por un bando contra el otro, a pesar de la clara expresión de repulsa ante tal estado de cosas por parte de la comunidad internacional y del Consejo de Seguridad.	0
Al menos 70 miembros clave del Congreso Popular están actualmente detenidos sin cargos ni juicio, y varios han huido de Sudán para exiliarse.	0
Expresa en particular su profunda preocupación por el uso de la violencia sexual como arma de guerra. Hace un llamamiento a todos los Estados para que pongan fin a la impunidad también a este respecto.	1
Estuve en Afganistán durante cuatro días a finales de junio para evaluar la situación humanitaria, dada la creciente preocupación por la gravedad de los problemas humanitarios y de protección de civiles.	0
1. Deplora y condena en los términos más enérgicos los actos terroristas del EIIL y su ideología extremista violenta, así como sus continuos abusos graves, sistemáticos y generalizados de los derechos humanos y sus violaciones del derecho internacional humanitario;	0
4. Pide a los grupos armados de la oposición siria y a los elementos pertinentes que respeten las disposiciones pertinentes del Entendimiento Preliminar;	1
4. Durante todo el período de su mandato, el Grupo de Supervisión mantuvo informado de sus actividades al Comité del Consejo de Seguridad establecido en virtud de la resolución 751 (1992), presentando informes de situación cada dos semanas por conducto de la Secretaría de las Naciones Unidas y ofreciendo una sesión informativa de mitad de período en la Sede de las Naciones Unidas en Nueva York en julio de 2005.	1
12. La Dirección Ejecutiva reforzará su compromiso con las organizaciones internacionales, regionales y subregionales de todas las partes del mundo para ayudarlas a preparar y/o aplicar los planes de acción pertinentes de lucha contra el terrorismo y para que participen más directamente en la atención de las necesidades de creación de capacidad de los Estados, identificadas por el Comité mediante las evaluaciones preliminares de la aplicación y las visitas a los países.	1
(a) La distinción entre combatientes y civiles, y la protección de los civiles, especialmente contra la violencia contra la vida y la persona, en particular el asesinato (esta norma se reafirmó en algunos acuerdos celebrados por el Gobierno de Sudán con los rebeldes);	1
[Subrayando... la urgencia de llevar a cabo una reforma global del sector de la seguridad y de lograr, según proceda, el desarme, la desmovilización y la reintegración (DDR) de los grupos armados [nacionales], así como el desarme, la desmovilización, la repatriación, el reasentamiento y la reintegración (DDRRR) de los grupos armados extranjeros para la estabilización a largo plazo del [país afectado], teniendo en cuenta la necesidad de crear las condiciones de seguridad necesarias para garantizar un desarrollo económico sostenible, y destacando la importancia de la contribución de los socios internacionales en estos ámbitos.	0
En nombre de la Presidenta de la Comisión, Nkosazana Olamini Zuma, transmito adjunto el comunicado adoptado por el Consejo de Paz y Seguridad al término de dicha reunión (véase el apéndice).	1
A nivel subregional, la Oficina reforzará su cooperación, en particular con la Comunidad Económica y Monetaria de África Central (CEMAC), la Comunidad Económica de los Estados de África Central y la Fuerza Multinacional de la Comunidad Económica y Monetaria de África Central (FOMUC) en los ámbitos de la seguridad, la alerta temprana y la prevención.	0
13. La Misión de Investigación que está estudiando las denuncias de uso de sustancias químicas tóxicas como armas en la República Árabe Siria prosigue su labor.	0
485. Es decepcionante que los comités se limitaran al delito de violación y no tramitaran los casos en los que se denunciaron otras formas de abuso sexual, incluida la tentativa de violación.	0
En algunas zonas de Abiyán había carros de combate, vehículos blindados de transporte de tropas y lanzacohetes.	0
Este es el séptimo informe del Equipo de Apoyo Analítico y Seguimiento de las Sanciones desde su creación en marzo de 2004; algunos de los temas son familiares y pocos son totalmente nuevos.	1
(o) Cooperar estrechamente con los órganos pertinentes de las Naciones Unidas de lucha contra el terrorismo en el suministro de información sobre las medidas adoptadas por los Estados Miembros en relación con los secuestros y la toma de rehenes para exigir rescate por parte de Al-Qaida y otras personas, grupos, empresas y entidades asociados con ella, y sobre las tendencias y novedades pertinentes en este ámbito;	0
El Presidente ha informado al Consejo de los debates del Comité en su reunión celebrada el 3 de septiembre, que se centraron en el informe de mitad de período del Grupo de Expertos establecido en virtud de la resolución 1874 (2009), publicado el 1 de agosto, y en la actualización por el Grupo de Expertos de su informe sobre incidentes, también publicado el 1 de agosto, relativo a los lanzamientos de misiles balísticos por la República Popular Democrática de Corea en junio y julio de 2014.	1
11. Pide al Secretario General que incluya en su próximo informe una evaluación exhaustiva de los programas de DDR y DDRRR de la MONUC y que, en estrecha coordinación con su Enviado Especial para la región de los Grandes Lagos, formule recomendaciones sobre los posibles ajustes necesarios para aumentar su eficacia, dotación de recursos y coordinación con el componente militar de la MONUC;	1
Hasta la fecha no ha habido mejoras en la reforma administrativa a nivel nacional.	0
183. La información presentada en los informes anteriores examinados por la Comisión se basa principalmente en relatos de testigos recopilados mediante entrevistas a desplazados internos y refugiados.	1
Francia condena enérgicamente esos ataques y pide a todas las partes que actúen con la máxima moderación.	0
En la 5798ª sesión del Consejo de Seguridad, celebrada el 11 de diciembre de 2007, en relación con el examen por el Consejo del tema titulado "Amenazas a la paz y la seguridad internacionales causadas por actos terroristas", el Presidente del Consejo de Seguridad hizo la siguiente declaración en nombre del Consejo:	1
Los grupos terroristas y otros grupos armados no estatales con acceso a los mercados delictivos transfronterizos pueden tener menos incentivos para salir del conflicto y llegar a un acuerdo político.	0
En nombre del Comité del Consejo de Seguridad establecido en virtud de la resolución 751 (1992) relativa a Somalia, y de conformidad con el apartado i) del párrafo 3 de la resolución 1587 (2005) del Consejo de Seguridad, tengo el honor de transmitir adjunto el informe del Grupo de Supervisión para Somalia (véase el apéndice).	1
El Comité recibió 11 notificaciones de Estados miembros que suministraban material militar a las autoridades congoleñas y envió un número correspondiente de cartas de acuse de recibo.	0
La víctima declaró que conocía a 19 de las mujeres violadas, pero que había muchas más. Cree que fueron unas 50 en total.	0
En una región tan compleja como vital para el mantenimiento de la paz y la seguridad internacionales, las autoridades encuentran grandes dificultades y limitaciones para responder a las demandas y expectativas de una población ávida de reformas.	0
(j) Detención indebida, trato abusivo en las cárceles eritreas y trato inhumano y deficiente alimentación y alojamiento en los campos de detención;	0
Los supervivientes huyeron del pueblo y no enterraron a sus muertos.	0
123. Cuando las milicias atacan conjuntamente con las fuerzas armadas, puede sostenerse que actúan bajo el control efectivo del Gobierno, en consonancia con la noción de control establecida en 1999 en Tadić (Apelación), en los apartados 98 a 145.	0
Reconociendo el valor de las sesiones informativas anuales a cargo de los jefes de los componentes militares, el Consejo declaró que también acogería con satisfacción la celebración de sesiones informativas similares a cargo de los jefes de los componentes policiales, a fin de mejorar su comprensión de los retos operativos.	1
13. Los Comisionados decidieron que para recomendar "medidas que garanticen la rendición de cuentas por los crímenes y violaciones graves de los derechos humanos presuntamente cometidos durante el período mencionado, teniendo en cuenta que el Gobierno de Timor-Leste considera que el sistema de justicia interno, que cuenta con la participación de jueces, fiscales y abogados defensores internacionales, debe ser la principal vía de rendición de cuentas por estos presuntos crímenes y violaciones", tendrían que hacer una evaluación preliminar del sistema de justicia interno existente en Timor-Leste.	1
Los Estados visitados disponen de medidas y políticas operativas para la represión del reclutamiento de terroristas.	0
El 21 de diciembre, el Consejo, en sesión pública, escuchó una exposición del Presidente del Comité establecido en virtud de la resolución 1737 (2006) y Representante Permanente de Colombia, Néstor Osorio, sobre la labor del Comité del 1 de septiembre al 18 de diciembre de 2011.	1
La presencia de elementos extremistas y sus presuntas actividades también han sido motivo de preocupación.	0
Condenamos todos los actos y crímenes de motivación étnica en Kosovo.	0
58. Desde la creación del Fondo Fiduciario de Lucha contra el Terrorismo, la Dirección Ejecutiva se ha vuelto más eficiente en la gestión de las contribuciones voluntarias en apoyo de sus actividades.	1
Eso sigue siendo una fuente de preocupación constante para nosotros.	0
Observando con profunda preocupación el aumento de la violencia y el incremento de los enfrentamientos intertribales, así como la persistencia de la violencia sexual y de género y de la impunidad, y reiterando su profunda preocupación por los ataques contra el personal humanitario y las fuerzas de mantenimiento de la paz, la seguridad de los civiles, y haciendo un llamamiento a todas las partes en Darfur para que cesen inmediatamente las acciones ofensivas y se abstengan de nuevos ataques violentos que provoquen la consiguiente mala situación de la ayuda humanitaria y la restricción del acceso humanitario a las poblaciones necesitadas,	0
Los principales elementos de la declaración del Representante Permanente, así como el intercambio de opiniones entre los miembros del Grupo de Trabajo, se reflejan en el resumen que figura en las conclusiones pertinentes (S/AC.51/2014/3).	1
Además, las interacciones del Equipo con los Estados miembros y el Comité cambiarían significativamente si se convirtiera en árbitro de las decisiones de inclusión y exclusión de la lista.	0
El Gobierno de Sudán presentó a la Comisión un documento en el que se enumeraban los ataques contra convoyes humanitarios.	0
6. Insta a los Estados y a todas las demás partes en un conflicto armado a que hagan todo lo posible para impedir las violaciones del derecho internacional humanitario contra la población civil, incluidos los periodistas, los profesionales de los medios de comunicación y el personal asociado;	1
En la resolución 22/13, el Consejo encomendó a la comisión que investigara las violaciones sistemáticas, generalizadas y graves de los derechos humanos en el Estado, con miras a garantizar la plena rendición de cuentas, en particular, por las violaciones que puedan constituir crímenes de lesa humanidad.	1
En la 5303ª sesión del Consejo de Seguridad, celebrada el 10 de noviembre de 2005, en relación con el examen por el Consejo del tema titulado "Amenazas a la paz y la seguridad internacionales causadas por actos terroristas", el Presidente del Consejo de Seguridad hizo la siguiente declaración en nombre del Consejo:	1
12. Dada la profunda desconfianza que ha prevalecido entre el pueblo libanés hacia sus autoridades judiciales y de seguridad, la Comisión se ha convertido en una fuente de gran expectación y esperanza de cambio, así como en una "interfaz" entre el pueblo libanés y sus autoridades.	1
Observa que es necesario que la comunidad internacional adopte una serie de medidas para compartir la carga que soportan los Estados africanos que acogen a refugiados y para apoyar sus esfuerzos por garantizar la seguridad y el carácter civil y humanitario de los campamentos y asentamientos de refugiados, en particular en los ámbitos de la aplicación de la ley, el desarme de los elementos armados, la reducción del flujo de armas en los campamentos y asentamientos de refugiados, la separación de los refugiados de otras personas que no reúnen los requisitos para recibir la protección internacional que se concede a los refugiados o que no necesitan protección internacional por otros motivos, y la desmovilización y reintegración de los excombatientes.	0
Tras las consultas, el Presidente del Consejo hizo una declaración a la prensa en la que los miembros del Consejo pedían a las autoridades marfileñas y a todas las partes implicadas que pusieran fin a los impedimentos a la libertad de movimiento de las fuerzas imparciales e instaban a todas las partes a dar muestras de responsabilidad y moderación para que la próxima campaña electoral se desarrolle en un ambiente pacífico y según lo previsto.	1
El LRA ha llevado a cabo una larga y cruel insurgencia en el norte de Uganda que ha causado la muerte, el secuestro y el desplazamiento de miles de civiles inocentes en Uganda, Sudán y la República Democrática del Congo.	0
Se ruega a los Estados miembros que limiten su intervención a 5 minutos.	1
El Presidente del Grupo, José Ramos-Horta, dirigió los debates en nombre del Grupo, señalando que durante la primera fase de su trabajo, el Grupo se centraría en escuchar las opiniones de todos los Estados miembros como contribuyentes colectivos a la paz y la seguridad, y que las consultas incluirían también a los comités de la Asamblea General, las organizaciones regionales y los países que aportan contingentes y fuerzas de policía.	1
Condenamos enérgicamente los atentados criminales que el grupo terrorista Boko Haram sigue perpetrando en el norte de Nigeria y en los países vecinos.	0
Sin embargo, la responsabilidad de adoptar nuevas medidas también recae en los Estados miembros, proponiendo nombres, señalando problemas o debatiendo nuevas mejoras de los procedimientos.	1
530. Para hacer inteligible cualquier debate sobre los autores, son necesarias dos herramientas jurídicas: las categorías de crímenes de los que pueden ser responsables y la enumeración de los diversos modos de participación en crímenes internacionales de los que se sospecha que son responsables las diversas personas.	1
El Consejo de Seguridad acoge con satisfacción la intención del Secretario General de visitar la región del Sahel, a finales de este año, junto con el Presidente del Grupo del Banco Mundial, y espera con interés la presentación de un informe al Consejo de Seguridad tras esta visita.	1
