en_es_DEEP	VerConf
En opinión de mi delegación, para evitar nuevos brotes de violencia e inestabilidad en el norte de Kosovo, sigue siendo esencial que el proceso de reconciliación vaya acompañado de políticas encaminadas a garantizar la estabilidad socioeconómica de las comunidades de forma no discriminatoria manera.	1
16. Los Estados examinadores tuvieron entonces tres meses para proporcionar cualquier información adicional de identificación o de otro tipo que tuviera relación con la entrada en la Lista, como actualizaciones sobre el estado operativo de las entidades incluidas en la Lista, o el movimiento, encarcelamiento o muerte de personas incluidas en la Lista, o nuevos cargos relacionados con el terrorismo presentados contra ellos.	0
"El Consejo de Seguridad considera que las sanciones son una herramienta importante para luchar contra el terrorismo y subraya la importancia de aplicar pronta y eficazmente las resoluciones pertinentes, en particular las resoluciones 1267 (1999) y 1989 (2011) del Consejo de Seguridad como instrumento clave en la lucha contra el terrorismo. .	1
Otro Estado señaló que la responsabilidad principal de la prevención recaía en el ejército nacional y su dirección de inteligencia y señaló que la presencia de campamentos de refugiados en su territorio planteaba un desafío particular.	1
46. ​​Desde que terminó el último mandato, a mediados de marzo de 2005, la relación entre el GFT y la oposición ha empeorado gravemente, lo que hace muy probable que se produzca un grave enfrentamiento militar entre ambos.	0
117. Especialmente desde que la comunidad internacional tomó conciencia de las repercusiones de las acciones de los Janjaweed, las respuestas del Gobierno del Sudán al uso del término parecen haber tenido como objetivo negar la existencia de cualquier vínculo entre el Estado y los Janjaweed; y la mayoría de los funcionarios atribuyen habitualmente las acciones de los Janjaweed a "bandidos armados", "elementos incontrolados" o incluso al ELS y el JEM.	0
La misión no recibió información precisa sobre el número de personas detenidas por las fuerzas de seguridad.	0
Casi todos los Estados tipifican como delito el uso de sus territorios para cometer o preparar actos terroristas contra ciudadanos, instalaciones y representantes diplomáticos de otros Estados.	0
El Consejo condena todos los ataques de grupos armados locales y extranjeros que amenazan a la población, así como a la paz y la estabilidad de la República Centroafricana y la subregión, incluidos los ataques del 19 de julio y el 24 de noviembre perpetrados por la Convención de Patriotas por la Justicia y la Paz en Birao. .	1
Acogiendo con satisfacción los esfuerzos de las autoridades burundianas para luchar contra la impunidad, en particular el juicio y la condena de algunos de los autores de la masacre de Muyinga,	1
Uso terrorista de Internet para instrucción sobre explosivos	0
Los intentos actuales del Consejo de Seguridad de culpar a Eritrea son injustificados, tanto jurídica como políticamente.	1
Varios incidentes ocurridos durante el período que abarca el informe indican fricciones entre la fuerza de mantenimiento de la paz de la CEI y la parte georgiana, incluida la detención de camiones de la fuerza de mantenimiento de la paz de la CEI (véase el párr. 17), la detención temporal de un soldado de la fuerza de mantenimiento de la paz de la CEI, la instalación de contadores de electricidad en los puestos de control de las fuerzas de mantenimiento de la paz de la CEI y una manifestación de protesta por la presencia de las fuerzas de mantenimiento de la paz de la CEI en Georgia.	0
"Sin embargo, el Consejo de Seguridad condena enérgicamente el continuo reclutamiento y utilización de niños en conflictos armados en violación del derecho internacional aplicable, el asesinato y la mutilación de niños, la violación y otros tipos de violencia sexual, los secuestros, la denegación de acceso humanitario a los niños y los ataques contra escuelas y hospitales por las partes en un conflicto armado.	1
Igualmente preocupantes son las informaciones sobre el aumento de la tensión entre los partidos gubernamentales y la oposición en el marco de cuestiones decisivas para el futuro de Kosovo, así como la persistencia de elementos dispuestos a recurrir a la violencia.	1
1. Deplora y condena en los términos más enérgicos los actos terroristas del EIIL y su violenta ideología extremista, así como sus continuos abusos flagrantes, sistemáticos y generalizados de los derechos humanos y violaciones del derecho internacional humanitario;	1
Llamó al jefe interino de la policía de Beirut, general Naji Mulaeb, y le informó sobre la llamada del Sr. Nammar y le pidió que consultara con el juez Mezher si estaba al tanto de esta decisión.	0
En su exposición informativa ante el Consejo en diciembre de 2005 y junio de 2006, el Secretario General Adjunto Gambari describió las graves condiciones humanitarias y de derechos humanos en Birmania, incluida la detención de más de 1.100 prisioneros políticos, así como la salida de Birmania de refugiados, drogas y , VIH/SIDA y otras enfermedades.	0
Dos Estados emplean procedimientos penales especiales, como la prisión preventiva y "poderes especiales" para determinadas técnicas de investigación.	0
En esa ocasión, también proporcionó información actualizada sobre la amenaza que plantean los combatientes terroristas extranjeros asociados con el Estado Islámico en el Iraq y el Levante y el Frente Al-Nusrah, de conformidad con el párrafo 26 de la resolución 2178 (2014).	1
En segundo lugar, Covic expresó su preocupación por la calidad de la democracia en un lugar donde la minoría, los serbios de Kosovo, corre el riesgo de perder la votación. Yo diría que considero que el aspecto más importante de la democracia es, efectivamente, que uno participa, ejerce los derechos de una democracia y vota.	1
A. Panorama general 47. Los grupos incluidos en la lista afiliados a Al-Qaida y los talibanes siguen recaudando dinero por medios legales, como donaciones y empresas comerciales legítimas, e ilegalmente, por ejemplo mediante secuestros para pedir rescate, extorsión, tráfico de drogas e impuestos ilegales.	0
49. Aún quedan muchos desafíos en la lucha contra la impunidad, particularmente en vista de la limitada capacidad de las autoridades judiciales civiles y militares para llevar a cabo investigaciones independientes y exhaustivas y brindar protección a las víctimas y testigos.	1
El desarme de las milicias es una preocupación prioritaria, especialmente en el período previo a una campaña electoral, con su potencial de violencia por motivos políticos.	1
Dependiendo de las circunstancias de cada caso, esas personas pueden entonces ser sospechosas, bajo la doctrina de empresa criminal conjunta, de haber cometido los crímenes de lesa humanidad de asesinato de civiles y desplazamiento forzado y los crímenes de guerra de ataques indiscriminados contra civiles y destrucción de bienes civiles.	1
1. En su declaración presidencial de 4 de septiembre (PRST/2008/33), el Consejo de Seguridad pidió al Secretario General que identificara y se pusiera en contacto con Estados que pudieran aportar los recursos financieros, el personal, el equipo y los servicios necesarios para una fuerza multinacional para Somalia.	0
Las implicaciones de la muerte de Khalil Ibrahim para el proceso de paz de Darfur sólo quedarán claras con el tiempo.	0
La Misión continuó sus actividades de sensibilización en el marco de la estrategia "UN Cares".	0
37. El Comité alienta a su Dirección Ejecutiva a seguir centrándose en la aplicación de la resolución 1624 (2005), incluso prestando la debida atención a cuestiones pertinentes, como el papel de las nuevas tecnologías de la información y las comunicaciones, la promoción del diálogo, incluso a nivel a nivel nacional, a fin de promover la tolerancia, la diversidad y la inclusión, la creación de asociaciones estratégicas entre gobiernos y actores no gubernamentales, la identificación de roles para las víctimas del terrorismo y la prevención de la subversión de las instituciones por parte de los terroristas y sus partidarios.	0
12. En resumen, aunque los ataques de las milicias contra civiles no se produjeron en la escala masiva o sistemática observada en los meses anteriores al comunicado conjunto, esos ataques han continuado y se han intensificado últimamente.	0
Por un lado, había quienes consideraban natural que un país defina los requisitos para obtener la ciudadanía o la nacionalidad, mientras que, por el otro, había quienes denunciaban que la explotación de este concepto había estado en el origen de la crisis en Costa de Marfil. de Marfil.	1
Por lo tanto, a finales de septiembre, el Mecanismo de Aplicación Conjunta acordó medidas para armonizar la aplicación del plan de acción con los elementos existentes del acuerdo de alto el fuego de Yamena del 8 de abril de 2004 a fin de reducir las posibilidades de que se repitan esas consecuencias.	0
El número total de combatientes extranjeros asesinados o capturados y de dirigentes y facilitadores vinculados a Al-Qaida ha disminuido desde el último informe sobre esa cuestión (S/2012/971).	0
(b) Impedir la entrada o el tránsito por sus territorios de estas personas, siempre que nada en este párrafo obligará a ningún Estado a negar la entrada o exigir la salida de sus territorios de sus propios nacionales y este párrafo no se aplicará cuando la entrada o el tránsito es necesario para el cumplimiento de un proceso judicial o el Comité establecido en virtud de la resolución 1267 (1999) ("el Comité") determina caso por caso únicamente que la entrada o el tránsito están justificados;	0
El informe fue presentado al Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes y personas y entidades asociadas el 22 de febrero de 2011, de conformidad con la resolución 1904 (2009) del Consejo de Seguridad, y actualmente está siendo examinado por el Comité.	0
El Consejo condena todas las demás violaciones del derecho internacional, incluido el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, cometidas contra niños en situaciones de conflicto armado.	1
Es necesario intensificar la vigilancia y la identificación de las violaciones del embargo de armas y aplicar sanciones selectivas cuando sea necesario, a fin de reducir los posibles efectos devastadores de esa dinámica en el contexto somalí.	1
"El Consejo de Seguridad reafirma la importancia de la labor de los comités establecidos en virtud de las resoluciones 1267 (1999), 1373 (2001) y 1540 (2004) y continúa apoyándolos y orientándolos.	0
La Unión Europea condena esa violencia de los maoístas, que ha causado considerables sufrimientos y penurias al pueblo nepalí.	1
El estancamiento corre el riesgo de aumentar las tensiones políticas y socavar el ambiente de mayor confianza que prevaleció tras las elecciones y la toma de posesión del Presidente Martelly.	1
Por invitación del Presidente del Consejo Económico y Social, el Presidente del Consejo asistió a una reunión sobre los grupos asesores especiales sobre países africanos que salen de conflictos (Burundi y Guinea-Bissau).	0
Destacar la importancia de poner fin a la impunidad por violaciones del derecho internacional humanitario y de las normas de derechos humanos aplicables como parte de un enfoque integral para buscar la paz, la justicia, la verdad y la reconciliación nacional sostenibles.	1
Esto se produjo como consecuencia de la prioridad de proceder con la reforma policial estructural, otorgada a Bosnia y Herzegovina por la Comisión Europea, después de que Bosnia y Herzegovina no lograra llegar a un acuerdo sobre su adhesión a la Unión Europea.	1
"El Consejo de Seguridad solicita al Secretario General que apoye los esfuerzos encaminados a movilizar los recursos necesarios para la aplicación de los resultados de la Cumbre de Yaundé y el fortalecimiento de las capacidades nacionales y regionales, en estrecha consulta con los Estados del Golfo de Guinea y las organizaciones regionales pertinentes y otras entidades de las Naciones Unidas.	0
Sin embargo, a menudo faltan una detección y prevención eficaces en la frontera debido a la aplicación insuficiente de indicadores de riesgo y criterios de selección; la falta de intercambio de información y cooperación entre los funcionarios de aduanas, los departamentos de aplicación de la ley y de inmigración y las unidades de inteligencia financiera; y la falta de recursos humanos y materiales dedicados.	1
Dentro del ejército, los informes y todas las demás comunicaciones se realizan a lo largo de la cadena de mando, como ocurre con la mayoría de las fuerzas armadas convencionales.	0
En su cumbre de 2013, el Grupo de los Ocho declaró su "rechazo inequívoco" a la financiación del terrorismo mediante pagos de rescates.	1
Esto comenzó con el establecimiento por parte del Consejo de tribunales ad hoc para la ex Yugoslavia en 1993 y luego, un año después, para Ruanda.	0
Al mismo tiempo, la cuestión de garantizar el cumplimiento de las medidas antiterroristas con las obligaciones de derechos humanos sigue siendo un importante tema de debate en la subregión.	1
El asedio debe levantarse inmediatamente para permitir que la población civil de Gaza tenga acceso al agua, al empleo, al comercio, al tratamiento médico y a la educación, esencialmente, acceso a sus necesidades básicas.	1
"El Consejo de Seguridad reitera su más enérgica condena de la profanación, los daños y la destrucción de lugares de importancia sagrada, histórica y cultural, en especial, aunque no exclusivamente, aquellos designados como Patrimonio de la Humanidad por la UNESCO, incluida la ciudad de Tombuctú.	1
Instar a los organismos regionales y/o subregionales pertinentes a desarrollar e implementar políticas, actividades y promoción en beneficio de los civiles afectados por la violencia sexual.	0
El Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes (en adelante "el Comité") ha hecho mucho para brindar a los Estados Miembros oportunidades de expresar sus opiniones, ya sea directamente o a través del Equipo.	0
Sin embargo, algunos dirigentes de Mogadiscio acusaron al presidente de ir a territorio etíope para adquirir armas y tropas para sus futuras actividades en Somalia.	1
23. La estrecha cooperación entre la UNOMIG y la fuerza de mantenimiento de la paz de la CEI continuó mediante visitas de enlace periódicas, reuniones cuatripartitas semanales, intercambios de información y patrullas conjuntas.	0
El Equipo de Vigilancia tiene previsto seguir trabajando con la Subdivisión, que debería ser el asociado preferido para la mayor parte de las actividades de creación de capacidad de las Naciones Unidas contra el terrorismo a fin de evitar la duplicación de esfuerzos. E. Organizaciones internacionales y regionales	0
[I]nvita [al Estado afectado], con la asistencia de la comunidad internacional, a continuar trabajando hacia el establecimiento de un sistema de justicia justo y transparente, incluyendo la reconstrucción y reforma del sistema correccional, a fin de fortalecer el Estado de la ley en todo el país y eliminar la impunidad.	0
Instamos a todas las partes a actuar con moderación y evitar acciones o pronunciamientos provocadores que puedan desencadenar más violencia.	1
La composición del Equipo (un grupo de expertos con experiencia antiterrorista, diplomática, analítica, judicial, financiera y jurídica, respaldados por un equipo profesional de alta calidad de las Naciones Unidas) se presta para lograrlo.	0
Los vehículos fueron entregados a Rai Los junto con 31 uniformes de la URP PNTL el 23 de mayo. El 24 de mayo, Rai Los y sus hombres, vestidos con estos uniformes de la URP, participaron en el ataque a los soldados de las F-FDTL que patrullaban.	0
Dicho esto, una serie de intervenciones señalaron el posible papel del Consejo en esta área, que podría ir más allá del establecimiento de programas internacionales de reparación hasta la autorización del uso de activos congelados bajo regímenes de sanciones para hacer reparaciones, así como la posible apoyo a los programas nacionales de reparación.	0
"Por lo tanto, durante la última década, el Gobierno yemení ha seguido una política clara encaminada a restaurar la estabilidad en Somalia, poner fin a la guerra civil allí y apoyar al Gobierno central.	0
El acto específico de reclutamiento de personas con el fin de cometer actos terroristas se trata en la Ley núm. 535/2004 sobre prevención y lucha contra el terrorismo.	0
La adición de estos nombres demuestra una vez más la continua preocupación del Comité por la amenaza a la paz y la seguridad internacionales que plantean los talibanes.	1
Si bien la Comisión está convencida, sobre la base de las pruebas de testigos independientes, de que las F-FDTL iniciaron el intercambio de disparos, en ese momento cada parte creyó que había sido atacada por la otra.	0
Los Estados deben abstenerse de inhibir a los actores humanitarios en sus esfuerzos por involucrarse con grupos armados no estatales con fines humanitarios, incluida la realización de actividades destinadas a promover el respeto del derecho internacional humanitario.	1
La situación sobre el terreno es preocupante también en términos humanitarios. El Secretario General confirma que Irak está atravesando una crisis importante y afirma que la situación continúa deteriorándose.	1
"El Consejo de Seguridad alienta a los órganos pertinentes de las Naciones Unidas, en particular a la Dirección Ejecutiva de Lucha contra el Terrorismo (DECT), en estrecha cooperación con el CTITF, a que presten mayor atención a la resolución 1624 (2005) en su diálogo con los Estados Miembros para desarrollar, de conformidad con sus obligaciones bajo el derecho internacional, estrategias que incluyen combatir la incitación a actos terroristas motivados por el extremismo y la intolerancia y facilitar asistencia técnica para su implementación.	0
Pero, ¿cómo puede lograrse esto cuando se siguen ignorando los Acuerdos y el Estado de derecho? cuando nuestra tierra siga ocupada por la fuerza y ​​nuestro pueblo sea desplazado de sus pueblos y aldeas natales? De hecho, ¿cómo pueden ponerse en marcha todos los acuerdos potenciales de beneficio mutuo y normalización cuando los territorios soberanos no son respetados ni demarcados?	0
IV. La congelación de activos A. Tendencias en la financiación del terrorismo 41. En general, Al-Qaida y sus afiliados siguen siendo operadores de bajo costo, en particular cuando se trata de planes de ataque internacionales.	0
El Equipo recuerda a los Estados que, a pesar de las sugerencias en contrario del Grupo de alto nivel sobre las amenazas, los desafíos y el cambio (A/59/565, párr. 152) y otros, el Comité ha establecido desde hace mucho tiempo criterios tanto para la inclusión como para la exclusión de nombres de la lista.	1
En los últimos años se han establecido mecanismos regionales de cooperación en materia de cumplimiento de la ley, incluida la cooperación en materia de alerta temprana e inteligencia, que han mejorado sustancialmente el nivel de cooperación regional.	0
e) La reunión inaugural del Grupo de Contacto Internacional sobre Libia, que se celebrará en Addis Abeba el 3 de diciembre de 2014. Apoyaron los esfuerzos realizados por los países vecinos y el Representante Especial del Secretario General para Libia para crear condiciones propicias para el diálogo entre todas las partes libias, con excepción de los grupos terroristas conocidos.	0
Pero persiste el grave peligro de que, como resultado de esa decisión, que viola los documentos de las conferencias de Bonn y Berlín, el país enfrente una situación explosiva plagada de nueva resistencia armada y fragmentación interna de las estructuras de poder.	1
La decisión de expulsar a los trabajadores humanitarios y silenciar a otros mediante amenazas de expulsión, o los intentos de restringir la libertad de movimiento de la Operación Híbrida de la Unión Africana y las Naciones Unidas en Darfur (UNAMID) son parte de esta política para reducir la capacidad de vigilancia de la comunidad internacional. comunidad.	1
Esto limitó la eficacia de la iniciativa para brindar justicia integral a las víctimas.	1
Además, ha habido advertencias sobre células de Al Qaeda en Zambia, y tanto Sudáfrica como Zambia han extraditado a presuntos terroristas en el pasado.	0
"El Consejo observa con preocupación los desafíos en el ámbito del desarrollo social y económico, ya que se ha producido un marcado deterioro del nivel de vida de la gran mayoría de los haitianos.	1
Proporcionar espacio adicional para que las víctimas del terrorismo contribuyan al debate puede ayudar a contrarrestar más eficazmente la incitación. E. Programas de rehabilitación	0
Un Kosovo internamente inestable haría aún más difícil definir e implementar un estatuto futuro viable.	0
"El Consejo de Seguridad sigue gravemente preocupado por la amenaza del terrorismo y el riesgo de que actores no estatales adquieran, desarrollen, trafiquen o utilicen armas de destrucción masiva y sus sistemas vectores.	1
- el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves a la paz y la seguridad;	1
Además, el Fondo Monetario Internacional proporcionó apoyo presupuestario directo por valor de 60 millones de dólares en 2007 en el marco de su asistencia de emergencia después del conflicto y proporcionará lo mismo en 2008, incluso en apoyo de las elecciones y la rehabilitación social.	0
Uganda sigue preocupada por la situación humanitaria en Darfur.	1
184. La mayoría de los informes señalan una pauta de ataques indiscriminados contra civiles en aldeas y comunidades de los tres estados de Darfur que comenzaron a principios de 2003.	0
Para continuar esta lucha, es imperativo que la comunidad internacional haga una contribución más seria y preste mayor atención a este importante aspecto de la lucha contra el terrorismo.	1
Los Estados no pueden incumplir esta obligación básica sin sufrir las consecuencias de su conducta antijurídica.	1
El Presidente tomó nota de la persistente preocupación de algunos países por el alcance de la zona de alto riesgo.	1
Otros grupos incluidos en la lista, como Lashkar-e-Tayyiba (LeT) (QE.L.118.05), entrenan y reclutan a sus propios agentes en zonas bajo el control de los talibanes paquistaníes.	0
Ningún Estado implementa medidas adecuadas para proteger a las organizaciones sin fines de lucro del financiamiento del terrorismo.	1
Repito hoy lo que dije el 31 de enero (véase S/PV.6710). Es inaceptable que se impida al Consejo asumir sus responsabilidades.	1
▪ Lanzar un ataque que pueda esperarse que cause incidentalmente pérdidas de vidas o lesiones a civiles o daños a bienes de carácter civil o una combinación de ambos, que sería excesivo en relación con la ventaja militar concreta y directa prevista;	0
De hecho, el Fondo Fiduciario fue establecido por el Estatuto de Roma como encarnación del compromiso de los Estados partes con la función de justicia restaurativa del sistema, apoyando aquellas actividades que abordan los daños resultantes de los crímenes bajo la jurisdicción de la Corte.	0
9. En su resolución 22/13, el Consejo de Derechos Humanos instó al Gobierno de la República Popular Democrática de Corea a cooperar plenamente con la investigación de la comisión, permitir a los miembros de la comisión acceso irrestricto para visitar el país y proporcionarles toda la información necesaria. para que puedan cumplir su mandato.	1
Mi delegación sigue preocupada por el hecho de que la situación de seguridad en el Iraq siga deteriorándose.	1
Se comparte constantemente información sobre las operaciones marroquíes de remoción de minas con el Centro de Coordinación de Actividades relativas a las Minas.	0
44. Según el Servicio de Actividades relativas a las Minas, "los artefactos explosivos improvisados ​​son un sistema de armas singularmente peligroso debido a su versatilidad, adaptabilidad y método de empleo.	0
Instó al Líder Supremo a prevenir y reprimir los crímenes de lesa humanidad y a garantizar que los perpetradores sean procesados ​​y llevados ante la justicia.	1
Planteamos la cuestión de la violencia para expresar nuestra impaciencia por encontrar urgentemente soluciones satisfactorias a los enormes desafíos a la unidad de la sociedad iraquí.	1
b) Los dirigentes políticos y militares de grupos armados extranjeros que operan en la República Democrática del Congo que obstaculizan el desarme y la repatriación o reasentamiento voluntario de los combatientes pertenecientes a esos grupos;	0
o El 5 de noviembre de 2014, las fuerzas del régimen atacaron la escuela primaria Hazrma en Damasco Rural e hirieron a un niño.	0
10. Los acontecimientos que tuvieron lugar en Abidján en relación con la marcha prevista para el 25 de marzo dieron lugar a graves violaciones de los derechos humanos.	0
"El Consejo de Seguridad subraya que no se tolerará ningún intento de perturbar el proceso de paz y transición en la República Democrática del Congo, incluso mediante el apoyo a grupos armados.	1
85. A menos que se aborden las diferencias dentro de las instituciones federales de transición, el actual estancamiento político podría convertirse en divisiones más profundas y socavar las mismas instituciones que el pueblo de Somalia desea tan ardientemente y que la comunidad internacional y las Naciones Unidas están dispuestas a apoyar.	1
377. La tortura y los tratos crueles están prohibidos en virtud del artículo 3 común de los Convenios de Ginebra.	0
Como UNAMA, seríamos irresponsables si no hiciéramos un llamamiento a la comunidad internacional, al Gobierno del Pakistán y al Gobierno del Afganistán y a sus fuerzas nacionales para que pusieran fin a esa situación, particularmente en la frontera sur.	1
Además, lo que queda manifiestamente claro en todo esto es el intento de Eritrea de lograr que el Consejo de Seguridad cumpla sus órdenes manteniendo como rehenes al personal de la MINUEE.	1
En un caso, los Janjaweed capturaron a un civil después de un ataque a su aldea, lo mantuvieron en cautiverio en un campamento de los Janjaweed y luego lo trasladaron a un campamento militar en la zona.	0
114. La violencia que tuvo lugar en Rai Kotu la tarde del 28 de abril tuvo como resultado la muerte de un civil, como se describe en los párrafos 50 y 51 supra.	0
En conjunto, esos desafíos ejercen presión política sobre los gobiernos y tienen un impacto directo y peligroso en la paz, la seguridad y la estabilidad en los países afectados.	1
La Alta Comisionada expresó su preocupación por la continuación de los abusos generalizados y la cultura de impunidad imperante en todo el país, particularmente en la zona de confianza, y la erosión del estado de derecho en el Gobierno y las zonas controladas por las Forces nouvelles.	1
Exhortamos a la Autoridad Palestina a hacer todo lo que pueda para detener esos ataques.	1
A su vez, el Comité tendrá que seguir promoviendo un sentido más amplio de pertenencia al régimen de sanciones y velar por que proporcione un apoyo real a los esfuerzos nacionales de los Estados que tratan de hacer frente a la amenaza de Al-Qaida y los talibanes.	1
Sin embargo, el Grupo de Supervisión observa que la falta de un gobierno central establecido en Somalia y la elevada amenaza actual de hostilidades generalizadas han retrasado gravemente, si no han suspendido por el momento, importantes esfuerzos de creación de capacidad en todo el país.	1
En caso de que se decidiera procesar a todas las personas que recibieron armas por posesión ilegal, la Comisión conserva registros que identifican a esas personas.	1
d) El enfrentamiento armado entre soldados de las F-FDTL y oficiales de la PNTL en el cuartel general de la PNTL el 25 de mayo, que provocó numerosos heridos y la muerte de un soldado de las F-FDTL, Bure.	1
Sin embargo, mi delegación lamenta observar que la situación de seguridad sigue siendo motivo de preocupación.	1
La Federación de Rusia informó que había introducido medidas para proteger los buques y las instalaciones portuarias contra ataques terroristas, según lo establecido en las disposiciones del Código PBIP relativas a la formación, notificación y señales en situaciones de emergencia.	0
Si los Estados no pueden implementar las decisiones adoptadas por el Consejo en virtud del Capítulo VII de la Carta de las Naciones Unidas sin contravenir sus propias leyes, la comunidad mundial perderá el poder de tomar medidas coordinadas contra las amenazas a la paz y la seguridad internacionales.	1
16. El 24 de marzo, el Consejo de Ministros aprobó la política nacional de comunicaciones sociales, en la que se describe la posición del Gobierno sobre el desarrollo de los medios de comunicación.	0
Trece celdas contenían dos detenidos cada una, mientras que siete celdas tenían sólo un detenido cada una.	1
Establecimiento y uso de mecanismos eficaces para investigar y enjuiciar violaciones graves del derecho humanitario y penal, a nivel local y/o internacional (desde el inicio de la operación).	0
Estamos profundamente preocupados por el hecho de que una parte contra la otra siga perpetrando violencia en el Oriente Medio, a pesar de la clara expresión de repugnancia ante tal situación por parte de la comunidad internacional y el Consejo de Seguridad.	1
El Consejo expresa su profunda preocupación porque los civiles siguen representando la mayoría de las víctimas de actos de violencia cometidos por partes en conflictos armados, incluso como resultado de ataques deliberados, uso indiscriminado y excesivo de la fuerza, uso de civiles como escudos humanos y de violencia sexual y de género, así como todos los demás actos que violen el derecho internacional aplicable.	1
Desarrollar un conjunto de políticas, directrices y procedimientos para la planificación, implementación y seguimiento de programas de DDR, conocidos como Estándares Integrados de DDR, e integrar perspectivas de género.	0
Además, según el Comité Internacional de la Cruz Roja (CICR), siguen sin resolverse 3.476 casos de personas desaparecidas en Kosovo, de las que aproximadamente 600 son de etnia serbia y romaní.	0
Los desafíos socioeconómicos que enfrenta Afganistán son importantes.	1
El Secretario General y su Coordinador Especial para el Líbano han emitido declaraciones condenando enérgicamente las acciones criminales de Fatah al-Islam como ataques a la estabilidad y la soberanía del Líbano.	1
Al parecer, la población no sólo aspira sino que exige que gobiernos más plurales y representativos generen beneficios tangibles para los ciudadanos.	1
Reitera su exigencia de que todas las partes en un conflicto armado cesen por completo y con efecto inmediato todos los actos de violencia sexual y su llamamiento a esas partes para que asuman y cumplan compromisos específicos y sujetos a plazos para combatir la violencia sexual, que deberían incluir, entre otras cosas, la emisión de órdenes claras a través de las cadenas de mando que prohíban la violencia sexual y la rendición de cuentas por el incumplimiento de esas órdenes, la prohibición de la violencia sexual en los códigos de conducta, los manuales militares y policiales de campaña o equivalentes y la asunción y cumplimiento de compromisos específicos sobre la investigación oportuna de los presuntos abusos; y exhorta además a todas las partes pertinentes en un conflicto armado a que cooperen en el marco de esos compromisos con el personal apropiado de las misiones de las Naciones Unidas que supervise su aplicación, y exhorta a las partes a que designen, según proceda, un representante de alto nivel encargado de asegurar la aplicación de esos compromisos;	1
"El Consejo de Seguridad sigue gravemente preocupado por la amenaza que la piratería y el robo a mano armada en el mar representan para la navegación internacional, la seguridad de las rutas marítimas comerciales y la seguridad y el desarrollo económico de los Estados de las regiones en cuestión, así como para la seguridad y el bienestar de la gente de mar y otras personas, incluso mediante su toma como rehenes, y la creciente violencia empleada por piratas y personas involucradas en piratería y robo a mano armada en el mar. El Consejo de Seguridad condena en los términos más enérgicos la toma de rehenes y el uso de la violencia contra. rehenes, y exhorta a los Estados a que también cooperen, según corresponda, para lograr la pronta liberación de los rehenes, incluso mediante el intercambio de información e inteligencia.	1
Retener ese nivel de financiación paralizaría a cualquier gobierno, y mucho menos a una autoridad bajo ocupación. Si los fondos no se desbloquean de inmediato, esta acción amenazará los logros alcanzados por la Autoridad Palestina en materia de construcción del Estado, incluido el aumento de la buena gobernanza que beneficia al pueblo palestino y el desarrollo de las fuerzas de seguridad que mantienen la ley y el orden en Cisjordania.	1
Destaca la importancia de garantizar el acceso de las organizaciones pertinentes, según corresponda, a todas las prisiones y lugares de detención en [el país afectado], y pide el pleno respeto del derecho internacional pertinente, incluido el derecho humanitario y el derecho de los derechos humanos...	0
Ø Exhortar a todas las partes interesadas a garantizar que la protección, los derechos y el bienestar de los niños afectados por conflictos armados se integren específicamente en los procesos de paz, los acuerdos de paz y los planes y programas de recuperación y reconstrucción posconflicto, incluidas medidas para la localización y reunificación de familias. , la rehabilitación y reintegración de niños separados, y la liberación y reintegración de niños asociados con fuerzas y grupos armados.	0
Sin embargo, los detenidos fueron sometidos a graves actos de violencia contra la vida y la persona.	0
La lucha contra los delitos graves, incluidos el crimen organizado y la corrupción, ha resultado difícil para el KPS y el sistema judicial.	0
Muchos entienden ahora que lo que Al-Qaida afirma que es un deber religioso, o "jihad", no es más que violencia criminal, a menudo dirigida contra compañeros musulmanes. Han llegado a considerar que el hecho de que los combatientes de Al-Qaida se asuman el derecho de declarar apóstatas a otros musulmanes (takfirismo) no sólo es arrogante sino también profundamente ofensivo.	0
Este Consejo no debería permitir que esa estrategia se vea recompensada abordando la respuesta al terrorismo en lugar del terrorismo en sí. Hay que rechazarlo, no apaciguarlo.	1
Sin duda, el terrorismo representa una de las amenazas más graves a la paz y la seguridad internacionales y sigue siendo un motivo importante de preocupación no sólo para los Estados africanos sino para la comunidad internacional en su conjunto.	1
