en_es_DEEP	MatCoop
Para acelerar el proceso de aprobación, se podría alentar a los Estados a que proporcionen al Comité toda la evidencia o documentación de apoyo disponible, como órdenes de arresto, notificaciones existentes de Interpol, acusaciones formales o decisiones o transcripciones judiciales.	1
"El Consejo de Seguridad subraya que los refugios proporcionados a los terroristas siguen siendo una preocupación importante y recuerda que todos los Estados Miembros deben cooperar plenamente en la lucha contra el terrorismo para encontrar, negar refugio y llevar ante la justicia, sobre la base del principio de extraditar o procesar, cualquier persona que apoye, facilite, participe o intente participar en la financiación, planificación, preparación o comisión de actos terroristas o proporcione refugio seguro.	0
Un marco para abordar la amenaza de los combatientes terroristas extranjeros	1
Insto a las partes en el Acuerdo General de Paz y a la comunidad internacional a que brinden su máxima cooperación al panel independiente que establecí a solicitud de las partes.	1
53. INTERPOL también está creando el Sistema Electrónico de Rastreo de Armas de INTERPOL para ayudar a los organismos nacionales encargados de hacer cumplir la ley a rastrear los movimientos y usos ilícitos de armas de fuego.	1
En noviembre, la Unidad de Fusión de Información de Todas las Fuentes inició los trabajos de construcción para establecer una unidad dentro del nuevo campamento de Tombuctú.	1
:: Las organizaciones regionales y subregionales deberían formar parte de un enfoque integrado de la lucha contra el terrorismo.	1
Pidieron una acción más decisiva por parte de las Naciones Unidas en general sobre los factores que conducen al terrorismo, como la islamofobia.	0
Recordando la Declaración Presidencial del Consejo de Seguridad (S/PRST/2012/17) de 4 de mayo de 2012 sobre las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,	0
Gran parte de los esfuerzos intensificados para permitir que los contingentes de la MINUSMA pudieran abordar con capacidad la amenaza de las minas y los artefactos explosivos improvisados ​​se financiaron a través del Fondo Fiduciario de la AFISMA.	1
Es esencial buscar enfoques creativos que puedan impedir que los terroristas en las economías basadas en el efectivo adquieran fondos, ya sea en forma de efectivo, mediante el contrabando de bienes o mediante la manipulación ilícita de transacciones basadas en el comercio.	0
Cooperación con las fuerzas malienses y Operación Barkhane	1
Ha habido informes de que personal de la Cruz Roja y vehículos fueron vistos en el lugar de los hechos y en algunos casos participaron en la asistencia a los heridos.	1
El taller fue una oportunidad importante para explorar los medios de facilitar aún más la implementación de la resolución, incluso con respecto a la presentación de informes universales y una implementación más completa.	0
Siete Estados cuentan con algunas medidas para la vigilancia, regulación y control de la producción, venta y transferencia de armas y explosivos.	1
v) Colaborar con las organizaciones internacionales y regionales pertinentes para promover el conocimiento y el cumplimiento de las medidas;	0
Ofrecer un curso de capacitación integral para todos los representantes de los países sobre cuestiones humanitarias con un enfoque en la conciencia de género.	1
En agosto, de conformidad con un acuerdo concertado a principios de 2010 entre el Gobierno y el grupo armado de oposición chadiano Mouvement pour la démocratie et la Justice au Tchad (MDJT), 58 niños, entre ellos 10 niñas, se reunieron con sus familias.	1
De conformidad con sus términos de referencia, el informe establece los hechos y circunstancias pertinentes a los incidentes ocurridos los días 28 y 29 de abril y del 23 al 25 de mayo y otros eventos o cuestiones conexos que contribuyeron a la crisis; aclara la responsabilidad de los eventos y recomienda medidas de rendición de cuentas.	1
La detección del movimiento transfronterizo ilegal de efectivo e instrumentos negociables al portador y la coordinación entre las aduanas, las unidades de inteligencia financiera y los funcionarios encargados de hacer cumplir la ley a este respecto son insuficientes o inexistentes.	1
46. ​​El Comité contra el Terrorismo y su Dirección Ejecutiva deberían: a) Colaborar más activamente con las organizaciones regionales pertinentes (Unión Africana, Comunidad de África Oriental, Organización de Cooperación de Jefes de Policía de África Oriental, Grupo de Lucha contra el Blanqueo de Dinero de África Oriental y Meridional y Programa de Creación de Capacidades de la IGAD contra el Terrorismo y centrarse en actividades orientadas a superar las deficiencias y mejorar la implementación de la resolución;	1
De conformidad con el párrafo 39 de la presente resolución, el Equipo de Vigilancia funcionará bajo la dirección del Comité establecido en virtud de la resolución 1267 (1999) y tendrá las siguientes responsabilidades:	1
Los miembros del Consejo pidieron una solución pacífica del conflicto en la región y condenaron el apoyo de grupos armados y terroristas. Asia	0
64. La misión preguntó al personal militar del Gobierno acerca de los informes de que unas 70 personas, en su mayoría musulmanes, habían sido asesinadas por soldados del Gobierno después de que retomaron la ciudad.	0
o El 29 de noviembre de 2014, aviones de combate del régimen lanzaron dos bombas de barril sobre la escuela Wahid al-Yousef en la aldea de Kafr Sajna, Idlib, destruyendo completamente la escuela. Lugares de adoración	0
"El Consejo de Seguridad reafirma además la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas.	0
... insta a las autoridades [nacionales] a tomar todas las medidas necesarias para proteger los derechos humanos, poner fin a la impunidad, iniciar investigaciones para identificar a los autores de tales actos y llevarlos ante la justicia y tomar medidas para proteger a los testigos a fin de garantizar la debida proceso; les insta a que adopten medidas para mitigar el clima de miedo resultante de las restricciones a la libertad de expresión y de reunión;	0
Es de esperar que las partes puedan alcanzar una reconfirmación de alto nivel de sus compromisos de no reanudar las hostilidades y de lograr el regreso seguro y digno de los desplazados internos y los refugiados.	1
"El Consejo de Seguridad exhorta a las partes a que se abstengan de utilizar la fuerza y ​​solucionen sus desacuerdos por medios pacíficos, normalicen sus relaciones, promuevan la estabilidad entre ellas y sienten las bases para una paz sostenible en la región.	0
Sólo el Estado de derecho, respaldado por fuerzas iraquíes bien entrenadas, respaldado por una infraestructura y una economía prósperas y dinamizado por un proceso electoral libre y justo, podría derrotar a quienes deseaban desestabilizar el país.	1
El Comité acoge con satisfacción las actividades de la Dirección Ejecutiva del Comité contra el Terrorismo en esta esfera y alienta a la Dirección Ejecutiva a seguir desarrollándolas, dentro de la dirección del Comité, profundizando su marco analítico, incluso mediante la participación de la Dirección Ejecutiva en la lucha contra el terrorismo. -Grupo de trabajo del Grupo de Trabajo sobre la Implementación del Terrorismo sobre la protección de los derechos humanos en la lucha contra el terrorismo.	0
3. Recuerda también que los equipos e instalaciones de los medios de comunicación constituyen bienes civiles y, a este respecto, no serán objeto de ataques ni de represalias, a menos que sean objetivos militares;	0
En 2014, en respuesta a las resoluciones 2083 (2012) y 2161 (2014), y para seguir promoviendo la aplicación de los regímenes de sanciones del Consejo de Seguridad por parte de las autoridades nacionales, la División estandarizó el formato de todas las listas de sanciones del Consejo y estableció el Consejo de Seguridad Unificado de las Naciones Unidas. Lista de Sanciones, compuesta por los nombres incluidos en todas las listas de sanciones de los comités de sanciones del Consejo.	1
Visitas del Presidente a determinados países 29. De conformidad con el párrafo 37 de la resolución 1822 (2008), el Presidente realizó dos visitas en 2009. El 9 de junio de 2009, por invitación de la Federación de Rusia, asistió a una reunión de servicios especiales, seguridad agencias y organizaciones encargadas de hacer cumplir la ley recluidas en Irkutsk (Federación de Rusia). Los días 8 y 9 de octubre de 2009, el Presidente viajó a Bruselas para examinar con funcionarios de las instituciones de la Unión Europea la aplicación de las sanciones por parte de la Unión Europea y sus 27 Estados miembros.	0
Aparte de estas cuestiones operativas, como política general, la Defensoría del Pueblo tratará las solicitudes presentadas de manera confidencial.	0
El asesinato intencional de un combatiente detenido constituye un crimen de guerra.	0
7. A fin de lograr una mayor coherencia y conformidad de criterio entre todos los documentos preparados para el Comité, se establecerán mecanismos intersectoriales que se centrarán en los diferentes campos técnicos abordados en las resoluciones 1373 (2001) y 1624 (2005), y se creará una dependencia de control de calidad para examinar todos los documentos antes de su publicación.	1
Estos dos elementos son, en primer lugar, el actus reus consistente en matar, causar daños corporales o mentales graves o infligir deliberadamente condiciones de vida que puedan provocar destrucción física, y en segundo lugar, sobre la base de un criterio subjetivo, la existencia de un grupo protegido. ser blanco de los autores de conductas delictivas.	0
No hacer nada contra un grupo tan malvado con el imprudente pretexto de que no representa ninguna amenaza para el Gobierno es abdicar de la responsabilidad cardinal de cualquier Estado, es decir, garantizar la seguridad de sus ciudadanos.	0
Las fronteras porosas siguen planteando desafíos para un control fronterizo eficaz, y se debe hacer más para desarrollar enfoques regionales y mejores prácticas (por ejemplo, vigilancia comunitaria) para abordar esos desafíos.	1
38. Varios Estados de la región de Asia han apoyado activamente el desarrollo de contranarrativas, incluso para su uso en Internet, a fin de cuestionar las fallas ideológicas y religiosas que sustentan las ideologías terroristas.	1
La situación de las minorías sigue siendo motivo de preocupación, especialmente en lo que respecta a la libertad de circulación y el acceso a la justicia.	0
Esto fue posible en gran parte gracias al liderazgo del Primer Ministro Gusmão, así como a la cooperación de todos los partidos políticos representados en el parlamento, incluida la oposición, quienes demostraron su voluntad de avanzar en una cuestión nacional prioritaria.	1
Ofrece infraestructura y saneamiento mejorados, apoyo médico para los reclusos y el personal y programas de educación y formación profesional en áreas como construcción, costura, carpintería y fabricación de ladrillos.	1
La furgoneta Mitsubishi Canter, que se utilizaba como portabombas, entró en el Líbano desde la República Árabe Siria a través de la frontera de Bekaa y una "vía rápida" militar el 21 de enero de 2005 a las 13.20 horas. Lo conducía un coronel sirio de la décima división del ejército.	0
57. Las pruebas demuestran que, además del civil asesinado en Rai Kotu, otros dos civiles murieron durante la noche.	0
Es importante abordar las continuas críticas a la justicia y transparencia del régimen, a fin de que el Comité pueda dedicar más plenamente su atención a contrarrestar la amenaza de Al-Qaida y los talibanes.	1
o) Cooperar estrechamente con los órganos pertinentes de las Naciones Unidas contra el terrorismo para proporcionar información sobre las medidas adoptadas por los Estados Miembros respecto del secuestro y la toma de rehenes para pedir rescate por Al-Qaida y otras personas, grupos, empresas y entidades asociadas con ella, y sobre tendencias y novedades relevantes en esta área;	1
En general, el fortalecimiento de la cooperación internacional y el intercambio de información y el desarrollo de respuestas nacionales integrales e integradas pueden estar entre las formas más efectivas de contrarrestar y prevenir la incitación.	1
El enjuiciamiento por la Corte Penal Internacional de los presuntos responsables de los crímenes más graves cometidos en Darfur contribuiría al restablecimiento de la paz en la región.	0
La representación actual de las minorías en el Servicio de Policía de Kosovo es del 17%, y la representación femenina del 22%.	1
La Comisión sabía que un comité creado por el Wali de Darfur del Sur estaba llevando a cabo una investigación administrativa en vista de la gravedad de la acusación y de sus consecuencias, que exigen acelerar las medidas pertinentes.	1
A medida que avanzaba el trabajo de la Comisión se presentaron más testigos.	1
"El Consejo de Seguridad atribuye gran importancia al papel de la Organización de la Unidad Africana y acoge con satisfacción su decisión de establecer el Grupo Internacional de Personalidades Eminentes encargado de investigar el genocidio en Rwanda y los acontecimientos circundantes (S/1998/461).	1
Sin embargo, el Gobierno, como órgano general responsable del desarrollo de políticas, también tenía la responsabilidad de responder a problemas críticos dentro y entre las instituciones.	1
177. La investigación de la Comisión sobre la pista de Abu Adass se centró en tratar de determinar el paradero del Sr. Abu Adass y evaluar la probabilidad de que el Sr. Abu Adass fuera en realidad el terrorista suicida que supuestamente era.	1
Además, las medidas que suspendan el Pacto no deben entrañar discriminación por motivos de raza, color, sexo, idioma, religión u origen social.	1
Mientras tanto, se están movilizando recursos con el apoyo de la ONUCI, el UNICEF y el Programa Mundial de Alimentos para rehabilitar y reintegrar a 511 niños soldados, incluidas 204 niñas, que han sido liberados y entregados al UNICEF por los dirigentes de las Forces nouvelles.	1
Dado que los contrabandistas de combustible obtienen ganancias superiores al 100 por ciento, las redes de contrabando tienen un gran interés en prolongar el conflicto.	0
62. Se recomienda una mayor participación de las Naciones Unidas para abordar las causas profundas del conflicto, incluso apoyando iniciativas de gestión de recursos naturales y mecanismos de prevención y resolución de conflictos.	0
:: Examinar cómo una aplicación más eficaz del programa sobre las mujeres, la paz y la seguridad puede contribuir a mejorar la seguridad para todos y a la consolidación de una paz duradera	1
El 23 de agosto, el Presidente interino del Comité del Consejo de Seguridad establecido en virtud de la resolución 1718 (2006) presentó al Consejo su informe de 90 días sobre la labor del Comité.	1
6. En la segunda etapa del proceso de registro que se llevó a cabo de junio de 2007 a diciembre de 2007, los equipos de las Naciones Unidas verificaron las edades y la fecha de reclutamiento de todo el personal de los acantonamientos.	1
Tres Estados han introducido disposiciones jurídicas que permiten la extradición, la asistencia jurídica mutua y el intercambio de información y han celebrado tratados bilaterales u otros acuerdos pertinentes con otros Estados.	1
"El Consejo de Seguridad subraya la necesidad constante de adoptar medidas para prevenir y reprimir la financiación del terrorismo y de las organizaciones terroristas, reitera las obligaciones de los Estados Miembros a este respecto, incluida la aplicación efectiva de esas medidas, y reconoce la importante labor de las entidades de las Naciones Unidas y otras organizaciones multilaterales, en particular el Grupo de Acción Financiera Internacional.	1
:: Algunos miembros destacaron que la lucha contra el terrorismo debe respetar el derecho internacional, incluidas las normas de derechos humanos. Reiterando que el terrorismo era una grave violación de los derechos humanos y las libertades, incluido el derecho fundamental a la vida, un miembro destacó la necesidad de establecer el derecho humano a la protección contra el terrorismo y reiteró su iniciativa de desarrollar, bajo los auspicios de las Naciones Unidas, un código para proteger los derechos humanos contra el terrorismo.	1
78. Siete Estados cuentan con estructuras institucionales para aplicar estrategias de lucha contra el terrorismo.	1
Los supervivientes huyeron del pueblo y no enterraron a sus muertos.	0
Esta rápida asistencia fue invaluable, ya que permitió a los investigadores analizar rápidamente llamadas telefónicas específicas de suscriptores y establecer patrones de comunicación entre grupos particulares de suscriptores.	1
12. En cuanto a los controles fronterizos y de las exportaciones, la Ley de Comercio Estratégico de 2010 de Malasia entró en vigor el 1 de enero de 2011, y Finlandia adoptó una nueva ley de control de las exportaciones.	1
Convencido de que es inaceptable en principio que alguien en cualquier lugar pueda eludir la responsabilidad por un acto de terrorismo por cualquier motivo, incluso por su propia obstrucción de la investigación o su falta de cooperación de buena fe,	0
Nuestras conclusiones sobre una explosión en la superficie o bajo tierra se basan en los siguientes exámenes:	1
Los Países Bajos reservaron más de 400 millones de euros para apoyar un plan de acción de cuatro años, iniciado en 2007, para prevenir la radicalización.	1
Existen leyes para regular las organizaciones benéficas y sin fines de lucro, pero no todos los Estados han revisado sus marcos legales para evitar que el sector sin fines de lucro sea utilizado indebidamente con fines de financiación del terrorismo.	0
113. A pesar de estas iniciativas, los esfuerzos regionales para luchar contra el terrorismo siguen enfrentando desafíos importantes.	1
El Consejo de Seguridad insta a todas las partes en un conflicto armado, incluidas las partes no estatales, a poner fin a esas prácticas.	0
Instar a los organismos regionales y/o subregionales pertinentes a desarrollar e implementar políticas, actividades y actividades de promoción en beneficio de los civiles afectados por conflictos armados.	0
Los otros dos Estados introdujeron leyes antiterroristas hace más de cinco años, pero no informan de investigaciones o procesamientos relacionados.	1
El Consejo subraya la necesidad de reforzar la cooperación transnacional de los organismos encargados de hacer cumplir la ley, incluso mediante la inclusión de la seguridad marítima en las reformas del sector de la seguridad y mediante la adopción de acuerdos bilaterales y regionales para facilitar medidas, de conformidad con el derecho internacional, contra el tráfico de drogas por mar. y para el enjuiciamiento de sospechosos involucrados en ese tráfico, tras interdicciones marítimas en alta mar. Pide el apoyo continuo de la Oficina de las Naciones Unidas contra la Droga y el Delito (UNODC) y otras organizaciones internacionales y regionales pertinentes.	1
También quisiera reiterar que los cuatro miembros de las F-FDTL condenados por homicidio en la muerte a tiros de ocho agentes de la PNTL en 2006, uno de los cuales fue indultado y tres de los cuales recibieron reducciones de sentencia, aún no han pagado la indemnización ordenada por el tribunal a las viudas de las víctimas.	0
El consorcio creará y mantendrá un repositorio en línea para recopilar y poner a disposición de investigadores, analistas y formuladores de políticas las presentaciones inéditas de los participantes del Grupo de Contacto que reflejan sus puntos de vista sobre los esfuerzos internacionales realizados desde 2008 para combatir la piratería frente a las costas de Somalia.	1
Además, se necesita más investigación para demostrar que tales programas producen resultados genuinos y positivos en cuanto a la probabilidad de que esas personas cometan nuevos actos de terrorismo o inciten a otros a cometerlos.	1
En una declaración presidencial (S/PRST/2004/15) aprobada el 14 de mayo, el Consejo expresó seria preocupación por los informes de una incursión en la República Democrática del Congo por parte de elementos del ejército rwandés y los informes de una mayor actividad militar por parte de las Fuerzas Democráticas de Liberación de Ruanda en la parte oriental de la República Democrática del Congo y sus incursiones en el territorio de Ruanda.	0
El Movimiento Árabe de Azawad (MAA), la Coordinación de Movimientos y Fuerzas Patrióticas de Resistencia (CM-FPR) y la Coalición del Pueblo para Azawad (CPA), signatarios del Acuerdo Preliminar para las Elecciones Presidenciales y la Inclusión Las conversaciones de paz en Mali concluyeron el 18 de junio de 2013 en Uagadugú:	0
Además, lo que queda manifiestamente claro en todo esto es el intento de Eritrea de lograr que el Consejo de Seguridad cumpla sus órdenes manteniendo como rehenes al personal de la MINUEE.	0
La aplicación de esas prohibiciones también se ha beneficiado de la notoriedad pública de los sujetos, lo que los hace más reconocibles y menos propensos a viajar con una identidad falsa.	1
En particular, señalaron que la ley modificada sobre la Comisión Electoral Independiente no preveía la representación de las Forces Nouvelles en sus órganos locales y no establecía la primacía de la Comisión Electoral Independiente sobre el Instituto Nacional de Estadística en el proceso electoral.	0
15. Una amenaza particular ha surgido del uso cada vez mayor por parte de grupos y personas terroristas de nuevas tecnologías de la información y las comunicaciones para el reclutamiento, la incitación y la recaudación de fondos, a menudo a través de fronteras internacionales.	0
El Gobierno ha declarado en repetidas ocasiones que los comandantes militares han recibido instrucciones de no bombardear.	1
Es necesario intensificar la vigilancia y la identificación de las violaciones del embargo de armas y aplicar sanciones selectivas cuando sea necesario, a fin de reducir los posibles efectos devastadores de esa dinámica en el contexto somalí.	0
La destrucción tuvo como objetivo las zonas habitadas por las tribus africanas, en particular los fur, los zaghawa y los masalit.	0
44. El Comité acoge con satisfacción la labor de la Dirección Ejecutiva para seguir cooperando estrechamente con los expertos de los comités del Consejo de Seguridad establecidos en virtud de la resolución 1540 (2004) y las resoluciones 1267 (1999) y 1989 (2011), incluso mediante el intercambio periódico de información, el intercambio de informes de misión y la preparación de documentos conjuntos y declaraciones conjuntas de los presidentes de los comités al Consejo.	1
23. Alcance del embargo de armas. El Comité solicita al Equipo de Vigilancia que trabaje en un documento que recopile las experiencias de los Estados al enfrentar la amenaza de los explosivos civiles e improvisados.	1
Un civil murió como resultado del enfrentamiento.	0
El 11 de noviembre, por 14 votos a favor y 1 abstención, el Consejo aprobó la resolución 2183 (2014), en la que prorrogó el mandato de la fuerza multinacional de estabilización en Bosnia y Herzegovina (EUFOR Althea) por 12 meses más.	1
"El Consejo de Seguridad expresa su profunda solidaridad con todas las víctimas del terrorismo y sus familias, destaca la importancia de ayudar a las víctimas del terrorismo y brindarles a ellas y a sus familias apoyo para afrontar su pérdida y su dolor, reconoce el importante papel que desempeñan las víctimas y los supervivientes desempeñan las redes en la lucha contra el terrorismo, incluso compartiendo valientemente sus experiencias y denunciando las ideas violentas y extremistas, y en este sentido acoge con beneplácito y alienta los esfuerzos y actividades pertinentes de los Estados Miembros y del sistema de las Naciones Unidas, incluido el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo (CTITF).	0
Todos los comandantes deben responder por las graves violaciones cometidas por los combatientes bajo su control.	0
El número total de combatientes extranjeros asesinados o capturados y de dirigentes y facilitadores vinculados a Al-Qaida ha disminuido desde el último informe sobre esa cuestión (S/2012/971).	0
La Unidad de Inteligencia Financiera comparte información con sus homólogos extranjeros, tanto directamente como a través de canales policiales.	1
154. Aunque la Comisión recibió información de una fuente de que un socio de confianza del Sr. Hariri había manipulado los dispositivos de interferencia antes de la explosión, la Comisión no ha podido corroborar esta información.	1
g) La obligación de tomar precauciones para minimizar las pérdidas y daños incidentales como resultado de los ataques, de modo que cada parte debe hacer todo lo posible para garantizar que los objetivos sean objetivos militares y elegir medios o métodos de combate que minimicen las pérdidas de civiles;	1
17. La Oficina de Información y Administración seguirá ampliando y actualizando el sitio web del Comité y aumentando el número de hipervínculos a los sitios web de las Naciones Unidas y otras entidades con mandatos de lucha contra el terrorismo.	1
89. Las fuerzas de seguridad nacional son fuerzas regulares cuya misión es supervisar la seguridad interna y externa del Sudán, monitorear los acontecimientos relevantes, analizar la importancia y los peligros de los mismos y recomendar medidas de protección.	0
- Recopilar, evaluar, monitorear, informar y hacer recomendaciones sobre la implementación de las medidas; realizar estudios de casos, según corresponda; y explorar en profundidad cualquier otra cuestión relevante según lo indique el Comité;	1
Como parte del plan, se realizaron esfuerzos importantes para incluir a miembros elegibles de comunidades minoritarias.	1
El 12 de febrero de 2013, el Consejo de Seguridad celebró un debate abierto sobre la protección de los civiles en los conflictos armados, que abordó los cinco desafíos principales identificados por el Secretario General. El 17 de julio de 2013, el Consejo de Seguridad, también en un debate abierto, debatió la cuestión de la protección de los periodistas.	0
En este clima de inseguridad generalizada, la libertad de opinión de los partidos políticos se ve amenazada o restringida.	0
o El 30 de noviembre de 2014, aviones de combate del régimen atacaron el mercado de Tayma en Hasakeh, hiriendo a 2 personas y destruyendo 7 tiendas. Centros medicos	0
Además, la región militar 3 de Mijek también ha cumplido en gran medida sus obligaciones a este respecto, cometiéndose sólo cuatro violaciones de la libertad de circulación.	1
Las niñas fueron retenidas durante tres días, violadas y luego liberadas.	0
b) Tipificar como delito el suministro o la recaudación intencional, por cualquier medio, directa o indirectamente, de fondos por sus nacionales o en sus territorios con la intención de que los fondos se utilicen, o a sabiendas de que se utilizarán, para llevar a cabo actos terroristas;	0
En su resolución 2122 (2013), el Consejo se comprometió a prestar más atención a las cuestiones de las mujeres, la paz y la seguridad en todas las áreas temáticas de trabajo pertinentes de su programa, incluida en particular la protección de los civiles en los conflictos armados, la consolidación de la paz después de los conflictos, la promoción y fortalecimiento del estado de derecho en el mantenimiento de la paz y la seguridad internacionales, la paz y la seguridad en África, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas y el mantenimiento de la paz y la seguridad internacionales.	1
Ordenar el establecimiento de mecanismos apropiados y adaptados localmente para la verdad y la reconciliación (por ejemplo, asistencia técnica, financiación y reintegración de civiles dentro de las comunidades).	1
"El Consejo de Seguridad insta a las partes somalíes a aprovechar los avances logrados y concluir rápidamente la Conferencia de Reconciliación Nacional de Somalia con una solución duradera e inclusiva al conflicto en Somalia mediante el establecimiento de un gobierno de transición viable.	0
23. Los artefactos explosivos improvisados ​​que quedaron del conflicto mataron a 6 niños e hirieron a 44.	0
Un informe ampliamente citado de junio de 2005 del International Crisis Group según el cual un helicóptero destruido en Yamoussoukro por los franceses el 6 de noviembre de 2004 era guineano es incorrecto, como lo demostró la auditoría del Grupo.	1
Como se mencionó anteriormente, la Comisión ha recopilado material sustancial y confiable que tiende a mostrar la ocurrencia de matanzas sistemáticas de civiles pertenecientes a tribus particulares, de causar en gran escala lesiones corporales o mentales graves a miembros de la población pertenecientes a ciertas tribus y de imposición masiva y deliberada a esas tribus de condiciones de vida que provocan su destrucción física total o parcial (por ejemplo, destruyendo sistemáticamente sus aldeas y cultivos, expulsándolos de sus hogares y saqueando su ganado).	0
Fundamentalmente, después de un conflicto, la rendición de cuentas consiste en ayudar a un país o sociedad a llegar a un acuerdo consigo mismo, para ayudar a las comunidades a avanzar.	1
84. Según otro comandante de alto rango, la mayoría de los reclutas de las PDF "conocen bien las armas de fuego y son fuertes y están en forma", pero "necesitan entrenamiento disciplinario". Observó que los uniformes, las armas y las municiones no siempre eran devueltos por los reclutas después de la desmovilización, y que en ocasiones las armas y las municiones se distribuían a través de los líderes tribales para garantizar que se devolvieran tras la desmovilización.	1
La comisión ha autorizado al ACNUDH, actuando como secretaría residual de la comisión, a brindar acceso a los materiales existentes contenidos en la base de datos a las autoridades competentes que lleven a cabo investigaciones creíbles con el fin de garantizar la rendición de cuentas por los crímenes y otras violaciones cometidas, estableciendo la verdad sobre violaciones cometidas o la aplicación de sanciones selectivas impuestas por las Naciones Unidas contra determinadas personas o instituciones.	1
Mi proyecto de presupuesto para la MONUC para el período completo de 12 meses comprendido entre el 1º de julio de 2005 y el 30 de junio de 2006, incluidas las necesidades de apoyo a las elecciones y el personal adicional de policía civil autorizado por el Consejo en su resolución 1621 (2005), se encuentra actualmente en preparación y se presentará a la Asamblea General para su revisión y acción en breve.	0
Insta a los Estados y a todas las demás partes en un conflicto armado a hacer todo lo posible para prevenir violaciones del derecho internacional humanitario contra civiles, incluidos periodistas, profesionales de los medios de comunicación y personal asociado.	0
La mayoría de los Estados han establecido en su legislación obligaciones de debida diligencia con los clientes y mecanismos de información que obligan a las entidades financieras y a determinados profesionales a identificar a sus clientes y reportar actividades sospechosas a las autoridades.	1
No debemos subestimar la amenaza que plantean en el Afganistán las actividades desestabilizadoras de los talibanes y Al Qaeda.	0
6. Subraya que está plenamente dispuesto a imponer medidas selectivas contra las personas que designe el Comité de conformidad con los párrafos 9, 11 y 14 de la resolución 1572 (2004), que se determine que son, entre otras cosas:	0
Nos preocupa especialmente la proliferación incontrolada de armas en Libia y más allá de sus fronteras como resultado del conflicto.	0
Se produjeron enfrentamientos entre las fuerzas rebeldes y las fuerzas francesas que vigilaban el alto el fuego el mismo día en que la misión estaba en la región, en Daloa, a unos 50 kilómetros de distancia.	0
El 8 de julio de 2004 se adoptó en Addis Abeba un protocolo adicional para establecer mecanismos y órganos de aplicación de la Convención.	1
Nuestra política de compromiso proactivo tiene objetivos a largo plazo para sacar a la sociedad abjasia del aislamiento, exponerla a valores y creencias democráticos, reconocer los derechos humanos fundamentales de los desplazados internos y los refugiados, en primer lugar el derecho a regresar a sus hogares, independientemente de de su origen étnico, para establecer un ambiente de confianza y respeto mutuo.	1
Sin embargo, el Equipo ve una oportunidad de abordar la cuestión a través del embargo de armas y recomienda: (i) que el Comité incluya explícitamente explosivos civiles e improvisados ​​en su documento de explicación de términos; (ii) que el Comité recopile las experiencias de los Estados Miembros en el abordaje de esta amenaza en un documento publicado en su sitio web; y (iii) que el Consejo de Seguridad especifique en cualquier resolución futura sobre el tema que el "material relacionado de todo tipo" incluye explosivos civiles y improvisados.	1
Dada la escala y magnitud de los incidentes relacionados con el conflicto de Darfur, el establecimiento de los hechos y la recopilación de elementos probatorios creíbles para la identificación de los presuntos autores son tareas difíciles que no deben tomarse a la ligera.	0
Creemos, sin embargo, que una retirada abrupta sería contraproducente y crearía un vacío sin precedentes, sobre todo teniendo en cuenta que aún no se han creado del todo las condiciones propicias para las esperadas inversiones a gran escala y el desarrollo sostenible.	0
Carta de fecha 14 de octubre de 2005 dirigida al Secretario General por el Secretario General y Alto Representante para la Política Exterior y de Seguridad Común de la Unión Europea De conformidad con lo dispuesto en la resolución 1575 (2004) del Consejo de Seguridad, adjunto el tercer tercer documento: Informe mensual sobre las actividades de la misión militar de la Unión Europea en Bosnia y Herzegovina (EUFOR).	1
Por invitación del Presidente del Consejo Económico y Social, el Presidente del Consejo asistió a una reunión sobre los grupos asesores especiales sobre países africanos que salen de conflictos (Burundi y Guinea-Bissau).	0
Utilizar el hambre de los civiles como método de guerra, privándolos de objetos indispensables para su supervivencia, incluso obstaculizando intencionalmente los suministros de socorro según lo dispuesto en el derecho internacional humanitario aplicable.	0
14. Decide que los Estados Miembros, a fin de impedir que Al-Qaida y otras personas, grupos, empresas y entidades asociadas con ella obtengan, manipulen, almacenen, utilicen o busquen acceso a todo tipo de explosivos, ya sean militares, civiles o improvisados, , así como a las materias primas y componentes que puedan utilizarse para fabricar artefactos explosivos improvisados ​​o armas no convencionales, incluidos (pero no limitados a) componentes químicos, cuerdas detonantes o venenos, adoptarán medidas apropiadas para promover el ejercicio de la vigilancia por parte de sus nacionales, personas sujetas a su jurisdicción y empresas constituidas en su territorio o sujetas a su jurisdicción que participen en la producción, venta, suministro, compra, transferencia y almacenamiento de dichos materiales, incluso mediante la emisión de buenas prácticas, y alienta además a los Estados Miembros que los Estados compartan información, establezcan asociaciones y desarrollen estrategias y capacidades nacionales para contrarrestar los artefactos explosivos improvisados;	1
Llamar a las partes en conflictos armados, a los Estados y a otros actores relevantes a brindar asistencia para la atención, rehabilitación y reintegración económica y social de las víctimas de REG y sus familias y comunidades.	1
Si sigue comprometido a interactuar y compartir información con todos los miembros como parte de sus responsabilidades básicas, el Consejo podría esperar mejorar las actitudes profundamente arraigadas hacia él entre los miembros en general.	1
