en_es_DEEPL	MatConf
En primer lugar, en colaboración con el Banco Mundial, organizará un taller para parlamentarios en Pakistán sobre la importancia de la legislación en la lucha contra la financiación del terrorismo.	0
Los Estados han avanzado mucho en el establecimiento de regímenes contra el blanqueo de dinero y la financiación del terrorismo, pero se requiere una mayor cooperación regional a nivel operativo.	0
43. Otras fuentes de financiación siguen siendo importantes, incluido el producto de actividades delictivas transnacionales organizadas, como el contrabando y la trata de seres humanos.	1
Sin embargo, las huelgas y bloqueos generalizados llevados a cabo por grupos y partidos políticos armados y no armados han interrumpido la actividad humanitaria y el acceso a los servicios sanitarios y educativos; gran parte de esta interrupción se produjo en el Terai.	1
Algunos soldados del Gobierno fueron asesinados sumariamente.	1
(c) Cooperar, en particular mediante acuerdos y convenios bilaterales y multilaterales, para prevenir y reprimir los atentados terroristas y tomar medidas contra los autores de tales actos;	0
29. Sólo dos Estados han tipificado como delito la financiación del terrorismo, pero otros dos han introducido algunas disposiciones legales para abordar la cuestión.	0
Las implicaciones de la muerte de Khalil Ibrahim para el proceso de paz de Darfur sólo se conocerán con el tiempo.	1
"El Consejo de Seguridad expresa su preocupación por la amenaza que representan las armas y municiones no protegidas en Libia y su proliferación, que suponen un riesgo para la estabilidad, incluso mediante su transferencia a grupos terroristas y extremistas, y pide al gobierno libio que adopte medidas concretas para controlar los arsenales de armas y municiones en Libia garantizando una gestión adecuada, un almacenamiento seguro y, cuando proceda, la eliminación efectiva de las armas y el material conexo, así como reforzando la seguridad fronteriza, y a este respecto insta a los Estados vecinos a que cooperen con los esfuerzos de las autoridades libias para asegurar sus fronteras.	0
Sufren presiones contra elementos importantes de esta identidad, como su lengua, su cultura y su patrimonio religioso, así como contra su supervivencia económica.	1
De hecho, el propio Azerbaiyán incumple dichas resoluciones, que instan a las partes implicadas a proseguir las negociaciones en el marco del Grupo de Minsk de la Organización para la Seguridad y la Cooperación en Europa (OSCE), así como a través de distintos contactos entre ellas.	0
Durante la misma sesión, de conformidad con el párrafo 41 de la resolución 2093 (2013), el Coordinador del Grupo de Supervisión presentó la evaluación del Grupo sobre los progresos realizados por el Gobierno Federal de Somalia en el establecimiento de la infraestructura logística para la gestión de armas y la institución de procedimientos de control de armas.	0
35. Tras la puesta en marcha del Programa Nacional de Estabilización y Reconstrucción de las Zonas de Conflicto Armado (STAREC) en el este de la República Democrática del Congo, las Naciones Unidas aprobaron en 2008 la Estrategia Internacional de Apoyo a la Seguridad y la Estabilización. En ella se establece el marco para los proyectos de estabilización en el este de la República Democrática del Congo.	0
"El Consejo observa con preocupación los retos en el ámbito del desarrollo social y económico, ya que se ha producido un marcado deterioro del nivel de vida de la gran mayoría de los haitianos.	0
En la década transcurrida desde el atentado de 2003 en Bagdad, las bajas de trabajadores humanitarios se han triplicado, alcanzando más de 100 muertes al año.	1
Entre estas preocupaciones, cabe destacar una: el deterioro de la situación de seguridad en las últimas semanas y meses.	0
El último informe del Secretario General (S/2012/376), al igual que los anteriores (S/2009/277 y S/2010/579), cristalizó el debate en torno a cinco retos fundamentales que identificó: mejorar el cumplimiento del derecho internacional por las partes en conflicto; mejorar el cumplimiento por los grupos armados no estatales; mejorar la protección por parte de las misiones de mantenimiento de la paz de las Naciones Unidas y otras misiones pertinentes; mejorar el acceso humanitario; y mejorar la rendición de cuentas por las violaciones.	0
El resultado es que el detenido se convierte en un detenido incomunicado, cuya detención a veces supera los 12 meses, sin cargos, sin acceso a un abogado, sin comparecencia ante un tribunal y sin permiso para recibir visitas.	1
(a) decide que [la misión de mantenimiento de la paz] está autorizada a adoptar las medidas necesarias, en las zonas de despliegue de sus fuerzas y según considere dentro de sus posibilidades, para: ...	1
La Comisión ha determinado, además, que los atacantes de las tres categorías han sido identificados por las víctimas y otros testigos como Janjaweed.	1
33. El 16 de septiembre, la MINUSMA y el UNICEF examinaron a elementos armados del MAA (Coordinación) y del MNLA estacionados en Ber (región de Tombuctú) e identificaron a cinco niños de entre 15 y 17 años y a dos adultos jóvenes que probablemente fueron reclutados cuando aún eran menores.	1
De los 17 acusados en relación con el atentado contra el Primer Ministro, 13 fueron condenados a penas de prisión de nueve años y cuatro meses, mientras que un acusado fue condenado a 10 años y ocho meses. El 14 de junio, el Tribunal de Apelación confirmó las condenas.	1
Las fuerzas que componen la MNF seguirán comprometidas a actuar de forma coherente con sus obligaciones en virtud del derecho internacional, incluido el derecho de los conflictos armados.	0
Establecimiento de normas para el enjuiciamiento y castigo de los delitos de género; enjuiciamiento de las personas acusadas de genocidio; desarrollo de la jurisprudencia; mejora de la capacidad nacional para el enjuiciamiento de los autores de genocidio.	0
Durante el periodo examinado, la MINURSO descubrió y marcó 260 minas y artefactos explosivos sin detonar, y supervisó la destrucción de 3.693 minas y artefactos explosivos sin detonar.	1
4. El reciente intercambio de visitas de alto nivel entre Irak y Kuwait proporcionó un entorno positivo para los contactos del Coordinador con los representantes de Irak y Kuwait, así como con los demás miembros de la Comisión Tripartita y su Subcomité Técnico, que sigue siendo el principal órgano para tratar la cuestión de las personas en paradero desconocido de la Guerra del Golfo de 1990-1991.	0
(a) Pedir a la UA que mantenga las tropas de la AMISOM en Somalia tras la partida de las fuerzas etíopes y ofrecer la asistencia que se indica a continuación para apoyar el refuerzo de la Misión;	0
La recopilación de información oportuna, precisa, fiable y objetiva sobre la violencia sexual relacionada con los conflictos es crucial para adaptar las respuestas del Consejo, así como para mejorar las medidas de prevención de la violencia sexual.	0
En cuanto al desarme, la desmovilización y la reintegración de los excombatientes, las partes acordaron que los jefes de Estado Mayor de las Fuerzas Armadas Nacionales de Côte d'Ivoire (FANCI) y de las Forces nouvelles se reunirían el 7 de julio para ultimar un calendario de desarme, desmovilización y reintegración cuyo inicio está previsto para finales de julio.	0
Reafirmando la obligación de los Estados miembros de congelar sin demora los fondos y demás activos financieros o recursos económicos de las personas que cometan, o intenten cometer, actos de terrorismo o participen en ellos o faciliten su comisión; de las entidades que sean propiedad o estén bajo el control directo o indirecto de dichas personas; y de las personas y entidades que actúen en nombre o bajo la dirección de dichas personas y entidades, incluidos los fondos derivados o generados por bienes que sean propiedad o estén bajo el control directo o indirecto de dichas personas y de las personas y entidades asociadas,	0
Todos los Estados han establecido legislación y medidas para regular y controlar la producción, venta y transferencia de armas y explosivos. Sin embargo, la información presentada no es suficiente para poder evaluar la eficacia de su aplicación.	0
En la resolución, el Consejo de Seguridad también me pedía que estableciera el diseño de la Medalla y presentara a su debido tiempo al Consejo las modalidades para determinar cómo se propondrá y elegirá a los galardonados con la Medalla, basándose en los criterios establecidos en la resolución.	0
Entre ellos había un muchacho de 15 años que había sido detenido en Nyala, Darfur septentrional, en noviembre de 2004, cuando regresaba a casa del trabajo.	1
Utilizar la inanición de la población civil como método de guerra privándola de los objetos indispensables para su supervivencia, lo que incluye obstaculizar deliberadamente los suministros de socorro según lo dispuesto en el derecho internacional humanitario aplicable.	1
La eficacia de la congelación de activos puede mejorarse conectando mejor a quienes entienden de casos actuales (como las fuerzas del orden y los servicios de inteligencia) con las unidades de inteligencia financiera.	1
6. Del 18 de febrero al 13 de marzo, el Real Ejército Marroquí llevó a cabo una serie de ejercicios de adiestramiento militar programados de antemano en los alrededores de Awsard, en los que participaron unos 1.200 efectivos de sus unidades de infantería, caballería y artillería ya estacionadas en el subsector de Awsard.	1
Sin embargo, la situación seguía siendo precaria para muchos otros, con una escalada de la gravedad -si no de la frecuencia- de los ataques por motivos étnicos.	1
Afirmó que la asociación tenía como objetivo desarrollar una estrategia para integrar la protección de la infancia en las actividades de la Unión Africana y la institucionalización de políticas y procedimientos sobre protección de la infancia de acuerdo con las normas regionales e internacionales.	0
A pesar de todo lo anterior, seguimos creyendo que no hay solución militar; al contrario, estamos seguros de que es contraproducente.	0
El Coordinador Especial informó de que continuaba la calma general en el sur del Líbano, aunque se habían producido algunos incidentes de seguridad durante el período que abarca el informe, incluido el lanzamiento de cohetes hacia Israel desde el sur del Líbano durante el conflicto relacionado con Gaza en julio y agosto y dos graves incidentes de seguridad en la zona de las granjas de Shab'a (sector oriental).	1
Recordando en este contexto que el asesinato de miembros de un grupo étnico con la intención de destruirlo, total o parcialmente, constituye un crimen punible en virtud del derecho internacional,	1
(c) Maltrato de prisioneros de guerra eritreos;	1
El soldado de las F-FDTL Francisco Amaral apareció en el cruce del Ministerio de Justicia. Su uniforme estaba parcialmente empapado de sangre.	1
Se han establecido acuerdos técnicos entre Interpol Sarajevo y los organismos encargados de la aplicación de la ley a nivel estatal y de la entidad, que permiten a estas fuerzas policiales acceder directamente a la base de datos de Interpol. Formación policial	0
La adición de estos nombres demuestra una vez más la continua preocupación del Comité por la amenaza que suponen los talibanes para la paz y la seguridad internacionales.	0
Las fuerzas gubernamentales intervinieron tarde en el curso de los acontecimientos disparando desde el interior de su propio campamento, pero sus esfuerzos llegaron demasiado tarde y fueron insuficientes para salvar vidas o bienes.	1
23. Aunque la situación de seguridad en el norte ha sido relativamente tranquila, el 31 de agosto un miembro del contingente marroquí de la ONUCI fue brutalmente asesinado en Bouaké.	1
Según informes, el 4 de septiembre el LRA atacó aldeas bodo y nahua en Ecuatoria Occidental, matando a ocho personas y secuestrando a dos niños, uno de los cuales escapó más tarde.	1
Además, el Equipo ha intercambiado información con los expertos del Comité 1540, los expertos de Somalia y Liberia, así como con organizaciones no gubernamentales y académicas pertinentes.	0
Los tres países son conscientes del régimen de sanciones y están tomando medidas para mejorar su aplicación, pero aún no se han dado cuenta plenamente de cómo puede ayudar el régimen a su respuesta nacional y regional a la amenaza.	0
Además, los requisitos de mantenimiento de registros establecidos en el artículo 12 pueden ayudar al Comité y al Equipo de Vigilancia a identificar las fuentes de las armas utilizadas por Al Qaeda y sus asociados.	0
Al mismo tiempo, Cuba condena los atentados suicidas y otros actos contra civiles israelíes, víctimas inocentes de la espiral de violencia provocada por la política de su Gobierno. Asimismo, objetamos la manipulación de tales actos aislados para cuestionar el legítimo ejercicio de la autodefensa del pueblo palestino y justificar actividades, masivas o selectivas, contra la población palestina.	0
"Subraya que ningún intento de desestabilizar el Líbano debe impedir la celebración, sin demora, de unas elecciones presidenciales libres y justas, de conformidad con las normas constitucionales libanesas, sin injerencias ni influencias extranjeras y respetando plenamente las instituciones democráticas.	0
(t) Consultar con los servicios de inteligencia y seguridad de los Estados miembros, incluso a través de foros regionales, para facilitar el intercambio de información y reforzar la aplicación de las medidas;	0
(b) Facilitar el establecimiento de los mecanismos regionales necesarios para la cooperación internacional en los procesos penales;	0
173. No obstante, la Comisión observa que hubo deficiencias en la preparación y el enfoque de la UNOTIL para esta intervención.	0
En Nyakunde se registraron más de 2.000 asesinatos y la población ha huido al bosque.	1
La mayoría de los Estados han establecido en su legislación obligaciones de diligencia debida con respecto al cliente y mecanismos de información que obligan a las instituciones financieras y a determinados profesionales a identificar a sus clientes y a comunicar a las autoridades las actividades sospechosas.	0
"1. La ayuda se suministró al Gobierno legítimo elegido, que ha recibido el respaldo internacional, y a petición de éste; "2. Su objetivo era mejorar las capacidades de la fuerza policial y reforzar la seguridad para que el Presidente pueda trasladarse a Mogadiscio, la capital, para desempeñar sus funciones oficiales. Esto no puede ocurrir a menos que se desarmen las bandas armadas en favor del Gobierno legítimo; "3. La tarea de desarmar a esas bandas y consolidar el control de la autoridad legítima es una condición sine qua non para combatir los focos terroristas en Somalia. Es coherente con las políticas adoptadas por los Estados de todo el mundo en la lucha contra el terrorismo y garantizará que no surjan nuevos talibanes en Somalia.	0
Al intensificarse los combates, las F-FDTL reforzaron sus posiciones en las colinas enviando un buque de la armada a la bahía de Tibar.	1
7. Reafirma que poner fin a la impunidad es esencial para que una sociedad en conflicto o que se está recuperando de un conflicto pueda asumir los abusos cometidos en el pasado contra civiles afectados por conflictos armados y prevenir futuros abusos de este tipo, llama la atención sobre toda la gama de mecanismos de justicia y reconciliación que deben tenerse en cuenta, incluidos los tribunales y cortes penales nacionales, internacionales y "mixtos" y las comisiones de la verdad y la reconciliación, y señala que dichos mecanismos pueden promover no sólo la responsabilidad individual por delitos graves, sino también la paz, la verdad, la reconciliación y los derechos de las víctimas;	0
Reafirmando también el imperativo de luchar contra el terrorismo en todas sus formas y manifestaciones por todos los medios, de conformidad con la Carta de las Naciones Unidas, y subrayando asimismo que los Estados deben garantizar que las medidas que adopten para luchar contra el terrorismo cumplan todas las obligaciones que les incumben en virtud del derecho internacional, y deben adoptar dichas medidas de conformidad con el derecho internacional, en particular el derecho internacional relativo a los derechos humanos, el derecho de los refugiados y el derecho humanitario,	0
3. Decide también que todos los Estados deberán adoptar y hacer cumplir medidas eficaces para establecer controles internos a fin de prevenir la proliferación de las armas nucleares, químicas o biológicas y sus sistemas vectores, incluso mediante el establecimiento de controles adecuados de los materiales conexos y, a tal fin, deberán:	0
Si el Tribunal añade a sus responsabilidades toda una nueva área del derecho relacionada con las indemnizaciones, no sólo tendrá que desarrollar una nueva jurisprudencia, sino también ampliar considerablemente su plantilla y establecer nuevas normas y procedimientos para evaluar las reclamaciones.	0
Un oficial muerto, un oficial gravemente herido.	1
Sin embargo, los Estados del Caribe han adoptado el Tratado del Caribe sobre Asistencia Judicial Mutua en Materia Penal Grave (incluidos los delitos relacionados con el terrorismo, la financiación del terrorismo, el blanqueo de dinero y el tráfico de drogas).	0
Los miembros del Consejo también han expresado su esperanza de que las autoridades etíopes den pronto curso a la reunión de La Haya, con vistas a establecer las modalidades para una rápida aplicación de la decisión sobre delimitación de fronteras.	0
También existen denuncias generalizadas y confirmadas de que algunos miembros de los Janjaweed han sido incorporados a la policía.	1
La propaganda, los ataques con cohetes, los artefactos explosivos improvisados y los ocasionales terroristas suicidas pueden seguir siendo las principales armas utilizadas por las fuerzas militantes opositoras.	1
Algunos Estados necesitan reforzar aún más sus sistemas judiciales para poder llevar a cabo enjuiciamientos por terrorismo en plena conformidad con el Estado de Derecho.	0
Realizadas en nombre del Comité por la Dirección Ejecutiva, brindan la oportunidad de debatir, entre otras cosas, las tendencias y los retos relacionados con el terrorismo, los esfuerzos de los Estados en la lucha antiterrorista, los puntos fuertes y débiles y las necesidades de asistencia técnica, así como las buenas prácticas en la aplicación de las dos resoluciones.	0
13. Los avances de los últimos 10 años han dado lugar a un debilitamiento de ciertas redes terroristas que han asolado a la comunidad internacional desde septiembre de 2001.	1
Además, se ocuparon de la detención por parte de la policía georgiana, los días 12 y 31 de agosto, de camiones de la fuerza de mantenimiento de la paz de la CEI que transportaban mercancías desde el lado abjasio de la línea de alto el fuego.	1
"El Consejo de Seguridad recuerda las obligaciones de todos los Estados de garantizar el respeto del derecho internacional humanitario, incluidos los cuatro Convenios de Ginebra, y subraya una vez más la responsabilidad de los Estados de cumplir sus obligaciones de poner fin a la impunidad y procesar a los responsables de crímenes de guerra, genocidio, crímenes de lesa humanidad u otras violaciones graves del derecho internacional humanitario.	0
La Comisión también confirmó que, tras el ataque a Tawila en febrero de 2004, un grupo de unas 30 estudiantes fue secuestrado por los Janjaweed y retenido en un campamento donde fueron violadas repetidamente.	1
b) si comete dicho acto durante el estado de emergencia nacional o el estado de guerra.	1
Además, en virtud del Pacto Internacional de Derechos Civiles y Políticos, incluso en una situación de emergencia pública no se puede hacer ninguna excepción a la prohibición del uso de la tortura.	1
El Primer Ministro Seniora llegó a un acuerdo con los miembros de la segunda delegación, formada por grupos palestinos armados con sede en Damasco, para crear una comisión de seguimiento que debatiera todas las cuestiones, incluida la de las armas. El 13 de octubre, el Gabinete libanés, tras aprobar por unanimidad la postura del Primer Ministro, decidió crear dicha comisión, con el objetivo de resolver mediante el diálogo la cuestión de las armas palestinas en el interior de los campos.	0
Las críticas a la labor del Consejo y del Comité en este ámbito corren el riesgo de empañar todo el régimen de sanciones contra Al Qaeda y los talibanes, y no deben socavar el apoyo universal de que ha gozado hasta ahora.	1
También han reiterado su honda preocupación por los problemas del terrorismo, la piratería, la toma de rehenes y la grave situación humanitaria. En este contexto, han subrayado la necesidad de que se apliquen rápidamente todas las resoluciones pertinentes del Consejo de Seguridad, incluso por parte de las instituciones federales de transición, según proceda.	0
Algunos de ellos son sospechosos de haber cometido varios delitos simultáneamente.	1
"El Consejo de Seguridad destaca la importancia del papel de las organizaciones y los acuerdos regionales y subregionales y de la cooperación con ellos, de conformidad con el Capítulo VIII de la Carta de las Naciones Unidas, en lo que respecta a la prevención de conflictos, la resolución de conflictos, el mantenimiento de la paz, la consolidación de la paz, incluido el mantenimiento del orden constitucional, la promoción de los derechos humanos, la democracia, el Estado de derecho y la lucha contra la impunidad.	0
11. En teoría, cualquier importación de armas ligeras debe contar con una exención de la CEDEAO en Abuja.	1
También abordaría la investigación de actos terroristas y la persecución de sus autores, con el fin de llevar a los terroristas y a quienes los apoyan ante la justicia.	0
Todos los Estados de la subregión han establecido en su legislación la jurisdicción para los delitos pertinentes.	0
76. Los Estados de la subregión deberían (a) Adoptar marcos jurídicos nacionales de lucha contra el terrorismo que sean amplios y coherentes y que incluyan todos los delitos de terrorismo enunciados en los instrumentos internacionales de lucha contra el terrorismo y aplicar efectivamente leyes y reglamentos contra el blanqueo de dinero y la financiación del terrorismo, ajustándose también a las normas internacionales de derechos humanos;	0
En ocho Estados se aplican medidas para impedir la circulación transfronteriza ilegal de personas, y nueve vigilan y controlan eficazmente la importación y exportación de armas y explosivos.	0
Las medidas adoptadas hasta ahora por el gobierno para hacer frente a la crisis han sido sumamente inadecuadas e ineficaces, lo que ha contribuido a crear un clima de impunidad casi total ante las violaciones de derechos humanos en Darfur.	1
Al mismo tiempo, mi delegación considera que los representantes electos de las minorías étnicas en la Asamblea, en particular los representantes serbios, lograrían mejores resultados y mayores beneficios para su electorado si adoptaran una actitud más participativa, en lugar de retirarse de la legislatura cuando se encuentran con una situación difícil.	0
Las milicias siguen atacando, alegando que no forman parte de ningún acuerdo. El gobierno no les ha puesto fin.	1
Estas personas pueden ser responsables, en virtud de la doctrina de la empresa criminal conjunta, de crímenes de guerra cometidos durante los ataques, a saber, el asesinato de civiles, la destrucción de bienes de carácter civil y el saqueo.	1
Afirmó que el ISIL estaba cometiendo abusos en Irak de "tal escala y gravedad que con toda probabilidad se califican de crímenes internacionales, sujetos a la jurisdicción de la Corte Penal Internacional".	1
En consecuencia, el Secretario General ha calificado los recientes acontecimientos de Zimbabue de "injusticia catastrófica".	0
Los expertos forenses de la Comisión han podido verificar que algunos de los militares fueron enterrados en las trincheras que existían alrededor del campamento militar, y que todos los civiles fueron enterrados en fosas múltiples en el cementerio de la ciudad.	1
Una organización informó de métodos de asesinato crueles e inhumanos, como dos casos de asesinato por crucifixión.	1
El Comandante General de la PNTL retiró armas de la Armería Nacional de la PNTL sin conocimiento del oficial de la armería. El 23 de marzo se enviaron 60 armas Steyr y 50 cajas de munición al complejo de la URP en Alieu. El 15 de abril se enviaron 10 armas Steyr y munición a la comisaría de Liquiça.	1
Sin embargo, seguirán necesitando protección. Aunque la disposición de la KFOR a mantener su protección de los lugares religiosos es esencial, una solución duradera no puede basarse en las fuerzas militares.	1
También sostuvo que, dada la importancia de la lucha contra el terrorismo internacional, la congelación cautelar y temporal de fondos, con excepciones para gastos básicos, no constituía una injerencia arbitraria, inadecuada o desproporcionada en el derecho de propiedad.	1
