id	ar	en	es	Relevant
2009/s/ac_44/2004/_02_/150/22:1	اتفاقية الحماية المادية للمواد النووية (16 شباط/فبراير 2004)	Convention on the Physical Protection of Nuclear Material (16 February 2004)	Convención sobre la protección física de los materiales nucleares (16 de febrero de 2004)	0
1999/s/1999/252/46:1	لقد قالوا للناس إنهم ينتمون لجماعـة اﻹنترهاموي.	They told the people that they were Interahamwes.	Dijeron que eran interahamwes.	0
2005/s/2005/699/373:3	وقامت شركة مايرسك للسوقيات بتوصيلها من كلايبيدا إلى أبيدجان.	Maersk Logistics provided delivery from Klaipeda to Abidjan.	Maersk Logistics se encargó de transportarlos de Klaipeda a Abidján.	0
2003/s/2003/987/83:2	وقد حُددت مشورة النظراء بوصفها إحدى الاستراتيجيات الهامة في هذا الصدد.	Peer counselling has been identified as one of the important strategies in that regard.	Se ha determinado que el asesoramiento entre pares es una de las estrategias importantes al respecto.	0
2007/s/ac_37/2007/_1455_/2/59:1	(ج) أي شخص يدير محلا للقمار أو كازينو أو محلات لأوراق اليانصيب؛	(c) an operator of a gambling house, casino or lottery; and	c) Un operador de una casa de apuestas, casino o lotería; y	0
2014/s/2014/812/38:3	وصدقت غابون على البروتوكول الاختياري الملحق بالعهد الدولي الخاص بالحقوق الاقتصادية والاجتماعية والثقافية.	Gabon ratified the Optional Protocol to the International Covenant on Economic, Social and Cultural Rights.	El Gabón ratificó el Protocolo Facultativo del Pacto Internacional de Derechos Económicos, Sociales y Culturales.	0
2011/s/res/1975_2011_/53:1	مكان الميلاد: أبيدجان، كوت ديفوار	Place of birth: Abidjan, Côte d'Ivoire	Lugar de nacimiento: Abidján (Côte d'Ivoire)	0
2006/s/res/1667_2006_/11:1	وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،	Acting under Chapter VII of the Charter of the United Nations,	Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,	0
2012/s/2012/10/add_29/10:1	الحالة في كوت ديفوار (20 كانون الأول/ديسمبر 2002؛ 18 تموز/يوليه 2012)	The situation in Côte d'Ivoire (20 December 2002; 18 July 2012)	La situación en Côte d'Ivoire (20 de diciembre de 2002; 18 de julio de 2012)	0
2002/s/agenda/4544/2:1	المقرر عقدها يوم الجمعة، 24 أيار/مايو 2002، الساعة 45/13	To be held on Friday, 24 May 2002, at 1.45 p.m.	Que se celebrará el viernes 24 de mayo de 2002, a las 13.45 horas	0
2012/s/ac_44/2012/2/21:1	:: معاهدة الحظر الشامل للتجارب النووية().	:: The Comprehensive Nuclear-Test-Ban Treaty.	:: Tratado de la Prohibición Completa de los Ensayos Nucleares (TPCE).	0
2003/s/ac_26/2003/30/951:2	وفضلاً عن ذلك، قدمت شيودا نسخة من ضمان أداء مؤرخ 15 كانون الأول/ديسمبر 1988 أصدره مصرف الرافدين، وفاتورة مؤرخة 20 تموز/يوليه 1990 تتعلق بتكاليف الضمانات بقيمة 849 557 1 يناً يابانياً.	In addition, Chiyoda provided a copy of the performance bond dated 15 December 1988, which was issued by the Rafidain Bank, and an invoice dated 20 July 1990 for bond charges in the amount of JPY 1,557,849.	Además, la Chiyoda presentó copia de la fianza administrativa fechada el 15 de diciembre de 1988, que fue emitida por el Banco Rafidain, y una factura fechada el 20 de julio de 1990 por cargas relativas a la fianza por una cantidad de 1.557.849 Yen.	0
2013/s/agenda/6974/2:1	المقرر عقدها يوم الأربعاء 5 حزيران/يونيه 2013، الساعة 15/10	To be held on Wednesday, 5 June 2013, at 10.15 a.m.	Que se celebrará el miércoles 5 de junio de 2013, a las 10.15 horas	0
2011/s/agenda/6634/2:1	المقرر عقدها يوم الجمعة 21 تشرين الأول/أكتوبر 2011، الساعة 15/15	To be held on Friday, 21 October 2011, at 3.15 p.m.	Que se celebrará el viernes 21 de octubre de 2011, a las 15.15 horas	0
2005/s/agenda/5320/4:1	2 - الحالة في الشرق الأوسط	2. The situation in the Middle East.	2. La situación en el Oriente Medio.	0
2001/s/2001/365/65:9	وأضاف إلى أن "توقع انسحاب سريع أو التخطيط له أمر غير واقعي بل وغير مسؤول".	He added that it would be unrealistic and even irresponsible to expect or plan a quick pullout.	Añadió que no sería realista, e incluso sería irresponsable, esperar o prever una partida rápida.	0
2006/s/2006/285/1660:1	خفض الأعباء علي المنتجين والمصدرين إلي المستويات العالمية.	- Reducing encumbrances on producers and exporters to international levels.	- La reducción de las trabas impuestas a los productores y exportadores a nivel internacional.	0
2006/s/2006/135/9:1	واخترت أيضا السيد فاينس رئيسا لفريق الخبراء.	I have also selected Mr. Vines to chair the Group of Experts.	Además, he elegido al Sr. Vines para presidir el Grupo de Expertos.	0
2010/s/2010/76/54:2	ونظم البرنامج الإنمائي اجتماعا ضم عددا من المؤسسات لتسليط الضوء على الدور الحاسم الذي تؤديه وسائل الإعلام في التأكيد على أهمية العملية الانتخابية.	UNDP brought together a number of institutions to highlight the crucial role of the media in supporting the electoral process.	El PNUD reunió a una serie de instituciones que pusieron de relieve la función crucial que desempeñan los medios de difusión en apoyo del proceso electoral.	0
2006/s/2006/445/202:2	وتقوم السلطات بدوريات منتظمة في مياه المرافئ للحيلولة دون ركوب السفن دون إذن.	Authorities regularly patrol port waters to prevent unauthorized boarding.	Las autoridades patrullan periódicamente las aguas de los puertos para evitar el embarque no autorizado.	0
2001/s/ac_26/2001/11/256:1	1 - تراجع في المعاملات التجارية أو سير التعامل	Decline in business or course of dealing	1. Reducción de la actividad comercial y de los usos convencionales	0
2012/s/2012/10/add_31/18:1	14 - الحالة في سيراليون (27 تشرين الثاني/نوفمبر 1995؛ 11 نيسان/ أبريل 2012).	14. The situation in Sierra Leone (27 November 1995; 11 April 2012).	14. La situación en Sierra Leona (27 de noviembre de 1995; 11 de abril de 2012).	0
2013/s/2013/308/393:2	ففي الفترة من 16 تشرين الأول/أكتوبر 2012 إلى 26 نيسان/أبريل 2013، استعمل مكتب المدعي العام 101 ساعة من الساعات المائتين المخصصة له.	In the period from 16 October 2012 to 26 April 2013, the Office of the Prosecutor used 101 hours of the 200 hours allocated to it.	En el período comprendido entre el 16 de octubre de 2012 y el 26 de abril de 2013, la Fiscalía empleó 101 horas de las 200 que se le habían asignado.	0
2012/s/2012/683/146:1	عضو مجلس القيادة محمد حسن رحماني (TI.R.96.01)	Mohammad Hasan Rahmani (TI.R.96.01)	Mohammad Hasan Rahmani (TI.R.96.01)	0
2007/s/ac_37/2007/_1455_/2/58:1	(ب) أي شخص يقوم بالأنشطة المتعلقة بتجارة السبائك أو إصدار الشيكات السياحية، أو الحوالات النقدية أو الصكوك المشابهة، وبيعها، أو استرداد قيمتها، أو تحصيل النقود والاحتفاظ بها وتسليمها كجزء من نشاط تقدم من خلاله خدمات كشوف المرتبات؛	(b) a person who carries on a business of dealing in bullion, of issuing, selling or redeeming travellers' cheques, money orders or similar instruments, or of collecting, holding and delivering cash as part of a business of providing payroll services; and	b) Una persona cuya actividad empresarial se centra en negociar con metales preciosos; emitir, vender o pagar cheques de viajero, giros postales o instrumentos similares; o recaudar, guardar y entregar efectivo como parte de una actividad empresarial de prestación de servicios de nómina de sueldos;	0
2005/s/pv_5243/27:1	المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية	United Kingdom of Great Britain and Northern Ireland	Reino Unido de Gran Bretaña e Irlanda del Norte	0
2008/s/2008/657/6:7	وبالتالي ليس لدى تايلند من خيار سوى ممارسة حقها الطبيعي في الدفاع عن النفس، على النحو المنصوص عليه في المادة 51 من ميثاق الأمم المتحدة.	Thus, Thailand had no choice but to exercise the inherent right of self-defence, as provided for under the Article 51 of the Charter of the United Nations.	Así pues, Tailandia no tuvo más opción que ejercer su inherente derecho a la legítima defensa, previsto en el Artículo 51 de la Carta de las Naciones Unidas.	0
1999/s/ac_26/1999/7/185:4	ومن عمان سافروا جوا إلى موسكو على متن رحلات خاصة لشركة آيروفلوت.	They were then flown to Moscow on special Aeroflot flights.	Seguidamente fueron transportados por vía aérea a Moscú en vuelos especiales de Aeroflot.	0
2008/s/2008/780/10:1	يقرر أن يبقي المسألة قيد نظره.	Decides to remain seized of the matter.	2. Decide seguir ocupándose de la cuestión.	0
2006/s/2006/585/14:1	وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،	Acting under Chapter VII of the Charter of the United Nations,	Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,	0
2008/s/2008/769/48:1	واو - الدعم المالي من الشتات الصومالي	Financial support from the Somali diaspora	Apoyo financiero de las comunidades somalíes en el extranjero	0
2011/s/agenda/6477/2:1	المقرر عقدها يوم الثلاثاء 8 شباط/فبراير 2011، الساعة00/10	To be held on Tuesday, 8 February 2011, at 10 a.m.	Que se celebrará el martes 8 de febrero de 2011 a las 10.00 horas	0
2014/s/2014/125/24:1	وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،	Acting under Chapter VII of the Charter of the United Nations,	Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,	0
2005/s/2005/699/196:1	وفي حالة سيارات الجيب، وعددها 22 سيارة، فقد أسقطت عنها الإجراءات المتبعة بسرعة.	In the case of the 22 jeeps, standard procedures were quickly dropped.	En el caso de los 22 jeeps, se hizo caso omiso sin más de los procedimientos normales.	0
2011/s/2011/21/20:5	وأُدرج العديد من المتقدمين في قائمة احتياطية.	Several applicants were placed on a reserve list.	También se estableció una lista de reserva en la que quedaron clasificados varios interesados.	0
2004/s/2004/228/123:1	زاي - مدة بعثة المتابعة	G. Duration of the follow-on mission	G. Duración de la misión de seguimiento	0
2004/s/2004/157/246:2	وتحصل الجمارك على نسخ من جميع تصاريح التصدير الفردية المفتوحة.	Customs receive copies of all open individual export licenses.	Dicho Servicio recibe copias de todas las licencias individuales de exportación de carácter abierto.	0
2002/s/agenda/4643/2:1	المقرر عقدها يوم الأربعاء، 6 تشرين الثاني/نوفمبر 2002، الساعة 00/15	To be held on Wednesday, 6 November 2002, at 3 p.m.	Que se celebrará el miércoles 6 de noviembre de 2002, a las 15.00 horas	0
2009/s/2009/537/1109:3	وقد لا يكون ذلك هو نفس المعيار "الذي يتجاوز أي شك معقول" ولكن يوجد بالتأكيد تشابه وثيق بينهما.	This may not be the same standard as "beyond a reasonable doubt" but there is certainly a close resemblance.	Puede que no se trate del criterio de la "prueba que excluye toda duda razonable", pero ciertamente hay una gran similitud entre ambos.	0
2000/s/2000/283/33:1	الفقرة 104 غير منطقية.	Paragraph 104 does not make sense.	El párrafo 104 no tiene sentido.	0
1999/s/ac_26/1999/10/761:4	ويستخدم محاسبو شركة البترول الكويتية الأساليب نفسها في تقدير خسارة الشركة بمقدار 000 271 برميل من النفط الذي تحتويه خطوط الأنابيب.	KPC’s accountants use the same methods to estimate that KPC lost 271,000 barrels of oil from pipelines.	Los contables de la KPC utilizan los mismos métodos para estimar que la KPC perdió 271.000 barriles de petróleo en los oleoductos.	0
2011/s/2011/787/30:1	6 - يقرر إبقاء هذه المسألة قيد نظره.	6. Decides to remain seized of the matter.	6. Decide seguir ocupándose de la cuestión.	0
2004/s/agenda/5037/4:1	2 - الحالة في سيراليون	2. The situation in Sierra Leone	2. La situación en Sierra Leona	0
2001/s/ac_26/2001/13/103:1	المدفوعات أو الإغاثة المقدمة إلى آخرين	E. Payment or relief to others	E. Pagos efectuados o socorro prestado a terceros	0
2005/s/ac_44/2004/_02_/119/48:1	:: توفير أحدث أدوات الكشف المحمولة والعالية الحساسية.	Provision of up-to-date, high sensitive, portable detection instruments.	:: Provisión de instrumentos de detección modernos, de gran sensibilidad y portátiles.	0
2002/s/2002/582/156:1	- عبارة "جمهورية نيكاراغوا" على الغلاف وعلى كامل الغلاف الداخلي.	- "Republic of Nicaragua" on the cover page and on the entire inside cover.	"República de Nicaragua", en página de portada y contraportada en toda la página	0
2012/s/2012/349/376:1	قضية بوتاري (ضم الدعاوى) 24 حزيران/يونيه 2011	Butare case (joinder) 24 June 2011 A. S. Ntahobali	Causa Butare 24 de junio de 2011 A. S. Ntahobali	0
2004/s/ac_26/2004/14/108:4	ويرد في الفقرات 63-65 أدناه شرح للأساس المنطقي الذي استند إليه الفريق في قراره هذا.	This modification and its rationale are explained in paragraphs 63-65 below.	Esta modificación y su fundamento se explican en los párrafos 63 a 65.	0
2002/s/2002/676/133:1	المرسوم رقم 340/84 (21 آب/أغسطس 1984)	Decree No. 340/84 (21 August 1984)	* Decreto No. 340/84 (21/AGO/84)	0
2007/s/2007/624/70:2	وتوجد أخطر المناطق في ولايات جونقلي، والوحدة، وأعالي النيل، وشمال بحر الغزال، مع امتداد الفيضانات حاليا لتشمل ولايات واراب، وغرب بحر الغزال، والبحيرات، ووسط الاستوائية، وشرق الاستوائية، وغرب الاستوائية.	The most critical areas are in Jonglei, Unity, Upper Nile and Northern Bahr el Ghazal States, with floods now spreading into Warrab, Western Bahr el Ghazal, Lakes, Central, Eastern and Western Equatoria.	Las zonas más críticas están en los estados de Jonglei, Unidades Alto Nilo y Bahr el-Ghazal septentrional y las inundaciones se están extendiendo ahora a Warrab, Bahr el-Ghazal occidental, Lagos y Ecuatoria central, oriental y occidental.	0
1998/s/agenda/3902/12:1	المقرر عقدها يوم اﻻثنين، ١٣ تموز/يوليه ١٩٩٨، الساعة ٢٠/١٢	To be held on Monday, 13 July 1998, at 12.20 p.m.	Que se celebrará el lunes 13 de julio de 1998, a las 12.20 horas	0
2004/s/2004/658/add_1/133:1	(1) نسخ من التصريح الجمركي في غضـون ثلاثة أيام من نقل كل شحنة من السلع؛	(1) Copies of the customs declaration within three days of shipment of each consignment of goods;	1) Copias de la declaración aduanera, dentro de los tres días posteriores al embarque de cada consignación de productos;	0
2012/s/2012/114/35:3	وجميع الطاردات المركزية المركّبة هي من طراز IR-1.	All the centrifuges installed are IR-1 machines.	Todas las centrifugadoras instaladas son IR-1.	0
2012/s/agenda/6896/2:1	المقرر عقدها يوم الأربعاء 19 كانون الأول/ديسمبر 2012، الساعة 20/15	To be held on Wednesday, 19 December 2012, at 3.20 p.m.	Que se celebrará el miércoles 19 de diciembre de 2012, a las 15.20 horas	0
2008/s/2008/353/97:2	وسيسعون أيضا لفتح معبر ليمنيتيس/يشيليرماك ومعابر أخرى.	They will also pursue the opening of Limnitis/Yesilirmak and other crossing points.	También tratarán de lograr la apertura del cruce de Limnitis/Yesilirmak y de otros puntos de paso.	0
2011/s/2011/790/28:3	وتؤدي القائمتان هذين الدورين بأفضل وجه إذا بقيتا منفصلتين.	The two lists will perform these roles best if they remain separate.	Las dos listas desempeñarán óptimamente estas funciones si mantienen su separación.	0
2001/s/ac_26/2001/18/510:3	وشُحن النفط البديل إلى ميناء جيهان ثم سُلم إلى مصفاة النفط في كريكاله بواسطة أنبوب نفط.	The replacement oil was shipped to the port of Ceyhan, and then delivered to Kirikkale by pipeline.	El petróleo sustituyente fue transportado al puerto de Ceyhan, y desde él entregado a Kirikkale por oleoducto.	0
2006/s/2006/229/752:1	البعثة الدائمة لقطر لدى الأمم المتحدة	Permanent Mission of Qatar to the United Nations	Misión Permanente de Qatar ante las Naciones Unidas	0
2000/s/ac_26/2000/20/266:3	وليس من الواضح تماماً ما هي المعدات التي تمت معاينتها.	It is not entirely clear which equipment was being referred to.	No es del todo claro a qué equipo se hacía referencia.	0
2006/s/2006/55/75:1	جامايكا 17 تشرين الثاني/نوفمبر S/AC.45/2005/38	Jamaica 17 November 2005 S/AC.45/2005/38	Jamaica 17 de noviembre de 2005 S/AC.45/2005/38	0
2008/s/agenda/5896/4:1	2 - الحالة في الشرق الأوسط.	2. The situation in the Middle East.	2. La situación en el Oriente Medio.	0
2010/s/2010/10/add_43/13:1	8 - الحالة في الصومال (17 آذار/مارس 1992؛ 21 تشرين الأول/أكتوبر 2010).	8. The situation in Somalia (17 March 1992; 21 October 2010).	8. La situación en Somalia (17 de marzo de 1992; 21 de octubre de 2010).	0
2003/s/2003/472/56:1	(د) رصد وقف المعارك.	d. To monitor the cessation of hostilities.	d) Supervisar la cesación de las hostilidades;	0
2013/s/res/2098__2013_/120:1	:: تشجيع الإصلاح الهيكلي للمؤسسات الحكومية، بما في ذلك الإصلاح المالي؛	:: To further structural reform of Government institutions, including financial reform; and	:: Promover la reforma estructural de las instituciones gubernamentales, incluida la reforma financiera; y	0
2005/s/ac_44/2004/_02_/100/58:1	- قانون التجارة الخارجية، الجريدة الرسمية لجمهورية يوغوسلافيا الاتحادية، الأعداد 46/92 و 49/92 و 16/93؛	Law on Foreign Trade, Official Gazette of the FRY, Nos. 46/92, 49/92 and 16/93;	- Ley de comercio exterior (Gaceta Oficial de la República Federativa de Yugoslavia, Nos. 46/92, 49/92 y 16/93);	0
2014/s/2014/697/33:1	باء - التزامات بلدان المنطقة	B. Commitments of the countries in the region	B. Compromisos de los países de la región	0
2007/s/2007/515/31:1	جيم - قتل الأطفال وتشويههم	C. Killing and maiming of children	C. Asesinato y mutilación de niños	0
2005/s/2005/518/82:1	ثالثا - مديرو واتحادات بطاقات السداد أو الائتمان (صناديق المستهلكين التي تتم حيازتها وإدارتها بشكل مشترك من أجل اقتناء السلع الاستهلاكية)؛	III. Payment or credit card administrators and consortium (consumer funds commonly held and managed for the acquisition of consumer goods);	III. Administradores de tarjetas de pago o de crédito y consorcios [fondos de consumidores usualmente establecidos y administrados para la adquisición de bienes de consumo];	0
2013/s/2013/174/9:5	وأدى هذا الوضع إلى قطع طريق الإمداد الرئيسي لقوة الأمم المتحدة بصورة متكررة، ما أعاق حركة القوة بين معسكر الفوار على جانب قطاع برافو ومعسكر عين زيوان على جانب قطاع ألفا.	The situation has resulted in the frequent closure of the UNDOF main supply road, which has hampered the movements of UNDOF between Camp Faouar on the Bravo side and Camp Ziouni on the Alpha side.	Esa situación provocó el cierre frecuente de la carretera principal de abastecimiento de la FNUOS, lo cual dificultó la circulación de la FNUOS entre el campamento de Faouar, en el lado Bravo, y el campamento de Ziouni, en el lado Alfa.	0
2014/s/2014/637/229:1	١٥ - إسماعيل محمد القاعد، من نمر، درعا	15. Ismail Mohammad alQaed, from Namr, Daraa	15. Ismail Mohammad alQaed, de Namr, Deraa	0
2002/s/2002/1338/67:5	كما توفر بعض الدول العديد من البرامج على أساس ثنائي.	Several programmes are also offered by member States on a bilateral basis.	También hay varios programas bilaterales que ofrecen algunos Estados Miembros.	0
2005/s/2005/828/268:1	:: التعبئة الفعالة للموارد المالية واللوجيستية، مع التأكيد على تعبئة الموارد الداخلية؛	Effective mobilization of financial and logistic resources, with emphasis on internal resource mobilisation;	:: Movilizar con eficacia recursos financieros y logísticos, haciendo hincapié en la movilización de recursos internos;	0
2005/s/ac_44/2004/_02_/50/add_1/160:1	القرار 32/2003، وزارة العلوم والتكنولوجيا والبيئة ، المادة 32 (و)	CITMA resolution No. 32/2003, article 32f	Resolución 32/2003, CITMA, Artículo 32 f	0
2005/s/2005/36/34:3	ولكن كما تبين أكثر من مرة خلال السنوات الأربع المنصرمة وكما تبدى للأسف مرة أخرى في الشهر الحالي، غالبا ما تعقب فترات الهدوء الطويلة على امتداد الخط الأزرق سلسلة من أعمال القتال.	But as has been demonstrated more than once over the past four years and unfortunately again this month, significant periods of quiet along the Blue Line are often followed by several episodes of hostilities.	Pero, como ha quedado demostrado más de una vez en los últimos cuatro años, y lamentablemente de nuevo este mes, los períodos de calma a lo largo de la Línea Azul a menudo van seguidos de episodios de hostilidades.	0
2004/s/2004/343/142:1	:: هل يسمح نظام التراخيص المصري بنقل التراخيص؟ وإذا كان الأمر كذلك فما هي الشروط المفروضة على ذلك؟	- Does the Egyptian licensing system allow for the transfer of licences? If so, under what conditions?	- ¿Está autorizada la transferencia de licencias al amparo del sistema egipcio de licencias? En caso afirmativo ¿en qué condiciones?	0
2013/s/res/2118__2013_/117:1	(ج) استمرار المؤسسات الحكومية والموظفين من ذوي الكفاءات.	(c) Continuity of governmental institutions and qualified staff.	c) Continuidad de las instituciones gubernamentales y del personal calificado.	0
2006/s/2006/1010/90:1	4 - إحسان منجمي، مدير مشاريع البناء، ناتانز	4. Ehsan Monajemi, Construction Project Manager, Natanz	4. Ehsan Monajemi, Gerente del Proyecto de Construcción, Natanz	0
2005/s/ac_44/2004/_02_/50/add_1/368:1	المساعدة القائمة (ثنائية/بين بضعة أطراف/بين أطراف عديدة)	Assistance in place (bilateral/ plurilateral/multilateral)	Asistencia con que se cuenta (bilateral/plurilateral/multilateral)	0
2003/s/2003/286/16:1	2 - المجموعة الثانية: تحركت المجموعة من فندق القناة في الساعة 50/8 ووصلت إلى مصنع المعتصم التابع لشركة الرشيد العامة إحدى شركات هيئة التصنيع العسكري.	The Group left the Canal Hotel at 8.50 a.m. and went to the Mu`tasim State company which belongs to the Rashid State Company, an MIT company.	El grupo salió del Hotel Canal a las 8.50 horas y se dirigió a la empresa pública Muatasim perteneciente a la empresa pública Ar-Rashid, que dependía del Organismo de Industrias Militares.	0
2013/s/2013/433/121:4	وتتألف تلك المجموعة من فلول الجماعة التي كان يرأسها ”العقيد“ دافيد لوسنج في السابق.	That group consists of remnants of the group formerly headed by “Colonel” David Lusenge.	Ese grupo está formado por los remanentes del grupo dirigido anteriormente por el “Coronel” David Lusenge.	0
2002/s/agenda/4634/2:1	المقرر عقدها يوم الخميس، 24 تشرين الأول/أكتوبر 2002، الساعة 00/15	To be held on Thursday, 24 October 2002, at 3 p.m.	Que se celebrará el jueves 24 de octubre de 2002, a las 15.00 horas	0
2012/s/inf/66/2302:1	القرار 1910 (2010)، الفقرة الرابعة عشرة من الديباجة	Resolution 1910 (2010), fourteenth preambular para.	Resolución 1910 (2010), párr. 14 del preámbulo	0
2014/s/2014/343/423:1	رئيس الإنترهاموي السابق في بلدة غيسيني	Former President of Interahamwe for Gisenyi	Expresidente de Interahamwe en Gisenyi	0
2005/s/2005/88/86:3	وتخضع جميع حسابات المؤسسات المملوكة ملكية عامة للمراجعة الخارجية وتُنشر هذه الحسابات.	All publicly owned enterprises are subject to external audit and accounts are published.	Todas las empresas de propiedad pública están sometidas a auditorías externas y se publican sus cuentas.	0
2011/s/agenda/6580/5:1	مذكرة من الأمين العام (S/2011/418).	Note by the Secretary-General (S/2011/418).	Nota del Secretario General (S/2011/418).	0
2002/s/2002/1184/314:4	ونُشرت في الجريدة الرسمية، العدد 21942 الصـــادر في 30 كانون الأول/ديسمبر 1991.	Gaceta Oficial No. 21942 of 30 December 1991	Gaceta Oficial No. 21,942 de 30 de diciembre de 1991.	0
1998/s/1998/375/39:2	وقد وصلت طائرة الهليكوبتر إلى منطقة البعثة في ٣١ آذار/ مارس.	The helicopter arrived in the mission area on 31 March.	El helicóptero llegó a la zona de la Misión el 31 de marzo.	0
2004/s/ac_44/2004/_02_/21/151:1	5 - طلب حصول على شهادة مراقبة تسليم	5. Application for Delivery Control Certificate	Solicitud de certificado de control de la entrega	0
1999/s/ac_26/1999/13/47:1	(أ) خسائر إعادة البيع 145-148 42	(a) Losses on resales 145 - 148 39	a) Pérdidas en la reventa 145 - 148 41	0
2003/s/ac_26/2003/10/292:5	وحيثما انطبق ذلك، يتم الخصم بالنسبة إلى التكاليف الموفرة نتيجة لعدم استكمال الأداء.	Whenever applicable, deductions are made for cost savings brought about by the non-completion of performance.	Según proceda, se efectúan deducciones en concepto de las economías hechas por la no finalización de la ejecución.	0
2001/s/ac_26/2001/11/132:1	S/AC.26/2000/R.40	S/AC.26/2000/R.40	S/AC.26/2000/R.40	0
2013/s/2013/542/15:3	واستؤنفت الاشتباكات في صباح اليوم التالي، 18 آب/أغسطس بكثافة أقل.	Clashes resumed with less intensity the following morning.	Los combates se reanudaron, aunque con menor intensidad, en la mañana del día siguiente.	0
2012/s/2012/395/462:4	وهذه السفن السبع مسجلة باسم سبع شركات منفصلة تتولى تشغيلها، وتملك كل منها وتشغل سفينة واحدة فقط.	These seven vessels are registered and operated by seven separate companies, each owning and operating just one vessel.	Estos siete buques han sido inscritos y son explotados por siete empresas diferentes, cada una de las cuales explota un solo buque de su propiedad.	0
1998/s/ac_26/1998/15/134:2	وهذا التثمين يجري باﻻستناد إلى كل عنصر خسائرة على حدة.	This valuation is done on a loss element by loss element basis.	Esta valoración se efectúa examinando cada uno de los tipos de pérdida posibles.	0
2005/s/2005/87/1189:1	E-mail: unodc.tpb@unodc.org	E-mail: unodc.tpb@unodc.org	Correo electrónico: unodc.tpb@undoc.org	0
2003/s/2003/40/add_19/13:1	الحالة في كوت ديفوار (انظر S/2002/30/Add.50 و S/2003/40/Add.5 و 17؛ وانظر أيضا S/2003/40/Add.11)	The situation in Côte d'Ivoire (see S/2002/30/Add.50; and S/2003/40/Add.5 and 17; see also S/2003/40/Add.11)	La situación en Côte d'Ivoire (véanse S/2002/30/Add.50 y S/2003/40/Add.5 y 17; véase también S/2003/40/Add.11)	0
2006/s/ac_44/2004/_02_/105/add_1/285:1	2 - النظام الداخلي المؤرخ 21 نيسان/أبريل 1994 لاستيراد وتصدير المواد الكيميائية الواردة أسماؤها في اتفاقية الأسلحة الكيميائية	Rules of procedure for the import-export of chemicals named in the CWC, 21 April 1994	2. Reglamento para la importación y la exportación de los productos químicos citados en la Convención sobre las armas químicas, 21 de abril de 1994	0
2004/s/2004/115/8:2	وعُين المبعوث الخاص للاتحاد الأفريقي للصومال عضوا في لجنة التيسير أيضا.	The Special Envoy of the African Union for Somalia was made a member of the Facilitation Committee.	También se designó miembro del Comité de Facilitación al Enviado Especial de la Unión Africana para Somalia.	0
2000/s/2000/1198/42:1	(ب) أن تدير الخطة وكالة أخرى، أو كيان حكومي وفق نفس الإطار المشار إليه في الفقرة (أ) أعلاه؛	(b) A scheme administered by some other agency or governmental entity on similar lines to (a);	b) Un programa administrado por otro organismo o entidad gubernamental en un régimen similar al indicado en el apartado a);	0
2012/s/2012/929/41:1	(ج)الفترة الزمنية، التي لا يجب أن تتعدى تسعة شهور، التي يتوقع للأفراد المدرجين في القائمة السفر خلالها؛	(c) The period of time, not to exceed nine months, during which listed individuals are expected to travel;	c) El tiempo, que no superará los nueve meses, durante el cual está previsto que viajen personas incluidas en la Lista;	0
1998/s/ac_26/1998/13/55:1	)ب( الكسب الفائت ٣٤١- ٣٦١ ٠٤	(b) Loss of profits 143 - 163	b) Lucro cesante 143 - 163 43	0
2003/s/2003/616/21:2	فمن أصل 888 شخصا تغيب 30 شخصا دون رخصة.	Only 30 out of 888 persons were absent without permission.	Tan sólo 30 personas de un total de 888 se ausentaron injustificadamente.	0
2003/s/ac_37/2003/_1455_/29/118:1	:: البيان المشفوع بالقَسَم مرفقا بالبيانات الشخصية و/أو التجارية.	:: Affidavit of personal and/or business data;	:: Declaración jurada con datos personales y/o comerciales.	0
2003/s/ac_37/2003/_1455_/76/72:1	:: قيام المؤسسة المالية بتحديد هوية العمليات المحدودة والمثيرة للشبهات، بما في ذلك العمليات المحتملة، فضلا عن مصادر الأموال التي يستخدمها العميل في تلك العمليات.	:: identifying by the financial institution of limited and suspicious operations, including potential ones, as well as of sources of funds used by the customer for such operations.	:: Individualizar operaciones limitadas y sospechosas, realizadas o por realizar, así como las fuentes de financiación utilizadas por el cliente para tales operaciones;	0
2003/s/2003/1085/116:1	- مصادر/مرافق للانبعاث اللاسلكي الإلكتروني؛	sources/facilities of radio electronic emanation;	- Fuentes e instalaciones de radioemisión electrónica;	0
2012/s/2012/71/653:1	71 - صحيفة يني شفق التركية - بتاريخ 5/1/2012	71. The newspaper Yeni Şafak, 5 January.	71. El periódico Yeni Şafak, el 5 de enero.	0
2000/s/ac_26/2000/1/461:2	ولهذا السبب تعذر على السعودية للسيارات الإحالة إلى ماضي الأداء في حساب ما تكبدته من خسائر.	For this reason, Saudi Automotive could not refer to past performance in calculating its losses.	Por este motivo, la Saudi Automotive no puede basarse en el rendimiento anterior para calcular sus pérdidas.	0
