en	es	ar	Relevant
Expressing its concern about the continued reports of human rights abuses and violations of international humanitarian law, including against women and children, including reports of increased incidents of sexual violence in particular those attributed to armed men, stressing the importance to investigate such alleged violations and abuses committed by all parties, irrespective of their status or political affiliation, including those that occurred throughout the [relevant] crisis, including ... reaffirming that those responsible for such violations must be held accountable and noting [relevant entity] commitments in this regard,	Expresando su preocupación por las denuncias continuadas de abusos contra los derechos humanos y violaciones del derecho internacional humanitario, incluso contra mujeres y niños, incluidas las denuncias de los cada vez más frecuentes incidentes de violencia sexual, en particular los atribuidos a hombres armados, destacando la importancia de investigar esos presuntos abusos y violaciones cometidos por todas las partes, independientemente de su estatus o su afiliación política, incluidos los ocurridos durante la crisis [pertinente], como ..., reafirmando que los responsables de esas violaciones deben rendir cuentas y haciendo notar los compromisos [de la entidad pertinente] a ese respecto,	وإذ يعرب عن قلقه من التقارير المتواصلة عن الإساءات المرتكبة في مجال حقوق الإنسان وانتهاكات القانون الإنساني الدولي، بما في ذلك ما يرتكب منها في حق النساء والأطفال، فضلا عن التقارير الواردة عن ازدياد حوادث العنف الجنسي لا سيما التي يرتكبها رجال مسلحون، وإذ يشدد على أهمية التحقيق في هذه الانتهاكات والإساءات المزعوم ارتكابها من قبل جميع الأطراف، بغض النظر عن مركزها أو انتمائها السياسي، ويشمل ذلك الانتهاكات التي وقعت أثناء الأزمة [المعنية]، بما في ذلك ...، وإذ يجدد التأكيد على وجوب مساءلة المسؤولين عن تلك الانتهاكات، وإذ يلاحظ التزامات [الكيان المعني] في هذا الصدد،	1
Implement its policy on gender equality and action plan to mainstream gender issues in four areas of work: coordination, information management, advocacy and policy.	Aplicación de la política de la Oficina sobre la igualdad entre los géneros y de su plan de acción para incorporar las cuestiones en género en cuatro ámbitos de actividad: coordinación, gestión de la información, promoción y políticas.	تنفيذ سياساته بشأن المساواة بين الجنسين وخطة العمل لتعميم المنظور الجنساني في مجالات العمل الأربعة: التنسيق، وإدارة المعلومات، والدعوة، والسياسات.	0
The Court of First Instance distinguished earlier decisions upholding resolution 1267 sanctions by noting that resolution 1373 (2001) does not identify specific persons whose assets must be frozen, making the decision to impose sanctions on particular targets, and the process used to reach that decision, a matter of Member State discretion and therefore subject to more searching review.	El Tribunal de Primera Instancia estableció una distinción con respecto a las decisiones anteriores que confirmaban las sanciones impuestas en virtud de la resolución 1267 (1999), indicando que en la resolución 1373 (2001) no se mencionaba a personas concretas cuyos activos debieran congelarse, por lo que la decisión de imponer sanciones contra objetivos particulares y el proceso empleado para llegar a esa decisión quedaban a discreción del Estado Miembro y por ende estaban sujetos a un examen más minucioso.	وميّزت المحكمة الابتدائية بين قرارات سابقة تؤيد الجزاءات التي نص عليها القرار 1267() بقولها إن القرار 1373 (2001) لا يحدد الأشخاص الذين يجب تجميد أصولهم، وهذا جعل من القرار القاضي بفرض جزاءات على أهداف محددة، والعملية المعتمدة للوصول إلى هذا القرار مسألة من تقدير الدول الأعضاء وبالتالي سيخضعان لمزيد من الاستعراض الدقيق.	0
Underlines the importance of safe and unimpeded access of humanitarian personnel to civilians in armed conflicts, calls upon the parties concerned, including neighboring States, to cooperate fully with the United Nations Humanitarian Coordinator and United Nations agencies in providing such access, invites States and the Secretary-General to bring to its attention information regarding the deliberate denial of such access in violation of international law, where such denial may constitute a threat to international peace and security, and, in this regard, expresses its willingness to consider such information and, when necessary, to adopt appropriate steps.	Subraya la importancia de que el personal humanitario tenga acceso, con seguridad y sin obstáculos, a los civiles en los conflictos armados, hace un llamamiento a todas las partes interesadas, en particular a los Estados vecinos, para que cooperen plenamente con el	يؤكد أهمية توفير السبل الآمنة أمام وصول موظفي تقديم المساعدة الإنسانية إلى المدنيين في الصراع المسلح دون عوائق، ويدعو الأطراف المعنية، بما فيها الدول المجاورة، إلى التعاون الكامل مع منسق الأمم المتحدة للشؤون الإنسانية ووكالات الأمم المتحدة في توفير هذه السبل، ويدعو الدول والأمين العام إلى إطلاعه على المعلومات المتعلقة بالحرمان المتعمد من هذه السبل انتهاكا للقانون الدولي وحيثما قد يشكل هذا الحرمان تهديدا للسلم والأمن الدوليين، ويعرب في هذا الصدد عن استعداده للنظر في تلك المعلومات واتخاذ الخطوات الملائمة عند الاقتضاء.	1
This may require them to determine the nature of their relationship with the other entity.	Esto puede exigirles determinar la naturaleza de su relación con la otra entidad.	وقد يستلزم ذلك منها أن تحدد طبيعة علاقتها بذلك الكيان الآخر.	0
(d) Shall forward replies from the petitioner back to relevant States, the Committee and the Monitoring Team and follow up with the petitioner in connection with incomplete responses by the petitioner;	d) Remitirá las respuestas del autor de la solicitud a los Estados pertinentes, al Comité y al Equipo de Vigilancia, y hará el seguimiento con el autor de la solicitud en caso de que haya respuestas incompletas;	(د) يحيل الردود الواردة من مقدم الطلب إلى الدول المعنية واللجنة وفريق الرصد، ويتابع مع مقدم الطلب ردوده غير المكتملة؛	0
(b) To strengthen the facilitation of technical assistance aimed at increasing the capabilities of Member States in the fight against terrorism and ensuring that its provision is adjusted to the countries' needs;	b) Consolidar la prestación de asistencia técnica destinada a aumentar la capacidad de los Estados Miembros en la lucha contra el terrorismo y asegurar que esas actividades se ajusten a las necesidades de los países;	(ب) تعزيز تيسير المساعدة التقنية التي ترمي إلى زيادة قدرات الدول الأعضاء لمكافحة الإرهاب وكفالة تكييف أحكامها مع احتياجات البلدان؛	0
1. The present report of the Security Council Committee established pursuant to resolution 1737 (2006) covers the period from 1 January to 31 December 2014.	El presente informe del Comité del Consejo de Seguridad establecido en virtud de la resolución 1737 (2006) abarca el período comprendido entre el 1 de enero y el 31 de diciembre de 2014.	١ - يغطي هذا التقرير الذي أعدته لجنة مجلس الأمن المنشأة عملاً بالقرار 1737 (2006) الفترة من 1 كانون الثاني/يناير إلى 31 كانون الأول/ديسمبر 2014.	0
Underlining the obligation placed upon all Member States to implement, in full, resolution 1373 (2001), including with regard to any member of the Taliban and the Al-Qaida organization, and any individuals, groups, undertakings and entities associated with the Taliban and the Al-Qaida organization, who have participated in the financing, planning, facilitating and preparation or perpetration of terrorist acts or in supporting terrorist acts, as well as to facilitate the implementation of counter-terrorism obligations in accordance with relevant Security Council resolutions,	Subrayando la obligación impuesta a todos los Estados Miembros de aplicar cabalmente la resolución 1373 (2001), especialmente en lo que respecta a cualquier miembro de los talibanes y de la organización Al-Qaida y a todas las personas, grupos, empresas y entidades asociados a los talibanes y a la organización Al-Qaida que hayan participado en la financiación, planificación, facilitación y preparación o comisión de actos terroristas o prestado apoyo a actos terroristas, así como de facilitar el cumplimiento de las obligaciones de luchar contra el terrorismo de conformidad con las resoluciones pertinentes del Consejo de Seguridad,	وإذ يؤكد الالتزام الملقى على عاتق جميع الدول الأعضاء بتنفيذ القرار 1373 (2001) تنفيذا كاملا، بما في ذلك فيما يتعلق بأي عضو في حركة الطالبان وتنظيم القاعدة، وأي أفراد أو جماعات أو مؤسسات أو كيانات لها صلة بحركة الطالبان وتنظيم القاعدة يكونون قد شاركوا في تمويل أعمال إرهابية أو التخطيط لها وتسهيلها والإعداد لها أو ارتكابها أو في دعم أعمال إرهابيـــة، وكذلك التزامها بتيسير تنفيذ الالتزامات المتعلقة بمكافحة الإرهاب وفقا لقرارات مجلس الأمن ذات الصلة،	1
The detention and physical assault of any United Nations personnel is entirely unacceptable.	La detención y agresión física de personal de las Naciones Unidas es totalmente inaceptable.	ويعد احتجاز أي من أفراد الأمم المتحدة والاعتداء الجسدي عليهم أمرا غير مقبول تماما.	1
I reiterate that United Nations staff must never be threatened or sanctioned for doing their work, which is based on the Charter of the United Nations and, in this instance, mandated by the Security Council.	Reitero que el personal de las Naciones Unidas nunca debe verse amenazado ni penalizado por llevar a cabo su labor, que se basa en la Carta de las Naciones Unidas y, en este caso, ha sido dispuesta por el Consejo de Seguridad.	وأؤكد من جديد أن موظفي الأمم المتحدة يجب ألا يتعرضوا أبدا للتهديد أو العقاب على تأدية عملهم، الذي يستند إلى ميثاق الأمم المتحدة، والذي صدر به تكليف في هذه الحالة من مجلس الأمن.	0
Al-Qaida terrorism now comprises three distinct but interlinked groups: first, the old leadership whose names are well known; second, the fighters who attended the camps in Afghanistan and graduated as experienced terrorists; and third, a new and growing generation of supporters who may never have left their countries of residence but have embraced the core elements of the Al-Qaida message.	El terrorismo de Al-Qaida abarca actualmente tres grupos diferenciados aunque vinculados entre sí: en primer lugar, los antiguos dirigentes, que son bien conocidos; en segundo lugar, los combatientes que se entrenaron en los campamentos del Afganistán para convertirse en terroristas expertos; y en tercer lugar, una generación nueva y cada vez más nutrida de partidarios que pueden no haber abandonado sus países de residencia pero han aceptado los elementos centrales del mensaje de Al-Qaida.	فإرهاب تنظيم القاعدة يتألف حاليا من ثلاث مجموعات بارزة ولكنها مترابطة: الأولى، مؤلفة من القيادة القديمة التي تعرف أسماؤها جيدا؛ والثانية مكونة من المقاتلين الذين تدربوا في معسكرات أفغانستان وتخرجوا منها باعتبارهم إرهابيين محنكين؛ والثالثة مؤلفة من جيل جديد متنام من المناصرين الذين قد لا يكونوا قد غادروا بلدان إقامتهم أبدا ولكنهم اعتنقوا العناصر الأساسية لرسالة تنظيم القاعدة.	0
27. The mission will reiterate the Council's readiness to support the efforts of the transitional authorities to combat impunity in the Democratic Republic of the Congo.	La misión recordará que el Consejo está dispuesto a respaldar a las autoridades de transición en su lucha contra la impunidad en la República Democrática del Congo.	27 - تُذكّر البعثة باستعداد المجلس لمساندة الجهود التي تبذلها السلطات الانتقالية من أجل مكافحة الإفلات من العقاب في جمهورية الكونغو الديمقراطية.	1
Wilful killing of a detained combatant amounts to a war crime.	El homicidio intencionado de un combatiente detenido constituye un crimen de guerra.	أما القتل المتعمد للمقاتلين المحتجزين فيشكل جريمة حرب.	1
They had tried hard to insulate civilians from the conflict. The objectives of the MPCI were to restore the dignity of the people of Côte d'Ivoire.	Habían hecho lo posible por que el conflicto no afectara a los civiles. Su objetivo era restablecer la dignidad del pueblo de Côte d'Ivoire.	وقد حاولت جاهدة أن تبقي المدنيين بمعزل عن الصراع والهدف الذي ترمي إليه الحركة الوطنية لكوت ديفوار هو أن ترد لشعب كوت ديفوار كرامته.	0
Condemning in particular sexual violence perpetrated by [militias and armed groups as well as elements of the national armed and police forces] and other security and intelligence services, stressing the urgent need for the [the affected State], in cooperation with [peacekeeping mission] and other relevant actors, to end such violence and bring the perpetrators, as well as the senior commanders under whom they serve, to justice, and calling on Member States to assist in this regard and to continue to provide medical, humanitarian and other assistance to victims.	Condenando en particular los actos de violencia sexual cometidos por [las milicias y los grupos armados, así como por elementos de las fuerzas armadas y policiales nacionales] y otros cuerpos de seguridad e inteligencia, destacando la necesidad urgente de que [el Estado afectado], en cooperación con [la misión de mantenimiento de la paz] y otros agentes pertinentes, ponga fin a la violencia y haga comparecer ante la justicia a los autores, así como a los altos mandos bajo cuyas órdenes prestan servicio, y exhortando a los Estados Miembros a que presten asistencia a este respecto y sigan prestando asistencia médica, humanitaria y de otro tipo a las víctimas.	وإذ يدين بوجه خاص العنف الجنسي الذي ترتكبه [الميليشيات والجماعات المسلحة وكذلك عناصر من القوات المسلحة والشرطة الوطنية] ودوائر الأمن والاستخبارات الأخرى، ويؤكد الحاجة الملحة إلى قيام [الدولة المعنية]، بالتعاون مع [بعثة حفظ السلام] والجهات الفاعلة الأخرى ذات الصلة، بوضع حد لهذا العنف ومحاكمة مرتكبيه وكبار القادة الذين يعمل هؤلاء المجرمون تحت إمرتهم، وإذ يهيب بالدول الأعضاء تقديم المساعدة في هذا المجال ومواصلة تقديم المساعدة الطبية والإنسانية وغيرها من أشكال المساعدة إلى الضحايا،	1
The conflict has lasted more than half a century and cannot be addressed overnight.	El conflicto ha durado más de medio siglo y no puede resolverse de la noche a la mañana.	فالأمر يتعلق بنزاع دام أكثر من نصف قرن ولا يمكن تسويته بين عشية وضحاها.	0
Chinese channel, Shanghai Media Group, editor Bao Gang -- 19 December 2011	Shanghai Media Group, canal chino; Bao Gang, editor, 19 de diciembre de 2011	قناة Shanghai Media Group الصينية المحرر Bao Gang - بتاريخ 19 كانون الأول/ ديسمبر 2011	0
There were reports of discussions between would-be demonstrators and the security forces, in some cases face to face.	Se informó de conversaciones entre las personas que se proponían acudir a la manifestación y las fuerzas de seguridad, en algunos casos cara a cara.	وأشارت بعض الأنباء إلى أن مناقشات قد جرت بين الذين كانوا يعتزمون القيام بالتظاهر وقوات الأمن، وجها لوجه في بعض الحالات.	0
Two suspects in the attack are in custody in the prison built under the Maritime Crime Programme of UNODC.	Dos sospechosos en este ataque están detenidos en la cárcel construida por el Programa sobre la Delincuencia Marítima de la UNODC.	ويوجد اثنان من المشتبه في ارتكابهم هذا الهجوم رهن الاحتجاز في سجن بُني في إطار برنامج مكافحة الجريمة البحرية التابع للمكتب.	0
The report included a bleak description of the situation in the region, characterized by more acts of violence and terrorism.	El informe incluía una sombría descripción de la situación en la región, caracterizada por más actos de violencia y terrorismo.	وتضمَّنت الإحاطة وصفا قاتما للحالة في المنطقة التي اتسمت بمزيد من أعمال العنف والإرهاب.	0
All these manoeuvres coincide with hard-line official declarations designed to impede the resumption of the process of searching for a political solution, although the Security Council, in resolution 1598 (2005) of 28 April 2005, reiterated its call upon the parties and States of the region to continue to cooperate with the United Nations to end the current impasse and to achieve progress towards a political solution.	Todas estas maniobras coinciden, en definitiva, con unas declaraciones oficiales rígidas que miran a obstaculizar la revitalización del proceso de búsqueda de una solución pacífica, en un momento en que el Consejo de Seguridad, en su resolución 1598 (2005), de 28 de abril de 2005, había reiterado su llamamiento a las partes y a los Estados de la región para que siguieran colaborando con las Naciones Unidas de manera de poner fin a la actual situación de estancamiento y avanzar hacia una solución política.	والحقيقة أن جميع هذه المناورات تتزامن مع الإدلاء بتصريحات رسمية متصلبة ترمي إلى عرقلة تحريك عملية السعي إلى حل سياسي من جديد، علما أن مجلس الأمن كان قد طلب من جديد، في قراره 1598 (2005) المؤرخ 28 نيسان/أبريل 2005، إلى الطرفين ودول المنطقة مواصلة التعاون مع منظمة الأمم المتحدة لوضع حد للمأزق الراهن ولإحراز تقدم نحو تحقيق حل سياسي.	0
It also trained the staff of the Central Bank on riskbased anti-money-laundering/counter-financing of terrorism oversight.	También capacitó a los funcionarios del Banco Central en la supervisión de la lucha contra el blanqueo de dinero y la financiación del terrorismo en base a los riesgos.	كما درب موظفي المصرف المركزي على إجراءات الرقابة القائمة على المخاطرة في مجال مكافحة غسل الأموال وتمويل الإرهاب.	0
It stresses the importance of building the capacity of an effective and professional national police in Haiti.	Destaca la importancia de aumentar la capacidad de una policía nacional eficaz y profesional en Haití.	ويؤكد أهمية بناء قدرات شرطة وطنية فعالة ومحترفة في هايتي.	0
A total of 72 per cent of the planned police personnel had deployed (5 per cent of whom are women).	Se ha desplegado el 72% del personal de policía previsto (son mujeres el 5% de ese personal).	ونُشر في المجموع 72 في المائة من العدد المقرر لأفراد الشرطة (5 في المائة منهم نساء).	0
In the central regions, unresolved conflicts also continue to affect livelihoods and delay recovery.	En las regiones centrales, los conflictos sin resolver también siguen afectando a los medios de subsistencia y retrasando la recuperación.	وفي المناطق الوسطى، لا تــزال الصراعات التي لم تُحل تؤثر على سبل كسب العيش، وتؤخر عمليات التعافي.	0
"""The Security Council reiterates its equally strong condemnation of all violations of applicable international law involving the recruitment and use of children by parties to armed conflict as well as their re-recruitment, killing and maiming, rape and other sexual violence, abductions, attacks against schools or hospitals and denial of humanitarian access by parties to armed conflict."	El Consejo de Seguridad reitera su condena, igualmente enérgica, de todas las violaciones del derecho internacional aplicable relacionadas con el reclutamiento y la utilización de niños por las partes en un conflicto armado, así como los casos de reclutamiento repetido, muerte y mutilación, actos de violación y otros actos de violencia sexual, secuestros, ataques contra escuelas u hospitales y denegación del acceso humanitario por las partes en un conflicto armado.	"""ويكرر مجلس الأمن تأكيد إدانته بنفس القدر من الشدة جميع انتهاكات أحكام القانون الدولي السارية فيما يتعلق بقيام أطراف النزاعات المسلحة بتجنيد الأطفال واستغلالهم ومعاودة تجنيدهم وقتلهم وتشويههم واغتصابهم، وكذا سائر ما ترتكبه تلك الأطراف من أعمال العنف الجنسي والاختطافات والهجمات الموجهة ضد المدارس أو المستشفيات وحيلولتها دون وصول المساعدة الإنسانية."	1
38. On 20 September, 778 officers completed their training at the Police Academy. Of these, 35 were women and 148 former members of the military.	El 20 de septiembre 778 agentes terminaron su formación en la academia de policía. De estos agentes, 35 eran mujeres y 148 ex militares.	38 - وفي 20 أيلول/سبتمبر، أكمل 778 ضابطا تدريبهم بأكاديمية الشرطة. وكان من بين هؤلاء 35 امرأة و 148 من الأفراد السابقين بالجيش.	0
There was widespread support for efforts to neutralize the threat posed by ADF and other armed groups in the eastern Democratic Republic of the Congo, including FDLR, as mandated in resolution 2147 (2014).	Estaba generalizado el apoyo a la labor de neutralización de la amenaza que la ADF y otros grupos armados, como las FDLR, representaban en el este de la República Democrática del Congo, conforme a lo encomendado en la resolución 2147 (2014).	وأُبدي تأييد واسع النطاق للجهود الرامية إلى إبطال خطر تحالف القوى الديمقراطية وسائر الجماعات المسلحة في شرق جمهورية الكونغو الديمقراطية، بما في ذلك القوات الديمقراطية لتحرير رواندا، وفقا للتكليف الصادر في القرار 2147 (2014).	1
Many of the alleged crimes documented in Darfur have been widespread and systematic. They meet all the thresholds set in the Statute.	Muchos de los presuntos crímenes documentados en Darfur han sido generalizados y sistemáticos y cumplen todos los requisitos enunciados en el Estatuto de Roma.	فكثير من الجرائم الموثقة المدعى ارتكابها في دارفور هي جرائم ارتكبت على نطاق واسع وبشكل منتظم. وهي جرائم تتوافر فيها جميع الشروط الدنيا الواردة بنظام روما الأساسي.	0
Four States have adequate legal provisions for the suppression of terrorist recruitment.	Cuatro Estados han adoptado disposiciones jurídicas apropiadas para reprimir el reclutamiento de terroristas.	ولدى أربع دول ما يكفي من الأحكام القانونية لقمع تجنيد الإرهابيين.	0
Reiterating its full support for efforts to reach a comprehensive and inclusive solution to the conflict in Darfur, and bearing in mind the Darfur Peace Agreement, the need for the completion of the political process, and an end to the violence and abuses in Darfur,	Reiterando su pleno apoyo a los esfuerzos por alcanzar una solución general e inclusiva al conflicto de Darfur y teniendo presente el Acuerdo de Paz de Darfur y la necesidad de culminar el proceso político y poner fin a la violencia y los abusos en Darfur,	وإذ يكرر تأكيد دعمه الكامل للجهود المبذولة من أجل التوصل إلى حل شامل وجامع للنزاع في دارفور، وإذ يأخذ بعين الاعتبار اتفاق السلام في دارفور، والحاجة إلى إتمام العملية السياسية، وإنهاء أعمال العنف والتجاوزات في دارفور،	1
117. Acts of terrorism and incitement are complex manifestations of criminal behaviour.	Los actos de terrorismo e incitación son manifestaciones complejas de la conducta delictiva.	117 - وتمثل أعمال الإرهاب والتحريض مظاهر معقدة للسلوك الإجرامي.	0
It is thus concerned largely with aspects of social contexts that may be conducive to the spread of terrorism.	Por lo tanto, se ocupa en buena medida de los aspectos de los contextos sociales que pueden propiciar la propagación del terrorismo.	ومن ثمَّ فهو يُعنى إلى حد كبير بجوانب ذات سياقات اجتماعية قد تفضي إلى انتشار الإرهاب.	1
D. Listening more attentively to the voices of victims 112. Closely linked to the concept of counter-narrative is the growing recognition of the importance of the voices of victims of terrorism in effective counter-incitement strategies.	D. Escuchar con mayor atención a las víctimas El creciente reconocimiento de la importancia de escuchar a las víctimas del terrorismo a la hora de elaborar estrategias eficaces de lucha contra la incitación está estrechamente vinculado con el concepto de argumento opuesto.	112 - مما يرتبط ارتباطا وثيقا بمفهوم الخطاب المضاد هو تزايد الاعتراف بأهمية أصوات ضحايا الإرهاب في استراتيجيات فعالة لمكافحة التحريض.	1
Two States have not met the ICAO deadline for introducing machine-readable travel documents.	Dos Estados no han cumplido el plazo de la OACI para la introducción de documentos de viaje de lectura mecánica.	ولم تف دولتان بالموعد النهائي الذي حددته منظمة الطيران المدني الدولي للأخذ بنظام وثائق السفر المقروءة آليا.	0
Furthermore, participants agreed to step up pressure to disarm militias operating in the eastern Democratic Republic of the Congo and to negotiate bilateral extradition treaties concerning the remnant militia leaders.	Además, decidieron ejercer mayor presión para lograr el desarme de las milicias que operan en la zona oriental de la República Democrática del Congo y negociar tratados bilaterales para la extradición de los líderes de milicias aún en activo.	علاوة على ذلك، وافق المشاركون على تصعيد الضغط لنزع سلاح المليشيات العاملة في الجزء الشرقي من جمهورية الكونغو الديمقراطية والتفاوض من أجل إبرام معاهدات ثنائية لتبادل المجرمين من قادة المليشيات المتبقين.	1
I have the honour to refer to Security Council resolution 1690 (2006), in which the Council welcomed my initiative to ask the United Nations High Commissioner for Human Rights to take the lead in establishing an independent special inquiry commission in response to the request made by the Government of Timor-Leste in its letter dated 8 June 2006 (S/2006/391), and requested me to keep the Council informed on this matter.	Tengo el honor de referirme a la resolución 1690 (2006) del Consejo de Seguridad, en la cual el Consejo acogía con satisfacción mi iniciativa de pedir a la Alta Comisionada de las Naciones Unidas para los Derechos Humanos que se encargara de establecer una comisión especial independiente de investigación en respuesta a la solicitud formulada por el Gobierno de Timor-Leste en su carta de fecha 8 de junio de 2006 (S/2006/391), y me pedía que mantuviera informado al Consejo sobre esa cuestión.	أتشرف بأن أشير إلى قرار مجلس الأمن 1690(2006)، الذي رحب فيه المجلس بمبادرتي المتمثلة في الطلب من المفوض السامي لحقوق الإنسان الاضطلاع بالدور الريادي في إنشاء لجنة تحقيق خاصة مستقلة استجابة للطلب الذي تقدمت به حكومة تيمور - ليشتي في الرسالة المؤرخة 8 حزيران/يونيه 2006 (S/2006/391)، وطلب إليّ أن أبقي المجلس على علم بتطورات هذه المسألة.	0
Condemning all attacks against United Nations peacekeepers and humanitarian personnel, regardless of their perpetrators, and emphasizing that those responsible for such attacks must be brought to justice.	Condenando todos los ataques contra el personal de mantenimiento de la paz de las Naciones Unidas y el personal humanitario, sean quienes sean sus autores, y poniendo de relieve que los responsables de esos ataques deben comparecer ante la justicia.	يدين جميع الهجمات الموجهة ضد حفظة السلام وأفراد المساعدة الإنسانية التابعين للأمم المتحدة، بغض النظر عن مرتكبيها، ويشدد على وجوب تقديم الضالعين في تلك الهجمات إلى العدالة.	1
Condemning the continuing illicit flow of weapons within and into the [affected state] in violation of resolutions [prescribing sanctions], declaring its determination to continue to monitor closely the implementation of the arms embargo and other measures set out by its resolutions concerning the [affected state],	Condenando la corriente ilícita de armas que continúan circulando y entrando en [el país afectado] en contravención de las resoluciones [en las que se prescriben las sanciones], declarando su determinación de seguir vigilando atentamente la aplicación del embargo de armas y otras medidas impuestas por sus resoluciones relativas [al país afectado] ...	يدين استمرار التدفق غير المشروع للأسلحة داخل [الدولة المتأثرة] وإليها انتهاكا للقرارات [التي تنص على الجزاءات]، ويعلن تصميمه على أن يواصل الرصد المباشر لتنفيذ حظر توريد الأسلحة وغيره من التدابير المحددة بموجب قراراته المتعلقة بـ [الدولة المتأثرة].	1
(b) Free access to all places and establishments relevant to the work of the Commission;	b) El acceso libre a todos los lugares y establecimientos pertinentes para la labor de la Comisión;	(ب) حرية الوصول إلى جميع الأماكن والمنشآت ذات الصلة بعمل اللجنة؛	0
Many States will also continue to grapple with issues such as radicalization, violent extremism and the movement of terrorists across borders.	Muchos Estados también deberán seguir enfrentándose a cuestiones como la radicalización, el extremismo violento y los movimientos transfronterizos de terroristas.	وستستمر أيضا العديد من الدول في التعامل مع قضايا مثل التطرف، والتطرف العنيف، وتنقل الإرهابيين عبر الحدود.	0
An additional protocol to establish implementation mechanisms and organs for the Convention was adopted in Addis Ababa on 8 July 2004.	El 8 de julio de 2004 se aprobó en Addis Abeba un protocolo adicional cuyo objeto era establecer órganos y mecanismos de aplicación de la Convención.	وفي 8 تموز/يوليه 2004، اعتُمد في أديس أبابا بروتوكول إضافي يضع الآليات والأجهزة اللازمة لتنفيذ الاتفاقية.	0
99. Major terrorist groups in the region include Jemaah Islamiyah, which has been especially active in Indonesia, Malaysia and Singapore; the Abu Sayyaf Group; insurgent groups in the Philippines; and separatist insurgents in southern Thailand.	Entre los principales grupos terroristas de esta región se encuentran el denominado Jemaah Islamiyah, que ha estado especialmente activo en Indonesia, Malasia y Singapur, el Grupo Abu Sayyaf, los grupos insurgentes en Filipinas y los insurgentes separatistas del sur de Tailandia.	99 - تشمل الجماعات الإرهابية الرئيسية في تلك المنطقة الجماعة الإسلامية التي كانت نشطة بوجه خاص في إندونيسيا وسنغافورة وماليزيا؛ وجماعة أبو سياف؛ والجماعات المتمردة في الفلبين؛ والمتمردين الانفصاليين في جنوبي تايلند.	0
The secretariat consisted of criminal investigators, human rights monitors, legal advisers, a political adviser, an expert in military sector reform, an expert in police sector reform, a data-management officer, security officers and other administrative support staff.	La secretaría quedó integrada por investigadores penales, observadores de derechos humanos, asesores jurídicos, un asesor político, un experto en reforma del sector militar, un experto en reforma del sector de la policía, un funcionario de gestión de datos, oficiales de seguridad y demás personal de apoyo administrativo.	وتألفت الأمانة من محققين جنائيين ومراقبين لحقوق الإنسان ومستشارين قانونيين ومستشار سياسي وخبير في إصلاح القطاع العسكري وخبير في إصلاح قطاع الشرطة وموظف لإدارة البيانات وموظفي أمن وموظفين آخرين للدعم الإداري.	0
Reaffirms the unacceptability of the demographic changes resulting from the conflict, reaffirms also the inalienable rights of all refugees and internally displaced persons affected by the conflict, and stresses that they have the right to return to their homes in secure and dignified conditions ...	Reafirma que los cambios de población resultantes del conflicto son inaceptables, reafirma también los derechos inalienables de todos los refugiados y desplazados dentro del país afectados por el conflicto y subraya que tienen el derecho a regresar a sus hogares en condiciones dignas y de seguridad ...	يؤكد مجددا عدم مقبولية التغيرات الديمغرافية الناجمة عن النزاع، ويؤكد مجددا أيضا أن لجميع اللاجئين والأشخاص المشردين داخليا المتضررين من النزاع حقا غير قابل للتصرف في العودة إلى ديارهم بأمان وكرامة ...	1
Moreover, there are concerns that the active arms-for-drugs trafficking emanating from Afghanistan may lead to terrorist financing in neighbouring Central Asian States, through the activities of cash couriers.	Además, existe la preocupación de que el intenso intercambio de drogas por armas en el Afganistán pueda conducir a la financiación del terrorismo en los Estados vecinos de Asia Central a través del envío de dinero por mensajeros.	وعلاوة على ذلك، يتبدى القلق من أن يُفضي الاتجار على نحو نشط بالسلاح مقابل المخدرات في أفغانستان إلى تمويل الإرهاب في الدول المجاورة في وسط آسيا من خلال أنشطة حاملي النقدية.	1
In another case, the Janjaweed attacked Mallaga village in October 2004. Eighteen men were killed and four men and two women injured.	En otro caso, los Janjaweed atacaron la aldea de Mallaga, en octubre de 2004, matando a 18 hombres e hiriendo a cuatro hombres y dos mujeres.	وفي حالة أخرى، هاجم الجنجويد قرية مالاغا في تشرين الأول/أكتوبر 2004. وقد قُتل 18 رجلا، وأصيب أربعة رجال وامرأتان.	1
Not all States have established the principle aut dedere aut judicare in domestic law in accordance with the provisions of the international counter-terrorism instruments.	No todos los Estados han recogido en su derecho interno el principio aut dedere aut judicare (extraditar o enjuiciar) de conformidad con los instrumentos internacionales de lucha contra el terrorismo.	ولم تدرج الدول كلها مبدأ التسليم أو المحاكمة في قوانينها المحلية وفقا لما تنص عليه الصكوك الدولية لمكافحة الإرهاب.	0
Troops and police should be better prepared to engage in protection tasks, including the prevention of conflict-related sexual violence.	Los contingentes y las fuerzas de policía deberían estar más preparados para cumplir tareas de protección, en particular para prevenir la violencia sexual relacionada con los conflictos.	وينبغي أن تكون القوات العسكرية وقوات الشرطة أحسن استعدادا للقيام بمهام الحماية، بما في ذلك منع العنف الجنسي المرتبط بالنزاع.	0
The Mission has re-evaluated its operational commitments in the light of the limited reinforcements authorized under the resolution.	La Misión ha reevaluado sus compromisos operativos a la luz de los refuerzos limitados autorizados por la resolución.	وقد أعادت البعثة تقييم ما كُلفت به من عمليات في ضوء التعزيزات المحدودة المأذون بها بموجب القرار.	0
