id	es	Relevant
2005/s/2005/572/255:3	It also held discussions with investigators of the Special Court for Sierra Leone and continued to meet with the Panel of Experts established pursuant to Council resolution 1533 (2004) on arms flows to the Democratic Republic of the Congo.	1
2013/s/prst/2013/13/10:2	âThe Security Council recognizes the efforts of the countries of the region to take appropriate measures under international law to combat piracy and armed robbery at sea and to address transnational organized crime, including drug trafficking, as well as other measures to enhance maritime security.	1
2014/s/prst/2014/3/75:1	- Encourage United Nations peacekeeping operations and other relevant missions authorized by the Security Council, as appropriate and on a case-by-case basis, to prevent the illegal appropriation and confiscation of land and property belonging to refugees and internally displaced persons and to ensure the protection of returning refugees and internally displaced persons.	1
2005/s/2005/604/91:5	We also agreed that the parties should re-establish a genuine, much-needed dialogue and proceed, without further delay, to the dismantling of militias, the disarmament, demobilization and reintegration of combatants, as well as to the organization of free, fair and credible elections.	1
2006/s/2006/822/278:1	The evidence shows that armed men under the command of Abilio Mesquita began the attack on the residence of Brigadier General Ruak on 24 May, as indicated in paragraphs 69 and 70 above.	1
2004/s/res/1526_2004_/21:1	6. Decides, in order to collaborate with the Committee in the fulfilment of its mandate, to establish for an 18-month period, based in New York, a team to provide analytical support and to monitor the implementation of sanctions (hereinafter referred to as âthe Monitoring Teamâ), under the aegis of the Committee, with the responsibilities listed in the annex to the present resolution;	1
2014/s/2014/913/42:2	In 2014, in response to Security Council resolutions 2083 (2012) and 2161 (2014), and in order to further promote the implementation by national authorities of Security Council sanctions regimes, the Division standardized the format of all Council sanctions lists and established the Consolidated Sanctions List of the Security Council, which contains the names on the sanctions lists of the sanctions committees of the Council as a whole.	1
2005/s/2005/673/12:2	In my second report, which is the first semi-annual report on the implementation of resolution 1559 (2004) (S/2005/272), I noted that as at 26 April 2005, significant and significant progress had been made by the parties concerned in the implementation of some of the provisions contained in resolution 1559 (2004), but that the requirements of that resolution had not yet been met.	1
2014/s/2014/914/14:3	It provided detailed information on violations and abuses committed against children in Yemen.	1
2004/s/2004/642/48:1	The Executive Director shall ensure that all relevant international, regional and subregional organizations have a point of contact within the Evaluation and Technical Assistance Office, which will liaise with the Office of the United Nations High Commissioner for Human Rights and other relevant organizations in the field of human rights and counter-terrorism.	1
