ar	Relevant
"(2) Measures introduced since June 16, 2009:"	0
Council Regulation (EC) No. 1334/2000 considers the transfer of anything intangible to be an export.	0
"""Report of the Secretary-General on the United Nations Integrated Mission in Timor-Leste (S/2008/501)""."	0
2. Decides to remain seized of the matter.	0
Ms. Dana Perkins (United States of America)	0
"To be held on Wednesday, March 7, 2001, at 10.30 a.m."	0
Professor at the National School of Administration and Magistracy until 1991.	0
(b) Revision of the processing and evaluation methodology since the review of the first installment	0
D. Narrative summaries of reasons for listing	0
Address: Jabalia refugee camp near al-Fakhoura school	0
Transfers (to)/from UN and other agencies	0
"To be held on Monday, August 4, 2003, at 12.10 p.m."	0
(q.v: 418 GC(20)-30/3/2008)	0
24. The Commission's account is administered in accordance with the Financial Regulations and Rules of the United Nations.	0
"Letter dated November 9, 1998 addressed to"	0
"""Report of the Secretary-General on the situation in the Sahel (S/2013/354)""."	0
"(Audit Office - USD 4,716,242"	0
"To be held on Thursday, 14 December 2006, at 3.20 p.m."	0
"Ratified by Venezuela on July 7, 1983."	0
(a) Appointment of UTO personalities to positions at all levels of the executive branch - end of September.	0
Approximately 80 percent of U.S.-bound sea containerized cargo comes or passes through the Port's Container Security Initiative and is screened before being loaded onto a U.S.-bound vessel.	0
(3) Each of the following persons shall be deemed to be a Finnish citizen:	0
1) Inspect all site facilities and take water samples at the site.	0
You can then begin the process of obtaining a Kimberley Certificate in preparation for export.	0
Ethiopia will accept nothing less than the liberation of its land first and foremost.	0
"(2 European Convention on Extradition (1957) and its Protocols of 1975 and 1978. All ratified on June 20, 1984."	0
":: Tunisia's accession to the International Convention on Container Safety: Tunisia's accession to the International Convention on Container Safety, pursuant to Law No. 53 of July 12, 2004."	0
:: Tunisia's accession to the International Convention on Container Safety: Radiation Protection Board - Legislative Instrument 1993 (Legislative Instrument 1559).	0
New Zealand's customs and immigration services have similar arrangements.	0
"In this regard, the Heads of State and Government identified three key priorities:"	0
He has now been returned to his family.	0
"Place of birth: Moussou, Grand-Bassam, Côte d'Ivoire"	0
The Movement will remain seized of this important issue.	0
:: Monitoring of all export or transit/transit shipments: Monitor all export or transit/transshipment shipments through portal monitors.	0
Each of these shipments is valued at more than $16 million.	0
Sèvres Jean-Marc de la Sablière (France)	0
"Sierra Leone now has 49 daily newspapers and 39 radio stations, 32 of which are privately owned."	0
"a. Continental Construction Ltd: US$16,017,275,91."	0
:: Consultation on and finalization of the draft constitution Consultation and finalization of the draft post-transition constitution	0
"S/RES/1564 (2004), op. 12"	0
This is a large reserve and can be used for some time.	0
Acting under Chapter VII of the Charter of the United Nations.	0
"Article 9 of the Law ""On the Granting of Licenses"" of April 17, 1995"	0
Overview of the Central African Republic	0
محطة NBC News الأمريكية الصحفي الأمريكي أيمن محي الدين - بتاريخ 17 كانون الثاني/ يناير 2012	0
III. Implementation of the mandate of the Office	0
"Mr. Mazio does not hold this debt against Commander Jerome, but against the transitional government in Kinshasa."	0
38/82/85 - February 1985	0
"In addition to the guidelines, the investment objectives of all cash pools are as follows, in order of priority:"	0
"Swedish freelance journalist Alexandra Sandles -- February 13, 2012"	0
"Hansen Weah, Augustine Toyah, and the role of Liberian parishes"	0
United States of America: Draft resolution	0
"IX. Identification of goods, entities and individuals"	0
"To be held on Tuesday, October 2, 2007, at 1.20 p.m."	0
"""F. The provisions of this Convention shall not apply to any person with respect to whom there are serious reasons for believing that:"	0
The tanker company provides marine transportation and related services to companies in the oil industry.	0
"The first Heads of State Summit is scheduled for November 19-20, 2004 in Dar es Salaam."	0
"This income appears to have been diverted to personal accounts, as was the entirety of the corporate registry income."	0
"Tunisian newspaper Al-Shorouk, Tunisian journalist Nouri Al-Sall -- November 23, 2011"	0
The UQU Council at the ministerial level.	0
"21 - Items and equipment for skiing, golf, scuba diving and water sports"	0
Cost is defined as the nominal value plus or minus any net premium or discount.	0
"The United Nations Development Program (UNDP) and other UN partners could be involved in a subsequent pilot project in Bariak, Jonglei State."	0
32. The Trial Chamber rendered its judgement in the Ntawukulilyayo case on 3 August 2010 and issued it in writing on 6 August 2010.	0
"2. A second group, consisting of four inspectors, left the Canal Hotel in Baghdad at 0830 hours. At 1700 hours it arrived at the State Company for Petrochemical Industries, which belongs to the Ministry of Industry and Minerals and is located in the Zubayr area of Basrah governorate."	0
"To be held on Monday, November 23, 2009, at 10.15 a.m."	0
"The team asked the person who was present at the site a number of questions about the ownership of the site, how the water is filtered, and the use of chlorine for sterilization."	0
"To be held on Wednesday, January 26, 2011, at 10 a.m."	0
2. Implementation of resolution 1624 (2005)	0
"1. Mahmoud Hussein Rajab, 60 years old"	0
"To be held in private on Sunday, December 19, 2010, at 5.30 p.m."	0
"50. The situation in Libya (February 22, 2011; December 16, 2013)."	0
"On another level, the Secretariat-General addressed the Permanent Delegation of the African Union to the League of Arab States in this regard, Memorandum No. 647/5 dated 30/1/2008."	0
28. Green belts project in the regions of the Arab world	0
Ambassador Jean-Marc de Sablière (France)	0
The committee received two such notifications.	0
The Panel also considers compensable forms of evacuation costs.	0
He was hospitalized in South Mitrovica.	0
The UN stands ready to support national efforts in this area.	0
Report of the Secretary-General on the situation in Abyei (S/2011/451).	0
"S/RES/2093 (2013), OP 29"	0
"The final maintenance certificate was issued on December 15, 1988 and on August 20, 1980, Wolff & Müller sent its final account statement to the secretariat."	0
"26. The situation in Somalia (March 17, 1992; December 19, 2007)."	0
Alternatives	0
- Creating false pre-loading schemes to give the impression that only sugar is being loaded (see Annex XXV)	0
"However, one participant questioned whether most diplomats on the council have a habit of putting the world's interest ahead of their own national interest."	0
"On July 3, leaflets were dropped on the cities of Han Pijesak, Visegrad and Vlasenica.1"	0
Some significant achievements have been made in meeting the KPCS acceptance requirements.	0
(b) Goods passing through New Zealand (i.e. remaining on board a ship or aircraft) are not currently monitored.	0
"(S/RES/1674 (2006), OP 22"	0
"(Chartering of vessels (SAR 7,058,710)."	0
Permanent Mission of Belgium to the United Nations	0
- Convention on the Physical Protection of Nuclear Material (1980).	0
3. Loss of profit on a particular project	0
"(b) It did not take into account the opening balance of $1.97 million, which was available to the Liberian National Transitional Government on July 1, 2005."	0
The maintenance phase usually begins when the business owner first receives the project and begins operating or using it.	0
28. Amer Daidan Ali Al-Ajami	0
Sometimes only his first name is given.	0
9. Decides to remain seized of the matter.	0
"The current mandate of the Office will expire on December 31, 2001."	0
Copies of these laws are contained in Annexes C and D.	0
The public distribution system for food and medicine was disrupted.	0
:: The areas in which the charity operates: The areas in which the charity operates nationally and/or internationally.	0
Alternatives	0
Muhammad Ali Saleh Al-Zagah	0
Statement by the President of the Security Council	0
Hitachi notes that these vehicles were intended to be used to transport ammonia once the plant began production.	0
"46. The situation in Myanmar (September 15, 2006; July 13, 2009)."	0
b. Be intended for operation at temperatures ranging from less than -45°C to more than +55°C; and	0
vii. other issues 76 - 86 81	0
2. Decides to remain seized of the matter.	0
"(3) A securities market participation organization as defined in the Securities Markets Act (RT I 1993, 35, 543: 1995, 22; 1996:328, 26; 1997:528, 34; 535: 1988; 61,979)."	0
"Once the trader proves that the royalty has been paid, the Government Diamond Office issues a Kimberley Process certificate and authorizes the export."	0
III. Activities of the advance team	0
29. Decides to remain seized of the matter.	0
"During 2005, the list was sent three times (SCA/2/05(03), SCA/2/05(10) and SCA/2/05(20))."	0
"5. The situation in Timor-Leste (December 15, 1975; December 19, 2012)."	0
The provisions of Article 80 of the Criminal Code are as follows:	0
"Each package contains nine essential items and weighs 40 kilograms, enough for a family for the entire month of Ramadan."	0
"14. On the Ethiopian side, on November 23, an UNMEE patrol was detained for two hours at an Ethiopian Armed Forces checkpoint north of Badme in Sector West."	0
"S/RES/2100 (2013), OP 28"	0
These five persons are those listed in annex II to resolution 1803 (2008).	0
Natural resources play a key role in the Government of Liberia's vision for a future of sustainable and equitable growth.	0
"But with thousands of poor, undernourished and unemployed young people roaming the streets across the country, many of whom are semi-literate or illiterate, Sierra Leone is not yet a shining example for Liberia to follow."	0
"After obtaining the license, the export and import of goods of strategic importance is carried out within the timeframe specified in the license."	0
"There are no means of communication apart from satellites, cellular telephones and private radios."	0
"National Key Points Act, 1980 (Act 102 of 1980)"	0
"28. Italian Al-Rai TV, journalist Giuseppe Bonavolonta, December 16, 2011"	0
"18. The situation in the Central African Republic (August 6, 1997; June 6, 2012)."	0
"During the rainy season (June-October), this area is essentially cut off from the rest of CAR and is only accessible by air."	0
"The situation in the Middle East (July 18, 1960; February 26, 2014)"	0
The search is ongoing for two other suspects.	0
1. Appoint a Darfurian advisor to the President of the Republic.	0
"""The situation in the Central African Republic"	0
"This sets the conditions for a successful country-wide collection of heavy weapons, which currently stands at 94 percent."	0
"Incentive payments (SAR 4,978,033)"	0
"Under these circumstances, it is almost impossible to expect more from Ethiopia."	0
"Finally, we know that the road to democracy is not easy."	0
"(a) The President, the Prosecutor and the Registrar of the Mechanism may also serve consecutively as President of the ICTY or ICTR or as Prosecutor and Registrar of the ICTY and ICTR."	0
Parties have filed claims:	0
The UQU Council at the ministerial level.	0
"Reimbursement of troop and contingent-owned equipment costs has been made for the periods up to August and June 2008, respectively, in accordance with the quarterly payment schedule."	0
(c) Work is currently underway to rehabilitate El Geneina Airport.	0
:: Inspections of suspicious cargo to and from Iran at ports and airports: Inspections of suspicious cargo to and from Iran at ports and airports (paragraph 14 of resolution 1929 (2010))	0
"S/RES/1208 (1998), OP 4 and OP 12"	0
b. Add a new paragraph B (ii) as follows:	0
The overall turnout was 56.4 percent.	0
III. Lessons learned: Feedback from participants in the 2012 session	0
6. Decides to remain seized of the matter.	0
These goods and technologies are listed in Annex I of the Regulations.	0
"BP Oil provided a copy of the ""Marine Equipment Lubricants Agreement"" between BP Oil and IOTE dated 27 November 1987, which was valid until 30 November 1990, as well as copies of the 15 invoices and 14 delivery receipts."	0
"""Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur (S/2013/420)""."	0
There is no infrastructure or equipment to inspect goods.	0
"American journalist Liz Sly of the Washington Post -- October 19, 2011"	0
Report of the Secretary-General on the situation in the Central African Republic (S/2014/857)	0
"See also, for example, resolution 1325 (2000), paragraph 6; and resolution 1296 (2000), paragraph 19."	0
"92. Given its importance for the future of Libya, the constitutional process has rightly received the attention of Libyans and the international community alike."	0
(d) Population identification and voter registration processes	0
"Done at Luanda on February 14, 2003 and signed"	0
United Kingdom of Great Britain and Northern Ireland (Ambassador Jeremy Greenstock)	0
شركة ميريل لينش وشركاه المحدودة (جزء مقطوع من 4002249)	0
"Strategic transportation support will rely, to the extent possible, on existing UN capacities and regional supply lines."	0
Acting under Chapter VII of the Charter of the United Nations.	0
Counting votes and compiling results (until September 6).	0
60. Many places remain largely inaccessible.	0
The draft decree is currently before the combined Justice and Human Rights and Finance and Public Credit committees of the House of Representatives for a decision.	0
"ECOWAS Summit (Accra, January 19, 2005) and AU Summit (Abuja, January 30 and 31, 2005)"	0
"On average, ECOWAS member states have allocated between 20 and 60 percent of their export earnings to external debt servicing."	0
It is meant to be a technical process that does not involve any substantive change in boundaries.	0
":: Recognize products, tools and other forms of evidence: Recognize products, tools and other forms of evidence."	0
Nicholas Williams (United Kingdom of Great Britain and Northern Ireland)	0
"Since 1998, new forms of passports have been issued to minors according to age: 1 to 3 years, 7 to 12 years and 12 to 16 years."	0
"To be held on Thursday, October 26, 2006, at 10 a.m."	0
"Enclosure, paragraph 3, subparagraphs (b) and (c)"	0
2. The situation in East Timor.	0
- Training to use the system.	0
"1. Euro-Atlantic Partnership Council, 1992"	0
2. The situation between Eritrea and Ethiopia	0
"5. Mohammad Ahmad Al-Shteiwi, from Nimr, Daraa"	0
"Promulgated by Decree No. 500 of May 8, 1931. Official Gazette: May 26, 1931."	0
"To be held on Friday, July 18, 2003, at 10.20 a.m."	0
1. Misrepresented and stolen passports and other travel documents	0
"When Gedi was president, the TFG received the following financial aid:"	0
"See also, for example, Security Council resolution 1880 (2009), operative paragraph 27"	0
The rest of the judges will arrive in the near future when the new trials begin.	0
"To be held on Wednesday, November 5, 2014, at 15:00"	0
The mission delivered essential medical supplies to a clinic run by a non-governmental organization in the town of Um Dukhun.	0
"Joseph Durisa, editor-in-chief of a weekly magazine -- December 11, 2011"	0
"17. The situation in the Great Lakes region (November 1, 1996; July 21, 2011)."	0
The ICRC has played a commendable role in these matters.	0
Other Functions of the Ombudsman's Office	0
"2. For 2006, the Bureau of the Committee consisted of Osvaldo de Rivero (Peru), who served as Chairman from 1 January to 28 July, and Jorge Voto-Bernales (Peru), who served as Chairman from 26 October to 31 December, with Japan serving as Vice-Chairman (see S/2006/846)."	0
"The committee is now chaired by the Prime Minister and includes two members each from UCPN-M, NC, CPN-UML and one member each from the Madheshi People's Rights Forum Party, Madheshi People's Rights Forum-Democratic Party and Tarai Madheshi Democratic Party."	0
"DPA, DPKO, UNESCO, UNHCR, UNICEF, WFP"	0
"From November 25, 1998 to February 26, 1999, 149 inspections were conducted, 56 in the Republika Srpska and 93 in the Federation."	0
V. UNMOVIC Joint Inspection Team in Mosul:	0
6. Decides to remain seized of the matter.	0
The team had to drive 20 kilometers south to get an official stamp of entry.	0
12. Abjad Butcher Alloush Al-Mutairi	0
The government now has to pay months of accumulated salary arrears.	0
(iii) Valve station and fill hose on single mooring buoy No. 3	0
"3. The situation in Cyprus (December 27, 1963; June 15, 2010)."	0
"Two countries have ratified 13 instruments, and seven countries have ratified 12 instruments."	0
Acting under Chapter VII of the Charter of the United Nations.	0
"In rural areas, the figures were 15.4 per cent in 1998 and 23.8 per cent in 1999, well below the quality standards set by the World Health Organization (WHO)."	0
B. At the level of the Central Bank of West African States	0
(m) W.J. White Ltd (UK): None.	0
"Estimates put the value of these investments at around $30 million, although other estimates put the figure as high as $300 million."	0
Annex IV - Annex to the Committee's guidelines	0
107. The percentage of total annual appropriations expended during the six-month period from July 2005 to January 2006 is as follows:	0
This experience could be a practical mechanism for paying salaries in the future.	0
"So in many ways, this was an act of legislation."	0
It is possible that the reports did not include their illnesses in the total numbers recorded.	0
The situation in Côte d'Ivoire	0
"Revenues are generated from taxes levied on imports, exports, and berthing at the port."	0
2. The situation in the Great Lakes region	0
Target beneficiaries by groups and countries	0
"If not, are there plans to perform the procedure?"	0
The UN will not purchase these dual-use items or otherwise provide them to the government.	0
"During 2012 and 2013, the United States also formally approached several countries in Africa, Asia and the Americas to encourage them to join the Hague Code of Conduct against Ballistic Missile Proliferation."	0
The Committee has not yet received the testimony concerning the third Eritrean.	0
Subparagraphs 3 (b) and (c)	0
"But as the entire country enters the famine period, which coincides with the rainy season, the WFP is facing a financial shortfall of more than $300 million."	0
2. The situation in the Middle East.	0
II. Developments during the reporting period	0
II. Developments during the reporting period	0
"Resolution 2095 (2013), 7th preambular paragraph"	0
"Article 185 bis of the Criminal Code, on the other hand, does not apply to actual funds except in terms of their origin."	0
"September 18, 1998 Resolution 1197 (1998)"	0
Alternatives	0
B. Killing and maiming of children	0
"1. Convention on the Physical Protection of Nuclear Material, 1979."	0
"In November, 10 boys from UNICEF-supported transit centers were reunited with their families."	0
About 30 percent of the children were in hard-to-reach areas.	0
Robotovo and Madhi Real Estate District/Veliko Robotovo	0
E. Contributions from other international partners	0
"Technical note: 'Accuracy' includes non-linearity, (magnetic) hysteresis, and repeatability at ambient temperature."	0
"Chinese newspaper China Youth Daily, editor Ho Yahguang -- December 19, 2011"	0
"(i) the Government of St. Vincent and the Grenadines, or any of its constituent parts; or"	0
"Presidential statement S/PRST/2013/15, para. 13 (2013)"	0
"Omar Mohamed Mohamud ""Finish"", Minister of Religious Affairs and Endowments in the Transitional Federal Government. Controls the port of Mogadishu and part of the Mogadishu airport"	0
"Date of birth: January 27, 1959"	0
"There is currently one unit with IR-2m centrifuges, five units with IR-1 centrifuges, and the other two units do not have any centrifuges."	0
:: Accede to instruments not yet acceded to: Joining instruments that have not yet been joined.	0
"S/RES/1325 (2000), OP 15"	0
No date has yet been set for the session.	0
"Article 535 defines ""aircraft in the air"" and ""aircraft in service"" as follows:"	0
"45. Briefing by the Chairman of the African Union (May 31, 2006; May 31, 2006)."	0
"He knows that such support or resources will be used, or are intended to be used, for the following purposes:"	0
"S/RES/1738 (2006), OP 4"	0
"EEI provided a list of the assets in question, including their serial and model numbers, along with their value. EEI made no reference to the age of the assets nor did it make any depreciation adjustments."	0
Montenegro became one of six equal republics in a new Yugoslav federation.	0
Claim No. 5000381 (Kuwait Oil Company: Disposal of	0
"(b) Third issue cancellation expenses - USD 195,672 /"	0
"In light of this, the office is steadily gaining the trust and respect of the public."	0
"The other parties to the Convention, besides Bangladesh, are the Kingdom of Bhutan, the Republic of India, the Republic of Maldives, the Kingdom of Nepal, the Islamic Republic of Pakistan and the Democratic Socialist Republic of Sri Lanka."	0
1. Consolidated Claim (UNCC Claim No. 5000062)	0
"However, in the past two and a half years, Eritrea's position on Somalia has proven to be more realistic and correct."	0
Italy and the United States provided funding in February to resolve the backlog of unpaid salaries.	0
Supplies and services	0
Write-off of losses of cash and receivables	0
These are explained in detail below.	0
"October 27, 2012 - April 20, 2013"	0
III. Article 61 issues and comments	0
":: Restrictions or regulations, if any: Restrictions or regulations, if any, imposed on the movement of precious commodities such as gold, diamonds and other related materials."	0
b. Components usable in systems specified in 1.A. or 19.A.1.	0
20. Sub-clause 43.3 states:	0
"Although the government has not set a reference price, it is negotiating with some local private entrepreneurs to buy cashews at between 200 CFA francs and 230 CFA francs per kilogram."	0
"At the time of writing, Urena Primary School in Adelang sub-county, Pader County, was occupied by the Uganda People's Defense Forces (UPDF)."	0
"To be held on Wednesday, December 14, 2005, at 5.40 p.m."	0
The Minister of Finance may authorize transactions with respect to such property or the provision of services in certain circumstances (e.g. to take remedial action on behalf of a third party with a valid interest in the property or in its maintenance or disposal).	0
"To be held on Wednesday, January 21, 2009, at 3 p.m."	0
Empowering the Arab family to become:	0
A fictitious trading company organized the shipment.	0
Trebic IT-05-88/1-Ar73.1 20-7-2006	0
"To be held on Tuesday, 13 December 2005, at 3 p.m."	0
"Since the beginning of the year, UNHCR has reached 434,645 people in 91 besieged and hard-to-reach areas."	0
Items relating to the situation in the former Yugoslavia	0
"On September 12 and October 1, 2013, officials of the Ministry of Interior of Côte d'Ivoire confirmed to the Panel that the issue of financial payments had not been disclosed to the Government of Liberia."	0
"These guidelines for the insurance industry were issued by Negara Malaysia on April 25, 2001."	0
- Hungary (Ratification Act 7 of 1983)	0
"The types of fish caught are tuna, bennett, mackerel, squid, shark, lobster and shrimp."	0
"(from June 1 to November 27, 2000)"	0
"In addition, the rains are blocking road access to various parts of the region."	0
2. Communist Party of Nepal-Maoist	0
"On the financial side, the National Reserve Bank of Tonga and the Ministry of Finance will support the team."	0
B. Nature and purpose of the proceedings	0
:: Coordination between government agencies in all these areas: Coordination between government agencies in all these areas.	0
Some of these areas are highlighted in the following paragraphs.	0
"We hope that this support will continue, including in particular in the context of the upcoming Washington conference."	0
A. Considerations common to options involving United Nations participation in new judicial mechanisms	0
2. Other international treaties and procedures	0
573 of 637 tons (90%)	0
"To be held on Thursday, October 13, 2005, at 3.30 p.m."	0
E. Loss of tangible property 378 - 387 98	0
Report of the Secretary-General on the United Nations Office in Burundi (S/2013/36).	0
"Statement III. Statement of cash flows for the biennium ended December 31, 2007"	0
"To be held on Thursday, March 6, 2014, at 10:00 a.m."	0
:: Bank transfers to suppliers by Kampala in favor of Ituri traders: Bank transfers to suppliers by Kampala in favor of Ituri traders.	0
"Article 4, paragraph 1 of the decree prohibits the entry into or transit through Switzerland of the natural persons listed in the annex."	0
(v) Any other responsibility as determined by the Committee.	0
77. The extraction operations are being carried out with the assistance of the international community.	0
"Algeria, Angola, Angola, Benin, Brazil, Chile, China, France, Pakistan, Philippines, Russian Federation, Spain."	0
"Indeed, the tragedy in Abkhazia has led to a range of ""reactions""."	0
1. All documents relating to Arab and international labor standards.	0
(o) To remain seized of the matter.	0
11. All relevant documents are contained in annex II.	0
:: The procedure ends if the official authorizes the foreign national to enter the country: The procedure ends if the official allows the foreign national to enter the country.	0
"Holt, Jr. (USA)"	0
"After leaving Liberia, he has since mid-2001 settled in a number of places, including Ghana."	0
"TFG expenditures focus on operational costs, including the payment of salaries to civil servants and ministry overheads."	0
"They are broken down as follows: (i) Current expenditures of 20,351 billion CFA francs, (ii) Capital expenditures of CFAF 921 million, and (iii) Debt settlement of CFAF 11,266 billion CFAF, (iv) Arrears of CFAF 24,375 billion, (v) Treasury operations amounting to CFAF 436 million."	0
61. The first phase of the electoral process was a resounding success.	0
Referral of Case 4 to the Committee	0
(iv) The final status of the Abyei Area.	0
"A recent survey showed that 97 percent of consumers in the center/south receive their food rations on time, while only 77 percent of consumers in the north do."	0
Each collection includes a list of items categorized by specific points with detailed descriptions.	0
(i) Solomon Islands has prepared a draft bill on money-laundering which will be presented to the next session of the National Parliament.	0
It was widely disseminated among field offices.	0
"Administrative expenses calculated on the basis of applicable rates amount to 162,432,000 CFA francs."	0
A component of this latter aspect is the completion of the baseline survey of environmental tritium concentrations.	0
"- Information is regularly disseminated through government websites, publications, and bulletins."	0
The University Council.	0
"To be held on Tuesday, August 19, 2008, at 5.30 p.m."	0
"It took us three days to find out where my father was, because he had been buried."	0
"Fourth, SerVaas submitted evidence in the form of an affidavit from one of its senior employees that he knew that the plant was operational in 1992."	0
"The company claims that the vessel, Sea Music II, was at the docks of the Shuaiba refinery on August 2, 1990 and was partially loaded with a cargo of sulfur."	0
"Vice Presidents: France, Gabon, Russian Federation and Gabon"	0
D8/D9 (individual business losses)	0
"It is also well established that Zambia played a key role in the liberation of southern Africa, including the liberation of Angola."	0
5. Damage to natural resources with no commercial value	0
"2. The situation in Chad, the Central African Republic and the subregion"	0
Recalling the extraordinary conditions in New York City resulting from Superstorm Sandy.	0
":: Restrictions: Restrictions or rules, if any, imposed on the movement of precious commodities such as gold, diamonds and related items."	0
"However, during its mandate, the Panel was only able to travel to a few areas of interest, including Sirba in West Darfur and Dobo (east of Jebel Marra)."	0
"The situation in Côte d'Ivoire (December 20, 2002; June 25, 2014)"	0
"The claim has been reclassified to a claim for loss of tangible property, inventory and vehicles."	0
3. The country to which the product will be exported and the port or customs office in the country of origin.	0
"S/RES/1820 (2008), preambular paragraph 8"	0
Two of them later announced their resignation from the party.	0
"If repeated, this can result in the credit institution losing its license."	0
- Based on the provisions of the Charter Annex on the mechanism for the regular periodic convening of the Presidency of the Council of the League of Arab States at summit level.	0
"To be held on Wednesday, August 24, 2005, at 10 a.m."	0
Comprehensive Nuclear-Test-Ban Treaty	0
"Some of the equipment in the photos bears the name ""Felten and Guillaume""."	0
III. Work and report of the Panel	0
29. Reimbursement of troop costs for the period up to 30 September 2008 and contingent-owned equipment costs for the period up to 30 June 2009 have been made in accordance with the quarterly payment schedule.	0
A law on money laundering is about to be finalized.	0
(c) Report suspicious transfers immediately (Table 3)	0
"A. Trial judgments pending as of November 15, 2013"	0
"10. Staff member on special assignment (DSA/Law), August 26, 1985-February 2, 1985"	0
39/90/499 - December 1990	0
ASEAN Action Plan to Combat Transnational Crime	0
5. Looting of FARDC stocks by FDLR	0
The equipment lists are long and can be summarized as follows:	0
- Full observance of United Nations resolutions and relevant treaties.	0
"These employees were ready and waiting to work during various periods between January 1 and June 30, 1991."	0
A high percentage of this amount has not been utilized because of the poor and complicated conduct of the Committee established by resolution 661 (1990).	0
The Government is supported by UNIOGBIS and the United Nations Country Office in its efforts to organize the donor roundtable conference.	0
2. The resolution stipulates that the plan shall include:	0
"Law No. 15-430 (July 12, 1983)"	0
II. Developments during the reporting period	0
"3. The experts began their mission on July 23, 2007."	0
2. Analysis and valuation of the claim 376 - 379 79	0
The Trial Chamber is expected to deliver its judgment in May 2010.	0
":: Nuclear materials, including uranium, plutonium and thorium: Nuclear materials, including uranium, plutonium and thorium"	0
Turkey has been fabricating flimsy pretexts and justifications for its acts of aggression.	0
"1 x 600,000 CHF = 600,000 CHF"	0
"Add Presidential Decrees Nos. 06-117 and 06-118 of April 11, 2005."	0
"According to this law, the entry ban can be temporary or permanent."	0
An Arabic term for a salt flat usually found in a groundwater drainage area that is rarely exposed to seawater that is isolated from its surroundings.	0
There is severe disruption at all levels of education throughout Serbia.	0
Original digital/electronic records management project	0
United States of America: Draft resolution	0
"1 - Northern region: (54) sorties were flown at speeds of 720-780 km/h and at altitudes of 6-12 km, as follows:"	0
But he has made progress in advancing the restructuring and reform of these forces.	0
Capacity building was one of the main objectives.	0
"64. Complaint by Cuba (September 17, 1973; September 18, 1973)."	0
(f) Buying or selling for cash in foreign currencies.	0
"As a result, many areas along the coasts are almost devoid of plant and animal life or have very low biodiversity."	0
:: Lack of use of digital accounts by financial institutions: Financial institutions do not use digital accounts.	0
Acting under Chapter VII of the Charter of the United Nations.	0
"Therefore, a small cell of engineers and administrative staff will remain as part of the mission's liquidation team to oversee the completion of these projects."	0
B. Orders issued by the Ministry of Justice	0
"For personal income tax, 9,879 employees filed returns amounting to €4.7 million."	0
(c) A copy of the identity card and a judicial certificate.	0
An alien may be expelled from Iceland:	0
"To be held on Tuesday, June 17, 2014, at 10:09 a.m."	0
"Under paragraphs 4, 5 and 6: 100% of the value of the goods involved in the relevant international transportation."	0
9. Convention on Assistance in the Case of a Nuclear Accident or Radiological Emergency.	0
":: The Swiss Federal Act on the Control of Human Infectious Diseases of December 18, 1970: Swiss Federal Law on the Control of Infectious Human Diseases of December 18, 1970 (Epidemic Law, SR 818.101)"	0
United Nations support in the consolidation phase	0
"To be held on Friday, October 11, 2002, at 10.20 a.m."	0
"To be held on Wednesday, May 2, 2012, at 11:00 a.m."	0
Acting under Chapter VII of the Charter of the United Nations.	0
"Unless I hear an objection, I will put the draft resolution to a vote now."	0
"In Samara camp, pre-registration is scheduled to begin in the third week of May 1998."	0
"(g) Transportation of persons (article 16 of the Convention, dealt with in article 22 of the bill)."	0
79. There was less fanfare after Serbia announced that the planned Southern Stream natural gas pipeline project could also serve Republika Srpska.	0
The situation in Guinea-Bissau (see S/1998/44/Add.44 and 51)	0
"To be held on Monday, April 6, 2009, at 10 a.m."	0
"To be held on Friday, May 16, 2003, at 1.25 p.m."	0
I expect that the judges of the Trial and Appeals Chambers will only begin their formal judicial functions at a later stage.	0
17. Decides to remain seized of the matter.	0
President of the Republic of Angola	0
I now give the floor to Ms. Amira Haque.	0
Report of the Secretary-General on the situation in Mali (S/2014/403).	0
"1. A first group: A group of 10 inspectors left the Canal Hotel at 8.40 a.m. At 9.40 a.m. it arrived at the Faculty of Veterinary Medicine at the University of Baghdad, located in the Abu Ghraib area, 15 kilometers west of Baghdad."	0
These guidelines will be developed during 2006.	0
3. Implementation of the International Public Sector Accounting Standards	0
It will also review the local arrears accumulated between 2000 and 2006 and the payments of some of these arrears between 2006 and 2007.	0
2. Public service expenses 468 101	0
"The semi-annual notifications were due on January 15 and July 15, 1999."	0
"One to three infantry divisions/one to two light vehicles December 10, 2013"	0
Cost is defined as the nominal value plus any unamortized premium or minus any unamortized discount.	0
"To be held on Monday, May 23, 2005, at 5.10 p.m."	0
"The names and details from the consolidated list were entered into a ""watch list"" in Garda's National Migration Bureau's information system."	0
There are indications that some LRA elements are using CAR territory to resupply.	0
"2. A second group, consisting of seven inspectors, left the Canal Hotel at 9 a.m. and arrived at the Dawrah water purification plant, which belongs to the Baghdad Water Department."	0
The situation concerning the Democratic Republic of the Congo	0
"56. The situation in Libya (February 22, 2011; March 12, 2012)."	0
"To be held on Tuesday, July 2011, at 11.41 a.m."	0
The role of the United Nations will be pivotal to the success of these efforts.	0
"S/RES/1863 (2009), OP2"	0
"68. During the period under review, UNICEF and WHO embarked on the third round of polio immunization."	0
"The document was intended as a report leaked by certain sources to Mr. Walker, the diplomatic correspondent for the Sunday Times in London."	0
"To date, no accounts or assets of specific individuals and entities have been identified in Vanuatu."	0
