es	QuadClass
Reiterando la obligación de los Estados Miembros de prevenir y reprimir la financiación de todo acto de terrorismo, así como de tipificar como delito la provisión o recaudación intencionales, por cualesquiera medios, directa o indirectamente, de fondos por sus nacionales o en su territorio con la intención de que dichos fondos se utilicen, o con conocimiento de que dichos fondos se utilizarán, para perpetrar actos de terrorismo,	4
Dijo que las diferencias entre israelíes y palestinos continuaban siendo profundas y expresó la esperanza de que la comunidad internacional pudiera crear una vía legítima y equilibrada para ayudar a las partes a reanudar negociaciones significativas que hicieran realidad la solución biestatal.	0
En Wadi Haggam robaron armas de la policía.	1
Si los Estados no son capaces de poner en práctica las decisiones adoptadas por el Consejo con arreglo al Capítulo VII de la Carta de las Naciones Unidas sin contravenir su propia legislación, la comunidad mundial será impotente a la hora de aplicar medidas coordinadas contra las amenazas a la paz y la seguridad internacionales.	3
Advirtió de que, si las FDLR no demostraban un compromiso claro antes del 2 de enero de 2015, las Fuerzas Armadas de la República Democrática del Congo (FARDC), con apoyo de la MONUSCO, tendrían que poner en marcha operaciones militares para neutralizarlas.	1
Esta idea podría radicalizar aún más a algunos elementos nacionalistas albaneses de Kosovo y aumentar los riesgos para las minorías de Kosovo.	3
:: Sudan: Towards an incomplete peace, Africa report No. 73, 11 de diciembre de 2003	0
"En cuanto al debate sobre la modificación de los procedimientos, el Equipo concuerda en que como parte de cualquier reforma se debería promover el carácter más jurídico que el Consejo ha tratado de dar al régimen en años recientes, por ejemplo mediante la introducción del criterio de ""asociado con"" establecido en la resolución 1617 (2005), así como los resúmenes de los motivos de inclusión y los mecanismos de revisión previstos en la resolución 1822 (2008)."	4
También se informó al Comité sobre los avances en relación con el posible nombramiento de facilitadores regionales para otras organizaciones regionales, en concreto la Comunidad de Estados Independientes y la Asociación de Naciones de Asia Sudoriental (ASEAN).	0
Consideramos que, en conjunto, las medidas anteriores ofrecen la base de un enfoque estratégico para reforzar las fuerzas de la paz en Somalia. Este enfoque complementaría las medidas ya adoptadas por el Consejo de Seguridad para contener el conflicto.	2
En consecuencia, el Comité decidió mantener en la Lista, hasta disponer de la documentación necesaria, los nombres de 45 personas cuyo fallecimiento ya está consignado en la Lista o ha sido notificado al Comité por al menos un Estado Miembro.	0
También es importante reconocer que más de la mitad de los refugiados y desplazados internos no viven en campamentos. Por lo tanto, en el debate también se abordarán las funciones de liderazgo de las mujeres fuera de los campamentos, donde llegar a los refugiados y los desplazados y prestarles servicios plantean problemas adicionales.	0
Como Presidente del Comité contra el Terrorismo del Consejo de Seguridad y uno de los primeros promotores de la Coalición mundial contra el terrorismo, la República de Croacia condena enérgicamente el terrorismo internacional en todas sus formas y manifestaciones y, teniendo cuenta el peligro de que el terrorismo se conjugue con otras amenazas a la paz y la seguridad internacionales -- como la proliferación de armas de destrucción en masa, la delincuencia transnacional organizada y el ciberterrorismo -- insta a que haya una cooperación más sólida en el plano mundial para la supresión de este flagelo de nuestros días.	3
El Consejo de Seguridad subraya la necesidad de hacer que quienes hayan perpetrado, organizado, financiado y patrocinado este censurable acto de terrorismo comparezcan ante la justicia, e insta a todos los Estados a que, de conformidad con las obligaciones que les incumben en virtud del derecho internacional y de la resolución 1373 (2001) y de acuerdo con la resolución 1624 (2005), cooperen activamente con las autoridades de Argelia a este respecto.	4
Gulbuddin Hekmatyar (QI.H.88.03) es considerado principalmente una amenaza para la paz y la seguridad en el Afganistán.	3
Según estas fuentes, muchas de las víctimas habían sido violadas por más de un hombre y habían sufrido otros tipos de violencia, incluso golpes y azotes.	1
Prevenir la circulación de terroristas por las fronteras también requiere el uso de tecnología y equipo, como lectores y escáneres, en los puestos de control fronterizos que permitan recopilar información relativa a los viajeros en tiempo real y verificar estos datos en las bases de datos penales y de alerta internacionales y nacionales.	0
Conforme a la resolución 1373 (2001), los Estados deben impedir la circulación de terroristas o grupos terroristas por las fronteras, imponiendo controles en la expedición de documentos de identidad y de viaje, que sean válidos y seguros.	0
"""El Consejo de Seguridad reafirma que el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves a la paz y la seguridad internacionales y que todos los actos de terrorismo son delictivos e injustificables, con independencia de su motivación y de dónde, cuándo y por quién se cometan."	4
El Consejo de Seguridad solicita al Secretario General que apoye las iniciativas encaminadas a movilizar los recursos necesarios para la aplicación de los resultados de la Cumbre de Yaundé, así como al refuerzo de la capacidad nacional y regional, en estrechas consultas con los Estados del Golfo de Guinea, las organizaciones regionales pertinentes y otras entidades de las Naciones Unidas.	4
A medida que el Comité y la Interpol determinan el mejor modo de avanzar, el Equipo espera que la base de datos de la Interpol pueda proporcionar información identificatoria adicional sobre las personas que figuran en la lista consolidada.	0
Menos de la mitad de los 140 Estados que presentaron informes conforme a lo dispuesto en la resolución 1455 (2003) mencionaron qué medidas habían adoptado para restringir o regular la circulación de productos preciosos y los que lo hicieron generalmente se refirieron sólo a controles en virtud de la legislación aduanera y fiscal.	2
El Consejo de Seguridad ha confirmado que las sanciones financieras también se aplican a la prestación de servicios de alojamiento de contenidos y servicios conexos en Internet, pero los terroristas y los grupos terroristas pueden utilizar ampliamente los servicios de Internet.	0
Ningún Estado ha examinado su sector de organizaciones sin fines de lucro ni ha llevado a cabo una evaluación del riesgo de que se utilice para financiar actividades terroristas.	0
El Consejo subraya la necesidad de que todas las partes respeten y mantengan la seguridad y el carácter civil de los campamentos de refugiados y desplazados internos.	4
Una amenaza concreta ha surgido del uso creciente que hacen las personas y los grupos terroristas de las nuevas tecnologías de la información y las comunicaciones para el reclutamiento, la incitación y la recaudación de fondos, a menudo a través de las fronteras internacionales.	3
Con respecto al desarme, la desmovilización y la reintegración de los excombatientes, las partes acordaron que los jefes de estado mayor de las Fuerzas Armadas Nacionales de Côte d'Ivoire (FANCI) y las Forces Nouvelles se reunirían el 7 de julio para ultimar el calendario del proceso de desarme, desmovilización y reintegración que, con arreglo a las previsiones, debía iniciarse a finales de julio.	2
El Comité recomienda con insistencia a los Estados Miembros que creen dichos órganos nacionales encargados de coordinar y examinar cuestiones relacionadas con la lucha contra el terrorismo. III. No presentación de informes	4
El apoyo debería condicionarse a los progresos realizados por las autoridades congoleñas en el establecimiento de una cadena de suministro de las FARDC que funcione debidamente. También debería acompañarse con medidas para mejorar la rendición de cuentas de las FARDC y su respeto por los derechos humanos.	4
El Equipo continuó participando de forma activa en la elaboración de medidas para luchar contra la financiación del terrorismo, tomando parte en reuniones plenarias del GAFI y en reuniones de sus órganos regionales.	2
"Un cabecilla de los piratas somalíes, Mohamed Abdi Hassan, apodado ""Afweyne"", fue detenido en octubre de 2013 en Bruselas. Otro importante jefe pirata, Mohamed Garfanji, fue detenido en agosto de 2014 en Mogadiscio acusado de posesión ilegal de armas y de otros cargos relacionados con la piratería."	1
La Comisión ha constatado también que los rebeldes han matado a civiles, aunque se han registrado pocos incidentes y muertes de esa índole.	1
Además, los informes coinciden en que se siguió deteniendo a personas después del plazo legal establecido.	1
Además, la Autoridad encomia los progresos registrados en las conversaciones de Argel e invita a todas las partes, en particular a los dirigentes de los movimientos armados, a que se impliquen personalmente en el proceso con miras a alcanzar sin más demora un acuerdo sobre la base del proyecto presentado a las partes por la mediación, que constituye una base sólida para las negociaciones.	4
Las principales víctimas de los saqueos pertenecían a tribus africanas, y los objetos robados solían ser bienes necesarios para el sustento y la supervivencia de esas tribus.	1
1. Deplora y condena en los términos más enérgicos los actos terroristas del EIIL y su ideología extremista violenta, así como sus abusos contra los derechos humanos y violaciones del derecho internacional humanitario, que son constantes, flagrantes, sistemáticos y generalizados;	3
La UNODC elaboró dos guías prácticas para ayudar a los funcionarios de justicia penal de la región del Sahel a hacer frente a las actividades terroristas.	0
... destacando la importancia de investigar [presuntos abusos y violaciones del derecho humanitario internacional], incluidos los ocurridos durante la ... crisis y cometidos por todas las partes, independientemente de su estatus o su afiliación política, reafirmando que los responsables de dichas violaciones deben ser obligados a rendir cuentas y a comparecer ante la justicia independientemente de su afiliación política, respetando los derechos de los detenidos ..., instando al Gobierno a que intensifique y agilice sus esfuerzos por combatir la impunidad,	4
"""Las armas de destrucción en masa y la no proliferación como mejor práctica empresarial"", seguida de un ejercicio"	0
Incorporación del análisis de los problemas de género en la evaluación de las necesidades después de un conflicto y la capacitación al respecto. Realización experimental de una evaluación de las necesidades después de un conflicto en la que se tenga en cuenta la dimensión de género.	0
d) Adopten un enfoque de la trata de personas centrado en las víctimas y basado en los derechos humanos, en particular reconociendo a las víctimas el derecho a permanecer en el país y dándoles acceso a la protección jurídica y a servicios básicos tales como el tratamiento médico, la educación y unas oportunidades de empleo equivalentes a las que conceden a sus propios ciudadanos.	0
:: Dispositivos de seguridad externa e interna (procedimientos de clasificación para separar a los elementos armados de los civiles; medidas de desmovilización y desarme; asistencia técnica y capacitación ofrecidas por policías civiles internacionales u observadores militares; ubicación de los campamentos a suficiente distancia de las fronteras internacionales y las zonas de riesgo; arreglos regionales y subregionales).	2
Asimismo se han realizado actividades de promoción ante la sociedad civil y las empresas privadas, haciendo hincapié en el papel que desempeña en la lucha contra el terrorismo, así como en la posible prestación de asistencia técnica.	4
El Secretario General estableció los Comités Ejecutivos de Paz y Seguridad y de Asuntos Humanitarios con el fin de proporcionar al personal directivo del más alto nivel un foro en el que debatir y formular estrategias para prevenir los conflictos armados y las emergencias humanitarias y responder a ellos.	0
El Equipo ha concluido que la amenaza que plantea Al-Qaida sigue diversificándose por la evolución de una serie de entidades afiliadas a esa organización de manera imprecisa y el aumento del número de personas y células radicalizadas autónomamente, que se apoyan en la ideología de Al-Qaida.	3
a) A las víctimas de delitos que hayan sufrido importantes lesiones corporales o menoscabo de su salud física o mental como consecuencia de delitos graves;	1
También se ha indicado que utilizan otro tipo de armas, como espadas, aunque con menor frecuencia.	0
Si bien tenía intención de examinar a fondo la cuestión de la cooperación con las organizaciones internacionales y regionales competentes en abril de 2007, el Comité apoyó la recomendación del Equipo de Vigilancia de invitar, según los casos, a representantes de esas organizaciones a que se reunieran con el Comité con miras a un intercambio de opiniones que podría ser de beneficio mutuo.	4
Las tres entidades también pusieron en marcha un programa cuatrienal de investigación y enjuiciamiento eficaz de actos de terrorismo, respetando los derechos humanos y el estado de derecho en el Magreb.	2
Actualmente, esos cambios son más perceptibles en las entidades que operan en el norte de África, el Sahel y el Levante.	0
El respeto de los derechos de los demás, incluidos los adversarios políticos, debe ser la prueba definitiva para todos los que aspiran a dirigir el país hacia la estabilidad, la unidad y la prosperidad.	4
El Equipo también ha procurado fomentar la sensibilización acerca de las sanciones contra Al-Qaida dentro del sector de las líneas aéreas comerciales colaborando estrechamente con la Organización de Aviación Civil Internacional (OACI), la Asociación de Transporte Aéreo Internacional (IATA) y la industria privada.	1
Esa restricción habrá de mantenerse mientras la participación en uno de esos viajes genere la obligación de informar sobre cuestiones sustantivas.	0
Aunque, en su conjunto, las proyecciones macroeconómicas para África Occidental en 2014 siguieron siendo positivas en general, el brote del Ébola tuvo un efecto negativo en las economías locales, el comercio transfronterizo, las actividades agrícolas y las industrias productivas en los países afectados. También aumentó el desempleo en el sector de la minería y las industrias extractivas. El 11 de septiembre, el Ministro de Finanzas de Liberia declaró que el país estaba técnicamente en recesión y que los ingresos públicos habían caído un 20%.	0
Además, cuando el uso de la violencia armada se convierte en un medio arraigado de resolver reclamaciones y conflictos individuales o colectivos, se debilitan los mecanismos legales y pacíficos de solución de litigios y el estado de derecho no puede sostenerse.	1
Los Estados que han tipificado parcialmente la financiación del terrorismo aún tienen que garantizar la inclusión de todos los elementos del artículo 2 del Convenio sobre la financiación del terrorismo.	1
En esa ocasión, también presentó información actualizada sobre la amenaza que planteaban los combatientes terroristas extranjeros asociados con el Estado Islámico del Iraq y el Levante y el Frente Al-Nusra, de conformidad con el párrafo 26 de la resolución 2178 (2014).	3
"Recordando el derecho a la libertad de expresión que se recoge en el artículo 19 de la Declaración Universal de Derechos Humanos, aprobada por la Asamblea General en 1948 (""Declaración Universal""), y recordando también el derecho a la libertad de expresión, que se proclama en el artículo 19 del Pacto Internacional de Derechos Civiles y Políticos, aprobado por la Asamblea General en 1966, y que sólo se podrán imponer a esos derechos las restricciones previstas por la ley y que sean necesarias con arreglo a lo dispuesto en el párrafo 3 del artículo 19 del Pacto,"	0
:: El 23 de noviembre de 2014, los aviones de combate del régimen lanzaron dos misiles contra la mezquita Harwiel en el barrio de Aradi en la ciudad de Deir Ezzor, y dañaron la mezquita y las casas aledañas.	1
En la mayor parte de los ataques terrestres, los atacantes intentaban matar a los hombres y en algunos casos hay pruebas de que intentaban dejar con vida a las mujeres.	1
Los movimientos rebeldes también participaron en actos de saqueo, principalmente contra comisarías de policía con el fin de obtener armas; en unas pocas ocasiones, los rebeldes también robaron bienes privados.	1
La EUFOR, que optó por hacer sentir su presencia, aunque no se la viera, estaba preparada para intervenir si la situación se deterioraba, y se hicieron planes de emergencia para desplegar fuerzas de reserva si era necesario.	1
Simultáneamente, el movimiento de resistencia clandestino se expandió por el país y volvió a nacer un movimiento popular. El 30 de agosto de 1999 el 78% de la población timorense votó a favor de la emancipación de la administración indonesia en la consulta del pueblo patrocinada por las Naciones Unidas.	0
El Consejo de Seguridad pide a los Estados Miembros que cooperen sin demora a fin de resolver todas las cuestiones pendientes en lo que respecta a la aprobación del proyecto de convenio general sobre el terrorismo internacional.	2
Este método doble (utilizar las restricciones aplicables en todo el espacio de Schengen para excluir a las personas incluidas en la lista procedentes de fuera de la zona, al tiempo que se mantienen las restricciones nacionales para limitar la circulación de los extranjeros incluidos en la lista dentro de la zona) puede servir de modelo para otros Estados de regiones establecidas o en desarrollo en que se hayan eliminado las fronteras o en que no haga falta visado.	0
Las técnicas y los métodos van pasando de un grupo vinculado a Al-Qaida a otro, lo que facilita un nivel de innovación que aumenta la amenaza.	3
Asimismo, el Comité confía en que se apruebe un plan de ejecución para conseguir los objetivos del plan de acción de Almaty que aún no se han logrado y cumplir los compromisos que han venido apareciendo sistemáticamente en los documentos finales aprobados en las tres reuniones especiales precedentes, que incluya, en particular, medidas para mejorar el intercambio de información con las organizaciones internacionales, regionales y subregionales y entre ellas.	4
El Consejo de Seguridad encomia los esfuerzos de la operación ATALANTA de la Unión Europea, las operaciones Allied Protector y Ocean Shield de la Organización del Tratado del Atlántico Norte, dirigidas por Estados miembros de la OTAN, la Fuerza Combinada de Operaciones 151 de las Fuerzas Marítimas Combinadas, dirigida por los Estados Unidos de América, Dinamarca, Nueva Zelandia, el Pakistán, la República de Corea, Singapur, Tailandia, Turquía, y otros Estados actuando a título individual y en cooperación con las autoridades somalíes y entre sí, para reprimir la piratería y proteger los buques vulnerables que transitan por las aguas situadas frente a las costas de Somalia, y agradece los esfuerzos de los Estados Miembros, entre ellos China, la Federación de Rusia, la India, el Japón, Malasia y la República de Corea, que han desplegado buques o aeronaves en la región, como se indica en el informe del Secretario General (S/2012/783).	4
Organizaciones sucesorias y activos no monetarios. En vista de su complejidad, el Comité decide seguir examinando esas cuestiones en 2008 (párrs. 82 a 88).	0
b) No imponer medidas eficaces para prevenir la violación de mujeres y niñas etíopes;	1
Las autoridades de la República Democrática del Congo tienen la obligación internacional de velar por que su país no sea utilizado como base desde donde estos rebeldes ataquen a Uganda.	1
Se trata, sin que la enumeración sea exhaustiva, de militares, el Servicio Nacional de Seguridad e Inteligencia, la Inteligencia Militar y los comités de seguridad de los tres estados de Darfur.	0
Tomar nota de la información facilitada por la secretaría respecto de la auditoría realizada por la Oficina de Servicios de Supervisión Interna de los pagos de indemnizaciones, reclamaciones palestinas tardías de la categoría D y actividades de liquidación, del proyecto de texto de la sección sobre la Comisión de Indemnización que se incluirá en el informe anual de 2005 de la Oficina de Servicios de Supervisión Interna, de la participación del representante nombrado por esa Oficina en la labor que estaba realizando la secretaría para determinar posibles duplicaciones de reclamaciones de las categorías A y C, de la petición de la Junta de Auditores de las Naciones Unidas de que se formularan comentarios sobre su proyecto de observaciones acerca de las visitas de la Junta de Auditores a Jordania y Kuwait en relación con los pagos, de la petición de la Junta de que se le transmitieran las observaciones sobre su proyecto de informe acerca de la situación de la aplicación de las recomendaciones derivadas de su auditoría de los estados financieros de la Comisión correspondientes al bienio 2002-2003, y de las comunicaciones que la Comisión había mantenido con el Comité de Investigación Independiente; pedir a la secretaría que facilitara información actualizada sobre esa cuestión en una futura reunión oficiosa del Consejo de Administración; y mantener esa cuestión en el programa del Consejo de Administración.	2
En el párrafo 3 de dicha resolución, el Consejo me pidió que, en consulta con el Comité establecido en virtud de la resolución 751 (1992) relativa a Somalia, volviera a establecer, dentro de los 30 días siguientes a la fecha en que se aprobara la resolución y por un período de seis meses, el Grupo de supervisión a que se hace referencia en el párrafo 3 de la resolución 1558 (2004), con el mandato establecido en los apartados a) a i) del párrafo 3 de la resolución 1630 (2005).	4
Si bien cada situación de refugiados y desplazados internos es única, el desplazamiento y la apatridia exacerban las desigualdades existentes entre los géneros y potencian la discriminación y las penurias que enfrentan las mujeres y las niñas.	0
Cinco personas resultan muertas y 10 gravemente heridas.	1
Las operaciones militares y policiales, así como las medidas específicas contra los jefes de las bandas, han aumentado en los distritos afectados por la violencia de bandas.	1
Lo que es aún peor, las actividades de estos grupos terroristas constituyen una grave amenaza para los esfuerzos en pro de la consolidación de la paz y las misiones de mantenimiento de la paz de la comunidad internacional, como por ejemplo las de Somalia y Malí.	3
Acogiendo con beneplácito los resultados de la Jirga Consultiva de la Paz celebrada el 6 de junio de 2010, en la que 1.600 delegados afganos que representaban a un amplio sector de todos los grupos étnicos y religiosos, funcionarios gubernamentales, eruditos religiosos, dirigentes tribales, la sociedad civil del Afganistán y refugiados afganos residentes en el Irán y el Pakistán, celebraron conversaciones sobre maneras para poner fin a la inseguridad y elaboraron un plan para lograr una paz duradera en el país,	4
Cinco Estados han adoptado medidas apropiadas para reprimir el reclutamiento de terroristas, y cuatro no disponen de ninguna medida a ese respecto.	0
Apoyo a la creación de asociaciones y redes de periodistas y defensa de la seguridad de las profesionales de los medios de comunicación y de los medios de comunicación independientes dirigidos por asociaciones de mujeres; fomento de la capacidad en las facultades de periodismo.	4
A solicitud del Consejo, el Equipo de Vigilancia siguió organizando reuniones regionales con los jefes y subjefes de los servicios de inteligencia y seguridad a fin de analizar posibles modificaciones del régimen de sanciones para enfrentar los cambios en la amenaza que significaba el terrorismo vinculado a Al-Qaida.	4
El enjuiciamiento de los acusados de piratería y las penas de prisión impuestas a los condenados hacen llegar a los perpetradores y sus patrocinadores el mensaje inequívoco de que no se tolerará la impunidad.	1
Sin embargo, el sistema de justicia penal de por lo menos cinco Estados podría mejorar para poder llevar a los terroristas ante la justicia de manera más eficaz.	0
Reafirmando también la necesidad de luchar contra el terrorismo en todas sus formas y manifestaciones por todos los medios, de conformidad con la Carta de las Naciones Unidas, y subrayando además que los Estados deben asegurarse de que cualquier medida adoptada para luchar contra el terrorismo se ajuste a las obligaciones que les incumben en virtud del derecho internacional, y que deben adoptar dichas medidas de conformidad con ese derecho, en particular el derecho internacional relativo a los derechos humanos, el derecho relativo a los refugiados y el derecho humanitario,	0
En la práctica, en derecho penal internacional el concepto de asociación ilícita cobra mayor significación que en la mayoría de los ordenamientos jurídicos nacionales porque la mayoría de los crímenes internacionales (crímenes de lesa humanidad, de genocidio y la mayoría de los crímenes de guerra) son actos en que el resultado criminal definitivo sólo puede lograrse mediante la participación de muchas personas.	0
Por tanto, se propone crear una comisión internacional de indemnización, compuesta de quince miembros, diez nombrados por el Secretario General de las Naciones Unidas y cinco por un órgano independiente del Sudán.	0
Exhorta a quienes corresponda, de acuerdo con el derecho internacional humanitario, incluidos los Convenios de Ginebra y el Reglamento de La Haya, a que permitan el acceso libre y pleno del personal humanitario a los civiles que necesiten asistencia en situaciones de conflicto armado y pongan a su disposición en lo posible todos los medios necesarios para llevar a cabo sus operaciones, y a que promuevan la seguridad, la protección y la libertad de circulación del personal humanitario, el personal de las Naciones Unidas y su personal asociado y de sus bienes.	2
Aunque es indispensable impedir que los terroristas lancen sus ataques, es evidente que el terrorismo no se puede derrotar con dispositivos de seguridad solamente y que muchos miembros de la comunidad internacional quieren que el Consejo de Seguridad adopte medidas que reduzcan los medios con que Al-Qaida difunde su mensaje y que promueva programas que lo contrarresten.	3
Durante los ataques de marzo de 2004 por tropas del Gobierno y milicias Janjaweed en Korma, en Darfur septentrional, más de 20 mujeres y niñas fueron violadas, según los informes.	1
:: Las necesidades de las mujeres y las niсas durante la repatriaciуn y reasentamiento y para la rehabilitaciуn, reintegraciуn y reconstrucciуn con posterioridad a un conflicto.	0
La Policía de la UNMIK se ha concentrado en actividades destinadas a garantizar que todos sus alumnos, al igual que los del Servicio de Policía de Kosovo tengan conocimientos prácticos sobre normas internacionales de derechos humanos para oficiales encargados de hacer cumplir la ley.	0
El Consejo de Seguridad expresa su profunda preocupación por la amenaza directa que representa la actividad de los grupos armados para la seguridad de la población civil y la ejecución de las operaciones humanitarias.	3
Durante las reuniones celebradas con el Presidente Gbagbo y los Ministros de Defensa y de Seguridad Interna, se comunicó a la Comisión que la decisión de movilizar a las fuerzas armadas nacionales tenía por objeto reprimir la manifestación e impedir que se llevara a cabo.	1
Señalaron que Somalia seguiría necesitando un caudal considerable de asistencia para el fomento de la capacidad a fin de velar por que las pandillas de piratas no pudieran volver a su apogeo.	0
Las Naciones Unidas han empezado a planificar una reunión técnica sobre el fomento de la capacidad en el Sudán Meridional a fin de coordinar su enfoque.	4
El informe, que versa sobre los resultados de la revisión descrita en el párrafo 25 de la resolución 1822 (2008), está siendo examinado por el Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes y personas y entidades asociadas.	0
Al igual que ocurrió con la cuestión de los vínculos entre el tráfico de drogas y el terrorismo, la cuestión de la piratería pasó a figurar en el orden del día del Consejo por medio de las situaciones de conflicto que estaban incluidas en él, entre las que destacan las situaciones africanas, en particular Somalia y el Golfo de Guinea.	1
El Gobierno de la República de Macedonia, en su reunión de 19 de abril de 2011, adoptó una decisión para dar cumplimiento a las restricciones enunciadas en la resolución mencionada supra.	1
El equipo de investigación de la Comisión estaba encabezado por un investigador jefe e integrado por cuatro investigadores, dos investigadoras especializadas en violencia contra la mujer, cuatro expertos forenses y dos analistas militares.	0
Capacitación del personal de mantenimiento de la paz Pide al Secretario General que vele por que el personal de las Naciones Unidas que participa en actividades de establecimiento de la paz, de mantenimiento de la paz y de consolidación de la paz tenga la formación apropiada en derecho internacional humanitario y en el derecho relativo a los derechos humanos y los refugiados, incluidas las disposiciones relativas a los niños y en materia de género, aptitud de negociación y comunicación, conciencia cultural y coordinación entre el personal civil y militar, e insta a los Estados y a las organizaciones internacionales y regionales pertinentes a que velen por que se incluyan actividades apropiadas de capacitación en sus programas relativos al personal que participa en actividades análogas.	2
En el estado de Borno, en el norte de Nigeria, se informó de 4.500 casos de cólera y de 70 muertes por esa enfermedad solo en el mes de octubre.	0
Oficina del Representante Especial del Secretario General para la cuestión de los niños y los conflictos armados	0
Comité del Consejo de Seguridad establecido	0
Se correrá el riesgo de que la tensión se centre en el estatuto en detrimento de las normas.	0
iv) Preparar y actualizar periódicamente, al menos una vez al mes, un calendario de actividades de divulgación u otras actividades similares, que abarque períodos futuros de por lo menos seis meses y que incluya información sobre otras actividades de los Estados interesados, así como de las organizaciones internacionales, regionales y subregionales pertinentes, del Comité contra el Terrorismo, del Comité establecido en virtud de la resolución 1267 (1999) y de otros órganos de las Naciones Unidas;	0
Desde hace mes y medio las autoridades de Haití hacen intentos preliminares de abordar cuestiones relativas a la administración de justicia y las detenciones.	3
En el párrafo 7 del anexo de mi carta de 8 de agosto de 2005 indicaba que la fianza en efectivo de las 249 cartas de crédito que habían expirado el 31 de diciembre de 2004 seguiría manteniéndose en la cuenta de las Naciones Unidas para el Iraq hasta el 30 de noviembre de 2005 a fin de poder hacer pagos a los vendedores si se recibían los documentos de autenticación que confirmaban que se habían entregado los bienes en el período de validez de las cartas de crédito. Sin embargo, en el curso de recientes consultas con las autoridades competentes, el Gobierno del Iraq pidió una prórroga de este plazo para la recepción de los documentos de autenticación hasta el 31 de diciembre de 2005 a fin de dar más tiempo para la tramitación.	0
También conviene señalar que el Ministro de Asuntos Sociales de Darfur occidental (que es también el vicegobernador del estado de Darfur occidental) consideraba a los aldeanos responsables de la destrucción que había dado lugar a su desplazamiento colectivo porque habían permitido que sus hijos se unieran a los rebeldes y que sus aldeas se utilizaran para actividades rebeldes.	1
El Consejo afirma la necesidad de enjuiciar debidamente a las personas que incitan a la violencia contra civiles o cometen actos de violencia contra ellos en situaciones de conflicto armado o a quienes violan de cualquier otro modo el derecho internacional humanitario y el derecho relativo a los derechos humanos.	4
Esta rápida asistencia fue inapreciable, dado que permitió a los investigadores analizar rápidamente llamadas telefónicas concretas de suscriptores y establecer pautas de comunicación entre grupos particulares de suscriptores.	2
b) Armas convencionales Sobre la base de su análisis global, el Equipo también cree que el Consejo tal vez desee pedir a todos los Estados, en particular los países exportadores de armas, que actúen con la máxima responsabilidad en las transacciones con armas pequeñas y ligeras para impedir el desvío ilegal y la reexportación de armas y materiales conexos en violación de las medidas que figuran en las resoluciones relacionadas con Al-Qaida y los talibanes. 2. Territorio del embargo	0
Se lograron notables avances en lo que respecta al marco legislativo y normativo general del sector de la seguridad, particularmente con la promulgación por el Presidente de las leyes de seguridad nacional, defensa nacional y seguridad interna el 21 de abril.	4
Las filas de los peticionarios y sus simpatizantes aumentaron de manera considerable a partir del segundo día de la protesta, en particular con la llegada de miembros del grupo conocido como Colimau 2000.	4
El Teniente Coronel Falur ordenó a los soldados que respondieran a los disparos.	1
Reiterando su llamamiento a las partes y a los Estados de la región para que cooperen más plenamente con las Naciones Unidas y entre sí y refuercen su implicación para poner fin a la actual situación de estancamiento y avanzar hacia una solución política,	2
En una reunión con la Oficina de las Naciones Unidas contra la Droga y el Delito (UNODC), celebrada el 5 de agosto, el nuevo Ministro de Justicia reseñó las nuevas iniciativas del Gobierno para reestructurar la Dependencia a fin de ajustarla a los objetivos de la Iniciativa de la Costa de África Occidental. El 27 de octubre, más de 100 parlamentarios y representantes del Gobierno aprobaron una declaración política en la que reiteraron la decisión de Guinea-Bissau de apoyar las iniciativas de lucha contra la delincuencia organizada transnacional, incluido el tráfico de drogas, la corrupción, el blanqueo de dinero y el terrorismo, e instaron a las Naciones Unidas a que siguieran ayudando a fortalecer las instituciones nacionales en esa esfera.	4
"III. Antecedentes Durante los últimos meses se han publicado varios informes y recomendaciones muy influyentes en relación con las sanciones contra el terrorismo, incluido el discurso del Secretario General con motivo del aniversario de los atentados terroristas de Madrid del 11 de marzo de 2004 y su informe subsiguiente, titulado ""Un concepto más amplio de la libertad: desarrollo, seguridad y derechos humanos para todos"" (A/59/2005 y Add.1 a 3)."	0
Aunque todavía no se ha determinado el número exacto de personas desplazadas ni el de aldeas destruidas, el desplazamiento de gran cantidad de personas y la destrucción de numerosas aldeas son hechos evidentes.	1
Por ella los Estados participantes se comprometen a apoyar los programas de reducción de la violencia armada con una perspectiva de desarrollo y derechos humanos.	4
:: Expresando el deseo de aunar sus fuerzas y promover la armonía intercomunitaria de todos los componentes de la sociedad de Azawad;	2
Los programas sobre medios de vida alternativos dirigidos a la comunidad, el acceso a los mercados, la construcción de carreteras e infraestructuras marítimas que promueven la pesca y el comercio mediante la asistencia para el desarrollo harán que los logros de la lucha contra la piratería sean más sostenibles.	2
Crear nuevos foros para favorecer la contribución de las víctimas del terrorismo al debate puede ayudar a combatir la incitación de manera más eficaz.	2
Somalia estaba viviendo un momento de cambios y optimismo sin precedentes y era importante aprovechar la oportunidad.	0
La porosidad de las fronteras y la debilidad de las estructuras del Estado en el sur de Libia han creado un entorno propicio para el aumento de la presencia y las actividades de los grupos terroristas en el Sahel.	1
