id	ar	QuadClass
2004/s/2004/384/29:5	Relevant government structures were also visited, such as the main detention center in Abidjan and police stations.	1
2012/s/res/2083__2012_/146:1	3 - The Ombudsman shall also immediately transmit the delisting request to the Monitoring Team, which shall provide the Ombudsman within four months with:	1
2014/s/2014/936/12:4	In paragraphs 1, 2 and 7 of resolution 1844 (2008), the Council imposed targeted measures (travel bans, asset freezes and targeted travel bans) against entities and individuals proposed by the Committee to be included in the sanctions list.	1
2005/s/2005/60/877:1	579- The third negative is that the investigation and trial will concern people who enjoy power and influence in the country and control the state apparatus. The establishment of a special court through an agreement between the current government and the United Nations to investigate and prosecute members of that same government seems unlikely.	2
2011/s/2011/463/96:2	Of the four countries visited by the committee, two have not yet adopted some draft anti-terrorism laws that have been in preparation for several years.	1
2004/s/res/1535_2004_/10:1	Commending the progress made to date by the Counter-Terrorism Committee, established by the Security Council, pursuant to paragraph 6 of resolution 1373 (2001) and acting under Chapter VII of the Charter, in carrying out its important responsibility of monitoring the implementation of that resolution,	2
2014/s/2014/902/61:1	On November 18, 2014, regime helicopters dropped two explosive barrels on the city of Maar Shamarin, killing six civilians, including four children and two women.	3
2010/s/prst/2010/25/42:1	:: Prohibition of hostage taking.	4
2004/s/2004/384/70:1	44. It is equally clear that much of the killing on those two days did not occur in the streets but inside the homes of those intending to demonstrate or even innocent civilians who were targeted by security forces solely because of their names, their origin or the group to which they belonged.	4
2013/s/2013/447/12:1	In his recent report on the protection of civilians in armed conflict (S/2012/376), the Secretary-General noted that âthere has been no significant change in the deplorable state of civilian protectionâ and that there is a clear need to translate normative obligations into tangible improvements in the protection of civilians at Ground.	1
2005/s/2005/625/81:2	The equipment was placed under the custody of the weapons custodian on board the American ship, and then handed over to the Yemeni authorities.	1
2010/s/2010/528/112:3	The United Nations Mission in Sudan continues to exchange urgent reports and other vital information with UNAMID regarding air restrictions imposed by the Government of Sudan in South Darfur, and clashes between the Justice and Equality Movement and the Sudanese Armed Forces.	1
2014/s/prst/2014/3/50:1	Requesting troop- and police-contributing countries to ensure that appropriate training is provided to increase awareness of and responsiveness to protection concerns among their personnel participating in United Nations peacekeeping missions and other relevant missions authorized by the Security Council to protect civilians.	4
2005/s/2005/603/43:4	The mission discussed with some Rwandan combat leaders and with the transitional government the technical modalities for repatriation, and the mission published the decision taken by the Rwandan government not to prosecute any returning combatant who was 14 years old or younger at the time of the genocide in 1994.	4
2014/s/2014/869/46:2	Several peace operations have recently included cross-border crime analysis in their mission planning and in their joint mission analysis structures â in particular MINUSMA.	1
2008/s/2008/379/147:3	Asylum granting procedures are protected from abuse by terrorists in seven countries, and partially in one country.	1
