ar	MatCoop
(أ) الطلب إلى الأمين العام أن يسعى إلى إدراج الأحكام الأساسية الواردة في اتفاقية سلامة موظفي الأمم المتحدة والأفراد المرتبطين بها، وإلى قيام البلدان المضيفة بإدراج تلك الأحكام ومنها الأحكام المتعلقة بمنع شن الهجمات ضد الأفراد العاملين في عمليات حفظ السلام، باعتبار تلك الهجمات جرائم يعاقب عليها القانون ومحاكمة مرتكبيها وتسليمهم، في ما يبرم مستقبلا، وعند الضرورة في ما هو قائم، من اتفاقات مركز القوات ومركز البعثات واتفاقات البلد المضيف التي تتفاوض بشأنها الأمم المتحدة مع تلك البلدان، مع مراعاة أهمية إبرام تلك الاتفاقات في الوقت المناسب؛	1
ومن المجالات الأخرى التي ترى المديرية التنفيذية فيها مساحة للمزيد من العمل تعزيز إدماج نهج حقوق الإنسان في برامج مكافحة الإرهاب.	1
40 - وخلال الشهر والنصف الماضيين بذلت السلطات الهاييتية بعض المحاولات الأولية لمعالجة قضايا إدارة العدل وقضايا الاعتقال.	0
وأظهر التحقيق الأولي جوا عاما ادعى فيه الجميع عدم وجود أدنى فكرة بأن شيئا ما كان يحاك حول الحريري من شأنه أن يهدد حياته.	1
٥٨ - ونظرا لعدم وجود مرفق طبي خاص بالإحالات في باماكو، اتخذت البعثة المتكاملة إجراءات فورية من أجل ضمان توفير قدرات طبية مؤقتة مناسبة لموظفي الأمم المتحدة في الوقت الذي يجري فيه إنشاء مستشفى تابع للأمم المتحدة من المستوى الثاني لتعويض المرافق التي كان يوفرها في السابق مسشفى باستور.	1
٦٤ - ومن التطورات المثيرة للقلق أيضا، استمرار الهجمات غير المتناظرة على أفراد الأمم المتحدة لحفظ السلام، إضافة إلى الاغتيالات وأعمال الاختطاف التي تستهدف المدنيين.	0
ومن الواضح أن عدم ضمان المساءلة والجبر والمصالحة يمكن أن يعرقل عملية السلام وحالة ما بعد انتهاء النزاع، مما يشكل بالتالي تهديدا جديدا للسلام والأمن.	0
وفي عدد قليل جدا من الحالات، أفيد أيضا أن المتمردين ارتكبوا أعمال السلب أثناء هجوم على إحدى القرى، خاصة في غرب دارفور.	0
ويشجع مجلس الأمن الدول الأعضاء على وضع استراتيجيات شاملة ومتكاملة لمكافحة الإرهاب.	1
18 - والآن وقد اكتملت، على ما يبدو، الجوانب التنظيمية واللوجستية لعملية البحث عن المفقودين، أصبح من الضروري تحقيق هدف العثور على الضحايا وتحديد هوياتهم ثم إغلاق ملفاتهم أخيرا.	1
سابعا - بناء القدرات ودعم إجراء المحاكمات المتعلقة بالقرصنة في المنطقة	1
وكذلك لا يعطي تحليلنا وبحثنا بخصوص حجم وشكل الحفرة الناجمة عن الانفجار دليلا واضحا على ما يفيد بوقوع الانفجار فوق سطح الأرض أو تحته.	1
159 - وهذه المجموعة من القواعد العرفية التي تنظم الصراعات المسلحة الداخلية ظهرت في المجتمع الدولي وأيدتها عناصر مختلفة.	1
وخلال الفترة المشمولة بالتقرير، تم تعديل تشكيل الفريق المشترك للرصد والتحقق في غاو بحيث أصبح يشمل كافة الجماعات المسلحة الأعضاء في مجلس التنسيق وائتلاف الخطة التمهيدية وكذلك ممثلين من تشاد والجزائر وموريتانيا والنيجر. وفي الفترة من 19 إلى 22 تشرين الثاني/نوفمبر، أوفد فريق غاو بعثة لتقصي الحقائق إلى ديدي على جانبي نهر النيجر.	1
وقد بدأت الهيئات المعنية بصكوك قانونية دولية أخرى- بما في ذلك اتفاقية المجلس الأوروبي بشأن منع الإرهاب()، النظر في مسائل ذات صلة من قبيل التحريض على الإرهاب والتجنيد والتدريب لهذه الغاية.	1
ومع أن اللجنة مقتنعة، بناء على أدلة شهود مستقلين، بأن قوات الدفاع هي التي بادرت بإطلاق النيران، فقد كان كل جانب يعتقد آنذاك أنه تعرض لهجوم من الجانب الآخر.	0
وواضح هذا الحكم لا ينطبق على هذه الحالة لأن الجرائم وقعت في السودان ويُدعى أن مَن ارتكبوها من رعايا السودان().	0
وفي 25 تشرين الثاني/نوفمبر 2014، أطلقت طائرات النظام الحربية قذيفتين على المنطقة الصناعية بمدينة الرقة فقتلت 44 شخصا وجرحت 57 آخرين. ودمر القصف 15 متجرا و 17 منزلا.	0
وأفاد أن الحملة الانتخابية التي بدأت لتوها يحكمها القانون الانتخابي والأنظمة الانتخابية الصادران عن الهيئة المشتركة لإدارة الانتخابات ويرصدها مراقبون دوليون.	1
الدعوة إلى تقيد أطراف النـزاعات المسلحة الصارم بأحكام القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان المنطبقة المتعلقة بالأطفال المتضررين من النـزاعات المسلحة.	0
ففي تعليق أذيع على نطاق واسع وجه إلى مواطني قرية كلبص التي فشل المتمردون في دخولها في كانون الأول/ديسمبر 2003، قال الرئيس "نضع في قمة أولوياتنا من الآن القضاء على التمرد، وسوف نتعقب كل خارج على القانون... وسنستخدم الجيش والشرطة والمجاهدين والفرسان للقضاء على التمرد"(). وخاطب وزير العدل الوفد الخاص للجنة التنمية والتعاون التابعة للبرلمان الأوروبي أثناء الزيارة التي قام بها الوفد في شباط/فبراير 2004 فقال إنه "كانت للحكومة علاقة ما بالجنجويد.	0
وحين يتحدد المركز المستقبلي سيحتاج الوجود الدولي - بشقيه العسكري والمدني - إلى الموارد الضرورية اللازمة لإدارة تنفيذ التسوية بصورة متزنة ومنتظمة.	1
وتتطلع اللجنة إلى استمرار هذا الدعم المتميز بكفاءة مهنية عالية.	0
144 - إن الدول مسؤولة بموجب القانون الدولي لحقوق الإنسان عن كفالة حماية حقوق الإنسان والحريات الأساسية وحفظها في جميع الأوقات، في زمن الحرب وزمن السلم على السواء.	1
وأثار ذلك توترات خطيرة مع المجتمعات المحلية، وكذلك تهديدات لبعثة الأمم المتحدة من جانب بعض القادة العسكريين السابقين للمؤتمر الذين اندمجوا الآن في الجيش الكونغولي.	0
وتولى عناية خاصة لقطاع الأمن. ويجري أيضا بحث الإجراءات التي اتخذتها الحكومة والرئيس ومكتب الأمم المتحدة في تيمور - ليشتي.	1
وقد ظهر التزام المجتمع الدولي بمكافحة الإرهاب وتصميمه على القضاء عليه بشكل رئيسي من خلال اعتماد العديد من الصكوك القانونية وإنشاء مؤسسات متخصصة.	1
233- توصي اللجنة بأن تكون للمدعين العامين إمكانية الوصول إلى أفراد الشرطة وموظفين للتحقيق وعدد كافٍ من موظفي الإدارة والترجمة والبحث، فضلا عن الدعم اللوجستي اللازم.	1
ومع ذلك، فهم يبدون بجلاء، يوما بعد يوم، روحا أكثر إيجابية إزاء البعثة.	0
49 - وواصلت الحكومة أيضا جهودها لتقديم المساعدة الغذائية إلى شرائح السكان الضعيفة المفتقرة إلى الأمن الغذائي وذلك بدعم من برنامج الأغذية العالمي عن طريق برنامج تغذية الأم والطفل التابع لوزارة الصحة (000 47 مستفيد) في عام 2010 حتى 30 حزيران/يونيه وبرنامج تغذية المدارس التابع لوزارة التعليم (000 241 مستفيد) وبرنامج الغذاء مقابل العمل (600 مستفيد) الذي يستهدف المجتمعات المحلية المحتاجة للغذاء. وفي 27 أيار/مايو تم افتتاح مصنع لإنتاج الأغذية لتوزيعه عن طريق برنامج تغذية الأم والطفل وذلك بدعم تقني وإداري من برنامج الأغذية العالمي.	1
ومن يُضبط وهو يمارس شعائر الدين المسيحي تُفرض عليه عقوبات صارمة، ما يشكل انتهاكاً للحق في حرية الدين وحظر التمييز الديني. باء- التمييز	0
:: تقييم التقدم المحرز في عملية بناء السلام قبل النظر في القرارات بشأن قيام الأمم المتحدة بالسحب و/أو الانتقال من شكل من أشكال الاشتراك إلى آخر، وهو ما يمكن أن يشمل ما يلي: (أ) مستوى الدعم المقدم من المجتمع الدولي ومدى التزامه؛ (ب) سبل تعزيز قدرة الأفرقة القطرية للأمم المتحدة بغية تمكينها من مواصلة دعم جهود بناء السلام طويلة الأجل في البلدان المدرجة في جدول الأعمال؛ (ج) الفرص التي يتيحها توطيد السلام لبلدان معينة والمخاطر التي تتهدده.	1
وبالإضافة إلى ذلك، بلغت عملية استقدام 19 خبيرا مدنيا لشغل وظائف في إطار عنصر شرطة البعثة من أجل زيادة تعزيز التركيز على بناء المهارات والتنمية المؤسسية، مرحلة متقدمة للغاية.	1
وتسعى الجهود المبذولة في هذه المجالات، التي تكملها أنشطة الأفرقة العاملة المنشأة لتنفيذ الاتفاقات التي تم التوصل إليها بين رئيسي الاتحاد الروسي وجورجيا في سوتشي في آذار/مارس 2003 (أنظر S/2003/412، الفقرة 5)، إلى معالجة الشواغل الملحة لدى الطرفين، ومن ثم، تعزيز الثقة بينهما بغية تحقيق الهدف النهائي المتمثل في بدء مفاوضات للتوصل إلى تسوية سياسية شاملة للصراع، باستخدام الورقة المعنونة "المبادئ الأساسية المتعلقة بتوزيع الاختصاصات بين تبليسي وسوخومي" ورسالة الإحالة المرفقة بها كنقطة انطلاق (انظر S/2002/88، الفقرة 3).	1
واقترنت التطورات التي شهدتها مؤخرا دول عدة في المنطقة الإقليمية بتغييرات في الهياكل الأمنية.	1
وتسعى اللجنة إلى كفالة أن تتسم القائمة الموحدة بالدينامية والاستجابة للتهديد المتغيِّر لتنظيم القاعدة وحركة الطالبان.	0
ووفقا لمحكمة العدل الدولية، فإن أحكام المادة 3 المشتركة بين اتفاقيات جنيف "تشكل قياس الحد الأدنى" المطبق على أي صراع مسلح "وتعكس ما دعته المحكمة في عام 1949 [في قضية كورفو تشانيل] 'الاعتبارات الأولية للإنسانية`"().	1
وكثيرا ما تكون شحنات الأسلحة الصغيرة الواردة من الخارج إلى مناطق النزاع صغيرة الحجم، حيث تظل تتقاطر شيئا فشيئا عبر الثغرات الحدودية.	0
46 - وينبغي للجنة مكافحة الإرهاب ومديريتها التنفيذية القيام بما يلي: (أ) العمل بمزيد من الهمة مع المنظمات الإقليمية المختصة (الاتحاد الأفريقي وجماعة شرق أفريقيا ومنظمة التعاون بين رؤساء الشرطة في شرق أفريقيا ومجموعة شرق أفريقيا والجنوب الأفريقي لمكافحة غسل الأموال وبرنامج تعزيز القدرات في مجال مكافحة الإرهاب التابع للهيئة الحكومية الدولية المعنية بالتنمية) والتركيز على الأنشطة التي تهدف إلى تحسين تنفيذ القرار وتدارك أوجه القصور فيه؛	1
فقد غادر معظم الأطفال المرتبطين سابقا بالجماعات المسلحة في نيبال تلك الجماعات دون أن تتخذ أي تدابير لإنعاشهم وإعادة إدماجهم أو وضع أي إطار لحمايتهم.	1
وسينفذ المشروع مكتب الأمم المتحدة لخدمة المشاريع وتتولى تنفيذه بلديتا منطقتي بريشتينا وغنيلاني.	1
"يؤكد مجلس الأمن من جديد أهمية مبدأ عدم الإعادة القسرية، وحق اللاجئين في العودة طوعا إلى سوريا، ويشجع البلدان المجاورة لسوريا على حماية جميع الأشخاص الفارين من العنف في سوريا، بما في ذلك الفلسطينيين.	1
وسيقوم الطرفان، ضمن إطار مفوضية الأمم المتحدة لشؤون اللاجئين، بمزيد من الدراسة لإجراء زيارات عائلية بطريق البر.	1
ومن ثم، فمن رأي اللجنة أن هذه الأعمال قد تشكل جرائم ضد الإنسانية.	0
وإذا كان يتعذر على قادة القاعدة بحكم القيود التي تفرضها عليهم الإجراءات الدولية، ترجمة دعم هؤلاء الأتباع إلى عنف منسق تحت سيطرتهم، فإنهم يواصلون استقطابهم، ومنهم من هم عازمون على ارتكاب أعمال إرهابية باسمهم الخاص دون أن تكون لديهم الرغبة في رؤية أعمالهم ضمن برنامج سياسي أوسع.	0
60 - وفي ظل التوجيه العام الصادر من مقر قيادة البعثة، يتولى رؤساء المكاتب الإقليمية للبعثة مسؤولية وضع وتنفيذ خطط عمل إقليمية من أجل منع الاستغلال والاعتداء الجنسيين، كل في منطقته.	1
وقد استهدفت عمليات الإعدام بإجراءات موجزة مجموعة ناندي الإثنية والأقزام، الذين أرغموا على الهروب إلى الغابة فرارا من الاضطهاد لتعاونهم المزعوم مع التجمع الكونغولي من أجل الديمقراطية/حركة التحرير.	0
ينوه بسياسة التعاون التي تنتهجها الدول المجاورة ومنها [أسماء الدول المعنية] بالإبقاء على حدودها مفتوحة للاجئين ...، ويشجع هذه الدول على مواصلة هذه السياسة والمساهمة في استقرار الوضع كلما أمكن ذلك؛	1
وقد حان الوقت أيضا لأن تتخلى بلغراد عن موقفها السلبي إزاء مشاركة صرب كوسوفو.	0
"ويشدد المجلس على أهمية الملكية الوطنية والحوار البنَّاء والشراكة بين السلطات الوطنية والمجتمع الدولي من أجل المساعدة في تلبية الاحتياجات ذات الأولوية لبناء السلام والتصدي للأسباب الكامنة لتواتر عدم الاستقرار.	1
وأفاد العديد من الشهود أن عبارات سب وشتم استعملت في حق المحتجزين، حيث كانوا يسمونهم "عبيدا" في الغالب.	0
تشجيع بعثات الأمم المتحدة لحفظ السلام وغيرها من البعثات المعنية التي يأذن بها مجلس الأمن، حسب الاقتضاء وعلى أساس كل حالة على حدة، على منع الاستيلاء غير القانوني على الأراضي ومصادرتها ومصادرة الممتلكات الخاصة باللاجئين والمشردين داخليا، وكفالة توفير الحماية للاجئين العائدين والمشردين داخليا.	1
مع ذلك، تجدر الإشارة إلى أن الطائرات العمودية، إضافة إلى وحدات أخرى من قبيل البحرية، كانت موزعة على نطاق واسع وفقا للتقارير، بينما كان من المفترض رسميا أن يبقى الجيش ''الخط الثالث`` الذي يؤدي دورا دفاعيا بشكل رئيسي، بعد الشرطة والدرك.	0
الاستناد إلى حلقة العمل المقرر عقدها في تشرين الثاني/نوفمبر 2010 لآسيا الوسطى، فيما بين المديرية التنفيذية ومنظمة الأمن والتعاون في أوروبا بشأن القرار 1624 (2005) ومكافحة التحريض على الأعمال الإرهابية المرتكبة بدافع التطرف والتعصب، عن طريق المبادرات المماثلة في المناطق الإقليمية الأخرى؛	0
وتقع محطة تحميل الفواكه بجوار محطة التحميل العسكرية في جزء معزول من الميناء البحري وهذا هو السبب في تفريغ معدات من النوع العسكري هناك.	0
ويلزم الطرفين معا بالإفراج فورا عن الأطفال المرتبطين بالقوات المسلحة وإعادة إدماجهم.	1
إلا أنني مازلت قلقا إزاء استمرار فرض قيود على حرية تنقل المراقبين العسكريين التابعين للأمم المتحدة الذين يسعون إلى زيارة الوحدات والمقار والنقاط المحصنة التابعة للطرفين لأغراض التحقق.	0
وستقوم المجموعة بإنشاء وتعهد مستودع بيانات على الإنترنت لجمع الوثائق غير المحررة التي يقدمها المشاركون في فريق الاتصال، والتي تعكس وجهات نظرهم حول الجهود الدولية المبذولة منذ عام 2008 لمكافحة القرصنة قبالة سواحل الصومال، وإتاحة تلك الوثائق للباحثين والمحللين ومقرري السياسات.	1
وعلى الرغم من هذا القرار، تتواصل عمليات التدمير.	0
وينبغي نقل أنشطة بناء القدرات وأنشطة تحقيق الاستقرار الأطول أجلا إلى الفريق القطري قدر المستطاع في المجالات التي يتمتع فيها بميزة نسبية.	0
50 - قام المقرر الخاص المعني بتعزيز حقوق الإنسان والحريات الأساسية وحمايتها في سياق مكافحة الإرهاب بزيارة رسمية إلى بوركينا فاسو من 8 إلى 12 نيسان/أبريل 2013 بدعوة من الحكومة، لجمع معلومات عن الحالة الراهنة في بوركينا فاسو، تمهيدا لمساعدة الحكومة في جهودها الرامية إلى مكافحة الإرهاب مع احترام حقوق الإنسان وتعزيز تطبيق الصكوك الدولية.	1
"ويﻻحظ مجلس اﻷمن اﻷثر الضار ﻻنتشار اﻷسلحة، ﻻ سيما اﻷسلحة الصغيرة، على أمن المدنيين، بمن فيهم الﻻجئون وغيرهم من الجموع الضعيفة.	0
٥٠ - خلال الفترة المشمولة بالتقرير، نشرت الأصول الجوية للبعثة المتكاملة مؤقتاً في كيدال للقيام بعمليات استطلاع ومراقبة تتعلق بتحركات الجماعات المسلحة، لا سيما في وادي تيلمسي (إقليم غاو).	1
يلاحظ أنه يلزم اتخاذ مجموعة من التدابير من جانب المجتمع الدولي للمشاركة في تحمل العبء الواقع على كاهل الدول الأفريقية المضيفة للاجئين ودعم جهودها الرامية إلى كفالة أمن مخيمات ومستوطنات اللاجئين وصفتها المدنية والإنسانية، بما في ذلك في مجالات إنفاذ القانون، ونزع سلاح العناصر المسلحة، وتقليص تدفق الأسلحة إلى مخيمات ومستوطنات اللاجئين، وفصل اللاجئين عن غيرهم من الأشخاص غير المستوفين لشروط الحماية الدولية التي تمنح للاجئين أو غير المحتاجين، على أي نحو آخر، للحماية الدولية وتسريح المقاتلين السابقين وإعادة دمجهم.	1
وقد يؤدي هذا أيضا إلى تعزيز التعاون الإقليمي في مجال مكافحة الإرهاب.	0
ولا يكون نظام الجزاءات فعالا إلا بقدر ما يُفهم فهما جيدا، ولا سيما من الدول الأعضاء التي تتسم مشاركتها بالأهمية البالغة في المساهمة في تعزيز القائمة وكفالة استتباعها بالإنفاذ الملائم.	1
21 - أحرز تقدم في برنامج تسجيل أفراد الشرطة الوطنية وفرزهم ومنحهم شهادات الاعتماد، إذ بلغ حتى 20 أيلول/سبتمبر عدد من تم اعتمادهم بالكامل من ضباط الشرطة الوطنية 944 2 ضابطا (من بينهم 565 امرأة)، أي ما يمثل 94 في المائة من قوامها.	1
6 - وفي 10 تشرين الثاني/نوفمبر 2011، أسند قائد قيادة القوات المشتركة المتحالفة في نابولي إلى قائد قوة كوسوفو مهمة مواصلة العمليات لإنشاء نقاط لمراقبة الدخول والحفاظ عليها، وإزالة الحواجز الطرقية بصورة انتقائية على طول طرق الإمدادات الرئيسية المؤدية إلى نقطتي العبور Gate 1 و DOG 31، وذلك لتهيئة الظروف اللازمة لإعادة حرية التنقل بدون قيود وإيجاد بيئة تتسم بالأمان والأمن للجميع، عملا بقرار المجلس 1244 (1999).	1
ومع أن تدابير مكافحة القرصنة ما زالت تثبت فعاليتها، يتعين على المجتمع الدولي أن يواصل دعم الحكومة الصومالية في جهودها الرامية إلى الوفاء بالتزاماتها على النحو المبين في كل من رؤية عام 2016 والاتفاق الصومالي.	1
(أ) تقييم تطور المخاطر والتهديدات؛	0
وتظل هذه الجماعة إحدى أقوى الجماعات المسلحة المتطرفة في العراق.	0
وما زالت الأنباء ترد من مختلف منظمات حقوق الإنسان عن وقوع انتهاكات جسيمة لحقوق الإنسان وخروقات للقانون الإنسان الدولي، بما في ذلك حالات الاحتجاز التعسفي والقتل والاتجار بالأطفال والاغتصاب في جميع أنحاء البلد، سواء في المناطق الخاضعة لسيطرة القوى الجديدة أو للحكومة.	0
"ويدعو مجلس الأمن بوروندي إلى منع تقديم أي دعم من أراضيها إلى جماعات مسلحة داخل جمهورية الكونغو الديمقراطية.	0
:: تقديم المساعدة التقنية لصياغة وإنفاذ تشريع لمناهضة الكلمات التي تحض على الكراهية.	1
وقد وضعت بعض الدول استراتيجيات وطنية لمكافحة الإرهاب، غير أن مستوى التنفيذ يحتاج إلى تحسين وينبغي إيلاء مزيد من التركيز إلى الجوانب الوقائية، ويشمل ذلك على وجه الخصوص التصدي للتحريض على الإرهاب وللتهديد المتمثل في الاستقطاب إلى التطرف الذي يؤدي إلى التطرف العنيف.	1
'4` قتل الجرحى من جنود العدو	0
17 - وقد تمكنت المديرية التنفيذية من خلال زياراتها إلى البلدان المانحة من جمع معلومات أدق كثيرا جدا عن مصالحها الإقليمية، وقدراتها في مجال المساعدة التقنية على مكافحة الإرهاب وبرامجها القائمة.	1
فمسألة إصدار وثائق هوية للسكان على سبيل المثال، وهي مسألة تتسم بالحساسية، تعتبر عملية طويلة الأجل ستستمر حتى بعد إجراء الانتخابات؛ ومثلها في ذلك إعادة إدماج المقاتلين، وإصلاح القطاع الأمني، وتناول مسائل حيازة الأراضي، وتعزيز الإدارة الاقتصادية السليمة، وحماية حقوق الإنسان، والعمل على التئام الجراح التي سببها النزاع، والتصدي للأسباب الجذرية التي أحدثت الأزمة.	1
وفي 23 آب/أغسطس، وفي إطار إحاطة مقدمة من إدارة الشؤون السياسية، قال وكيل الأمين العام للشؤون السياسية إن موظفي مكتب تنسيق الشؤون الإنسانية يجرون بعثة تقييم في الجمهورية العربية السورية، وأشار إلى بيان الأمين العام الذي أفاد بأن الرئيس الأسد لم يضع حدا لاستعمال العنف ضد المدنيين على الرغم من تعهده بذلك.	0
ويعد هذا القرار ثاني أهم تغيير في تجهيز عقود اللوازم الإنسانية في إطار البرنامج منذ اعتماد القرار 1284 (1999)، الذي زاد كمية النفط التي بمقدور العراق بيعها في إطار البرنامج، وأحدث إجراءات جديدة مستعجلة بالنسبة لبعض السلع الإنسانية.	1
