ar	VerCoop
17 - وما انفكت البعثة تحظى بعلاقات جيدة مع الجيش الملكي المغربي والقوات المسلحة لجبهة البوليساريو على السواء.	1
43 - وترحب اللجنة بكون مديريتها التنفيذية قادت العمل المضطلع به في إطار فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب لإعداد مجموعة من الصكوك والمعايير والممارسات السليمة، على الصعيدين الدولي والإقليمي، بشأن مراقبة الحدود في جوانبها المتعلقة بمكافحة الإرهاب، والعمل الجاري لوضع إطار للإدارة المنسقة للمخاطر المرتبطة بأمن الحدود.	0
158 - ويطبق نصف الدول تقريباً ضوابط جمركية على الاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة والذخائر والمتفجرات، ولكن يجب تعزيز الضوابط الجمركية وتدريب ضباط الجمارك.	1
"ويؤكد مجلس الأمن من جديد أهمية عمل اللجان المنشأة عملا بالقرارات 1267 (1999) و 1373 (2001) و 1540 (2004) ويواصل تقديم دعمه وإرشاده لها.	1
يتشرف فريق الدعم التحليلي ورصد الجزاءات المنشأ عملا بقرار مجلس الأمن 1526 (2004)، بشأن تنظيم القاعدة وحركة الطالبان وما يرتبط بهما من أفراد وكيانات، والذي مُددت ولايته بموجب قراري مجلس الأمن 1617 (2005) و 1735 (2006) بأن يحيل إليكم تقريره السابع وفقا للقرار 1735 (2006).	1
يكرر تأكيد ندائه للسلطات الوطنيةأن تضع حدا للإفلات من العقاب، من خلال تدابير منها تقديم مرتكبي الانتهاكات الجسيمة لحقوق الإنسان وللقانون الإنساني الدولي إلى العدالة دون تأخير، وأن تأخذ في الحسبان، عند اختيار مرشحين لشغل المناصب الرسمية، بما في ذلك المناصب الرئيسية في القوات المسلحة والشرطة الوطنية وسائر الدوائر الأمنية، الأعمال السابقة للمرشحين من حيث مراعاة القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان.	0
١١ - يعرب عن استعداده للنظر في الطريقة التي يمكن بها لوﻻيات حفظ السﻻم أن تعالج معالجة أفضل اﻷثر السلبي للصراعات المسلحة على المدنيين؛	1
80 - توجد لدى أربع دول قوانين شاملة في مجال مكافحة الإرهاب.	0
56 - من المشجع أن التقدم لم يتوقف في مجالات الأربع ذات الأولوية التي كُلفت بها البعثة، وتشمل أوجه التقدم، مبادرات الحوار المتعلقة بالمسائل الوطنية البالغة الأهمية، وإحراز المزيد من التقدم في استئناف الشرطة الوطنية الاضطلاع بالمسؤوليات الأساسية عن حفظ الأمن، وإصدار مجموعة التشريعات المتعلقة بالأمن الوطني، ووضع الخطة الإنمائية الاستراتيجية، والخطة الاستراتيجية لقطاع العدل في تيمور - ليشتي.	0
واتخذ المجلس بالإجماع القرار 2185 (2014)، وهو قرار المجلس الأول المخصص لمسائل العمل الشُرطي. وتضمن القرار عددا من التدابير العملية الرامية إلى زيادة فعالية عمل الأمم المتحدة في مجال العمل الشُرطي.	1
4 - تقضي الفقرة الفرعية 1 (ج) من القرار EC-M-33/DEC.1 بأن تُتمّ الجمهورية العربية السورية إزالة جميع مواد أسلحتها الكيميائية ومعداتها في النصف الأول من عام 2014.	1
ويمثل سوء التغذية المزمن في مخيمات اللاجئين مشكلة صحية كبرى، ولذلك تعتزم المفوضية والبرنامج اتخاذ تدابير تصحيحية، تشمل توفير الأغذية التكميلية للفئات الضعيفة.	1
''ويعيد التأكيد بأن الإرهاب يشكل بجميع أشكاله ومظاهره تهديدا من أخطر التهديدات للسلم والأمن، وأن أية أعمال إرهابية هي أعمال إجرامية ولا يمكن تبريرها، بغض النظر عن دوافعها، وقتما ارتكبت وأيا كان مرتكبها.	1
فهذه الزيارات، التي تقوم بها المديرية التنفيذية نيابة عن اللجنة، تتيح الفرصة لمناقشة أمور عديدة، من بينها التوجهات والتحديات المتصلة بالإرهاب، والجهود التي تبذلها الدول لمكافحة الإرهاب، ومواطن القوة والضعف لديها واحتياجاتها من المساعدة التقنية، والممارسات السليمة في تنفيذ القرارين المذكورين.	1
"ويرحب مجلس الأمن في هذا الصدد بالإجراءات التي اتخذتها حتى الآن الأطراف الموقعة لإطار السلام والأمن والتعاون والجهات الضامنة له، بما في ذلك عقد اجتماع الـ "11+4" الأول لآلية الرقابة الإقليمية التابعة لإطار السلام والأمن والتعاون في أديس أبابا في 26 أيار/مايو 2013 والاجتماعين الأولين للجنة الدعم التقني في نيروبي في 24 حزيران/يونيه و 22 تموز/يوليه 2013، وهي اجتماعات كانت تهدف إلى إحراز تقدم في وضع نقاط مرجعية لتقييم تنفيذ إطار السلام والأمن والتعاون من جانب جميع الأطراف الموقعة.	1
وحقق الفريق في عملية توريد هذه المركبات إلى شمالي كوت ديفوار، إلا أنه واجه عقبة ناجمة عن عدم استطاعته فحص مركبات القوى الجديدة عن قرب، غير أن الفريق التقط صورا لعدد من هذه المركبات كانت ضمن قافلة عسكرية في بواكي.	0
7 - يطلب إلى الأمين العام أن يعين، وفقا لقواعد وإجراءات الأمم المتحدة، وبمجرد اتخاذ هذا القرار وبعد التشاور مع اللجنة، ما لا يزيد عن ثمانية أشخاص، بمن فيهم منسق فريق الرصد، يستوفون مؤهلا أو أكثر من المؤهلات في مجالات الخبرة التالية المتصلة بأنشطة تنظيم القاعدة و/أو حركة الطالبان بما فيها: تشريعات مكافحة الإرهاب والتشريعات الأخرى ذات الصلة؛ تمويل الإرهاب والمعاملات المالية الدولية بما فيها الخبرات الفنية المصرفية، الأنظمة البديلة لتحويل الأموال، والتبرعات الخيرية واستخدام ناقلي الطرود؛ وتعزيز الحدود بما فيها أمن الموانئ، وحظر الأسلحة وضوابط التصدير؛ والاتجار بالمخدرات؛	1
وفي ما خلا الحالات التي يقبض فيها على فرد متلبسا بارتكاب جريمة، على المسؤولين عن إنفاذ القانون أن يقدموا أمرا بالقبض على الشخص بغية توقيفه أو احتجازه.	0
وفقا للفقرة 32 من هذا القرار، يعمل فريق الرصد بتوجيه من اللجنة المنشأة عملا بالقرار 1267(1999) ويضطلع بالمسؤوليات التالية:	0
ومجلس الأمن يذكِّر بالتزامات الدول القاضية باحترام القانون الإنساني الدولي، بما فيه اتفاقيات جنيف الأربع، والعمل على فرض احترامه، ويؤكد مسؤوليتها عن وضع حد للإفلات من العقاب وملاحقة المسؤولين عن الإبادة الجماعية والجرائم المرتكبة بحق الإنسانية والانتهاكات الجسيمة للقانون الإنساني.	1
50 - ويمثل الموقع الشبكي للجنة أداة لتحقيق الشفافية لا غنى عنها من أجل زيادة الوعي العام بالمسائل ذات الصلة بالقرار 1540 (2004).	1
ويثني مجلس الأمن في هذا الصدد على الدعم الذي تقدمه الدول المجاورة للاجئين من جمهورية الكونغو الديمقراطية.	1
فهناك اليوم، كما ذُكر من قبل، صراع مسلح طال أمده وغير ذي طابع دولي في دارفور بين السلطات الحكومية وجماعات مسلحة منظمة.	0
والتقى أعضاء البعثة بزعماء الحركة الوطنية لكوت ديفوار في بواكيه ومع منظمات قيادية لحقوق الإنسان، والمجتمع المدني ومنظمات السلام، وكبار المسؤولين الدينيين، مسيحيين ومسلمين، والفرقة القطرية التابعة للأمم المتحدة، وأعضاء السلك الدبلوماسي والأفراد العسكريين.	1
وأصدر الأمين العام ومنسقه الخاص للبنان بيانات تدين بشدة الأعمال الإجرامية لفتح الإسلام بوصفها هجمات على استقرار لبنان وسيادته.	0
وقُتل ضابط واحد، فيما أُصيب ضابط آخر إصابة خطيرة.	0
121 - احتل مقاتلو الحركة أماكن عامة مختلفة.	0
18 - وتتجلى هذه الاتجاهات في العديد من حالات النزاع المعاصرة المدرجة في جدول أعمال المجلس.	0
64 -فلا يمكن معالجة مسألة الأسلحة الصغيرة بالاقتصار على تدابير الرقابة على الأسلحة. بل هذه المسألة جزء لا يتجزأ من نطاق أوسع تتداخل فيه قضايا النـزاعات والأمن والعنف المسلح والجريمة والتجارة وحقوق الإنسان والصحة والتنمية.	0
غير أنه بالرغم من زيادة الاهتمام والتطورات الإيجابية الأخيرة في هذا المجال، لا يزال هناك العديد من التحديات في الميدان فيما يتعلق بالتنفيذ، لا سيما التحديات ذات الصلة باستمرار الافتقار إلى الوضوح فيما يتعلق بمفهوم حماية المدنيين وتفعيلها، وآليات التنسيق الداخلي والخارجي، والإنذار المبكر والاستجابة السريعة، وتقديم الدعم إلى قوات الأمن التابعة للحكومة المضيفة، وقدرات القوات، وتوفير الموارد.	0
16 - وسيتكفل المدير التنفيذي بأن يكون لكل منظمة دولية وإقليمية ودون إقليمية مركز اتصال داخل المكتب، بما في ذلك الحاجة إلى الاتصال بمفوضية الأمم المتحدة لحقوق الإنسان وسائر المنظمات المختصة بشأن المسائل المتصلة بحقوق الإنسان ومكافحة الإرهاب.	0
وقد عقد العزم على أن يقوم من الآن فصاعدا بتيسير التوصل إلى استجابة فعالة للأخطار العالمية القائمة في مجال عدم الانتشار،	1
(أ) ضمان نشر المعلومات المتعلقة بالقانون الإنساني الدولي والقانون الدولي لحقوق الإنسان وقانون اللاجئين، على أوسع نطاق ممكن،	1
وكان للمؤتمرين الصحفيين، وبخاصة المؤتمر الصحفي الأول، بالإضافة إلى استجواب أول مشتبه به، وتوقيف المسؤولين الأمنيين البارزين السابقين وفقا لاقتراح من اللجنة، كان لها جميعها أثر حفاز.	0
التشديد على أهمية نزع سلاح الجماعات المسلحة الوطنية والأجنبية وتسريح المقاتلين السابقين في صفوفها وإعادة إدماجهم بصورة دائمة وتقديم المساعدة إلى الضحايا في المجتمعات المحلية المتضررة من النزاع.	1
وبعد الهجوم، توجه سكان المنطقة بأكملهم إلى كايلك.	0
وفي حالة أخرى، هاجم الجنجويد قرية مالاغا في تشرين الأول/أكتوبر 2004. وقد قُتل 18 رجلا، وأصيب أربعة رجال وامرأتان.	0
وإذ أقر أحد المتكلمين بأن أعمال المجلس قد تغيرت تغيرا هائلا خلال السنوات الخمس عشرة الأخيرة، فقد لاحظ بأن الاتجاه أخذ ينحو نحو مزيد من الانفتاح.	1
وحتى عندما يكون هناك أساس قانوني للتعاون في المسائل المتصلة بمكافحة الإرهاب في ما بين الدول، يبقى تحقيق التعاون العملي تحديا. والأسباب الكامنة وراء ذلك ذات طبيعة فنية وسياسية.	1
ولا تطبق أي دولة التدابير الكافية لحماية المنظمات غير الربحية من تمويل الإرهاب.	0
وشدد الرئيس في معرض وصفه لذلك الحادث المؤسف على أنه خبيث وغير مقبول وينطوي على نشوب عنف محتمل في انتخابات عام 2012 المقبلة.	0
ولم تُعرف حتى الآن الجهة المسؤولة عن هذا الهجوم.	0
وقدمت الممثلة الخاصة عرضا موجزا للقتال الذي اندلع في بانتيو بولاية الوحدة في 26 تشرين الأول/أكتوبر.	0
11 - يشجع الجهود الرامية إلى ضمان تنمية الاستخدامات السلمية للطاقة النووية من جانب البلدان الراغبة في الحفاظ على قدراتها في هذا المجال أو في تطويرها، في إطار يقلل من خطر انتشار الأسلحة النووية ويلتزم بأعلى المعايير الدولية للضمانات والأمن والسلامة؛	1
وقد لاحظ الفريق أن تنظيم القاعدة وحركة الطالبان والمرتبطين بهما يستعملون أي نوع من المتفجرات المتاحة، مثل المتفجرات العسكرية في مناطق الصراع، أو العناصر اللازمة لصنع جهاز متفجر مرتجل، ومنها نترات الأمونيوم، في غيرها من المناطق (S/2007/132، الفقرة 90).	0
وإذ يدرك أن نظر مجلس الأمن في مسألة حماية الصحفيين في النزاع المسلح تقوم على أساس إلحاح هذه المسألة وأهميتها، وإذ يقر بالدور القيّم الذي يمكن أن يؤديه الأمين العام في توفير المزيد من المعلومات بشأن هذا الموضوع،	1
303- وأفيد بوقوع كثير من الحوادث التي يقال إن القوات الحكومية قد قامت فيها بتطويق القرى وتولي مهمة الحراسة أثناء ارتكاب الجنجويد لأعمال الحرق والنهب وغيرها من الفظائع ضد السكان.	0
كما زار مخيم اللاجئين في العيون.	1
وقامت البعثة بتدريب أكثر من 20 منظمة لحقوق الإنسان على أساليب الرصد واشتركت مع منظمة غير حكومية وطنية في تيسير إصدار ونشر مواد للتوعية لأكثر من 000 30 شخص ومنظمات للمجتمع المدني، وذلك بدعم مالي من مفوضية الأمم المتحدة لحقوق الإنسان وسفارة كندا.	0
وما دمنا بصدد مناقشة التحديات الإنمائية التي تواجه أفغانستان، فإن الحادث الأخير يبرر الصورة القاتمة المتعلقة بالحالة الأمنية.	0
:: تقديم تقرير إلى اللجنة بعد كل اجتماع وسيرأس كل فريق عامل عضو من اللجنة، ويحصل على الدعم، بحسب الضرورة، من موظفي مكتب شؤون نزع السلاح ومن الموظفين الخبراء في اللجنة المنشأة عملاً بالقرار 1540 (2004) ومن أمانة اللجنة.	1
وعبر أعضاء المجلس بالإجماع عن القلق للوضع الحالي لعملية السلام وأعربوا عن أملهم في أن تتمكن مجموعة أصدقاء الأمين العام في اجتماعها المقبل من تحريك هذا الوضع إلى الأمام. قضايا أخرى	1
10 - يطلب كذلك من الفريق العامل، المنشأ وفقا للفقرة 9، أن ينظر في إمكانية إنشاء صندوق دولي لتعويض ضحايا الأعمال الإرهابية وأسرهم، يمكن أن يموّل عن طريق التبرعات، وقد يتكون جزئيا من الأصول التي يتم الاستيلاء عليها من المنظمات الإرهابية وأعضائها والقائمين على رعايتها، وأن يقدم توصياته بهذا الشأن إلى المجلس؛	0
تيمور - ليشتي في 10 أيار/مايو، استمع المجلس إلى إحاطة إعلامية قدمها الممثل الخاص للأمين العام، كماليش شرما، في جلسة عامة.	1
13 - يأذن للدول الأعضاء، إذ تتصرف بموجب الفقرة 10 أعلاه، وفقا للمرفق 1 - ألف من اتفاق السلام، بأن تتخذ جميع التدابير اللازمة لكفالة الامتثال لما سيضعه قائــد قــوة تثبيت الاستقرار المتعــددة الجنســيات من قــواعد وإجراءات تنظم التحكم في المجال الجوي فوق البوسنة والهرســك ومراقبته فيما يتعلق بالحركة الجوية المدنية والعسكرية بجميع أشكالها؛	0
ونلاحظ أن الأمين العام يعرب في تقريره (S/2008/728) عن القلق إزاء الحالة الأمنية في شرقي جمهورية الكونغو الديمقراطية.	0
128 - ووجدت الوفود أن القائمة الموحدة مفيدة، معتبرة إياها جزءا هاما من الإجراءات الوطنية والدولية الرامية إلى مكافحة القاعدة والمرتبطين بها.	1
ولكن رغم أن الفريق لا يرى أن المشورة التقنية شبه العسكرية المتاحة على الإنترنت تشكل تهديدا يضاهي التدريب الميداني، فإن إمكانياتها تتزايد مع تحسين نوعية المشورة المقدمة.	0
وإذ يعيد أيضا تأكيد حتمية مكافحـة الإرهاب بجميع أشكاله ومظاهره وبكل الوسائل، وفقا لميثاق الأمم المتحدة، وإذ يشدد أيضا على أنه يجب على الدول ضمان تقيد كافة التدابير التي تتخذها لمكافحة الإرهاب بجميع التزاماتها بموجب القانون الدولي، واعتماد تلـك التدابير وفقا للقانون الدولـي، ولا سيما القانون الدولي لحقوق الإنسان، وقانون اللاجئين، والقانون الإنساني،	1
ولكن بما أن هذه الجريمة لم تكن فعل أفراد بل فعل مجموعة على درجة عالية من التنظيم، من المحتمل جدا أن يكون الغش والفساد وتبييض الأموال دافعا لاشتراك أفراد فيها.	0
وإذا غالت المصارف في تشددها في تقرير ما يتعين تمحيصه كحالة ممكنة من حالات تمويل الأعمال الإرهابية، فمن المرجح أنها لن تفطن لاستخدام الأساليب الجديدة ولا الأساليب القديمة.	0
ونظر أعضاء المجلس أيضا في تقرير الأمين العام (S/2000/632) الذي أوضح أن تقدمـــا مهما قد أحرز على الجبهتين السياسيـــة والعسكريـــة ولكن لا تزال هناك العديــد من التحديـــات التي تواجه حكومة غينيا - بيساو في بسط السلام الدائم والاستقرار والتنمية المستدامة.	0
وإذ يشير أيضا إلى أنه طلب إلى اﻷمين العام أن يجمع معلومات عن المسؤولية إزاء الحادث المفجع الذي أودى بحياة رئيسي رواندا وبوروندي؛	0
وفي هذا الصدد، يؤكد المجلس أن إنهاء الإفلات من العقاب عنصر أساسي في ما تبذله المجتمعات المارة بحالات النـزاع أو بمراحل ما بعد النـزاع من جهود لتجاوز ما ارتُكب في السابق من جرائم خطيرة يحظرها القانون الدولي، ولمنع تكرارها في المستقبل.	1
88 - وأفادت إحدى الدول بأن استراتيجيتها الوطنية لمكافحة الإرهاب تتطلب بأن تكون الإجراءات التي تتخذها السلطات متسقة وشفافة، وأن تضمن احترام سيادة القانون، والديمقراطية، والحقوق الأساسية، والحكم الرشيد.	0
وأمسك أحد الجنود بالطفل ورمى به بعيدا في جانب الطريق.	0
وتحقيقا لهذا الغرض، فقد خُولت صلاحيات واسعة النطاق، تشمل الوصول دون عوائق إلى كافة سجلات الملكية في البوسنة والهرسك.	0
8 - وتباشر اللجنة أنشطتها في تاريخ يحدده الأمين العام، وستُبلغ به حكومة باكستان رسمياً.	1
5 - إبان الحرب الباردة، لفت الأمناء العامون للأمم المتحدة الانتباه إلى قضايا محددة تتعلق بالجريمة العابرة للحدود من التي تعقّد حالات النزاع المدرجة بالفعل في جدول أعمال مجلس الأمن.	0
وساعد الإنترنت تنظيم القاعدة على إحداث أثر أكبر على الجمهور مقارنة بالعمليات القليلة نسبيا التي تمكن من تنفيذها، ويكون بذلك قد أحبط بعض جوانب الأثر المتوخى من الحظر.	0
(ج) تشجيع الدول على زيادة تبادل المعلومات فيما بين سلطات مراقبة الحدود على الصعيد الإقليمي، وعلى تعزيز أمن الحدود في نقاط الدخول لمنع انتقال الأشخاص والبضائع والأسلحة/المتفجرات بصورة غير مشروعة عبر الحدود.	1
و في آب/أغسطس 2005 قام الفريق، مصحوبا بمسؤولين من عملية الأمم المتحدة في كوت ديفوار، بزيارة ميناء أبيدجان المستقل ذاتيا، وغراند لاهو، وفريسكو، وساسندرا، ومونوغاغا، وغراند بيربي، وميناء سان بيدرو المستقل ذاتيا، وتابو. وقام الفريق في جميع هذه المواقع بفحص الموانئ ومراسي السفن وناقش تنفيذ الحظر مع السلطات المسؤولة والمؤسسات التجارية وعملية الأمم المتحدة في كوت ديفوار.	1
وفضلا عن ذلك، استقبله في نواكشوط، في 14 شباط/فبراير، رئيس جمهورية موريتانيا، سيدي محمد ولد شيخ عبد الله، واجتمع مع وزير الشؤون الخارجية والتعاون، محمد سالك ولد محمد الأمين، وغيره من موظفي الحكومة الأقدم.	1
يطلب إلى جميع أطراف النـزاعات المسلحة أن تحترم الطابع المدني والإنساني لمخيمات ومستوطنات اللاجئين، وأن تراعي الاحتياجات الخاصة للمرأة والفتاة، بما في ذلك لدى تصميم تلك المخيمات والمستوطنات.	1
وعلاوة على ذلك، فإن تبادل المعلومات بشأن التعاون فيما بين الوكالات، وأنشطة الإنفاذ، والتخطيط للتنفيذ الطوعي، وبيانات الجدول الزمني كانت من بين التدابير المقترحة الأخرى لتحسين تفهم اللجنة لتدابير التنفيذ الوطني وفقا للقرار 1540 (2004).	1
عُمم المنظور الجنساني في الاستجابات المنسقة لمنع نشوء الصراعات المسلحة وحالات الطوارئ.	0
وإذ يقر أيضا بالتوصية المتزامنة للجنة بأن هناك حاجة إلى استمرار تقديم المساعدة الدولية إلى السلطات اللبنانية ومعاونتها على كشف كل خفايا هذا العمل الإرهابي، وبأنه من الضروري أن يقوم المجتمع الدولي بجهد متواصل لإقامة برنامج للمساعدة والتعاون مع السلطات اللبنانية في ميدان الأمن والعدالة،	0
كما ستنظم اجتماعات مع فريق الدعم التحليلي ورصد الجزاءات وخبراء لجنة مجلس الأمن المنشأة عملا بالقرار 1540 (2004) من أجل مناقشة المسائل موضع الاهتمام المشترك وضمان التنسيق المناسب في أعمالنا.	1
"ويشدد مجلس الأمن على ضرورة مواصلة اتخاذ تدابير ترمي إلى منع وقمع تمويل الإرهاب والمنظمات الإرهابية، ويكرر تأكيد التزامات الدول الأعضاء في هذا الصدد، بما في ذلك التنفيذ الفعلي لتلك التدابير، ويقر بأهمية العمل الذي تضطلع به كيانات الأمم المتحدة والمنظمات المتعددة الأطراف الأخرى، ولا سيما فرقة العمل المعنية بالإجراءات المالية.	0
لقد ندد العديد من القادة الدوليين، بمن فيهم رؤساء الدول وممثلو الأمم المتحدة وأغلبية أعضاء مجلس الأمن، تنديداً بتلك الأساطيل التي توجهت إلى غزة خلال العام الماضي، وشددوا على ضرورة الاكتفاء بنقل الإمدادات الإنسانية إلى المنطقة عن طريق القنوات القائمة.	1
وهذان الركنان هما: أولا، الفعل الجرمي المتمثل في القتل وإحداث أضرار جسدية وعقلية والقيام عمدا بفرض أحوال معيشية يمكن أن تؤدي إلى هلاك مادي، وثانيا، وعلى أساس المعيار المعنوي، وجود جماعة مشمولة بالحماية يستهدفها مرتكبو التصرف الاجرامي.	0
:: تقرير مكتب تنسيق الشؤون الإنسانية، "To stay and deliver: good practice for humanitarians in complex security environments" (2011). ويبيّن هذا التقرير ظروف العمل المتزايدة الصعوبة بالنسبة للعاملين في مجال الأنشطة الإنسانية، ويقدم توصيات بشأن الاستجابات على صعيد السياسات، وإحالات إلى الوثائق القانونية ذات الصلة.	0
واتفقنا أيضا على أنه ينبغي للأطراف أن تجري من جديد حوارا حقيقيا مافتئت تتأكد الحاجة إليه، وأن تشرع، دون تأخير، في تفكيك الميليشيات ونزع أسلحة المقاتلين وتسريحهم وإعادة إدماجهم، وفي إجراء انتخابات حرة ونزيهة وذات مصداقية.	1
"يؤكد مجلس الأمن من جديد مسؤوليته الرئيسية عن صون السلام والأمن الدوليين وفقا لميثاق الأمم المتحدة، ويسلّم بالمسؤولية الرئيسية للدول عن القضاء على ظاهرة القرصنة والسطو المسلح في البحر.	1
الزيارات التي قام بها الرئيس إلى بلدان مختارة 29 - عملا بالفقرة 37 من القرار 1822 (2008)، قام الرئيس بزيارتين في عام 2009، أولاهما في 9 حزيران/يونيه 2009، بدعوة من الاتحاد الروسي، حيث حضر اجتماعا لجهاز الاستخبارات الخاصة ووكالات الأمن ومنظمات إنفاذ القانون عقد في إيركوتسك، بالاتحاد الروسي. وفي 8 و 9 تشرين الأول/أكتوبر 2009، سافر الرئيس إلى بروكسل، ببلجيكا لإجراء مناقشات مع مسؤولين في مؤسسات الاتحاد الأوربي بشأن تنفيذ الاتحاد الأوروبي ودوله الأعضاء السبع والعشرين لتدابير الجزاءات.	1
وأوجز وزير العدل الجديد، في اجتماع عقد مع مكتب الأمم المتحدة المعني بالمخدرات والجريمة في 5 آب/أغسطس، الجهود التي تبذلها الحكومة الجديدة لتجديد الوحدة من أجل مواءمتها مع أهداف مبادرة ساحل غرب أفريقيا. وفي 27 تشرين الأول/ أكتوبر، اعتمد أكثر من 100 من النواب البرلمانين وممثلي الحكومة إعلانا سياسيا أكدوا فيه التزام غينيا - بيساو بدعم المبادرات الرامية إلى مكافحة الجريمة المنظمة عبر الوطنية، بما في ذلك الاتجار بالمخدرات والفساد وغسل الأموال والإرهاب. ودعوا إلى مواصلة الدعم المقدم من الأمم المتحدة لتعزيز المؤسسات الوطنية في هذا المجال.	1
ويؤيد المجلس فكرة إنشاء وحدة داخل الأمانة العامة للمساعدة في إرساء دعائم سيادة القانون، ويتطلع إلى تلقي مقترحات الأمانة العامة بشأن تنفيذ التوصيات الواردة في الفقرة 65 من تقرير الأمين العام عن سيادة القانون والعدالة الانتقالية في مجتمعات الصراع ومجتمعات ما بعد الصراع (S/2004/616).	1
وأكد السفير ظاهر تانين ممثل أفغانستان الدائم لدى الأمم المتحدة على توافق الآراء الدولي الناشئ بشأن استراتيجية انتقالية، ودعا إلى مزيد من الدعم الدولي لقوات الأمن الأفغانية.	1
وقد أصبح من الواضح كما لوحظ أعلاه، أن تدابير مكافحة الإرهاب تكون على أقصى درجة من الفعالية عند تنفيذها في سياق استراتيجية واسعة النطاق تتضمن إيلاء اهتمام إلى العوامل التي تسهم في التطرف، بما في ذلك كفالة منع الضالعين في تجنيد الجماعات الإرهابية أو التحريض على الأعمال الإرهابية أو إثنائهم عن ذلك.	0
وقد يؤدي هذا أيضا إلى تعزيز التعاون الإقليمي في مجال مكافحة الإرهاب.	1
واتفق الجانبان على مواصلة حوارهما بغية تعزيز العلاقات الثنائية بينهما بطريقة تؤدي إلى إقامة تمثيل دبلوماسي متبادل بينهما.	1
6 - يؤكد كذلك أن المقتضيات الواردة في الفقرة 1 (أ) أعلاه تنطبق أيضا على دفع فديات للأفراد أو الجماعات أو المؤسسات أو الكيانات المدرجة أسماؤهم في القائمة؛	0
وفي حين أن هذه الحالات مرتبطة بالهجمات الوحشية التي تشنها جماعة بوكو حرام، فهناك أيضا ادعاءات مقلقة بوقوع انتهاكات لحقوق الإنسان على يد قوات الأمن.	0
ولا تزال التقارير تتحدث عن انتهاكات لحقوق الإنسان، ارتبط العديد منها بعناصر غير مدربة انضمت إلى القوات المسلحة لجمهورية الكونغو الديمقراطية من المؤتمر الوطني للدفاع عن الشعب والجماعات المسلحة.	0
وكان من رأي أعضاء اللجنة أنه ينبغي إعادة النظر في محتويات "القائمة المرجعية" وشكلها حاليا بغية إعادة تصميمها، إذا اقتضى الأمر، ودراسة كفاءتها على أساس تجريبي في وقت لاحق.	1
٤٤ - ومن ناحية أخرى، تشيد الهيئة بما أحرز من تقدم في إطار محادثات الجزائر العاصمة وتدعو جميع الأطراف، ولا سيما قادة الحركات المسلحة، إلى الانخراط شخصيا في هذه العملية بهدف التوصل إلى اتفاق في أقرب وقت ممكن على أساس الوثيقة التي قدمتها الوساطة إلى الأطراف، باعتبارها قاعدة متينة للتفاوض.	1
22 - وفي 25 آب/أغسطس، نُشر في غوما بيان منسوب إلى الجنرال لوران نكوندا، أحد الجناة الرئيسيين في أزمة بوكافو في أيار/مايو 2004، هدد فيه بإسقاط الحكومة الانتقالية.	1
(أ) التمييز بين المقاتلين والمدنيين، وحماية المدنيين من أعمال العنف، لا سيما الاعتداء على الحياة والسلامة البدنية، وبخاصة القتل() (وقد أعيد تأكيد هذه القاعدة في بعض الاتفاقات التي أبرمتها حكومة السودان مع المتمردين()؛	1
وسنعمل معا من أجل أن يأتي اليوم الذي تتولى فيه القوات العراقية كامل المسؤولية عن صون الأمن والاستقرار في العراق.	0
