ar	MatConf
وعلاوة على ذلك، قدمت السيدة بلامي ثلاثة مندوبين من الأطفال المشاركين في محفل الأطفال، وهم ويلموت من ليبريا، وإليزا من البوسنة والهرسك، وجوزيه من تيمور الشرقية، الذين تحدثوا عن تجاربهم الشخصية ووصفوا حالة الأطفال الذين يعانون من الصراعات المسلحة ونادوا بوضع حد للحروب.	0
23 - واصلت بعثة مراقبي الأمم المتحدة في جورجيا وقوة حفظ السلام التابعة لرابطة الدول المستقلة زيارات التنسيق المنتظمة والاجتماعات الاسبوعة الرباعية الأطراف وتبادل المعلومات والدوريات المشتركة.	0
- يؤكد ضرورة أن تقدم الأمانة العامة قبل شهر على الأقل من عمليات تجديد الولايات توصيات دقيقة وواضحة بشأن مضمون الولاية وأي تعديلات يلزم إدخالها عليها، مع مراعاة التطورات على أرض الواقع وآراء البلد المضيف والبلدان المعنية المساهمة بقوات وبأفراد شرطة وأطراف أخرى، حسب الاقتضاء؛	0
وقد بدأ المكتب العمل بشأن ما لا يقل عن سبع حالات.	0
وتذكر تلك القيادة أن أولئك الأطفال يُتِّموا نتيجة للصراع وأن جيش تحرير السودان يوفر لهم الرعاية.	1
مجالات التقييم 25 - أصدرت جميع الدول التي زارتها اللجنة تشريعات تسند إلى سلطاتها في مجالات القضاء والنيابة العامة وإنفاذ القانون الاختصاصات اللازمة لمكافحة الإرهاب.	0
48 - وحسب الروايات التي وردت من منظمي المسيرة المنتمين إلى مجموعة السبع، أُبلغ المتظاهرون الذين أرادوا المشاركة في المسيرة بإعادة التجمع في المناطق العامة الواسعة داخل كميوناتهم وهم في طريقهم إلى هضبة أبيدجان، "المنطقة الحمراء".	1
14 - ينبغي أن يتلقى كافة المجني عليهم، ومن بينهم المجني عليهم في أحداث تدمير المنازل والطرد، تعويضا كاملا وكافيا.	0
وأكدت أن طائرة هليكوبتر روسية قد أُسقطت وأن مجلس تحقيق تابع للأمم المتحدة، كان في البلد الأسبوع الماضي، سيقدم تقريرا عن ذلك في مطلع تشرين الثاني/نوفمبر.	1
46 - واصلت البعثة تنسيق الدعم المقدم لتنفيذ الاستراتيجية الوطنية المتعلقة بالعنف الجنسي والجنساني، التي يجري في إطارها تنفيذ خمسة برامج في مجالات الوقاية والحماية، ومكافحة الإفلات من العقاب، وتقديم المساعدة المتعددة القطاعات، وإصلاح القطاع الأمني، وجمع البيانات ورسم الخرائط، في مقاطعتي إيتوري وكيفو الجنوبية.	0
وقد شهدت البعثة تصاعد العنف، واستهدف المتطرفون حفظة السلام بصورة مباشرة.	1
غير أن تدفق المهاجرين واللاجئين إلى جميع أنحاء المنطقة من مناطق النـزاعات في الشرق الأوسط وأفريقيا ما زال يطرح تحديا أمام سلطات الهجرة.	1
120 - ولا تزال هناك أنشطة وقعت في شارع ميناء الحصن، سابقة للانفجار، تحتاج إلى مزيد من التحقيق، ويمكن لها أن توضح تفاصيل من مرحلة التخطيط، ومن ثم تقود إلى المرتكبين.	1
وإذ يؤكد أن الملاذات الآمنة المتاحة للإرهابيين تظل مصدر قلق بالغ وأن الدول الأعضاء كافة يجب أن تتعاون تعاونا تاما في مكافحة الإرهاب من أجل العثور على أي شخص يدعم أو ييسر تمويل الأعمال الإرهابية أو التخطيط أو التحضير لها أو ارتكابها أو توفير الملاذ الآمن، أو يشارك أو يحاول المشاركة في ذلك، وعدم منح الملاذ الآمن لذلك الشخص، وتقديمه إلى العدالة استنادا إلى مبدأ إما التسليم أو المحاكمة،	0
ومع أن اللجنة مقتنعة، بناء على أدلة شهود مستقلين، بأن قوات الدفاع هي التي بادرت بإطلاق النيران، فقد كان كل جانب يعتقد آنذاك أنه تعرض لهجوم من الجانب الآخر.	1
يشير إلى أن حماية المدنيين تستوجب استجابة منسقة بين جميع العناصر المعنية في البعثة، ويشجع [البعثة] على تعزيز التفاعل، تحت سلطة الممثل الخاص للأمين العام، بين عنصريها المدني والعسكري على جميع المستويات وبين الجهات العاملة في المجال الإنساني، من أجل توحيد الخبرات في مجال حماية المدنيين.	0
وبالتالي، يمكن الاشتباه في أن هؤلاء الأشخاص، بحسب ملابسات كل حالة على حدة، وفي إطار مبدأ العمل الإجرامي المشترك، ارتكبوا جرائم ضد الإنسانية بقتل مدنيين، والاحتجاز القسري لمدنيين، والتشريد القسري باعتباره جريمة حرب بتدمير أهداف مدنية.	1
فلا تزال إمكانية قيام التنظيم بهجمات على الصعيد الدولي قائمة، بيد أن وقع أنشطته لا يزال منحصرا بصفة أساسية حتى الآن في اليمن.	1
29 - وهناك أيضا تطورات إيجابية هامة، فعندما انتهى الصراع المسلح في سنة 1999، كان هناك افتقار كامل تقريبا إلى الهياكل الاقتصادية والتشريعات.	1
وأصبحت القوات المسلحة للتحرير الوطني لتيمور الشرقية هـي الجناح المسلح للمجلس الوطني لمقاومة ماوبيره. وضم هذا المجلس الجبهة الثورية لتيمور الشرقية المستقلة والاتحاد الديمقراطي التيموري وغيرهما من الأحزاب القومية. ونتيجة لذلك، فقدت الجبهة الثورية لتيمور الشرقية المستقلة السيطرة المطلقة على سياسات المقاومة.	0
389 - وفي الختام، فإن اللجنة قد وجدت، وفقا لأغلبية الحوادث التي أفادت عنها سائر المصادر، أن معظم حالات النهب كانت من عمل الجنجويد، فيما كان عدد قليل منها من عمل القوات الحكومية.	1
وعلاوة على ذلك، أوفت المنطقة العسكرية 3 في ميجك أيضا، إلى حد كبير، بالتزاماتها في هذا الصدد، إذ لم تُرتكب سوى أربعة انتهاكات لحرية التنقل.	0
:: تقييم التقدم المحرز في عملية بناء السلام قبل النظر في القرارات بشأن قيام الأمم المتحدة بالسحب و/أو الانتقال من شكل من أشكال الاشتراك إلى آخر، وهو ما يمكن أن يشمل ما يلي: (أ) مستوى الدعم المقدم من المجتمع الدولي ومدى التزامه؛ (ب) سبل تعزيز قدرة الأفرقة القطرية للأمم المتحدة بغية تمكينها من مواصلة دعم جهود بناء السلام طويلة الأجل في البلدان المدرجة في جدول الأعمال؛ (ج) الفرص التي يتيحها توطيد السلام لبلدان معينة والمخاطر التي تتهدده.	0
20 - ثبت للفريق في أثناء فترة الولاية الحالية أن تدفقات الأسلحة من اليمن إلى الصومال لا تأتي فقط من الجماعات الإجرامية (إلى سوق بكارا للأسلحة كي تشتريها المعارضة)، وإنما أيضا من حكومة اليمن إلى الحكومة الاتحادية الانتقالية مباشرة.	0
وإنني أدرك تصميم باكستان ومساعيها للبحث عن الحقيقة وتقديم جميع ممولي هذا العمل الإرهابي ومرتكبيه ومنظميه ورعاته والمتآمرين لارتكابه للعدالة، لكي يُحاسبوا على فعلهم.	0
ومن الجدير بالذكر أن شحنة كبيرة للغاية من الأسلحة قد وصلت إلى السوق من اليمن عن طريق شبكات الاتجار بالأسلحة قبل اندلاع معركة بايدوا الثانية بنحو أسبوع واحد، في 22 أيار/مايو 2005.	1
وقد لاحظت المديرية التنفيذية، حتى في هذه الدول، أن لاهتمام الحكومة بأربعة مجالات رئيسية هي - تعزيز نظم مراقبة الحدود؛ وبناء قدرة نظم العدالة الجنائية لضمان إعمال سيادة القانون؛ وتحسين التنسيق وتبادل المعلومات فيما بين الوكالات الوطنية المعنية؛ وتعزيز التعاون المؤسسي عبر الحدود مع الدول المجاورة - أثر كما يبدو على قدرات مكافحة الإرهاب. وينطبق ذلك حتى عندما تظل التنمية في قطاعات أخرى محدودة نسبيا.	0
:: حظر الحرمان التعسفي من الحرية؛ والعقاب الجسدي؛ والعقاب الجماعي؛ وإصدار أحكام الإعدام وتنفيذها دون محاكمة سابقة أمام محكمة عادية مُشكّلة وفقا للقانون تكفل جميع الضمانات القانونية التي يسلم عموما بعدم جواز التغاضي عنها.	1
"وينوه مجلس الأمن بما أعرب عنه ممثلو المنظمتين من عزم على إقامة تعاون استناداً إلى جدول أعمال موسع يشمل الشواغل المشتركة، وذلك بصياغة استجابات مشتركة ملائمة للأزمات الإنسانية، عند الاقتضاء، وبتعزيز حقوق الإنسان، وحرية التعبير، والأمن الغذائي، وحماية البيئة، ومكافحة الإرهاب والاتجار غير المشروع بالمخدرات والأسلحة، مع إعادة التأكيد على ضرورة كفالة أن تحترم أيضاً الأمم المتحدة سيادة القانون وتعززها في كل ما تبذله من جهود لإحلال السلام والأمن.	0
وإذ يعرب عن استيائه من استمرار العراقيل التي فرضتها حكومة السودان على عمل فريق الخبراء خلال فترة ولايته، بما في ذلك القيود المفروضة على حرية تنقل فريق الخبراء والعملية المختلطة للاتحاد الأفريقي والأمم المتحدة في دارفور، والقيود المفروضة على وصول فريق الخبراء إلى مناطق النـزاع المسلح والمناطق التي وردت بشأنها أنباء عن وقوع انتهاكات لحقوق الإنسان والقانون الدولي الإنساني، وإذ يلاحظ في الوقت نفسه تحسّن التفاعل بين حكومة السودان وفريق الخبراء،	0
(ب) الاستمرار في متابعة آخر ما يستجدّ من تقنيات لكي تتمكّن من منع إساءة استخدام الطرق الجديدة لدفع الأموال ومن كشف محاولات استغلال تلك الطرق في تمويل الإرهاب؛ وسنّ القوانين واللوائح الملائمة وتعزيز التعاون الدولي في مجال التحقيق والمقاضاة في حالات الاشتباه في استغلال طرق الدفع الجديدة في تمويل الإرهاب؛	0
50 - ولذلك قررت اللجنة أن تحتفظ في القائمة بأسماء 45 فردا ممن يُشار في القائمة بالفعل إلى وفاتهم أو أبلغت اللجنةَ بوفاتهم دولةٌ عضو واحدة على الأقل، وذلك إلى أن تتوفر الوثائق الضرورية بشأنهم().	0
58 - وقد شعرت بقلق بالغ عندما أقدمت الجمهورية العربية السورية على إغلاق حدودها مع لبنان في وجه سائقي الشاحنات اللبنانيين وذلك بعد فترة وجيزة من سحب القوات والمعدات العسكرية وأجهزة المخابرات السورية.	1
وعلى الرغم مما أحرزناه من تقدم ملحوظ، ما زالت البيئة السياسية والأمنية والاقتصادية المعقدة تشكل تحديات كبيرة أمام القادة المنتخبين المكلفين بتطبيع الحالة في بلدنا.	0
ويستدل من المادة 33 بوضوح على أنه يمكن لأحد أفراد خدمات الأمن، تحت مظلة القانون، أن يعذب مشتبها فيه، بل وحتى أن يقتله إذا كانت تصرفاته تتم في سياق تأدية مهامه.	1
ومن الأهمية بمكان إقامة ومواصلة تبادل المعلومات والتنسيق، بصورة منتظمة، بين لجنة مكافحة الإرهاب ولجنة مجلس الأمن المعنية بالجزاءات المفروضة على الطالبان "القاعدة" وعلى الأفراد والتنظيمات المرتبطة بهم، وهي اللجنة المنشأة بموجب قرارات مجلس الأمن 1267 (1999) و 1333 (2000) و 1390 (2002).	0
ونحن من جانبنا نربط مباشرة بين مسألة المشروعية وإجراء انتخابات تدور الاستعدادات لها في إطار الهيئة المشتركة لإدارة الانتخابات.	0
وخلال الفترة المشمولة بالتقرير، عاد ما يربو على 300 عضو من أعضاء جماعات المعارضة المسلحة التشادية من السودان إلى تشاد.	0
فأولا ينبغي أن يكون مفهوما أن الإرهاب جريمة لا يمكن تبريرها تحت أي ظرف من الظروف ولكنه، أيضا، مظهرا من مظاهر التذمر يجري تجسيده بطريقة غير إنسانية بغيضة وممجوجة.	0
ولم يكن من السهل العمل في تلك البيئة، ولكن القوة قد تطورت، وعدلت عملياتها لمواجهة التحديات التي تطرحها بيئة النـزاع الداخلي والاشتباكات التي ازدادت حدتها وشدتها في الآونة الأخيرة.	1
ولم تف دولتان بالموعد النهائي الذي حددته منظمة الطيران المدني الدولي للأخذ بنظام وثائق السفر المقروءة آليا.	0
وقد لاحظنا بقلق تقييم الأمين العام بأن العديد من العوامل التي فجرت أزمة عام 2006 ما زال قائما في المجتمع، مما يجعله عرضة لعدم الاستقرار.	0
أن يحيط علما بالنبذة التي قدمتها الأمانة عن مراجعة الحسابات التي أجراها مكتب خدمات الرقابة الداخلية لمدفوعات التعويضات والمطالبات الفلسطينية المتأخرة من الفئة دال، وأنشطة التصفية، والنص الذي اقترح مكتب خدمات الرقابة الداخلية إدراجه في الجزء المتعلق بلجنة الأمم المتحدة للتعويضات من التقرير السنوي للمكتب لعام 2005، ومشاركة المنسق الذي عينه المكتب في الإجراءات التي تتخذها الأمانة من أجل تحديد المطالبات المزدوجة المحتملة من الفئتين ألف وجيم، وطلب مجلس مراجعي حسابات الأمم المتحدة تعليقات على مشروع ملاحظاته بخصوص الزيارتين المتعلقتين بالمدفوعات اللتين قام بهما المجلس إلى الأردن والكويت، وطلبِ مجلس مراجعي الحسابات تعليقات ردا على مشروع تقريره عن حالة تنفيذ التوصيات المنبثقة من المراجعة التي أجراها للبيانات المالية للجنة التعويضات لفترة السنتين 2002-2003؛ والاتصالات التي جرت بين لجنة التعويضات ولجنة التحقيق المستقلة؛ وأن يطلب إلى الأمانة تقديم معلومات مستوفاة بهذا الشأن خلال أحد الاجتماعات غير الرسمية المقبلة لمجلس الإدارة؛ وإبقاء المسألة على جدول أعمال مجلس الإدارة.	0
وهاجموا وقتلوا 54 شخصا وجرحوا 24 شخصا آخر، وحرقوا منازل قبل انسحابهم، ونهبوا أبقارا وممتلكات منزلية.	1
وفيما يتعلق بمواصلة التعاون، اقترح زيادة تأثير شبكة الإنتربول من خلال أمور منها مثلا الآليات الإقليمية لتبادل المعلومات مع موظفي إنفاذ القانون، إضافة إلى تعزيز التوجيهات بشأن التنفيذ.	0
إذ رأى الفريق في مطار أبيدجان، في آب/أغسطس 2005، ثلاث مركبات ميتسوبيشي L-200 4X4 جديدة عليها لوحات ترخيص قوات الجيش الوطني الإيفوري، تسير قرب القاعدة العسكرية وتحمل أفرادا ومعدات.	1
يطالب جميع الأطراف بالكف فوراً عن جميع أشكال العنف وانتهاكات حقوق الإنسان المرتكبة بحق السكان المدنيين في [البلد المعني]، ولا سيما العنف الجنساني، بما في ذلك الاغتصاب وغيره من أشكال العنف الجنسي ...	1
- وحول ما جاء في الفقرات 46 و 48 و 49 حول الحظر المفروض على السلاح ومراقبة الحدود، فالحقيقة هي أن تهريب الأسلحة هو من لبنان إلى سوريا، حيث يعلم الجميع بوجود فئات معينة في لبنان تشارك في محاولات زعزعة الاستقرار في سوريا من خلال تزويد المجموعات الإرهابية المسلحة في سوريا بالأسلحة والأموال للقيام بالنيل من استقرار سوريا.	1
5 - وبينما كان الماويون يحضرون لنقل قواتهم إلى مواقع التجميع، شرعوا في حملة تجنيد بلغت ذروتها في تشرين الثاني/نوفمبر 2006.	1
الإغارات والتفتيش والتوقيف دون أمر بالقبض	1
ولذلك فالغرض من هذه الهجمات واضح، وهو إفناء السوريين المعتدلين والقضاء على قواتنا في الميدان.	1
وطلبوا أيضا إلى القوات الجديدة أن تبدأ على وجه السرعة وقبل 15 تشرين الأول/أكتوبر، وبدون شروط مسبقة، عملية التسريح ونزع السلاح وإعادة الإدماج التي وافقت عليها في اجتماع أكرا. وشددوا على ضرورة نزع سلاح كل الجماعات شبه العسكرية وجماعات المليشيات أيضا.	0
ومن شأن استخدام مكونات عسكرية للقيام بمهام حاسمة أن يزيد من التعويل على منظومات بكاملها، مثل استخدام المتفجرات العسكرية وأدوات التفجير في صنع المتفجرات المرتجلة.	1
وارتكبت قوات الأمن السورية عددا من الانتهاكات للقانون الدولي لحقوق الإنسان والقانون الإنساني الدولي. ويمكن أن ترقى بعض هذه الانتهاكات لمرتبة جرائم حرب وجرائم ضد الإنسانية.	1
وهدف القاعدة في العراق هو بناء القدرات لشن هجمات كلما تيسرت الأهداف، سواء بواسطة أعضائها أو بالتعاون مع جماعات قائمة تعمل معها أو، أفضل من ذلك، تنساق لأوامرها().	1
"أسلحة الدمار الشامل وعدم الانتشار في إطار أفضل ممارسات العمل"، وأعقب ذلك النشاط عملية تدريب	1
(أ) أعمال العنف التي وقعت عند القصر الحكومي حوالي منتصف يوم 28 نيسان/أبريل، وأسفرت عن سقوط قتيلين، وما لا يقل عن أربع إصابات من أسلحة نارية، وإصابتين خطيرتين أخريين؛	1
الطلب بأن تقدم البعثة التدريب العسكري إلى القوات المسلحة، في مجالات تشمل حقوق الإنسان، والقانون الإنساني الدولي وحماية الطفل ومنع العنف الجنسي والجنساني.	0
4 - منظومات الأسلحة المرتجلة يمكن تركيبها من مكونات شتى من أجل ارتكاب أعمال إرهابية.	1
وأعرب بعض أعضاء المجلس عن قلقهم لأن الظروف لم تسمح حتى الآن ببدء التحقيق في الجرائم التي يرتكبها الثوّار.	0
"ويدين مجلس الأمن ما حدث من وفيات بين المدنيين الأبرياء وانتهاكات حقوق الإنسان في شرق جمهورية الكونغو الديمقراطية، ويدعو إلى إجراء تحقيق كامل في هذه الحوادث.	0
وتبقى المحنة المستمرة للشعب الفلسطيني ومعاناته تجسيدا مأسويا لعواقب رفض تنفيذ قرارات مجلس الأمن وفشل مجلس الأمن في إنفاذ قراراته.	0
وفيما يتوقع أن تعزز التدابير المذكورة في هذا التقرير قدرة البعثة على رصد الامتثال للاتفاق، فإن الطرفين يتحملان مسؤولية كفالة عدم ارتكاب انتهاكات من جانب قواتهما العسكرية/الأمنية.	0
11 - تشدد على أن المنظمات الدولية والإقليمية المتخصصة تضطلع بدور هام في بناء تفهم لخطر الإرهاب، وفي تيسير التعاون الدولي في ميدان مكافحة الإرهاب، خاصة من خلال توفير المساعدة التقنية والمساعدة ذات الصلة، حسب الطلب.	0
وفي ذلك السياق، نعتقد أن من الأهمية بمكان أن يولي مجلس الأمن أشد الاهتمام للتهديدات التي تشكلها المنظمات الدينية الأصولية والمتطرفة من قبيل حزب التحرير ونحث المجلس على فرض جزاءات شديدة على المنظمات الإرهابية.	0
وهو القرار الذي فُرض بموجبه، منذ تاريخ صدوره، حظر على الروابط التجارية والاقتصادية والمالية، والروابط القائمة في مجال النقل وغيره من المجالات الأخرى، مع أبخازيا، على مستوى الدول.	1
وإني لعلى استعداد للعمل بشكل وثيق مع مجلس الأمن، جماعيا، ومع أصحاب المصلحة، كل على حدة، لإيجاد حل لهذه الأزمة الخطيرة، ولإتمام عملية السلام على نحو سريع، وإعادة تحريك الأنشطة الإنسانية الحيوية في إريتريا.	0
وبالمثل، تحرص الجماعات المدرجة في القائمة على التزود بإمكانية استخدام القوة دعما لأهدافها، وهي في المناطق التي يبلغ فيها نشاطها أوجه لا تعاني فيما يبدو من أي نقص في الأسلحة والمتفجرات.	1
وفي هذا الصدد، تلقيت رسالة مؤرخة 6 كانون الأول/ديسمبر 2007 من الممثل الدائم للمغرب لدى الأمم المتحدة (S/2007/714) ورسالة أخرى مؤرخة 12 كانون الأول/ديسمبر 2007 من وزير الشؤون الخارجية والتعاون للمغرب (S/2007/731)، تضمن كل منهما ادعاءات بوقوع انتهاكات لأحكام الاتفاقات العسكرية التي تم التوصل إليها في عام 1991.	0
ولدى مجلس الأمن آليتين رئيسيتين للتأثير في أفغانستان: تتصل الأولى في بعثة الأمم المتحدة لتقديم المساعدة إلى أفغانستان المكلفة بتعزيز الحوار الوطني، والأخرى في لجنة 1267، التي يمكنها أن تقرر إلى حد كبير أعضاء حركة الطالبان الذين يمكن أن يكون لهم دور في أية حكومة مقبلة.	0
وقد قدمت حكومة السودان إلى اللجنة وثيقة تتضمن قائمة بالهجمات التي شنت على القوافل الإنسانية.	1
وتحث الولايات المتحدة السلطات في هايتي على الوفاء بتعهدها بملء جميع الشواغر الستة في المحكمة العليا بحلول 3 تشرين الأول/أكتوبر 2011.	0
38 - وفي 20 أيلول/سبتمبر، أكمل 778 ضابطا تدريبهم بأكاديمية الشرطة. وكان من بين هؤلاء 35 امرأة و 148 من الأفراد السابقين بالجيش.	1
وطوال العام الماضي، كانت قوى المعارضة المعتدلة هدفا لما لا يقل عن 94 في المائة من عمليات النظام السوري المزعومة ضد الإرهابيين البالغ عددها 982 عملية.	1
وأدى استمرار الصراع لمدة عامين إلى زيادة حدة الخلافات السياسية وتعميق الأوضاع الاجتماعية والاقتصادية القاسية بالفعل التي تعيش فيها الأغلبية العظمى من السكان.	1
ولُوحظ تصاعد التوتر في أوساط السكان المحليين ردا على الجباية غير القانونية للضرائب والابتزاز من قبل المسؤولين الأبخاز العاملين بحكم الأمر الواقع.	1
كذلك ينبغي إلغاء الحصانات الممنوحة حاليا لبعض الموظفين العموميين الآخرين مثل أفراد الشرطة، بالنسبة لانتهاكات حقوق الإنسان.	1
وكما كان متوقعا، أدى مجيء الصيف إلى زيادة مستوى نشاط القوى المسلحة المعارضة.	1
ولم تكن هناك ضرورة عسكرية للتدمير وما أحدثه من خراب.	1
ومن ناحية أخرى، تنشر كتائب الموت والميليشيات المؤلفة من عناصر مستقلة الرعب وترتكب أعمال الإعدام والخطف.	1
كفالة فعالية تنسيق وتنفيذ سياسة الإجراءات المتعلقة بالألغام والمبادئ التوجيهية لبرامج الإجراءات المتعلقة بالألغام. الفريق العامل المشترك بين الوكالات المعني بنزع السلاح والتسريح وإعادة الإدماج (ترأسه إدارة عمليات حفظ السلام وبرنامج الأمم المتحدة الإنمائي) يقدم الفريق العامل المشورة الاستراتيجية بما في ذلك ما يتعلق بالوحدات التدريبية، والسياسات والاستراتيجيات؛ ويدير ويستعرض المبادئ التوجيهية التي وضعتها الأمم المتحدة في مجال نزع السلاح والتسريح وإعادة الإدماج؛ يطوّر ويدير مركز الأمم المتحدة للموارد المتعلقة بنزع السلاح والتسريح وإعادة الإدماج؛ وييسر تخطيط عمليات نزع السلاح والتسريح وإعادة الإدماج بين مختلف وكالات الأمم المتحدة المعنية.	0
ومن الضروري مواصلة تطبيق هذا التقييد ما دامت المشاركة في أي سفر من هذا القبيل تؤدي إلى وجوب تقديم تقرير بشأن المسائل الموضوعية.	1
14 - بيد أن هيئات حقوق الإنسان الدولية وجهات أخرى أثارت أيضا مخاوف من أن بعض التدابير الرامية إلى مجابهة التحريض ربما كانت مفرطة ومتجاوزةً حدودها بما يخل بحقوق الإنسان، بما في ذلك الحق في حرية التعبير والحق في عدم التعرض للتمييز. وهذا من شأنه أن يؤدي إلى نتائج عكسية لأنه يؤدي إلى نشوء الخطر المتمثل في استبعاد مجتمعات معينة من الجهود الدولية الرامية إلى مكافحة الإرهاب.	1
ونحن نعتبر موقف أرمينيا تحديا مفتوحا ومباشرا أمام عملية تسوية النزاع وتهديدا خطيرا للسلم والأمن الدوليين والإقليميين.	0
وقامت المليشيا الماوية بطائفة من الأعمال خلال النزاع، بما في ذلك التعبئة، والدعاية، والقيام بدور جيش غير نظامي، و ''إنفاذ القانون`` بأشكال مختلفة في مناطق توجد تحت سيطرة الحزب الشيوعي النيبالي (الماوي). وعندما حلت المليشيا الماوية، التحق العديد من أفرادها، حسبما أفيد، بعصبة الشبيبة الشيوعية التابعة للحزب، وهي منظمة أعيد إنشاؤها في كانون الأول/ديسمبر 2006.	1
ويعتقد أن هذه المليشيات تعمل أساسا تحت عباءة التنظيم القبلي().	1
ولا يدخر النظام الأبخازي جهدا من أجل إضفاء مشروعية على الوضع الديمغرافي الذي غيره بالقوة من خلال التطهير العرقي وخلق ظروف معيشية غير محتملة لمواطني جورجيا العائدين إلى منطقة غالي.	1
(ج) إساءة معاملة أسرى الحرب الإريتريين؛	1
(ب) تعزيز الأطر التشريعية والتنظيمية لمكافحة تمويل الإرهاب، بطرق من بينها تجريم تمويل الإرهاب، واعتماد التدابير الضرورية لتجميد الأموال دون تأخير وإجراء تقييمات لمخاطر استغلال قطاع المنظمات التي لا تستهدف الربح؛	0
والهدف هو جعل هذا النظام في متناول مختلف مجموعات المستخدمين، بما فيها المديرية التنفيذية للجنة مكافحة الإرهاب والخبراء المعينين لدعم اللجنة المنشأة عملا بالقرار 1540، مع حماية المعلومات التي قدمتها الدول الأعضاء سراً.	0
7 - ومن شأن اعتماد البرلمان لقانون الانتخابات أن يمكن اللجنة الانتخابية المستقلة من وضع الجدول الزمني الانتخابي والمضي قدما في تنظيم الانتخابات.	0
ومن المؤسف، أنه لم يتم الأخذ بهذه التحذيرات.	0
وحتى في حالة إبلاغ الوقائع إلى الشرطة، كان الجناة يتمتعون فيما يبدو بالإفلات من العقاب وتستمر الهجمات ضد النساء.	1
وتحدث الشاهدان اللذان كانا قد مَثُلا أمام لجنة التحقيق، وهما السيد دونغهيوك والسيدة لي، فوصفها تجربتهما الشخصية في جمهورية كوريا الشعبية الديمقراطية قبل فرارهما منها كلاجئَيْن.	0
وبالإضافة إلى ذلك، فقد أبلغ ضحايا كثيرون اللجنة بأنهم لا يثقون كثيرا في حياد نظام العدالة السوداني وقدرته على محاكمة المسؤولين عن الجرائم الخطيرة المرتكبة في دارفور.	0
وعندما بدأت القوات الدولية في إلقاء القبض على الأشخاص، نظم موظفو القطاع القضائي القليلو العدد جلسات الاستماع التمهيدية وجلسات الاستماع المتعلقة بالاحتجاز.	1
وبدأ الجنجويد، الذين يمتطون الخيول والإبل، في مطاردة القرويين، بينما ظلت القوات العسكرية عند سفح الجبل. وقد قصفت أجزاء من الجبال بالهاونات، كما أطلقت نيران الرشاشات على الناس.	1
9 - بل إن حالة المدافعين عن حقوق الإنسان في شتى أنحاء البلد تمثل داعيا آخر من دواعي القلق الشديد. فكثير منهم عرضة للتحرش والاعتقال التعسفي والاحتجاز غير المبرر.	1
وشمل ذلك نصب الكمائن، وكذلك شن الهجمات الصاروخية والهجمات غير المتناظرة على أصول وموظفي بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي.	1
ثم أجبر أفراد الطاقم عندئذ إلى توقيع عقود كانت شركة في مومباسا قد أعدتها وضمنتها شرطا ينص على أنهم يوافقون على العمل في بلد في حالة حرب، ألا وهو الصومال.	1
وإذا ثبتت إدانة ذلك الشخص، فإن عليها واجبا بمعاقبته وتمكين الضحايا من سبل الانتصاف والجبر بصورة فعالة.	0
وقامت وحدات الشرطة الخاصة بتدابير الحماية الخاصة في مناطق طوائف الأقليات، بالإضافة إلى توفير الأمن للمناسبات الرئيسية، والحماية الأساسية لمصهر الرصاص في سفيتشان، ومرافق البعثة، ودار القضاء المزودة بموظفين دوليين في ميتروفيتشا.	0
20 - ومن الأمور التي لها وجاهتها في هذا الصدد، تشجيع مجلس الأمن في قراره 1963 (2010) للمديرية التنفيذية على أن تناقش مع الدول الأعضاء، بموافقتها، إمكانية القيام، وفقا للالتزامات المنوطة بها بموجب القانون الدولي، بوضع استراتيجيات وطنية لمكافحة الإرهاب شاملة ومتكاملة يولى فيها الاهتمام للعوامل التي تُفضي إلى الأنشطة الإرهابية وهو ما ينسحب أيضا على تأكيد المجلس في القرار ذاته لأهمية الدور الذي يمكن أن تؤديه المنظمات الإقليمية ودون الإقليمية في مكافحة الإرهاب، لا سيما بتعزيز قدرة الدول الأعضاء على تنفيذ القرار 1373 (2001) بحذافيره وتيسير توفير المساعدة التقنية.	0
(ف) حظر إساءة معاملة المقاتلين الأعداء خارج نطاق القتال ووجوب معاملة المقاتلين الأعداء المحتجزين معاملة إنسانية()؛	1
وقد نتج ذلك عن إيلاء الأولوية إلى المضي في إصلاح هيكل الشرطة عملا بتوجيه من المفوضية الأوروبية للبوسنة والهرسك بعد فشل البوسنة والهرسك في التوصل إلى اتفاق بشأن انضمامهما إلى الاتحاد الأوروبي.	0
56 - سمع إطلاق النيران طوال الليل، وخاصة في المنطقة الغربية من ديلي حيث تتمركز القوات المسلحة التيمورية في مواقع في راي كوتو، وتاسي تولو وبيدوكو. وسرت إشاعة في 29 نيسان/أبريل وانتشرت بسرعة فيما بعد عن قيام القوات المسلحة التيمورية بقتل 60 شخصا، بل ووصل الأمر إلى حد ذكر رقم لوحة الشاحنة التابعة للقوات المسلحة التيمورية التي قيل بأنها استخدمت في نقل الجثث، سواء في توابيت أو حاويات شحن، من تاسي تولو إلى مقاطعة فيكويك في 1 أيار/مايو 2006.	1
