ar	VerConf
:: استكشاف الكيفية التي يمكن بها الإعراب عن أهداف بناء السلام والاحتياجات المحددة للبلدان الخارجة من النزاعات في إطار ما بعد عام 2015.	0
"ويؤكد مجلس الأمن أهمية استكشاف القدرات المحتملة والقائمة لدى المنظمات الإقليمية ودون الإقليمية في مجال السلام والأمن، بما يشمل في جملة أمور، منع نشوب الصراعات، وبناء الثقة، وتسوية الصراعات، وصنع السلام، وحفظ السلام، وبناء السلام في فترة ما بعد الصراع، وهو يرحب بالحوار الإقليمي والتشجيع على اتباع معايير مشتركة ونهج إقليمية موحدة في تسوية النـزاعات وسائر القضايا المتعلقة بالسلام والأمن.	0
وهو يدعو إلى الالتزام بالقانون الدولي وإلى قيام جميع الأطراف بتنفيذ التزاماتها وخارطة الطريق بغية تحقيق رؤية دولتين تعيشان جنبا إلى جنب في سلام وأمن.	1
وأرسل العقيد ليري الرسل لتوصيل الأمر للجنود الذين لم يكونوا على مرمى السمع.	0
النظر في فرض الحظر واتخاذ التدابير الأخرى الهادفة إلى منع بيع أو تزويد الأسلحة وكافة أنواع المواد المتصلة بها إلى أطراف النـزاع المسلح التي تنتهك أحكام القانون الدولي الساري.	1
7 - يلاحظ مع القلق تقارير الرصد الإعلامي التي تعدها عملية الأمم المتحدة في كوت ديفوار والمنافذ الإعلامية المشار إليها في تلك التقارير باعتبارها تحرض على العنف واستئناف النزاع الداخلي، ويؤكد أنه ما زال على استعداد لفرض جزاءات ضد كل من يعرقل العملية الانتخابية، وتحديدا عمل اللجنة الانتخابية المستقلة وسائر الجهات الفاعلة المعنية، وإعلان نتائج الانتخابات الرئاسية والبرلمانية والتصديق عليها؛	1
وهرعت مركبات الدفاع المدني وفوج الإطفاء والصليب الأحمر إلى المنطقة وعملت على إخماد الحريق وجمع الجثث ونقل الجرحى إلى المستشفيات.	0
وعلى الرغم أن فترة الحملة الانتخابية الرسمية لم تبدأ بعد، أعربت الأحزاب المعارضة والمجتمع المدني عن القلق إزاء تعطيل السلطات الوطنية، لا سيما الشرطة، لأنشطتها السياسية.	1
(ب) المساهمة في حماية المدنيين الذين يحدق بهم خطر العنف البدني في مناطق انتشارها، دون المساس بالمسؤولية الواقعة على عاتق[الدولة المتأثرة] ...	0
يدين أشد الإدانة جميع أعمال العنف الجنسي وغيرها من أشكال العنف المرتكبة ضد المدنيين في الصراعات المسلحة، ولا سيما بحق النساء والأطفال، ويتعهد بكفالة أن تطبق جميع عمليات دعم السلام كافة التدابير الممكنة لمنع ارتكاب أعمال العنف هذه ومعالجة أثرها حيثما وقعت.	1
جيم - التعاون مع لجنة مكافحة الإرهاب واللجنة المنشأة عملا بالقرار 1540 (2004)	0
ونشعر بعميق القلق من أن العملية المخصصة التي استحدثت لهذا الغرض قد منيت بالفشل.	1
ونحن نرى أنه لا يمكن لتعيين مبعوث خاص، مهما كانت التسمية التي تطلق عليه والتعليل المنطقي الذي دفع إليه، إلا أن يكون بمثابة إنشاء "آلية جديدة".	0
5 - يؤكد أن مقتضيات الفقرة 1 (أ) أعلاه تنطبق على الموارد المالية والاقتصادية بجميع أشكالها، بما في ذلك، على سبيل المثال لا الحصر، الموارد المستخدمة في توفير خدمات النشر على الإنترنت أو ما يتصل بها من خدمات تستغل في دعم المدرجين في هذه القائمة، وكذلك سائر الأفراد والجماعات والمؤسسات والكيانات الذين يشتركون مع حركة طالبان في تهديد السلام والاستقرار والأمن في أفغانستان؛	0
ولن تتبين تداعيات وفاة خليل إبراهيم على عملية سلام دارفور إلا بمرور الوقت.	0
(أ) الطلب إلى الأمين العام أن يسعى إلى إدراج الأحكام الأساسية الواردة في اتفاقية سلامة موظفي الأمم المتحدة والأفراد المرتبطين بها، وإلى قيام البلدان المضيفة بإدراج تلك الأحكام ومنها الأحكام المتعلقة بمنع شن الهجمات ضد الأفراد العاملين في عمليات حفظ السلام، باعتبار تلك الهجمات جرائم يعاقب عليها القانون ومحاكمة مرتكبيها وتسليمهم، في ما يبرم مستقبلا، وعند الضرورة في ما هو قائم، من اتفاقات مركز القوات ومركز البعثات واتفاقات البلد المضيف التي تتفاوض بشأنها الأمم المتحدة مع تلك البلدان، مع مراعاة أهمية إبرام تلك الاتفاقات في الوقت المناسب؛	0
وتفيد الادعاءات بأنه خلال هذه الأيام الثلاثة اغتصبت أربع فتيات منهن واعتدي على الخامسة اعتداء جنسيا.	0
ولن ينطبق البرنامج على الأفراد الذين يعتبرون مجرمين أو إرهابيين دوليين، مثل أعضاء تنظيم القاعدة.	1
واتخذ الرئيس البشير إجراءات انتقامية دبلوماسية ضد القرار الكيني وهدد بفرض جزاءات اقتصادية وتجارية.	1
"يدين مجلس الأمن إدانة قاطعة الاعتداءات الإرهابية التي حدثت في مأرب، الجمهورية اليمنية، في 2 تموز/يوليه 2007، ويعرب عن عميق تعاطفه وتعازيه لضحايا هذه الاعتداءات وأسرهم ولشعبي وحكومتي الجمهورية اليمنية ومملكة إسبانيا.	1
19 - يدين أشد الإدانة جميع أعمال العنف الجنسي وغيرها من أشكال العنف المرتكبة ضد المدنيين في الصراعات المسلحة، ولا سيما بحق النساء والأطفال، ويتعهد بكفالة أن تطبق جميع عمليات دعم السلام كافة التدابير الممكنة لمنع ارتكاب أعمال العنف هذه ومعالجة أثرها حيثما وقعت؛	1
إلاّ أن تعاريف بعض الدول للإرهاب تبدو مبهمة أو فضفاضة للغاية، وينبغي مواءمتها مع القواعد الدولية.	1
وقد أعربت عن بالغ قلق المجلس والأمين العام إزاء ازدياد التوترات بين الشمال والجنوب مؤخراً، علاوة على استمرار غياب التقدم بشأن أبيي وغيرها من المسائل المتعلقة بما بعد اتفاق السلام الشامل.	1
وينبغي أن تشكل الاختلالات في المعدلات الإجمالية لتسجيل الناخبين بين المناطق تحذيرا خطيرا في هذا الشأن.	1
20 - وفيما يتعلق بحدود لبنان مع الجمهورية العربية السورية، ما زالت تصل تقارير تفيد بوقوع عمليات نقل غير مشروعة للأسلحة يُدعى أنها تقع الآن في كلا الاتجاهين. وواصل العديد من الدول الأعضاء التعبير عن القلق العميق إزاء النقل غير القانوني للأسلحة عبر الحدود البرية.	0
وعلى الدول أيضا منع من يمولون أو يدبرون أو يـيـسرون أو يرتكبون الأعمال الإرهابية من استخدام أراضيها في تنفيذ تلك المآرب ضد دول أخرى أو ضد مواطني تلك الدول (الفقرة 2 (د)).	0
فالغالبية العظمى من مراكز شرطة الحدود البرية تفتقر إلى الأدوات والمعدات اللازمة لأداء مهامها كما أن الوكالات الوطنية لمراقبة الحدود لا تتعاون بالقدر الكافي فيما بينها أو مع نظيراتها في الدول المجاورة.	1
"ويشدد مجلس الأمن على أهمية تمكّن أطراف اتفاق السلام الشامل من إحراز تقدم سريع في سبيلها إلى تنظيم استفتاء أبيي وتسوية المسائل المعلقة بشأن اتفاق السلام الشامل، وحل المسائل الحاسمة المتبقية بعد الاستفتاء بطريقة سلمية وبما يفيد جميع الأطراف، ومنها مسائل الحدود والأمن والمواطنة والديون والأصول والعملة والموارد الطبيعية.	0
وفي 30 تشرين الثاني/نوفمبر 2014، استهدفت طائرات النظام الحربية سوق تيما في الحسكة فجرحت شخصين ودمرت سبعة متاجر. المراكز الطبية	0
ومن ضمن تلك الشواغل، شاغل واحد لا بد من إبرازه، وهو تدهور الحالة الأمنية في الأسابيع والأشهر الأخيرة.	1
عند تناول الحالة في هايتي في إطار الأمم المتحدة، يكاد ينصب كل الاهتمام دائما على ما تسمى المسائل الأمنية، وهو ما يؤدي عمليا إلى تقليل الاهتمام العاجل المطلوب بمشاكل البلاد الهيكلية والاقتصادية والاجتماعية الخطيرة.	1
على الرغم من جميع المساعي لاستعادة السلام والأمن، لا يزال يساورنا القلق، إزاء الانتكاسات الكبيرة التي تعرضت لها مؤخرا جهود تثبيت الاستقرار في المنطقة الشرقية لجمهورية الكونغو الديمقراطية.	1
وما فتئت الحالة الإنسانية في الصومال مصدر قلق رئيسي.	1
8 - بعد مرور أكثر من ست سنوات على اتخاذ القرار 1624 (2005)، لا تزال هناك مخاطر وتهديدات جدية في معظم أرجاء العالم للتحريض على ارتكاب الأعمال الإرهابية. على أن هناك تباينات في مستوى هذه المخاطر والتهديدات، بما في ذلك فيما بين الدول من نفس المنطقة أو المنطقة الإقليمية.	0
"ويرحب مجلس الأمن بالتقدم الكبير الذي أحرزته تيمور - ليشتي في تعزيز القدرات المؤسسية وقدرات الموارد البشرية لمؤسسات الدولة، بما في ذلك في قطاعات الأمن والعدالة والحوكمة التي تؤدي أدوارا حيوية في صون الاستقرار والنهوض بالديمقراطية.	0
'1` القتل على أيدي القوات الحكومية أو الميليشيات أو كلتيهما	0
وفي ذلك السياق، ما زلنا نشعر بالقلق حيال أكثر الفئات ضعفا في تيمور - ليشتي: وهم الفقراء والمشردون.	1
10 - لا يزال لقرار مجلس الأمن 1373 (2001) أهميته البالغة باعتباره موضوعا من مواضيع الساعة ووثيقة من وثائق الأمم المتحدة الرئيسية في ميدان مكافحة الإرهاب.	0
في هذا السياق، سأتحدث بإيجاز عن القرار الذي أصدره المجلس مؤخرا بشأن اليمن، والذي يتضمن إدانة طال انتظارها للانتهاكات التي ارتكبتها الحكومة اليمنية.	1
وكان الهدف من هذه الزيارات هو رصد التنفيذ، بما في ذلك جمع نماذج لأفضل الممارسات، والتوعية بأعمال اللجنة، وبناء توافق آراء دولي يعتبر حيويا لنجاح نظام الجزاءات، ورصد انتشار ومدى بسط نفوذ تنظيم القاعدة وحركة الطالبان كي يكون أكثر قدرة على تقديم اقتراحات إلى اللجنة لتعزيز أعمالها.	0
وتجدر الإشارة في هذا الصدد إلى أن قانون مكافحة تمويل الإرهاب الموحّد الذي وضعه الاتحاد النقدي والاقتصادي لغرب أفريقيا ينص على تجميد الأصول المالية التي تخص الإرهابيين بموجب إجراءات إدارية.	0
وتؤكد رومانيا مرة أخرى أن أي عمل إرهابي غير مقبول ويجب إدانته.	1
وبينما كانت المركبات تغادر المكان، كان اثنان من الضباط الذين نزع سلاحهم قد سقطوا أو جُذبوا من إحدى المركبات. وقام أفراد من الحشد بطعنهم.	0
وقد أعرب بلدي مرارا وتكرارا عن قلقه بشأن السكان المدنيين في تلك المنطقة، وهو يرى أنه من المهم أن تنتشر البعثة هناك لحمايتهم.	1
29 - وجرى الإقرار بأنه ينبغي على اللجنة في إطار أنشطتها أن تواصل زيادة الوعي بشأن المعاهدات المتعددة الأطراف التي يتمثل هدفها في منع انتشار أسلحة الدمار الشامل أو إزالتها حتى يمكن الإسهام في إضفاء الصبغة العالمية عليها.	0
وأحث حماس على الاستجابة لتلك المناشدات.	1
464 - وقدمت اللجنة توصيات في مجالات الأمن، والمعونة الإنسانية، وتعزيز البنية الاجتماعية، والخدمات والتنمية، وفتح مخافر للشرطة مزودة بما يكفي من إمدادات لسرعة مواجهة الأزمات، والاستيلاء على الأسلحة التي في أيدي المشبوهين.	0
ومع ذلك، فإن الحالة داخل كوسوفو اليوم لا تزال مدعاة قلق لنا.	1
وما يميز هذه الفئة من الجرائم عن جرائم الحرب أنها لا تعنى بانتهاكات منعزلة أو متــفـرقة بل تعنــى بانتهاكات (أ) قد تحدث وقت السلام أو وقــت الصــراع المسلــح و (ب) تندرج ضمن ممارسة فظائع (أو اعتداءات) على نطاق واسع أو بصورة منهجية ضد سكان مدنيين.	0
يدعو إلى الاحترام التام لحقوق الإنسان والحريات الأساسية والقانون الإنساني الدولي في كافة أرجاء (البلد المتضرر)، ويلاحظ مع القلق القيود المفروضة على حرية وسائل الإعلام، والهجمات على الإعلاميين.	0
47 - وواصل الفريق عمله الهادف إلى إقامة روابط مع الأوساط الأكاديمية وخبراء المجتمع المدني من أجل تعميق فهم الطبيعة المتغيرة للتهديد الذي يشكله تنظيم القاعدة وما يرتبط بهما من أفراد وكيانات، من خلال الحوار مع المعنيين من الباحثين والهيئات الأكاديمية.	1
43 - ومتابعة لهذه الأهداف، قامت البعثة بتوثيق حالات منتشرة من الاعتقالات غير القانونية، وسوء المعاملة والاعتقال المطول في فترة ما قبل المحاكمة.	1
268 - ويتضح من استنتاجات اللجنة أن المتمردين مسؤولون عن هجمات شنت على المدنيين، تشكل جرائم حرب.	0
وبالتالي، اضطرت شبكات الاتجار بالأسلحة إلى توخي مزيد من الحذر فيما يتصل بتحركات شحنات الأسلحة من اليمن إلى الصومال عبر خليج عدن.	0
وبالإضافة إلى ذلك نشأت أيضا مخاوف من احتلال أملاك الأقليات، مع ورود تقارير من جماعة كرواتية في بلدية فيتينا ومن الروما الذين يعيشون في بلدة غنيلانه بأن ألبان كوسوفو يتفقدون المنازل الخالية، وقاموا في بعض الحالات بتخويف أعضاء الجماعة.	1
يجب علينا أن نرفض أي محاولات لتقويض سيادة وسلامة أراضي الصومال.	1
والهدف من إثارة هذه المسألة فيما يبدو هو رسم صورة لتهديد صربيا المزعوم لكوسوفو وميتوهيا.	1
211 - وأنشأت جميع دول المنطقة دون الإقليمية وحدات استخبارات مالية تمارس نشاطها، رغم أن بعضها ما زال يعمل على تحسين قدراته.	0
ولهذا السبب لم تتردد حكومتي لحظة واحدة، فور التأكد من وجود المتمردين الأوغنديين التابعين لجيش الرب غير المرغوب فيهم، في إعطائهم إنذارا نهائيا دعتهم فيه إلى مغادرة الأراضي الوطنية فورا.	1
وأشارت أيضاً إلى أن أعمال الإرهاب تعتبر جرائم عادية وتعامل بموجب الإجراءات الجنائية القياسية، بدلاً من البت فيها بموجب أحكام خاصة أو أمام محاكم خاصة.	1
2 - ادعاءات بشأن حالات الاختفاء والاحتجاز في المناطق التي تسيطر عليها الحركة الوطنية لكوت ديفوار جيم - حالات الاختفاء	0
فهم يرون صرب كوسوفو كأدوات في يد سلطات بلغراد وبالتالي كجزء من الخطر الذي لا يزال يهدد مستقبلهم.	1
بل يصرون على معاملة القضية كجريمة ثانوية من جرائم الهجرة.	1
ومع ذلك، فإن من المشكوك فيه تتمكن وحدات الفوات المسلحة لجمهورية الكونغو الديمقراطية التي تم نشرها في المقاطعة من فرض سيطرتها الفعالة المتواصلة على كاتنغا بأكملها، أو أن تحد بشكل كبير من قدرة مايي - مايي على التحرُّش بالسكان المحليين واستغلال الموارد الطبيعية بطريقة غير مشروعة.	0
ويكمن العنصر الذاتي أو القصد الجنائي في علم الشريك في الجرم بأن أعماله تساعد فاعل الجريمة على ارتكابها().	0
ونلاحظ أن منظمات المجتمع المدني قد أعربت عن قلقها البالغ في هذا الصدد.	1
ونلاحظ أنه ينبغي عدم الاستهانة بالتحديات المستمرة التي تواجه الشرطة في تيمور - ليشتي .	1
وقام شيخ يوسف إندوهادي بنقل أفراد الميليشيا من مدرج باليدوغلي الجوي إلى مواقع إلى الشمال الغربي من جوهر.	0
كما وافقت اللجنة على الاستعاضة عن نظام الأرقام الحالي، والذي يتغير في كل مرة يضاف فيها فرد أو كيان إلى القائمة، برقم مرجعي دائم.	0
153 - وأحرزت هذه المنطقة دون الإقليمية تقدما حسناً في الامتثال للقرار 1373 (2001)، ولا سيما في مجال مكافحة تمويل الإرهاب واعتماد تدابير تتعلق بمراقبة الموانئ والمطارات.	0
ودعا أعضاء المجلس إلى تسوية سلمية للنزاع في المنطقة، كما أدانوا تقديم الدعم للجماعات المسلحة والإرهابية. آسيا	1
وستكون اللجنة الدولية عبارة عن فريق مؤلف من ثلاث شخصيات بارزة من أصحاب الخبرة المناسبة المعروفين بنزاهتهم وحيادهم.	0
''ويهيب مجلس الأمن بدول المنطقة أن تواصل مساعدة بعضها بعضا، إلى أقصى حد ممكن، في منع أعمال الاتجار بالمخدرات وما يرتبط بذلك من جرائم منظمة عبر الحدود الوطنية، والتحقيق فيها وملاحقة مرتكبيها والمعاقبة عليها، وأن تقدم إلى العدالة، وفقا للقانون الدولي، كل من يمول هذه الأعمال أو يدبرها أو يدعمها أو يرتكبها.	0
والعنصر البرنامجي الأول فيها هو إنشاء وحدات لمكافحة الجريمة العابرة للحدود الوطنية في سيراليون، وغينيا، وغينيا - بيساو، وكوت ديفوار، وليبريا.	0
وأخيرا، ينبغي أن نحذر من أن استخدام محنة الشعوب العربية لتحقيق مصالح ذاتية وإحداث تغيير في نظام الحكم ليس في مصلحة السلام والأمن الدوليين للمجتمع الدولي، بما في ذلك مجلس الأمن.	1
20 - ومنذ أن قدمت تقريري (انظر S/2007/619، الفقرة 25)، واصل الجيش الملكي المغربي الإبلاغ عن عدد كبير من الانتهاكات المزعومة للاتفاق العسكري رقم 1 من جانب جبهة البوليساريو والمتعلقة بوجود أشخاص ومركبات في القطاع العازل.	1
وبغية مواصلة هذا الكفاح، يتحتم أن يسهم المجتمع الدولي إسهاما أكبر وأن يولي مزيدا من الاهتمام لهذا الجانب الهام في مكافحة الإرهاب.	1
ويمكن أن تشمل الآن ترسانة أسلحة تنظيم القاعدة ببلاد المغرب الإسلامي أسلحة متطورة مضادة للطائرات آتية من ليبيا، وإن كان من غير المرجح أن تكون هذه الأسلحة لا تزال صالحة للعمل.	1
وتؤكد التطورات الأخيرة في المنطقة الشواغلَ التي طالما أعرب عنها للبعثة محاوروها.	1
وقد ظل همّ أوغندا الوحيد ومطلبها القطعي الصريح أن يتم نزع سلاح إرهابيي جيش الرب للمقاومة بشكل فوري واعتقالهم وتقديمهم للعدالة.	1
274 - ولا يزال تسليم الإرهابيين يواجه عقبات كثيرة، ولا يتم على نحو سلس ولا بسيط.	0
وتبقى المحنة المستمرة للشعب الفلسطيني ومعاناته تجسيدا مأسويا لعواقب رفض تنفيذ قرارات مجلس الأمن وفشل مجلس الأمن في إنفاذ قراراته.	1
وتعود البدايات إلى قيام المجلس بإنشاء المحكمة المخصصة ليوغوسلافيا السابقة في عام 1993، ثم المحكمة المخصصة لرواندا بعد ذلك بعام.	0
ويجب أن ينهي الفلسطينيون تحريض الجمهور على العنف وأن يبذلوا قصارى جهدهم لمنع المتشددين من مهاجمة إسرائيل، مما يثير ردا إسرائيليا.	1
وإذ يشير إلى البيان الرئاسي الصادر عن مجلس الأمن (S/PRST/2012/17) في 4 أيار/مايو 2012، بشأن الأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية،	1
ويشتبه في ارتكاب بعضهم جرائم مختلفة في وقت واحد.	0
(ج) يدعو كذلك جميع الأطراف الواردة أسماؤها في مرفقات تقرير الأمين العام عن الأطفال والنزاع المسلح إلى التصدي لجميع الانتهاكات والاعتداءات الأخرى المرتكبة ضد الأطفال، وقطع التزامات واتخاذ تدابير محددة بهذا الخصوص؛	0
وأعربت المفوضة السامية عن قلقها إزاء استمرار انتشار الانتهاكات وثقافة الإفلات من العقاب السائدة في جميع أنحاء البلد، لا سيما في منطقة الثقة، وتآكل سيادة القانون في المناطق الخاضعة لسيطرة الحكومة والقوى الجديدة.	1
(ب) لم يكن هناك أي تنسيق بين جميع الأجهزة الأمنية الموجودة على مسرح الجريمة.	0
85 - وما لم تعالج الخلافات داخل المؤسسات الاتحادية الانتقالية، فإن المأزق السياسي الحالي يمكن أن يتطور إلى انقسامات أعمق ويقوض المؤسسات ذاتها التي يتوق الشعب الصومالي إلى وجودها والتي يقف المجتمع الدولي والأمم المتحدة على استعداد لدعمها.	1
كما أنها تأتي بعد أن بدأ المبعوث الأممي كوفي أنان جهوده الدبلوماسية للتوصل إلى حل سياسي للأزمة السورية بعيدا عن لغة التهديد والتدخل الأجنبي وفي ظل قبول سوريا لمهمة السيد أنان ورفض الأطراف المعارضة للمهمة أو وضع العراقيل الكثيرة بهدف إفشالها.	0
غير أن آليات الكشف والمنع غالباً ما لا تُطبق عند الحدود بسبب عدم كفاية تطبيق مؤشرات الخطر ومعايير الاستهداف؛ وعدم تبادل المعلومات وغياب التعاون بين المسؤولين في الجمارك ودوائر إنفاذ القانون والهجرة ووحدات الاستخبارات المالية؛ وعدم توافر الموارد البشرية والمادية المكرّسة لهذا الغرض.	1
وتشكل العواقب الإنسانية لاستمرار العنف في العراق مصدر قلق بالغ لوفد بلدي.	1
:: استخدام تجويع المدنيين كأسلوب من أساليب الحرب من خلال حرمانهم من أشياء لا غنى عنها لبقائهم، بما في ذلك إعاقة إمدادات الإغاثة عمدا، على نحو ما ينص عليه القانون الإنساني الدولي الساري.	0
وقد ركز آخر تقارير الأمين العام (S/2012/376)، على غرار سابقيه، (S/2009/277 و S/2010/579)، المناقشة حول خمسة تحديات أساسية حددها هو، وهي: تعزيز امتثال أطراف النـزاع للقانون الدولي؛ وتعزيز امتثال الجماعات المسلحة من غير الدول؛ وتعزيز الحماية التي توفرها بعثات الأمم المتحدة لحفظ السلام وغيرها من البعثات ذات الصلة؛ وتحسين إمكانية الحصول على المساعدة الإنسانية؛ وتعزيز المساءلة عن الانتهاكات.	0
وفي حين أن معظم أصحاب المصلحة من الإيفواريين، بمن فيهم الرئيس غباغبو ورئيس الوزراء سورو، أبدوا تعليقات إيجابية بشأن عمليات المحاكم المتنقلة، فإن حزب تجمع الجمهوريين المعارض اشتكى بأن الكثير من الإيفواريين لم يتمكنوا من الوصول إلى المحاكم المتنقلة، ولا سيما في المنطقة الغربية، بسبب وجود الميليشيات، حتى وإن كانت غير نشطة.	1
وفي القرار 2122 (2013)، أعرب المجلس عن قلقه إزاء ازدياد هشاشة وضع المرأة في حالات النزاع المسلح وما بعد انتهاء النزاع لا سيما فيما يتصل بالنزوح قسرا نتيجة عدم المساواة في حقوق المواطنة وتطبيق قوانين اللجوء بشكل متحيز جنسيا وإقامة العراقيل التي تعوقها في حالات كثيرة عن تسجيل بياناتها والحصول على وثائق الهوية.	1
وفي هذا السياق، يُذكّر الاتحاد الأوروبي إسرائيل بالتزامها بكفالة إمكانية الوصول التامة والآمنة للمنظمات الإنسانية، بما في ذلك وكالة الأمم المتحدة لإغاثة وتشغيل اللاجئين الفلسطينيين في الشرق الأدنى.	1
:: تقديم تقرير إلى اللجنة بعد كل اجتماع وسيرأس كل فريق عامل عضو من اللجنة، ويحصل على الدعم، بحسب الضرورة، من موظفي مكتب شؤون نزع السلاح ومن الموظفين الخبراء في اللجنة المنشأة عملاً بالقرار 1540 (2004) ومن أمانة اللجنة.	0
وينبغي ألا يسمح هذا المجلس بمكافأة تلك الاستراتيجية بالتصدي للرد على الإرهاب بدلاً من التصدي للإرهاب ذاته. بل يجب أن تقابل بالرفض، لا بالاسترضاء.	1
وأشارت هذه الدولة إلى أنها استخدمت وسائط الإعلام والبرامج الموجَّهة من أجل تعزيز التسامح والحوار بين جميع المعتقدات والقوميات العرقية، وإلى أن عدداً من الولايات المكوِّنة لهذه الدولة أنشأ لجانا أو مجموعات مشتركة بين الديانات تتألف من مختلف الزعماء الدينيين من أجل تعزيز التفاهم والتسامح.	0
ومع ذلك، فإنه في عدة حالات استخدمت خلايا من القاعدة لم يسبق كشفها هذه المتفجرات لإحداث آثار مدمِّرة، ولهذا فإن عدة دول اعتمدت طرقا للحد من سبل الحصول على السلائف الحيوية.	0
وكما أشير من قبل، فقد سُمح لهذه الجماعات بالقيام بمسيرة في كانون الأول/ديسمبر 2003 أثناء حظر سابق كان مفروضا على المظاهرات.	0
ومن الواضح أن هذه الظروف تمثل العقبة الوحيدة الأكبر أمام تحقيق الاستقرار والتقدم في أفغانستان وأن هذه الظروف، إذا سمح لها أن تستمر، تهدد بتعطيل التقدم المحرز أثناء ما يقرب من ثلاث سنوات.	1
ولا بد أن يكون المنظور الجنساني جزءا من إصلاح وتدريب جميع قوات الأمن.	1
177 - ركز تحقيق اللجنة في الخيط المتعلق بالسيد أبو عدس على السعي إلى تحديد مكان وجوده وتقييم إمكانية أن يكون أبو عدس هو بالفعل منفذ التفجير الانتحاري مثلما زُعم.	0
وفرض المجلس، في الفقرات 1 و 2 و 7 من القرار 1844 (2008)، تدابير موجهة (حظر السفر وتجميد الأصول وحظر السفر الموجه) ضد الكيانات والأفراد الذين اقترحت اللجنة إدراجهم في قائمة الجزاءات.	0
كما أن ولاية النيل الأزرق ما زالت تشكل مصدر قلق بالنسبة لنا.	1
يؤكد مجلس الأمن من جديد مبدأ عدم الإعادة القسرية للاجئين على النحو المنصوص عليه في صكوك القانون الدولي ذات الصلة، ويرحب بالجهود التي بذلتها مؤخرا البلدان المجاورة [الدولة المتأثرة] من أجل دعم عودة اللاجئين طواعية سالمين مكرمين، ويحث البلدان المضيفة على مواصلة تقديم الحماية الدولية إلى اللاجئين [الذين] يحتاجون إليها ويشجع المجتمع الدولي على توفير المساعدة اللازمة لذلك.	0
بيد أن مجلس الأمن واللجنة أدخلا عدة تغييرات على إجراءاتهما على مدار السنين، أتاحت تحسين الشفافية والإقرار بالمعايير الأساسية للإنصاف التي يمكن أن تنطبق لو اكتست قراراتهما طابعا قضائيا.	0
:: شن الهجمات على السكان المدنيين أو على المدنيين الأفراد الذين لا يشاركون مشاركة مباشرة في الأعمال الحربية؛	0
وفي تلك المعركة، نقل الجنود الذين أصيبوا إلى برم لتلقي الرعاية الطبية.	0
"ويدين مجلس الأمن بشدة أعمال العنف وانتهاكات حقوق الإنسان المستمرة التي ترتكبها جميع الجماعات المسلحة، بما في ذلك عمليات الإعدام بإجراءات موجزة، والعنف الجنسي والقائم على نوع الجنس وتجنيد الأطفال واستخدامهم على نطاق واسع، ويطالب بأن تقوم جميع الجماعات المسلحة بالوقف الفوري لجميع أشكال العنف والأنشطة المزعزعة للاستقرار وبأن يجري تسريح أفرادها فورا وبشكل دائم، وإلقاء أسلحتهم وتسريح الأطفال من صفوفها، ويكرر التأكيد على أن المسؤولين عن انتهاكات حقوق الإنسان وانتهاكات القانون الإنساني الدولي سيحاسبون على أعمالهم ويجب أن لا يكونوا مؤهلين للإدماج في القوات المسلحة أو عناصر أخرى من قوات أمن الدولة.	1
40 - وأدعو أيضا قيادة حزب الله الى وقف جميع الجهود الرامية لاقتناء الأسلحة وبناء قدرات شبه عسكرية خارج سلطة الدولة.	1
وعلى الرغم من أن اللجنة لم تقبل المعلومات التي تشير إلى أن رئيس الوزراء السابق أعطى تعليمات لراي لوس "بالتخلص" من معارضيه السياسيين خلال اجتماع جرى في 8 أيار/مايو، فإنها مقتنعة، بالاستناد إلى جميع المعلومات المتوفرة لديها، بوجود شكوك معقولة بأن رئيس الوزراء السابق كان على الأقل على علم بتوزيع أسلحة الشرطة على مدنيين.	1
31- وتعتبر الدولة انتشار الديانة المسيحية تهديداً خطيراً للغاية، لأنها تناهض إيديولوجيا عبادة الشخصية الرسمية وتوفر قاعدة للتنظيم الاجتماعي والسياسي والتفاعل خارج فلك الدولة.	0
11 - لا يزال الوجود النشط لميليشيات ذات انتماء عرقي ونابعة من المجتمع المحلي يشكل مصدرا رئيسيا لعدم الاستقرار، ولا سيما في الجزء الغربي من البلد، الذي كان خلال الأشهر الأخيرة مسرحا لصدامات عنيفة بين مجموعات عرقية.	0
129 - لدى معظم الدول أحكام كافية لكفالة المساعدة القانونية المتبادلة وتسليم المجرمين. وتطبق في جميعها إجراءات لتبادل المعلومات.	0
