ar_en_GOOGLE	MatConf
On November 23, 2014, the regimeâs warplanes fired two missiles at the Harweel Mosque in the Al-Ardi neighborhood in the city of Deir ez-Zor, causing damage to the mosque and nearby homes.	1
Council members expressed concern at the increase in piracy and armed robbery at sea and at reports of hostage-taking in the Gulf of Guinea, and the detrimental effects of such activity on security, trade and economic activities in the subregion.	1
Note that reports of attacks against women included rape, although not limited to it.	1
Its intention and ability to plan attacks in Algeria and Niger in 2013 became clear.	1
Calling on parties to armed conflict to comply with applicable provisions of international law and to respect the civilian status of journalists, media professionals and associated personnel, as well as their equipment and facilities.	0
Establishing mechanisms for judicial and non-judicial accountability in countries emerging from conflict, including, where appropriate, accountability for crimes against women; Support the establishment of a gender-balanced committee of judges, court commissioners or investigation committees.	0
At the same time, the G7 expressed its intention to organize a march on 25 March 2004, urging the full and unhindered implementation of the Linas-Marcoussis Agreement.	1
In seeking to frame its discussions in September, the Council should request the Secretary-General to inform it of the scope of the problem posed by foreign terrorist fighters, its implications for ongoing conflicts and the efforts of the United Nations to address it.	1
31. The strength of the Joint Integrated Units, which has remained unchanged since April 2009, is 32,900 personnel (about 83 per cent of its authorized strength of 39,639 personnel).	1
In its initial report, the Committee highlighted the similarities as well as the differences between the two mandates, noting in particular that although it identified some violations that led it to conclude that international crimes had been committed in Libya, assessing individual criminal responsibility is at the heart of the role assigned to the International Criminal Court.	0
(i) Killing at the hands of government forces, militias, or both	1
âThe Security Council stresses the importance of a coordinated international response to the causes of conflicts, recognizes the need to develop effective long-term strategies and stresses the need for all United Nations organs and agencies to seek to develop preventive strategies and act within their areas of competence to assist Member States and regional and subregional organizations to eradicate poverty and strengthen cooperation.â Development assistance and the promotion of respect for human rights and fundamental freedoms.	0
In other words, the surviving residents of attacks on villages were not simply killed in an effort to eradicate the group; Rather, they were forced to leave their homes and live together in areas chosen by the government.	1
85 - Since the imposition of Security Council measures on CÃ´te d&#39;Ivoire, the Government has reduced purchases of arms and ammunition, both because of an extensive procurement program before the embargo and because of the limited use of arms and ammunition during the short period of violent military conflict in 2004.	1
2 - This meeting comes in implementation of the decision according to which the two heads of state, His Excellency Mr. Abdelaziz Bouteflika, President of the Peopleâs Democratic Republic of Algeria, and His Excellency Mr. Ibrahim Boubacar Keita, President of the Republic of Mali, established this mechanism, as a strategic tool to follow up and implement the measures that the two parties consider to be This would contribute to the pursuit of a peaceful and lasting solution to the problems of northern Mali.	0
These conventions absolutely prohibit torture, in both internal and international armed conflicts.	1
The dead were buried in eight mass graves in the village market area.	1
These countries realize the importance of cooperation, information exchange, and coordination among different countries and at the regional and national levels.	0
The rebels later arrested an air force commander and detained him for three months.	1
96. The Committee noted that the National Security Forces Act, as amended in 2001, gives the security forces wide-ranging powers, including the power to detain without charge or without access to justice for a period of up to nine months.	0
We strongly condemn the brutal attack that took place this morning on the shrine of Imams Ali al-Hadi and Hassan al-Askari in Samarra, and we share the Iraqi people’s feeling of anger over this crime. It is another planned attempt by terrorists to sow the seeds of discord and ignite the flames of sectarian conflict among the people of Iraq.	0
The members of the Security Council once again expressed their strong condemnation of the acts of murder, kidnapping, rape or torture committed by this organization against all Iraqis and nationals of other countries, such as its recruitment and use of children.	1
It outlines issues that require attention and concludes - with the encouragement of Somali women - that the international community should raise issues of gender equality, including with Somali leaders.	0
These leaders welcomed the statement of the President of the Security Council of 14 July 2005 and expressed their support for the initiative of my Special Representative, but they also took the opportunity to express their concern that President Yusuf and Prime Minister Gedi might resort to armed confrontation with them.	0
âThe Security Council welcomes the establishment of a national oversight mechanism by the President of the Democratic Republic of the Congo, Joseph Kabila, as requested under the Peace, Security and Cooperation Framework and resolution 2098 (2013), and calls on the President of the Democratic Republic of the Congo to ensure the transparency and inclusiveness of this mechanism.	0
Welcoming Burundi&#39;s continued progress in achieving peace, stability and development, and emphasizing the need for the United Nations system and the international community, including international financial institutions and Burundi&#39;s development partners, to continue their support for the peace consolidation process and long-term development in Burundi,	0
They told the commission that police had indeed been targeted during attacks on villages, but they blamed mainly the Janjaweed for such actions.	1
651- The Committee also recommends that measures taken to break the cycle of impunity include the exercise of universal jurisdiction by other States, as mentioned elsewhere in this report.	0
In all of these locations, the team was informed that there had been no recent recruitment attempts, but that the situation could change if conflict erupted again in CÃ´te d&#39;Ivoire.	0
âThe Security Council stresses the need to continue to take measures aimed at preventing and suppressing the financing of terrorism and terrorist organizations, reiterates the commitments of Member States in this regard, including the effective implementation of those measures, recognizes the importance of the work undertaken by United Nations entities and other multilateral organizations, and does not In particular, the Financial Action Task Force.	0
These changes, in addition to renewing hope among the people of the Republic, have provided the mission with a new opportunity to improve its consultations with the federal authorities and enter into a constructive dialogue on issues of mutual concern.	0
450 - There are a number of serious errors that prevent the judicial system in Sudan from working quickly and properly to address attacks.	1
By committing itself to interacting with and sharing information with other members of the enlarged membership as part of its core responsibilities, the Council can hope to improve the long-standing attitudes held towards it by the general membership.	0
4 - Notes with concern the close connection between international terrorism, transnational organized crime, illicit drug trafficking, money laundering, illegal arms trafficking and the illegal transfer of nuclear, chemical, biological and other materials that can have lethal effects, and stresses in this regard the need to strengthen coordination of efforts At the national, subregional and international levels in support of the global response in the face of the serious challenge and threat to international security;	0
Most of these countries have adequate measures to suppress terrorist recruitment.	0
460. In its recommendations, the National Commission proposed that administrative and judicial measures be taken, in particular that the causes of the conflict should be studied, and that the administrative deficit, which was one of the factors that led to the aggravation of the conflict, should be corrected.	0
According to his statement, he was in his office when he was informed of the explosion.	1
The allegations indicate that during these three days, four of the girls were raped and the fifth was sexually assaulted.	1
5 - Notes that the aforementioned means of financing or support include, but are not limited to, the use of proceeds derived from crime, including the illicit cultivation, production and trafficking of drugs and their precursors;	1
The Syrian government also believes that the problem of the so-called displaced Syrians is largely fabricated and hopes that they will return to their homeland and not exploit their presence for political purposes. The noticeable improvement in the security situation has led to the return of large groups of them to their country and to resume their work from which terrorist groups prevented them.	1
2 - A diagram showing the Gulf of La UniÃ³n and the island of Conejo, which is an annex of the Guascoran sector, which was confirmed to be under the sovereignty of Honduras by the ruling of the International Court of Justice of 11 September 1992, which was reaffirmed by the ruling of 18 December 2003, which ruled inadmissible El Salvador&#39;s petition for reconsideration regarding the Guascoran sector.	0
(g) Persons or entities who support illegal armed groups in the eastern part of the Democratic Republic of the Congo through illicit trade in natural resources;	1
From 3 to 8 July, the Mission organized a training course on the topic âWomen and Leadershipâ for potential female candidates in the upcoming elections. On 25 August, the mission, together with a local non-governmental organization, began a weekly radio program to raise awareness of both female and male candidates.	0
It is necessary to look for creative approaches that can prevent terrorists from obtaining funds in cash-based economies, whether in the form of cash, through the smuggling of goods, or through the illegal manipulation of commercial transactions.	0
Options are currently being explored in order to facilitate the occupancy of the new complex as soon as possible.	0
The Operation will also cooperate with the Facilitator to encourage the parties to agree on an effective arrangement to control the weapons in storage, consistent with the supervisory role assigned to UNOCI and UNFICYP under the Ouagadougou Agreement.	0
On 20 July, the Council met in general debate (4174th meeting) to consider its role in preventing armed conflicts.	0
Likewise, with regard to beneficiaries of reparations, it is important to look beyond individual victims and also take affected communities into account.	0
This could mean strengthening powers in specific areas such as the police, judiciary, education, culture, media and economy. This could enable the establishment of horizontal links between municipalities where Kosovo Serbs constitute the majority of the population.	0
- Emphasizes the necessity of providing the appropriate level of military expertise for Security Council resolutions;	0
Measures to prevent abuse of asylum procedures have only been developed and fully implemented in one State.	0
On Saturday, December 27, 2003, in the village of Domai Tamit in South Darfur: âWe were attacked in the early morning, around the time of dawn prayer, at about 5:30. [The witness showed a bullet wound in his leg]. The attackers were riding horses and camels, and some of them were They wear a uniform.	1
Efforts must be made from the outset to ensure coordination with law enforcement bodies and other national authorities; developing appropriate national legal frameworks; Strengthening the capacity of judicial and law enforcement systems.	0
Women and children accounted for 22 percent of the loss of life.	1
Most Governments also appear to be strongly committed to ensuring that law enforcement agencies respect human rights, although in some cases serious concerns have been raised about violations by security forces.	0
The Council expresses deep concern about cases in which armed forces and groups persist in committing violations and abuses against children exposed to situations of armed conflict and post-conflict situations and those affected by their effects, in disregard of the applicable provisions of international law and the Councilâs decisions in this regard.	1
40 - I also call on the leadership of Hezbollah to stop all efforts to acquire weapons and build paramilitary capabilities outside the authority of the state.	0
All these acts that incite hatred and war lead to the emergence of tensions within Ivorian society.	1
19. The reporting period witnessed the receipt of a number of reports regarding alleged Indonesian military activities in the Ikosi border areas that remained unresolved.	1
Urges States and all other parties to the armed conflict to do everything possible to prevent violations of international humanitarian law against civilians, including journalists, media personnel and associated individuals.	0
30. At the same time, I fully support the African Union&#39;s plans to take the lead in conducting an assessment of the mission, in November, with a view to examining the future peacekeeping needs of the region.	0
The Government, in cooperation with the United Nations country team and with input from the World Bank, has also prepared a booklet on the Millennium Development Goals that summarizes Timor-Leste&#39;s current position and identifies indicators for achieving those goals and their policy implications.	0
15. The Uganda People&#39;s Defense Forces (UPDF) from LaforestiÃ¨re Airport and Bengoca were to withdraw to Bawavasendi in accordance with the implementation order while the RPA forces at Banguka Airport and the Lubuto-Bawafasendi junction were to withdraw to Lubuto.	0
In this regard, the Committee also stressed the importance of provisions requiring detainees to be held in places known to the public and requiring the names of detainees and places of detention to be duly registered.	1
We are deeply concerned by the fact that violence in the Middle East continues to be perpetrated by one side against the other, despite the clear expressions of disgust by the international community and the Security Council.	0
In response, the Mission&#39;s Department of Justice established a joint working group with the institution-building component to study the report and devise ways to implement its recommendations.	0
Article 75 of the Basic Law stipulates that the court may issue a direct order against a convicted person specifying appropriate forms of reparation for the victims, or with respect to them, including restoration of rights, compensation and rehabilitation.	1
In many cases, women and men were kidnapped or disappeared, with the fate of a large number of them unknown.	1
Both the resolution and the Convention stipulate that for an act to be considered a crime of financing terrorism, it is not required that the funds intended to be used in financing terrorism be generated from criminal activity, nor is it required that the terrorist act intended to be financed with these funds has actually been completed, nor is it necessary to It must have been initiated.	1
After the attack, the entire population of the region headed to Kaylek.	1
The third and final group was based on the assumption that while individual criminal responsibility allows those accused of violations to be brought to justice and can have a deterrent effect, in the vast majority of cases it does not provide redress for victims of violations.	0
36 - The Council encourages the Burundian authorities to cooperate with the Special Representative of the Secretary-General to establish a mechanism that will enable an end to impunity and promote reconciliation.	0
27. With the onset of the rainy season, there was a general decrease in the level of inter-tribal violence, in particular raids on livestock and disputes over water and grazing areas.	1
3 - The high level of interaction that took place between the Committee and Member States during the review suggests that a large group of states still share the Security Councilâs interest in the need for there to be a coordinated international response to the threats posed by Al-Qaeda and the Taliban.	0
14 - However, international human rights bodies and others have also raised concerns that some measures to combat incitement may have been excessive and overreaching, in violation of human rights, including the right to freedom of expression and the right not to be subjected to discrimination. This would be counterproductive because it creates the risk that certain communities will be excluded from international efforts to combat terrorism.	1
10. Expresses its readiness to respond to situations of armed conflict in which civilians are targeted or humanitarian assistance to civilians is deliberately disrupted, including by considering appropriate measures placed at the Councilâs disposal in accordance with the Charter of the United Nations, and notes, in this regard, the relevant recommendations contained In the report of the Secretary-General;	0
The Center has prepared a withdrawal strategy to address the transfer of responsibilities, including continued clearance of any remaining hazards, mine awareness and victim assistance, to the appropriate departments of the Interim Joint Administrative Structure.	0
2 - During the reporting period, persistent disagreement continued between the parties regarding how to reach a mutually acceptable solution to enable the people of Western Sahara to exercise their right to self-determination.	0
Citizens are rewarded for informing other citizens who are suspected of committing these âcrimes.â	1
(e) Conduct joint patrols with riot control units of the National Police to improve the security situation in the event of civil unrest.	0
Requests all parties concerned to ensure that issues relating to the protection, rights and well-being of children affected by armed conflict are specifically integrated into all peace processes, peace agreements and post-conflict recovery and reconstruction plans and programmes.	0
Moreover, there are procedural obstacles that limit victims&#39; recourse to justice.	1
Many of the documented crimes allegedly committed in Darfur are crimes committed on a large scale and on a regular basis. These are crimes that meet all the minimum conditions stipulated in the Rome Statute.	1
(e) Individuals operating in the Democratic Republic of the Congo who commit serious violations of international law involving the targeting of children or women in situations of armed conflict, including killing, maiming, sexual violence, abduction and forced displacement;	1
Since the United Nations, for most purposes, needs to deliver a single common message on counter-terrorism, it is appropriate for the Task Force to take the lead in this regard, but the Executive Directorate will also need to maintain its declaredly independent character and ensure transparency regarding its actions, according to Requirement.	0
102- The Committee learned that when the rebellion, which was initiated by two rebel movements, broke out in Darfur in early 2003, the government requested a number of Arab tribes to assist it in fighting.	1
âThe Security Council recalls its resolutions regarding Osama bin Laden, and its condemnation of the Al-Qaeda network and other associated terrorist organizations, for the multiple criminal terrorist acts they committed aimed at killing many innocent civilians and destroying property.	1
As mentioned above, various sources confirmed that the children were wearing uniforms and carrying weapons.	1
Condemn acts of sexual violence committed in the context of and related to armed conflict and call for their immediate cessation.	0
All countries have taken steps to regulate the production, sale and transfer of weapons and explosives.	0
In some cases, internally displaced persons were prevented from accessing their livestock and crops located nearby, due to the risk of Janjaweed attacks outside the camps.	0
The phenomenon of foreign terrorist fighters cannot be addressed through security means alone.	0
269 - The Committee reviewed a large number of reports coming from various sources, documenting the killing of civilians on a large scale throughout Darfur, starting from 2003 until the time of publication of this report.	1
In conclusion, the High Commissioner identified three steps as âthe way forwardâ to strengthen the existing working relationship between the Security Council and United Nations human rights bodies.	0
Overall, the Commission has collected very substantial material and testimony that tends to confirm the killing of thousands of civilians in the context of attacks on villages.	1
During the reporting period, a number of members of the political opposition in Niger were arrested and released on bail.	1
Council members reiterated that the Haitian people and the Haitian Government bear the utmost fundamental responsibility in achieving national reconciliation, establishing a safe and stable environment, administering justice and rebuilding their country.	0
Furthermore, measures exempting from the Covenant must not discriminate on grounds of race, colour, sex, religion or social origin.	0
The Security Council welcomes the peaceful conclusion of the registration process for the South Sudanese referendum in Sudan, and encourages the parties to continue this momentum in order to hold the two referendums on 9 January 2011 in a peaceful and credible manner that expresses the will of the people.	0
105. No State reported to the Committee any attempt to breach the arms embargo, but the Group noted several instances in which effective implementation of the arms embargo was complicated by factors such as the presence of Al-Qaida-linked entities in a post-conflict area or in areas not subject to Under government control, such as Somalia and Afghanistan.	1
In all these discussions, I was heartened to discover a convergence of views: we all marvel at how much Liberia has achieved since the fighting ended in 2003, but everyone is fully aware of the magnitude of the challenges that still face Liberia, and that we take nothing for granted. Of him in the end.	0
The Financial Action Task Force&#39;s 2008 report on patterns of money laundering and terrorist financing through the real estate sector indicates the possibility of terrorist financing schemes related to the real estate sector.	0
54. Construction of the integrated headquarters of the Mission was completed on 27 June.	0
The effectiveness of asset freezing can be improved by establishing contacts between those familiar with current issues (such as law enforcement and intelligence agencies) and financial intelligence units.	1
Sheikh Yusuf Indohadi transferred the militia members from the Balidogli airfield to locations northwest of Jawhar.	1
Request the cooperation of States, United Nations peacekeeping operations and other relevant missions authorized by the Security Council in arresting and extraditing alleged perpetrators of genocide, crimes against humanity, war crimes and other serious violations of international human rights law.	0
Ivorian security forces arrested several national and international journalists (who were soon released as a result of external pressure) and threatened them while carrying out their duties.	1
In August 2005, the team, accompanied by officials from the United Nations Operation in CÃ´te d&#39;Ivoire, visited the autonomous ports of Abidjan, Grande Lahou, Frisco, Sassandra, Monogaga, Grande Berbey, the autonomous port of San Pedro and Tabou. At all these sites, the team examined ports and anchorages and discussed the implementation of the embargo with the responsible authorities, commercial enterprises and the United Nations Operation in CÃ´te d&#39;Ivoire.	0
No country can combat terrorism, as the terrorist threat is characterized by its transnational nature, requiring cooperation and coordination with other countries.	0
Last Sunday, on the occasion of the twenty-first anniversary of the Hamas movement, Hamas leader Haniyeh refused to allow President Abbas to remain in office until the internal division was resolved.	0
Decides to entrust [the mission] with the following mandate in the order of priorities set out below: Protection of civilians (g) Support the efforts of the Government, together with international partners and neighboring countries, with a view to creating appropriate conditions for the safe, voluntary and dignified return of internally displaced persons and refugees, or voluntary integration or resettlement at the level the local.	0
Second, the lack of information causes frustration and dissatisfaction among those responsible for verifying the list on which effective implementation depends most, increasing the risk that the names listed will go undetected, and the possibility that measures will be applied to unintended targets.	1
139. The Group also began discussions with other expert groups to examine the possibility of new approaches to the submission of reports requested by States to the three Committees, and ways to establish more efficient systems for exchanging information.	0
428- The Committee has repeatedly requested the Government to provide it with information on the judicial measures it has taken to bring the perpetrators of alleged crimes in Darfur to justice.	0
A total of 393 people were killed in those massacres, including 93 children and 48 women, i.e. 36 percent of the total victims, which indicates the existence of a deliberate policy to target women and children.	1
To this end, the Office of Information and Administration will use the secure electronic document tracking and distribution system recently installed on the Committee&#39;s website to circulate Executive Directorate materials to Committee members and the Secretariat.	0
56 - Government authorities currently confirm that they have not discovered the identity of the individuals who make up these brigades and attribute these actions to the settling of scores.	1
The equipment was placed under the custody of the weapons custodian on board the American ship, and then handed over to the Yemeni authorities.	1
States should ensure full respect for human rights in implementing counter-terrorism legislation.	0
On March 15, 2005, secret unloading operations took place at the fruit loading station for ships registered in Greece and Panama without submitting a declaration to the customs and police authorities.	1
This approach follows the pledge made by the Ministers of Asia-Pacific Economic Cooperation in November 2005 to conduct an assessment of the vulnerability of airports to attack by these systems before the end of 2006.	0
When the situation in Haiti is addressed within the framework of the United Nations, all attention is almost always focused on so-called security issues, which in practice reduces the urgent attention needed to the country&#39;s serious structural, economic and social problems.	0
7 - Notes with concern the media monitoring reports prepared by the United Nations Operation in CÃ´te d&#39;Ivoire and the media outlets referred to in those reports as incitement to violence and the resumption of internal conflict, and affirms that it remains prepared to impose sanctions against anyone who obstructs the electoral process, specifically the work of the Electoral Commission Independent and other relevant actors, and announce and certify the results of the presidential and parliamentary elections;	0
12 - The Committee will hold thematic discussions on strengthening efforts to limit the mobility of terrorists, with the participation of experts from all relevant international technical organizations, before holding its fifth special meeting.	0
:: Highlighting the importance of the Women, Peace and Security Program in addressing discrimination, human rights violations and obstacles that prevent protection for refugees, internally displaced persons and stateless women and girls, and justice for them at all stages of the displacement cycle	0
These meetings will also be used to review general issues important to the Committee&#39;s work with a view to encouraging a more innovative and dynamic approach to the work of the Executive Directorate and generating new ideas on how the Organization can more effectively address the growing terrorist threat.	0
The result is that the detainee becomes an anonymous detainee, whose detention period sometimes exceeds 12 months, without being charged, without access to a lawyer, not appearing in court, and not being allowed visits.	1
17 - Through its visits to donor countries, the Executive Directorate was able to collect much more accurate information about their regional interests, their capabilities in the field of technical assistance to combat terrorism and their existing programs.	0
However, most countries have yet to include in their domestic laws the crimes stipulated in the international counter-terrorism instruments.	1
On November 5, 2014, regime warplanes launched five air strikes targeting the town of Kansafra in the Idlib countryside.	1
10 - Emphasizes the urgent necessity of the full and immediate implementation of this resolution with respect to foreign terrorist fighters, and stresses the particular and urgent necessity of implementing this resolution with respect to foreign terrorist fighters associated with ISIS, the Al-Nusra Front, and other Al-Qaeda cells or groups associated with it, splintered from it, or affiliated with it, identified by the Committee, and expresses its willingness to consider including in the list, pursuant to resolution 2161 (2014), individuals associated with Al-Qaida who commit the acts identified in paragraph 6 above;	0
10. The measures taken by States cover prohibited activities by non-State actors as set out in paragraph 2 of resolution 1540 (2004) with respect to nuclear, chemical and biological weapons and their means of delivery, and controls on related materials, in accordance with paragraph 3 of the resolution. ).	1
In Wadi Hajam, they stole weapons from the police.	1
Given the urgency of the investigation, we sent a telegram bearing the number 2056 and dated 14 February 2005 to the leadership of the district police unit and to the commanders of the police units, requesting that all necessary investigations be carried out within the jurisdiction of each unit regarding the bodies taken to hospitals. In each region, in order to enable their families to identify them, and to inform me of the conduct of the investigation in accordance with established procedures, in a way that enables me to obtain the approval of the relevant authorities to return those bodies to their families.	0
Even if the government in most cases may not have participated in the destruction, its participation in the attacks during which the destruction took place and the presence of its forces at the site of the destruction are sufficient to make it a partner in responsibility for this destruction.	1
The flow of weapons from Ethiopia to the warlord and then to the Bakara Arms Market helps explain the presence of another source of small arms and ammunition at the Bakara Arms Market.	1
Council members also considered the report of the Secretary-General (S/2000/632), which made clear that important progress had been made on the political and military fronts, but that many challenges remained facing the Government of Guinea-Bissau in establishing lasting peace, stability and sustainable development.	0
Re-recruitment is a serious violation in itself, but it also seriously undermines the ability of programs to function, and undermines children&#39;s ability to feel confident in their rehabilitation process without being harassed.	1
Both sides did not withdraw their forces from the region, in violation of the June 20, 2011 agreement.	1
The first issue is to determine how the Committee can best ensure that sanctions measures contribute to promoting peace and stability in Afghanistan, and the second is the continuing judicial challenges that Member States face in implementing these measures.	1
This included providing induction courses for all Mission civilian and police staff upon their arrival.	0
24. The Chairman of the Committee and the Chairman of the two committees established pursuant to Security Council resolutions 1373 (2001) and 1540 (2004), which also deal with counter-terrorism issues, provided joint briefings to the Security Council in 2009. The briefings took place on 26 May (see document S/PV.6128) and 13 November (see document S/PV.6217).	0
The Security Council&#39;s current attempts to shift blame onto Eritrea are unjustified, neither legally nor politically.	0
As a first step, I requested Mr. van Walsum to establish contact with the parties and neighboring States to ascertain their views on the way forward to be sought.	0
128- Another method favored by Al-Qaeda is the recruitment and deployment of elements of whom no law enforcement or security agency is aware, which makes it easier for them to travel without significant difficulty and obtain work or study visas (and, as a safer method, they claim, the loss of any documents containing seals). For visas potentially proving their guilt in order to obtain a new replacement for the lost one.	1
âThe Security Council reaffirms that the conflict in Afghanistan cannot be resolved by military means and that the only path to peace and reconciliation is to reach, through negotiation, a political settlement aimed at installing a broad-based, multi-ethnic government that represents everyone and is acceptable to all Afghans.	0
It should also be noted that this Russian decision coincides with the separatists carrying out provocative actions and mobilizing intense military reinforcements.	1
171 - It is clear that the fruit terminal in the port of Abidjan constitutes a strategic location for unloading shipments of goods and military equipment, and requires further monitoring by the United Nations Operation in CÃ´te d&#39;Ivoire.	0
This attack, which occurred at the funeral of the nine Nigerien soldiers of the United Nations Multidimensional Integrated Stabilization Mission in Mali in the presence of the Under-Secretary-General for United Nations Peacekeeping Operations, Herve Ladsous, is a provocative act committed by terrorists with the aim of spreading fear and chaos within the ranks of the Mission.	1
During the march, the Royal Moroccan Army informed the Force Commander that its forces had received instructions to monitor the situation.	1
The Los Palos report noted problems in the relationship between veterans and new recruits.	1
Requests all relevant actors, when negotiating and implementing peace agreements, to take a gender perspective, including, inter alia: (a) Taking into account the special needs of women and girls during repatriation and resettlement and those related to rehabilitation and reintegration post-conflict reconstruction; (b) Take measures that support women&#39;s local peace initiatives and indigenous conflict resolution processes, and measures that include women in all mechanisms for implementing peace agreements; (c) Take measures to ensure the protection and respect for the human rights of women and girls, in particular those relating to the Constitution, the electoral system, the police and the judiciary;	0
But since this crime was not the act of individuals, but rather the act of a highly organized group, it is very likely that fraud, corruption, and money laundering were a motive for individuals to participate in it.	1
The soldiers were about to finish raping the five women when the second group of women who had gone to El Fasher to sell firewood arrived at the same place.	1
In an effort to expedite the process and ensure the availability of sufficiently qualified staff, the Committee supports exploring ways to expand the pool of potential candidates.	0
115. Two unarmed Eastern Rapid Response Unit officers were attacked by members of the protesting crowd in Gleno on 8 May, as described in paragraphs 61 to 63 above.	1
Drug trafficking and transnational organized crime	1
28. The Deputy Special Representative of the Secretary-General said that since the outbreak of the conflict in December 2013, reports had been received through the Monitoring and Reporting Mechanism indicating that both parties to the conflict were responsible for violations and abuses against children, including killing and mutilation, recruitment and use, and violence. Sexual.	1
328. With regard to specific patterns of displacement, the Committee notes that one of the objectives of the displacement appears to be related to the Government&#39;s counter-insurgency policy, namely the removal of the rebels&#39; actual or potential support base.	1
As an example but not limited to, in October and December 2003, the Justice and Equality Movement launched an attack on Kalbus in West Darfur as described above, where they looted shops in the market.	1
This committee, which should be chaired by an international member, should be composed of persons of established international reputation, some of whom specialize in law (particularly international law, tort law or commercial law), and some in accounting, loss adjustment and environmental damage.	0
Advocate for parties to armed conflict to adhere strictly to applicable provisions of international humanitarian law and international human rights law relating to the protection of women and girls affected by armed conflict.	0
Council members stated that the United Nations must play a leadership role in the international response to the needs of Libya after the end of the conflict.	0
Most of these crimes were committed individually in the context of the prevailing security chaos.	1
At the 6897th meeting of the Security Council, on 20 December 2012, the President of the Security Council, on behalf of the Council, made the following statement in relation to the Councilâs consideration of the item entitled âPost-conflict peacebuildingâ:	0
The Executive Directors discuss, on an exceptional basis, issues relating to the situation of women in various conflict-affected areas, including gender-based violence and sexual exploitation and abuse.	0
The Council expresses its deep concern that civilians continue to constitute the majority of victims of acts of violence committed by parties to armed conflicts, including those resulting from deliberate targeting, indiscriminate and excessive use of force, and sexual and gender-based violence.	1
44. The Joint Human Rights Office continued to investigate alleged violations of human rights and international humanitarian law committed by armed groups and national security forces.	0
134. The team discussed areas of cooperation with the Counter-Terrorism Action Unit of the Organization for Security and Cooperation in Europe, the Regional Office for Central Asia of the Commonwealth of Independent States and the Regional Counter-Terrorism Structure of the Shanghai Cooperation Organization, and initiated contacts with other regional organizations such as the Organization of American States. ), which established the Inter-American Committee against Terrorism, and the African Union, which established a counter-terrorism center in Algeria.	0
75. In the conflict in Darfur, the Government faces resistance from at least two organized armed rebel groups, the Sudan Liberation Movement/Army and the Justice and Equality Movement.	1
But there are others who are not wanted by any law enforcement agency, cannot easily obtain forged travel documents of a quality that would enable them to pass scrutiny, and in any case consider that the limited personal details recorded about them on the list make it possible for them to pass through border posts using their original travel documents without That someone will notice them is reasonably certain.	1
33. Of the 203 persons associated with Al-Qaida on the consolidated list at the end of January 2006, at least 111 had been arrested, convicted or charged with criminal offences, most of them for serious and/or violent crimes ranging from murder to participation in acts of terrorism. Terrorist attacks, such as the 1998 embassy bombing in East Africa, the September 11, 2001 attacks in the United States, and the 2002 bombings in Bali.	1
8 - While Al-Qaeda as an organization has not evolved, and its key leaders have not been able to rally their supporters behind key operational issues or direct them toward specific action, Al-Qaeda as a movement continues to flourish and draws its strength from a general message of resistance to real or perceived injustice.	1
Five countries have partial measures in place to protect asylum procedures from abuse, and two countries fully implement these controls.	0
72 - Requests the Committee to submit, through its Chairman, at least once a year, an oral report to the Council on the status of the overall work of the Committee and the Monitoring Group, as appropriate, at the same time as the Chairman of the Counter-Terrorism Committee and the Chairman of the Committee established pursuant to resolution 1540 ( 2004) their reports, and expresses its intention to hold informal consultations, at least once a year, on the work of the Committee, on the basis of the reports submitted by the President to the Council, and also requests the President to provide periodic briefings to all interested Member States;	0
The Special Representative said that recent gains in reclaiming territory from ISIS demonstrate that this strategy, which has international military support, is making progress.	1
The Mission continued its awareness-raising activities within the framework of the âUnited Nations is concernedâ strategy.	0
In the same resolution, the Council also included some exceptions to the targeted measures. On 5 December 2011, the Security Council adopted resolution 2023 (2011), by which it expanded the scope of restrictive measures relating to Eritrea in the areas of âdiaspora taxationâ, the Eritrean mining sector and financial services.	0
It notes that the Department of Peacekeeping Operations has dispatched a fact-finding mission to Chad and the Central African Republic to assess how the United Nations can assist these countries in responding to the current instability.	0
15. Throughout the reporting period, the security situation in Ituri remained tense, with remaining militias continuing to commit human rights violations against local populations in areas where MONUC or FARDC are not present.	1
As happened on previous occasions, the Special Adviser warned against the actions of âspoilersâ who undermine the transition process in Yemen and threaten its peace, security and stability. He said that the country is now at a critical juncture. He described the advance of the Houthi militias that invaded Sanaa and occupied several public buildings. In addition, he reported on the increase in the number of attacks by Al-Qaeda in the Arabian Peninsula, some of which are linked to the general political and security situation, and expressed his concern about the situation in the south of the country.	1
Consider imposing an embargo and taking other measures aimed at preventing the sale or supply of weapons and all types of related materials to parties to the armed conflict that violate the provisions of applicable international law.	0
In the event of exposing the public to danger (Article 179 of the Criminal Code), it is also an offense to prepare for such acts (such as obtaining components to make explosive devices for the purpose of carrying out an attack in accordance with paragraph 1 of the Convention) even if the criminal has not yet actually attempted to carry out such acts.	1
