ar_en_DEEP	MatConf
Some States and regional organizations have also launched other border control initiatives, such as notification or declaration systems requiring the traveler to provide identification information before travelling, or have introduced new visa information systems, or have participated in databases.	0
The team also sensitized the commercial aviation sector to Al-Qaeda sanctions by working closely with the International Civil Aviation Organization, the International Air Transport Association and the private sector.	1
(a) Decides to authorize the [peacekeeping mission] to take all necessary measures in the areas of deployment of its forces, as it deems within the limits of its capabilities, in order to: ...	1
It also encourages continued cooperation between Member States and the Office for the Coordination of Humanitarian Affairs, the Department of Political Affairs, the Department of Peacekeeping Operations, the Office of the United Nations High Commissioner for Refugees, the United Nations Relief and Works Agency for Palestine Refugees in the Near East, the Office of the High Commissioner for Human Rights, the United Nations Development Programme, etc. From the relevant agencies and offices of the United Nations.	0
Like the issue of links between drug trafficking and terrorism, the issue of piracy was placed on the Council's agenda through conflict situations that were already on it, with African situations - in particular Somalia and the Gulf of Guinea - taking center stage.	1
The effectiveness of asset freezing can be improved by establishing contacts between those familiar with current issues (such as law enforcement and intelligence agencies) and financial intelligence units.	1
21. Expresses its support for the inclusion, as appropriate, of specific and adequate measures for the disarmament, demobilization and reintegration of former combatants in peace agreements and mandates relating to United Nations peacekeeping missions, with particular attention to the demobilization and reintegration of child soldiers, as well as the development of clear detailed arrangements To destroy surplus weapons and ammunition, and refers in this regard to the statement issued by its President on 8 July 1999;	0
The main elements of his statement as well as the exchange of views that took place among members of the Working Group are contained in the summary included in the relevant conclusions (S/AC.51/2013/3).	0
With the exception of the ports of San Pedro and Abidjan, the other ports and coastline lack the necessary infrastructure to import large quantities of weapons and military equipment.	0
139- Among these groups is the National Movement for Reform and Development. On 6 June, the movement issued a statement saying that it was not a party to the ceasefire agreement concluded in April between the Government, the Sudan Liberation Movement/Army and the Justice and Equality Movement, and that it would fight against the Government.	0
28. Uganda remains committed to the Lusaka Peace Agreement and subsequent agreements, because the framework of the Lusaka Agreement adequately accommodates the two dimensions of the conflict, namely the internal issue and the security concerns of neighbours.	0
However, the effectiveness of controls could be significantly enhanced through increased police patrols and the acquisition of detection equipment, especially given the porous borders in the subregion.	1
These countries realize the importance of cooperation, information exchange, and coordination among different countries and at the regional and national levels.	0
Develop multi-sectoral strategies to address gender-based violence, involving parties from the health, safety/security, law/justice and mental health sectors; Organizing local training to strengthen national skills and capacities in addressing gender-based violence.	0
Under this amendment, which is in line with the provisions of Article 5 of the Council of Europe Convention on the Prevention of Terrorism, violators are subject to a prison sentence of 30 years.	1
âThe Security Council reiterates its deep concern about the Islamic State in Iraq and the Levant, Al-Nusra Front and other terrorist entities linked to Al-Qaeda and the impact of their presence, violent extremist ideology and actions on the stability of Iraq, Syria and the region, including the devastating humanitarian impacts on the civilian population that have led to The displacement of millions of people, and the violence it commits inflames sectarian tensions.	0
Thus, the process introduced the concept of working towards achieving quantifiable results in the area of ââthe link between small arms and development.	0
Now, what Afghanistan has achieved is being eroded by the serious challenges the country faces to its security and stability.	0
651- The Committee also recommends that measures taken to break the cycle of impunity include the exercise of universal jurisdiction by other States, as mentioned elsewhere in this report.	0
13 - The Executive Directorate will continue to strengthen its role in facilitating technical assistance for the implementation of resolution 1373 (2001) in an effort to increase the capabilities of Member States and regions to combat terrorism, by meeting their needs in this field, in close cooperation with the Counter-Terrorism Implementation Task Force Other United Nations bodies and bilateral and multilateral aid donors will continue to adopt a focused and regional approach to this work.	0
Reaffirming that acts of terrorism must not be allowed to disrupt the political and economic transition process taking place in Iraq, and reaffirming further the obligations of Member States under resolution 1618 (2005) of 4 August 2005 and other relevant international resolutions and agreements with regard to issues of Including terrorist activities committed in or from Iraq or against its citizens,	0
He was motivated by the need to ensure that the Council's actions against Al-Qaida and the Taliban remained relevant to the threats, and that the objectives of the sanctions were sufficiently well defined to enable Member States to take the necessary action against them.	1
Member States noted that sites promoting terrorism in one country are invariably located in another country.	0
Of the 17 defendants accused of their involvement in the attack on the Prime Minister, 13 were sentenced to nine years and four months in prison while one defendant was sentenced to ten years and eight months in prison. On 14 June, the Court of Appeal confirmed these rulings.	1
Moreover, the Taliban has retained its ability to import weapons, materials, and labor, and the secret to military success lies in disrupting its supply lines and depriving it of safe areas where its fighters can resort to replenish their energy between operations and train new recruits.	1
This is an important issue because the Council's actions give rise to obligations under international law and the Council must therefore be able to enforce them.	0
5. Also reaffirms its strong condemnation of all acts of violence and attacks against civilians in situations of armed conflict, in contravention of applicable international obligations, in particular with regard to the following situations: (i) torture and other prohibited treatment, (ii) gender-based and sexual violence, (iii) violence against children, (iv) recruitment of children and use of child soldiers, (v) trafficking in persons, (vi) forced displacement, (vii) deliberate denial of humanitarian assistance, and calls upon all parties to put an end to such practices;	0
An international court is not considered an appropriate solution since the crimes in question constitute a violation of national law.	1
(a) A state of chaos prevailed at the crime scene, not only during the first hours following the explosion, during which most of the focus was on putting out the fire, rescuing the injured, and searching for the missing, but, unfortunately, during a much longer and unnecessary period as well.	1
Council members agreed that the root causes of the conflict must be addressed and that there is a need for coordinated responses involving all relevant United Nations bodies.	0
According to his statement, he was in his office when he was informed of the explosion.	1
I am deeply concerned about the recent escalation between Gaza and Israel.	0
13 - Reports of children abducted during recent attacks on the civilian population demonstrate the terrible price that Darfur's children are paying in this civil war.	1
These countries do not necessarily differentiate between taking action against those listed and taking action against all those they consider terrorists in general.	1
Outreach activities with civil society and private companies also began, focusing on the possibilities of technical assistance and its role in combating terrorism.	0
Moreover, the parties and their affiliated youth branches incite children to participate in demonstrations during which acts of violence may break out, and the police sometimes respond to this with excessive use of force.	1
Deeply concerned about the increasing number of victims of terrorist acts, including children, motivated by fanaticism or extremism, in various regions of the world,	1
Therefore, when examining responsibility for the human rights violations committed during the events of 25 and 26 March, one must take into account the consequences of the presidential decree of 22 March and the instructions given to the commanders of the national armed forces during the meeting held in 24 March.	1
One or two countries have expressed concern that if they freeze the assets of a listed non-profit organization, they will not be able to finance projects within their control, such as orphanages, hospitals, or refugee shelters.	1
21 - Working Group III, chaired by the Republic of Korea, provided its support to the efforts of States, the maritime sector and labor groups aimed at protecting ships from piracy off the coast of Somalia.	0
We provide basic training (training, for example, in the use of weapons, discipline, etc.), which may take two weeks or so, depending on the individualâs readiness.	1
30 - The Sudan Armed Forces have redeployed all their forces from South Sudan, while the redeployment of SPLA forces at 34.85 per cent of the declared strength of 59,168 soldiers remains monitored and verified.	1
So far there is no improvement in reform management at the national level.	0
Calls for full respect for human rights, fundamental freedoms and international humanitarian law throughout the affected country, and notes with concern restrictions on freedom of the media and attacks on media professionals.	0
All of these developments had a significant impact on the progress achieved and the results achieved in the overall fields of peace, security, reconciliation and stability.	1
The situation between the different ethnic groups in Kosovo remains relatively calm, but unstable.	1
During the visits, the team met with both the national bodies responsible for overseeing the sanctions regime and the bodies most involved in confronting the Taliban and Al-Qaeda threat domestically.	0
First, it should be understood that terrorism is a crime that cannot be justified under any circumstances, but it is also a manifestation of grievance that is embodied in an inhuman, hateful and disgusting way.	0
The Committee's focus will remain on monitoring and encouraging Member States' implementation of resolution 1373 (2001), and on taking practical measures to strengthen the capacity of States to combat terrorism, including measures aimed at facilitating technical assistance.	0
At its 4170th meeting, on 13 July, the Council adopted resolution 1307 (2000), in which it authorized, inter alia, the extension of the mandate of the United Nations Observer Mission in Privlaka until 15 January 2001 to continue monitoring the demilitarization of the peninsula.	0
This State believes that such activity, in its most extreme forms, often leads to violent extremism and loss of life.	1
âThe Security Council requests the Secretary-General to support efforts to mobilize the necessary resources for the implementation of the outcomes of the YaoundÃ© Summit, and to strengthen national and regional capacities, in close consultation with the States of the Gulf of Guinea, relevant regional organizations and other United Nations entities.	0
Expressing concern about the harmful impact of the proliferation of weapons, in particular small arms, on the security of civilians resulting from the fueling of armed conflict, and requesting missions to monitor the presence of weapons among the civilian population.	0
This means that the Commission is mandated to establish facts relating to possible violations of international human rights law and international humanitarian law in Darfur.	0
In addition, the Council itself has set important precedents, including the establishment of investigative committees on Bosnia, Rwanda and Darfur, which paved the way for the establishment of the International Tribunals for the Former Yugoslavia and Rwanda in 1993 and 1994, respectively, and the referral of the situation in Darfur to the International Criminal Court in 2005.	0
:: February 14, 2005, Rafik Hariri and 22 others were killed in a huge explosion off the waterfront in central Beirut.	1
Vending stalls in the Taipei area were burned again the next day, and a National Police officer who was in the area off-duty was attacked.	1
The Abkhaz regime spares no effort to legitimize the demographic situation that it forcibly changed through ethnic cleansing and created intolerable living conditions for Georgian citizens returning to the Gali region.	1
34. The Government of Nepal has made some progress towards fulfilling its obligations under the Comprehensive Peace Agreement to ensure the rehabilitation of children formerly associated with armed forces and groups.	0
Security Council resolution 1318 (2000), operative paragraph 6, stresses the importance for all Member States, in particular those involved in the manufacture or marketing of arms, to restrict the transfer of arms that could provoke or prolong armed conflicts or exacerbate existing tensions or conflicts...	0
598. In light of the comments above, and based on the body of law relating to human rights mentioned above, it may be said at the present time that when a gross violation of human rights is committed that also rises to the level of an international crime, customary international law does not only provide for the criminal responsibility of the individuals who committed it. violation, but also imposes an obligation on the States to which the perpetrators belong or the States for which they acted as de jure or de facto organs to reparate the harm caused (including the payment of compensation).	0
(b) Resolve all outstanding issues as referred to in paragraph 12 above, and recalls in this regard that the implementation of the identification process simultaneously with the assembly of forces, as stated in the National Disarmament, Demobilization, Reintegration and Rehabilitation Programme, which was signed in Yamoussoukro on 14 May 2005, which would accelerate the creation of conditions for the holding of free, fair, open and transparent elections;	0
During these attacks, the Janjaweed were reported to have destroyed food containers, food processing equipment, water containers and other household items necessary for the residents' survival.	1
The Los Palos report noted problems in the relationship between veterans and new recruits.	1
In addition to the two civilians who were injured near Tasi Tolo station on the afternoon of 28 April, two others sustained gunshot wounds during the night.	1
Samira Ahmed Al-Sahli, a 53-year-old nurse from Yarmouk camp, was arrested by Syrian regime forces on June 11, 2014 because of her medical work. Her family learned that she died under torture inside a regime detention center on November 8, 2014.	1
After explaining that the transition process takes time, he stressed the need for joint political action against armed opposition groups that threaten any peace process.	0
On December 12, 2014, 200 regime soldiers surrounded the Al-Fayd neighborhood in the city of Jableh, and no one was allowed to enter or leave the neighborhood.	1
Recalling in this context that the killing of members of an ethnic group with the aim of destroying that group, in whole or in part, constitutes a crime punishable under international law,	1
This traditional discrimination practiced under the Songbun regime has been further complicated by the widening application of marketization in the Democratic People's Republic of Korea and the growing influence of money, including foreign exchange, and its increasing influence on people's ability to increase their access to their economic, social and cultural rights.	1
Gender-based discrimination also manifests itself in targeting women for paying bribes or fines.	1
Other rapes of women were reported during attacks around Miski, Disa and Um Baru, North Darfur; Azrni, Kornoy, Nertit and Mokjar, West Darfur.	1
If that person is found guilty, it has a duty to punish him and provide victims with effective remedies and redress.	0
Although in early 2003 only a very small number of countries in Africa had ratified at least four of the 12 existing international legal instruments against terrorism, most countries have now ratified the majority of them.	1
Some Member States reaffirmed the need for stronger coordination among United Nations entities concerned with counter-terrorism.	0
17. The past months have witnessed the issuance of a variety of influential reports and recommendations relating to counter-terrorism sanctions, including the address of the Secretary-General on the anniversary of the terrorist attacks in Madrid on 11 March 2004 and his subsequent report entitled âIn an atmosphere of freedom.â Expand: Towards development, security and human rights for allâ (A/59/2005 and Add.1-3).	0
In this context, Council members stressed the need to draw lessons from the armed confrontation that followed the presidential elections held in the country in 2010.	1
16. The Al-Qaida-affiliated Tehreek-e-Taliban Pakistan (QE.T.132.11), Lashkar-e-Taiba and Harakat al-Mujahideen (QE.H.8.01) continue to play an important role in the insurgency in Afghanistan.	1
:: Establish media monitoring mechanisms that ensure effective monitoring, reporting and documentation of any events, sources and content that incite âhate mediaâ.	0
Problems that remained during the reporting period included illegal side roads established on the administrative border line and smuggling activities.	1
The Council encourages the establishment or strengthening of subregional or regional mechanisms for cooperation, coordination and information exchange, where appropriate, in particular cross-border cooperation mechanisms and information exchange networks, with a view to preventing, combating and eliminating illicit cross-border trade in small arms and light weapons.	0
Cooperating with women's organizations and national governments to support post-conflict constitutional, electoral and legislative reform processes; Building institutional capacities of national womenâs mechanisms in post-conflict areas.	0
2 - The criminal shall be punished with imprisonment for a period of three to ten years.	1
I urge Hamas to respond to these appeals.	0
On November 18, 2014, Syrian regime helicopters dropped a barrel bomb on Kafr Hamra on the Haritan road, killing 16 people, including five children, three women, and a paramedic.	1
Indeed, the 1540 Committee appears well placed to enhance cooperation between these entities and explore funding opportunities.	0
The Council reaffirms that ending impunity is of fundamental importance if a society in conflict or post-conflict is to overcome past injustices against civilians and prevent such injustices from occurring in the future.	0
Detainees were reported to be systematically subjected to physical and psychological torture as punishment for suspected affiliation with or support to the rebels and a desire to obtain information or confessions.	1
:: August 22, 2005, three people were injured in an explosion in a garage near the Promenade Hotel in the Zalka area, north of Beirut.	1
Moreover, given the high rates of intermarriage, it is difficult to distinguish them in terms of their external physical characteristics from the members of the tribes they are alleged to be abusing.	1
During this attack and the subsequent forced confinement of the population, many people were subjected to severe torture in order to extract information about the rebels, or as punishment or terror to the population.	1
Militant groups may refocus their efforts on their own countries or on other countries if Afghanistan becomes less attractive in terms of their goals.	1
This could mean strengthening powers in specific areas such as the police, judiciary, education, culture, media and economy. This could enable the establishment of horizontal links between municipalities where Kosovo Serbs constitute the majority of the population.	0
Clearly, failure to ensure accountability, redress and reconciliation could derail the peace process and the post-conflict situation, thus posing a new threat to peace and security.	0
46 - The situation on the ground is complex and worrying - especially for minority communities.	1
In this plan, they targeted different geographical locations to launch military operations against them, with the intention of seizing them from the opposition. Among these sites are Baidoa, Marka and Mogadishu.	1
In July 2010, Angola passed a law establishing preventive and restrictive measures to combat money laundering and terrorist financing. On 15 April 2010, Angola applied to join the East and Southern African Community to combat money-laundering.	0
Even if the government in most cases may not have participated in the destruction, its participation in the attacks during which the destruction took place and the presence of its forces at the site of the destruction are sufficient to make it a partner in responsibility for this destruction.	1
We believe that the issue of supporting government legitimacy is important because there is a causal relationship, legitimacy and removing resistance by informal actors and informal networks that characterize the nature of power in Afghanistan.	0
Under international law, Israel is obligated, as the occupying state, to protect Palestinian civilians, especially children, and is obligated to preserve civilian property.	0
In the Syrian Arab Republic, the scene could witness the emergence of new Arab and European networks of extremists as a result of the relationship that is likely to arise between large numbers of foreign fighters affiliated with Al-Qaeda and Al-Nusra Front fighters, which leads to the emergence of groupings based on a common language.	1
The Committee also noted the progress made towards the possible appointment of facilitators at the regional level for other regional organizations, in particular the Commonwealth of Independent States and the Association of Southeast Asian Nations.	0
405 - Even in cases where a State has legitimately derogated from certain provisions of the Covenant, the prohibition of unacknowledged detention, hostage-taking or kidnapping is absolute.	0
At the same time, the threat posed by the Taliban has been resurrected.	1
As an example but not limited to, in October and December 2003, the Justice and Equality Movement launched an attack on Kalbus in West Darfur as described above, where they looted shops in the market.	1
375 - A number of international human rights instruments prohibit the practice of torture.	0
Since the categories of international crimes have been included in another part of the report, it is sufficient here to briefly mention the various ways of participating in the commission of international crimes that give rise to individual criminal responsibility.	0
If a decision is made to prosecute all individuals who have received weapons for illegal possession, the Committee will have records identifying these persons.	0
105- These are a few examples, among multiple testimonies and material evidence, confirming to the Commission that the term Janjaweed is used, in usage, as a synonym for other terms used to describe militia forces working with the government.	1
Yemeni officials told the Group that approximately 30 percent of kidnappings in Yemen are committed by Al-Qaeda in the Arabian Peninsula.	1
Following the bombing, Janjaweed launched an attack, destroying homes and looting property.	1
Recalling its resolutions on the recruitment and use of children and armed conflict,	1
In addition, the members of the two rebel movements came mainly from local village defense groups and from specific tribes, and were formed in response to increasing attacks from other tribes.	1
âThe Security Council calls upon the Government of the Democratic Republic of the Congo to remain fully committed to establishing a professional, sustainable and accountable national army, including the establishment of a rapid reaction force, in line with its commitment to deepen security sector reform.	0
The Committee members were of the view that the current contents and format of the Checklist should be reviewed with a view to redesigning it, if necessary, and examining its effectiveness on a pilot basis at a later date.	0
There is no doubt that soldiers on both sides were killed during the fighting, and it is likely that the rebel forces initially carried out retaliatory actions, followed by government forces.	1
Obstacles to humanitarian access that have the greatest impacts on people in need include restrictions on the movement of humanitarian workers or goods (including physical and bureaucratic barriers); The lack of mechanisms agreed upon with the parties to the conflict to deliver aid during hostilities; interfering in humanitarian aid deliveries; Including payment request; Violence against humanitarian workers, which includes physical attacks on humanitarian workers and convoys.	1
(b) Political and military leaders of foreign armed groups operating in the Democratic Republic of the Congo who obstruct the disarmament and voluntary repatriation or resettlement of combatants of those armed groups;	1
The Security Council reaffirms the importance of the principle of non-refoulement and the right of refugees to return voluntarily to the [affected country], and encourages countries neighboring the [affected country] to protect all persons fleeing violence in the [affected country], including [people from a specified area In the region]. Urges all Member States, based on burden-sharing principles, to support these countries in assisting refugees and affected communities...	0
Taking note of the request of the Government of Afghanistan to the Security Council to support national reconciliation, including by removing from the United Nations sanctions lists the names of Afghans who have entered into reconciliation and who have subsequently ceased participating in or supporting activities that threaten the peace, stability and security of Afghanistan, ,	0
These international enforced disappearances are unique in their intensity, scope and nature.	1
(i) Take immediate measures to achieve gender equality in practice, for example by making women equal with men in participating in public life and in obtaining employment; eradicate discriminatory laws, regulations and practices harmful to women; And take the necessary measures to put an end to all forms of violence against women, including domestic violence, sexual and gender-based violence at the hands of state agents and/or within its institutions; To immediately and effectively address trafficking in women and eradicate the structural causes that make women vulnerable to such violations;	0
12 - Emphasizes that the Treaty on the Non-Proliferation of Nuclear Weapons recognizes in its Article Four the inalienable right of the parties to the Treaty to develop research, production and use of nuclear energy for peaceful purposes without discrimination, in accordance with Articles One and Two of the Treaty, and refers in this context to Article Three of the Treaty Non-proliferation of nuclear weapons and Article II of the IAEA Statute;	0
As a result of the security forces' firing of tear gas bombs and fire, the crowds erupted in panic and chaos.	1
8 - The continued efforts of Ansar al-Sharia in eastern Libya are of particular concern (it is a group not included on the list and differs from Ansar al-Sharia, which is affiliated with Al-Qaeda in the Arabian Peninsula). There are communications in the field of operations between Ansar al-Sharia and organizations affiliated with Al-Qaeda in the Sahel region, the Maghreb, the Middle East, and South Asia. Many foreign fighters continue to travel to training camps in Libya before heading elsewhere to fight.	1
The Lord's Resistance Army (LRA) has been waging a long-standing and ferocious insurgency in northern Uganda, causing the death, kidnapping and displacement of thousands of innocent civilians in Uganda, Sudan and the Democratic Republic of the Congo.	1
334. The following patterns were noted: First, during attacks on villages, there were deliberate attacks against women and girls, including gang rape. Secondly, women and girls were kidnapped and imprisoned for several days during which they were subjected to repeated rape. Third, rape and other forms of sexual violence continued during flight as well as displacement, including when women left towns and internally displaced persons sites to collect firewood or fetch water.	1
Moreover, several financial institutions complain that they have been given little or no information as to what they should look for as indicators that could indicate financial transactions related to terrorism.	0
103 - At the time of writing, the Semlu and its crew remain in captivity. The hijackers have demanded a ransom of $500,000.	1
The Government of the Syrian Arab Republic confirms that it is continuing to perform its duty to protect its citizens, disarm terrorism, and hold its perpetrators accountable. It also confirms that it is continuing in its quest to find a political solution to the crisis that Syria is going through in cooperation with the Special Envoy, Mr. Kofi Annan, and by consolidating the democratic achievements that it began a month ago. March of last year in various fields, including abolishing the state of emergency, issuing the multiparty law, the local elections law, the freedom of media law, paying attention to the economic situation of citizens, issuing the new constitution, and other legislation aimed at strengthening political life, deepening pluralism and democracy, and leading to the launch of a reform process. Integrated.	0
122. To strengthen the capacity of law enforcement personnel in South Asia and simultaneously promote regional cooperation and information-sharing among law enforcement personnel, the Executive Directorate facilitated a series of workshops (beginning in November 2009) aimed at bringing together law enforcement officials - - mainly police officers and prosecutors - to exchange experiences, lessons learned and best practices in dealing with cases related to international crimes and terrorism.	0
Council members unanimously expressed concern about the current state of the peace process and expressed their hope that the Group of Friends of the Secretary-General at its next meeting would be able to move this situation forward. Other issues	0
564. Taking into account the comment made above regarding the structure of rebel groups, the Commission has compiled sufficient reliable documents indicating that four individuals holding important positions within the various rebel groups may be suspected of being responsible for knowingly failing to prevent crimes committed by the rebels or Suppress it.	0
During the closed consultations that followed, Council members stressed the importance of resuming Israeli-Palestinian negotiations, and denounced unilateral actions, especially the construction of settlements in the occupied territories, which undermine the efforts of the Quartet to find a negotiated solution to the conflict.	0
At Abidjan airport, in August 2005, the team saw three new Mitsubishi L-200 4X4 vehicles bearing Ivorian National Army Forces license plates, driving near the military base and carrying personnel and equipment.	1
Preliminary evidence indicates that the explosion occurred in the convoy carrying Prime Minister Hariri, but the outcome of the explosion is not yet known.	1
Therefore, the international community must take the necessary action to prevent Israel from continuing the reprehensible process of destruction it has initiated in Gaza, and affirm its rejection of all these Israeli practices that constitute a violation of international law and international humanitarian law.	0
69. The Panel examined the landing of an AN-124 aircraft carrying 392 tons of cargo from Belarus on 16 October 2004, i.e. shortly before the embargo. The plane continued its journey to LomÃ©, Togo, and the flight was connected to Darkwood (see case study 1 below).	0
Emphasizes that the development of effective child disarmament, demobilization and reintegration programmes, making use of best practices identified by UNICEF and other relevant child protection actors, are vital for the well-being of all children who have been recruited or used by armed forces and groups in violation of the provisions of Applicable international law is critical to achieving lasting peace and security, and urges national governments and donors to ensure that these community-based programs receive adequate resources and funding in a timely and sustainable manner;	0
Tragically, the deputy commander of the guard and one of the guards were killed in the attack, while the commander and a supervisor were injured.	1
79. Available evidence shows that the vast majority of bodies still in the morgue awaiting autopsy have gunshot wounds.	1
Sufficient capacities should be developed in key areas of civilian crisis containment, such as police, justice, rule of law, preparation of electoral processes, electoral observation, civil protection, and public administration.	0
We should acknowledge our great concern about the situation in Afghanistan.	0
This is because if states cannot implement the decisions taken by the Council under Chapter VII of the United Nations Charter without violating their own laws, the global community will lose the ability to take coordinated action to address threats to international peace and security.	0
As you know, the decision was taken, in 1996, based on the background of sharp confrontations between the two sides of the Georgian-Abkhaz conflict, which continued after the internecine war that took place in 1992-1993.	1
From 14 to 18 October, the United Nations Office for West Africa and the United Nations Regional Office for Central Africa participated in a workshop organized by the Lake Chad Basin Commission in YaoundÃ© to prepare a regional counter-terrorism strategy and hold discussions on a joint multinational force.	0
36. The number of police personnel deployed to work in UNOCI as of 7 April was 1,182 against the authorized maximum of 1,200, including 434 officers and 748 members of formed police units.	1
âThe Security Council encourages the Regional Task Force to continue its operations against all LRA groups, while at the same time working with the United Nations and non-governmental organizations to establish safe sites to receive defectors and provide information to assist LRA elements who demonstrate a sincere commitment to demobilization and demobilization.â Weapon.	0
They attacked the local office of National Security and the Intelligence Service, setting it on fire, and then began shooting at the office of the Sudanese Telecommunications Authority.	1
2 - It is unfortunate that since the submission of my previous report to the Security Council, only limited progress has been made in implementing the provisions of the Pretoria Agreement on the Peace Process in CÃ´te dâIvoire (S/2005/270, Annex I) of 6 April 2005, and the enormous gap in Positions of the parties.	0
125 - Several factors have hampered the implementation of resolution 1373 (2001) in Central Asia, namely: proximity to the conflict in Afghanistan (where drug production fuels terrorist activities, which has contributed to the popularity of arms-for-drug swaps); illicit activities by cross-border cash holders (a potential source of terrorist financing); the circulation of surplus weapons (as a result of political and regional unrest); The remoteness of the borders and the lack of adequate protection, combined with the lack of human and material resources to ensure effective border control; The large number of migrant workers (which in turn leads to an increase in the use of informal transfer systems, which is also a potential source of terrorist financing).	1
33. Many political parties in the Terai region have established youth branches that engage in violent street politics, and some armed groups that resort to political violence have recruited children.	1
He also provided information on the humanitarian situation in areas controlled by armed groups where instability remains, particularly in the Luhansk region.	1
126 - The Committee wishes to emphasize that if it is proven that the Government has used militias as a âwar tacticâ, even in cases where the Janjaweed have acted and there is no evidence of the Government supporting the action, government officials may be held criminally liable for the joint criminal act of committing Indiscriminate attacks on civilians and killing of civilians.	1
Council members expressed concern at the increase in piracy and armed robbery at sea and at reports of hostage-taking in the Gulf of Guinea, and the detrimental effects of such activity on security, trade and economic activities in the subregion.	1
On 20 July, the Council met in general debate (4174th meeting) to consider its role in preventing armed conflicts.	0
In addition, they began to address the detention by Georgian police, from 12 to 31 August, of trucks from the CIS peacekeeping force transporting goods from the Abkhaz side of the ceasefire line.	1
The Council urges [the affected State] to continue to provide refuge to all refugees regardless of their origin.	0
Condemns all attacks directed against United Nations peacekeepers and humanitarian personnel, regardless of the perpetrators, and stresses that those involved in such attacks must be brought to justice.	0
As such, it represents an environment rich in potential targets and has launched several attacks against Western military facilities and embassies.	1
1 - The criminal shall be punished by imprisonment from three to ten years or confiscation of his property.	1
As the representative of Algeria pointed out a moment ago, the draft resolution that was not adopted clearly contained a condemnation of all terrorist attacks against civilians in addition to all acts of violence and destruction.	0
In other words, the surviving residents of attacks on villages were not simply killed in an effort to eradicate the group; Rather, they were forced to leave their homes and live together in areas chosen by the government.	1
58 - I was deeply concerned when the Syrian Arab Republic closed its borders with Lebanon to Lebanese truck drivers, shortly after the withdrawal of Syrian forces, military equipment, and intelligence services.	1
505- Is the crime of genocide more serious than other international crimes? There is widespread agreement that genocide is the most serious international crime.	1
Rapid Response Unit officers from the east were forced to take refuge in the provincial administration building. Then the crowd surrounded the building. The crowd, armed with knives, sticks, machetes, and stones, began chanting, threatening the Rapid Response Unit officers with death.	1
Strongly condemning all acts of violence and attacks committed against civilians in situations of armed conflict, in contravention of applicable international obligations regarding the following cases in particular: (i) torture and other prohibited forms of treatment, (ii) gender-based and sexual violence, (iii) the practice of violence against children, (iv) recruitment of children and use of child soldiers, (v) human trafficking, (vi) forced displacement, (vii) deliberate denial of humanitarian assistance, and calls on all parties to put an end to these practices.	0
Third, the Security Council has recognized in several instances that serious violations of human rights and international humanitarian law constitute potential threats to peace and security.	0
The allegations indicate that during these three days, four of the girls were raped and the fifth was sexually assaulted.	1
Providing prompt assistance was valuable as it allowed investigators to quickly analyze specific telephone calls made by subscribers to this service and enable them to identify the pattern of calls made by a particular group of subscribers.	0
From part of the engine block found and collected at the crime scene, it was concluded that the engine was that of a Mitsubishi stolen on 12 October 2004 in Sagamihara, Japan.	1
This disturbing pattern of activities is a serious concern that threatens to undermine the credibility of United Nations operations.	0
The increasing convergence of terrorist financing methods, particularly at the local level, with other criminal financing methods has made it increasingly difficult to distinguish one from the other.	1
Given that many financial intelligence units in South Asia have only recently been established, priority attention is given to developing their capabilities.	0
In its resolution 1977 (2011), the Security Council explicitly encouraged the Committee established pursuant to resolution 1540 (2004) to draw on, among other sources, relevant private sector expertise.	0
The continued improper application of the sanctions measures imposed by the Security Council will restrict fundamental rights to property and movement without any legal basis or justification.	1
88. One State reported that its national counter-terrorism strategy required that actions taken by the authorities be consistent and transparent, and ensure respect for the rule of law, democracy, fundamental rights and good governance.	0
For example, a large number of these violations relate to death, torture, personal injury, mental anguish and distress, hostage-taking, and loss and damage to real and personal property.	1
8 - Emphasizes the importance of providing safe and unhindered access for humanitarian personnel providing assistance to civilians in armed conflict, and calls on all concerned parties, including neighboring States, to fully cooperate with the United Nations Humanitarian Coordinator and United Nations agencies in providing these means, and calls on States and the Secretary-General to inform him of information relating to the deliberate deprivation of such access in violation of international law and where such deprivation may constitute a threat to international peace and security, and in this regard expresses his readiness to consider such information and to take appropriate steps where necessary;	0
While we are pleased that more than 10 million Afghan voters have been registered, we are concerned that there has been insufficient voter registration in the southern and southeastern parts of Afghanistan due to security concerns.	0
During my visit to Lebanon in January, I told my Lebanese interlocutors, in both private and public meetings, of the serious dangers that the continued presence of these militias in the country poses to the countryâs stability and internal peace.	0
Background information 2014 marks the fifteenth anniversary of the Security Council's work on the protection of civilians in armed conflict.	0
There is information indicating that they had effective general control over the military personnel fighting for the benefit of the rebel groups, and therefore they were aware of some of the crimes committed by those military personnel, or at least they were supposed to be aware of what was happening, but they did not take any action. To stop the atrocities being committed.	1
294. Given the limits of its assigned tasks, the Committee was unable to confirm with certainty the number of civilian casualties in Darfur.	1
