ar_en_GOOGLE	VerCoop
The total information collected by the team was information related to attacks on 51 towns or villages and 11 cases of rape, by interrogating 116 eyewitnesses and 12 indirect witnesses.	0
âThe Security Council notes with concern that terrorism continues to pose a serious threat to international peace and security, the enjoyment of human rights and the social and economic development of States, and undermines global stability and prosperity, and that this threat has become more widespread, with an increase, in various regions of the world, in acts terrorist acts, including acts motivated by fanaticism and extremism, and reaffirms its determination to combat threats to international peace and security resulting from terrorist acts, by all means, in accordance with the Charter of the United Nations and international law, including applicable provisions of international human rights law and international law. Refugees and international humanitarian law.	0
Requesting States and regional and subregional organizations to take measures that would restrict and reduce the illicit trade in small arms and light weapons, such as voluntary collection and destruction; and effective management of its inventories; Imposing arms embargoes; imposing sanctions; And take appropriate legal measures against corporate actors, individuals and entities involved in such activities.	1
It is noted, in this regard, that the Security Council could mandate multidimensional peacekeeping missions, inter alia, to: (d) ensure rapid response in mine action as well as provide advisory services and provide training that meets the needs of national authorities, based on Requested, in order to enable them to reduce risks, assist victims, clear mines, and manage and dispose of stockpiles;	1
They expressed hope that he would be able to achieve decisive progress in the direct negotiations that he will hold in the period before June, the date set for reaching an agreement.	1
The mission took the position that it was âout of sight but not far from the horizon,â as it was prepared to intervene if the situation deteriorated, and contingency plans were in place to deploy reserve forces if necessary.	0
29 - All reporting States believe that they have effective protections against listed persons or entities who possess weapons, but only 38 Member States reported that they had made changes to their existing laws and regulations to incorporate measures related to the arms embargo; 106 countries did not refer to the Consolidated List when explaining their regulatory processes.	0
131. Since the issuance of the previous survey, Central Asian States have intensified law enforcement measures by enhancing inter-agency cooperation and information-sharing and establishing and using criminal and other databases at the domestic and international levels, in support of counter-terrorism law enforcement efforts.	0
During the period from 20 October to 10 December 2014, regime helicopters dropped a total of 1,125 barrel bombs, killing 603 civilians, including 129 children and 112 women.	0
Reports indicate that the severity of the attacks and atrocities committed in any village spread a degree of fear among residents of neighboring villages who survived those attacks, prompting them to also flee to areas where relative security prevailed.	0
23. Requests the Committee to circulate to the Council a list of States that had not submitted reports by 31 March 2004 pursuant to paragraph 6 of resolution 1455 (2003), including an analytical summary of the reasons given by States for non-submission of reports;	1
While none of the villagers reported any rapes to the UNAMID investigation team, in fact members of the Sudanese Armed Forces and Military Intelligence were present in the village while UNAMID was investigating.	0
They attacked and killed 54 people and injured 24 others, burned houses before withdrawing, and looted cows and household possessions.	0
:: Submit a report to the committee established pursuant to resolution 1540 (2004) after each meeting	0
Council members reiterated their support for the Special Envoy&#39;s efforts to engage the parties in working to overcome the current stalemate in the peace process. They called on both parties to explore ways to enable the border demarcation process to move forward.	1
39 - In this context, the Heads of State and Government support the need to review the applicable legal texts, in particular the Protocol on the Mechanism for the Prevention, Management and Resolution of Conflicts, Peacekeeping and Security and the Supplementary Protocol on Democracy and Good Governance, in order to reflect best practices with regard to presidential terms of office.	1
In August 2005, the team, accompanied by officials from the United Nations Operation in CÃ´te d&#39;Ivoire, visited the autonomous ports of Abidjan, Grande Lahou, Frisco, Sassandra, Monogaga, Grande Berbey, the autonomous port of San Pedro and Tabou. At all these sites, the team examined ports and anchorages and discussed the implementation of the embargo with the responsible authorities, commercial enterprises and the United Nations Operation in CÃ´te d&#39;Ivoire.	1
14 - However, international human rights bodies and others have also raised concerns that some measures to combat incitement may have been excessive and overreaching, in violation of human rights, including the right to freedom of expression and the right not to be subjected to discrimination. This would be counterproductive because it creates the risk that certain communities will be excluded from international efforts to combat terrorism.	0
2 - The Republic of Croatia, as the Chair of the Counter-Terrorism Committee of the Security Council and one of the first States to encourage the establishment of the Global Counter-Terrorism Alliance, strongly condemns international terrorism in all its forms and manifestations, and, taking into account the danger of terrorism merging with other threats to international peace and security - such as the proliferation of weapons of mass destruction, transnational organized crime and cyberterrorism - urges that international cooperation become stronger to suppress this contemporary scourge.	0
âThe Security Council renews its call on the Government of the Central African Republic to revive efforts to reform security sector institutions, which constitute an essential element of the peacebuilding process in the Central African Republic, to address the rampant phenomenon of impunity, to strengthen the rule of law and to increase respect for human rights.	1
53. Although the physical protection of civilians from violence remains important, there should be additional focus on protection through political and civil processes, community-level reconciliation efforts, and creating a protective environment in close coordination with the United Nations country team and protection actors. .	1
In some cases where the Committee concludes that the information available is insufficient to decide whether listing is still appropriate, it requests the Panel to seek further information. This is especially true for cases where an individual is believed to have died but there is no death certificate or equivalent official document proving this.	1
However, bin Laden was able to take advantage of modern communications to appeal to many Muslims as a spiritual leader who makes violence appear a kind of glory and duty instead of actually terrorism.	0
âThe Security Council affirms that stability and security remain key factors in the political and economic reconstruction efforts undertaken by the transitional government and the international community.	1
At the police headquarters, nervous intervention by the Minister of the Interior, including the withdrawal of weapons from armories, contributed to an atmosphere of panic.	0
12 - Calls upon the Government of Burundi to continue its efforts to ensure the promotion and protection of human rights and, together with its international partners, to support and strengthen the capacities of the Independent National Human Rights Commission and the Office of the Ombudsman, in accordance with General Assembly resolution A/RES/48/134 on national institutions To promote and protect human rights, and further calls upon the Government to continue its fight against impunity and to take the necessary measures to ensure the full enjoyment of civil, political, social, economic and cultural rights, as enshrined in the Constitution of Burundi and in accordance with its obligations under international law;	1
Participating in the Financial Action Task Force related to money laundering, implementing controls related to anti-corruption, international cooperation in financial investigations, and ratifying international agreements related to combating terrorism are all factors that lead to improving the regulatory control environment in countries.	0
:: To play its full role in seminars and regional activities that contribute to raising awareness and encouraging the implementation of resolution 1540 (2004) and to increase efforts to raise the awareness of parliamentarians and other high-level decision-makers	1
At the request of the Transitional Government, on 25 August, my Special Representative, on behalf of the International Committee to Support the Transition, transmitted a concept paper to President Kabila on the establishment of a fourth joint committee to address issues of good governance and economic management.	1
I recognize Pakistan&#39;s determination and endeavors to search for the truth and bring to justice all the financiers, perpetrators, organizers, sponsors and conspirators of this terrorist act, so that they can be held accountable for their action.	1
The Executive Directorate will also continue its constructive dialogue with Member States through meetings at United Nations Headquarters, visits, workshops and video conferences with officials in relevant capitals, to inform the Committee of Member Statesâ implementation of various elements of counter-terrorism resolutions, including To complete initial implementation assessments, new steps taken to combat terrorism, and complementary measures to facilitate the provision of technical assistance.	1
The Financial Intelligence Unit shares information with its counterparts abroad, both directly and through law enforcement channels.	0
(b) If the hostage is a person under eighteen years of age;	0
Convinced that it is unacceptable, in principle, for anyone, anywhere to escape responsibility for a terrorist act for any reason, including as a result of his or her own obstruction or failure to cooperate sincerely with the investigation,	0
42. At the request of Working Group II of the Contact Group on Piracy off the Coast of Somalia, and with the support of the Government of Italy, the United Nations Interregional Crime and Justice Research Institute organized two informal expert working group meetings in 2013 to formulate a set of guidelines, standards and practices Best practices regarding the use of armed security personnel contracted by private companies on board commercial ships, for use by private sector companies and interested governments.	1
While there is a well-founded concern about weakening sanctions or appearing &#39;soft&#39; on terrorism, improving de-listing procedures will strengthen sanctions while adding fairness to them.	0
Reiterating the need for all States and non-State parties to conflicts to fully comply with their obligations under applicable international law, including the prohibition of all forms of sexual violence;	1
The High Representative/Special Representative has made it clear that, given the failure of the Republika Srpska authorities, in particular the Ministry of the Interior, to arrest persons accused of war crimes, and the failure of Bosnia and Herzegovina to join the NATO Peace Partnership, the Commission will be entrusted with the task of making recommendations for the establishment of a single and effective police structure For the whole of Bosnia and Herzegovina.	0
Given the limited jurisdiction of the Serious Crimes Unit and the failure of the Indonesian ad hoc court process, additional remedial measures may be required to achieve justice.	0
Mali and Niger have joined the newly established Subregional Joint Intelligence Center in Tamanrasset, Algeria.	0
6 - Recalls the obligations mentioned in operative paragraph 2 (e) of resolution 1373 (2001), and notes in particular those relating to terrorist attacks against United Nations personnel, peacekeepers and installations;	1
The Committee strongly recommends that Member States establish such national bodies in order to coordinate and discuss counter-terrorism issues. Third - failure to submit reports	1
At least 90 countries suffer from improvised explosive devices, and Al-Qaida and its affiliates exchange information and advice on how best to make and use such devices.	0
Rogerio Lobato was considered for the position of Minister of Defense, but was not given that position after Brigadier General Taur Matan Ruak threatened to leave the Defense Force. Roque Rodriguez was appointed to the position.	0
Recalling its resolution 2133 (2014) and the publication by the Global Counter-Terrorism Forum of the âAlgeria Memorandum on Best Practices for the Prevention of Abductions of Persons for Ransom and Deprivation of their Profitâ by terrorists, and strongly condemning incidents of kidnappings of persons and hostage-taking committed by terrorist groups for any purpose , including for the purpose of raising funds or extracting political concessions, Expressing its determination to prevent kidnappings and hostage-taking committed by terrorist groups, and to ensure the safe release of hostages without paying ransom or making political concessions, in accordance with applicable international law, and calling upon All States should work to prevent terrorists from benefiting directly or indirectly from ransom payments or political concessions, and to ensure the safe release of hostages, and reaffirming the need for all States to cooperate closely during incidents of kidnapping and hostage-taking committed by terrorist groups ,	0
7. Stresses the importance of ensuring that the Committee continues to work effectively during the process of converting its support structure to its executive management, and in this regard decides that the Committee will continue to work using its current support structure, until it is decided, in consultation with the Secretary-General, that the executive management is operational;	1
Schools that refused to register or had links with banned terrorist organizations were closed.	0
In its initial report, the Committee highlighted the similarities as well as the differences between the two mandates, noting in particular that although it identified some violations that led it to conclude that international crimes had been committed in Libya, assessing individual criminal responsibility is at the heart of the role assigned to the International Criminal Court.	0
Furthermore, the exchange of information on inter-agency cooperation, enforcement activities, voluntary implementation planning and timeline data were among other proposed measures to improve the Committee&#39;s understanding of national implementation measures in accordance with resolution 1540 (2004).	1
In December 2007, under the supervision of the Conduct and Discipline Unit, a mandatory comprehensive training program for all Mission personnel on expected standards of conduct, including the prevention of sexual exploitation, sexual abuse and harassment, was completed.	0
The Commission found evidence indicating that Arab tribes have begun settling in areas previously inhabited by displaced persons, thereby also preventing the eventual return of displaced persons.	0
Second, Mr. Covic expressed concern about the quality of democracy in a place where the minority - the Kosovo Serbs - risk losing out to mechanical majority voting. I would say that I think the most important aspect of democracy that can be expected is for one to participate, exercise democratic rights and vote.	0
2 - The criminal shall be punished with imprisonment for a period of three to ten years.	0
The Group will hold its seventeenth plenary session in Dubai, United Arab Emirates, in the last week of October 2014, coinciding with the Fourth United Arab Emirates Counter-Piracy Conference.	1
First, according to United Nations estimates, there are 1.65 million internally displaced people in Darfur, and there are more than 200,000 refugees from Darfur in neighboring Chad.	0
43. The Committee welcomes the fact that its Executive Directorate has led the work undertaken under the Counter-Terrorism Implementation Task Force to develop a set of instruments, standards and good practices, at the international and regional levels, on border control in its counter-terrorism aspects, and the ongoing work to develop a framework for coordinated risk management related to border security.	0
The international community remains committed to combating terrorism in all its forms and manifestations, but it should strengthen its efforts to achieve full implementation of the resolutions issued in this regard and the international counter-terrorism instruments.	1
128. Delegations found the consolidated list useful, considering it an important part of national and international actions aimed at combating Al-Qaeda and those associated with it.	1
I urge all Somali leaders to take the necessary steps to resolve their differences.	1
Taking note of the report of the Secretary-General on the protection of civilians, dated 29 May 2009 (S/2009/277) and its annex on restrictions on the delivery of humanitarian assistance, which highlighted the fundamental challenges for the effective protection of civilians, namely strengthening compliance with international law; Increasing compliance by non-state armed groups with their obligations under international law; Improving protection through better and more effective resourcing of United Nations peacekeeping operations and other relevant missions; improving the delivery of humanitarian aid; and enhance accountability for violations,	1
The report takes into account both recent developments on the global terrorist threat and a generally better understanding of good counter-terrorism practices followed by national and international practitioners.	0
These meetings will also be used to review general issues important to the Committee&#39;s work with a view to encouraging a more innovative and dynamic approach to the work of the Executive Directorate and generating new ideas on how the Organization can more effectively address the growing terrorist threat.	1
Finally, we need to integrate victim participation and compensation into the work of these courts in the future.	1
The Council encourages the establishment or strengthening of subregional or regional mechanisms for cooperation, coordination and information exchange, where appropriate, in particular cross-border cooperation mechanisms and information exchange networks, with a view to preventing, combating and eliminating illicit cross-border trafficking in small arms and light weapons.	1
:: Some members stressed the need for the international community to collectively seek to encourage greater harmony and dialogue between cultures and religions, noting that terrorism has no belief, culture or religion.	1
This included providing induction courses for all Mission civilian and police staff upon their arrival.	0
16. The Executive Director will ensure that each international, regional and subregional organization has a focal point within the Office, including the need to liaise with the Office of the United Nations High Commissioner for Human Rights and other relevant organizations on issues related to human rights and counter-terrorism.	0
It will also require the assistance of bilateral donors to meaningfully address the security threats posed by drug and arms flows.	1
During the month of September, there were violations on both sides, attacks and counterattacks, and retaliations and reprisals.	0
Deeply concerned about the activities of armed groups and acts of banditry in the [area], which threaten the security of the civilian population, the conduct of humanitarian operations in those areas and the stability of those countries, and result in grave violations of human rights and international humanitarian law,	0
The Committee also held an exchange of views on three proposals relating to the identification of individuals and entities submitted by a Member State on 31 October.	1
4. The Security Council, by its resolution 1521 (2003), also established a committee to supervise the implementation of the measures. A group of experts was established to provide the Committee with information on the implementation of the measures and progress made towards meeting the conditions for lifting the sanctions.	0
Call on parties to armed conflict to strictly adhere to applicable provisions of international humanitarian law, including the following:	1
At the 5059th session of the Security Council, on 19 October 2004, on the occasion of the Councilâs consideration of the item entitled âThreats to international peace and security resulting from terrorist actsâ, the President of the Security Council made the following statement, on behalf of the Council:	1
Participants considered comprehensive approaches to address the factors that lead to the spread of extremism and terrorism in the region, and how best UN entities can help deal with this phenomenon and its implications for peace, security and stability.	1
14. The Executive Directorate will strengthen its engagement with international, regional and subregional organizations around the world in order to assist them in developing and/or implementing appropriate plans of action in the context of counter-terrorism and engage them more directly in meeting the capacity-building needs of States identified by the Committee through implementation assessments. Initial and country visits.	1
Regarding Burundi, the mission called on the armed groups to cease all hostilities and begin ceasefire negotiations without delay.	1
Many States do not know exactly what alternative they can provide in place of a death certificate to convince the Committee, and the Group recommends that the Committee provide further guidance on what it requires to consider removing an individual&#39;s name from the list as a result of his or her death.	1
Arrest warrants issued by the European Union constitute an effective alternative to traditional extradition processes, as they allow direct contact with those concerned and empower judicial authorities.	0
18. The Directorate will work closely with the software vendor of the Tower Records and Information Management System to update the structural program for the initial implementation assessments, so that it reflects the views of the Committee, the recommendations of the Directorate&#39;s experts, and proposals by Member States to reorganize the initial implementation assessments to store more detailed and comprehensive information on the status of implementation of resolution 1373 (2001). ).	0
While there he also met with representatives of the Ogaden Liberation Front and the Oromo National Liberation Front. Some of them were militia leaders who had arrived from the country concerned in Dosamareb by plane in April 2005.	1
Emphasizing the importance of disarming national and foreign armed groups, demobilizing and permanently reintegrating former combatants from their ranks, and providing assistance to victims in communities affected by the conflict.	1
According to another report, two women were repeatedly raped in an internally displaced persons camp in Kassab, North Darfur, in June 2004.	0
5 - Emphasizes that the crisis in CÃ´te d&#39;Ivoire can only be resolved through dialogue and consultation, with the support of the international community. The Council urges the parties to show maximum restraint and refrain from the use of force and unilateral actions, which only complicate efforts to find a solution;	1
The Council can play an important role in ensuring that redress programs are established to meet the needs of victims.	0
The European Union&#39;s decision to begin negotiations on concluding a stabilization and association agreement serves as a reference point in this regard.	1
However, the UN Compensation Commission appears to be an exceptional example of the possibility for all members of the Security Council to reach agreement and, perhaps most importantly of all, a mechanism has been established to ensure that funds are available to pay compensation, as a result of the UN&#39;s ability to control Iraq&#39;s oil exports.	0
(a) If his act results in serious bodily harm;	0
The Council affirmed in the resolution that the permissions stipulated in this resolution apply only in relation to the situation in Somalia, and do not affect the rights, obligations or responsibilities of Member States under international law, including any rights or obligations stipulated in the United Nations Convention on the Law of the Sea, including The general principle of the exclusive jurisdiction of the flag State over its ships on the high seas in any other case, stressing in particular that this decision does not constitute the creation of customary international law, and further noting that such permissions were granted only at the request of the President of the Federal Republic of Somalia contained in Letter dated 8 October 2014.	1
It urges [national authorities] to take all necessary measures to protect human rights, put an end to impunity, initiate investigations to identify the perpetrators of such acts and bring them to justice, and take measures to protect witnesses in order to ensure due process; It urges it to take steps to alleviate the climate of fear resulting from restrictions on freedom of expression and freedom of assembly;	1
Background information 2014 marks the fifteenth anniversary of the Security Council&#39;s work on the protection of civilians in armed conflict.	1
100. The Special Needs Voters Program was created to help special categories of voters, including fear-confined voters, hospital residents, people with mental retardation, the elderly, and prison inmates, register and vote simultaneously.	0
44 - A partial solution could be to impose time restrictions for submitting reasons. This would be in line with the ombudsman mechanism in general, all stages of which are governed by strict deadlines.	1
According to witness accounts, civilians including women, children and the elderly were targeted during the attack.	0
Although terrorist activities are not specifically mentioned as recurring, they are certainly a concern, as many of the above factors are capable of sparking terrorist acts in the region.	0
No progress has been made on developing an action plan to stop the recruitment and use of child soldiers pursuant to Security Council resolutions 1539 (2004), 1612 (2005) and 1925 (2010).	0
Between 27 September 2003 and May 2004, 7 villages near Nyala were continuously attacked by the Janjaweed.	0
Citizens are rewarded for informing other citizens who are suspected of committing these âcrimes.â	0
IAEA experts explained to the Group that terrorists were much more likely to illicitly obtain a military device than to improvise their own device.	0
At the same meeting, pursuant to paragraph 41 of resolution 2093 (2013), the Coordinator of the Monitoring Group on Somalia and Eritrea presented the Groupâs assessment of the progress made by the Federal Government of Somalia in establishing logistical infrastructure for arms management and implementing arms control procedures.	1
âThe Security Council welcomes the African Unionâs intention to send a reconnaissance mission in order to prepare for the deployment of military observers in Somalia, and calls on Somali leaders to cooperate with this initiative.	1
At the 74th General Assembly of the International Criminal Police Organization in September 2005, the Organization adopted Resolution AG-2005-RES-05 on cooperation between the United Nations and the International Criminal Police Organization (INTERPOL), which establishes a special notification regarding individuals on the Consolidated List, which can The Organization may issue it upon the request of the Committee, to alert States that UN sanctions target specific individuals.	0
In particular, the Executive Directorate is required to encourage States to develop strategies to combat incitement to commit terrorist acts motivated by extremism and intolerance.	1
10 - Calls upon all States, as a further means of addressing that threat, to take cooperative action in accordance with their legal authorities and national legislation and consistent with international law, to prevent illicit trafficking in nuclear, chemical or biological weapons, their means of delivery and related materials;	0
Timor-Leste On 10 May, the Council heard a briefing by the Special Representative of the Secretary-General, Kamalesh Sharma, in plenary.	1
241 - The Commission has found, based on its analysis of other sources and its own investigative work, that there were attacks on villages in Darfur by Sudanese Government armed forces and the Janjaweed throughout the conflict, with certain periods when such attacks reached their peak in intensity.	0
âThe Security Council encourages Member States to continue to cooperate in combating piracy and armed robbery at sea off the coast of Somalia, affirms the primary responsibility of the Somali authorities in combating piracy and armed robbery at sea off the coast of Somalia, and calls on the Somali authorities to, With the assistance of the Secretary-General and relevant United Nations entities, adopt the full range of anti-piracy laws without further delay, and declare an exclusive economic zone in accordance with UNCLOS.	1
Establishing a stronger link between security sector reform and lifting the arms embargo, where appropriate, could be an effective catalyst for the success of such reform. This is also important in terms of preventing the recurrence of conflicts in fragile post-conflict situations.	1
The team also actively participates in the Global Counter-Terrorism Forum.	1
The reports were transmitted daily to Brigadier General Azar and to the Army Commander, General Michel Suleiman.	1
One speaker stressed that the consistency of actions taken by committees and working groups, especially those dealing with counter-terrorism, should be maintained, as well as reaffirmed in Security Council resolutions.	1
Following the upcoming elections, consultations will be necessary with the new elected government in order to determine the nature and level of support that the Ivorian authorities will require from the CÃ´te d&#39;Ivoire operation to hold the legislative and local elections before the operation begins to wind down its work.	1
Other provisions of the Criminal Code may also apply such as unauthorized arming (Article 185), or the development, production or possession of prohibited means of war (Article 185(a). Endangering the public	0
Emphasizing that strengthening dialogue and expanding understanding among civilizations, in an effort to prevent indiscriminate targeting of various religions and cultures, and to address unresolved regional conflicts and global issues in their full scope, including development issues, contribute to achieving international cooperation, which is necessary in itself, To continue the fight against terrorism on the broadest possible scale,	1
25 - Requests all Member States, and the Government of Afghanistan in particular, to inform the Committee of any information received indicating that there is reason to consider applying the provisions of paragraph 1 of this resolution to an individual, group, institution or entity whose names have been removed from the list Further requests the Government of Afghanistan to provide the Committee with an annual report on the status of individuals reported to have been reconciled and whose names were removed from the list by the Committee in the previous year;	1
The politically important results of the Security Council session held in New York on January 20, 2003 at the ministerial level established the recognition that the United Nations has the main role in combating this global threat.	1
As the fighting intensified, the armed forces strengthened their positions in the hills area by sending a naval ship to Tibar Bay.	0
The continued influx of non-Syrian fighters to the front is a cause for concern, and is a common concern for a group of national authorities that have been monitoring this problem.	0
On that occasion, the President also provided an update on the threat posed by foreign terrorist fighters associated with the Islamic State of Iraq and the Levant and the Al-Nusra Front, pursuant to paragraph 26 of resolution 2178 (2014).	0
To mandate United Nations peacekeeping missions and other relevant missions authorized by the Security Council to promote the establishment of media monitoring mechanisms to ensure the effective monitoring, reporting and documentation of any incidents, sources and content inciting âhate mediaâ.	1
âThe Security Council reaffirms the need to combat all forms of terrorism and that no terrorist act can reverse the path towards peace, democracy and reconstruction in Iraq, a path that is supported by the Iraqi government and people, and the international community.	1
âThe Security Council recognizes the importance of a comprehensive, coherent, action-oriented approach, including during the early planning phase, to protect civilians in situations of armed conflict.	1
On December 12, 2014, 200 regime soldiers surrounded the Al-Fayd neighborhood in the city of Jableh, and no one was allowed to enter or leave the neighborhood.	0
(c) Destroying public installations or transportation and communications networks, including information networks, fixed installations on the continental shelf, power and water stations, medical facilities and other important facilities, or public places and property, or causing damage to any of them with the aim of endangering human life, Or undermine the safety of any facilities, networks or places, or expose property to the risk of serious damage;	0
16 - Secondly, cross-border crime weakens the capabilities of the State, including military and police capabilities.	1
49. Emphasizes that no matter should remain before the Committee pending for more than six months, unless the Committee decides, in each case, that exceptional circumstances require additional time to consider certain matters, in accordance with its guidelines;	1
Regarding the human rights situation in the Democratic Republic of the Congo, he stressed the importance of justice, respect, accountability, good governance and respect for human rights to address the root causes of conflict, and said that the Democratic Republic of the Congo had made some progress on those issues in recent years.	1
Based on the first review conducted by the Mission, a staff review team was dispatched, followed by a management evaluation team from the Department of Peacekeeping Operations, with a view to finalizing recommendations to reshape the civilian structure to better support existing planned activities and ensure greater integration between the military components and civilian, strengthening mission management.	1
Since then, the government has repeatedly expressed its preference to receive direct bilateral support to build the capabilities of its security forces.	1
They are widely used in inter-state conflicts and are the weapons of choice in civil wars, acts of terrorism, organized crime and guerrilla warfare.	0
The Russian Federation reported that it had taken measures to protect ships and port facilities from terrorist attacks, as stipulated in the provisions of the International Ship and Port Facility Security Code regarding emergency training, notification and signaling.	0
On 3 May, at the invitation of the President of the Economic and Social Council, the President of the Security Council attended the high-level meeting of the Economic and Social Council to take stock of the work of its ad hoc advisory groups on countries emerging from conflict (Burundi and Guinea-Bissau).	1
47. The Government has expressed on numerous occasions its strong desire to receive direct capacity-building assistance for its national forces and has initiated contact with several potential bilateral partners.	0
Denmark, as a current member of the Security Council, proposed that the Committee establish an independent review mechanism in the form of an ombudsman that could accept petitions directly from listed parties who claim that they have been unjustly included on the list and are unable to obtain delisting.	1
57. The purpose of the visit was to: review progress made in implementing the action plan signed between the Government and the United Nations country team on monitoring and reporting on 4 October 2012; Discussing the conclusions adopted on 19 September 2014 on children and armed conflict in the Democratic Republic of the Congo; Communicate with relevant ministries, other government officials, child protection agencies, non-governmental organizations and children formerly associated with armed groups, and directly monitor the situation of children affected by the armed conflict in the Democratic Republic of the Congo, with particular attention to the efforts of the Armed Forces of the Democratic Republic of the Congo to comply. of their obligations and remaining challenges, including those relating to non-State actors included in the annual report of the Secretary-General; and assess the challenges and opportunities for the reintegration of children associated with armed forces and groups in the Democratic Republic of the Congo.	1
Support should be provided to the justice sector reform process, in close partnership with the United Nations country team. The establishment and strengthening of accountability mechanisms within the security and defense forces should also be supported.	1
The Commission received reliable information that several individuals had been transferred by persons working in military intelligence or security.	1
Recommendations were also made regarding the participation of national parties to ensure adequate knowledge of the social, political and cultural background of the cases, and at the same time to promote the growth of the national judicial sector.	1
(a) Develop a more integrated approach and more effective mechanisms to ensure strong cooperation and intelligence-sharing between relevant counter-terrorism agencies at the national and international levels;	1
It is understood from the battle to control Baidoa that opposition elements are coordinating their efforts to overcome the forces of the Transitional Federal Government.	0
It has already set important precedents by requiring the establishment of fact-finding mechanisms to investigate alleged violations, provide reparation to victims, and promote individual criminal responsibility.	0
UNIFEM, UNFPA Strengthen strategies in post-conflict countries to address the gender dimensions of the reconstruction process through assessment and transition mechanisms.	1
Even if the government in most cases may not have participated in the destruction, its participation in the attacks during which the destruction took place and the presence of its forces at the site of the destruction are sufficient to make it a partner in responsibility for this destruction.	0
However, many of these countries have barely begun to develop dedicated counter-terrorism capabilities.	0
92- The Commission of Inquiry recommends that the two countries and civil society organizations encourage opportunities for dialogue and communication between the two peoples in the areas of culture, work, sports, good governance and economic development that provide citizens of the Democratic Peopleâs Republic of Korea with opportunities to exchange information and learn about the experiences of other countries.	1
44 - On the other hand, the Commission commends the progress achieved within the framework of the Algiers talks and calls on all parties, in particular the leaders of the armed movements, to engage personally in this process with the aim of reaching an agreement as soon as possible on the basis of the document presented by the mediation to the parties, As a solid basis for negotiation.	1
24. The period of the United Nations Transitional Administration in East Timor was characterized by significant changes.	0
In an investigation conducted in Morni camp, West Darfur, medical teams treated about 20 victims of sexual violence from April to June 2004.	0
:: Reporting to the Committee after each meeting. Each working group will be chaired by a member of the Committee and will be supported, as necessary, by the staff of the Office for Disarmament Affairs, the expert staff of the Committee established pursuant to resolution 1540 (2004) and the secretariat of the Committee.	1
&#39;&#39;The Security Council expresses its concern about the threat posed by unsecured weapons and ammunition in Libya and their proliferation, as they pose a threat to stability, including the risk of their transfer to terrorist and extremist groups, and calls on the Libyan government to take concrete measures to tighten its control over weapons and ammunition stockpiles in Libya. This is by ensuring the proper management of weapons and related materiel, their safe storage, and their effective disposal when necessary, as well as by enhancing border security, and urges neighboring countries to cooperate in this regard with the Libyan authorities in their efforts to ensure the security of their borders.	1
:: Continue to develop initiatives aimed at prohibiting and preventing incitement, identifying best practices and exchanging information, bearing in mind the need to ensure that all relevant measures are consistent with their international legal obligations, including human rights obligations.	0
In the declaration, signatory states committed to ending the recruitment and use of children by armed groups and forces.	0
âThe Security Council reiterates its call on all parties to any armed conflict, including non-State parties, to comply fully with the provisions of the Charter of the United Nations and the rules and principles of international law, in particular international humanitarian law and human rights and refugee law, if they apply, and to implement the relevant Security Council resolutions.â The connection is fully implemented.	1
The first is that some countries do not appear to have done enough to ensure implementation of the embargo; The second lies in the different ways in which states interpret their obligations. The third relates to the scope of the arms embargo and its connection to the continuous change in methodologies for achieving its goals.	0
59 - The Mission will discuss with the Ugandan authorities ways and means of resolving this conflict, including the application of the amnesty law for members of the Lord&#39;s Liberation Army not responsible for the most serious violations of human rights and international humanitarian law, in the context of recent negotiation efforts and ongoing actions to prosecute those responsible For serious violations of human rights and international humanitarian law before the International Criminal Court.	1
Deepening refugee womenâs awareness of their rights and the legal options available to them, and supporting those rights and options.	1
Determining that the situation in the region continues to constitute a threat to international peace and security,	0
:: Prohibition of arbitrary deprivation of liberty; corporal punishment; collective punishment; The issuance and execution of death sentences without prior trial before an ordinary court constituted in accordance with the law guarantees all legal guarantees which are generally recognized as inadmissible.	0
Emphasizing the need to exclude and reject any form of amnesty for genocide, crimes against humanity, war crimes and other serious violations of international human rights law in conflict resolution processes and to ensure that any amnesty previously granted does not invalidate the prosecution Before any court established or supported by the United Nations.	1
3 - The participants considered that these events, despite their seriousness, are a reminder of the necessity and urgency of accelerating the pace of the process that would lead to inclusive dialogue between the Malian parties, in a way that lays the foundations for true reconciliation between Malians, and for lasting peace, security and stability in the country.	1
