ar_en_GOOGLE	VerConf
The Chairman of the Working Group noted the persistent concern of some countries about the scope of the high-risk area.	1
8 - Emphasizes the importance of providing safe and unhindered access for humanitarian personnel providing assistance to civilians in armed conflict, and calls on all concerned parties, including neighboring States, to fully cooperate with the United Nations Humanitarian Coordinator and United Nations agencies in providing these means, and calls on States and the Secretary-General to inform him of information relating to the deliberate deprivation of such access in violation of international law and where such deprivation may constitute a threat to international peace and security, and in this regard expresses his readiness to consider such information and to take appropriate steps where necessary;	0
The Council regularly reaffirms, reminds and reiterates its call on states to implement the applicable arms embargo, as implementing the embargo still poses major challenges.	1
The use of military components to carry out critical missions increases the reliability of entire systems, such as the use of military explosives and detonation tools in the manufacture of improvised explosive devices.	0
14. Overall, the number of military operations carried out by the Armed Forces of the Democratic Republic of the Congo, supported by the United Nations Stabilization Mission in the Democratic Republic of the Congo, has decreased. Between 6 and 15 February, the Mission supported the armed forces&#39; Operation Mapima Mapia (New Dawn) in the Kayabayonga region of North Kivu, which was intended to deter the activity of armed groups and enhance the protection of civilians.	0
6. On 10 November 2011, the Commander of the Allied Joint Forces Command in Naples assigned the Commander of KFOR to continue operations to establish and maintain access control points and selectively remove road blocks along the main supply routes leading to the Gate 1 and DOG crossing points. 31, in order to create the necessary conditions to restore freedom of movement without restrictions and create a safe and secure environment for all, in accordance with Council Resolution 1244 (1999).	0
The summary executions targeted the Nandi ethnic group and Pygmies, who were forced to flee into the forest to escape persecution for their alleged collaboration with the RCD/LM.	0
Prosecution by the International Criminal Court of those allegedly responsible for the most serious crimes in Darfur would contribute to restoring peace in the region.	0
While the focus in the medium term will be on monitoring mining areas, eliminating the threat posed by armed groups in Ituri, and restricting the presence of FDLR in certain areas in view of the disarmament, demobilization, repatriation, reintegration and rehabilitation process.	1
The Commission found evidence indicating that Arab tribes have begun settling in areas previously inhabited by displaced persons, thereby also preventing the eventual return of displaced persons.	0
These attacks occurred between August 2002 and January 2003.	1
116- The Monitoring Group continues to view the travel ban as one of the important sanctions against Al-Qaeda and the Taliban, noting at the same time the ingenuity shown by terrorists who attempt to cross national borders without being detected.	0
Eritrea&#39;s decision to restrict all types of UNMEE helicopter flights within Eritrean airspace, as emphasized in these briefings, seriously hampers the Mission&#39;s ability to implement its monitoring mandate, as requested by the parties in the Agreement The cessation of hostilities was dated 18 June 2000 and was authorized by the Security Council in its resolutions 1312 (2000) and 1320 (2000).	1
However, we do not believe that sovereignty obligates the Security Council to stand idly by when governments commit massacres against their people, thus threatening regional peace and security.	1
112 - It is necessary to coordinate among United Nations entities in providing assistance to combat terrorism in order to avoid duplication, enhance effectiveness in providing assistance, and ensure greater rationalization in the allocation of resources.	0
The number of attacks targeting national and international security forces, employees of public institutions, workers in the humanitarian fields, and representatives of countries has increased. Attacks against polling sites also increased and threats against voter registration teams increased.	1
In his recent report on the protection of civilians in armed conflict (S/2012/376), the Secretary-General noted that âthere has been no significant change in the deplorable state of civilian protectionâ and that there is a clear need to translate normative obligations into tangible improvements in the protection of civilians at Ground.	1
23 - Scope of the arms embargo. The Committee requested the Coordination Group to work towards preparing a document incorporating States&#39; experiences in dealing with the threat of civilian explosives and improvised explosive devices.	0
Expressing its concern about all violations and abuses of human rights, the Council calls on the Libyan authorities to investigate them and bring to justice the perpetrators of all such acts, including those committed against children.	0
129. The Committee is convinced that Awan Kayak and his men were involved in committing crimes against persons and life at the roadblock established in the vicinity of Mercado Lama on the afternoon of 25 May, as described in paragraph 87 above.	0
7 - Requests the Secretary-General to appoint, in accordance with the rules and procedures of the United Nations, once this decision has been taken and after consultation with the Committee, not more than eight persons, including the coordinator of the Monitoring Group, who meet one or more qualifications in the following areas of expertise related to regulatory activities: Al-Qaeda and/or the Taliban including: counter-terrorism legislation and other relevant legislation; Terrorist financing and international financial transactions including banking expertise, alternative money transfer systems, charitable donations and the use of parcel couriers; strengthening borders, including port security, arms embargoes and export controls; drug trafficking;	0
Lieutenant Colonel Valor ordered the soldiers to return fire.	0
Finally, the widespread institutional, cultural, ethnic and spiritual diversity in societies currently experiencing profound historical change may give rise to particular tensions and security concerns.	1
President GusmÃ£o ordered the petitioners to return to the Timorese Armed Forces training center in Matinaro and participate in an investigation committee to examine the allegations raised in the petition.	1
Terrorists and their associates must not be given the opportunity to exploit legal loopholes to escape the consequences of their actions.	1
The Council stressed that reforming the defense and security sectors, combating impunity, and combating illicit drug trafficking remain peacebuilding priorities in Guinea-Bissau, and urged the armed forces of Guinea-Bissau to respect civilian governance and oversight.	0
If the Court were to add to its responsibilities a whole new area of law relating to compensation, then the Court would not only have to devise new jurisprudence but would also have to significantly expand its staff and establish new regulations and procedures for assessing claims.	0
Unfortunately, these warnings were not heeded.	1
At the conclusion of this fourth round of talks, the two parties once again expressed their commitment to continue negotiations in Manhasset at a date determined by mutual agreement.	0
First and foremost, security concerns remain paramount.	1
The Security Council expresses particular concern about the withdrawal of [the neighboring State] from recognition of refugee status for a large number of refugees, and the subsequent cessation of assistance to them... Decisions by the [affected State] in this regard may mean the involuntary return of tens of thousands of people to An area that is neither safe nor prepared to receive them.	1
On 11 November, the Council adopted resolution 2183 (2014), with 14 votes in favor and one abstention, extending the mandate of the Multinational Stabilization Force in Bosnia and Herzegovina (EUFOR Operation Althea) for a further 12 months.	0
Incorporate gender analysis into post-conflict needs assessment and related training. Pilot projects in the field of gender-sensitive post-conflict needs assessment.	0
The line of this card received a phone call one minute after the bombing, at 12:57 a.m., from a public telephone booth in Tripoli located near a building where Syrian intelligence was located. On 30 January, a call was made from the same phone booth in Tripoli to the landline of Mr. Abu Adass&#39;s home.	0
We have made contact with many of its officials at various levels to urge them to take firm and immediate steps to disarm these terrorists, arrest them, and hand them over to the United Nations Mission in the Democratic Republic of the Congo to stand trial for the crimes against humanity they have committed over the years.	0
Syria calls on the United Nations and its bodies concerned with combating terrorism and preventing its financing, including the Security Council and its specialized committee, as well as the Human Rights Council, to deprive terrorists and those who support them of any cover for their destructive practices in order to preserve the sovereignty and independence of states, and to preserve security, peace and stability.	0
Reports indicate that the severity of the attacks and atrocities committed in any village spread a degree of fear among residents of neighboring villages who survived those attacks, prompting them to also flee to areas where relative security prevailed.	1
10. Directs the Executive Directorate to make information contained in national counter-terrorism surveys and assessments available, subject to the approval of the Member States concerned, and also directs the Executive Directorate to make information on regional counter-terrorism capabilities available, subject to appropriate approval by the Committee. ;	0
“The Security Council notes with deep concern the postponement of the first round of the presidential elections, which were scheduled to take place on 29 November 2009 in accordance with the communication of the Permanent Advisory Framework of the Ouagadougou Political Agreement of 18 May 2009, endorsed by all Ivorian political actors.	1
34. Decides to review the implementation of the measures set out in this resolution after eighteen months and to make necessary adjustments, as appropriate, to support peace and stability in Afghanistan;	0
Calling on parties to armed conflict to comply with applicable provisions of international law and to respect the civilian status of journalists, media professionals and associated personnel, as well as their equipment and facilities.	0
In particular, consideration should be given to advertising vacancies more widely by targeting professional associations and changing the wording of language-related job requirements.	0
Emphasizing the need to exclude and reject any form of amnesty for genocide, crimes against humanity, war crimes and other serious violations of international human rights law in conflict resolution processes and to ensure that any amnesty previously granted does not invalidate the prosecution Before any court established or supported by the United Nations.	0
During the Committee&#39;s informal consultations on 22 May, the coordinator of the Monitoring Group made an oral presentation on the current threat posed by Al-Qaida and its associates to international peace and security.	1
134. The team discussed areas of cooperation with the Counter-Terrorism Action Unit of the Organization for Security and Cooperation in Europe, the Regional Office for Central Asia of the Commonwealth of Independent States and the Regional Counter-Terrorism Structure of the Shanghai Cooperation Organization, and initiated contacts with other regional organizations such as the Organization of American States. ), which established the Inter-American Committee against Terrorism, and the African Union, which established a counter-terrorism center in Algeria.	0
Likewise, the commission was unable to verify claims by some key eyewitnesses that bodies were secretly removed from the morgue to reduce the official death toll in connection with the march.	1
We are particularly disappointed by the very low number of returnees, which is the best indicator of the assessment of the situation in the region.	1
31. The strength of the Joint Integrated Units, which has remained unchanged since April 2009, is 32,900 personnel (about 83 per cent of its authorized strength of 39,639 personnel).	0
47. In addition to the marked increase in arms flows into Somalia, both sides are also very actively distributing weapons and ammunition to their militias, supplying militiamen with individual fighting equipment, securing and storing food, medicine, fuel and other necessities needed for sustained combat, and organizing themselves into structures Military in nature, escalating militia recruitment and training, and developing strategies and plans to inflict military defeat on the other side.	0
However, we believe that a sudden withdrawal will have adverse results and will create an unprecedented vacuum, especially in light of the fact that the conditions conducive to the hoped-for, large-scale investment and sustainable development have not yet been fully established.	1
Almost half of these people are still missing, and many of them are feared dead.	0
I strongly condemn any use of toxic chemicals by any party to the conflict in Syria.	1
30 - On 18 March, the commanders of the Presidential Guard and the Presidential Security Squad sent a letter to the Minister of Internal Security in which they announced that the areas surrounding the Presidential Palace were considered a âred zoneâ and that anyone arrested there would be considered an enemy combatant and would be treated as such, that is, they would be shot. Fire without warning.	1
Regional and bilateral mechanisms for law enforcement cooperation have been put in place, such as early warning mechanisms and intelligence cooperation.	0
(c) The Commission shall have the authority to decide the location and methods of conducting interviews with Syrian officials and persons whom the Commission deems relevant to the investigation;	0
These violations include activities such as strengthening physical structures in the two restricted areas specified in the agreement and imposing restrictions on the movement of United Nations military observers.	0
5. The Coordinator made three visits to the region (in February, April and May) coinciding with the meetings of the Technical Subcommittee and the Tripartite Committee. On 9 February 2011, he was received by Sheikh Mohammed Sabah Al-Salem Al-Sabah, Deputy Prime Minister and Minister of Foreign Affairs of Kuwait, who noted that the emerging spirit of cooperation between Iraq and Kuwait should be translated into practical steps focused on achieving results in order to reach a solution to the remaining issues, Including missing files and lost property.	0
UNDP and its implementing partners have made arrangements to provide reintegration services to an additional 7,219 ex-combatants upon their demobilization.	0
It is important to give women, who are the primary victims of violence in all its manifestations, a major role in peacekeeping and peacebuilding, and what is even more important and urgent is to do so in the process of conflict prevention.	1
Condemning in particular sexual violence committed by [militias and armed groups as well as elements of the armed forces and the national police] and other security and intelligence services, and stressing the urgent need for [the State concerned], in cooperation with the [peacekeeping mission] and other relevant actors, to put an end to of this violence and prosecute its perpetrators and the senior leaders under whose command these criminals work, and calling on Member States to provide assistance in this area and to continue providing medical, humanitarian and other forms of assistance to the victims,	1
The mission purchased specialized equipment (armored ambulances, mine-protected vehicles and medical supplies kits); It trained 3,063 military personnel in improvised explosive device prevention and risk mitigation and another 1,481 personnel in first aid, organized orientation activities for the Mission&#39;s two explosive ordnance disposal companies, which have limited experience in dealing with asymmetric warfare conditions, and built their capacities Operational (three arms control groups are now able to perform their tasks).	0
The Afghan government urged the committee to respond with more flexibility to its proposals calling for the removal of names from the list, expressing its concerns that its inability to achieve the removal of names from the list robs it of a basic system to reward Taliban members who join reconciliation, which means it risks their return to fighting.	1
66 - In one of these incidents, in Abobo, in the area called PK 18, policemen and masked members of the special units, or so-called parallel forces, forcefully arrested six young men living in the same place at 11 pm on 25 March. March.	0
563 - The Commission has collected reliable information allowing the identification of eight senior central government officials and military commanders and six local government officials or members of the armed forces operating in Darfur who are suspected of being responsible for their knowing failure to prevent or suppress the commission of crimes, i.e. they are being held accountable. Responsibility of superiors.	0
97. In conclusion, I would like to express my appreciation for the dedicated service provided by my Special Representative in Sudan, Haile Menkerios, as well as all military, police and civilian staff serving in the United Nations Mission in Sudan.	0
In its resolution 1624 (2005), which focuses on the threat of incitement to commit terrorist acts, the Security Council stresses that States must ensure that any measures taken to implement this resolution are consistent with all their obligations under international law, including international human rights law. Human.	0
We are deeply concerned that unless all sides exercise a strong will to stop acts of terrorism and violence, the peace process will not be successful.	1
âThe Security Council welcomes General Assembly resolution 64/289, establishing a United Nations entity on gender equality and the empowerment of women (UN-Women), which will become fully operational in January 2011.	0
The program had begun to note interconnections and develop pencil drawings that might be of interest to other countries, and the team commended the way in which findings were being shared at the international level.	0
The second reason is to once again call on the Security Council to undertake urgent and necessary action to stop the bloodshed in Syria.	1
(a) Review criminal laws in order to ensure that offenses are properly criminalized in each of the identified categories, and enact legislative provisions to combat terrorism, as appropriate;	0
139- Among these groups is the National Movement for Reform and Development. On 6 June, the movement issued a statement saying that it was not a party to the ceasefire agreement concluded in April between the Government, the Sudan Liberation Movement/Army and the Justice and Equality Movement, and that it would fight against the Government.	1
65. The Government of Egypt confirmed the deployment of a formed police unit by July, which will be based in Bukavu, South Kivu, in accordance with the requirements set out in Security Council resolution 1843 (2009).	0
The High Commissioner expressed concern about the continued spread of violations and the prevailing culture of impunity across the country, particularly in the Trust Zone, and the erosion of the rule of law in areas under the control of the Government and the Forces Nouvelles.	1
We are concerned about increased insurgency activity in some areas of Afghanistan.	1
(d) Seek support, where appropriate, from United Nations peacekeeping forces and other relevant missions, as well as United Nations country teams and the International Committee of the Red Cross and, where necessary, from other members of the International Red Cross and Red Crescent Movement on training and awareness-raising on international humanitarian law and international humanitarian law. International human rights and refugee law;	0
In general, the policy of attacking, killing, and forcibly displacing members of some tribes does not indicate the existence of a specific intention to completely or partially exterminate a group distinguished by certain racial, ethnic, national, or religious characteristics.	1
Several Council members stressed that resolution 2118 (2013) had not yet been fully implemented and that the Council should continue to vigilantly monitor efforts to eliminate the chemical weapons program in the Syrian Arab Republic until this was actually achieved, as well as to end the use of chemical weapons in violation of the provisions of the resolution 2118 (2013).	1
âThe Security Council strongly condemns the continued use of Afghan territory, in particular areas controlled by the Taliban, for harboring and training terrorists and planning terrorist acts, and reaffirms its conviction that the suppression of international terrorism is essential to the maintenance of international peace and security, and insists that the Taliban stop providing shelter and training.â international terrorists and their organizations, and to take effective measures to ensure that territories under its control are not used to establish terrorist facilities and camps, or to prepare or organize terrorist acts against other States or their nationals, and to cooperate with efforts to bring indicted terrorists to justice.	1
âThe Security Council expresses its strong condemnation of this attempt aimed at destabilizing Lebanese institutions, and in this particular case it concerns the Lebanese Armed Forces.	1
I also condemn Hezbollah&#39;s reckless disdain for the wishes of Lebanon&#39;s elected government and the interests of the Lebanese people and the wider region.	1
I am concerned that this parliamentary vote and the stalemate within Parliament could lead to the hard-won gains of the Somali stakeholders and their partners being wasted.	1
53 - The United Nations has begun planning to hold a technical meeting on capacity development in South Sudan in order to coordinate the approach.	0
If that person is found guilty, it has a duty to punish him and provide victims with effective remedies and redress.	0
53. Although the physical protection of civilians from violence remains important, there should be additional focus on protection through political and civil processes, community-level reconciliation efforts, and creating a protective environment in close coordination with the United Nations country team and protection actors. .	0
I also say today what I said on January 31. (See session S/PV.6710). It is unacceptable to prevent the Council from assuming its responsibilities.	1
These measures, when implemented, would greatly contribute to enhancing Somalia&#39;s ability to conduct anti-piracy operations off its coast.	0
:: Take measures to ensure the protection and respect for the human rights of women and girls, especially those relating to the constitution, electoral system, police and judiciary.	0
The 2013 G8 summit declared its âcategorical rejectionâ of financing terrorism through ransom payments.	1
8 - We are also deeply concerned about the worsening scourge of terrorism and violent extremism in the Sahel-Saharan region, and about the close links that exist between armed terrorist groups and transnational organized crime, in particular drug and human trafficking networks, money laundering and illicit arms trafficking.	1
The conclusion that the government authorities did not pursue or implement a policy of genocide in Darfur, directly or through militias under their control, should not be interpreted in any way that diminishes the seriousness of the crimes committed in that region.	1
Special Representative Kobler briefed the Council on numerous attacks committed by the Allied Democratic Forces between 5 and 18 October, which caused the deaths of more than 40 civilians and the displacement of hundreds near the town of Beni in the eastern parts of the Democratic Republic of the Congo.	0
We also agreed that the parties should reconvene the genuine dialogue that they have demonstrated is needed, and begin, without delay, to dismantle militias, disarm, demobilize and reintegrate combatants, and hold free, fair and credible elections.	0
Moreover, Chile considers that operative paragraph 2 of the draft resolution contains only a condemnation of suicide attacks against civilians.	1
One State gave the example of people who had been denied entry over the past decade due to suspicion of involvement in international terrorist activities.	1
Reiterates the importance of complying with the relevant provisions of international humanitarian law, human rights law and refugee law and providing appropriate training for personnel involved in peacemaking, peacekeeping and peacebuilding activities in the legal area, including provisions relating to children and gender, as well as negotiation and communication skills and awareness cultural, civil-military coordination and sensitivity in the prevention of HIV/AIDS and other infectious diseases, requests the Secretary-General to disseminate appropriate guidance and ensure that United Nations personnel receive appropriate training, and urges Member States concerned, as appropriate and to the extent feasible , to disseminate appropriate instructions and ensure the inclusion of appropriate training in its programs for employees involved in similar activities.	0
40. UNODC completed the construction of a new wing for 40 female inmates at the prison in Bosaso, Puntland. Construction of another wing for 200 inmates is still underway. A new gatehouse and armory were also built.	0
65. Prosecuting individuals suspected of involvement in piracy and punishing convicted pirates in accordance with relevant Security Council resolutions is indispensable in order to deter persons who consider committing acts of piracy in the future, as it demonstrates that they cannot escape punishment for their actions. .	1
Even in Afghanistan, although Afghan officials and members of the coalition forces stated to the Group that they were convinced that the Taliban benefited from the enormous revenues generated by the drug trade, it was difficult to provide concrete evidence of this.	0
&#39;&#39;The Security Council stresses the urgent need to strengthen the military and police institutions in Libya.	1
Noting with concern the continued threat posed by Al-Qaeda, Osama bin Laden, the Taliban and other groups, institutions, entities and individuals associated with them to international peace and security, ten years after the adoption of resolution 1267 (1999), and reaffirming its determination to address all aspects of that danger,	1
They are the ones who carry out all these actions, and then they ask for protection and guarantees and wear them as a mask with the aim of blackmailing and obtaining more concessions.	1
The pickup trucks had Dshk guns mounted on their backs (12.7 mm machine guns mounted on a tripod), and one of them had a Hound-style missile launcher mounted on it, which was used to fire shells into and through the village.	0
47. Listed groups linked to Al-Qaida and the Taliban continue to raise funds through legal means, such as donations and legitimate business enterprises, as well as illegally through kidnapping for ransom, extortion, drug trafficking and illegal taxation.	0
51. The success of the transition will be at risk unless elections are held in the Democratic Republic of the Congo no later than 30 June 2006.	1
However, concerns remain for the 2.3 million people still living in a crisis situation.	1
The Government of the Republic of Macedonia, at its meeting held on 19 April 2011, adopted a decision to implement the restrictions contained in the above-mentioned resolution.	0
However, the reason for its establishment may be described as &#39;for a fast track&#39;, rather than &#39;practical necessity&#39;, especially in light of the reality that, based on reports, a hearing for a capital charge may take no more than one hour.	0
But we are concerned about reports of increasing tension between the ruling parties and the opposition parties.	1
Council members also recognized the need to establish an integrated United Nations office in the Central African Republic, as emphasized in the conclusions of a delegation from the Peacebuilding Commission following its recent visit to the country.	0
The Committee seeks to ensure that the list is flexible and responds to the changing threats of Al-Qaeda.	1
(b) Facilitating the establishment of the necessary regional mechanisms for international cooperation in criminal proceedings.	0
The Security Council condemns all violations of international law committed against civilians in situations of armed conflict, including violations of international humanitarian law, international human rights law, and international refugee law.	1
Emphasizes that all parties and armed groups in [the affected country] have the responsibility to take appropriate steps to protect the civilian population of the country, consistent with international humanitarian law and international laws relating to human rights and international refugees, in particular, by avoiding indiscriminate attacks on populated areas or excessive use For strength in it.	1
Uganda values peace and believes that the current instability in the Great Lakes region is an inhibitor of development.	0
11 - The criteria for inclusion in the list is âparticipation with the Taliban in threatening peace, stability and security in Afghanistan,â as set out in paragraphs 2 and 3 of resolution 2160 (2014).	1
The General Assembly&#39;s consensus adoption of resolution 57/145 (Response to global threats and challenges) of 16 December 2002, adopted at the initiative of the Russian Federation, reaffirmed the international community&#39;s recognition of the need for a comprehensive approach to this issue.	0
The use of home-made explosives demonstrates the adaptability of Al-Qaeda-linked terrorists in countries that effectively enforce arms embargoes.	0
9. The listed Al Haramain Foundation (USA) (QE.A.117.04) has filed a new lawsuit against the Government in the Federal District Court in Oregon, in addition to a previous lawsuit that is pending in the United States. Al Haramain Foundation says that the United Statesâ decision to impose sanctions against it is arbitrary and not based on material evidence, and also violates its right to a due process trial (by failing to explain the factual basis for the governmentâs action and relying on secret evidence that the Foundation has not seen), and its right to protection. From unreasonable search and seizure (based on the decision to freeze her assets), and her right to freedom of expression, association, and freedom to practice religion. Al Haramain also says the government&#39;s refusal to allow it to use frozen assets to pay for its lawyers is a violation of its right to due process.	1
19 - Requests the Group of Experts to continue to coordinate its activities, as appropriate, with those of the African Union-United Nations Hybrid Operation in Darfur and with international efforts aimed at strengthening the political process in Darfur, and to provide in its interim and final reports an assessment of the progress achieved towards reducing violations by all parties For the measures imposed under paragraphs 7 and 8 of resolution 1556 (2005), paragraph 7 of resolution 1591 (2005) and paragraph 10 of resolution 1945 (2010), and for the progress made towards removing obstacles to the political process and threats to stability in Darfur and in the region violations of international humanitarian law or human rights violations or abuses, including attacks against the civilian population, sexual and gender-based violence, other grave violations and abuses committed against children, and other violations of the above-mentioned resolutions, and to provide the Committee with information on entities and individuals who meet Criteria for inclusion in the List contained in paragraph 3 (c) of Resolution 1591;	0
96 - Countries in the West Asia subregion have suffered a large number of terrorist attacks. It has taken important remedial steps, including strengthening its anti-terrorism legislation.	0
The freedom of movement of the United Nations Force and the security and safety of its personnel are an integral part of the effective implementation of the Force&#39;s mandate.	0
Thirteen cells housed two detainees each, while seven cells housed only one detainee each.	1
Then four soldiers had intercourse with her vagina, one after the other.	0
15. While the political groups representing Kosovo Serbs have focused their attention on Belgrade, they have not, in general, prepared a clear policy on a number of important issues, including the future participation of Kosovo Serbs in the Joint Interim Administrative Council.	1
It is therefore important that States do not lose sight of this element of the prohibition. The Committee may wish to be reminded of this when the opportunity arises, and to encourage it to submit for inclusion on the list the names of those providing technical advice, assistance or training related to military activities in violation of the embargo measures.	1
The resolution imposes legally binding obligations on all states to have appropriate and effective measures to combat the spread of nuclear, chemical and biological weapons and their delivery systems and to enforce these measures.	0
Calls upon all parties concerned to ensure that all peace processes, peace agreements and conflict recovery and reconstruction planning processes take into account the special needs of women and children and include specific measures to protect civilians, including... (iii) Creating conditions conducive to possible voluntary returns Accommodating refugees and internally displaced persons in a way that ensures their safety and preserves their dignity...	0
The actions of the National Police Force of Timor-Leste were publicly condemned as callous and contemptuous of a former leader of the resistance.	1
âThe Security Council categorically condemns the terrorist attacks that occurred in Maârib, Republic of Yemen, on 2 July 2007, and expresses its deepest sympathy and condolences to the victims of these attacks, their families, and to my people and the Governments of the Republic of Yemen and the Kingdom of Spain.	1
173. However, the Committee notes shortcomings in the approach taken by the Office and in its preparedness for this intervention.	1
The international community will need the capacity to move this process forward.	0
However, in cases of crimes committed regularly or on a large scale, as a pattern of criminal behaviour, the responsibility of the superior becomes more serious.	0
We urge all Member States to take immediate steps to comply with the commitment set out in resolution 2036 (2012) to ban trade in Somali charcoal, in particular by those most active in this trade.	1
2 - The Republic of Croatia, as the Chair of the Counter-Terrorism Committee of the Security Council and one of the first States to encourage the establishment of the Global Counter-Terrorism Alliance, strongly condemns international terrorism in all its forms and manifestations, and, taking into account the danger of terrorism merging with other threats to international peace and security - such as the proliferation of weapons of mass destruction, transnational organized crime and cyberterrorism - urges that international cooperation become stronger to suppress this contemporary scourge.	1
Residents of these neighborhoods were subjected to violence and beatings at the hands of security forces.	0
In those circumstances, the United Nations Office should not be blamed for the shooting of members of the National Police.	0
In this regard, we request that every effort be made to ensure that these meetings are held every two months, as agreed, and that the heads of the intelligence and security services, as much as possible, participate in them in person. We urge all stakeholders, including the African Center for Studies and Research on Terrorism, the Sahel Integration and Liaison Unit and the African Intelligence and Security Services Committee, in close cooperation with the African Union Commission, to continue and intensify their efforts to exchange views and assist, as well as to implement the outstanding aspects of Practical conclusions reached by the meeting of heads of intelligence and security services.	0
Now top priority must be given to meeting the challenge of establishing local and regional administrations in areas retaken from Al-Shabaab.	1
âThe Security Council requests the Secretary-General to support efforts to mobilize the necessary resources for the implementation of the outcomes of the YaoundÃ© Summit, and to strengthen national and regional capacities, in close consultation with the States of the Gulf of Guinea, relevant regional organizations and other United Nations entities.	0
(y) Consult with representatives of relevant international organizations, including the International Air Transport Association, the International Civil Aviation Organization and the World Customs Organization, with a view to promoting awareness of and strengthening compliance with the travel ban and the arms embargo;	0
91 - The Monitoring Group was mandated to study the changing nature of the threat, including through dialogue with relevant scientists and academic bodies, and to prepare reports thereon.	0
The briefing included a grim description of the situation in the region, which was characterized by more acts of violence and terrorism.	0
The Secretary-General warns unequivocally that he has not yet fully met any of the eight criteria.	1
The elders of the two tribes, in addition to the Kenyan authorities, intervened in mid-August to help find a solution to this conflict.	0
5 - The Panel&#39;s report examines why many States have not yet recognized the full potential of the sanctions regime.	1
(a) A state of chaos prevailed at the crime scene, not only during the first hours following the explosion, during which most of the focus was on putting out the fire, rescuing the injured, and searching for the missing, but, unfortunately, during a much longer and unnecessary period as well.	0
Actions that may reduce confidence in or harm the outcome of negotiations must stop and be reversed.	1
Calls upon all States to take urgent action to fully implement resolution 1373 (2001), and to assist each other in doing so, and affirms the commitment of States to deny financial support, safe haven and all other forms of support to terrorists and those who support terrorism,	1
âThe Security Council condemns the deaths of innocent civilians and human rights violations in the eastern Democratic Republic of the Congo, and calls for a full investigation into these incidents.	1
(d) Prevent those who finance, plan, facilitate or commit terrorist acts from using its territories to implement those goals against other states or against the citizens of those states;	0
The Security Council reiterates its demand that the armed forces submit completely to civilian control.	1
Despite ample evidence to support this, the United States government has never expressed any intention of prosecuting Luis Posada Carriles for his terrorist activities.	1
Demands that all armed groups, in particular elements of the [specified armed group], prevent the recruitment and exploitation of children, further demands that all parties provide protection for children released or otherwise separated from armed forces and armed groups and consider them as victims, and stresses the need to pay special attention To protect, release and reintegrate all children associated with armed groups;	1
Calls on all parties to put an end to violence, attacks on civilians and peacekeeping and humanitarian personnel, and other violations of human rights and international humanitarian law...	1
The Cuban delegation strongly condemns the attacks against Palestinian civilians and the general destruction caused by the Israeli occupation forces in the northern Gaza Strip. We also demand an immediate end to these attacks and the urgent withdrawal of the occupation forces.	1
âThe Security Council expresses its intention, when establishing or renewing the mandate of the relevant sanctions committees, to consider provisions relating to parties violating international law applicable to the rights and protection of children in armed conflict.	0
Five of the countries have adequate measures to suppress terrorist recruitment, while four countries do not have any measures of this kind.	0
:: Prohibition of attacks on life and persons, in particular murder, amputation, cruel treatment and torture; enforced disappearance; Attacking the dignity of persons; Rape, sexual slavery, forced prostitution, forced pregnancy, forced sterilization, and any other form of sexual violence.	0
In the current situation, which is an extremely difficult situation, we call on both Israelis and Palestinians to prevent escalation of the conflict and to begin implementing their obligations under the road map, in order to revive the prospects for peace.	1
With regard to the disarmament, demobilization and reintegration of former combatants, the parties agreed that the Chiefs of Staff of the National Armed Forces of CÃ´te d&#39;Ivoire and the Forces Nouvelles would hold a meeting on 7 July to finalize the timetable for the disarmament, demobilization and reintegration process scheduled to begin by the end of July.	0
We are deeply concerned about the insistence of leaders of groups such as the Justice and Equality Movement and the Sudan Liberation Movement on refusing to participate in the talks.	1
I must say that the topic chosen for our discussion today is very challenging although it is interesting.	1
Affirming its determination, in accordance with its primary responsibilities and as stipulated in the Charter of the United Nations, to take appropriate and effective measures against any threat to international peace and security caused by the proliferation of nuclear, chemical and biological weapons and their means of delivery,	0
We believe that the issue of supporting government legitimacy is important because there is a causal relationship, legitimacy and removing resistance by informal actors and informal networks that characterize the nature of power in Afghanistan.	1
As of February 1, the petitioners have not received any response. On 3 February, the petitioners abandoned their barracks, leaving their weapons behind. They gathered in Dili and sought to meet the president on February 7.	0
Therefore, the conflict is not limited to a mere state of unrest, internal tensions, riots, or isolated and sporadic acts of violence. Rather, the conditions (a) the presence of organized armed groups fighting the central authorities, (b) rebel control over part of the territory, and (c) prolonged fighting have been met for this conflict to be considered an internal armed conflict under General Article 3 of the Geneva Conventions.	0
However, the situation inside Kosovo today remains a matter of concern to us.	1
The members of the Security Council also condemned the continuing attacks targeting Yemeni security forces in Hadramaut on October 9, and in Al-Bayda on October 8, which were aimed at undermining stability in Yemen.	1
But there is no mistaking that my country is also prepared to permanently resist a unilateral declaration of independence, as long as there is no settlement in sight.	1
Reaffirming that acts of terrorism must not be allowed to disrupt the political and economic transition process taking place in Iraq, and reaffirming further the obligations of Member States under resolution 1618 (2005) of 4 August 2005 and other relevant international resolutions and agreements with regard to issues of Including terrorist activities committed in or from Iraq or against its citizens,	1
