ar_en_DEEP	VerCoop
5 - My recent visit to the Sahel region confirmed my belief in the importance of considering issues of peace, security, development and human rights in an interconnected manner.	1
It appears that the United Nations Operation in CÃ´te d'Ivoire granted the Air Force of CÃ´te d'Ivoire permission to move its intact Mi-24 and BAC 167 Strikemaster aircraft from Yamoussoukro to Abidjan Air Base on 24 January 2005, after they had undergone weapons inspection by the United Nations Military Observer Group In Yamoussoukro.	0
He also stressed the risk of the conflict intensifying with the resumption of the migration season, elections, and the lack of dialogue.	0
âThe Security Council calls on all parties to armed conflicts to comply with their obligations under international humanitarian law to respect and protect medical facilities and medical personnel and to refrain from attacking them, provided that they do not undertake any action that adversely affects their status as civilians, as well as the use of medical infrastructure in combat.	1
However, it appears that financial institutions and other implementing bodies have not yet taken note of this, and the Group recommends that the Committee and States find ways to draw attention to this issue more broadly.	1
78 - The Sudanese Armed Forces are conventional armed forces whose mission is to protect and maintain internal security.	1
The report takes into account both recent developments on the global terrorist threat and a generally better understanding of good counter-terrorism practices followed by national and international practitioners.	0
530 - In order to bring clarity to any discussion of perpetrators, two essential legal tools must be used: the categories of crimes for which they may be held responsible, and an enumeration of the different types of participation in the commission of international crimes for which different persons may be suspected of responsibility.	1
In this context, the Council reaffirms that the main cause of the crisis in Angola is UNITA's refusal to comply with the relevant substantive provisions of the Lusaka Protocol, and reiterates its request that UNITA comply with its obligations to disarm and allow governmental administration to extend to the territory it controls.	0
14. The Committee, together with its Working Group on Assistance, continues to work to improve the effectiveness of the Committee's assistance mechanism.	0
It is also important to recognize that more than half of refugees and IDPs do not live in camps. Therefore, the discussion will also address womenâs leadership roles in non-camp settings where access and service delivery to refugees and IDPs pose additional challenges.	1
229- The Committee recommends the establishment of strong and independent oversight mechanisms in the police and the army.	1
The treaty establishing the Court, the Rome Statute, entered into force on 1 July 2002.	0
Encourages [the Mission] to enhance its interaction with the civilian population in order to raise awareness and publicize its mandate and activities, and to collect reliable information on violations of international humanitarian law and human rights abuses committed against civilians.	1
Desiring to continue to assist Lebanon in searching for the truth and holding the perpetrators of this terrorist act accountable for their crime,	0
The instructions it directs to its followers are to launch their attacks wherever they can.	0
On behalf of the Security Council Committee established pursuant to resolution 751 (1992) concerning Somalia, and in accordance with paragraph 3 (i) of Security Council resolution 1587 (2005), I have the honor to transmit, attached to the present letter, the report of the Monitoring Group on Somalia (see enclosure).	1
To ensure his safety, the mission took him to a police station. There, he was later arrested and charged by an investigating judge with participating in the kidnapping and murder of Mr. Roche. On 31 August, he was transferred to the annex of the National Prison, where Mr. Neptune and former Minister of the Interior, Jocelerme PrÃ©vert, remain imprisoned, with the Mission monitoring their detention and ensuring their safety.	0
âThe Security Council calls on Sudan and Chad to respect and fully implement their mutual obligations, in particular the Doha Agreement of 3 May 2009 and the Dakar Agreement of 13 March 2008, and to interact constructively with the Dakar Liaison Group and the good offices of Libya and Qatar towards the normalization of Their relations, and to cooperate in order to put an end to the cross-border activities of armed groups and to strengthen measures aimed at combating illicit arms trafficking in the region, including through the establishment of effective joint border monitoring.	1
The Assistant Secretary-General for Political Affairs reported an increase in LRA attacks in 2011, and stressed the seriousness of its impact on civilians and the humanitarian situation.	0
The Jordanian government stresses the need for the Israeli government to completely and directly stop operations of violence and destruction in the Gaza Strip and in all occupied Palestinian territories, end the policy of destroying Palestinian infrastructure and homes, stop extrajudicial killings and impose collective punishment on the Palestinian people, and put an end to violations. practiced by Israel against him.	0
I recognize Pakistan's determination and endeavors to search for the truth and bring to justice all the financiers, perpetrators, organizers, sponsors and conspirators of this terrorist act, so that they can be held accountable for their action.	1
The Group is aware of 15 cases brought in five Member States, as well as before the European Court of Justice, challenging Member States' implementation of certain aspects of the sanctions.	1
9. This was followed by the Mwanza talks of 14 May 2000 between the Presidents of Rwanda and Uganda, who agreed to demilitarization.	1
3 - Also notes that media equipment and facilities constitute civilian objects and, in this regard, may not be the target of any attacks or reprisals, unless they are military objectives;	0
283. Based on the investigations conducted by the Commission, and based on the pattern of air attacks it established, the Commission is of the view that military forces bear responsibility for a very large number of indiscriminate air attacks that claimed the lives of many civilians.	0
In this regard, we request that every effort be made to ensure that these meetings are held every two months, as agreed, and that the heads of the intelligence and security services, as much as possible, participate in them in person. We urge all stakeholders, including the African Center for Studies and Research on Terrorism, the Sahel Integration and Liaison Unit and the African Intelligence and Security Services Committee, in close cooperation with the African Union Commission, to continue and intensify their efforts to exchange views and assist, as well as to implement the outstanding aspects of Practical conclusions reached by the meeting of heads of intelligence and security services.	1
28 - Several countries in the African region stressed their determination to ensure that measures aimed at protecting people from terrorist acts are taken within the limits of the law and consistent with their obligations under international law.	1
Strongly condemns the recruitment and use of child soldiers by parties to armed conflict, in violation of the international obligations applicable to them, and other violations and acts of abuse committed against children in situations of armed conflict.	1
âThe Security Council reaffirms the relevant provisions of the 2005 World Summit Outcome Document regarding the protection of civilians in armed conflict, including paragraphs 138 and 139 relating to the responsibility to protect populations from genocide, war crimes, ethnic cleansing and crimes against humanity.	1
The military component continues to work in extremely difficult conditions in the north.	0
Meanwhile, the first two formed police units were deployed on 5 and 22 August respectively.	0
âThe Security Council expresses its deep concern at the direct threat posed by the activities of armed groups to the safety of the civilian population and to the conduct of humanitarian operations.	0
In addition, the Monitoring Team traveled twice to Belgium, once to attend an ICAO symposium and once to meet with representatives of the World Customs Organization; He also traveled to France to attend an expert meeting on targeted financial sanctions organized by the Financial Action Task Force and to attend the third plenary meeting of the Task Force.	1
For some States, establishing regular inspection programs for reporting entities to ensure compliance with provisions relating to anti-money laundering and combating the financing of terrorism represents a major challenge in that it is a resource-intensive process.	0
Council members noted that all candidates should make every effort to maintain a calm and peaceful environment, exercise self-control, await the results to be announced in accordance with national constitutional procedures, and settle their differences peacefully through established legal and mediation mechanisms, including the National Mediation Committee. .	1
4. Following the adoption of resolution 1595 (2005), extensive consultations took place on the establishment, staff and logistical support of the independent international commission of inquiry. On 26 May 2005, a small advance team headed by Detlev Mehlis arrived in Beirut.	1
On March 15, 2005, secret unloading operations took place at the fruit loading station for ships registered in Greece and Panama without submitting a declaration to the customs and police authorities.	0
Indeed, the 1540 Committee appears well placed to enhance cooperation between these entities and explore funding opportunities.	0
73. The Civil Security and Emergency Preparedness Department was formally established on 9 November under AMISOM organizational rule 2000/61.	0
However, the common thread linking virtually all of these regions was the urgent need to secure sufficient resources for state institutions and national security forces in sufficient numbers of adequately trained personnel and equipment, as well as the logistical support and infrastructure necessary to provide state services.	1
The Security Council reaffirms the principle of non-refoulement of refugees as stipulated in relevant international law instruments, welcomes recent efforts by countries neighboring [the affected State] to support the voluntary return of refugees, safe and dignified, and urges host States to continue to provide international protection to [the affected State]. Those] refugees who need it.	1
âThe Security Council calls upon the Government of the Democratic Republic of the Congo to remain fully committed to establishing a professional, sustainable and accountable national army, including the establishment of a rapid reaction force, in line with its commitment to deepen security sector reform.	1
Deepening refugee womenâs awareness of their rights and the legal options available to them, and supporting those rights and options.	1
(n) Monitor the implementation of the measures imposed under paragraph 1 of resolution 1807 (2008), in cooperation, as appropriate, with the Governments concerned and the group of experts established under resolution 1533 (2004), including, when necessary and without notification, inspection of aircraft cargo and any A means of transportation using ports, airports, airport runways, military bases and border crossings in North Kivu, South Kivu and Ituri;	0
Reiterating its full support for the efforts made to reach a comprehensive and inclusive solution to the conflict in Darfur, and taking into account the Darfur Peace Agreement and the need to complete the political process and end the violence and abuses in Darfur,	1
Calling on all concerned parties to create conducive conditions that allow refugees and displaced persons to return voluntarily, safely, dignified and sustainably to their homes, and to reintegrate or resettle locally.	1
118. The information provided for this survey shows that, in the eyes of many States, incitement to commit acts of terrorism continues to constitute a serious danger and threat in many parts of the world, albeit to varying degrees.	0
:: To play its full role in regional seminars and activities that contribute to raising awareness and encouraging the implementation of resolution 1540 (2004) and to increase efforts to raise the awareness of parliamentarians and other high-level decision-makers.	1
The international community remains committed to combating terrorism in all its forms and manifestations, but it should strengthen its efforts to achieve full implementation of the resolutions issued in this regard and the international counter-terrorism instruments.	1
The Council encourages neighboring countries to cooperate with the Regional Task Force in order to eliminate the threat posed by the Lord's Resistance Army.	1
The Commission found that the forced displacement of the civilian population was systematic and widespread, and constitutes a crime against humanity.	0
Despite tight legal and practical controls, artisans and family businesses who manufacture light weapons and small arms continue to have a presence throughout the region.	0
In particular, it recommends that the Committee amend paragraph 6 (1) of its guidelines so that each year it automatically reviews the names of individuals confirmed dead, as well as any names selected by the Committee from the pool of entries that have not been updated in four or more years, which No committee member specifically requested that the name of one of the persons reported dead not be considered.	1
The members of this delegation agreed with Prime Minister Siniora to "begin organizing the armed Palestinian presence in the camps to ensure security."	1
These persons may be held responsible, under the principle of joint criminal enterprise, for war crimes committed by others during attacks, namely the killing of civilians, the destruction of civilian objects and looting.	0
Determined to henceforth facilitate an effective response to the global threats in the area of âânon-proliferation,	1
35. Decides, with a view to assisting the Committee in fulfilling its mandate, that the Monitoring Group of the Committee established pursuant to resolution 1267, established pursuant to paragraph 7 of resolution 1526 (2004), will also provide support to this Committee for a period of 36 months, the mandate of the Group is set out in annex A to the present resolution and requests the Secretary-General to make all necessary arrangements to achieve this;	1
(b) Strengthening the facilitation of technical assistance aimed at increasing the capabilities of Member States to combat terrorism and ensuring that its provisions are tailored to the needs of countries;	0
Mr. Al-Bayan called on the Council not to neglect the important role that internally displaced women can play in negotiating peace, ensuring their human rights, and achieving development in post-conflict situations.	1
Council members welcomed the government's efforts to combat the Lord's Resistance Army, as well as the African Union's initiative for regional cooperation to eliminate the Lord's Resistance Army, and the appointment of a special envoy of the African Union to coordinate the initiative.	1
17. Despite the disarmament of 15,600 ex-combatants in Ituri, the National Committee for Disarmament and Reintegration continues to face difficulties in carrying out its responsibilities, especially with regard to the payment of demobilization allowances to ex-combatants, which has led to growing discontent among them. Allowances must be paid quickly and regularly.	0
The Council reiterates the necessity of holding an international conference as soon as possible to implement the Geneva Statement in order to facilitate a Syrian-led political process that leads to a transitional phase that will accelerate an end to the ongoing conflict in Syria.	1
20 - Encourages Member States to urgently exchange information with other Member States, in particular countries of origin, final destination and transit, when they discover the travel of individuals included on the Al-Qaida Sanctions List;	1
Prominent journalists have been detained for expressing their opinions on issues of human rights, the constitution and the rule of law.	0
Reiterating the commitment of Member States to prevent the movements of terrorist groups, including by imposing effective border controls, and, in this context, to work to exchange information promptly and improve cooperation among the competent authorities to prevent the entry and exit of terrorists and terrorist groups from their territories, and to provide terrorists with weapons and financing, would support terrorists,	1
This program was relaunched as the âIntergovernmental Authority on Development Security Sector Programmeâ in October 2011, and is envisaged to play a more active role in this area, including through convening conferences on de-radicalization and engaging the community in combating extremism. Terrorism.	1
110 - It is also important that special attention be paid to providing specialized training to investigators, prosecutors and judges, in areas such as combating the use of the Internet for terrorist purposes; Providing support and assistance to victims of terrorist acts; combating chemical, biological, radiological and nuclear terrorism; combating terrorism crimes related to transportation; And combating the financing of terrorism.	0
Requests [the Mission] to strengthen its conflict management capacity by completing as quickly as possible the development of its integrated strategy aimed at supporting conflict resolution mechanisms among local tribes in order to provide the maximum possible protection for civilians; Welcomes the development of a comprehensive strategy for the protection of civilians and encourages [the Mission] to continue and complete its work on developing the strategy in a timely manner; It once again requests [the Mission] to effectively patrol high-risk areas of local conflict, consistent with its current mandate and capabilities.	1
Recognizing that development, security and human rights are mutually reinforcing and vital to the effectiveness and comprehensiveness of the approach adopted to combat terrorism, and emphasizing that counter-terrorism strategies should have as their specific objective the achievement of sustainable peace and security,	1
Endorsing the Envoyâs call on the Syrian government to immediately and clearly implement all elements of the Envoyâs six-point proposal in its entirety to achieve a sustained cessation of armed violence in all its forms by all parties,	1
Reports continue to emerge from various human rights organizations of gross human rights violations and violations of international human law, including arbitrary detention, killings, child trafficking and rape, throughout the country, both in areas under the control of the Forces Nouvelles and the Government.	0
âThe Security Council welcomes the steps taken by national, international and âhybridâ criminal courts and tribunals against persons alleged to have committed grave violations against children in situations of armed conflict, in violation of applicable international law.	1
An asset freeze would restrict terrorist financiers and limit their access to the formal banking system and their ability to establish partnerships with legitimate entities.	0
Invite States and regional and subregional organizations to provide technical assistance to local police, judicial personnel and correctional institutions (eg guidance and development of legislation).	0
It is clear that the conditions for implementing this mechanism are not available in the case of Darfur.	0
Southern Africa's natural resources, transnational crime, and the availability of small arms in the context of past conflicts can all make that region a target for money launderers, international criminal organizations, drug traffickers, and terrorist groups.	0
The prison was built to provide humane and safe detention conditions in line with international human rights standards.	0
It now also recommends that, immediately upon receiving or receiving notification of the death of a listed person, the Panel should make every effort, in cooperation with the States concerned, to establish the facts and transmit its findings to the Committee as quickly as possible.	1
(a) Encouraging States to strengthen the capabilities of their systems to combat money laundering and terrorist financing, with a particular focus on subjecting alternative remittance systems and charitable institutions to regulatory controls;	1
484. During their discussions with the Committee on their methodology, the Rape Investigation Committees emphasized the broad publicity of their mandate.	1
Therefore, there is a need to improve ways of exchanging information and strengthening cooperation with countries in other regions.	1
Regarding the human rights situation in the Democratic Republic of the Congo, he stressed the importance of justice, respect, accountability, good governance and respect for human rights to address the root causes of the conflict, and said that the Democratic Republic of the Congo had made some progress on those issues in recent years.	1
The challenges facing the country require a united, common will from Haiti's leaders.	0
29. It was recognized that the Committee, as part of its activities, should continue to raise awareness of multilateral treaties whose objective is to prevent the proliferation or eliminate weapons of mass destruction so as to contribute to their universality.	1
21 - The Chairman of the Committee, in cooperation with the Chairman of the Security Council Committee established pursuant to resolution 1373 (2001) on counter-terrorism, and the Security Council Committee established pursuant to resolution 1540 (2004), submitted two joint briefings to the Council in 2013.	1
Therefore, the Committee will refer those recommendations to the Counter-Terrorism Committee established pursuant to resolution 1373 (2001).	1
Expressing its deep solidarity with the victims of terrorism and their families, emphasizing the importance of helping victims of terrorism and providing support to them and their families to overcome their feelings of bereavement and bear their suffering, and recognizing the important role that networks of victims and survivors play in combating terrorism, including by speaking out and courageously against violent and extremist ideologies, Welcoming in this regard the efforts and activities undertaken in this field by Member States and the United Nations system, including the Counter-Terrorism Implementation Task Force, and encouraging those efforts and activities,	1
Oceans Without Piracy, a non-governmental organization, estimated that $3.2 billion was spent in 2013 on combating piracy, and that the international community spent about $139 million per attack.	0
On November 8, 2014, regime forces targeted the city of Sheikh Miskin, killing five people, including two children and two women.	0
âThe Security Council attaches great importance to the role played by the Organization of African Unity and welcomes its decision to establish an international team of eminent persons to investigate the genocide in Rwanda and the events surrounding it (S/1998/461).	0
24. Directs the Executive Directorate to strengthen cooperation with the commissions entrusted with mandates established pursuant to resolutions 1267 (1999), 1989 (2011), 1988 (2011), 1373 (2001) and 1540 (2004) and with their respective expert groups;	1
Reaffirming also the imperative to combat terrorism in all its forms and manifestations and by all means, in accordance with the Charter of the United Nations, and stressing also that States must ensure that all measures they take to combat terrorism comply with all their obligations under international law, and adopt those measures in accordance with international law, in particular International human rights law, refugee law, humanitarian law,	1
32. To date, the Council has not requested the Secretary-General to report on his efforts, as called for in presidential statements issued in 2009 and 2010, to mainstream drug trafficking as a factor in drug prevention strategies. Conflicts, conflict analysis, integrated mission evaluation and planning, and peacebuilding support.	1
We look forward to deepening our relationship with the United Nations in the coming period.	1
Requests States that have not yet ratified the main instruments in the field of international humanitarian law, international human rights law and international refugee law to consider ratifying them and to take the necessary legislative, judicial and administrative measures to implement these instruments at the domestic level, relying, as appropriate, on technical assistance Provided by relevant international organizations, including the International Committee of the Red Cross and United Nations bodies.	1
In a session held by the full court in the presence of the nine first instance judges and five appeal judges, the court discussed in detail the issue of paying compensation to the victims of the tragic events that occurred in Rwanda.	1
14. Overall, the number of military operations carried out by the Armed Forces of the Democratic Republic of the Congo, supported by the United Nations Stabilization Mission in the Democratic Republic of the Congo, has decreased. Between 6 and 15 February, the Mission supported the armed forces' Operation Mapima Mapia (New Dawn) in the Kayabayonga region of North Kivu, which was intended to deter the activity of armed groups and enhance the protection of civilians.	0
We call on all armed groups that signed the Ouagadougou Agreement to disassociate themselves from terrorist groups.	0
The MDC candidate has little or no access to the media in Zimbabwe; He is prohibited from organizing campaigns freely; Campaign buses and cars were reportedly seized by the state, allegedly because of their illegal registration.	0
Security Council resolution 1318 (2000), operative paragraph 6, stresses the importance for all Member States, in particular those involved in the manufacture or marketing of arms, to restrict the transfer of arms that could provoke or prolong armed conflicts or exacerbate existing tensions or conflicts...	1
The victim was taken from the group, blindfolded, pushed to the ground on her back and raped.	0
Call on all relevant parties to ensure that issues relating to the protection, rights and well-being of women and girls affected by conflict, specifically, are included in all peace processes, peace agreements and post-conflict recovery and reconstruction plans and programmes.	1
76 - All parties to the conflict (the Sudanese Government, the Sudan Liberation Army, and the Justice and Equality Movement) have recognized that this conflict is an internal armed conflict.	0
188 - Eyewitnesses who saw many of the incidents published in these reports stated that the members of the attacking forces were wearing uniforms, but they noticed a difference between the uniforms worn by members of the regular forces and the uniforms worn by the Janjaweed militias.	0
(c) Further calls on all parties named in the annexes to the report of the Secretary-General on children and armed conflict to address all other violations and attacks committed against children, and to make commitments and take specific measures in this regard;	1
(c) Support the efforts of the Government of [affected country] to ensure the protection of civilians from violations of international humanitarian law and human rights abuses, including all forms of sexual and gender-based violence, to promote and protect human rights, and to combat impunity, including through the implementation of the Governmentâs âzero tolerance policyâ for cases of disciplinary breaches and violations of human rights and humanitarian law committed by members of the security forces, in particular newly integrated personnel;	1
32 - Requests the Secretary-General to include in his reports to the Council on the situation in specific countries more comprehensive and detailed information on the protection of civilians in armed conflict, including on protection-related incidents and actions taken by parties to the conflict to implement their obligations to respect and protect civilian populations, and to It includes information specifically relating to the protection needs of refugees, internally displaced persons, women, children and other vulnerable groups;	0
All of these developments had a significant impact on the progress achieved and the results achieved in the overall fields of peace, security, reconciliation and stability.	0
The political debate is likely to be heated, as several election-related court challenges have already been filed.	0
Providing support to hospitals treating rape victims (medical and surgical care, confidential voluntary psychological treatment after rape, treatment of sexually transmitted diseases).	0
205. The Committee recommends that consideration be given to expanding the pool of candidates for these positions in order to maximize the capacity to recruit the most qualified personnel.	1
21. The Committee also looks forward to developing an implementation plan to achieve any of the goals in the Almaty Plan of Action that have not yet been achieved, as well as to implement the commitments consistently contained in the outcome documents agreed at the previous three special meetings, including measures to improve the flow of information with International, regional and subregional organizations and among each other.	1
Although local cells are known to engage in limited criminal activities, such as credit card fraud and drug distribution, UNODC has indicated that mobile groups on the borders between Afghanistan, Pakistan, the Islamic Republic of Iran and Uzbekistan collect fees for crossing from Drug transporters, and thus the Taliban benefit from them, there is so far no consistent evidence indicating the involvement of major terrorists in drug trafficking or organized crime.	0
Furthermore, the Committee will determine a schedule of meetings that seeks to achieve its objectives efficiently and quickly.	1
Despite this, Russian military forces are still known as peacekeepers or "blue helmets", as the overall conflict resolution process in the region takes the form of a UN-led peace process.	0
6 - On April 14, 2011, the coordinator met with the Undersecretary of the Ministry of Foreign Affairs of Kuwait, Khaled Al-Jarallah, who pointed out the need not to âconfuseâ the task of finding the remains of Kuwaiti victims on the one hand, and the developments taking place in political relations between Iraq and Kuwait on the other hand. second.	1
32 - Welcomes the periodic briefings provided by the Government of Afghanistan on the content of the list and the impact of targeted sanctions in deterring threats to peace, stability and security in Afghanistan, as well as support for the Afghan-led reconciliation process;	1
They looked forward to welcoming East Timor to the United Nations.	1
The gradual removal of the Green Line has been based on a comprehensive threat assessment; And to the consultations taking place with the Integrated Command Center; And to the improvement of the security situation in general, especially the assessment that concluded that the possibility of military confrontation between the former combatants was low.	1
17. Recognizes the comprehensive international standards contained in the revised 40 recommendations of the Financial Action Task Force on combating money laundering and the financing of terrorism and proliferation, and encourages the Executive Directorate to work closely with the FATF, including in the context of the FATFâs mutual evaluation process, with a focus on the effective implementation of the recommendations on combating the financing of terrorism;	1
Reaffirming the need to combat the threats to international peace and security resulting from terrorist acts, by all means, in accordance with the Charter of the United Nations and international law, including applicable international laws, namely human rights law, refugee law and humanitarian law, and emphasizing in this regard the The important role played by the United Nations in leading and coordinating these efforts,	1
According to what these sources reported, the rape of each individual victim was in most cases multiple, meaning it was carried out by more than one man, and was accompanied by other severe forms of violence, including beatings and floggings.	0
By December, the Conduct and Discipline Unit will replace the Office to Address Sexual Exploitation and Abuse, and the Unit will look into cases of sexual exploitation and abuse and other forms of misconduct.	0
Urging States, United Nations entities, regional and subregional organizations and other concerned parties to take appropriate measures to combat any illegal activities that harm children across borders and at the subregional level and any other violations or acts of abuse committed against children in situations of armed conflict in violation of applicable international law.	0
Calls for full respect for human rights, fundamental freedoms and international humanitarian law throughout the affected country, and notes with concern restrictions on freedom of the media and attacks on media professionals.	1
79. Available evidence shows that the vast majority of bodies still in the morgue awaiting autopsy have gunshot wounds.	0
Seventh: Capacity building and support for conducting piracy trials in the region	0
8. On 21 September, in response to the request of the parties to the Comprehensive Peace Agreement, I announced the establishment of a three-member team, headed by the former President of the United Republic of Tanzania, Benjamin Mkapa, to monitor the referendums in South Sudan and Abyei.	0
Confrontations also occurred between armed groups loyal to the Government of Mali and armed groups represented in the Algiers talks, despite the commitment of the various parties to the ceasefire. On 9 October, French and Nigerien forces intercepted and destroyed a convoy carrying weapons, mortars and anti-aircraft weapons moving through northern Niger towards Mali. It is reported that these weapons were to be delivered to the Ansar al-Din group. On October 12, Mauritanian security forces arrested four people suspected of having contacts with jihadists and recruiting for the Islamic State in Iraq and the Levant in the mining city of Zouerate, located in the north of the country.	0
24. The mid-term review of the Common Vision Strategy was completed in September 2011, following consultations with the Government. The review highlighted the contribution of the United Nations family to the implementation of the Government's agenda for change, and provided direction towards a programmatic approach that would allow greater synergy and flexibility in United Nations activities.	1
116- The Monitoring Group continues to view the travel ban as one of the important sanctions against Al-Qaeda and the Taliban, noting at the same time the ingenuity shown by terrorists who attempt to cross national borders without being detected.	0
Today, as mentioned before, there is a protracted and non-international armed conflict in Darfur between government authorities and organized armed groups.	0
The mediation team held bilateral discussions with the government and the Coordination Council consisting of the National Movement for the Liberation of Azawad, the Supreme Council for the Unity of Azawad and the Arab Movement for Azawad, joined by persons from the Second Coordination Council of the National Movements and Forces of Resistance, and a faction of the Coalition of the People for the Azawad, on the one hand, and on the other hand Other, with the government and armed groups of the Preliminary Plan Coalition, which includes the First Coordination Council of the Movements, the National Forces of Resistance, the Coalition of the People for Azawad and the other faction of the Arab Movement of Azawad, as well as individuals from the Imghad Tuareg group and their allies for self-defense (GATIA) called by the Preliminary Plan Coalition.	1
10. Directs the Executive Directorate to make information contained in national counter-terrorism surveys and assessments available, subject to the approval of the Member States concerned, and also directs the Executive Directorate to make information on regional counter-terrorism capabilities available, subject to appropriate approval by the Committee. ;	1
- Regarding the first two points: Significant progress has been achieved in both areas since the submission of the fourth report of the Czech Republic. The amendment to the Anti-Money Laundering Law was adopted on April 8, 2004 and became effective on September 1, 2004. The amendment added, inter alia, the duty to report suspicious transactions not only in relation to money laundering but also in relation to the financing of terrorism. The amendment specifically defines the natural persons and legal entities that are subject to the law.	0
On 7 October, the Special Adviser to the Secretary-General, Sigrid Kaag, briefed the Security Council in closed consultations on the implementation of resolution 2118 (2013). The Special Adviser to the Secretary-General focused her intervention on four topics: the closure of the joint OPCW-UN mission on 30 September; Progress made in implementing plans to destroy 12 remaining chemical weapons production facilities; The issue of contradictions contained in the original declaration submitted by the Syrian Arab Republic; And allegations related to the use of chlorine gas in the Syrian Arab Republic.	1
We should acknowledge our great concern about the situation in Afghanistan.	0
I am pleased to note that the Council recognized the importance of increasing coordination and information exchange between the parties concerned with monitoring the arms embargo.	1
Member States noted that sites promoting terrorism in one country are invariably located in another country.	0
:: Implement a more proactive communications strategy to enhance understanding of the role of the Committee and the Executive Directorate in the field of counter-terrorism.	1
The two sides agreed to continue their dialogue with a view to strengthening their bilateral relations in a way that leads to the establishment of mutual diplomatic representation between them.	1
The Committee also recognizes the need to address the issue of access to remedies for people who suffered as a result of the events of April and May.	1
Reaffirms its condemnation of all incitement to commit violence against civilians in situations of armed conflict, further reaffirms the need to bring to justice individuals who incite or cause such violence, and expresses its readiness, when authorizing the deployment of missions, to consider, where appropriate, taking Steps in response to media broadcasts of incitement to genocide, crimes against humanity and serious violations of international humanitarian law.	1
11. To begin with, the weapons available in the Bakara arms market early in the mandate period were influenced by the surveillance activities of foreign naval task forces operating in the Gulf of Aden.	0
The meeting, co-organised by the Executive Directorate and the Council of Europe, focused on preventing terrorism.	1
22. Pursuant to paragraph 11 of resolution 1963 (2010), the Committee, with the assistance of its Executive Directorate, held a special meeting on 28 September 2011, to commemorate the tenth anniversary of the adoption of resolution 1373 (2001) and the establishment of the Committee.	1
Discussions and negotiations on ensuring accountability for crimes under international law have continued in Burundi over the years, including with the United Nations.	1
At the 5059th session of the Security Council, on 19 October 2004, on the occasion of the Councilâs consideration of the item entitled âThreats to international peace and security resulting from terrorist actsâ, the President of the Security Council made the following statement, on behalf of the Council:	1
This included providing induction courses for all Mission staff, both civilian and police, upon arrival.	0
3 - The participants believed that these events, despite their seriousness, are a reminder of the necessity and urgency of accelerating the pace of the process that would lead to inclusive dialogue between the Malian parties, in a way that lays the foundations for true reconciliation between Malians, and for lasting peace, security and stability in the country.	1
(j) Illegal arrests, arbitrary treatment in Eritrean prisons, inhuman treatment and poor nutritional and housing conditions in concentration camps;	0
âThe Council recalls its resolution 1645 (2005) and recognizes the important role of the Peacebuilding Commission in promoting and supporting an integrated and coherent approach to peacebuilding, including encouraging improved coherence and harmonization among partnersâ policies on national peacebuilding strategies and priorities. The Security Council reiterates Affirms its support for the work of the Peacebuilding Commission, and expresses its continued readiness to benefit from the Commission's advisory role and its advocacy and resource mobilization role, including through targeted advice on international and national commitment to long-term peacebuilding objectives in countries on the agenda The Commission. The Council also stresses the important role of the Peacebuilding Commission in supporting the smooth transition of mandated missions in countries on its agenda, in particular by mobilizing sustained international support for capacity needs of vital importance at the national level.	1
Another State established an interdepartmental working group on migration to implement measures to encourage integration, including in the areas of language skills and job training, to encourage dialogue with migrants and to monitor acts of racism, xenophobia and extremism.	0
Reaffirming the commitment of Member States to freeze without delay the funds and any financial assets or economic resources of persons who commit, attempt to commit, participate in or facilitate the commission of terrorist acts; or to entities owned or controlled, directly or indirectly, by such persons; or to persons and entities acting on behalf of, or at the direction of, such persons and entities, including funds derived from or monies generated by property owned by such terrorists and associated persons and entities;	1
These recommendations will build on lessons learned from previous engagements in Haiti, including the need for a balanced approach to strengthen the police, judiciary and correctional institutions in parallel.	1
It is necessary to look for creative approaches that can prevent terrorists from obtaining funds in cash-based economies, whether in the form of cash, through the smuggling of goods, or through the illegal manipulation of commercial transactions.	0
(b) Prevent the entry of such individuals into or transit through its territory, provided that nothing in this paragraph shall obligate any State to refuse entry to its nationals or to require them to leave its territory; Provided that this paragraph does not apply where entry or transit is necessary for the conduct of judicial proceedings or where the Committee determines, on a case-by-case basis, that entry or transit is justified, including when directly related to supporting the efforts of the Government of Afghanistan to promote reconciliation;	0
I strongly condemn any use of toxic chemicals by any party to the conflict in Syria.	0
The Council unanimously adopted Resolution 2185 (2014), the first Council resolution dedicated to policing issues. The resolution included a number of practical measures aimed at increasing the effectiveness of the United Nationsâ work in the field of policing.	1
The United Nations is studying the best ways to strengthen counter-terrorism capabilities in UN special political missions, peacekeeping operations, and United Nations country teams.	1
Since then, the government has repeatedly expressed its preference to receive direct bilateral support to build the capabilities of its security forces.	1
