ar_en_DEEPL	MatCoop
278. The Commission also notes that, on a number of occasions, the Janjaweed have specifically targeted and killed children, including the children killed in Kailek and Serra referred to above. The Commission has received numerous reports of indiscriminate and/or deliberate killing of children, sometimes in appalling circumstances, including by burning or amputation.	0
The Convention on the Rights of the Child furthermore requires that States parties undertake to protect the child from all forms of sexual exploitation and sexual abuse.	1
In addition, the Mission will continue to protect UN personnel and assets and, in accordance with its current mandate, and subject to the provision of sufficient aviation assets to address the violence that poses a challenge to the protection of civilians during the election period.	1
On November 30, 2014, regime warplanes fired a missile at Anadan city, killing 11 people, including a child. Daraa	0
Adequate capacity should be developed in key areas of civilian crisis management, such as police, justice, rule of law, preparation of electoral processes, electoral monitoring, civil protection, and public administration.	1
Surprisingly, none of the members of the parallel forces have been arrested or prosecuted for these crimes.	1
17. Despite the disarmament of 15,600 ex-combatants in Ituri, the National Commission for Disarmament and Reintegration continues to face difficulties in discharging its responsibilities, in particular with regard to the payment of demobilization allowances to ex-combatants, which has led to growing discontent among them. The payment of allowances must be made promptly and regularly.	1
Overall, strengthening international cooperation, sharing information, and developing comprehensive and integrated national responses to this challenge may be among the most effective ways to combat and prevent incitement.	1
This has increased the likelihood that the arms embargo will be used as part of an effective post-conflict peacebuilding strategy.	0
Advocate for strict adherence by parties to armed conflict to the applicable provisions of international humanitarian law and international human rights law relating to children affected by armed conflict.	0
However, the situation inside Kosovo today is still of concern to us.	0
To make a determination in the absence of identifiers, the Committee often applies the criteria used by INTERPOL, which issues INTERPOL-United Nations Security Council Special Notices to national law enforcement agencies for all listed individuals and entities with at least two identifiers.	1
The Council is considering the possibility of using the International Fact-Finding Commission established in accordance with Article 90 of Additional Protocol I to the Geneva Conventions.	0
Other abductions of women were also reported in the area around El Geneina, West Darfur.	0
On November 16, 2014, regime warplanes targeted Maarat Misrin city with a missile, killing five people, including a child and a woman, in addition to destroying residential buildings.	0
Seven countries have established sufficient jurisdiction to prosecute terrorism-related offenses in their legislation, another five have taken steps in this direction, and nine have insufficient information.	1
The Council also decided to review, within three and six months, whether field conditions allow for a reduction in the number of peacekeepers to 6,000.	1
The army fired mortars at unarmed civilians.	0
Meanwhile, parliamentarians from the SLPP and MPDC boycotted the opening of parliament, protesting, among other things, the ban on political processions and rallies following the September 9 political violence in Bo.	0
It has enacted counter-terrorism legislation and made efforts to further strengthen regional coordination and cooperation, particularly in the maritime context.	1
188. Eyewitnesses who saw many of the incidents published in those reports state that the attacking forces were wearing uniforms, but noted a difference between the uniforms worn by members of the regular forces and those worn by the Janjaweed militias.	0
The two vehicles were delivered to Ray Luce along with 31 PNTL Police Reserve Unit uniforms on May 23. On 24 May, Ray Luce and his men participated in the attack on F-FDTL troop patrols while wearing PNTL Reserve Police Unit uniforms.	0
25. Directs the Committee to expedite, on a case-by-case basis, the delisting of individuals and entities that no longer meet the criteria set out in paragraph 2 above, and requests the Committee to give due consideration to delisting requests from individuals who have entered into reconciliation, in accordance with the 20 July 2010 Kabul Conference statement on dialogue with all those who renounce violence, have no links to international terrorist organizations, including Al-Qaida, respect the Constitution, including its human rights provisions, in particular the rights of women, and are willing to engage in building and peace in Afghanistan, as detailed in the Principles	1
States should adopt a comprehensive approach to denial of safe haven, as several interrelated measures must be taken to ensure effectiveness. These include legislative, law enforcement, border control, refugee and asylum measures.	1
Recalling the conclusions of the final report (S/1994/1405) of the Commission of Experts established pursuant to Security Council resolution 935 (1994) that âthere is overwhelming evidence that acts of genocide against the Tutsi community [were committed]â, and noting that those Hutus and others who opposed the genocide at the time were also killed.	0
From 3 to 8 July, MINUSTAH organized a training session on the theme âWomen and leadershipâ for potential female candidates in the upcoming elections. On 25 August, the Mission, together with a local non-governmental organization, launched a weekly radio programme to raise the awareness of both female candidates and voters.	1
Given the high levels of overseas workers in the subregion, and the regional patterns of informal non-bank remittance mechanisms, working to regulate alternative remittance systems and prevent abuse of NPOs becomes a priority.	1
At its 4170th meeting, on 13 July, the Council adopted resolution 1307 (2000), by which it authorized, inter alia, the extension of the mandate of UNMOP until 15 January 2001 to continue monitoring the demilitarization of the peninsula.	1
It will take firm action to prevent and combat gender-based violence, including sexual exploitation and abuse.	1
For their part, government leaders and supporters have accused the MPCI and other ârebel movementsâ of using foreign troops and committing atrocities, most notably the killing of dozens of gendarmes in BouakÃ©.	0
The Bakata Katanga movement has destabilized large areas of the region since 2012, when Kyungu Mutanga Gideon, after escaping from prison, began forcing local people, including children, to join his ranks or flee.	0
Locally manufactured firearms. Molotov cocktails. Rockets made in an improvised manner in metal workshops.	0
Despite the cessation of fighting, tensions remain high and further clashes cannot be ruled out.	0
The Commission concluded that the Minister of the Interior and the Commander-in-Chief bypassed institutional procedures by illegally transferring weapons within the organization.	0
Implement its gender policy for 2003-2007, which includes improvements in eight areas of commitment to women, aimed at ensuring food security and gender mainstreaming in WFP-supported activities, food security programs implemented by WFP and its partners, and programs in support of United Nations peacekeeping operations.	1
The Committee looks forward to the Executive Directorate receiving, before the end of November 2009, the first updated global implementation survey of resolution 1373 (2001) for its consideration, in order to respond to the above-mentioned request by the Security Council.	1
Another State noted that the primary responsibility for prevention rested with the national army and its intelligence department, and noted that the presence of refugee camps on its territory posed a significant challenge.	0
The phenomenon of foreign terrorist fighters cannot be addressed through security means alone.	1
(r) Ratify without delay the International Convention for the Protection of All Persons from Enforced Disappearance, the Convention on the Rights of Persons with Disabilities, the Rome Statute of the International Criminal Court and the fundamental conventions of the International Labour Organization.	1
Violent clashes also broke out between armed factions in the Palestinian refugee camp of Ain al-Hilweh, and a school belonging to the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) was damaged as a result.	0
2. Recalls in this regard that journalists, media professionals and associated personnel on dangerous professional missions in areas of armed conflict should be considered as civilians who must be respected and protected as such, provided that they do not take any action that jeopardizes their civilian status. This is without prejudice to the right of war correspondents accredited to the armed forces to be treated as prisoners of war in accordance with Article 4.A.4 of the Third Geneva Convention.	1
The Special Court for Sierra Leone, the first war crimes tribunal since Nuremberg to be based in the country where the atrocities occurred, is determined to prioritize public outreach and the dissemination of justice.	1
I have the honour to transmit herewith the report of the Security Council Committee established pursuant to resolution 1521 (2003) concerning Liberia, containing an account of the Committee's activities during the period from 1 January to 31 December 2014. The report, which was adopted by the Committee, is being submitted in accordance with the note by the President of the Security Council of March 29, 1995 (S/1995/234).	1
Emphasizes the need for a comprehensive [national] security sector reform strategy that focuses on professionalizing security sector institutions, including oversight bodies, and helps to ensure coherence and efficiency and avoid duplication of functions or gaps, while encouraging the Government [of the country] to engage in a new strategic partnership with [the Mission] on security sector reform to prioritize each component of the security sector and possible new approaches for [the Mission] to support the [national] authorities on security sector reform to build the capacity of military, police, justice and other security institutions to ensure the consolidation of [national] State authority, and requests	0
In addition, the Panel exchanged information with the 1540 Committee's experts on Somalia and Liberia, as well as with relevant non-governmental and academic organizations.	1
When asked to provide further details, the victims state that the Janjaweed attackers are from Arab tribes and, in most cases, attack them on horseback and camelback, armed with various types of automatic weapons.	0
To this end, it has been given wide-ranging powers, including unhindered access to all property records in Bosnia and Herzegovina.	1
Unresolved ethnic and border disputes have resulted in conflicts that undermine efforts to develop a coherent regional approach to counterterrorism.	0
The participants committed to uniting efforts to combat Boko Haram and pledged to complete the construction of a multinational joint force headquarters in Nigeria by November 20, and to deploy a military force within national borders with each country contributing a 700-strong contingent.	1
This is a crucial step towards delegating responsibility for project implementation to local police, further realizing the principle of devolution to local authorities.	1
In paragraphs 1, 2 and 7 of resolution 1844 (2008), the Council imposed targeted measures (travel ban, assets freeze and targeted travel ban) against the individuals and entities proposed by the Committee for inclusion on the sanctions list.	0
Between September 27, 2003 and May 2004, seven villages near Nyala were continuously attacked by the Janjaweed.	0
Lebanese security teams (police and army) worked hand-in-hand with the Commission's security team to ensure the safety and security of the Commission's personnel and premises.	1
Uganda does not support any Congolese militias as claimed by the DRC Permanent Representative.	0
The Council encourages neighboring States to cooperate with the Regional Task Force to eliminate the threat posed by the LRA.	0
As this threat grows, the international community must develop the means to address it and keep pace.	0
Within the AU's institutional framework to combat terrorism, the Commission and the Peace and Security Council have been assigned a key role in coordinating efforts across the continent.	1
In 2009, Mauritius introduced a new border control system in which travelers' data is recorded upon arrival or departure in a database at the international airport.	1
8. The porous borders and weak state structures in southern Libya have created a favorable environment for the increased presence and activities of terrorist groups in the Sahel.	0
âThe Security Council takes note of the ongoing cooperation between the International Maritime Organization, the United Nations Office on Drugs and Crime and the Division for Ocean Affairs and the Law of the Sea in relation to the compilation of national legislation on piracy, encourages countries that have not yet submitted legislation to do so, and notes that copies of national legislation received by the Secretariat have been posted on the United Nations website.	1
âThe Security Council also reiterates its call upon all parties listed in the annexes to the Secretary-General's report on children and armed conflict to address all other violations and abuses committed against children, and to make specific commitments and take concrete measures in this regard.	0
Calls upon parties to armed conflict to make and implement specific time-bound commitments to combat sexual violence, including, inter alia, issuing clear orders across chains of command prohibiting sexual violence and stipulating the prohibition of sexual violence in codes of conduct and military field operations manuals or equivalent, and to make and implement specific commitments to investigate alleged abuses in a timely manner to hold perpetrators accountable.	0
The Popular Defense Forces fight alongside the regular armed forces.	1
Similarly, there has never been any evidence that the government has arrested the perpetrators of attacks against civilians, as stated in the joint statement and resolution 1556 (2004).	0
(d) An advocacy visit by the Chairman of the Counter-Terrorism Committee or the Executive Director (or both), possibly accompanied by one or more members of the Committee, aimed at raising public awareness of the threat of terrorism and focusing high-level political attention, within the relevant Government or Parliament, on the importance of implementing resolution 1373 (2001) (e.g. through the adoption or passage of counter-terrorism legislation).	1
At the request of the Central Bank of Somalia, UNODC prepared a draft AML/CFT regulation and submitted it to the bank in August 2014.	0
129. Most States have sufficient provisions to ensure mutual legal assistance and extradition. Procedures for the exchange of information are in place in all of them.	1
(h) Continue to strengthen efforts to raise awareness among parliamentarians and other high-level decision makers.	0
Preventing illegal border crossings is vital in countering terrorism, drug trafficking, and commercial smuggling.	0
58. In order to achieve sustainable returns and viable minority communities, a decentralization process is necessary. This process will improve the ability of Kosovo's non-Albanian communities to protect their identities and livelihoods, build confidence in the future and encourage them to play a more active role in Kosovo's administrative institutions.	1
The 2008 FATF report on Money Laundering and Terrorist Financing Patterns through the Real Estate Sector indicates that there may be terrorist financing schemes related to the real estate sector.	0
Colonel Reis and his deputy protested to Brigadier General Ruak, who apologized for the shooting.	0
Also during the summit, the Council should enhance coordination with other multilateral bodies working in this field, such as the Counter-Terrorism Implementation Task Force and its 31 entities, the United Nations Counter-Terrorism Centre, the United Nations Office on Drugs and Crime and the International Criminal Police Organization.	1
For its part, the Committee will need to continue to promote a broader understanding that the sanctions regime belongs to States, and work to provide real support for States' national efforts to address the threats posed by Al-Qaida and the Taliban.	0
(f) To cooperate with other relevant Security Council sanctions committees and the Committee established pursuant to paragraph 6 of its resolution 1373 (2001).	0
