ar_en_DEEPL	VerCoop
16. During the reporting period, on some occasions, UNFICYP faced new restrictions on its freedom of movement in its area of operations that in some cases jeopardized the safety and security of United Nations peacekeepers.	0
In my delegation's view, in order to prevent new violence and stabilize northern Kosovo, it remains essential that the reconciliation process be accompanied by policies aimed at ensuring the social and economic stability of the communities in a non-discriminatory manner.	0
There were also attacks in 2001 and 2002, but the intensity, density and frequency of attacks increased significantly in early 2003.	0
The Secretary-General had received an application from East Timor to become a member of the United Nations and looked forward to the Council's consideration of the application.	1
On November 8, 2014, regime warplanes targeted areas around the Martyr Waseem Husseinu Hospital in Idlib, causing extensive damage.	0
The Security Council recognizes that, within its area of competence, the Peacebuilding Commission provides a forum for the coordination of post-conflict activities between the United Nations system and regional and subregional organizations, in accordance with its resolution 1645 (2005) and General Assembly resolution 60/180.	1
Aware of the importance, urgency and comprehensive nature of the issue of counter-terrorism and in order to provide the CTC with additional relevant information, the Government of the Czech Republic has attached to its fifth report âAct No. 61/1996 on certain measures against the legalization of proceeds of crime and on amendments and additions relating to related actsâ.	1
The Council looks forward to considering the annual report of the Secretary-General on the implementation of its resolution 1820 (2008).	1
The Special Representative of the Secretary-General welcomed the efforts made by the Government of the Democratic Republic of the Congo to protect children, in particular the signing on 4 October 2012 of the action plan to halt and prevent the recruitment and use of children, sexual violence and other grave violations against children committed by the national armed and security forces, the Government's participation in the âChildren not Soldiersâ campaign and the appointment on 14 July 2014 of a presidential adviser on sexual violence and child recruitment.	1
He therefore urged the Council to shift from a âdemand-drivenâ approach to âmore activeâ efforts to increase non-member interest in its work.	1
An expanded team of EUPM advisors has been established to provide support and technical advice on police matters.	0
The strategy also addresses the investigation and prosecution of terrorist acts so that terrorists and their supporters are brought to justice.	1
7. Requests the Executive Representative of the Secretary-General to facilitate and encourage dialogue among national and international stakeholders, particularly in the context of the upcoming elections, while continuing to support their efforts to maintain peace and stability.	1
6. Urges States and all parties to armed conflict to do their utmost to prevent violations of international humanitarian law against civilians, including journalists, media professionals and associated personnel.	1
4. Calls upon all States to act vigorously and decisively to stem the flow of funds, other financial assets and economic resources to individuals or entities associated with Al-Qaida, Usama bin Laden and/or the Taliban by implementing, as appropriate, internationally agreed rules and standards to counter the financing of terrorism, including those designed to prevent the misuse of non-profit organizations and other alternative/informal remittance systems.	1
Implement its gender policy for 2003-2007, which includes improvements in eight areas of commitment to women, aimed at ensuring food security and gender mainstreaming in WFP-supported activities, food security programs implemented by WFP and its partners, and programs in support of United Nations peacekeeping operations.	0
601. To this end, it is proposed to establish an International Compensation Commission consisting of 15 members, 10 appointed by the UN Secretary-General and 5 appointed by an independent Sudanese body.	1
Affirms its intention, when establishing or renewing State-specific sanctions regimes, to take into account the appropriateness of targeted and graduated measures against parties to armed conflict that commit rape and other forms of sexual violence against women and girls in situations of armed conflict.	0
One organization reported that cruel and inhumane methods of killing were used, such as two cases of killing by crucifixion.	0
Also during the summit, the Council should enhance coordination with other multilateral bodies working in this field, such as the Counter-Terrorism Implementation Task Force and its 31 entities, the United Nations Counter-Terrorism Centre, the United Nations Office on Drugs and Crime and the International Criminal Police Organization.	0
They also emphasized that the timely election of Lebanon's new president is a crucial step in ensuring the country's stability.	1
(b) Strengthen their ability to freeze terrorist funds and assets without delay, by developing national âfreezingâ mechanisms that complement regional frameworks.	0
20. The international community has devoted considerable efforts to resolving the presence of armed groups in the Democratic Republic of the Congo.	0
States should ensure that human rights are fully respected in the implementation of counter-terrorism legislation.	1
âThe Security Council further reaffirms the need to combat by all means, in accordance with the Charter of the United Nations, threats to international peace and security caused by terrorist acts. The Council reminds States that they must ensure that any measures taken to combat terrorism comply with all their obligations under international law, in particular international human rights, refugee and humanitarian law.	1
âThe Security Council reaffirms that Member States must ensure that any measures taken to combat terrorism comply with the Charter of the United Nations and all their other obligations under international law, in particular international human rights, refugee and humanitarian law.	1
86. States of the subregion should: (a) Revise their criminal laws to adequately criminalize recruitment for the purpose of committing terrorist acts or joining terrorist groups.	0
I stand ready to work closely with the Security Council, collectively and with individual stakeholders, to find a solution to this serious crisis, to complete the peace process expeditiously, and to re-establish vital humanitarian activities in Eritrea.	1
âThe Security Council stresses the importance of a coordinated international response to the causes of conflict, recognizes the need for effective long-term strategies and stresses that all United Nations organs and agencies should pursue preventive strategies and act within their areas of competence to assist Member States and regional and sub-regional organizations to eradicate poverty, strengthen development cooperation and assistance, and promote respect for human rights and fundamental freedoms.	1
One speaker emphasized that the coherence of actions taken by committees and working groups, particularly those dealing with counter-terrorism, should be maintained, as well as reaffirmed in Security Council resolutions.	1
Joint criminal enterprise to commit international crimes	0
The Security Council welcomes the Secretary-General's intention to visit the Sahel region later this year, along with the President of the World Bank Group, and looks forward to a briefing to the Security Council following this visit.	1
43. In informal consultations on 2 May, Council members heard a further interim report from the Special Adviser to the Secretary-General on Cyprus, Alvaro de Soto, on the direct talks between the Greek and Turkish Cypriot leaders, which had continued since January pursuant to their agreement of 4 December 2001.	1
4. Requests the Executive Director to submit, within 30 days of taking office, and after consultation with the Secretary-General and his staff, an organizational plan to the Plenary for approval, which shall be consistent with the report of the Commission (S/2004/124) and with the rules and regulations of the United Nations, including its structure, staffing requirements and budgetary requirements with the report of the Commission (S/2004/124) and with the rules and regulations of the United Nations, including its structure, staffing requirements, budgetary requirements, management guidelines and procedures for appointment procedures, recognizing in particular the need for an effective and cooperative management structure for the new body, and a staff of appropriately qualified and experienced personnel, who shall be from the international civil service subject to Article 100 of the Charter, ensuring the highest standards of efficiency, competence and integrity, and giving due regard to the importance of recruiting staff on as wide a geographical basis as possible.	1
The remains of thirty-two bodies believed to be Iraqi military personnel were found, some with identification tags. The remains will be handed over to the Iraqi authorities once the necessary procedures have been completed.	0
Reiterates the importance for all relevant [national] institutions and other actors to fully implement [national justice programs] in a sequential, coordinated and timely manner in order to accelerate the establishment of a fair and transparent justice system, end impunity and contribute to the establishment of the rule of law throughout the country.	1
Attacks in Afghanistan are increasingly showing the influence of al-Qaeda's methods in Iraq, where suicide bombings are used and beheadings are a common measure, the evidence of which is shown on television.	0
Four states have fully criminalized terrorist recruitment, while the rest have done so either partially or not at all.	1
(d) Seek support, as appropriate, from United Nations peacekeeping forces and other relevant missions, as well as United Nations country teams, the International Committee of the Red Cross and, where necessary, other members of the International Red Cross and Red Crescent Movement on training and sensitization on international humanitarian, human rights and refugee law.	0
3. Progress towards the neutralization of foreign and Congolese armed groups in the Kivus remains limited.	0
Unless the government addresses these two issues, they could pose serious threats to Timor-Leste's security and stability.	0
:: Review ways to finalize the reporting system: :: Review and make proposals on ways to update the reporting system, taking into account the recommendation in the 2005 World Summit Outcome (see General Assembly resolution 60/1) to standardize reporting requirements in cooperation with the Security Council subsidiary bodies related to counter-terrorism.	0
It is necessary to emphasize again in this regard that when considering whether the killing of civilians constitutes a war crime or a crime against humanity, the presence of non-civilian personnel does not deprive the population of its civilian character.	1
She also visited 30 of the sites where events took place and met with local authorities, particularly the armed forces.	1
The representative of Israel welcomed the adoption of the resolution and emphasized the need for further efforts to fully implement the provisions of resolution 1701 (2006), including with regard to the disarmament and dismantling of Hizbullah and other militias.	1
:: Terrorism: Some members emphasized the need for the international community to collectively promote greater harmony and dialogue between cultures and religions, noting that terrorism has no belief, culture or religion.	1
40. The resolution authorizing the establishment of UNMISET, resolution 1410 (2002) of 17 May, was adopted unanimously.	1
He also welcomed the holding of the PSC's first open session on children affected by armed conflict, and his proposal to appoint an AU Special Envoy for Children in Africa.	1
I encourage UNOWA, UNOCA, ECOWAS, ECCAS and the Lake Chad Basin Commission to continue to strengthen cooperation to address all cross-border security threats.	1
Unresolved ethnic and border disputes have resulted in conflicts that undermine efforts to develop a coherent regional approach to counterterrorism.	0
The Council reaffirms that a comprehensive peace-building programme with a particular focus on disarmament, demobilization, rehabilitation and reintegration will be important in the post-conflict phase in Somalia, as stated in the statement of its President of 28 March 2002 (S/PRST/2002/8).	1
Emphasizing that the comprehensive and coordinated return of refugees and displaced persons throughout the region remains critical to the achievement of lasting peace.	1
These meetings have proved useful in promoting the work of the Committee, increasing awareness and understanding of the sanctions regime, generating ideas to increase the effectiveness of the measures, and discussing the implementation difficulties faced by some States and the measures that could be taken to assist them.	1
âThe Security Council supports the Six-Party Talks and calls for their early resumption in order to achieve the verifiable denuclearization of the Korean Peninsula in a peaceful manner and to maintain peace and stability on the Korean Peninsula and in Northeast Asia.	1
It is necessary to continue to apply this restriction as long as participation in any such travel results in the obligation to report on substantive matters.	0
The report covers developments since my previous report on MINURCAT, dated 30 July 2010 (S/2010/409), on the security and humanitarian situation in eastern Chad and the north-eastern Central African Republic; progress in the implementation of the tasks and benchmarks set out in paragraphs 2 and 3 of Security Council resolution 1923 (2010); and the implementation of the Mission's mandate, including preparations for its withdrawal.	0
29. The deployment of MINUSTAH police is being adjusted to maximize its resources directed towards the electoral process.	0
82. In follow-up to Security Council resolutions on children affected by armed conflict, in particular resolution 1612 (2005), a strong partnership was established between the United Nations and the Netherlands Organization for International Development Cooperation-Somalia, a non-governmental organization, to initiate community-based reporting and monitoring on child rights and child protection violations.	0
He expressed some concerns - shortly before several presidential candidates - about the integrity of the registration.	0
Areas of assessment 25. All States visited by the Committee have enacted legislation that vests their judicial, prosecutorial and law enforcement authorities with counter-terrorism competencies.	0
Urge relevant regional and/or sub-regional bodies to develop and implement policies, activities and advocacy for the benefit of IDPs and refugees.	0
Detainees live in near total darkness for most of the day and night, for months at a time.	0
I therefore urge you to work for the application of Chapter VII of the UN Charter in accordance with the Algiers Agreement, which was blessed with your signature, because Ethiopia has a rigid position that it has been holding for almost two years now.	1
Recalls that the protection of civilians requires a coordinated response among all relevant components of the Mission, and encourages [the Mission] to enhance interaction, under the authority of the Special Representative of the Secretary-General, between its civilian and military components at all levels and the humanitarian community, in order to pool expertise on the protection of civilians.	1
One speaker called for close scrutiny of the work of the experts who assist the sanctions committees by going to the field to examine the situation on the ground.	1
27. In addition, the Committee decided that the list of items, materials, equipment, goods and technology related to ballistic missile programmes contained in the annex to a previous report of the Committee (S/2014/253) supersedes the previous list (see S/20142/947) and is subject to the measures imposed by the Security Council in paragraphs 8 (a), (b) and (c) of resolution 1718 (2006).	0
16. On 1 December, in accordance with paragraph (p) of the annex to resolution 2160 (2014), the Monitoring Team provided the Committee with a special written report, in consultation with the Government of Afghanistan, the United Nations Office on Drugs and Crime and United Nations sanctions expert groups, as appropriate, on specific cases of cooperation between organized crime syndicates, in particular in particular hostage-taking for ransom, drug production and trafficking groups, as well as groups illegally exploiting natural resources in Afghanistan, including precious and semi-precious stones, and individuals, groups, undertakings and entities that meet the criteria for listing under paragraph 1 of resolution 2160 (2014).	1
46. At my invitation, Prime Minister Siniora and President Abbas met on October 18 in Paris to discuss issues related to the presence of Palestinian refugees in Lebanon.	1
The main Palestinian factions in Lebanon expressed concern about the incidents and distanced themselves from Fatah al-Islam.	0
My Government recognizes the many expressions of condemnation and outrage that have resulted from this terrible incident. We particularly appreciate the swift reaction of the Security Council to this heinous crime.	0
27. In accordance with paragraph 13 of Security Council resolution 1822 (2008) and in coordination with the designating States, the Team has begun drafting narrative summaries of justifications for all listings.	1
Much of this intensive effort to enable UNSMIS units to competently address the mine and IED threat has been funded in large part through the MISCA Trust Fund.	0
Political pressure on UNMIK has increased significantly with attempts to challenge its role under resolution 1244 (1999) and the Constitutional Framework.	0
3. In paragraph 7 of the annex to my letter dated 8 August 2005, I indicated that the cash escrow funds supporting the 249 letters of credit that expired on 31 December 2004 would continue to be held in the United Nations Iraq Account until 30 November 2005, so that payment could be made to vendors upon receipt of proof of delivery However, during recent consultations with its competent authorities, the Government of Iraq requested that the deadline for the receipt of proof of delivery be extended to 31 December 2005 to give it more time to process the letters of credit.	1
Demands that all parties to armed conflict immediately take appropriate measures to protect civilians, including women and children, from all forms of sexual violence, including measures such as enforcing appropriate military disciplinary measures and upholding the principle of command responsibility, training forces on the absolute prohibition of all forms of sexual violence against civilians, debunking myths that fuel sexual violence, and vetting candidates for national military and security forces to ensure that those associated with serious violations of international humanitarian and human rights law, including sexual violence, are excluded.	1
Terrorist and other non-state armed groups with access to transnational criminal markets may have little incentive to exit conflict and enter into a political settlement.	0
:: To Highlight good practices in addressing the specific risks and needs of refugee, internally displaced and stateless women and girls, and in responding to their capacities and priorities on flight, displacement and return, including the specific needs of different groups of women and girls who experience multiple and intersecting forms of discrimination, in consultation with local civil society organizations and the women and girls themselves	0
Progress in this area will enable the Republika Srpska Public Security Centers and the Police Department of the Federation of Bosnia and Herzegovina Ministry of Interior to operate with an improved financial methodology next year.	0
Expressing its deep solidarity with victims of terrorism and their families, stressing the importance of assisting and supporting victims of terrorism and their families to cope with bereavement and grief, recognizing the important role that networks of victims and survivors play in the fight against terrorism, including by courageously speaking out against violent and extremist ideologies, and in this regard welcoming and encouraging efforts and activities in this field by Member States and the United Nations system, including the Counter-Terrorism Implementation Task Force, in this regard.	1
Urges the international community to provide support and assistance to enable States to fulfill their responsibilities to protect refugees and other persons protected under international humanitarian law.	0
Develop a set of policies, guidelines and procedures for planning, implementing and monitoring disarmament, demobilization and reintegration (DDR) programs, known as the Integrated Disarmament, Demobilization and Reintegration Standards (IDDRS), and incorporate gender considerations.	0
In addition, the Monitoring Team travelled twice to Belgium, once to attend the International Civil Aviation Organization symposium and once to meet with representatives of the World Customs Organization; it also travelled to France to attend an expert meeting on targeted financial sanctions organized by the Financial Action Task Force and to attend the third plenary meeting of the Task Force.	1
:: Exploring how the peacebuilding goals and specific needs of post-conflict countries can be expressed Exploring how the peacebuilding goals and specific needs of post-conflict countries can be articulated in a post-2015 framework.	1
Emphasizing its support for multilateral treaties aimed at eliminating or preventing the proliferation of nuclear, chemical or biological weapons, and the importance of their full implementation by all States parties to such treaties in order to promote international stability.	1
In their comments, Council members recognized the targeted nature of the Council's sanctions and their applicability to a wide range of threats to international peace and security, including, inter alia, assisting States in restoring stability, protecting civilian populations in conflict situations, combating terrorism and the proliferation of weapons of mass destruction.	1
Advocate for strict adherence by parties to armed conflict to the applicable provisions of international humanitarian law and international human rights law relating to children affected by armed conflict.	1
He said that the Ivorian armed forces regularly study international humanitarian law and that the protection of civilians is part of the military doctrine of the Ivorian army.	1
186. There are frequent reports of a recurring pattern of attacks on villages and settlements, sometimes involving aerial attacks by armed helicopters or fixed-wing aircraft (Antonov and MiG), including bombing and automatic weapons fire.	0
88. One State reported that its national counter-terrorism strategy required that actions taken by the authorities be consistent and transparent and ensure respect for the rule of law, democracy, fundamental rights and good governance.	0
The lines between underdevelopment, instability, vulnerability, crisis, conflict and war are becoming increasingly blurred, and the prevention and resolution of contemporary conflicts and peacebuilding require multidimensional measures.	1
2. Allegations of disappearances and detention in MPCI-controlled areas C. Disappearances	0
Following the above, on May 15, 2012, the President of the Republic issued Executive Decree PCM 014-2012 in the Council of Ministers. Article 1 of that decree states that the official map of the Republic of Honduras, with the boundaries defined in the territorial administration system, shows that the municipalities located on the land border with the Republic of El Salvador, including: Ocotepeque, Sinuaba and Mercedes in the Department of Ocotepeque; Cololaca, Guarita, San Juan Guarita, Bayadolid, La Libertad, Mapulaca, Perugnia and Pereira in the Department of Lempira; San Antonio, Santa Lucia, Magdalena and Colomoncagua in the province of Intibuca; Santa Elena, Yarola, Morcala, CabaÃ±as, Santa Ana, Opaturo, Mercedes Oriental and San Antonio Norte in the province of La Paz; and Caridad, Aramsina, GuascorÃ¡n and Alianza in the province of Bali.	0
âThe Security Council welcomes the significant progress made by Timor-Leste in strengthening the institutional and human resource capacities of state institutions, including in the security, justice and governance sectors which play vital roles in maintaining stability and advancing democracy.	1
Calling upon all States to urgently work together to prevent and eliminate terrorist acts, including through increased cooperation and full implementation of the relevant international conventions on terrorism.	1
In particular, I urge the Abkhaz side to fulfill its previous commitments and allow the opening of a human rights sub-office in Gali, allow local youth to receive education in their native Georgian language and accept the deployment of UNOMIG police officers in the Gali district.	1
7. Reaffirms that ending impunity is essential for societies in conflict or recovering from conflict to reconcile with the past abuses committed against civilians affected by armed conflict and to prevent such abuses in the future, draws attention to the full range of justice and reconciliation mechanisms that could be considered, including national, international and âmixedâ criminal tribunals and truth and reconciliation commissions, and notes that these mechanisms can promote not only individual responsibility for serious crimes, but also peace, truth, reconciliation and the rights of victims.	1
âThe Security Council reiterates its call on States to become parties to all international conventions and protocols relating to terrorism and to make full use of available sources of assistance and guidance.	1
34. Decides to review the implementation of the measures outlined in this resolution after eighteen months and to make adjustments, as appropriate, to support peace and stability in Afghanistan.	1
Refers to the prohibition of forced displacement of civilians in situations of armed conflict under circumstances that violate the parties' obligations under international humanitarian law.	0
58. While many Member States have told the Team that the regime makes a positive contribution to their national efforts to eradicate Al-Qaida and the Taliban, this review has tested their levels of support by demanding significant contributions, particularly from those States most affected by the threat.	1
Encourage United Nations peacekeeping and other relevant missions authorized by the Security Council, as appropriate and on a case-by-case basis, to support local mechanisms to address housing, land and property issues, or their establishment by national authorities.	1
However, any changes to the agreements should be mutually acceptable and remain consistent with the principle that military forces should maintain the status quo during the ceasefire and allow the mission's military observers to exercise full freedom of movement, in accordance with the basic principles of peacekeeping.	1
However, it is important to recall that, beyond these confidence-building measures, the Ivorian Government remains responsible for ensuring the safety and security of its citizens. On September 6, a group of young patriots in Abidjan attacked Issa Diakite, Minister of Territorial Administration.	0
We note the security concerns that Israel says compel it to continue its overflights, particularly allegations of violations of the arms embargo established pursuant to resolution 1701 (2006).	0
11. Requests the Secretary-General to include in his next report a comprehensive assessment of the Mission's disarmament, demobilization and reintegration and disarmament, demobilization, resettlement and repatriation programmes and, in close coordination with his Special Envoy for the Great Lakes Region, to make recommendations on adjustments that may be needed to increase their effectiveness, resources and coordination with the military component of the Mission.	1
12. In accordance with its mandate and in close cooperation with the Security Council Committees established pursuant to resolutions 1267 (1999) and 1540 (2004), the Committee will pay particular attention to States for which information on their implementation of resolution 1373 (2001) is not available and will discuss ways to best address this issue.	1
So far there has been no improvement in reform management at the national level.	0
It is for this reason that my Government did not hesitate for a moment, as soon as the presence of the unwanted Ugandan LRA rebels was confirmed, to give them an ultimatum to leave the national territory immediately.	0
Reaffirming its call upon all States to become parties as soon as possible to the international conventions and protocols against terrorism, whether or not they are parties to regional conventions on this matter, and to implement fully their obligations under the conventions to which they are parties.	1
While there are reports of armed groups along the border between Western Bahr el Ghazal State and South Darfur, UNMISS was unable to assess these areas due to the lack of security guarantees from the SPLA.	0
The authorities agreed that ethnic Albanians have been victims of social and institutional discrimination and recognized that confidence-building measures, such as integrating ethnic Albanians into the local police force and increasing representation in political institutions, would go a long way towards easing tensions and stabilizing the region over the longer term.	1
23. On October 17, the Chief of Staff of the Nigerian Army announced that a cessation of hostilities agreement had been reached with Boko Haram, following talks facilitated by the Government of Chad in N'Djamena. On October 19, the Government of Chad announced that negotiations were ongoing on a ceasefire agreement and the release of the schoolgirls abducted in Chibok. On November 4, the Federal Government of Nigeria announced that no agreement had been reached, but that talks would continue.	1
6. On 2 and 21 June and 25 September 2005, respectively, a number of prominent Lebanese figures were targeted by car bombs in Beirut, killing Samir Kassir and George Hawi and seriously injuring May Chidiac. Another assassination attempt on the life of Lebanon's Minister of Defense, Elias Murr, occurred on July 12, 2005, resulting in the death of one person and the injury of several others, including the Minister himself.	0
Many were subjected to the most horrific treatment, and many were summarily executed.	0
In this regard, the Security Council encourages all States in the region to sign and implement the Code of Conduct as soon as possible, and calls upon them to take further effective measures at the national level to combat piracy and armed robbery at sea in the Gulf of Guinea.	1
These cells constitute the main emerging threat posed by al-Qaeda terrorism today.	0
7. Requests the Secretary-General to appoint, in accordance with the rules and procedures of the United Nations, once this decision has been taken and after consultation with the Committee, up to eight persons, including the Coordinator of the Monitoring Team, who meet one or more qualifications in the following areas of expertise related to the activities of Al-Qaida and/or the Taliban, including: Anti-terrorism and other relevant legislation; terrorist financing and international financial transactions, including banking expertise, alternative remittance systems, charitable donations and the use of couriers; border enforcement, including port security, arms embargoes and export controls; and narcotics trafficking.	1
In another case, the Court again considered the various elements of an attack directed against a civilian population as part of the definition of crimes against humanity.	1
The German government strongly condemns these acts of violence.	0
Based on a careful analysis of the information gathered during the Commission's investigations, the Commission found the Government of Sudan and Janjaweed militias responsible for serious violations of international human rights and humanitarian law that constitute crimes under international law.	0
13. At the conclusion of the meeting, the parties approved the communiquÃ© prepared by my Personal Envoy, contained in annex I to the present report, and reiterated their commitment to continue negotiations in Manhasset at a date to be determined by mutual agreement.	1
28. At the request of the Council, the Monitoring Team continued to organize regional meetings with heads of intelligence and security services and their deputies to discuss how the sanctions regime could be adapted to address changes in the threat posed by Al-Qaida-related terrorism.	1
While some reports have indicated a few incidents of destruction of villages and private property by rebel groups, most reports include witness statements indicating that the majority of villages were destroyed during attacks by the Janjaweed, often with the direction, participation and support of the Sudanese government's armed forces.	0
In this regard, we request that every effort be made to ensure that these meetings are held every two months, as agreed, and that, to the extent possible, the Heads of Intelligence and Security Services participate in person. We urge all stakeholders, including the African Center for the Study and Research on Terrorism, the Sahel Fusion and Liaison Unit and the Committee of African Intelligence and Security Services, in close collaboration with the African Union Commission, to continue and intensify their efforts to exchange views and assistance, as well as to implement the outstanding aspects of the practical conclusions of the meeting of the Heads of Intelligence and Security Services.	1
The victims were buried several days after the attack in the areas surrounding Kalbas.	0
The group reportedly has strong ties to al-Qaeda in the Arabian Peninsula and has provided training in Somalia to terrorists from Nigeria and countries close to its borders.	0
After the attack, the entire population of the area headed to KÄ±lÄ±Ã§.	0
The Group also held discussions with the Group of Experts established to support the Committee established pursuant to resolution 1540 (2004) to ensure appropriate cooperation between the Group's work in the area of arms embargoes and the work of the 1540 experts in the area of non-proliferation of weapons of mass destruction to non-State actors.	1
Cooperation and coordination in border control between neighboring countries is particularly important in providing effective surveillance and wide coverage along open and porous borders.	0
200. The government's most coherent view of the conflict was presented by a committee established by the Minister of Interior in his capacity as the President's representative for Darfur.	1
7. Expresses its strong determination to consider listing, pursuant to resolution 2161 (2014), those individuals, groups, undertakings and entities associated with Al-Qaida that finance, arm, direct, recruit for, or otherwise support the actions or activities of Al-Qaida, including through information and communications technologies, such as the Internet, social media, or any other means.	0
The report adopted by the Special Committee on 10 March 2000 (A/54/839) contains a number of recommendations relevant to aspects of the report of the Secretary-General on the protection of civilians in armed conflict (S/1999/957), which may provide the following guidance.	1
The presence and influence of opposition armed forces is low in this area, even as they use transportation routes and rely on shelters in Farah district.	0
As shown in the attachment to this letter, regime forces have shown extreme brutality in the city of Raqqa, using the cover of US-led airstrikes against the Islamic State to slaughter innocent civilians on an unprecedented scale.	0
125. The implementation of resolution 1373 (2001) in Central Asia has been hampered by several factors: proximity to the conflict in Afghanistan (where drug production fuels terrorist activities and has contributed to the popularity of arms-for-narcotics trading); illicit cross-border activities by cash couriers (a potential source of terrorist financing); the circulation of surplus weapons (as a result of political and regional unrest); remote and inadequately protected borders, combined with a lack of human and material resources to ensure effective border control; and the large number of migrant workers (which in turn leads to increased recourse to informal remittance systems, also a potential source of terrorist financing).	0
Some said the companies should anyway take steps to shut down sites that teach terrorist techniques, such as making explosives or using weapons, that can cause widespread casualties.	1
Moreover, there is concern that active arms-for-narcotics trafficking in Afghanistan could lead to the financing of terrorism in neighboring Central Asian countries through the activities of cash couriers.	0
:: The use of starvation of civilians as a method of warfare: The use of starvation of civilians as a method of warfare by depriving them of items indispensable to their survival, including the deliberate obstruction of relief supplies as provided for in applicable international humanitarian law.	0
At the same meeting, pursuant to paragraph 41 of resolution 2093 (2013), the Coordinator of the Monitoring Group on Somalia and Eritrea presented the Group's assessment of the progress made by the Federal Government of Somalia in establishing the logistical infrastructure for weapons management and arms control procedures.	1
Accordingly, after consultation with the Security Council Committee established pursuant to resolution 1718 (2006), I wish to inform you that I have appointed Mr. George Lopez (United States of America, finance expert) and Mr. Takehiko Yamamoto (Japan, nuclear expert) to serve on the Panel of Experts and carry out the tasks set out in paragraph 26 of the resolution.	0
53. While the physical protection of civilians from violence remains important, there should be an additional focus on protection through political and civic processes, community-level reconciliation efforts and the creation of a protective environment in close coordination with the United Nations country team and protection actors.	1
The Syrian government believes that the issue of so-called displaced Syrians is largely artificial and hopes that they will return to their homeland and that their presence will not be exploited for political purposes. The noticeable improvement in the security situation has led large groups of them to return to their country and resume their jobs that were prevented from them by terrorist groups.	0
I have the honour to transmit herewith the report of the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban and associated individuals and entities containing the Committee's position on the recommendations contained in the sixth report of the Analytical Support and Sanctions Monitoring Team (S/2007/132, enclosure) (see annex).	0
Furthermore, the Committee received an arms embargo notification invoking paragraph 13 (a) of resolution 2009 (2011) in a matter that does not require notification to the Committee as it relates to non-lethal items to be supplied to the Government of Libya.	1
(b) The General Assembly and the Human Rights Council should expand the terms of reference of the human rights monitoring and reporting mechanisms on the Democratic People's Republic of Korea established prior to the establishment of the Commission; these include the periodic reports of the Secretary-General and the Office of the United Nations High Commissioner for Human Rights, as well as the mandate of the Special Rapporteur on the situation of human rights in the Democratic People's Republic of Korea.	0
First, it should be understood that terrorism is a crime that cannot be justified under any circumstances, but it is also a manifestation of grievances that are expressed in an inhumane, hateful and abhorrent way.	1
65. Integrated planning to guide United Nations engagement and operations in support of mandate implementation before and after the referendum period was finalized in July, and UNMIS and the United Nations country team established structures to coordinate the identified priorities.	0
As noted above, a new decision was taken during this session regarding the payment of compensation.	1
Militant groups may refocus their efforts on their own or other countries if Afghanistan becomes less attractive in terms of their targets.	0
In Nyakundi, well over 2,000 people were reportedly killed; residents fled into the forest.	0
13. Reports of children abducted during recent attacks on the civilian population illustrate the terrible price Darfur's children are paying in this civil war.	0
9. At the end of August, there were 3,029 active members of the Kosovo Protection Corps (KPC), including 157 minority members.	0
The military component continues to operate in extremely difficult conditions in the north.	0
Recruits are then placed under the command of the regular army, usually wearing the same uniform as the unit they are fighting with.	0
4. By its resolution 733 (1992), the Security Council imposed a general and complete arms embargo on Somalia and, by resolution 751 (1992), established a Committee to oversee the implementation of the embargo.	0
Emphasizing the central role of the United Nations in the global fight against terrorism and welcoming the adoption by the United Nations General Assembly of the United Nations Global Counter-Terrorism Strategy (A/60/288) on 8 September 2006 and the establishment of the Counter-Terrorism Implementation Task Force to ensure overall coordination and coherence in the counter-terrorism efforts of the United Nations system.	1
About 20,000 people became homeless in Abidjan due to the deliberate destruction of shantytowns.	0
42. UNOCI has enhanced its efforts to sensitize the Ivorian public to the Mission's mandate and objectives in an effort to counter the ongoing campaign to discredit the Mission.	0
(b) If the hostage is a person under 18 years of age.	0
3. Under the leadership of my Special Envoy, UNOMIG continued its efforts to promote stability in the zone of conflict and to advance the dialogue between the Abkhaz and Georgian sides on political and security issues, the return of internally displaced persons and refugees and economic cooperation, as endorsed by the high-level meetings of the United Nations-chaired Group of Friends in Geneva (see S/2003/412, para. 3).	0
Decides that [the mission] shall have the following mandate: Protection and security (a) Protection of civilians ... - Revise the comprehensive protection of civilians strategy and coordinate with the United Nations protection of civilians strategy, in liaison with the United Nations country team, to take into account new realities on the ground and the specific needs of vulnerable groups, while introducing measures to prevent gender-based violence, pursuant to resolutions 1960 (2010) and 1882 (2009); - Work closely with humanitarian agencies, particularly in relation to areas of tension and the return of displaced persons, to gather information on and identify potential threats to civilians, and reliable information on violations of international humanitarian law and international human rights law.	1
âThe Security Council reiterates its demand that all parties to armed conflict immediately and completely cease all forms of violence against women and girls, including acts of sexual violence.	0
Emphasizes the importance of safe and unhindered access of humanitarian personnel to civilians in armed conflict, calls upon relevant parties, including neighbouring States, to cooperate fully with the United Nations Humanitarian Coordinator and United Nations agencies in providing such access, invites States and the Secretary-General to bring to its attention information regarding the deliberate denial of such access in violation of international law and where such denial may constitute a threat to international peace and security, and in this regard expresses its readiness to consider such information and take appropriate steps when necessary.	1
