ar_en_TRANSFORMERS	VerConf
:: Prohibition of hostage-taking.	0
General Gueye, former Chairman of the military junta, and seven persons close to him, were executed.	0
(a) Adopt and implement comprehensive and consistent national counter-terrorism legal frameworks that incorporate all terrorist offences set forth in the international counter-terrorism instruments and also meet international human rights standards;	0
We are particularly concerned about the lack of middle-level training of civil servants, as well as the significant problems that remain in the judicial sphere.	1
While most Ivorian stakeholders, including President Gbagbo and Prime Minister Soro, made positive comments on the operations of the mobile courts, the Rassemblement des rÃ©publicains opposition party complained that many Ivorians had been unable to access the mobile courts, particularly in the western region, owing to the presence of militias, even though they were inactive.	1
"The Security Council condemns in the strongest terms the terrorist attacks that took place in Algiers on 11 December 2007, near the Supreme Court and United Nations offices, resulting in a large number of deaths and injuries, and expresses its deepest sympathy and condolences to the victims of this heinous act of terrorism and their families, and to the people and Government of Algeria.	1
Support women &apos; s organizations in communities where peacekeepers are deployed, with a view to raising awareness of HIV/AIDS and promoting community-based prevention strategies.	0
Deeply concerned about the activities of armed groups and acts of banditry in [the region] that threaten the security of the civilian population, the conduct of humanitarian operations in those areas and the stability of those countries, resulting in grave violations of human rights and international humanitarian law.	1
However, the situation on the ground is complex and of concern, especially for minority communities.	0
According to this State, in its most extreme form, such activity often leads to violent extremism and loss of life.	0
On the basis of the foregoing, the Ministry of Foreign Affairs of Georgia considers that the withdrawal of the Russian Federation from the decision of the Council of Heads of State of the Commonwealth of Independent States of 19 January 1996 poses a serious threat to instability, significantly changes the situation surrounding the conflict and undermines the legal framework, which defines the peace formula established by the Commonwealth for the conflict zone.	1
It was motivated by the need to ensure that the Council &apos; s actions against Al-Qaida and the Taliban remained relevant to the threats and that the objectives of the sanctions were sufficiently well defined to enable Member States to take the necessary action against them.	0
243. Universal charitable donations represent an indispensable financial resource, particularly for many developing countries and countries that have experienced major disasters.	0
President Al-Bashir took diplomatic reprisals against the Kenyan decision and threatened to impose economic and commercial sanctions.	1
In Zoran, KupreÅ¡kiÄ et al., the Trial Chamber of the International Criminal Tribunal for the Former Yugoslavia defines persecution as "a gross or flagrant deprivation, for discriminatory reasons, of a fundamental right established in international customary or treaty law, up to the same level of gravity as other acts prohibited in article 5."	1
The 2008 report of the Financial Action Task Force on patterns of money-laundering and the financing of terrorism through the real estate sector indicates that there may be terrorist financing schemes related to the real estate sector.	1
Indeed, Azerbaijan itself is in violation of those resolutions, which urge the parties concerned to continue negotiations within the framework of the OSCE Minsk Group, as well as through various contacts among them.	1
Depending on the circumstances and under the principle of joint criminal action, such individuals may be responsible for war crimes committed during such attacks, i.e. the killing of civilians, the destruction of civilian objects, the illegal detention of civilians and the looting of civilians.	0
This working group facilitated and co-chaired an international conference on national and regional counter-terrorism strategies, at which participants identified a set of principles that Member States and regional organizations should consider when developing their strategies in this regard.	0
Thirty-two bodies believed to be Iraqi military personnel have been found, some of them bearing identity tags, and the remains will be handed over to the Iraqi authorities as soon as the necessary procedures have been completed.	0
3. Political tensions in the 2012 elections increased during the reporting period: on 9 September 2011, a convoy carrying Brigadier General Julius Mada Pyo (retired), the presidential candidate of the Sierra Leone People &apos; s Party, was attacked by supporters of the All People &apos; s Congress in Bo in the southern region, injuring him.	0
Terrorism is undoubtedly one of the most serious threats to international peace and security, a source of grave concern not only to African States but to the international community as a whole.	1
Romania reiterates that any act of terrorism is unacceptable and must be condemned.	1
For their part, Government leaders and supporters accused MPCI and other "rebel movements" of using foreign forces and committing atrocities, notably the killing of dozens of gendarmes in BouakÃ©.	1
The social and economic challenges facing Afghanistan are significant.	1
In addition, the Panel on Western Darfur visited refugee camps in Chad and the Panel on Southern Darfur visited the National Security Detention Centre in Nyala.	0
:: Prohibition of attacks on life and persons, in particular murder, amputation, cruel treatment and torture; enforced disappearances; attacks on the dignity of persons; rape, sexual slavery, forced prostitution, forced pregnancy, forced sterilization and any other form of sexual violence.	0
The Afghan Government urged the Committee to respond more flexibly to its proposals for de-listing, expressing concerns that its inability to achieve de-listing was robbing it of a basic system to reward members of the Taliban who joined reconciliation, which meant risking their return to combat.	1
After pointing out that the transition process was time-consuming, he stressed the need for joint political action against armed opposition groups that threatened any peace process.	0
The recent decisions of an Indonesian Court of Appeal to repeal four criminal judgements of the ad hoc Human Rights Court, while falling outside the mandate of the Mission, directly affect the larger issue of accountability for crimes.	1
This is a crucial step towards the devolution of responsibility for project implementation to the local police, thereby further giving effect to the principle of handover to local authorities.	0
In most cases, the victims attributed sexual violence to the Janjaweed; however, in several incidents, Government soldiers allegedly engaged with the Janjaweed.	0
These two elements are: first, the criminal act of killing, causing physical and mental harm and deliberately imposing conditions of life that can lead to material loss; and, secondly, on the basis of the moral standard, the existence of a protected group targeted by the perpetrators of criminal conduct.	0
"The Security Council reiterates its strong support for the adoption by the General Assembly of the United Nations Global Counter-Terrorism Strategy (A/RES/60/288) on 8 September 2006 and the institutionalization of the Counter-Terrorism Implementation Task Force, in accordance with General Assembly resolution 64/235, in order to ensure overall coordination and coherence in the counter-terrorism efforts of the United Nations system and the full participation of the relevant subsidiary bodies of the Security Council, within their mandates, in the work of the Task Force and its working groups, and welcomes the adoption by the General Assembly of resolution 64/297.	0
24. Requests the Counter-Terrorism Committee, within its existing mandate and with the support of the Counter-Terrorism Executive Directorate, to identify key gaps in the capacity of Member States to implement Security Council resolutions 1373 (2001) and 1624 (2005) that may hamper the ability of States to stem the flow of foreign terrorist fighters, to identify good practices in stemming their flow in implementation of resolutions 1373 (2001) and 1624 (2005), and to facilitate the provision of technical assistance, in particular by encouraging communication between those assisting in and receiving capacity-building, in particular those in the most affected regions, including through the development, upon request, of comprehensive counter-terrorism strategies that include combating the spread of violent extremist thinking and the flow of foreign terrorist fighters, noting the roles played by other actors, including the Global Counter-Terrorism Forum;	0
15. Takes note of the measures taken by the Mission to address cases of sexual exploitation and abuse and the zero tolerance policy, and requests the Secretary-General to continue to investigate fully allegations of sexual exploitation and violence by the Mission &apos; s civilian and military personnel and to take the appropriate measures identified in the Secretary-General &apos; s bulletin on special measures for protection from sexual exploitation and sexual abuse (ST/SGB/2003/13);	0
Improving this situation requires the enforcement of laws - in particular the law on the elimination of violence against women - that criminalize and punish violence and harmful practices against women and girls.	1
At around 5 p.m. on the same day, witnesses from Anka village saw 300 to 400 Janjaweed walking, and 100 other Janjaweed riding on camels and horsebacks advancing towards Anka village on the side of Barry village.	0
27. In addition, the Committee decided that the list of items, materials, equipment, goods and technology related to ballistic missile programmes contained in the annex to its previous report (S/2014/253) would override the previous list (see S/2012/947), and would be subject to the measures imposed by the Security Council in paragraphs 8 (a), (b) and (c) of resolution 1718 (2006).	1
The Armenian side &apos; s arguments are particularly surprising in that it mentioned in the Security Council, which in 1993 adopted a series of four resolutions condemning the use of force against Azerbaijan and the occupation of its territory, and calling on the Armenian occupying forces to withdraw immediately, completely and unconditionally from all occupied territories in Azerbaijan (resolutions 822 (1993), 853 (1993), 874 (1993) and 884 (1993)).	1
The review process has confirmed that all individuals who, although not listed exclusively on this basis, are primarily known for their role in providing ideological justifications to newly recruited recruits or to a broader public base for Al-Qaida-related violence are included. This is despite the fact that penal measures themselves have little if not no effect on their main tool: connectivity and persuasion via the Internet.	1
"The Security Council also reiterates its call upon all parties listed in the annexes to the report of the Secretary-General on children and armed conflict to address all other violations and abuses committed against children, to make specific commitments and to take concrete measures in this regard.	0
The answer to this, in my view, is not to limit spending on mixed courts, but to direct greater efforts and funding to national justice systems in the post-conflict phase in general.	1
The Group believes that a ban could have the greatest impact on these and other high-priority threats, such as the use of man-portable air defence systems, if it is more closely linked to other counter-proliferation and arms control regimes.	1
One State noted that, although global counter-terrorism efforts had significantly weakened Al-Qaida, the source of the threat had shifted to affiliated groups, albeit independent of them, and to individuals affected by their doctrines or by their religion, nationality, civilization or group, and the terrorist threat had come from multiple sources, including extreme right-wing groups that held xenophobia.	1
The impunity of these high-ranking officers is unacceptable and prevents societies emerging from conflict from recovering in a sustainable manner.	1
52. Allegations of rape of minors, including very young girls, remain a matter of serious concern, and MINUSTAH has regularly participated in the work of regional commissions on sexual violence, as a means of enhancing support for child victims of rape.	0
57. The self-interest of those opposed to the establishment of a genuine Government has remained a constant reality and the Monitoring Group has identified in its previous reports the details of this fundamental problem affecting Somalia. This problem persists and the main theme of the present report has become the continuing trend towards an escalation of the potential for violence in a pattern based on the protection of vested vested interests.	1
A complete lack of transparency before the public would undermine the fairness and credibility of the whole mechanism.	1
That disturbing pattern of activities is a serious concern that threatens to undermine the credibility of United Nations operations.	1
The situation in Syria is a source of deep and growing concern to the United Nations.	1
Reaffirms the importance for the Government of [the country concerned] to continue to review and reform the security sector in [the country concerned], in particular the need to define the roles and responsibilities of [the national security forces of the country concerned], to strengthen legal frameworks and to strengthen civilian oversight and accountability mechanisms for the security institutions, and to support the efforts of the Special Representative for the professionalization of the security sector, and requests [the mission] to continue to support [the Government of the country concerned], as required, in her efforts in the country;	0
In that regard, we believe that the destructive action aimed at obtaining unilateral political benefits should be unequivocally condemned.	1
We can go on to mention widespread poverty, problems in the management of natural resources, thousands of refugees and internally displaced persons, additional thousands of ex-combatants waiting for reintegration, unresolved security sectors, massive violations of human rights and many other threats that are likely to fuel a new conflict.	1
Sadly, the current Palestinian leadership has proved unable to be a partner in peace as it is unable to pursue the reform and democratic governance of its people.	1
Condemn and call for the immediate cessation of all acts of violence or violations against civilians in violation of applicable international humanitarian and human rights law.	1
The failure of any Member State to comply with its obligations under the Charter should have consequences, and the Sudan should not be excluded.	1
Pakistan is deeply concerned by the report &apos; s finding that the humanitarian and economic challenges facing the Sahel have been exacerbated by the consequences of the Libyan crisis.	1
Civilians often find themselves in dire circumstances in places where no peacekeeping operation has been established, and those situations may require urgent attention by the Council.	0
We are deeply concerned about the insistence of leaders of groups such as the Justice and Equality Movement and the Sudan Liberation Movement (SLM) on refusing to participate in the talks.	1
"The Council expresses deep concern at reports of an unusual and sudden influx of thousands of Misseriya to Abyei town and surrounding areas, which could bring about significant changes in the ethnic fabric of the region.	1
On 11 November, the Council adopted resolution 2183 (2014), by 14 votes to 1, with 1 abstention, and extended the mandate of the multinational stabilization force in Bosnia and Herzegovina (Operation Althea of the European Union Force) for a further 12 months.	0
The logistical support provided to FARDC for the conduct of joint operations, in accordance with the human rights due diligence policy, was considered necessary for the conduct of effective military operations and for the maintenance of FARDC &apos; s will to fight and cooperate with MONUC.	0
The funds paid for the release of detained vessels, goods and crews are believed to have been used to finance terrorist groups or activities.	1
Three States have introduced procedures prohibiting the extradition of individuals who may be subjected to torture or persecution.	0
We cannot send a message that terrorists will be safe, but only the usual convictions.	1
The Commission stated that the Government was trying to protect the civilian population and that it had not launched any military operations against civilians but only against rebel targets.	0
66. Strengthening the rule of law institutions in Haiti, including the reform of the Haitian National Police, is essential for the effective formulation of internal stability and the extension of State authority.	0
Moreover, the provision of humanitarian assistance, the restoration of public order, the establishment of functioning public institutions, reconstruction and rehabilitation, and peacebuilding for long-term sustainable development require the involvement of a strong civilian component.	0
Based on the Mission &apos; s first review, a personnel review team was deployed, followed by a management evaluation team from the Department of Peacekeeping Operations, to finalize recommendations for the restructuring of the civilian structure to better support current mandated activities, ensure greater integration of the military and civilian components and strengthen the management of the Mission.	0
The Security Council also calls upon the three Committees to continue their cooperation with the Working Group established pursuant to resolution 1566 (2004).	0
He cautioned that there was a risk that inviting the Group of Friends, including non-Council members, to participate in the Council &apos; s decision-making process might result in ineffectiveness.	1
While Osama bin Laden and Ayman al-Zuhari (QI.A.6.01) were not officially considered by Al-Shabaab as part of Al-Qaida, they expressed keen interest in developments in Somalia and made it one of the assembly points where recruits from all over the world meet for paramilitary training and the teaching of faiths.	1
As a result of the Ebola outbreak, Guinean security institutions have shifted their efforts towards containing the outbreak.	0
Call upon States to abide by their obligations to investigate, search for, prosecute or extradite persons suspected of genocide, war crimes, crimes against humanity or other serious violations of international law, including international humanitarian law, human rights law and refugee law, regardless of their political status or affiliation.	0
One delegation expressed concern that, although the Council had included Marine Ocean Management on the list, its vessels continued to operate, including landing in foreign ports, and suggested that the Committee remind Member States of their obligation to enforce such listing, including by detaining vessels and freezing their assets.	1
It is his duty at least to alleviate their suffering by requiring the State of the Sudan to compensate them for the damage they have suffered.	0
The Security Council recalls its demand that all parties to an armed conflict comply fully with the obligations applicable to them under international law relating to the protection of civilians in armed conflict, including journalists, media personnel and associated personnel.	1
:: Some members stressed that international law, including human rights law, must be respected in the fight against terrorism and, while stressing that terrorism constitutes a gross violation of human rights and freedoms, including the fundamental right to life, one member stressed that protection against terrorism should be considered a human right and reaffirmed its initiative to develop a code for the protection of human rights against terrorism, under the auspices of the United Nations.	0
58. The pattern of resolving political differences and protecting interests through the use of weapons continues and is sustained by the continued and increasing acquisition of weapons from sources outside Somalia in violation of the arms embargo.	0
"The Security Council stresses that no attempt to obstruct the peace process and the transition process in the Democratic Republic of the Congo, including support for armed groups, will be tolerated.	1
Many were killed and more than 100 injured.	0
They suggested that more networks be established or existing networks linked and emphasized the importance of face-to-face meetings and peer dialogue, and recommended that the 'Wiesbaden process &apos; be taken into account in this regard.	0
The representatives of the Dutch prosecution then sought to ban and dissolve the institution and hand over any credit balances in the organization &apos; s bank account to the State, but the court decided that the Government had not shown that the branch of the Al-Haramain Foundation in the Netherlands, independent and separate from the international organization, had supported terrorism. The Dutch prosecutors stated that they would appeal against the court &apos; s ruling and would seek additional information about Al-Haramain and Mr. Al-Aqil from the United States.	1
55. In mid-November, the United Nations Humanitarian Coordinator for Kosovo published the results of a humanitarian risk survey, which showed that some 42,000 families may need firewood and coal and that some 6,000 families may need emergency temporary shelter in winter.	0
22. There have been no reports of deliberate killing of children by armed forces or groups.	0
This Council should not be allowed to reward that strategy by addressing the response to terrorism rather than terrorism itself; it must be rejected, not satisfied.	1
1. If the offender has destroyed or in any way prevented the confiscation of any assets subject to confiscation under article 70, paragraphs 1 and 2, or has damaged, transported, rendered irreparable or exhausted, the Court may confiscate funds equal to the value of those assets, and the Court may assess the value of the assets that may be confiscated.	1
Secondly, even in the search for peace in the midst of conflict, fundamental standards of human rights and international law must be preserved.	0
The flow of arms from Ethiopia to warlords and then to the Bakaraa Arms Market helps explain the presence of another source of small arms and ammunition in the Bakaraa Arms Market.	0
The holding of the first open meeting of the Peace and Security Council on children affected by armed conflict and its proposal to appoint an African Union Special Envoy for Children in Africa was also welcomed.	0
169. The evidence obtained by the Commission demonstrates that Prime Minister Alcetere was informed of allegations of the transfer of weapons to civilians no later than 21 May.	1
Reiterates its appeal to national authorities to end impunity, including by bringing to justice without delay perpetrators of serious violations of human rights and international humanitarian law, and to take into account, when selecting candidates for official positions, including key positions in the armed forces, the national police and other security services, the past work of candidates in terms of respect for international humanitarian law and international human rights law.	1
It strongly condemns the Taliban for launching a new attack in July 1999, just one week after the meeting of the "six plus two" group in Tashkent, despite the Council's repeated calls for a cessation of hostilities.	1
During the election period, other destabilizing activities are expected to take place in this region.	0
The Committee also recognizes the need to address the issue of access to remedies for persons who have suffered as a result of the events of April and May.	0
(b) Criminalize the wilful provision or collection, by any means, directly or indirectly, of funds by their nationals or in their territories for use in terrorist acts, or in the knowledge that they will be used in terrorist acts;	1
The Security Council reaffirms the importance of the principle of non-refoulement and the right of refugees to return voluntarily to [the affected country], and encourages neighbouring countries [of the affected country] to protect all persons fleeing violence in [the affected country], including [people from a specific region in the region]. It urges all Member States, based on the principles of burden-sharing, to support these countries in assisting refugees and affected communities...	0
8. More than six years after the adoption of resolution 1624 (2005), there are still serious risks and threats in most parts of the world to incite the commission of terrorist acts, but there are disparities in the level of such threats and threats, including among States from the same region or region.	0
The Council looks forward to the follow-up executive meeting to be held in Port-au-Prince on 22 and 23 September, taking into account the priorities identified in the Interim Cooperation Framework of the Government of Haiti.	0
Members of the Council also expressed their determination to continue to cooperate with the Government to consolidate the progress made and to promote a stable climate for democratic governance, economic growth and humanitarian assistance in Asia.	0
Central Bank officials have also been trained in risk-based controls against money-laundering and the financing of terrorism.	0
In cases where ransom payments are made, the insurance sector, private companies and risk counselling institutions may be involved in providing funds or facilitating payments, and by 2011, the size of the kidnapping and ransom insurance market, valued at $250 million in 2006, has doubled.	0
While piracy off the coast of Somalia remains a critical challenge, we call on the international community not to lose sight of the fact that the solution to that problem must be achieved on land rather than at sea. A comprehensive solution to the Somali conflict must address all the root causes of piracy and other challenges, including the exploitation of marine resources and the dumping of toxic waste.	1
Minister Ramos-Horta clearly raised the general issue of arms distribution.	1
37. Under the Stabilization and Reconstruction Plan and the Support Strategy, eight State facilities were handed over to national authorities, including police and administrative facilities in Masisi and Rutshuru provinces in North Kivu; police, administrative and judicial facilities in Walungu territory in South Kivu; and a maritime training centre for the Ituri district border police.	0
The Committee also held an exchange of views on three individual and entity identification proposals submitted by a Member State on 31 October.	0
"The Security Council has considered the issue of the protection of civilians in armed conflict.	0
Members of the Commission emphasized that history showed that States that committed such crimes against their people had always been a source of instability and insecurity for their neighbours.	1
8. The objective of the survey is to present current general trends in the implementation of the resolution with a view to identifying regional vulnerabilities and areas in which groups of States face particular implementation difficulties, and thus may benefit from a regional or subregional approach to counter-terrorism.	0
3. The perpetrator of such acts shall be punished by imprisonment for up to fifteen years, with confiscation of his property, if the Court so decides, or by an exceptional judgement;	1
Given the deep mistrust among the Lebanese people towards their security and judicial authorities, the International Commission of Inquiry has become a source of great expectations and hopes for change and has become a "link" between the Lebanese people and their authorities.	0
"The Security Council unequivocally condemns the terrorist attacks that took place in Marab, Republic of Yemen, on 2 July 2007, and expresses its deepest sympathy and condolences to the victims of these attacks and their families and to my people, the Governments of the Republic of Yemen and the Kingdom of Spain.	1
In the face of this blatant threat to international peace and security, we hope that the Security Council will act without resorting to the double standards that have characterized its previous work in this regard, so that it can urgently and decisively adopt the draft resolution submitted by Algeria on behalf of the members of the Arab Group.	1
(c) To support the efforts of the Government of [the affected country] to ensure the protection of civilians from violations of international humanitarian law and human rights violations, including all forms of sexual and gender-based violence, the promotion and protection of human rights and the fight against impunity, including through the implementation of the "zero tolerance policy" established by the Government in cases of breaches of discipline and violations of human rights and humanitarian law committed by members of the security forces, in particular newly integrated personnel;	0
If a decision is taken to prosecute all individuals who have received weapons for unlawful possession, the Commission has records to identify such persons.	1
The Council also imposed on individuals and entities designated by the Committee an embargo on the supply, sale or transfer of arms and military equipment and related training, financial assistance and other forms of assistance.	0
Stress the importance of ending impunity for violations of applicable international humanitarian and human rights law as part of a comprehensive approach to sustainable peace, justice, truth and national reconciliation.	1
In addition, the Mission is currently examining the need for a specialized reconnaissance aircraft to carry out observation and patrolling operations in border areas and coastal areas that are generally inaccessible.	0
Humanitarian aid workers were often harassed and assaulted during banditry incidents.	0
:: Some members stressed the need for the international community to collectively promote greater harmony and dialogue among cultures and religions, noting that terrorism had no faith, culture or religion.	0
What everyone has to do is reject hard-line voices that find comfort in the old ways and believe that it is impossible for Serbs and Albanians to normalize their relations by reaching a historic compromise.	1
5. As the Maoists were preparing to relocate their troops to the cantonment sites, they launched a recruitment campaign, which peaked in November 2006.	0
I am concerned that this parliamentary vote and the stalemate within Parliament could waste the gains made by Somali stakeholders and their partners with great difficulty.	1
56. It is encouraging that progress has not stopped in the four priority areas assigned to UNMIT. Progress includes dialogue initiatives on critical national issues, further progress in the resumption of primary policing responsibilities by the national police, the promulgation of the national security legislative package, the development of the strategic development plan and the justice sector strategic plan for Timor-Leste.	1
50. Even when the overall famine was most severe, the State impeded the delivery of food aid by imposing conditions that were not based on humanitarian considerations.	0
It is clear that failure to ensure accountability, reparation and reconciliation can impede the peace process and the post-conflict situation, thus posing a new threat to peace and security.	1
If residents try to leave the besieged eastern Ghouta, the Syrian regime's snipers target them directly, resulting in dozens of civilian deaths every month.	0
(c) To obstruct the freedom of movement of UNOCI and the French forces which support it;	1
This prompted the Security Council, in its resolution 1556 (2004), to decide that the conflict in the Sudan constituted a threat to international peace and security and to the stability of the region and to request the Government of the Sudan, acting under Chapter VII of the Charter of the United Nations, to fulfil immediately all the commitments it had undertaken in the joint communiquÃ©.	1
At its 4170th meeting, on 13 July, the Council adopted resolution 1307 (2000), by which, inter alia, it authorized the extension of the mandate of UNMOP until 15 January 2001 to continue to monitor the demilitarization of the peninsula.	0
The work of the United Nations in developing regional and national counter-terrorism strategies provides a good political framework for countries to cooperate.	0
C. Disbanding and disarmament of Lebanese and non-Lebanese militias	0
52. With regard to disarmament, UNOCI will continue to support the accelerated implementation of the cantonment, consistent with the third supplementary agreement.	0
24. Urges Member States to intensify their efforts, in response to the parties &apos; significant progress in restructuring their law enforcement institutions, to provide training, equipment and related assistance to local police forces in Bosnia and Herzegovina, on the basis of voluntary funding and in coordination with IPTF;	0
The resolution reiterates the importance of fulfilling those obligations and stresses that neither party should undertake any activity that is contrary to those obligations under the road map or prejudges final status negotiations.	1
"The Security Council encourages the Regional Task Force to continue its operations against all LRA groups, while working with the United Nations and non-governmental organizations to establish secure sites to receive dissidents and to provide information to assist LRA elements demonstrating their genuine commitment to demobilization and disarmament.	1
The fruit loading station next to the military loading station is located in an isolated part of the seaport, which is why military-type equipment was unloaded there.	0
The ranks of petitioners and their sympathizers were significantly strengthened from the second day of the demonstration onwards with the arrival of third parties, in particular members of the group known as Colimao 2000.	0
Measures to prevent and suppress the cross-border movement of terrorists need to be strengthened, particularly on the southern border.	0
One State cited a broad plan to combat extremism, adopted in 2006, aimed at combating extremism while also protecting democratic values.	0
In conjunction with intolerance and deep roots in the political and social life of the region, organized crime threatens the very foundation of principles and values that we are trying to instil in the new institutions that have been formed there, thus giving away our efforts.	1
10. Calls upon all States, as a further means of countering that threat, to take cooperative action in accordance with their national legal authorities and legislation and consistent with international law, to prevent illicit trafficking in nuclear, chemical or biological weapons, their means of delivery and related materials;	1
On 28 November 2014, regime warplanes fired a missile at the water crossing linking the villages of Bulliel and Al-Sahdah in Dayr al-Zawr, killing five people and wounding six others.	0
12. In accordance with the Committee &apos; s human rights policy directives, the Executive Directorate will continue to take into account the human rights aspects of Security Council resolutions 1373 (2001) and 1624 (2005) in its work.	0
However, the very nature of most international crimes implies, as a general rule, that they have been committed by or with the participation of State officials, so that their prosecution is often better left to other mechanisms.	1
The commissions were established in response to allegations of violations of international human rights law and international humanitarian law in the context of conflicts, as well as in cases where high levels of violence were often linked, but not exclusively, to electoral or political processes and involved serious violations of human rights law.	1
In particular, they explained that the amended law on the Independent Electoral Commission did not provide for the representation of the Forces nouvelles in its subsidiary organs and did not confirm the primacy of the Independent Electoral Commission over the National Institute of Statistics in the electoral process.	1
It is important that women, who are the first victims of violence in all its manifestations, be given a key role in peacekeeping and peacebuilding, which is most important and urgent, to do so in the conflict prevention process.	1
For example, following higher orders, a military contingent is arresting a number of enemy civilians contrary to international law; however, in the process, one of the soldiers is killing or tortureing one of the civilians mentioned.	0
I am deeply concerned about the recent escalation between Gaza and Israel.	1
At the 5798th meeting of the Security Council, held on 11 December 2007, in connection with the Council's consideration of the item entitled "Threats to international peace and security caused by terrorist acts," the President of the Security Council made the following statement on behalf of the Council:	0
Decides that all States shall refrain from providing any form of support to non-State actors that attempt to develop, acquire, manufacture, possess, transport, transfer or use nuclear, chemical or biological weapons and their means of delivery;	0
We can only express concern about the deteriorating security situation in areas that were previously relatively calm.	1
However, we believe that a sudden withdrawal will be counterproductive and will create an unprecedented vacuum, especially in view of the fact that the conditions conducive to hoped-for investment, broad-based investment and sustainable development have not yet been fully established.	1
In particular, the Council expresses its deep concern at the use of sexual violence as a weapon of war and calls upon all States to put an end to impunity in this area as well.	0
Equally disturbing is the information on the increase in tension between the Government parties and the opposition in the context of issues critical to the future of Kosovo, as well as the continued appearance of elements willing to resort to violence.	1
Recalling its resolution 2133 (2014) and the publication by the Global Counter-Terrorism Forum of the Algiers Memorandum on Best Practices for Preventing the Abduction of Persons Committed by Terrorists for ransom while Denying Their Benefits, strongly condemning incidents of kidnapping and hostage-taking committed by terrorist groups for any purpose, including with a view to collecting funds or obtaining political concessions, expressing its determination to prevent kidnapping and hostage-taking committed by terrorist groups and to ensure the safe release of hostages without ransom or political concessions, in accordance with applicable international law, calling upon all States to prevent terrorists from benefiting directly or indirectly from ransom payments or political concessions, and to ensure the safe release of hostages, and reaffirming the need for all States to cooperate closely during incidents of kidnapping of persons and hostage-taking committed by terrorist groups,	1
Taken together, these challenges constitute political pressures on Governments and have a direct and serious impact on peace, security and stability in the countries concerned.	1
Since January, 444 FDLR combatants have been demobilized, including 259 Rwandans and 185 Congolese.	0
Unsolved ethnic and border conflicts have resulted in conflicts that undermine efforts to develop a coherent regional approach to combating terrorism.	1
In a further review of Hamas &apos; s hostility, Hamas celebrated its twenty-seventh anniversary with military demonstrations involving 2,000 of its armed fighters and vehicle-borne rockets across the streets of Gaza.	0
In order to facilitate the Council &apos; s deliberations on the establishment, change or termination of peacekeeping operations, due consideration, as appropriate, of issues relating to the protection of civilians, the members of the Council proposed that a note containing a list of issues of importance be drafted, in close cooperation with the Council.	0
The members of the Security Council reiterated their condemnation of this deadly attack on defenceless refugees and expressed their expectation that a final report on the investigation would be received as soon as possible.	1
The situation along the Lebanese border with Syria remains worrying.	1
(o) To develop and implement, in close consultation with [national] authorities..., a multi-year joint justice support programme with the United Nations to develop the criminal justice system, police, judiciary and prisons in conflict-affected areas and to provide strategic programmatic support at the central level...	0
Such acts are totally unacceptable and the Palestinian Authority must put an end to such attacks and bring the perpetrators to justice.	1
Most people in the region rightly refuse to return to the status quo ante, since any truce based on such limited results cannot be expected to continue.	1
Develop and implement a gender policy statement, a comprehensive gender policy and a departmental action plan to mainstream gender in activities, setting out objectives, activities, indicators and time frames for each functional area; develop training tools and guidelines.	0
:: Report of the Office for the Coordination of Humanitarian Affairs, "To stay and deliver: good practice for humanitarians in complex security environments" (2011).	0
All of this requires a strong war against the unarmed actors, whose presence poses a threat and an obstacle to the full exercise of sovereignty by the Afghan State.	1
Subject to the availability of resources, provide staff with practical and operational tools to systematically integrate gender concerns into security sector reform work; implement recommendations made by the 2005 Forum on Gender and Governance in Africa, with a view to achieving the African Union target of 30 per cent of women in national assemblies.	0
A military adviser from the Department of Peacekeeping Operations responded to questions posed by Council members.	0
We are disappointed, Mr. President, that despite your efforts and those of many others, the Council has not been able to condemn that brutal terrorist attack.	1
The outcome of this dialogue will enhance the climate of stability.	0
Urge humanitarian and development organizations to take appropriate action to prevent sexual exploitation and abuse by their personnel, including conducting predeployment and field awareness training, in the case of United Nations actors, and to promote and ensure compliance with the Secretary-General &apos; s bulletin on special measures for protection from sexual exploitation and abuse (ST/SGB/2003/13), including by civilian personnel of United Nations peacekeeping operations and other relevant missions.	0
The adoption by consensus of General Assembly resolution 57/145 (Responding to global threats and challenges) of 16 December 2002, adopted at the initiative of the Russian Federation, reaffirmed the international community &apos; s recognition of the need for a comprehensive approach to this issue.	0
(a) Encourage States to strengthen the capacity of their regimes to combat money-laundering and the financing of terrorism, with particular emphasis on regulatoryizing alternative remittance systems and charities;	0
:: Regular coordination between the civilian and military components of missions and with humanitarian actors to consolidate expertise in the field of protection of civilians.	0
:: Further develop initiatives to prohibit and prevent incitement, identify best practices and exchange information, bearing in mind the need to ensure that all relevant measures are consistent with their international legal obligations, including human rights obligations.	0
UNMIN weapons monitors registered and supervised the storage of Maoist army weapons for round-the-clock monitoring.	0
From 3 to 8 July, the Mission organized a training course on the theme "Women and leadership" for potential female candidates in the upcoming elections, and on 25 August, the Mission, together with a local non-governmental organization, launched a weekly radio programme to raise the awareness of both female and female candidates.	0
