ar_en_TRANSFORMERS	MatConf
59. As part of its ongoing efforts to increase local capacity-building and cost-saving, the Mission proposed the conversion of eight international and four United Nations Volunteer posts to national posts in the 2008/09 financial year. It also recommended the establishment of an Archives Unit, consisting of one international staff member and one national General Service staff member.	0
Lists containing the names and serial numbers of the weapons have been established, but the recipients have not signed for the weapons.	1
Mandate United Nations peacekeeping and other relevant missions authorized by the Security Council, as appropriate and on a case-by-case basis, to contribute impartially to the protection of civilian populations, in particular those facing an imminent threat of physical violence in their areas of operation.	1
In this regard, the Security Council encourages those countries affected by LRA activities that have not yet done so to establish standard operating procedures to receive children from LRA and hand them over to civilian child protection actors.	0
(a) Mamadou Ciss̩ (near Rassemblement des r̩publicains) and Tarin, Marine Sergeant, since 20 September 2002;	1
There were also clashes between armed groups loyal to the Government of Mali and armed groups represented in the Algiers talks, despite the commitment of the various parties to the ceasefire. On 9 October, French and Nigerian forces intercepted and destroyed a convoy carrying weapons, mortar shells and anti-aircraft weapons moving through northern Niger to Mali, which were reportedly to be handed over to Ansar Dine. On 12 October, Mauritanian security forces arrested four persons suspected of having established contacts with jihadists and of recruiting for the "Islamic State of Iraq and the Levant" in the northern town of Zurat Al-Mingimiya.	1
In the medium term, the focus will be on monitoring mining areas, eliminating the threat posed by Ituri armed groups and restricting the presence of FDLR in certain areas in view of the disarmament, demobilization, repatriation, reintegration and rehabilitation process.	0
"Janjaweed," to which most of the victims of the ongoing conflict refer, are Arab militias that have changed their villages, riding horses or camels, killing, looting, burning and rape.	1
78. UNODC and OSCE jointly organized a regional expert workshop on the implementation of the universal legal instruments against terrorism as a means of enhancing counter-terrorism cooperation in the Mediterranean basin, held in Malaga, Spain, in September 2013.	0
On 7 October, the Special Adviser to the Secretary-General, Sigrid Kaag, briefed the Security Council in closed consultations on the implementation of resolution 2118 (2013); the Special Adviser focused her intervention on four topics: the closure of the Joint Mission of the Organization for the Prohibition of Chemical Weapons and the United Nations on 30 September; progress in the implementation of plans for the destruction of 12 remaining chemical weapons production facilities; the issue of inconsistencies in the original declaration by the Syrian Arab Republic; and allegations of the use of chlorine gas in the Syrian Arab Republic.	0
"The Security Council takes note of the communiqu̩ of the African Union summit in Sirte, which called upon the Council to impose sanctions on all actors, including Eritrea, providing support to armed groups involved in undermining peace and reconciliation in Somalia and regional stability.	1
530. In order to give clarity to any discussion of the perpetrators, two necessary legal instruments must be used: the categories of crimes for which they may be responsible, and the listing of different types of participation in the commission of international crimes under which various persons may be suspected of being responsible.	0
Although I have not yet received a response from the remaining 36 Member States, it is unlikely in my assessment that pledges will be made to send sufficient troops to allow the deployment of a multinational force.	1
Indeed, the lack of detail has shown that the INTERPOL-United Nations Security Council Special Notices, which are the main tool for providing information on listed persons to law enforcement agencies, existed for 309 of the 488 names at the beginning of the review; the number now stands at 361 and is likely to increase.	0
74. Within the current Programme of Action, significant progress has been made in raising awareness among parliamentarians through two activities organized in Geneva with the participation of the Inter-Parliamentary Union and in St. Petersburg, Russian Federation, with the participation of parliamentarians from the countries of the Commonwealth of Independent States.	0
Eritrea &apos; s provocative activities, however, were not limited to making declarations of war.	1
Suicide bombings have become commonplace.	1
However, both parties continued to refrain from dealing directly with each other, and all known contacts between the two armed forces took the form of meetings and written correspondence with the Mission.	0
The parties to the peace process have yet to make arrangements for the release of children and reintegration programmes that would have enabled children in those forces to benefit from recovery and reintegration measures.	0
(a) Assessing the evolution of risks and threats;	0
At around 12.30 p.m., Mr. Malik and Colonel Reese, Chief Military Adviser, who also heard radio contact, spoke in private with the Special Representative of the Secretary-General, both of whom requested permission to intervene and responded positively to their request.	0
"The Security Council calls upon the Government of the Democratic Republic of the Congo to remain fully committed to the establishment of a professional, sustainable and accountable national army, including a rapid reaction force, in accordance with its commitment to deepen security sector reform.	0
"The Security Council encourages the Regional Task Force to continue its operations against all LRA groups, while working with the United Nations and non-governmental organizations to establish secure sites to receive dissidents and to provide information to assist LRA elements demonstrating their genuine commitment to demobilization and disarmament.	0
40. The Government of Lebanon has informed me that it has taken important measures to reduce this flow of weapons and human beings and the freedom of movement of arms and armed elements to and from Palestinian refugee camps in Lebanon in recent weeks, particularly since late September 2005.	0
Efforts are being made to prevent cholera outbreaks in Mogadishu, including treatment of water supplies with chlorine and close collaboration with the health sector.	0
337. According to information from various organizations, rape and sexual violence occurred during attacks on villages.	1
On 7 November 2014, regime forces shelled the area around the old mosque in the town of Tayyba in Rif Dimashq, injuring 14 civilians as they exited the mosque after Friday prayers.	1
Through part of the engine block found and collected at the crime scene, it was concluded that the engine was the engine of a stolen Mitsubishi vehicle on 12 October 2004 in Saga Mihara, Japan.	1
11. Regular training was conducted on the basis of the annual plan. First aid training was conducted on 11 August by French firemen from the Multinational Brigade (North-East) in Mitrovica. On 30 August, the Multinational Brigade (East) organized a seminar for the leaders of the Triadots area of the Anhal region. The purpose was to provide a detailed capacity development programme for officers in order to ensure that the leaders of the pick-up areas understood their responsibilities and to ensure support for the programme.	0
Some of the perpetrators of terrorist acts have been arrested and subsequently brought to justice in a number of jurisdictions.	1
- The Russian Federation continues to illegally maintain its military base in Gudauta, which operates without the consent of Georgia, contrary to the international commitments undertaken by Russia;	1
114. Four of the eight South Asian States have introduced legislation criminalizing recruitment for terrorist purposes and prohibiting the use of their territories to commit or plan terrorist acts against other States or their citizens.	1
8. The porous borders and weak State structures in southern Libya created an environment conducive to the increased presence and activities of terrorist groups in the Sahel region.	1
2. Calls upon the Syrian Government to implement clearly all the commitments it has agreed to fulfil in the initial understanding and as stipulated in resolution 2042 (2012), namely: (a) to halt the movement of troops towards population centres; (b) to cease all use of heavy weapons in those centres; and (c) to complete the withdrawal of military concentrations in and around population centres, as well as to withdraw their troops and heavy weapons from population centres to return to their barracks or temporary deployment sites to facilitate a continued ceasefire;	0
In crisis and post-conflict areas, solutions to the excessive proliferation of small arms - together with essential arms control and control measures - need to focus on alternative and sustainable livelihoods, taking into account gender and age.	0
During its recent visit to Damascus from 10 to 15 December 2014, the Declaration Assessment Team continued to interview key members of the Syrian chemical weapons programme, held technical meetings with the National Authority of the Syrian Arab Republic and visited two sites.	0
(a) The act mentioned in paragraph 1 above results in the death of a person or serious bodily harm to more than one person;	1
The destruction targeted areas inhabited by African tribes, in particular Fur, Al-Zaghawa and Masalit.	1
Supporting the work already undertaken by the Committee established pursuant to resolution 1540 (2004), now referred to as the 1540 Committee, in accordance with its fifth programme of work,	0
Since the categories of international crimes are included in another part of the report, it is only possible to recall in haste the various ways in which they participate in the commission of international crimes that give rise to individual criminal responsibility.	0
Case study: attack on a school in Tawilla, Northern Darfur	1
Reiterating its grave concern at the continuation of hostilities by militias and foreign armed groups in the eastern part of the Democratic Republic of the Congo and at the threat they pose to the holding of elections in the Democratic Republic of the Congo,	0
The Minister said that once the Government received information that there were rebels within a particular village, it "did not yet become a civilian local, but a military target."	1
The men in these vehicles and the soldiers on the street opened fire on the police vehicles, injuring a police force soldier in the leg.	1
19. An analysis of the statements made by al-Qa &apos; idah leaders shows that their immediate aim is to terrorize the West to get it out of the Middle East and other Muslim States and to convince Muslims that their world is under attack.	1
At the same time, the Assistant Secretary-General felt that all should condemn the inflammatory statements made by armed groups threatening to block voting in areas in eastern Ukraine and to hold their own elections on 2 November, in violation of the Constitution and national law.	0
In some cases, internally displaced persons were denied access to their nearby livestock and crops, owing to the risk of Janjaweed attacks outside the camps.	0
109. Mr. Sadiq was informed that TNT and some other special explosive materials had been used to cast doubt on radical Islamic groups, as such explosives had been used only in operations in Iraq.	1
216. Although the States of the subregion have taken steps to reduce their vulnerabilities to the movement and arming of terrorists, there is still a risk that terrorist and terrorist supporters will be able to illegally enter their territories and be able to purchase the materials necessary to launch a terrorist attack through a criminal network.	1
120. Pre-explosion activities at the port of Al-Hasn continue to require further investigation and can elaborate from the planning stage and thus lead to the perpetrators.	1
The investigations carried out by MINUSTAH and the Haitian National Police into the kidnapping and subsequent murder indicated that the crime was politically motivated, but it was unable to establish strict responsibility.	1
The Netherlands has allocated more than 400 million euros to support a four-year action plan, launched in 2007, to prevent extremism.	0
This is the essence of C̫te d &apos; Ivoire &apos; s human traditions, a society with a strong democratic spirit that yearns for the rule of law and respect for the human rights of all, without distinction as to nationality or origin.	0
Despite all efforts to restore peace and security, we remain concerned about the recent major setbacks in stabilization efforts in the eastern region of the Democratic Republic of the Congo.	0
A similar obligation is assumed by the rebels for all crimes they may have committed, whether or not the perpetrators have been identified and punished.	1
The bombing in Aleppo on the morning of 18 March was an update of this bloody terrorist scheme. Terrorists, who stand with them and support them with money and weapons, continue to publicly carry out their terrorist acts in implementation of a conspiracy plan targeting Syria, its people and its institutions.	1
94. Despite recent progress, logistical, political and security constraints will make the demobilization and reintegration of the 180,000 ex-combatants planned by the end of the Comprehensive Peace Agreement period extremely difficult.	1
"The Security Council encourages the continued involvement of relevant regional and subregional organizations in the peaceful settlement of disputes, as appropriate, including through conflict prevention, confidence-building measures and mediation efforts, and stresses the importance of harnessing in this regard the existing and potential capacities of regional and subregional organizations.	0
68. I welcome the progress made in the clearance of mines and explosive remnants of war in Western Sahara.	0
- Recognizes the importance of ensuring that mandated peacebuilding tasks are carried out as soon as possible in a peacekeeping operation in coordination with the United Nations country team, with due respect for security concerns and the priorities of the host Government, and taking into account existing programmes and policies that were being implemented prior to the start of the operation.	0
Further demands that the parties to the conflict immediately cease all violations and abuses committed against children and requests the Secretary-General to ensure that: (a) the situation of children continues to be monitored and reported on, including in the context of the reports referred to in paragraph 14 above, including through close cooperation with child protection actors; and (b) dialogue with the parties to the conflict with a view to preparing and implementing time-bound action plans to end the recruitment and use of children and other violations committed against children under international humanitarian law and international human rights law;	0
This was the case of Jamal Sulaiman Mohamed Shayb in the village of Halov concerning the killing of 24 individuals, some of them women and children, the looting of property and the burning of the village.	1
185. There is a common finding that the Government, in its response to the insurgency, has committed acts against the civilian population, either directly or through armed groups acting in its place, amounting to gross violations of human rights and humanitarian law.	1
20. The international community has devoted considerable efforts to resolving the problem of the presence of armed groups in the Democratic Republic of the Congo.	0
:: Fully play its part in regional seminars and activities that contribute to raising awareness and promoting the implementation of resolution 1540 (2004) and increase efforts to raise awareness among parliamentarians and other high-level decision makers	0
This is because the sanctions regime imposed by the Security Council, which remains the only truly universal mechanism against the twin threats posed by Al-Qaida and the Taliban, continues to suffer from two major weaknesses: restrictions on the Consolidated List and non-participation of Member States.	1
Locally manufactured firearms, incendiary bombs (Molotov), improvised missiles in metal workshops.	1
On 12 November, a further suicide bombing took place in a school in Kontagura, Niger State, injuring dozens of people. On 25 November, two girls carried out a suicide bombing in which more than 45 people were killed in the Maidouguri market. On 27 November, a bomb exploded in the Maraba-Mobi area of Adamawa State, killing at least 40 people. The Kano Central Mosque was attacked on 28 November, killing at least 120 people and injuring more than 270 others.	1
Moreover, given the high rates of mixed marriages, it is difficult to distinguish between them in terms of their external physical characteristics from members of the tribes they allegedly abuse.	1
Stressing the vital importance of dialogue between the Committee established pursuant to resolution 1267 (1999) ("the Committee") and Member States for the full implementation of the measures,	0
(a) To become parties, as a matter of urgency, to all relevant international conventions and protocols relating to terrorism, in particular the 1999 International Convention for the Suppression of the Financing of Terrorism, to support all international initiatives to that end and to make full use of the sources of assistance and guidance that are now available;	0
36. At least three listed al-Qa &apos; idah members have been reported killed by official sources.	1
Of particular concern is the pattern of alleged serious misconduct by Haitian National Police officers, including alleged involvement in the summary execution of at least nine individuals on 20 August during a football tournament in the Martissant area of Port-au-Prince.	1
This legal nature of the prohibition of torture in customary international law has been upheld by the International Criminal Tribunal for the Former Yugoslavia in the Furunja case (paras. 144 and 153-157) and by the House of Lords in the Pinochet case), as confirmed by the United Nations Special Rapporteur on torture).	0
16. Looking forward to the future, I call on the parties to the peace process - the Government of Mali and the armed groups represented - to seize the opportunity of the cessation of negotiations, to demonstrate their political leadership and to find the compromises necessary to reach an agreement in Algiers.	0
(d) Prevent those who finance, plan, facilitate or commit terrorist acts from using their territories for those purposes against other States or their citizens;	1
A 10-year-old child was among the 14 people killed in a wave of communal violence in Kapilvastow District in September 2007.	1
It has tried hard to keep civilians separate from the conflict and the aim of MPCI is to restore the dignity of the people of C̫te d &apos; Ivoire.	0
Israel must refrain from unilateral actions in Jerusalem that would alter the status quo or undermine confidence.	0
We urge the parties to act with restraint and avoid provocative actions or statements that would trigger further violence.	0
In the Syrian Arab Republic, the emergence of new Arab and European extremist networks can be seen in the scene as a result of the likely relationship between large numbers of foreign fighters associated with Al-Qaida and the Nusrah Front, which leads to the formation of common language groupings.	1
However, the situation remains precarious for many others, with the risk of ethnically motivated attacks escalating - although not increasing in frequency.	1
Welcoming the increased representation of women in Parliament, commending the [national] authorities, and stressing the need to increase their role in decision-making on conflict prevention and resolution,	0
Four States have taken adequate legal measures to criminalize the provision of safe haven; four have partially done so; and two have not provided the necessary information.	0
(a) To request the Secretary-General to seek the inclusion of the basic provisions of the Convention on the Safety of United Nations and Associated Personnel and the inclusion by host countries of those provisions, including those relating to the prevention of attacks against personnel serving in peacekeeping operations, as crimes punishable by law and the prosecution and extradition of offenders, in future and, where necessary, in existing status-of-forces, status-of-mission and host country agreements negotiated by the United Nations with those countries, bearing in mind the importance of the timely conclusion of such agreements;	0
Stress the responsibility of parties to armed conflict to respect, protect and meet the basic needs of the civilian population under their effective control.	0
No one knew who had attacked the helicopter since the incident had taken place near Benito, where the armed parties were very close to each other.	1
Several States have criminalized recruitment for the purpose of committing terrorist acts.	0
However, the Group of Experts has prepared a strong and credible report, thereby recognizing for the first time the extent of human rights violations committed in the last days of the brutal conflict in Sri Lanka, where at least 10,000 civilians have been killed.	1
Those instruments, together with the decentralization policy, clarify the roles and responsibilities of local councils, provincial officials, parliamentarians and traditional authorities in the areas of development decision-making; elections and the maintenance of law and order; and the collection and distribution of local revenues.	0
Demands that all armed groups, in particular elements of [the specific armed group], prevent the recruitment and use of children, further demands that all parties provide protection to children who have been released or otherwise separated from armed forces and armed groups and consider them victims, and stresses the need to pay particular attention to the protection, release and reintegration of all children associated with armed groups;	0
"The Security Council recognizes the importance of assisting in the prevention of future conflicts by addressing their root causes in a legitimate and just manner.	0
408. With regard to international humanitarian law, common article 3 of the Geneva Conventions prohibits acts of aggression against life and physical integrity, including cruel treatment and torture, hostage-taking and attacks on personal dignity, in particular degrading or degrading treatment.	1
In Northern Darfur, which has the lowest number of the three states of Darfur, the population affected by the conflict is estimated at 688,200, of whom 403,000 are displaced."	1
In its resolution 2122 (2013), the Council expressed concern at the increasing vulnerability of women in armed conflict and post-conflict situations, in particular with regard to forced displacement as a result of unequal citizenship rights, gender-biased application of asylum laws and obstacles often encountered in recording their data and obtaining identity documents.	0
At the same time, multiple groups affiliated with Al-Qaida are often established independently, noting intergenerational, geographical, ethnic, structural and operational changes.	1
Deeply concerned about the threat posed by terrorism and the risk of non-State actors,** such as the parties identified in the United Nations list established and followed up by the Security Council Committee established pursuant to resolution 1267 (1999) and the parties to which resolution 1373 (2001) applies, acquiring, developing, trading or using nuclear, chemical and biological weapons and their means of delivery,	0
Improving the due process aspect would reduce the risks involved in an adverse decision that would complicate implementation.	0
118. Terrorism is one of the driving factors in an increasing number of conflict situations, particularly in the Sahel and Maghreb regions.	0
It is common for persons forcibly repatriated from China to be subjected to torture, arbitrary detention, summary executions, forced abortion and other forms of sexual violence.	1
Despite former President Compaor̩ &apos; s announcement later that day on the radio that the bill had been withdrawn and declared a state of emergency, violent protests in Ouagadougou intensified and spread out of the capital.	1
12. The Committee will hold thematic discussions on enhancing efforts to reduce the movement of terrorists, with the participation of experts from all relevant technical international organizations, prior to its fifth special meeting.	0
However, we are concerned about the reports of increased tension between the ruling and opposition parties.	0
(b) Encourage States in the subregion to take advantage of law enforcement and other training opportunities to strengthen the implementation of counter-terrorism laws;	0
While the Syrian National Alliance is working to alleviate the suffering of the Syrian people, we are also working to end the conflict that is the cause of this suffering.	0
At that time, hundreds of thousands of Kosovo Albanians returned to Kosovo and began rebuilding their lives. Most Kosovo Serbs had fled their homes.	1
We strongly condemn these practices, which constitute a flagrant violation of international conventions and humanitarian laws and norms. We call on the international community, the members of the Quartet and all the actors to intervene immediately and resolutely to compel Israel to put an end to such actions, which pose a serious threat to security and stability in the Middle East region. Violence can only result in violence, which could put the region in a spiral of difficulty.	0
In this context, the Security Council looks forward to the International Summit on the Great Lakes Region, to be held in Luanda on 31 July, to review further the latest developments in the region, including progress in the implementation of the Peace, Security and Cooperation Framework.	0
25. Reiterates its invitation to the Secretary-General to continue to transmit relevant information and analysis on the protection of civilians to the Council, if he considers that such information or analysis may contribute to the resolution of the issues before it, requests him to continue to include, as appropriate, observations on the protection of civilians in armed conflict in his written reports to the Council on matters of which he is seized, and encourages him to continue consultations and to take concrete steps to strengthen the capacities of the United Nations in this regard;	0
206. The States of the subregion are fully aware of the threat posed by the financing of terrorism and are vigilant about the risks associated with it.	1
Various possibilities include a suicide explosion or radio explosion using frequencies different from jamming devices, the use of jamming devices frequencies, a radio explosion using the same jamming devices, a wireless explosion using a satellite-related chandelier, the only telephone company operating in Lebanese territory with satellite links, a wire explosion using TNT cable, or a wire explosion using another type of installed cable, such as a telephone wire as a wire.	1
29. On 25 November 2011, President Koroma inaugurated the National Commission for Youth, which is expected to take the lead in promoting and coordinating youth development within the Ministry of Youth Employment and Sports.	0
159. This set of customary rules governing internal armed conflicts has emerged in the international community and has been supported by various elements.	0
In addition, attacks by Al-Shabaab and its groups in Kenya and Uganda have demonstrated the extent of their operations and recruitment capacity in Somali communities in those countries.	1
The report should also identify the contributions that the Council could make to the effective implementation of existing humanitarian law and should examine whether there were any significant gaps in existing legal norms, by reviewing recent reports on the matter.	0
42. The Mission continued to perform all its operational tasks, including rapid reaction preparedness, force protection duties and knowledge of the situation in the vicinity of its camps.	1
(b) The hostage is a person under 18 years of age;	1
:: Prohibition of attacks on life and persons, in particular murder, amputation, cruel treatment and torture; enforced disappearances; attacks on the dignity of persons; rape, sexual slavery, forced prostitution, forced pregnancy, forced sterilization and any other form of sexual violence.	1
15. Throughout the reporting period, the security situation in Ituri remained tense as the remaining militias continued to commit human rights violations against the local population in areas where MONUC or FARDC were not present.	1
173. The Group was satisfied to note that a number of countries had suspended or suspended the export of military goods and services to C̫te d &apos; Ivoire.	1
A September 2005 study of foreign-born terrorists who worked in the United States found that about two thirds of them had been involved in forgery of entry into or stay in the country, and later accused more than one third of having forged a passport or visa or of providing incorrect data to the immigration officer.	1
He also expressed deep concern at reports of threatening statements and slogans of United Nations and international personnel during recent demonstrations in Abidjan.	0
412. The abduction of persons during the Janjaweed attacks and their detention in camps pledged by the Janjaweed, with the support and complicity of Government military forces, constitute gross violations of human rights and are part of enforced disappearances.	1
I am pleased to report that funding for the establishment of a refugee-led legal library in Raboni is now available (see S/2007/619, para. 41).	0
States should establish the necessary legal measures such as confiscation of funds wherever there is suspicion of money laundering or financing of terrorism.	1
It demands an immediate cessation of violence by armed rebel groups and calls on all parties to return to dialogue within the framework of the Sirte Agreement of 25 October 2007.	1
From 20 October to 10 December 2014, regime helicopters dropped a total of 1,125 barrel bombs, killing 603 civilians, including 129 children and 112 women.	1
However, there is a need for the will of the United States to place Middle East peace in its priorities, going beyond the disregard and absence that has lasted for almost seven years and has exacerbated the situation in the region.	0
This may also lead to enhanced regional cooperation in the area of counter-terrorism.	0
The country is now bearing the brunt of war-generated violations.	1
Unsolved ethnic and border conflicts have resulted in conflicts that undermine efforts to develop a coherent regional approach to combating terrorism.	0
If residents try to leave the besieged eastern Ghouta, the Syrian regime's snipers target them directly, resulting in dozens of civilian deaths every month.	1
One soldier grabbed the baby and threw it away on the side of the road.	1
Further abductions of women were also reported in the area around El Geneina, Western Darfur.	1
The village attacked some 3,000 Janjaweed on the appearance of horses, some of whom were in vehicles.	1
This perception may lead to further radicalization of some Albanian national elements in Kosovo, and may place Kosovo &apos; s minorities at increased risk.	0
However, since this crime was not the act of individuals but of a highly organized group, fraud, corruption and money-laundering are very likely to be a motive for the participation of individuals.	1
For example, in the case of genocide, a person who intends to kill a group of individuals belonging to a protected group with the specific intent of destroying the group (in whole or in part) may be motivated by the desire to take away the property of that group or group of individuals, or by the desire to retaliate against earlier attacks by members of that group, or by the desire to satisfy its superiors who despise the group.	1
The counter-terrorism measures adopted by the international community at the national and regional levels in accordance with the relevant United Nations initiatives will lay a solid foundation for a world order that can meet new challenges and threats under the auspices of the United Nations.	0
Apart from sporadic confrontations between demonstrators and the police, no acts of violence were reported.	1
The Commission &apos; s forensic experts were able to verify that some members of the military were buried in the trenches surrounding the military camp, while all civilians were buried in multiple graves in the town &apos; s cemeteries.	1
95. The establishment of INTERPOL-United Nations Security Council Special Notices has required unusually close cooperation between the two organizations over the past year, as well as agreement between the General Assembly, INTERPOL and the Committee established pursuant to resolution 1267 (1999).	0
120. In October 2002, the President of the Republic requested the cessation of the destruction of neighbourhoods.	1
Welcoming the role played by the African Union in efforts to resolve conflicts on the African continent, and expressing its support for the peace initiatives of the African Union, undertaken through subregional organizations,	0
In this regard, we express our full readiness, in consultation with the United Nations, to contribute to the strengthening of MINUSMA, in particular through the establishment of a rapid reaction force from troop-contributing countries with strong rules of engagement and means, in accordance with the model of the MONUSCO Intervention Brigade, and its deployment in northern Mali to contribute to the fight against armed terrorist and criminal groups and to facilitate the successful completion of stabilization efforts in that part of the country.	0
Moreover, the provision of humanitarian assistance, the restoration of public order, the establishment of functioning public institutions, reconstruction and rehabilitation, and peacebuilding for long-term sustainable development require the involvement of a strong civilian component.	0
39. The resolution of an offence of this magnitude requires strong administrative capacity, clearly defined roles, strong coordination and access to adequate competencies, manpower, equipment and means of assistance.	0
Building the capacity of States to prevent proliferation and to respond to attacks using weapons of mass destruction	0
41. Al-Qaida and its affiliates continue to operate at a generally low cost, particularly when it comes to plans of attack at the international level.	1
The third factor lies in the weak presence of the police, and the fourth is the interference of foreign actors in the situation in Darfur.	1
However, in Port-au-Prince, a marked increase in violence and criminality, including abductions, gave rise to a general sense of serious concern during May and June.	1
The terrorist networks formed in the conflicts that are now taking place can pose a threat for decades to come.	1
3. By its resolution 1267 (1999), the Security Council imposed a limited air embargo and financial embargo to compel the Taliban to desist from providing refuge and training to terrorists, including Osama bin Laden.	1
Those three States have implemented the Programme of Action on Small Arms, but two others have not reported on the status of their implementation of the Programme and neither of them appear to have developed a national programme against arms smuggling.	0
He also provided information on the humanitarian situation in areas controlled by armed groups that remained unstable, particularly in Luhansk territory.	1
27. The mission recalls the Council &apos; s readiness to support the efforts of the transitional authorities to combat impunity in the Democratic Republic of the Congo.	0
Following the consultations, the President of the Council made a statement to the press, in which the members of the Council called on the Ivorian authorities and all parties concerned to put an end to the obstacles to the freedom of movement of the impartial forces and urged all parties to exercise responsibility and restraint so that the next electoral campaign could be conducted in a secure and planned atmosphere.	0
During this attack and the subsequent detention of a forced population stone, many people were severely tortured in order to extract information from them about the rebels, or to punish or intimidate the population.	1
Other daily newspapers, such as Fratirneti Matan and Notre Voix, close to the FPI party, publish the language of a national discourse inciting the all-out war.	1
Despite the recent escalation in the number and gravity of Taliban attacks, its future is uncertain.	1
While the scope for the measures may be limited in the border area between Afghanistan and Pakistan and the non-controlled areas of southern Sahara, they nevertheless address three basic needs of terrorist groups: money, mobility and means of launching attacks.	0
Clearly, this was because the said States rejected his actions.	0
At the 6066th meeting of the Security Council, held on 14 January 2009, in connection with the Council's consideration of the item entitled "Protection of civilians in armed conflict," the President of the Security Council made the following statement on behalf of the Council:	0
The subjective element or criminal intent lies in the knowledge of the accomplice that his or her actions are conducive to the perpetrator of the crime."	1
According to another witness, one day after the assassination, Faisal Rashid insisted that the case had been resolved, that the perpetrator was Mr. Abu Adas as a suicide bomber and that Mr. Abu Adas &apos; body was still at the scene of the crime.	1
172. The Sudan Liberation Movement/Army (SLM/A) and the Justice and Equality Movement (JEM), like all rebels who have reached a certain degree of organization, stability and effective control of the territory, possess international legal personality and are therefore bound by the rules of customary international law relating to internal armed conflicts referred to above.	0
During the Janjaweed attack on the village of Mparasa, Western Darfur, in November 2003, 20 girls were abducted and taken to the Amar camp.	1
In Wadi Hazam, they stole weapons from the police.	1
Police officers stationed at the bridge felt that they had lost control because of the meeting of the two protestors, firing twice in the air and trying to escape.	1
24. The problems of maintaining law and order continue to contribute to the fragile security situation in some parts of Katanga, where the Transitional Government has not been able to establish effective security mechanisms to protect civilians.	1
Acts of torture are prohibited in a number of conventions, in particular article 7 of the International Covenant on Civil and Political Rights, article 2 of the United Nations Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment and article 5 of the African Charter on Human and Peoples' Rights.	0
"The Security Council reiterates its strong condemnation of all violations of applicable international law committed against women and girls in armed conflict and post-conflict situations, including rape and other forms of sexual and gender-based violence, killing and maiming that are contrary to international law.	0
The bill, which will be submitted to Parliament, provides for at least 30 per cent of parliamentary seats to be reserved for women; for one district in each electoral district at the local council level to be reserved for women candidates; and for political parties to allocate "safe" seats to women candidates.	0
In a presidential statement (S/PRST/2004/15) adopted on 14 May, the Council expressed deep concern at reports of incursions into the territory of the Democratic Republic of the Congo by elements of the Rwandan army, reports of increased military activity by FDLR in the eastern part of the Democratic Republic of the Congo and incursions by FDLR into the territory of Rwanda.	1
I urge the Congolese authorities and other stakeholders to take the necessary steps to put an end to these actions, which may undermine the credibility of the elections and increase the risk of violence.	0
The potential logistical support to the electoral process will have significant support implications, particularly in non-conflict-affected areas where the Mission has reduced its presence.	0
Although local cells are known to be engaged in limited criminal activities, such as credit card fraud and drug distribution), and UNODC indicates that mobile groups on the border between Afghanistan, Pakistan, the Islamic Republic of Iran and Uzbekistan collect transit charges from drug carriers, and thus benefit the Taliban), there is as yet no consistent evidence indicating the involvement of major terrorists in drug trafficking or organized crime.	1
"The Council further calls upon all actors to take adequate and necessary measures to ensure respect for the principles of refugee protection and obligations under refugee law, including the civilian and humanitarian character of refugee camps.	0
Collaboration with women &apos; s organizations and national Governments to support post-conflict constitutional, electoral and legislative reform processes; institutional capacity-building of national women &apos; s machineries in post-conflict areas.	0
On 20 February 2008, President Gbagbo signed a decree formally establishing a working group to develop such a framework.	0
The Popular Defence Forces (PDF) are fighting alongside the regular armed forces.	0
(b) The supply, sale or transfer of arms and related materiel to or by Al-Qaida, Usama bin Laden or the Taliban; or (c) recruitment for Al-Qaida, Usama bin Laden or the Taliban;	1
Many were killed and more than 100 injured.	1
The members of the Security Council once again strongly deplored the killing, abduction, rape or torture committed by this organization against all Iraqis and nationals of other States, such as the recruitment and use of children.	1
At the 5052nd meeting of the Security Council, held on 6 October 2004, in connection with the Council's consideration of the items entitled " Justice and the rule of law: the role of the United Nations" and "Post-conflict national reconciliation: the role of the United Nations," the President of the Security Council made the following statement on behalf of the Council:	0
Indeed, the 1540 Committee appears to be in a position to enhance cooperation between these entities and explore funding opportunities.	0
The Council is considering the possibility of using the International Fact-Finding Commission established in accordance with article 90 of Additional Protocol I to the Geneva Conventions.	0
I condemned the terrorist attack on the Indian Embassy in Kabul.	0
5. In 2014, the Security Council extended the partial suspension of the arms embargo for the development of the security forces of the Federal Government of Somalia on two occasions, first in resolution 2142 (2014) for a period of six months and later in resolution 2182 (2014) until 30 October 2015.	1
The purpose of raising this issue seems to be to paint a picture of Serbia &apos; s alleged threat to Kosovo and Metohija.	0
Witnesses described how a young man had been ripped out of his eye. When he lost sight, he was forced to run and then shot dead.	1
It is clear from the above that 317 remains have been brought from Iraqi territory and 232 remains of Kuwaiti prisoners of war have been identified from Iraqi territory (the remaining four prisoners who were identified from the Sabhan cemetery in Kuwait), 43 of them have been returned with their genetic characteristics to the Iraqi authorities, 35 have been merged and 7 have been consumed (as shown in table 7 below). Consequently, no remains of the remains brought from Iraqi territory have been returned to the competent authorities in Kuwait for information and information.	1
