ar_en_TRANSFORMERS	MatCoop
Although it may be impractical to authorize all units to carry out targeted offensive operations to paralyse armed groups, urgent measures are needed to ensure a more effective contribution of the framework brigades to activities in the context of the paralysis of armed groups and the protection of civilians.	0
In September 2005, thanks to intense public and international pressure, three Nepal Army officers were transferred to the Military Court and sentenced to six months &apos; imprisonment for failing to follow proper procedures in disposing of the body of Myina Sonwar.	0
Welcoming the outcome of the Consultative Peace Council meeting held on 6 June 2010, at which 1,600 Afghan delegates, representing a wide cross-section of all Afghan ethnic and religious groups, government officials, religious scholars, tribal leaders, civil society and Afghan refugees residing in Iran and Pakistan discussed an end to insecurity and a plan for lasting peace in the country,	0
Thirty-two bodies believed to be Iraqi military personnel have been found, some of them bearing identity tags, and the remains will be handed over to the Iraqi authorities as soon as the necessary procedures have been completed.	1
According to testimonies, thousands of members of the security forces may have been making movements in those days in Abidjan.	0
Council members called for a peaceful settlement of the conflict in the region and condemned support for armed and terrorist groups in Asia.	0
Urges [national authorities] to take all necessary measures to protect human rights, end impunity, initiate investigations to identify and bring to justice the perpetrators of such acts and take action to protect witnesses in order to ensure due process; and urges them to take steps to alleviate the climate of fear resulting from restrictions on freedom of expression and assembly;	0
To provide further information to the Security Council and potential bilateral partners on security threats in the Vakaga region, I have dispatched a team to conduct a review of the prevailing security environment and to assess the threats, and I will brief the Security Council on the Panel &apos; s main findings.	1
UNODC will organize a national workshop on international cooperation in criminal matters related to terrorism, transnational organized crime and corruption in Namibia in March 2014.	0
40. I also call on the leadership of Hizbullah to cease all efforts to acquire weapons and build paramilitary capabilities outside the authority of the State.	0
23. Joint MONUC/FARDC operations or parallel FARDC operations, including control, cordon and search functions, as well as night and day patrols, improved the security situation in South Kivu, and some 1,000 troops, comprising two FARDC battalions, participated in one of these operations from 6 to 9 September in the area of Kahuzi Bega Park, the location of FDLR.	1
Reports of attacks against women included, but were not limited to, rape.	0
For example, Burkina Faso attaches importance to combating violent extremism and is working to combat attempts to recruit terrorists.	0
3. In the view of the participants, these events, with their seriousness, serve as a reminder of the need and urgency to speed up the process that would lead to inclusive dialogue among the Malian parties, in a manner that would lay the foundations for genuine reconciliation between Malians and for the consolidation of peace, security and stability in the country.	0
74. Within the current Programme of Action, significant progress has been made in raising awareness among parliamentarians through two activities organized in Geneva with the participation of the Inter-Parliamentary Union and in St. Petersburg, Russian Federation, with the participation of parliamentarians from the countries of the Commonwealth of Independent States.	0
He called for special attention to be paid to the large number of elections to be held in the region until 2013, which, although a welcome development, had the potential to create tensions leading to renewed violence and instability.	0
The member States of the European Union are also obliged to criminalize "public incitement" pursuant to the amendments made in 2008 to the Council of the European Union Framework Decision on Combating Terrorism in 2002.	0
To increase awareness of and support for refugee women &apos; s rights and legal options.	0
552. The presentation of the violations described in part I of the present report shows that serious violations of human rights and humanitarian law have been committed on a large scale by Government forces or Government-controlled militias.	0
Some of these Maoist army and Maoist militia recruits are under 18 years of age.	0
In implementation of the plan, the two intend to unite the various militias under their control, equip and train them in Ferrar (Ethiopia) and Wajd (Bakuhl region).	1
Call upon all parties concerned to ensure that issues relating to the protection, rights and well-being of women and girls affected by conflict are specifically included in all peace processes, peace agreements and post-conflict recovery and reconstruction plans and programmes.	0
167. All States of the subregion have enacted immigration and passport laws to regulate immigration security and travel documents and established procedures for the identification of persons prior to the issuance of their identity documents.	1
Record: Investigation order issued by the first investigating judge of the Beirut Military Court No. 23/2005 of 14 February 2005.	1
The Mission and the United Nations country team provide coordinated support to the implementation of the law in all its aspects, including to the Secretary of State for the Promotion of Equality, who heads efforts to develop the implementation plan and to civil society in order to raise awareness of the law.	1
If missions do not fulfil their responsibilities with regard to the protection of civilians, this would be detrimental to other tasks that the mission may have been mandated to do, not to mention the loss of life and suffering that will follow.	0
For the Sahel region, UNODC has developed two practical manuals to assist criminal justice officials in countering terrorist activities.	1
The Security Council reiterates its strong condemnation of these practices and calls upon all parties to armed conflict to ensure the full and effective protection of women, and stresses the need to end impunity for those responsible for gender-based violence against women.	0
197. Most States of the subregion have enacted laws regulating the import and export of arms.	1
The effective functioning of the Court is a prerequisite for reversing the prevailing impunity in Darfur.	1
10. Further requests the Working Group, established in accordance with paragraph 9, to consider the possibility of establishing an international fund to compensate victims of terrorist acts and their families, which could be financed through voluntary contributions, and which may consist in part of assets seized from terrorist organizations, their members and sponsors, and to make recommendations thereon to the Council;	1
I have the honour to refer to Security Council resolution 1606 (2005) of 20 June 2005, in which the Council requested me to initiate negotiations with the Government of Burundi and consultations with all the Burundian parties concerned on how to implement the recommendations contained in the report of the assessment mission (see S/2005/158) to establish a mixed truth commission and a special chamber within the court system in Burundi, and further requested me to report to the Council by 30 September on the details of implementation, including costs, structures and time frame.	0
All States have taken steps to regulate the production, sale and transfer of weapons and explosives, but only four are fully implementing these measures.	1
13. The Executive Directorate will continue to strengthen its role in facilitating technical assistance for the implementation of resolution 1373 (2001) in order to increase the counter-terrorism capacity of Member States and regions by addressing their needs in this field, in close cooperation with the Counter-Terrorism Implementation Task Force and other United Nations bodies and bilateral and multilateral donors, and will continue to adopt a focused and regional approach to this work.	1
The Council stresses the need for individuals who incite or cause the use of violence against civilians in situations of armed conflict, or who otherwise violate international humanitarian and human rights law, to be adequately brought to justice.	0
The Trust Fund also supports other activities relevant to the implementation of the objectives of the Contact Group in addressing piracy in all its aspects.	1
60. Under the overall guidance of the Mission headquarters, the heads of the Mission &apos; s regional offices are responsible for the development and implementation of regional action plans to prevent sexual exploitation and abuse in their respective regions.	1
5. Stresses the importance of good governance and the need to combat corruption, money-laundering and illicit financial flows, in particular through the implementation of the United Nations Convention against Corruption and the comprehensive international standards contained in the 40 Recommendations against Money-Laundering and the Financing of Terrorism and the dissemination, as revised by the Financial Action Task Force, of means to combat them, including the adoption and effective implementation of legislative and regulatory measures, to enable competent domestic authorities to freeze, seize, confiscate and manage assets derived from criminal activities in order to combat illicit financial activities, including the financing of terrorism and money-laundering, and also encourages States in the African region to strengthen their work with similar regional bodies of the Financial Action Task Force, such as the Intergovernmental Action Group against Money Laundering in West Africa, the Eastern and Southern Africa Anti-Money-Laundering Group and the Middle East and North Africa Financial Action Group, in strengthening capacities and cooperation;	1
Building confidence and promoting stability through the consolidation of truth and reconciliation mechanisms	1
67. I renew my call for the immediate and unconditional release of all innocent seafarers held hostage in Somalia, so that they can join their families.	0
The Centre, an independent institute established by the institution-building component, continued its fellowship programme.	1
Several members of the Council stressed that resolution 2118 (2013) had not yet been fully implemented and that the Council should continue to monitor vigilantly efforts to eliminate the chemical weapons programme in the Syrian Arab Republic until that was actually achieved, as well as to end the use of chemical weapons in violation of the provisions of resolution 2118 (2013).	0
452. In article 31 of the National Security Act, the Director-General ordered that a person may be arrested, searched, detained and investigated by the security officer, who has three days to present to the detainee the reasons for his arrest and detention.	0
In order to further de-list inadequate entries, the Team recommends that the Committee, during its triennial review, invite interested States that have proposed names that lack sufficient identifiers to submit a delisting request, with a view to enabling the effective implementation of these measures.	0
First, the establishment of the ad hoc tribunals has prompted national authorities to fight the fight against impunity for these same crimes.	1
UNOCI is also recruiting staff for its Personnel Conduct Unit.	1
In Kosovo, responsibility for the province &apos; s operations was transferred to the Kosovo Police Service (KPS), with the international police playing the oversight role.	1
In the context of the food crisis, as in other cases, UNHCR was able to provide vital information at various levels that allowed for enhanced effectiveness on the ground and helped to enhance coherence among response policies.	1
Despite signs of strengthening internal disciplinary mechanisms in PNTL, progress has been slow in bringing to justice security service personnel responsible for violations through the courts.	1
37. The Mission continued to give high priority to the zero-tolerance policy on sexual exploitation and abuse, including introductory briefings and regular training programmes for all United Nations personnel in the prevention of sexual exploitation and abuse.	1
While there, he also met with representatives of the Ogaden Liberation Front and the Oromo National Liberation Front, some of whom were militia leaders who had arrived from the State concerned at Dosamarib by plane in April 2005.	0
Each ransom encourages increased abductions and creates a vicious circle of encouragement and funding for Al-Qaida and its affiliates.	0
:: In carrying out its mandate, the Committee is assisted by the Counter-Terrorism Committee Executive Directorate, which acts under the policy guidance it receives from the plenary.	1
Palms and wells of water have been destroyed, food-processing vessels destroyed, trees and crops have been burned and cut both in villages and valleys), a major source of water for the rural population.	0
Adequate capacity should be developed in key areas of civilian crisis management, such as police, justice, the rule of law, the preparation of electoral processes, electoral observation, civil protection and public administration.	1
Work also continued on the preparation of an interim legal framework that would define the scope of significant autonomy and lay the basis for the holding of central elections.	1
In the context of the re-codification of substantive criminal law, the Government had proposed that legal entities should be held criminally liable for a number of offences, including terrorism and terrorism-related offences, such as money-laundering and the financing of terrorism.	1
30. At the same time, I fully support the plans of the African Union to take the lead in carrying out an assessment of the Mission in November, with a view to examining the future peacekeeping needs of the region.	0
(b) Prevent the entry into or transit through their territories of such individuals, provided that nothing in this paragraph shall oblige any State to deny entry into or require the departure from its territory of its nationals; and this paragraph shall not apply where entry or transit is necessary for the conduct of judicial proceedings or where the Committee established pursuant to resolution 1267 (1999) ('the Committee') determines, in a case-by-case situation-by-case situation, that entry or transit is justified;	0
- Terrorism in all its forms and manifestations constitutes one of the most serious threats to peace and security;	0
Member States are requested to limit their interventions to five minutes.	0
:: 26 April 2005, the last Syrian forces to leave Lebanon and terminate a 29-year military presence.	1
Let us speak frankly: these reports from the press, human rights groups and civilians on the ground raise serious concerns about the nature and scope of the conflict.	0
190. All States parties to the Convention against the Financing of Terrorism have enacted legislation to combat money-laundering and the financing of terrorism and established financial intelligence units that have become members of the Egmont Group.	1
:: Closer cooperation with other subsidiary bodies of the Council, specifically with the Committees established pursuant to resolutions 1267 (1999) and 1540 (2004) and their experts, including with regard to the exchange of information, visits and assistance as appropriate.	0
Each demobilized combatant will receive a living allowance of approximately US$ 940 of which 25 per cent will be paid at the time of demobilization; 25 per cent will be paid 45 days later; and the rest after 90 days.	1
38. Directs the Committee to identify possible cases of non-compliance with the measures taken under paragraph 1 above and to decide on an appropriate course of action on a case-by-case basis, and requests the Chairman to report on the progress of the Committee &apos; s work on this issue in the periodic reports submitted to the Council pursuant to paragraph 46 below;	1
The Commission concluded that the Minister of the Interior and the Commander-in-Chief had exceeded institutional procedures through the illegal transfer of weapons within the institution;	0
The shooting was heard throughout the night, particularly in the western region of Dili, where F-FDTL is stationed in positions in Rai Koto, Taci Tolu and Bidoko. A rumour ensued that F-FDTL killed 60 people and even mentioned the F-FDTL truck plate number that was said to have been used to transport the bodies, both in coffins and shipping containers, from Taci Tolu to Viqueque province on 1 May 2006.	0
Investment and social integration depend not only on the status of the province but also on the emergence of a stable and predictable Kosovo, where the rule of law is respected.	1
Following the firing of gas bombs and fire by the security forces, the crowds panicked and panicked.	0
In 2009 and 2010, customs authorities in West Africa (Mali, Nigeria and Senegal) seized large quantities of weapons several times.	0
The final outcome should be stable and sustainable, and artificial deadlines should therefore not be established.	0
57. In addition, the International Civil Aviation Organization (ICAO) and the International Maritime Organization (IMO), as well as non-governmental industry associations such as the International Air Transport Association (IATA), have established and regularly updated standards for the conduct of their members and for the transport of dangerous goods, including shipments of ammunition and explosive substances.	1
16. Second, cross-border crime weakens State capabilities, including military and police capabilities.	0
"The Security Council calls upon the authorities of Burundi and the Democratic Republic of the Congo to cooperate effectively in bringing the perpetrators and those responsible to justice without delay.	0
(a) To ensure that customs officers have the practical measures and resources they need to be able to detect and prevent attempts to transport and pay bearers of currency and negotiable instruments and attempts to smuggle arms;	1
Many were killed and more than 100 injured.	0
(d) Take a victim-centred and human rights-based approach to human trafficking, including by giving victims the right to reside in the country and to legal protection and basic services, such as medical treatment, education and employment, as well as other citizens;	0
The Security Council must now seek to reassure the courts that the sanctions regime established pursuant to resolution 1267 (1999) (the 1267 sanctions regime) is impartial and, with the increasing support of Member States, reaffirm the original purpose of this regime, which is to rid the world of the terrorist threat posed by Al-Qaida, the Taliban and their associates on the list.	1
However, it is also clear that the F-FDTL leadership has taken limited steps to verify the threat posed by that attack or to use non-military methods to put an end to the perceived danger; on 25 May, the F-FDTL senior command did not attempt to contact those responsible for the operational command of the national police forces, or to engage the Prime Minister or the President of the Republic in resolving this issue.	0
They informed UNMIK that a draft amnesty law covering political prisoners detained in Serbia would be submitted to the Parliament of the Federal Republic of Yugoslavia as soon as possible.	1
They were all armed and were all pointing their guns at us.	0
The Internet has thus become a valuable tool for terrorists, given the enormous technical and legal difficulties involved in monitoring and controlling its content.	1
79. Four States have effective legal systems in place to ensure mutual legal assistance and extradition, but no State has adequate mechanisms for the rapid and effective exchange of information with its international partners.	1
In very few cases, the rebels were also reported to have committed looting during an attack on a village, particularly in Western Darfur.	0
In some cases, women were reportedly raped in public, and in some incidents, women were also subjected to harsh violence and described as "mom" or "Tora Bora."	0
International and regional organizations: Caribbean Community Secretariat, European Commission, European External Action Service, Organization for Security and Cooperation in Europe, Organization for the Prohibition of Chemical Weapons, Group of Experts of the Security Council Committee established pursuant to resolution 1737 (2006), Office for Disarmament Affairs of the United Nations Secretariat, Committee established pursuant to resolution 1540 (2014), Group of Experts, International Criminal Police Organization and World Customs Organization.	1
Support theme groups in post-conflict contexts, in collaboration with gender advisers to peacekeeping missions and with United Nations country teams, agencies, funds and programmes.	1
Government interlocutors reaffirmed that the paralysis of armed groups remained a key priority, reiterating that operations against ADF were their highest priority, and the Government acknowledged the support provided by MONUC during operations against armed groups and stressed the need for increased joint combat operations.	0
The extent and magnitude of the events related to the conflict in Darfur make it difficult to establish the facts and to gather reliable probative elements in order to identify the suspected perpetrators, which cannot be taken seriously.	0
Reaffirms its unequivocal condemnation of all acts, methods and practices of terrorism as criminal and unjustifiable, regardless of their motivation, and in all their forms and manifestations, wherever and by whomsoever committed,	0
The Council urged the Sudan and South Sudan to fully implement their obligations under the 29 June 2011 Agreement on a Safe Demilitarized Border Zone and the 30 July 2010 Agreement on a Joint Border Verification and Monitoring Mechanism, and urged the two Governments to cooperate fully with each other and to provide full support to UNISFA to enable it to carry out its mandate.	0
The actions of the PNTL were publicly condemned as being oblivious and disrespectful to one of the former leaders of the resistance.	0
Recalling its endorsement of the Agreement signed by the Ivorian political forces in Linas-Marcoussis on 24 January 2003 (S/2003/99) (the Linas-Marcoussis Agreement) and endorsed by the Conference of Heads of State on C̫te d &apos; Ivoire, held in Paris on 25 and 26 January 2003, the Agreement signed in Accra on 30 July 2004 (the Accra III Agreement) and the Agreement signed in Pretoria on 6 April 2005 (the Pretoria Agreement),	0
This is an important aspect, as it greatly increases the level of frustration of the target population, including supporters of opposition parties and local groups or perceived supporters, and their hatred of the police and security forces.	0
59. As part of its ongoing efforts to increase local capacity-building and cost-saving, the Mission proposed the conversion of eight international and four United Nations Volunteer posts to national posts in the 2008/09 financial year. It also recommended the establishment of an Archives Unit, consisting of one international staff member and one national General Service staff member.	1
47. Two of the five States in the subregion have introduced comprehensive legislation covering relevant terrorist offences, while two others have draft counter-terrorism laws either under consideration or awaiting adoption.	1
A comprehensive mandatory training programme for all Mission personnel on expected standards of conduct, including the prevention of sexual exploitation, abuse and harassment, was completed under the auspices of the Conduct and Discipline Unit in December 2007.	1
Requests the Secretary-General to develop effective guidelines and strategies to enhance the capacity of relevant United Nations peacekeeping operations, in accordance with their mandates, to protect civilians, including women and girls, from all forms of sexual violence, and to include regularly in his written reports to the Council on conflict situations his observations and recommendations on the protection of women and girls in this regard;	1
It helps to raise the international community &apos; s awareness of counter-terrorism issues and provides a useful forum for States and organizations to discuss new threats and capacity-building initiatives to address the challenges associated with terrorism.	0
Furthermore, it should be noted that the Commission has collected many material from various influential individuals, institutions, groups or commissions that have played an important role in the conflict in Darfur, including in planning, ordering, authorizing and encouraging attacks.	1
On 6 November 2014, regime forces fired missiles at the Dar'a Azza school in Aleppo, injuring seven people, destroying three classrooms and destroying the entire second floor.	0
Individuals born before 25 May 1988 or recruited after 25 May 2006 had to be demobilized immediately as required by the Comprehensive Peace Agreement.	1
As noted above, it has become clear that counter-terrorism measures are most effective when implemented in the context of a broad strategy that includes attention to factors contributing to extremism, including ensuring that those involved in the recruitment of terrorist groups or incitement to terrorist acts are prevented or discouraged.	1
13. During the reporting period, the Committee received 14 requests for exemption from the embargo on the supply of non-lethal military equipment pursuant to paragraph 3 of resolution 1356 (2001), for exemption from the arms embargo pursuant to paragraph 11 (b) of resolution 1772 (2007) and for notification pursuant to paragraph 6 of resolution 1744 (2007).	0
In its resolution 2154 (2014), adopted on 8 May 2014, the Security Council noted with deep appreciation that Captain Mbaye Diang (Senegal), who had been working in UNAMIR, had saved the lives of hundreds and perhaps thousands of Rwandans, without any weapons and in the face of serious danger, during the 1994 genocide.	0
On 24 November, the Council received a 90-day report from the Chairperson of the Committee established pursuant to resolution 1591 (2005) concerning the Sudan, Ambassador Maria Cristina Perceval (Argentina), who updated the Council on the Committee &apos; s activities during the reporting period, including her engagement with Member States in the region to identify information gaps and report on capacity-building needs to enhance the implementation of the sanctions measures.	0
Al-Qaida terrorism currently consists of three distinct but interrelated groups: one, composed of the old leadership, whose names are well known; the second, of combatants trained in and graduated from the camps in Afghanistan as experienced terrorists; and the third, of a growing new generation of supporters who may never have left their countries of residence but who have embraced the essential elements of the Al-Qaida message.	0
Summary executions targeted the Nande ethnic group and the Pygmies, who were forced to flee into the forest to escape persecution for their alleged cooperation with RCD/ML.	0
UNHCR provided training to relevant officials in Belarus and Ukraine with a view to ensuring the effective and fair implementation of the refugee status determination provisions of the 1951 Convention.	1
(ii) To disarm all armed groups and militias in the eastern Democratic Republic of the Congo by all necessary means;	1
19. Stresses in this regard the importance of Member States &apos; efforts to develop alternative non-violent means of conflict prevention and resolution for affected individuals and communities to reduce the risk of radicalization leading to terrorism, and of developing peaceful alternatives to violent rhetoric by foreign terrorist fighters, and stresses the role that education can play in countering terrorist rhetoric;	1
This traditional discrimination under the Song Boone regime has been further complicated by the widespread application of market policy in the Democratic People &apos; s Republic of Korea, the increasing influence of money, including foreign exchange, and its impact on people &apos; s ability to increase their access to economic, social and cultural rights.	0
Improving this situation requires the enforcement of laws - in particular the law on the elimination of violence against women - that criminalize and punish violence and harmful practices against women and girls.	0
States shall bring to justice, in accordance with international law and in particular on the basis of the principle aut dedere aut judicare, anyone who finances, arranges, supports or commits terrorist acts or provides safe haven to terrorists;	1
8. The Committee shall commence its activities on a date to be determined by the Secretary-General and shall be formally communicated to the Government of Pakistan.	0
We condemn the repeated terrorist rocket attacks on Israeli civilian targets.	0
The report notes that CPN (Maoist) recruited a large number of children before signing the ceasefire agreement and transferring them to cantonments.	0
Security Council resolution 1373 (2001) already imposes obligations on States to take certain measures to suppress terrorism, end recruitment of members of terrorist groups, prevent the movement of terrorists and bring terrorists to justice.	1
A number of regions have also concluded specific agreements to control the export, import and transit of such weapons.	1
The Council reaffirms its determination to continue vigorously to combat impunity and to support accountability in appropriate ways.	0
(o) To cooperate closely with relevant United Nations counter-terrorism bodies in providing information on measures taken by Member States regarding kidnapping and hostage-taking for ransom by Al-Qaida and other individuals, groups, undertakings and entities associated with it, and on related trends and developments in this area;	1
In addition, a mobile team visits remote communities, in particular minority groups, who may not have access to the centres.	0
25. The United Nations Transitional Administration in East Timor (UNTAET) also saw the establishment of several modern State institutions, including the National Parliament, the Council of Ministers, local administration structures, the police service and the defence force.	1
States should adopt a comprehensive approach to refraining from providing safe haven, since several interrelated measures must be taken to ensure effectiveness in this area, including legislation, such as with regard to law enforcement, border control, refugees and the granting of asylum.	1
Decides, in order to assist the Committee in carrying out its mandate, to establish an analytical support and sanctions monitoring team for a period of 18 months, to be based in New York (hereinafter referred to as the "monitoring group"), to operate under the guidance of the Committee and to have the responsibilities contained in the annex to the present resolution;	1
51. I remain firmly committed to the implementation of resolution 1559 (2004) in order to bring peace and stability to the region, at a time of particularly great difficulties and challenges.	1
48. For the sake of effectiveness, it is essential to initiate the freezing of all targeted assets owned by a listed individual or entity as soon as such listing has taken place.	0
Chronic malnutrition in refugee camps was a major health problem, and UNHCR and WFP therefore planned to take corrective measures, including the provision of supplementary food to vulnerable groups.	0
As stated in the report of the Secretary-General on the situation in Abkhazia, Georgia (S/2005/657) of 19 October 2005, since last summer there have been some positive developments in the process of resolving the conflict in the region.	1
Emphasizes that specialized international and regional organizations play an important role in building an understanding of the threat of terrorism and in facilitating international cooperation in the field of counter-terrorism, in particular through the provision of technical and related assistance, as requested.	0
On 11 November, the Council adopted resolution 2183 (2014), by 14 votes to 1, with 1 abstention, and extended the mandate of the multinational stabilization force in Bosnia and Herzegovina (Operation Althea of the European Union Force) for a further 12 months.	1
530. In order to give clarity to any discussion of the perpetrators, two necessary legal instruments must be used: the categories of crimes for which they may be responsible, and the listing of different types of participation in the commission of international crimes under which various persons may be suspected of being responsible.	0
This is an international obligation that States must fulfil to ensure justice for the victims of these reprehensible acts.	0
It appears that the joint forces of MLC and RCD/National were intended from that operation to go from one town to another to destroy everything they could put their hands on.	0
"The Security Council remains deeply concerned about the threats of terrorism and the possibility for non-State actors to acquire, develop, traffic in or use weapons of mass destruction and their means of delivery.	0
Urges appropriate regional and subregional bodies to consider, in particular, the development and implementation of public information policies, activities and campaigns for women and girls affected by sexual violence in armed conflict.	0
I have the honour to transmit herewith the eleventh report of the Analytical Support and Sanctions Monitoring Team established pursuant to Security Council resolution 1526 (2004) and extended pursuant to resolution 1904 (2009).	1
At the end of the reporting period, AMISOM consisted of a protection force of 4,100 troops, 634 military observers and 862 police officers, as well as international civil servants.	1
Expressing its determination to facilitate the implementation of the counter-terrorism obligation under the relevant Security Council resolutions,	0
Recognizing the valuable contribution of the Special Representative of the Secretary-General for Children and Armed Conflict and the Security Council Working Group on Children and Armed Conflict, including its conclusions and recommendations in line with resolution 1612 (2005), and recalling resolution 1882 (2009) aimed at strengthening the protection of children in situations of armed conflict,	0
Another bomber failed to detonate her bomb and was arrested a few days later.	0
For example, the Commission found that the term Janjaweed was used, on numerous occasions, by victims and members of the Authority, to describe certain men who were said to have led attacks on villages where civilians had been killed and rapes committed.	0
In crisis and post-conflict areas, solutions to the excessive proliferation of small arms - together with essential arms control and control measures - need to focus on alternative and sustainable livelihoods, taking into account gender and age.	1
The conversation lasted 5 to 10 minutes, during which firing continued.	0
As the militias of these groups maintain close links in the region, I expect the Government of the Syrian Arab Republic to engage constructively in this process.	1
UNMIS is also working to establish new support bases for the referendum to provide district-level support in Southern Sudan.	1
We also agreed that the parties should re-establish a genuine dialogue that was needed and should proceed, without delay, to the dismantling of militias and the disarmament, demobilization and reintegration of combatants, and to the holding of free, fair and credible elections.	0
Requests the Secretary-General to entrust the Monitoring Group established pursuant to paragraph 4 (a) of resolution 1363 (2001), whose mandate expires on 19 January 2002, to monitor the implementation of the measures referred to in paragraph 2 of the present resolution for a period of 12 months;	1
Cross-border mineral and diamond trafficking has been at the heart of regional conflict dynamics in both West Africa and the Great Lakes region for many years.	0
"In the context of the expiration of the mandate of MINURCAT on 31 December 2010, the Security Council commends the contribution of MINURCAT to the security provided, without prejudice to the primary responsibility of the Government of Chad, to refugees, internally displaced persons and humanitarian workers in eastern Chad, and its efforts to strengthen the capacity of the Chadian Integrated Security Detachment.	0
Consequently, transactions involving suspected financing of terrorist acts will be subject to the same reporting and arrest system as transactions suspected of being linked to money-laundering.	1
:: Increased cooperation and coordination with the Counter-Terrorism Committee and its Executive Directorate, with the Committee established pursuant to resolution 1540 (2004) and with all international agencies or organizations that have accumulated expertise and expertise in the field of counter-terrorism.	1
4. Al-Qaida-affiliated groups are often established independently, noting generational, geographical, ethnic, structural and operational changes.	0
424. Even before the current crisis, the trend of the Janjaweed &apos; superiority over the police began, and this can be inferred from the information provided by the Government itself.	0
Voluntary and dignified safe return and reintegration calls upon all parties concerned to ensure that, in all peace processes, peace agreements and planning for recovery from conflict and reconstruction, they take into account the special needs of women and children and include specific measures for the protection of civilians, including... (iii) creating conditions conducive to the voluntary, sustainable, safe and dignified return of refugees and internally displaced persons.	1
The Government has repeatedly stated that it has instructed military commanders not to bomb.	1
I commend the introduction to the annual report for 2007-2008 prepared by the delegation of Viet Nam for providing a summary and substantive analysis of the Council &apos; s activities in all regions and on issues ranging from the proliferation of weapons of mass destruction to the role of regional and subregional organizations in contributing to the maintenance of international peace and security.	1
KFOR and UNMIK police cooperated in managing security for key public events, addressing political violence and providing special security services to threatened minority communities.	1
In other areas, however, progress has fallen short of expectations and many challenges remain.	0
During the discussions, in the light of the change of leadership on both sides over the past two years, the parties agreed on the need to reaffirm their commitment not to resume hostilities and to return internally displaced persons and refugees in safety and dignity, in the first phase to the Gali region within its old borders, as emphasized in the Yalta Declaration on the Georgian and Abkhaz sides (see S/2001/242, annex, and S/2001/401, para. 6).	0
The Council also expresses its concern at continued reports of LRA attacks in the Central African Republic, in areas extending west to Bangui, as well as in the Democratic Republic of the Congo.	0
They see Kosovo Serbs as instruments in the hands of the Belgrade authorities and thus as part of the threat that continues to threaten their future.	0
The exclusion of other forms of sexual abuse from the scope of the investigation has left a large number of allegations unattended.	1
In a presidential statement (S/PRST/2004/15) adopted on 14 May, the Council expressed deep concern at reports of incursions into the territory of the Democratic Republic of the Congo by elements of the Rwandan army, reports of increased military activity by FDLR in the eastern part of the Democratic Republic of the Congo and incursions by FDLR into the territory of Rwanda.	0
12. Demands that all parties cooperate fully with the operations of MONUC and ensure the immediate and unhindered security and access of United Nations and associated personnel in the discharge of their mandate throughout the territory of the Democratic Republic of the Congo, demands in particular that all parties provide MONUC military observers with full access to all destinations, including all ports, airports, airfields, military bases and border crossings, and, in addition, that MONUC human rights monitors be granted access to prisons and integration centres, and requests the Secretary-General to report without delay any failure to comply with these demands;	0
Proposal of an approach to gender-sensitive conflict analysis framework, including in the development of conflict-related indicators and variables	0
295. In addition, given the politically motivated nature of the systematic and widespread killing of civilians, such acts may very well constitute the crime of persecution, which is a crime against humanity.	0
It also continued to participate in the working groups on crime prevention and assisted in the establishment of the Association of Women Police in the region, and UNOMIG handed over equipment to the Zugdidi law enforcement agencies and donated it to the Government of Switzerland, saving a similar amount of equipment for the Gali law enforcement agencies.	1
The Council intends to intensify its efforts to combat impunity and to support accountability for serious crimes against women and girls by providing appropriate means, and draws attention to the full range of justice and reconciliation mechanisms to be considered, including national, international and mixed criminal tribunals, truth and reconciliation commissions to be considered, including national and international criminal courts, mixed tribunals and truth and reconciliation commissions, as well as national victim compensation programmes, institutional reforms and traditional dispute resolution mechanisms.	1
The Executive Directorate will assist the Committee in initiating a discussion to explore the needs of States for technical assistance in the implementation of resolution 1624 (2005) and to facilitate the provision of such assistance, as appropriate.	1
50. Recalls its decision that, when a request for delisting is made by the designating State, the requirement for States to take the measures set out in paragraph 1 of this resolution in respect of the individual, group, undertaking or entity under consideration shall cease to exist after sixty days, unless the Committee decides by consensus before the end of that 60-day period that such measures shall remain in force in respect of the individual, group, entity or institution; in the event that a consensus is not reached, the Chairman shall, at the request of a member of the Committee, submit the question of whether to remove the individual, group, undertaking or entity from the list to the Security Council for a decision within sixty-day period; and further, in the event of such a request, that the request for States to take the measures set forth in paragraph 1 of this resolution shall remain valid during that period in respect of the individual, group, undertaking or entity until the Security Council decides on the matter;	1
The Council can play an important role in ensuring that reparation programmes are established to meet the needs of victims.	1
The first programme element is the establishment of transnational crime units in C̫te d &apos; Ivoire, Guinea, Guinea-Bissau, Liberia and Sierra Leone.	1
The programme collects information at the national level on all persons arrested or suspected of involvement in low-level crimes such as forgery of bank/credit cards or travel documents.	1
Mandate the establishment and local adaptation of appropriate truth and reconciliation mechanisms (e.g. technical assistance, funding and reintegration of civilians into local communities).	1
All but one State has legislation regulating the activities of national non-profit organizations, but only one has developed and effectively implemented legal provisions to prevent the financing of terrorism through the above-mentioned organizations.	1
Other documentary material had also to be collected and analysed to identify issues that contributed to the crisis; the Commission would subsequently verify the information contained therein and the reports, and would investigate further facts by interviewing witnesses, officials and other persons in positions of authority, as well as persons detained in police custody or in prison, and by visiting places where crimes were alleged to have been committed or other events.	1
