es_en_TRANSOFMERS	VerCoop
The Executive Directorate will strengthen its collaboration with international, regional and subregional organizations around the world to assist them in preparing or implementing counter-terrorism action plans and involve them more directly in addressing the capacity-building needs of States identified by the Committee through preliminary implementation assessments and country visits.	1
:: Prohibition of slavery and slave trade in all its forms and forced labour without pay or abuse.	0
The first was a white van carrying three men in uniform and armed with M16 rifles. The second was a red truck carrying between 15 and 20 armed men, some of them in uniform and others in civilian clothes.	0
A third speaker indicated that, in the absence of a spirit of collaboration between the permanent and elected members, the Council would be constantly unable to move forward, as resolutions had to be adopted by nine votes.	1
Stressing that improved dialogue and broader understanding among civilizations, in an attempt to prevent indiscriminate attacks on different religions and cultures, and addressing unresolved regional conflicts and the full range of global challenges, including development challenges, will contribute to international cooperation that is, in turn, necessary to sustain the broadest possible fight against terrorism,	1
Takes note of the development of the human rights due diligence policy, encourages the [Mission] to implement it fully, and requests the Secretary-General to include in his reports to the General Assembly progress made in the implementation of that policy;	1
The Council could play an important role in ensuring the establishment of reparations programmes to meet the needs of victims;	0
The outcome of this dialogue would strengthen the climate of stability.	1
Recognizing that development, security and human rights are mutually reinforcing and vital to an effective and integrated approach to counter-terrorism, and stressing that ensuring sustainable peace and stability should be one of the particular goals of counter-terrorism strategies,	1
Urges the [affected State] to facilitate international relief for the humanitarian disaster by suspending all restrictions that may impede the provision of humanitarian assistance and access to affected populations.	0
" However, the Security Council strongly condemns the continued recruitment and use of children in armed conflict, in violation of applicable international law, the killing and maiming of children, rape and other forms of sexual violence, abductions, denial of humanitarian access to children and attacks on schools and hospitals by parties to armed conflict.	0
âThe Security Council condemns all acts of violence and other forms of intimidation deliberately directed against humanitarian personnel, as well as attacks against peacekeepers.	1
Noting with concern the continuing threat to international peace and security posed by Al-Qaida and other individuals, groups, undertakings and entities associated with it, reaffirming its determination to address all aspects of that threat, and taking into consideration the deliberations of the 1267 Committee on the recommendation of the 1267 Monitoring Team contained in its eleventh report to the 1267 Committee that Member States treat the Taliban and Al-Qaida individuals and entities and their affiliates in a different manner,	1
Four States have duly criminalized the financing of terrorism, while three have not yet done so.	0
I call upon UNOWA, UNOCA, ECOWAS, ECCAS and the Lake Chad Basin Commission to continue to strengthen cooperation to address cross-border security threats.	1
However, there is a long way to go to achieve effective and sustained change in outcomes and results on the ground.	1
As requested by the Security Council in its resolution 1787 (2007), the Executive Director shall, within 60 days of the adoption of that resolution and in consultation with the Committee, recommend changes to the organizational plan of the Executive Directorate referred to in paragraph 4 of Council resolution 1535 (2004).	1
Recognizing the need for civilian and military leaders, in accordance with the principle of command responsibility, to demonstrate the commitment and political will to prevent sexual violence and to combat impunity to impose accountability, and that inaction can convey the message that sexual violence is tolerated in conflict.	0
The Government of Iraq fulfils its obligations under United Nations Security Council resolutions and pursues a policy of peaceful coexistence with its neighbours leading to the security and stability of the region. The Government of Iraq hopes that the United Nations Security Council will recognize that there has been a significant positive development in the country; that the situation in Iraq is fundamentally different from that prevailing when the United Nations Security Council adopted resolution 661 (1990); and that the time has come for Iraq to regain its legal status and international position prior to the adoption of that resolution by the Security Council and the imposition of consequent sanctions under Chapter VII of the Charter of the United Nations.	1
In order to ensure accountability for crimes committed during recent events, it is imperative that investigations, indictments and trials be conducted impartially and without any political interference, and that this has indeed been done.	0
Also, despite the fact that victims often expressed their lack of confidence in the Government's ability and willingness to ensure their protection, they often said that the police had been an exception to that trend.	0
It is important to recall, however, that apart from these confidence-building measures, the Government of CÃ´te d'Ivoire remains responsible for the security and protection of its citizens, and the Minister of Territorial Administration, Mr. Issa Diakite, was attacked in Abidjan on 6 September by a group of Young Patriots.	0
In view of this situation, the Team has launched several initiatives to fulfil its mandate to monitor the travel ban and propose recommendations for its improvement, including: increased interaction with Member States and major international organizations; an investigation into the use of false travel documents by terrorists and ways to improve national and international systems; regular discussions with Interpol on ways to improve its coordination with the United Nations; an analysis of the increasing trend towards visa-free areas and freedom of movement and their interaction with United Nations sanctions; and the relationship between refugee and asylum practices and United Nations counter-terrorism efforts.	0
At the same time, despite the promises of the democratic transition process, it should not be forgotten that this is a highly responsible stage in the history of the Middle East, which requires maximum vigilance and hard work in order to rule out miscalculation and unpredictability of the future of the region.	0
Collection of extrabudgetary resources for the establishment of a gender adviser post at Headquarters.	0
- Call for strict compliance by parties to an armed conflict with the applicable rules of international humanitarian law and human rights in relation to the protection of women and girls affected by an armed conflict.	1
(d) The armed confrontation between F-FDTL soldiers and PNTL officers at the PNTL headquarters on 25 May, resulting in numerous injuries and the death of an F-FDTL soldier, Bure.	0
In particular, I urge the Abkhaz side to fulfil its previous commitments and to allow the opening of an auxiliary human rights office in Gali, to allow the teaching in the mother tongue of local Georgian youth, and to accept the deployment of UNOMIG police officers in the Gali district.	1
The town of Kulbus could be considered a military target, given the presence of the military camp.	0
Security incidents related to the movement of UNMIS in Southern Sudan continued during the reporting period.	0
âThe Security Council notes that this year marks the fifteenth anniversary of its progressive consideration of the protection of civilians in armed conflict as a thematic issue, and recognizes the continuing need for the Council and Member States to continue to strengthen the protection of civilians in armed conflict.	1
While the threat of illegal militias in the west will remain low, compared to most of Afghanistan, these forces will continue to pose the second major risk to regional security, following drug and crime threats.	0
(a) The Maoist army recruited a considerable number of children just before the signing of the Comprehensive Peace Agreement.	0
Over the past year, many international leaders -- including heads of State, representatives of the United Nations and a majority of the members of the Security Council -- have made a clear statement against the dispatch of such flotillas to Gaza, and have stressed the need for humanitarian supplies to be sent to that area exclusively through established channels.	1
Despite abundant evidence to this end, the United States Government has never at any time shown the intention to prosecute Posada Carriles for his terrorist actions.	0
Member States submitted information during the review leading to a total of 465 proposed amendments to the List (and changes to 217 narrative summaries of reasons for listing).	1
1. Deplores and condemns in the strongest terms the terrorist acts of ISIL and its violent extremist ideology, as well as its ongoing, flagrant, systematic and widespread abuses of human rights and violations of international humanitarian law;	0
Two States have special criminal procedures, such as pre-trial detention and âspecial powersâ to apply certain investigative techniques.	0
While the United Nations Assistance Mission in Afghanistan and the Independent Electoral Commission had so far relied on civilian observers to defuse the tension of conflict, such a mechanism might not be sufficient to address the most serious threats.	0
Recognizing the need to enhance coordination of efforts at the national, regional, subregional and international levels, as appropriate, in order to strengthen the global response to the serious challenge and threat to international peace and security posed by the proliferation of weapons of mass destruction and their means of delivery,	1
At the 5052nd meeting of the Security Council, held on 6 October 2004, in connection with the Council's consideration of the items entitled âJustice and the rule of law: the role of the United Nationsâ and âPost-conflict national reconciliation: the role of the United Nationsâ, the President of the Security Council made the following statement on behalf of the Council:	1
(b) To encourage States in the subregion to take advantage of the capacity of law enforcement and other forms of training to improve the implementation of counter-terrorism laws,	1
The Council recognizes that development and security are mutually reinforcing and vital to an effective and comprehensive approach to counter-terrorism.	1
6. Further confirms that the provisions of paragraph 1 (a) shall also apply to the payment of ransoms to listed individuals, groups, undertakings or entities;	0
In the central regions, unresolved conflicts also continue to affect livelihoods and delay recovery.	0
4. Following the adoption of resolution 1595 (2005), intensive consultations were held on the establishment of the Commission, its members and the logistical support to be provided to it, and a small advance team led by Commissioner Detlev Mehlis arrived in Beirut on 26 May 2005.	1
An eighth formed police unit from Nigeria is scheduled to be deployed in October.	0
Major changes occurred during the period of operation of the United Nations Transitional Administration in East Timor (UNTAET).	0
My recent visit to the Sahel region has strengthened my conviction in the importance of considering peace, security, development and human rights in an interconnected manner.	1
Then they set fire to the remaining buildings.	0
7. Urges all States to act strictly in accordance with the provisions of this resolution, irrespective of the existence of rights conferred or obligations imposed under an international agreement or a signed contract, or of any licence or permit granted prior to the date of the entry into force of the measures provided for in paragraph 4 above;	1
The two leaders laid the foundations for continued dialogue between Lebanon and the Palestinians, which I believe is an important step towards definitively overcoming a difficult past and reaffirming Lebanon's sovereignty and political independence.	1
Determined to facilitate from now on an effective response to global threats in the field of non-proliferation,	1
The Russian Federation once again calls upon the Israeli and Palestinian parties to exercise restraint and a high level of responsibility and to deny unilateralism.	0
Conduct of the investigation ordered by the first investigating judge of the Beirut military court into the investigations and anything that might shed light on the investigation into the explosion that caused the death of former Prime Minister Hariri and others.	0
The Catholic Church and civil society organizations expressed concern that such commutations could contribute to a perception of impunity, although the President explained that commutations had been decided in consultation with the Government, members of Parliament and families of victims and perpetrators, among others, and in accordance with the Constitution and applicable laws.	0
Terrorism undoubtedly represents one of the most serious threats to international peace and security and remains a major concern not only for African States but for the international community as a whole.	0
Recognizing the importance of transitional justice in promoting lasting reconciliation among all the people of Burundi, and welcoming the progress made in the preparations for national consultations on the establishment of transitional justice mechanisms, including the establishment of a technical follow-up committee and a forum of representatives of civil society,	1
It is unlikely that their retention on the List will influence the level of care provided to them by State authorities, but because they have shown no change in their support to Al-Qaida or the Taliban orally and in writing, which is not a criterion for listing, States have recommended that such individuals remain on the List and the Committee has accepted it.	1
On behalf of the Security Council Committee established pursuant to resolution 751 (1992) concerning Somalia, and in accordance with paragraph 3 (i) of Security Council resolution 1587 (2005), I have the honour to transmit herewith the report of the Monitoring Group on Somalia (see enclosure).	1
The obligation of the Sudan to compensate all crimes committed in Darfur by its agents and officials or de facto bodies should be considered in the light of this international legal norm.	0
The Commission has decided not to make the names of such persons public and that decision has three basic reasons: (a) the importance of due process principles and respect for the rights of suspects; (b) the fact that the Commission has neither investigative nor judicial powers; and (c) the essential need to protect witnesses from the possibility of harassment or intimidation.	1
Despite the decision taken by the National Dialogue in 2006 and confirmed at its subsequent sessions, there has been no progress in dismantling the Damascus-based FPLP-CG or Fatah al-Intifada military bases in Lebanon.	1
On Saturday, 27 December 2003, in the town of Domai Tamait in Southern Darfur: âWe were attacked early in the morning, around 5.30 p.m., which is the time of morning prayer. [The witness shows a gunshot wound to his leg.] The attackers were on horseback and on camels and some were in uniform.	0
According to article 31 of the National Security Act, when the Director-General issues an order, security officers may make arrests, searches, arrests and investigations; the officer has three days to inform the detainee of the reasons for his arrest and detention.	0
Its terrorist practices cover a wide range of activities: bombings, including suicide attacks; hostage-taking resulting in death; the manufacture of explosives; terrorist intelligence operations; terrorist training; document forgery; and the provision of various types of financial or material support, including the financing and administration of a web site used to publish statements and images related to Al-Qaida.	0
The Group of Experts recommended, inter alia, the establishment of an independent international mechanism with parallel functions to monitor the national accountability process and conduct independent investigations.	1
36. Encourages all Member States, in particular designating States and States of residence or nationality, to submit to the Committee additional information, together with supporting documents, to identify listed individuals, groups, undertakings and entities, and other information, such as up-to-date data on the functioning of listed entities, groups and enterprises, the displacement, imprisonment or death of listed individuals and other major events, as such information becomes available;	1
It also obliges both parties to the immediate release and reintegration of children associated with the armed forces.	0
(b) Encourage States to adopt practical measures and national strategies to suppress recruitment by terrorist groups, with due respect for international human rights obligations;	1
Regarding the deployment of UNMISS, he noted that the force was making every effort to expand its presence off the ground, pending completion of the additional deployment.	0
- To urge relevant regional and/or subregional bodies to develop and implement policies and to carry out advocacy and activities for the benefit of children affected by armed conflict.	1
The National Commission for Youth was launched by President Koroma on 25 November 2011. It is expected to lead the promotion and harmonization of youth development within the framework of the Ministry of Youth Employment and Sports.	1
This dual method (using the restrictions applicable throughout the Schengen area to exclude listed persons from outside the area, while maintaining national restrictions to limit the movement of listed aliens within the area) may serve as a model for other States in established or developing regions where borders have been removed or visa-free.	1
The Government of Jordan stresses the need for the Government of Israel to stop immediately and completely the acts of violence and destruction it is carrying out in the Gaza Strip, as well as throughout the Occupied Palestinian Territory; to put an end to its policy of deliberate destruction of Palestinian infrastructure and housing; and to cease immediately its extrajudicial killings and the imposition of collective punishments and other practices against the Palestinian people.	0
With regard to the role of the Security Council in reparations, it was noted that on several occasions the Council was encouraged to take action on this aspect of accountability, for example, in addition to recommending the referral of the situation to the International Criminal Court, the International Commission of Inquiry for Darfur also recommended that the Council establish an international compensation commission, a proposal that received little attention and was not followed by the Council.	1
The Committee reaffirms its responsibility to include the implementation of Council resolution 1624 (2005) in its dialogue with Member States and to contribute to capacity-building in this regard, including by disseminating best legal practices and promoting the exchange of information.	1
However, when crimes are committed systematically and on a large scale, as part of a pattern of criminal conduct, the responsibility of the superior is more serious.	0
It was important to determine individual criminal responsibility for international crimes, whether committed under or outside the authority of the State, in addition to State responsibility, and that determination was a critical element of the enforceability of rights and protection against their violation.	0
Expresses deep concern at the increase in localized conflicts, the increase in crime and violence and its impact on the civilian population, in particular the large increase in tribal clashes, and calls upon all parties to urgently put an end to such clashes and to seek reconciliation and dialogue...	0
5. Decides that Member States shall, in accordance with international human rights law, international refugee law and international humanitarian law, prevent and suppress the recruitment, organization, transport or equipping of persons travelling to a State other than their States of residence or nationality to commit, plan, prepare for or participate in terrorist acts, or to provide or receive training for terrorist purposes, and the financing of their travel and activities;	1
The three entities also launched a four-year programme of effective investigation and prosecution of terrorist acts, respecting human rights and the rule of law in the Maghreb.	0
The police force must be trained in a politically impartial environment, and that seems to be the case.	0
The two sides underlined the importance of undertaking this new phase in collaboration with regional and international partners, who were invited to support and support initiatives undertaken in line with the objectives set by the international community to preserve the territorial integrity and sovereignty of Mali and strengthen its national unity.	1
The interlocutors of the opposition parties and civil society throughout the country urged the international community to prevent the amendment of the Constitution; international partners noted that the peaceful transfer of power was essential for the future peace and stability of the country.	1
Official peace negotiations between the Government of Mali and the armed groups began in Algiers on 14 July, with the facilitation of an international mediation team, composed of the United Nations, regional organizations and neighbouring countries, led by Algeria, aimed at maintaining the ceasefire and seeking a political solution to the conflict while safeguarding the territorial integrity of Mali. On 24 July, the Government of Mali and the armed groups signed a preliminary agreement setting out a road map for further negotiations.	1
Underlining the importance of developing the capacity of the Government Security Forces... and, in this regard, reaffirming the importance of re-establishing [national] security forces and training, equipping and retaining them, which is vital for the long-term stability and security of [the affected country], expressing its support for [international] and other capacity-building programmes, and emphasizing the importance of enhanced coordinated, timely and sustained support from the international community,	1
Urges the [Mission] to strengthen its conflict management capacity by completing as soon as possible its integrated strategy to support local tribal conflict resolution mechanisms in order to protect civilians to the fullest extent possible; welcomes the development of a comprehensive strategy on the protection of civilians and encourages the [Mission] to continue and complete its work on the strategy in a timely manner; and urges the [Mission] once again to proactively deploy patrols to areas at high risk of localized conflict, in accordance with its mandate and current resources.	1
âThe Security Council underlines that stability and security remain central to the political and economic reconstruction efforts of the Transitional Government and the international community.	1
Three States have established effective legal frameworks to ensure mutual legal assistance and extradition, as well as appropriate mechanisms for the timely and effective exchange of information with international counterparts.	0
During the informal consultations held on 5 May, the Committee met with the Panel of Experts established shortly before.	1
However, the Monitoring Group notes that the lack of a central Government established in Somalia and the threat of widespread hostilities currently looming over the country have taken a long time, if any serious capacity-building activity at the national level has so far not been overlooked.	0
During the discussion, the parties agreed that, taking into account the changes in the leadership of both sides over the past two years, it was necessary to reaffirm their commitment not to resume hostilities and to ensure the safe and dignified return of refugees and internally displaced persons to the Gali district in the former borders, as affirmed in the Yalta Declaration of the Georgian and Abkhaz sides (see S/2001/242, annex, and S/2001/401, para. 6).	1
Calling upon States to work together, with a sense of urgency, to prevent and suppress acts of terrorism, in particular by enhancing their cooperation and fully complying with the relevant international conventions against terrorism,	1
Another noted that it was preparing for the establishment of a national human rights institution.	1
10. Encourages all Member States to submit to the Committee established pursuant to paragraph 30 below (âthe Committeeâ), for listing, the names of individuals, groups, undertakings and entities participating, by any means, in the financing or support of the acts or activities described in paragraph 3 above;	1
A battalion and equipment would be required for a headquarters to ensure security at Kalemie airport; to create a secure environment for the development of the electoral process; to monitor the arms embargo at the airport and ports of Tanganyika-Moba Lake; to deter armed elements in South Kivu from any movement to Katanga; to monitor the Mayi-Mayi in North and Central Katanga and encourage them to join the brassage or disarmament, demobilization and reintegration process; and to provide extraction capacity for MONUC and other United Nations personnel in North Katanga and Kasais.	0
The Committee also welcomes the work of the Executive Directorate to continue to cooperate closely with the experts of the Security Council Committees established pursuant to resolution 1540 (2004) and resolutions 1267 (1999) and 1989 (2011), in particular through the regular exchange of information and mission reports and the preparation of joint documents and statements by Committee Chairs to the Council.	0
According to official Jordanian sources, the explosive vests were manufactured by Al-Qaida in Iraq, using explosives and grenades from former Iraqi army warehouses and smuggled to Jordan.	0
Following the implementation of the Stabilization and Reconstruction Plan for Areas emerging from Armed Conflict in the eastern Democratic Republic of the Congo, the United Nations adopted the International Security and Stabilization Support Strategy in 2008. This strategy provides a framework for the implementation of stabilization projects in the eastern Democratic Republic of the Congo.	0
This invitation, and the cooperation that the Special Rapporteur received during his visit, reflect the commitment of the Government of Burkina Faso to ensure that its counter-terrorism activities conform to international human rights law and standards.	1
The Commission received reliable information that these persons had been tortured and subjected to cruel, inhuman and degrading treatment.	0
2. Reiterates that the primary responsibility for the successful implementation of the Peace Agreement rests with the authorities of Bosnia and Herzegovina themselves and that the readiness of the international community and major donors to shoulder the political, military and economic burdens of the implementation of the Agreement and of reconstruction is contingent upon the compliance of all authorities in Bosnia and Herzegovina with the Peace Agreement and their active participation in its implementation and in the reconstruction of civil society, in particular by cooperating fully with the International Criminal Tribunal for the Former Yugoslavia, in the consolidation of joint institutions and in support of the return of refugees and displaced persons;	1
The Council calls upon combatants who continue to integrate LRA to leave the ranks of the group and participate in the disarmament, demobilization, reintegration, repatriation and resettlement process.	1
- Emphasize the importance of disarming, demobilizing and permanently reintegrating ex-combatants from national and foreign armed groups and of assisting victims in conflict-affected communities.	1
All these measures have undoubtedly been useful in raising awareness, developing common concepts and combating the risk and threat of incitement.	1
It is recommended that the United Nations be more committed to addressing the root causes of conflict, for example by supporting natural resource management initiatives and conflict prevention and resolution mechanisms.	1
This is the seventh report of the Analytical Support and Sanctions Monitoring Team since its establishment in March 2004; it includes well-known topics and a few entirely new ones.	1
He announced that the Secretary-General had received from East Timor an application for admission to membership in the United Nations, and looked forward to its consideration by the Council.	1
One PNTL officer was killed and two others injured.	0
Accordingly, the Committee decided to retain on the List, pending the availability of the necessary documentation, the names of 45 individuals whose death is already on the List or has been notified to the Committee by at least one Member State.	0
In recent situations, such as that of CÃ´te d'Ivoire and Libya, the Council has welcomed the commissions of inquiry established by the Human Rights Council, which has demonstrated how closely linked the concrete actions to strengthen peace and security and the protection of human rights are.	1
23. Requests the Committee to submit to the Committee a list of States that, as at 31 March 2004, have not submitted the reports provided for in paragraph 6 of resolution 1455 (2003), including an analytical summary of the reasons for non-compliance by States;	1
In that context, we remain concerned about the most vulnerable citizens of Timor-Leste: the poor and displaced.	0
Several States in the African region stressed their determination to ensure that measures were taken to protect the population from terrorist acts within the framework of legislation and in accordance with their obligations under international law.	1
Calls upon all States to take urgent measures to fully implement resolution 1373 (2001) and to assist each other in this task, and emphasizes the obligation of States to refuse financial assistance and all other forms of support and shelter for terrorists and those who support terrorism,	0
The Government of Mali immediately imposed quarantine at the clinic and MINUSMA formed police units assisted the Malian authorities in providing security around the clinic.	0
In a widely disseminated comment addressed to the inhabitants of Kulbus, a people that the rebels had failed to capture in December 2003, the President said: "Our priority from now on is to eliminate the rebellion, and our goal is any element that is outside the law... We will use the army, the police, the mujahideen and the horsemen to crush the rebellion." The Minister of Justice told the special delegation of the European Parliament's Development and Cooperation Committee during his visit in February 2004: "The Government has established a kind of relationship with the Janjaweed.	0
In July 2007, the Government submitted a draft law on the establishment of a Truth and Reconciliation Commission and consultations are currently under way with various stakeholders.	1
This would not affect the Commission's conclusion that the Government of the Sudan has not implemented a policy of genocide in Darfur.	1
The Mission continued to raise staff awareness of relevant United Nations rules and regulations on the prevention of sexual exploitation and abuse.	1
As the peace talks in Algiers, facilitated by the Algerian-led mediation team, continue, I call on all parties to negotiate in good faith to reach a comprehensive, viable and sustainable peace agreement that will address the root causes of the conflict.	1
After the attack, the entire population of the area went to Kailek.	0
Within this framework, the Heads of State and Government agree that there is a need to revise existing legal texts, in particular the ECOWAS Protocol on the Mechanism for Conflict Prevention and Resolution, Peacekeeping and Regional Security and the Additional Protocol on Democracy and Good Governance, in order to reflect best practices with regard to presidential mandates.	1
For example, the difficulty of border monitoring in the Sahel and Sahara region has enabled the Al-Qaida Organization in the Islamic Maghreb* and its partners to move freely, raise funds through smuggling, buy arms and explosives and train new recruits in relative safety.	0
The Committee wishes to express its appreciation to the Monitoring Team for the high quality of its report and the recommendations contained therein, as well as for the high professionalism of its support and assistance, and looks forward to receiving its seventh report, in accordance with annex II to resolution 1735 (2006) of 30 September 2007.	1
7. Reaffirms that ending impunity is essential if a society in conflict or recovering from conflict is to face the reality of past abuses against civilians affected by armed conflict and to prevent such abuses in the future, draws attention to the variety of justice and reconciliation mechanisms that can be considered, including national, international and âmixedâ criminal tribunals and truth and reconciliation commissions, and notes that such mechanisms can promote not only individual accountability for serious crimes, but also peace, security, reconciliation and the rights of victims;	1
The members of the Commission decided, in order to recommend âmeasures to ensure accountability for crimes and serious human rights violations allegedly committed during the periodâ, and bearing in mind that, in the view of the Government of Timor-Leste, the internal justice system, involving international judges, prosecutors and defence counsel, should be the primary instance for establishing responsibility for such alleged crimes and violations, which would have to make a preliminary assessment of the existing justice system in Timor-Leste.	1
Although a few incidents were reported in which rebel groups destroyed villages and private property, most of the allegations contained witness accounts, according to which most of the villages were destroyed in the course of attacks by the Janjaweed, often under the leadership of the Government of the Sudan armed forces and with their participation and support.	0
They noted that Ethiopia's refusal to allow demarcation to be completed, as well as continued and increasing restrictions on UNMEE's work, raised serious doubts about the Mission's long-term viability.	0
All States had a counter-terrorism policy and the vast majority were aware of the existence of Al-Qaida and the Taliban, although many might not focus their interest on the consolidated list.	0
The note summarizes how the joint needs assessment of Somalia should be carried out, and provides for significant participation in Somali activities, either as interlocutors in the Government and the area or as international experts from the expatriate community.	0
In order to facilitate the mobilization and coordination of financial assistance in support of the implementation of the Ouagadougou Agreement processes, the United Nations Development Programme has established two trust funds: the first, in support of recovery programmes, has received contributions of $8.4 million and has pledged an additional $12.4 million.	0
The conduct of joint or parallel operations by MONUC and FARDC, including presence-building and cordon-and-search missions and day and night patrols, has resulted in an improvement in the security situation in South Kivu; two FARDC battalions, some 1,000 in total, participated in one of these operations in the Kahuzi Beiga Park area, where FDLR is concentrated, from 6 to 9 September.	0
Since the last report on this issue (S/2012/971), the total number of foreign combatants and Al-Qaida leaders and facilitators killed or captured has decreased.	0
It was also noted that, because the Court lacked enforcement mechanisms, it was important that the Council continue to be involved in situations it referred to the Court and that it take steps to promote the cooperation of the relevant parties with the Court.	1
However, I regret the cancellation of the seminar planned in Madeira, Portugal, and urge the parties to continue to explore ways to expand the CBM programme.	1
45. Recognizes the need to maintain contacts with relevant committees of the United Nations Security Council, international organizations and expert groups, including the 1267 Committee, the Counter-Terrorism Committee, the United Nations Office on Drugs and Crime, the Counter-Terrorism Committee Executive Directorate, the 1540 Committee and the Financial Action Task Force (FATF), in particular given the continued presence and negative influence in the conflict in Afghanistan of Al-Qaida and any cell, affiliated entity or splinter group or derived therefrom;	1
:: Consider and implement more effective means of collecting outstanding information	1
Border control requires the establishment of measures and practices for the proper inspection of travellers, refugees and asylum-seekers, effective control and inspection of passenger cargo and baggage, and the detection and prevention of smuggling of small arms and light weapons, as well as cash and negotiable bearer instruments.	0
Although I have not yet received official responses from the remaining 36 Member States, I consider it unlikely that sufficient troop pledges will materialize to enable the deployment of a multinational force.	0
Welcoming the role of the African Union in conflict resolution on the African continent, and expressing its support for the peace initiatives undertaken by the African Union, and through subregional organizations,	1
