es_en_DEEPL	VerCoop
The Law Center, an independent institute established by the institution-building component, also continues its scholarship program.	0
11. Reaffirms its resolution 1373 (2001) and in particular its decisions that all States shall prevent and suppress the financing of terrorist acts and shall refrain from providing any form of support, active or passive, to entities or persons involved in terrorist acts, including by suppressing the recruitment of members of terrorist groups and eliminating the supply of weapons to terrorists;	1
C. Dismantling and disarmament of Lebanese and non-Lebanese militias.	0
The guards who guarded the population used whips as a means of control and humiliation.	0
The Security Council requests the Secretary-General to report to it at the end of MINURCAT's liquidation phase on 30 April 2011 on progress made in eastern Chad with regard to the protection of civilians, especially women and children, including: (i) the situation of refugees and internally displaced persons and durable solutions to their displacement; (ii) unhindered, safe and timely access for humanitarian assistance, including the movement and safety of humanitarian personnel and the delivery of humanitarian assistance; (iii) measures taken to respond to violations of humanitarian, human rights and refugee law; and (iv) the overall security situation, as it affects the humanitarian situation.	1
8. Stresses the importance of safe and unhindered access for humanitarian personnel to civilians in armed conflict, calls upon all parties concerned, in particular neighbouring States, to cooperate fully with the United Nations Humanitarian Coordinator and United Nations agencies to facilitate such access, invites States and the Secretary-General to bring to its attention information relating to the deliberate denial of such access in violation of international law, where such denial may constitute a threat to international peace and security, and, in this regard, expresses its readiness to consider such information and, where necessary, to take appropriate action;	1
43. Reiterates the need for closer cooperation among the Committee, the Counter-Terrorism Committee and the Committee established pursuant to resolution 1540 (2004), as well as their respective expert groups, including, where appropriate, through enhanced exchange of information, coordination of country visits as part of their respective mandates, facilitation and monitoring of technical assistance, relations with international and regional organizations and agencies, and other matters of importance to the three committees, expresses its intention to provide guidance to the committees on matters of common interest in order to better coordinate their activities and facilitate this cooperation, and requests the Secretary-General to make the necessary arrangements for the groups to share facilities as soon as possible;	0
CTED will strengthen its collaboration with international, regional and subregional organizations around the world to assist them in preparing or implementing counter-terrorism action plans and to involve them more directly in addressing the capacity-building needs of States identified by the Committee through preliminary implementation assessments and country visits.	1
The women were detained by the Janjaweed for three months and some of them became pregnant as a result of rape during their detention.	0
In addition, the Team proposes that the Committee consider the merits of a conditional or interim delisting, whereby the Committee could either adopt an extended period of exemption for some listed Taliban or even suspend the sanctions altogether, subject to certain conditions, while receiving regular assurances over a defined period of time that their listing is no longer required.	1
Concerned about the situation in southern Libya, the Heads of State and Government stressed the need to resolve the situation in order to preserve the stability of the Sahel region.	1
Deploring the fact that the Taliban continues to provide a safe haven for Usama bin Laden and to allow him and his associates to run a network of terrorist training camps in Taliban-controlled territory and to use Afghanistan as a base for sponsoring international terrorist operations,	0
Several Member States have taken interim measures to allow their officials to apply the sanctions provided for when a name has been placed on the Security Council List, even before the national validation process has been completed.	0
The Security Council reiterates that ending impunity is fundamental to national reconciliation in Haiti.	1
The Committee removed five names in January 2010 and five more in July 2010, as two of these individuals were deceased and the others were considered to have reconciled with the Government of Afghanistan.	0
Finally, I urge the Security Council to stand in solidarity with Nigeria at this critical period and to provide whatever support is necessary to prevent further destabilization and violence, particularly in the hard-hit northeastern states.	1
The parties informed their respective constituencies, including Malian refugees residing in Mauritania and Niger, of the contents of the document.	1
In districts and units where the national police had already resumed primary responsibility for policing functions, UNMIT police played a critical role in monitoring and tracking their progress, while remaining available to advise, mentor and provide operational support, and maintaining the capacity, in extreme cases, to temporarily resume responsibility for maintaining public safety, if necessary.	1
Expressing concern at the continuing threats posed by the illicit trafficking, destabilizing accumulation and misuse of small arms and light weapons to the safety and security of United Nations peacekeepers and their effectiveness in carrying out peacekeeping mandates ...	0
When such corroboration could be carried out and the victim identified the perpetrator(s), prosecution was recommended and the case was sent to the district prosecutor's office.	0
The Security Council reiterates its firm commitment to the sovereignty, independence, unity and territorial integrity of Syria and all other States affected by the Syrian conflict, and to the purposes and principles of the Charter of the United Nations.	1
In this context, Prime Minister Seniora has called for continued United Nations assistance and support for such internal dialogue to resolve the issue of Lebanese and non-Lebanese militias in Lebanon, in full compliance with the Taif Agreement.	1
Likewise, he added, one of the main roles of the chairmen was to build consensus and promote a collaborative environment in their committees, thus facilitating the progress of their work.	1
On May 29, for the first time since the crisis began in 2012, two humanitarian workers were killed in the Tombuktu region when the vehicle in which they were traveling made contact with a remotely controlled improvised explosive device. On November 8 and 9, two vehicles belonging to international non-governmental organizations were hijacked near MÃ©naka (Gao region).	0
The fact that the killings perpetrated by government forces and the Janjaweed appear to have systematically targeted Fur, Masalit, Zaghawa and other African tribes for political motivations indicates the discriminatory nature of the killings and may therefore qualify as persecution as a crime against humanity.	0
The Council looks forward to considering the Secretary-General's annual report on the implementation of its resolution 1820 (2008).	1
The signatories also pledged to conduct a transparent and honest election campaign and to create a parliamentary commission on corruption in the next legislature.	1
C. Security of refugees, internally displaced persons, civilians and humanitarian workers in accordance with international human rights standards	0
Other F-FDTL soldiers were sent to the former Peacekeeping Force building with orders to be ready.	0
a) To victims of crimes who have suffered significant bodily injury or impairment of their physical or mental health as a result of serious crimes;	0
Prison staff and Puntland security forces fought valiantly against the attackers and succeeded in preventing the takeover of the prison and the escape of Al-Shabaab operatives, including an IED expert and a suicide bombing coordinator, the imprisoned pirates and others.	0
(i) Intensify its cooperation with international, regional and subregional organizations and establish operational modalities with each of them, taking into account the differences in their capacities and mandates, including exchanges at the operational level, briefings to and from the Committee, and improved information-sharing arrangements;	1
The Chairman briefed the Council on the Committee's deliberations at the meeting held on September 3, which had considered the mid-term report of the Panel of Experts established pursuant to resolution 1874 (2009), issued on August 1, and the update of the incident report prepared by the Panel of Experts, also issued on August 1, on the ballistic missile launches by the DPRK in June and July 2014.	1
The Council stresses the importance and urgency of restoring justice and the rule of law in post-conflict societies, not only to acknowledge past abuses, but also to promote national reconciliation and help prevent the re-emergence of conflict in the future.	1
Even during the period of the most severe famine, the State prevented the delivery of food aid by imposing conditions that were not based on humanitarian considerations.	0
The cells, branches or associated groups must now operate autonomously and finance their activities themselves.	0
These violations, such as deliberate attacks against the civilian population, indiscriminate attacks against the civilian population and civilian objects or attacks on villages where rebels were hiding or sheltering, which caused disproportionate harm to the civilian population, or mass executions, as well as forcible removal of civilians from their homes, were widespread and systematic and constituted crimes against humanity.	0
The Security Council attaches great importance to the role of the Organization of African Unity and welcomes its decision to establish an international team of eminent persons to investigate the genocide in Rwanda and related events (S/1998/461).	0
At the Council's request, the Monitoring Team continued to organize regional meetings with the heads and deputy heads of intelligence and security services to discuss possible modifications to the sanctions regime to address changes in the threat posed by Al-Qaida-linked terrorism.	1
Welcoming the assignment of civilian, military and police roles to women in peacekeeping missions and recognizing that women and children affected by armed conflict may feel safer in peacekeeping missions working with or reporting abuses to women, and that the presence of female peacekeepers may encourage local women to participate in national armed and security forces, thus contributing to the establishment of a security sector that is accessible and responsive to the needs of all, especially women.	0
In this regard, another participant, noting the rising costs of peacekeeping operations, lamented the Council's lack of military expertise.	0
Al-Qaida terrorism now comprises three distinct but linked groups: first, the former leaders, who are well known; second, fighters who trained in camps in Afghanistan to become expert terrorists; and third, a new and growing generation of supporters who may not have left their countries of residence but have accepted the core elements of Al-Qaida's message.	0
The rebels, wearing various military uniforms, attacked the local office of the National Security and Intelligence Service, setting it on fire, and fired at the Sudan Telecommunications office.	0
Bilateral donor assistance will also be needed to enable a meaningful response to the security threats posed by drug and arms trafficking.	1
Calling for a deeper analysis of the shared goals of the human rights, development and security communities, as well as the United Nations system and Member States, the High Commissioner stressed that human rights violations were often a root cause of armed conflict, as had been the case in Somalia and Bosnia and Herzegovina.	1
The Commission recommends further investigation to establish whether the following men of Commander Reinado were present at Fatu Ahi: MoisÃ©s Ramos, PlÃ¡cido Ribeiro GonÃ§alves, Deolindo Barros, AntÃ³nio Savio, Filomeno Soares Menezes, Francisco de Augusto, Gilson JosÃ© AntÃ³nio da Silva, Joaninho Maria Guterres, Joaquim Barreto, JosÃ© Bomes, Natalino Borges Pereira, AndrÃ© da Costa Pinto Martinho Almeida, Albilio da Costa de Jesus, Francisco Ximenes Alves, Filsberto Garcia, Dario da Silva Leong, Nelson Galucho and Nixon Galucho.	1
Officials presented the Government's views and explained its policies on the conflict in Darfur.	1
On November 2, 16 of the 20 people arrested during an operation carried out by the FDSM in Boulkessi (Mopti region), an area controlled by the HCUA, reported to MINUSMA that they had been subjected to severe beatings during interrogation.	0
On behalf of the Chairman of the Commission, Nkosazana Siamini Zuma, I am enclosing herewith the communiquÃ© adopted by the Peace and Security Council at the end of that meeting (see enclosure).	1
Today's debate deals with an urgent matter.	0
The Team has already been in contact with the regional offices of the Office for Disarmament Affairs, with the aim of increasing the exchange of information (especially with regard to the management of ammunition stockpiles, which proved to be a problem in the case of Libya).	0
Urges Member States, in response to the demonstrable achievements of the parties in restructuring their police forces, to redouble their efforts to provide, through voluntary funding and in coordination with the International Police Task Force, training, equipment and assistance to local police forces in Bosnia and Herzegovina;	1
Due to the lack of infrastructure in the country, a mechanism may have to be established to facilitate the administration and distribution of this support.	1
With support from UNDP and funding from the United Nations Peacebuilding Fund, the Anti-Corruption Commission created a secretariat to manage the implementation of the national anti-corruption strategy.	0
In March 2014, UNODC will organize a seminar for Namibia on international cooperation in criminal matters related to terrorism, transnational organized crime and corruption.	1
In addition, he visited 30 localities where incidents had occurred and met with local authorities, in particular with representatives of the armed forces.	1
Like other speakers before us and in tune with the statement made by High Representative Ashton, we condemn the act that led to the death of Mr. Dzeković and others being injured during the protests that took place on July 2 in northern Mitrovica.	0
the promotion of mechanisms for truth and reconciliation	0
The resolution constitutes the second major change in the processing of humanitarian supply contracts under the program since the adoption of resolution 1284 (1999), which raised the maximum amount of oil that Iraq could sell under the program and established expedited procedures for certain humanitarian items.	0
(d) Otherwise supporting acts or activities of designated individuals, groups, undertakings or entities or other individuals, groups, undertakings or entities associated with the Taliban that constitute a threat to the peace, stability and security of Afghanistan;	0
:: Reflections on when a situation constitutes a threat to international peace and security that justifies a referral to the International Criminal Court;	0
The Mission asked the Government military about rumors that some 70 people, mostly Muslims, had been killed by Government soldiers after they recaptured the town.	0
In addition, Israel has regularly continued air violations of the Blue Line, in direct violation of Security Council resolution 1701 (2006).	0
Two States have not met the ICAO deadline for the introduction of machine-readable travel documents.	0
a) To implement the national legislation adopted on the fight against terrorism, bearing in mind international human rights standards;	0
Stresses the need for a comprehensive [national] strategy for security sector reform that focuses on the professionalization of security sector institutions, including oversight bodies, and that helps to ensure coherence and efficiency and avoids duplication or gaps, at the same time encourages the Government of [country concerned] to engage in a new strategic partnership with [the Mission] in the area of security sector reform to identify priorities for each component of the sector and possible approaches to [the Mission's] support to the [national] authorities in the area of security sector reform to enhance the capacity of the military, police, justice and other security institutions and to consolidate the authority of the [national] State, and requests the Secretary-General to submit these priorities to the General Assembly in an annex to his report of [date of report].	1
Decides that the travel ban imposed under paragraph 1(b) shall not apply to persons described in paragraph 9, where the Committee determines, on a case-by-case basis, that entry or transit is justified, decides also that such exemptions approved by the Committee may only be granted for the period requested for travel to the specified place(s), directs the Committee to decide on requests for such exemptions, as well as requests to modify or extend previously granted exemptions or a request by a Member State to revoke previously granted exemptions within ten days of receipt, and affirms that, notwithstanding any travel ban exemption, listed individuals remain subject to the other measures described in paragraph 1 of this resolution;	0
I therefore urge Your Excellency to ensure the implementation of Chapter VII of the Charter of the United Nations in accordance with the Algiers Agreement, which bears your signature, as Ethiopia has maintained and continues to maintain its intransigent position for almost two years now.	1
He decided to return immediately to Timor-Leste. He attended a meeting held at the Prime Minister's residence at around 4 p.m. on 29 April 2006 with all those who had been present at the previous day's meeting. A decision was taken to withdraw the F-FDTL contingents from the city to the outskirts of Dili, but to continue with joint patrols by the Military Police and PNTL inside the city.	0
Provision of support to women's organizations in communities where peacekeepers are deployed to increase HIV/AIDS awareness and strengthen community prevention strategies.	1
Criticism of the work of the Council and the Committee in this area risks extending to the entire Al-Qaida and Taliban sanctions regime and should not undermine the universal support it has enjoyed to date.	0
He added that he was encouraged by the renewed determination of the countries of the subregion to work together to address these threats.	1
External and internal security arrangements (classification procedures to separate armed elements from civilians; demobilization and disarmament measures; technical assistance and training provided by international civilian police or military observers; location of camps at a sufficient distance from international borders and risk areas; regional and sub-regional arrangements).	0
He also highlighted the risk of the conflict escalating with the resumption of the migration period, the elections and the lack of dialogue.	0
The Council reaffirms that in order for a post-conflict or post-conflict society to recover from past abuses against civilians and to prevent future abuses, it is imperative to end impunity.	1
Significant progress was also made in establishing operational municipal assemblies. On November 11, more than 800 members of the new assemblies were sworn in.	0
Just last month, in a statement issued on May 27, 2011, Secretary-General Ban Ki-moon expressed his view that aid and goods destined for Gaza should be sent through legitimate routes and established channels and made clear that flotillas carry the potential for escalation and violent conflict.	1
Preventing radicalization and extremism among youth, in particular, should be a priority area of intervention.	1
No State can fight terrorism alone, because the transnational nature of the terrorist threat requires cooperation and coordination with other States.	1
- Emphasize the need to exclude and reject any form of amnesty or approval of amnesty for genocide, crimes against humanity, war crimes or other serious human rights violations in conflict resolution processes, and ensure that any amnesty previously granted does not constitute an obstacle to prosecution before any court established by or assisted by the United Nations.	1
The Security Council remains deeply concerned about the ongoing insecurity and significant humanitarian crisis in the Sahel region, which is further complicated by the presence of armed groups, including separatist movements and terrorist and criminal networks, and the intensification of their activities, as well as by the continued proliferation of weapons from within and outside the region, which pose a threat to the peace, security and stability of the States in that region, and in this regard stresses the importance of the implementation of all relevant Security Council resolutions, including those relating to arms embargoes.	1
Requests the Committee to send it a list of States that have not submitted reports as required by paragraph 6 of resolution 1455 (2003) by 31 March 2004, including an analytical summary of the reasons for non-compliance provided by States;	1
32. Welcomes the regular reporting by the Government of Afghanistan on the contents of the List and the impact of targeted sanctions in terms of countering threats to the peace, stability and security of Afghanistan and in support of the Afghan-led reconciliation initiative;	1
The Security Council urges the Maghreb and Sahel States to enhance inter-regional cooperation and coordination in order to develop inclusive and effective strategies to combat in a comprehensive and integrated manner the activities of terrorist groups, namely, Al-Qaida in the Islamic Maghreb (AQIM), the 'Movement for Unity and Jihad in West Africa' (MUJAO) and Ansar Eddine, and to prevent the expansion of these groups, as well as to stop the proliferation of all weapons and combat transnational organized crime, in this regard, takes note of the results of the Conference on Border Control Cooperation in the Sahel and Maghreb, organized by the Executive Directorate and the Task Force in Rabat, as well as the results of the ministerial meeting on enhancing security cooperation and the implementation of African peace and security structures in the Sahelo-Saharan region held in Nouakchott.	1
"The Security Council expresses its sincere appreciation to the President and Prosecutor of the Special Court for Sierra Leone for the briefing presented to the Security Council on 9 October 2012.	1
The Afghan Government's peace-building program (see para. 16 above) would enable former insurgents to reintegrate into Afghan society.	0
(n) Consult with the intelligence and security services of Member States, including through regional fora, in order to facilitate the exchange of information and strengthen the implementation of measures;	1
The flight was cancelled and a crisis was averted only after the Licorne Force commander, General Irastorza, telephoned the FANCI Chief of Staff, General Mangou, to tell him that the flight would be considered a hostile act.	0
One officer is killed, another seriously wounded.	0
The Commission also received reliable information about the killing of another policeman by a mob in the same area.	0
We look forward to deepening our relationship with the United Nations in the future.	1
Calls upon all parties to armed conflict to respect the civilian and humanitarian character of refugee camps and settlements and to take into account the special needs of women and girls, including in the design of camps and settlements.	1
During the informal consultations held on May 5, the Committee met with the Group of Experts created shortly before.	1
Reaffirms that it condemns all activities that incite violence against civilians in situations of armed conflict, reaffirms also the need to bring to justice those who incite or otherwise provoke such violence, and declares its readiness, when authorizing missions, to consider, where appropriate, taking action in response to media broadcasts that incite acts of genocide, crimes against humanity and serious violations of international humanitarian law.	1
The report covers developments since my last report on MINURCAT, dated 30 July 2010 (S/2010/409), related to the security and humanitarian situation in eastern Chad and the north-eastern Central African Republic; progress made in the implementation of the tasks and benchmarks set out in paragraphs 2 and 3 of Security Council resolution 1923 (2010); and the implementation of the mandate of MINURCAT, including preparations for its withdrawal.	0
It is recommended that the United Nations take the following urgent and concrete steps to help maintain and strengthen AMISOM's presence in Somalia:	0
34. Stresses the importance of consultation and cooperation between the United Nations, the International Committee of the Red Cross and other relevant organizations, including regional organizations, to enhance the protection of civilians in armed conflict;	1
25. Recognizes that the conflict in Afghanistan and the urgency attached by the Government of Afghanistan and the international community to the peaceful resolution of the conflict require timely and expeditious changes to the List, including the addition and removal of individuals and entities, urges the Committee to decide on de-listing requests in a timely manner, requests the Committee to regularly review each entry on the List, including, as appropriate, by reviewing individuals deemed to meet the conditions for reconciliation, individuals whose entries do not contain identifying information, individuals reported to be deceased, and entities reported or confirmed to have ceased to exist, directs the Committee to establish guidelines for conducting such reviews accordingly, and requests the Monitoring Team to circulate every six months to the Committee:	1
:: Another very important aspect of the follow-up is the reparation to the victims of the violations.	0
In order to expedite the process and ensure the availability of sufficient qualified personnel, the Committee recommends that ways to broaden the pool of potential candidates be explored.	1
Although this recommendation is aimed primarily at future listings, the Committee may be able to provide States with more specific and focused guidance in cases where such transfers are known to have already occurred.	1
The Government repeatedly stated that military commanders had been instructed not to bomb.	0
Recommendations have also been made regarding the participation of national actors, both to ensure that the social, political and cultural factors of each case are duly taken into account and to enhance the development of the national justice system.	1
In this regard, the Security Council encourages all States in the region to sign and implement the Code of Conduct as soon as possible, and urges them to continue to take effective measures at the national level to combat piracy and armed robbery at sea in the Gulf of Guinea.	1
Working Group 3, chaired by the Republic of Korea, supported the efforts of States, the shipping industry and labor groups to protect ships from piracy off the coast of Somalia.	0
Reaffirming that acts of terrorism must not be allowed to disrupt Iraq's political and economic transition, and further reaffirming the obligations of Member States under resolution 1618 (2005) of 4 August 2005 and other relevant international resolutions and conventions with respect to, inter alia, terrorist activities in and from Iraq or against its citizens,	0
Much has been said about drug financing of terrorism, including in international conventions and Security Council resolutions.	1
In this regard, the Transitional Government needs to demonstrate its interest in cooperating closely with its international partners to establish a mechanism that ensures sound, transparent and accountable management of public funds and effectively combats corruption.	0
Indeed, it is high time for the international community, and in particular the Security Council, to take effective measures to counter the illegal and criminal policies and practices of the Israeli regime and to put an end to its state terrorism against the Palestinian people and other peoples in the region.	0
The Mission has received reports that the death squads are composed of elements close to the Government, the presidential guard and a tribal militia of the President's ethnic group.	0
In this regard, an understanding has been reached with the parties on the possibility of reviewing the military agreements, in order to better respond to the realities on the ground.	1
The session consisted largely of an exchange of questions and answers, in which the Troika responded to interventions from the members of the Working Group.	1
Since then, the government has repeatedly stated that it prefers to receive direct bilateral assistance to strengthen the capacity of its security forces.	1
The Security Council, by its resolution 1575 (2004) of 22 November 2004, requested Member States, through or in cooperation with the European Union, to report to it on the activity of the European Union military mission in Bosnia and Herzegovina (EUFOR), through the appropriate channels and at least every three months.	1
The Commission's recommendation in favor of a Security Council referral to the ICC is based on the correct assumption that the Sudanese courts are unable and unwilling to prosecute the numerous international crimes committed in Darfur since 2003.	1
Regarding the human rights situation in the DRC, he stressed the importance of justice, respect and accountability, as well as good governance and respect for human rights, in addressing the root causes of conflict and said that the DRC had made some progress on these issues in recent years.	1
The militias continue to attack under the pretext that they are not party to any agreement and the Government has not stopped them.	0
The Security Council reaffirms that Member States must ensure that any measures taken to combat terrorism comply with the provisions of the Charter of the United Nations and with their other obligations under international law, in particular international human rights law, international refugee law and international humanitarian law.	1
It also called for an immediate end to all acts of violence and urged all parties to exercise maximum restraint and refrain from retaliation, including attacks on state institutions.	1
Women and conflict prevention and resolution Calls upon all stakeholders to ensure that in the implementation of the [political agreement], as well as in the post-conflict reconstruction and recovery stages, the protection of women and children is incorporated.	0
Reaffirming its resolutions 1265 (1999) and 1296 (2000) on the protection of civilians in armed conflict, its various resolutions on children and armed conflict and on women, peace and security, as well as its resolution 1631 (2005) on cooperation between the United Nations and international organizations in maintaining international peace and security, and further reaffirming its determination to ensure respect for and follow-up to these resolutions,	0
Cooperation with the Counter-Terrorism Committee and the 1540 (2004) Committee	1
In Indonesia, many individuals involved in past attacks have been successfully prosecuted, and in recent years JI has been overshadowed by groups such as JAT and Mujahidin Indonesia Timur (MIT) (not listed), led by a former member of JI and JAT.	0
72% of the planned police personnel have been deployed (5% of these personnel are women).	0
In order to facilitate investigations and prosecutions of criminal conduct, it is essential that persons with relevant information be willing to appear before the authorities and, where appropriate, to testify in court.	0
The ordinary officers of the National Police had only their weapons at their disposal.	0
Paragraph 4 of resolution 1624 (2005) stresses that States must ensure that any measures taken to implement paragraphs 1, 2 and 3 of the resolution are in accordance with their obligations under international law, in particular human rights law, refugee law and humanitarian law.	1
The Government of Nepal should ensure that appropriate measures are taken to protect child victims or witnesses and children accused of crimes committed in the context of the conflict, as well as to promote the participation of children in any transitional justice activities so that their experiences of the conflict are made known.	1
He therefore urged the Council to move from an "as needed" approach to a "more proactive" approach, to increase the interest of non-members in its work.	1
"The Security Council thanks the Secretary-General for his report dated 3 August 2004, reissued on 23 August 2004 (S/2004/616), and reaffirms the vital importance the Council attaches to the promotion of justice and the rule of law, and to post-conflict national reconciliation.	1
- Emphasize the importance of ending impunity for violations of international humanitarian and human rights law as part of an overall approach to achieving sustainable peace, justice, truth and national reconciliation.	0
The main aspects of their statements, as well as the exchange of views among the members of the Working Group, are reflected in the summary contained in the relevant conclusions (S/AC.51/2013/3).	1
One speaker noted that the work of the experts assisting the sanctions committees should be studied in depth by making on-site visits to study the existing situation.	1
The Mitsubishi Canter van, which was used to transport the bomb, entered Lebanon from Syria through the Bekaa border, using a lane reserved for military traffic, on 21 January 2005, at 1320 hours. It was driven by a Syrian colonel of the army's 10th division.	0
The ranks of the petitioners and their supporters grew considerably from the second day of the protest, particularly with the arrival of members of the group known as Colimau 2000.	1
The international community has clearly stated its strong condemnation of these acts through the General Assembly, the Human Rights Council and the Group of Friends of Syria, which has a wide and abundant participation.	0
I also submit for the consideration of the Security Council that it authorize the Secretary General to provide the assistance deemed necessary to the Trilateral Commission formed by the sister governments of Honduras, El Salvador and Nicaragua to resume the negotiation and implementation of the co-sovereignty regime in the Gulf of Fonseca, in order to achieve the integral, social, economic and ecological development of the Gulf.	1
Depending on the circumstances of each case, these individuals may be suspected, under the doctrine of conspiracy, of having committed the crimes against humanity of murder of civilians and rape, torture and forcible transfer of civilians and the war crimes of directing indiscriminate attacks against the civilian population, destroying civilian objects and looting.	0
14. Requests the Panel of Experts to continue to investigate the financing and role of armed, military and political groups in the attacks against UNAMID personnel in Darfur, and notes that individuals and entities planning, sponsoring or participating in such attacks constitute a threat to the stability of Darfur and therefore may meet the criteria for listing contained in paragraph 3 (c) of resolution 1591 (2005);	0
The Security Council reiterates its call upon all parties to armed conflicts, including non-State parties, to comply fully with the provisions of the Charter of the United Nations and the rules and principles of international law, in particular and insofar as applicable international humanitarian, human rights and refugee law, and to implement fully the relevant decisions of the Security Council.	1
In the United Arab Emirates, the Central Customs Intelligence unit enters information into the risk profiles contained in the electronic customs clearance system.	0
The Security Council emphasizes that the Government of the Democratic Republic of the Congo has the primary responsibility to strengthen State authority and governance in eastern Democratic Republic of the Congo, including through effective security sector reform, including the army and police, and to end impunity for human rights abuses and violations of international humanitarian law, and urges the Government of the Democratic Republic of the Congo to address the issues of illegal exploitation and smuggling of natural resources.	1
In their interventions, Member States noted that terrorism was one of the most serious threats to international peace and security and that a coordinated and sustained effort was needed to defeat it.	1
Member States have noted that sites that promote terrorism in one country are invariably located in another.	0
In this context, I would also like to emphasize that President Abbas has referred to the Palestinian Authority's request to establish a Palestinian diplomatic mission in Beirut, which would help formalize relations between the Lebanese and Palestinian peoples.	0
Resources that can be subject to looting, particularly those that can be accessed directly by militant leaders (rather than through their chain of command), can prolong conflicts by creating discipline problems that make it difficult for leaders to impose a solution on their followers.	0
According to the evidence, armed men under the command of Abilio Mesquita initiated the attack on Brigadier General Ruak's residence on May 24, as indicated in paragraphs 69 and 70.	0
The weekly quadripartite meetings enabled both sides, as well as UNOMIG and CIS peacekeeping forces, to maintain an ongoing dialogue on issues related to the security of the conflict zone.	1
Syria stresses once again the initiative it proposed more than 20 years ago for the holding, under the auspices of the United Nations, of an international conference to define terrorism and to differentiate between terrorism and the struggle of peoples against foreign occupation.	1
In a note, Theo Van Boven described this provision as more complex and specific on the right of victims to reparations than any previous international human rights treaty.	0
In many cases, militias attacking "African" towns and villages tend to use derogatory epithets, such as "slaves", "niggers", "nuba" or "zurga", which would imply that they view the victims as members of a distinct group.	0
It is impossible to describe in this report all the cases of murder that the Commission has documented.	0
I believe that the task of clarifying the fate of the missing Kuwaiti and third-country nationals is urgent and should not be subject to the influence of political factors and considerations.	1
The forces comprising the Multinational Force will remain committed to acting in accordance with their obligations under international law, including the law of armed conflict.	1
9. Requests the Secretary-General to make the necessary arrangements to support the work of the monitoring mechanism, as an expense of the Organization and from a United Nations Trust Fund established for this purpose, affirms that this Trust Fund shall be established by the Secretary-General, encourages States to contribute to the Fund and to provide, through the Secretary-General, personnel, equipment and services to the monitoring mechanism, and also requests the Secretary-General to keep the Committee established pursuant to resolution 1267 (1999) regularly informed of the financial arrangements for the support of the mechanism;	1
h) Intensify efforts to raise awareness among parliamentarians and other high-level decision-makers;	1
Council members reiterated their support for the Special Envoy's attempt to engage the two parties to cooperate to end the stalemate in the peace process and urged both sides to explore ways to move the demarcation process forward.	1
Recognizes that, despite the progress achieved in relation to gender equality, measures, including on measurable and action-oriented targets, to guarantee the rights of women and girls, and to ensure that all women and girls in [affected country] are protected from violence and abuse, enjoy the equal protection of the law and have equal access to justice, need to be intensified, strongly condemns discrimination and violence against women and girls, in particular violence intended to prevent girls from attending school, stresses the importance of implementing its resolutions 1325 (2000), 1820 (2008), 1888 (2009), 1889 (2009) and 1960 (2010), and ensuring that women fleeing domestic violence can find safe refuge, and notes the commitments to integration contained in those resolutions;	1
b) Recommendations on measures that could be taken to improve the response to the threat posed by these foreign terrorist fighters;	1
Expressing its deep solidarity with the victims of terrorism and their families, stressing the importance of assisting and supporting victims of terrorism and their families in coping with loss and bereavement, recognizing the important role played by victims and survivors networks in the fight against terrorism, through, inter alia, their courageous statements against violent and extremist ideologies, and, welcoming and encouraging in this regard, the efforts and activities of Member States and the United Nations system, in particular the Counter-Terrorism Implementation Task Force, in this regard,	1
The Council condemns all other violations of international law, including international humanitarian law, human rights law and refugee law, committed against children in situations of armed conflict.	0
It also noted that acts of terrorism were classified as ordinary crimes and were dealt with under standard criminal procedures and not under special rules or by special courts.	0
The continued listing of these individuals is unlikely to influence the level of attention paid to them by State authorities, but because they have shown no change in their verbal and written support for Al-Qaida or the Taliban, which is not a criterion for listing, States have recommended that these individuals remain on the List and the Committee has accepted this.	1
At the conclusion of the discussion, a presidential statement (S/PRST/2004/16) was adopted, calling on Member States to provide political support and to provide and facilitate civilian and military personnel to enable the multiple operations to get off to the best possible start and to carry out their respective mandates effectively.	0
8. Regional and subregional organizations should collaborate with the CTC and other international organizations to facilitate the dissemination of best practices in the fight against terrorism and to assist their members in fulfilling their counterterrorism obligations.	1
The purpose of this initiative was to increase security in the region, strengthen the Juba Valley Alliance and reconcile General "Morgan" and the Alliance, who for years have been fighting for control of territories in the Juba Valley.	0
15. Declares its readiness to consider the desirability and feasibility of establishing temporary security zones and corridors to protect civilians and to channel assistance in situations where the threat of genocide, crimes against humanity and war crimes looms over the civilian population;	1
10. Directs CTED to facilitate the availability of information contained in national counter-terrorism surveys and assessments, where consented to by the Member States concerned, and further directs CTED to facilitate the availability of information on regional counter-terrorism capacity, where approved by the Committee, as appropriate;	1
It would be unwise and inappropriate to let Eritrea think that its attempt to blackmail the Security Council by holding United Nations Mission personnel hostage will work.	0
A confrontation ensued, in which the police had to intervene and resorted to the use of tear gas.	0
