es_en_GOOGLE	MatConf
I also take this opportunity to highlight my concern about the issues surrounding the federal and gubernatorial elections to be held in Nigeria in February 2015, and the serious risks of violence resulting from attacks by Boko Haram or challenges to the election results.	0
Although rebel forces have also organized attacks, the Commission has found no evidence that they were widespread or that they regularly targeted civilians.	1
These attacks and provocations have sometimes indirectly prevented access for humanitarian assistance.	1
1. Decides that all States take the following measures with respect to persons and entities designated before this date as Taliban and other persons, groups, enterprises and entities associated with them, as specified in section A (&quot;Persons associated with Taliban&quot;) and section B (&quot;Entities and other groups or companies associated with the Taliban&quot;) of the Consolidated List of the Security Council Committee established pursuant to resolutions 1267 (1999) and 1333 (2000) as of the date of adoption of this resolution, as well as other individuals, groups, companies and entities associated with the Taliban that constitute a threat to the peace, stability and security of Afghanistan as designated by the Committee established under paragraph 30 (referred to as hereinafter &quot;the List&quot;):	0
The group looted premises and allegedly kidnapped some 44 residents, two of whom died from gunshots.	1
The information received so far tends to confirm his view that presenting examples of terrorist financing may have more disadvantages than allowing experienced bankers to rely on their knowledge and experience to decide which transactions appear strange.	0
Conducting research to determine the determinants of differences between genders in early warning mechanisms and formulation of the corresponding indicators.	0
b) There was no coordination between all the security bodies present at the scene of the crime;	1
The Commission&#39;s conclusions confirmed that rape and sexual violence against women and girls continued during the flight and in the concentration areas of the displaced.	1
MINURCAT continued to fulfill all operational tasks under its mandate, such as maintaining a rapid response capability, protecting forces and staying abreast of the situation around the cantonment areas.	1
- Call for strict compliance by the parties to an armed conflict with the applicable norms of international humanitarian law and human rights in relation to the protection of women and girls affected by an armed conflict.	0
The Security Council underlines that the shelter provided to terrorists remains of particular concern and recalls that all Member States must cooperate fully in the fight against terrorism in order to locate, deny shelter and bring to justice, according to the principle of extradition or prosecution, to any person who supports, facilitates, participates or attempts to participate in the financing, planning, preparation or commission of terrorist acts, or provides shelter to their perpetrators.	0
That State indicated that it used the media and specific programs to promote religious tolerance and dialogue between all denominations and ethnic nationalities and that many of its member States had established interfaith committees or groups in which diverse groups participated. religious leaders to promote understanding and tolerance.	0
Condemning the continued illicit circulation of arms, both into and within the Democratic Republic of the Congo, and declaring its determination to continue to closely monitor the implementation of the arms embargo and other measures imposed in its resolution 1807 (2008),	1
On 30 August, the Council issued a press release on piracy and armed robbery in the waters of the Gulf of Guinea.	1
Colonel Reis led PNTL agents on foot from their headquarters toward the Ministry of Justice intersection. He carried the flag of the United Nations.	1
Therefore, with the support of the international community and the parties to the conflict, the ceasefire agreement can be fully implemented seriously.	0
These instruments, together with the decentralization policy, clarify the roles and responsibilities of local councils, district officers, parliamentarians and traditional authorities in the areas of development decision-making; elections and the maintenance of law and public order; and the collection and allocation of local revenues.	0
Furthermore, it will continue to focus on promoting the implementation of resolution 1373 (2001) by States and on taking practical measures to enhance the capacity of States to combat terrorism.	0
Expressing concern at continued reports of human rights abuses and violations of international humanitarian law, including against women and children, including reports of increasingly frequent incidents of sexual violence, particularly those attributed to armed men, highlighting the importance of investigating such alleged abuses and violations by all parties, regardless of their status or political affiliation, including those that occurred during the [relevant] crisis, such as..., reaffirming that those responsible for such violations must be held accountable and making note [the relevant entity&#39;s] commitments in that regard,	1
The Acting Assistant Secretary-General reported on developments in the political situation in Ukraine, in particular the holding of parliamentary elections on 26 October and the elections held by rebels in Donetsk and Luhansk on 2 November, which the Secretary-General and many actors in the international community had deplored.	0
The Commission also received credible evidence that the ranks of the Janjaweed militias included fighters from neighboring countries, mainly Chad and the Libyan Arab Jamahiriya.	0
Introducing changes to the police structure of Bosnia and Herzegovina will require the support of international police experts.	0
There are laws in place regulating non-profit and charitable organizations, but not all States have revised their legal systems to prevent these organizations from being misused to finance terrorist activities.	1
Abdelrahman Mouhamad Zafir al Dabidi al Jahani is associated with Al-Qaida or a cell, affiliated entity, splinter group or derivative thereof by &quot;engaging in the financing, planning, facilitation, preparation or commission of acts or activities carried out&quot; by Jabhet al- Nusra, alias Al-Nusra Front for the Peoples of the Levant (QE.A.137.14), &quot;or carried out in or under its name, together with it or in its support&quot; and &quot;recruit for it.&quot;	0
In the reports, this distinction is explained in several ways, for example that the Government&#39;s Popular Defense Forces, recruited largely from Arab tribes, are applied the term Janjaweed commonly used in the context of this conflict.	1
The Security Council reaffirms that terrorism in all its forms and manifestations constitutes one of the most serious threats to peace and security and that all acts of terrorism are criminal and unjustifiable, regardless of their motivation, when they were committed and who the perpetrators are.	0
The exposure of transgressions in Part One of this report shows that serious violations of human rights and humanitarian law were committed on a large scale by government forces or militiamen under government control.	1
While there is a legitimate concern not to weaken sanctions or appear &quot;soft&quot; on terrorism, improving procedures for delisting names would strengthen sanctions and make them fairer.	1
At these locations the Group was informed that there had been no recent recruitment, but that if conflict broke out again in C̫te d&#39;Ivoire this could change.	0
Humanitarian aid workers were frequently harassed and attacked in incidents of banditry.	1
The Contact Group will hold its 17th plenary meeting in Dubai, United Arab Emirates, in parallel with the fourth United Arab Emirates conference on combating piracy in the last week of October 2014.	0
In turn, the Committee should continue to promote a greater sense of ownership with the sanctions regime and provide effective support to the national efforts of States seeking to contain the threat of Al-Qaida and the Taliban.	0
UNOCI staff constantly complain about not having reliable intelligence to carry out their mandate as well as a lack of technical knowledge.	0
The military component continues to serve in extremely difficult conditions in the north.	1
I have the honor to transmit herewith the report of the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Tablans and associated persons and entities, setting forth the position of the Committee with respect to the recommendations made in the sixth report of the Analytical Support and Sanctions Monitoring Team (S/2007/132, appendix) (see annex).	0
The Security Council is deeply concerned about the deteriorating security situation in the Central African Republic, especially following the attacks on the towns of Birao, Ounda-Djalle and Sam Ouandja.	1
At least three of the 142 Taliban on the list have been arrested, but the specific charges against them are not yet clear.	0
In March 2014, UNODC will organize a seminar for Namibia on international cooperation in criminal matters related to terrorism, transnational organized crime and corruption.	0
We are deeply concerned that violence in the Middle East continues to be perpetrated by one party against the other, despite the fact that the international community and the Security Council have clearly expressed their abhorrence of that situation.	0
The Team also held frequent discussions with the group of experts established in support of the Committee established pursuant to resolution 1540 (2004) to ensure appropriate synergy between the work of the Arms Embargo Team and the work of the experts of that Committee. on non-proliferation of weapons of mass destruction among non-state actors.	0
In addition, reports agree that people continued to be detained after the established legal deadline.	1
This is a delicate issue, as there has been a lack of trust between some police officers in different places.	0
I was in Afghanistan for four days at the end of June to assess the humanitarian situation, due to growing concerns about the seriousness of humanitarian and protection of civilians issues.	0
(a) Develop more integrated approaches and more effective mechanisms to ensure robust cooperation and information sharing between relevant counter-terrorism agencies, both nationally and internationally;	0
In accordance with Presidential Decree No. 2004-236, which mobilized the national armed forces, and with the instructions received at the meeting held on March 24 by the President, the Prime Minister, the Ministers of Defense and Security Internal Affairs and the relevant heads of the national police, the gendarmerie and the FANCI, security forces were stationed in many areas of the urban periphery, particularly in localities where rallies and demonstrations were planned.	1
Even when the State has made valid reservations to certain provisions of the Covenant, the prohibition of unacknowledged detention, hostage-taking or kidnapping is absolute.	0
I condemn in the strongest terms the reprehensible attacks against people who help the Somali people fight organized crime that hinders the development of their country.	0
Likewise, the Force Commander gave us, pursuant to court order No. 206/1735, dated February 18, 2005, written authorization from that party, reference 36/2005, dated February 18, 2005, which included the order to keep the cars of Hariri&#39;s entourage at the barracks, cover them with tarps and take them into custody, all of which was done.	1
This interpretation is justified according to basic principles of international criminal law according to which there is individual criminal responsibility when a person materially commits a crime, as well as when he or she engages in other forms or modalities of criminal behavior.	1
It is not assessed that there will be any significant change in the overall security situation, although a slow but systematic increase in crime-related incidents is projected.	1
In eastern Democratic Republic of the Congo, threats to the safety of personnel caused by armed clashes and violent civil unrest, often exacerbated by political tensions, also continue to be a cause for concern.	1
However, since the crime was not the work of isolated individuals but rather of a sophisticated group, there is every reason to believe that fraud, corruption and money laundering could be other motives for the various individuals who participated in the operation. .	1
On the ground, the situation is complex and disturbing, especially for minority communities.	1
The group has taken advantage of the porous border between Nigeria and Cameroon to kidnap foreign nationals in Cameroon.	1
As a result, transactions suspected of being used to finance acts of terrorism will be subject to the same reporting and suspension system used in money laundering cases.	0
The Security Council reaffirms the principle of non-refoulement of refugees, as set out in the relevant instruments of international law, notes with satisfaction that countries neighboring the [affected State] have recently taken measures to support the voluntary repatriation of Afghan refugees in conditions of security and dignity and urges these host States to continue providing international protection to Afghan refugees in need.	0
In any case, Bin Laden has been able to take advantage of modern media to make exhortations to many Muslims as a spiritual leader who somehow manages to present violence as something glorious and as a duty and not as the terrorism that it really is.	1
Many of the murders did not occur on the street, but in the homes of potential protesters and even innocent civilians targeted by security forces.	1
These include a number of detainees held by the National Security and Intelligence Service in a secret location in Khartoum, which the Commission discovered and inspected.	1
The dead were buried in eight collective graves in the market area of the village.	1
If one of them tries to leave the besieged area of Eastern Ghouta, he is directly shot down by Syrian regime snipers, resulting in dozens of civilian casualties every month.	1
Information on demining operations carried out by Morocco is continuously shared with the Mine Action Coordination Centre.	0
18. On December 31, 2002, a special investigation team from MONUC went to the Beni area to investigate allegations of serious human rights violations (arbitrary executions, rape, torture and forced disappearances) that occurred in the city of Mambasa and in the villages located on the Mambasa/Mangina and Mambasa/Erengeti axes.	1
When asked for more details, victims report that Janjaweed raiders come from Arab tribes and, in most cases, attack on horseback or camels and carry automatic weapons of various types.	1
According to a senior commander in the armed forces, recruited Border Intelligence Service soldiers become directly part of the army, just like regular army soldiers.	1
In July 2005, 93% of those detained were in prolonged preventive detention, but currently the figure could be higher.	1
Many States are not sure what other element, instead of the death certificate, would be sufficient for the Committee and the Team recommends that the Committee provide further guidance on what it needs to consider de-listing a person&#39;s name by death. .	0
In this case, they are suspected of having carried out indiscriminate attacks against civilians, which constitutes a war crime.	1
In the context of the possible imposition of sanctions for rape and other acts of sexual violence, the Security Council has requested relevant United Nations missions and agencies to share all relevant information with the relevant sanctions committees of the Security Council. Security.	1
At the same time, my delegation believes that the elected representatives of ethnic minorities in the Assembly, in particular the Serbian representatives, would achieve better results and greater benefits for their electorate if they adopted a more participatory attitude, instead of withdrawing from the legislature when faced with difficult situation.	0
52. The State has also used deliberate starvation as a means of control and punishment in detention centers.	1
Despite this, the detainees were subjected to serious acts of violence against the life and integrity of people.	1
b) Continue to improve border security at entry points and along permeable borders to prevent and suppress the cross-border movement of terrorists, cargo, weapons and explosives, as well as money and bearer negotiable instruments, and implement the best international codes and standards established by specialized agencies, such as ICAO, IMO and WCO;	0
All States in the subregion have enacted laws to control the manufacture, possession, acquisition, sale, transfer, transportation and supply of small arms and ammunition, but these laws do not contain clear provisions on intermediation in the arms trade, the transit of arms or embargoes imposed by the Security Council.	0
h) Developing methodologies to improve the effectiveness of cooperation with individual States, subregional, regional and international organizations, multilateral export control regimes and relevant entities of the United Nations system, and assessments of the level of cooperation between the Committees established pursuant to resolutions 1540 (2004), 1267 (1999) and 1373 (2001), and to assess, in particular, the level of information exchange and coordination with respect to country visits, with specific recommendations, where appropriate, with a view to improving cooperation.	0
Boko Haram&#39;s terrorist activities have driven some 45,000 Nigerian refugees and migrants, including suspected insurgents, into Cameroon, Chad and Niger.	1
Habsade received financial and military support from Atto, Muse Sudi, Sheikh Yusuf Indohaadde and others.	0
The UNOCI military component will continue to implement its new concept of operations, will collaborate with the Licorne force to assist the parties in the implementation of the Facilitator&#39;s proposals on the reintegration of Forces Nouvelles personnel into the national police and the army and will prepare emergency plans in case it is necessary to carry out stabilization interventions to avoid acts of violence aimed at frustrating the peace process.	1
Prosecutors in the Netherlands subsequently sought to ban and dissolve the organization and turn over any credit balances in the organization&#39;s bank account to the state, but the court ruled that the government had not proven that Al-Haramain&#39;s branch in the Netherlands, separate and distinct from the international organization, had supported terrorism. Prosecutors in the Netherlands announced that they intended to appeal the court&#39;s ruling, and obtain more information about Al-Haramain and Al-Aquil from the United States.	0
The Commission verified the existence of two mass graves in the village; one was said to contain the bodies of two men and in the other seven others had been buried; all the victims had died during the attack.	1
The Security Council expresses concern that aircraft or other means of transportation leaving territory controlled by ISIL and FAN could be used to transfer gold or other valuables and economic resources for sale on international markets, or to transfer weapons and materiel for use by ISIL and AAF, and notes that individuals or entities involved in such activities may be included on the Committee&#39;s list arising from resolutions 1267 (1999) and 1989 (2011); Expresses concern about reports that items of archaeological, historical, cultural and religious importance are being illegally removed from territory controlled by ISIL and AAF that can generate income for these groups, and calls on Member States to adopt appropriate measures to prevent this illegal trade; and in this regard, reminds all States that they must ensure that no funds, financial assets or economic resources are provided, directly or indirectly, to ISIL, the FAN or any of the other persons, groups, companies and entities associated with Al -Qaida; and looks forward to the in-depth consideration by the Al-Qaida Committee of the relevant recommendations regarding further measures to impede such activities contained in the report of the Al-Qaida Sanctions Monitoring and Analytical Support Team under of resolution 2170 (2014), in order to further hinder the activities of these groups.	0
Few reporting States have provided information on measures in place to prevent abuse of charities or other non-profit organizations, although 63 States require them to obtain authorization or register.	0
According to his statement, he was in his office when he heard the explosion, but thought the noise was due to Israeli military planes passing through the sound barrier.	1
Regime forces were responsible for 363 of those deaths, including 82 children and 48 women; 17 people were killed by ISIL.	1
The F-FDTL recorded the weapons distributed to the 206 civilians who were armed in this way.	1
At least 1,000 kilos of military explosives were used to cause the explosion.	1
Increasing cooperation with the Peacebuilding Commission was also considered to be of great importance to the Council&#39;s work programme. In particular, participants favored a more strategic approach to increasing cooperation with the Commission in order to emphasize a smooth transition of operational responsibilities from peacekeeping to peacebuilding and to increase accountability in both cases.	0
- List of deaths caused by the regime:	1
7. Notes that such means of financing or support include, among others, the use of proceeds obtained from criminal activities, including the illicit cultivation, production and trafficking of narcotic drugs and their precursors;	1
In addition, a United Nations disaster assessment and coordination team was deployed to the country in early December to support the Government, over a three-week period, in establishing an Ebola operations center and putting in place mechanisms aimed at facilitating coordination between the Government and its partners.	0
The Monitoring Group is convinced that these people use the income obtained in this way to maintain their militias and purchase weapons.	1
UNMIS, together with the African Union High-Level Panel and other international partners, will continue to do everything possible to help the parties break the impasse.	0
The Mission has reassessed its operational commitments in light of the limited reinforcements authorized by the resolution.	1
b) Prevent the entry into its territory or the transit through it of those persons, with the understanding that nothing in this paragraph shall oblige a State to deny entry into its territory or require the departure of its own nationals. and that this paragraph shall not apply when entry or transit is necessary for a judicial proceeding or when the Committee established pursuant to resolution 1267 (1999) (the &quot;Committee&quot;) determines, on a case-by-case basis, that the entry or transit is justified;	0
According to Afghan officials, the 2010 death toll from insurgency activities was 50% higher than the previous year&#39;s total and the number of civilians injured increased by a third.	1
B. Binding rules for rebels The Sudan Liberation Movement and Army and the Justice and Equality Movement, like all insurgents who have acquired a certain degree of organization, stability and effective control of the territory, have international legal personality and, Therefore, the relevant rules of customary international law on internal armed conflicts referred to in the preceding paragraphs are binding on them. This is likely to be true of the National Reform and Development Movement as well.	0
The Commission received reliable information that these people had been tortured and subjected to cruel, inhuman and degrading treatment.	1
In particular, we condemn any attempt to force UNMIK into some kind of joint government, as well as any interference with the powers reserved to the Special Representative.	0
Security conditions in most of the country remained delicate but generally stable, with few reported incidents.	1
Reiterating that Member States have the obligation to prevent the movement of terrorists or terrorist groups, in accordance with applicable international law, through, inter alia, effective border controls,	0
- On November 27, 2014, Syrian regime forces killed Salah Iyash (Abu Mohammad), an ambulance driver, in Zebdin, eastern Ghouta, while he was on his way to assist the wounded.	1
Subsequently, in 2006, the General Assembly unanimously approved the Global Counter-Terrorism Strategy, which was of great importance in reaffirming the collective commitment of the international community in combating the common threat of terrorism.	0
Today we have no doubt that the true intention was to prevent the details of his vandalism from being made public while acting under the orders of the Central Intelligence Agency.	0
In Indonesia, Jemaah Islamiyah appears to have stopped using large vehicle-borne improvised devices and commercial or improvised explosive compounds (potassium chlorate, sulfur and aluminum powder combined with an initiating charge, such as TNT), such as those used in the first Bali attack in October 2002, and now prefers a more selective method, with smaller bombs carried by people to the target area, as happened in the second Bali attack in October 2005.	1
IV. Asset Freezing A. Terrorist Financing Trends Al-Qaida and its affiliated entities generally remain low-cost operators, particularly with regard to international aggression plans.	1
The exchange of operational information is hampered by a lack of operational and institutional capacity, as well as linguistic problems.	0
5. Confirms that paragraph 1(a) applies to economic resources of all types, including, but not limited to, those used to provide Internet or related services in support of those on the List, as well as other persons , groups, companies or entities associated with the Taliban that constitute a threat to the peace, stability and security of Afghanistan;	0
Tajikistan established the Department of Financial Supervision (its financial intelligence unit) in October 2009 and prepared a new draft law against money laundering and terrorist financing in November 2010.	0
At the time when this international obligation was first stated, and perhaps even in 1949 when the Geneva Conventions were drafted and adopted, it was evident that it was intended as an obligation of each Contracting State towards any other Contracting State concerned.	0
&quot;The Security Council condemns in the strongest terms the suicide terrorist attack that occurred in Issers (Algeria) on 19 August 2008, which caused numerous deaths and injuries at a gendarmerie training academy. Expresses its deep regret and condolences to the victims of this atrocious act of terrorism and their families, as well as to the people and Government of Algeria.	1
The Group reviewed the departures and arrivals of all flights, except scheduled flights, in C̫te d&#39;Ivoire. Air traffic statistics with neighboring countries such as Guinea, Mali, Burkina Faso and Ghana were also examined. After completion of the review, the Group did not find any cases of suspicious flights carried out during the embargo period (after 15 November 2004).	0
During the conflict, more than 2 million people have died and 4.5 million have been forced to leave their homes.	1
The oversight body, the Superior Council of the Prosecutor&#39;s Office, has not yet been established.	0
This is important to strengthen the Mission&#39;s capacity to provide genuine protection to the Congolese civilian population, victims of an obvious humanitarian disaster, as Mr. Doss stressed, and of mass violations of human rights, in particular targeted acts of violence. against women and children.	0
A member of the parallel forces wearing a white T-shirt and accompanied by three police officers reportedly shot at the fleeing protesters.	1
In the area of operations, the principle of proportionality remains a largely subjective norm, which is based on seeking a balance between the expectation and anticipation of obtaining military advantages and the actual loss of civilian life or the destruction of property. civil character.	1
There are also procedural obstacles that limit victims&#39; access to justice.	1
The Security Council emphasizes that stability and security remain fundamental to the political and economic reconstruction activities of the Transitional Government and the international community.	0
The Commission has also found that the rebels have killed civilians, although few such incidents and deaths have been recorded.	1
The Group noted with satisfaction that some countries have suspended or blocked the export of military goods and services to C̫te d&#39;Ivoire.	1
The last group is made up of new members who have been radicalized or are in the process of becoming radicalized as a result of world events or the actions in their communities of extremists who have already been seduced by the message of Al-Qaida, and even to through pages or chat rooms on the network.	1
In the eastern part of Libya, the continued actions of Ansar al-Shariaa (an unlisted entity and distinct from Ansar al-Shari&#39;a, an entity affiliated with AQAP) are a cause for concern. There are operational links between Ansar al-Shariaa and Al-Qaida affiliated entities in the Sahel, the Maghreb, the Middle East and South Asia. Many foreign fighters have traveled to training camps in Libya and then headed elsewhere to fight.	1
- Request that parties to an armed conflict and third States strictly comply with their obligations under international humanitarian law to allow and facilitate the rapid and unimpeded passage of relief cargo, materials and personnel, subject to its right to set the technical conditions, including search, under which such a step will be permitted.	0
The death of two UNODC experts on an anti-piracy mission on 7 April 2014 was a sad reminder of the risks the United Nations faces in its work to improve the lives of others.	1
In many cases, men and women were kidnapped or disappeared, often without a trace.	1
In Algeria, the organization Al-Qaida in the Islamic Maghreb (QE.T.14.01) continues to constitute an active and dangerous threat, not only to Algeria but also to the countries of the Sahel, in particular Mauritania and, more recently, Mali.	1
I have requested that BINUCA continue its activities to support the Government in its efforts to obtain bilateral assistance to build the capacity of its national forces.	0
During March 2004 attacks by Government troops and Janjaweed militias in Korma, Northern Darfur, more than 20 women and girls were reportedly raped.	1
Among these concerns, one must be highlighted: the deterioration of the security situation in recent weeks and months.	0
Some rebel groups have directly impeded humanitarian work by looting cars and trucks and putting pressure on, and even kidnapping, national staff of humanitarian organizations.	1
It is not considered appropriate for trials to be processed before an international court since the crimes committed constitute a violation of national laws.	1
The Deputy Prosecutor focused her remarks on the role and impact of the International Criminal Court in strengthening the investigation and prosecution of serious crimes of concern to the international community.	0
The increasing convergence between terrorist financing methods, especially at the local level, and other criminal activities makes it even more difficult to distinguish the former from the latter.	1
The program examines human rights issues that commonly arise at various stages of the criminal justice process in terrorism cases.	0
States that participated in the review subsequently had three months to provide any identifying or other information related to the listing, such as updates on the operational status of listed entities or transfer, imprisonment or death. of the people included in the List, as well as the new charges brought against them in relation to terrorist acts.	0
32. Welcomes the regular reporting by the Government of Afghanistan on the content of the List and the effects of targeted sanctions in terms of countering threats to the peace, stability and security of Afghanistan and supporting the Afghan-led reconciliation initiative;	0
My delegation firmly condemns these acts of violence and expresses its condolences to the family of the deceased pediatrician.	0
The threat posed by former military personnel has decreased in the reporting period since the death of self-proclaimed leader Ravix R̩missainthe on 9 April (see S/2005/313, para. 16).	1
However, this crucial aspect of military capacity is not expressly contemplated in the sanctions regime, although it is widely covered by current arms export and control provisions adopted by Member States and multilateral institutions.	1
AQIM&#39;s arsenal could currently include sophisticated anti-aircraft weapons from Libya, although these are unlikely to be operational.	0
Other testimonies have insisted that there were summary executions of people who had allegedly committed robberies in areas controlled by the MPCI.	1
9. Calls upon States that have not yet done so to consider ratifying international humanitarian law, human rights and refugee law instruments and to adopt appropriate legislative, judicial and administrative measures to fulfill their obligations. these instruments are imposed on them;	0
As a result, the detainee becomes an incommunicado detainee and his or her detention is sometimes prolonged for more than 12 months, without being charged, without being allowed to communicate with a lawyer, without being able to appear in court. and without being able to receive visitors.	1
If Afghanistan becomes less attractive in terms of the number of targets for militant groups, they may reorient their efforts towards their own countries of origin or towards other countries.	1
Council members reiterated their support for the Special Envoy&#39;s attempt to get the two sides to cooperate to end the deadlock in the peace process and called on both sides to explore ways to advance the demarcation process.	0
Leaving aside these operational issues, as a general policy directive, the Ombudsman will treat requests submitted to him as confidential.	0
A series of isolated incidents have been recorded, ranging from attacks to training activities allegedly linked to Al-Qaida in South Africa.	1
Currently, some 47 non-state armed groups are believed to have been or are in possession of MANPADS.	1
Given the scale and magnitude of the incidents related to the Darfur conflict, establishing the facts and gathering reliable evidence for the identification of suspects are difficult tasks, which cannot be taken lightly.	0
Therefore, it deals largely with aspects of the social contexts that can foster the spread of terrorism.	0
In a press statement by the President, Council members expressed their deep concern about the serious humanitarian situation, as the latest fighting had led to an increase in human rights violations and a new population displacement.	1
Water pumps and wells have been set on fire, food-processing utensils destroyed, and crops and trees burned and felled, both in villages and wadis, which are an important source of water for the rural population.	1
The Security Council particularly welcomes the decision of the Secretary-General to prioritize, for the remainder of his mandate, the work of the Organization to consolidate the rule of law and transitional judicial institutions in societies suffering from conflict or leave it.	0
Climate change was therefore not only exacerbating existing threats to international peace and security; It also constituted in itself a threat to international peace and security.	0
On that basis, the largest number of victims came from Abobo: 63% of those killed, 35% of those injured or tortured, and 40% of those missing. Victims from Anyama were in second place, with 10% of people killed, followed by those from Koumassi, with 13% of people injured or tortured and 35% of those missing.	1
The women were detained by the Janjaweed for three months and some of them became pregnant as a result of the rapes they suffered during their detention.	1
In that context, we reiterate what we have stated time and time again that the main threat to the research is that some parts of our region and elsewhere are taking advantage of it to politicize conclusions that have no relation to the research and that do not They are based on solid evidence.	0
This has significantly improved the security situation in Mitrovica, as well as the provision of judicial and detention services. However, there has been little or no progress on the return of displaced Kosovo Serbs and Kosovo Albanians to their respective homes on either side of the Ibar River.	0
There were several positive developments in the anti-corruption structure, including the establishment of the Anti-Corruption Commission and the drafting of a law on the establishment of the High Administrative, Tax and Audit Court provided for in the Constitution.	0
In this regard, the Council commends the efforts made to date by the Central African Republic, the Democratic Republic of the Congo, the Republic of South Sudan and Uganda to end the threat posed by the LRA, and urges these countries, as well like other countries in the region, to not give up in that effort.	0
All States in the subregion are members of INTERPOL and have established national central offices.	0
:: Precise guidelines be developed on what missions can do to protect civilians, including practical protection measures such as more intense and systematic patrolling of potentially unstable areas, joint protection teams or early warning cells.	0
The strength of the joint integrated units, which has remained unchanged since April 2009, amounts to 32,900 (83% of the mandated strength of 39,639 troops).	1
The Commission also noted that on several occasions the Janjaweed have targeted children and killed them, as in the Kailek and Surra incidents mentioned above. The Commission received numerous reports of random or predetermined murders of children, sometimes in terrible circumstances, by burning or mutilating them.	1
The Commission had received credible evidence that Mi-8 and Mi-24 helicopters and also Antonov aircraft had been used during air strikes against the villages.	1
229. The Commission recommends the establishment of an independent and well-organized police and military oversight mechanisms.	0
9. The situation of human rights defenders throughout the country is another cause of great concern. Many of them are victims of harassment, arbitrary arrest and unjustified detention.	1
Aqeel Al-Aquil filed suit on May 11, 2005 in federal court in the District of Columbia against officials of the United States Departments of Justice, State, and Treasury, alleging that his designation as a terrorist by the United States Government on June 2, 2004 violated his rights under the United States Constitution. Al-Aquil, a resident and citizen of Saudi Arabia, was the president of Al-Haramain Islamic Foundation, which was based in Saudi Arabia until it was closed by Saudi authorities in 2004. On July 6, 2004, the United The United Nations listed him under his last name, Al-Aquil, along with various Al-Haramain offices in Afghanistan, Albania, Bangladesh, Ethiopia and the Netherlands (the United Nations had listed other Al-Haramain offices before that inclusion and did the same with other offices later).	0
Demobilized combatants will receive subsistence allowances in the amount of approximately US$940, of which 25% will be paid at the time of demobilization, another 25% after 45 days and the remainder 90 days later.	0
The introduction to the 2007/2008 annual report, prepared by the delegation of Viet Nam, was praised as providing both a summary and in-depth analysis of the Council&#39;s activities in different regions on issues ranging from weapons proliferation of mass destruction to the role of regional and subregional organizations in contributing to the maintenance of international peace and security.	0
General Sanogo&#39;s trial remains in the investigation stage; The investigation continues into the death of 16 preachers that occurred in September 2012 in a camp of the Malian armed forces in Diabaly; The summary execution of three Tuaregs that took place in February 2014 in Dj̩bock (Gao region) is under investigation and four soldiers of the Malian armed forces remain detained.	1
Other F-FDTL soldiers were sent to the former Peacekeeping Force building with orders to be ready.	1
Depending on the circumstances of each case, such persons may be suspected, under the doctrine of unlawful association, of having committed the crimes against humanity of murder of civilians, forcible confinement of civilians and forcible transfer, and the war crime of destruction of civil objects.	1
For example, after months of constant attacks on villages in the area, many people abandoned them and took refuge in Deleig.	1
The attack method (including a virulent strain of the bacteria in letters sent by federal postal services) was highly effective in terms of publicity, but a major attack intended to cause much greater casualties (e.g., the spread of anthrax using an aerosol) would require much more advanced technology.	1
While there are indications that the internal disciplinary mechanisms of the national police have been strengthened, progress was slow in prosecuting members of the security services responsible for committing violations.	0
While this is constructive, direct negotiations without preconditions, in which the parties would be expected to present territorial and security proposals within 90 days, remain not taking place.	0
16. Expresses its deep solidarity with the victims of terrorism and their families, and encourages the Executive Directorate of the Counter-Terrorism Committee to take into account the important role that networks of victims and survivors can play in the fight against terrorism, in close cooperation with the Counter-Terrorism Implementation Task Force and its relevant working groups;	0
The obligation of the Sudan to compensate for all crimes committed in Darfur by its agents and officials or de facto bodies must be considered in light of this international legal norm.	1
During this period the team carried out investigations in specific prearranged locations, such as internally displaced persons camps and destroyed villages, and maintained contacts with the SLA and government officials.	0
The Brigadier General asked that the shooting stop so that his children could be evacuated from the house.	1
Strongly condemns all violations of applicable international law committed against women and girls in and after armed conflict, calls on all parties to conflicts to cease such acts immediately, and highlights the responsibility all States to end impunity and prosecute those responsible for all types of violence committed against women and girls in situations of armed conflict, including rape and other acts of sexual violence.	0
Despite recent progress, logistical, political and security constraints will make the planned demobilization and reintegration of 180,000 ex-combatants by the end of the Comprehensive Peace Agreement period extremely difficult.	1
A UNPOL officer asked if he had been injured and was informed that his friend had just been killed by PNTL.	1
Furthermore, due to the high number of mixed marriages, they can hardly be distinguished in their external physical appearance from the members of the tribes who allegedly attacked them.	1
Presumably, its purpose was for the MLC/CCD-N forces to go from village to village destroying everything they could get their hands on.	1
Noting with concern the changing nature of the threat posed by Al-Qaida, Osama bin Laden and the Taliban, and other individuals, groups, companies and entities associated with them, including the ways in which terrorist ideologies are promoted,	0
In Northern Darfur, the state with the lowest numbers of the three Darfur states, the conflict is estimated to have affected 685,200 people, 403,000 of them displaced within the region.	1
585. There can be little doubt that the alleged crimes that have been documented in Darfur meet the requirements of the Rome Statute, as defined in articles 7 (1) and 2 (1) and (f) of article 8.	1
