es_en_DEEP	MatConf
However, the Security Council and the Committee have made many changes to their procedures over the years that increase transparency and recognize basic standards of fairness that would apply if their decisions were judicial.	0
The threat to security and stability in Afghanistan posed by terrorists, criminals and those involved in illicit drug trafficking is real and must be constantly addressed.	0
Although the number of political prisoner camps and inmates has decreased as a result of deaths and the release of some inmates, it is estimated that between 80,000 and 120,000 political prisoners are currently detained in four large camps.	1
I call on the donor community to contribute generously to Landmine Action's demining activities, which are essential for the safety of the local population and United Nations military and civilian personnel in Western Sahara.	0
The flows of weapons from Ethiopia that the warlords receive and then reach the Bakaraaha market would explain another source of small arms and ammunition from that market.	1
The Security Council emphasizes that any attempt to destabilize Chad by force is unacceptable.	0
During the reporting period, UNIFIL once again found its freedom of movement in its area of ââoperations impeded, in some cases jeopardizing the safety of United Nations peacekeepers. .	1
President Bashir's June 19, 2004 promise to disarm the Janjaweed was intended to apply only to bandits, not to the People's Defense Forces, the People's Police, or other state-armed tribal members. to fight the rebels.	0
The two witnesses who had participated in the investigation process, Mr. Donghyuk and Ms. Lee, spoke about their personal experiences in the Democratic People's Republic of Korea before they escaped as refugees.	0
9. Calls upon Member States to require that air carriers operating in their territories provide advance passenger information to the relevant national authorities in order to detect the departure from, attempted entry into or transit through their territory by civil aircraft of persons designated by the Committee established pursuant to resolutions 1267 (1999) and 1989 (2011) (hereinafter referred to as "the Committee"), and also calls upon Member States to report to the Committee any departure from, attempted entry into or transit through their territory of such persons and to exchange such information with the State of residence or nationality, as appropriate and in accordance with their national law and international obligations;	0
As the vehicles left the scene two of the unarmed UIR agents fell or were pulled from one of the vehicles and were stabbed by members of the crowd.	1
2) The offender will be punished with a prison sentence of 3 to 10 years:	1
In the context of the possible imposition of sanctions for rape and other acts of sexual violence, the Security Council has requested relevant United Nations missions and agencies to share all relevant information with the relevant sanctions committees of the Security Council. Security.	1
The Government acknowledged that the attack had taken place and stated that it would compensate the victims.	0
:: The existence of the ICTY and its work prompted the establishment of national courts in Serbia, Bosnia and Croatia;	0
Bosnia and Herzegovina expresses concern about the current political stalemate in establishing a new government and defining a clear constitutional reform process.	0
Despite persistent advocacy by the United Nations, nine minors allegedly associated with armed groups remain in Bamako detention centres, in contravention of the protocol on the release, reunification and reintegration of children associated with armed forces. armed groups in Mali, signed on July 1, 2013 by the Government.	1
As noted elsewhere in this report, very few victims have filed official complaints for crimes committed against them or their families due to a lack of trust in the justice system.	1
- Highlight the importance of ending impunity for violations of international humanitarian law and human rights law as part of an overall approach aimed at achieving sustainable peace, justice, truth and national reconciliation.	0
k) In light of past expenditures by the leadership, military and security apparatus, reorganize priorities and dedicate available resources to ensuring that citizens, including those serving in the armed forces, do not go hungry and achieve other minimum essential levels.	0
On a broader scale, the Internet has also allowed Al-Qaida and its associates to spread propaganda around the world and thus contact potential adherents to indoctrinate them, in part by luring them to use Al-Qaida-related websites.	1
This has increased the scope for using arms embargoes as part of an effective post-conflict peacebuilding strategy.	1
Although terrorism is not expressly mentioned as a recurring event, there is no doubt that it is a cause for concern, since many of the factors mentioned could encourage terrorist acts in the region.	1
From July 3 to 8, MINUSTAH organized a training course on "Women and Leadership" for potential candidates for the upcoming elections. On August 25, MINUSTAH, in collaboration with a local non-governmental organization, began broadcasting a weekly radio program aimed at raising awareness among both female candidates and voters.	0
Although the States of the subregion have worked to reduce their vulnerability to the mobility and acquisition of weapons by terrorists, the risk remains that terrorist units or those who support them illicitly penetrate their territories and may acquire, through criminal networks, the materials necessary for a terrorist attack.	1
It will assist the Committee in initiating a discussion to consider the technical assistance needs of States to implement resolution 1624 (2005) and will facilitate the provision of such assistance where appropriate.	0
During the Janjaweed attack on Mengarassa village in Western Darfur in November 2003, 20 girls were kidnapped and taken to Ammar camp.	1
Seven of the eight States of Central Asia and the Caucasus have ratified 12 of the international legal instruments against terrorism and Kyrgyzstan is seriously considering accession to 6 instruments to which it is not yet a party.	0
She was raped successively by four soldiers.	1
We urge Israel to respect its obligations towards the population of the occupied territories.	0
Different activities have different opinions on the effectiveness of online terrorist training materials because even with extremely complete and precise theoretical guidance, some practical training and experimentation are also needed to solve operational problems.	0
The evidence before the Commission indicates that nine persons were killed and three seriously injured by gunfire during the armed confrontation that took place in Taci Tolu/Tibar, as described in paragraphs 67 and 68.	1
- Terrorists must also be prevented from resorting to other criminal activities such as transnational organized crime, illicit drug use and trafficking, money laundering and illicit arms trafficking;	1
The rebels later captured an air force commander, who was detained for approximately three months.	1
However, some Mogadishu leaders accused the President of going to Ethiopian territory to acquire weapons and troops for his future activities in Somalia.	0
:: On November 15, 2014, regime helicopters dropped a barrel bomb on the Omar ibn al-Khattab mosque in Aleppo, causing significant damage.	1
The two press conferences, especially the first one, as well as the interview of the first suspect, and the arrest of former senior officials of the security services at the suggestion of the Commission, have had a catalytic effect.	1
Further investigation is still required into some activities carried out on Beirut's Minae Al-Hosn Street prior to the explosion; such an investigation could reveal details of the planning phase and thus lead to the perpetrators.	1
In any case, Bin Laden has been able to take advantage of modern media to make exhortations to many Muslims as a spiritual leader who somehow manages to present violence as something glorious and as a duty and not as the terrorism that it really is.	1
Furthermore, during its visit to Sudan, the Team received official information about arms smuggling by groups associated with Al-Qaida, through Eritrea, to Al-Qaida elements in Saudi Arabia.	0
From the point of view of international criminal law, such violations of international humanitarian law undoubtedly constitute large-scale war crimes.	1
It is important to remember, however, that apart from such confidence-building measures, the Government of CÃ´te d'Ivoire remains responsible for the safety and security of its citizens. The Minister of Territorial Administration, Mr. Issa Diakite, was attacked in Abidjan, on September 6, by a group of Young Patriots.	1
Raids, raids and arrests without arrest warrants	1
None of the witnesses reported that leaflets were dropped or announcements were made on the radio or through tribal chiefs, or that planes were used to fly low over villages to warn civilians of an impending attack.	0
"Antagonism between political forces overshadows the country's recent democratic success and threatens its progress toward permanent stability." (S/2011/540, para. 55)	0
In conclusion, I would like to express my gratitude to my Special Representative for the Sudan, HailÃ© Menkerios, for his selfless service, and to all military, police and civilian personnel serving in UNMIS.	0
Reaffirming its commitment to a political solution to the conflicts in the former Yugoslavia, preserving the sovereignty and territorial integrity of all States within internationally recognized borders,	0
Most States have yet to incorporate the crimes provided for in international counter-terrorism instruments into their national legislation.	1
Furthermore, Syrian security forces have continued to carry out operations along the Syrian-Lebanese border, part of which has been mined in recent months.	1
However, in many areas of the country there is neither detention capacity nor functioning courts, forcing law enforcement authorities to release suspected dangerous criminals, or to ask law enforcement MONUC to intern suspects for security reasons and to protect civilians.	1
Regarding the deployment of UNMISS, he noted that the force was doing everything possible to expand its presence outside the bases, pending the completion of additional deployment.	1
The humanitarian situation in Somalia remains a cause for serious concern.	0
I am deeply concerned that sexual violence against girls will continue to undermine prospects for peaceful coexistence in Darfur for many years.	0
The number has since doubled to 16, in addition to the Special Adviser, and more observers and United Nations Volunteers are being recruited.	0
Although hostilities had ceased, tensions persisted, and new clashes could not be ruled out.	1
Accordingly, after consultations with the Security Council Committee established pursuant to resolution 1718 (2006), I wish to inform you that I have appointed Mr. George Lopez (United States of America financial expert) and Mr. Takehiko Yamamoto (Japanese nuclear expert) to join the Group of Experts and carry out the tasks indicated in paragraph 26 of the resolution.	0
The conduct of joint or parallel operations by MONUC and FARDC, including presence-building, cordon and search missions and day and night patrols, has resulted in an improvement in the security situation in South Kivu. From 6 to 9 September, two FARDC battalions, some 1,000 soldiers in total, participated in one of these operations in the Kahuzi Beiga park area, an area where the FDLR is concentrated.	0
A battalion and headquarters equipment would be needed to ensure security at Kalemie airport; create a safe environment for the development of the electoral process; monitor the arms embargo at the airport and ports of Lake Tanganyika-Moba; dissuade armed elements in South Kivu from moving towards Katanga; monitor the Mayi-Mayi in northern and central Katanga and encourage them to join the brassage, or disarmament, demobilization and reintegration, process; and provide extraction capacity for MONUC and other United Nations personnel in northern Katanga and Kasais.	1
In Northern Darfur, the state with the lowest numbers of the three Darfur states, the conflict is estimated to have affected 685,200 people, 403,000 of them displaced within the region.	1
Since the demonstration was scheduled to end at 1:00 p.m. on Friday, April 28, a change in the mood of the crowd gathered in front of the Government Palace was palpable from early in the morning.	1
The Government of the Syrian Arab Republic would like to first express its appreciation for the efforts of the United Nations Department of Peacekeeping Operations and those responsible for the United Nations Disengagement Observer Force ( UNDOF) deployed to the occupied Syrian Golan to maintain security and peace in its area of ââoperations, in accordance with its mandate. The Syrian Arab Republic has continuously supported and facilitated the work of the Force and respected its mandate since its establishment in 1974; has established close links with those responsible for the Force, with the United Nations Truce Supervision Organization (UNTSO) and with the Department of Peacekeeping Operations; and successive Secretaries-General have consistently expressed in their reports their appreciation of the Syrian Arab Republic's willingness to cooperate, to ensure the security of UNDOF members and to respect the Force's mandate.	0
The Security Council extended the partial suspension of the arms embargo for the development of the security forces of the Federal Government of Somalia on two occasions: in resolution 2142 (2014) for six months and in resolution 2182 (2014) until 30 October 2015.	1
The Government of Lebanon informed me that in recent weeks it had taken significant steps to restrict this flow of arms and people and the free movement of arms and armed elements to and from the Palestinian refugee camps in Lebanon, in particular since the end of September 2005.	0
A similar obligation falls on rebels for all crimes they have committed, whether or not the perpetrators have been identified and punished.	1
The guards who monitored the population used whips as a means of control and humiliation.	1
We wish to draw the attention of the international community to the alarming fact that by withdrawing from the aforementioned decision, the Russian Federation no longer considers itself subject to the obligation to prevent the sale and supply to the Abkhazian side of all types of weapons, defense equipment and spare parts, ammunition, armored vehicles and other equipment (para. 3), as well as to prevent the hiring of its own citizens or their recruitment into any armed group in the conflict zone (para. 5 a)).	1
States that have partially criminalized terrorist financing have yet to ensure the inclusion of all elements of Article 2 of the Terrorist Financing Convention.	1
Those responsible for terrorist acts have been arrested and subsequently brought to justice in several jurisdictions.	1
Australia, Denmark, France, Norway, New Zealand, the Netherlands, the United Kingdom and the United States have dependent or overseas regions and territories, each with a different level of autonomy and different ability to establish their own regulatory framework in matters of combating terrorism.	0
Formulation and implementation of a gender policy statement, a comprehensive gender policy and an action plan on gender mainstreaming across the Department with objectives, activities, indicators and deadlines for each functional area. Formulation of training instruments and guidelines.	0
56. Encourages Member States, when unfreezing the assets of a deceased person or of an entity that has been reported or confirmed to have ceased to exist as a result of its delisting, to remember the obligations imposed in resolution 1373 (2001) and, in particular, prevent unfrozen assets from being used for terrorist purposes;	0
At the deadline of this report, a total of 37% of the DF effluent, which the Cape Ray ship delivered on August 30 and 31, 2014, had already been destroyed.	1
The Committee continued to explore a media outreach strategy, based on a non-paper prepared by Committee experts. The purpose of the strategy is to methodically and efficiently use the resources of the United Nations and the Committee to reach a broader and more selective audience, through initiatives such as the development of specialized mailing lists whose members would receive important developments electronically. about the Committee.	0
With regard to military agreements Nos. 2 and 3, the parties have continued to provide a high level of cooperation with MINURSO in the marking and disposal of mines and unexploded ordnance.	0
Some States have begun to recognise this by developing comprehensive national counter-terrorism strategies that go beyond law enforcement to involve a range of social actors.	0
The Security Council, in its resolution 1559 (2004), called for the disbandment and disarming of all Lebanese and non-Lebanese militias.	0
The Commission found that a committee established by the Wali of Southern Darfur was conducting an administrative investigation, in view of the seriousness of the allegation and its consequences, which made it imperative that appropriate measures be expedited;	0
When the soldiers were finishing raping the five women, a second group arrived and was heading to El Fashir to sell firewood.	1
Urging [the affected State] to, in coordination with the international community, carry out a comprehensive reform of the police, judicial and prison systems and to protect and promote human rights and fundamental freedoms and end impunity.	0
Currently, government authorities affirm that they have not identified the members of these squads, and attribute these acts to possible settling of accounts.	1
We consider it unacceptable for us to deviate from this principle since the fragile situation in the province could lead to widespread destabilization.	0
n) Consult with the intelligence and security services of Member States, including through regional forums, in order to facilitate the exchange of information and strengthen the implementation of measures;	0
It is part of a mantra constantly repeated before this Council, which by no means turns out to be true, which ignores both Palestinian responsibilities and Israeli rights, and which fails to recognize the enormous difficulties that Israeli forces face in trying to protect their citizens and minimizing the damage to Palestinian lives when the terrorists they face show as little concern for Palestinian lives as they do for Israelis.	0
Witness statements from many incidents published in these reports mention that the attacking forces were in uniform, but a distinction is made between the uniforms of the regular military forces and the Janjaweed.	1
Over the past six months, the deepening crisis in the Syrian Arab Republic has continued to affect Lebanon, further polarizing the political spectrum and raising concerns that unrest in the Syrian Arab Republic could have negative repercussions on Lebanon's stability.	1
Mr. Beyani also called on the Council not to lose sight of the important role that displaced women could play in negotiating peace, ensuring their human rights and achieving development in post-conflict situations.	0
The active presence of ethnic and community-based militias remains a major source of instability, especially in the western part of the country, where violent inter-ethnic clashes have occurred in recent months.	1
The Sudan does not have the United Nations in its sights. It is a faithful member of the Organization, abiding by the provisions of the Charter of the United Nations, and appreciates its efforts to achieve security and stability and promote development in the Sudan. Furthermore, Sudan continually strives to develop its relationship with the United Nations, in accordance with the Charter and relevant resolutions of the General Assembly and the Security Council.	0
This is an international obligation that States must comply with to help ensure justice is done for the victims of these painful events.	0
In recent situations, such as CÃ´te d'Ivoire and Libya, the Council has welcomed the commissions of inquiry established by the Human Rights Council, demonstrating how closely linked concrete actions to strengthen peace and security are to the protection of human rights.	0
The Council reiterates its strongest condemnation of such practices, urges all parties to armed conflicts to ensure the full and effective protection of women, and insists on the need to end impunity for those responsible for violence. for gender reasons.	0
Even worse, the activities of these terrorist groups constitute a serious threat to the peacebuilding efforts and peacekeeping missions of the international community, such as those in Somalia and Mali.	0
Unless addressed by the Government, these problems could pose serious threats to the security and stability of Timor-Leste.	0
b) Strengthen its ability to immediately freeze terrorist funds and assets by establishing national "freezing" mechanisms that complement regional instruments;	1
With this strategy, the United Nations system implements joint programming initiatives with good results, although there is a need to strengthen the links between the different programs and the Government's efforts to stabilize the country.	0
Emphasizing that defeating terrorism is only possible with a sustained and comprehensive approach involving the active participation and collaboration of all States and international and regional organizations to curb, weaken, isolate and neutralize the terrorist threat,	0
8. Underlines the importance of humanitarian personnel having safe and unimpeded access to civilians in armed conflicts, calls on all interested parties, in particular neighboring States, to cooperate fully with the Assistance Coordinator Organization of the United Nations and United Nations agencies in order to facilitate such access, invites States and the Secretary-General to bring to its attention information related to the deliberate denial of such access in violation of international law, when such denial may constitute a threat to international peace and security and, in this regard, expresses its readiness to examine such information and, where necessary, take appropriate measures;	0
The region's natural resources, cross-border crime and the availability of small arms due to past armed conflicts leave the subregion potentially exposed to money launderers, international criminals, drug traffickers and terrorist groups.	1
These attacks and provocations have sometimes indirectly prevented access to humanitarian assistance.	1
The adoption of the Statute of the International Criminal Court, followed by the Statute of the Special Court for Sierra Leone, can be considered the culmination of a legislative process that in a matter of a few years led to the crystallization of a set of customary norms applicable to internal armed conflicts. and in the criminalization of serious transgressions of said norms, in the sense that serious violations of said norms can give rise to individual criminal responsibility.	0
In this sense, the Committee has also highlighted the importance of the provisions that require that detention be carried out in places publicly recognized as centers intended for these purposes and that there be due registration of the names of detainees and places of detention.	1
Furthermore, many victims informed the Commission that they had little confidence in the impartiality of the justice system and its ability to bring to justice the perpetrators of serious crimes committed in Darfur.	0
He also called for an immediate end to all violence and urged all parties to exercise maximum restraint and refrain from retaliation, including attacks on state institutions.	0
While intending to discuss in depth the issue of cooperation with relevant international and regional organizations in April 2007, the Committee supported the Monitoring Team's recommendation to invite, as appropriate, representatives of those organizations to meet with the Committee with a view to an exchange of views that could be mutually beneficial.	0
As indicated above, various sources have confirmed that the children wear uniforms and carry weapons.	1
By mid-1975 the relationship between those two parties had deteriorated. On August 11, 1975, the UDT carried out a preventive armed attack against FRETILIN. The counterattack was carried out on August 20, 1975, the date on which the founding of the Armed Forces of National Liberation of East Timor (FALINTIL) is commemorated.	1
In summary, the Commission has collected considerable material and testimony that tends to confirm the murders of thousands of civilians in attacks on villages.	1
Each ransom payment encourages further kidnappings, creating a vicious circle that encourages kidnappings and contributes to the financing of Al-Qaida and its affiliated entities.	1
The Under-Secretary-General further reported that acts of violence and human rights abuses continued on a daily basis, including the use of torture, murder, rape and enslavement by ISIL, punishments and attacks against civil services by opposition groups, including groups designated as terrorists, and air strikes, including barrel bombs, carried out by the Government against civilian areas, internally displaced persons camps and civilian facilities.	1
The Minister of the Interior told Commander da Cruz to deliver 10 of the rifles, 6,000 cartridges and 10 magazines to Rai Los in LiquiÃ§a.	0
The Committee plays a crucial role in United Nations counter-terrorism efforts by maintaining, updating and improving its Consolidated List of Persons and Entities Associated with Al-Qaida and the Taliban and by effectively monitoring the implementation by Member States of sanctions against the people and entities that appear on the List.	0
In his report, the Secretary-General notes that some progress has been made in most of these areas, except for the essential issue of local government reform and, in particular, decentralization, where the progress, by comparison, is not enough.	0
Six children were killed and 44 injured as a result of improvised explosive devices left over from the conflict.	1
Participants in the joint mission held consultations with all stakeholders in Burkina Faso aimed at putting in place arrangements for the transfer of power by the military within the framework of a consensual civilian-led transition leading to elections and prompt restoration of the constitutional order.	0
In practice, most transfers of light weapons to CÃ´te d'Ivoire are unreported.	1
The first of these questions concerns how best the Committee can ensure that the sanctions will promote peace and stability in Afghanistan, and the second concerns the ongoing legal challenges to the implementation of these measures. by the Member States.	1
The measures taken so far by the Government to address the crisis have been both completely insufficient and ineffective, contributing to the climate of almost total impunity for human rights violations in Darfur.	1
Despite this, the detainees were subjected to serious acts of violence against the life and integrity of people.	1
The implementation of resolution 1373 (2001) in Central Asia is hindered by several factors, namely: the proximity of the conflict in Afghanistan (where drug production fuels terrorist activities and has generated an intense exchange of drugs for weapons ); illicit cross-border courier money transfer activities (a potential source of terrorist financing); the circulation of surplus weapons (due to political and civil unrest in the region); the existence of remote or poorly protected borders, together with the lack of human and material resources to ensure effective border control, and a high number of migrant workers (which in turn increases the use of informal remittance systems, a source terrorist financing potential).	1
Recently, the Executive Directorate held, together with the IGAD Counter-Terrorism Capacity-Building Programme, a seminar for police, customs and foreign affairs officials of countries in the subregion on the issue of border control.	0
Counter-terrorism strategy: coordination of law enforcement agencies	0
Despite reports of armed groups along the border between Western Bahr El Ghazal State and Southern Darfur, UNMIS was unable to conduct a reconnaissance of these regions as the SPLA did not provide security guarantees.	1
There are also credible reports that more than 20 people may have disappeared, although their relatives are too scared to report their disappearance to the relevant authorities.	1
As explained below, the Commission has gathered much material which, in its view, confirms that the term Janjaweed, in the limited context of the Commission's mandate, is used as a generic term to describe the Arab militia acting on the orders of, with the support, complicity or acquiescence of, the State authorities of Sudan and whose acts go unpunished.	0
Since June 1999, a total of 103 people have been killed and 394 injured in incidents involving mines or unexploded ordnance.	1
The mission witnessed an escalating spiral of violence, in the midst of which peacekeepers came under direct attack by extremists.	1
Following the arrival of troops loyal to President Yusuf and their deployment in an area near Jawhar, south of the town, in early September, Trade Minister Muse Sudi Yallahow was reported to have sent several "vehicles "technicians" to reinforce their troops in Balad, south of Jawhar.	1
The Security Council recognizes and continues to encourage the efforts of the League of Arab States to contribute to the collective desire to resolve the conflicts in the Middle East peacefully and to promote international reactions to the transformations that the region is experiencing, while reaffirming its firm commitment to the sovereignty, independence, unity and territorial integrity of the countries of the region and to the purposes and principles of the Charter.	0
Some rebel groups have directly impeded humanitarian work by looting cars and trucks and putting pressure on, and even kidnapping, national staff of humanitarian organizations.	1
There is no doubt that the Committee must take into account all relevant international recommended practices, codes and standards in the implementation of resolution 1373 (2001), while monitoring its implementation by States.	0
In fact, many of the laws in force today in Sudan contravene basic human rights standards.	1
- Condemn and request the immediate cessation of acts of sexual violence committed in the context of an armed conflict and linked to it.	0
No progress was made in developing an action plan to end the recruitment and use of child soldiers in accordance with Security Council resolutions 1539 (2004), 1612 (2005) and 1925 (2010).	1
Member States will be asked to limit their interventions to five minutes.	0
An eighth trained police unit contributed by Nigeria is scheduled to be deployed in October.	0
However, it is worth noting the quality of the support provided by French forces to MINUSMA in several areas:	0
The Arab Azawad Movement (MAA), the Coordinator of Patriotic Resistance Movements and Forces (CM-FPR) and the People's Coalition for Azawad (CPA), in their capacity as parties to the Preliminary Agreement for the Holding of Presidential Elections and Inclusive Peace Talks in Mali, signed on June 18, 2013 in Ouagadougou;	0
Landmine Action also teaches residents how to recognize explosive devices.	0
Other soldiers began to beat the other four women, including the witness.	1
While it may be impractical to authorize all contingents to carry out specific offensive operations to neutralize armed groups, urgent measures are required for framework brigades to contribute more actively to armed group neutralization and protection activities. of civilians.	1
Calls upon all stakeholders to ensure that the special needs of women and children are taken into account and included in all peace processes and agreements and in all post-conflict recovery and reconstruction planning. concrete measures for the protection of civilians, including... iii) creating conditions conducive to the voluntary, safe, dignified and sustainable return of refugees and internally displaced persons...	0
Recalling the right to freedom of expression contained in Article 19 of the Universal Declaration of Human Rights, adopted by the General Assembly in 1948 ("Universal Declaration"), and also recalling the right to freedom of expression, which is proclaims in article 19 of the International Covenant on Civil and Political Rights, adopted by the General Assembly in 1966, and that only those restrictions may be imposed on these rights provided for by law and that are necessary in accordance with the provisions of paragraph 3 of article 19 of the Covenant,	0
Condemns the use of [national television channels] and other media to incite discrimination, hostility, hatred and violence, including against [the relevant United Nations Mission], as well as acts of intimidation and violence against journalists, and calls for the lifting of all restrictions imposed on the exercise of the right to freedom of expression in [the affected country];	0
The determining element of genocidal intent, however, seems to be missing, at least as far as the central government authorities are concerned.	0
FDLR elements have reportedly been dispersed in South Kivu and their ability to move freely through population centers and attack civilians has been restricted. However, the attack capacity of the FDLR cannot be underestimated, particularly given that the FARDC has limited resources in the area, has little military training, suffers from a lack of discipline and, in addition, sometimes collaborates with FDLR commanders.	1
With the exception of cases where a person is caught red-handed, law enforcement officials must present a warrant to arrest or detain a person.	1
The Algiers Agreement obliges both parties, according to Article 1, paragraph 1, to "refrain from the use or threat of force."	0
Although the Government may not have participated in the destruction in most cases, its complicity in the attacks during which the destruction was caused and its presence at the scene are enough to make it responsible for it as well.	1
Furthermore, the forced assignment of employment and a state-designated place of residence is largely driven by discrimination based on the songbun system.	1
I am very concerned about the latest escalation that has occurred between Gaza and Israel.	0
Under these circumstances, UNOTIL cannot be held responsible for firing at the PNTL officers.	1
To expedite the approval process, States could be encouraged to provide the Committee with all available supporting information or documentation, such as arrest warrants, Interpol announcements, indictments and rulings or court records.	0
The Security Council recalls all its resolutions and statements on the fight against terrorism, reiterates its firm condemnation of terrorism in all its forms and manifestations, by whomever and wherever it is committed and whatever its purposes, and expresses its determination to combat by all means terrorism in all its forms and manifestations in accordance with the Charter of the United Nations and international law, including applicable provisions of international humanitarian law, human rights law and refugee law.	0
The Government of Nepal should ensure that appropriate measures are taken to protect child victims or witnesses and children accused of crimes committed in the context of the conflict, as well as to promote the participation of children in any justice activities. of transition, so that their experiences of the conflict are made known.	0
Council members encouraged the Burundi authorities to continue their efforts to create the necessary conditions for holding inclusive elections through constructive dialogue, an open political space, an end to politically motivated violence and the fight against impunity, in accordance with resolution 2137 (2014).	0
The Committee encourages the Executive Directorate to intensify its dialogue with Member States and regional organizations, particularly during its visits, on the development of comprehensive and integrated counter-terrorism strategies, the improvement and refinement of existing structures and the implementation of mechanisms to strengthen the capacity of States and organizations to articulate strategies, to take full advantage of country visits to advise Governments in the formulation of these strategies and to continue to work in close collaboration with the Office and working groups of the Counter-Terrorism Implementation Task Force.	0
Use of the Internet for terrorist purposes to provide training on explosives	1
Although the physical protection of civilians against violence remains important, greater attention should be paid to protection through the development of political and civil processes, the deployment of reconciliation efforts at the community level and the establishment of a protection climate in close coordination with the United Nations country team and other actors working towards the same end.	0
On 25 July, I informed the Security Council of my decision to appoint Peter van Walsum (Netherlands) as my Personal Envoy for Western Sahara, to assist me in assessing the situation and exploring with neighboring parties and States and other interested parties the best way out of the political impasse in which we find ourselves.	0
In an incident that occurred in the area called PK 18 in Abobo, six young men living in the same place were forcibly removed from their home on March 25 at 11:00 p.m. by the police and masked members of special units or the called parallel forces.	1
The following situation was described: Deliberate attacks on women and girls, including gang rape, began during attacks on villages. The women and girls were then kidnapped and kept confined for several days, during which they were raped. Rape and other sexual violence continued to occur during women's flight and subsequent displacement, including when they left their villages or internally displaced persons camps to search for firewood or water.	1
The Security Council welcomes the considerable progress made by Timor-Leste in strengthening the institutional and human resource capacity of State institutions, including in the security, justice and governance sectors, which play key roles in safeguarding stability and promoting democracy.	0
At the end of August, the Kosovo Protection Corps had 3,029 active members, 157 of whom were minorities.	1
The Syrian Network for Human Rights was unable to gather information on deaths in areas isolated by the regime.	0
Indeed, it is high time for the international community, and in particular the Security Council, to take effective measures to counter the illegal and criminal policies and practices of the Israeli regime and to end its state terrorism against the Palestinian people and others. towns of the region.	1
Despite these initiatives, regional counter-terrorism efforts continue to face considerable challenges.	0
Within the framework of the Global Counter-Terrorism Forum, the Monitoring Team participated in the seminar on good practices in combating terrorism in the criminal justice sector, held in Abuja, and in the meeting of the working group on the Sahel that took place in Oran, Algeria, in June 2013, to promote the sanctions regime and assess the threat in the region.	0
1.1 Please indicate whether the new Penal Code has been promulgated, especially the provisions criminalizing the recruitment of persons to commit acts of terrorism.	0
15. On December 2, NATO concluded its military mission in Bosnia and Herzegovina with an official ceremony at Camp Butmir, Sarajevo.	0
The report was submitted to the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban and associated persons and entities on 22 February 2011, in accordance with resolution 1904 (2009). Security Council and is currently being considered by the Committee.	0
The Committee's visits to the region have highlighted that States need to strengthen law enforcement to prevent the illegal cross-border movement of cash and bearer negotiable instruments by establishing risk indicators and developing capacity in the area. of detection methodologies.	0
The Commission and its team found extensive evidence relating to displacement and conducted a large number of interviews with both displaced people within Darfur and refugees in Chad.	0
Furthermore, the Security Council calls upon all parties to take appropriate and necessary measures to respect the principles relating to the protection of refugees and their obligations under refugee law, including civil and humanitarian of the refugee camps.	0
The March 25 march received much publicity and was considered by some to be a serious challenge to the President and the legitimate institutions of the State.	1
:: On November 29, 2014, regime warplanes dropped two barrel bombs on the Wahid al-Yousef school in the village of Kafr Sajna in Idlib, completely destroying it. Places of worship	1
The embargo includes "arms and related materials of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment and related spare parts.	1
When detained or forcibly repatriated, DPRK officials systematically subject them to persecution, torture, prolonged arbitrary detention and in some cases sexual violence, including during invasive body cavity searches.	1
This case is an example not only of mass killings of civilians, but also of unlawful confinement, accompanied by summary executions, rape and other abuses.	1
Mali and Niger are members of the newly established subregional Joint Intelligence Center in Tamanrasset, Algeria.	0
According to many information and testimonies, this support for the parallel forces comes from the presidential palace.	0
Many States will also continue to confront issues such as radicalization, violent extremism and cross-border movements of terrorists.	1
Greater coordination could have allowed UNOTIL's collective resources to be better utilized in the intervention. V. Accountability	0
Close cooperation between UNOMIG and CIS peacekeeping forces continued through regular liaison visits, weekly quadripartite meetings, information exchanges and joint patrols.	0
However, States still need to strengthen their programs and cooperation and implement best practices and the latest international arms control standards.	0
Some government officials and members of militia forces have also been mentioned as possibly responsible for participating in an illicit association to commit international crimes.	1
Mr. Å imonoviÄ believed that accountability was essential for reconciliation and that efforts should also be made to prosecute members of armed groups who had committed serious human rights violations.	1
1. Condemns violent extremism, which can lead to terrorism, sectarian violence, and the commission of terrorist acts by foreign terrorist fighters, and demands that all foreign terrorist fighters lay down their arms, end all terrorist acts, and cease participate in armed conflicts;	0
The two years of conflict had sharpened political differences and aggravated the already precarious socioeconomic conditions of the majority of the population.	1
He was later killed in Syria.	1
The first was a white van carrying three uniformed men armed with M16 rifles. The second was a red truck carrying between 15 and 20 armed men, some of them in uniform and others dressed in civilian clothes.	1
The men held in Kailek were called and shot dead in front of everyone or, in other cases, taken to another location and shot.	1
Council members expressed deep concern at reports that hostilities had resumed and at the humanitarian consequences of this.	0
According to his statement, he was in his office when he heard the explosion, but thought the noise was due to Israeli military planes passing through the sound barrier.	1
The resolution marks the second major change in the processing of humanitarian supply contracts under the program since the adoption of resolution 1284 (1999), which raised the maximum amount of oil that Iraq could sell under the program. and expedited procedures were established for certain humanitarian items.	0
