es_en_DEEP	MatCoop
The conditions and modalities of the orderly return to their respective countries of origin of many refugees from Burundi and the Congo still in the United Republic of Tanzania must be reviewed in order to accelerate the pace of repatriation recorded in recent months.	1
On 20 July, the Council held a public debate (4174th session) to consider its role in preventing armed conflict.	1
:: Will report to the Committee established pursuant to resolution 1540 (2004) after each meeting	1
In this context, it reaffirms that the primary cause of the crisis in Angola is the refusal of UNITA to comply with the basic provisions of the Lusaka Protocol and reiterates its demand that UNITA abide by its obligations to demilitarize and allow the extension of the administration of the State to the territories it controls.	0
They have enacted anti-terrorism laws and made efforts to further strengthen regional coordination and cooperation, especially in the maritime context.	1
A system has been created under which victims of sexual exploitation and abuse would be referred, on a case-by-case basis, to a non-governmental organization to provide the necessary support.	1
The Council also decided that the maximum total strength of the Mission would be 2,370 troops and a police component of up to 2,601 troops, as recommended by the Secretary-General; and urged the Secretary-General to ensure that a troop strength close to the current strength was maintained in the country until he submitted his next report to the Council and to alert in that report to any major changes in the situation.	0
The conduct of joint or parallel operations by MONUC and FARDC, including presence-building, cordon and search missions and day and night patrols, has resulted in an improvement in the security situation in South Kivu. From 6 to 9 September, two FARDC battalions, some 1,000 soldiers in total, participated in one of these operations in the Kahuzi Beiga park area, an area where the FDLR is concentrated.	1
The report should also indicate the contributions that the Council could make to promote the effective implementation of existing humanitarian law standards, and should identify whether there are significant gaps in existing legal standards by reviewing recent reports in this regard.	0
a) Continue to intensify its cooperation with international, regional and subregional organizations and establish operational modalities with each of them that take into account the differences that exist between their capacities and mandates, including working-level dialogues, briefings to the Committee and of this, and better information exchange agreements;	1
(q) The prohibition of ill-treatment of enemy combatants who have been hors de combat and the enforcement of humane treatment of captured enemy combatants;	0
b) Continue to work in close coordination and cooperation with INTERPOL and States and donor organizations to provide technical assistance to develop the capacities of law enforcement agencies and provide equipment and facilities to States in need;	1
Counter-terrorism strategy: coordination of law enforcement agencies	1
UNOMIG military observers continued to carry out their mandated tasks, patrolling daily, maintaining contact with local authorities and coordinating their work with the collective peacekeeping forces of the Commonwealth of Independent States (CIS) and the law enforcement agencies of both parties.	1
The Security Council reiterates its strong condemnation of all violations of applicable international law committed against women and girls in situations of armed conflict and post-conflict, including rape, other forms of sexual and gender-based violence, and murder and mutilations that contravene international law.	0
Recalling in this context that the killing of members of an ethnic group with intent to destroy it in whole or in part constitutes a crime punishable under international law,	0
They informed UNMIK that a draft amnesty law covering political prisoners detained in Serbia would be submitted to the Parliament of the Federal Republic of Yugoslavia as soon as possible.	1
The Government has the mandate to formulate and execute the general policy of the country.	1
:: Starvation, as a method of war, of civilians, depriving them of goods essential to their survival, including the intentional obstruction of relief supplies in accordance with the provisions of international humanitarian law.	0
The Center has prepared an exit strategy for the transfer to the relevant departments of the Joint Interim Administrative Structure of functions that include the continuous removal of any residual threat, mine danger information and assistance to victims.	1
A fourth element that is equally important in this context, and which has been raised in relation to the withdrawal of troops, military equipment and intelligence apparatus from Syria, is the need for Lebanon and the Syrian Arab Republic to reach to an agreement on the international borders that separate the two countries and their delimitation on the ground.	1
Through this agreement, participating States undertake to support programmes to reduce armed violence from a development and human rights perspective.	0
On 7 September, the Joint High-Level Working Group of the Government of Chad and the United Nations met for the third time to assess the situation on the ground regarding the protection of civilians and compliance with the measures adopted by the Government to fulfill the tasks set out in paragraph 2 of Security Council resolution 1923 (2010).	1
:: Some members stressed that international law, in particular human rights standards, must be respected in the fight against terrorism. Reiterating that terrorism constituted a serious violation of individual rights and freedoms, including the fundamental right to life, one member stressed the need to establish the right of individuals to protection against terrorism and reiterated his initiative to develop, under the auspices of the United Nations, a code to protect human rights against terrorism.	1
This was important as the Council, by virtue of its actions, created obligations under international law and should therefore be able to enforce them.	1
Instructs the Commission to carry out an analysis on the financing of ECOWAS activities in order to ensure that the institutions have sufficient resources.	0
The Lebanese Armed Forces informed the United Nations that the deteriorating security situation in the Syrian Arab Republic had led them to strengthen border control measures to prevent the entry of weapons and military personnel into and out of Lebanon. .	1
The UNMIK Police has focused on activities to ensure that all its students, as well as those of the Kosovo Police Service, have practical knowledge of international human rights standards for law enforcement officers.	1
The Council notes that the Department of Peacekeeping Operations has sent a fact-finding mission to Chad and the Central African Republic to establish how the United Nations can assist the countries in addressing the prevailing instability.	1
Calls upon those concerned, in accordance with international humanitarian law, including the Geneva Conventions and the Hague Regulations, to allow free and full access by humanitarian personnel to civilians in need of assistance in situations of armed conflict and to bring to make available to them, as far as possible, all means necessary to carry out their operations, and to promote the safety, security and freedom of movement of humanitarian personnel, United Nations and associated personnel and their property.	1
Changes are necessary to the process by which the reasons for de-listing or retention are communicated, to ensure that they are communicated in a timely manner and provide substantive content that adequately reflects the analysis and conclusions of the list. the independent examiner.	0
Reaffirming that terrorism in all its forms and manifestations constitutes one of the most serious threats to peace and security and that all acts of terrorism are criminal and unjustifiable, whatever their motivation and wherever and by whomever they are committed, and reiterating its unequivocal condemnation of Al-Qaida and other individuals, groups, companies and entities associated with it for the constant and multiple criminal acts of terrorism that are intended to cause the death of innocent civilians and other victims, destroy property and profoundly undermine stability ,	0
As the situation in the Beni area indicates, efforts to neutralize armed groups that are dispersed and supported by local criminal networks and FARDC elements need some time to translate into visible results.	1
Four States have effective legal systems that ensure mutual legal assistance and extradition but no State has adequate mechanisms to exchange information in a timely and effective manner with its international counterparts.	1
Clan elders, as well as Kenyan authorities, intervened in mid-August to help resolve the dispute.	1
As called for in the current programme of work, the work to advance universal reporting continued at the bilateral level, with the missions in New York of States that have not yet submitted a report to the Committee, and within the framework of regional opportunities and other events.	1
15. On December 2, NATO concluded its military mission in Bosnia and Herzegovina with an official ceremony at Camp Butmir, Sarajevo.	1
The Monitoring Group is convinced that these people use the income obtained in this way to maintain their militias and purchase weapons.	0
Significant progress was also made in establishing operational municipal assemblies. On November 11, more than 800 members of the new assemblies were sworn in.	1
The Council reminds States that they must ensure that the measures they take to combat terrorism comply with all their obligations under international law, in particular international human rights law, international refugees and international humanitarian law.	1
Starvation and other inhumane conditions of detention are deliberately imposed on suspects to pressure them into confessing and accusing others.	0
This reduced the value of the initiative in terms of providing comprehensive justice for victims.	0
The Security Council recognizes the importance of helping to prevent future conflicts by addressing their root causes in a legitimate and fair manner.	0
The Executive Directorate will continue to enhance its cooperation with relevant United Nations bodies, including the Analytical Support and Sanctions Monitoring Team established pursuant to Security Council resolution 1526 (2004) and the expert group which assists the Security Council Committee established pursuant to resolution 1540 (2004), as well as various international, regional and subregional organizations, especially in the framework of the Committee's visits to States.	1
Many States have developed, together with bilateral and multilateral partners, some form of early warning system to help predict and prevent terrorist attacks.	1
As I noted previously (see S/2010/85, para. 176), the reconfiguration of the UNMIT police should be approached cautiously, taking into account, among other factors, the need to maintain a sufficient presence in all districts and units to carry out monitoring, advisory, training and guidance activities, as well as to provide the necessary support to continue building the capacity and institutional development of the national police.	1
As requested by the Council in resolutions 2170 (2014) and 2178 (2014), the Council also received briefings from the Chairmen of the Security Council Committee established pursuant to resolutions 1267 (1999) and 1989 (2011) relating to Al-Qaida and associated individuals and entities and the Security Council Committee established pursuant to resolution 1373 (2001) on countering terrorism.	1
In order to ensure accountability for crimes committed during recent events, it is essential that investigations, indictments and trials are carried out impartially and without any political interference, and that it is proven that they actually This is how it has been done.	1
I also condemn Hezbollah's reckless disregard for the wishes of the elected Government of Lebanon and for the interests of the Lebanese people and the region at large.	0
The unspeakable atrocities committed against inmates in the Kwanliso political prison camps are reminiscent of the horrors of the camps established by totalitarian states in the 20th century.	0
At the same time, I fully support the African Union's plans to lead an assessment mission in November to study future peacekeeping needs in the region.	0
The Commission has forwarded and will continue to forward to the Lebanese authorities any information related to a criminal case that falls outside the scope of the Commission's investigation.	1
It is recommended that the Committee strengthen and, as appropriate, institutionalize its cooperation with international non-proliferation mechanisms, other United Nations bodies, the Group of Eight, regional and subregional organizations and, where appropriate, nuclear-free zones. nuclear weapons, which could represent added value in the implementation of resolution 1540 (2004), expanding official and informal working relations with these bodies.	1
1) If the offender has destroyed, damaged, transferred, rendered useless or used (in particular exhausted or consumed) any property that could be confiscated under paragraphs 1 and 2 of article 70 or when the offender has otherwise prevented confiscation of these assets, the court may order the confiscation of funds up to the amount corresponding to their value; The value of the property that could be subject to confiscation may be calculated by the court.	0
During this period the team carried out investigations in specific prearranged locations, such as internally displaced persons camps and destroyed villages, and maintained contacts with the SLA and government officials.	1
The Government of Egypt confirmed that it would deploy a formed police unit to Bukavu, South Kivu, before the end of July, in response to additional needs outlined in Security Council resolution 1843 (2008).	1
One of those arrested was the driver and bodyguard of Majed Hamdan, the brother of Mustapha Hamdan, who runs a company that apparently handles security at the St. Hotel.	0
Coordination among United Nations entities in the provision of counter-terrorism assistance is essential to avoid duplication of work, increase effectiveness in the delivery of assistance and ensure a more rational allocation of resources.	1
However, it is worth noting the quality of the support provided by French forces to MINUSMA in several areas:	1
The Australian Government, which currently chairs the Wassenaar Arrangement, has submitted an initiative to the Association of Southeast Asian Nations (ASEAN) Regional Forum to reduce the threat posed by man-portable air defense systems.	0
Aside from this, there have only been minor security incidents that directly affected the electoral process since voter registration began on April 25. Among them, some related to long lines at voter registration offices, minor attacks on election guards, and the theft and destruction of equipment.	0
Congolese and foreign armed groups, as well as some FARDC elements, continued to attack civilians, including in acts of sexual violence.	0
All States in the subregion have established in their domestic legislation their jurisdiction over the relevant crimes.	1
Such persons may be responsible, under the conspiracy doctrine, for committing war crimes, murder of civilians, destruction of civilian objects and looting during attacks.	0
In the opinion of the Coordinator, which is shared by his interlocutors, this modality could become the center of an effective operational mechanism that would establish clear parameters to achieve progress in the search for the missing, as indicated in my full report (S/2009/190 , para.	0
Prosecuting those allegedly responsible for the most serious crimes in Darfur at the International Criminal Court would contribute to restoring peace in the region.	0
It is important to remember, however, that apart from such confidence-building measures, the Government of C̫te d'Ivoire remains responsible for the safety and security of its citizens. The Minister of Territorial Administration, Mr. Issa Diakite, was attacked in Abidjan, on September 6, by a group of Young Patriots.	0
Prosecutors in the Netherlands subsequently sought to ban and dissolve the organization and turn over any credit balances in the organization's bank account to the state, but the court ruled that the government had not proven that Al-Haramain's branch in the Netherlands, separate and distinct from the international organization, had supported terrorism. Prosecutors in the Netherlands announced that they intended to appeal the court's ruling, and obtain more information about Al-Haramain and Al-Aquil from the United States.	0
In that context, we continue to be concerned about the most vulnerable citizens of Timor-Leste: the poor and the displaced.	0
The obligations of States regarding the criminalization of terrorist financing are set out in resolution 1373 (2001) and the Terrorist Financing Convention.	1
Torture is prohibited by numerous conventions, in particular by Article 7 of the International Covenant on Civil and Political Rights, Article 2 of the United Nations Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment and Article 5 of the African Charter on Human and Peoples' Rights.	1
- Call upon relevant parties to develop and implement concrete and time-bound action plans to end the recruitment and use of children, in close collaboration with United Nations peacekeeping missions, United Nations teams in countries and the Special Representative of the Secretary-General for Children and Armed Conflict.	1
In paragraph 3 (d) of resolution 1587 (2005), the Security Council requested the Monitoring Group to continue to refine and update information on the preliminary list of individuals and entities violating the measures to be taken by the Member States in accordance with resolution 733 (1992), inside and outside Somalia, and their active supporters, with a view to possible future action by the Council, and to present that information to the Committee established in accordance with resolution 751 (1992) when it considers it appropriate.	0
On 18 July 2011, the Council held a closed session with troop- and police-contributing countries to the African Union-United Nations Hybrid Operation in Darfur (UNAMID).	1
This Program was transformed into the Security Sector Development Program of the Intergovernmental Authority in October 2011 with the aim of becoming more active in this area, including through conferences on deradicalization and community participation in the fight against terrorism.	0
Despite these initiatives, regional counter-terrorism efforts continue to face considerable challenges.	1
In order to identify the perpetrators, the Commission decided that there must be a credible body of evidence consistent with other corroborated circumstances that tends to indicate that there are reasons to suspect that a person is involved in the commission of a crime.	1
This has undermined international efforts to facilitate the restoration of peace in Afghanistan.	0
Almost all States have adopted early warning systems and information-sharing agreements. Likewise, almost all have agreements on mutual legal assistance and extradition.	1
:: Regional and subregional organizations must be part of an integrated counterterrorism approach.	1
- Demand that States adopt all necessary measures to prosecute the perpetrators of attacks against journalists, media professionals and related personnel, who have violated international humanitarian law.	0
Five States have adopted partial measures to prevent improper use of the asylum procedure, and two have fully implemented the necessary controls.	1
Pursuant to National Assembly Resolution 38 of December 2003, a parliamentary committee, consisting of some 59 people, was established to consolidate peace, security and development in the Darfur states.	1
All of this requires an extremely determined fight against entrenched non-state actors, whose existence represents a threat and an obstacle to the full exercise of the sovereignty of the Afghan State.	0
We are deeply concerned that violence in the Middle East continues to be perpetrated by one party against the other, despite the fact that the international community and the Security Council have clearly expressed their abhorrence of that situation.	0
It was also recognized that, within the framework of its activities, the Committee should continue to raise awareness about multilateral treaties whose objective is to eliminate weapons of mass destruction or prevent their proliferation, in order to contribute to their universality.	0
However, only 20 have put in place practical measures and a national strategy to suppress recruitment by terrorist groups.	1
The Committee continued its consideration of three waiver requests: the first concerned a proposal for technical assistance to the Islamic Republic of Iran submitted by a specialized agency of the United Nations; the second was a request from the Mine Action Center of the Islamic Republic of Iran received by a State, proposing cooperation with that State on mines; and the third related to a request for technical training for the Iranian armed forces sent by the Islamic Republic of Iran to a State.	1
"On 30 October 2006, the Security Council heard a briefing by Mr. Elie Dot̩, Prime Minister of the Central African Republic, and General Lamine Ciss̩, Special Representative of the Secretary-General.	1
That same day, the G7 expressed its intention to organize a march on March 25, 2004 in favor of the full and unconditional application of the Linas-Marcoussis Agreement.	0
One delegation expressed concern that despite the designation by the Council, Ocean Maritime Management vessels continued their operations, including calling at foreign ports, and proposed that the Committee remind Member States of their obligation to enforce measures resulting from the designation, in particular by seizing the entity's vessels and freezing its assets.	0
However, the Monitoring Group notes that the lack of an established central government in Somalia and the current threat of widespread hostilities looming over the country have greatly delayed, if not for the time being, sidelined , any serious capacity-building activity at the national level.	0
a) Build the capacity of their law regimes relating to money laundering and combating the financing of terrorism, with a particular focus on financial intelligence units, the freezing of terrorist funds and assets and the regulation of charitable organisations. ;	1
(i) The urgent establishment of a United Nations radio station and the enhancement of United Nations information, media, education and training activities in C̫te d'Ivoire, especially on human rights issues, in order to foster a climate of mutual respect and tolerance among all communities in the country;	1
They called for the United Nations to take more decisive action on the drivers of terrorism, such as Islamophobia.	0
d) Maintain dialogue and exchange information with designated contact centers or focal points on issues relating to their contribution to the implementation of resolution 1540 (2004);	0
In response to its request, MONUSCO also provided support to the efforts of the Alliance des patriotes pour un Congo libre et souverain to integrate into the FARDC.	1
Accordingly, after consultations with the Security Council Committee established pursuant to resolution 1718 (2006), I wish to inform you that I have appointed Mr. George Lopez (United States of America financial expert) and Mr. Takehiko Yamamoto (Japanese nuclear expert) to join the Group of Experts and carry out the tasks indicated in paragraph 26 of the resolution.	1
The Committee welcomes the fact that its Executive Directorate led the work of the Counter-Terrorism Implementation Task Force to develop a compilation of international and regional tools, standards and good practices on counter-terrorism-related border control, as well as the task of developing a framework for coordinated border security risk management.	1
That a set of customary norms that regulate internal armed conflicts has evolved in this way in the international community is confirmed by several elements.	1
I. General issues relating to the protection of populations affected by conflict	0
:: On 5 November 2014, regime forces attacked Hazrma Primary School in Rural Damascus, injuring one child.	0
Terrorism is a determining factor in an increasing number of conflict situations, especially in the Sahel region and the Maghreb.	0
Creating new forums to encourage victims of terrorism to contribute to the debate can help combat incitement more effectively.	1
All the concrete evidence found at the scene was later handed over to the Internal Security Forces (General Hisham Aouar) and as far as General Azar knew, there were some metal fragments and a revolver.	1
25. Calls upon all States to responsibly manage and minimize to the greatest extent technically and economically possible the use of highly enriched uranium for civilian purposes, including through the conversion of research reactors and production processes. production of radioisotopes for use in low-enriched uranium fuels and targets;	0
The Security Council reiterates its concern at the growing connection, in many cases, between terrorism and transnational organized crime, illicit drugs, money laundering and illicit arms trafficking, and highlights the need to promote coordination of efforts at the national, subregional, regional and international levels to strengthen the international response to this serious problem and this major threat to international peace and security, and encourages the United Nations Office on Drugs and Crime to continue its work in this regard, in collaboration with other relevant United Nations entities.	0
Indeed, the 1540 Committee appears to be uniquely positioned to foster cooperation between these entities and explore funding opportunities.	1
In accordance with the provisions of Article 3, which is common to the four Geneva Conventions, international humanitarian law is also applicable in armed conflicts that are not of an international nature.	1
As regards the first two points, significant progress has been made in both areas since the submission of the fourth report of the Czech Republic. The amendment to the Anti-Money Laundering Act was adopted on 8 April 2004 and entered into force on 1 September 2004. It establishes the obligation to report suspicious transactions associated not only with money laundering but also with terrorist financing, and defines more clearly the natural and legal persons to whom it applies.	1
The Minister of Security has also assumed the presidency of the Ministerial Consultative Meeting on police matters, initially established by the International Police Force, and through it he coordinates and supervises the political aspects of all police agencies at the state level. In the last six months, important new laws have been drafted and passed, notably a law creating and regulating a new Immigration Service, an updated law regulating the operation of the State Border Service and a law relating to immigration officers. police.	1
More than 300 members of armed opposition groups from Sudan returned to Chad during the reporting period.	1
While increased international cooperation between law enforcement, information and diplomacy authorities and improved border control systems of Member States have made it more difficult for terrorists to move, the success of the sanctions regime depends on the amount of accurate data appearing in the Consolidated List.	1
It will also assist the Committee in assessing technical assistance needs with a view to finding more effective means of facilitating the provision of such assistance to Member States in need.	1
The Council urged the Governments of Sudan and South Sudan to fully implement their commitments made in the agreements of 29 June 2011 on the establishment of a secure demilitarized border zone and of 30 July 2011 on the establishment of a joint border verification and monitoring mechanism, and also urged them to fully cooperate with each other and to lend their full support to UNISFA in fulfilling its mandate.	0
Facilitated an initiative with the African Center to increase the use by Sahel countries of international databases to strengthen coordination, information exchange and cooperation between police and border authorities.	1
On August 12, the Justice Support Programme, a national program supported by the European Union, MINURCAT and the United Nations Development Program (UNDP), launched a process to contract a non-governmental organization which would establish and manage three legal aid centers in eastern Chad.	1
5. Furthermore, we respectfully submit that there are other, more expeditious and simpler methods that would ensure that fair compensation is provided to victims of criminal acts in Rwanda.	1
After the attack, the entire population of the area headed to Kailek.	0
Expressing deep solidarity with the victims of terrorism and their families, highlighting the importance of providing assistance to victims of terrorism and providing support to them and their families in coping with loss and grief, recognizing the important role that networks of victims and survivors play in the fight against terrorism, including through their courageous statements against violent and extremist ideologies, and by welcoming and encouraging the efforts and activities of Member States in this regard and the United Nations system, in particular the Counter-Terrorism Implementation Task Force, in this area,	0
It is not about forgetting the commitments made with those who wish to return to their homes and need support to make their aspirations come true. It would not be a substitute for current policies but rather a supplement to them.	1
Military training and recruitment as part of the arms embargo	0
Sexist discrimination also takes the form of imposing on women the payment of bribes or fines.	0
However, there is a serious danger that, as a result of this decision, which violates the documents of the Bonn and Berlin conferences, the country faces an explosive situation characterized by a new armed resistance and the internal division of the power structures. .	0
The Executive Directorate is also leading a three-year global initiative on behalf of the Counter-Terrorism Implementation Task Force's Task Force on Countering the Financing of Terrorism, which is supported by several States and donor organizations, The purpose of which is to achieve a common understanding of the practices that are effective in combating the financing of terrorism within this sector.	1
40. Welcomes the regular reporting by the Government of Afghanistan on the content of the List and the effects of targeted sanctions in terms of countering threats to the peace, stability and security of Afghanistan and supporting the Afghan-led reconciliation initiative;	0
Reaffirming its call to all States to become parties as soon as possible to the international conventions and protocols to combat terrorism, whether or not they are parties to the regional conventions on the matter, as well as to fully fulfill their obligations under those to which they are parties,	0
A coherent and comprehensive report of the results and conclusions of the crime scene investigation has been submitted to the Commission.	1
Due in part to the vast expanse of Western Sahara, it has not been possible to determine the exact number of accidents caused by mines and explosive remnants of war in the territory.	1
We could continue mentioning the widespread poverty, the problems of natural resource management, the thousands of refugees and internally displaced persons, to which we must add thousands of ex-combatants waiting to be reintegrated, the weak and unreformed security sectors, massive human rights violations and many other threats that could instigate a new conflict.	0
The last group is made up of new members who have been radicalized or are in the process of becoming radicalized as a result of world events or the actions in their communities of extremists who have already been seduced by the message of Al-Qaida, and even to through pages or chat rooms on the network.	0
We urge the Palestinian Authority to do everything possible to stop these attacks.	0
Government leaders and their supporters, for their part, accused the MPCI and other "rebel movements" of using foreign forces and committing atrocities, in particular the murder of dozens of Gendarmerie officers in Bouak̩.	0
- Urge relevant regional and/or subregional bodies to develop and implement policies and undertake advocacy activities for the benefit of internally displaced persons and refugees.	1
In the Bakool region, also in central Somalia, clashes that occurred on June 10 and 11 between militiamen from the Hadamo and Ogaden clans in the El-Barde area left at least four dead and ten injured. On July 15, at least 16 people were killed and another 20 injured in fighting between rival militias over control of land and grazing rights in the same area.	0
I repeat today what I already said on January 31 (see S/PV.6710): it is unacceptable that the Council is prevented from assuming its responsibilities.	0
To achieve sustainable return and the establishment of viable minority communities, it will be necessary to carry out a decentralization process that improves the ability of non-Albanian communities in Kosovo to protect their identity and livelihoods, gives them confidence in the future and encourage them to participate more actively in Kosovo's governing institutions.	1
We note that, in his report (S/2008/728), the Secretary-General expresses concern about the security situation in the eastern region of the Democratic Republic of the Congo.	0
As indicated above, various sources have confirmed that the children wear uniforms and carry weapons.	0
Determining that the situation in Afghanistan constitutes a threat to international peace and security in the region,	0
The attackers forced the victim to separate from the group, blindfolded her, pushed her back to the ground, and raped her.	0
The advance guard of that battalion and a company of Special Forces have already been deployed in Yamoussoukro and Abidjan.	1
We condemn terrorism in all its forms and manifestations, because it violates the most fundamental right of human beings: the right to life.	0
There are several stabilization instruments and plans (the Stabilization and Reconstruction Plan for Areas Emerging from Armed Conflict, the International Strategy to Support Security and Stabilization, and islands of stability), but a common approach seems to be lacking in the system itself. of the United Nations.	1
Welcoming the establishment of the Independent and Permanent National Electoral Commission, recalling the need to follow an independent and inclusive process to nominate its members and recalling the importance of the elections planned for 2010 being prepared in the spirit of reconciliation and enshrined dialogue in the Constitution of Burundi that facilitated the success of the transition,	1
For example, in Western Darfur, rebel forces attacked a police station in Tongfuka in October 2003.	0
r) Ratify without delay the International Convention for the Protection of All Persons from Enforced Disappearance, the Convention on the Rights of Persons with Disabilities, the Rome Statute of the International Criminal Court and the fundamental conventions of the International Labor Organization .	1
Furthermore, the Group of Experts on the Democratic Republic of the Congo recommended that the committee established pursuant to resolution 1533 (2004) promptly inform the Group and the United Nations Mission in the Democratic Republic of the Congo (MONUC) of notifications that received from States supplying arms to the Democratic Republic of the Congo under arms embargo waivers (S/2008/43) and that the Government of the Democratic Republic of the Congo inform MONUC of any planned arms shipments.	1
Most people in the region rightly reject a return to the status quo ante, since a truce based on such a limited outcome cannot be expected to last.	0
Other F-FDTL soldiers were sent to the former Peacekeeping Force building with orders to be ready.	0
The Government of Nepal has made some progress in meeting its obligations under the Comprehensive Peace Agreement regarding the rehabilitation of children formerly associated with armed forces and armed groups.	1
The creation of mixed courts, which have the possibility of recourse to the national legal system, would cause serious problems, in particular with respect to the Sudanese criminal procedure code of 1991.	1
The Mission continued to give top priority to the zero-tolerance policy on sexual exploitation and abuse, including by organizing regular briefings and training courses for all United Nations personnel on the prevention of exploitation and abuse. sexual.	1
Tanks, armoured personnel carriers and rocket launchers have been deployed in certain areas of Abidjan in advance.	0
This organization, at its 74th General Assembly, held in September 2005, approved resolution AG-2005-RES-05, on cooperation between the United Nations and Interpol, which creates a special notification for persons included in the consolidated list that may be issued by Interpol at the request of the Committee and that will alert States that certain individuals are subject to United Nations sanctions.	1
Three States have established effective legal frameworks to ensure mutual legal assistance and extradition, as well as adequate mechanisms for the timely and effective exchange of information with international counterparts.	1
The Bir Lahlou team site was reinforced with additional military observers from the Tifariti base and the Mission remained in close contact with the Polisario Front.	1
Accountability mechanisms have generally been introduced to address wrongdoing and ensure that established laws and procedures are applied but they often do not provide sufficient protection.	1
The subregion has made good progress in implementing resolution 1373 (2001), specifically in the fight against the financing of terrorism and the adoption of measures related to the control of ports and airports.	1
The rate of ratification of international counter-terrorism instruments varies widely: 12 States have ratified at least 10 of the instruments, while four States have ratified five or fewer.	1
The Council stressed that defence and security sector reform, combating impunity and combating illicit drug trafficking remained priority areas for peacebuilding in Guinea-Bissau and urged the country's armed forces to respect civilian authority and oversight.	0
The guards who monitored the population used whips as a means of control and humiliation.	0
Although some are slow to respond to the Committee, a growing number are keen to participate in the Committee's work, either by providing names or promoting ideas for new areas where sanctions or other Security Council measures can help curb recruitment and reduce the possibility of new attacks by terrorists linked to Al-Qaida and the Taliban.	1
Progress on President Kabila's request for the Mission to assist in the training, equipping and quartering of 20 police units, or the equipping of 3 military police battalions, is limited due to the lack of complementary support from donors to provide the necessary basic equipment (see my report of 30 March 2010 (S/2010/164)).	1
The Office of Information and Administration will continue to expand and update the Committee's website and increase the number of hyperlinks provided to the websites of the United Nations and other entities with counter-terrorism mandates.	1
The assessment mission report notes that there is increasing concern about the humanitarian and economic effects that the crisis has had on the Sahel region.	0
Some States have developed national counter-terrorism strategies, but the level of implementation needs to improve and greater attention should be paid to preventive aspects, including in particular addressing incitement to terrorism and the threat of any radicalization leading to extremism. violent.	1
The Brigadier General asked that the shooting stop so that his children could be evacuated from the house.	0
Some members called for the Council to contribute more significantly to efforts to bring the parties back to the negotiating table on a two-state solution, saying Israeli settlements undermined prospects for peace.	0
As already indicated, a decision regarding the payment of compensation was adopted at the current session.	0
Together, we will work to ensure that one day Iraqi forces can assume full responsibility for maintaining security and stability in Iraq.	1
It is important that special attention is also paid to specialized training activities for investigators, prosecutors and judges in areas such as combating the use of the Internet for terrorist purposes; support and assistance to victims of acts of terrorism; the fight against terrorism with chemical, biological, radiological and nuclear weapons; the fight against transport-related terrorist crimes and the fight against the financing of terrorism.	1
Effectively responding to the problems faced by refugee and internally displaced women requires a holistic approach that combines prevention strategies, responses and solutions.	1
My Government appreciates the numerous expressions of condemnation and indignation that this atrocity has provoked. We are especially grateful for the Security Council's swift reaction to this gruesome crime.	0
To this end, one of the instruments at the disposal of Member States is the United Nations Register of Conventional Arms. This Registry includes data provided by States on international arms transfers and also information on military stocks, national production acquisitions and relevant policies.	1
Resolution 1624 (2005), which encourages dialogue and understanding between religions and cultures, needs to be implemented more effectively in order to combat incitement to commit acts of terrorism based on extremism and intolerance.	0
Four States have established specialized counter-terrorism units and three have adopted measures to that end.	0
We were therefore frustrated that the Secretary-General's report recommended only a partial reduction in reinforcement troops.	0
The Government and the United Nations country team, with input from the World Bank, prepared a booklet on the Millennium Development Goals, which sets out the current situation in Timor-Leste and explains the normative consequences of achieving the established goals and indicators.	1
11. Reaffirms its resolution 1373 (2001) and in particular its decisions that all States should prevent and suppress the financing of terrorist acts and refrain from providing any type of support, active or passive, to entities or persons involved in terrorist acts. terrorists, including by suppressing the recruitment of members of terrorist groups and eliminating the supply of weapons to terrorists;	0
While the operational impact of al-Qaida's leadership has diminished since the deaths of Osama bin Laden and several other key leaders, al-Qaida's networks continue to evolve and have become a more complex phenomenon involving a wide variety of supporters and active fighters around the world.	0
The Netherlands has allocated more than 400 million euros to a four-year action plan (launched in 2007) to prevent radicalisation.	1
At the same time, President Al-Bashir is threatening the international community with reprisals and even more crimes.	0
b) Continue to identify the needs of States in relation to improving their institutions and strengthening the rule of law, and proactively incorporate human rights and the rule of law in their recommendations for technical assistance to States, in order to to strengthen national systems to bring terrorists to justice and improve international cooperation;	1
When approving a United Nations operation, the Council should take into account the essential contribution of military and civilian police to the stabilization of crisis situations and the maintenance of security.	1
In November, regime forces also injured three media activists.	0
