es_en_DEEPL	VerConf
Uganda does not support the Congolese militias, as claimed by the Permanent Representative of the Democratic Republic of Congo.	1
Council members expressed concern over reports that Congolese armed forces were conducting an offensive in Equateur province, called for an immediate end to the fighting and urged all parties to exercise restraint.	0
President GusmÃ£o ordered the petitioners to return to the F-FDTL training center in Metinaro and participate in a commission of inquiry that would examine the allegations made in the petition.	1
It could include improving competencies in areas such as police, justice, education, culture, media and economy. It could enable the establishment of horizontal links between Kosovo's Serb-majority municipalities.	0
Participants agreed that the presence in Yemen of Al-Qaida in the Arabian Peninsula posed a major challenge to achieving a peaceful transition and stressed the need for targeted international support for Yemen to combat terrorism.	1
In collaboration with the University of Seychelles and experts from the Centre, UNODC developed a curriculum for police, coast guard and other law enforcement officials involved in the investigation of piracy and maritime crime.	0
During our previous debate, Belgium shared the concern expressed by the Secretary General about the dangers of violence in Iraq for a society, institutions and a political process that remain fragile.	1
Allegations of disappearances and arrests of people in areas controlled by the Patriotic Movement of CÃ´te d'Ivoire (MPCI)	0
The Security Council expresses deep concern over the tensions in the Blue Nile and Southern Kordofan states.	1
This fundamental provision of the resolution, which has not yet been implemented, reaffirms the decision to which all Lebanese adhered in the Taif Agreement of 1989, following the end of the civil war.	1
Terrorists and their accomplices cannot be allowed to take advantage of existing legal loopholes to evade responsibility for their actions.	1
While most Ivorian stakeholders, such as President Gbagbo and Prime Minister Soro, were satisfied with the functioning of the mobile courts, the opposition Rassemblement des rÃ©publicains party complained that many Ivorians had been unable to access them, especially in the west of the country, due to the presence of militias, even when they were inactive.	1
Aqeel Al-Aquil filed suit on May 11, 2005 in federal court in the District of Columbia against officials of the U.S. Departments of Justice, State and Treasury, alleging that his designation as a terrorist by the U.S. Government on June 2, 2004 violated his rights under the U.S. Constitution. Al-Aquil, a resident and citizen of Saudi Arabia, was the president of Al-Haramain Islamic Foundation, which was based in Saudi Arabia until it was shut down by Saudi Arabian authorities in 2004. On July 6, 2004, the United Nations listed him under his last name, Al-Aquil, along with several Al-Haramain offices in Afghanistan, Albania, Bangladesh, Ethiopia, and the Netherlands (the United Nations had listed other Al-Haramain offices prior to that listing and did the same for other offices subsequently).	1
Unfortunately, these warnings were not heeded.	1
The Committee and Interpol have only begun the process of producing and publishing notices for each of the individuals on the Consolidated List.	0
During my visit to Lebanon in January, I pointed out to my Lebanese interlocutors, both publicly and privately, the serious dangers posed to the country's stability and internal peace by the continued presence of these militias.	0
7. Reaffirms that ending impunity is essential if a society in conflict or recovering from conflict is to confront the reality of past abuses committed against civilians affected by armed conflict and to prevent such abuses in the future, draws attention to the range of justice and reconciliation mechanisms that may be considered, including national, international and "mixed" criminal tribunals and truth and reconciliation commissions, and notes that such mechanisms can promote not only individual accountability for serious crimes, but also peace, peace, justice and reconciliation, including national, international and "mixed" criminal tribunals and truth and reconciliation commissions, and notes that such mechanisms can promote not only individual accountability for serious crimes, but also peace, security, reconciliation and victims' rights;	0
It is clear that terrorists will use the most reliable and effective weapons they can obtain.	0
The Palestinians and Arab countries must give Israel the necessary and reliable guarantees of its security as a state.	1
While Al-Qaida, the Taliban and their associates may not have advanced structures and systems to ensure operational control of their followers, they do have effective military capabilities, as demonstrated, for example, by the insurgency in Afghanistan. At the tactical and operational level, Al-Qaida, the Taliban and their associates have used both military and civilian equipment, such as short-range radios and mobile and satellite phones.	1
Another State noted that the main responsibility for prevention rested with the national army and its intelligence directorate and that the presence of refugee camps on its territory represented a special problem.	1
On a substantive basis, domestic jurisdictions have advanced one or more of the following arguments to the claimants: first, the right of redress as contained in international humanitarian law is not self-executing, only the victim States are directly entitled to exercise this right; second, there is a peace agreement that excludes individual claims.	1
In particular, I urge the Abkhaz side to abide by its previous commitments and to allow the opening of an auxiliary human rights office in Gali, to allow education in the mother tongue of local youth, Georgian, and to accept the deployment of UNOMIG police officers in the Gali district.	0
- Urge humanitarian and development organizations to take appropriate measures to prevent sexual exploitation and abuse by their personnel, including predeployment and in-theater training and, in the case of United Nations actors, to promote and ensure compliance, including by civilian personnel in United Nations peacekeeping and other relevant missions, with the provisions of the Secretary-General's bulletin on special measures for protection from sexual exploitation and sexual abuse (ST/SGB/2003/13).	0
:: March 14, 2005: a counter-demonstration organized by Christians and Sunnis demands the withdrawal of Syrian troops and the arrest of the head of the security and intelligence services.	1
Effective coordination and implementation of mine action policy and guidelines for gender mainstreaming in mine action programs. Inter-Agency Working Group on Disarmament, Demobilization and Reintegration (chaired by DPKO and UNDP) Established by CEPS to improve the Organization's performance in the area of disarmament, demobilization and reintegration, the Inter-Agency Working Group provides technical advice, for example, on training needs, policies and strategies; maintains and reviews UN DDR guidance material already developed; develops and manages the UN Resource Centre on DDR activities; and facilitates the planning of DDR operations among relevant UN agencies.	0
Encouragingly, further progress has been made in all four priority areas assigned to UNMIT, including dialogue initiatives on the country's key challenges, further progress in the resumption of primary policing responsibility by the national police, the enactment of a national security legislative package, the National Strategic Development Plan and the Justice Sector Strategic Plan for Timor-Leste.	1
All delegations agreed that the main threat in the region came from the Jemaah Islamiyah (QE.J.92.02.), the Abu Sayyaf group (QE.A.1.01.) and a newcomer, the Rajah Solaiman movement (not listed), which works closely with the Abu Sayyaf group*.	1
Concerned that foreign terrorist fighters increase the intensity, duration and intractability of conflicts and may also pose a serious threat to their States of origin, the States through which they transit and the States to which they travel, as well as to the States neighboring the areas of armed conflict in which foreign terrorist fighters are active and which are affected by serious security problems, and noting that the threat posed by foreign terrorist fighters can affect all regions and Member States, including those far from conflict zones, and expressing grave concern that foreign terrorist fighters use their extremist ideology to promote terrorism,	1
However, failure to actively intervene to restore stability in that country already calls into question the effectiveness of the international community and involves enormous amounts of costly resources.	1
Similarly, the reduced presence of the High Commissioner in the camps and among the refugees is another impediment set by the host country to the institution's inability to fulfill its mandate.	1
There are also important positive developments. When the armed conflict ended in 1999, there was a virtual absence of legislation and economic structures.	0
During this period, the team conducted investigations in specific pre-agreed locations, such as IDP camps and destroyed villages, and maintained contacts with SLA and government officials.	0
The arguments of the representative of Armenia are particularly striking because he has presented them before the Security Council, which, in 1993, adopted four resolutions condemning the use of force against Azerbaijan and the occupation of its territories and demanding the immediate, total and unconditional withdrawal of the Armenian occupation forces from all occupied territories of Azerbaijan (resolutions 822 (1993), 853 (1993), 874 (1993) and 884 (1993)).	1
At the same time, it is imperative that all Somali parties, especially the transitional federal institutions, honor their pledges to resolve the enormous political, economic and security challenges before them.	1
The explosion that killed Mr. Hariri and 22 others occurred above the roadway.	0
In general, Kosovo Serb political groups, whose attention is focused on Belgrade, have not formulated a clear policy on a number of critical issues, including the future participation of Kosovo Serbs in the Joint Interim Administrative Structure.	1
Today we have no doubt that the real intention was to prevent the details of his vandalism from being made public while acting under the orders of the Central Intelligence Agency.	1
Calling for a deeper analysis of the shared goals of the human rights, development and security communities, as well as the United Nations system and Member States, the High Commissioner stressed that human rights violations were often a root cause of armed conflict, as had been the case in Somalia and Bosnia and Herzegovina.	0
22. Calls on the Government of the Democratic Republic of the Congo, with the support of the international community and MONUC, to urgently develop and implement a comprehensive national security sector reform strategy, based on the outcomes of the Security Sector Round Table held in February 2008, with the aim of establishing, in the defence, police and justice sectors, well-managed professional security forces that protect civilians and act in accordance with the Constitution while respecting the rule of law, human rights and international humanitarian law, and urges the Congolese Government to ensure the sustainability of the support provided by its partners in this area, in particular by prioritizing the reform of the administrative and command structures of the FARDC and the other security forces, and reiterates its call on the Congolese authorities to establish a vetting mechanism to take into account, when selecting candidates for official positions, including key posts in the armed forces, the national police and other security forces, the candidates' record of respect for international humanitarian law and human rights;	0
The fact that both parties, the Republic of Sudan and the Republic of South Sudan, employ rhetoric with intensity is cause for concern.	1
The Security Council emphasizes that the Government of the Democratic Republic of the Congo has the primary responsibility to strengthen State authority and governance in eastern Democratic Republic of the Congo, including through effective security sector reform, including the army and police, and to end impunity for human rights abuses and violations of international humanitarian law, and urges the Government of the Democratic Republic of the Congo to address the issues of illegal exploitation and smuggling of natural resources.	0
In March 2014, UNODC will organize a seminar for Namibia on international cooperation in criminal matters related to terrorism, transnational organized crime and corruption.	0
They need to take appropriate measures to suppress the financing of terrorism.	1
The events that took place in Abidjan in connection with the march planned for March 25 resulted in serious human rights violations.	0
When the work of all UNCC panels of commissioners was completed in June 2005, 1.55 million claims (out of a total of 2.69 million) had been determined to be eligible for compensation.	0
Despite the persistent advocacy campaign carried out by the United Nations, nine minors allegedly associated with armed groups remain in detention centers in Bamako, in contravention of the protocol on the release, reunification and reintegration of children associated with armed forces or groups in Mali, signed on July 1, 2013 by the Government.	0
We urge Israel to end its military incursions into Gaza.	1
The Security Council calls upon parties to armed conflict to comply with their obligations under international humanitarian law to respect and protect humanitarian personnel and relief consignments, and to take all necessary measures to facilitate the safe, rapid and unimpeded transit of relief consignments, equipment and personnel.	0
The Council notes with concern the problems in the area of socioeconomic development, as the standard of living of the vast majority of Haitians has fallen sharply.	1
- Call for strict compliance by parties to armed conflict with applicable international humanitarian and human rights law relating to children affected by armed conflict.	0
The Committee seeks to ensure that the List is dynamic in nature and keeps pace with the evolving threat posed by Al-Qaida.	1
In particular, we condemn any attempt to force UNMIK into a kind of joint governance, as well as any interference in the powers reserved to the Special Representative.	1
All this occurred despite repeated condemnations of such inhumane acts in Council Resolutions 1820 (2008), 1888 (2009) and 1960 (2010), resolutions that became beacons of hope for millions of abused women and girls around the world.	1
Rape and sexual violence were committed, but they were not so widespread or systematic as to constitute crimes against humanity.	0
The United Nations has begun planning a technical meeting on capacity building in South Sudan to coordinate its approach.	0
However, there is a serious danger that, as a result of this decision, which violates the documents of the Bonn and Berlin conferences, the country will face an explosive situation characterized by a new armed resistance and by the internal division of the power structures.	1
Following the launch of the Stabilization and Reconstruction Plan for Areas Emerging from Armed Conflict in eastern DRC, the United Nations adopted the International Security and Stabilization Support Strategy in 2008. This strategy provides a framework for implementing stabilization projects in eastern DRC.	0
In June 2005, the same terminal was used to unload 22 military-type vehicles from Belarus (see case study No. 2).	0
It is believed that ransoms paid for the release of detained ships, cargo and crew could be used to finance terrorist groups or activities.	1
In Eastern and Southern Africa, the Organization supports the Customs Anti-Fraud Network, which enables countries to record and analyze information on suspicious persons and shipments, including counter-terrorism aspects.	0
As noted above, there are credible and repeated reports that the raids increased significantly on the night of March 23 and, to an even greater extent, on subsequent nights.	0
It remains one of the most capable armed extremist groups in Iraq.	1
3. Political tensions surrounding the 2012 elections escalated during the reporting period. On September 9, 2011, retired Brigadier General Julius Maada Bio, the SLPP presidential candidate, was injured in an attack on his convoy by APC supporters in Bo, in the southern region of the country.	0
The Afghan authorities and the international community must make it clear that such behavior is unacceptable.	1
The prohibition of the use of violence in the form of attacks on life and bodily integrity, in particular murder, mutilation, cruel treatment and torture, forced disappearances, outrages upon personal dignity, rape, sexual slavery, forced prostitution, forced pregnancy, forced sterilization and any other form of sexual violence.	1
The Council demands an immediate end to all LRA attacks and urges the LRA to release all abducted persons and to lay down its arms and demobilize.	1
In addition to the possibility of having incurred liability under the doctrine of conspiracy for crimes committed by others during the attacks, these individuals are suspected of having carried out indiscriminate attacks against civilians, which constitutes a war crime.	0
Seventeen States have said that they do not consider themselves to be under threat and three consider that there is no threat to their region.	0
- Urge troop- and police-contributing countries to ensure full accountability in cases of sexual exploitation and abuse involving their personnel and to report to the Secretary General on actions taken. Addendum: Selected agreed texts	0
Its development has taken into account recent developments in the terrorist threat around the world and the knowledge of best practices in counter-terrorism gained by counter-terrorism practitioners at the national and international levels.	0
- Contribute, as appropriate, to the development by the authorities of ... the capacity of the police and gendarmerie, in particular through anti-riot training, and the re-establishment of their presence throughout the territory [of the affected country].	0
- Emphasize the importance of ending impunity for violations of international humanitarian and human rights law as part of an overall approach to achieving sustainable peace, justice, truth and national reconciliation.	1
Given that Hizbullah maintains close ties with several States in the region, in particular the Islamic Republic of Iran, as publicly acknowledged by the Secretary General of that militia himself, I call on those States to encourage the armed group to transform itself into an exclusively political party and to disarm, in accordance with the Taif Agreement and resolution 1559 (2004), in the interest of regional peace and stability.	1
The addition of these names demonstrates the Committee's continuing concern about the threat the Taliban create to international peace and security.	1
Pakistan is extremely concerned about the report's conclusion that the humanitarian and economic challenges facing the Sahel region have been exacerbated as an aftermath of the Libyan crisis.	1
Four States have duly criminalized terrorist financing, while three have not yet done so.	1
It is also undisputed that, as the occupying Power, Armenia bears direct responsibility for the commission of these crimes.	1
:: Conduct initiatives in other regions similar to the workshop to be organized in November 2010 by the Executive Directorate and the OSCE for Central Asian countries on the implementation of resolution 1624 (2005) and countering incitement of terrorism motivated by extremism	0
The Security Council recalls its demand that all parties to an armed conflict comply fully with their obligations under international law regarding the protection of civilians in armed conflict, including journalists, media professionals and related personnel.	1
- There is an urgent need to tighten measures to detect and stop the flow of terrorist financing and funds;	1
In reality, the lack of precision has meant that for only 309 of the 488 names on the List there were INTERPOL and United Nations Security Council Special Notices, the key tools for disseminating information about listed individuals to law enforcement agencies; that number has now risen to 361 and is likely to increase.	1
Due to the lack of state authority, self-defense groups have also been created to protect communities from armed groups, which have often become a source of conflict.	0
Recalling the statement of its President (S/PRST/2011/9) of 2 May 2011, which notes that Osama bin Laden can never again perpetrate acts of terrorism,	1
Three States have established effective legal frameworks to ensure mutual legal assistance and extradition, as well as adequate mechanisms for the timely and effective exchange of information with international counterparts.	0
Requests the Committee to send it a list of States that have not submitted reports as required by paragraph 6 of resolution 1455 (2003) by 31 March 2004, including an analytical summary of the reasons for non-compliance provided by States;	0
AQIM's arsenal may currently include sophisticated anti-aircraft weapons from Libya, although they are unlikely to be operational.	1
Innovative ways must be found to prevent terrorists in countries with cash-based economies from acquiring funds, either in cash or by smuggling goods or illicitly manipulating commercial transactions.	1
They also coincide with the start of UN Envoy Kofi Annan's mission to reach a peaceful solution to the Syrian crisis, without resorting to threats or foreign intervention.	0
However, the truth is that terrorist financing does not follow clear patterns, particularly when it comes to local cells raising funds to support their own activities.	0
Raising extrabudgetary resources for the creation of a gender advisor position at headquarters.	0
Condemning the illicit trade in small arms and light weapons	1
The Security Council emphasizes that all civilians affected by armed conflict, including those who suffer loss as a result of lawful acts under international law, deserve assistance and recognition with respect to their inherent dignity as human beings.	1
Given the vulnerability of the subregion, further action is needed to criminalize recruitment.	0
(a) Continue to strengthen its cooperation with international, regional and subregional organizations and establish modalities of operation with each of them that take into account the differences in their capacities and mandates, including working-level dialogues, briefings to and from the Committee, and improved information exchange arrangements;	0
Many interlocutors claimed that neighboring countries had a destabilizing role.	1
However, despite these advances, some challenges to the Government's authority and effective control over the national territory still persist.	1
In return, the Belgrade authorities should end the obstructionist tactic that prevents Kosovo Serbs from participating in Kosovo's public institutions. The "empty chair policy" carries a great risk, the risk that Kosovo's history will be written without Kosovo Serbs.	1
The Security Council welcomes the important efforts that the African Union and sub-regional organizations continue to make in line with the resolutions and decisions of the Council, to resolve conflicts, promote human rights, democracy, the rule of law and constitutional order in Africa.	0
11. Directs the Committee to cooperate with the other Security Council sanctions committees, in particular the Committee established pursuant to resolution 1988 (2011); Listing.	0
Analysis of the threat posed by terrorist groups on the African continent is of great concern because, rightly or wrongly, it lumps together political, religious and ideological extremism with organized crime.	1
Although they have not officially accepted Al-Shabaab as part of Al-Qaida, Usama bin Laden and Aiman al-Zawahiri (QI.A.6.01) have expressed clear interest in the situation in Somalia and have used it as a point of attraction to recruit troops around the world for paramilitary training and indoctrination.	1
While physical protection of civilians from violence remains important, greater attention should be given to protection through the development of political and civil processes, the deployment of reconciliation efforts at the community level, and the establishment of a protective environment in close coordination with the UNCT and other actors working to the same end.	0
During the reporting period, negotiations between the parties to reach a mutually acceptable solution that would allow the people of Western Sahara to exercise their right to self-determination have remained at an impasse.	1
The looting of villages and the appropriation of livestock, crops, household goods and other personal effects of the population by government forces and militias under their control undoubtedly constitutes a war crime.	0
:: Prevention and suppression of the recruitment of child soldiers in violation of international law.	0
Fewer than half of the 140 States reporting under resolution 1455 (2003) mentioned what measures they had taken to restrict or regulate the movement of precious commodities, and those that did generally referred only to controls under customs and tax legislation.	0
Lack of land and employment and insecurity prevent many returnees from settling in their home communities.	1
On 23 May, the vehicles were handed over to Rai Los, along with 31 PNTL Police Reserve Unit uniforms. On 24 May, Rai Los and his men, dressed in those uniforms, participated in the attack on F-FDTL soldiers on patrol duties.	0
Implementation of the WFP Gender Policy 2003-2007 by establishing eight strengthened commitments to women to ensure food security and mainstream gender issues in WFP-supported activities, WFP and partner food security programs, and programs in support of United Nations peacekeeping operations.	0
The Commission recognizes that the Chief of the Defense Forces was faced with a massive abandonment of personnel and the need to maintain the discipline of the forces, but notes significant discrepancies between the measures he took and the procedures required by law. The Chief of the Defense Forces publicly announced on March 16 that, as of March 1, the petitioners were considered civilians. The Defence Forces had sought legal advice from the internationally appointed legal adviser to the Council of Ministers, as there was none in the F-FDTL or the Ministry.	1
They were armed and all of them pointed their guns at us.	0
Terrorism continues to pose a serious threat to peace and security in Africa. It is a determining factor in an increasing number of conflict situations.	0
Most States do not have national legislation on refugees and only three have ratified the 1951 Refugee Convention.	0
Above all, we were most concerned about the insistence of the authorities in Pristina to somehow implement the so-called strategy for the northern part of Kosovo, in flagrant contravention of resolution 1244 (1999), which is the main international legal platform for resolving the Kosovo issue.	1
Calls once again upon the [national] authorities to put an end to impunity, in particular by bringing to justice without delay the perpetrators of serious violations of human rights and international humanitarian law, and to take into account their record of respect for international humanitarian law and human rights when selecting candidates for official positions, including key positions in the armed forces, the national police and other law enforcement agencies.	1
Underlines the role that the Media Directorate, the International Committee of Personalities and the International Committee for the Support of the Transition have played in favoring the smooth running of the electoral process and the calm political climate, and renews its support for them.	0
The F-FDTL were the subject of widespread public criticism, particularly by the organizations of former combatants that were created in 2001.	1
The United Nations human rights mechanisms have expressed concern about special anti-terrorism provisions that limit certain rights in some States and that, in turn, could create difficulties for the implementation of international agreements on mutual legal assistance and extradition.	1
One speaker stressed that it was essential to maintain the uniformity of action of the committees and working groups, particularly those dealing with counter-terrorism activities, and that the Council reaffirmed this need.	0
These trends are manifested in a number of contemporary conflict situations on the Council's agenda.	1
The Government also shares a number of concerns expressed in the report which relate, inter alia, to human rights and the situation of children and women.	1
Regarding the military aspects of security sector reform, the government has made it clear that it wishes to rely heavily on bilateral aid to increase the military's capabilities.	1
In this context, it reaffirms that the root cause of the crisis in Angola is UNITA's refusal to comply with the basic provisions of the Lusaka Protocol and reiterates its demand that UNITA abide by its obligations to demilitarize and allow the extension of state administration to the territories it controls.	1
Urges the [Mission] to strengthen its conflict management capacity by completing as soon as possible its integrated strategy to support local tribal conflict resolution mechanisms in order to protect civilians to the maximum extent possible; welcomes the development of a comprehensive strategy on the protection of civilians and encourages the [Mission] to continue and complete its work on the strategy in a timely manner; and once again urges the [Mission], within its mandate and current resources, to proactively send patrols to areas of high risk of localized conflict.	0
The Security Council recognizes and continues to encourage the efforts of the League of Arab States to contribute to the collective endeavor to resolve the conflicts in the Middle East peacefully and to promote international responses to the transformations in the region, while reaffirming its firm commitment to the sovereignty, independence, unity and territorial integrity of the countries of the region and to the purposes and principles of the Charter.	0
The Security Council reiterates its call on the States of the region to intensify their cooperation with a view to putting an end to the activities of illegal armed groups, and reiterates that any recourse to the threat or use of force against the territorial integrity of a State is contrary to the Charter of the United Nations.	0
These actions have been undertaken despite the position clearly taken against them by the Special Representative of the Secretary General and in defiance of the provisions of the United Nations and the Security Council.	1
Of particular note is the ongoing law enforcement cooperation through the Regional Center for Combating Transborder Crime of the Southeast European Cooperative Initiative and the newly established Secretariat of the Convention on Police Cooperation in Southeast Europe.	0
The proximity of the border with Pakistan provides these forces with manpower, material and shelter.	0
Some of the detainees at the disposal of the Moroccan authorities started a hunger strike which lasted from the beginning of August until September 29.	0
Central Asian states face a serious transnational terrorist threat that requires concerted and coordinated solutions at the regional level.	0
Reaffirming that acts of terrorism must not be allowed to disrupt Iraq's political and economic transition, and further reaffirming the obligations of Member States under resolution 1618 (2005) of 4 August 2005 and other relevant international resolutions and conventions with respect to, inter alia, terrorist activities in and from Iraq or against its citizens,	1
I urge Hamas to respond positively to these calls.	1
We have expressed our serious concern about the suffering of the Palestinians in the Gaza Strip.	1
The Commission notes with concern the lack of systematic control over PNTL weapons and ammunition.	1
Given that multilateral funding is suspended, the Government of CÃ´te d'Ivoire relies on the cocoa crop to maintain solvency and manage to pay its civil servants, including the military, Cocoa is an important source of funds for the Government's off-budget or extra-budgetary military procurement, and although the amount of cocoa revenue has declined, the percentage taken from the amount available is still high,	0
31. Encourages States to request the delisting of individuals officially confirmed dead, in particular where no assets have been located, and entities reported or confirmed to have ceased to exist, and, at the same time, to take all reasonable steps to ensure that assets belonging to such individuals or entities have not been or will not be transferred or distributed to other individuals, groups, undertakings or entities on the Al-Qaida Sanctions List;	0
I call again for all innocent seafarers held hostage in Somalia to be released immediately and unconditionally so that they can be reunited with their families.	1
It is also recommended that the Government of Nepal make a clear commitment to the reintegration of children associated with armed forces and armed groups, and improve legal mechanisms for the protection of children by criminalizing their recruitment and prosecuting those who violate children's rights.	0
Two States have not met the ICAO deadline for the introduction of machine-readable travel documents.	0
That a set of customary rules governing internal armed conflicts has evolved in this way in the international community is confirmed by several elements.	0
One of those arrested was the driver and bodyguard of Majed Hamdan, the brother of Mustapha Hamdan, who runs a company that reportedly provides security at the St. Regis Hotel.	0
12. Demands that all parties cooperate fully with MONUC operations and ensure the safety, security and immediate and unhindered access of United Nations and associated personnel to carry out their mandate throughout the territory of the Democratic Republic of the Congo, demands in particular that all parties grant full access to MONUC military observers, including at all ports, airports, airfields, military bases and border crossing points, and furthermore that MONUC military observers be granted access to detention facilities and detention centres, as well as to military bases and border crossing points, and that MONUC human rights observers be granted access to all detention facilities and detention centres, including at all ports, airports, airfields, military bases and border posts, and, in addition, that MONUC human rights observers be granted access to detention centers and marshalling yards, and requests the Secretary-General to report without delay on any non-compliance with these requirements;	1
In this regard, an understanding has been reached with the parties on the possibility of reviewing the military agreements, in order to better respond to the realities on the ground.	0
This has undermined international efforts to facilitate the restoration of peace in Afghanistan.	0
The Council condemns all attacks perpetrated by local and foreign armed groups that threaten the population, and endanger the peace and stability of the Central African Republic and the sub-region, including the attacks against Birao perpetrated by the Convention of Patriots for Justice and Peace on July 19 and November 24.	1
Mr. Soro said they were surprised that the international community had not foreseen the looming conflict in CÃ´te d'Ivoire, which had become apparent since the death of President FÃ©lix HouphouÃ«t-Boigny.	1
24. The mid-term review of the joint vision strategy was completed in September 2011, following consultations with the Government. The review highlighted the contribution of United Nations agencies to the implementation of the Government's Agenda for Change and provided guidance for a programmatic approach that allows for greater synergies and flexibility in United Nations interventions.	0
Colonel Reis and Mr. Malik had a heated discussion.	1
In August 2005, the Group, accompanied by UNOCI staff, visited the autonomous port of Abidjan, Grand Lahou, Fresco, Sassandra, Monogaga, Grand Bereby, the autonomous port of San Pedro and Tabou. In all these locations, the Group examined the ports and jetties and discussed the implementation of the embargo with the competent authorities, company representatives and UNOCI.	0
However, the potential of the Congolese Revolutionary Movement to restrict tangible progress in the stabilization of Ituri remains a cause for concern, particularly given the inability of the Transitional Government, for the time being, to bring the leaders of the armed groups to justice and prevent their movement through Uganda.	0
Difficult and exhaustive discussions were held for over 54 hours on the dispatch of a fact-finding team to the Jenin refugee camp.	0
The program collects information at the national level on all persons who have been arrested or have been allegedly involved in minor bank or credit card fraud or travel document offenses.	0
I am concerned that this vote and stalemate in Parliament could undermine the important gains that Somali stakeholders and their partners have made.	1
UNOCI staff constantly complain about the lack of reliable intelligence to carry out their mandate as well as the lack of technical expertise.	1
Six children were killed and 44 injured as a result of the explosion of improvised explosive devices left over from the conflict.	0
For example, Burkina Faso attaches importance to combating violent extremism and is fighting attempts to recruit terrorists.	0
In addition, the Coordinating Action on Small Arms (CASA) has decided to initiate the development of international standards for small arms control, similar to those developed for mine clearance and for disarmament, demobilization and reintegration.	0
In resolution 2122 (2013), the Council expresses concern that in situations of armed conflict and post-conflict, women's vulnerability is exacerbated, particularly in relation to forced displacement, as a result of unequal citizenship rights, gender-biased application of asylum laws, and barriers to registering and obtaining identity documents that exist in many situations.	1
United Nations peace operations have shifted their posture accordingly and show an increasing tendency to become armored and entrenched, limiting the ability of both uniformed and civilian personnel to interact with the local population, reach their hearts and minds, mediate local disputes and obtain information - work that is critical to the implementation of peace agreements and conflict resolution efforts.	1
The transfer of competencies in these sensitive areas cannot work without a firm policy of supervision, intervention and sanction.	0
We have to admit that we are very concerned about the current situation in Afghanistan.	1
The framework therefore recognizes the importance of involving the non-signatory movements in the peace process in order to rapidly conclude an all-inclusive negotiated settlement of the conflict.	0
Promoting security and stability remains a key issue.	1
It also called for an immediate end to all acts of violence and urged all parties to exercise maximum restraint and refrain from retaliation, including attacks on state institutions.	0
In particular, CTED is requested to encourage States to develop strategies to counter incitement of terrorist acts motivated by extremism and intolerance.	0
On 24 July 2008, the Committee had an exchange of views with the Special Representative of the Secretary-General for Somalia, Mr. Ahmedov Ould-Abdallah, regarding the Council's request in paragraphs 6 and 7 of resolution 1814 (2008).	0
It is also surprising that no element belonging to the so-called parallel forces could be arrested or prosecuted for these crimes.	0
On August 23, as part of the briefing by the Department of Political Affairs, the Under-Secretary-General for Political Affairs said that the staff of the Office for the Coordination of Humanitarian Affairs was conducting an assessment mission in the Syrian Arab Republic and referred to the Secretary-General's statement that, despite his commitment to do so, President Al-Assad had not stopped the use of force against the civilian population.	0
Witness accounts of many incidents published in these reports mention that the attacking forces were in uniform, but distinguish between the uniforms of regular military forces and the Janjaweed.	0
I urge the Congolese authorities and other relevant stakeholders to take the necessary measures to put an end to such acts, which could undermine the credibility of the elections and increase the risk of violence.	1
Some of the recommendations it makes to the Sudanese authorities can and should be implemented immediately, such as providing the International Committee of the Red Cross and United Nations human rights monitors with full and unimpeded access to all detainees in connection with the situation in Darfur.	0
The Security Council strongly condemns the continued use of Afghan territory, especially Taliban-controlled areas, to harbor and train terrorists and to plan terrorist acts, and reaffirms its conviction that the suppression of international terrorism is essential to the maintenance of international peace and security. It insists that the Taliban cease providing safe haven and training for international terrorists and their organizations, take effective measures to ensure that territory under their control does not harbor terrorist facilities and camps, nor serve to prepare or organize terrorist acts against other states or their citizens, and cooperate in efforts to bring to justice those accused of terrorist acts.	1
Water supply stations :: On November 23, 2014, ISIL detonated a car bomb near a water treatment plant in the village of Midan in Al-Hasaka, which suffered significant damage. Power plants	0
The Security Council reaffirms the obligation of all Member States to settle disputes and resolve conflicts in accordance with the Charter of the United Nations, and calls upon the international community to support, as appropriate, the efforts of regional and subregional organizations aimed at the peaceful settlement of disputes and the prevention and resolution of conflicts in accordance with the Charter of the United Nations and relevant Security Council resolutions.	0
I have the honor to inform you that, in its capacity as President of the Security Council for the month of August, the United Kingdom is planning to hold a briefing on 19 August, which is World Humanitarian Day. The meeting will focus on the protection of humanitarian workers, under the agenda item on the protection of civilians in armed conflict.	0
Third, the Taliban have suffered the death or arrest of many mid-level and some senior leaders and, while there are many people who could take their place, the new commanders are younger and have less close ties to the Quetta Shura, which is therefore less able to control their conduct and has more difficulty asserting its authority over the movement as a whole.	0
Stresses the responsibility of United Nations country task forces for monitoring and reporting and United Nations country teams, in accordance with their respective mandates, to ensure effective compliance with their resolutions on children and armed conflict, to monitor progress and report thereon to the Secretary-General, in close cooperation with his Special Representative for Children and Armed Conflict, and to ensure a coordinated response to children and armed conflict issues.	0
The status of the Blue Nile continues to be of concern to us.	1
Since my previous report to the Council, unfortunately, only limited progress has been made in the implementation of the provisions of the Pretoria Agreement on the peace process in CÃ´te d'Ivoire (S/2005/270, annex I) of 6 April 2005, and the wide differences in the positions of the parties have widened.	1
Steps are being taken to strengthen the role of the UNCT, including the recruitment of a new head of the Resident Coordinator's Office and the identification of the additional staff required.	0
