es_en_TRANSOFMERS	MatCoop
Reaffirming the need to combat by all means, in accordance with the Charter of the United Nations and international law, including applicable human rights, refugee and humanitarian law, the threats to international peace and security posed by terrorist acts, underlining in this regard the important role of the United Nations in leading and coordinating this effort,	1
Progress in neutralizing foreign and Congolese armed groups in North and South Kivu remained limited.	1
233. The Committee recommends that prosecutors be provided with specially assigned police and investigation personnel, with adequate administrative, translation and investigative personnel and with the necessary logistical support.	1
(k) In the light of past expenditures by the leadership, military and security apparatus, reorganize priorities and devote available resources to ensuring that citizens, including those serving in the armed forces, do not starve and reach other essential minimum levels.	1
It also found that, in view of the importance of combating international terrorism, freezing funds as a precautionary and temporary measure providing for exceptions to basic expenses did not constitute arbitrary, undue or disproportionate interference with the right to property.	0
:: 26 April 2005: the last Syrian troops leave Lebanon, ending a 29-year-old military presence.	1
C. Support for persons affected by the conflict	1
It is the people of the Sudan alone who can decide through a truly participatory process whether or not a truth and reconciliation commission is appropriate for the country and at what stage it should be established.	1
In these conditions, where profound inequalities and political, economic and social exclusion converge, a process of transformation of the prevailing order breaks out in search of economic and political changes and alternatives of participation and openness to new spaces and mechanisms of expression that imply, in sum, the vindication of fundamental rights.	0
The Commission found that an administrative investigation was being conducted by a committee established by the Wali of Southern Darfur, in view of the seriousness of the charge and its consequences, which made it imperative to expedite action;	1
In accordance with article 3, which is common to the four Geneva Conventions, international humanitarian law is also applicable in non-international armed conflicts.	1
In that decision, and although members of the Allied Coalition Forces were expressly excluded from the jurisdiction of the United Nations Compensation Commission, compensation was granted in respect of prisoners of war claims filed by Allied Coalition troops for losses or injuries resulting from ill-treatment in violation of international humanitarian law.	1
The States of the subregion monitor their weaknesses in arms trafficking and have established regulatory frameworks to criminalize illicit trafficking and control the production, sale and transfer of arms and explosives.	1
In response to the A influenza pandemic (H1N1), between mid-2009 and August 2010, the Ministry of Health, with WHO support, developed a pandemic preparedness plan that included, inter alia, improving its surveillance systems; obtaining Tamiflu tablets; installing an artificial respirator at the National Hospital; and organizing several training sessions for health-care personnel.	1
The existence of a system of communicating vessels between criminal activities that fuel terrorism in Africa and criminal activities that thrive in other regions of the world cannot be ruled out.	0
Regional counter-terrorism centres, where best practices with regard to the implementation of sanctions can be identified, are also increasing in accordance with the relevant specific conditions.	1
He was subsequently killed in Syria.	0
The Russian Federation had also adopted rules for the protection of the rights of victims of terrorism and had promoted measures concerning the conditions of detention of persons suspected of having committed a terrorist act.	1
Most States have enacted legislation establishing national aviation security authorities, but few have provided information on their implementation of the relevant annexes to the Convention on International Civil Aviation.	1
On 27 December 2007, supporters of Sergeant Ibrahim Coulibaly, also known as IB, a former member of the Forces nouvelles, were charged with attacking members of the Forces nouvelles in BouakÃ©. Several deaths occurred as a result of the attack, and several persons were arrested.	0
Emphasizes the importance of ensuring access by relevant organizations, as appropriate, to all prisons and places of detention of the [affected country], and calls for full respect for relevant international law, including humanitarian law and human rights law...	0
:: Conduct in other regions initiatives similar to the workshop to be organized in November 2010 by the Executive Directorate and OSCE for Central Asian countries on the implementation of resolution 1624 (2005) and combating incitement to terrorism motivated by extremism	0
:: Continue to develop initiatives to prohibit and prevent incitement, identify best practices and exchange information, taking into account the need to ensure that all relevant measures comply with their international legal obligations, including human rights obligations.	1
In the view of the delegation of Togo, all those problems required prompt action to prevent the Sahel region from being plunged into widespread insecurity, which would be very detrimental to its development.	0
Measures to prevent the misuse of asylum procedures have been and are fully implemented in only one State.	1
As of March 2005, ships registered in Greece and Panama were making clandestine discharges without customs declaration or police.	0
(c) The movement of military equipment and equipment into the Darfur region, as approved in advance by the Committee established pursuant to paragraph 3 (a) of resolution 1591 (2005), at the request of the Government of the Sudan;	1
As requested by the Council in resolutions 2170 (2014) and 2178 (2014), the Council was also briefed by the Chairmen of the Security Council Committee established pursuant to resolutions 1267 (1999) and 1989 (2011) concerning Al-Qaida and associated individuals and entities and the Security Council Committee established pursuant to resolution 1373 (2001) concerning counter-terrorism.	1
The threat of Al-Qaida and the Taliban	0
I am appalled by the deliberate killing of hundreds of innocent civilians and the consequent displacement of the population of Beni. I deplore the continuing grave violations of human rights and international humanitarian law in other areas of the country, which are equally unacceptable.	0
For our part, we believe that the issue of legitimacy is directly related to the holding of the elections, whose preparations are under way in the Joint Electoral Management Body.	0
There were also abductions and rapes of women in three Janjaweed camps following the March 2003 attacks on Korma, Northern Darfur.	0
The UIR's eastern agents were forced to take refuge in the District Administration building. The building was surrounded by the crowd, which was armed with knives, sticks, machetes and stones, and began to utter death threats against the officers.	0
In conclusion, I wish to thank my Special Representative, Ameerah Haq, for his leadership, and all the staff of UNMIT and the United Nations country team for their efforts to support the people of Timor-Leste in advancing the cause of peace, stability and development.	1
11. Reaffirms its resolution 1373 (2001) and in particular its decisions that all States shall prevent and suppress the financing of terrorist acts and refrain from providing any support, active or passive, to entities or persons involved in terrorist acts, including by suppressing the recruitment of members of terrorist groups and eliminating the supply of weapons to terrorists;	0
10. Stresses the urgent need for the full and immediate implementation of the present resolution to foreign terrorist fighters, stresses the particular and urgent need for the implementation of the present resolution to foreign terrorist fighters associated with ISIL, the Nusra Front and other cells, affiliated entities or splinter or derivative groups of Al-Qaida, designated by the Committee, and expresses its readiness to consider designating, pursuant to resolution 2161 (2014), individuals associated with Al-Qaida to commit the acts set forth in paragraph 6 of this resolution;	1
On a smaller scale, FN uses natural resources under its control to finance its military activities and gain personal profits. Cocoa smuggling to Ghana and Togo is transiting through the north, where FN units collect transit rights on the roads they control. In addition to cotton and diamonds, which are discussed below, the production of timber, gold, sugar cane and coffee contributes to the FN economy through the profits its military draws from these products,	0
States should rather establish a clear, comprehensive and coherent legal framework that explicitly criminalizes terrorist acts as serious crimes, punishes such acts according to their gravity, determines the applicable jurisdiction and facilitates the prosecution of terrorists by the courts.	1
He also referred to important precedents set by the Council, in particular the establishment of commissions of inquiry on Bosnia, Rwanda and Darfur, which paved the way for the International Criminal Tribunal for the Former Yugoslavia and the International Criminal Tribunal for Rwanda and the Council's referral of the situation in Darfur to the International Criminal Court.	1
Much has been said about the financing of terrorism through drugs, including in international conventions and Security Council resolutions.	0
In the following decade, the counter-terrorism bodies entrusted by the Council with the implementation of resolution 1373 (2001) routinely considered the possible links between terrorism and organized crime to be an issue within their purview.	1
The potential risks to bringing the non-signatory parties to the negotiating table include the insistence of the parties on unrealistic preconditions for negotiations; another risk is the intransigence of the parties to and during negotiations; such risks can be mitigated by establishing unified positions within the international community on the peace process and by maintaining close dialogue with the parties; another risk is that regional or international partners will develop parallel initiatives on the peace process that weaken this element of the framework.	0
(b) To contribute to the protection of civilians in imminent danger of physical violence in the areas in which it is deployed, without prejudice to the responsibility of the [affected State]...	1
On 14 December 2004, talks began in N'Djamena between the Government of the Sudan and a delegation of MNRD with the mediation of Chad; on 17 December, the parties signed two protocols, one on humanitarian access and the other on security in the war zone.	1
Unsolved ethnic and border conflicts have led to differences that undermine efforts to implement a cohesive and regional response to terrorism.	0
The Council envisages, using appropriate means, improving its efforts to combat impunity and promoting accountability for serious crimes committed against women and girls, and notes the full range of justice and reconciliation mechanisms to be taken into account, including national, international and mixed courts, truth and reconciliation commissions, as well as national victim compensation programmes, institutional reforms and traditional dispute resolution mechanisms.	1
The planned civic service programme, which should absorb a total of 20,000 ex-combatants and 20,000 youth at risk, has not yet been implemented.	1
Also as part of this summit, the Council will seek to strengthen coordination with other multilateral bodies working in this area, such as the Counter-Terrorism Implementation Task Force and its 31 entities, the United Nations Counter-Terrorism Centre, the United Nations Office on Drugs and Crime and the International Criminal Police Organization (INTERPOL).	1
Recent reports of some ex-combatants who died from disease and hunger in Kotakoli camp underscore the need for the Government to provide the necessary resources to change deplorable conditions in the sites chosen for disarmament, demobilization and reintegration, including through the pledge of $10 million for the new plan.	1
The Ombudsman and her Office staff continued to liaise with representatives of the Counter-Terrorism Implementation Task Force and the Executive Directorate of the Security Council Committee established pursuant to resolution 1373 (2001) concerning counter-terrorism, as well as with the Terrorism Prevention Branch of the United Nations Office on Drugs and Crime and the Office of the United Nations High Commissioner for Human Rights.	1
Security sector reform remains a major challenge for long-term peace and stability.	0
âThe Security Council recognizes the significant achievements made in the fight against terrorism and also recognizes that gaps remain in the overall fight against this scourge, urges all Member States and the United Nations system to seek to fill those gaps, and stresses the need to ensure that the fight against terrorism remains a priority on the international agenda.	0
The law enforcement mechanism is also weak with regard to offences between different ethnic groups.	0
I have requested that BINUCA continue its efforts to support the Government in its efforts to obtain bilateral assistance to build the capacity of its national forces.	1
In paragraph 7 of resolution 1535 (2004), the Security Council insisted that, in order to ensure that the Committee continued to function effectively during the incorporation of the support structure of the Committee into the Counter-Terrorism Committee Executive Directorate, the Committee would continue to operate under its current support structure until, in consultation with the Secretary-General, it decided that its Executive Directorate was in a position to function.	0
One State noted that, while global counter-terrorism efforts had substantially weakened the leadership of Al-Qaida, the threat now came from affiliated but independent groups of the core organization, as well as individuals affected by the ideology of those groups and their incitement to violence; several States stressed that terrorism should not be associated with any religion, nationality, civilization or group and that the terrorist threat stemmed from multiple sources, including right-wing and xenophobic extremist groups.	0
5. Condemns once again in the strongest terms all acts of violence or abuse committed against civilians in situations of armed conflict in violation of applicable international obligations, in particular with regard to: (i) torture and other prohibited treatment; (ii) gender and sexual violence; (iii) violence against children; (iv) recruitment and use of child soldiers; (v) trafficking in human beings; (vi) forced displacement; and (vii) deliberate denial of humanitarian assistance, and demands that all parties cease such practices;	0
However, I remain concerned that restrictions on the freedom of movement of United Nations military observers seeking to visit the units, barracks and strongholds of the parties for verification purposes continue.	0
12. Reiterates its appreciation to the African Union partners already supporting MISCA, mainly the United States of America, France and the European Union (EU), notes with appreciation the technical support provided by the United Nations in accordance with paragraph 37 of Security Council resolution 2127 (2013) of 5 December 2013, as well as the contributions made by Canada and Luxembourg to the trust fund established by the Secretary-General of the United Nations pursuant to paragraph 43 of that resolution, and the pledges made by Japan and the United Kingdom of Great Britain and Northern Ireland.	1
Following a thorough investigation, the United States Government found that Ahmed Abu Khattalah had been a key figure in these armed attacks.	1
China should raise with the Supreme Leader of the Democratic People's Republic of Korea and other high authorities the issue of abductions and infanticides of children entitled to Chinese nationality, the obligation to abort women returnees and other human rights violations against returnees from China.	0
I have the honour to transmit herewith the eleventh report of the Analytical Support and Sanctions Monitoring Team established pursuant to Security Council resolution 1526 (2004), whose mandate was extended by resolution 1904 (2009).	1
It is suspected that some of them committed various crimes simultaneously.	0
Stressing the need to intensify the fight against terrorism at the national level and to strengthen, under the auspices of the United Nations, effective international cooperation in this field based on respect for the principles of the Charter of the United Nations and the rules of international law, including respect for international humanitarian law and human rights,	1
It remains to be seen whether it can link up with extremists in Nigeria to form an effective partnership.	0
:: The United Nations Trust Fund for Global and Regional Disarmament Activities will be used to immediately advance projects and activities	1
The Commission and its team found ample evidence of displacement and conducted a large number of interviews with both internally displaced persons and refugees in Chad.	1
In all those talks, I was encouraged to find a convergence of views: we were all amazed at the many progress that Liberia has made since the fighting ended in 2003, but we are all fully aware of the daunting challenges that Liberia still faces and that, ultimately, we cannot take anything for granted.	0
Virtually all States criminalize the use of their territories to commit or prepare terrorist attacks against citizens, diplomatic facilities or representatives of other States.	1
In their public statements, Colonel Khaddafi and his family have continued to threaten citizens with civil war and the possibility of mass killings if protests continue.	0
1. Expresses its determination to take appropriate measures for the further development of cooperation between the United Nations and regional and subregional organizations in the maintenance of international peace and security, in accordance with Chapter VIII of the Charter of the United Nations, and invites regional and subregional organizations with conflict prevention or peacekeeping capabilities to incorporate those capacities within the framework of the United Nations standby system of forces, services and equipment;	1
But, of all transparency measures on weapons systems, those on small arms are the least developed.	0
Major changes occurred during the period of operation of the United Nations Transitional Administration in East Timor (UNTAET).	1
Some 3,000 Janjaweed on horseback and camels attacked the village, some driving.	0
âThe Security Council also recalls the horrendous terrorist attacks that took place on 11 September 2001 in New York, Washington, D.C. and Pennsylvania, and the numerous attacks carried out by the network around the world.	0
To this end, inter alia, terminology that appears to accept the religious justifications advanced by Al-Qaida should be avoided; the Monitoring Team continues to argue that when non-Muslim commentators or politicians use religious terms to describe Al-Qaida, however convenient, habitual or intentional such use may be, the consequence is that it is more difficult to refute that message and prevent it from taking effect among those to whom it is intended.	0
Asylum procedures were protected from misuse by terrorists in seven States, and in one State they were partially protected.	1
At the same time, one of the issues that continues to be raised by the most intense discussions in the subregion is to ensure that counter-terrorism measures respect human rights obligations.	0
The Commission's investigation based on the Abu Adass track focused on trying to ascertain the whereabouts of Mr. Abu Adass and assessing the possibility that he was actually the terrorist he was supposed to be.	1
For example, the United Nations Fact-Finding Mission on the Gaza Conflict was the only one to use public hearings as part of its investigation methodology to ensure an inclusive process, and to give voice to unheard victims and defend their rights to truth and justice.	1
Since then, the Government has repeatedly stated that it prefers direct bilateral assistance to strengthen the capacity of its security forces.	0
The Legal Centre, an independent institute established by the institution-building component, also continues its fellowship programme.	1
Despite these advances, several of the Committee's visits and working meetings in the region show that regional cooperation in the fight against terrorism needs to be further strengthened.	1
The international community has made every effort to resolve the problem of armed groups in the Democratic Republic of the Congo.	1
I have also noted the recent increase in the presence and participation of the Lebanese armed forces in areas where there are Palestinian armed groups.	0
Beyond its immediate consequences, the attack on Aro Sharow and nearby villages is a matter of serious concern because it may indicate that militias are deliberately beginning to target the internally displaced population and that Government forces are not in a position to provide effective protection to camps and villages where displaced persons reside, or are unwilling to do so.	0
(o) To cooperate closely with relevant bodies established by the United Nations to combat terrorism in providing information on measures taken by Member States in relation to abductions and hostage-taking to demand ransom by Al-Qaida and other individuals, groups, undertakings and entities associated with it, and on trends and developments in this area;	1
The reserve would also support formed police units deployed in the area.	1
As indicated in the report of the Secretary-General (S/2004/634), this is a truly daunting challenge.	0
The Western Darfur team consisted of two investigators and a military analyst, supported by one or two forensic experts, as required.	1
In addition, the Council itself has set important precedents, in particular the establishment of commissions of inquiry on Bosnia, Rwanda and Darfur, which paved the way for the international tribunals for the former Yugoslavia and Rwanda in 1993 and 1994, respectively, and the referral of the situation in Darfur to the International Criminal Court in 2005.	1
The meeting also recommended that the cantonment of combatants be accelerated, that the process of disarming and dismantling militias be launched urgently, and that the Government obtain appropriate funding for cantonment operations and for the reintegration of ex-combatants.	1
Some observers remain unconvinced of the importance of the threat and others criticize the prioritization of chemical, biological, radiological or nuclear terrorism over other aspects of terrorism or other types of threat.	0
" The Security Council commends in this regard the support provided by neighbouring countries to refugees from the Democratic Republic of the Congo.	0
Documentation of best practices on thematic issues and functional areas; provision of theoretical studies and courses on best practices; establishment of an e-learning and information-sharing network among gender advisers.	1
The truth, however, is that the financing of terrorism does not follow clear patterns, particularly when it comes to local cells that raise funds to support their own activities.	0
The European Union's decision to start negotiations on a stabilisation and association agreement is an essential element in this regard.	0
This programme aims to contribute to the implementation of the necessary structural reforms in order to give the Congolese State the capacity to exercise its authority throughout the country, to strengthen the capacity of communities to respond to major upheavals and to provide economic opportunities for unemployed young people and other high-risk groups, as well as to obtain tangible peace dividends in the western provinces.	1
Despite the progress made thus far, it is imperative that the parties to the Comprehensive Peace Agreement and all relevant authorities redouble their efforts to effectively meet the referendum deadline.	0
Recalling resolution 1373 (2001) of 28 September 2001, by which it established the Counter-Terrorism Committee, and recalling also its other resolutions concerning threats to international peace and security caused by terrorist acts,	1
With the exception of San Pedro and Abidjan, ports and coastline lacked the necessary infrastructure to import significant quantities of weapons and military equipment.	1
The Committee strongly recommends that Member States establish such national bodies to coordinate and discuss counter-terrorism issues. III. Non-reporting	0
All States in the subregion are members of INTERPOL and have established national central offices.	1
Government leaders and their supporters, for their part, accused MPCI and other ârebel movementsâ of employing foreign forces and committing atrocities, in particular, the killing of dozens of Gendarmerie agents in BouakÃ©.	0
âThe Security Council reiterates that States should prevent the supply, sale or transfer, directly or indirectly, to ISIL, the NAF and all other individuals, groups, undertakings and entities associated with Al-Qaida from their territories or by their nationals outside their territories, or using vessels or aircraft flying their flag, of arms and related materiel of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment and spare parts for the above, and of technical advice, assistance or training in connection with military activities, as well as its call upon States to find ways to intensify and expedite the exchange of operational information on arms trafficking and to strengthen the coordination of efforts at the national, subregional, regional and international levels.	1
Emphasizing that the measures imposed by resolutions 1572 (2004) and 1643 (2005) continue to contribute to the stability of CÃ´te d'Ivoire, particularly in the context of the planned presidential elections, and stressing that these measures are aimed at supporting the peace process in CÃ´te d'Ivoire,	1
(a) To continue to ensure that all measures taken to combat terrorism comply with all their obligations under international law, in particular international human rights, refugee and humanitarian law;	1
Demands that all parties to armed conflict immediately take appropriate measures to protect civilians, including women and children, from all forms of sexual violence, including, inter alia, the application of appropriate military discipline measures and the application of the principle of command responsibility, the training of troops on the categorical prohibition of all forms of sexual violence against civilians, the rebuttal of myths that fuel sexual violence and vetting candidates for national armed forces and security forces to exclude those associated with serious violations of international humanitarian law and international human rights law, including acts of sexual violence.	0
The trial of General Sanogo is still under investigation; the investigation into the death of 16 preachers in September 2012 in a Malian armed forces camp in Diabaly continues; the summary execution of three Tuaregs in February 2014 in DjÃ©bock (Gao region) is under investigation and four Malian armed forces soldiers are still in detention.	0
The main criteria for reducing MONUSCO should be to reduce the threat to civilians posed by Congolese and foreign armed groups, to establish stronger and accountable State institutions, and to strengthen democratic practices to reduce the risk of instability.	1
(b) Improve legislative and regulatory frameworks to combat the financing of terrorism, including by criminalizing the financing of terrorism, taking the necessary measures to freeze funds without delay and conducting risk assessments in the non-profit sector;	1
During the period under review, the Government did not take action against uncertified national police officers.	0
âThe Security Council remains gravely concerned about the activities in the Sahel region of terrorist organizations, including Al-Qaida in the Islamic Maghreb and the Movement for Unity and Jihad in West Africa, and reiterates its strong condemnation of the recent terrorist attacks in the region.	0
At the same time, once these courts become operational, they lack their own law enforcement mechanisms and require the Council to remain involved and support them.	1
(d) To declare and implement an immediate moratorium on the imposition and execution of the death penalty, followed without undue delay by the abolition of the death penalty both in law and in practice.	1
Once the status has been established, the European Union can be expected to take on a more prominent role, which is linked to the areas of police and justice, which will require a continuous presence, albeit smaller and more specialized; monitoring and supporting the rule-enforcement process, which will progressively be based on established European Union processes; and focusing on capacity-building efforts.	1
(c) Continue to cooperate with international and regional organizations, as well as with States, to ensure that, at border entry and exit checkpoints, law enforcement agencies have better access to, and seamlessly connect with, national and international criminal and counter-terrorism databases.	1
A total of 1,283 terrorist kidnappings were reported in 2012, and a single hostage could be a seven-figure ransom in the hands of terrorists.	0
The Council underlines the need to strengthen the transnational cooperation of law enforcement agencies, in particular by including maritime security in security sector reforms and by adopting bilateral and regional agreements to facilitate measures, in accordance with international law, against drug trafficking by sea and to prosecute persons suspected of such trafficking, following interdictions on the high seas. It requests the United Nations Office on Drugs and Crime (UNODC) and other relevant international and regional organizations to continue to provide support.	1
Since Hizbullah maintains close ties with a number of States in the region, in particular the Islamic Republic of Iran, as publicly acknowledged by the Secretary-General of that militia himself, I call upon those States to encourage the armed group to transform itself into a purely political party and to disarm, in accordance with the Taif Agreement and resolution 1559 (2004), in the interests of regional peace and stability.	0
3. Also recalls that media equipment and facilities constitute civilian objects and, as such, shall not be subject to attacks or reprisals unless they are military targets;	0
Complex criminal investigations concerning piracy and criminal networks involved in piracy activities are under way, with a special focus on the leaders, financiers and organizers of such activities.	1
" The Security Council expresses its intention to consider, in establishing or renewing the mandate of the relevant sanctions committees, the inclusion of provisions concerning parties that violate international law applicable to the rights and protection of children in armed conflict.	0
85. The armed forces are also composed of an operational unit called the Border Intelligence Service, whose primary function is to gather information.	1
On 24 November, in the Council Chamber, the Chairperson of the Committee established pursuant to resolution 1591 (2005) concerning the Sudan, Ambassador MarÃ­a Cristina Perceval (Argentina), presented the relevant quarterly report and updated the Council on the activities of the Committee during the reporting period. She referred, inter alia, to collaboration with Member States in the region to identify information gaps and communicate capacity-building needs to promote the implementation of sanctions.	0
In this subregional context, the Office will intensify its collaboration, in particular with the Central African Economic and Monetary Community (CEMAC), the Economic Community of Central African States and the CEMAC Multinational Force (FOMUC); in the areas of security, early warning and prevention.	1
11. Requests the Secretary-General to include in his next report an overall assessment of the disarmament, demobilization and reintegration and disarmament, demobilization, reintegration, repatriation and resettlement programmes of MONUC and, in close coordination with his Special Envoy for the Great Lakes region, to make recommendations on adjustments that may be required to enhance their effectiveness, resources and coordination with the military component of MONUC;	0
The Commission received evidence showing that the camp leaders had abducted civilians and held them in the camp, where they had been subjected to torture and forced to work.	0
Through a comprehensive, society-wide approach, efforts to curb recruitment and address the needs of returning foreign terrorist fighters (to ensure that they are not radicalized and resort to violence in their country or in third countries).	1
This sector needs special protection with regard to the financing of terrorism, since the misuse of non-profit organizations can permanently harm the organizations themselves and curb charitable donations in general.	1
The Government was thus in the final stage of adopting military guidelines to prevent the military use of schools; and in the process of developing a comprehensive strategy on children and armed conflict for its armed forces.	0
She was raped successively by four soldiers.	0
(f) Actively participate in and support all activities undertaken within the framework of the United Nations Global Counter-Terrorism Strategy, including those of the Counter-Terrorism Implementation Task Force established to ensure overall coordination and coherence of counter-terrorism efforts within the United Nations system;	1
I regret this disappointing outcome, which contrasts so sharply with the exceptional political will and readiness to make military contributions that Member States have expressed in the fight against piracy.	0
1. Condemns in the strongest terms all acts of terrorism, regardless of their motivation and whenever and by whomsoever committed, which constitute one of the most serious threats to peace and security;	0
Governments play the leading role in ensuring the security of military arsenals or in preventing leakage from official procurement channels.	1
On this basis, the largest number of victims came from Abobo: 63 per cent of the persons killed, 35 per cent of those injured or tortured and 40 per cent of those missing; the victims from Anyama were second, with 10 per cent of those killed, followed by those from Koumassi, with 13 per cent of those injured or tortured and 35 per cent of those missing.	0
(b) If the hostage is under 18 years of age;	0
This is one of the main avenues through which negative forces can obtain weapons and reorganize themselves.	0
12. Recalls its decision in resolution 2161 (2014) that all States shall ensure that their nationals or persons within their territory do not make any funds, financial assets or economic resources available, directly or indirectly, to ISIL, the NAF or any individuals, groups, undertakings and entities associated with Al-Qaida, and reaffirms its decision in resolution 1373 (2001) that all States shall prohibit their nationals and any persons or entities within their territory from making funds, financial assets or economic resources or financial services or related services available, directly or indirectly, to persons who commit, attempt to commit, facilitate or participate in terrorist acts, or at the disposal of entities owned or controlled directly or indirectly by such persons, and of persons and entities acting on behalf of or at the initiative of such persons;	0
Meanwhile, the United Nations Development Programme (UNDP) is implementing a short-term reintegration programme for 5,200 ex-combatants and the communities in which they are to resettle.	1
In addition, it will continue to focus on promoting the implementation of resolution 1373 (2001) by States and on taking practical steps to enhance the capacity of States to combat terrorism.	1
Some major causes related to organized crime, including trafficking in human beings and drug trafficking, have been thoroughly investigated by the international community and their perpetrators brought to justice.	1
According to his statement, he was in his office when he heard the explosion, but he thought the noise was due to Israeli military aircraft passing through the sound barrier.	0
In the Declaration, in addition to reaffirming the importance of accelerating preparations for elections in October, the parties agreed that the disarmament and dismantling of militias should be completed by 20 August and that the troika composed of UNOCI, the Office of the Prime Minister of CÃ´te d'Ivoire and the African Union Mediation Mission would determine what further steps needed to be taken to accelerate the process.	1
MINUSTAH conducts its own investigation and supports the investigation of the incident by the Haitian National Police.	1
The benchmarks established jointly by the Malian authorities, MINUSMA and the United Nations country team focus on three priority tasks identified in Security Council resolution 2164 (2014), namely, security, stabilization and protection of civilians; support for national policy dialogue and national reconciliation; and support for the restoration of State authority throughout the country, the reconstruction of the Malian security sector, the promotion and protection of human rights and support for humanitarian assistance.	1
The officer in charge of the crime scene, General Naji Mulaeb, of the Internal Security Forces, arrived at the scene at 1305 hours on 14 February 2005. He has issued a report dated 3 March 2005 on the review carried out by the Lebanese authorities [General Directorate of the Internal Security Forces, Beirut Police Unit, reference No. 95], stating:	1
Many States have developed, together with bilateral and multilateral partners, some form of early warning system to help predict and prevent terrorist attacks.	1
A fourth terrorist failed to detonate her bomb and was arrested a few days later.	0
In counter-terrorism efforts there should be no âdouble standardsâ or unilateral measures of use of force that could weaken the cohesion of the anti-terrorism coalition and destabilize the situation at the regional and global levels.	1
In December, the Office for Combating Sexual Exploitation and Abuse will be replaced by the Ethics and Discipline Unit dealing with sexual exploitation and abuse and other forms of misconduct.	1
The ranks of the petitioners and their supporters increased considerably from the second day of the protest, in particular with the arrival of members of the group known as Colimau 2000.	0
:: Prevention and suppression of recruitment of child soldiers in violation of international law.	1
These recommendations, on which the parties and troop-contributing countries have been consulted, are aimed at strengthening the capacity of the military component to monitor the ceasefire and military agreements, within available resources.	1
While I will continue to insist with those States that have not yet responded to my request for contributions for a multinational force and would ask it to continue to assist me in finding a country willing to take the lead in the force, I would like to submit to the Council the attached proposals for alternative options (see annex).	0
The two witnesses who had participated in the investigation process, Mr. Donghyuk and Ms. Lee, spoke of their personal experiences in the Democratic People's Republic of Korea before escaping as refugees.	0
However, it may well be said that its establishment is to process âsummaryâ and not expedited cases, particularly in the light of the fact that it is reported that the hearing in a capital case can take place in no more than an hour.	0
(a) Adopt and implement comprehensive and systematic national legal frameworks to combat terrorism that cover all terrorist offences under international counter-terrorism instruments, and that are in conformity with international human rights standards;	1
As indicated above, a decision was taken at the present session on the payment of compensation.	0
According to the International Court of Justice, the provisions of article 3 common to the Geneva Conventions constitute a minimum criterion applicable to all types of armed conflict and reflect what the Court in 1949 [in the Corfu Channel case] called âelementary considerations of humanityâ.	1
While the nature of the consultations will ultimately be determined by the stakeholders themselves, they are expected to involve conferences at the local and state levels throughout Darfur leading to a major conference throughout Darfur.	1
However, we strongly call for greater efforts to follow up on information gathered from Member States as part of counter-terrorism efforts.	0
The Popular Defence Forces are fighting with the regular armed forces.	1
Where possible, Governments are working with their territories to encourage them to create appropriate internal rules in that area, but in many cases legislative frameworks need to be improved.	1
âThe Security Council reaffirms its concern at the alarming situation in the Sahel region and its commitment to addressing the complex security and political challenges in this region, which are interrelated with humanitarian and development issues, as well as the adverse effects of climate and ecological change.	0
(g) Individuals or entities supporting illegal armed groups in the eastern part of the Democratic Republic of the Congo through illicit trade in natural resources;	0
While preparing to move their forces to the cantonments, the Maoists participated in a recruitment campaign that peaked in November 2006.	0
The event served as a basis for developing a regional programme focusing on Algeria, Burkina Faso, Mali, Mauritania, Niger and Nigeria with a view to building the capacity of Member States to develop, plan, develop and implement rehabilitation and reintegration programmes for violent extremists in prisons.	1
To request that parties to an armed conflict strictly comply with the rules of international humanitarian law and human rights law prohibiting rape, sexual slavery, forced prostitution, forced pregnancy, forced sterilization or any other form of sexual violence.	0
âThe Security Council reiterates its demand for full civilian control of the armed forces.	0
Another problem was the fact that the Government apparently did not have sufficient military resources, as many of its forces were still stationed in the south, and those present in Darfur were mainly located in the main urban centres.	0
From 14 to 18 October, UNOWA and UNOCA participated in a workshop organized by the Lake Chad Basin Commission in YaoundÃ©, with a view to developing a regional counter-terrorism strategy and discussing the establishment of the joint multinational task force.	1
Many of the land and air attacks on villages resulted in the indiscriminate killing of civilians.	0
The Mission continued to conduct awareness-raising activities within the framework of the âUN Caresâ strategy.	1
These measures sometimes fall within the context of preventive action, when terrorist acts are supposed to be in their preparatory phase.	0
Of the 203 individuals associated with Al-Qaida on the Consolidated List at the end of January 2006, at least 111 (55 per cent) have been arrested, convicted or charged for criminal offences, most serious or violent crimes ranging from murder to involvement in terrorist acts, such as the 1998 embassy bombings in East Africa, the 11 September 2001 attacks in the United States and the 2002 Bali bombings.	0
As noted above, this approach is based on improving the Executive Directorate's understanding of current challenges in the fight against terrorism, a knowledge gained through active dialogue with States, in particular through its country assessment visits. The Executive Directorate continues to process specific requests for technical assistance related to the needs identified in the States it has visited and conducts this work in a selective manner by choosing the donors it considers most willing to collaborate, either because they are already involved in existing programmes in a particular State or because they have a strong interest or clear technical capacity in the area in question.	1
