es_en_GOOGLE	VerCoop
We offer basic training (for example, in the handling of weapons, discipline,...) that can last about two weeks, depending on each person.	0
It also supports other activities related to the achievement of the Contact Group&#39;s objectives to combat piracy in all its aspects.	0
To achieve sustainable repatriation and viable minority communities, a broader process of decentralization will be needed.	0
Indeed, the Trust Fund was established by the Rome Statute as an expression of States Parties&#39; commitment to the restorative justice function of the system, supporting activities that address harm resulting from crimes within the jurisdiction of court.	1
In a special way, we would like to express our deep concern about the stagnation of the levels of socioeconomic development in Haiti and its food security.	0
Failure to comply with its Charter obligations should have consequences for any Member State, and the Sudan should be no exception.	0
:: Call on the Security Council to establish, in coordination with the African Union, an international force to neutralize armed groups, support national reconciliation and build stable democratic institutions in Libya	1
In response, the UNMIK Department of Justice established a joint working group with the institution-building component to review the report and consider ways to implement its recommendations.	1
The Internet has proven to be a valuable tool for terrorists, due to the considerable technical and legal problems posed by the control and regulation of its content.	0
We condemn the disproportionate use of force by the Israeli armed forces in densely populated areas, which has caused great suffering and loss to numerous Palestinian civilians, including children.	0
There are laws in place regulating non-profit and charitable organizations, but not all States have revised their legal systems to prevent these organizations from being misused to finance terrorist activities.	0
Council members held a general exchange of views on various issues, including the situation in the West Bank and Gaza Strip, including the urgent need to rebuild and reform the infrastructure of the Palestinian Authority with strong support from donors, the situation on both sides of the Blue Line, and the various diplomatic efforts underway, including preparations to convene an international conference on the Middle East.	1
While the reform of the security forces is a sovereign prerogative, I encourage the Government to try to resolve the underlying issue of the cohesion of the national army, in particular by forming a professional and sufficiently equipped and supplied FARDC.	1
Likewise, the Force Commander gave us, pursuant to court order No. 206/1735, dated February 18, 2005, written authorization from that party, reference 36/2005, dated February 18, 2005, which included the order to keep the cars of Hariri&#39;s entourage at the barracks, cover them with tarps and take them into custody, all of which was done.	0
The Security Council attaches great importance to the role of the Organization of African Unity and welcomes its decision to establish an international team of prominent figures to investigate the genocide in Rwanda and related events (S/1998/461).	0
In order to recognize the specific need to coordinate its work with that of the Counter-Terrorism Committee Executive Directorate and other relevant bodies in areas where States may be overwhelmed by requests for information from the Security Council, the Team developed a common strategy with the Executive Directorate and the experts supporting the Committee established pursuant to resolution 1540 (2004), with the objective of resolving the problems of States that have not yet submitted the reports requested by the three Committees.	1
In order for potential applicants to clearly understand this process and know what actions will be taken, and to ensure uniform application, practices and procedures have been developed and information on them has been disseminated to more concretely explain the process.	1
The two leaders laid the foundations for a continued dialogue between Lebanon and the Palestinians, which in my opinion constitutes an important measure to definitively overcome a difficult past and reaffirm the sovereignty and political independence of Lebanon.	1
Emphasizing in particular that the continuation of international work to promote dialogue and improve understanding between civilizations, in an attempt to prevent indiscriminate attacks against different religions and cultures, and the resolution of unresolved regional conflicts and the very various global problems, in particular development problems, will contribute to strengthening the international fight against terrorism,	1
However, States should also criminalize attacks committed against another State in the same way.	0
- Call upon all stakeholders to ensure that the protection, rights and well-being of women and girls affected by armed conflict are concretely integrated into all peace processes, peace agreements and development plans and programmes. post-conflict recovery and reconstruction.	1
It is recommended that the United Nations become more committed to addressing the root causes of conflict, for example by supporting natural resource management initiatives and conflict prevention and resolution mechanisms.	1
In resolution 1425 (2002), it established a Group of Experts on Somalia, which was followed by the Monitoring Group established pursuant to resolution 1519 (2003).	0
The resolution authorizing the establishment of UNMISET was adopted unanimously as resolution 1410 (2002) on 17 May.	1
Looking ahead, I urge the parties to the peace process -- the Government of Mali and the armed groups represented -- to use this pause in negotiations to demonstrate political leadership and forge the compromises necessary to reach an agreement in Algiers .	1
Commending the efforts of the African Union-United Nations Hybrid Operation in Darfur (UNAMID), the African Union-United Nations Joint Chief Mediator, the Secretary-General of the United Nations, the League of Arab States, the African Union High-Level Panel on the Implementation of Recommendations to Sudan and Regional Leaders to Promote Peace and Stability in Darfur, and Reiterating its Full Support for Those Efforts, and Expressing Strong Support for the Process political initiative initiated with the mediation of the African Union and the United Nations,	1
a) Promote adherence to international counter-terrorism instruments and the enactment of laws to fully implement these instruments throughout the subregion;	1
At the 6897th meeting of the Security Council, held on 20 December 2012, in connection with its consideration of the item entitled &quot;Post-conflict peacebuilding&quot;, the Presidency made the following statement on behalf of the Council:	1
I again call for all innocent seafarers held hostage in Somalia to be immediately and unconditionally released so that they can be reunited with their families.	0
The Working Group facilitated and co-chaired an international conference on national and regional counter-terrorism strategies, at which participants defined a set of principles that Member States and regional organizations should take into account when formulating their respective strategies.	1
It is clearly essential that States ensure that their control regimes, both for military and civilian explosives, are as strict as possible.	1
I have the honor to inform you that I have received a request from the Government of Pakistan to establish an international commission in relation to the assassination on 27 December 2007 of the former Prime Minister of Pakistan, Mohtarma Benazir Bhutto.	1
The final result must be stable and sustainable, therefore artificial deadlines should not be established.	1
b) Encourage States in the subregion to take advantage of law enforcement and other forms of training opportunities to improve the implementation of counter-terrorism laws,	1
In conclusion, the challenges facing Afghanistan are enormous, but we are making progress.	0
Interaction with civil society revealed that the population did not fully understand MONUSCO&#39;s mandate and its capabilities. The local population believed that only the Mission Intervention Brigade could take strong measures to protect civilians, which is not accurate.	0
Increased accountability for human rights violations, including cases of gender-based violence; creation of legal instruments that take gender issues into account. G.5 Formulation and implementation of gender-sensitive victim support programmes, including legal aid and witness protection programmes.	0
Theoretically, any import of light weapons must be accompanied by an authorization issued by ECOWAS in Abuja.	0
We consider that Armenia&#39;s position constitutes a clear challenge to the conflict resolution process and a serious threat to regional and international peace and security.	0
In any case, Bin Laden has been able to take advantage of modern media to make exhortations to many Muslims as a spiritual leader who somehow manages to present violence as something glorious and as a duty and not as the terrorism that it really is.	0
However, the criminal justice system in at least five States could be improved to bring terrorists to justice more effectively.	0
On 12 November, another suicide bomb attack took place at a school in Kontagora, Niger State, injuring dozens of people. On November 25, two girl suicides killed more than 45 people in the Maiduguri market. On November 27, a bomb explosion in the Maraba-Mubi area of Adamawa State killed at least 40 people. On November 28, an attack on the central mosque in Kano left at least 120 dead and 270 injured.	0
As a result of the use of tear gas, shouting and shooting by security forces, people panicked and scattered.	0
The first is that some States do not appear to have done enough to enforce the embargo; The second lies in the various interpretations that States make of their obligations, and the third is related to the scope of application of the arms embargo and its close relationship with the constant evolution of the methodology, used by the people and entities to whom it is addressed. applies. A. Implementation of the arms embargo	0
The Security Council reminds States that they must ensure that the measures they take to combat terrorism comply with all their obligations under international law, in particular international human rights law, the law of refugees and humanitarian law.	1
The report was submitted to the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban and associated persons and entities on 22 February 2011, in accordance with resolution 1904 (2009). Security Council and is currently being considered by the Committee.	1
The National Committee recommended that judicial commissions of inquiry be established to deal with the following allegations: extrajudicial executions, the capture by Arab groups of two villages of the Fur tribe in the town of Kas, and incidents in which some had been killed and burned. of the wounded admitted to hospitals in the villages of Buram, Meleit and Kelebs.	0
The Congolese Government has indicated that it will remain firm regarding the January 2, 2015 deadline.	0
At the deadline of this report, a total of 37% of the DF effluent, which the Cape Ray ship delivered on August 30 and 31, 2014, had already been destroyed.	0
During my visit to Lebanon in January, I pointed out to my Lebanese interlocutors, both publicly and privately, the serious dangers posed to the country&#39;s stability and internal peace by the continued presence of these militias.	0
He had been asked to help film the transfer of the vehicles on February 14, 2005 during the meeting with the investigating Judge, but nothing further had been said about the transfer of the vehicles.	1
35. Decides, in order to assist the Committee in the fulfillment of its mandate, that Monitoring Team 1267, established pursuant to paragraph 7 of resolution 1526 (2004), will also provide support to the Committee for a period of 30 months , with the mandate set forth in annex A to the present resolution, and requests the Secretary-General to take all necessary measures for this purpose;	1
:: Explore how peacebuilding objectives and the specific needs of post-conflict countries can be reflected in the post-2015 framework.	1
The reason was the tense political atmosphere at that particular time: there was great distrust of Lebanon&#39;s judiciary and criticism of the way the investigation was being carried out.	0
The Security Council recognizes the support provided by bilateral and multilateral actors, including the African Union, the European Union, the Organization of Islamic Cooperation, the League of Arab States and subregional organizations such as the Economic Community of West African States, the Community of Sahel-Saharan States, the Intergovernmental Authority on Development and the Arab Maghreb Union, to activities aimed at combating terrorism in Africa, and calls upon the international community and the United Nations system to strengthen their cooperation with subregional counter-terrorism bodies, such as the African Center for Terrorism Studies and Research.	1
In the seven States, measures to prevent the smuggling of weapons and explosives have only partially been adopted.	0
Council members noted that all candidates should do their best to maintain a calm and peaceful environment, exercise restraint, await results that would be disclosed in accordance with national constitutional procedures, and resolve their disputes by peaceful means, through legal mechanisms. and established mediation organizations, such as the National Mediation Committee.	1
- On December 12, 2014, 200 troops of the regime forces surrounded the Fayd neighborhood located in the city of Jabla and prohibited all entries and exits.	0
As a result, 1,045 soldiers were killed and 1,452 soldiers and 692 civilians were injured.	0
Within one week of the Committee&#39;s approval of its regulatory guidance in a given area, the Executive Directorate must prepare the corresponding implementation plan and present it to the Committee for approval.	1
b) Improve legislative and regulatory frameworks to combat the financing of terrorism, including by criminalizing the financing of terrorism, taking necessary measures to freeze funds without delay and carrying out risk assessments in the organizational sector non profit;	0
Furthermore, the restriction of Eritrea dramatically affects the security of the United Nations peacekeeping forces and their operations, to the point that it has become unsustainable to continue occupying the small posts in isolated locations -- which constitute 18 locations out of a total of 40 -- and is no longer operationally viable.	0
Since September 18, 2014, no combat actions have been carried out in response to an &quot;imminent and serious threat.&quot;	0
The weekly quadripartite meetings allowed both sides, as well as UNOMIG and CIS peacekeeping forces, to maintain a permanent dialogue on issues related to the security of the conflict zone.	1
- Highlight in relevant resolutions the importance of achieving durable solutions for refugees and displaced persons, including their safe, voluntary and dignified return and reintegration, and promoting their full participation in the planning and management of these solutions.	1
A closer or better organized association between affiliated entities could aggravate the threat they pose.	1
He also held further meetings with the Monitoring Group established pursuant to Council resolution 1519 (2003) on Somalia regarding the Mogadishu arms market and regional financial flows, and met with the Group of Experts established pursuant to Council resolution 1579 (2004) on Liberia to review movements of precious commodities.	0
The Security Council urges the international community to provide, where necessary, financial and technical support, as well as the necessary training for the national implementation of resolution 1325 (2000), and requests the organizations of the United Nations system and to civil society actors and other relevant actors to collaborate and provide assistance in accordance with national priorities to Member States, in particular States affected by armed conflict, for the rapid development of their national plans, and to collaborate closely with national mechanisms responsible for the implementation of the resolution, including, where appropriate, through United Nations country teams.	1
For example, residents of the Naktuka area of the Nitibe sub-district reported that on 29 May, a group of about 20 Indonesian soldiers had partially dismantled two structures built by the Government of Timor-Leste in this disputed area.	0
It is also important to recognize that more than half of refugees and internally displaced people do not live in camps. The discussion will therefore also address women&#39;s leadership roles outside camps, where reaching and providing services to refugees and displaced people poses additional challenges.	1
The Operation will also provide logistical support to the redeployment of the national police to the north of the country, as part of an agreed and comprehensive security plan for the electoral process developed by the Ivorian authorities, with the assistance of UNOCI and the Licorne force.	0
His first decisions were to appoint Beirut&#39;s deputy police chief, General Naji Mulaeb, in charge of the crime scene and assign him the task of removing all bodies and wounded people from the scene, putting out the fires, and subsequently having everyone removed from the scene. the scene and close it [witness statement].	0
The police, deployed at the edge of the camp, showed no interest in confronting the Janjaweed.	0
The signatories also committed to conducting a transparent and honest electoral campaign and to creating a parliamentary commission on corruption in the following legislature.	1
The European Union insisted that the creation of any Somali national military force must occur within the framework of a national security and stabilization plan, and in accordance with the statement of the President of the Security Council of 14 July 2005.	1
On 1 December, in accordance with paragraph p) of the annex to resolution 2160 (2014), the Monitoring Team submitted a special written report, prepared in consultation with the Government of Afghanistan, the United Nations Office Drugs and Crime and other United Nations sanctions experts, on specific cases of cooperation between organized criminal groups, in particular hostage groups, drug producers and traffickers, as well as those who illegally exploited natural resources of Afghanistan, including precious and semi-precious stones, and the individuals, groups, companies and entities that met the listing criteria in accordance with paragraph 1 of the resolution.	1
The Security Council, recalling its resolutions 2042 (2012) and 2043 (2012), welcomes the appointment of the Joint Special Representative for Syria of the United Nations and the League of Arab States as an important step forward in cooperation between the two organizations and expresses its support for the efforts being made to continue the good offices of the Secretary General in this regard.	1
At this meeting, the parties agreed to deepen their cooperation on the issues of technical study of the railway network and the return of refugees and internally displaced persons.	1
In the statement, President Abbas also expressed his full support for the measures taken by the Government of Lebanon in recent weeks to prohibit the taking of weapons outside the Palestinian refugee camps, end illicit transfers of weapons and people and exercise its monopoly on the use of force and its control over its entire territory.	1
The Council unanimously adopted resolution 2185 (2014), its first resolution dedicated to police issues. The resolution contained a number of practical measures to increase the effectiveness of United Nations policing.	1
Demands that parties to the conflict immediately take appropriate measures to protect civilians, especially women and children, from all forms of sexual violence, in accordance with resolution 1820 (2008).	0
In August 2005, the Group, accompanied by UNOCI staff, visited the autonomous port of Abidjan, Grand Lahou, Fresco, Sassandra, Monogaga, Grand Bereby, the autonomous port of San Pedro and Tabou. In all these locations the Group examined the ports and piers and analyzed the application of the embargo with the competent authorities, business representatives and ONUCI.	1
He also trained Central Bank officials in risk-based anti-money laundering and terrorist financing supervision.	0
The Prosecutor mentioned with concern the pending problems relating to people deprived of liberty in Libya and the mass displacement of the inhabitants of Tawergha.	0
Paragraph 4 of resolution 1624 (2005) emphasizes that States must ensure that any measures they take to implement paragraphs 1, 2 and 3 of the resolution are consistent with their obligations under international law, in particular human rights law, refugee law and humanitarian law.	1
The Committee will endeavor to ensure a full exchange of national reports, visit reports and other relevant information between the respective committees and expert groups, including with respect to visits to States and other official travel.	1
Accordingly, after consultations with the Security Council Committee established pursuant to resolution 1718 (2006), I wish to inform you that I have appointed Mr. George Lopez (United States of America financial expert) and Mr. Takehiko Yamamoto (Japanese nuclear expert) to join the Group of Experts and carry out the tasks indicated in paragraph 26 of the resolution.	0
The Security Council also notes the importance of close collaboration within all government agencies, among themselves and with international organizations to combat terrorism and incitement to commit terrorist acts.	1
Notes that the excessive accumulation and destabilizing effect of small arms and light weapons represent a significant obstacle to the delivery of humanitarian assistance and can exacerbate and prolong conflicts, endanger civilians and undermine the security and confidence necessary for the restoration of peace and stability...	0
The Security Council recognizes and continues to encourage the efforts of the League of Arab States to contribute to the collective desire to resolve the conflicts in the Middle East peacefully and to promote international reactions to the transformations that the region is experiencing, while reaffirming its firm commitment to the sovereignty, independence, unity and territorial integrity of the countries of the region and to the purposes and principles of the Charter.	1
:: Another member reiterated his call for holding an international conference to make the Middle East a zone free of weapons of mass destruction.	1
None of the witnesses reported that leaflets were dropped or announcements were made on the radio or through tribal chiefs, or that planes were used to fly low over villages to warn civilians of an impending attack.	0
He also reported that the verification mechanism had canceled several missions due to resistance by South Sudanese forces.	0
In close cooperation with the Committees established pursuant to resolutions 1267 (1999) and 1540 (2004) and in accordance with its mandate, the Committee will pay special attention to States for which information is lacking on how they implement resolution 1373 ( 2001) and will study the best way to solve the problem.	1
Increasing cooperation with the Peacebuilding Commission was also considered to be of great importance to the Council&#39;s work programme. In particular, participants favored a more strategic approach to increasing cooperation with the Commission in order to emphasize a smooth transition of operational responsibilities from peacekeeping to peacebuilding and to increase accountability in both cases.	0
:: Several members highlighted the need for the international community to collectively dedicate itself to promoting cultural and religious harmony and dialogue, noting that terrorism had no creed, culture or religion.	1
However, in his view - supported by another speaker - when it came to important issues, such as the fight against terrorism, the Council&#39;s initiatives should transcend the coherence of its own subsidiary bodies and aim to achieve of systemic coherence within the United Nations.	1
b) Recommendations on measures that could be taken to improve the response to the threat posed by these foreign terrorist fighters;	1
Therefore, most of the human rights violations that took place during those two days can be described as a massacre in which units of the security forces and parallel forces acting in coordination or collusion with them repeatedly carried out summary executions, torture , disappearances and arbitrary arrests.	0
The Commission recommends that the following persons be prosecuted for the illegal possession, use and circulation of PNTL weapons on May 8 or 21, or both: Rogerio Lobato, Eusebio Salsinha, Antonio da Cruz, Vicente da Concei̤̣o, alias Rai Los, Mateus dos Santos Pereira, alias Maurakat, Leandro Lobato, alias Gray Harana, Antonio Lurdes, alias 55, Marcos da Silva Piedade, alias Labadae, Francisco and Santa Cruz.	0
Emphasizing the central role of the United Nations in the global fight against terrorism and welcoming the adoption by the General Assembly of the United Nations Global Counter-Terrorism Strategy (resolution 60/288 of 8 September 2006 ), the institutionalization of the Counter-Terrorism Implementation Task Force, in accordance with General Assembly resolution 64/235 of 24 December 2009, which will further strengthen the efforts of the Task Force to ensure coordination and the overall coherence of the activities of the United Nations counter-terrorism system, including on the ground, and the call for greater participation of Member States in the work of the Task Force (resolution 64/297),	0
Recommendations have also been made related to the participation of national actors, both to take due account of the social, political and cultural factors of each case and to intensify the development of the national justice system.	1
This is one of the main avenues through which negative forces can obtain weapons and reorganize.	0
x) Consult with relevant private sector representatives, in coordination with national authorities, as appropriate, to improve awareness and compliance with travel ban and arms embargo measures;	1
The Council requests the Secretary-General to continue to provide and implement guidance on how to address sexual violence in pre-deployment training and initial orientation of military and police personnel, and to assist missions in developing procedures for specific situations to address sexual violence in the field and to ensure that technical support is provided to troop- and police-contributing countries to include guidelines for military and police personnel on how to address sexual violence. sexual violence in pre-deployment training and initial orientation.	1
Furthermore, the international obligation would be considered fulfilled at the moment, after the signing of a peace treaty, in which the responsible State had agreed to pay war reparations to the others or compensation for damage caused to the nationals of the adversary, or not to make a payment.	0
They also suggested creating new networks or connecting existing networks, highlighted the importance of face-to-face meetings and peer-to-peer dialogue, and recommended that the &quot;Wiesbaden process&quot; be considered in this regard.	1
In fact, the use of money carriers is considered one of the main methods for moving illicit funds, money laundering and financing terrorism.	0
At the 5798th meeting of the Security Council, held on 11 December 2007, in connection with the Council&#39;s consideration of the item entitled &quot;Threats to international peace and security caused by terrorist acts&quot;, the Presidency of the Security Council made the following statement on behalf of the Council:	1
The full and complete implementation of the travel ban could have real benefits in the fight against Al-Qaida and Taliban terrorism, but available data suggest that its effects are currently limited.	1
All interested parties should be encouraged to make use of this option to raise awareness of the resolution and promote its effective and universal implementation in the context of planned or special events, with the aim of strengthening the implementation of the resolution.	1
All States in the subregion are members of INTERPOL and have established national central offices.	0
25. Again invites the Secretary-General to continue to provide relevant information and analysis on the protection of civilians when he considers that such information or analysis may contribute to the resolution of the issues before him, and requests him to continue to include in the reports submit to the Council on matters before it, where appropriate, comments relating to the protection of civilians in armed conflict, and encourages it to continue to consult and take concrete measures to strengthen the capacity of the United Nations in this regard;	1
The Committee was established pursuant to Security Council resolution 1518 (2003) of 24 November 2003, to further identify, pursuant to paragraphs 19 and 23 of resolution 1483 (2003), persons and entities whose funds or other financial assets or economic resources were to be frozen and transferred to the Development Fund for Iraq.	0
5. Underlines the fact that the crisis in C̫te d&#39;Ivoire can only be resolved through dialogue and consultations, with the support of the international community. The Council urges the parties to proceed with the greatest circumspection and to refrain from all use of force and unilateral acts, which can only complicate the search for a solution;	1
Thus, where no State objects or submits a delisting request or where the information submitted is insufficient or contradictory, the matter could be referred to the Office of the Ombudsman.	1
Furthermore, the Team proposes that the Committee consider the merits of conditional or provisional removal, under which the Committee could either adopt an extended period of exemption for some listed Taliban or even suspend sanctions altogether, with subject to certain conditions, while periodically receiving, during a defined period of time, guarantees that its inclusion is no longer necessary.	1
The protocols were transmitted daily to General Azar and the head of the army, General Michel Suleyman.	1
In San Pedro, the mayor began to destroy more of those neighborhoods.	0
In Security Council resolution 1624 (2005), which focuses on the threat posed by incitement to commit acts of terrorism, the Council emphasizes that States must ensure that any measures taken to implement the resolution are comply with all their obligations under international law, in particular international human rights law.	1
Of particular concern is the pattern of alleged serious misconduct by Haitian National Police officers, including the alleged involvement of a group of them in the summary execution of at least nine people that took place on August 20 during the a soccer match in the Martissant area (Port-au-Prince).	0
Calling on the international community, in particular countries in the region and Iraq&#39;s neighbors, to support the Iraqi people in the pursuit of peace, stability, security, democracy and prosperity, welcoming the conferences of neighboring countries held in Sharm el-Sheikh, Istanbul and Kuwait and its role in supporting the efforts of the Government of Iraq to achieve security and stability in Iraq, as well as its positive results for international peace and security and regional ones, also welcoming the fact that the expanded conference of neighboring countries held in Kuwait on 22 April 2008 approved the terms of reference of the support mechanism, and emphasizing that the effective implementation of this resolution will contribute to regional stability,	1
Reaffirming its commitment to politically resolving the conflicts in the former Yugoslavia, preserving the sovereignty and territorial integrity of all States according to internationally recognized borders,	1
Leaving aside these operational issues, as a general policy directive, the Ombudsman will treat requests submitted to him as confidential.	1
Research and policy analysis will be promoted on a range of issues, such as conflict prevention and early warning mechanisms.	1
The Security Council calls upon Sudan and Chad to respect and fully implement their mutual commitments, in particular those made in the Doha Agreement of 3 May 2009 and the Dakar Agreement of 13 March 2008, to engage in constructive talks with the Dakar contact group and welcome the good offices of Libya and Qatar to normalize their relations, cooperate to put an end to the cross-border activities of armed groups and strengthen measures to suppress illicit arms trafficking in the region, including by establishing effective joint border surveillance.	1
In the opinion of the Commission, therefore, these acts may constitute crimes against humanity.	0
The conflict has lasted more than half a century and cannot be resolved overnight.	0
s) The prohibition of the imposition of collective punishments;	0
Recalls the conclusions endorsed by the Security Council Working Group on Children and Armed Conflict in [the affected country], ... calls upon all parties to put an end to serious violations and abuses against children in [the affected country], urges the Government... to develop and implement a concrete and time-bound action plan to stop the recruitment and use of children, requests the Secretary-General to continue dialogue with the Government... in this regard, and reiterates its request to the Secretary-General to strengthen the child protection component of [the mission] and continue to monitor and report on the situation of children in [the affected country];	1
o) Cooperate closely with relevant bodies established by the United Nations to combat terrorism in providing information on actions taken by Member States in relation to kidnappings and hostage-taking for ransom by Al-Qaida and other persons, groups, companies and entities associated with it, and about trends and developments in that area;	0
The Security Council also reiterates its serious concern about the consequences of the instability in northern Mali for the Sahel region and beyond, and highlights the need to react quickly to this crisis, using a strategic and comprehensive approach, in order to to ensure the territorial integrity of Mali and restore its stability and prevent instability from spreading to other Sahel States.	0
Those born before May 25, 1988 or recruited after May 25, 2006 had to be discharged immediately, as established by the General Peace Agreement.	0
The Office for Disarmament Affairs has sought to raise awareness among potential donors to mobilize their support for the regional seminars and workshops it organizes.	0
217. For example, the Commission would recommend the establishment of a national compensation programme, which would not simply amount to monetary compensation but should consider all measures necessary for this purpose, including recognition of fault, compensation for tangible economic damages , the public and complete dissemination of the facts in question (including through the publication of this report), the establishment of rehabilitation programs and administrative sanctions against the people of the responsible institutions.	1
However, as I said in Tuesday&#39;s public meeting, the facts must be examined in context, and the Security Council does nothing to contribute to a peaceful solution when it condemns the actions of one of the parties and turns a blind eye to everything else that happens in the region.	0
The Committee considers that this will reduce the risk of third parties, in particular non-banking financial institutions, non-financial companies and professionals, inadvertently acting in contravention of the requirements relating to the freezing of assets.	1
The Council also decided that the maximum total strength of the Mission would be 2,370 troops and a police component of up to 2,601 troops, as recommended by the Secretary-General; and urged the Secretary-General to ensure that a troop strength close to the current strength was maintained in the country until he submitted his next report to the Council and to alert in that report to any major changes in the situation.	1
The parties to the peace process have not yet made arrangements for release or offered reintegration programs under which children of these forces would have been able to benefit from recovery and reintegration measures.	1
This Commission, which will be chaired by an international member, should be composed of persons of established international reputation, specialists in law (in particular, international law, tort liability, or commercial law), accounting, actuarial adjustment or environmental damages.	1
Approximately 2 kilometers after passing the checkpoint, about 20 soldiers dressed in camouflage approached the group of women with their vehicles and ordered them to stop, firing several shots.	0
In addition, the Executive Directorate will continue to maintain a constructive dialogue with Member States through meetings at United Nations Headquarters, visits, seminars and video conferences with officials in relevant capitals in order to inform the Committee on the implementation by the Member States of various elements of the counter-terrorism resolutions, including updates to preliminary implementation assessments, new counter-terrorism measures adopted and the facilitation of technical assistance.	1
The mission evaluated the preparation for the elections from the institutional, technical, security, legal and political points of view; identified areas in which support was required; and called for greater participation of women and youth, more institutional transparency, and mechanisms to prevent political and electoral conflicts.	1
Many States are not sure what other element, instead of the death certificate, would be sufficient for the Committee and the Team recommends that the Committee provide further guidance on what it needs to consider de-listing a person&#39;s name by death. .	1
The international community must take responsibility for protecting the civilian population of Darfur and ending the endemic impunity there.	1
The data obtained was subsequently merged and analyzed by the All Sources Information Fusion Unit, which also began training infantry units in awareness and information sharing practices to increase the flow of information in the area of the Force of MINUSMA.	0
Calls on all those involved in the negotiation and implementation of peace agreements to adopt a gender perspective that takes into account and includes, among other things: a) the special needs of women and girls during repatriation processes and resettlement, as well as post-conflict rehabilitation, reintegration and reconstruction activities; b) measures to support local women&#39;s peace initiatives and indigenous conflict resolution processes and to involve women in all mechanisms for the implementation of peace agreements; c) measures that guarantee the protection and respect of the human rights of women and girls, particularly in relation to the constitution, the electoral system, the police and the judicial system.	1
Establishing regular programs to inspect reporting entities to ensure compliance with anti-money laundering and anti-terrorist financing requirements is a serious challenge for some States as it is resource intensive.	0
Although the training of FARDC and PNC units remains essential, any training program for the FARDC should be linked to the establishment of an army supply chain to ensure the sustainability of the efforts and investments made.	0
In this regard, we request that every effort be made to ensure that these meetings are held every two months, as agreed, and that, to the extent possible, the heads of the intelligence and security services participate personally in these meetings. meetings. We urge all stakeholders, including in particular the African Center for Study and Research on Terrorism, the Sahel Fusion and Liaison Unit and the African Intelligence and Security Services Committee, in close cooperation with the African Union Commission , to continue and intensify their efforts to exchange views and provide mutual assistance, and to implement the outstanding aspects of the operational conclusions of the meeting of the heads of intelligence and security services.	1
In response to its request, MONUSCO also provided support to the efforts of the Alliance des patriotes pour un Congo libre et souverain to integrate into the FARDC.	0
The Commission has identified 14 members of the Janjaweed militia who are suspected of committing an international crime under the concept of unlawful association.	0
In the resolution, the Council affirmed that the authorizations were only applicable to the situation in Somalia and would not affect the rights, obligations or responsibilities of Member States under international law in respect of any other situation, including rights or obligations in under the United Nations Convention on the Law of the Sea, including the general principle of the exclusive jurisdiction of the flag State over its vessels on the high seas, stressed in particular that the resolution would not be considered a precedent for customary international law and noted that These authorizations had only been granted following receipt of the letter dated 8 October 2014 containing the request from the President of the Federal Republic of Somalia.	1
The abduction of children for military purposes, which characterized the period of conflict, has decreased considerably during the reporting period.	0
Likewise, when it came to the recipients of reparations, it was important to have a perspective that went beyond individual victims and also take into account the affected communities;	0
We must not underestimate the threat posed in Afghanistan by the destabilizing activities of the Taliban and Al-Qaida.	0
In this case, they are suspected of having carried out indiscriminate attacks against civilians, which constitutes a war crime.	0
Bosnia and Herzegovina expresses concern about the current political stalemate in establishing a new government and defining a clear constitutional reform process.	0
The United Nations has begun planning a technical meeting on capacity-building in Southern Sudan to coordinate its approach.	1
Inclusion criteria relating to violations of international human rights law and international humanitarian law, and in particular involvement in violations of the rights of children and women, are incorporated into 5 of the 12 Security Council sanctions regimes. in conflict situations.	0
The Security Council urges the Maghreb and Sahel States to increase interregional cooperation and coordination in order to develop inclusive and effective strategies to combat in a comprehensive and integrated manner the activities of terrorist groups, namely Al-Qaida in the Islamic Maghreb (AQIM), the &#39;Movement for Unity and Jihad in West Africa&#39; (MUJAO) and Ansar Eddine, and to prevent the expansion of these groups, as well as to end the proliferation of all weapons and fight against transnational organized crime, including drug trafficking and, in this regard, takes note of the results of the Conference on Cooperation for Border Control in the Sahel and the Maghreb, organized by the Executive Directorate and the Task Force in Rabat, as well as the results of the ministerial meeting on increasing security cooperation and the implementation of African peace and security structures in the Sahel-Saharan region held in Nouakchott.	1
The Committee encourages its Executive Directorate to continue to explore, with other United Nations entities, the most appropriate approaches and means to coordinate United Nations activities, in particular with respect to the harmonization of work methodologies and programming of anti-terrorism projects.	1
40. Welcomes the regular reporting by the Government of Afghanistan on the content of the List and the effects of targeted sanctions in terms of countering threats to the peace, stability and security of Afghanistan and supporting the Afghan-led reconciliation initiative;	1
