es	VerConf
En sus declaraciones públicas, el Coronel Khaddafi y sus familiares han seguido amenazando a los ciudadanos con una guerra civil y la posibilidad de perpetrar matanzas en masa si continúan las protestas.	1
A fin de asegurar que haya una rendición de cuentas respecto de los delitos cometidos durante los acontecimientos recientes, es indispensable que las investigaciones, las acusaciones y los juicios se lleven a cabo en forma imparcial y sin interferencia política alguna, y que se compruebe que efectivamente así se ha hecho.	0
El número estimado de personas afectadas por el conflicto en Darfur, sumado al de refugiados en el Chad (1.650.000 personas desplazadas dentro del país, 627.000 personas también afectadas por el conflicto y 203.051 refugiados) llega a la cifra astronómica de casi 2,5 millones de personas afectadas de una forma u otra por el conflicto, la inmensa mayoría por haber sido desplazada de sus hogares.	0
También recuerdo cuán impopular era hablar a los israelíes de las fronteras de 1967, y por mucho tiempo fue casi inconcebible proponer la evacuación de los asentamientos israelíes.	1
El 21 de septiembre, en respuesta a una petición de las partes en el Acuerdo General de Paz, anuncié el establecimiento de un grupo formado por tres personas, encabezado por el ex Presidente de la República Unida de Tanzanía, Benjamin Mkapa, que se encargará de supervisar los referendos del Sudán Meridional y de Abyei.	0
Siete Estados cuentan con estructuras institucionales para ejecutar estrategias de lucha contra el terrorismo.	0
Este desagradable incidente político fue firmemente condenado en un comunicado de prensa que emitió inmediatamente después del incidente la Oficina del Presidente Ernest Bai Koroma y en numerosos comunicados de prensa emitidos posteriormente por otros grupos de interés político, incluidos los partidos del APC y el PMDC, la Comisión de Medios de Difusión Independientes, la Comisión para el Registro de Partidos Políticos y la Campaña para el Buen Gobierno.	1
El Sr. Soro dijo que les sorprendía que la comunidad internacional no hubiera previsto el conflicto que se avecinaba en Côte d'Ivoire, manifiesto desde el fallecimiento del Presidente Félix Houphouët-Boigny.	1
La reforma administrativa a nivel nacional hasta hoy no representa una mejoría.	1
Al Pakistán le preocupa enormemente la conclusión del informe según la cual los desafíos humanitarios y económicos que enfrenta la región del Sahel se han exacerbado como una secuela de la crisis libia.	1
3. Hace un llamamiento a todos los Estados para que prosigan los esfuerzos internacionales encaminados a promover el diálogo y mejorar el entendimiento entre las civilizaciones, en un intento por prevenir que se atente indiscriminadamente contra diferentes religiones y culturas, y adopten todas las medidas que sean necesarias y adecuadas y conformes con las obligaciones que les incumben en virtud del derecho internacional para luchar contra la incitación a la comisión de actos de terrorismo por motivos de extremismo e intolerancia e impedir la subversión de las instituciones educativas, culturales y religiosas por parte de terroristas y de quienes los apoyan;	0
Los grupos incluidos en la Lista también necesitan hacer uso de la fuerza para apoyar sus objetivos; sin embargo, en las zonas en que esos grupos son más activos no parece haber escasez de armas y explosivos.	0
Se correrá el riesgo de que la tensión se centre en el estatuto en detrimento de las normas.	1
Sobre la situación humanitaria nos preocupa que, de acuerdo a informaciones de la Oficina de Coordinación de Asuntos Humanitarios (OCAH), 20 millones de personas en la región del Sahel necesitan asistencia humanitaria, particularmente Mauritania, el Níger, Burkina Faso y el Chad.	1
Los palestinos deben poner fin a la pública incitación a la violencia y hacer todo lo posible por evitar que los militantes ataquen a Israel, provocando así una reacción.	1
Con esa estrategia, el sistema de las Naciones Unidas aplica iniciativas de programación conjuntas con buenos resultados, aunque es necesario reforzar los vínculos entre los diferentes programas y los esfuerzos del Gobierno por estabilizar el país.	0
Condenamos el terrorismo en todas sus formas y manifestaciones, porque vulnera el derecho más fundamental de los seres humanos: el derecho a la vida.	1
Pese a estos retos, no podemos dejar de reconocer que aproximadamente el 50% de la población afgana vive en zonas donde la responsabilidad por la seguridad se ha transferido a las fuerzas de seguridad afganas.	1
Además, las interacciones del Equipo con los Estados Miembros y con el Comité cambiarían considerablemente si el Equipo pasase a ser un árbitro de las decisiones relativas a la inclusión y exclusión de nombres de la Lista.	0
No obstante, estos emplazamientos seguirán necesitando protección. Si bien la disposición de la KFOR a ofrecer protección a los emplazamientos religiosos es fundamental, no puede llegarse a una solución basada en las fuerzas militares.	0
La delegación de Cuba condena enérgicamente la realización de ataques contra civiles palestinos y la destrucción generalizada, causadas por las fuerzas de ocupación israelíes en el norte de la Franja de Gaza, al tiempo que exigimos el fin inmediato de esos ataques y la urgente retirada de dichas fuerzas de ocupación.	1
Aliento a las autoridades congoleñas a que obliguen a rendir cuentas a todos los responsables de las violaciones masivas y el saqueo cometidos en Walikale en julio y agosto de 2010.	1
Consideramos que es inaceptable que nos desviemos de ese principio ya que la situación frágil de la provincia podría sumirse en una desestabilización generalizada.	1
Durante ese período se han registrado cambios considerables tanto en lo que respecta a la amenaza que plantean Al-Qaida, los talibanes y sus entidades asociadas como al régimen de sanciones establecido por el Consejo de Seguridad para hacerles frente.	1
Asimismo, insto a los líderes de Hizbullah a poner fin a todos los esfuerzos por adquirir armas y crear una capacidad paramilitar fuera del control del Estado.	1
Aunque la protección física de los civiles contra la violencia sigue siendo importante, debería prestarse mayor atención a la protección mediante el desarrollo de procesos políticos y civiles, el despliegue de esfuerzos de reconciliación a nivel comunitario y el establecimiento de un clima de protección en estrecha coordinación con el equipo de las Naciones Unidas en el país y otros agentes que trabajan con el mismo fin.	0
El tráfico transfronterizo de carbón vegetal ha servido de sustento a Al-Shabaab y le ha permitido respaldar sus incursiones en Kenya.	0
Al mismo tiempo, a pesar de las promesas que ha entrañado el proceso de transición democrática, no hay que olvidar que esta es una etapa sumamente responsable en la historia del Oriente Medio, que exige la máxima vigilancia y una labor ardua con el fin de descartar errores de cálculo e imprevisibilidad respecto del futuro de la región.	1
La Red Siria para los Derechos Humanos no pudo reunir información sobre las muertes ocurridas en las zonas aisladas por el régimen.	1
Bin Laden necesita ofrecer un contrapeso a la acción de Zarqawi y demostrar que puede seguir actuando en todas partes del mundo montando ataques espectaculares en otros lugares, para poder retomar el proyecto estratégico que había adoptado antes de perder su base en el Afganistán en 2001.	0
a) Aprobar marcos jurídicos nacionales para la lucha contra el terrorismo que sean globales y coherentes e incluyan todos los delitos de terrorismo tipificados en los instrumentos internacionales de lucha contra el terrorismo y aplicar de manera eficaz las leyes y normativas para combatir el blanqueo de dinero y la financiación del terrorismo, cumpliendo también las normas internacionales de derechos humanos;	0
Pero también estamos en contra de las ejecuciones extrajudiciales y las condenamos.	1
Se están tomando medidas para fortalecer el papel del Equipo de las Naciones Unidas de apoyo al país, incluida la contratación de un nuevo jefe de la Oficina del Coordinador Residente y la determinación del personal adicional necesario.	0
El Consejo de Seguridad exhorta a las partes a que se abstengan de recurrir al uso de la fuerza y resuelvan sus discrepancias por medios pacíficos, normalicen sus relaciones, promuevan la estabilidad entre ambos países y sienten las bases para una paz sostenible en la región.	0
Los miembros del Consejo expresaron su honda preocupación por las informaciones de que se habían reanudado las hostilidades y por las consecuencias humanitarias de ello.	1
Reiterando la obligación de los Estados Miembros de prevenir y reprimir la financiación de todo acto de terrorismo, así como de tipificar como delito la provisión o recaudación intencionales, por cualesquiera medios, directa o indirectamente, de fondos por sus nacionales o en su territorio con la intención de que dichos fondos se utilicen, o con conocimiento de que dichos fondos se utilizarán, para perpetrar actos de terrorismo,	0
Una información de junio de 2005 citada frecuentemente por el International Crisis Group en el sentido de que un helicóptero destruido en Yamoussoukro por el ataque francés de 6 de noviembre de 2004 era de Guinea ha resultado falso, según lo demostró la contabilización del Grupo.	0
Abdelrahman Mouhamad Zafir al Dabidi al Jahani está asociado con Al-Qaida o una célula, entidad afiliada, grupo escindido o derivado de ella por "participar en la financiación, planificación, facilitación, preparación o comisión de actos o actividades ejecutados" por Jabhet al-Nusra, alias del Frente Al-Nusra para los Pueblos del Levante (QE.A.137.14), "o realizados en o bajo su nombre, junto con él o en su apoyo" y "reclutar para él".	1
A menos que el Gobierno los encare, esos problemas podrían plantear serias amenazas a la seguridad y la estabilidad de Timor-Leste.	1
Acoge con beneplácito el compromiso de luchar contra el flagelo del terrorismo internacional, expresado por los Estados, entre otras ocasiones, en los debates de las sesiones plenarias de la Asamblea General celebradas del 1° al 5 de octubre de 2001, exhorta a todos los Estados a adherirse cuanto antes a los convenios y protocolos internacionales pertinentes relativos al terrorismo, y alienta a los Estados Miembros a avanzar en esta dirección,	0
Condena del tráfico ilícito de armas pequeñas y armas ligeras	1
El Consejo de Seguridad acoge con satisfacción que las medidas efectivas de lucha contra la piratería mediante mayores iniciativas nacionales, bilaterales y multilaterales, así como los mecanismos regionales de cooperación, hayan generado una reducción significativa del número de ataques vinculados a la piratería perpetrados con éxito en diversas regiones, y reconoce la necesidad de que continúen los esfuerzos con esas medidas de lucha contra la piratería, ya que los avances pueden invertirse mientras las condiciones en tierra propicien actividades de piratería en el mar.	0
Esta perspectiva de género debe estar presente en la reforma y adiestramiento de todas las fuerzas de seguridad.	1
Condenamos todos los actos y delitos perpetrados por motivos étnicos en Kosovo.	1
En el último informe del Secretario General sobre las resoluciones 1559 (2004) y 1701 (2006) se expresa claramente la importancia del desarme de Hizbollah y del fin del contrabando de armas en las fronteras entre el Líbano y Siria.	1
Su evaluación figura en informes bimensuales, práctica ésta que ha contribuido a aumentar la conciencia de los problemas en materia de derechos humanos.	0
- En noviembre de 2014, 11 personas fueron secuestradas en las zonas controladas por el régimen y 4 en las zonas controladas por grupos extremistas.	0
Observando con profunda preocupación el número cada vez mayor de víctimas, entre ellas niños, como consecuencia de actos de terrorismo motivados por la intolerancia o el extremismo en varias regiones del mundo,	0
En otros instrumentos internacionales, como el Convenio del Consejo de Europa para la Prevención del Terrorismo, se ha comenzado a examinar cuestiones conexas como la instigación al terrorismo, el reclutamiento y el adiestramiento.	0
Sistemas de armas improvisados: se pueden construir a partir de diversos componentes para cometer actos terroristas.	0
La adición de esos nombres demuestra la constante preocupación del Comité por la amenaza que los talibanes crean para la paz y la seguridad internacionales.	1
La víctima quedó embarazada como consecuencia de la violación y había dado a luz.	0
i) Facilitando la investigación en las esferas de las tres resoluciones que exijan mayor examen, incluidos el análisis de las tendencias y metodologías relacionadas con el terrorismo en los ámbitos mundial y regional y el análisis de las medidas de lucha contra el terrorismo;	0
Además el Consejo hizo hincapié en la necesidad urgente de que todas las partes respetaran la cesación del fuego y tomaran medidas inmediatas para poner fin a la violencia, e hizo un llamamiento al Gobierno del Sudán para que mantuviera sus compromisos de asegurar que se neutralizara y desarmara a las milicias Janjaweed.	0
El directorio se ha concebido como una fuente de información sobre las mejores prácticas relacionadas con la lucha contra el terrorismo, las leyes modelo y los programas de asistencia disponibles.	0
Desde mi informe (véase S/2007/619, párr. 25), el Real Ejército de Marruecos ha seguido denunciando un gran número de presuntas violaciones del acuerdo militar No. 1 cometidas por el Frente Polisario (S/2007/619, párr. 25) y referentes a la presencia de personas y vehículos en la zona de separación.	1
Desde noviembre de 2004, el Gobierno de Côte d'Ivoire ha tratado de reparar, mantener y reconstituir la FACI, a modo de declaración política de que el poderío aéreo proporciona al Gobierno una ventaja militar de que no disfrutan las FN.	0
La comunidad internacional ha logrado un éxito considerable en sus iniciativas para combatir la piratería somalí gracias a la estrecha cooperación entre los Estados, las regiones, las organizaciones, el sector marítimo, el sector privado, los grupos de estudio y la sociedad civil.	0
Asimismo, reiteró la condena del Secretario General de todo uso de armas químicas por cualquiera de las partes en el conflicto sirio y su llamamiento a que los responsables de su utilización fueran llevados ante la justicia.	1
Los conflictos étnicos y relativos a las fronteras sin resolver han dado lugar a diferendos que socavan los esfuerzos para poner en práctica una respuesta cohesiva y de alcance regional contra el terrorismo.	1
Según las informaciones disponibles, el 4 de septiembre el Ejército de Resistencia del Señor atacó las aldeas de Bodo y Nahu en Equatoria Occidental, asesinó a ocho personas y raptó a dos niños, uno de los cuales escapó más tarde.	0
- Asesorar al Gobierno ..., según proceda, sobre la reforma del sector de la seguridad y la organización del futuro ejército nacional, incluido el establecimiento de un mecanismo efectivo de investigación de antecedentes, de conformidad con las normas internacionales;	0
La Comisión servirá de foro para que los jóvenes se expresen y garantizará la coherencia política promoviendo los intereses de la juventud en las políticas del Gobierno.	0
Asociación ilícita para la comisión de crímenes internacionales	0
Muchos expertos en la lucha contra el terrorismo y organizaciones y organismos internacionales también creen que es importante controlar los sistemas y componentes de doble uso comercialmente disponibles que podrían utilizarse en atentados terroristas.	0
Es inaceptable y, además, contraviene la prohibición de las minas terrestres que las fuerzas antigubernamentales declararon públicamente.	1
El Consejo reitera su más enérgica condena de dichas prácticas, insta a todas las partes en los conflictos armados a que velen por la protección plena y efectiva de la mujer, e insiste en la necesidad de poner fin a la impunidad de los responsables de la violencia por razones de género.	1
En el párrafo 4 de la resolución 1624 (2005) se subraya que los Estados deben asegurarse de que cualesquiera medidas que adopten para aplicar los párrafos 1, 2 y 3 de la resolución se ajusten a las obligaciones que les incumben en virtud del derecho internacional, en particular las normas de derechos humanos, el derecho de los refugiados y el derecho humanitario.	0
El tratado por el que se creó la Corte, el Estatuto de Roma, entró en vigor el 1° de julio de 2002.	0
El Equipo encargado de prestar apoyo analítico y de vigilar la aplicación de las sanciones establecido en virtud de la resolución 1526 (2004) del Consejo de Seguridad, cuyo mandato fue prorrogado en las resoluciones 1617 (2005) y 1735 (2006) relativas a Al-Qaida y los talibanes y personas y entidades asociadas, tiene el honor de transmitir su séptimo informe, de conformidad con la resolución 1735 (2006).	0
A primeras horas de la mañana del 11 de julio, unos pistoleros no identificados irrumpieron en el domicilio de Abdul Qadir Yahya, un veterano activista en pro de la paz y miembro de alto rango del Centro para la Investigación y el Diálogo, y lo asesinaron.	0
Nos preocupa profundamente el hecho de que la violencia en el Oriente Medio siga perpetrándose por una parte contra la otra, a pesar de que la comunidad internacional y el Consejo de Seguridad han expresado claramente que aborrecen esa situación.	1
Las amenazas terroristas a esta región son algo diferentes en cuanto su origen y naturaleza, pero sus efectos son similares.	1
5. Destaca la importancia de la buena gobernanza y la necesidad de luchar contra la corrupción, el blanqueo de dinero y las corrientes financieras ilícitas, en particular aplicando la Convención de las Naciones Unidas contra la Corrupción y las amplias normas internacionales enunciadas en las cuarenta recomendaciones revisadas del Grupo de Acción Financiera (GAFI) sobre la lucha contra el blanqueo de dinero y la financiación del terrorismo y de la proliferación de armas, incluso adoptando y aplicando eficazmente medidas legislativas y regulatorias, para que las autoridades nacionales competentes puedan congelar, incautar, decomisar y gestionar los activos de origen delictivo, a fin de combatir las actividades financieras ilícitas, incluida la financiación del terrorismo y el blanqueo de dinero, y alienta a los Estados de la región de África a que prosigan su colaboración con los organismos regionales análogos al GAFI, como el Grupo Intergubernamental de Acción contra el Blanqueo de Dinero en África Occidental (GIABA), el Grupo de África Oriental y Meridional contra el Blanqueo de Dinero (GBDAOM) y el Grupo de Acción Financiera de Oriente Medio y África del Norte (GAFIOMAN);	0
Se hizo lo posible por incluir en el sistema a los miembros de minorías que reunieran las condiciones exigidas.	0
Desde mi informe al Consejo de Seguridad de 2 de enero de 2008 (S/2008/1), la ONUCI ha eliminado 15 de los 17 puestos de observación que había establecido a lo largo de la línea verde, de conformidad con lo estipulado por el Acuerdo de Uagadugú.	0
28. Declara su determinación de vigilar atentamente toda situación relativa a la proliferación de armas nucleares, sus sistemas vectores o material conexo, tanto hacia como desde agentes no estatales, tal como se los define en la resolución 1540 (2004), y, según proceda, de adoptar las medidas necesarias para asegurar el mantenimiento de la paz y la seguridad internacionales;	0
Los dirigentes del Gobierno y sus partidarios, por su parte, acusaron al MPCI y otros "movimientos rebeldes" de emplear fuerzas extranjeras y cometer atrocidades, en particular, el asesinato de decenas de agentes de la Gendarmería en Bouaké.	1
Se observó un aumento de la tensión entre la población local como resultado de la extorsión y el cobro ilegal de impuestos practicados por las autoridades abjasias de facto.	0
Además, la revisión proporcionó valiosos datos sobre el efecto del régimen de sanciones, que demostraron cuáles personas y entidades son las más afectadas y las menos afectadas por éste, ya bien porque desde el punto de vista geográfico escapan al control del Estado o por otros factores que socavan la aplicación.	0
El domingo pasado, con motivo del vigésimo primer aniversario de la creación de Hamas, el líder de esa organización Haniyeh condicionó la permanencia en el cargo del Presidente Abbas a la solución de la división interna.	1
A fin de neutralizar a los grupos armados es esencial ofrecer alternativas sostenibles a los excombatientes.	0
Según ya se ha indicado, en el presente período de sesiones se adoptó una decisión respecto del pago de indemnizaciones.	0
Por ejemplo, se comprobó que varias mujeres que habían ido al mercado o a buscar agua en Tarne, en Darfur septentrional, fueron secuestradas, detenidas durante dos o tres días y violadas por los militares aproximadamente en marzo de 2003.	0
d) El enfrentamiento armado entre soldados de las F-FDTL y agentes de la PNTL en el cuartel general de esta última el 25 de mayo, que provocó numerosos heridos y la muerte de un soldado de las F-FDTL, Bure.	1
Asimismo, el Consejo invita al Grupo de Trabajo a que aplique plenamente sus modalidades de trabajo (S/2006/724), entre otras cosas realizando una visita a un país concreto en el plazo de un año para examinar una de las situaciones mencionadas en los anexos del informe del Secretario General a fin de cumplir mejor su mandato y reforzar su capacidad de proteger a los niños afectados por los conflictos armados.	0
No obstante, estimamos que una retirada abrupta sería contraproducente y crearía un vacío sin precedente, especialmente teniendo en cuenta el hecho de que no existen las condiciones propicias para la tan esperada inversión en gran escala y para un desarrollo sostenible.	1
La reserva también apoyaría a las unidades de policía formadas desplegadas en la zona.	0
La Comisión ha decidido no hacer públicos los nombres de esas personas y esa decisión tiene tres razones básicas: a) la importancia de los principios de las garantías procesales debidas y el respeto de los derechos de los sospechosos; b) el hecho de que la Comisión no tiene atribuciones de investigación ni judiciales; y c) la necesidad esencial de proteger a los testigos de la posibilidad de acoso o intimidación.	0
Las principales facciones palestinas en el Líbano han manifestado su preocupación por los incidentes y se han desvinculado de Fatah al-Islam.	1
El Consejo de Seguridad exhorta a las partes en conflictos armados a cumplir las obligaciones que les incumben en virtud del derecho internacional humanitario de respetar y proteger al personal humanitario y los envíos de socorro, y tomar todas las medidas necesarias para facilitar el tránsito seguro, rápido y sin trabas de los envíos, el equipo y el personal de socorro.	0
En su informe preliminar, la Comisión estableció las similitudes y las diferencias en los mandatos, señalando en particular que, si bien había determinado la existencia de algunas violaciones que la llevaban a concluir que en Libia se habían cometido crímenes internacionales, correspondía a la Corte Penal Internacional evaluar la responsabilidad penal individual.	1
Es fundamental que después de un conflicto la rendición de cuentas ayude al país y a la sociedad a hacer frente a lo que ha ocurrido y a las comunidades a que avancen.	0
Debemos rechazar cualquier intento de socavar la soberanía y la integridad territorial de Somalia.	1
Sólo uno de los ocho Estados de esta subregión ha promulgado legislación adecuada que abarque todos los delitos de terrorismo; cuatro Estados han aprobado leyes que comprenden sólo algunos de esos delitos.	0
Varía considerablemente el grado en que las instituciones del Estado, la policía y el ejército nacional están presentes y funcionan en esas zonas.	0
La negativa de Azerbaiyán a emprender negociaciones directas con los representantes electos de Nagorno-Karabaj es uno de los principales impedimentos para la solución del conflicto al que hizo referencia el representante de Azerbaiyán.	1
Exige a todas las partes que pongan fin a la violencia, a los ataques a los civiles, el personal de mantenimiento de la paz y el personal humanitario y otras violaciones de los derechos humanos y el derecho internacional humanitario ...	1
Condeno enérgicamente el empleo de productos químicos tóxicos de todo tipo por cualquiera de las partes en el conflicto sirio.	1
El incidente en Mitrovica Norte demostró claramente que, a pesar del mandato del Consejo de Seguridad sobre la reconfiguración de la UNMIK, la EULEX se está apartando cada vez más del principio de neutralidad con respecto al estatuto, lo que va en detrimento de la posición de la presencia internacional.	1
Al debatir sobre los desafíos de desarrollo que encara el Afganistán, los acontecimientos recientes ponen de relieve un panorama sombrío en lo que respecta a la situación de seguridad.	1
Después de la llegada de las tropas francesas no se habían ordenado ejecuciones sumarias de gendarmes en Bouaké.	0
A este respecto, el Consejo encomia los esfuerzos desplegados hasta la fecha por la República Centroafricana, la República Democrática del Congo, la República de Sudán del Sur y Uganda para poner fin a la amenaza que representa el LRA, e insta a esos países, así como a otros países de la región, a que no cejen en ese empeño.	0
Por lo tanto, el Consejo puede desempeñar un papel viable y eficaz en lo referente a la indemnización de las víctimas de las violaciones del derecho internacional.	0
El Consejo de Seguridad reitera su condena, igualmente enérgica, de todas las violaciones del derecho internacional aplicable relacionadas con el reclutamiento y la utilización de niños por las partes en un conflicto armado, así como los casos de reclutamiento repetido, muerte y mutilación, actos de violación y otros actos de violencia sexual, secuestros, ataques contra escuelas u hospitales y denegación del acceso humanitario por las partes en un conflicto armado.	1
Se recomienda que las contribuciones de las Naciones Unidas al programa de estabilización se ajusten y armonicen como parte del próximo examen del Marco de Asistencia de las Naciones Unidas para el Desarrollo (MANUD).	0
La Comisión reconoce también la necesidad de ofrecer resarcimiento a las personas que han sufrido de resultas de los acontecimientos de abril y mayo.	0
Para comenzar, quisiera reiterar que a la Unión Europea le preocupan profundamente la situación en Somalia y las repercusiones regionales de su conflicto.	1
El intercambio de información operacional se ve entorpecido por la falta de capacidad operacional e institucional, así como por problemas lingüísticos.	0
:: Poner de relieve la importancia del programa sobre las mujeres, la paz y la seguridad para abordar la discriminación, las violaciones de los derechos humanos y los obstáculos a la protección y a la justicia que enfrentan las mujeres y las niñas refugiadas, desplazadas y apátridas en todas las etapas del ciclo de desplazamiento	0
El segundo aspecto al que me quiero referir hoy es a nuestra constante preocupación por el bienestar de los personas inocentes en Gaza y en los pueblos y ciudades del sur de Israel.	1
Este Consejo no debe permitir que, al considerar la respuesta al terrorismo en vez del propio terrorismo, esa estrategia se vea premiada. El terrorismo debe ser rechazado, no apaciguado.	1
Aprovechamos esta oportunidad para examinar la situación política y de seguridad de la región sahelosahariana, así como las iniciativas encaminadas a superar las dificultades existentes y promover launa paz, la seguridad y la estabilidad duraderas.	0
La Comisión solicitó reiteradamente del Gobierno información sobre las medidas judiciales adoptadas para enjuiciar a los autores de los supuestos crímenes cometidos en Darfur.	1
Ningún Estado ha examinado su sector de organizaciones sin fines de lucro ni ha llevado a cabo una evaluación del riesgo de que se utilice para financiar actividades terroristas.	1
En este contexto, reafirma que la causa primordial de la crisis en Angola es la negativa de la UNITA a cumplir las disposiciones básicas del Protocolo de Lusaka y reitera su exigencia de que la UNITA acate sus obligaciones de desmilitarizarse y permita la extensión de la administración del Estado a los territorios que controla.	1
Para mejorar la situación es necesario que se aplique la ley -- en especial la ley sobre la eliminación de la violencia contra la mujer -- que tipifica como delito y penaliza las prácticas violentas y que comportan daños a las mujeres y las niñas.	1
En el apartado d) del párrafo 3 de la resolución 1587 (2005), el Consejo de Seguridad pidió al Grupo de supervisión que siguiera afinando y actualizando la información sobre la lista preliminar de los individuos y entidades que infrinjan las medidas que han de tomar los Estados Miembros de conformidad con la resolución 733 (1992), dentro y fuera de Somalia, y quienes los apoyen activamente, con vistas a la posibilidad de que el Consejo adopte medidas en el futuro, y que presentara esa información al Comité establecido de conformidad con la resolución 751 (1992) cuando éste lo considerara apropiado.	0
Además, los programas de sanciones de las Naciones Unidas no exigen que las personas o entidades contra las que van dirigidos hayan sido condenadas por un tribunal de justicia.	0
Se realizaron declaraciones introductorias en nombre del Ministerio de Relaciones Exteriores de Alemania, la Presidencia del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), la Oficina de Asuntos de Desarme de la Secretaría de las Naciones Unidas, la Comisión Europea, el Departamento de Estado de los Estados Unidos y la Oficina Federal de Asuntos Económicos y Control de las Exportaciones de Alemania.	0
El criterio para medir el éxito de un tribunal híbrido debe ser su acervo con respecto a las personas más afectadas por los crímenes, en este caso en Sierra Leona.	0
A este respecto, consideraba importante que se completara el despliegue de la fuerza adicional de la UNMISS.	0
Condenando todos los ataques contra el personal de mantenimiento de la paz de las Naciones Unidas y el personal humanitario, sean quienes sean sus autores, y poniendo de relieve que los responsables de esos ataques deben comparecer ante la justicia.	1
Por consiguiente, es importante que los Estados no pierdan de vista este aspecto del embargo, y quizás el Comité quiera recordarles de ello oportunamente, alentándolos a que presenten los nombres de quienes proporcionan "asesoramiento técnico, asistencia o adiestramiento relacionados con actividades militares" (resolución 1617 (2005), apartado c) del párrafo 1) en contravención de las medidas, para que se los incluya en la lista.	1
El Consejo de Seguridad pide a Burundi que impida que se proporcione cualquier tipo de apoyo desde su territorio a grupos armados en la República Democrática del Congo.	1
Los miembros del Consejo reiteraron su apoyo al intento del Enviado Especial de conseguir que las dos partes cooperaran para poner fin al estancamiento en que se encontraba el proceso de paz y exhortaron a ambas partes a que estudiaran formas de hacer avanzar el proceso de demarcación.	0
Siguiendo instrucciones del Primer Juez de Investigación del Tribunal Militar, y con la aprobación del Director General de las Fuerzas de Seguridad Interna, los automóviles que conformaban la comitiva de Hariri fueron llevados al cuartel de Helou, después de haber sido fotografiados in situ y de que se grabó un vídeo en presencia del Comandante de la Segunda Secretaría Regional de Beirut, el Comandante del Segundo Escuadrón de Tránsito de Beirut, el Comandante del Destacamento de Al-Burj y un escuadrón de investigadores criminales, y utilizando las luces suministradas por la defensa civil, de conformidad con el informe No. 144/302, de 14 de febrero de 2005.	0
Un importante líder de Al-Itihaad encargado de campamentos de entrenamiento compró fusiles de asalto AK-47, ametralladoras PKM, lanzacohetes RPG-7, granadas de mano F1, fusiles lanzagranadas, munición de mortero de 60 y 82 milímetros en el mercado de armas de Irtogte entre el 7 y el 21 de noviembre de 2004. El mismo individuo compró 2 ametralladoras PKM, 10 ametralladoras medianas SG-43, 120 pistolas Tokarev TT-33 y 60 cargadores para rifles de asalto AK-47 el 27 de noviembre de 2004, así como 16 ametralladoras PKM y munición para lanzacohetes RPG-7 el 15 de enero de 2005 (S/2005/153, anexo II).	0
Aliento al Gobierno del Iraq a que adopte rápidamente más medidas prácticas a fin de cumplir las obligaciones que le incumben con arreglo al párrafo 14 de la resolución 1284 (1999) del Consejo de Seguridad.	0
Los Estados de la subregión vigilan sus puntos débiles en lo que a tráfico de armas se refiere y han establecido marcos normativos a fin de tipificar como delito el tráfico ilícito y controlar la producción, venta y transferencia de armas y explosivos.	0
Entre las diferentes posibilidades está la realización de un atentado suicida con explosivos; una explosión realizada por control remoto utilizando frecuencias diferentes de las interferidas por los dispositivos o las frecuencias utilizadas por esos mismos dispositivos; una explosión realizada por control remoto utilizando los dispositivos de interferencia mismos; una explosión realizada por control remoto desde un teléfono por satélite de Thuraya, la única empresa telefónica que posee una red telefónica por satélite en territorio libanés; una explosión realizada mediante circuito con cable TNT; o una explosión realizada mediante circuito con otro tipo de cable, como una línea telefónica.	0
Al parecer, muchas aldeas fueron atacadas más de una vez, hasta quedar totalmente destruidas.	0
d) El establecimiento de una Comisión de la Verdad y la Reconciliación en Côte d'Ivoire, con el apoyo de las Naciones Unidas y teniendo presentes la experiencia adquirida y las prácticas óptimas que han surgido en ese ámbito en los últimos años;	0
Todos los Estados han adoptado algunas medidas para reglamentar la producción, la venta y la transferencia de armas y explosivos.	0
En todas esas conversaciones, me alentó encontrar una convergencia de opiniones: todos quedamos maravillados ante los numerosos progresos que ha logrado Liberia desde que terminaron los combates en 2003, pero todos nos percatamos plenamente de cuán abrumadores son los retos que Liberia aún enfrenta y de que, en última instancia, no podemos dar nada por sentado.	1
Enver Hoxhaj, de Kosovo, dijo que la independencia de Kosovo era un hecho no negociable y que las instituciones de Kosovo estaban abiertas a todo aquel que buscase cambios políticos a través de medios institucionales, incluidos los políticos serbios de Kosovo en la parte septentrional de Kosovo.	0
En primer lugar, la aplicación efectiva del régimen de sanciones está relacionada directamente con la calidad de la información disponible sobre aquellos a quienes se aplica.	0
Es probable que el debate político se intensifique, dado que ya se han presentado a los tribunales varias apelaciones relacionadas con las elecciones.	1
No obstante, de no ser sumamente transparente -- lo que menoscabaría una de sus ventajas principales -- es improbable que ese mecanismo satisfaga las exigencias de un examen judicial eficaz e independiente.	1
Por último, debemos advertir de que no redunda en interés de la paz y la seguridad internacionales que la comunidad internacional, incluido el Consejo de Seguridad, utilice la difícil situación que padecen los pueblos árabes en aras de su propio interés y para efectuar un cambio de régimen.	1
A pesar de todo, la situación dentro de Kosovo todavía es preocupante.	1
