es	MatCoop
La segunda es pedir una vez más con carácter urgente, que el Consejo de Seguridad adopte medidas indispensables para detener el derramamiento de sangre en Siria.	0
Si bien las acciones de Hezbolá son deplorables y, como ya he dicho, Israel tiene el derecho de legítima defensa, se debe condenar el uso excesivo de la fuerza.	0
3. Encomienda al Comité que transmita al Comité establecido en virtud de la resolución 1988 todas las propuestas de inclusión de nombres en la Lista, las solicitudes de supresión de nombres la Lista y las propuestas de actualización de la información existente pertinentes para la sección A ("Personas asociadas con los talibanes") y la sección B ("Entidades y otros grupos y empresas asociados con los talibanes") de la Lista consolidada que tenga pendientes el Comité en la fecha de aprobación de la presente resolución, para que el Comité establecido en virtud de la resolución 1988 pueda examinar esos asuntos de conformidad con la resolución 1988;	1
5. Insta a todos los Estados a que, promulgando leyes o mediante disposiciones administrativas, según proceda, sigan adoptando medidas urgentes para hacer cumplir y hacer más estrictas las medidas dispuestas en sus leyes o reglamentos internos contra sus nacionales y otras personas o entidades que operen en su territorio, a fin de prevenir y sancionar el incumplimiento de las medidas citadas en el párrafo 1 de la presente resolución, y a que informen al Comité de la adopción de tales medidas, e invita a los Estados a que comuniquen al Comité los resultados de todas las investigaciones o medidas coercitivas conexas, a menos que ello redunde en perjuicio de las investigaciones o las medidas coercitivas;	0
- Permitir el regreso a Kosovo y Metohija de un número convenido de personal militar y policial serbio (párrafo 4, párrafos 6 y 10 del anexo II y párrafo 4 del acuerdo militar y técnico).	1
La comunidad internacional ha puesto todo su empeño en la solución del problema de la presencia de grupos armados en la República Democrática del Congo.	1
A fin de dotar de mayor coherencia y uniformidad de criterio a todos los documentos preparados por el Comité, se establecerán mecanismos válidos para varios grupos a fin de centrarse en los diferentes ámbitos técnicos que se abordan en las resoluciones 1373 (2001) y 1624 (2005), y se creará una dependencia de control de calidad para examinar todos los documentos antes de su publicación.	1
El Consejo de Seguridad considera que las sanciones son un instrumento importante en la lucha contra el terrorismo, y subraya la importancia de la aplicación rápida y efectiva de las resoluciones pertinentes, en particular las resoluciones del Consejo de Seguridad 1267 (1999) y 1989 (2011), como instrumento clave en la lucha contra el terrorismo.	0
La UNODC y la Organización para la Seguridad y la Cooperación en Europa (OSCE) organizaron conjuntamente un seminario regional de expertos sobre la aplicación de los instrumentos jurídicos universales contra el terrorismo como medio de mejorar la cooperación en la lucha contra el terrorismo en la cuenca del Mediterráneo, que se celebró en Málaga (España) en septiembre de 2013.	1
En la misma resolución el Consejo encargó a la comisión que investigara las violaciones sistemáticas, generalizadas y graves de los derechos humanos en el Estado con miras a garantizar la plena rendición de cuentas, en particular en los casos en que esas violaciones, puedan constituir crímenes de lesa humanidad.	0
A pesar de todo, la situación dentro de Kosovo todavía es preocupante.	0
Determinando que la situación en el Afganistán constituye una amenaza para la paz y la seguridad internacionales en la región,	0
También detuvieron a 15 pilotos y técnicos de las FACI, todos procedentes de la Federación de Rusia, Ucrania y Belarús.	0
El Coronel Reis y su adjunto protestaron ante el General de Brigada Ruak, quien se disculpó por el tiroteo.	0
Es razonable suponer que la presencia policial se debe a razones políticas más que a la prestación de cualquier tipo de protección.	0
Los Estados Miembros deben seguir considerando la posibilidad de incluir en la Lista a las personas clave que sean esenciales para impartir adiestramiento o facilitar el reclutamiento de personal para las entidades afiliadas a Al-Qaida.	0
En otros casos, las misiones políticas especiales del Consejo han desempeñado un importante papel ayudando a los Estados a reducir el espacio estratégico brindado a los grupos terroristas mediante su participación en la delincuencia transfronteriza.	1
Otros diarios como "Fraternité Matin" y "Notre Voie", que apoyan el partido político del Frente Popular de Côte d'Ivoire, publican artículos nacionalistas e incitan a una guerra sin tregua.	0
El Consejo de Seguridad invita a todos los Estados, la Organización Marítima Internacional, la Organización Internacional del Trabajo y otras organizaciones y organismos internacionales pertinentes a que adopten o recomienden, según proceda, medidas para evitar los secuestros, medidas para proteger el interés y el bienestar de los navegantes víctimas de los piratas, tanto durante su cautiverio mediante la prestación de asistencia médica y asistencia humanitaria de otra índole, como después de haber sido puestos en libertad, incluidos servicios de asistencia y reintegración en la sociedad después del incidente, y, a este respecto, toma nota de las propuestas para elaborar un programa de apoyo a los rehenes elaboradas por las Naciones Unidas, la Oficina Política de las Naciones Unidas para Somalia y la Oficina de las Naciones Unidas contra la Droga y el Delito.	1
Lucha contra el extremismo violento y la incitación a cometer actos terroristas	0
:: Un llamamiento al Consejo de Seguridad para que establezca, en coordinación con la Unión Africana, una fuerza internacional para neutralizar a los grupos armados, apoyar la reconciliación nacional y construir instituciones democráticas y estables en Libia	0
Las bombas de agua y los pozos han sido incendiados, los utensilios para elaborar alimentos destrozados y las cosechas y los árboles incendiados y talados, tanto en las aldeas como en los wadis, que son una importante fuente de agua para la población rural.	0
Teniendo en cuenta que los contrabandistas obtienen beneficios por encima del 100%, estas redes de contrabando tienen un gran interés en prolongar el conflicto.	0
Ese enfoque es consecuencia del compromiso asumido en noviembre de 2005 por los ministros del Foro de Cooperación Económica de Asia y el Pacífico de realizar, a más tardar para fines de 2006, una evaluación de la vulnerabilidad de los aeropuertos a un atentado realizado con sistemas portátiles de defensa antiaérea.	1
Aprovechamos esta oportunidad para examinar la situación política y de seguridad de la región sahelosahariana, así como las iniciativas encaminadas a superar las dificultades existentes y promover launa paz, la seguridad y la estabilidad duraderas.	1
- Instar a las partes en un conflicto armado a que respeten la independencia profesional de los periodistas, los profesionales de los medios de comunicación y el personal conexo.	0
El Consejo de Seguridad reconoce la intención expresada por los representantes de ambas organizaciones de cooperar en torno a una agenda amplia de intereses mutuos, formular las respuestas conjuntas que consideren apropiadas, cuando corresponda, ante situaciones de crisis humanitaria, promover los derechos humanos, la libertad de expresión, la seguridad alimentaria, la protección del medio ambiente y la lucha contra el terrorismo y el tráfico ilícito de drogas y armas, y reiterar al mismo tiempo la necesidad de velar por que todas las actividades de las Naciones Unidas orientadas a restablecer la paz y la seguridad respeten y promuevan también el estado de derecho.	0
Estos tres Estados han aplicado el Programa de Acción de las Naciones Unidas para prevenir, combatir y eliminar el tráfico ilícito de armas pequeñas y ligeras en todos sus aspectos, pero otros dos Estados no han informado de la aplicación del Programa y no parecen haber establecido un programa de aplicación de la ley de carácter nacional para combatir el contrabando de armas.	1
El Consejo de Seguridad reitera su preocupación ante la creciente conexión existente, en muchos casos, entre el terrorismo y la delincuencia organizada transnacional, las drogas ilícitas, el blanqueo de dinero y el tráfico ilícito de armas, y pone de relieve la necesidad de promover la coordinación de las iniciativas en los planos nacional, subregional, regional e internacional para reforzar la respuesta internacional a este grave problema y esta gran amenaza para la paz y la seguridad internacionales, y alienta a la Oficina de las Naciones Unidas contra la Droga y el Delito a que prosiga su labor en este sentido, en colaboración con otras entidades competentes de las Naciones Unidas.	0
Recaudación de recursos extrapresupuestarios para la creación de un puesto de asesor en cuestiones de género en la Sede.	1
:: Oficina de Coordinación de Asuntos Humanitarios, "To stay and deliver: good practice for humanitarians in complex security environments" (2011). En este informe se describe el entorno operacional cada vez más difícil para los trabajadores humanitarios, se formulan recomendaciones sobre respuestas de política y se hace referencia a los documentos jurídicos pertinentes.	1
La cooperación y la coordinación en el control de las fronteras entre los Estados limítrofes revisten especial importancia para vigilar y abarcar, de manera eficaz, las fronteras que se caracterizan por su extensión, apertura y permeabilidad.	1
"El Consejo de Seguridad reafirma su compromiso respecto de la protección de los civiles en los conflictos armados y de la aplicación continuada y plena de todas sus anteriores resoluciones pertinentes, incluidas las resoluciones 1265 (1999), 1296 (2000), 1674 (2006), 1738 (2006) y 1894 (2009), así como de todas sus resoluciones relativas a las mujeres, la paz y la seguridad, los niños y los conflictos armados, y el mantenimiento de la paz, y de todas las declaraciones pertinentes de su Presidencia.	0
Muy pocos Estados han actualizado cabalmente sus marcos jurídicos para incluir leyes concretas contra el terrorismo.	1
La Representante Especial del Secretario General y Jefa de la UNMISS afirmó que antes de que estallara el conflicto en diciembre de 2013 se habían hecho progresos significativos en la protección de la infancia, y se había logrado un éxito significativo con el plan de acción de Sudán del Sur.	1
1. Expresa su determinación de tomar medidas apropiadas para que siga desarrollándose la cooperación entre las Naciones Unidas y las organizaciones regionales y subregionales en el mantenimiento de la paz y la seguridad internacionales, de conformidad con el Capítulo VIII de la Carta de las Naciones Unidas, e invita a las organizaciones regionales y subregionales que tengan capacidad en materia de prevención de conflictos o mantenimiento de la paz a que incorporen esas capacidades en el marco del sistema de fuerzas, servicios y equipo de reserva de las Naciones Unidas;	1
h) Participar activamente en todas las actividades que se emprendan en el marco de la Estrategia global de las Naciones Unidas contra el terrorismo y prestarles apoyo, incluso a las del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, establecido para asegurar la coordinación y coherencia generales de las actividades de lucha contra el terrorismo en el sistema de las Naciones Unidas, en particular a través de los grupos de trabajo pertinentes;	1
D. Control fronterizo Un control fronterizo eficaz es primordial para la aplicación efectiva de las medidas de lucha contra el terrorismo conforme a la resolución 1373 (2001), por ser la primera línea defensiva frente a la circulación de terroristas por las fronteras, así como a la circulación ilegal de bienes y mercancías.	1
a) Fomentar la capacidad de sus regímenes de leyes relativas al blanqueo de dinero y a la lucha contra la financiación del terrorismo, centrándose especialmente en las unidades de inteligencia financiera, la congelación de los fondos y activos de terroristas y la regulación de las organizaciones de beneficencia;	1
Tomando nota de que el Frente POLISARIO puso en libertad el 18 de agosto de 2005, de conformidad con el derecho internacional humanitario, a los 404 prisioneros de guerra marroquíes que quedaban y haciendo un llamamiento a las partes para que sigan cooperando con el Comité Internacional de la Cruz Roja a fin de determinar la suerte de las personas cuyo paradero se desconoce desde el comienzo del conflicto,	1
Decidió regresar inmediatamente a Timor-Leste. Asistió a una reunión celebrada en la residencia del Primer Ministro hacia las 16.00 horas del 29 de abril de 2006 con todos los que habían estado presentes en la reunión del día anterior. Se tomó la decisión de retirar los contingentes de las F-FDTL de la ciudad a las afueras de Dili, pero continuar con las patrullas conjuntas de la Policía Militar y la PNTL dentro de la ciudad.	1
Si los bancos adoptan una actitud muy restrictiva para decidir qué es lo que se debe examinar como posibles casos de financiación del terrorismo, tienen tantas probabilidades de pasar por alto el uso de métodos nuevos como de descubrir el uso de métodos viejos.	1
Como señalé anteriormente (véase S/2010/85, párr. 176), la reconfiguración de la policía de la UNMIT debería abordarse con cautela, teniendo en cuenta, entre otros factores, la necesidad de mantener una presencia suficiente en todos los distritos y unidades para poder llevar a cabo actividades de control, asesoramiento, capacitación y orientación, así como para prestar el apoyo que sea necesario para seguir fomentando la capacidad y el desarrollo institucional de la policía nacional.	1
La Comisión averiguó que un comité establecido por el Wali de Darfur meridional estaba realizando una investigación administrativa, en vista de la gravedad de la acusación y de sus consecuencias, lo que hacía imprescindible que se acelerara la adopción de las medidas pertinentes;	1
Se ha creado un sistema en virtud del cual las víctimas de explotación y abuso sexuales se remitirían, caso por caso, a una organización no gubernamental que le preste el apoyo necesario.	1
Las FN proporcionan combatientes diariamente para vigilar la zona adyacente a las minas de diamantes.	1
Con respecto a la reunificación de las dos fuerzas, los Jefes de Estado Mayor de las fuerzas de defensa y de seguridad y de las Forces Nouvelles informaron a la misión de evaluación de que habían elaborado una propuesta para la creación de un ejército unificado de transición, que estaría integrado por unidades encargadas de brindar seguridad al proceso electoral.	1
En consecuencia, el detenido pasar a ser un detenido en régimen de incomunicación y su detención se prolonga a veces por más de 12 meses, sin que se le imputen cargos, sin que se le permita comunicarse con un abogado, sin que pueda comparecer a juicio y sin que pueda recibir visitas.	0
El pillaje de aldeas y la apropiación de ganado, cultivos, enseres domésticos y otros efectos personales de la población por las fuerzas del Gobierno y las milicias bajo su control sin duda constituye un crimen de guerra.	0
El control fronterizo exige el establecimiento de medidas y prácticas para la inspección adecuada de viajeros, refugiados y solicitantes de asilo, el control y la inspección eficaces de carga y equipaje de los pasajeros, y la detección y prevención del contrabando de armas pequeñas y armas ligeras, así como de efectivo e instrumentos negociables al portador.	1
El Equipo cree que, dependiendo de las circunstancias, hay diferentes medidas que pueden ser eficaces para impedir el abuso de los activos de una entidad sospechosa (pero no incluida en la lista), entre ellas: apartar a los presuntos malhechores o a quienes figuran en la lista consolidada de los puestos de control o influencia; prohibir la transferencia, venta o enajenación de sus derechos y prohibir a las entidades que efectúen cualquier transferencia de activos a esas personas, ya sea en su condición de propietarios o directores.	1
Insta además a todos los Estados Miembros a que, en coordinación con las instituciones financieras internacionales y los organismos de las Naciones Unidas, aumenten su apoyo con el fin de paliar las crecientes repercusiones políticas, socioeconómicas y financieras de la crisis de refugiados para los países de acogida.	1
c) Sean responsables de obstaculizar la libertad de circulación de la ONUCI y de las fuerzas francesas que la respaldan;	0
El 9 de abril de 2013, el Comité se reunió con representantes del Departamento de Asuntos Políticos, el Departamento de Operaciones de Mantenimiento de la Paz, el Equipo de Vigilancia, la Dirección Ejecutiva del Comité establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo y el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo.	0
La intensidad de los daños que se observaban en los fragmentos de metal que nos enseñó la policía (que según se nos dijo proceden de un Mitsubishi modelo "Canter") es compatible con los fragmentos que esperaríamos encontrar si un vehículo de esas características hubiera estado situado en el centro de la explosión.	0
La reunión técnica convocada para debatir sobre la Internet en la Cumbre Internacional sobre Democracia, Terrorismo y Seguridad concluyó que la Internet debería seguir libre de cualquier nueva regulación o interferencia, permitiendo el debate abierto para derrotar a las ideas del extremismo.	0
Todos los Estados que han presentado informes creen que cuentan con una protección efectiva contra la adquisición de armas por parte de las personas o entidades incluidas en la lista, pero sólo 38 Estados Miembros han indicado haber modificado leyes y reglamentos en vigor para introducir medidas relativas al embargo de armas; 106 Estados no se refirieron a la lista consolidada al describir sus procesos normativos.	1
Varios Estados Miembros han adoptado medidas provisionales para que sus funcionarios puedan aplicar las sanciones previstas cuando un nombre haya sido incluido en la Lista del Consejo de Seguridad, incluso antes de que haya concluido el proceso de validación nacional.	1
El Consejo de Seguridad concede gran importancia al papel de la Organización de la Unidad Africana y acoge favorablemente su decisión de establecer un equipo internacional de personalidades destacadas encargado de investigar el genocidio en Rwanda y los acontecimientos conexos (S/1998/461).	1
Siguen siendo un arma versátil y peligrosa, y la principal causa de bajas civiles en muchos ataques terroristas perpetrados por las entidades afiliadas a Al-Qaida.	0
Esa cooperación se tradujo en la elaboración y aplicación de soluciones prácticas en materia de coordinación operacional y naval y en cuestiones jurídicas y judiciales, medidas de autoprotección en el sector del transporte marítimo, la diplomacia pública y las intervenciones para desbaratar las actividades de los piratas en tierra firme.	1
23. Solicita al Equipo de Apoyo Analítico y Vigilancia de las Sanciones, a que, en estrecha cooperación con otros órganos de las Naciones Unidas de lucha contra el terrorismo, presente un informe al Comité establecido en virtud de las resoluciones 1267 (1999) y 1989 (2011) en un plazo de 180 días, y a que proporcione oralmente información preliminar actualizada al Comité en un plazo de 60 días sobre la amenaza que plantean los combatientes terroristas extranjeros que se unan al EIIL, el Frente Al-Nusra y todos los grupos, empresas y entidades asociados con Al-Qaida, o que sean reclutados por ellos, y en particular:	1
a) Un Grupo de Vigilancia en Nueva York de hasta cinco expertos, incluido un presidente, para vigilar la aplicación de todas las medidas impuestas por las resoluciones 1267 (1999) y 1333 (2000), incluso en materia de embargo de armas, medidas contra el terrorismo y legislación conexa y, en vista de su vinculación con la compra de armas y la financiación del terrorismo, el blanqueo de dinero, las transacciones financieras y el tráfico de drogas; y	1
No obstante, también incumbe a los Estados Miembros la responsabilidad de seguir actuando, proponiendo nombres, señalando problemas o examinando nuevas mejoras de los procedimientos.	0
Pese a estos retos, no podemos dejar de reconocer que aproximadamente el 50% de la población afgana vive en zonas donde la responsabilidad por la seguridad se ha transferido a las fuerzas de seguridad afganas.	0
Para decidir si una entrada de la Lista carecía de identificadores, el Comité aplicaría las normas utilizadas por la INTERPOL, que expide a los organismos nacionales encargados del cumplimiento de la ley, notificaciones especiales de la INTERPOL y el Consejo de Seguridad de las Naciones Unidas sobre todas las personas y entidades incluidas en la Lista que tienen un mínimo de dos identificadores.	1
Los Estados deben establecer más bien un marco jurídico claro, completo y coherente que tipifique expresamente los actos de terrorismo como delitos graves, castigue esos actos según su gravedad, determine la jurisdicción aplicable y facilite a los tribunales el enjuiciamiento de los terroristas.	1
El uso de la fuerza letal en esas situaciones debe respetar los principios de distinción y proporcionalidad, y los responsables de su violación deben rendir cuentas.	0
Mediante la iniciativa de Vigilancia de la Comunidad, la UNMIK ha fortalecido sus vínculos con las comunidades locales.	1
6. Recuerda su decisión contenida en la resolución 1373 (2001) de que todos los Estados Miembros velen por el enjuiciamiento de toda persona que participe en la financiación, planificación, preparación o comisión de actos de terrorismo o preste apoyo a esos actos, y decide que todos los Estados se cercioren de que sus leyes y otros instrumentos legislativos internos tipifiquen delitos graves que sean suficientes para que se pueda enjuiciar y sancionar de modo que quede debidamente reflejada la gravedad del delito:	0
Sin embargo, los flujos de inmigrantes y refugiados en la región, procedentes de zonas en conflicto de Oriente Medio y África, siguen representando un problema para las autoridades de inmigración.	0
En nombre del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), y de conformidad con el párrafo 8 de la resolución 1810 (2008) del Consejo de Seguridad, adjunto a la presente un informe sobre la consideración por el Comité de un examen amplio del estado de la aplicación de la resolución 1540 (2004) (véase el anexo).	0
Como parte de la estrategia de transición destinada a establecer una institución policial independiente, se han puesto en marcha los preparativos para la transferencia de las responsabilidades de la Escuela del Servicio de Policía de Kosovo y la Policía de la UNMIK a dicho servicio.	1
Por su esencia, el terrorismo se opone a los valores fundamentales de la humanidad consagrados en la Carta de las Naciones Unidas y los documentos fundamentales sobre derechos humanos.	0
Los Emiratos Árabes Unidos y Jordania han introducido varias mejoras importantes en las políticas de seguridad aérea, los programas y la aplicación de controles de seguridad a nivel de los aeropuertos.	1
Según el Servicio de Actividades relativas a las Minas, los dispositivos explosivos improvisados constituyen un sistema de armas especialmente peligroso debido a su versatilidad, adaptabilidad y método de utilización.	1
Tras haber obtenido la aprobación del Comité, la Dirección Ejecutiva dirigió en septiembre de 2008 una misión conjunta a Madagascar, en la que participaron el Comité y el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo.	1
El consorcio creará y mantendrá un archivo en línea para recopilar y poner a disposición de investigadores, analistas y encargados de la formulación de políticas las versiones no editadas de las exposiciones de los participantes del Grupo de Contacto que reflejen sus opiniones acerca de las iniciativas internacionales emprendidas desde 2008 para combatir la piratería frente a las costas de Somalia.	1
Condené esas restricciones a la libertad de circulación del personal de mantenimiento de la paz de las Naciones Unidas.	0
La amenaza de Al-Qaida y los talibanes	0
El concepto de crear inventarios de referencia organizando un estudio de las armas pequeñas como etapa inicial de la elaboración de proyectos está empezando a establecerse y ha resultado útil en la elaboración y evaluación de proyectos.	1
El fenómeno de los combatientes terroristas extranjeros no puede abordarse exclusivamente desde el ámbito de la seguridad.	1
El 13 de marzo de 2014, luego de que el Consejo de Seguridad aprobara la resolución 2136 (2014) el 30 de enero, el Secretario General nombró a seis personas para integrar el Grupo de Expertos hasta el 1 de febrero de 2015, especializadas en armas, grupos armados, aduanas/aviación, financiación, recursos naturales y cuestiones regionales (véase S/2014/183).	1
El pago de varios jugosos rescates a Al-Qaida y sus entidades afiliadas en los últimos años han hecho que el secuestro se convierta en una de las tácticas básicas de Al-Qaida.	0
En la región de Hiraan, en el centro de Somalia, los duros combates que tuvieron lugar los días 7 y 8 de julio entre los subclanes galje'el y jajele del clan hawiye por el control de la tierra y el agua en la parte occidental de Beletweyne provocaron 36 muertos y 70 heridos.	0
Resulta significativo que algunos Estados hayan comenzado hace poco a examinar sus estados de emergencia o les hayan puesto fin.	1
La comisión ha formulado una serie de recomendaciones para que se adopten medidas inmediatas al objeto de poner fin a las violaciones de los derechos humanos y atender las preocupaciones planteadas por la comisión en lo que respecta a los derechos humanos, incluidas recomendaciones específicamente dirigidas al Consejo de Seguridad, que merecen la atención y consideración del Consejo.	1
6. Insta a los Estados y a todas las demás partes en los conflictos armados a que hagan todo lo posible por impedir que se cometan violaciones del derecho internacional humanitario contra civiles, incluidos los periodistas, los profesionales de los medios de comunicación y su personal asociado;	0
Se informó de conversaciones entre las personas que se proponían acudir a la manifestación y las fuerzas de seguridad, en algunos casos cara a cara.	1
Aumento de la representación de la mujer en los órganos relacionados con los programas. D.3 Capacitación sistemática sobre cuestiones de género para el personal humanitario de todas las categorías. Aumento de la conciencia y fomento de la capacidad del personal humanitario y los asociados que ejecutan programas y proyectos de emergencia y rehabilitación en relación con el análisis de género y los instrumentos participativos.	1
La situación de las minorías sigue siendo motivo de preocupación, especialmente en cuanto a la libertad de circulación y el acceso a la justicia.	0
Aunque se sabe que hay células locales que intervienen en operaciones delictivas de poca monta, por ejemplo fraudes con tarjetas de crédito o tráfico de drogas, y la Oficina de las Naciones Unidas contra la Droga y el Delito ha informado de que grupos que operan a ambos lados de la frontera entre el Afganistán y el Pakistán, la República Islámica del Irán y Uzbekistán cobran tributos de tránsito a quienes transportan drogas, en beneficio de los talibanes, son pocas todavía las pruebas convincentes de que haya una participación en gran escala de grupos terroristas en el tráfico de drogas u otros delitos organizados.	0
En Libia, Ansar al-Sharia ha reforzado su presencia en el este del país, en particular en Derna y Benghazi, y ha perpetrado numerosos asesinatos de miembros de las fuerzas de seguridad nacionales y otras instituciones del Estado.	0
Cuanto más numerosas sean las bajas o más espectaculares sean sus atentados, mayor será la difusión que les den los medios de información.	0
b) Facilitar el establecimiento de los mecanismos regionales necesarios para la cooperación internacional en los procesos penales;	1
Observa que los civiles constituyen la gran mayoría de los desplazados internos y otros grupos vulnerables en las situaciones de conflicto armado, por lo cual tienen derecho a la protección que debe brindarse a los civiles con arreglo al derecho internacional humanitario vigente.	0
Por tanto, instó al Consejo a que pasara del enfoque de "según sea necesario" a un criterio "más activo", para aumentar el interés de los no miembros por su labor.	0
La Organización Internacional de Policía Criminal (INTERPOL) llevó a cabo programas de creación de capacidad en materia de lucha contra el terrorismo en la región del Sahel y el Cuerno de África dirigidos a mejorar el intercambio de información entre los organismos, fortalecer su respuesta operacional integrada en la región y ampliar el uso de su red de comunicación segura, bases de datos y servicios.	1
Las actividades periódicas de adiestramiento se realizan atendiendo a un plan anual. El 11 de agosto se llevaron a cabo en Mitrovica las actividades de capacitación en materia de primeros auxilios a cargo de bomberos franceses de la brigada multinacional (nordeste). El 30 de agosto, la brigada multinacional (este) organizó un seminario en Tradoc para los comandantes de las zonas de recogida. El objetivo era presentar detalladamente el programa de capacitación de oficiales para asegurarse de que los comandantes entendieran sus responsabilidades y prestaran apoyo al programa. Conclusión La situación general en Kosovo permanece relativamente en calma, con tensiones latentes que se mantendrán en el futuro previsible.	1
La planificación integrada para orientar la colaboración y las operaciones de las Naciones Unidas en apoyo del cumplimiento del mandato antes y después del período del referendo se finalizó en julio, y tanto la UNMIS como el equipo de las Naciones Unidas en el país establecieron las estructuras para coordinar las prioridades definidas.	1
Habiendo determinado que la situación imperante en Somalia sigue constituyendo una amenaza para la paz y la seguridad internacionales en la región,	0
Abdelrahman Mouhamad Zafir al Dabidi al Jahani está asociado con Al-Qaida o una célula, entidad afiliada, grupo escindido o derivado de ella por "participar en la financiación, planificación, facilitación, preparación o comisión de actos o actividades ejecutados" por Jabhet al-Nusra, alias del Frente Al-Nusra para los Pueblos del Levante (QE.A.137.14), "o realizados en o bajo su nombre, junto con él o en su apoyo" y "reclutar para él".	0
También sentarán las bases de un mecanismo efectivo de control de las armas de fuego que sirva a las autoridades de ayuda para controlar la posesión de armas.	1
La aplicación de medidas de autoprotección, en particular el despliegue de personal privado de protección armada a bordo de buques y los destacamentos de protección de buques, junto con un mayor conocimiento de la situación, la capacitación y las maniobras evasivas y el empleo de rutas marítimas seguras por los buques comerciales también pueden haber desalentado los ataques de los piratas contra los barcos.	1
La Comisión recibió pruebas en las que se demostraba que los jefes del campamento habían secuestrado a civiles y los habían retenido en el campamento, donde habían sido sometidos a torturas y forzados a trabajar.	0
12. Exhorta a los Estados Miembros a que actúen enérgicamente y con decisión para interrumpir las corrientes de fondos y otros activos financieros y recursos económicos a las personas y entidades incluidas en la Lista relativa a las sanciones contra Al-Qaida, según lo dispuesto en el párrafo 1 a), y teniendo en cuenta las recomendaciones del Grupo de Acción Financiera y las normas internacionales pertinentes cuyo objetivo es evitar el uso indebido de las organizaciones sin fines de lucro y los sistemas de envíos de remesas no oficiales o alternativos y la circulación transfronteriza de divisas en efectivo, y al mismo tiempo procuren mitigar los efectos sobre las actividades legítimas realizadas por esos medios;	0
Con la ayuda de los donantes, en lo que va de año se han reconstruido unas 20.000 casas de familias vulnerables cuyos hogares resultaron destruidos o sufrieron graves daños durante el conflicto.	1
Parece faltar, sin embargo, el elemento determinante de la intención genocida, al menos en lo que atañe a las autoridades del Gobierno central.	0
El grupo de política de la Misión encargado de examinar la explotación y el abuso sexuales está completando la elaboración de un código de conducta de la ONUCI a este respecto y participa en la red del país que se ocupa de estas cuestiones.	1
Por nuestra parte, consideramos que la cuestión de la legitimidad está directamente relacionada con la celebración de las elecciones, cuyos preparativos están en marcha en el Órgano Conjunto de Gestión Electoral.	0
No obstante, estimamos que una retirada abrupta sería contraproducente y crearía un vacío sin precedente, especialmente teniendo en cuenta el hecho de que no existen las condiciones propicias para la tan esperada inversión en gran escala y para un desarrollo sostenible.	0
Los principales aspectos de la declaración del Encargado de Negocios, así como el intercambio de opiniones entre los miembros del Grupo de Trabajo, se reflejan en el resumen que figura en las conclusiones pertinentes (S/AC.51/2014/2).	0
:: Se mantenga una coordinaciуn sistemбtica entre los componentes civiles y militares de la misiуn y con los agentes humanitarios con el fin de consolidar los conocimientos adquiridos en materia de protecciуn de la poblaciуn civil.	1
La lucha por el poder se manifiesta de diversas formas y tiene por objeto granjearse el apoyo de las distintas fuerzas sociales que coexisten en la sociedad civil y la opinión pública a fin de obtener más apoyo popular o influencia.	1
La participación de la industria y el sector privado es fundamental para aplicar marcos reguladores basados en la resolución 1540 (2004). El riesgo de que las armas de destrucción en masa lleguen a manos de los agentes no estatales solo podrá abordarse de manera eficaz si el sector privado coopera con la industria.	1
La víctima quedó embarazada como consecuencia de la violación y había dado a luz.	0
Apoyo a los grupos temáticos sobre el género en situaciones posteriores a conflictos, en colaboración con los asesores en cuestiones de género de las misiones de mantenimiento de la paz y otros equipos en los países, organismos, fondos y programas de las Naciones Unidas.	1
A todas luces es esencial que los Estados aseguren que sus regímenes de control, tanto de los explosivos militares como de los civiles, sean lo más estrictos posible.	0
:: Respeto del derecho de los refugiados y desplazados internos a regresar en forma voluntaria y en condiciones de seguridad y dignidad a sus lugares de origen.	1
Su falta de voluntad para implantar el Estado de derecho y velar por que se respete la soberanía y la integridad territorial de un Estado Miembro de las Naciones Unidas ha menoscabado su credibilidad, así como su autoridad jurídica y moral.	0
Pocos Estados de los que han presentado informes han facilitado información sobre las medidas en vigor para impedir que se abuse de las obras de beneficencia u otras organizaciones sin fines de lucro, si bien 63 Estados les exigen que obtengan una autorización o se inscriban.	1
Las principales facciones palestinas en el Líbano han manifestado su preocupación por los incidentes y se han desvinculado de Fatah al-Islam.	0
Una vez implementadas, las medidas contribuirían considerablemente a aumentar la capacidad de Somalia para llevar a cabo operaciones de lucha contra la piratería frente a sus costas.	0
La Comisión, si bien tuvo en cuenta todos los acontecimientos relacionados con el actual conflicto en Darfur, se centró en particular en los que tuvieron lugar entre febrero de 2003, mes en que la magnitud, intensidad y periodicidad de los incidentes aumentaron notablemente, y mediados de enero del 2005, justo antes de la fecha en que la Comisión tenía que presentar su informe. 3. Métodos de trabajo	1
o) Elaborar y aplicar, en estrecha consulta con las autoridades [nacionales] ... un programa multianual conjunto de las Naciones Unidas de apoyo a la justicia a fin de desarrollar la cadena de justicia penal, la policía, el poder judicial y el sistema penitenciario en las zonas afectadas por el conflicto y prestar apoyo programático estratégico a nivel central ...;	1
