es	MatConf
El artículo 75 del Estatuto dispone que la Corte podrá dictar directamente una decisión contra el condenado en la que indique la reparación adecuada que ha de otorgarse a las víctimas, incluidas la restitución, la indemnización y la rehabilitación.	1
Posteriormente, los soldados asaltaron viviendas y detuvieron a jóvenes y se los llevaron en autobuses militares.	1
La República Popular Democrática de Corea utiliza también la propaganda para incitar el odio nacionalista hacia los enemigos oficiales del Estado, es decir, el Japón, los Estados Unidos de América y la República de Corea, y sus ciudadanos.	1
Se han creado nuevos mecanismos regionales y bilaterales para la cooperación en materia de aplicación de la ley, por ejemplo en lo que concierne a los mecanismos de alerta temprana y a la cooperación de los servicios de inteligencia.	0
Cursos de capacitación sobre la cuestión de la explotación y el abuso sexuales; formulación de políticas y procedimientos sobre los aspectos de organización de la asistencia a las víctimas.	0
Durante el período al que se refiere el informe, las negociaciones entre las partes para alcanzar una solución mutuamente aceptable que permita a la población del Sáhara Occidental ejercer su derecho a la libre determinación han permanecido en un punto muerto.	0
a) En el lugar de los hechos reinó el caos no sólo durante las primeras horas después de la explosión, en que la prioridad consistió en apagar el incendio, salvar a los heridos y localizar a los desaparecidos, sino lamentable e innecesariamente durante mucho más tiempo;	1
Ningún Estado dispone de medidas adecuadas para salvaguardar a las organizaciones sin fines de lucro de ser utilizadas para la financiación del terrorismo.	1
Pero si bien el método de fabricación es relativamente sencillo, el producto es inestable y poco fiable, a diferencia de los explosivos de uso militar.	1
Las bombas de agua y los pozos han sido incendiados, los utensilios para elaborar alimentos destrozados y las cosechas y los árboles incendiados y talados, tanto en las aldeas como en los wadis, que son una importante fuente de agua para la población rural.	1
Antes de que las fuerzas de seguridad emprendieran sus acciones, las personas que lograron salir a las calles advirtieron que la marcha todavía no había empezado y que nadie estaba actuando de manera amenazante o provocadora.	1
La batalla por el control de Baidoa indicó que los elementos de la oposición habían coordinado sus esfuerzos para vencer a las fuerzas del Gobierno.	1
También deseamos manifestar nuestra preocupación de que la recurrencia de dichos incidentes pueda conducir a una situación de inestabilidad en la región que dificulte una solución pacífica a la situación de Kosovo, que sea aceptable para las partes.	0
La subregión ha obtenido un buen progreso en el cumplimiento de la resolución 1373 (2001), en concreto en la lucha contra la financiación del terrorismo y la adopción de medidas relativas al control de puertos y aeropuertos.	0
Si bien el Equipo de Vigilancia no estima que la capacitación técnica paramilitar disponible en Internet constituye una amenaza equivalente al entrenamiento real, sus posibilidades aumentarán a medida que aumente la calidad de la capacitación.	1
Exhorta a todos los Estados Miembros, en particular a los Estados de la región, a que, actuando a título nacional o por conducto de organizaciones o acuerdos nacionales, y a fin de garantizar la estricta aplicación del embargo de armas establecido en [las disposiciones de la resolución pertinente], inspeccionen en su territorio, incluidos los puertos y aeropuertos, y en alta mar, los buques y las aeronaves con origen o destino en [el Estado afectado], si el Estado en cuestión tiene información que ofrezca motivos razonables para creer que la carga contiene artículos cuyo suministro, venta, transferencia o exportación estén prohibidos en virtud de [el párrafo de la resolución pertinente] ..., incluido el suministro de personal mercenario armado, exhorta a todos los Estados del pabellón de esos buques y aeronaves a cooperar con esas inspecciones, y autoriza a los Estados Miembros a aplicar toda medida acorde con las circunstancias concretas para realizar esas inspecciones	1
Entre esas personas se encuentran las que se identifiquen como fundamentales para el adoctrinamiento y el reclutamiento de terroristas suicidas.	1
El Presidente informó al Consejo sobre las deliberaciones del Comité en la reunión celebrada el 3 de septiembre, en la que se había examinado el informe de mitad de período del Grupo de Expertos establecido en virtud de la resolución 1874 (2009), publicado el 1 de agosto, y la actualización del informe sobre incidentes preparado por el Grupo de Expertos, también publicado el 1 de agosto, sobre el lanzamiento de misiles balísticos por la República Popular Democrática de Corea en junio y julio de 2014.	0
En sus intervenciones, los Estados Miembros señalaron que el terrorismo era una de las amenazas más graves a la paz y la seguridad internacionales y que para derrotarlo se necesitaba un esfuerzo coordinado y sostenido.	0
Además, los informes coinciden en que se siguió deteniendo a personas después del plazo legal establecido.	1
Como resultado del uso de gases lacrimógenos, los gritos y los disparos de las fuerzas de seguridad, la gente entró en pánico y se desbandó.	1
q) La prohibición del maltrato de combatientes enemigos que hayan quedado fuera de combate y la aplicación de tratar humanamente a los combatientes enemigos capturados;	1
En resumen, la violación es una invasión física de carácter sexual perpetrada sin el consentimiento de la víctima, es decir, por la fuerza o por coacción, como la causada por el temor a la violencia, la intimidación, la detención o el aprovechamiento de unas circunstancias coercitivas.	1
Las autoridades reconocieron que los miembros de la minoría étnica albanesa habían sido víctimas de discriminación social e institucional y aceptaron que las medidas de fomento de la confianza, como la integración de personas de origen étnico albanés en la fuerza de policía local y el aumento de su representación en las instituciones políticas, contribuirían a reducir considerablemente las tensiones y a crear estabilidad a largo plazo en la región.	0
En el caso de las instituciones bancarias, esta obligación se establece igualmente en el Reglamento No. 1 del Banco Nacional Checo, de 8 de septiembre de 2003.	0
El ataque obligó a muchos civiles a buscar refugio fuera del pueblo, las Fuerzas Armadas del Sudán sufrieron docenas de bajas y el SML/A se apoderó de una gran cantidad de armas, municiones, combustible y otros suministros. El 29 de septiembre hubo otro ataque contra la propia ciudad de Tawilla, cuando unidades de la policía y las Fuerzas Armadas del Sudán entraron en la ciudad y luego en el campamento de Dali para desplazados internos, adyacente a ésta, disparando indiscriminadamente contra los civiles, sin provocación alguna.	1
El Consejo de Seguridad también invita a los tres comités a que sigan cooperando con el grupo de trabajo establecido en virtud de la resolución 1566 (2004).	0
Además, en 1995, en el fallo dictado en la causa Tadić (Interlocutory Appeal), la Sala de Apelaciones del Tribunal Penal Internacional para la ex Yugoslavia consideró que la parte principal del derecho internacional humanitario era aplicable también a los conflictos internos en cuanto objeto del derecho consuetudinario y que, además, las violaciones graves de dichas normas constituían crímenes de guerra.	0
El pillaje de aldeas y la apropiación de ganado, cultivos, enseres domésticos y otros efectos personales de la población por las fuerzas del Gobierno y las milicias bajo su control sin duda constituye un crimen de guerra.	1
Lamentablemente, también hay numerosos ejemplos en los que los mecanismos de determinación de hechos habrían podido contribuir a establecer la verdad, asegurando la rendición de cuentas e impidiendo nuevas violaciones a los derechos humanos, pero en los que el Consejo no adoptó medidas efectivas debido a consideraciones políticas.	0
El propósito de Al-Qaida en el Iraq es establecer medios para lanzar ataques en cualquier lugar en que haya objetivos disponibles, ya sea utilizando a sus propios miembros o cooperando con otros grupos que acepten trabajar con ella o, mejor aún, poner en práctica sus instrucciones.	1
El Consejo considera que la ampliación de las actividades relacionadas con el imperio de la ley es fundamental para las estrategias de consolidación de la paz en las sociedades que han sufrido conflictos y pone de relieve la función que incumbe al respecto a la Comisión de Consolidación de la Paz.	0
El Consejo de Seguridad reafirma su pleno apoyo a los esfuerzos de las Naciones Unidas, en particular las actividades de la Misión Especial de las Naciones Unidas al Afganistán (UNSMA) y las del Enviado Especial del Secretario General para el Afganistán, con el fin de facilitar el proceso político para lograr los objetivos de la reconciliación nacional y un arreglo político duradero con la participación de todas las partes en el conflicto y de todos los sectores de la sociedad afgana, y reitera su posición de que las Naciones Unidas deben seguir desempeñando un papel central e imparcial en los esfuerzos internacionales para lograr una solución pacífica del conflicto afgano.	0
Asociación ilícita para la comisión de crímenes internacionales	1
La Ley No. 535/2004 de prevención y lucha contra el terrorismo fue promulgada por el Presidente de Rumania en virtud del Decreto No. 994/2004, de 24 de noviembre de 2004, y entró en vigor tres días más tarde.	0
Reclutar por segunda vez constituye de por sí una violación grave, pero también socava profundamente la capacidad de funcionamiento de los programas y la confianza de los niños que en el proceso de rehabilitación estarán a salvo de acosos.	1
La Red tiene también por objeto promover las contribuciones en materia de políticas en los planos nacional y europeo, en particular con miras a la aplicación de la Estrategia de la Unión Europea para luchar contra la radicalización y la captación de terroristas de 2005.	0
La Comisión considera que el Ministro del Interior y el Comandante General hicieron caso omiso de los procedimientos institucionales al transferir armas en forma irregular dentro de la institución;	1
Los intentos fallidos de Aiman Muhammad Rabi al-Zawahiri de mediar en los conflictos internos entre Al-Qaida y Jabhat al Nusra (una entidad afiliada a Al-Qaida en el Iraq), así como las continuas luchas en el seno de Al-Shabaab ponen de manifiesto los límites de la autoridad de Al-Zawahiri.	1
a) Aplicar la legislación nacional adoptada sobre la lucha contra el terrorismo, teniendo presentes las normas internacionales en materia de derechos humanos;	0
Mataron a seis hombres, que fueron enterrados en tumbas individuales.	1
Reafirmando su resolución 1373 (2001), de 28 de septiembre de 2001, y reiterando su apoyo a los esfuerzos internacionales para erradicar el terrorismo, de conformidad con la Carta de las Naciones Unidas,	0
:: Efectuará nuevas verificaciones en ámbitos en que el examen inicial de los informes haya revelado lagunas en la información o la aplicación en relación con todos los aspectos de la resolución que abarquen todas las medidas requeridas, para cada tipo de arma o sus respectivos sistemas vectores y los materiales conexos, incluida la modificación de las matrices en caso de que sea de utilidad	0
Tras este intercambio de opiniones, el Equipo ha examinado esta cuestión con el Comité y se ha puesto en contacto con otros Estados con programas similares para ampliar su investigación.	0
Uno de los agentes de la PNTL fue muerto por un soldado unos 30 minutos más tarde.	1
7. Pide al Representante Ejecutivo del Secretario General que facilite y promueva el diálogo entre los interesados nacionales e internacionales, en particular en el contexto de las próximas elecciones, y que continúe apoyando sus esfuerzos por mantener la paz y la estabilidad;	0
Las tendencias mundiales del suministro de armas pequeñas y armas ligeras han cambiado profundamente en los últimos decenios.	1
El concepto de crear inventarios de referencia organizando un estudio de las armas pequeñas como etapa inicial de la elaboración de proyectos está empezando a establecerse y ha resultado útil en la elaboración y evaluación de proyectos.	0
Exhorta a todas las partes en el conflicto armado [del país afectado], incluidos los miembros de [un grupo armado en concreto], a que den órdenes claras contra la violencia sexual, y las exhorta además a que asuman y cumplan compromisos específicos sobre la investigación oportuna de los presuntos abusos a fin de que los autores rindan cuentas de sus actos, de conformidad con lo dispuesto en la resolución 1960 (2010), y a que faciliten el acceso inmediato de las víctimas de la violencia sexual a los servicios disponibles;	0
También se han hecho frecuentes los atentados suicidas.	1
El 23 de mayo se hizo entrega de los vehículos a Rai Los, junto con 31 uniformes de la Unidad de Reserva de Policía de la PNTL. El 24 de mayo Rai Los y sus hombres, ataviados con esos uniformes, participaron en el ataque contra los soldados de las F-FDTL que realizaban tareas de patrulla.	1
Después de la llegada de tropas leales al Presidente Yusuf y de su despliegue en una zona cercana a Jawhar, al sur de la población, a principios de septiembre, se informó de que el Ministro de Comercio, Muse Sudi Yallahow, había enviado varios "vehículos técnicos" para reforzar sus efectivos en Balad, al sur de Jawhar.	1
Esto es inaceptable y debe rechazarse en forma contundente, especialmente por parte del Consejo de Seguridad, con el uso de los mecanismos que tiene a su disposición.	0
Decide que el mandato de [la misión] será el siguiente: ... v) Ayudar a las autoridades de transición [del país afectado] a formular y poner en marcha programas de desarme, desmovilización y reintegración (DDR) de excombatientes y desmantelamiento de las milicias y los grupos de autodefensa, conforme a los objetivos de reconciliación y teniendo en cuenta las necesidades específicas de los niños desmovilizados;	0
La República Popular Democrática de Corea rechaza categóricamente la resolución relativa a los derechos humanos dirigida contra ella, urdida a partir de confabulaciones, infundios e información errónea, e impuesta por los Estados Unidos y otros países hostiles de manera despótica y arbitraria.	0
1. Condena en los términos más enérgicos todos los actos de terrorismo, cualquiera que sea su motivación y cuando quiera y por quienquiera sean cometidos, que constituyen una de las más graves amenazas a la paz y la seguridad;	0
Los miembros del Consejo expresaron preocupación por el incremento de la piratería, los robos a mano armada en el mar y los informes de toma de rehenes en el Golfo de Guinea y sus efectos perjudiciales sobre la seguridad, el comercio y las actividades económicas en la subregión.	1
En opinión del Coordinador, que comparten sus interlocutores, esta modalidad podría llegar a ser el centro de un mecanismo operativo eficaz que establecería claros parámetros para lograr avances en la búsqueda de los desaparecidos, según se indicaba en mi informe completo (S/2009/190, párr. 16).	0
Es esencial fortalecer las instituciones de Haití encargadas del imperio de la ley, incluida la reforma de la Policía Nacional de Haití, para el mantenimiento efectivo de la estabilidad interna y la extensión de la autoridad del Estado.	0
De ese modo, cuando ningún Estado se oponga ni presente una solicitud de supresión de la Lista o cuando la información presentada sea insuficiente o contradictoria, se podría remitir la cuestión a la Oficina del Ombudsman.	0
- Se debe evitar además que los terroristas recurran a otras actividades delictivas como la delincuencia transnacional organizada, el uso y el tráfico ilícitos de drogas, el blanqueo de capitales y el tráfico ilícito de armas;	1
Toda tendencia a la radicalización en las instituciones de enseñanza sería competencia del Ministerio de Educación.	0
a) La violencia registrada en el Palacio de Gobierno alrededor del mediodía del 28 de abril, que ocasionó dos muertos, al menos cuatro heridos de bala y otros dos heridos graves;	1
El Grupo de supervisión está convencido de que esas personas utilizan los ingresos obtenidos de esa forma para mantener sus milicias y comprar armas.	1
[D]estacando la importancia de ... desarmar permanentemente, desmovilizar, reasentar o repatriar, según corresponda, y reintegrar a los grupos armados [nacionales] y extranjeros para lograr la estabilización a largo plazo [del país afectado], así como la contribución que han hecho en este ámbito los asociados internacionales.	0
El Consejo expresa su profunda preocupación ante el hecho de que los civiles sigan constituyendo la mayoría de las víctimas de los actos de violencia cometidos por las partes en los conflictos armados, como consecuencia de los ataques dirigidos deliberadamente contra ellos, el uso indiscriminado y excesivo de la fuerza y la violencia sexual y por razón de género.	1
La convergencia cada vez mayor entre los métodos de financiación del terrorismo, especialmente a nivel local, y otras actividades delictivas hace que sea aun más difícil distinguir las primeras de las últimas.	1
Se han registrado una serie de incidentes aislados que van desde atentados a actividades de adiestramiento presuntamente vinculadas a Al-Qaida en Sudáfrica.	1
Por esta razón, los rebeldes habían dirigido sus ataques contra las instalaciones del Gobierno y habían evitado a propósito atacar a las tribus árabes.	1
El Consejo exige que se ponga fin de inmediato a todos los ataques del LRA e insta a ese Ejército a que libere a todas las personas secuestradas y a que deponga las armas y se desmovilice.	0
12) Convenio sobre la marcación de explosivos plásticos para los fines de detección, firmado en Montreal el 1º de marzo de 1991; fue ratificado el 18 de diciembre de 1991 y entró en vigor el 21 de junio de 1998.	0
El incumplimiento de las obligaciones que le impone la Carta debería tener consecuencias para cualquier Estado Miembro, y el Sudán no debería de ser la excepción.	0
A pesar de todo, la situación dentro de Kosovo todavía es preocupante.	0
Aun así, en Puerto Príncipe, el acusado aumento de la violencia y la delincuencia, incluidos los secuestros, generó grave preocupación entre la población durante mayo y junio.	1
Sin embargo, a pesar de esos avances, todavía persisten algunos desafíos a la autoridad del Gobierno y a su control efectivo sobre el territorio nacional.	0
Las redes terroristas forjadas en los conflictos de hoy podrían suponer una amenaza futura que puede durar decenios.	1
El control fronterizo exige el establecimiento de medidas y prácticas para la inspección adecuada de viajeros, refugiados y solicitantes de asilo, el control y la inspección eficaces de carga y equipaje de los pasajeros, y la detección y prevención del contrabando de armas pequeñas y armas ligeras, así como de efectivo e instrumentos negociables al portador.	0
La Dirección Ejecutiva, conjuntamente con los donantes y otras organizaciones asociadas pertinentes, intensificará sus enfoques regionales y subregionales para llevar adelante iniciativas ya puestas en marcha o planificadas en los ámbitos de la prevención de la utilización indebida del sector sin fines de lucro para financiar el terrorismo, la circulación ilícita de efectivo y otros instrumentos negociables al portador a través de las fronteras, la mejora de la capacidad de los agentes de policía y los fiscales, el control eficaz de las fronteras y la gestión y promoción de la cooperación entre las entidades subregionales pertinentes.	0
En el marco del Grupo de Trabajo sobre la lucha contra la financiación del terrorismo, que forma parte del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, y su iniciativa mundial de protección de las organizaciones sin fines de lucro contra el abuso de los terroristas, la Dirección Ejecutiva organizó un seminario regional para los Estados Miembros de África oriental, que se celebró en marzo de 2012 en Nairobi. En el seminario se examinaron las prácticas nacionales y se determinaron las deficiencias en la supervisión del sector de organizaciones sin fines de lucro con respecto a determinados riesgos en materia de financiación del terrorismo.	0
El progreso puede verse obstaculizado si los agentes internacionales tienen objetivos divergentes, aparecen iniciativas paralelas y los países de la región apoyan a movimientos no signatarios, de manera que se socaven los intentos de persuadir a los movimientos de sumarse al proceso de paz.	1
Durante el conflicto armado de Côte d'Ivoire de 2002-2003, según las estimaciones, el número de liberianos que combatieron en nombre del Gobierno de Côte d'Ivoire osciló, entre 1.500 y 2.500 y se cree que unos 1.000 combatieron junto a los rebeldes de Côte d'Ivoire (véase S/2004/972).	1
c) Saqueos por soldados de Eritrea de viviendas particulares, empresas y otras entidades;	1
la promoción de mecanismos para la verdad y la reconciliación	0
Al debatir sobre los desafíos de desarrollo que encara el Afganistán, los acontecimientos recientes ponen de relieve un panorama sombrío en lo que respecta a la situación de seguridad.	0
En otras palabras, quienes sobreviven a los ataques contra aldeas no eran asesinadas de inmediato con el objeto de erradicar al grupo, sino que son obligados a abandonar sus hogares y vivir juntos en lugares que elegía el Gobierno.	1
En otras palabras, la lucha contra el terrorismo ha de ser un esfuerzo conjunto con un enfoque integral y una dedicación a largo plazo.	0
Ese plazo no se cumplió. El 20 de febrero de 2008, el Presidente Gbagbo firmó un decreto en que se formalizaba el establecimiento de un grupo de trabajo encargado de elaborar el marco.	0
En otro caso, los Janjaweed atacaron la aldea de Mallaga, en octubre de 2004, matando a 18 hombres e hiriendo a cuatro hombres y dos mujeres.	1
El Equipo ha seguido promoviendo la labor del Comité mediante exposiciones en la Facultad de Derecho de la Universidad de Columbia, y en deliberaciones con instituciones académicas en el campo de la lucha contra el terrorismo, como el Cuarto Proyecto de Evaluación de la lucha contra el terrorismo, el Instituto Watson de la Universidad de Brown, y otras instituciones de enseñanza terciaria.	0
De las 203 personas asociadas con Al-Qaida incluidas en la lista consolidada a fines de enero de 2006, por lo menos 111 (el 55%) han sido detenidas, condenadas o acusadas por haber cometido delitos penales, la mayoría delitos graves o violentos que comprenden desde el asesinato hasta la participación en actos terroristas, como los ataques con bombas contra embajadas en 1998 en el África oriental, los ataques del 11 de septiembre de 2001 en los Estados Unidos y los ataques con bombas en Bali en 2002.	1
Por ejemplo, una unidad militar, que cumple órdenes superiores, detiene, en contravención del derecho internacional, a un número de civiles enemigos. Uno de los soldados, en el fragor de la acción militar, mata o tortura a uno de esos civiles.	1
Las mujeres y la prevención y solución de conflictos Exhorta a todas las partes interesadas a que aseguren que en la aplicación del [acuerdo político], así como en las etapas de reconstrucción y recuperación después del conflicto, se incorpore la protección de las mujeres y los niños.	0
Teniendo presente que ambas milicias mantienen estrechos vínculos regionales, reitero mi llamamiento al Gobierno de la República Árabe Siria para que colabore en el proceso.	0
El informe incluía una sombría descripción de la situación en la región, caracterizada por más actos de violencia y terrorismo.	1
El personal de la cárcel y las fuerzas de seguridad de Puntlandia lucharon valientemente contra los atacantes y lograron impedir la toma del poder en la prisión y el escape de agentes de Al-Shabaab, entre los que se contaban un experto en artefactos explosivos improvisados y un coordinador de atentados suicidas con explosivos, los piratas encarcelados y otros.	1
Una población migrante de jóvenes combatientes (combatientes regionales), que consideran a la guerra ante todo como una oportunidad económica, cruza en forma constante esas fronteras.	1
Además, durante su visita al Sudán, el Equipo recibió información oficial sobre el contrabando de armas por parte de grupos asociados a Al-Qaida, a través de Eritrea, a elementos de Al-Qaida en la Arabia Saudita.	0
:: Examinar la forma en que una ejecución más efectiva del programa sobre las mujeres, la paz y la seguridad puede contribuir a mejorar la seguridad para todos y a construir una paz duradera	0
Estos grupos armados están involucrados en actividades delictivas, en particular en la explotación ilícita de recursos naturales, el tráfico de armas y municiones, el contrabando y el cobro ilegal de impuestos.	1
28. Declara su determinación de vigilar atentamente toda situación relativa a la proliferación de armas nucleares, sus sistemas vectores o material conexo, tanto hacia como desde agentes no estatales, tal como se los define en la resolución 1540 (2004), y, según proceda, de adoptar las medidas necesarias para asegurar el mantenimiento de la paz y la seguridad internacionales;	1
Algunas de las cuestiones examinadas son: la falta de una política de sanciones clara y bien definida, la falta de capacitación del personal, el establecimiento de una cultura de cumplimiento de las sanciones en todas las instancias de las instituciones y la eficacia general de las tecnologías de vigilancia.	1
Se denunció públicamente la actuación de la PNTL, calificándola de excesiva y de irrespetuosa hacia un destacado ex combatiente de la resistencia.	0
El número de efectivos de las unidades integradas conjuntas, que ha permanecido sin cambios desde abril de 2009, asciende a 32.900 (un 83% de la dotación estipulada en el mandato, a saber, 39.639 efectivos).	1
Poniendo de relieve la importancia de las operaciones de ayuda humanitaria y condenando todos los actos o amenazas de violencia contra el personal de las Naciones Unidas y los agentes humanitarios y toda politización de la asistencia humanitaria por los talibanes y grupos o personas asociados,	0
El 8 de febrero 418 peticionarios se manifestaron ante el Palácio das Cinzas, residencia del Presidente.	1
En ningún momento el Gobierno de la República de Uganda y las fuerzas armadas hicieron ningún intento manifiesto o encubierto de ingresar en el territorio de la República Democrática del Congo para atacar a los terroristas del Ejército de Resistencia del Señor.	0
Todavía no se conocen bien las circunstancias en que se produjeron esos asesinatos.	1
Más adelante haremos referencia a los conceptos de planificar, impartir órdenes, instigar, complicidad y encubrimiento en relación con un crimen.	1
Las masacres se saldaron con 393 muertos, incluidos 93 niños y 48 mujeres, es decir, el 36% de las víctimas, lo que indica una política deliberada de atacar a las mujeres y los niños.	1
Formulación de directrices sobre el género para las actividades de desarme, desmovilización y reintegración; disposición de medidas de seguridad para los lugares de desarme dentro de las zonas de desarme, desmovilización y reintegración, prestando especial atención a las necesidades de las mujeres; organización de reuniones con mujeres excombatientes y mujeres asociadas a fuerzas combatientes para evaluar las necesidades y los mecanismos de reintegración.	0
Respondió que la guerra eliminaba las condiciones fundamentales para el Estado de derecho, y que uno de los problemas concretos que se presentaron fue la ausencia de magistrados ante la perspectiva del avance de las tropas.	1
Como se subrayó en estas reuniones de información, la decisión de Eritrea de limitar todos los tipos de vuelos de helicóptero de la MINUEE en el espacio aéreo de Eritrea limita gravemente la capacidad de la Misión para aplicar su mandato de supervisión, tal como solicitaron las partes en el Acuerdo de Cesación de Hostilidades de 18 de junio de 2000 y autorizó el Secretario General en sus resoluciones 1312 (2000) y 1320 (2000).	0
:: Llevar a cabo en otras regiones iniciativas similares al taller que será organizado en noviembre de 2010 por la Dirección Ejecutiva y la OSCE para los países de Asia central sobre la aplicación de la resolución 1624 (2005) y la lucha contra la incitación al terrorismo motivada por el extremismo	0
Por ejemplo, Burkina Faso confiere importancia a combatir el extremismo violento y está luchando contra los intentos de reclutar a terroristas.	1
6. Confirma además que las disposiciones del párrafo 1 a) supra se aplica también al pago de rescates a personas, grupos, empresas o entidades que figuren en la Lista relativa a las sanciones contra Al-Qaida;	0
Sin embargo, los ataques y los bloqueos generalizados por parte de grupos y partidos políticos y otras agrupaciones armadas y no armadas han perturbado las actividades humanitarias y el acceso a los servicios de salud y educación: buena parte de estos trastornos han ocurrido en el Terai.	1
En la mayor parte de los casos, las víctimas señalaron a los Janjaweed como responsables de la violencia sexual; sin embargo, en algunos incidentes, los soldados del Gobierno habían actuado con los Janjaweed.	1
Aunque prosiguen las operaciones conjuntas contra la Alianza de Patriotas por un Congo Libre y Soberano (APCLS) y la Defensa de Nduma para el Congo/Cheka (CND/Cheka) en Kivu del Norte, la MONUSCO sigue desempeñando un papel en las zonas afectadas por las actividades del Ejército de Resistencia del Señor (LRA) en la Provincia Oriental.	1
La Interpol ha señalado que cuanta más información se incluya en las notificaciones especiales, en particular impresiones dactilares, fotografías y números de pasaporte en las versiones de distribución reservada que están sólo a disposición de los organismos de aplicación de la ley de los países miembros, tanto más útiles serán y tanto menos probables serán los incidentes como el mencionado. La Interpol también se ha ofrecido para dar orientación a sus miembros sobre el alcance del régimen de sanciones. Además, ha sugerido que se establezca un punto de consultas permanente en las Naciones Unidas para contestar preguntas y asegurar que se suministre sin demora información adicional pertinente sobre las personas mencionadas en la Lista cuando ha sido presentada por Estados Miembros.	0
Una vez examinados y analizados todos los hechos, llegamos a la conclusión de que con toda probabilidad se trató de una explosión superficial.	1
Entretanto, la actitud poco cooperativa de las autoridades locales, la inexistencia de un plan general de reforma de las Fuerzas de Defensa y de Seguridad de Côte d'Ivoire y la falta de acuerdo entre las parte de Côte d'Ivoire con respecto al despliegue de los agentes de la policía y la gendarmería de Côte d'Ivoire en las regiones septentrionales obstaculizaron el asesoramiento del componente de policía de la ONUCI al Gobierno de Reconciliación Nacional acerca de la reestructuración de las Fuerzas de Defensa y de Seguridad de Côte d'Ivoire y la asistencia para el restablecimiento de una presencia de la policía civil en todo el país.	0
Al 1° de octubre de 2005, la Misión contaba con 121 observadores militares y 12 agentes de policía civil (véase el anexo).	1
La proximidad de la frontera con el Pakistán ofrece a esas fuerzas mano de obra, material y refugio.	1
:: Prestación de asistencia técnica en la preparación y aplicación de leyes encaminadas a luchar contra la difusión de mensajes que propugnen el odio.	0
Igualmente, el Comandante de la fuerza nos dio, con arreglo a la orden judicial No. 206/1735, de 18 de febrero de 2005, autorización por escrito de esa parte, referencia 36/2005, de 18 de febrero de 2005, que incluía la orden de mantener en el cuartel los automóviles de la comitiva de Hariri, cubrirlos con lonas y ponerlos bajo custodia, todo lo cual se hizo.	1
A pesar de la derrota militar del M23, los grupos armados congoleños y extranjeros, incluidas las Fuerzas Democráticas Aliadas (FDA), las Fuerzas Democráticas de Liberación de Rwanda (FDLR) y los numerosos grupos Mayi Mayi, siguen constituyendo una amenaza para la población civil y la estabilidad y el desarrollo del este de la República Democrática del Congo y la región de los Grandes Lagos.	0
Las reuniones comprenderán la presentación de información periódica de los grupos de trabajo encargados de supervisar los avances en materia de seguimiento y aplicación nacional, asistencia, cooperación con organizaciones internacionales, incluidos los Comités del Consejo de Seguridad establecidos en virtud de las resoluciones 1267 (1999) y 1373 (2001), y transparencia y divulgación en los medios de comunicación.	0
Un Estado señaló que, en 2006, había aprobado un amplio plan contra el radicalismo, que tiene por objeto combatir la radicalización protegiendo al mismo tiempo los valores democráticos.	0
En el período examinado, la MINURSO descubrió y marcó 260 minas y artefactos, y supervisó la destrucción de 3.693 minas y artefactos.	1
Todos esos acontecimientos han repercutido negativamente en los avances y los resultados logrados en el ámbito de la paz, la seguridad, la reconciliación y la estabilidad en general.	1
g) No puede responsabilizarse al Jefe de la Fuerza de Defensa por el hecho de que soldados de las F-FDTL hayan disparado contra oficiales de la PNTL tras el cese del fuego el 25 de mayo;	1
El Consejo de Seguridad solicita al Secretario General que apoye las iniciativas encaminadas a movilizar los recursos necesarios para la aplicación de los resultados de la Cumbre de Yaundé, así como al refuerzo de la capacidad nacional y regional, en estrechas consultas con los Estados del Golfo de Guinea, las organizaciones regionales pertinentes y otras entidades de las Naciones Unidas.	0
El Centro ha preparado una estrategia de retirada para el traspaso a los departamentos competentes de la Estructura Administrativa Provisional Mixta de funciones que incluyen la remoción continua de toda amenaza residual, la información sobre el peligro de las minas y la asistencia a las víctimas.	0
En un incidente ocurrido en la zona llamada PK 18, en Abobo, seis hombres jóvenes que vivían en el mismo lugar fueron sacados de su casa por la fuerza el 25 de marzo a las 23.00 horas por la policía y miembros enmascarados de unidades especiales o las denominadas fuerzas paralelas.	1
No obstante, la Dirección Ejecutiva ha observado que, incluso en esos Estados, la atención a las cuatro esferas clave de gobierno (el fortalecimiento del sistema de control de las fronteras; el fomento de la capacidad del sistema de justicia penal para garantizar el estado de derecho; el mejoramiento de la coordinación y el intercambio de información entre los organismos nacionales pertinentes; y el fortalecimiento de la cooperación institucional transfronteriza con los Estados vecinos) parece tener efectos altamente significativos en la capacidad de lucha contra el terrorismo. Eso es cierto incluso en aquellos casos en que el desarrollo en otros sectores es relativamente limitado.	0
El Consejo de Seguridad condena enérgicamente el hecho de que los civiles sean el blanco deliberado de los combatientes en los conflictos armados y exige a todos los interesados que pongan fin a tales violaciones del derecho internacional humanitario y del derecho relativo a los derechos humanos.	0
Según las informaciones disponibles, el 4 de septiembre el Ejército de Resistencia del Señor atacó las aldeas de Bodo y Nahu en Equatoria Occidental, asesinó a ocho personas y raptó a dos niños, uno de los cuales escapó más tarde.	1
Sin embargo, las tensiones entre comunidades siguen siendo elevadas en algunas regiones, y se han producido varios ataques.	1
Una víctima lo identificó también como un jefe de los Janjaweed que habían perpetrado ataques en los que habían muerto civiles.	1
