es	VerCoop
"El Consejo de Seguridad expresa su sincero reconocimiento a la Presidenta y a la Fiscal del Tribunal Especial para Sierra Leona por la información presentada al Consejo de Seguridad el 9 de octubre de 2012.	1
En una segunda categoría se encuentran las milicias que adoptan estructuras paramilitares y actúan de forma paralela a las fuerzas regulares, en particular los grupos denominados "fuerzas de combate", los muyahidines o los fursan (los jinetes).	0
Asimismo, el Comité acogería favorablemente que se formularan propuestas en cooperación con expertos de otros órganos subsidiarios del Consejo de Seguridad relacionados con la lucha contra el terrorismo sobre cómo simplificar el régimen de presentación de informes, tal como se señala en el Documento Final de la Cumbre Mundial 2005 (véase la resolución 60/1 de la Asamblea General).	1
Recuerda que la protección de los civiles requiere una respuesta coordinada de todos los componentes pertinentes de la misión y alienta a [la Misión] a mejorar, bajo la autoridad del Representante Especial del Secretario General, la interacción entre sus componentes civiles y militares de todos los niveles y los agentes humanitarios, con el fin de consolidar la pericia en la protección de los civiles.	1
Creación de una dependencia para las cuestiones de género y desarrollo en la Sede y de una red de coordinadores de cuestiones de género a nivel nacional y regional.	0
El Comité no sólo ha de colaborar con los Estados para mejorar su legislación antiterrorista sino también supervisar la aplicación de dicha legislación en vista de las necesidades actuales.	0
Expresaron la esperanza de que esto permitiría hacer progresos decisivos en las negociaciones directas en el período comprendido hasta la fecha límite de junio para concertar un acuerdo, que también había apoyado el Consejo.	1
En ese marco, los Jefes de Estado y de Gobierno convienen en que es necesario revisar los textos jurídicos vigentes, en particular el Protocolo de la CEDEAO sobre el Mecanismo para la Prevención y Solución de Conflictos, el Mantenimiento de la Paz y la Seguridad Regional y el Protocolo adicional sobre la Democracia y la Buena Gobernanza, con el fin de reflejar las mejores prácticas con respecto a los mandatos presidenciales.	1
A este respecto, durante la aplicación hará falta flexibilidad a fin de asegurar que el marco se ajuste, según sea necesario, para responder a las novedades y los cambios que se produzcan en el contexto.	1
Prosiguió la cooperación estrecha entre la UNOMIG y las fuerzas de mantenimiento de la paz de la CEI mediante visitas de enlace periódicas, las reuniones cuatripartitas semanales, los intercambios de información y las patrullas conjuntas.	0
Decide aprobar la declaración adjunta sobre la acción mundial para combatir el terrorismo.	1
Es evidente que todas las instituciones encargadas de establecer el orden público enfrentan graves desafíos.	0
El Consejo de Seguridad pone de relieve que el Gobierno de la República Democrática del Congo tiene la responsabilidad primordial de reforzar la autoridad del Estado y la gobernanza en el este de la República Democrática del Congo por medios como una reforma efectiva del sector de la seguridad que incluya al ejército y la policía, y de poner fin a la impunidad de quienes cometan abusos a los derechos humanos y violaciones del derecho internacional humanitario, e insta al Gobierno de la República Democrática del Congo a que aborde las cuestiones de la explotación ilegal y el contrabando de recursos naturales.	1
Debe pedirse a los Estados Miembros que en sus actividades de rastreo empleen, según sea necesario, el sistema mundial de comunicaciones policiales de la INTERPOL "I-24/7" y el sistema electrónico de rastreo de armas de la INTERPOL.	1
En Italia, por ejemplo, la Unidad político-militar, establecida por la Oficina del Primer Ministro, está compuesta por representantes de alto rango de todos los ministerios y organismos partícipes en la lucha contra el terrorismo y tiene funciones amplias y detalladas.	0
No obstante, los Estados del Caribe han aprobado el Tratado sobre asistencia judicial recíproca en materia de asuntos penales graves para la región del Caribe (incluidos los delitos relacionados con el terrorismo, la financiación del terrorismo, el blanqueo de dinero y el tráfico de drogas).	0
Sin embargo, las instituciones financieras y de otro tipo que participan en la aplicación aún no tienen presente este cambio y el Equipo recomienda que el Comité y los Estados hallen el modo de divulgarlo.	1
El Consejo de Seguridad solicita al Secretario General que le informe al término de la fase de liquidación de la MINURCAT, el 30 de abril de 2011, de los progresos realizados en el este del Chad respecto de la protección de los civiles, especialmente las mujeres y los niños, incluidos: i) la situación de los refugiados y los desplazados internos y soluciones duraderas a su desplazamiento; ii) el acceso irrestricto, seguro y oportuno de la asistencia humanitaria, incluidas la circulación y la seguridad del personal humanitario y la prestación de asistencia humanitaria; iii) las medidas adoptadas para responder a las infracciones del derecho humanitario, las normas de derechos humanos y el derecho de los refugiados; y iv) la situación general de la seguridad, en la medida en que afecta a la situación humanitaria.	1
Israel debe también abstenerse de adoptar medidas unilaterales en Jerusalén que alteren el statu quo o socaven la confianza.	0
Uno o dos Estados han expresado su preocupación de que si congelan los activos de una organización sin fines de lucro incluida en la lista, no puedan financiar proyectos bajo su control, como orfanatos, hospitales o centros de refugiados.	0
En este contexto, el Primer Ministro Seniora ha pedido que continúe la asistencia y el apoyo de las Naciones Unidas para ese diálogo interno a fin de resolver la cuestión de las milicias libanesas y no libanesas en el Líbano, en plena conformidad con el Acuerdo de Taif.	1
Si bien muchos Estados Miembros han dicho al Equipo que el régimen hace una contribución positiva a sus esfuerzos nacionales para luchar contra Al-Qaida y los talibanes, la revisión puso a prueba su nivel de apoyo al exigirles insumos considerables, en especial a los Estados más afectados por la amenaza.	1
La mayoría de los Estados disponen de legislación en materia de blanqueo de dinero, y cuatro de ellos incorporan la financiación del terrorismo como delito determinante.	0
En el plazo de una semana a partir de la aprobación por el Comité de sus orientaciones normativas en un ámbito determinado, la Dirección Ejecutiva ha de elaborar el correspondiente plan de aplicación y presentárselo al Comité para su aprobación.	1
Este uso de explosivos caseros demuestra cómo los terroristas relacionados con Al-Qaida adaptan sus métodos en países en que el embargo de armas se aplica eficazmente.	0
Sobre la base del acuerdo suscrito el 13 de mayo de 2009 por el Primer Ministro y mi Representante Especial (véase S/2009/504, párr. 20), en el que se reiteraron los criterios acordados mutuamente para que la policía nacional reasumiera la responsabilidad primordial por las funciones de policía, al 20 de septiembre los equipos mixtos de evaluación integrados por representantes civiles y policiales del Gobierno y la UNMIT habían evaluado la totalidad de los 13 distritos y 6 unidades.	0
Subrayando la importancia de que se desarrolle la capacidad de las Fuerzas de Seguridad del Gobierno ... y, a este respecto, reafirmando la importancia de que se restablezcan las fuerzas de seguridad [nacionales] y se las adiestre, equipe y retenga, lo cual resulta vital para la estabilidad y seguridad de [el país afectado] a largo plazo, expresando su apoyo a la ... [internacional] y a otros programas de desarrollo de la capacidad, y poniendo de relieve la importancia de que la comunidad internacional preste un mayor apoyo coordinado, oportuno y sostenido,	1
Aunque es posible que, en la mayoría de los casos, el Gobierno no haya participado en la destrucción, su complicidad en los ataques durante los cuales se causó la destrucción y su presencia en el lugar de los hechos bastan para hacerlos también responsables de ella.	0
Estas cifras no tienen en cuenta la probable participación de grupos o individuos incluidos en la Lista en atentados reivindicados por grupos no incluidos en la Lista, como Tehrik-e-Taliban en el Pakistánd o Al-Shabaab en Somaliae.	0
Además, la Dirección Ejecutiva seguirá manteniendo un diálogo constructivo con los Estados Miembros por medio de reuniones celebradas en la Sede de las Naciones Unidas, visitas, seminarios y videoconferencias con funcionarios de las capitales pertinentes a fin de informar al Comité acerca de la aplicación por los Estados Miembros de diversos elementos de las resoluciones relativas a la lucha contra el terrorismo, incluidas las actualizaciones de las evaluaciones preliminares de la aplicación, las nuevas medidas de lucha contra el terrorismo adoptadas y la facilitación de la asistencia técnica.	1
A este respecto, se ha llegado a un entendimiento con las partes sobre la posibilidad de examinar los acuerdos militares, para responder mejor a las realidades sobre el terreno.	1
El Consejo reitera la importancia de atender las necesidades de las mujeres en lo que respecta a la consolidación de la paz y asegurar su participación en la elaboración y aplicación de estrategias para la etapa posterior a los conflictos.	1
Estrategia de lucha contra el terrorismo: coordinación de los organismos encargados de hacer cumplir la ley	0
Se cree que los terroristas de esta región dependen sobre todo de las armas convencionales.	0
Posteriormente, fiscales de los Países Bajos procuraron prohibir y disolver la organización y entregar al Estado cualquier saldo acreedor de la cuenta bancaria de la organización, pero el tribunal dictaminó que el Gobierno no había demostrado que la rama de Al-Haramain en los Países Bajos, separada y distinta de la organización internacional, había apoyado el terrorismo. Los fiscales de los Países Bajos anunciaron que se proponían apelar el dictamen del tribunal, y obtener más información sobre Al-Haramain y Al-Aquil de los Estados Unidos.	0
En la 5659ª sesión del Consejo de Seguridad, celebrada el 12 de abril de 2007, en relación con el examen por el Consejo del tema titulado "Amenazas a la paz y la seguridad internacionales causadas por actos terroristas", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	0
Reafirmando la necesidad de que todas las partes en los conflictos armados respeten los principios humanitarios de la humanidad, la neutralidad, la imparcialidad y la independencia a fin de garantizar la prestación de asistencia humanitaria, la seguridad de los civiles que reciben asistencia y la seguridad del personal humanitario, el personal de las Naciones Unidas y su personal asociado,	1
El Consejo de Seguridad toma nota de la inauguración del centro de excelencia internacional sobre la lucha contra el extremismo violento, que tuvo lugar en Abu Dhabi el 14 de diciembre de 2012.	0
Esto obviamente se debe a que los Estados en cuestión rechazaron sus medidas.	0
En agosto, en cumplimiento de un acuerdo suscrito por el Gobierno y el grupo armado de la oposición Mouvement pour la démocratie et la justice au Tchad a principios de 2010, 58 niños, incluidas 10 niñas, pudieron reunirse con sus familias.	0
Además, de conformidad con la orientación normativa aprobada por el Comité el 25 de mayo de 2006, la Dirección Ejecutiva también debería seguir asesorando al Comité sobre las cuestiones relativas a las normas internacionales de derechos humanos, el derecho de los refugiados y el derecho humanitario con respecto a la identificación y la aplicación de medidas eficaces para aplicar la resolución 1373 (2001), así como sobre las formas de lograr que las medidas adoptadas por los Estados Miembros para aplicar las disposiciones de la resolución 1624 (2005) se adecuen a las obligaciones que les incumben en virtud del derecho internacional, en particular las normas internacionales relativas a los derechos humanos, el derecho de los refugiados y el derecho humanitario.	1
Una asociación más estrecha o mejor organizada entre entidades afiliadas podría agravar la amenaza que suponen.	1
Es probable que el debate político se intensifique, dado que ya se han presentado a los tribunales varias apelaciones relacionadas con las elecciones.	0
"El Consejo de Seguridad recuerda sus resoluciones 1265 (1999), de 17 de septiembre de 1999, y 1296 (2000), de 19 de abril de 2000, sobre la protección de los civiles en los conflictos armados, así como las declaraciones de su Presidente de 12 de febrero de 1999 (S/PRST/1999/6), de 15 de marzo de 2002 (S/PRST/2002/6) y de 20 de diciembre de 2002 (S/PRST/2002/41), y reafirma la necesidad de mantener la protección de los civiles en los conflictos armados como tema importante en el programa del Consejo.	1
El intercambio de información permite evaluar mejor los riesgos de proliferación presentes en las oportunidades comerciales y, por tanto, es crucial para todos los participantes del sector privado y beneficia a las empresas con menores recursos, como las pequeñas y medianas empresas.	1
La actividad forma parte del diálogo en curso entre el programa sobre seguridad e imperio de la ley y el Gobierno Federal de Transición sobre las cuestiones relativas a las minas y el apoyo a los procesos que garantizarán que el Gobierno tenga conocimiento de los instrumentos jurídicos internacionales pertinentes y pueda considerar la posibilidad de participar en ellos.	1
Si bien es sabido que la mayoría de los Estados de la subregión han creado dependencias encargadas de la represión del terrorismo, sólo tres Estados han establecido estructuras institucionales adecuadas y la coordinación interinstitucional necesaria para tratar las cuestiones de la lucha contra el terrorismo.	0
[R]eitera su llamamiento a las partes en los conflictos armados [indicadas en el informe pertinente del Secretario General] que todavía no lo hayan hecho a que preparen y pongan en práctica, sin más demora, planes de acción concretos y con plazos para poner fin al reclutamiento y la utilización de niños en contravención del derecho internacional aplicable, y a que aborden todas las violaciones y abusos contra los niños en estrecha cooperación con [la Representante Especial del Secretario General para la Cuestión de los Niños y los Conflictos Armados], así como con el UNICEF y los equipos de tareas de las Naciones Unidas en los países que se encargan de la supervisión y presentación de informes.	0
Me preocupa mucho la última escalada que se ha producido entre Gaza e Israel.	0
Los miembros del Consejo recalcaron que la MINUEE se estableció por invitación de las dos partes y que está dispuesta a ayudarlas a aplicar los Acuerdos de Argel.	1
Anunció que el Secretario General había recibido de Timor Oriental una solicitud de admisión como Miembro de las Naciones Unidas, y esperaba con interés su examen por el Consejo.	1
7) Convenio para la represión de actos ilícitos contra la seguridad de la aviación civil, firmado en Montreal el 23 de septiembre de 1971; fue ratificado el 10 de agosto de 1973 y entró en vigor en la República Socialista de Checoslovaquia el 9 de septiembre de 1973 y	0
De hecho, en la mayoría de los casos los ataques se dirigieron intencionalmente contra la población y los objetos civiles.	0
Al parecer, el bosque está vigilado actualmente por el ejército nacional.	0
El 17 de octubre, el Jefe del Estado Mayor de la Defensa de Nigeria anunció que se había acordado un cese de las hostilidades con Boko Haram, tras las conversaciones facilitadas por el Gobierno del Chad en Yamena. El 19 de octubre, el Gobierno del Chad señaló que proseguían las negociaciones para alcanzar un acuerdo de alto el fuego y la liberación de las estudiantes secuestradas en Chibok. El 4 de noviembre, el Gobierno Federal de Nigeria anunció que no se había llegado a ningún acuerdo, pero que continuarían las conversaciones.	1
La continuación de los ataques asimétricos a personal de mantenimiento de la paz de las Naciones Unidas, así como los asesinatos y secuestros selectivos de civiles, son hechos preocupantes.	0
14. Invita al Secretario General a que señale a su atención situaciones en que los refugiados y los desplazados internos sean vulnerables a las amenazas de hostigamiento o en que sus campamentos sean vulnerables a la infiltración de elementos armados y en que esas situaciones puedan constituir una amenaza para la paz y la seguridad internacionales, expresa, a este respecto, que está dispuesto a examinar esas situaciones y, cuando sea necesario, adoptar medidas adecuadas para contribuir a establecer un entorno seguro para los civiles amenazados por los conflictos, especialmente prestando apoyo a los Estados que corresponda a este respecto, y recuerda, a este respecto, su resolución 1208 (1998), de 19 de noviembre de 1998;	0
10. Declara que está dispuesto a afrontar las situaciones de conflicto armado en que la población civil es objeto de ataques o la asistencia humanitaria destinada a ella es obstaculizada deliberadamente, en particular considerando la adopción de medidas apropiadas a disposición del Consejo de conformidad con la Carta de las Naciones Unidas, y toma nota, a ese respecto, de las recomendaciones pertinentes que figuran en el informe del Secretario General;	1
Manifestaron la esperanza de dar acogida a Timor Oriental en las Naciones Unidas.	1
En una nota, Theo Van Boven calificó esta disposición de más compleja y específica sobre el derecho de las víctimas a obtener reparación que cualquier otro tratado internacional precedente en materia de derechos humanos.	0
La crítica de la labor del Consejo y el Comité en esta esfera corre el riesgo de extenderse a todo el régimen de sanciones contra Al-Qaida y los talibanes y no debería menoscabar el apoyo universal de que ha gozado hasta la fecha.	0
El Real Ejército de Marruecos también indicó que sus esfuerzos se habían visto obstaculizados por la escasez de recursos y la falta de información disponible sobre las zonas infestadas de minas.	0
En consecuencia, en el último decenio, el Gobierno del Yemen ha adoptado una política clara para restablecer la estabilidad en Somalia, poner fin a la guerra civil en ese país y apoyar al Gobierno central.	0
Informó al Presidente Lahoud y el General Ghazali sobre la explosión en el momento en que ésta ocurrió [declaración de un testigo].	0
Notamos con preocupación que el ámbito de la seguridad sigue siendo problemático.	0
El Consejo de Seguridad reitera su llamamiento al Gobierno de la República Centroafricana para que revitalice los esfuerzos por reformar las instituciones del sector de la seguridad, elemento fundamental del proceso de consolidación de la paz en la República Centroafricana, y por hacer frente a la impunidad generalizada, promoviendo el estado de derecho y aumentando el respeto de los derechos humanos.	1
Del 24 al 28 de octubre de 2011, la División de Asesoramiento Civil y Militar de la KFOR y la Fuerza de Seguridad de Kosovo completaron conjuntamente la etapa de armonización de su cuarta evaluación conjunta.	0
c) Alentar a los Estados a ampliar el intercambio de información entre las autoridades encargadas del control fronterizo en la región y a mejorar la seguridad de las fronteras en los puntos de ingreso para impedir el traslado ilegal transfronterizo de personas, carga y armas y explosivos.	1
La información presentada en informes anteriores examinados por la Comisión se basa sobre todo en declaraciones de testigos obtenidas en entrevistas a personas desplazadas dentro del país y refugiados.	1
A pesar de la decisión adoptada en 2006 por el Diálogo Nacional, y confirmada en sus sesiones subsiguientes, no se han producido avances en relación con el desmantelamiento de las FPLP-CG, con sede en Damasco, ni de las bases militares de Fatah al-Intifada en el Líbano.	1
En vista de las observaciones que lo anteceden, y sobre la base del corpus de derecho antes citado sobre derechos humanos, se justifica el postulado de que, en la actualidad, cada vez que se comete una transgresión grave de los derechos humanos que se pueda también calificar de crimen internacional, el derecho internacional consuetudinario no solamente establece la responsabilidad penal de quienes la cometieron, sino que también impone a los Estados de la nacionalidad de los autores, o en cuyo nombre actuaron como órganos de jure o de facto, la obligación de resarcir (incluida una indemnización) los daños causados.	1
Cinco Estados tienen legislación vigente en la que se tipifica como delito la financiación del terrorismo y nueve Estados han aprobado leyes contra el blanqueo de dinero.	0
El Programa sobre la Delincuencia Marítima de la UNODC continúa apoyando a los Estados de la región que están enjuiciando los delitos de piratería, a saber, Kenya, Mauricio, Seychelles y la República Unida de Tanzanía.	1
El execrable plan terrorista se completó en la mañana del 18 de marzo con otro atentado con bomba perpetrado en Aleppo. Los terroristas takfiri, y quienes los respaldan y apoyan y abiertamente les suministran dinero y armas, siguen llevando a cabo operaciones terroristas como parte de la conspiración dirigida contra la República Árabe Siria, su pueblo y sus instituciones.	0
El Consejo reconoce que el desarrollo y la seguridad se refuerzan recíprocamente y son vitales para un enfoque eficaz y amplio de la lucha contra el terrorismo.	1
El Consejo alienta a las autoridades de Burundi a que trabajen con el Representante Especial del Secretario General para establecer un mecanismo que permita poner fin a la impunidad y promover la reconciliación.	0
El Consejo instó a los Gobiernos del Sudán y Sudán del Sur a cumplir plenamente los compromisos contraídos en los acuerdos de 29 de junio de 2011, sobre la creación de una zona fronteriza desmilitarizada segura, y de 30 de julio de 2011, en relación con el establecimiento de un mecanismo conjunto de verificación y vigilancia de fronteras, y los instó también a que cooperaran plenamente entre sí y prestaran todo su apoyo a la UNISFA para que pudiera cumplir su mandato.	1
Para que el sistema funcione con eficacia, es indispensable que todos los activos objeto de sanciones de una persona o entidad incluida en la Lista sean congelados tan pronto como se hace esa inclusión.	0
7. Pide al Representante Ejecutivo del Secretario General que facilite y promueva el diálogo entre los interesados nacionales e internacionales, en particular en el contexto de las próximas elecciones, y que continúe apoyando sus esfuerzos por mantener la paz y la estabilidad;	1
Así pues, el conflicto no consiste meramente en una situación de tensiones internas y de disturbios interiores, motines o actos esporádicos y aislados de violencia, sino que se cumplen los requisitos de a) existencia de grupos armados organizados que luchan contra las autoridades centrales, b) control por parte de los rebeldes de parte del territorio y c) enfrentamiento armado prolongado, previstos en el artículo 3 común a los Convenios de Ginebra que confieren a esta situación el carácter de conflicto armado interno.	0
El hecho de que los Estados y el Comité procuren mantener la inclusión de ideólogos en la Lista a pesar de su escasa repercusión parece indicar una tendencia más amplia de la lucha contra el terrorismo, que consiste en mantener un equilibrio entre los esfuerzos para atrapar y detener a los terroristas y los esfuerzos por evitar que otras personas se conviertan en terroristas.	0
El Consejo de Seguridad recuerda su apoyo a las gestiones del Secretario General para establecer oportunamente el tribunal especial para el Líbano, como medio para poner fin a la impunidad en el país y disuadir de que se cometan nuevos asesinatos en el Líbano.	1
A petición del Gobierno de Transición, mi Representante Especial transmitió el 25 de agosto al Presidente Kabila, en nombre del Comité Internacional de Apoyo a la Transición, un documento de exposición de conceptos sobre el establecimiento de una cuarta comisión mixta encargada de la buena gobernanza y gestión económica.	1
:: El Consejo de Seguridad puede ser más eficaz alentando a los Estados a hacer más para investigar y enjuiciar las violaciones graves del derecho internacional humanitario. ¿Cómo puede evaluarse esto? ¿Cómo puede "incentivar" el Consejo a los Estados a que actúen contra la impunidad?	1
11. Durante el período sobre el que se informa, las Fuerzas Armadas de las Entidades realizaron actividades normales de instrucción, de conformidad con las disposiciones militares del Acuerdo de Paz de Dayton.	0
Propuesta de enfoque para aumentar la receptividad del marco de análisis de conflictos a las cuestiones de género en que se prevea la elaboración de indicadores adaptados a las cuestiones de género y variables relacionadas con los conflictos.	1
También se ha dicho que Al-Shabaab ha podido obtener el apoyo de otras redes terroristas internacionales.	1
También ha llegado el momento de que Belgrado abandone su posición negativa respecto de la participación de los serbios de Kosovo.	1
También ha habido denuncias generalizadas y confirmadas de que algunos miembros de los Janjaweed entraron a formar parte de la policía.	0
Estamos convencidos de que una pronta conclusión de esas conversaciones, con la firma de un acuerdo general y final de paz, facilitará en gran medida las iniciativas de lucha contra el terrorismo y la delincuencia organizada transnacional en nuestra región.	1
Dicha decisión estableció a partir de esa fecha una prohibición de las relaciones comerciales, económicas, financieras y de transporte, entre otras, con Abjasia a nivel de Estado.	0
Según fuentes oficiales australianas, el adiestramiento incluye la fabricación de bombas y técnicas para cometer atentados suicidas.	0
Ésta es la esencia de las tradiciones humanitarias de Côte d'Ivoire: una sociedad con un firme espíritu democrático, que ansía el Estado de derecho y el respeto de los derechos humanos de todos, sin discriminación por motivos de nacionalidad ni origen.	1
En el informe se recomienda que el Comité formule normas mínimas de identificación para las entradas y simplifique sus procedimientos de exclusión de nombres cuando se disponga de pruebas suficientes de que esas personas han fallecido.	1
El Consejo de Seguridad encomia los esfuerzos de la operación ATALANTA de la Unión Europea, las operaciones Allied Protector y Ocean Shield de la Organización del Tratado del Atlántico Norte, dirigidas por Estados miembros de la OTAN, la Fuerza Combinada de Operaciones 151 de las Fuerzas Marítimas Combinadas, dirigida por los Estados Unidos de América, Dinamarca, Nueva Zelandia, el Pakistán, la República de Corea, Singapur, Tailandia, Turquía, y otros Estados actuando a título individual y en cooperación con las autoridades somalíes y entre sí, para reprimir la piratería y proteger los buques vulnerables que transitan por las aguas situadas frente a las costas de Somalia, y agradece los esfuerzos de los Estados Miembros, entre ellos China, la Federación de Rusia, la India, el Japón, Malasia y la República de Corea, que han desplegado buques o aeronaves en la región, como se indica en el informe del Secretario General (S/2012/783).	1
En el párrafo 67 de su opinión el Abogado General expone cinco razones por las que el control minucioso no es aplicable en este contexto: a) el carácter preventivo de las sanciones contra Al-Qaida; b) el contexto internacional del acto impugnado; c) la necesidad de alcanzar un equilibrio entre las exigencias de la lucha contra el terrorismo y las de la protección de los derechos fundamentales; d) el carácter político de las evaluaciones del Comité 1267; y e) las mejoras de los procedimientos de supresión de la Lista por el Comité 1267 en los últimos años, particularmente desde la decisión de 2008 del Tribunal de Justicia de la Unión Europea en la causa Kadi.	0
El Consejo exhorta [al Estado afectado] a que aplique inmediatamente procedimientos adecuados para resolver la cuestión de los derechos de propiedad y a que ponga fin a todo tipo de discriminación contra [la población minoritaria] en el suministro de beneficios sociales y de asistencia para la reconstrucción.	1
- Pedir el estricto cumplimiento por las partes en un conflicto armado de las normas aplicables del derecho internacional humanitario y los derechos humanos en relación con la protección de la mujeres y las niñas afectadas por un conflicto armado.	1
En nombre de la República Checa, desearía agradecer al Comité contra el Terrorismo todo lo que hace en la lucha en contra del terrorismo internacional.	1
:: Las reuniones consultivas celebradas con diversos asociados, quienes habían reconocido la importancia del programa de inversiones prioritarias y habían expresado su compromiso de apoyar al G-5 del Sahel con respecto a la financiación del programa y al establecimiento de la secretaría permanente, incluidos el Banco Mundial, el Banco Africano de Desarrollo, el Banco Islámico de Desarrollo, los fondos y bancos árabes, la Unión Europea y las Naciones Unidas. Esos asociados habían elogiado la energía del G-5 del Sahel y el firme liderazgo de los Jefes de Estado, demostrado en su excelente planteamiento para abordar los principales problemas del Sahel, en particular en materia de seguridad y desarrollo.	1
a) Revisar las leyes penales a fin de garantizar que los delitos en cada una de las categorías designadas sean debidamente tipificados como delito y promulgar disposiciones legislativas contra el terrorismo cuando corresponda;	1
Aunque todavía no se ha iniciado el período oficial de campaña, los partidos de la oposición y la sociedad civil expresaron preocupación ante las acciones llevadas a cabo por las autoridades nacionales, en particular la policía, para perturbar sus actividades políticas.	0
En opinión del Coordinador, que comparten sus interlocutores, esta modalidad podría llegar a ser el centro de un mecanismo operativo eficaz que establecería claros parámetros para lograr avances en la búsqueda de los desaparecidos, según se indicaba en mi informe completo (S/2009/190, párr. 16).	1
Ello podría ayudar también a promover la cooperación regional en la lucha contra el terrorismo.	1
Los Estados Miembros deben seguir considerando la posibilidad de incluir en la Lista a las personas clave que sean esenciales para impartir adiestramiento o facilitar el reclutamiento de personal para las entidades afiliadas a Al-Qaida.	1
6. Recuerda las obligaciones a que se hace referencia en el párrafo 2 e) de la resolución 1373 (2001) y las recuerda en particular respecto de los atentados terroristas contra el personal, los miembros de las operaciones de mantenimiento de la paz y las instalaciones de las Naciones Unidas;	1
En respuesta a una invitación del Presidente del Consejo Económico y Social, el 3 de mayo el Presidente del Consejo asistió a la reunión de alto nivel del Consejo Económico y Social para analizar la labor de sus grupos consultivos especiales sobre países de África que salen de situaciones de conflicto (Burundi y Guinea-Bissau).	1
Según ya se ha indicado, en el presente período de sesiones se adoptó una decisión respecto del pago de indemnizaciones.	1
Expresando su preocupación por todas las violaciones y abusos de los derechos humanos, el Consejo exhorta a las autoridades libias a investigar y hacer comparecer ante la justicia a los autores de tales actos, incluidos los cometidos contra los niños.	1
Sin embargo, a menudo la detección y prevención en la frontera no son eficaces porque no se aplican los indicadores de riesgo y los criterios de detección; no hay intercambio de información ni cooperación entre los funcionarios de aduanas, los encargados de hacer cumplir la ley y los departamentos de inmigración, y las unidades de inteligencia financiera; y no hay recursos humanos ni materiales especializados.	0
En nombre del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), tengo el honor de comunicarle que el Comité ha acordado celebrar una reunión abierta, según lo previsto en su informe sobre las modalidades para realizar un examen amplio del estado de aplicación de la resolución 1540 (2004) elaborado con arreglo a lo dispuesto en el párrafo 8 de la resolución 1810 (2008) (S/2009/170).	1
En sus recomendaciones, la Comisión Nacional propuso medidas administrativas y judiciales, en particular que se estudiaran las causas del conflicto y que se solucionaran las deficiencias administrativas, uno de los factores que lo habían agravado.	1
6. Confirma que lo dispuesto en el párrafo 1 a) supra se aplica a los recursos económicos de todo tipo, incluidos, entre otros, los utilizados para prestar servicios de Internet o servicios conexos, utilizados para apoyar a los talibanes que figuran en la presente Lista y otras personas, grupos, empresas y entidades asociados con ellos, así como otras personas, grupos, empresas y entidades asociados con los talibanes que constituyan una amenaza para la paz, la estabilidad y la seguridad del Afganistán y otras personas, grupos, empresas o entidades asociados con ellos;	0
La porosidad de las fronteras sigue dificultando un control eficaz, y hay que avanzar en desarrollar enfoques regionales y mejores prácticas (por ejemplo, en la actividad policial en las comunidades) para subsanar estos problemas.	0
Un alto funcionario del Gobierno a nivel provincial describió cómo el Gobierno, en una campaña inicial de reclutamiento de combatientes, había recurrido también a proscritos árabes y, tal como se ha indicado en otros informes, a personas condenadas por delitos penales.	0
El marco se sustenta en la premisa de que el pueblo de Darfur y las partes en el conflicto deben dirigir el proceso de paz y su aplicación, y las Naciones Unidas, la Unión Africana y los asociados internacionales deben desempeñar una labor de facilitación.	0
La prisión se ha construido para proporcionar condiciones de detención humanas y seguras en consonancia con las normas internacionales de derechos humanos.	0
El 20 de septiembre 778 agentes terminaron su formación en la academia de policía. De estos agentes, 35 eran mujeres y 148 ex militares.	0
La Federación de Rusia considera esencial seguir reforzando las bases jurídicas de la lucha contra el terrorismo en el derecho internacional, ante todo dando carácter universal a los convenios y convenciones existentes en la materia mediante la adhesión de todos los Estados Miembros de las Naciones Unidas.	1
b) Solucionar las deficiencias en la tipificación como delito de la financiación del terrorismo e incluirlo como delito determinante del blanqueo de dinero, así como las relativas a la congelación de activos de terroristas, previéndose en particular la existencia de salvaguardias suficientes e incluyéndose exenciones humanitarias en los procedimientos de congelación;	1
En opinión de ese Estado, tal actividad, en su forma más radical, suele conducir a un extremismo violento y ocasionar víctimas mortales.	0
Los debates y las negociaciones sobre el modo de garantizar la rendición de cuentas por los crímenes con arreglo al derecho internacional han continuado desde hace años en Burundi, inclusive con las Naciones Unidas.	1
Los organismos encargados del cumplimiento de la ley están bien estructurados y se han establecido órganos, comités y unidades especiales para la lucha contra el terrorismo.	0
El 24 de julio de 2008 el Comité mantuvo un intercambio de opiniones con el Representante Especial del Secretario General para Somalia, Sr. Ahmedov Ould-Abdallah, en relación con la petición formulada por el Consejo en los párrafos 6 y 7 de la resolución 1814 (2008).	1
Expresando su determinación de facilitar el cumplimiento de las obligaciones de lucha contra el terrorismo derivadas de las resoluciones de las Naciones Unidas,	1
En la 4679ª sesión del Consejo de Seguridad, celebrada el 20 de diciembre de 2002, para proseguir el examen del tema titulado "Protección de los civiles en los conflictos armados", iniciado en su 4660ª sesión, que tuvo lugar el 10 de diciembre de 2002, el Presidente del Consejo de Seguridad formuló la declaración siguiente en nombre del Consejo:	1
