ar	QuadClass
483 - وقد رفضت اللجان العديد من الحالات بحجة أن استجوابها للضحايا كشف عن أن الجريمة المشكو منها لا تصل إلى حد الاغتصاب، إذ لم يقع فيها إيلاج، أو أن الشاكيات قد خلطن بين الاغتصاب والاضطهاد، وجئن عن خطأ بشكاوى تتعلق بأشكال أخرى للاعتداء أو العنف، مثل الضرب.	3
144 - إن الدول مسؤولة بموجب القانون الدولي لحقوق الإنسان عن كفالة حماية حقوق الإنسان والحريات الأساسية وحفظها في جميع الأوقات، في زمن الحرب وزمن السلم على السواء.	0
"""ويشدد على أنه لا ينبغي لأي محاولة لزعزعة استقرار لبنان أن تحول دون إجراء انتخابات رئاسية حرة ونزيهة، دون إبطاء، بما ينسجم وقواعد الدستور اللبناني، دون أي تدخل أو تأثير أجنبيين وفي ظل الاحترام الكامل للمؤسسات الديمقراطية."	0
وإذ يشير إلى قراراته بشأن تجنيد واستخدام الأطفال والنزاعات المسلحة،	0
وفي هذا الصدد، تلقيت رسالة مؤرخة 6 كانون الأول/ديسمبر 2007 من الممثل الدائم للمغرب لدى الأمم المتحدة (S/2007/714) ورسالة أخرى مؤرخة 12 كانون الأول/ديسمبر 2007 من وزير الشؤون الخارجية والتعاون للمغرب (S/2007/731)، تضمن كل منهما ادعاءات بوقوع انتهاكات لأحكام الاتفاقات العسكرية التي تم التوصل إليها في عام 1991.	3
وعلى الرغم من التقدم الذي أحرزته الحكومة وفقا لخطة العمل والمتمثل على وجه التحديد في نشر قوات الشرطة، فإنها لم تنفذ التزامها بعدم الدخول إلى المناطق الواقعة تحت سيطرة الحركات المسلحة.	0
وكان من بين المدنيين الـ 57 الذين قُتلوا خمسةُ أطفال (اثنان منهم ماتا أثناء التعذيب)، و 51 من المقاتلين المتمردين.	1
16 - وفي 24 آذار/مارس، وافق مجلس الوزراء على السياسة الوطنية الخاصة بالاتصالات، التي توضح موقف الحكومة من تطوير وسائط الإعلام.	4
وأشير في البيان الرئاسي أيضا إلى أهمية تعزيز حقوق الإنسان وحمايتها ومكافحة الإفلات من العقاب، وأُعرب عن قلق المجلس البالغ إزاء قرار حكومة جمهورية الكونغو الديمقراطية القاضي بطرد رئيس مكتب الأمم المتحدة المشترك لحقوق الإنسان من البلد.	0
57 - وكان غرض الزيارة هو: استعراض ما أحرز من تقدم في تنفيذ خطة العمل الموقعة بين الحكومة وفريق الأمم المتحدة القطري المعني بالرصد والإبلاغ في 4 تشرين الأول/أكتوبر 2012؛ ومناقشة الاستنتاجات المعتمدة في 19 أيلول/سبتمبر 2014 بشأن الأطفال والنزاع المسلح في جمهورية الكونغو الديمقراطية؛ والتواصل مع الوزارات المعنية ومسؤولين حكوميين آخرين والجهات المعنية بحماية الطفل والمنظمات غير الحكومية ومع أطفال كانوا مرتبطين بجماعات مسلحة فيما مضى والوقوف مباشرة على حالة الأطفال المتضررين من النزاع المسلح في جمهورية الكونغو الديمقراطية، مع توجيه عناية خاصة إلى الجهود التي تبذلها القوات المسلحة لجمهورية الكونغو الديمقراطية للامتثال للالتزامات الواقعة عليها وإلى التحديات المتبقية، بما فيها تلك المتعلقة بالجهات التي ليست دولا المدرجة في التقرير السنوي للأمين العام؛ وتقييم تحديات وفرص إعادة إدماج الأطفال المرتبطين بالقوات والجماعات المسلحة في جمهورية الكونغو الديمقراطية.	0
ويحث مجلس الأمن حكومة جمهورية الكونغو الديمقراطية على الإسراع في التحقيق في عمليات الاغتصاب الجماعي التي جرت في تشرين الثاني/نوفمبر من عام 2012 والتي ارتكبتها عناصر من القوات المسلحة في مينوفا وتقديم الجناة إلى العدالة.	1
كذلك، يدين مجلس الأمن الإرهاب بجميع أشكاله ومظاهره، أيا كانت صورته أو الجهة التي ترتكبه.	3
وقد أوفت المملكة المغربية في هذا الصدد بكامل واجباتها في حينه، ولا سيما بإفراجها عن الأفراد المحتجزين، بمن فيهم العسكريون الجزائريون، وبتقديم جميع الإيضاحات التي طلبتها لجنة الصليب الأحمر الدولية بشأن ادعاءات الاختفاء.	2
''ويؤكد مجلس الأمن من جديد أن على الدول الأعضاء أن تضمن امتثال أي تدابير تتخذها بغية مكافحة الإرهاب لميثاق الأمم المتحدة ولكل ما يقع عليها من التزامات أخرى بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان والقانون الدولي للاجئين والقانون الدولي الإنساني.	0
ورأت عدة وفود أن القرارات التي تنهض بالمسائل المعلقة تتخذ بشق الأنفس بالنظر إلى الحالات الداخلية الراهنة، ولا سيما النـزاع في جنوب السودان.	0
وكانت الأولى عبارة عن شاحنة صغيرة بيضاء تحمل ثلاثة رجال في زي عسكري مسلحين بأسلحة من طراو إم 16 وكانت الثانية شاحنة صغيرة حمراء تحمل ما بين 15 و 20 مسلحا، يرتدي بعضهم زيا عسكريا وآخرون ملابس مدنية.	1
وقلة من الدول هي التي قامت بتحديث أطرها القانونية بصورة شاملة لتضم قوانين محددة بشأن تمويل الإرهاب.	0
''ويكرر مجلس الأمن التأكيد على أن التهديد المتزايد الذي يشكله المقاتلون الإرهابيون الأجانب جزء من المسائل والاتجاهات والتطورات الناشئة ذات الصلة بالقرارين 1373 (2001) و 1624 (2005)، ويشجع لجنة مكافحة الإرهاب على عقد اجتماعات استثنائية في عام 2015 بمشاركة الدول الأعضاء والمنظمات الدولية والإقليمية المعنية لمناقشة سبل وقف تدفق المقاتلين الإرهابيين الأجانب ومنع الإرهابيين من استغلال الإنترنت ووسائل التواصل الاجتماعي للتجنيد والتحريض على الأعمال الإرهابية، وذلك في إطار احترام حقوق الإنسان والحريات الأساسية، وعلى نحو يمتثل للالتزامات الأخرى التي يقضي بها القانون الدولي؛ ويشير في هذا الصدد إلى أهمية أن تعقد اللجنة اجتماعات في المناطق المتضررة تتناول المواضيع ذات الصلة بالولاية المنوطة باللجنة.	3
:: أن يتم إعداد مبادئ توجيهية/إرشادات واضحة لتحديد ما يمكن أن تقوم به البعثات من أجل حماية المدنيين، بما في ذلك اتخاذ تدابير عملية لتوفير الحماية لهم من قبيل القيام بدوريات أمنية مكثفة ومنتظمة في المناطق المحتمل أن يتزعزع الاستقرار فيها، وإنشاء أفرقة مشتركة للحماية أو خلايا للرصد المبكر.	2
واستحدث العديد من الدول تدابير لمكافحة الهجرة غير الشرعية وتهريب الأسلحة والمتفجرات، لكن ثمة حاجة إلى تنفيذ أوسع وأكثر اتساقا في أغلب المناطق.	0
وذَكَرت أن التعاون بين الحكومة والمجتمع المدني يشكل جزءا أساسيا من الجهود لمنع الناس من التحول إلى الإرهاب، وأشارت إلى أنها تكثف من جهودها لتحديد الخطاب الذي يحض على الكراهية بشبكة الإنترنت، والتحقق منه.	2
34 - يقرر أن يستعرض تنفيذ التدابير المبينة في هذا القرار بعد ثمانية عشر شهرا وأن يجري التعديلات اللازمة، حسب الاقتضاء، لدعم السلام والاستقرار في أفغانستان؛	0
31 - وفي ما يتعلق بالتنسيق الداخلي، أنشأ العديد من الدول الآسيوية وكالات أو هيئات مركزية مكلَّفة بتنسيق أنشطة مكافحة الإرهاب، وتحليل الاستخبارات المتصلة بها، بما في ذلك ما يخص التحريض.	0
5 - إبان الحرب الباردة، لفت الأمناء العامون للأمم المتحدة الانتباه إلى قضايا محددة تتعلق بالجريمة العابرة للحدود من التي تعقّد حالات النزاع المدرجة بالفعل في جدول أعمال مجلس الأمن.	1
وكانت معي أيضا في ذلك اليوم أختي البالغة من العمر 8 سنوات وقد اُغتصبت هي الأخرى ولكنها لم تتعرض للضرب.	1
وأنشئت اللجان استجابة لادعاءات أشارت إلى وقوع انتهاكات للقانون الدولي لحقوق الإنسان والقانون الإنساني الدولي في سياق النزاعات()، وكذلك في حالات شهدت درجات عنف مرتفعة ارتبطت في أحيان كثيرة، وإنما ليس بشكل حصري، بالعمليات الانتخابية أو السياسية، وانطوت على انتهاكات جسيمة لقانون حقوق الإنسان().	3
وإذ يشدد على الدور المركزي الذي تضطلع به الأمم المتحدة في مكافحة الإرهاب على الصعيد العالمي وإذ يرحب باعتماد الجمعية العامة للأمم المتحدة استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب (A/60/288) في 8 أيلول/سبتمبر 2006 وبإنشاء فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب بغية ضمان التنسيق والاتساق الشاملين في جهود مكافحة الإرهاب التي تبذلها منظومة الأمم المتحدة،	4
"""ويلاحظ مجلس الأمن مع القلق أن الإرهاب لا يزال يشكل تهديدا خطيرا للسلام والأمن الدوليين والتمتع بحقوق الإنسان والتنمية الاجتماعية والاقتصادية لجميع الدول الأعضاء، ويقوض الاستقرار والازدهار العالميين، وأن هذا التهديد قد أصبح أكثر انتشارا، حيث ازدادت الأعمال الإرهابية في مختلف مناطق العالم، بما فيها الأعمال التي ترتكب بدافع من التعصب أو التطرف، ويعرب عن تصميمه على التصدي لهذا التهديد."	3
وفي إندونيسيا، يبدو أن الجماعة الإسلامية قد انتقلت من الأجهزة المتفجرة المرتجلة الكبيرة المحمولة على متن المركبات، والمؤلفة من متفجرات تجارية أو تقليدية الصنع (كلوريت البوتاسيوم والكبريت ومسحوق الألمنيوم ممزوجة بفتيل إشعال من مادة مثل التراينيتروتولوين (TNT)) كما استُخدمت في التفجير الأول الذي وقع في مدينة بالي في تشرين الأول/أكتوبر 2002، إلى استخدام نهج أكثر تركيزا على الهدف حيث يحمل الأفراد قنابل أصغر إلى المنطقة المستهدفة، كما شوهد في الهجمات الثانية التي وقعت في بالي في تشرين الأول/أكتوبر 2005.	1
وادعت اللجنة أن عددا غير معروف من الجنود و 13 مدنيا قد قتلوا على يد المتمردين داخل المستشفى في برام.	1
559- وتبعا لظروف كل حالة، يكون الركن المعنوي الذي يشترطه القانون الدولي هو العلم (أي الوعي بأن جرائم يجري ارتكابها أو أن ارتكابها وشيك) والقصد (الرغبة أو الإرادة في عدم اتخاذ إجراء) أو التقصير على الأقل (الوعي بأن عدم منع عمل المرؤوسين يحتمل أن تترتب عليه بعض النتائج الضارة، ثم تجاهل هذا الاحتمال رغم ذلك).	0
24 - قام رئيس اللجنة ورئيس كل من اللجنتين المنشأتين عملا بقراري مجلس الأمن 1373 (2001) و1540 (2004)، اللتين تعالجان بدورهما مسائل تتعلق بمكافحة الإرهاب، بتقديم إحاطتين مشتركتين لمجلس الأمن في عام 2009. وجرت الإحاطتان في 26 أيار/مايو (انظر الوثيقة S/PV.6128) و 13 تشرين الثاني/نوفمبر (انظر الوثيقة S/PV.6217).	0
وفي مشاورات المجلس بكامل هيئته، أعرب أعضاء مجلس الأمن عن القلق من التدهور المستمر للحالة الإنسانية، وأدانوا انتهاكات القانون الإنساني الدولي التي يرتكبها جميع أطراف النـزاع السوري.	3
101 - وتسعى حكومة كوت ديفوار، منذ تشرين الثاني/نوفمبر عام 2004، إلى إصلاح القوات الجوية لكوت ديفوار والحفاظ عليها وإعادة بنائها بوصف ذلك بياناً سياسياً وإقراراً بأن القوة الجوية توفر للحكومة ميزة عسكرية لا تمتلكها القوات الجديدة.	0
ومع أن عددا قليلا جدا من البلدان في أفريقيا كان قد صدق في أوائل عام 2003 على ما لا يقل عن أربعة من الصكوك القانونية الدولية الـ 12 القائمة آنذاك لمكافحة الإرهاب، فإن معظم البلدان قد صدقت الآن على غالبيتها.	1
وعملت فرق الأمن اللبنانية (الشرطة والجيش) يدا بيد مع الفريق الأمني التابع للجنة التحقيق لضمان سلامة وأمن أفراد اللجنة وأماكن عملها.	2
وفي أماكن أخرى، على طول الخط الأزرق، تهدد الانتهاكات بزعزعة الاستقرار الهش.	3
فقد بدأ تقليص قوام شرطة البعثة تدريجيا في نيسان/أبريل حيث جرى خفضه في أيار/مايو، بما يصل مجموعه إلى 22 ضابطا.	2
35 - وفي منتصف شهر آذار/مارس أعلن العميد رواك عن تسريح 594 جنديا بأثـر رجعي اعتبارا مـن 1 آذار/مارس.	2
(س) العمل، بالتشاور الوثيق مع السلطات [الوطنية] ... ، على وضع وتنفيذ برنامج مشترك متعدد السنوات مع الأمم المتحدة لدعم العدل من أجل تطوير تسلسل النظام العدلي الجنائي والشرطة والقضاء والسجون في المناطق المتضررة من النزاع، وعلى توفير دعم برنامجي استراتيجي على المستوى المركزي ...	2
22 - وقد تم تسجيل الدفعة الأولى من أفراد الميليشيا، وقوامها 000 2 فردا، في غيغلو في حزيران/يونيو 2006 حيث تم في وقت لاحق نزع سلاح 981 منهم مع دفع بدل شبكة الأمان النقدية لهم.	2
41 - لا يزال تنظيم القاعدة والتنظيمات المنتسبة إليه تعمل بتكلفة منخفضة عموما، ولا سيما عندما يتعلق الأمر بخطط الهجوم على الصعيد الدولي.	0
ومن ثم، وعلى غرار الفئة السابقة من الجرائم، فأي جريمة ترتكبها المليشيات لا تحرك فحسب المسؤولية الجنائية لمرتكب الجريمة وإنما تحرك أيضا مسؤولية السلطات الرئاسية لهذه المليشيات في السودان إذا كانت الأخيرة قد أمرت بارتكاب تلك الجرائم أو خططت لارتكابها أو تقاعست عن منعها أو قمعها (مفهوم مسؤولية الرئيس).	1
(ك) توفير التدريب العسكري في مجالات منها حقوق الإنسان، والقانون الإنساني الدولي، وحماية الطفل، ومنع العنف الجنساني، لمختلف عناصر ووحدات الألوية المدمجة التابعة للقوات المسلحة لجمهورية الكونغو الديمقراطية المنتشرة في الجزء الشرقي منها في إطار الجهود الدولية الأوسع نطاقا لدعم إصلاح قطاع الأمن؛	2
16 - يكرر تأكيد أنه يجب على اللجنة أن تتخذ قرارا برفض الإشعارات المقدمة عملا بالفقرة 1 (أ) من القرار 1452 (2002) بهدف منع الإفراج عن الأموال وغيرها من الأصول المالية أو الموارد الاقتصادية التي تقرر الدولة أو الدول التي قدمت الإشعار أنها ضرورية لتغطية المصروفات الأساسية؛	0
"""يدرك مجلس الأمن أن تمثيل النساء ما زال ناقصا في عمليات السلام الرسمية ويشعر بعميق القلق إزاء استمرار العقبات والتحديات الناجمة عن حالات معينة من مثل العنف ضد المرأة، والاقتصادات والبنى الاجتماعية المتداعية، وانعدام سيادة القانون، والفقر، ومحدودية فرص الحصول على التعليم والإفادة من الموارد الأخرى، ومختلف أشكال التمييز والتنميط."	1
في 11 تشرين الثاني/نوفمبر، اتخذ المجلس القرار 2183 (2014)، بأغلبية 14 صوتا وامتناع عضو واحد عن التصويت، ومدّد ولايةَ قوة تحقيق الاستقرار المتعددة الجنسيات في البوسنة والهرسك (عملية ألثيا التابعة لقوة الاتحاد الأوروبي) لمدة 12 شهرا أخرى.	2
ويعمل مركز تنسيق إجراءات مكافحة الألغام الذي أنشئ حديثا على تحسين المعلومات المتاحة بشأن انتشار الألغام والتصدي لها، ورفع مستوى سلامة موظفي الأمم المتحدة العاملين في الميدان، وتقديم الدعم التقني والمادي لبرامج مكافحة الألغام في الصحراء الغربية.	2
ويكرر هذا الصك غير الملزم التأكيد، دون وضع أي التزام دولي جديد، على التزام الدول بكفالة احترام القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان وتنفيذهما عن طريق التشريعات الوطنية، ويركز على دور الدول في توفير وسائل الانتصاف الكافية والفعالة والفورية والملائمة بما في ذلك جبر الضرر للضحايا.	0
وأطلق الرجال في هذه المركبات والجنود في الشارع النيران على مركبات الشرطة، مما أدى إلى إصابة جندي بقوة الشرطة في ساقه.	1
"""ويكرر مجلس الأمن دعوته إلى جميع أطراف أي صراع مسلح، بما فيها الأطراف من غير الدول، إلى الامتثال التام لأحكام ميثاق الأمم المتحدة وقواعد ومبادئ القانون الدولي، ولا سيما القانون الإنساني الدولي وقانون حقوق الإنسان واللاجئين، في حالة انطباقه، وتنفيذ قرارات مجلس الأمن ذات الصلة تنفيذا تاما."	0
وقد عُدّل هذا النظام في القرارين 1333 (2002) و 1390 (2002)، فبات يفرض ثلاثة تدابير (تجميد الأصول، وحظر السفر، وحظر توريد الأسلحة) تستهدف جهات محددة من الأفراد والكيانات المرتبطين بحركة طالبان وتنظيم القاعدة.	1
60 - ومن المهم بشكل خاص تنمية أوجه التبادل العملية بين مجلس الأمن والجمعية العامة بشأن وقف تدفقات الأسلحة والذخيرة على نحو غير مشروع على مناطق الأزمات والنـزاعات.	1
يتشرف فريق الدعم التحليلي ورصد الجزاءات المنشأ عملا بقرار مجلس الأمن 1526 (2004)، بشأن تنظيم القاعدة وحركة الطالبان وما يرتبط بهما من أفراد وكيانات، والذي مُددت ولايته بموجب قراري مجلس الأمن 1617 (2005) و 1735 (2006) بأن يحيل إليكم تقريره السابع وفقا للقرار 1735 (2006).	0
7 - وستواصل المديرية التنفيذية تعزيز تعاونها مع هيئات الأمم المتحدة ذات الصلة، بما في ذلك فريق الدعم التحليلي ورصد الجزاءات المنشأ عملا بقرار مجلس الأمن 1526 (2004) وفريق الخبراء المساعدين للجنة مجلس الأمن المنشأة عملا بالقرار 1540 (2004)، وكذلك مع العديد من المنظمات الدولية والإقليمية ودون الإقليمية، بما في ذلك ضمن سياق زيارات اللجنة إلى الدول الأعضاء.	2
(أ) استعراض القوانين الجنائية من أجل ضمان تجريم المخالفات بشكل صحيح في كل فئة من الفئات المحددة، وسن أحكام تشريعية لمكافحة الإرهاب، حسب الاقتضاء؛	0
لكن يبدو أن المؤسسات المالية وغيرها من الهيئات المعنية بالتنفيذ لم تأخذ علما بذلك بعد، ويوصي الفريق اللجنة والدول بإيجاد السبل للفت الانتباه إلى هذه المسألة على نطاق أوسع.	0
28 - رابعا، يشكل ذلك التقاطع تهديدا مباشرا لسلامة أفراد البعثات وأمنهم.	3
وأهاب المحاورون، من أحزاب المعارضة والمجتمع المدني في جميع أنحاء البلاد، بالمجتمع الدولي أن يحول دون إدخال تغيير على الدستور. وارتأى الشركاء الدوليون أن النقل السلمي للسلطة شرط أساسي لسلام البلد واستقراره في المستقبل.	0
بيد أن المعلومات التي أدلى بها رجال الشرطة والعُمد الذين رافقوا اللجنة الوطنية، والأدلة القائمة، تشير إلى أن جميع الأطراف مسؤولة، في ظل ظروف الصراع المتأجج، عن إحراق القرى.	1
ولم تتمكن الشبكة من توثيق هذه الحالات توثيقا كاملا لأنها محظورة وملاحقة من قبل قوات النظام والجماعات المتطرفة.	1
ورأى وفد آخر أنه ينبغي عدم الخلط بين الحماية النشطة للمدنيين وتحييد الجماعات المسلحة من خلال الأنشطة الهجومية.	0
وهاجم الجنجويد والقوات الحكومية في كانون الأول/ديسمبر 2003 قرية نوري القريبة من بلدة مورني بغرب دارفور.	1
وإذ يحث [الدولة المتأثرة] على القيام، بالتنسيق مع المجتمع الدولي، بعملية إصلاح شاملة لأجهزة الشرطة والقضاء والسجون، وحماية وتعزيز حقوق الإنسان والحريات الأساسية، ووضع حد للإفلات من العقاب.	0
"ففي قضية: زوران وكوبريشكتش وآخرون، تعرّف الدائرة الابتدائية بالمحكمة الجنائية الدولية ليوغوسلافيا السابقة الاضطهاد بوصفه ""الحرمان الجسيم أو الصارخ، لأسباب تمييزية، من أحد الحقوق الأساسية المقررة في القانون العرفي الدولي أو قانون المعاهدات، إلى حد يصل إلى نفس المستوى من الخطورة التي تتسم به الأعمال الأخرى المحظورة في المادة 5""()."	0
أما النجاح الرئيسي الآخر لتلك الجماعة فيتمثل في بقائها، ولكن صفوفها آخذة في التناقص، وبمرور الوقت، سوف يتم توقيف أو قتل قيادييها البارزين.	1
وقد رحب المكتب بهذه الأنشطة الجارية فيما يتصل بتبادل الخبرات وأفضل الممارسات في مجال جبر المجني عليهم، وهو يشجع الدول الأخرى على الاستمرار في هذا المسار.	4
ويشير مجلس الأمن إلى مطالبته جميع الأطراف في أي نزاع مسلح بالامتثال التام للالتـزامات المنطبقة عليها بموجب القانون الدولي المتعلق بحماية المدنيين في النزاع المسلح، بمن فيهم الصحفيون وموظفو وسائط الإعلام والأفراد المرتبطون بهم.	3
الأولويات الاستراتيجية الأربع للبعثة هي بناء المؤسسات والقدرات على مستوى الإدارة؛ ومكافحة الجريمة المنظمة والفساد؛ وتحقيق القدرة على الاستمرارية والاستدامة ماليا، وتعزيز استقلالية الشرطة وخضوعها للمساءلة.	4
٤ - كما أنشأ مجلس الأمن، بموجب قراره 1521 (2003)، لجنة للإشراف على تنفيذ التدابير. وأُنشئ فريق من الخبراء لتزويد اللجنة بمعلومات عن تنفيذ التدابير وما أحرز من تقدم نحو الوفاء بالشروط اللازمة لرفع الجزاءات.	0
معلومات أساسية يوافق عام 2014 الذكرى السنوية الخامسة عشرة لبدء عمل مجلس الأمن في مجال حماية المدنيين في النزاعات المسلحة.	0
وستساعد المديرية التنفيذية اللجنة على الشروع في نقاش لاستكشاف حاجات الدول للمساعدة التقنية لتنفيذ القرار 1624 (2005) وتيسير تقديم تلك المساعدة، حسب الاقتضاء.	2
واتخذ الاجتماع شكل جلسة تخصص إلى حد بعيد لطرح الأسئلة والرد عليها، وأجاب خلالها الفريق الثلاثي على أسئلة أعضاء الفريق العامل.	0
يعرب مجلس الأمن عن قلقه بصفة خاصة إزاء سحب [الدولة المجاورة] الاعتراف بمركز اللاجئين لعدد كبير من اللاجئين، وما يتبع ذلك من توقف تقديم المساعدة إليهم ... فقرارات [الدولة المتأثرة] في هذا الصدد قد تعني العودة غير الطوعية لعشرات الآلاف من الأشخاص إلى منطقة ليست آمنة ولا مهيأة لاستقبالهم.	0
72 - لقد قيل الكثير عن تمويل الإرهاب عن طريق المخدرات، بما في ذلك ما جاء في الاتفاقيات الدولية وفي قرارات مجلس الأمن().	0
12 - وستجري اللجنة مناقشات مواضيعية بشأن تعزيز الجهود الرامية إلى الحد من تنقل الإرهابيين، بمشاركة خبراء من جميع المنظمات الدولية الفنية ذات الصلة قبل انعقاد اجتماعها الخاص الخامس.	2
9 - يثني على السلطات اللبنانية لما اتخذته بالفعل من قرارات شجاعة تتعلق بالتحقيق بما في ذلك بصورة خاصة قرارها، بناء على توصية من اللجنة، اعتقال المسؤولين الأمنيين اللبنانيين السابقين المشتبه بضلوعهم في هذا العمل الإرهابي، وتوجيه الاتهام إليهم، ويشجع السلطات اللبنانية على مواصلة جهودها بنفس الإصرار من أجل كشف كل خفايا هذه الجريمة؛	1
ويمكن بالتالي بحسب ملابسات كل حالة على حدة، وفي إطار مبدأ العمل الإجرامي المشترك، الاشتباه في أن هؤلاء الأشخاص ارتكبوا جريمة ضد الإنسانية بقتل مدنيين؛ والقيام بالتشريد القسري وجرائم حرب بقيامهم بهجمات عشوائية على المدنيين وتدميرهم أهدافا مدنية.	3
وفي آذار/مارس 2004، أبلغ عن قيام الجنجويد و 150 من الجنود باختطاف واغتصاب 16 فتاة صغيرة في كتم، شمال دارفور.	1
وينبغي القيام بالمزيد لتوعية جميع الدول الأعضاء بأن جزاءات الأمم المتحدة هي تدابير داعمة وليست عقابية؛ ولتقديم المساعدة إلى الدول الأعضاء التي تنفذ جزاءات الأمم المتحدة؛ ولتحقيق قدر أكبر من مراعاة حقوق الخاضعين للتدابير محددة الأهداف من الأفراد والكيانات والدول الأعضاء.	0
ويكمن العنصر الذاتي أو القصد الجنائي في علم الشريك في الجرم بأن أعماله تساعد فاعل الجريمة على ارتكابها().	1
392 - واستنادا إلى المعلومات المتاحة للجنة، يبدو أن النهب الذي قام به الجنجويد أساسا في سياق الهجمات على القرى، تم على نطاق واسع وبتغاض من حكومة السودان من خلال نشر ثقافة الإفلات من العقاب والدعم المباشر للجنجويد.	1
''ويسلم مجلس الأمن بأن الإرهاب لن يُهزم بالقوة العسكرية وتدابير إنفاذ القانون والعمليات الاستخباراتية وحدها، ويشدد على الحاجة إلى معالجة الظروف المؤدية إلى انتشار الإرهاب، على النحو المبين في الركيزة الأولى من استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب (A/RES/60/288)، ويكرر تأكيد الحاجة إلى معالجة العوامل التي تساعد على التجنيد والتطرف المفضي إلى الإرهاب، ويسلم فضلا عن ذلك بضرورة اتباع نهج شامل للتغلب على الإرهاب يشتمل على إجراءات وطنية وإقليمية ودون إقليمية ومتعددة الأطراف.	0
"وقال إن تنظيم داعش ارتكب في العراق انتهاكات ""بلغت في حجمها وجسامتها ما يجعلها على الأرجح جرائم دولية تدخل في اختصاص المحكمة الجنائية الدولية""."	1
٤٧ - يحث بقوة الدول الأعضاء على تقديم جميع ما يتصل بذلك من معلومات إلى أمين المظالم، بما في ذلك أي معلومات سرّية مهمة، عند الاقتضاء، ويشجع الدول الأعضاء على تقديم ما يتصل بذلك من معلومات في حينها، ويرحب بتلك الترتيبات الوطنية التي أبرمتها الدول الأعضاء مع مكتب أمين المظالم لتسهيل تبادل المعلومات السرية، ويشجع الدول الأعضاء على مواصلة التعاون في هذا الصدد، بسبل من بينها إبرام ترتيبات مع مكتب أمين المظالم من أجل تبادل تلك المعلومات، ويؤكد وجوب امتثال أمين المظالم لأي شكل من أشكال قيود السرية التي تفرضها الدول الأعضاء على ما تقدّمه من معلومات؛	4
وأعرب أعضاء المجلس أيضا عن تصميمهم على مواصلة التعاون مع الحكومة لترسيخ التقدم الذي أُحرز والعمل على إشاعة جو مستقر لإقامة الحكم الديمقراطي وتحقيق النمو الاقتصادي وتقديم المساعدات الإنسانية. آسيا	4
13 - وأثناء الفترة المشمولة بالتقرير، تلقت اللجنة 14 طلب إعفاء من حظر توريد معدات عسكرية غير فتاكة عملا بالفقرة 3 من القرار 1356 (2001)، وطلب إعفاء من حظر توريد الأسلحة عملا بالفقرة 11 (ب) من القرار 1772 (2007) وإخطارا عملا بالفقرة 6 من القرار 1744 (2007).	0
حث الهيئات الإقليمية و/أو دون الإقليمية ذات الصلة على صوغ وتنفيذ سياسات وأنشطة وحملات للدعوة لصالح الأطفال المتضررين من النزاعات المسلحة.	0
حث البلدان المساهِمة بقوات وبأفراد شرطة على كفالة المساءلة التامة في حالات تورط الأفراد التابعين لها في ممارسات الاستغلال والإيذاء الجنسيين ورفع تقارير إلى الأمين العام عن الإجراءات المتخذة.	0
بــاء - العمل الإجرامي المشترك لارتكاب جرائم دولية	0
"""(أ) تقصي الوقائع والملابسات المتصلة بالأحداث التي وقعت في 28 و 29 نيسان/أبريل وفي 23 و 24 و 25 أيار/مايو وغيرها من الأحداث أو المسائل ذات الصلة التي أسهمت في نشوب الأزمة، بما في ذلك المسائل المتصلة بأداء قطاع الأمن؛"	0
ولذلك، فإنه لا يفاقم فحسب الأخطار القائمة التي تهدد السلم والأمن الدوليين، بل يمثل أيضا، في حد ذاته، تهديداً للسلم والأمن الدوليين.	3
وهذا هو جوهر التقاليد الإنسانية لكوت ديفوار، التي هي مجتمع ذو روح ديمقراطية قوية يتشوق إلى سيادة القانون واحترام حقوق الإنسان للجميع، دون تمييز بسبب الجنسية أو الأصل.	0
وفي هذا الصدد، وعملا ببيان مجلس السلم والأمن المؤرخ 25 تشرين الثاني/نوفمبر 2014، نطلب إلى المفوضية وبلدان المنطقة مضاعفة جهودها المشتركة الرامية إلى حشد الدعم الدولي، بما في ذلك عن طريق اتخاذ مجلس الأمن التابع للأمم المتحدة قراراً يؤيد إنشاء قوة العمل المتعددة الجنسيات المشتركة ونشرها، فضلا عن إنشاء صندوق استئماني.	0
وتهدف هذه التوصيات، التي استشير بشأنها الطرفان والبلدان المساهمة بقوات، إلى تعزيز قدرة العنصر العسكري على رصد وقف إطلاق النار والاتفاقات العسكرية، في حدود الموارد الموجودة.	2
ويرحب مجلس الأمن، في هذا الصدد، بالاجتماع الافتتاحي لفرقة العمل المشتركة بين الأمم المتحدة والاتحاد الأفريقي المعنية بالسلام والأمن الذي عقد في 25 أيلول/سبتمبر 2010 ويشجع فرقة العمل على التركيز على المسائل الاستراتيجية والمسائل الخاصة ببلدان معينة في القارة التي تهم المنظمتين كلتيهما.	4
وسرعان ما وضعت حكومة مالي المستشفى تحت الحجر الصحي، وساعدت وحدات الشرطة المشكلة التابعة للبعثة المتكاملة السلطات المالية في توفير الأمن حول المستشفى.	2
